[00:00.000 --> 00:28.800]  InfoWars, tomorrow's news today.
[59:32.880 --> 59:37.600]  great fizzy magnesium product, or whether it's down and out, our rate sleep phase is back in
[59:37.600 --> 59:43.440]  stock. It's all there. Our tumor 95% humanoid strongest out there to 95. It's all available
[59:43.440 --> 59:48.320]  at info war store.com and it keeps us on the air. So make the decision to enrich your life and keep
[59:48.320 --> 59:55.920]  us on air and for short com leading a frontal assault on the lies of the new world order.
[59:55.920 --> 01:00:08.960]  It's Alex Jones, waging war on corruption. It's Alex Jones coming to you live from the front lines
[01:00:08.960 --> 01:00:22.960]  of the info war. Well, corporate media says 25,000 people, local news reports that 40,000 fit inside
[01:00:22.960 --> 01:00:28.800]  the area they had, but just like January six, he had 40,000 inside the ellipse and another
[01:00:28.800 --> 01:00:34.880]  close to a million outside, uh, people lined up for hours and hours. Couldn't get in. If anything,
[01:00:34.880 --> 01:00:42.960]  Trump goes with too small a stadiums, but man, uh, the rhetoric bringing down the deep state,
[01:00:42.960 --> 01:00:47.120]  bringing down the new world order, 28 points ahead of the Sanderson major polls. We'll be
[01:00:47.120 --> 01:00:51.040]  breaking that down when some stations join us in five minutes, but Roger, let's jump into it right
[01:00:51.040 --> 01:00:58.800]  now. Is there any other political figure in America that could command that kind of crowd,
[01:00:58.800 --> 01:01:04.320]  uh, and that kind of media attention, particularly when the mainstream media is doing their very best
[01:01:04.320 --> 01:01:10.720]  to pretend he doesn't exist. Trump is washed up. He's finished. He has no appeal. He's done.
[01:01:11.520 --> 01:01:16.800]  And then you see something like this, where he not only commands an enormous crowd, uh, and look,
[01:01:16.800 --> 01:01:24.400]  Waco isn't Dallas, as you know. I mean that this is really a historical, uh, political phenomena.
[01:01:24.400 --> 01:01:29.600]  And I think he laid it out, uh, better than I've ever heard him. Our problem is not Russia. Our
[01:01:29.600 --> 01:01:35.920]  problem is not China. Our problem is our own corrupted leaders. What could be more plain than
[01:01:35.920 --> 01:01:44.320]  that? I totally agree with you. And you just hit the nail on the head. Trump's incredible success,
[01:01:44.320 --> 01:01:49.920]  still having rounds of 50,000 people, Texas, 40,000 with almost no announcement, like four
[01:01:49.920 --> 01:01:53.760]  or five days pre-announcement in the middle of nowhere. I mean, folks, Waco's cow pastures in
[01:01:53.760 --> 01:01:59.760]  case you didn't know, uh, it's two hours north of Austin. This is the death of the corporate media's
[01:01:59.760 --> 01:02:04.960]  attempt to control debate and shows they don't have the power they claim. Uh, it's absolutely
[01:02:04.960 --> 01:02:10.640]  true, Alex. And I must tell you, uh, it was very foolhardy of me. I went on Twitter and I mildly
[01:02:10.640 --> 01:02:15.920]  criticized Matt Gaetz red blazer. I said, I appreciate your support for president Trump, but
[01:02:15.920 --> 01:02:22.560]  I keep that red blazer for Christmas. If I were you, I was so overwhelmingly outvoted, uh, that
[01:02:22.560 --> 01:02:27.840]  although I myself would reserve the red blazer for Christmas, Congressman Gates can wear anything.
[01:02:27.840 --> 01:02:32.080]  I was about to say, he looks like when I was a kid and they had huge movie theaters in Dallas,
[01:02:32.080 --> 01:02:35.600]  they've gotten rid of it. Have these giant screens. I don't know why things get less good
[01:02:35.600 --> 01:02:39.040]  as time goes on. But when I was a kid, my mom would take me to this big theater in Dallas
[01:02:39.040 --> 01:02:43.920]  to see classic movies like Ben Hur and stuff that were reshowing. This is gigantic movie screen.
[01:02:43.920 --> 01:02:49.440]  And they had men mainly and women in red, red blazers. And he looks like the person with the
[01:02:49.440 --> 01:02:55.440]  flashlight that takes you to your seat. Yeah. The usher it's the usher look. And we're not referring
[01:02:55.440 --> 01:03:01.840]  to the rapper singer in this case, but look, he gave a very fiery speech. And I love the fact
[01:03:01.840 --> 01:03:07.520]  that Trump basically announced all the congressmen that have endorsed him. And then he made reference
[01:03:07.520 --> 01:03:12.480]  to those who he endorsed, who he has clearly contacted and they're saying, Oh, I love you,
[01:03:12.480 --> 01:03:17.200]  Mr. President. I'm going to be for you. I'm just not ready to endorse you. Now. Trump basically
[01:03:17.200 --> 01:03:23.600]  said, if you're not with us today, we don't want you. I love that. That is vintage Trump. It is
[01:03:23.600 --> 01:03:29.520]  a time for choosing and people have to decide, are you with the rhino establishment? I mean,
[01:03:29.520 --> 01:03:37.600]  Karl Rove blurts out on Fox referring to DeSantis as our campaign. What a stunning reveal that was.
[01:03:38.480 --> 01:03:41.520]  All right. I'm going to shut up and give me the floor when we come back. I want to walk through
[01:03:42.080 --> 01:03:47.040]  the tables, totally turning on DeSantis. He was neck and neck with Trump. Some polls ahead
[01:03:47.040 --> 01:03:50.720]  just two months ago. What happened since then? Was it his endorsement of the war?
[01:03:51.600 --> 01:03:58.400]  Was it him saying his role models, George HW Bush, skull and bones? What did it? And then let's not
[01:03:58.400 --> 01:04:03.840]  get too positive here. They're still trying to indict Trump. And I know a lot of his family
[01:04:03.840 --> 01:04:08.000]  doesn't like him being all happy about this, but he knows he's innocent. Will he get indicted next
[01:04:08.000 --> 01:04:17.120]  week? Or is Trump right that this Soros creature in New York is about to back off? Is it true?
[01:04:17.120 --> 01:04:22.720]  The witch hunt against me is dead. Trump says Manhattan DA tricked by fraud star witness,
[01:04:23.920 --> 01:04:30.800]  who again, he's not into Stormy Daniels, he says. He goes on to say Trump says he thinks Manhattan
[01:04:30.800 --> 01:04:35.520]  DA Alvin Bragg has dropped the case against him. We'll get all that from Roger Stone straight
[01:04:35.520 --> 01:04:39.280]  ahead. But I'll say this, and I'm not the Trump ass-kissing club here because Trump grabs me up
[01:04:39.280 --> 01:04:45.200]  the wall. He looks like he's lost 30, 40 pounds and looks great. In the photos and video I saw,
[01:04:45.200 --> 01:04:50.720]  looks like he's for his age. My God, I'm jealous. We'll be right back. Stay with us. Roger Stone,
[01:04:50.720 --> 01:04:51.440]  straight ahead.
[01:05:20.800 --> 01:05:30.400]  cannot be appeased. They must be opposed. Articrats only understand one word. No, no, no.
[01:05:30.960 --> 01:05:38.480]  Exactly. And that's why we say no to your vaccines. We say no to you shutting down our businesses.
[01:05:38.480 --> 01:05:44.400]  We say no to you taking our firearms. We say no to you censoring our free speech. We say no to
[01:05:44.400 --> 01:05:49.600]  you selling us out to the World Health Organization. We say no to you getting us into World War III.
[01:05:49.600 --> 01:05:56.720]  You're right. We stand against autocrats like you, Joe Biden, and we say no, and we say no to your war.
[01:06:02.400 --> 01:06:10.640]  Big Brother, mainstream media, government cover-ups. You want to stop tyranny? Well,
[01:06:10.640 --> 01:06:17.200]  so does he. Live from the Infowars.com studios, it's Alex Jones.
[01:06:17.760 --> 01:06:21.520]  And Roger Stone's with us for about 30 minutes at the bottom of the hour, then we'll come right back
[01:06:21.520 --> 01:06:27.600]  to the loaded phone lines. Trump is now in major polls, 25 to 35 points ahead of DeSantis. Everybody
[01:06:27.600 --> 01:06:32.880]  else, their attempt to arrest him has blown up in their face. Here's a short clip of Matt
[01:06:32.880 --> 01:06:38.080]  Gates yesterday to a crowd of at least 40,000 people, standing room only, tens of thousands
[01:06:38.080 --> 01:06:45.280]  turned away in Waco, Texas. Only Donald Trump could have rescued us from Hillary Clinton.
[01:06:48.000 --> 01:06:55.760]  Without Trump doing three rallies in the final week in the 2018 election in Florida,
[01:06:55.760 --> 01:07:03.600]  my governor today would probably be Andrew Gillum. How weird is that? And without Trump
[01:07:04.240 --> 01:07:10.240]  dragging Ted Cruz across the finish line, your senator would probably be Beto Beto.
[01:07:11.040 --> 01:07:23.200]  So Ron DeSantis, Ted Cruz, Patriots of the MAGA movement delivered for you in your time of need.
[01:07:23.200 --> 01:07:28.480]  Today, Ron DeSantis and Ted Cruz should endorse Donald Trump for president
[01:07:28.480 --> 01:07:32.480]  and stand with us as we were so proud to stand with them.
[01:07:32.480 --> 01:07:43.280]  All right, Roger Stone, I'm going to shut up. You got the floor. History happening right now.
[01:07:43.280 --> 01:07:46.560]  Deep state horrified. Will they indict Trump? What's really happening?
[01:07:47.920 --> 01:07:53.280]  Well, sir, there's a certain irony in that clip you just showed, Alex, because other than Donald
[01:07:53.280 --> 01:07:59.040]  Trump, there's really no one in America more responsible for the election of Ron DeSantis in
[01:07:59.040 --> 01:08:06.640]  2018 than Congressman Matt Gaetz. People have to remember that DeSantis was running at about
[01:08:06.640 --> 01:08:13.040]  7% in the polls. Every single 67 Republican county chairman in the state, the entire
[01:08:13.040 --> 01:08:18.800]  Republican power structure had endorsed Ron DeSantis' opponent. It was Matt Gaetz who
[01:08:18.800 --> 01:08:25.280]  persuaded Congressman, pardon me, President Trump to endorse and take a chance on Congressman
[01:08:25.280 --> 01:08:31.680]  DeSantis. DeSantis zoomed ahead in the Republican primary, and then as Matt Gaetz correctly said,
[01:08:31.680 --> 01:08:36.880]  Trump had to change his schedule to come to Florida in the final two weeks of the 2018
[01:08:36.880 --> 01:08:44.080]  campaign to drag DeSantis across the finish line. What amazes me, Alex, is that Governor DeSantis
[01:08:44.080 --> 01:08:51.440]  has maintained his discipline under relentless taunts and attacks by Donald Trump, which is his
[01:08:51.440 --> 01:08:57.920]  combative, pugilistic style. If I had a dollar for every person who contacted me and said,
[01:08:57.920 --> 01:09:03.280]  I love Trump and I like DeSantis, please tell him to stop attacking DeSantis. First of all,
[01:09:03.280 --> 01:09:07.040]  you're wasting your breath. Donald Trump makes his own decisions. But secondarily,
[01:09:07.040 --> 01:09:12.480]  that strategy has paid off two times. At one time, in the sense that Trump has taken on
[01:09:12.480 --> 01:09:19.200]  all of these investigations of him, whether they are by Soros, Stoog, Alvin Bragg in Manhattan,
[01:09:19.200 --> 01:09:26.240]  or whether they are by Soros, Stoog, Fannie Wills, the prosecutor in Fulton County, Georgia,
[01:09:26.240 --> 01:09:32.800]  or whether they are by special counsel Jack Smith. He has called them out as partisan witch hunts.
[01:09:32.800 --> 01:09:37.280]  You know that drives his lawyers crazy. You know his lawyers are saying, don't do that.
[01:09:37.840 --> 01:09:45.440]  But he has galvanized the public. He's also taken on DeSantis. And then DeSantis loses his discipline
[01:09:46.240 --> 01:09:51.920]  and comes out in the worst possible way. He says, I'm not getting involved in this effort to take
[01:09:51.920 --> 01:09:57.600]  down Trump by Alvin Bragg. I'm not getting involved. But he then recycles the fake charges.
[01:09:57.600 --> 01:10:05.200]  Oh, I don't know anything about hush money payments to a porn star, recycling the narrative
[01:10:05.200 --> 01:10:12.400]  of the left, infuriating Trump's supporters. Then he doubles down with Piers Morgan,
[01:10:12.400 --> 01:10:18.320]  makes it even worse. He attacks Trump's moral character. Are you kidding me,
[01:10:18.320 --> 01:10:23.600]  Governor? You didn't care about his moral character when he raised you out of obscurity
[01:10:23.600 --> 01:10:29.600]  and catapulted you to the governorship. You had no problems with his moral character then.
[01:10:30.160 --> 01:10:38.880]  It was a giant misreading and a tactical blunder. And this comes on the heels, Alex, of DeSantis
[01:10:38.880 --> 01:10:44.720]  trying to reinvent his position on the war in Ukraine to sound more like Trump. So he tries to
[01:10:44.720 --> 01:10:50.400]  say, well, Russia's not our biggest problem. And I'm against the blank check given to them by the
[01:10:50.400 --> 01:10:56.400]  Biden administration. And then when his globalist multimillionaire and billionaire donors go out of
[01:10:56.400 --> 01:11:02.400]  their minds, he flops back and says, well, you know, Putin's a war criminal, which is just
[01:11:02.400 --> 01:11:10.000]  rhetoric designed to assuage the anger of his globalist donors. So he screws up his position
[01:11:10.000 --> 01:11:16.560]  on the war and he gets the deep enmity of Trump country. Here's what the governor doesn't
[01:11:16.560 --> 01:11:24.160]  understand. His base is a microcosm of the Trump base, but the Trump base is broader, deeper,
[01:11:24.160 --> 01:11:30.960]  and far more intense. People like Ron DeSantis here in Florida, but they love Donald Trump.
[01:11:30.960 --> 01:11:36.880]  And new polls showing Trump leading DeSantis by two points in Florida. That's not bad. That's
[01:11:36.880 --> 01:11:42.640]  good. What about the national polls of 28 points? And the New York Times is even reporting it. The
[01:11:42.640 --> 01:11:49.520]  Hill is reporting it. He has zoomed ahead of DeSantis. He is the nominee apparent at this
[01:11:49.520 --> 01:11:54.720]  point. If I were Governor DeSantis, I would completely rethink my plan and not run.
[01:11:54.720 --> 01:11:59.520]  Well, let me raise that. Even the New York Post says today, and I'll show it in a moment,
[01:11:59.520 --> 01:12:04.480]  it's in this big stack, I'm going to dig it out, that his top donors are telling DeSantis hanging
[01:12:04.480 --> 01:12:08.560]  up and wait until another election. Yeah, I've seen that. And of course,
[01:12:08.560 --> 01:12:16.880]  Karl Rove makes a giant blunder talking about the DeSantis campaign on Fox and calls it our
[01:12:16.880 --> 01:12:19.840]  campaign. I think that tells us everything we want to know.
[01:12:19.840 --> 01:12:23.680]  All right, so let me move on here because I don't want to, and I get it's important about
[01:12:23.680 --> 01:12:28.000]  DeSantis, but I don't want to obsess over him. What about Alvin Bragg? Are they still going to
[01:12:28.000 --> 01:12:31.520]  try to indict him? Is Trump right, saying Bragg is going to drop it?
[01:12:33.040 --> 01:12:37.600]  I don't think we know. You have to assume that George Soros' minions are on the phone
[01:12:37.600 --> 01:12:43.520]  putting the heat on Bragg even as we speak. Soros paid for Bragg's election. Bragg would like to
[01:12:43.520 --> 01:12:49.440]  have a political future. I learned the hard way in the DC courtroom facts, truth, the law,
[01:12:49.440 --> 01:12:55.200]  those things don't really matter. I think Bragg's case blew apart last week with the testimony of
[01:12:55.200 --> 01:13:00.880]  Robert Costello to the grand jury. We only know about this because Costello has the right to talk
[01:13:00.880 --> 01:13:08.560]  about his testimony. He introduced evidence and documents proving that Alvin Bragg's principal
[01:13:08.560 --> 01:13:16.080]  witness, Michael Cohn, is a noted liar. Cohn lied about me. Cohn said before Congress under oath
[01:13:16.080 --> 01:13:21.680]  that he overheard a conversation between me and candidate Trump in 2016 in which I told him the
[01:13:21.680 --> 01:13:27.840]  WikiLeaks disclosures were coming. There's no telephone record to prove this. The secretary
[01:13:27.840 --> 01:13:32.720]  who he said came into the room to say that I was on the phone has no memory of it whatsoever.
[01:13:32.720 --> 01:13:37.440]  Roger, just stop right there. Let me back you up. You were a consultant, weren't officially
[01:13:37.440 --> 01:13:42.800]  hired here then. I was on your ass every two days saying I'd hire you and give you a job if you got
[01:13:42.800 --> 01:13:47.520]  WikiLeaks on. Did you know? You said no. I know Randy Credico. He knows him. He says it's going
[01:13:47.520 --> 01:13:55.680]  to be big. The WikiLeaks, Assange was on TV going on Hannity saying that. I know you didn't have it
[01:13:55.680 --> 01:14:01.360]  because you've always been honest with me. You're a very honest person despite what the media says.
[01:14:01.360 --> 01:14:04.560]  You didn't have it. You never got it. I was very frustrated with you.
[01:14:05.840 --> 01:14:10.240]  But Michael Cohn said this conversation happened before the Democratic convention in 2016. Then he
[01:14:10.240 --> 01:14:14.960]  changed his story and said it happened before the Republican convention. Alex, I can tell you exactly
[01:14:14.960 --> 01:14:20.400]  when it happened. Never. Michael Cohen is a liar. They didn't call him as a witness in my trial
[01:14:20.400 --> 01:14:25.600]  because they know he would have been destroyed on the stand if Alvin Bragg moves ahead, relying
[01:14:25.600 --> 01:14:31.360]  solely on the testimony of Michael Cohen, particularly given the statement yesterday
[01:14:31.360 --> 01:14:37.200]  by released by Trump from Stormy Damals, in which even she and her lawyer, Michael Avenatti,
[01:14:37.200 --> 01:14:42.960]  say he's unreliable as a witness. This didn't happen. Bragg's case has been destroyed.
[01:14:42.960 --> 01:14:48.000]  Will he bring it anywhere? Anyway, it's Manhattan. Can you imagine what this jury will look like?
[01:14:48.000 --> 01:14:51.360]  Well, that's the next question. What about Georgia? What about the D.C. cases?
[01:14:53.200 --> 01:14:58.080]  Well, here's the point, I guess. If Trump were elected president, he would have the authority
[01:14:58.080 --> 01:15:03.200]  to pardon himself. He cannot pardon himself from a state conviction. So he needs to avoid being
[01:15:03.200 --> 01:15:08.640]  charged in New York or Georgia. And if they ultimately want to charge him federally,
[01:15:08.640 --> 01:15:14.240]  I don't see how they get that to trial before the 2024 election. Therefore, he could run for
[01:15:14.240 --> 01:15:21.440]  president while under indictment, wear it as a badge of honor in the sense that it's evidence
[01:15:21.440 --> 01:15:26.800]  that he's being persecuted for political reasons. And then upon his election, even before he goes
[01:15:26.800 --> 01:15:33.120]  to trial, he could pardon himself. How do you like that? Well, let's talk about this when we
[01:15:33.120 --> 01:15:36.400]  come back. You know the deep state. You've studied them. What are they going to pull now? Because
[01:15:36.400 --> 01:15:42.640]  they sure as hell don't give up. And wow, Trump right back in the driver's seat, more than a year
[01:15:42.640 --> 01:15:47.840]  and a half out from the next election. What a circus. This is going to be the most spectacular
[01:15:47.840 --> 01:15:54.000]  and most dangerous election ever. How do we keep it peaceful? Roger Stones, our guest, stay with us.
[01:16:00.560 --> 01:16:05.360]  I talk a lot about the great successes Infowars has had. I don't think anybody can deny it.
[01:16:06.000 --> 01:16:11.040]  And it is because of listeners and viewers supporting us. When we talk about the crew
[01:16:11.040 --> 01:16:16.480]  at Infowars, people behind the scenes, the researchers, the writers, they really have
[01:16:16.480 --> 01:16:21.440]  been the MVPs in this fight. And we look at Harrison Smith and Owen Schroyer and the hard
[01:16:21.440 --> 01:16:28.080]  work they engage in every day, five, six, seven days a week. It's really just incredible. So for
[01:16:28.080 --> 01:16:32.400]  myself and the whole Infowars crew, I thank you for your past support. I only encourage you now
[01:16:32.400 --> 01:16:38.080]  to realize that Infowars cannot stay on air if you do not support us. I know you spread the word.
[01:16:38.080 --> 01:16:42.160]  I know you pray for us, and that's wonderful. Keep doing it. But most viewers and listeners
[01:16:42.160 --> 01:16:47.120]  never go to InfowarsStore.com, and you never buy great products that enrich and empower your life,
[01:16:47.120 --> 01:16:51.360]  while at the same time keeping us on air. I know that less than 1% of our listeners actually go
[01:16:51.360 --> 01:16:56.880]  buy products at InfowarsStore.com. If just 1% more of you took action and went to InfowarsStore.com,
[01:16:56.880 --> 01:17:01.600]  our funding problems will be over. Please take action now. There is a war for the future happening
[01:17:01.600 --> 01:17:07.120]  right now. There is a war that will control my destiny, your destiny, our children's destinies.
[01:17:07.120 --> 01:17:12.720]  And that war is something that we can win, but it takes dedication, it takes commitment. That's why
[01:17:12.720 --> 01:17:18.160]  I ask listeners respectively to go to InfowarsStore.com and buy great products that will enrich
[01:17:18.160 --> 01:17:25.920]  and empower your life, while keeping us on air at the very same time. InfowarsStore.com, to get a
[01:17:25.920 --> 01:17:30.320]  signed or unsigned copy of my book, The Great Reset and War for the World, ultimate bone broth,
[01:17:30.320 --> 01:17:36.240]  back and stock, nitric boost, the amazing CBD oil we have that's the highest quality you're going to
[01:17:36.240 --> 01:17:42.400]  find anywhere at more than half off. It's all available at InfowarsStore.com, some of the very
[01:17:42.400 --> 01:17:46.240]  best products. And a lot of you have never shopped at InfowarsStore. You've been watching for years,
[01:17:46.240 --> 01:17:50.480]  you've been listening for years, but you've never taken the step to go to InfowarsStore.
[01:17:50.480 --> 01:17:55.120]  These are great products that really work and are amazing, plus they keep us on air. So again,
[01:17:55.120 --> 01:17:59.120]  please take action. Go to InfowarsStore.com today, and I thank you.
[01:17:59.120 --> 01:18:06.480]  If Alex Jones runs for president in the Republican Party, he has a chance of winning.
[01:18:09.680 --> 01:18:13.680]  If you just tuned in, you may be noticing I'm wearing an Alex Jones for president
[01:18:13.680 --> 01:18:19.920]  2024 shirt. I am not seriously planning to run for president. This is an idea the crew had,
[01:18:19.920 --> 01:18:23.200]  have a triggering shirt, kind of next level Alex Jones was right.
[01:18:23.200 --> 01:18:27.600]  There's Infowars.com in the back, Alex Jones for president 2024 on the front.
[01:18:27.600 --> 01:18:31.200]  It's a fundraiser shirt. It's made out of really nice fabric. It's high quality,
[01:18:31.200 --> 01:18:36.560]  and it is a exclusive shirt to InfowarsStore.com. And when the shirts are gone, they're gone.
[01:18:36.560 --> 01:18:44.080]  We're doing one run of Alex Jones for president 2024 shirts, and we'll have a historic memento,
[01:18:44.080 --> 01:18:48.160]  be able to spread the word and meet a lot of like-minded people, and you'll be able to keep
[01:18:48.160 --> 01:18:53.760]  us on the air. No way. No way. That's a bridge too far. That's no, it can't be.
[01:18:53.760 --> 01:18:58.720]  And I said on national television that he was going to win. At InfowarsStore.com.
[01:18:59.600 --> 01:19:04.640]  Ladies and gentlemen, we have a new toothpaste that my dad, a retired dentist and oral surgeon
[01:19:04.640 --> 01:19:11.360]  developed. Dr. Jones Naturals tumor toothpaste that just came into stock. And I got to tell you,
[01:19:11.360 --> 01:19:15.280]  I got samples of this months ago, and it is amazing. The way it makes your gums feel,
[01:19:15.280 --> 01:19:21.040]  what it does to your mouth is insane. We know turmeric is an antioxidant and anti-inflammatory
[01:19:21.040 --> 01:19:24.800]  and does such great things to the body. Then you add that with tea tree oil and a bunch of other
[01:19:24.800 --> 01:19:31.760]  essential oils. It is just dynamite. It is so good to detox and attack inflammation in your mouth.
[01:19:31.760 --> 01:19:36.880]  I want to challenge everybody to try the new toothpaste at InfowarsStore.com. Dr. Jones
[01:19:36.880 --> 01:19:42.000]  Naturals turmeric toothpaste. And while you're at it, check out the new Ashwagandha line of products.
[01:19:42.000 --> 01:19:47.120]  We have Ashwagandha with black pepper extract for your libido, your testosterone in pill form.
[01:19:47.120 --> 01:19:52.880]  And we have the pure Ashwagandha root gummies as well. Now available at InfowarsStore.com.
[01:19:52.880 --> 01:19:57.520]  They're amazing products and they fund the Infowars. Take action now at InfowarsStore.com.
[01:20:00.000 --> 01:20:06.000]  Leading a frontal assault on the lies of the New World Order. It's Alex Jones.
[01:20:12.640 --> 01:20:16.800]  All right, Alex Jones here back live on Sunday night. Your phone calls for all you holding.
[01:20:17.360 --> 01:20:24.160]  Killer and Ignacio and Julio and Candace and Lewis and Kim and Bart and Mark and Gary and Gold.
[01:20:24.720 --> 01:20:28.080]  Every one of you will get on air. We love you and appreciate you holding. But I had to get Roger on
[01:20:28.080 --> 01:20:32.160]  last minute because I just thought I should try to get Roger on. Can he do it? He was able to do it.
[01:20:32.160 --> 01:20:34.720]  Roger, in the nine minutes we have left in this segment,
[01:20:34.720 --> 01:20:43.760]  I want to support Trump and he is better because he's anti-war and his pedigree is not. I love
[01:20:43.760 --> 01:20:47.360]  George Herbert Walker Bush because I couldn't prove he was his skull and bones, but he says
[01:20:47.360 --> 01:20:52.320]  his idol is George Herbert Walker Bush and Yale. So to me, that has some major problems. I want
[01:20:52.320 --> 01:20:58.000]  to believe in DeSantis and to me, it's not a beauty pageant here, but it really gets down to issues.
[01:20:58.000 --> 01:21:03.600]  So much of the system likes DeSantis versus hating Trump. Why does the system hate Trump?
[01:21:04.160 --> 01:21:09.360]  And what are you knowing him for 45 years, being his very close confidant, believe he'll do when
[01:21:09.360 --> 01:21:13.920]  he gets back in? He says, I'll destroy the deep state. I'll bring down the new world order. Just
[01:21:13.920 --> 01:21:20.160]  that rhetoric alone really makes me concerned for his safety. And let's be honest, that's a lot of
[01:21:20.160 --> 01:21:25.440]  questions. But last question, what will the system do if they already went so crazy to stop him before
[01:21:25.440 --> 01:21:31.520]  and failed? What are they going to do now? That's my biggest concern is that they are going to go
[01:21:31.520 --> 01:21:37.520]  crazy. Well, I think they've already done it in the sense that they have weaponized our federal
[01:21:37.520 --> 01:21:43.360]  judicial system in an attempt to try to charge him in connection to either January 6 or his
[01:21:43.360 --> 01:21:49.120]  handling of classified documents prior to the election. The point, I guess, is that Donald
[01:21:49.120 --> 01:21:55.680]  Trump came to Washington in 2017 and did not come from the world of politics. And therefore,
[01:21:55.680 --> 01:22:00.320]  it may have been somewhat naive. He had all the right instincts, but he believed there were two
[01:22:00.320 --> 01:22:05.840]  groups, two teams, the Republicans and the Democrats. He never realized that, unlike with
[01:22:05.840 --> 01:22:12.480]  Ronald Reagan, Republicans would not really close ranks around him and that many Republicans were
[01:22:12.480 --> 01:22:20.240]  dedicated to his destruction. For example, acting Attorney General Ron Rosenstein was a Republican.
[01:22:20.240 --> 01:22:26.160]  Rosenstein, on the recommendation of the White House chief of staff, Reince Priebus, appointed
[01:22:26.160 --> 01:22:30.160]  Robert Mueller as a special counsel. And then look at look at what Sessions did.
[01:22:31.360 --> 01:22:37.680]  Sessions was every bit as bad by recusing himself. My point, of course, is that Trump is a man who's
[01:22:37.680 --> 01:22:45.040]  learned a hard lesson. I think a second Trump presidency will be rhino free. You already see
[01:22:45.040 --> 01:22:52.880]  it in his campaign. Jared Kushner is not around. His daughter is not around. But Donald Trump Jr.
[01:22:52.880 --> 01:23:00.160]  and Eric, both hardcore patriots, hardcore American first, hardcore conservatives. They're
[01:23:00.160 --> 01:23:06.000]  front and center in his. And notice he didn't even want Abbott or Cruz in his rally yesterday.
[01:23:06.000 --> 01:23:12.880]  That's positive. I'm having a little trouble with your audio here. Sorry, Roger. I was saying he
[01:23:12.880 --> 01:23:19.680]  didn't want Abbott or Cruz at the rally either yesterday. That's a good sign. Well, I mean,
[01:23:19.680 --> 01:23:24.880]  of course, my real question is, where was your governor? Where was your U.S. senator?
[01:23:24.880 --> 01:23:29.520]  I don't know if Ted Cruz is holding back thinking that he's a potential candidate,
[01:23:29.520 --> 01:23:34.400]  but that's not going to happen. Donald Trump is not going to withdraw from this race under any
[01:23:34.400 --> 01:23:41.040]  circumstances. He will run whether he is charged in these completely politically motivated
[01:23:41.600 --> 01:23:48.560]  investigations or not. And I think that he will triumph. But, you know, in all honesty,
[01:23:48.560 --> 01:23:54.240]  Governor DeSantis has to expect that there's going to be a deconstruction of his record,
[01:23:54.240 --> 01:23:58.960]  because many of the things that you believe, because he has said them, are not necessarily
[01:23:58.960 --> 01:24:06.240]  true. On the question of the vaccinations, his position is identical to that of Donald Trump.
[01:24:06.240 --> 01:24:13.040]  I met a man on Sunday, last Sunday, whose son died after taking the COVID-19 vaccination.
[01:24:13.120 --> 01:24:19.680]  And he told me that he decided to let his son take the vaccination because he saw Governor
[01:24:19.680 --> 01:24:25.200]  DeSantis on TV saying it was safe, it was effective, and it would protect his son
[01:24:25.200 --> 01:24:30.000]  from infection, which, of course, it didn't. This idea, I would have followed, I would have
[01:24:30.000 --> 01:24:36.720]  fired Fauci, he tells Piers Morgan. Why don't you fire David Kerner, the Vax Nazi that you just
[01:24:36.720 --> 01:24:42.960]  appointed to your cabinet two weeks ago? I mean, why didn't you fire your own advisors? This idea
[01:24:42.960 --> 01:24:49.680]  that he signed a ban. No, he signed a law giving immunity to anybody who pushed the vaccination
[01:24:49.680 --> 01:24:53.920]  and said it was safe and effective. OK, Roger, listen, I don't mind going there if you want to
[01:24:53.920 --> 01:24:58.720]  open this up. But Trump's been just as bad as DeSantis, and I'm mad at Trump about it.
[01:24:58.720 --> 01:25:06.000]  But in the larger picture, I get what you're saying. But regardless, we both are. I agree
[01:25:06.000 --> 01:25:10.080]  with you, Alex. I don't like his position on the vaccination either. But don't try to tell me
[01:25:10.080 --> 01:25:14.960]  Governor DeSantis' position is different. He's trying to make it sound different. But what about
[01:25:14.960 --> 01:25:19.680]  taking nine million dollars from Florida power and light and then getting the greatest single
[01:25:19.680 --> 01:25:23.840]  rate increase for electricity that this state has ever had? No, I understand that you want
[01:25:23.840 --> 01:25:27.760]  to destroy DeSantis to make way for Trump. You think he's better. I respect that. OK, what I'm
[01:25:27.760 --> 01:25:32.240]  saying is I believe DeSantis is already eclipsed. He was already in the rearview mirror. I'm now
[01:25:32.240 --> 01:25:37.760]  more worried about the deep state and how they come after Trump. Look, they're going to do that
[01:25:37.760 --> 01:25:46.160]  anyway, which is why I think the single greatest mistake he or we can do is any intimation of
[01:25:46.160 --> 01:25:51.760]  violence or lawlessness. No, we're not for an insurrection. No, we're not for an uprising.
[01:25:51.760 --> 01:25:57.040]  No. So you agree with me flipping out this week with the baseball bat and the death and
[01:25:57.040 --> 01:26:01.680]  destruction thing. And I'm glad Trump removed that. Right. He does it. He doesn't need that. Right.
[01:26:02.560 --> 01:26:08.720]  Entirely counterproductive. And I think this is absolutely key. Let us not step into the same
[01:26:08.720 --> 01:26:15.040]  trap that some patriots stepped into on January 6th. Why was the Secret Service calling my hotel
