[00:00.000 --> 00:18.000]  Waging war on corruption, it's Alex Jones coming to you live from the front lines of the info war.
[1:54:47.840 --> 1:54:54.000]  image of the both of them combined her and keith ellison is another another example of a american
[1:54:54.000 --> 1:54:59.200]  hating communist who became a muslim because he believed it was it was his best way to fulfill
[1:54:59.200 --> 1:55:03.680]  his communist goals so she's the same way of course she's being handled by the muslim brotherhood
[1:55:03.680 --> 1:55:10.720]  what is it about ilhan omar and and all the the arrogance of these people i mean they're just so
[1:55:10.720 --> 1:55:16.400]  arrogant well she's confident that she's going to win she's she's a true believer jihadist
[1:55:16.400 --> 1:55:22.880]  this is this is her mission and they use the identity politics and race card to suppress
[1:55:22.880 --> 1:55:28.160]  dissent in the democratic party now just seems like being done to biden he's being being held
[1:55:28.160 --> 1:55:32.640]  out there the sacrificial lamb because he's a white male so they're using this identity politics
[1:55:32.640 --> 1:55:38.720]  weapon uh to weapon they're betting the minorities are a bunch of racist trash well i mean they're
[1:55:38.720 --> 1:55:42.240]  they're hoping that but but i don't think it's working that's what i'm saying is but they're
[1:55:42.240 --> 1:55:46.880]  just pushing the most racist garbage i've ever seen well part of it is to suppress uh your your
[1:55:46.880 --> 1:55:51.520]  dissent to shut you up to make you feel like you have to be silent otherwise because the
[1:55:51.520 --> 1:55:55.600]  race term is so magic but but but i think they've overplayed it don't you do you think trump spart
[1:55:55.600 --> 1:55:58.480]  to go ahead and throw the gauntlet down and just say get the hell out then if you don't like it
[1:55:58.480 --> 1:56:02.880]  yeah but i think she pointed out what her strategy really is she should point out that she is not
[1:56:02.880 --> 1:56:10.320]  a moderate muslim she's not like you know hers ali forgot her name is she's not like her a
[1:56:10.320 --> 1:56:15.360]  moderate muslim who loves the united states and and wants to be westernized she's a radical
[1:56:15.360 --> 1:56:20.880]  aslamist who is pushing the this same agenda as hamas or muslim brotherhood and she's also
[1:56:20.880 --> 1:56:25.440]  in line with american hating uh communist he should call her out on both of those issues he
[1:56:25.440 --> 1:56:30.800]  should call it out for what it is now i agree what about these fake you know nbc polls just
[1:56:30.800 --> 1:56:37.040]  like we saw three years ago oh biden warren sanders all ahead of trump and nbc poll i mean this is
[1:56:37.040 --> 1:56:41.120]  his fake as a three dollar bill well i suspect what they're doing to do frankly i think they're
[1:56:41.120 --> 1:56:46.720]  gonna need to run uh michelle obama or they're gonna run kamala they're gonna sacrifice biden
[1:56:46.720 --> 1:56:51.120]  and go for a black woman because they believe they need that to win they need the black vote and they
[1:56:51.120 --> 1:56:55.920]  need the woman's vote and the people just because of identity will go for it yeah i think i think
[1:56:55.920 --> 1:57:00.000]  they're trying to do an obama point too that's why i think frankly i think it'd be michelle obama
[1:57:00.000 --> 1:57:04.240]  you know i'm not sure that you know that's what i've heard they're trying to get her to do it i
[1:57:04.240 --> 1:57:08.320]  think that's what they think is the magic ticket i think i think they do um she probably picked
[1:57:08.320 --> 1:57:13.600]  an hispanic as a running mate um or potentially bernie sanders to get that socialist vote
[1:57:15.280 --> 1:57:20.240]  i'd love to have a black president or or as long as you're not a communist or globalist but it's
[1:57:20.240 --> 1:57:26.160]  like how would anyone want to put somebody like aoc in charge of the country she is just a venomous
[1:57:26.160 --> 1:57:31.600]  demon right we'll run can of solans i guess then to counter that my god it's unbelievable well they
[1:57:31.600 --> 1:57:36.320]  say she's a nazi because we heard so on tv we'll be right back with another second one stewart roes
[1:57:36.320 --> 1:57:40.640]  and i'm giving the number out for all of you out there first time callers to give your take
[1:57:41.200 --> 1:57:45.040]  on what you think of the state of this nation wow we're in the middle of a civil war
[1:57:48.880 --> 1:57:52.800]  it's never been easy to figure out the essentials of a new supplement routine
[1:57:52.800 --> 1:57:58.720]  that's why we created the eight pack power stack your go-to option for the building blocks of a
[1:57:58.720 --> 1:58:04.400]  successful approach to supplementation this one stop shop for those looking to simplify or adjust
[1:58:04.400 --> 1:58:10.400]  their routine is perfect for new and old info warriors alike with the eight pack power stack
[1:58:10.400 --> 1:58:15.520]  there's no trial and error messy bottles laying across the counter or 20 minute morning habits
[1:58:16.640 --> 1:58:21.360]  just take the wake up and work or rest and recover packs each day for quick easy to use
[1:58:21.360 --> 1:58:26.240]  and conveniently accessible formulas to help you reach your peak without the deep supplement knowledge
[1:58:26.240 --> 1:58:32.800]  stacks of bottles and complicated routine featuring eight different formulas for a total take on your
[1:58:32.800 --> 1:58:38.000]  health and wellness you can find what you like and get even more powerful versions in the store
[1:58:39.600 --> 1:58:44.800]  head to info wars store dot com and check out eight pack power stack today and jump start your
[1:58:44.800 --> 1:58:51.360]  supplement routine start to mark us in new york mark us here on the air thanks for holding hey
[1:58:51.360 --> 1:58:55.360]  i just want to say uh your show is a breath of fresh air i talked to a lot of people here
[1:58:55.360 --> 1:59:00.160]  out in new york city and one thing i could tell you is that almost nobody agrees with these wars
[1:59:00.160 --> 1:59:04.640]  i think that the neocons are trying desperately to get trump to go to a war because they know
[1:59:04.640 --> 1:59:08.960]  that that's the only way that they could defeat him in the eyes of the public the approaching
[1:59:08.960 --> 1:59:13.280]  2020 that's it i mean if trump buys into this it'll be the end of his presidency it's the only
[1:59:13.280 --> 1:59:17.040]  way i think he could be defeated other than assassinating him it's a time to be praying my friend
[1:59:17.040 --> 1:59:20.720]  i agree entirely and the last thing i just want to say alex is i know they're trying to shut you
[1:59:20.720 --> 1:59:26.080]  down but the reinforcements have arrived man i would love to see you on air until you're 80 years old
[1:59:26.080 --> 1:59:30.400]  i'd love to see what you're talking about when you're 80 but if they do shut you down no you've
[1:59:30.400 --> 1:59:35.920]  gone into this war you've won a lot of battles and there are a lot of people like myself and many
[1:59:35.920 --> 1:59:40.160]  others who are gonna continue we're gonna keep fighting in the info war and even if something
[1:59:40.160 --> 1:59:45.280]  does happen to you or your show know for a fact that you've gotten a lot of people fired up for
[1:59:45.280 --> 2:00:15.120]  liberty thank you sir for calling you're listening to the alex jones show
[2:00:15.920 --> 2:00:20.720]  i'm gonna give the toll-free number out here and then um in about 20 30 minutes
[2:00:20.720 --> 2:00:24.560]  stewards can take a break as he's hosting the fourth hour today stewart roges here with us
[2:00:25.680 --> 2:00:29.840]  and we're gonna open the phones up for first time callers on how do we save this country
[2:00:30.960 --> 2:00:34.880]  what do you make of trump saying hey you hate the country so much you came here illegally
[2:00:34.880 --> 2:00:41.520]  married your brother ill on umar get the hell out what do you think of that first time callers only
[2:00:41.520 --> 2:00:47.280]  eight seven seven seven eight nine alex eight seven seven seven eight nine two five three nine
[2:00:48.240 --> 2:00:53.840]  stewart roges uh is is our guest eight seven seven seven eight nine alex your calls are coming
[2:00:53.840 --> 2:00:58.080]  up next segment eight seven seven seven eight nine two five three nine first time callers
[2:00:58.720 --> 2:01:04.480]  on the terror attacks against ice on the left on their craziness why we were talking to the break
[2:01:04.480 --> 2:01:10.960]  why are they so competent uh not not confident confident i believe they think that they've
[2:01:10.960 --> 2:01:17.120]  sufficiently brainwashed at least half the country uh to hate the hate the american flag and hit
[2:01:17.120 --> 2:01:21.280]  their own country they believe that they've you know riding this wave and they'll they'll defeat
[2:01:21.280 --> 2:01:26.320]  trump through that wave and then bringing in more voters which is what they're doing and then having
[2:01:26.320 --> 2:01:32.080]  the illegal aliens vote and they might be right they if they can get enough people in before the
[2:01:32.080 --> 2:01:36.640]  2020 election and then have soros funded buses running around and gathering them all up to go
[2:01:36.640 --> 2:01:41.920]  vote at the polls in sanctuary cities and sanctuary states where they feel protected the vote
[2:01:41.920 --> 2:01:46.080]  they may be correct they could get the popular vote and then with the manipulation of the state
[2:01:46.080 --> 2:01:50.240]  center going to give the electoral college votes to the automatic winner of the popular vote
[2:01:50.240 --> 2:01:53.920]  that could be their their way to victory so i think they think i think they believe they
[2:01:53.920 --> 2:01:58.080]  can beat trump through those mechanisms and the globalists always plan to use third world
[2:01:58.080 --> 2:02:03.120]  populations coming in as a checkmate against domestic populations who didn't like globalist
[2:02:03.120 --> 2:02:07.920]  authoritarianism they're just compressing their plan because they're losing right well they flooded
[2:02:07.920 --> 2:02:12.720]  europe and so they did it in europe and like you said they bump up the timetable now if hillary had
[2:02:12.720 --> 2:02:17.120]  won that had been it she'd have brought she'd open the doors and brought you know amnesty for all
[2:02:17.120 --> 2:02:20.640]  they would have been you know given amnesty and more would have come in but now they're pushing
[2:02:20.640 --> 2:02:26.160]  the gates because they have to make sure they've got the maximum number in by the 2020 election
[2:02:26.160 --> 2:02:31.040]  and then have them um had them vote what about this paradigm though because i've been interviewing
[2:02:31.040 --> 2:02:37.760]  you for more than 15 years longer than that backed in there's no world government there's no plan to
[2:02:37.760 --> 2:02:42.880]  break the borders we had the globalist plan we they had admitted it but no one believed they'd
[2:02:42.880 --> 2:02:48.800]  actually try it now that they're trying the plan that only vindicates us i don't see how even long
[2:02:48.800 --> 2:02:52.640]  term they're going to win when their whole program has been exposed i mean they're in a lot of
[2:02:52.640 --> 2:02:56.480]  trouble what's the problem is that they do steal the election like i said earlier it's going to
[2:02:56.480 --> 2:03:01.520]  erupt in a civil war because we won't accept the results the problem with that though is that they'll
[2:03:01.520 --> 2:03:05.760]  claim that we're the ones who are anti-democratic that we're the ones who aren't accepting the
[2:03:05.760 --> 2:03:10.000]  results of the election and they're going to try to get the military and police to crack down on us
[2:03:10.000 --> 2:03:14.880]  so this is the danger for us is that if they do steal the election we have no choice but to fight
[2:03:14.880 --> 2:03:18.800]  but now will be perceived as the ones who are anti-government again right now they're the ones
[2:03:18.800 --> 2:03:21.840]  running around you know actually wanting to destroy the government they're the ones that are really
[2:03:21.840 --> 2:03:26.000]  anti-government so the danger yeah we were always called anti-government imagine if we were running around
[2:03:26.000 --> 2:03:31.600]  saying our ethos is kill police right i mean all cops are bastards one of their chance you know a
[2:03:31.600 --> 2:03:35.680]  a cab all cops are bastards and you know they believe this doesn't think it's a good police
[2:03:35.680 --> 2:03:39.440]  officer because they want to they want to kill them all well they say the only good cops a dead
[2:03:39.440 --> 2:03:44.240]  cop so everything the left never said about the right wing they're doing well sure they're they're
[2:03:44.240 --> 2:03:49.200]  openly in these anarchists are openly anti-government and wanted to destroy the united states well i'm
[2:03:49.200 --> 2:03:53.840]  going to say it they may try it and wreck the country with the dog doesn't hunt well they could
[2:03:53.840 --> 2:03:58.560]  they could they could turn us into you know if we if we submit to it will be a no you're right from
[2:03:58.560 --> 2:04:03.600]  the chicon perspective the left winning they know that won't happen but wrecking the country they could
[2:04:03.600 --> 2:04:08.480]  yeah they could they could throw us into turmoil and here's here's the big danger like i know a lot
[2:04:08.480 --> 2:04:12.880]  of people have been been war gaming what could happen in a civil war scenario we win every time
[2:04:13.440 --> 2:04:17.360]  if we're left drawing devices here inside the united states to settle in on ourselves
[2:04:17.360 --> 2:04:22.080]  but foreign they're going to collapse from latin america completely in 20 million 100 million
[2:04:22.080 --> 2:04:27.680]  it's done they're going to chai comms we'll lay it out right well even even an emp for example would
[2:04:27.680 --> 2:04:32.720]  be the big kill switch right if they're going to lose a civil war they can do an emp strike blaming
[2:04:32.720 --> 2:04:36.640]  on a foreign power like rusher or whatever and then just wipe us off the face of the earth through
[2:04:36.640 --> 2:04:42.560]  starvation all right let's take some calls when we come back at eight seven seven seven eight nine
[2:04:42.560 --> 2:04:47.280]  alex and let's talk about the civil war scenario that's been working about a lot of smart folks
[2:04:47.280 --> 2:04:50.480]  and then you're going to host the fourth hour hell you got to get into that then
[2:04:50.480 --> 2:04:52.960]  steward roads of oath keepers dot orgs our gas stay with us
[2:04:56.400 --> 2:05:00.800]  it's not only that you have a unique voice in the public arena in the public square the other thing
[2:05:00.800 --> 2:05:06.080]  that's unique about info wars is it isn't the only network of this reach that is not backed by a
[2:05:06.080 --> 2:05:10.480]  corporate donor or corporate trigger daddy that's not backed by some billionaire that's not being
[2:05:10.480 --> 2:05:14.720]  funded by a secret foreign government it is completely independent of all that it is an old
[2:05:14.720 --> 2:05:20.240]  school american 1776 style experiment in the expression of the freedom of press and freedom
[2:05:20.240 --> 2:05:24.160]  of speech that in fact the founders were so concerned with at the beginning of the country
[2:05:24.160 --> 2:05:28.560]  they actually tried to support and subsidize organizations just like this because this was
[2:05:28.560 --> 2:05:32.480]  the kind of press they wanted and then ultimately we now live in an era where they've mostly been
[2:05:32.480 --> 2:05:36.640]  co-opted by big corporations or billionaire sugar daddies who've been able to control and
[2:05:36.640 --> 2:05:42.320]  manipulate what news it views the persons allowed to have or express or hear and the info wars audience
[2:05:42.320 --> 2:05:47.440]  has broken through that the uh that they are the bridge from the founding to the modern age ultimate
[2:05:47.440 --> 2:05:51.680]  american democracy and freedom and that's why there's been an unprecedented onslaught of the
[2:05:51.680 --> 2:05:55.200]  black warming defamation lawfare and libel targeting youth
[2:05:55.200 --> 2:06:11.120]  discover trends and global developments years before they happen right here on the alex jones show
[2:06:26.080 --> 2:06:30.560]  all right steward rose we're going to take phone calls here at 877789 alex from first
[2:06:30.560 --> 2:06:35.200]  time callers on the left trying to start a civil war they've attacked an ice facility they're
[2:06:35.200 --> 2:06:39.680]  attacking myself others everybody saying they want to trigger civil war all over the country
[2:06:39.680 --> 2:06:44.640]  singing and others are praising this guy that went out and did this we've shown all the articles
[2:06:44.640 --> 2:06:50.400]  we're going to talk about that with the callers uh we're also going to get into trump i think
[2:06:50.400 --> 2:06:56.720]  telling it like it is saying listen ill on omar came here as a teenager from war torn
[2:06:56.720 --> 2:07:01.520]  somalia with islamist fighting over power no christians allowed no lipstick allowed no college
[2:07:01.520 --> 2:07:07.200]  for girls no school for girls burka for girls you come here and you hate america he says if you
[2:07:07.200 --> 2:07:13.520]  hate it you can't leave fast enough they spent that as racist not about race it's about ideology
[2:07:13.520 --> 2:07:19.840]  yeah it's about her her own hatred of this country that she has been ungrateful for this is the best
[2:07:19.840 --> 2:07:23.600]  country on the face of the earth which is why she's here in the first place that she comes here and
[2:07:23.600 --> 2:07:29.040]  wants to condemn it and she's adopted and jumped in with radical leftist who hate this country
[2:07:30.240 --> 2:07:33.680]  let's read some of these tweets from the president so interesting to see progressive
[2:07:33.680 --> 2:07:38.080]  democrat congresswoman who originally came from countries whose governments are complete in total
[2:07:38.080 --> 2:07:43.360]  catastrophe the worst most corrupt in an act anywhere in the world if they even have a functioning
[2:07:43.360 --> 2:07:50.160]  government at all now loudly when viciously telling people of the united states that the greatest
[2:07:50.160 --> 2:07:56.640]  and most powerful nation on earth how our government is to be run why don't they go back and help fix
[2:07:56.640 --> 2:08:03.600]  the totally broken and crime-infested places from which they came they come back and show us how
[2:08:03.600 --> 2:08:08.320]  and imagine like if you moved to some other country you'd been there for 30 years 20 years
[2:08:08.320 --> 2:08:12.320]  and you get elected their government you tell them how they suck though i played the video
[2:08:12.320 --> 2:08:17.280]  yesterday where she says america's bad but i'll teach you how to be good i mean something's wrong
[2:08:17.280 --> 2:08:23.840]  with this lady it is done these places need your help badly since you tell us how to live
[2:08:23.840 --> 2:08:29.360]  you can't leave fast enough i'm sure that ancy polosi will be very happy to quickly work out
[2:08:29.360 --> 2:08:34.160]  free travel arrangements and the president went on from there and then here's the quote
[2:08:34.160 --> 2:08:39.760]  omar questions the patriotism american born citizens she says someone not born here is better
[2:08:39.760 --> 2:08:46.560]  than natural born and that she will teach you how to be an american what do you say about that well
[2:08:46.560 --> 2:08:51.680]  i mean i think this is vintis trump his response is spot on you know she is she's pulling the race
[2:08:51.680 --> 2:08:57.440]  card and she is trying to shame us all into you know feeling that we're not real americans she's
[2:08:57.440 --> 2:09:03.920]  the real american the islamicist america hating you know radical leftist is is the real america
[2:09:03.920 --> 2:09:08.880]  what shows how americans aren't arrogant and aren't a power trip we're so christian
[2:09:08.880 --> 2:09:13.920]  even the original ethos like you're right we're sinners show us how we're bad and this demon
[2:09:13.920 --> 2:09:18.400]  goes well i'll tell you as the accuser you're a piece of filth she would i say we go you're right
[2:09:18.400 --> 2:09:23.680]  they use a twisted form of christianity because we admit we're following our problems we aren't
[2:09:23.680 --> 2:09:30.000]  arrogant like her they use that against us well she's playing on on leftist white guilt also on
[2:09:30.000 --> 2:09:35.760]  all the radical leftist believes sincerely that look at beta look at beta or work you know confessing
[2:09:35.760 --> 2:09:40.400]  that his his ancestors own slaves you know they're running around falling over themselves trying to
[2:09:40.400 --> 2:09:45.280]  apologize for being the worst country in the face of the earth because i agree whites are bad right
[2:09:45.280 --> 2:09:49.920]  so she just jumps in and says yes that's exactly right you're all horrible so next thing she's
[2:09:49.920 --> 2:09:55.520]  going to do is tell us all to kill ourselves yeah well good luck she says we all know that aoc and the
[2:09:56.080 --> 2:10:00.720]  crowd are a bunch of communists they hate israel they hate our country they're calling the guards
[2:10:00.720 --> 2:10:05.280]  along our border patrol agents concentration camp guards they use people of supporting israel
[2:10:05.280 --> 2:10:11.360]  doing it for the benjamin's and he goes on to break all of this down i mean this is absolutely
[2:10:11.360 --> 2:10:15.840]  got to panic them this this is exactly what he needs to say and he needs to go ahead drop the next
[2:10:15.840 --> 2:10:21.360]  shoe which is to say and they're going to try to steal the election through massive vote fraud
[2:10:21.360 --> 2:10:25.520]  that's what they're bringing all these people in that's what he should say the democrats want to
[2:10:25.520 --> 2:10:30.160]  unite quoting trump from twitter democrats want to unite around the foul language and racist hatred
[2:10:30.160 --> 2:10:35.360]  spewed from the mouths and actions of these very unpopular unrepresentative congresswomen it will
[2:10:35.360 --> 2:10:41.600]  be interesting to see how it plays out i can tell you that they have made israel feel abandoned by
[2:10:41.600 --> 2:10:46.000]  the united states and then he goes on from there so sad the democrats sticking up for people who
[2:10:46.000 --> 2:10:51.600]  speak so badly for our country let me ask you this why is it that most these women come from
[2:10:51.600 --> 2:10:56.240]  countries where women aren't allowed outside the house and were hoods over their heads and are killed
[2:10:56.240 --> 2:11:01.920]  of the smart mouths of their husband it's so weird that they don't reject the ethos of radical
[2:11:01.920 --> 2:11:08.160]  orthodox you know dirt floor islam then they come here though and rise up as women and tell us
[2:11:08.160 --> 2:11:14.400]  american men suck is that they're so threatened by the red blood no it's because this is jihad
[2:11:14.400 --> 2:11:18.000]  they're controlled by their husbands she's no she's a jihadist she's controlled by the muslim
[2:11:18.000 --> 2:11:22.480]  brotherhood yeah that's her that's her whole point of being here is she's funded by that
[2:11:22.480 --> 2:11:27.840]  absolutely and that's why that's why so many simoleons were brought here by obama be a vote
[2:11:27.840 --> 2:11:34.080]  a voting bloc in minnesota now i toured minnesota for speaking to her it's it's simoleon well it is
[2:11:34.080 --> 2:11:39.120]  and then they came in such large numbers that they and they throw openly all the time little white
[2:11:39.120 --> 2:11:44.880]  kids off the mall of america they just fall and crash and they just celebrate i mean stabbing
[2:11:44.880 --> 2:11:50.560]  people murdering people it's just like worship them worship them worship them right so they never
[2:11:50.560 --> 2:11:55.520]  intend to assimilate i mean as you both we both know if you come here to assimilate i don't care
[2:11:55.520 --> 2:12:01.440]  where you're from i care what color you are but if you come here for conquest then you're a domestic
[2:12:01.440 --> 2:12:06.720]  enemy now i just don't get it i came in from samalia and i got free welfare and i got elected
[2:12:06.720 --> 2:12:11.120]  to congress i'd go hey this is a pretty good country she'd be nothing in samalia but i guess
[2:12:11.120 --> 2:12:16.400]  she's such a cult programmed stockum syndrome that she just even though she'd have she couldn't even
[2:12:16.400 --> 2:12:22.000]  speak in public in samalia but here she will rule well this is the problem with all of these
[2:12:22.000 --> 2:12:27.040]  left this is the problem is they're using women because they know a leftist in the united states
[2:12:27.040 --> 2:12:32.400]  a white leftist for example will will feel that they have to you know coddle and protect these
[2:12:32.400 --> 2:12:37.600]  these poor women are being persecuted by by trump that's why they use women human shields just like
[2:12:37.600 --> 2:12:41.280]  sure terrorist they're there they're there they're their tickets kind of like that when they when
[2:12:41.280 --> 2:12:46.000]  they ran obama because he was half black you got to run a muslim black woman that's like the
[2:12:46.000 --> 2:12:52.080]  epitome of the of the victim mindset in this country the most oppressed is a black woman muslim
[2:12:52.080 --> 2:12:56.560]  so whenever trump attacks them all it does is reinforce in their mind the trump of the nazi
[2:12:57.920 --> 2:13:01.680]  that's the downside to him doing what he's doing all the way i think is what he's doing is great
[2:13:01.680 --> 2:13:06.400]  you know go ahead and fire it off oh let's just go all the way right i mean i mean he ought to
[2:13:06.400 --> 2:13:12.000]  invite her like okay i'll give you 20 million taxpayer money go help samalia lady i mean just
[2:13:12.000 --> 2:13:17.200]  just just put she won't do it she just comes here knowing we have a soul knowing that we care and she
[2:13:17.200 --> 2:13:21.920]  tells us how much we suck because the whole point is conquest i mean it really is i mean years ago
[2:13:21.920 --> 2:13:27.920]  i was a more of an open borders libertarian much more skeptical of the threat of islam but now back
[2:13:27.920 --> 2:13:32.480]  when you work for ron po yeah i mean but now you can't deny it this is liquid it's not even the
[2:13:32.480 --> 2:13:36.960]  immigrants are bad they've been weaponized yeah they're putting refugee camps they're brainwashed
[2:13:36.960 --> 2:13:41.920]  for six months and then they're fired at us and they're taught not to assimilate and they're taught
[2:13:41.920 --> 2:13:46.640]  like you said before to hate this country they're taught that by the radical leftist who also hate
[2:13:46.640 --> 2:13:52.560]  this country but even the dali lama vladimir putin top leftist professors that live in sweden and
[2:13:52.560 --> 2:13:57.760]  germany are like okay we were wrong this was a setup why did we do this right well europe is now
[2:13:57.760 --> 2:14:02.880]  starting to wake up look what's going on in france you got massive rallies by legal aliens demanding
[2:14:02.880 --> 2:14:07.200]  citizenship taking government buildings over right you know that's eventually it'll be the same
[2:14:07.200 --> 2:14:12.000]  thing here you'll see you'll see the washington monument you're probably torn down by by radical
[2:14:12.000 --> 2:14:18.320]  islamist and and uh and other foreigners but i don't get if we're so unsuperior why do they
[2:14:18.320 --> 2:14:24.880]  want to be here then conquest yeah yeah for these lamas if it's conquest and it's also conquest for
[2:14:24.880 --> 2:14:30.560]  little rosa another other radical marches groups like that to reconquist it i mean i wish americans
[2:14:30.560 --> 2:14:34.560]  had that not even a feeling of conquest but a feeling of self-defense because i don't want to
[2:14:34.560 --> 2:14:40.000]  run anything but i won't be run well we do feel that way we're looking at this though here's a
[2:14:40.000 --> 2:14:44.480]  problem is trump is not doing what he can do and should do as commander in chief no i agree we should
[2:14:44.480 --> 2:14:48.000]  actually i never used to be for these wars but now that the whole thing's collapsed well i'm sorry
[2:14:48.000 --> 2:14:52.640]  go ahead no i mean trump needs to take action and the political right in this country is waiting
[2:14:52.640 --> 2:14:56.960]  for him and watching waiting for him to take action we elected him as the commander in chief to
[2:14:56.960 --> 2:15:02.960]  take care of this unless he acts as commander in chief very soon it's going to be over as far as a
[2:15:02.960 --> 2:15:07.280]  political solution in this country we'll have no recourse but to fight that's what they're by the
[2:15:07.280 --> 2:15:12.080]  way folks this isn't rhetoric anyway you slice it no the leftist already think it's a physical war
[2:15:12.080 --> 2:15:16.560]  yeah well it already is a physical war um bernstein was correct we're gonna we're in a cold civil war
[2:15:16.560 --> 2:15:21.120]  it's beginning to go hot now with radical marches we'll see you know two years ago i said that they'll
[2:15:21.120 --> 2:15:24.800]  eventually turn into weather underground we're going to start going kinetic with with guns and
[2:15:24.800 --> 2:15:30.800]  with bombs and we just saw that on saturday well we're not taking it lying down that's for sure
[2:15:30.800 --> 2:15:34.560]  they don't want to fight they're gonna get one but we better work hard now to stop it ladies and
[2:15:34.560 --> 2:15:38.800]  gentlemen we gotta push trump to do what he can do now because the un invasion isn't gonna be you
[2:15:38.800 --> 2:15:44.480]  in helmets we'll all take out the blue helmets it's gonna be giant refugee mobs leftist antifa
[2:15:44.480 --> 2:15:48.400]  your own people that have docked you they'll be or deliver at your house if you're a congressman
[2:15:48.400 --> 2:15:55.440]  the left's gonna shoot you the back of the head they've been planning they mean to do it maybe
[2:15:55.440 --> 2:16:02.480]  not today maybe not tomorrow but soon you'll need a plan and place to survive forget bunkers
[2:16:02.480 --> 2:16:07.600]  you're not a live underground gopher you need survivalist camps the ultimate fully functional
[2:16:07.600 --> 2:16:12.320]  off the grid mobile survival bug outhouse that's well equipped and custom built to outlast any
[2:16:12.320 --> 2:16:19.280]  other rv or trailer bold statement you bet see him now at survivalist camps calm that's survivalist
[2:16:19.280 --> 2:16:27.360]  camps calm trust your family survival to survivalist camps calm hunters anglers campers and survivalists
[2:16:27.360 --> 2:16:32.720]  get back to nature expand your horizons with the highest quality most versatile unique sling shots
[2:16:32.720 --> 2:16:37.920]  and sling bows on the market at sling bow dot com sling bow products are compact and models start
[2:16:37.920 --> 2:16:43.440]  from just 1798 they're perfect for your bug out bag or storing in your vehicle give yourself and
[2:16:43.440 --> 2:16:48.640]  your loved ones the excitement and tradition of sling bow a new frontier and archery and truly
[2:16:48.640 --> 2:16:53.680]  modern twist on this primitive survival tool feel the thrill only at sling bow dot com
[2:16:54.720 --> 2:16:59.280]  finally there's a way for you to get into the blockchain the hottest financial sector without
[2:16:59.280 --> 2:17:04.880]  all the speculation no enjoy a 27 percent annualized payment each month without the ups and downs of
[2:17:04.880 --> 2:17:10.080]  bitcoin seen on programs broadcast on fox business news blockchain data centers offer an equipment
[2:17:10.080 --> 2:17:14.960]  leasing program in the explosive digital asset marketplace inspired by entrepreneurs who sold
[2:17:14.960 --> 2:17:19.360]  picks and shovels during the gold rush the money is in the mining equipment used to manufacture
[2:17:19.360 --> 2:17:24.640]  dozens of critical digital assets not a security ipo or note blockchain data centers have approved
[2:17:24.640 --> 2:17:30.560]  and turnkey equipment sale leaseback program with a 27 percent annualized lease payment deposited
[2:17:30.560 --> 2:17:37.520]  into your bank account each month don't miss this one stake your claim today call 800-600-3388
[2:17:37.520 --> 2:17:48.000]  that's 800-600-3388 these valuable lease contracts won't last long call now 800-600-3388 800-600-3388
[2:17:48.000 --> 2:17:50.880]  equipment offer poses a financial risk to owners consult with financial professionals before
[2:17:50.880 --> 2:17:53.920]  purchasing not an offer to buy or sell the security which requires an offering document
[2:17:53.920 --> 2:18:01.360]  serving with info wars is a great honor but i still need my morning coffee
[2:18:02.560 --> 2:18:08.720]  and luckily our break room at the info wars headquarters is stock full of high quality info
[2:18:08.720 --> 2:18:16.160]  wars store patriot blend coffee grown in the high mountains of southern mexico the chiapas farmers
[2:18:16.160 --> 2:18:25.360]  grow 100 organic non-gmo coffee at the ideal altitude for the perfect cup a robust coffee
[2:18:25.360 --> 2:18:32.000]  with great flavor and mild acidity there has never been a more important time to support info wars
[2:18:32.720 --> 2:18:40.720]  so if you love coffee and if you want to fight for freedom then you can help order now at the
[2:18:40.720 --> 2:18:48.960]  info wars store sign up for auto ship and get your own high quality supply of patriot blend coffee
[2:18:48.960 --> 2:18:53.200]  delivered right to your door at info wars store dot com
[2:18:55.920 --> 2:19:00.640]  it's time to show them what a real alpha male looks like with one of our most powerful products
[2:19:00.640 --> 2:19:06.800]  ever made alpha power as you age your body can lose testosterone over time with the incredible
[2:19:06.800 --> 2:19:12.000]  ingredients in this formula we can help you beat the test of time and assist in restoring that lost
[2:19:12.000 --> 2:19:17.600]  energy and move that comes with time and age alpha powers incredible ingredients can help you boost
[2:19:17.600 --> 2:19:23.600]  your sport performance or enhance your day-to-day life with ease while encouraging hormonal balance
[2:19:23.600 --> 2:19:29.840]  perfect by itself or with super male vitality in the true alpha male pack alpha power can
[2:19:29.840 --> 2:19:35.280]  help lose performance help maintain normal testosterone levels support healthy cholesterol
[2:19:35.280 --> 2:19:41.040]  and more let alpha power help bring you to the peak of your optimal health don't fall short on
[2:19:41.040 --> 2:19:46.000]  energy in the fight against tyranny show the world what a true alpha male looks like today
[2:19:46.000 --> 2:19:49.680]  with alpha power head to info wars store dot com today
[2:19:49.680 --> 2:20:01.520]  you're listening to the alex jones show
[2:20:19.920 --> 2:20:38.640]  all right andrew m.i.a. lyle ben joe jim michael anthony connor all first time callers we're
[2:20:38.640 --> 2:20:42.400]  going to you right now street roads my guest he's going to punch you out in about 10 minutes he's
[2:20:42.400 --> 2:20:46.080]  going to come back in the fourth hour the host today ahead of the war with oh and shroyer
