[00:00:00.109 --> 00:00:00.329]  Hey!
[00:47:56.421 --> 00:47:58.122]  I'm just supposed to ignore that!
[00:47:58.582 --> 00:48:12.289]  That Building 7 is down the street, that it's got the CIA and FBI based in it, that now the Deputy Head of New York Emergency Management has gone on record and been interviewed for the loose change final cut, and he says that they blew it up,
[00:48:14.526 --> 00:48:20.571]  Oh, and then I interviewed an Air Force EMT who responded, who was there, Kevin McPadden.
[00:48:21.471 --> 00:48:22.592]  And we've got the video of that.
[00:48:22.612 --> 00:48:23.873]  I wonder if we have time to play that.
[00:48:23.893 --> 00:48:24.794]  We'll probably play it next hour.
[00:48:25.214 --> 00:48:26.435]  I want to get to some calls right now.
[00:48:27.436 --> 00:48:31.759]  And he was saying, yeah, they were there and the Red Cross,
[00:48:32.890 --> 00:48:33.570]  We're good to go.
[00:48:58.072 --> 00:48:59.633]  And then building 7 came down.
[00:48:59.873 --> 00:49:01.694]  Play those cops one more time.
[00:49:01.854 --> 00:49:05.495]  These are police videos saying get back, they're bringing the building down, they're going to blow it up.
[00:49:05.715 --> 00:49:06.636]  Here are the cops!
[00:49:24.381 --> 00:49:33.384]  Just in the last few seconds, another building, building number seven, one of the buildings in support of the World Trade Center towers has collapsed.
[00:49:34.725 --> 00:49:37.245]  Now, let me give you a little news flash, folks.
[00:49:38.286 --> 00:49:44.288]  I had opportunities seven, eight years ago, five years ago, to go do big national radio shows and be a fake neocon.
[00:49:44.488 --> 00:49:45.028]  And I said no.
[00:49:45.668 --> 00:49:50.890]  And believe me, living in a big fancy house and driving around in nice cars, living in LA or New York, wouldn't be against my fancy.
[00:49:51.570 --> 00:49:52.170]  But I didn't do it.
[00:49:52.190 --> 00:49:53.811]  Okay?
[00:49:55.046 --> 00:50:02.829]  And I get to have little scumbags, like Bloyer, saying, I should be arrested and fried, executed, because I talk about this.
[00:50:02.889 --> 00:50:11.113]  My gosh, I mean, I've got all these cops, and all these firemen, and EMTs, and emergency workers, we could play the clips all day, saying, yeah, they told us they were going to blow it up and had a countdown.
[00:50:11.373 --> 00:50:13.174]  We were asking, how did you get bombs in the building?
[00:50:13.714 --> 00:50:18.876]  Takes weeks to... They tried to blow up the Intel building here in Austin for two months, wired it, and it didn't fall.
[00:50:19.737 --> 00:50:22.758]  In fact, one-tenth of buildings do not fall when they try to blow them.
[00:50:24.494 --> 00:50:26.595]  Type in Demolition Fails Google Video.
[00:50:26.776 --> 00:50:30.138]  You'll see sports stadiums, skyscrapers, Las Vegas stuff that doesn't fall.
[00:50:31.539 --> 00:50:32.379]  Isn't that beautiful?
[00:50:32.499 --> 00:50:33.300]  In its footprint.
[00:50:33.600 --> 00:50:34.440]  47 story building.
[00:50:34.460 --> 00:50:35.921]  Then they ask, well why'd they blow it up?
[00:50:36.402 --> 00:50:37.763]  I don't know why they blew it up.
[00:50:37.803 --> 00:50:39.103]  The point is they blew it up!
[00:50:40.004 --> 00:50:43.306]  The point is the official story is a lie and a fraud.
[00:50:47.029 --> 00:50:48.970]  You think it's fun to be Alex Jones?
[00:50:50.951 --> 00:50:52.772]  You think it's fun to have all the eyes on you?
[00:50:52.792 --> 00:50:53.753]  You think it's fun?
[00:50:55.416 --> 00:50:56.797]  To be fighting a new war at this level.
[00:50:56.957 --> 00:50:58.158]  I'm in this too deep, folks.
[00:50:58.198 --> 00:50:59.839]  I'm the past the point of no return a long time ago.
[00:51:00.119 --> 00:51:02.440]  I do this because somebody's got to fight this evil.
[00:51:03.541 --> 00:51:08.524]  I mean, it isn't my opinion that the FBI cooked the bomb, trained the driver, and gave them the detonators.
[00:51:08.564 --> 00:51:12.146]  And I know conservatives listening, well, that might be okay, because Clinton ran that.
[00:51:13.807 --> 00:51:15.187]  No, it isn't about partisanship.
[00:51:15.828 --> 00:51:18.690]  The Feds orchestrated and provocateured the first attack.
[00:51:19.930 --> 00:51:21.071]  And they did the same thing.
[00:51:23.658 --> 00:51:24.359]  With 9-11.
[00:51:24.479 --> 00:51:28.021]  And just because you say it isn't so, doesn't make me wrong.
[00:51:28.062 --> 00:51:29.903]  You better check out my claims.
[00:51:29.983 --> 00:51:31.544]  Alright, I know I haven't gotten a lot of your calls.
[00:51:33.666 --> 00:51:38.069]  Burton, Justin, Antonio, Paul, Isaac, Derek.
[00:51:39.190 --> 00:51:40.351]  Everybody, your calls are coming up.
[00:51:40.751 --> 00:51:45.755]  Also, a harrowing tale of somebody once they got grabbed by the federal marshals for being a reporter.
[00:51:46.676 --> 00:51:48.217]  For engaging in the First Amendment.
[00:51:48.417 --> 00:51:48.958]  We'll be right back.
[00:51:51.172 --> 00:51:55.414]  It's no secret that Genesis Communications Network depends on listeners like you.
[00:51:55.534 --> 00:51:58.336]  Now you can do even more to hear Genesis shows in your area.
[00:51:58.436 --> 00:52:02.838]  Simply call your local radio stations and tell them about your favorite GCN programs.
[00:52:02.998 --> 00:52:03.519]  It's easy.
[00:52:03.699 --> 00:52:10.222]  Log on to GCNlive.com or call us toll free 877-807-4048.
[00:52:10.302 --> 00:52:10.983]  Make a difference.
[00:52:11.063 --> 00:52:16.446]  Call your local stations and contact us through affiliate relations at GCNlive.com or call 877-807-4048.
[00:52:16.466 --> 00:52:16.826]  Call today.
[00:52:22.249 --> 00:52:23.270]  Looking for profits?
[00:52:23.330 --> 00:52:24.750]  Looking for safety and security?
[00:52:24.971 --> 00:52:28.093]  The $10 Olympic commemorative gold coin offers both.
[00:52:28.313 --> 00:52:35.877]  This low-mintage collector coin, with a total series mintage under $600,000, has sold at four times its current price.
[00:52:35.937 --> 00:52:39.660]  Falling dollar values and inflation make this likely to happen again.
[00:52:39.700 --> 00:52:41.201]  Secure your position today.
[00:52:41.261 --> 00:52:42.742]  Call Midas Resources at 1-800-686-2237.
[00:52:42.762 --> 00:52:43.042]  That's 1-800-686-2237.
[00:52:51.050 --> 00:53:03.139]  Hi, I'm Doctor... Prepare yourself for a talk radio experience like no other.
[00:53:03.659 --> 00:53:06.141]  Strap yourselves in and hold on.
[00:53:07.141 --> 00:53:08.442]  He stands for truth.
[00:53:09.883 --> 00:53:11.725]  He stands for justice.
[00:53:13.106 --> 00:53:14.627]  He stands for what's right.
[00:53:14.647 --> 00:53:17.889]  This is the Alex Jones Show.
[00:53:18.870 --> 00:53:20.711]  Call Alex now, toll free.
[00:53:23.503 --> 00:53:38.768]  We are now into our number two.
[00:53:38.928 --> 00:53:42.829]  After this guest is in the studio with us, I promise I'm going to get to all the patient crawlers.
[00:53:42.849 --> 00:53:44.570]  I will get to every one of you that's on hold right now.
[00:53:45.650 --> 00:53:47.951]  Then I'm going to get more into 9-11 because we have
[00:53:49.404 --> 00:53:54.991]  A whole bunch of firemen, emergency workers, EMTs saying they were told to get back from building 7 was going to be blown up.
[00:53:55.011 --> 00:53:56.873]  We've always had the video of them saying it as it happened.
[00:53:57.514 --> 00:54:00.057]  And the owner saying he blew it up, and this is all hidden in plain view.
[00:54:00.257 --> 00:54:01.959]  But now we have all these other eyewitnesses.
[00:54:03.579 --> 00:54:04.760]  That is all coming up.
[00:54:04.820 --> 00:54:07.984]  Also, I'm going to get into runs on British banks, what that means here in the U.S.
[00:54:08.004 --> 00:54:09.946]  There have been runs on U.S.
[00:54:10.366 --> 00:54:10.727]  banks.
[00:54:11.387 --> 00:54:14.751]  More and more evidence comes out this latest, some have been live in video, is fake.
[00:54:14.871 --> 00:54:23.100]  Even mainstream media analysts, top computer experts, graphics, special effects experts, all over the map are saying this is staged.
[00:54:24.091 --> 00:54:27.734]  And also, all over the United States and England, children are being fingerprinted.
[00:54:27.834 --> 00:54:29.595]  In some cases, the parents aren't even being asked.
[00:54:29.915 --> 00:54:32.377]  This is all part of getting you into the system, and we have the documents.
[00:54:32.417 --> 00:54:35.339]  It's not for your safety, as you've been hearing.
[00:54:35.639 --> 00:54:37.100]  So that is coming up as well.
[00:54:38.521 --> 00:54:39.362]  Terry Melton.
[00:54:39.382 --> 00:54:42.484]  I've known Terry off and on, seen him at events for a couple of years.
[00:54:42.504 --> 00:54:43.585]  Really got to know him this year.
[00:54:43.605 --> 00:54:48.148]  He's done some video work for us out at events as a freelance videographer.
[00:54:49.209 --> 00:54:51.150]  And let me just start the story this way.
[00:54:51.170 --> 00:54:52.431]  This is a story up on
[00:54:53.308 --> 00:54:54.269]  Infowars.net.
[00:54:54.809 --> 00:54:56.991]  Feds step up actions in Brown case.
[00:54:57.031 --> 00:54:57.912]  Supporters arrested.
[00:54:57.932 --> 00:54:59.353]  And it goes on.
[00:54:59.393 --> 00:55:01.374]  The AP reported on the incident.
[00:55:01.875 --> 00:55:07.599]  Four men accused of helping obstruct justice in the case of convicted tax evaders, Ed and Elaine Brown, have been arrested.
[00:55:08.060 --> 00:55:08.400]  U.S.
[00:55:08.440 --> 00:55:14.525]  Marshal Steven Monier said, Monier said the men are Serena Reno Gonzalez, 30, of Alice, Texas.
[00:55:14.585 --> 00:55:16.386]  Danny Riley, 40, of Albany, New York.
[00:55:16.766 --> 00:55:18.188]  Pay attention to that name, Danny Riley.
[00:55:18.568 --> 00:55:20.629]  Jason Gerard, 22, of Brookhaven, New York.
[00:55:20.910 --> 00:55:21.750]  And Robert Wolfe, 50, of
[00:55:23.286 --> 00:55:24.207]  Randolph, Vermont.
[00:55:24.707 --> 00:55:30.210]  Charges range from accessory after the fact to possession and use of a firearm in relation to a crime of violence.
[00:55:30.270 --> 00:55:31.290]  Now let's just stop right there.
[00:55:31.711 --> 00:55:42.577]  This case has got a lot of attention because he's out there, Mr. Brown and his wife, the multi-millionaire contractor and his dentist wife, who found out that the IRS was private for the Federal Reserve, which is true.
[00:55:43.357 --> 00:55:45.498]  Regardless of how you want to argue about it, that is a fact.
[00:55:46.279 --> 00:55:47.079]  They took over in 1913.
[00:55:48.440 --> 00:55:49.440]  That's the history of our country.
[00:55:49.540 --> 00:55:50.381]  They write books about it.
[00:55:50.501 --> 00:55:51.702]  Greenspan's written a book about it.
[00:55:51.942 --> 00:55:52.502]  This is public.
[00:55:53.655 --> 00:55:55.016]  That's Alan Greenspan for you, folks.
[00:55:56.498 --> 00:55:58.539]  But again, I know most of you don't read, so they're not worried about it.
[00:55:59.600 --> 00:56:06.046]  And to make a long story short, the Browns have said, we're not leaving, and we're out here armed, and we're going to defend ourselves, we're not going.
[00:56:06.626 --> 00:56:10.210]  And they've had some rock concerts out on their property, two of them.
[00:56:11.190 --> 00:56:19.638]  And I've never been there, but I've covered it, and I remember watching on a video cam live at the event a few months ago, the Homeland Security helicopter at below tree level.
[00:56:20.473 --> 00:56:24.636]  I mean, it was lower than the trees, right over crowds of people for eight hours.
[00:56:25.057 --> 00:56:29.600]  I watched it for two and had to go back to work trying to be provocative.
[00:56:29.640 --> 00:56:35.985]  Danny Riley, who'd been out there following the events a few months ago, was in the Associated Press and other local publications.
[00:56:36.805 --> 00:56:42.790]  He's a local of New York, went there and he was walking the dog by the fence and guys in ghillie suits shot at him.
[00:56:43.170 --> 00:56:48.014]  Then he jumped on the ground, they tasered him, they first lied about it, now they admit that they lied, and that's true.
[00:56:48.863 --> 00:56:52.284]  And they're just really trying to escalate this into another Ruby Ridger Waco.
[00:56:53.224 --> 00:56:54.585]  Which we don't want to see happen.
[00:56:54.625 --> 00:56:56.246]  I don't want anybody on either side to be hurt.
[00:56:56.806 --> 00:57:02.007]  And the illegal aliens in the bills are given at least five years of tax amnesty.
[00:57:02.748 --> 00:57:05.189]  And that's been in the last amnesty bill and the new amnesty bill.
[00:57:05.229 --> 00:57:07.929]  Why can't citizens get this?
[00:57:08.009 --> 00:57:12.051]  And are we going to get dead citizens and dead federal marshals and dead FBI?
[00:57:12.071 --> 00:57:12.751]  They don't want that, no.
[00:57:12.791 --> 00:57:15.412]  But if the FBI are running this over us, I mean, is this worth it?
[00:57:16.681 --> 00:57:20.945]  When we've got crime just rampant, almost four trillion, missing from the Pentagon.
[00:57:20.965 --> 00:57:30.594]  But the reason we have Terry Melton here today is because he's a member of the press, and he's out professionally shooting video of all sorts of events.
[00:57:30.614 --> 00:57:31.535]  It's what he does for a living.
[00:57:32.536 --> 00:57:41.524]  And he was about, he went to New York to cover the 9-11 event, the anniversary, and then he met up with Danny Reilly to follow him back out to the Browns to do one more interview because he was making a film about it.
[00:57:42.190 --> 00:57:51.818]  By the way, since this happened last Wednesday, when they SWAT teamed him and grabbed him in New York, they've told local news they can't go and interview the Browns anymore.
[00:57:52.759 --> 00:57:55.741]  And they've shut the place down, and that's a violation of the press.
[00:57:56.542 --> 00:57:57.943]  And this is getting very serious.
[00:57:57.963 --> 00:57:59.524]  This is a huge escalation.
[00:58:00.065 --> 00:58:01.146]  We've got a few minutes before we've got a break.
[00:58:01.166 --> 00:58:02.647]  We're going to come back and finish your story.
[00:58:03.408 --> 00:58:07.991]  But, Terry Melton, there is a reason that you've decided to go public.
[00:58:09.941 --> 00:58:17.324]  In fact, you told me privately that if they had just detained you and let you go and hadn't threatened you, you would have, you know, you're a member of the media, you wouldn't have made a big deal out of this.
[00:58:18.344 --> 00:58:19.744]  But this has really changed your life.
[00:58:19.764 --> 00:58:27.347]  I mean, you were telling me earlier that you knew there was tyranny in this country, but to experience it for yourself has really changed your whole view on the world.
[00:58:27.407 --> 00:58:29.168]  So, in a synopsis, run through what happened.
[00:58:30.108 --> 00:58:32.909]  It was a pretty unpleasant experience, to say the least.
[00:58:32.949 --> 00:58:33.689]  Go ahead and start over.
[00:58:33.709 --> 00:58:34.669]  I'm sorry, we didn't have your mic up.
[00:58:36.230 --> 00:58:38.751]  It was a pretty unpleasant experience, to say the least.
[00:58:40.317 --> 00:58:55.206]  Uh, you know, we went through the whole process where, um, you know, the, the, the marshals came in, uh, didn't hear any warrants or, you know, any, any form of, uh, idea of knowing, uh, why they were coming in.
[00:58:55.226 --> 00:58:58.448]  Uh, there were just a bunch of, uh, marshals and, and ATF.
[00:58:58.468 --> 00:59:00.008]  You know, that mic seems to be bad.
[00:59:00.028 --> 00:59:02.210]  Will you swing the other mic over there, Amanda, for us?
[00:59:02.510 --> 00:59:03.450]  Just, just stay there.
[00:59:03.490 --> 00:59:03.811]  I'm sorry.
[00:59:03.831 --> 00:59:04.391]  Just stay where you're at.
[00:59:05.565 --> 00:59:06.166]  It's a bad mic.
[00:59:06.246 --> 00:59:07.366]  I don't know what's going on here.
[00:59:08.887 --> 00:59:10.449]  We'll turn that mic off and turn the other one on.
[00:59:10.729 --> 00:59:12.010]  All right, let's start over.
[00:59:12.050 --> 00:59:12.330]  Go ahead.
[00:59:15.212 --> 00:59:16.413]  We should have checked this beforehand.
[00:59:16.433 --> 00:59:17.473]  I didn't know the mics up here.
[00:59:17.593 --> 00:59:18.934]  Other mics weren't going to work.
[00:59:18.954 --> 00:59:19.995]  Okay, you can go ahead now, sir.
[00:59:20.695 --> 00:59:21.356]  All righty.
[00:59:21.576 --> 00:59:22.056]  Start over.
[00:59:22.096 --> 00:59:22.457]  Start over.
[00:59:23.237 --> 00:59:24.938]  From New York or from Danny's?
[00:59:24.998 --> 00:59:25.579]  Just the whole story.
[00:59:25.599 --> 00:59:26.219]  Go ahead and start over.
[00:59:26.439 --> 00:59:31.083]  Well, I went to New York with Danny Riley, you know, just to experience the whole 9-11
[00:59:32.592 --> 00:59:33.293]  I think so, yes.
[01:00:02.834 --> 01:00:12.682]  I went off to do a job, he's an electrical contractor, and I pretty much was just sitting around the house watching the news, hoping that the 9-11 Truth Movement would get some coverage.
[01:00:13.663 --> 01:00:14.824]  Obviously there was no coverage.
[01:00:15.964 --> 01:00:27.333]  As I'm working on my camera, because my camera got wet from all the rain, Danny Raleigh had returned probably back about 1 or 1.30.
[01:00:27.433 --> 01:00:28.154]  Describe what happened.
[01:00:28.772 --> 01:00:39.658]  Well, I hear a bunch of cars screeching, doors slamming, a lot of screaming, and I initially thought it was Denny's neighbors fighting.
[01:00:40.419 --> 01:00:53.606]  I go to the window and the whole street is full of marshals and cops and people in suits, and the first thing I thought was, okay, I'm right in the middle of a raid.
[01:00:55.445 --> 01:01:04.593]  And I turned around after looking out the window and seeing all this, and then I see the three gentlemen with their sniper rifles aimed right at me.
[01:01:04.633 --> 01:01:08.716]  I could actually see the guy's eye through the scope, and it was pretty surreal.
[01:01:08.756 --> 01:01:09.917]  You think you saw him wink?
[01:01:10.377 --> 01:01:11.058]  Well, yeah.
[01:01:11.818 --> 01:01:13.860]  Yeah, it was a pretty surreal moment, to say the least.
[01:01:14.741 --> 01:01:24.789]  I proclaimed myself, you know, as a guest of Danny Reilly, and so they, you know, they pulled me over to there, they put me in cuffs, took me downstairs,
[01:01:25.815 --> 01:01:26.496]  Yeah, I think so.
[01:01:55.307 --> 01:01:58.831]  What's supposed to be a court courthouse or federal building.
[01:01:58.851 --> 01:02:00.813]  I'm not sure which one it was.
[01:02:00.893 --> 01:02:08.642]  I believe it's federal because the marshal that came in did not want me to talk about where I was at.
[01:02:09.762 --> 01:02:13.765]  So, um... Now, we're going to come back and talk about how they threatened to rape you.
[01:02:14.305 --> 01:02:15.486]  Abu Ghraib style.
[01:02:16.486 --> 01:02:19.028]  And you weren't going to talk about any of this until they threatened to rape you.
[01:02:19.428 --> 01:02:23.250]  I was cooperating, giving them all the questions, answering all the questions they wanted.
[01:02:23.270 --> 01:02:26.452]  But this is the new America where they watch Jack Maurer and they think rape's good.
[01:02:26.833 --> 01:02:29.114]  Okay, homosexual rape threats.
[01:02:30.535 --> 01:02:33.457]  This is the country run by people like the Senator Craig.
[01:02:33.497 --> 01:02:34.417]  We'll be right back.
[01:02:34.437 --> 01:02:34.878]  Stay with us.
[01:02:55.472 --> 01:03:00.975]  It's here, after a year in production and traveling to distant lands, my new film Terror Storm is complete.
[01:03:01.315 --> 01:03:08.799]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[01:03:09.645 --> 01:03:16.690]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[01:03:17.090 --> 01:03:28.537]  Terror Storm chronicles the lies that took us to war in Iran, a White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[01:03:28.837 --> 01:03:32.340]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[01:03:32.800 --> 01:03:34.761]  It's an anthology of government crimes.
[01:03:35.061 --> 01:03:38.924]  Terror Storm is a film that everyone who wants to be truly informed must see.
[01:03:39.504 --> 01:03:46.830]  Get your copy today at InfoWars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv
[01:03:51.932 --> 01:03:52.932]  Hello, Ted Anderson.
[01:03:52.992 --> 01:03:57.793]  Listeners of the network are familiar with the Federal Reserve Note and understand the risks of deficit spending.
[01:03:57.933 --> 01:04:05.735]  Therefore, with catastrophic events, it comes as no surprise that some banks have currently placed limits on the amount of cash depositors can remove from their accounts.
[01:04:06.015 --> 01:04:11.376]  A fractional reserve system means only a small portion of your deposit is held in reserve for immediate withdrawal.
[01:04:11.576 --> 01:04:18.557]  Deficit spending will skyrocket through FDIC if the government is forced to insure deposits during a bank run followed by a depressed economy.
[01:04:18.857 --> 01:04:24.202]  A current effort is underway by the Fed along with other central banks to increase liquidity for depositors.
[01:04:24.463 --> 01:04:29.187]  However, an increase in money supply without equal expansion in productivity can cause inflation.
[01:04:29.527 --> 01:04:37.115]  In order to achieve strength and stability, I recommend a conservative portion of all investments to be calmly repositioned into gold and silver.
[01:04:37.455 --> 01:04:43.702]  While paper investments currently have been driven by debt, gold on its own has held value for over 6,000 years.
[01:04:44.022 --> 01:04:45.164]  For more information, call 1-800-686-2237.
[01:04:45.204 --> 01:04:45.404]  That's 1-800-686-2237.
[01:04:52.567 --> 01:04:54.948]  Tired of looking at those same old kitchen cabinets?
[01:04:55.288 --> 01:04:59.089]  Now you can update your kitchen with custom cabinet refacing from Sears.
[01:04:59.489 --> 01:05:05.331]  Your kitchen can look like new again in about four to six days without the cost, time, or mess of total remodeling.
[01:05:05.852 --> 01:05:10.293]  Call 1-800-300-8069 for a free design consultation.
[01:05:10.613 --> 01:05:12.994]  Call right now and ask about our special financing terms.
[01:05:13.314 --> 01:05:17.677]  Sears offers over 100 door and drawer combinations to suit any budget and style.
[01:05:17.957 --> 01:05:21.259]  And best of all with Sears, your satisfaction is guaranteed.
[01:05:21.599 --> 01:05:23.860]  So call now for a great new look for your kitchen.
[01:05:24.120 --> 01:05:24.941]  Call Sears at 1-800-300-8069.
[01:05:25.001 --> 01:05:25.261]  Offer ends 930.07.
[01:05:25.321 --> 01:05:26.662]  Subject to applicant credit worthiness.
[01:05:26.682 --> 01:05:27.923]  License number available on request.
[01:05:32.005 --> 01:05:32.545]  We're good to go.
[01:05:54.156 --> 01:05:55.937]  Hi, Steve Shank, Fearless Task Force.
[01:05:56.217 --> 01:05:59.058]  The J. Michael Stevens Group is shipping a lot of storable food.
[01:05:59.558 --> 01:06:01.778]  It's smart that you're getting going at your food supplies.
[01:06:02.399 --> 01:06:10.661]  One week after the report came out that the world had eaten more food than it produced last year, the country turned into a deep freeze, wiping out a huge part of the new crop.
[01:06:11.161 --> 01:06:11.722]  An example?
[01:06:12.242 --> 01:06:15.083]  In 24 hours, clementine oranges doubled in price.
[01:06:15.963 --> 01:06:18.724]  If you intend to start or finish your supply, call immediately.
[01:06:19.104 --> 01:06:22.365]  When you call, tell them how many adults and how many years of food you need.
[01:06:23.143 --> 01:06:28.346]  When there are shortages, missing items will be substituted, maintaining the quantity of food necessary.
[01:06:28.966 --> 01:06:30.447]  Money is not the problem.
[01:06:30.667 --> 01:06:31.668]  Availability is.
[01:06:32.188 --> 01:06:34.049]  Be careful when food supplies get short.
[01:06:34.289 --> 01:06:37.971]  With no future, many retailers ship real trash to supply you.
[01:06:38.592 --> 01:06:40.673]  For safe food you can trust, call 800-409-5633.
[01:06:40.753 --> 01:06:41.753]  On the web, efoodsdirect.com.
[01:06:41.773 --> 01:06:41.814]  800-409-5633.
[01:06:54.228 --> 01:06:57.570]  You are listening to GCN.
[01:06:57.730 --> 01:07:02.712]  Visit GCNlive.com today.
[01:07:02.752 --> 01:07:10.956]  From the capital of Texas, broadcasting the truth coast to coast and worldwide, this is the Alex Jones Show.
[01:07:13.498 --> 01:07:22.402]  By the way, the Army's own report they commissioned on Abu Ghraib stated they raped people with large objects dripping with acid.
[01:07:23.527 --> 01:07:25.028]  Go read the General Togumbo Report.
[01:07:26.769 --> 01:07:27.910]  The Filipino General, the U.S.
[01:07:27.950 --> 01:07:28.730]  General, has put that out.
[01:07:29.931 --> 01:07:32.432]  And of course, now the CIA says they're going to stop waterboarding.
[01:07:32.472 --> 01:07:33.213]  That's where they ground you.
[01:07:33.913 --> 01:07:39.616]  But people watch these TV shows that are Pentagon funded, where they torture people, torture children, get their parents to talk.
[01:07:41.037 --> 01:07:44.139]  That now has entered into law enforcement.
[01:07:44.399 --> 01:07:47.601]  And continue with your story, because
[01:07:48.602 --> 01:07:52.064]  Again, I mean, I told you, hey man, you don't need to come on my show.
[01:07:52.124 --> 01:07:59.148]  I mean, if you want, just lie low and you're like, no, I have to talk about this because people have to know what this country's turned into.
[01:07:59.568 --> 01:08:01.409]  And you also described how you weren't scared of the guns.
[01:08:01.829 --> 01:08:02.670]  It was the threat of rape.
[01:08:03.250 --> 01:08:13.276]  Yeah, it was a threat from the marshal to destroy my life and my livelihood if I went back to Texas and continued on with the story of Edna Lane Brown.
[01:08:14.225 --> 01:08:15.326]  Oh, he was telling you don't make a film?
[01:08:15.626 --> 01:08:16.207]  Oh yeah, yeah.
[01:08:16.227 --> 01:08:24.333]  He said if somebody offered me $50,000 to make this film, that he'd come after me and he'd basically sodomize me.
[01:08:24.754 --> 01:08:26.675]  But that's a huge issue in America.
[01:08:26.695 --> 01:08:27.816]  You're just a filmmaker.
[01:08:27.856 --> 01:08:29.817]  They've now banned the AP from the property.
[01:08:30.338 --> 01:08:31.919]  I mean, are they going to rape AP reporters?
[01:08:31.999 --> 01:08:33.060]  Is that what we're coming down to?
[01:08:33.140 --> 01:08:34.521]  I sure hope not, Alex.
[01:08:34.721 --> 01:08:37.203]  Well, go through it blow by blow, exactly what he said.
[01:08:37.644 --> 01:08:39.285]  By the way, he never even told you his name.
[01:08:39.745 --> 01:08:43.228]  No, well, it changed just about every time I talked to the gentleman.
[01:08:44.183 --> 01:08:45.204]  It was interrogation.
[01:08:45.224 --> 01:08:47.325]  They asked me all kinds of personal questions.
[01:08:49.307 --> 01:08:52.309]  They never read me my rights, never told me why I was being detained.
[01:08:52.529 --> 01:08:57.312]  They put me in handcuffs, humiliated me in front of all the local neighbors there.
[01:08:58.454 --> 01:09:00.496]  But now you're in the federal courthouse, what happened next?
[01:09:00.556 --> 01:09:15.051]  Yeah, now I'm in the federal courthouse and he's going through all these questions and they go out, they come in, they go out and the gentleman makes a statement, well we're going to give you a pass, we're going to let you go and you should consider that a favor.
[01:09:17.771 --> 01:09:19.793]  And then he said, you need to go away, you need to shut up.
[01:09:20.393 --> 01:09:27.618]  If you talk about this on air, if you make a video like Danny Reilly did... That's the secret police.
[01:09:27.858 --> 01:09:30.420]  Yeah, they said they would come right up my bottom end.
[01:09:30.800 --> 01:09:34.123]  And then you said he went clear, he said, I will rape you.
[01:09:34.223 --> 01:09:34.903]  Absolutely.
[01:09:35.144 --> 01:09:35.344]  Yes.
[01:09:35.364 --> 01:09:38.666]  I mean, you can't say it on air, but specifically, what did he say without saying the words?
[01:09:39.407 --> 01:09:46.792]  He said he would come right up my effing bottom end and ruin my life.
[01:09:47.375 --> 01:09:57.340]  Now, whether it was metaphorical or whether he really wanted to, you know, anally rape me, well then... What was the exact quote, though, on coming after you 13, 15 years later?
[01:09:58.400 --> 01:09:59.741]  That he would come after me.
[01:10:00.221 --> 01:10:01.842]  He would ruin my life.
[01:10:02.846 --> 01:10:06.408]  Even if it took 15 years, he would come after me and destroy me.
[01:10:06.968 --> 01:10:09.809]  And he said, you need to understand how serious I am about that.
[01:10:10.289 --> 01:10:11.710]  And that's when I got frustrated.
[01:10:11.730 --> 01:10:14.071]  That's when I was like, this isn't happening to me.
[01:10:14.091 --> 01:10:16.392]  I'm not hearing this from a U.S.
[01:10:16.452 --> 01:10:16.912]  Marshal.
[01:10:17.012 --> 01:10:18.192]  I mean, this is America.
[01:10:18.773 --> 01:10:20.493]  You know, I can understand him doing his job.
[01:10:20.513 --> 01:10:22.054]  This isn't Russia.
[01:10:22.334 --> 01:10:22.974]  Right, yeah.
[01:10:23.214 --> 01:10:25.135]  I mean, you want information, get information.
[01:10:25.175 --> 01:10:26.896]  But you don't threaten me.
[01:10:27.496 --> 01:10:29.557]  You don't tell me that you're going to destroy my life.
[01:10:30.077 --> 01:10:32.098]  You don't tell me what you're going to do to my physical body.
[01:10:33.611 --> 01:10:40.433]  He crossed the line there, and that's why I felt like I needed to get on the radio and get this information out.
[01:10:40.853 --> 01:10:45.694]  These things that Alex Jones talks about, you know, that some of these guys are out of control.
[01:10:45.774 --> 01:10:46.274]  It's true.
[01:10:46.474 --> 01:10:51.735]  I mean, I bear witness to that this weekend when all this stuff happened.
[01:10:52.035 --> 01:10:53.076]  It's unbelievable.
[01:10:53.256 --> 01:10:54.036]  This was Wednesday?
[01:10:54.316 --> 01:10:55.056]  Correct, correct.
[01:10:55.689 --> 01:11:03.395]  And I'm still... Now the key here though, a major civil rights violation, is to tell you, do not make that film, or I'm coming after you.
[01:11:03.916 --> 01:11:06.338]  I mean, he's telling you, don't make a film about something?
[01:11:06.558 --> 01:11:07.158]  Absolutely.
[01:11:07.399 --> 01:11:16.026]  He also told me, he was asking questions and I said, you know what, I don't feel comfortable, I'm not sure if I understand all my rights, and I'm going to get an attorney.
[01:11:16.166 --> 01:11:17.707]  And he said, I didn't need an attorney!
