[00:00:02.250 --> 00:00:02.771]  Hey!
[00:46:46.751 --> 00:46:52.693]  So he writes 1984, where the government stages bombings on itself, stages whole wars, and both sides are staged.
[00:46:53.253 --> 00:46:54.873]  So that's why 1984 is so important.
[00:46:54.893 --> 00:46:56.274]  I mean, this guy had done it all, folks.
[00:46:56.494 --> 00:47:05.536]  Secret police officer, fought the Nazis, been a propagandist, I mean, he'd been... And by the way, he wrote papers and books about how evil he'd been.
[00:47:06.087 --> 00:47:06.567]  We're good to go.
[00:47:26.997 --> 00:47:33.799]  Go out to the Presidio Naval Base in San Francisco, right underneath the Golden Gate Bridge, there on the south side.
[00:47:34.439 --> 00:47:43.582]  I've been there, read their documents, watched the original newsreels of it, and they said, we're going to found a world government, for peace, we're going to shut it up.
[00:47:44.122 --> 00:47:49.084]  But really, when you actually read their internal documents that have gotten declassified and leaked, it says global enslavement,
[00:47:50.561 --> 00:48:04.829]  Global control, that they're going to forcibly exterminate the third world with race-specific bio-weapons, that they're going to dumb everybody down in the West, that they're going to get us obsessed with sports and pettiness and sex and bibles, that they're going to dumb us down to the educational system.
[00:48:05.029 --> 00:48:05.829]  All declassified.
[00:48:07.450 --> 00:48:08.831]  It's all in my film, Endgame, by the way.
[00:48:08.851 --> 00:48:09.652]  It's just incredible.
[00:48:11.232 --> 00:48:12.813]  To find out that they're doing all of this.
[00:48:12.973 --> 00:48:14.134]  And I just want to warn you.
[00:48:15.595 --> 00:48:19.397]  And so, our military, our government, the shadow government,
[00:48:20.376 --> 00:48:24.619]  ...sets up the National Security Apparatus, the CIA in 1947.
[00:48:24.659 --> 00:48:26.641]  The whole government starts going secret at that point.
[00:48:26.981 --> 00:48:28.142]  Secret ops can now be run...
[00:48:29.278 --> 00:48:29.839]  Domestically.
[00:48:30.179 --> 00:48:31.480]  Secret funds can be raised.
[00:48:31.720 --> 00:48:34.142]  They take control of the narcotics trade.
[00:48:34.202 --> 00:48:35.243]  Full control.
[00:48:35.283 --> 00:48:39.226]  The families that founded the CIA out of Yale, skull and bones, already controlled it.
[00:48:39.426 --> 00:48:46.972]  But they took full dominant control and used law enforcement power to go after their competition that was shipping in heroin, cocaine, and other drugs that they weren't getting a cut of.
[00:48:47.032 --> 00:48:48.273]  That's what the war on drugs is all about.
[00:48:48.674 --> 00:48:50.415]  A war against those that don't pay their cut.
[00:48:51.070 --> 00:48:52.290]  And so it literally is a war.
[00:48:52.571 --> 00:48:59.453]  And of course there's a double tax on it when you're dumb enough to use it and they put you in their prison, owned by the banks that launder the money and then own the private prisons.
[00:48:59.473 --> 00:49:00.893]  But another side issue there.
[00:49:01.754 --> 00:49:02.834]  That's how it's all interconnected.
[00:49:03.654 --> 00:49:09.496]  And so, they began to set up international treaties, international agreements.
[00:49:09.536 --> 00:49:16.178]  They enticed governments to sign on to the sovereignty-waving treaties, third world and first world alike, through IMF and World Bank loans.
[00:49:16.558 --> 00:49:18.219]  The central banks that literally
[00:49:19.414 --> 00:49:25.515]  Almost every country's printing presses and the power to issue money got more and more and more and more powerful.
[00:49:27.075 --> 00:49:33.717]  And so then they began to write, by the 60s, that to get our government we've got to have a string of crises that we actually create or accentuate.
[00:49:34.057 --> 00:49:43.638]  And now it's declassified, our government put Pol Pot into power and funded him to kill 2 million, and now Brzezinski, National Security Advisor, writes best-selling books bragging how he did it.
[00:49:44.038 --> 00:49:47.199]  I mean, it's not me saying the guy should be arrested right now, it's him.
[00:49:47.519 --> 00:49:48.259]  He's very proud of it.
[00:49:48.999 --> 00:49:52.580]  They don't even respect you at State Department level unless you've got a mil death under you.
[00:49:53.100 --> 00:49:56.941]  Once you've got a mil death under you, then you actually get saluted at the parties.
[00:49:57.681 --> 00:50:02.423]  I'm talking one million dead, folks, bare minimum until you become a captain in this system.
[00:50:02.663 --> 00:50:06.844]  Like you think the MI6 is mean, where you've got to kill two people before you get in?
[00:50:06.864 --> 00:50:12.926]  To get into a top-legged level, top server on the Globalist, you've got to have at least a mega death under you.
[00:50:13.226 --> 00:50:15.046]  That's one million, ladies and gentlemen.
[00:50:15.406 --> 00:50:17.727]  Now you go watch your football now that you know that little secret.
[00:50:18.323 --> 00:50:22.146]  So this is all the information that we have on them.
[00:50:23.687 --> 00:50:24.888]  And they funded Stalin.
[00:50:24.928 --> 00:50:26.369]  They put Mao into power.
[00:50:26.409 --> 00:50:28.210]  They set up the one-child policy.
[00:50:28.230 --> 00:50:31.152]  They funded Mao to kill 60 million conservatively.
[00:50:31.192 --> 00:50:32.933]  They ran the whole operation.
[00:50:35.655 --> 00:50:37.277]  And I mean it is just bloodthirsty.
[00:50:37.377 --> 00:50:41.339]  Much of our eugenics plans come out of the 1944 Royal Commission
[00:50:45.038 --> 00:50:45.979]  On population.
[00:50:46.019 --> 00:50:52.144]  That's adopted in State Department Memorandum Operation 200, which is all an endgame.
[00:50:54.366 --> 00:51:05.295]  Which says they've got to exterminate and cull and reduce populations and sterilize and everything else and do it through the vaccines, do it through tainted food, do it all over the third world, do it inside the western world, do it everywhere.
[00:51:05.475 --> 00:51:06.956]  And they are doing it, ladies and gentlemen.
[00:51:09.224 --> 00:51:11.065]  And then that leads us up to today.
[00:51:11.465 --> 00:51:15.887]  To get the mass killing going, AIDS wasn't a hardcore enough bioweapon.
[00:51:15.927 --> 00:51:17.388]  We have declassified documents on that.
[00:51:17.848 --> 00:51:19.769]  It was a soft kill weapon, a test weapon.
[00:51:20.396 --> 00:51:22.478]  They're getting ready to use the real weapons.
[00:51:22.958 --> 00:51:25.720]  But they aren't just going to release the bioweapons, the global government.
[00:51:25.940 --> 00:51:37.829]  They're going to then have the management of those releases, which they pose as the saviors doing, to bring us into bigger police states and greater integrations of the continents and the continental super-states through those processes.
[00:51:38.270 --> 00:51:39.971]  We'll finish up on the other side with this.
[00:51:40.631 --> 00:51:43.273]  In the year-end, publicly taking control of our military and our government.
[00:51:43.634 --> 00:51:45.295]  On the other side, stay with me.
[00:51:50.996 --> 00:51:52.057]  Hi, this is Ted Anderson.
[00:51:52.157 --> 00:51:56.959]  Over the years, Genesis Communications Network has grown by leaps and bounds, reaching millions of listeners.
[00:51:57.079 --> 00:51:59.961]  The impact on political and social issues have been enormous.
[00:52:00.101 --> 00:52:04.103]  Businesses associated with the network have grown to become valuable enterprises.
[00:52:04.423 --> 00:52:10.447]  If you are accredited and have an entrepreneurial spirit, national radio may be the opportunity you're looking for.
[00:52:10.627 --> 00:52:12.188]  Call me today at 877-996-4327, extension 101.
[00:52:12.228 --> 00:52:14.629]  For more information, that's 877-996-4327, extension 101.
[00:52:22.113 --> 00:52:23.133]  Looking for profits?
[00:52:23.193 --> 00:52:24.593]  Looking for safety and security?
[00:52:24.913 --> 00:52:27.934]  The $10 Olympic commemorative gold coin offers both.
[00:52:28.174 --> 00:52:35.757]  This low-mintage collector coin, with a total series mintage under $600,000, has sold at four times its current price.
[00:52:35.797 --> 00:52:39.338]  Falling dollar values and inflation make this likely to happen again.
[00:52:39.558 --> 00:52:41.078]  Secure your position today.
[00:52:41.378 --> 00:52:42.619]  Call Midas Resources at 1-800-686-2237.
[00:52:42.639 --> 00:52:42.899]  That's 1-800-686-2237.
[00:52:51.087 --> 00:52:51.787]  I'd love to.
[00:52:56.250 --> 00:53:02.313]  Prepare yourself for a talk radio that compares you to me like no other.
[00:53:02.553 --> 00:53:05.315]  Strap yourselves in and hold on.
[00:53:06.315 --> 00:53:07.656]  He stands for truth.
[00:53:09.097 --> 00:53:12.259]  He stands for justice.
[00:53:12.299 --> 00:53:14.720]  He stands for what's right.
[00:53:14.760 --> 00:53:17.101]  This is the Alex Jones Show.
[00:53:18.042 --> 00:53:19.903]  Call Alex now, toll free.
[00:53:20.740 --> 00:53:20.901]  At 877-590-5525.
[00:53:20.961 --> 00:53:23.526]  Now live from Austin, Texas.
[00:53:23.986 --> 00:53:25.069]  Here's Alex Jones.
[00:53:33.815 --> 00:53:35.035]  All right, we're back live.
[00:53:35.116 --> 00:53:42.478]  Steve, Teresa, Ken, Carl, George, we're going to use all your calls here in just a few minutes to get into all the news about the upcoming attack on Iran.
[00:53:43.018 --> 00:53:52.022]  The build-up is unmistakable and it means serious news, both for our troops, the Iranians, the economy, you name it.
[00:53:52.062 --> 00:53:57.564]  But World Met Daily and several other publications reported on the just-released from
[00:53:58.713 --> 00:54:09.104]  Well, about a week and a half ago, the North American plan for avian and pandemic influenza, Security and Prosperity Partnership of North America, and here's the World Nut Daily article, U.S.
[00:54:09.244 --> 00:54:09.965]  under U.N.
[00:54:10.085 --> 00:54:12.827]  law and health emergency, Bush S.P.P.
[00:54:12.887 --> 00:54:17.212]  power grab set stage for military to manage flu threats.
[00:54:20.146 --> 00:54:25.689]  The Security and Prosperity Partnership of North America Summit in Canada released a plan that establishes U.N.
[00:54:26.189 --> 00:54:34.053]  law along with regulations by the World Trade Organization and World Health Organization as supreme over U.S.
[00:54:34.113 --> 00:54:40.556]  law during a pandemic and sets the stage for militarizing the management of the continental health emergencies.
[00:54:46.033 --> 00:54:47.215]  They set up a NORTHCOM.
[00:54:47.696 --> 00:54:51.181]  We now have a military theater of operations in the U.S.
[00:54:51.722 --> 00:54:53.564]  And magically, there's going to be a crisis.
[00:54:54.786 --> 00:54:56.309]  Oh, it'll take control of our lives.
[00:54:56.329 --> 00:54:59.153]  And we have all these top military brass saying, get ready for martial law.
[00:54:59.574 --> 00:55:00.375]  It's a good thing.
[00:55:01.112 --> 00:55:08.594]  The North American plan for the avian and pandemic influenza was finalized at the SPP Summit last week in Montebello, Quebec.
[00:55:08.994 --> 00:55:09.974]  At the same time, the U.S.
[00:55:09.994 --> 00:55:17.996]  Northern Command, or NORTHCOM, has created a webpage dedicated to avian flu and has been running exercises in preparation for the possible use of U.S.
[00:55:18.016 --> 00:55:24.078]  military forces in a continental domestic emergency involving avian flu or pandemic influenza.
[00:55:24.645 --> 00:55:36.810]  How many years have we told you that hundreds and hundreds of hundreds of top bioweapons experts in the U.S., Canada, England, Australia, New Zealand, Russia, Germany, France, they've all been murdered, killed.
[00:55:38.471 --> 00:55:43.273]  And a lot of top experts have looked at this avian flu and say it's genetically ingenious and manipulated.
[00:55:43.293 --> 00:55:43.673]  The U.S.
[00:55:43.693 --> 00:55:50.616]  government six years ago dug up the superflu from 1918 from a dead whaler frozen in the permafrost.
[00:55:51.937 --> 00:55:55.279]  Then magically, now they say, terrorists have that very flu.
[00:55:55.539 --> 00:55:57.020]  They were able to steal it from the government.
[00:55:57.320 --> 00:56:10.226]  Kind of like the last two weaponized versions of Foot and Mouth that got released in England, it turned out, were released by the government by accident during training drills out of level 4 bioweapons laboratories.
[00:56:10.706 --> 00:56:11.686]  It's all accidental.
[00:56:12.867 --> 00:56:16.889]  Then you read their official documents where they say they're going to have controlled bioweapons releases to kill 80% of us.
[00:56:18.149 --> 00:56:22.633]  But the first few mega releases, it'll be a few thousand that die, then they put in more police state control.
[00:56:22.974 --> 00:56:25.656]  So they can orderly kill us when they really launch it.
[00:56:26.097 --> 00:56:28.339]  Then there's a bigger operation.
[00:56:28.759 --> 00:56:29.520]  Millions die.
[00:56:29.640 --> 00:56:37.327]  And then, years after they set up the police state, each time the noose gets tighter, then the New World Order has the big releases.
[00:56:40.530 --> 00:56:41.131]  And, uh...
[00:56:42.950 --> 00:56:43.731]  It's unbelievable.
[00:56:43.811 --> 00:56:44.751]  I know it's hard to believe.
[00:56:44.811 --> 00:56:49.014]  It's their own documents, and the documents and the information are in my new film, Endgame.
[00:56:50.415 --> 00:56:53.317]  Which, by the way, you'll be able to see for the first time.
[00:56:53.337 --> 00:56:55.239]  It won't be out on DVD until mid-October.
[00:56:55.699 --> 00:57:03.404]  You can see it for the first time, in its entirety, coming up Tuesday night, Wednesday night, and Thursday night at the Alamo Draft House in South Lamar.
[00:57:03.845 --> 00:57:06.586]  It's 7 o'clock, and the tickets are already, I think, sold out for Monday.
[00:57:06.887 --> 00:57:08.248]  Tuesday's close, Wednesday's close.
[00:57:08.268 --> 00:57:08.668]  You better
[00:57:09.415 --> 00:57:11.156]  Check online at Infowars.com.
[00:57:11.176 --> 00:57:13.397]  You can link through to the sub-page of the Alamo where you can get those.
[00:57:13.677 --> 00:57:15.718]  But I'm going to show it in New York.
[00:57:16.119 --> 00:57:20.881]  Premiere it in New York next Sunday on the 9th.
[00:57:22.342 --> 00:57:25.724]  And all proceeds go to first responders, firemen, police.
[00:57:25.864 --> 00:57:27.225]  It's going to the Feel Good Foundation.
[00:57:27.245 --> 00:57:28.725]  Some of the other local foundations for them.
[00:57:29.846 --> 00:57:31.727]  And so I'm actually donating.
[00:57:31.747 --> 00:57:34.028]  I'm even paying to fly up there and go up there and do it and show it.
[00:57:34.068 --> 00:57:35.329]  It's not just that I'm donating the film.
[00:57:36.014 --> 00:57:37.095]  I'm already digressing here.
[00:57:53.419 --> 00:57:54.700]  At the same time, the U.S.
[00:57:54.720 --> 00:58:02.047]  Northern Command or NORTHCOM has created a webpage dedicated to avian flu and has been running exercises in preparation for the possible use of U.S.
[00:58:02.088 --> 00:58:07.032]  military force in a continental domestic emergency involving avian flu or pandemic influenza.
[00:58:07.353 --> 00:58:10.596]  You read earlier agreements, it says they'll use Mexican and Canadian troops in the U.S.
[00:58:11.152 --> 00:58:22.181]  With virtually no media attention, in 2005, President Bush shifted his policy on avian flu and pandemic influenza, placing the country under international guidelines not specifically determined by domestic agencies.
[00:58:22.582 --> 00:58:35.933]  The policy shift was formalized in September 14, 2005, when Bush announced a new international partnership on avian and pandemic influenza to a high-level planning meeting of the UN General Assembly in New York.
[00:58:36.693 --> 00:58:38.555]  And then they issued the report, which is now
[00:58:39.221 --> 00:58:41.183]  Under executive fiat law of the land.
[00:58:42.984 --> 00:58:51.090]  The new international partnership on avian and pandemic influenza was designed to supersede an earlier 2005 Homeland Security report called for U.S.
[00:58:51.130 --> 00:58:55.393]  national strategy that would be coordinated by the Departments of Homeland Security, Health and Agriculture.
[00:58:55.713 --> 00:59:03.519]  Yeah, as bad as I don't like the World Health Organization, or as bad as I don't like the CDC, I like the World Health Organization a lot.
[00:59:03.539 --> 00:59:05.320]  I mean, I can't stand them.
[00:59:07.408 --> 00:59:09.129]  Our own government a lot more, if you can believe that.
[00:59:09.670 --> 00:59:12.531]  But in the final equation, our government created the UN.
[00:59:12.571 --> 00:59:13.312]  It's their tool.
[00:59:13.632 --> 00:59:16.874]  It's just that if the rest of the world is going to go under global governance, we're going to go under it, too.
[00:59:17.714 --> 00:59:19.315]  What's good for the good is good for the gander.
[00:59:20.216 --> 00:59:28.901]  And it's a governing system that doesn't have checks and balances, that doesn't have liberty, that doesn't have a Bill of Rights, that doesn't have due process.
[00:59:29.962 --> 00:59:31.563]  I mean, go read the United Nations
[00:59:32.831 --> 00:59:36.692]  Unanimous Declaration of Human Rights, Article 29 and Article 30.
[00:59:36.872 --> 00:59:41.114]  It has all these great rights and claims all these rights until 29 and 30.
[00:59:41.154 --> 00:59:44.215]  And then it says you have no rights when we say you don't.
[00:59:44.595 --> 00:59:45.455]  And we can do whatever we want.
[00:59:46.336 --> 00:59:48.016]  We supersede all these other rights.
[00:59:49.377 --> 00:59:53.598]  And the UN has presided over mass murder worldwide.
[00:59:55.819 --> 00:59:59.180]  And it goes on to say the US military will be under UN control
[01:00:00.316 --> 01:00:01.897]  And he has all the press conference and U.N.
[01:00:01.937 --> 01:00:03.939]  document statements and the head of the U.N.
[01:00:03.979 --> 01:00:04.479]  program.
[01:00:04.799 --> 01:00:07.341]  Well, folks, this isn't repeated in all the earlier U.N.
[01:00:07.381 --> 01:00:07.761]  documents.
[01:00:07.781 --> 01:00:10.083]  It's just now the Fed said that they indeed are in control.
[01:00:10.723 --> 01:00:18.208]  I remember the Wednesday after 9-11, the week after, was a Wednesday night, I was watching Nightline, and a U.N.
[01:00:18.248 --> 01:00:20.270]  general named McKenzie, U.N.
[01:00:20.290 --> 01:00:24.453]  head of peacekeeping, said, quote, we're gonna have bio-attacks
[01:00:25.191 --> 01:00:27.253]  And we're going to have other terror attacks in the future.
[01:00:27.733 --> 01:00:31.917]  And we're going to set up a North American Union security perimeter.
[01:00:32.757 --> 01:00:49.231]  And then now, one of the brain men behind codifying the actual strategy on all this, Robert Pastor, this big CFR minion, colleague of Zbigniew Brzezinski, back from the Carter administration, who runs all this for the CFR and the Bush administration,
[01:00:51.081 --> 01:00:59.189]  He has said over and over again that we're going to have integration of the North American continent, merger of the three nations through crises.
[01:01:00.771 --> 01:01:04.134]  And so they will stage the events or open the door for the events.
[01:01:04.975 --> 01:01:05.636]  They can do either way.
[01:01:06.586 --> 01:01:11.409]  Or if something natural ever pops up, and then the UN comes in and runs the U.S.
[01:01:11.850 --> 01:01:16.973]  Who knows nothing about the U.S., doesn't have the capacity, shouldn't, is a criminal organization.
[01:01:17.473 --> 01:01:19.795]  You see what they did in Rwanda, running the massacre of 800,000.
[01:01:20.735 --> 01:01:22.456]  That now finally came out in mainstream news.
[01:01:22.997 --> 01:01:26.079]  Reuters, uh, Friday, finally in the news, they ran the massacres.
[01:01:26.339 --> 01:01:27.039]  We already knew that!
[01:01:27.440 --> 01:01:29.141]  We had photos, videos, eyewitnesses.
[01:01:29.361 --> 01:01:32.643]  It's now admitted... What, that happened ten years ago?
[01:01:33.544 --> 01:01:34.084]  What, ninety...
[01:01:35.626 --> 01:01:36.207]  What year was that?
[01:01:36.889 --> 01:01:39.655]  Folks, I just, it's just so out of control.
[01:01:39.675 --> 01:01:42.783]  And this article goes on and on.
[01:01:42.823 --> 01:01:44.426]  Paul Watson has boiled it all down.
[01:01:45.183 --> 01:01:50.126]  In an article up on PrisonPlanet.com, and I hope you get out to everybody, Bush agrees to skids for U.N.
[01:01:50.166 --> 01:01:51.386]  pandemic power grab.
[01:01:51.826 --> 01:01:56.409]  Best-selling author wouldn't put it past globalists to release virus to capitalize on control.
[01:01:56.429 --> 01:01:58.150]  The World Health Organization and U.N.
[01:01:58.210 --> 01:02:03.152]  have been handed complete control over response procedures in the event of a pandemic outbreak in the U.S.
[01:02:03.232 --> 01:02:08.415]  after an agreement was signed by President Bush at the recent SPP meeting that bypasses congressional approval.
[01:02:08.975 --> 01:02:20.062]  Which he set up with Presidential Decision Directive 51 in May, May 9th, that says he's above the Congress and Congress isn't involved in continuing government.
[01:02:20.503 --> 01:02:22.484]  He then hands the ball off and says the U.N.
[01:02:22.524 --> 01:02:23.044]  is the boss.
[01:02:24.125 --> 01:02:32.070]  Just like international tribunals say, starting tomorrow, Mexican trucks are going to roll into Texas and be all over your highways.
[01:02:33.451 --> 01:02:35.133]  It is absolutely incredible.
[01:02:35.353 --> 01:02:36.875]  Alright, your call is on the other side.
[01:02:36.895 --> 01:02:38.737]  I'm not completely done with this report.
[01:02:38.797 --> 01:02:40.699]  It's just earth-shattering.
[01:02:41.520 --> 01:02:42.621]  It's just unbelievable.
[01:02:43.102 --> 01:02:44.423]  We'll get your take on this and more.
[01:02:44.443 --> 01:02:45.064]  Stay with us.
[01:02:55.356 --> 01:03:00.783]  It's here, after a year in production and traveling to distant lands, my new film Terror Storm is complete.
[01:03:01.164 --> 01:03:08.794]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[01:03:09.491 --> 01:03:16.534]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[01:03:16.954 --> 01:03:28.359]  Terror Storm chronicles the lies that took us to war in Iran, a White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[01:03:28.679 --> 01:03:32.621]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[01:03:32.641 --> 01:03:34.602]  It's an anthology of government crimes.
[01:03:34.922 --> 01:03:38.764]  Terror Storm is a film that everyone who wants to be truly informed must see.
[01:03:43.526 --> 01:03:56.534]  As many people know, ever since President Nixon took us up the gold standard, the U.S.
[01:03:56.574 --> 01:03:57.835]  dollar has been devaluating.
[01:03:57.995 --> 01:04:01.557]  What people don't know, however, is how this directly affects your personal finances.
[01:04:01.857 --> 01:04:04.378]  Is there a way to prevent your portfolios from losing value?
[01:04:04.778 --> 01:04:06.499]  The answer to all of this is gold and silver.
[01:04:07.500 --> 01:04:08.021]  We're good to go.
[01:04:27.964 --> 01:04:30.425]  Call me, John Ballman, today at 1-800-686-2237, extension 169.
[01:04:30.525 --> 01:04:33.487]  Get all your questions answered before your money is worth zero.
[01:04:33.507 --> 01:04:34.187]  Call 1-800-686-2237, extension 169.
[01:04:34.227 --> 01:04:36.948]  Take action today while we still accept paper dollars for gold.
[01:04:36.968 --> 01:04:37.569]  That's 1-800-686-2237, extension 169.
[01:04:52.665 --> 01:04:58.149]  Why continue suffering from pain, illness, and disease when natural health and wellness therapies are within your reach?
[01:04:58.589 --> 01:05:02.811]  Hundreds of people report improved health and wellness using Rife Frequency Technology.
[01:05:03.232 --> 01:05:10.096]  In the 1920s, research scientist Royal Raymond Rife discovered that disease organisms can be destroyed using resonant frequencies.
[01:05:10.516 --> 01:05:17.225]  The BioSolutions frequency instrument uses the same technology for relief or elimination of pain and disease conditions.
[01:05:17.565 --> 01:05:19.167]  There are no reported side effects.
[01:05:19.467 --> 01:05:22.671]  Join others in discovering a return to natural health and wellness.
[01:05:22.932 --> 01:05:25.395]  Don't just treat symptoms, eliminate the cause.
[01:05:25.695 --> 01:05:26.817]  BioSolutions has over 550
[01:05:27.958 --> 01:05:28.879]  We're good to go.
[01:05:53.957 --> 01:05:55.738]  Hi, Steve Shank, Fearless Task Force.
[01:05:56.038 --> 01:05:58.880]  The J. Michael Stevens Group is shipping a lot of storable food.
[01:05:59.381 --> 01:06:01.602]  It's smart that you're getting going at your food supplies.
[01:06:02.222 --> 01:06:10.487]  One week after the report came out that the world had eaten more food than it produced last year, the country turned into a deep freeze, wiping out a huge part of the new crop.
[01:06:10.988 --> 01:06:11.548]  An example?
[01:06:12.068 --> 01:06:14.910]  In 24 hours, clementine oranges doubled in price.
[01:06:15.791 --> 01:06:18.553]  If you intend to start or finish your supply, call immediately.
[01:06:18.933 --> 01:06:22.195]  When you call, tell them how many adults and how many years of food you need.
[01:06:22.975 --> 01:06:28.156]  When there are shortages, missing items will be substituted, maintaining the quantity of food necessary.
[01:06:28.776 --> 01:06:30.277]  Money is not the problem.
[01:06:30.497 --> 01:06:31.477]  Availability is.
[01:06:31.997 --> 01:06:33.877]  Be careful when food supplies get short.
[01:06:34.118 --> 01:06:37.778]  With no future, many retailers ship real trash to supply you.
[01:06:38.418 --> 01:06:40.499]  For safe food you can trust, call 800-409-5633.
[01:06:40.519 --> 01:06:41.559]  On the web, efoodsdirect.com.
[01:06:41.579 --> 01:06:41.619]  800-409-5633.
[01:06:54.685 --> 01:06:56.867]  This is the GCN Radio Network.
[01:06:57.187 --> 01:07:01.751]  Home to hard-hitting talk radio.
[01:07:02.832 --> 01:07:05.334]  Crushing through the lies and disinformation.
[01:07:08.036 --> 01:07:09.157]  It's Alex Jones.
[01:07:10.999 --> 01:07:13.601]  That's right, waging war on corruption.
[01:07:13.641 --> 01:07:16.323]  That's what I do.
[01:07:16.343 --> 01:07:18.625]  Alright, let's go to your calls, and then I'll get back in the...
[01:07:19.958 --> 01:07:20.598]  The U.N.
[01:07:20.679 --> 01:07:21.699]  commanding Northrop.
[01:07:22.320 --> 01:07:26.722]  Understand Congress, Bush says, doesn't run anything.
[01:07:26.762 --> 01:07:28.503]  Now, Congress is co-equal to the President.
[01:07:28.883 --> 01:07:30.364]  But Bush says, nope, you don't run anything.
[01:07:30.585 --> 01:07:31.365]  But the U.N.
[01:07:31.405 --> 01:07:31.885]  does.
[01:07:34.707 --> 01:07:36.088]  This is all part of these precedents.
[01:07:37.459 --> 01:07:39.960]  Bush's wife went and signed for him.
[01:07:39.980 --> 01:07:41.601]  I don't know how she did that, but he did.
[01:07:41.641 --> 01:07:45.463]  Remember in 2005, back on the UNESCO that Reagan had gotten us out of?
[01:07:45.503 --> 01:07:47.844]  The United Nations Educational and Cultural Organization?
[01:07:48.124 --> 01:07:51.006]  That put our colleges, our roads, everything under those treaties.
[01:07:51.466 --> 01:07:53.047]  Just a bulking of hundreds of treaties.
[01:07:53.607 --> 01:07:56.428]  Now he's saying he's going to go along with Kyoto, but they're going to change the name.
[01:07:57.049 --> 01:07:58.009]  And that's the world tax.
[01:07:58.029 --> 01:08:00.050]  Well, we got the SPP documents from last year.
[01:08:00.070 --> 01:08:01.531]  The North American Union Agreement.
[01:08:01.751 --> 01:08:05.733]  And they said, we've got to have a continental tax on cars to fund this thing.
[01:08:08.678 --> 01:08:17.665]  We've got, what, five members of the Supreme Court have said in different articles that they're going to follow UN and World Trade Organization court rulings.
[01:08:17.925 --> 01:08:20.767]  These are just private groups that just are announced to have global power.
[01:08:22.989 --> 01:08:32.495]  Folks, it's so serious and that's why you've got to start getting informed, at least, about geography and where the country's located.
[01:08:32.616 --> 01:08:34.037]  I forgot to tell you, try to find it.
[01:08:34.497 --> 01:08:35.798]  Go to YouTube and type in
[01:08:36.599 --> 01:08:39.540]  Miss Teen USA.
[01:08:40.080 --> 01:08:42.060]  Go to YouTube and type in Miss Teen USA.
[01:08:42.100 --> 01:08:45.561]  It's on Prison Planet, but it takes you longer to find it because that's like five day old news.
[01:08:46.921 --> 01:08:49.382]  Type Miss Teen USA in and click on a couple.
[01:08:49.422 --> 01:08:51.102]  Find one that's got good audio and that's short.
[01:08:51.942 --> 01:08:54.043]  Everybody's already heard this, but people need to hear it again.
[01:08:55.083 --> 01:09:01.824]  And it's not that she doesn't know and that she's an idiot and an airhead.
[01:09:02.524 --> 01:09:05.085]  It's that one-fifth of Americans don't know.
[01:09:06.152 --> 01:09:06.592]  Yes, I do.
[01:09:25.026 --> 01:09:25.527]  We're good to go.
[01:09:49.247 --> 01:09:56.269]  Realize that you go, paint yourself up, burn orange, or paint yourself up blue, whatever your team colors are, and you yell and scream, and it's so important to you.
[01:09:56.609 --> 01:10:01.010]  When your team's doing good, everybody's strutting around in town, and, I'm feeling real good right now.
[01:10:01.030 --> 01:10:08.772]  I got to hear it at the gym, and work, and on the street, and in e-mails, and family, and, oh man, I'm feeling really good right now about my life.
[01:10:09.152 --> 01:10:11.072]  The U-Team wins are doing good.
[01:10:11.732 --> 01:10:13.133]  And I'm like, hey, watch the game.
[01:10:13.193 --> 01:10:13.793]  That's fine.
[01:10:13.933 --> 01:10:14.413]  Enjoy it.
[01:10:14.953 --> 01:10:17.014]  Drink a cold one and eat some pizza.
[01:10:17.654 --> 01:10:18.654]  That's what I did last night.
[01:10:19.898 --> 01:10:28.063]  But you better at the end of the day realize that isn't going to matter a year from now, a month from now, ten years from now, right now it doesn't matter.
[01:10:28.783 --> 01:10:38.629]  You better realize Mexican trucks are coming across our border and it's going to destroy one of the few niches we have left with truck drivers being able to be upper, you know, blue collar, almost middle class.
[01:10:39.049 --> 01:10:40.890]  You better understand those trucks are dangerous.
[01:10:41.131 --> 01:10:45.253]  You better understand they're not going to be searched, they're going to have transponders and drive straight across the border.
[01:10:46.764 --> 01:10:51.068]  You better understand that same transponder system being put in is going to be using your inspection stickers.
[01:10:51.328 --> 01:10:55.331]  They've tried to pass it the last two sessions here in Texas and it's going in nationwide.
[01:10:55.631 --> 01:10:57.273]  You better understand we're losing freedom.
[01:10:57.513 --> 01:11:05.459]  You better understand that authority over how our local governments are run is being taken from us and put into global boards and regional boards that answer to them.
[01:11:06.860 --> 01:11:09.823]  You better realize, folks, that your country needs you and is dying.
[01:11:11.010 --> 01:11:23.361]  You better understand, we've been hijacked by the Globalists, by the New World Order, and they're using us to take over countries, using us to attack Afghanistan, Iraq, Iran, while our name gets demonized, while foreign shareholders in Europe own the U.S.
[01:11:23.641 --> 01:11:25.203]  and are letting us be their bad guy.
