[00:00:00.069 --> 00:00:00.309]  Hey!
[00:46:16.352 --> 00:46:17.293]  Yeah, yeah.
[00:46:17.773 --> 00:46:20.494]  So we've had a real busy day, a very uplifting day Alex.
[00:46:21.668 --> 00:46:33.333]  People are just drowning to our support and just so heartwarming and it's such a wonderful positive thing to see and hopefully Ron Paul can pull this off and make our country all better again.
[00:46:33.973 --> 00:46:42.937]  Well you know Ron Paul has spoken out about and compared you guys to Gandhi and Martin Luther King and Jesus because saying no to the tyranny is what it's all about.
[00:46:42.997 --> 00:46:46.718]  That's the land of the free, home of the brave, not land of the surveilled cowards.
[00:46:47.499 --> 00:46:48.739]  Anything else you'd like to add?
[00:46:48.919 --> 00:46:50.440]  Could Ed pop on for a moment Elaine?
[00:46:51.440 --> 00:46:54.401]  Ed is surrounded by about 13 people right now.
[00:46:54.421 --> 00:46:54.961]  That's fine.
[00:46:54.981 --> 00:46:55.981]  Don't go bother him.
[00:46:56.722 --> 00:47:06.324]  I would like to on my syndicated show tomorrow, maybe in the first 30 minutes of the show, to have you pop in and repeat, recap, and also add any new developments Elaine.
[00:47:06.684 --> 00:47:12.145]  Tell us about a couple of the blogs you have where people can visit and get your side of the story.
[00:47:13.086 --> 00:47:13.466]  Okay.
[00:47:13.966 --> 00:47:14.486]  Same time?
[00:47:14.526 --> 00:47:14.906]  What time?
[00:47:15.526 --> 00:47:17.267]  Yeah, let me just get you guys on at 1230 Eastern, 1130 Central.
[00:47:19.461 --> 00:47:21.182]  Okay.
[00:47:21.462 --> 00:47:22.343]  Fantastic.
[00:47:22.723 --> 00:47:26.726]  And which particular blogs or MySpace accounts are the best for folks to check out?
[00:47:26.786 --> 00:47:32.170]  I haven't been able to get computer access in so long.
[00:47:32.230 --> 00:47:33.190]  I don't even know what's up anymore.
[00:47:33.210 --> 00:47:34.651]  Well, we've got a link to a bunch of them.
[00:47:34.671 --> 00:47:38.754]  Yeah, there's MySpace, of course.
[00:47:38.834 --> 00:47:39.515]  Show me the law.
[00:47:39.635 --> 00:47:40.375]  Show Ed the law.
[00:47:41.096 --> 00:47:41.836]  Make the stand.
[00:47:42.677 --> 00:47:43.457]  I guess those are all...
[00:47:46.140 --> 00:47:51.743]  All right, well Elaine Brown and the ongoing standoff there outside Plainfield, New Hampshire.
[00:47:52.143 --> 00:47:53.064]  Our prayers go with you.
[00:47:53.084 --> 00:47:56.025]  Thank you for joining us.
[00:47:56.486 --> 00:47:58.347]  Absolutely, thank you.
[00:47:58.507 --> 00:47:58.887]  You bet.
[00:47:59.187 --> 00:48:03.029]  There goes Elaine Brown, imagine with the Fed saying they could come in at any time.
[00:48:03.650 --> 00:48:12.275]  And she's up there with supporters from all over the country, but predominantly from Texas because of the hotbed of resistance to tyranny that we see here.
[00:48:13.015 --> 00:48:20.059]  But it's also because this state is in the jaws of the North American Union integration right now, with the traitor Perry visibly destroying our sovereignty.
[00:48:21.100 --> 00:48:25.202]  When we come back, I'm going to get directly into Pat Tillman, ladies and gentlemen.
[00:48:25.663 --> 00:48:31.346]  In fact, let me just start now by reading a few paragraphs from an article that Paul Watson did up on PrisonPlanet.com.
[00:48:32.647 --> 00:48:39.291]  Now, I thought when we first got hacked last night, it was one in the morning when I found out about it, and I called my IT guy and he was up.
[00:48:40.402 --> 00:48:47.876]  And I thought it was this and then I began learning about all the stuff that was happening with the Browns and checking my voicemail and getting on the phone and talking to them.
[00:48:48.437 --> 00:48:51.282]  I thought we'd been hacked when I found out it was a hack because of
[00:48:52.139 --> 00:48:56.181]  This Pat Tillman thing, because we got some threats and big news sites attacking us over it.
[00:48:56.722 --> 00:49:00.084]  Because first off, they lied and said he died literally fighting Bin Laden.
[00:49:00.444 --> 00:49:02.865]  Then it turned out there wasn't any enemy for 50 miles away.
[00:49:03.245 --> 00:49:05.607]  Then it turned out he wasn't 100 yards or 300 yards.
[00:49:05.887 --> 00:49:06.567]  He was 50 yards.
[00:49:06.587 --> 00:49:07.328]  Then it was 20 yards.
[00:49:07.348 --> 00:49:08.148]  Then it was 10 yards.
[00:49:08.508 --> 00:49:10.710]  Then it turns out he said it's Pat Tillman.
[00:49:10.950 --> 00:49:11.930]  They still shot him.
[00:49:12.151 --> 00:49:12.951]  Then they shot him more.
[00:49:12.971 --> 00:49:13.932]  He said it's Pat Tillman.
[00:49:14.172 --> 00:49:14.852]  He put his hand up.
[00:49:14.872 --> 00:49:15.673]  They shot his hand.
[00:49:16.133 --> 00:49:17.834]  And they just walked right up and shot him in the forehead.
[00:49:18.374 --> 00:49:19.135]  And he was fragged.
[00:49:19.175 --> 00:49:19.755]  He was murdered.
[00:49:20.196 --> 00:49:21.056]  That's not Alex Jones.
[00:49:21.076 --> 00:49:22.077]  That's Associated Press.
[00:49:22.397 --> 00:49:23.999]  Hidden right there in the body of the article, Friday.
[00:49:24.719 --> 00:49:26.941]  It had already been the San Francisco Chronicle a year ago.
[00:49:27.061 --> 00:49:30.464]  I talked to Kevin Tillman, his brother.
[00:49:30.524 --> 00:49:33.546]  My producer talked to him at length about a year ago.
[00:49:34.007 --> 00:49:38.810]  He kept saying he'd come on the show and then I guess he got so much heat from the media he ended up changing his number.
[00:49:38.851 --> 00:49:43.054]  We haven't been able to get back in touch with his brother who served with him in the Army Rangers.
[00:49:43.852 --> 00:49:47.995]  But his brother said, yeah, we think they fragged him, we think it came from the top, but that was off record at the time.
[00:49:48.296 --> 00:49:50.838]  Now his mother has come out and said she believes they killed him.
[00:49:51.598 --> 00:49:53.460]  And so we're able to now talk about that.
[00:49:53.900 --> 00:49:55.161]  That the family believes they killed him.
[00:49:56.942 --> 00:50:03.508]  I kind of hinted at that a year ago from our contact with him, but now we have the army coroner saying they believe he was murdered.
[00:50:04.629 --> 00:50:10.053]  Now we have the army colonel above him who first said he was murdered, but then the general who just got demoted
[00:50:10.766 --> 00:50:12.787]  Lost a star, from three stars to two.
[00:50:13.187 --> 00:50:15.128]  He needs to be indicted, court-martialed.
[00:50:16.729 --> 00:50:23.672]  You see, the good ol' boys wrote articles all over the place saying, alright, he got killed in friendly fire, so we lied and said he died fighting Al-Qaeda.
[00:50:23.892 --> 00:50:25.713]  Let's give this hero a good run.
[00:50:25.773 --> 00:50:27.013]  Lying's good!
[00:50:27.374 --> 00:50:32.616]  See, once you start that, the government's going to lie to you about the dollar's worth, or about the stock market, or about inflation.
[00:50:33.922 --> 00:50:36.463]  Or the daycare is going to lie to you about your children, or the school is.
[00:50:36.503 --> 00:50:38.143]  See, lying isn't good.
[00:50:38.443 --> 00:50:41.244]  Somehow you accepted, America, that lying was good.
[00:50:41.564 --> 00:50:43.204]  Lying is not good.
[00:50:44.845 --> 00:50:47.045]  Constantly lying, lying, lying.
[00:50:47.645 --> 00:50:49.166]  Who wants to be around a bunch of liars?
[00:50:49.646 --> 00:50:50.906]  I want to be around truth-tellers.
[00:50:50.926 --> 00:50:54.107]  The point is, society falls apart when you get a bunch of lying.
[00:50:54.527 --> 00:50:57.348]  And I don't mean lying saying your wife looks good in something she doesn't.
[00:50:57.708 --> 00:50:59.968]  I mean lying about serious issues, okay?
[00:51:00.448 --> 00:51:01.429]  That's what I'm talking about.
[00:51:04.104 --> 00:51:06.966]  Because the liars like to say, well, you know, you don't kill your wife.
[00:51:07.006 --> 00:51:08.367]  She looks bad when she does.
[00:51:08.387 --> 00:51:09.748]  And you see, you lie too.
[00:51:09.848 --> 00:51:10.869]  You lie about everything.
[00:51:10.909 --> 00:51:13.090]  No, that's not... That's being polite.
[00:51:13.110 --> 00:51:15.592]  We're talking about lying about serious issues.
[00:51:15.652 --> 00:51:16.553]  It's not acceptable.
[00:51:18.995 --> 00:51:22.637]  And we know... When we start the next hour, I'm going to get into what happened with Jessica Lynch.
[00:51:22.657 --> 00:51:26.220]  Because you've got to understand the history of murders for political purposes.
[00:51:26.680 --> 00:51:27.601]  Then into Pat Tillman.
[00:51:27.921 --> 00:51:29.622]  I've been telling you for two years this was political.
[00:51:29.963 --> 00:51:30.523]  Now it's admitted.
[00:51:31.457 --> 00:51:33.077]  And what is this going to mean as this gets out?
[00:51:33.097 --> 00:51:34.258]  Because they can't shut this down.
[00:51:34.538 --> 00:51:35.498]  They murdered him.
[00:51:35.798 --> 00:51:37.799]  The question is, did it come from an order on top?
[00:51:38.179 --> 00:51:39.779]  Or did his unit decide to frag him?
[00:51:41.060 --> 00:51:43.120]  Well, the unit wouldn't make a decision like that.
[00:51:43.140 --> 00:51:45.281]  It has all the evidence of being covered up at the top.
[00:51:45.641 --> 00:51:49.762]  And so, yeah, 95% chance this came directly from the White House.
[00:51:50.002 --> 00:51:50.582]  We'll be right back.
[00:51:50.902 --> 00:51:55.143]  It's no secret that Genesis Communications Network depends on listeners like you.
[00:51:55.243 --> 00:51:58.044]  Now you can do even more to hear Genesis shows in your area.
[00:51:58.544 --> 00:52:02.565]  Call your local radio stations and tell them about your favorite GCN programs.
[00:52:02.705 --> 00:52:03.225]  It's easy.
[00:52:03.405 --> 00:52:09.926]  Log on to GCNlive.com or call us toll free 877-807-4048.
[00:52:10.006 --> 00:52:10.687]  Make a difference.
[00:52:10.787 --> 00:52:19.368]  Call your local stations and contact us through affiliate relations at GCNlive.com or call 877-807-4048.
[00:52:19.468 --> 00:52:20.129]  Call today.
[00:52:20.149 --> 00:52:24.169]  Are your Federal Reserve notes looking for a safe haven?
[00:52:24.630 --> 00:52:26.450]  Mine found it in precious metals.
[00:52:27.242 --> 00:52:30.423]  Not paper promises, but actual gold in my possession.
[00:52:31.063 --> 00:52:37.545]  It is liquid, it is private, it owes no one, it cannot go bankrupt, and it maintains its purchasing power.
[00:52:38.326 --> 00:52:40.526]  Find your answer at Midas Resources.
[00:52:40.907 --> 00:52:41.347]  That's 1-800-686-2237.
[00:52:41.427 --> 00:52:42.607]  The answer is at 1-800-686-2237.
[00:52:53.500 --> 00:52:56.982]  Prepare yourself for a talk radio interview.
[00:52:57.123 --> 00:53:01.866]  Scrap yourselves in and hold on.
[00:53:02.866 --> 00:53:04.187]  He stands for truth.
[00:53:05.628 --> 00:53:07.469]  He stands for justice.
[00:53:08.830 --> 00:53:10.371]  He stands for what's right.
[00:53:10.792 --> 00:53:13.593]  This is the Alex Jones Show.
[00:53:14.614 --> 00:53:17.436]  Call Alex now, toll free at 877-590-5525.
[00:53:23.044 --> 00:53:29.547]  Now live from Austin, Texas, here's Alex Jones.
[00:53:29.628 --> 00:53:31.609]  Back live, now into the second hour.
[00:53:31.629 --> 00:53:33.389]  We're here every Sunday, 4 to 6 p.m.
[00:53:33.429 --> 00:53:34.430]  Central Standard Time.
[00:53:34.490 --> 00:53:41.554]  If you're listening out in California, that'd be 2 to 4, Mountain, 3 to 5, Eastern, that'd be 5 to 7.
[00:53:41.734 --> 00:53:49.578]  Thank you so much for joining us, and then we repodcast it out and stream it out at mfowars.com for another 24 hours or so for you.
[00:53:51.047 --> 00:53:52.428]  Alright, Pat Tillman murdered.
[00:53:52.468 --> 00:53:54.830]  I've got a lot of global financial news and phone calls.
[00:53:54.850 --> 00:53:58.332]  I've been taking your calls as well that I want to be going over.
[00:53:58.352 --> 00:54:00.054]  But right now, let's talk about Pat Tillman.
[00:54:00.094 --> 00:54:02.195]  I mean, this is a guy making millions of dollars a year.
[00:54:02.816 --> 00:54:03.696]  Very patriotic.
[00:54:03.716 --> 00:54:10.301]  He believed the hubbub, the propaganda about Al-Qaeda attacking us on 9-11.
[00:54:10.782 --> 00:54:11.962]  His brother joined the military.
[00:54:11.983 --> 00:54:13.303]  He said, I'm joining the army too.
[00:54:13.684 --> 00:54:14.805]  He served with distinction.
[00:54:15.825 --> 00:54:16.606]  He was in Iraq.
[00:54:16.966 --> 00:54:17.967]  He was in Afghanistan.
[00:54:17.987 --> 00:54:19.228]  Sent back to Afghanistan.
[00:54:20.337 --> 00:54:24.779]  And he saw the same things that Corey Rhoades, who's the producer of Loose Change, a good friend of mine, saw.
[00:54:25.159 --> 00:54:32.462]  With CNN, I mean, they'd go stage events and claim, we just fought Al-Qaeda, we're going to show all of you firing your grenades and shooting machine guns, and they hadn't fought anybody.
[00:54:32.482 --> 00:54:33.543]  It was just staged.
[00:54:33.563 --> 00:54:37.985]  They would just say, we just killed Al-Qaeda, and would literally stage these events.
[00:54:38.265 --> 00:54:39.125]  Tillman saw that.
[00:54:40.666 --> 00:54:47.189]  Top brass, I mean, generals who weren't under globalist control and colonels went public and said, we would capture top Taliban leaders.
[00:54:47.927 --> 00:54:50.549]  And then we would be ordered to release them.
[00:54:51.069 --> 00:54:53.911]  It was staged, ladies and gentlemen.
[00:54:53.931 --> 00:54:55.893]  I interviewed the CIA section chief at the time.
[00:54:55.933 --> 00:54:57.294]  He was all over the news a few years ago.
[00:54:57.654 --> 00:55:03.278]  He even admitted that the Taliban, there would be rewards of $25,000 for any member of the Taliban.
[00:55:05.760 --> 00:55:14.462]  And so, the Taliban itself would go and grab whole villages of rural people, who literally didn't have maps, had heard of America as some mythical place.
[00:55:14.482 --> 00:55:18.722]  I mean, they've been interviewing these people where they think there's like, you know, it's like Buck Rogers here.
[00:55:18.822 --> 00:55:20.523]  I mean, they don't even know where it is.
[00:55:20.543 --> 00:55:22.963]  I mean, literal cavemen, folks, in Afghanistan.
[00:55:23.123 --> 00:55:27.604]  I'm not knocking them, they're just incredibly... This is more primitive than the most primitive places in Africa.
[00:55:27.944 --> 00:55:28.164]  Okay?
[00:55:28.224 --> 00:55:29.444]  And these people are Stone Age.
[00:55:30.505 --> 00:55:31.625]  The ones outside the cities.
[00:55:33.985 --> 00:55:39.269]  They would tell them, oh, we're having a roast of some free sheep or goats and a side of beef.
[00:55:39.769 --> 00:55:45.634]  They would come down out of the hills and they'd grab them, as young as 10 years of age, and take them to Guantanamo, sell them to the U.S.
[00:55:45.854 --> 00:55:47.135]  for 25 grand apiece.
[00:55:47.195 --> 00:55:49.857]  I mean, that's mainstream news, by the way.
[00:55:49.877 --> 00:55:50.877]  You can go find those accounts.
[00:55:51.638 --> 00:55:53.059]  Totally staged, okay?
[00:55:54.380 --> 00:55:58.002]  They just basically had a staged fight with their old CIA buddies, the Mujahideen.
[00:55:58.022 --> 00:55:58.643]  It wasn't real.
[00:55:59.609 --> 00:56:03.850]  They would take farmers and the goat herders, and that's all there is.
[00:56:03.870 --> 00:56:10.932]  You can either be a soldier, a goat herder, or an opium dealer, grower, and they would take them and just stick them in the front line.
[00:56:10.952 --> 00:56:14.293]  The Northern Alliance would say, we're not allowed to bomb the main lines behind them.
[00:56:14.313 --> 00:56:18.013]  We're only allowed to shell, and the Americans only bomb the front line troops.
[00:56:18.333 --> 00:56:19.474]  Those are conscripts.
[00:56:20.174 --> 00:56:21.214]  Those aren't the Taliban.
[00:56:21.974 --> 00:56:23.475]  It was like, shut your mouth.
[00:56:23.915 --> 00:56:26.835]  This is how we take over a country in two weeks.
[00:56:26.895 --> 00:56:28.896]  The Russians couldn't take over in nine.
[00:56:29.562 --> 00:56:30.943]  And the British could never take over.
[00:56:31.423 --> 00:56:34.085]  They would invade and invade for over a hundred years and be kicked out.
[00:56:34.406 --> 00:56:37.748]  But oh, magically it all worked perfectly!
[00:56:40.150 --> 00:56:42.211]  That's how sophisticated the globalists are.
[00:56:42.231 --> 00:56:44.133]  So Pat Tillman was writing letters about this.
[00:56:44.173 --> 00:56:45.034]  He was getting mad.
[00:56:45.074 --> 00:56:46.535]  He contacted Noam Chomsky.
[00:56:46.835 --> 00:56:49.477]  Misguided, of course, but controlled leftist at MIT.
[00:56:49.517 --> 00:56:50.438]  That might have been his problem.
[00:56:51.178 --> 00:56:53.580]  And he wanted to go public when he got back.
[00:56:53.860 --> 00:56:55.842]  His brother was already writing letters and going public.
[00:56:56.522 --> 00:56:58.904]  And magically, right when he was about to get sent back,
[00:56:59.739 --> 00:57:01.200]  He got shot.
[00:57:01.380 --> 00:57:03.401]  Now they've had to admit it wasn't 300 yards away.
[00:57:03.421 --> 00:57:03.801]  It wasn't 100.
[00:57:04.081 --> 00:57:04.401]  It wasn't 50.
[00:57:04.641 --> 00:57:05.522]  The story gets...no.
[00:57:05.942 --> 00:57:07.523]  It was from about 25 yards away.
[00:57:07.943 --> 00:57:09.004]  They just start shooting him.
[00:57:09.384 --> 00:57:10.504]  And it hits his body armor.
[00:57:10.524 --> 00:57:11.445]  A lot of it goes through.
[00:57:11.825 --> 00:57:12.545]  Shatters ribs.
[00:57:12.565 --> 00:57:13.386]  He falls back.
[00:57:13.826 --> 00:57:14.867]  He's got a couple of his guys.
[00:57:14.887 --> 00:57:16.547]  He's saying, Pat, tell them what's wrong with you.
[00:57:16.827 --> 00:57:17.568]  They keep shooting.
[00:57:17.608 --> 00:57:18.308]  He jumps up again.
[00:57:18.408 --> 00:57:18.788]  Stop!
[00:57:19.069 --> 00:57:19.969]  They shoot at him again.
[00:57:20.449 --> 00:57:21.510]  He falls down again.
[00:57:21.530 --> 00:57:22.890]  He puts his hand up.
[00:57:22.910 --> 00:57:23.671]  They shoot at his hand.
[00:57:24.671 --> 00:57:25.591]  This is the full story.
[00:57:26.011 --> 00:57:26.732]  Bloody pulp.
[00:57:26.792 --> 00:57:30.212]  They walk right up and shoot him three times, in the head, triple tap.
[00:57:30.572 --> 00:57:33.373]  I mean, an inch and a half away with a triple burst M16, folks.
[00:57:34.473 --> 00:57:43.855]  The best shots out there with a triple burst at, you know, any more than 20 or 30 yards, it's going to be wider than an inch and a half, because of the way the cartridge is loaded.
[00:57:43.875 --> 00:57:47.056]  And I've looked at the dynamics on this, and I'm son of a shooter myself.
[00:57:48.356 --> 00:57:53.597]  The way it's gas powered from the energy of the last shell,
[00:57:54.671 --> 00:57:58.040]  being expended that that you get serious wobble
[00:57:58.832 --> 00:58:05.017]  And you're going to get muzzle rise even with the coolest shooter who knows how to run a relaxed fashion fire.
[00:58:05.717 --> 00:58:11.822]  And that's why the forensics experts in the Army were then told to shut up and the coroner said 10 yards.
[00:58:11.922 --> 00:58:13.964]  Actually, the report says less than 10 yards.
[00:58:14.444 --> 00:58:19.368]  Less than 10 yards away, perfect triple tap with expert precision.
[00:58:19.568 --> 00:58:22.650]  Delta Force type precision because he was wearing a heavy Kevlar helmet.
[00:58:22.870 --> 00:58:25.112]  Folks, they shot him right above the eyes.
[00:58:25.532 --> 00:58:27.414]  Triple shot right in the forehead.
[00:58:28.215 --> 00:58:31.037]  Right below the helmet.
[00:58:31.557 --> 00:58:34.099]  I mean, whoever this was knew exactly how to kill him.
[00:58:34.780 --> 00:58:36.661]  I mean, they did an excellent job.
[00:58:37.341 --> 00:58:42.164]  And they'd already shot the living daylights, you know, they sprayed him, and he fell down, they tried to get back up, they shot him again.
[00:58:42.445 --> 00:58:45.267]  He'd been shot over and over again by the time they had their way with him.
[00:58:45.547 --> 00:58:49.710]  Because they were not going to let a former NFL star come back and badmouth this war.
[00:58:49.930 --> 00:58:50.630]  He was going to die.
[00:58:50.970 --> 00:58:51.571]  And he did die.
[00:58:51.951 --> 00:58:57.074]  Now, you could say, well, his unit was jealous of him and tragged him because he would, you know,
[00:58:58.240 --> 00:58:59.401]  You know, try to push him harder.
[00:58:59.461 --> 00:59:01.742]  He actually wanted to... He found it was a staged event.
[00:59:01.922 --> 00:59:03.863]  He said, this war is totally illegal.
[00:59:03.883 --> 00:59:04.983]  This whole thing is a fraud.
[00:59:05.283 --> 00:59:07.544]  The info we've got is he's starting to look into 9-11 Truth.
[00:59:07.844 --> 00:59:08.845]  He wasn't a dumb guy.
[00:59:09.885 --> 00:59:10.946]  And he had convictions.
[00:59:11.466 --> 00:59:13.887]  Can you imagine Pat Tillman as a 9-11 Truth-er?
[00:59:14.427 --> 00:59:14.607]  No.
[00:59:15.528 --> 00:59:16.328]  They killed him, folks.
[00:59:16.828 --> 00:59:18.029]  You can read the letters he wrote home.
[00:59:18.049 --> 00:59:19.269]  They're on PrisonPlanet.com.
[00:59:19.790 --> 00:59:21.010]  I mean, it's incredible stuff.
[00:59:21.490 --> 00:59:22.151]  And so they killed him.
[00:59:23.591 --> 00:59:27.093]  And 95% chance... I mean, it's very low probability that he was fragged.
[00:59:28.010 --> 00:59:29.071]  Uh, by his unit alone.
[00:59:29.231 --> 00:59:31.673]  And it looks like special experts were sent in to do this.
[00:59:32.554 --> 00:59:36.377]  And, uh, the whole thing's been a giant cover-up, and now it's unraveling.
[00:59:37.178 --> 00:59:41.101]  And, uh, this is very, very serious.
[00:59:41.621 --> 00:59:48.347]  Now, on the heels of all of this, go read our report at PrisonPlanet.com, made up of the AP, made up of the actual reports, most of it blacked out.
[00:59:49.067 --> 00:59:51.009]  Uh, just the stuff we have is, is, uh,
[00:59:51.772 --> 00:59:54.215]  I mean, we have the colonels saying they believed it was homicide.
[00:59:54.235 --> 00:59:56.798]  They believed it was premeditated murder.
[00:59:56.978 --> 00:59:57.659]  And he was relieved.
[00:59:57.859 --> 00:59:58.119]  Uh-uh.
[00:59:58.479 --> 01:00:00.402]  They brought in special people.
[01:00:01.843 --> 01:00:03.605]  The whole thing was shut down within hours.
[01:00:03.986 --> 01:00:04.987]  I mean, this was a big deal.
[01:00:07.329 --> 01:00:13.336]  When we break, I'm going to come back and play a clip of Countdown with Keith Oberman, where he had Wesley Clark on.
[01:00:14.011 --> 01:00:19.774]  And I'm no fan of Rhodes Scholar, New World Order, attack Serbia, Highway of Death, Wesley Clark, Waco fame.
[01:00:19.794 --> 01:00:22.095]  He sent in the Delta Force to kill the Davidians.
[01:00:22.115 --> 01:00:27.117]  And we now have that in the congressional report, the Delta Force letter, where they said, okay, we'll follow orders to go in.
[01:00:27.917 --> 01:00:29.798]  And they said, this is a non-arrest situation.
[01:00:30.138 --> 01:00:31.419]  This is a seek and destroy op.
[01:00:32.219 --> 01:00:37.502]  They went in, placed the charge over the church records vault, the one concrete structure where the 30 children were in.
[01:00:38.169 --> 01:00:39.270]  It blew the hole in.
[01:00:39.490 --> 01:00:40.610]  We have the forensic photos.
[01:00:41.151 --> 01:00:43.332]  The children were turned into absolute splattered soup.
[01:00:43.352 --> 01:00:44.992]  I mean, they were literally soup in there.
[01:00:45.473 --> 01:00:48.114]  They didn't even burn when the building burned down because it was a concrete vault.
[01:00:49.855 --> 01:00:51.536]  That's what infantry do.
[01:00:51.816 --> 01:00:59.960]  You go in, you put a satchel explosive with a shape charge on the roof, and it directs all that energy into a confined space and just totally splattered everyone into jelly.
[01:01:00.726 --> 01:01:02.667]  Then they, uh, people try to get out the back.
[01:01:02.727 --> 01:01:03.668]  You've got the flare footage.
[01:01:03.708 --> 01:01:04.348]  They're sitting there.
[01:01:04.408 --> 01:01:07.230]  Infantry positions behind the Bradley vehicles.
[01:01:07.290 --> 01:01:08.130]  Machine gunning people.
[01:01:08.490 --> 01:01:10.471]  You see the Christmas tree flashes off the end of their muzzles.
[01:01:10.672 --> 01:01:11.412]  You see them moving out.
[01:01:11.432 --> 01:01:14.033]  You see them firing incendiary devices into the structure.
[01:01:14.774 --> 01:01:15.774]  Excellent Delta Force op.
[01:01:16.775 --> 01:01:18.116]  Uh, good job men.
[01:01:18.776 --> 01:01:20.077]  So, uh, the Americans murdered.
[01:01:20.137 --> 01:01:20.637]  Good job.
[01:01:20.697 --> 01:01:22.158]  They'll certainly learn next time.
[01:01:22.956 --> 01:01:25.157]  And we see the same thing here.
[01:01:25.757 --> 01:01:28.858]  So Clark and Overman start talking about, well, the mother thinks he's been murdered.
[01:01:29.158 --> 01:01:29.799]  Could it be murder?
[01:01:29.819 --> 01:01:31.359]  And Clark says, yeah, it could be.
[01:01:31.399 --> 01:01:33.660]  The cover-up looks like it goes all the way to the top.
[01:01:34.360 --> 01:01:35.721]  They say it three separate times.
[01:01:35.741 --> 01:01:36.861]  Well, actually, four times.
[01:01:37.341 --> 01:01:38.242]  Overman says it twice.
[01:01:38.282 --> 01:01:38.962]  He says it twice.
[01:01:39.362 --> 01:01:45.204]  And WorldNetDaily does a cover story attacking me, saying it doesn't exist.
[01:01:45.885 --> 01:01:52.007]  They just flat out said there was no discussion of murder and no discussion of it going to the top on MSNBC.
[01:01:53.278 --> 01:01:54.119]  Or in the AP.
[01:01:54.219 --> 01:01:56.340]  I mean, they just... I don't know what to say.
[01:01:56.360 --> 01:01:57.861]  I have a love-hate relationship with Roland Daly.
[01:01:57.881 --> 01:02:01.263]  I interview a lot of their writers like Jerome Corsi and others about the North American Union.
[01:02:01.303 --> 01:02:03.024]  They're not as bad as some of the other neocon sites.
[01:02:03.325 --> 01:02:04.545]  They'll tell the truth on some issues.
[01:02:05.046 --> 01:02:08.388]  But, I mean, they already had to retract two stories about us last year.
[01:02:08.408 --> 01:02:10.249]  I mean, we made them retract stories.
[01:02:10.589 --> 01:02:11.230]  That's in the article.
[01:02:11.730 --> 01:02:13.631]  I mean, and they get real mad each time.
[01:02:13.671 --> 01:02:17.214]  I mean... I'm not even going to call for a retraction this time.
[01:02:17.234 --> 01:02:18.094]  I don't want to fight with them.
[01:02:18.614 --> 01:02:19.795]  I want them to join the team.
[01:02:20.656 --> 01:02:22.357]  I mean, I want to defeat the New World Order here.
[01:02:23.075 --> 01:02:24.376]  Come in for the big win, boys!
[01:02:25.056 --> 01:02:26.837]  I mean, you've really fallen on your face again.
[01:02:26.857 --> 01:02:34.321]  Maybe the hack will shut me up, but, uh, it says the World Net Daily attempts to debunk Tillman murder of evidence as leftist conspiracy theory.
[01:02:35.021 --> 01:02:35.601]  Huh, yeah.
[01:02:35.942 --> 01:02:37.722]  I'm about as leftist as, uh, Easter Bunny.
[01:02:38.403 --> 01:02:42.105]  Uh, ladies and gentlemen, I'm about as leftist as... George Washington.
[01:02:42.125 --> 01:02:42.685]  We'll be right back.
[01:02:55.314 --> 01:03:00.760]  It's here, after a year in production and traveling to distant lands, my new film Terror Storm is complete.
[01:03:01.140 --> 01:03:08.808]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[01:03:09.474 --> 01:03:16.537]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[01:03:16.937 --> 01:03:28.361]  Terror Storm chronicles the lies that took us to war in Iraq, a White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[01:03:28.661 --> 01:03:32.202]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[01:03:32.623 --> 01:03:34.563]  It's an anthology of government crimes.
[01:03:34.883 --> 01:03:38.665]  Terror Storm is a film that everyone who wants to be truly informed must see.
[01:03:39.325 --> 01:03:51.254]  Get your copy today on InfoWars.com or PrisonPlanet.com or by calling toll-free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv.
[01:03:52.695 --> 01:03:56.518]  As many people know, ever since President Nixon took us up the gold standard, the U.S.
[01:03:56.558 --> 01:03:57.819]  dollar has been devaluating.
[01:03:57.979 --> 01:04:01.542]  What people don't know, however, is how this directly affects your personal finances.
[01:04:01.842 --> 01:04:04.364]  Is there a way to prevent your portfolios from losing value?
[01:04:04.764 --> 01:04:06.485]  The answer to all of this is gold and silver.
[01:04:07.466 --> 01:04:07.987]  We're good to go.
[01:04:27.950 --> 01:04:30.412]  Call me, John Ballman, today at 1-800-686-2237, extension 169.
[01:04:30.492 --> 01:04:33.374]  Get all your questions answered before your money is worth zero.
[01:04:33.434 --> 01:04:34.175]  Call 1-800-686-2237, extension 169.
[01:04:34.215 --> 01:04:36.917]  Take action today while we still accept paper dollars for gold.
[01:04:36.937 --> 01:04:37.557]  That's 1-800-686-2237, extension 169.
[01:04:53.263 --> 01:04:57.106]  Did you know that the water you drink every day can be even more beneficial to your health?
[01:04:57.366 --> 01:05:01.228]  I'm not talking so-called enriched water, but I'm talking about electrolyzed water.
[01:05:01.609 --> 01:05:06.612]  RPA Biotech is an amazing American company that provides unique technology to transform water.
