[00:00:00.109 --> 00:00:01.590]  A really good idea.
[01:39:02.483 --> 01:39:05.524]  And outside, they blow up two cars.
[01:39:05.524 --> 01:39:08.085]  Now, they didn't tell anyone they were doing this drill.
[01:39:10.023 --> 01:39:11.764]  People in the town are running around scared.
[01:39:11.764 --> 01:39:13.866]  There's an HEB 300 yards away.
[01:39:13.866 --> 01:39:15.607]  I'm over in their parking lot.
[01:39:15.607 --> 01:39:17.549]  Later in the afternoon, I go, what do you think happened?
[01:39:17.549 --> 01:39:19.070]  Oh, some kind of terrorist thing.
[01:39:19.070 --> 01:39:21.351]  Because the public's really stupid, folks.
[01:39:21.351 --> 01:39:23.293]  They just hear there's some terrorist thing.
[01:39:24.409 --> 01:39:27.770]  Now, at the end of the drill, he said, oh, this has been a really good drill.
[01:39:27.770 --> 01:39:29.570]  They've got helicopters landing.
[01:39:29.570 --> 01:39:33.011]  They've got army out there with bomb robots.
[01:39:33.011 --> 01:39:35.151]  They march over and tell us, turn our cameras off.
[01:39:35.151 --> 01:39:37.332]  You're the ones that have videotaped us before.
[01:39:37.332 --> 01:39:45.013]  Yeah, when they're out there, again, they ran a checkpoint on I-35 on the day before Thanksgiving, 1998.
[01:39:45.013 --> 01:39:46.373]  We got this on tape.
[01:39:46.373 --> 01:39:49.574]  This is just the stuff we're getting, okay?
[01:39:49.574 --> 01:39:51.975]  This is how we knew they were going to launch real attacks.
[01:39:51.975 --> 01:39:53.855]  Their whole culture is going to be about this.
[01:39:55.402 --> 01:40:00.244]  So a lot of you have actually seen this.
[01:40:00.244 --> 01:40:12.688]  And uh... Lieutenant Best of Belton walks over to Mike Hanson again and says, turn your camera off.
[01:40:12.688 --> 01:40:15.709]  Turn your camera off.
[01:40:15.709 --> 01:40:17.650]  And Mike says, no.
[01:40:17.650 --> 01:40:21.291]  And there's regular army running around covering up their faces.
[01:40:21.291 --> 01:40:23.052]  And we later interviewed the people on the bus.
[01:40:23.052 --> 01:40:24.012]  We found out what happened.
[01:40:24.657 --> 01:40:32.002]  They told them it was a real terrorist search, and they told them that they had word that there were bombs on the bus.
[01:40:32.002 --> 01:40:34.064]  And by the way, this was on the news that day.
[01:40:34.064 --> 01:40:35.365]  Might have been bombs.
[01:40:35.365 --> 01:40:49.795]  Turned out it was totally rigged with Greyhound, totally rigged with the company, the whole thing was a setup, and they kept those people there for eight hours, while three different teams did a drill, practicing going over the vehicle.
[01:40:50.828 --> 01:41:00.230]  Boy, you better not pull me over for some 8-hour drill and you lying crooks, and then sit there and tell everybody it's real!
[01:41:00.230 --> 01:41:09.031]  Now see, the more I sit here talking about this, I'll start remembering more and more of the things I've witnessed, the things I've seen.
[01:41:09.031 --> 01:41:14.852]  And man, I don't have to read about the hundreds of cases around the country where they've done the exact same thing or worse.
[01:41:14.852 --> 01:41:15.952]  I live it!
[01:41:15.952 --> 01:41:20.193]  I can go up to a FEMA camp for families north of me, 20 miles north of me.
[01:41:22.063 --> 01:41:27.807]  I can go down the street and show you microphones on the cameras put in in 98.
[01:41:27.807 --> 01:41:28.527]  We've been here.
[01:41:28.527 --> 01:41:29.608]  We've been at the checkpoints.
[01:41:29.608 --> 01:41:31.729]  We've been here at the fake nuclear spills.
[01:41:31.729 --> 01:41:35.892]  Hey man, we're living it, okay?
[01:41:35.892 --> 01:41:36.913]  We're living it.
[01:41:36.913 --> 01:41:42.717]  We're living losses at this terrorist gangs of Mexican troops assassinating people right here in Austin.
[01:41:42.717 --> 01:41:43.397]  We're living it.
[01:41:43.397 --> 01:41:44.538]  We're living the dream, baby.
[01:41:48.035 --> 01:42:01.965]  I mean, what has gotten into somebody in the Army's brain that they think they can walk up to us in downtown Belton, walk up to me, and tell me to shut my camera off?
[01:42:01.965 --> 01:42:06.549]  We told them, we're not shutting anything off!
[01:42:06.549 --> 01:42:08.730]  Well, you're the ones that filmed us before!
[01:42:08.730 --> 01:42:10.892]  That's right, we're the ones that filmed you before!
[01:42:10.892 --> 01:42:15.295]  And we'll keep filming you when you're out terrorizing people, anytime we feel like it!
[01:42:18.840 --> 01:42:22.221]  And there's nothing you can do about it because we don't care what you do to us!
[01:42:22.221 --> 01:42:27.223]  I don't care!
[01:42:27.223 --> 01:42:27.863]  You understand?
[01:42:27.863 --> 01:42:29.123]  I'm sick of it!
[01:42:29.123 --> 01:42:30.224]  I'm tired of it!
[01:42:30.224 --> 01:42:31.444]  I'm tired of your scams!
[01:42:31.444 --> 01:42:34.265]  I'm tired of it!
[01:42:34.265 --> 01:42:37.626]  Your boss has killed 3,000 people on 9-11!
[01:42:37.626 --> 01:42:43.428]  I'm pretty mad about it!
[01:42:43.428 --> 01:42:47.049]  And I'm tired of having to watch killers on TV pose as our saviors.
[01:42:48.183 --> 01:42:48.843]  I'm digressing.
[01:42:48.843 --> 01:42:59.645]  Remember in the late 90's every federal building in the country, and by that's a figure of speech, I mean it was hundreds of reports.
[01:42:59.645 --> 01:43:04.206]  They were always getting yellow or white powder that would say anthrax on it.
[01:43:04.206 --> 01:43:09.067]  And not in every case, but in quite a few would come out later, oh that was a drill testing readiness.
[01:43:09.067 --> 01:43:11.888]  They'd terrorize all those weak minded chicken brains.
[01:43:14.938 --> 01:43:17.640]  You ever seen how a chicken, when it's scared, runs around bouncing into things?
[01:43:17.640 --> 01:43:19.662]  Well, that's what they are, a bunch of chicken brains.
[01:43:19.662 --> 01:43:21.083]  Little stupid chicken brains.
[01:43:21.083 --> 01:43:23.124]  Again, they were mind-controlling them.
[01:43:23.124 --> 01:43:25.846]  They were re-educating them for fear.
[01:43:25.846 --> 01:43:34.313]  Because there's no real terror threat, but you've got to get them all scared to circle the wagons, so they'll be more against the people.
[01:43:34.313 --> 01:43:41.538]  And so the feds send around all over the country this powder, so the chicken brains will run around bumping into each other.
[01:43:45.020 --> 01:43:46.820]  So the chicken brains will live in fear.
[01:43:46.820 --> 01:43:51.461]  And they do the same thing here at everybody in Austin, a bunch of chicken brains.
[01:43:51.461 --> 01:43:56.082]  Well, they have fake nuclear spills, and hell, it scared me and my woman!
[01:43:56.082 --> 01:43:57.783]  Very dangerous nuclear spill.
[01:43:57.783 --> 01:43:59.943]  Austin may have to be evacuated.
[01:43:59.943 --> 01:44:01.224]  I-35 shut down.
[01:44:01.224 --> 01:44:08.585]  But I said, we gotta go cover this, because they say the Army's gonna be out there, and I smell a big, fat, gigantic, stinking rat.
[01:44:08.585 --> 01:44:12.346]  And there was a big, fat, gigantic, stinking rat when we got to the end of it.
[01:44:13.323 --> 01:44:20.445]  And you know, if you or I announced there was a nuclear spill, boy, we'd be clapped in iron so fast and we'd be under the jail when we should be!
[01:44:20.445 --> 01:44:25.106]  That's yelling fire in a theater, baby!
[01:44:25.106 --> 01:44:27.747]  But they do it, and it's cute!
[01:44:27.747 --> 01:44:34.509]  Oh, well, we want to... And they said we want to get you ready for this type of thing and test our response!
[01:44:35.595 --> 01:44:37.795]  See, because they live by different rules.
[01:44:37.795 --> 01:44:40.616]  And of course, the fools, who it's their whole job.
[01:44:40.616 --> 01:44:48.738]  Imagine these people, these hazmat teams, sitting around, no real job, no real threat, there's never going to be a bio-attack, there's never going to be anything real happen.
[01:44:48.738 --> 01:44:50.478]  Statistically, it's never going to happen.
[01:44:50.478 --> 01:44:52.238]  By never, it'll never happen in their area.
[01:44:52.238 --> 01:44:56.139]  It might happen once every ten years somewhere else.
[01:44:56.139 --> 01:45:04.101]  But they're going to spend hundreds of billions of dollars on this, they already have, and so there's got to be at least the perception that this is going on.
[01:45:05.974 --> 01:45:09.355]  And so coast-to-coast, border-to-border, they have drills everywhere.
[01:45:09.355 --> 01:45:16.218]  I mean, they blew up some cars in Belton to terrorize the population, and we went and caught on tape.
[01:45:16.218 --> 01:45:22.740]  I remember up in Seattle three years ago when they blew up a bunch of buses and trains, and I saw it on the news.
[01:45:22.740 --> 01:45:25.081]  It was like the surface of a war ground.
[01:45:25.081 --> 01:45:28.182]  It looked like Berlin being invaded by the Soviets.
[01:45:30.516 --> 01:45:41.906]  I mean, it's like 15 blocking buses and fire shooting out and blown up trains and troops and guys in hazmat gear and smoke billowing out of the city of Seattle.
[01:45:41.906 --> 01:45:45.750]  They did some big thing in Chicago, burning vehicles.
[01:45:45.750 --> 01:45:49.874]  If I had the money to staff the crew, we'd be at all these events showing you this.
[01:45:49.874 --> 01:45:51.055]  And what do these drills do?
[01:45:51.055 --> 01:45:54.558]  They train you to the perception.
[01:45:56.181 --> 01:46:02.249]  The average person sees those burning trucks and sees those events as real.
[01:46:02.249 --> 01:46:07.575]  At the subconscious level, the brain is going, man, that's scary, because it is real burning vehicles.
[01:46:07.575 --> 01:46:08.637]  It is real troops.
[01:46:08.637 --> 01:46:12.261]  It is real people in hazmat suits.
[01:46:12.261 --> 01:46:15.145]  And all the children nationally see that.
[01:46:16.408 --> 01:46:23.433]  And then the children in the town see it, but they look out their back windows at school, and they get to see the smoke rising.
[01:46:23.433 --> 01:46:26.355]  They get to see army helicopters flying around.
[01:46:26.355 --> 01:46:28.876]  All meant to train them!
[01:46:28.876 --> 01:46:30.157]  You see?
[01:46:30.157 --> 01:46:32.419]  It's the exact same thing with terrorizing children.
[01:46:32.419 --> 01:46:35.461]  We need to write a story on this, integrate all this together.
[01:46:35.461 --> 01:46:42.465]  From coast to coast, border to border, there are federal grants where 5, 6, 7, 8, 9, 10, and 11 year olds, I mean they do it to elementary students,
[01:46:44.369 --> 01:46:49.792]  Are sitting there and all of a sudden the door is literally kicked open.
[01:46:49.792 --> 01:46:53.815]  In some cases the cops get so out of control they actually knock doors off engines.
[01:46:53.815 --> 01:46:55.236]  This would intimidate a full grown man.
[01:46:55.236 --> 01:46:58.998]  I mean, if I was sitting there and the door suddenly kicked open, I'd have an adrenaline rush.
[01:46:58.998 --> 01:47:03.881]  And it was a guy with a black ski mask and there might even be a little squirt involved, you know?
[01:47:04.947 --> 01:47:07.648]  All that is, is your body getting jazzed up and ready for something.
[01:47:07.648 --> 01:47:20.655]  Can you imagine some seven-year-old guys running, screaming, with black helmets and masks, pointing guns at kids, and the kids are pooping themselves, peeing on themselves, and they drag them out to the hallways, and it goes on for two hours, and kids are collapsing, freaking out?
[01:47:20.655 --> 01:47:26.998]  I mean, that is serious, hardcore abuse!
[01:47:26.998 --> 01:47:31.560]  And the police chief gets up and goes, well, we got a federal grant, and I call up the principal,
[01:47:32.555 --> 01:47:37.019]  And he's all, yeah, I'm a former colonel, what do you got a problem with our police?
[01:47:37.019 --> 01:47:39.581]  This is how we get our children ready for the real world.
[01:47:39.581 --> 01:47:40.541]  I think it's good.
[01:47:40.541 --> 01:47:51.730]  I mean, these people, man, their brains, their souls, their common sense, took a vacation and never came back a long time ago.
[01:47:51.730 --> 01:47:59.036]  Feds have drills where they throw fake blood on the kids, and I got video of this, and tell them homeschoolers are coming to kill them.
[01:47:59.036 --> 01:48:00.437]  That's called mind control, folks.
[01:48:01.343 --> 01:48:03.524]  And they do it everywhere.
[01:48:03.524 --> 01:48:12.788]  And so it's gotten to the point with the mind control that Austin cops see a couple dead pigeons, man, they start total fear and cops start collapsing.
[01:48:12.788 --> 01:48:18.431]  And this may be stage two, they just got to just tell the media one or two cops didn't feel well.
[01:48:18.431 --> 01:48:20.332]  Because cops have staged this in the past here.
[01:48:21.738 --> 01:48:23.358]  I don't know if this one's staged.
[01:48:23.358 --> 01:48:24.479]  Probably isn't.
[01:48:24.479 --> 01:48:31.100]  Once you stage it a few times, then other people start buying into the mass hypnosis.
[01:48:31.100 --> 01:48:34.561]  They start buying into the suggestion.
[01:48:34.561 --> 01:48:40.622]  And, uh, one report says two cops, one says three, one had to be helped to an ambulance.
[01:48:40.622 --> 01:48:43.082]  I mean, this is ridiculous.
[01:48:43.082 --> 01:48:49.824]  Somebody poisoned pigeons, and now they shut down part of downtown for, I don't know, 3 a.m.
[01:48:49.824 --> 01:48:50.744]  to noon?
[01:48:50.744 --> 01:48:51.364]  How long is that?
[01:48:52.859 --> 01:48:55.642]  And there's all this fear.
[01:48:55.642 --> 01:49:01.647]  And that shows us land of the cowardly, pathetic, jump-at-their-own-shadow Americans.
[01:49:01.647 --> 01:49:17.642]  But hell, it's ten years of fake anthrax letters and real anthrax letters, which the Feds did as well, and fake bio-attacks and all of this stuff, to continue the illusion that there's this real threat looming on the horizon any moment.
[01:49:21.897 --> 01:49:32.566]  To wear some dead pigeons causes a whole city to be gripped in fear and people keeping their children home from school.
[01:49:32.566 --> 01:49:36.889]  This is a journey into slavery!
[01:49:36.889 --> 01:49:41.953]  Now Paul Watson wrote a story last week about how you got a better chance of being struck by lightning than dying by terror.
[01:49:41.953 --> 01:49:43.895]  And that's even when you factor the 3,000 dead of a 9-11 in.
[01:49:43.895 --> 01:49:44.515]  You take that 3,000 out,
[01:49:48.451 --> 01:49:52.875]  It's numbers close to two lightning strikes.
[01:49:52.875 --> 01:49:56.157]  They struck by lightning twice.
[01:49:56.157 --> 01:50:06.185]  I mean, you got six and a half billion people, and a couple hundred a year would die of terrorism previously.
[01:50:06.185 --> 01:50:13.130]  They love terrorism, though, because it's an undefinable enemy that can never be defeated.
[01:50:13.130 --> 01:50:14.571]  So, I've said my piece.
[01:50:17.060 --> 01:50:30.302]  They had the 6th WMD Civil Support Team, the Texas National Guard Unit, created in 99 to respond to terrorist incidents involving weapons of mass destruction.
[01:50:30.302 --> 01:50:39.404]  You read the actual documents, there's a group of regular army that assists in warrant service on a routine basis, but covertly out of military uniform.
[01:50:39.404 --> 01:50:43.005]  The FBI pulled up in the Temple thing with Lt.
[01:50:43.005 --> 01:50:43.785]  Vest that time.
[01:50:44.697 --> 01:50:51.543]  And the FBI agent gave an eyes only document to Mike instead of the public one, like a moron.
[01:50:51.543 --> 01:50:53.025]  That's why we have it up on InfoWars.com.
[01:50:53.025 --> 01:50:59.270]  You can go read what they're really doing if you'd like.
[01:50:59.270 --> 01:51:01.012]  But this one's just off their website.
[01:51:01.012 --> 01:51:03.994]  This is linked in the Houston Chronicle article.
[01:51:03.994 --> 01:51:10.400]  About active duty soldiers, airmen, who maintain an alert posture 24 hours a day, 7 days a week.
[01:51:10.400 --> 01:51:11.521]  Yeah, they're out at Berkscom.
[01:51:15.726 --> 01:51:21.533]  They've got C-130 aircraft and helicopters, FBI, EPA, FEMA.
[01:51:21.533 --> 01:51:24.877]  They work with fire, police, EMS.
[01:51:24.877 --> 01:51:26.359]  Yeah, guys.
[01:51:26.359 --> 01:51:27.561]  What a joke.
[01:51:27.561 --> 01:51:30.184]  You got a sticky on the border if you wanted to do some real good.
[01:51:32.856 --> 01:51:38.781]  Hey ladies, if you love to shop, then visit HerbalHealer.com to browse through their online catalog.
[01:51:38.781 --> 01:51:44.406]  You'll find thousands of effective, alternative, and natural products for you and the whole family.
[01:51:44.406 --> 01:51:49.411]  Besides the amazing products you'll find, this shopping is guilt-free because you're investing in your health.
[01:51:49.491 --> 01:51:50.032]  I think so.
[01:52:09.892 --> 01:52:11.513]  Relax after a long day.
[01:52:11.513 --> 01:52:14.855]  Want to learn more for yourself and to help others in the future?
[01:52:14.855 --> 01:52:17.356]  Join the Herbal Healer Correspondent Program.
[01:52:17.356 --> 01:52:20.417]  You can work at your own pace from the comfort of your own home.
[01:52:20.417 --> 01:52:24.559]  This accredited exciting program can help you gain skills and knowledge.
[01:52:24.559 --> 01:52:27.101]  Can you believe you can find all this at one stop?
[01:52:27.101 --> 01:52:28.962]  HerbalHealer.com.
[01:52:28.962 --> 01:52:31.583]  Celebrating 18 years of dedication.
[01:52:35.698 --> 01:52:39.200]  It's here, after a year in production and traveling to distant lands.
[01:52:39.200 --> 01:52:41.501]  My new film Terror Storm is complete.
[01:52:41.501 --> 01:52:49.164]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[01:52:49.853 --> 01:52:57.299]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[01:52:57.299 --> 01:53:09.049]  Terror Storm chronicles the lies that took us to war in Iran, the White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[01:53:09.049 --> 01:53:13.012]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[01:53:13.012 --> 01:53:15.254]  It's an anthology of government crimes.
[01:53:15.254 --> 01:53:19.097]  Terror Storm is a film that everyone who wants to be truly informed must see.
[01:53:19.697 --> 01:53:27.023]  Get your copy today at InfoWars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv
[01:53:32.552 --> 01:53:34.734]  Dad, can we stop?
[01:53:34.734 --> 01:53:36.675]  We need to go to the bathroom.
[01:53:36.675 --> 01:53:37.276]  What?
[01:53:37.276 --> 01:53:38.057]  Again?
[01:53:38.057 --> 01:53:39.758]  We just stopped two hours ago.
[01:53:39.758 --> 01:53:44.402]  Honey, let's stop, because I gave the kids their Spark Berkey water bottles.
[01:53:44.402 --> 01:53:45.903]  Why did you do that?
[01:53:45.903 --> 01:53:51.988]  Because they can't drink and talk at the same time, and that way we don't have to listen to them singing, Are we there yet?
[01:53:51.988 --> 01:53:53.129]  Are we there yet?
[01:53:53.129 --> 01:53:54.450]  for the entire trip.
[01:53:54.450 --> 01:53:56.612]  Hmm, I didn't think about that.
[01:53:57.112 --> 01:53:58.414]  Great idea!
[01:53:58.414 --> 01:54:01.356]  Yeah, and it's cheap entertainment for the kids!
[01:54:01.356 --> 01:54:04.039]  Bottled water costs around 75 cents a bottle.
[01:54:04.039 --> 01:54:08.703]  And using our Berkey Sport Bottles, it costs us less than two and a half cents per refill.
[01:54:08.703 --> 01:54:09.024]  Honey!
[01:54:09.835 --> 01:54:11.476]  You're terrific!
[01:54:11.476 --> 01:54:13.077]  Oh honey, so are you!
[01:54:13.077 --> 01:54:16.759]  You're the one that bought the family our Sport Berkey Water Bottles!
[01:54:16.759 --> 01:54:18.060]  Now can we stop?
[01:54:18.060 --> 01:54:19.081]  I need to go too.
[01:54:19.081 --> 01:54:23.584]  Get your Berkey Sport Purification Bottle for only $39 by calling New Millennium at 888-803-4438.
[01:54:23.584 --> 01:54:25.485]  That's 888-803-4438 or order on the web at berkeywater.com.
[01:54:36.169 --> 01:54:40.059]  Day after day, alone on a hill
[01:54:42.907 --> 01:54:49.029]  The man with the foolish grin is keeping perfectly still.
[01:54:49.029 --> 01:54:52.591]  But nobody wants to know him.
[01:54:52.591 --> 01:54:56.452]  They can see that he's just a fool.
[01:54:56.452 --> 01:54:59.153]  And he never gives an answer.
[01:54:59.153 --> 01:55:08.577]  But the fool on the hill sees the sun going down and the eyes in his head.
[01:55:13.122 --> 01:55:16.565]  All right, welcome back.
[01:55:16.565 --> 01:55:22.472]  We're going to go to Roger and Linda and Rick and Rob and everybody here in a moment.
[01:55:22.472 --> 01:55:30.821]  They had some type of gas leak or some stench, which the police are now saying wasn't even a gas leak, probably some big sewer leak or something.
[01:55:31.765 --> 01:55:35.006]  And everybody thought it was Al-Qaeda, was running around in fear and not going to work.
[01:55:35.006 --> 01:55:40.388]  And the government had to say, oh no, it's okay, it's not Al-Qaeda.
[01:55:40.388 --> 01:55:43.390]  See, just everything's Al-Qaeda now, because Jack Bauer says so.
[01:55:43.390 --> 01:55:51.233]  Because every major TV show that's a drama is about how you torture people and it's good, and secret police are good, and there's terrorists everywhere.
[01:55:51.233 --> 01:55:59.196]  But in the real world, our borders are wide open and they're giving the illegals amnesty, and major pizza chains in Texas are taking pesos now.
[01:56:00.339 --> 01:56:03.721]  Mexican troops are overrunning our troops who run in cowardly fear.
[01:56:03.721 --> 01:56:09.545]  This is the type of news I have in front of me.
[01:56:09.545 --> 01:56:12.647]  And Israel is saying, yeah, we may go ahead and nuke Iran.
[01:56:12.647 --> 01:56:14.088]  That's coming up in the next hour.
[01:56:14.088 --> 01:56:16.490]  And I want to talk about that in some detail.
[01:56:16.490 --> 01:56:27.897]  But I cannot stress how bad it is all over the country to have armed police running drills unannounced, terrorizing children.
[01:56:29.471 --> 01:56:31.652]  Where they put guns in their head and have them line up.
[01:56:31.652 --> 01:56:35.134]  That is trauma-based mind control, period.
[01:56:35.134 --> 01:56:37.095]  And is outrageous!
[01:56:37.095 --> 01:56:42.858]  It's as outrageous, or more outrageous, as cameras in the bathrooms.
[01:56:42.858 --> 01:56:45.720]  Remember the case in Tennessee where they had them in the girls' shower?
[01:56:45.720 --> 01:56:48.902]  And the away team came and ran out screaming and yelling.
[01:56:48.902 --> 01:56:50.102]  It was a big scene.
[01:56:50.102 --> 01:56:53.264]  And the police came and the principal said, what's the big deal?
[01:56:53.264 --> 01:56:54.925]  Of course we have cameras in the showers.
[01:56:56.830 --> 01:56:59.512]  Everywhere must be surveilled for your safety.
[01:56:59.512 --> 01:57:02.154]  See, at that school, everybody was normal!
[01:57:02.154 --> 01:57:03.915]  Because they were a bunch of freaks!
[01:57:03.915 --> 01:57:08.118]  But normal people still freaked out and screamed!
[01:57:08.118 --> 01:57:17.684]  I mean, imagine you're in a public shower, let's say at the gym, or back when you were in school at the field house, and you look up and there's a camera in the shower.
[01:57:18.752 --> 01:57:20.373]  You would not as a camera boy!
[01:57:20.373 --> 01:57:21.033]  Go on!
[01:57:21.033 --> 01:57:22.394]  No, no, no, no, no, no.
[01:57:22.394 --> 01:57:26.055]  Not in certain areas where the brainwashing has been brought forward.
[01:57:26.055 --> 01:57:26.995]  It's normal.
[01:57:26.995 --> 01:57:30.957]  It's normal to have officers come in and terrorize your child with a gun to their head.
[01:57:30.957 --> 01:57:32.198]  It's for their safety.
[01:57:32.198 --> 01:57:38.580]  Al Qaeda, I mean, Harrison Kleinbold in 99.
[01:57:38.580 --> 01:57:41.842]  On April 20th, I mean, they're going to kill our children.
[01:57:41.842 --> 01:57:44.763]  I mean, we've got to do it.
[01:57:44.763 --> 01:57:45.223]  See how
[01:57:46.408 --> 01:57:50.250]  Oh, but somebody might email me and say, you're making a big deal out of it.
[01:57:50.250 --> 01:57:53.351]  It's not that... It's a huge deal!
[01:57:53.351 --> 01:57:54.911]  What is wrong with you?
[01:57:54.911 --> 01:58:08.097]  Fake nuclear spills and fake terror attacks that they announce after the Factor drills, or they'll do it really sneaky on 60 Minutes, and I've also seen it on Nightline.
[01:58:08.097 --> 01:58:10.938]  At the very start, they will say, this is a dramatization, blah, blah, blah.
[01:58:10.938 --> 01:58:13.759]  And then they just go into a whole 30 minute, hour-long news piece
[01:58:15.518 --> 01:58:16.339]  Nightline really did it.
[01:58:16.339 --> 01:58:23.360]  It was a five night piece where the terrorists have hit and are destroying and the bioweapons spreading.
[01:58:23.360 --> 01:58:26.701]  And they would show real footage and wouldn't say it was fake until the end.
[01:58:26.701 --> 01:58:28.462]  And of course it created hysteria.
[01:58:28.462 --> 01:58:33.883]  They want to hit you and have that psychological effect that it's real.
[01:58:33.883 --> 01:58:37.004]  To the point of you're a bunch of ninnying creatures.
[01:58:37.004 --> 01:58:41.865]  Why do you think they have drills all over the country of Delta Force coming in and taking over city halls?
[01:58:42.947 --> 01:58:45.448]  They told Thomas Sanchez in Kingsville.
[01:58:45.448 --> 01:58:46.389]  I interviewed him.
[01:58:46.389 --> 01:58:47.789]  Emergency Management Chief.
[01:58:47.789 --> 01:58:51.151]  They told him this is for takeover of America.
[01:58:51.151 --> 01:58:53.892]  I don't need the inside documents to know that.
[01:58:53.892 --> 01:58:56.794]  Of course that's what it's for.
[01:58:56.794 --> 01:58:58.995]  It's to condition the public.
[01:58:58.995 --> 01:59:01.016]  And it's to train the military this is okay.
[01:59:01.016 --> 01:59:04.497]  Do you like being conditioned for total takeover, folks?
[01:59:04.497 --> 01:59:06.178]  Because it's happening.
[01:59:06.178 --> 01:59:08.159]  They're not playing games.
[01:59:08.159 --> 01:59:10.260]  And you should be hopping mad.
[01:59:13.050 --> 01:59:17.338]  Order a copy of this show for your friends and family at GCNlive.com or call 877-300-7645.
[01:59:22.782 --> 01:59:27.946]  Black Berkey purification elements are more powerful than any gravity filter element on the market.
[01:59:27.946 --> 01:59:35.411]  These awesome elements are used in Berkey purification systems and they can also be used to upgrade most other gravity filtration systems.
[01:59:35.411 --> 01:59:46.239]  They can purify raw, untreated water by removing pathogenic bacteria, cysts, parasites, trihalomethanes, and chemicals such as chlorine, atrazine, styrene, and MTBE.
[01:59:46.239 --> 01:59:50.742]  These elements also reduce unwanted heavy metals such as lead, mercury, and aluminum.
[01:59:51.062 --> 01:59:56.226]  Unbelievably, they even remove small micro-particulate from all minerals.
[01:59:56.226 --> 02:00:06.114]  Moreover, because they are recleanable, black Berkey elements are more economical than the standard disposable elements, providing fresh, pure water for less than 2 cents per gallon.
[02:00:06.114 --> 02:00:12.959]  Get a 2-pack for only $99 or a 4-pack for only $188 by calling New Millennium at 888-803-4438 at 888-803-4438 or order on the web at berkeywater.com.
[02:00:22.125 --> 02:00:24.528]  Waging war on corruption.
[02:00:24.528 --> 02:00:27.291]  Alex Jones on the GCN Radio Network.
[02:00:33.837 --> 02:00:35.138]  Big Brother.
[02:00:35.138 --> 02:00:36.899]  Mainstream media.
[02:00:36.899 --> 02:00:38.680]  Government cover-ups.
[02:00:38.680 --> 02:00:40.261]  You want answers?
[02:00:40.261 --> 02:00:41.802]  Well, so does he.
[02:00:41.802 --> 02:00:45.984]  He's Alex Jones on the GCN Radio Network.
[02:00:45.984 --> 02:00:55.790]  And now, live from Austin, Texas, Alex Jones.
[02:00:55.790 --> 02:00:57.451]  Alright, third hour.
[02:00:57.451 --> 02:00:59.792]  Wide open phones.
[02:00:59.792 --> 02:01:01.393]  They're open discussions of Israel.
[02:01:02.512 --> 02:01:04.894]  Using nuclear weapons on Iran.
[02:01:04.894 --> 02:01:08.216]  We, of course, covered this a year ago, but now it's back in the news.
[02:01:08.216 --> 02:01:12.479]  Open discussions of going to war with Iran.
[02:01:12.479 --> 02:01:13.979]  Right now, let's go back to your calls.
[02:01:13.979 --> 02:01:16.221]  Roger in Key West, but holding patiently.
[02:01:16.221 --> 02:01:17.282]  You're on the air, Roger.
[02:01:17.282 --> 02:01:18.402]  Thank you.
[02:01:18.402 --> 02:01:19.223]  Hi, Alex.
[02:01:19.223 --> 02:01:21.324]  Hi.
[02:01:21.324 --> 02:01:25.667]  Man, I'll tell you, I just started listening to you in the last few months.
[02:01:25.667 --> 02:01:31.631]  A friend of mine, she's a big fan of yours, and actually she's sending you some things on
[02:01:32.250 --> 02:01:38.172]  You know that owl that you witnessed in Bohemian Grove?
[02:01:38.172 --> 02:01:42.653]  Yes.
[02:01:42.653 --> 02:01:45.734]  It seems to be everywhere now that she's pointed it out.
[02:01:45.734 --> 02:01:51.116]  And that little Japanese doll, Kinkajou or Pinkajou or whatever it is.
[02:01:51.116 --> 02:01:52.296]  Pinkajou, yeah, whatever.
[02:01:52.296 --> 02:01:53.696]  Yeah, Pinkajou.
[02:01:53.696 --> 02:01:55.837]  She showed me that the other day in a similarity.
[02:01:55.837 --> 02:01:58.538]  She's got this whole collage she's emailing you, so you might
[02:02:00.470 --> 02:02:08.354]  One of their symbols is the pyramid, the other is an all-seeing eye with a pyramid, triple sixes together, and the owl.
[02:02:08.354 --> 02:02:13.116]  The owl, of course, is Lilith and other things in mythology.
[02:02:13.116 --> 02:02:14.696]  Right, and it's on the dollar bill.
[02:02:14.696 --> 02:02:16.117]  It's everywhere.
[02:02:16.117 --> 02:02:18.258]  Yeah, so I was like, I was just blown away.
[02:02:18.258 --> 02:02:25.041]  I'm from Canada, but I've been living down here for a little over ten years, and I was very skeptical.
[02:02:25.041 --> 02:02:28.182]  She's been, you know, dogging me and all this stuff, and I finally started
[02:02:29.068 --> 02:02:29.989]  Looking at a few things.
[02:02:29.989 --> 02:02:32.870]  I watched 9-11 Mysteries and I was just like, oh my God.
