[00:00:00.289 --> 00:00:01.570]  GCN Radio Network.
[01:25:18.495 --> 01:25:20.455]  You're the guy that deserves accolades, not me.
[01:25:20.495 --> 01:25:21.036]  Believe me.
[01:25:22.136 --> 01:25:24.116]  But no, I had a very lustrous career.
[01:25:24.136 --> 01:25:26.097]  I had 27 plus years in the FBI.
[01:25:27.437 --> 01:25:33.139]  I see in the FBI there are 164 categories that we investigated.
[01:25:33.259 --> 01:25:37.360]  And if a matter came in within those 164 categories, we investigated it.
[01:25:37.380 --> 01:25:37.640]  Did we?
[01:25:38.181 --> 01:25:39.021]  We didn't.
[01:25:39.061 --> 01:25:42.502]  There was a certain limited amount of intelligence
[01:25:43.237 --> 01:25:43.638]  I think so.
[01:26:03.857 --> 01:26:04.538]  Nothing, nothing.
[01:26:04.598 --> 01:26:05.919]  I mean, it didn't even touch the surface.
[01:26:06.119 --> 01:26:07.781]  And so I retired in 1979.
[01:26:07.861 --> 01:26:14.507]  I had over 700 personnel under my command and acquired 16 offices on the West Coast and so forth.
[01:26:15.307 --> 01:26:17.429]  And I went into private practice.
[01:26:17.449 --> 01:26:20.172]  And my first case was the Dr. Jeffrey R. McDonald case.
[01:26:20.232 --> 01:26:22.073]  And that's M-A-C-D-O-N-A-L-D.
[01:26:22.714 --> 01:26:26.958]  He's a former Green Beret doctor who was convicted of murdering his wife and two children in Fort Bragg, February 17, 1970.
[01:26:29.299 --> 01:26:33.580]  And he had been tried, convicted, sentenced to three consecutive life sentences.
[01:26:34.220 --> 01:26:36.640]  And his defense team came to me, will you investigate it?
[01:26:36.820 --> 01:26:38.061]  And I said, yes, I will.
[01:26:38.861 --> 01:26:40.041]  Providing he's innocent.
[01:26:40.441 --> 01:26:42.261]  And if he's guilty, I don't want to have anything to do with it.
[01:26:43.101 --> 01:26:48.042]  And within 10 months, I obtained a signed confession from a girl named Talena Stokley.
[01:26:48.062 --> 01:26:51.403]  In fact, the confession is dated October 25, 1980.
[01:26:52.043 --> 01:26:56.204]  And she told me that he did not commit the murders.
[01:26:56.244 --> 01:26:58.204]  They were committed by her satanic cult group.
[01:26:59.194 --> 01:27:03.316]  It was her initiation into the cult that night.
[01:27:04.556 --> 01:27:09.858]  I went public with the information, Alex, across the nation on radio and TV and so forth.
[01:27:09.958 --> 01:27:12.019]  I've been on a number of radio shows.
[01:27:12.099 --> 01:27:16.080]  In fact, I've just been monitoring my show with Geraldo.
[01:27:16.240 --> 01:27:17.100]  It was back in the 80s.
[01:27:19.930 --> 01:27:25.872]  People just came out of the woodwork from all parts of the country to give me the same basic information, same story, didn't even know each other.
[01:27:26.532 --> 01:27:27.833]  And that's when I woke up.
[01:27:28.193 --> 01:27:31.854]  You know that old ad with the light bulb, the poor dad has a better idea?
[01:27:31.874 --> 01:27:32.494]  Oh yeah.
[01:27:32.534 --> 01:27:33.795]  Well that was what happened to me.
[01:27:34.015 --> 01:27:37.236]  And these people have just, I've been like a magnet ever since.
[01:27:37.296 --> 01:27:38.657]  I have so much, I have over 300 boxes of research.
[01:27:40.940 --> 01:27:45.226]  And because people have just been feeding this information to me, feeding it to me.
[01:27:45.867 --> 01:27:50.774]  And from there it went into corruption, of course, within the government, and then into drugs.
[01:27:51.836 --> 01:27:55.521]  And then when I really realized it, and it's really a serious problem,
[01:27:58.442 --> 01:28:01.944]  Is that there's two elements within the government, the covert and the overt operation.
[01:28:02.544 --> 01:28:09.847]  And of course, I was part of the overt operation out in front, you know, radio, TV shows and so forth.
[01:28:10.147 --> 01:28:20.411]  The covert operation involves the people who are recruited out of special forces, trained as killers and trained in the in the cults and trained in the drugs.
[01:28:20.632 --> 01:28:22.712]  And it's it's unbelievable.
[01:28:22.793 --> 01:28:23.793]  And the number of deaths
[01:28:24.933 --> 01:28:34.462]  Well, let me stay there, we're about to break, but here's an example everybody can check out.
[01:28:34.902 --> 01:28:38.626]  The finders case that you helped break was in the major DC papers.
[01:28:38.966 --> 01:28:46.153]  They did go to the CIA warehouse, there was all the child porn, the satellite uplinks, the kids have been gotten out because they'd gotten word.
[01:28:46.874 --> 01:28:48.936]  There's hundreds of other admitted cases.
[01:28:49.257 --> 01:28:53.743]  There's 3,000 plus children, CNN reported, missing in Florida that CPS took.
[01:28:53.783 --> 01:28:57.448]  They found a lot of them dead, ritually killed, heads chopped off.
[01:28:57.528 --> 01:28:58.970]  It's kept very quiet though.
[01:28:59.290 --> 01:29:00.271]  Came out a few places.
[01:29:00.332 --> 01:29:04.197]  I mean, we're talking about numbers like that and it's just barely on the radar screen.
[01:29:04.793 --> 01:29:05.354]  Well, that's right.
[01:29:05.434 --> 01:29:06.956]  That's right, Alex.
[01:29:07.457 --> 01:29:11.042]  It's just absolutely unbelievable and it's being covered up.
[01:29:11.122 --> 01:29:14.607]  Of course, we have the mainstream media, people like you.
[01:29:14.647 --> 01:29:17.331]  Thank God for you, Alex, and a few other people like you.
[01:29:17.551 --> 01:29:20.835]  There's not enough of you, unfortunately, who are exposing this.
[01:29:22.197 --> 01:29:35.719]  You know, and also in the McMartin case out in Manhattan Beach, California, that was where they had the preschool, and the kids said that they were taken under tunnels, into tunnels, and up into the Triflex next door, the trap door, and taken out in the community and processed.
[01:29:35.739 --> 01:29:37.080]  These were two, three, four-year-old kids.
[01:29:37.220 --> 01:29:38.700]  And sure enough, you found tunnels.
[01:29:38.720 --> 01:29:39.640]  Stay there.
[01:29:40.380 --> 01:29:43.561]  Ted Gunderson is our guest, and we're going to be taking calls in the next hour.
[01:29:43.581 --> 01:29:45.241]  Stay with us.
[01:29:46.941 --> 01:29:47.882]  We're on the march.
[01:29:48.322 --> 01:29:49.822]  The Empire's on the run.
[01:29:50.840 --> 01:29:53.602]  Alex Jones and the GCN Radio Network.
[01:29:55.804 --> 01:29:57.425]  You're there, middle age.
[01:29:57.665 --> 01:29:58.526]  So how are you doing?
[01:29:58.866 --> 01:29:59.767]  Are you aging well?
[01:30:00.047 --> 01:30:00.707]  Are you healthy?
[01:30:01.008 --> 01:30:02.609]  How's your heart and your energy level?
[01:30:02.949 --> 01:30:03.970]  Are you sleeping well?
[01:30:04.370 --> 01:30:06.572]  Do you get up motivated and excited about life?
[01:30:06.832 --> 01:30:09.774]  Or are you depressed and tired, wondering where the years went?
[01:30:10.114 --> 01:30:14.598]  Struggling with anxiety and depression is hard, but it can be even harder as you get older.
[01:30:14.758 --> 01:30:19.141]  Good nutrition plays a vital role in maintaining overall well-being and good health.
[01:30:19.521 --> 01:30:31.565]  I'm Lucinda Bassett, President of Midwest Center for Stress and Anxiety, and I want to send you a free 30-day supply of my new vitamin supplement called Good Days that supports your physical and mental well-being.
[01:30:31.945 --> 01:30:37.487]  It supports energy, clarity of thinking, mood, as well as good health and disease prevention.
[01:30:38.087 --> 01:30:39.028]  Simplify your life.
[01:30:39.489 --> 01:30:40.049]  Feel better.
[01:30:40.330 --> 01:30:43.493]  Call now for your free one month supply of Good Days.
[01:30:43.834 --> 01:30:46.777]  Find out how to improve your mood with this free 30-day supply.
[01:30:46.957 --> 01:30:47.197]  Call 800-966-3401.
[01:30:47.217 --> 01:30:47.258]  800-966-3401.
[01:30:47.278 --> 01:30:47.318]  800-966-3401.
[01:30:55.166 --> 01:30:57.888]  Are you concerned about the high cost of prescription drugs?
[01:30:58.269 --> 01:31:04.754]  Since January of 2006, RxDrugCard.com members have saved an average of $33 per prescription filled.
[01:31:04.794 --> 01:31:06.716]  That's over 46% savings!
[01:31:07.116 --> 01:31:09.398]  The average savings for generic drugs was over 71%.
[01:31:11.199 --> 01:31:19.662]  RxDrugCard.com is the only major discount prescription drug brand that offers a price lookup page, so you can get an idea of your discounted price before you enroll.
[01:31:19.902 --> 01:31:23.284]  RxDrugCard.com is for anyone who pays for their own prescriptions.
[01:31:23.484 --> 01:31:28.246]  There are no age restrictions, all prescriptions are covered, and 95% of all pharmacies in the U.S.
[01:31:28.286 --> 01:31:32.347]  participate, including Walmart, Walgreens, CVS Pharmacy, and many more.
[01:31:32.707 --> 01:31:37.149]  With RxDrugCard.com, you will save immediately, with no messy forms or paperwork.
[01:31:37.509 --> 01:31:43.633]  Membership fees start at only $4.50 per month and include a 30-day unconditional money-back guarantee.
[01:31:43.733 --> 01:31:47.916]  Visit us at www.rxdrugcard.com or call us at 888-216-2461.
[01:31:47.976 --> 01:31:48.176]  That's 888-216-2461.
[01:31:48.196 --> 01:31:48.836]  Do it today!
[01:31:55.140 --> 01:31:57.082]  Oh, what a beautiful day for the beach!
[01:31:57.522 --> 01:31:57.802]  Look!
[01:31:58.223 --> 01:31:59.264]  Up there in the sky!
[01:31:59.684 --> 01:32:00.985]  It's Non-X-Man!
[01:32:01.005 --> 01:32:02.507]  He's in a dive!
[01:32:02.527 --> 01:32:04.849]  He must have found some ugly toenails on the beach!
[01:32:05.149 --> 01:32:05.849]  Let's go look!
[01:32:08.121 --> 01:32:11.304]  I'm Non-X-Man and your toenails need Non-X nail gel.
[01:32:11.724 --> 01:32:13.046]  Stop hiding them in the sand.
[01:32:13.286 --> 01:32:13.746]  Take them out.
[01:32:14.327 --> 01:32:15.007]  Let's see.
[01:32:15.027 --> 01:32:19.631]  Oh, I'm so embarrassed.
[01:32:19.972 --> 01:32:20.472]  Don't worry.
[01:32:20.912 --> 01:32:22.414]  Now there's Non-X nail gel.
[01:32:23.034 --> 01:32:27.458]  Use it on your toenails regularly and they'll look fantastic when you're barefoot.
[01:32:27.998 --> 01:32:30.040]  Oh, I will Non-X-Man.
[01:32:30.180 --> 01:32:32.883]  Well, I'm off to find more ugly toenails.
[01:32:35.009 --> 01:32:37.650]  Don't let Nonox Man find you with unsightly toenails.
[01:32:38.130 --> 01:32:41.612]  Buy diabetic-friendly, money-back-guaranteed Nonox Nail Gel.
[01:32:42.132 --> 01:32:53.257]  It's in the foot care aisle at Supercenters, Walgreens, CVS, Long's, Meijer, Giant Eagle, Car Drug, Snyder's, Duane Reade, Bilo, and Rite Aid.
[01:33:01.295 --> 01:33:03.197]  Waging war on corruption.
[01:33:03.677 --> 01:33:06.499]  Alex Jones, on the GCN Radio Network.
[01:33:14.205 --> 01:33:19.690]  I gotta tell ya, I really woke up, I keep saying 15 years ago, I've been saying that for years.
[01:33:20.690 --> 01:33:27.536]  I woke up about 5, 6, 7 years before I got on air, so... It's gotta be like 20 years ago now.
[01:33:28.837 --> 01:33:36.899]  No, I woke up about 16, 17 years ago, about the Federal Reserve and the New World Order, and I went and read books at the library and documented it.
[01:33:37.299 --> 01:33:39.199]  World leaders had really said the things they'd said.
[01:33:40.460 --> 01:33:46.021]  And then, I kept running into Satanism, Satanism, Satanism, the occult, the occult, the occult.
[01:33:47.241 --> 01:33:50.742]  And, I mean, even up until the late 1990s, I really wouldn't get into it.
[01:33:52.546 --> 01:34:00.650]  About as radical as I got is I would have Ted Gunnarson on to talk about documented cases where I had newspaper articles like the Finders case in the late 80s that we'll talk about.
[01:34:02.692 --> 01:34:04.232]  But then the British media came to me.
[01:34:04.252 --> 01:34:07.794]  They were scared to sneak into Bohemian Grove, Channel 4, National British Television.
[01:34:08.215 --> 01:34:10.296]  They said, well, you sneak in and I did sneak in.
[01:34:10.316 --> 01:34:11.776]  Let me tell you, it was done with pageantry.
[01:34:12.177 --> 01:34:18.300]  It was done like a play, but that's where plays come from is, you know, the people in the crowd, the folks on the stage doing the ritual.
[01:34:18.880 --> 01:34:21.882]  But the old men in the crowd were taking it very, very seriously.
[01:34:23.658 --> 01:34:33.840]  Then I had a lot of occult experts, even mainline university professors who were secular say, oh yeah, this is a Babylonian slash Egyptian slash Greek human sacrifice ritual, the mullet.
[01:34:35.520 --> 01:34:48.043]  That happened back in 2000 and since then I've gotten all these books written by prime ministers and presidents and it's been in all of the British papers that Tony Blair every morning flops around on the ground while he is possessed by a spirit
[01:34:49.056 --> 01:34:52.258]  And then he has the Spirit of the Light, which is Lucifer, enter him.
[01:34:52.698 --> 01:34:53.818]  His wife is a witch.
[01:34:53.938 --> 01:34:55.519]  They go to weird underground temples.
[01:34:55.839 --> 01:34:56.600]  They go to Egypt.
[01:34:56.620 --> 01:34:57.420]  They go to Asia.
[01:34:57.460 --> 01:34:58.661]  They go to Aztec temples.
[01:34:59.581 --> 01:35:01.802]  I mean, just to get the power.
[01:35:01.822 --> 01:35:12.948]  And that the press, we're stating a lot of the press with Blair and them screaming and yelling and an Aztec demon ritual being reborn.
[01:35:12.968 --> 01:35:15.189]  I mean, this is crazy!
[01:35:15.249 --> 01:35:16.810]  But that's in the major papers!
[01:35:18.295 --> 01:35:19.336]  And it's going on.
[01:35:20.757 --> 01:35:31.425]  Now, the question is, you know, you've got your normal schizophrenics out there who think this stuff's happening to them, and that Martians are pouring acid on them, and the sun's orbiting satellites, shooting laser beams at them.
[01:35:31.565 --> 01:35:32.726]  That's going on out there.
[01:35:33.346 --> 01:35:40.732]  But then you've got thousands of real cases in Dime Corps in Halliburton, now two years ago, in the front page of the
[01:35:42.245 --> 01:35:47.050]  Chicago Tribune admittedly running giant child kidnapping rings, and then nothing happens to them.
[01:35:47.451 --> 01:35:50.614]  And we have Senate hearings where it's brought up, and Rumsfeld doesn't deny it.
[01:35:50.634 --> 01:35:52.135]  He says, man, that's the way we roll.
[01:35:52.976 --> 01:35:58.082]  So joining us is somebody who was there really, you know, back in the 80s exposing this.
[01:35:58.162 --> 01:36:01.165]  Right through to today, Ted Gunderson and how he woke up.
[01:36:01.787 --> 01:36:04.488]  Ted, walk through it and then let's get into the finders, the rest of it.
[01:36:04.828 --> 01:36:08.630]  I should tell people your website is tedgunderson.com.
[01:36:08.690 --> 01:36:11.011]  We've got a link to it on Infowars.com.
[01:36:11.031 --> 01:36:12.351]  That's Ted Gunderson.
[01:36:12.711 --> 01:36:16.133]  Gunderson is G-U-N-D-E-R-S-O-N dot com.
[01:36:16.153 --> 01:36:17.093]  Ted Gunderson dot com.
[01:36:17.853 --> 01:36:22.115]  So what was this like when you start investigating this murder on Fort Bryan?
[01:36:22.155 --> 01:36:26.617]  Of course, that's where, now even mainstream news admits, the biggest concentration of Satanists
[01:36:27.237 --> 01:36:28.218]  Well, that's a good assignment, Alex.
[01:36:28.258 --> 01:36:29.999]  Let me also mention, speaking of websites,
[01:36:50.777 --> 01:37:08.507]  We give away, my associate and I, Clarence Malcolm, we give away free DVDs to try to get the word out and that website is 1-FREE-DVD.com and we're giving them away so try to educate as many people as possible.
[01:37:09.067 --> 01:37:15.591]  Well, what's going on is you talk about the missing children and so forth.
[01:37:16.255 --> 01:37:23.359]  The National Center for Missing and Exploited Children out of Washington, D.C.
[01:37:23.399 --> 01:37:24.839]  is an adjunct of the U.S.
[01:37:24.859 --> 01:37:25.800]  Department of Justice.
[01:37:26.880 --> 01:37:36.805]  And they, on their website, last time I checked, which was several months ago, claim that there's 91 Americans disappear every year, excuse me, every hour.
[01:37:36.825 --> 01:37:45.690]  91 Americans disappear every hour, and it is estimated that 85 to 90 percent of those disappear are children.
[01:37:46.491 --> 01:37:51.253]  Now, if you add that up, it's over 700,000 a year who disappear.
[01:37:52.113 --> 01:37:56.955]  And, of course, this Finders case broke back in the 1980s, late 1980s.
[01:37:57.816 --> 01:38:00.277]  I have a copy of the Customs, U.S.
[01:38:00.317 --> 01:38:06.179]  Customs report that states that it was investigated internally by the CIA.
[01:38:06.879 --> 01:38:08.960]  And this is good documentation.
[01:38:09.000 --> 01:38:10.181]  I mean, this is right out of U.S.
[01:38:10.221 --> 01:38:10.621]  Customs.
[01:38:10.661 --> 01:38:13.122]  And that report is available on my website, by the way.
[01:38:13.780 --> 01:38:17.781]  So, we have all these people, these Americans disappearing, most of them are children.
[01:38:18.181 --> 01:38:19.181]  And what happens to them?
[01:38:19.681 --> 01:38:22.342]  Well, they are being auctioned off.
[01:38:23.162 --> 01:38:30.404]  I have sources who tell me that there's auctions outside of Las Vegas, about 50 miles, in an abandoned airfield.
[01:38:30.864 --> 01:38:31.824]  I've got to stop you now.
[01:38:31.864 --> 01:38:33.325]  Now, you've been saying this for decades.
[01:38:33.785 --> 01:38:40.546]  There were a few mainline news articles this year talking about auctions of women kidnapped out of Europe and the U.S.
[01:38:40.806 --> 01:38:43.127]  So, it's now been in mainstream news they have auctions.
[01:38:44.255 --> 01:38:44.776]  That's right.
[01:38:44.856 --> 01:38:45.336]  That's right.
[01:38:45.636 --> 01:38:48.599]  And another auction location was in Michigan.
[01:38:48.919 --> 01:38:51.462]  Another one is a barn outside of Lincoln, Nebraska.
[01:38:51.822 --> 01:38:52.803]  Toronto, Canada.
[01:38:53.063 --> 01:38:55.806]  And I have this information direct from kids who've been at the auctions.
[01:38:56.386 --> 01:39:02.552]  One of my sources, I asked him, I said, how many children are auctioned off at these various auctions?
[01:39:02.612 --> 01:39:03.392]  How many of you attended?
[01:39:03.432 --> 01:39:04.954]  He said, I've attended six auctions.
[01:39:05.612 --> 01:39:11.376]  And as few as six and as many as 36 children were auctioned off at up to $50,000 each.
[01:39:12.076 --> 01:39:13.797]  And I said, well, how do they do that?
[01:39:13.817 --> 01:39:28.767]  He said, they put them on a stage with their underwear up to 21 years between, you know, infants up to 21 years of age, and they put a tag around their neck with a number and people come in to this location, wherever it is, and auction on each one of the kids.
[01:39:28.847 --> 01:39:32.309]  And then they put these kids in some instances, one source said,
[01:39:33.209 --> 01:39:36.991]  That in outside Las Vegas at the airfield, they put some of these kids on an airplane.
[01:39:37.171 --> 01:39:43.314]  And there were people with the turbines who auctioned off what these kids could barely afford.
[01:39:43.374 --> 01:39:56.400]  Now, since you've been saying this for 15 plus years, it's now been all over BBC, all over foreign press, that the jets land in Saudi, and land in Riyadh, and do disgorge 10 year olds, you name it.
[01:39:56.480 --> 01:39:58.862]  I mean, this is now mainstream news.
[01:39:59.602 --> 01:40:00.502]  Yes, that's right.
[01:40:02.775 --> 01:40:05.857]  And so, you know, what do they do with these kids?
[01:40:05.897 --> 01:40:07.178]  Well, they auction them off.
[01:40:07.218 --> 01:40:08.318]  They use them for sex slaves.
[01:40:08.338 --> 01:40:09.399]  They use them for body parts.
[01:40:09.719 --> 01:40:11.140]  They use them in satanic ceremonies.
[01:40:11.420 --> 01:40:13.021]  And the kids are not put on airplanes.
[01:40:13.401 --> 01:40:17.943]  They put them in campers, what have you, and they dope them up, and they're stopped by the police.
[01:40:17.963 --> 01:40:18.664]  Well, let's go back.
[01:40:18.704 --> 01:40:20.064]  That's how Finders got blown.
[01:40:20.104 --> 01:40:21.565]  Tell folks how that got blown.
[01:40:22.125 --> 01:40:30.750]  Well, Finders was exposed because back in, I think it was February 1987, there were two well-dressed men and six children.
[01:40:31.437 --> 01:40:39.421]  Ages two to seven, noticed in a park in Tallahassee, Florida, and somebody called the police.
[01:40:39.441 --> 01:40:40.622]  The police went out and checked on it.
[01:40:40.702 --> 01:40:55.769]  The kid said they were moved to Mexico to a smart school, but they didn't know how to use telephones, didn't know how to use toilets or anything, and they said that they were from Washington, D.C., and they only were fed when they were good and so forth.
[01:40:55.809 --> 01:40:58.791]  That's how they were rewarded, and were able to come in and sleep inside.
[01:40:58.851 --> 01:41:00.852]  Otherwise, they had a problem sleeping outside.
[01:41:01.817 --> 01:41:08.839]  Now again, also from your report, and this even came out in the news, there were dirty mattresses, dirty clothes in the back of this van, guys in suits.
[01:41:09.440 --> 01:41:11.020]  That's right, yeah.
[01:41:11.260 --> 01:41:16.662]  And one fellow's name was Ammerman, and the other's name was Holloman, I think it was.
[01:41:17.322 --> 01:41:27.048]  And, uh, anyway, so they traced the organization that had Virginia license plates on the van, traced it to Washington, D.C., uh, to two different locations, and the police in Washington, D.C.
[01:41:27.148 --> 01:41:30.449]  raided it, and, uh, they found all kinds of paraphernalia.
[01:41:30.469 --> 01:41:45.938]  They found evidence of, uh, uh, cults and kidnapped children all over the world, in Europe and Asia, and, uh, I recall there were two kids that were in the process of being adopted out of Hong Kong, uh, and, uh, into the United States, or out of the United States, I forget which.
[01:41:46.716 --> 01:41:48.437]  And by the way, back then it was a big deal.
[01:41:48.457 --> 01:41:50.117]  There was a jumbo, high-def, satellite uplinks.
[01:42:06.391 --> 01:42:11.073]  So anyway, and so this was basically exposed.
[01:42:11.613 --> 01:42:13.894]  Now fortunately, it took a couple of years, but U.S.
[01:42:13.934 --> 01:42:16.155]  News & World Report did finally have an article on it.
[01:42:16.816 --> 01:42:18.716]  And so there is good documentation.
[01:42:19.997 --> 01:42:23.158]  As far as I know, nothing's come of the case.
[01:42:23.599 --> 01:42:24.699]  Because it got clamped down.
[01:42:24.779 --> 01:42:26.620]  Tell folks about that part, how it got clamped down.
[01:42:27.583 --> 01:42:30.666]  Well, I have my report with the U.S.
[01:42:30.706 --> 01:42:35.109]  Customs report plus other documentation, information from the National Center for Missing and Exploited Children.
[01:42:36.550 --> 01:42:43.396]  I compiled this in a report with my name on it, and I'm an ex-FBI chief, and I should have credibility.
[01:42:43.496 --> 01:42:46.779]  I'm not some guy with a grocery basket looking for a recycling center.
[01:42:47.459 --> 01:42:52.245]  And I've technically given it to the FBI on at least a half a dozen times, Alex.
[01:42:52.825 --> 01:43:02.676]  And as a matter of fact, I have it on a tape recording where I gave it to them and made a record of it, and I've also faxed it to them, and I have been ignored, completely ignored.
[01:43:02.836 --> 01:43:06.260]  Now we have here children being kidnapped
[01:43:06.852 --> 01:43:16.220]  And children being sacrificed, obviously, internationally, contacts around the world, and the FBI's doing nothing with it.
[01:43:16.260 --> 01:43:18.742]  That's so disgusting, I can't believe it, of course.
[01:43:20.663 --> 01:43:23.325]  Well now, we have the tape, we ought to play it next hour.
[01:43:23.345 --> 01:43:27.228]  Can you dig that out where Cynthia McKinney's asking Rumsfeld about the child kidnapping rings?
[01:43:27.829 --> 01:43:29.951]  And then he just says, well, we're not going to do anything about that.
[01:43:30.351 --> 01:43:34.975]  I mean, that is Chicago Tribune, AP, Reuters, that was in the press.
[01:43:35.695 --> 01:43:35.855]  Yes.
[01:43:53.919 --> 01:44:00.443]  And then it said that they have lobbyists on Capitol Hill lobbying for the Pentagon to not stop them because they're using U.S.
[01:44:00.483 --> 01:44:00.924]  bases.
[01:44:01.024 --> 01:44:03.705]  I mean, that's Chicago Tribune!
[01:44:03.946 --> 01:44:06.327]  I mean, everything you're saying now, Ted, used to be wild.
[01:44:06.587 --> 01:44:07.628]  Now it's passé!
[01:44:08.268 --> 01:44:09.789]  What was the date of that article, Alex?
[01:44:11.070 --> 01:44:16.774]  There were two in the Chicago Tribune, early 2006, and it was in... Oh, there's hundreds.
[01:44:16.814 --> 01:44:17.934]  It was all over the foreign press.
[01:44:20.405 --> 01:44:23.086]  If you want, you can Google search it and find it or I can send it to you.
[01:44:23.306 --> 01:44:27.587]  But I mean, that's my point, is that now, the stuff you used to talk about is just all over the news.
[01:44:27.947 --> 01:44:30.788]  Well, I've been talking about this for 28, 27, 28 years.
[01:44:31.708 --> 01:44:36.930]  And nobody's listened to me, really, basically, until I guess maybe a few people are listening now.
[01:44:37.190 --> 01:44:43.912]  I just finished a 16-city lecture tour, by the way, from Portland, Oregon, all the way to Harrisburg, Pennsylvania.
[01:44:44.817 --> 01:44:51.941]  And, uh, and I brought up this Finder's case, among other things, and also the terrorist movement, the phony terrorist movement, I should say.
[01:44:51.961 --> 01:44:59.065]  Uh, and, uh, you know, the reaction from the public is, uh, is overwhelming once they see the documentation.
[01:44:59.625 --> 01:45:07.049]  Uh, but getting it out is something else, unfortunately, because of shows like yours and some others, uh, that I've been on and, of course, other people have been on.
[01:45:07.650 --> 01:45:10.811]  Uh, we are getting it out gradually, but... Now... Go ahead.
[01:45:12.344 --> 01:45:15.827]  Let's just bring up Bohemian Grove for a few minutes and any other cases you want to hit on.
[01:45:16.147 --> 01:45:18.789]  But I remember you talking about Bohemian Grove before I ever snuck in there.
[01:45:19.249 --> 01:45:26.955]  I remember, of course, John DeCamp, state senator, highly respected Republican, friends with the CIA section chief, CIA director.
[01:45:27.595 --> 01:45:37.362]  He gets hired by the Republicans to go, he has this huge career, he gets hired to go whitewash and disprove that there's sex rings going out of the savings and loan.
[01:45:37.702 --> 01:45:41.125]  He finds out it's all true, they kill his chief investigator,
[01:45:41.765 --> 01:45:51.197]  And then he goes public, and then he's got survivors, who he went and got their notebooks, as you know, where they describe Bohemian Grove, and then it fits like a hand in a glove.
[01:45:51.337 --> 01:45:53.179]  I mean, it's just... Can you speak to all that?
[01:45:53.923 --> 01:45:57.025]  Oh yes, of course, because I was a part of that investigation.
[01:45:57.565 --> 01:46:08.993]  I was asked to come back in the late 1980s from Los Angeles back to Nebraska and to investigate this because I was told that this John DeCant guy didn't know what he was talking about.
[01:46:10.013 --> 01:46:13.996]  On the contrary, I found out that John didn't know exactly what he was talking about.
[01:46:14.336 --> 01:46:18.899]  And this was the Franklin Savings and Loan out of Omaha, Nebraska, which was established for minorities.
[01:46:19.708 --> 01:46:32.531]  And what happened is, the IRS and the FBI raided it because there was $40 million missing, and there was publicity, and 80 children came forward and said, oh, mommy or daddy or whatever the case might be, that man molested me.
[01:46:32.571 --> 01:46:35.912]  They were having pictures of Larry King on the front page of the Omaha World-Herald.
[01:46:36.452 --> 01:46:39.632]  And from the 80 children, four gave statements.
[01:46:40.333 --> 01:46:43.113]  Of the four, one of them disappeared.
[01:46:43.153 --> 01:46:46.134]  The other one died in a hospital, maybe overdosed.
[01:46:46.654 --> 01:46:47.495]  We're good to go.
[01:46:56.437 --> 01:47:00.978]  And, uh, they basically told us, uh, about the fact that these kids were being taken.
[01:47:01.298 --> 01:47:06.460]  Now, now, now, now this is the guy that sung the Star Spangled Banner at the Republican National Convention.
[01:47:06.480 --> 01:47:08.280]  This is a black guy, he's not Larry King on CNN.
[01:47:08.300 --> 01:47:08.400]  Right.
[01:47:08.480 --> 01:47:19.883]  And, uh, and, and, and if memory serves, and it was in the newspaper, I have the newspaper articles, they did, the FBI grabbed hundreds of videos and photos, and then, and then they, uh, they declared national security, correct?
[01:47:20.643 --> 01:47:21.083]  That's right.
[01:47:21.423 --> 01:47:23.224]  And, and, well, the, uh,
[01:47:24.352 --> 01:47:26.434]  There was all kinds of documentation.
[01:47:26.454 --> 01:47:27.235]  There were pictures.
[01:47:27.415 --> 01:47:30.077]  They were taking kids out of orphanages and foster homes.
[01:47:30.457 --> 01:47:32.139]  They were driving them to Sioux City, Iowa.
[01:47:32.199 --> 01:47:38.084]  And then later, over a decade later, the very boy's town they mentioned came out in the news.
[01:47:38.104 --> 01:47:40.026]  The exact stuff was happening.
[01:47:40.366 --> 01:47:40.886]  That's right.
[01:47:41.006 --> 01:47:42.047]  See, that's the thing.
[01:47:42.127 --> 01:47:43.729]  Time is the great avenger, folks.
[01:47:44.049 --> 01:47:46.892]  All this stuff's coming out now, backing up what you said, Ted.
[01:47:46.912 --> 01:47:47.192]  Go ahead.
[01:47:47.712 --> 01:47:47.892]  Yeah.
[01:47:48.192 --> 01:47:50.853]  And then they would fly them from Sioux City, Iowa to Washington, D.C.
[01:47:50.873 --> 01:47:52.653]  for six hours, usually with Congressmen and Senators.
[01:47:53.073 --> 01:47:55.613]  Now, I interviewed Paul Bonacci.
[01:47:55.693 --> 01:48:03.215]  I have a five-hour interview tape of him, by the way, talking about the Mind Control Program, which is available on that 1-3-dvd.com.
[01:48:03.735 --> 01:48:08.836]  And I also interviewed Rusty Nelson, who is the, quote, official photographer, end quote, of the group.
[01:48:09.336 --> 01:48:16.137]  And Rusty claims to have these pictures stashed around the United States, hidden in caves and what have you.
[01:48:16.887 --> 01:48:22.910]  And so, fortunately, there were some pictures that did come forward.
[01:48:23.331 --> 01:48:24.671]  They were presented to the courts.
[01:48:25.112 --> 01:48:29.534]  The judge in Lincoln, Nebraska said, well, we're going to put a gag order on these.
[01:48:29.714 --> 01:48:32.636]  Johnny Camp was allowed to go and look at them only, but can't talk about it.
