[00:00:00.149 --> 00:00:00.429]  EANS.
[01:30:26.964 --> 01:30:29.646]  Alex Jones and the GCN Radio Network.
[01:30:32.919 --> 01:30:35.281]  Attention, attention everyone!
[01:30:35.301 --> 01:30:37.863]  A brand new invention just released.
[01:30:37.943 --> 01:30:42.627]  It's called Wristease, the new patented portable ergonomic wrist support.
[01:30:43.308 --> 01:30:50.111]  Wristease comforts your wrists from the sometimes painful tasks of typing, writing, using a mouse or adding machine.
[01:30:50.651 --> 01:31:03.516]  Unlike most conventional wrist pads that are either attached to a mouse pad or lay flat in front of your keyboard, Wristease is totally portable and ideal for laptop users and technicians who are constantly on the go.
[01:31:03.536 --> 01:31:04.957]  Wristease is perfect
[01:31:05.037 --> 01:31:07.958]  for children doing homework or playing video games.
[01:31:08.418 --> 01:31:18.500]  Wristease provides the proper comfort and support for all ages and Wristease provides comfort for victims of carpal tunnel syndrome and other repetitive injuries.
[01:31:18.880 --> 01:31:21.881]  You can order Wristease now at Wristease.com.
[01:31:22.281 --> 01:31:23.501]  That's Wristease.
[01:31:23.921 --> 01:31:28.862]  W-R-I-S-T-E-A-S-E Wristease.com.
[01:31:29.042 --> 01:31:30.903]  Once again, Wristease.com.
[01:31:32.725 --> 01:31:33.305]  It's a fact.
[01:31:33.505 --> 01:31:37.928]  You can legally eliminate credit card debt, which has been fraudulently created by the banks.
[01:31:38.388 --> 01:31:43.590]  Since its creation in 1913, the Federal Reserve has not been held responsible for its own debt.
[01:31:43.871 --> 01:31:47.072]  So why should you, the hard-working American, be harassed for yours?
[01:31:47.332 --> 01:31:54.436]  There's a double standard when it comes to being responsible for debt, and unlike the Federal Reserve, the people of this country can't print more money when needed.
[01:31:54.796 --> 01:32:01.998]  Day of Jubilee has created a successful program designed for people that want to stop harassing calls and threatening letters from bill collectors.
[01:32:02.418 --> 01:32:04.258]  We also do credit restoration.
[01:32:04.718 --> 01:32:11.040]  Join the thousands of Americans who now breathe a sigh of relief because they have legally eliminated their credit card debt.
[01:32:11.260 --> 01:32:15.061]  Instead of living each day in fear, it's time to turn your life around.
[01:32:15.381 --> 01:32:16.861]  Call Day of Jubilee.
[01:32:17.061 --> 01:32:17.962]  Open 9 a.m.
[01:32:18.002 --> 01:32:18.842]  to 5 p.m.
[01:32:18.882 --> 01:32:20.302]  Central Standard Time at 920-293-8024.
[01:32:23.923 --> 01:32:28.587]  That's 920-293-8024 and ask for Robert.
[01:32:28.987 --> 01:32:32.070]  Don't wait any longer to get your life back in order.
[01:32:32.590 --> 01:32:34.091]  What is the secret of the sea?
[01:32:34.412 --> 01:32:40.056]  It's the exciting food from the sea and it can be yours with nature's original superfood from Wachter's.
[01:32:40.276 --> 01:32:46.942]  This excellent exclusive blend of Wachter's sea vegetation is bursting with over 65 trace minerals and vitamins.
[01:32:47.162 --> 01:32:52.346]  Our sea vegetation contains 40 times more nutrients than any land grown vegetation.
[01:32:52.526 --> 01:33:03.935]  You would need almost 20 pounds of alfalfa, 10 pounds of spirulina, and 40 pounds of wheat to get the same nutritional value found in only one pound of Wachter's exclusive blend of sea plants.
[01:33:04.196 --> 01:33:09.280]  Over 75 years of experience has made Wachter's the leader in sea vegetation nutrition.
[01:33:09.540 --> 01:33:11.761]  Experience the benefits for yourself today.
[01:33:12.001 --> 01:33:15.023]  Call Wachters today to order your bottle of sea vegetation.
[01:33:15.163 --> 01:33:18.045]  Join us on a business associate call to learn more at 800-682-7100.
[01:33:18.105 --> 01:33:18.285]  That's 800-682-7100.
[01:33:18.325 --> 01:33:19.645]  Or visit our website at wachters.com.
[01:33:19.665 --> 01:33:20.686]  That's W-A-C-H-T-E-R-S dot com.
[01:33:47.258 --> 01:33:47.599]  Ooh!
[01:33:56.620 --> 01:33:58.501]  We're good to go.
[01:34:18.578 --> 01:34:21.179]  No, no, no, no, no, no, no, no, no, no.
[01:34:34.325 --> 01:34:38.806]  Don't they have themselves?
[01:34:39.507 --> 01:34:42.848]  The taxman gives them the key to the land.
[01:34:43.448 --> 01:34:48.710]  There wasn't wide enough to left for school and health.
[01:34:48.950 --> 01:34:50.870]  It ain't me, no.
[01:34:50.890 --> 01:34:52.151]  It ain't me, no.
[01:34:52.471 --> 01:34:55.492]  I ain't no millionaire son.
[01:35:00.413 --> 01:35:01.734]  It ain't me, no.
[01:35:01.855 --> 01:35:04.797]  It ain't me, no.
[01:35:05.137 --> 01:35:07.899]  I ain't no fortunate one.
[01:35:07.979 --> 01:35:12.763]  Some folks I know inherit from Bangalore.
[01:35:13.123 --> 01:35:14.544]  Only 15 you walk to war.
[01:35:21.039 --> 01:35:27.482]  And more and more sacrifice of our troops.
[01:35:27.682 --> 01:35:38.668]  Alright my friends, thank you for
[01:35:46.830 --> 01:35:53.394]  Joining us, I will now get into some basic analysis and basic history of the New World Order, of the Illuminati.
[01:35:54.194 --> 01:36:04.660]  Understand that in any look at history, history is so complex, so wide, so many different versions and views of it, that it's impossible to, you know, give you a complete picture.
[01:36:04.700 --> 01:36:06.761]  But I'm just going to give some of the basics.
[01:36:08.862 --> 01:36:09.923]  Knowledge is power.
[01:36:09.983 --> 01:36:11.924]  The people perish for lack of knowledge.
[01:36:13.169 --> 01:36:26.159]  And whether it was the ancient Mayan cultures in Mesoamerica, or the ancient Babylonian or Roman cultures, and before that even the Egyptian, on through to modern times, there were mystery schools.
[01:36:26.599 --> 01:36:39.029]  And there was a lot of mumbo-jumbo and occultism, that just means hidden, associated with it, because they believed mathematics was magical, and they believed numbers and information was power, because it was.
[01:36:40.934 --> 01:36:46.140]  And if you look at the technology of today, you show somebody that a hundred years ago they would think it was magic.
[01:36:46.260 --> 01:36:49.663]  The technology we have today is indistinguishable from magic.
[01:36:49.723 --> 01:36:50.524]  It is amazing.
[01:36:52.086 --> 01:37:02.036]  And so because knowledge is power, secret organizations of witch doctors, of shaman, of priest class formed in every society separate from each other.
[01:37:02.478 --> 01:37:05.641]  This is the way humans interact and behave.
[01:37:05.681 --> 01:37:08.124]  The more things change, the more they stay the same.
[01:37:08.244 --> 01:37:09.425]  There's nothing new under the sun.
[01:37:09.785 --> 01:37:10.986]  Truth is stranger than fiction.
[01:37:11.367 --> 01:37:13.349]  All of that pertains to this.
[01:37:15.931 --> 01:37:21.857]  So, using basically different tricks, they would manipulate the general public.
[01:37:22.637 --> 01:37:28.041]  They would be able to astrologically calculate mathematically when a solar or lunar eclipse was coming.
[01:37:28.361 --> 01:37:41.091]  They would tell the people, give us offerings, let us run the society, let us run the city, let us run the tribe, or the titan is going to eat the sun and we will all live in darkness.
[01:37:41.491 --> 01:37:59.854]  Yes, and then they would know the date of the Titan eating the Sun, or the Snake God eating the Sun, in the case of the Aztecs, and the people would all be out there around the pyramid, or around the temple, and the Titan, or the Snake God, or whatever God they were worshipping, would attack the Sun.
[01:37:59.914 --> 01:38:06.615]  The priests would do some incantations, and the people would believe that the Sun was regurgitated.
[01:38:07.155 --> 01:38:08.436]  It's the same in every society.
[01:38:09.396 --> 01:38:10.416]  So this is how
[01:38:12.145 --> 01:38:26.228]  The scam really began of the Illuminati using mysticism, mumbo-jumbo, you know, the whole knock-on-wood mentality on the public with superstition to control them.
[01:38:28.009 --> 01:38:37.431]  Meanwhile, they had real technologies of architecture, of agriculture, and Egypt really formed some of the first mystery schools
[01:38:38.567 --> 01:38:40.068]  The West loves to only look at itself.
[01:38:40.128 --> 01:38:41.969]  China really predates that.
[01:38:42.769 --> 01:38:49.953]  But looking at Western cultures and the Mediterranean area, the Middle East, and they had a priest class.
[01:38:51.177 --> 01:39:10.796]  Who kept the building technologies and the agricultural technologies, but also the social architecture technologies, the social engineering technologies of how to manipulate and control and how to tax and how to regulate and basically a cash society, we see the first more sophisticated civilizations and governments forming.
[01:39:11.977 --> 01:39:17.146]  And they don't want the general public learning this, so they formed the first intelligence agencies.
[01:39:17.386 --> 01:39:25.340]  What we call our CIA, or FSB, KGB, Shin Bet, Mossad, MI6, of today.
[01:39:27.123 --> 01:39:34.426]  But surrounding that was all this occult mumbo-jumbo, because they had to keep secret how to plant crops, and when to plant crops.
[01:39:34.727 --> 01:39:39.269]  And they had to keep secret how to build pyramids, and how to build ziggurats, and how to build obelisks.
[01:39:39.709 --> 01:39:42.390]  And they had to keep secret when there was going to be an eclipse.
[01:39:42.890 --> 01:39:50.594]  And the priest class even manipulated most of the royalty to where they just became titular figureheads, because they believed the mumbo-jumbo.
[01:39:50.814 --> 01:39:52.855]  Then the priest class, of course, they didn't know what was
[01:39:55.577 --> 01:40:01.222]  And that is the Illuminati.
[01:40:01.883 --> 01:40:17.177]  It predates Christianity, it predates every major religion that we know today, Islam, Judaism, all the stuff in the Talmud, all the stuff in the Zohar,
[01:40:20.331 --> 01:40:37.940]  All of that is just regurgitations, and all these mystery religions and the whole Kabbalic system are just regurgitations of the mystery schools that also flourished and worked together between Babylon and Egypt and Greece, and then of course Rome.
[01:40:40.084 --> 01:40:42.986]  And so these secret guilds and societies were always there.
[01:40:43.066 --> 01:41:00.894]  It was the Masons who were the Stone Mason Guild, or the Stone Mason Union, who built the cathedrals in the Dark Ages and into the Remaissance all over Europe, from Germany to England to France, to Spain, and then of course right there in Rome.
[01:41:01.554 --> 01:41:04.956]  And so they were very powerful, they had a lot of wealth,
[01:41:06.691 --> 01:41:25.842]  And going back to the 1700s, they were able to then get more political and reach for more power because a renaissance had developed just because of the printing press and more international travel and shipping.
[01:41:27.403 --> 01:41:35.127]  And so new middle classes had developed and people wanted revolution and people wanted liberty and freedom.
[01:41:36.093 --> 01:41:41.096]  And so the Illuminati came along and they really wanted to be the aristocrats.
[01:41:41.176 --> 01:42:04.868]  They wanted to supplant the royalty and just set themselves up as kings, but in their pyramidal structure they went out and recruited the best and brightest revolutionaries, the best and brightest musicians, writers, the wealthiest independent people, the merchant class, the ultra-rich merchant class, the shipping class, the banking class, and they teamed up and using that secret
[01:42:05.929 --> 01:42:15.380]  Uh, system, those secret organizations that were really intelligence agencies, good old boys clubs, they were able to increase their wealth and start working against royalty.
[01:42:17.700 --> 01:42:35.575]  But, in reality, they actually made some deals with royalty to knock off other royalty, and they made deals when they ran out of France, in Scotland and England, with the royalty there, to then move against the royalty in the continent, and to overthrow them.
[01:42:35.635 --> 01:42:37.557]  But then there was the French Revolution.
[01:42:37.757 --> 01:42:41.360]  Then there was blowback with that same movement.
[01:42:41.420 --> 01:42:43.481]  It's true that a lot of our founding fathers were Illuminati.
[01:42:45.043 --> 01:42:46.384]  To set that up here.
[01:42:48.906 --> 01:42:50.387]  But understand, it's pyramidal.
[01:42:51.527 --> 01:42:58.229]  They would go out and recruit people who were already wanting revolution, who were already revolting, all over Europe and in the colonies.
[01:42:59.210 --> 01:43:11.894]  And they would tell them, oh, peace on earth, no more wars, the industries and the mechanics and the builders, we'll create a new society, no more war, freedom, liberty, it's going to be great.
[01:43:12.455 --> 01:43:13.355]  But in reality,
[01:43:14.264 --> 01:43:15.724]  Meet the new boss same as the old boss.
[01:43:16.044 --> 01:43:26.746]  They actually just wanted to set up a world dictatorship, a world empire that was so sadistic and so cold-blooded it would knock out all opposition totally and completely.
[01:43:28.047 --> 01:43:30.847]  And that is indeed what they were able to do.
[01:43:31.727 --> 01:43:34.368]  And they did do that to great effect.
[01:43:36.068 --> 01:43:37.228]  They had a problem though.
[01:43:38.888 --> 01:43:41.589]  Thomas Jefferson, George Washington,
[01:43:43.544 --> 01:43:44.405]  It's not hard to find.
[01:43:44.425 --> 01:43:45.487]  This is mainstream history.
[01:43:46.288 --> 01:43:47.029]  Discovered!
[01:43:48.651 --> 01:43:49.452]  They weren't masons.
[01:43:50.132 --> 01:43:52.475]  Discovered what they called black masonry.
[01:43:53.977 --> 01:43:56.020]  That had nothing to do with black people.
[01:43:57.141 --> 01:44:00.405]  That a, quote, evil force was, quote, taking it over.
[01:44:00.606 --> 01:44:02.328]  No, it had always been in control.
[01:44:03.576 --> 01:44:16.944]  But they had broken through the compartments and had discovered that really they wanted to take people's freedoms, make George Washington a king, and then make this the center of the empire, and then take over, basically, and use us to knock out the British.
[01:44:19.485 --> 01:44:29.591]  So immediately, as soon as the Illuminati got to the U.S., they said, OK, now we're going to build this up, and it was a long-term plan, it was like a hundred-year plan, and it's going to be the goddess Columbia.
[01:44:29.891 --> 01:44:31.752]  So we're called Columbia.
[01:44:32.921 --> 01:44:36.464]  And then they worship over in that other branch, the goddess Diana.
[01:44:36.484 --> 01:44:38.726]  And then that gets off into all their occult stuff.
[01:44:38.746 --> 01:44:39.626]  You spend hours on it.
[01:44:39.646 --> 01:44:42.008]  They've got more gods than the Indians over in India.
[01:44:42.028 --> 01:44:42.889]  It's just unbelievable.
[01:44:44.010 --> 01:44:45.912]  And so all of that started unfolding.
[01:44:46.012 --> 01:44:47.233]  And George Washington wrote letters.
[01:44:47.293 --> 01:44:48.754]  He said, an evil group's taken over.
[01:44:49.054 --> 01:44:50.035]  I'm not going to be part of it.
[01:44:50.075 --> 01:44:51.016]  I'm not going to be king.
[01:44:51.376 --> 01:44:54.899]  I'm not going to be part of this whole order.
[01:44:56.260 --> 01:45:00.283]  You know, an evil group out of France and Germany has taken our lodges over.
[01:45:00.643 --> 01:45:02.405]  In Europe, they're now taking over here.
[01:45:03.701 --> 01:45:08.546]  He then discovered that Benjamin Franklin was a double agent with the British and working for the dark side.
[01:45:08.567 --> 01:45:16.116]  So you have to understand, I mean, Davy Crockett, let's fast forward, Davy Crockett was a Mason.
[01:45:17.938 --> 01:45:19.239]  Sam Houston was a Mason.
[01:45:21.402 --> 01:45:22.604]  My family, the Ayers,
[01:45:24.605 --> 01:45:27.027]  You know, they raised Colonel Travis's son.
[01:45:27.047 --> 01:45:29.368]  You see him in the movie The Alamo, the new one.
[01:45:30.369 --> 01:45:31.449]  It's a big scene in the film.
[01:45:32.550 --> 01:45:36.632]  My family on the other side, the Joneses, the Johnsons, they were all involved in the Revolutionary War.
[01:45:36.672 --> 01:45:38.374]  They were involved in Spanish land grants before that.
[01:45:38.794 --> 01:45:40.275]  All nations, all high level.
[01:45:42.456 --> 01:45:44.277]  And undoubtedly into the occult.
[01:45:46.399 --> 01:45:47.159]  I mean, undoubtedly.
[01:45:48.460 --> 01:45:51.862]  But still, they believed that it was about something good.
[01:45:55.316 --> 01:46:03.582]  But then, you know, you follow things down through history, and my dad's 10 years old on a hunting trip with his great-uncle, who was a, what was he, a 33rd degree mason.
[01:46:04.363 --> 01:46:13.010]  And, you know, of course, been involved in prohibition, all sorts of stuff with, you know, what went on in Houston, and just Al Capone, all that stuff.
[01:46:15.351 --> 01:46:18.594]  Killed people, and gone in and flashed the Masonic sign, and gotten off.
[01:46:21.952 --> 01:46:24.594]  And he told my dad, don't ever join the Masons.
[01:46:24.654 --> 01:46:25.054]  It's bad.
[01:46:25.074 --> 01:46:29.937]  You know, as an old man with heart trouble, you know, he's telling my dad, don't get involved in this.
[01:46:30.017 --> 01:46:33.939]  So, we get on air and start bashing Masons.
[01:46:34.860 --> 01:46:38.822]  Ninety-seven percent of them or more, they get them in.
[01:46:38.882 --> 01:46:39.542]  It's brotherhood.
[01:46:39.582 --> 01:46:40.403]  It's about Jesus.
[01:46:40.483 --> 01:46:41.403]  It's about God.
[01:46:41.443 --> 01:46:43.344]  We're standing up for liberty, the Constitution.
[01:46:43.625 --> 01:46:46.506]  The Founding Fathers were almost sixty-something percent were Masons.
[01:46:47.167 --> 01:46:48.027]  Sam Houston was.
[01:46:48.067 --> 01:46:48.688]  We're for liberty.
[01:46:48.728 --> 01:46:49.328]  We're for freedom.
[01:46:50.994 --> 01:46:52.035]  And they really believe that.
[01:46:52.295 --> 01:46:53.576]  You know, a lot of cops are Masons.
[01:46:53.596 --> 01:46:54.537]  A lot of firemen are Masons.
[01:46:54.557 --> 01:46:57.419]  They hear us bash Masons, they're like, well that's a lie, I'm a Mason!
[01:46:58.760 --> 01:47:00.001]  So we do damage.
[01:47:01.442 --> 01:47:07.226]  When we get on air, and we say that all Masons are bad.
[01:47:07.286 --> 01:47:09.388]  No, they're definitely involved in something that is bad.
[01:47:10.028 --> 01:47:13.771]  And they're definitely involved in something that at it's top is run by a good old Beelzebub.
[01:47:15.052 --> 01:47:19.155]  But, you know, Andrew Jackson was a Mason.
[01:47:20.356 --> 01:47:21.657]  An incredible individual.
[01:47:22.177 --> 01:47:23.037]  He was not bad.
[01:47:23.558 --> 01:47:24.098]  I've studied him.
[01:47:25.158 --> 01:47:25.579]  Okay?
[01:47:27.219 --> 01:47:28.720]  So you have to understand that.
[01:47:28.740 --> 01:47:31.041]  You have to realize that.
[01:47:33.502 --> 01:47:35.963]  Then you can get a wider perspective.
[01:47:36.523 --> 01:47:38.304]  They infiltrate the Catholic Church.
[01:47:38.324 --> 01:47:39.965]  They infiltrate the Protestant Church.
[01:47:40.325 --> 01:47:43.927]  They infiltrate every major movement that's got any power behind it.
[01:47:44.467 --> 01:47:45.728]  They take the groups over.
[01:47:46.068 --> 01:47:51.770]  So we can argue and debate all day about who runs the New World Order, who's in control of it, who the masters of it are.
[01:47:52.291 --> 01:47:54.291]  And then people all want to finger this group or that group.
[01:47:54.331 --> 01:47:54.592]  No, no, no.
[01:47:54.652 --> 01:47:59.674]  It's every group is run by these four-plus thousand-year-old
[01:48:00.350 --> 01:48:05.314]  Private intelligence agencies that the old name of them was Secret Society.
[01:48:06.715 --> 01:48:07.836]  So people say, well, who runs it?
[01:48:07.856 --> 01:48:09.397]  You know, is it the Illuminati?
[01:48:09.437 --> 01:48:10.458]  Is it Skull and Bones?
[01:48:10.518 --> 01:48:11.459]  Is it Bohemian Grove?
[01:48:11.499 --> 01:48:12.299]  Is it the CFR?
[01:48:12.540 --> 01:48:14.221]  You know, the mainstream reporters always say, who is it?
[01:48:14.261 --> 01:48:14.561]  Who is it?
[01:48:14.881 --> 01:48:20.966]  Those are all just chapters and subgroups of different management groups and think tanks of the same idea.
[01:48:21.046 --> 01:48:25.750]  Like George Bush Senior said in 1991, it's a big idea, a new world order.
[01:48:29.654 --> 01:48:30.474]  It's an idea.
[01:48:30.534 --> 01:48:31.355]  It's a process.
[01:48:31.395 --> 01:48:32.115]  It's a program.
[01:48:32.535 --> 01:48:34.776]  That's why they put their symbol, the All-Seeing Eye, on everything.
[01:48:34.836 --> 01:48:35.776]  It's a gang sign.
[01:48:35.816 --> 01:48:36.536]  It's a tag.
[01:48:36.896 --> 01:48:39.857]  It's to let all the brotherhood know, we're in control.
[01:48:41.098 --> 01:48:41.938]  It's their flag.
[01:48:41.978 --> 01:48:42.538]  Their flag.
[01:48:42.558 --> 01:48:49.020]  There's more Illuminati All-Seeing Eyes on buildings, and on TV, and on the money, and on the credit cards.
[01:48:49.760 --> 01:48:52.821]  Our American flag's flying over used car dealerships.
[01:48:53.422 --> 01:48:54.282]  It's everywhere!
[01:48:56.468 --> 01:48:59.490]  It's their language, their hidden language that's hidden in plain view.
[01:49:02.032 --> 01:49:02.973]  But let me just go back.
[01:49:04.134 --> 01:49:04.915]  Let me just go back.
[01:49:05.795 --> 01:49:12.160]  The mystery schools always believed that you progress spiritually through these different levels up into Godhood.
[01:49:13.201 --> 01:49:21.868]  And so they took Darwin, who just repackaged ideas they already had, and he came up with the theory of evolution.
[01:49:22.777 --> 01:49:25.159]  We're not here debating that today, we're just stating the facts.
[01:49:25.559 --> 01:49:29.742]  And they were married in, and only married in, to a couple families.
[01:49:30.343 --> 01:49:35.627]  The Huxleys, later the Wells, and others.
[01:49:37.568 --> 01:49:38.829]  And we're going to get into that in a few minutes.
[01:49:40.771 --> 01:49:50.378]  And you had futurist families who developed and codified these Babylon Mystery School religious ideas into scientific
[01:49:51.887 --> 01:49:52.828]  Sales pitches.
[01:49:55.070 --> 01:50:03.616]  And so you go back about a hundred and thirty, forty years ago, you've got Cecil Rhodes, you've got HG Wells, you've got all these different individuals.
[01:50:03.636 --> 01:50:05.378]  Cecil Rhodes controlled the world.
[01:50:05.418 --> 01:50:06.959]  Diamond Monopoly out of Rhodesia.
[01:50:07.279 --> 01:50:10.482]  Rhodesia, north of South Africa, named after him.
[01:50:10.502 --> 01:50:11.923]  And that's power.
[01:50:13.664 --> 01:50:15.846]  And he was advisor to the Queen.
[01:50:17.345 --> 01:50:20.808]  Order of the Garter, all these laurels, H.G.
[01:50:20.848 --> 01:50:34.057]  Wells became the advisor, was that about 100 years ago, to the Queen, her futurist, and basically you already had a world empire, and it was Illuminati controlled, and the British
[01:50:35.626 --> 01:50:52.572]  Figured out that it was really hard to hold India, really hard to hold areas of Africa, really hard to hold areas in the Caribbean, areas in Asia and China, if they had an open white guy sitting there at a palace as a Viceroy, or as a Duke, or as a Viscount, running things.
[01:50:53.033 --> 01:50:54.733]  Or the East India Company running things.
[01:50:55.454 --> 01:50:56.334]  The British East India.
[01:50:56.894 --> 01:50:59.915]  So they learned how to put puppets in.
[01:51:02.516 --> 01:51:04.217]  And they began to develop a plan
[01:51:04.929 --> 01:51:06.490]  When we get back, I'll break it down for you.
[01:51:06.851 --> 01:51:15.639]  And this is how they operate, and then they wedded it with the ideas of the father of science fiction.
[01:51:18.221 --> 01:51:18.982]  It's unbelievable.
[01:51:19.923 --> 01:51:21.504]  Wait until I go over this with you.
[01:51:22.505 --> 01:51:22.986]  Just wait.
[01:51:23.546 --> 01:51:24.247]  We'll be right back.
[01:51:24.807 --> 01:51:25.608]  I'm Alex Jones.
[01:51:35.868 --> 01:51:41.332]  It's here, after a year in production and traveling to distant lands, my new film Terror Storm is complete.
[01:51:41.692 --> 01:51:49.337]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[01:51:50.020 --> 01:51:57.083]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[01:51:57.484 --> 01:52:08.889]  Terror Storm chronicles the lies that took us to war in Iran, a White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[01:52:09.229 --> 01:52:12.751]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[01:52:13.191 --> 01:52:15.112]  It's an anthology of government crimes.
[01:52:15.452 --> 01:52:19.274]  Terror Storm is a film that everyone who wants to be truly informed must see.
[01:52:19.875 --> 01:52:26.866]  Get your copy today at InfoWars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv
[01:52:32.919 --> 01:52:35.781]  Are terrorist cells or prime terror targets located near you?
[01:52:36.141 --> 01:52:39.023]  Where are military bases and hazardous waste sites located?
[01:52:39.243 --> 01:52:45.447]  How do you find the best area for solar, average rainfall, fish contamination advisories, and major transportation routes?
[01:52:45.807 --> 01:52:53.131]  In the new interactive CD book, Prudent Places USA, you will find the information you want with over 50 interactive parameters that you control.
[01:52:53.311 --> 01:52:57.354]  Find everything from housing prices and taxes to brewing environmental catastrophe.
[01:52:57.674 --> 01:53:03.197]  Locate billion-dollar disaster-prone areas, the safest cities, ideal solar locations, and much, much more.
[01:53:03.397 --> 01:53:16.503]  Complete with over 3 gigabytes of detailed information on each of the 3,000-plus counties in the U.S., including 550 high-resolution, full-color maps and full-color photographs, as well as detailed information and analysis that you need.
[01:53:16.723 --> 01:53:25.247]  Get this hard-to-find information by ordering Fruit and Places USA now for only $29, plus shipping and handling, by calling New Millennium at
[01:53:26.291 --> 01:53:30.325]  Call 888-803-4438 or order on the web at Berkeywater.com
[01:53:32.481 --> 01:53:40.403]  For years, you've been hearing about Herbal Healer Academy and how it's remained the leader in effective alternative and natural medicine and education.
[01:53:40.864 --> 01:53:44.004]  But how can they continue to hold that title for years on end?
[01:53:44.405 --> 01:53:47.446]  The answer is high quality and huge selection.
[01:53:47.846 --> 01:53:52.667]  Just visit HerbalHealer.com and shop online or request a free catalog.
[01:53:53.087 --> 01:53:55.428]  You're bound to find the alternative you're looking for.
[01:53:56.168 --> 01:54:00.870]  Did you know that Herbal Healer carries the latest, safest and effective weight loss products?
[01:54:01.371 --> 01:54:07.233]  You can also count on Herbal Healer for the largest selection of safe and natural supplements just for children.
[01:54:07.553 --> 01:54:08.734]  And don't forget your pets.
[01:54:09.174 --> 01:54:14.857]  Herbal Healer even has natural mineral supplements for all your animals, including horses, cows and birds.
[01:54:15.297 --> 01:54:21.720]  Take a peek at their online calendar and you're sure to find everything you need and maybe something you didn't realize you needed.
[01:54:22.180 --> 01:54:27.042]  Visit HerbalHealer.com and don't forget to sign up for the free Herbal Healer newsletter.
[01:54:27.562 --> 01:54:30.943]  HerbalHealer.com, working with the power of nature.
[01:55:07.926 --> 01:55:08.626]  Welcome back!
[01:55:10.127 --> 01:55:14.009]  Alright, continuing with the history of these individuals.
[01:55:15.289 --> 01:55:17.570]  So, by the year 1900,
[01:55:21.816 --> 01:55:33.505]  A large majority of the world's countries were either completely dominated and occupied by the British alone, or they were heavily influenced and puppeteered.
[01:55:35.247 --> 01:55:49.518]  And then most of the other countries of the world, that is in what we call the third world today, were dominated or completely controlled by the Dutch, or the French, or the Germans, or the Spanish, or the Italians.
[01:55:51.790 --> 01:55:52.891]  It was a colonial world.
[01:55:52.931 --> 01:55:55.552]  It was under several different empires.
[01:55:55.612 --> 01:55:58.853]  But the royalty of England had intermarried with all of them.
[01:56:00.193 --> 01:56:01.374]  And they had intermarried with them.
[01:56:02.774 --> 01:56:11.538]  And since then you had a merger and a deal with the Illuminati and the British royalty and an intermarrying there.
[01:56:12.259 --> 01:56:31.125]  The Rothschilds and some of the other big rich families married in to the British slash predominantly, well they were already Saxon, Norman, but then they had married in right before the Revolutionary War, fully with the Germans, but all of that gets into pedigree, who we're exactly talking about here.
[01:56:34.910 --> 01:56:40.772]  They had knocked off then, of course, later in 1917, their cousins, their first cousins, the Czars.
[01:56:40.832 --> 01:56:44.173]  You could put the two kings side by side, the Czar and the British King.
[01:56:44.933 --> 01:56:45.773]  They were identical.
[01:56:46.514 --> 01:56:47.694]  There's famous photos of them.
[01:56:47.954 --> 01:56:49.014]  You couldn't tell the difference.
[01:56:49.034 --> 01:56:50.455]  That's how bred they were.
[01:56:50.475 --> 01:56:58.237]  Of course, they had tons of health problems, like any purebred does.
[01:56:59.337 --> 01:57:00.238]  But again, I'm digressing.
[01:57:00.258 --> 01:57:01.438]  This is such a big subject.
[01:57:03.203 --> 01:57:06.224]  But still, there was a revolution all over the world.
[01:57:06.964 --> 01:57:09.284]  The Renaissance was continuing against these people.
[01:57:09.324 --> 01:57:21.827]  They were doing everything they could to pose and claim through the Illuminati, through the Masons, through their secret societies, now being called intelligence agencies, this is going back a hundred years, to claim that they were for the brotherhood of man.
[01:57:21.847 --> 01:57:22.988]  They were for an end to war.
[01:57:23.308 --> 01:57:28.249]  But what we needed was a global government to deal with that and to stop all of this.
[01:57:29.227 --> 01:57:37.250]  And to stop, quote, rogue nations and rogue dictators, and that they were there to help the free market, and that they wanted global trade.
[01:57:37.670 --> 01:57:47.954]  When in reality, they were fostering war, and stirring up war, and arming dictators to attack their neighbors, and funding civil wars, and doing everything they could through neo-mercantilism,
[01:57:49.081 --> 01:57:59.805]  To use slave countries they controlled to manufacture goods so cheaply to then knock out any free market corporations or companies or nations that had formed against them.
[01:58:00.906 --> 01:58:01.806]  There's some homework here.
[01:58:01.846 --> 01:58:02.986]  Go look up mercantilism.
[01:58:03.287 --> 01:58:04.247]  Know that's what we're under now.
[01:58:04.647 --> 01:58:05.527]  Know that's their system.
[01:58:06.148 --> 01:58:07.528]  Go look up neo-feudalism.
[01:58:09.229 --> 01:58:10.549]  And along comes H.G.
[01:58:10.589 --> 01:58:13.170]  Wells, and there's a lot of other players in all of this.
[01:58:13.190 --> 01:58:14.731]  Meanwhile, Cecil Rhodes,
[01:58:15.399 --> 01:58:19.080]  Who runs a country for the British, controls the diamonds.
