[00:00:00.169 --> 00:00:01.410]  Cover-ups.
[00:50:20.264 --> 00:50:24.825]  What are you going to do to bring it to the front line if there is, you know, a dispute in the votes?
[00:50:24.825 --> 00:50:29.366]  Or if you don't win the primary, are you just going to go independent and bring it forth even more?
[00:50:29.366 --> 00:50:31.406]  Well, I haven't thought about that.
[00:50:31.406 --> 00:50:37.647]  I think about, matter of fact, leaving here within an hour to go to Iowa and campaign, but I think you're right.
[00:50:37.647 --> 00:50:41.108]  I did have one election stolen from me and that's something you have to be alert to.
[00:50:41.641 --> 00:50:46.543]  And it's a little bit more complicated and sophisticated now, but it's very rare.
[00:50:46.543 --> 00:50:47.163]  We gotta break.
[00:50:47.163 --> 00:50:47.523]  Stay there.
[00:50:47.523 --> 00:50:53.145]  Final segment.
[00:50:53.145 --> 00:50:53.825]  It's here.
[00:50:53.825 --> 00:50:58.967]  After a year in production and traveling to distant lands, my new film Terror Storm is complete.
[00:50:58.967 --> 00:51:06.609]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[00:51:07.310 --> 00:51:14.753]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[00:51:14.753 --> 00:51:26.497]  Terror Storm chronicles the lies that took us to war in Iran, a White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[00:51:26.497 --> 00:51:30.458]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[00:51:30.458 --> 00:51:32.719]  It's an anthology of government crimes.
[00:51:32.719 --> 00:51:36.560]  Terror Storm is a film that everyone who wants to be truly informed must see.
[00:51:37.160 --> 00:51:44.147]  Get your copy today at InfoWars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv
[00:51:50.220 --> 00:51:53.441]  Are terrorist cells or prime terror targets located near you?
[00:51:53.441 --> 00:51:56.562]  Where are military bases and hazardous waste sites located?
[00:51:56.562 --> 00:52:03.124]  How do you find the best area for solar, average rainfalls, fish contamination advisories, and major transportation routes?
[00:52:03.124 --> 00:52:10.626]  In the new interactive CD book, Prudent Places USA, you will find the information you want with over 50 interactive parameters that you control.
[00:52:10.626 --> 00:52:14.587]  Find everything from housing prices and taxes to brewing environmental catastrophe.
[00:52:14.707 --> 00:52:15.467]  We're good to go!
[00:52:43.983 --> 00:52:51.806]  Hello friends, Alex Jones here.
[00:52:51.806 --> 00:52:55.827]  I want you to imagine waking up one morning to find out you've been burglarized.
[00:52:55.827 --> 00:52:58.548]  An intruder has taken your personal possessions.
[00:52:58.548 --> 00:53:04.910]  Credit card numbers, social security cards, banking information and more all in the hands of a total stranger.
[00:53:04.910 --> 00:53:10.011]  What's worse is you realize he got it through your front door because you left it unlocked.
[00:53:10.011 --> 00:53:11.732]  Every time you walk away from your computer
[00:53:11.792 --> 00:53:12.373]  We're good to go.
[00:53:28.815 --> 00:53:32.236]  There's no software to load, and it's so easy to install.
[00:53:32.236 --> 00:53:38.138]  Right now, you can order your NET7 security switch from NET7 Technologies for only $39.95.
[00:53:38.138 --> 00:53:41.659]  For a limited time, receive free shipping with your order.
[00:53:41.659 --> 00:53:43.779]  Visit net7tech.com.
[00:53:43.779 --> 00:53:48.841]  That's NET, the number 7, tech.com, and start protecting yourself today!
[00:53:54.514 --> 00:53:54.734]  Yes.
[00:53:54.734 --> 00:53:56.895]  Thank you, Congressman Ron Paul, for running.
[00:53:56.895 --> 00:53:57.436]  We really appreciate it.
[00:53:57.436 --> 00:54:01.958]  My question to you is, what kind of resistance is your staff finding when you try and get on to
[00:54:14.218 --> 00:54:16.339]  Like Lou Dobbs and O'Reilly.
[00:54:16.339 --> 00:54:18.040]  Well, Lou Dobbs has had him twice.
[00:54:18.040 --> 00:54:20.181]  Yeah, as a matter of fact, I was scheduled.
[00:54:20.181 --> 00:54:21.422]  You were scheduled last night.
[00:54:21.422 --> 00:54:23.303]  Yeah, but it was a legitimate bump.
[00:54:23.303 --> 00:54:30.386]  They wanted to do more on Imus and they promised me even more time and I think it'll be beginning of next week sometime that I will be on his show again.
[00:54:30.386 --> 00:54:31.407]  CNN's been very nice.
[00:54:31.883 --> 00:54:38.805]  I think Fox, they had to have a lot of our supporters calling in there, and that made a difference.
[00:54:38.805 --> 00:54:41.206]  So, we don't give up on that.
[00:54:41.206 --> 00:54:42.506]  Let's not criticize the wrong people.
[00:54:42.506 --> 00:54:43.667]  CNN's been doing a good job.
[00:54:43.667 --> 00:54:44.707]  Let's encourage more.
[00:54:44.707 --> 00:54:47.428]  But Fox, MSNBC, we need to get him on there.
[00:54:47.944 --> 00:54:55.371]  Yeah, we need to, because obviously every time they mention the candidates, they always skip over Mr. Paul.
[00:54:55.371 --> 00:54:59.374]  We need to make sure, exactly, they are censoring our congressman comments.
[00:54:59.374 --> 00:55:08.082]  You know, the one show that I would like to get on, because I know he's very sympathetic to our views, even though he's a liberal, and that is Chris Matthews.
[00:55:08.082 --> 00:55:12.686]  Many of our things, like on the war, he's been sympathetic, but I haven't been invited to be on his show.
[00:55:12.686 --> 00:55:14.028]  We need to get you on Meet the Press.
[00:55:14.768 --> 00:55:22.454]  Well, that won't come right soon, but I'd have to perk up even more in the polls, but that should be our goal.
[00:55:22.454 --> 00:55:23.635]  Well, you can perk up.
[00:55:23.635 --> 00:55:25.837]  If they give you the coverage, you'll perk up.
[00:55:25.837 --> 00:55:28.599]  They're not even allowing him to be in the polls when they give him.
[00:55:28.599 --> 00:55:30.820]  And they won't even let you be in the debates.
[00:55:30.820 --> 00:55:36.885]  And when you describe the congressmen and senators, I respect you, the way you talk about them.
[00:55:37.608 --> 00:55:42.190]  Basically, in my humble opinion, they're nothing but crooks and traitors to their country.
[00:55:42.190 --> 00:55:44.451]  And that's really all they really are.
[00:55:44.451 --> 00:55:44.871]  Sure.
[00:55:44.871 --> 00:55:48.033]  Congressman, when is that CNN debate coming up?
[00:55:48.033 --> 00:55:50.274]  The CNN?
[00:55:50.274 --> 00:55:51.895]  Well, you mean Lou Dobbs?
[00:55:51.895 --> 00:55:53.856]  No, I thought it was going to be a presidential debate.
[00:55:53.856 --> 00:55:57.958]  Yeah, there's a presidential debate, and I think it's the 4th of May.
[00:55:57.958 --> 00:55:59.018]  It's in California.
[00:55:59.018 --> 00:56:00.179]  It's at the Ronald Reagan Library.
[00:56:00.179 --> 00:56:00.459]  There are 10.
[00:56:01.246 --> 00:56:06.487]  So all the candidates have responded, and that's going to be carried on MSNBC.
[00:56:06.487 --> 00:56:09.108]  So that should be a good opportunity for us.
[00:56:09.108 --> 00:56:09.668]  Absolutely.
[00:56:09.668 --> 00:56:11.348]  That'll be a big breakout point.
[00:56:11.348 --> 00:56:13.148]  Let's talk to Gabe in South Dakota.
[00:56:13.148 --> 00:56:13.909]  Let's get a few more in.
[00:56:13.909 --> 00:56:15.389]  Gabe, go ahead.
[00:56:15.389 --> 00:56:17.029]  Oh, hey guys.
[00:56:17.029 --> 00:56:19.010]  I listen to the Jones Report every day.
[00:56:19.010 --> 00:56:23.730]  I support Alex Jones, and I support Ron Paul for president.
[00:56:23.730 --> 00:56:25.831]  And I wanted to ask Ron a question.
[00:56:26.815 --> 00:56:39.079]  I think what this situation needs, also, besides you running for president, is we need to, like we did with Defend Rosie, create an online petition for citizen's arrest of our government.
[00:56:39.079 --> 00:56:41.919]  We need 51% of the public to sign it.
[00:56:41.919 --> 00:56:44.280]  We need to outlaw secrecy in the government.
[00:56:44.280 --> 00:56:48.661]  Anyone who's part of a secret society, we need to try them in a jury trial.
[00:56:48.661 --> 00:56:52.242]  We need to arrest the 9-11 perpetrator suspects.
[00:56:52.242 --> 00:56:54.783]  And I think they can all await trial at a freedom camp.
[00:56:55.938 --> 00:57:00.280]  Well, we've got to be careful about taking the government back, because revolution can be dangerous.
[00:57:00.280 --> 00:57:01.561]  I want a restoration.
[00:57:01.561 --> 00:57:03.402]  It can go into tyranny itself.
[00:57:03.402 --> 00:57:04.102]  Thank you for the call.
[00:57:04.102 --> 00:57:05.543]  Congressman, you want to comment on that?
[00:57:05.543 --> 00:57:06.704]  Yeah, just very carefully.
[00:57:06.704 --> 00:57:19.530]  That was a lot of things I'd have to accomplish rather quickly, but I think the one important point was that governments have no right to be secret, except under these very, very rare national security reasons.
[00:57:20.020 --> 00:57:23.361]  We have too much government secrecy in the purpose of the government.
[00:57:23.361 --> 00:57:28.223]  My purpose as president would be to protect your privacy, not the government's secrecy.
[00:57:28.223 --> 00:57:30.464]  They have it backwards now.
[00:57:30.464 --> 00:57:40.188]  Our privacy means nothing to them, whether it's medical privacy, financial privacy, you know, the national ID card, the whole works, and yet government becomes more secret every day.
[00:57:40.188 --> 00:57:45.309]  Did you hear about this big law professor who gave a speech critical of Bush and now they put him on the no-fly list?
[00:57:45.309 --> 00:57:46.370]  I saw that.
[00:57:46.370 --> 00:57:49.411]  That was a scary story when I read that, I'll tell you.
[00:57:49.918 --> 00:57:52.629]  You know, that should wake everybody up.
[00:57:53.340 --> 00:57:57.862]  Congressman, the website is RonPaul2008.com.
[00:57:57.862 --> 00:57:58.522]  1-800-RonPaul.
[00:57:58.522 --> 00:57:59.862]  1-800-RonPaul.
[00:57:59.862 --> 00:58:01.843]  Call, donate, support him.
[00:58:01.843 --> 00:58:05.644]  Volunteers, find out how you get yard signs, how you get out there.
[00:58:05.644 --> 00:58:07.205]  Call the media, tell them to cover him.
[00:58:07.205 --> 00:58:08.945]  That's how we do this.
[00:58:08.945 --> 00:58:12.247]  And he's already raised a lot of money for just launching his campaign.
[00:58:12.247 --> 00:58:13.567]  Let's increase that.
[00:58:13.567 --> 00:58:17.708]  Congressman, Godspeed to you and safe travels for you and your staff.
[00:58:17.708 --> 00:58:20.749]  And I want to thank your family for supporting you in this as well.
[00:58:20.749 --> 00:58:22.030]  We really appreciate what you're doing.
[00:58:22.510 --> 00:58:23.111]  Thank you, Alex.
[00:58:23.111 --> 00:58:24.013]  Good to be with you.
[00:58:24.013 --> 00:58:24.493]  You bet.
[00:58:24.493 --> 00:58:24.954]  Take care.
[00:58:24.954 --> 00:58:27.177]  There goes the man who could become the next president.
[00:58:27.177 --> 00:58:27.758]  We'll be right back.
