[00:00:00.149 --> 00:00:01.009]  Dead on.
[00:46:48.827 --> 00:46:57.553]  RxDrugCard.com is the only major discount prescription drug plan that offers a price lookup page, so you can get an idea of your discounted price before you enroll.
[00:46:57.553 --> 00:47:01.035]  RxDrugCard.com is for anyone who pays for their own prescriptions.
[00:47:01.035 --> 00:47:05.859]  There are no age restrictions, all prescriptions are covered, and 95% of all pharmacies in the U.S.
[00:47:05.859 --> 00:47:10.262]  participate, including Walmart, Walgreens, CVS Pharmacy, and many more.
[00:47:10.262 --> 00:47:15.085]  With RxDrugCard.com, you will save immediately with no messy forms or paperwork.
[00:47:15.085 --> 00:47:17.086]  Membership fees start at only $4.50 per month.
[00:47:18.607 --> 00:47:20.448]  Thank you for listening to GCN.
[00:47:20.448 --> 00:47:22.648]  Be sure to visit GCNlive.com today.
[00:47:22.648 --> 00:47:25.249]  Broadcasting the truth coast to coast and worldwide,
[00:47:47.017 --> 00:47:53.319]  This is the Alex Jones Show!
[00:47:53.319 --> 00:47:58.060]  For over 11 years, I've been investigating the Oklahoma City bombing.
[00:47:58.060 --> 00:48:03.802]  The great foundation of the current police state we see expanding.
[00:48:03.802 --> 00:48:06.422]  We're going to take your calls on this subject coming up in the next hour.
[00:48:06.422 --> 00:48:07.543]  The toll-free number to join us is 877-590-5525.
[00:48:07.543 --> 00:48:07.783]  Locally, 836-0590.
[00:48:15.339 --> 00:48:16.420]  Let me just recap.
[00:48:16.420 --> 00:48:28.490]  Terry Nichols, and the feds sealed this almost immediately, was interviewed by a lawyer who's been investigating the case for many years because he lost a family member as a result of it.
[00:48:28.490 --> 00:48:32.393]  That's just how he got into this.
[00:48:32.393 --> 00:48:34.555]  His brother knew a little too much and was tortured to death and murdered.
[00:48:36.033 --> 00:48:37.454]  Has gone in and interviewed Nichols.
[00:48:37.454 --> 00:48:42.217]  Nichols has been banned from any media contact, including 60 Minutes wasn't allowed in the scene.
[00:48:42.217 --> 00:48:47.059]  To cover this up, after he went to Ashcroft, he wrote a letter and said, I want to tell you what really happened here.
[00:48:47.059 --> 00:48:48.941]  Because he'd never confessed before.
[00:48:48.941 --> 00:48:51.462]  He said, I want to tell you how I got set up and how all this really worked.
[00:48:51.462 --> 00:48:53.503]  And I'm telling you, this fits in with my 11 years
[00:48:55.124 --> 00:48:56.945]  of research on this subject.
[00:48:56.945 --> 00:48:58.706]  I made a film in 97 about this.
[00:48:58.706 --> 00:49:01.627]  I want to be clear about my credentials on this subject.
[00:49:01.627 --> 00:49:07.350]  Nichols says bombing was an FBI operation, and you go through the evidence, it was.
[00:49:07.350 --> 00:49:09.431]  Okay?
[00:49:09.431 --> 00:49:11.552]  Why did they have Arabs involved?
[00:49:11.552 --> 00:49:20.196]  You have to first understand that Saddam was our ally, and that tens of thousands of Iraqi Republican Guard, his entire apparatus, including Saddam, back when he was 18 years old in 1958, was U.S.
[00:49:20.196 --> 00:49:20.817]  government control.
[00:49:24.210 --> 00:49:37.278]  At the end of the first Gulf War, George Bush Senior, Washington Post, LA Times, Associated Press, this is all in my film Road to Tyranny, all the news articles, but you can type it into Google and find it for yourself, it's all out there, mainstream articles.
[00:49:37.278 --> 00:49:39.060]  You know, all the pieces are right there.
[00:49:39.060 --> 00:49:46.965]  Brought back 3,000 Iraqi Republican Guard, then Clinton brought in another 1,900 plus.
[00:49:46.965 --> 00:49:49.106]  Some numbers are over 2,000, we'll go with the conservative one.
[00:49:49.597 --> 00:49:56.702]  Now, they're not all terrorists, but large portions of them were trained previously by our government, trained at the different schools, like School of Americas.
[00:49:56.702 --> 00:49:57.543]  That's for Latin Americans.
[00:49:57.543 --> 00:49:59.364]  They have separate ones for Arabs.
[00:49:59.364 --> 00:50:01.526]  They were brought back in after the war.
[00:50:01.526 --> 00:50:03.147]  They were put in all major U.S.
[00:50:03.147 --> 00:50:03.547]  cities.
[00:50:03.547 --> 00:50:06.749]  This has been on Oklahoma TV.
[00:50:06.749 --> 00:50:08.891]  Reporters have written books about this.
[00:50:08.891 --> 00:50:11.032]  Okay, this is part of the record.
[00:50:11.032 --> 00:50:15.556]  So you've got these individuals brought here, trained by our government, on the payroll.
[00:50:15.556 --> 00:50:17.517]  Lord knows what they're doing, showing up
[00:50:18.251 --> 00:50:24.676]  In the weeks before the bombing to a level that the state police and Oklahoma police intelligence units were videotaping them.
[00:50:24.676 --> 00:50:33.282]  And there are literally hundreds of witnesses at topless bars and hotels and shops and gun shows with these Iraqis and McVeigh!
[00:50:33.282 --> 00:50:34.723]  Okay?
[00:50:34.723 --> 00:50:37.865]  Then you've got McVeigh with German intelligence agents.
[00:50:37.865 --> 00:50:40.147]  You've got McVeigh at white supremacist compounds.
[00:50:40.147 --> 00:50:46.171]  You've got McVeigh going around creating a history and now that's in the affidavits to connect it to militias showing up at every group.
[00:50:46.171 --> 00:50:47.132]  He showed up at Waco.
[00:50:48.214 --> 00:50:50.255]  During the seizures, video of that.
[00:50:50.255 --> 00:50:52.877]  To create this history and this ledger.
[00:50:52.877 --> 00:50:57.520]  Now, more often than not, in these black ops, they didn't set up their own Patsy like Lee Harvey Oswald.
[00:50:57.520 --> 00:51:01.743]  Don't have time to get into that, but again, it's mainstream, history channel news.
[00:51:01.743 --> 00:51:07.167]  It's been all, Barr McClellan, LBJ's former lawyer, it just goes on and on.
[00:51:07.167 --> 00:51:09.849]  So much evidence, it'll make your head spin.
[00:51:10.683 --> 00:51:22.766]  That he was a black op operator, taken out of the Marines, he was at a super secret base in Japan, allowed to defect to the Russians, then allowed to come back after two years left alone.
[00:51:22.766 --> 00:51:25.386]  I've interviewed the daughter, the mother, all of it.
[00:51:25.386 --> 00:51:29.067]  Clear black ops, and he said, I'm Apache, I've been set up, clearly involved.
[00:51:29.067 --> 00:51:37.569]  But you've got shooters all around, you've got mafia involved, you've got Texas hit men, one of them's in federal prison right now for pulling another hit in San Antonio.
[00:51:37.569 --> 00:51:38.349]  Charles Harrelson.
[00:51:39.944 --> 00:51:40.704]  It's the same thing.
[00:51:40.704 --> 00:51:49.486]  You've got private contractor hit men, you've got mafia, you've got Cubans trained in Operation Zebra.
[00:51:49.486 --> 00:51:52.047]  You've got all these people, so there's different layers.
[00:51:52.047 --> 00:52:01.149]  You study the OSS in World War II in Greece and in Italy and in France.
[00:52:01.149 --> 00:52:04.190]  They operated, they nexused with the criminal gangs.
[00:52:04.190 --> 00:52:05.270]  It's the same thing today.
[00:52:05.270 --> 00:52:08.111]  That's who knows the local area, that gives you plausible deniability.
[00:52:09.136 --> 00:52:11.338]  So that's why you've got all these groups as fallbacks.
[00:52:11.338 --> 00:52:16.462]  The white supremacists, the Arabs, but all of them we know the groups were being run by the feds.
[00:52:16.462 --> 00:52:26.111]  The Arabs are run by feds, the Nazis that came out in federal documents were run by the feds, and you've got McVeigh going around grooming his patsy, which is Larry Nichols.
[00:52:27.213 --> 00:52:28.994]  And that's now all come out in the affidavit.
[00:52:28.994 --> 00:52:38.120]  We already said this years ago in films, this is what most of the police and FBI who weren't part of the program, who haven't carried out the attack, who are trying to expose this have said and written books on.
[00:52:38.120 --> 00:52:44.624]  This is what the evidence clearly shows in context.
[00:52:44.624 --> 00:52:53.409]  And so what you have is McVeigh with one of the Iraqis pulls up with a truck bomb, he goes and gets in his own car, goes driving off, something happens, he gets picked up by the state police, out of his mind,
[00:52:54.076 --> 00:52:54.817]  Literally drooling.
[00:52:54.817 --> 00:53:00.482]  The state police report he was drooling, falling down, saying, don't let him do it, it hurts, it hurts, I got a chip.
[00:53:00.482 --> 00:53:01.583]  Who knows what that is?
[00:53:01.583 --> 00:53:04.326]  The point is, he was doing this!
[00:53:04.326 --> 00:53:11.432]  He was totally... Then they hired Jolion West from the time he's arrested to the time he's executed in 2001, who in the 77 hearings declassified MKUltra.
[00:53:15.914 --> 00:53:24.617]  He was one of the chief people who was made to testify and who was brought out, also along with Dr. Ewing Cameron, involved in MKUltra.
[00:53:24.617 --> 00:53:31.339]  So one of the most famous mind control doctors is McVeigh's doctor from the time he's arrested to the time he's executed.
[00:53:31.339 --> 00:53:32.700]  Again, this is central casting.
[00:53:32.700 --> 00:53:35.961]  Like George Norris said, you could not make something up this weird.
[00:53:37.163 --> 00:53:39.664]  I mean, if this was a fiction book, no one would buy it.
[00:53:39.664 --> 00:53:41.565]  That's what they do in black ops.
[00:53:41.565 --> 00:53:44.706]  They do it to be a smokescreen, to be confusing.
[00:53:44.706 --> 00:53:47.266]  It's called cloaked and dagger for a reason.
[00:53:47.266 --> 00:53:49.527]  You don't know where the dagger is because it's cloaked.
[00:53:49.527 --> 00:53:51.828]  It's a black op.
[00:53:51.828 --> 00:53:54.629]  But in hindsight, we have enough pieces to know what happened.
[00:53:54.629 --> 00:54:01.891]  Feds, and the BATF, by the way, six months before was out in the Arizona desert blowing up rider trucks full of C4, doing tests.
[00:54:02.535 --> 00:54:06.842]  We know the feds, probably BATF, because they were in their bomb gear and running around right when it happened.
[00:54:08.015 --> 00:54:13.098]  And some of them did believe it was a stink, because they did call another group of BATF and tell them, be ready the night before.
[00:54:13.098 --> 00:54:14.379]  We have hotel receipts, everything.
[00:54:14.379 --> 00:54:16.040]  Because again, you have innocent people too.
[00:54:16.040 --> 00:54:21.524]  And then they always keep the innocent, good agents from not knowing what's happening, telling them it's a drill, it's part of an op.
[00:54:21.524 --> 00:54:25.226]  I know there's agents listening out there right now going, that's happened to me on other things.
[00:54:25.226 --> 00:54:29.309]  Stings, criminal ops, when they're stealing money from drug dealers, whatever.
[00:54:29.309 --> 00:54:32.231]  They have formulas of doing this because it works.
[00:54:34.099 --> 00:54:36.802]  There's plastic explosives inside that blow out the main columns.
[00:54:36.802 --> 00:54:39.466]  The diversionary blast is timed to go off at the same time.
[00:54:39.466 --> 00:54:42.570]  The evidence shows that it went off a few seconds before, early.
[00:54:42.570 --> 00:54:44.913]  Everybody inside said they heard a boom.
[00:54:44.913 --> 00:54:45.994]  The windows blew out.
[00:54:45.994 --> 00:54:47.356]  Then the whole building started shaking.
[00:54:47.356 --> 00:54:48.918]  There were explosions under it.
[00:54:48.918 --> 00:54:51.301]  Jane Graham, the head of HUD, up on the top floor,
[00:54:52.498 --> 00:54:58.980]  Reported that she liked to use the maintenance entrances for exercise, because she was overweight, to go jogging up them every morning.
[00:54:58.980 --> 00:55:01.280]  That was her exercise and jogging back down.
[00:55:01.280 --> 00:55:11.463]  And that she saw white men in there, later who by the way were videotaped the day of the event, and she said that's them, planting large gray sticks of butter on columns and drilling with electrical wire.
[00:55:11.463 --> 00:55:12.323]  She said, what are you doing?
[00:55:12.323 --> 00:55:13.824]  They were wearing federal maintenance uniforms.
[00:55:13.824 --> 00:55:14.464]  He said, maintenance.
[00:55:14.904 --> 00:55:17.005]  This is the day before the bombing.
[00:55:17.005 --> 00:55:18.426]  Again, one more little piece of evidence.
[00:55:18.426 --> 00:55:27.131]  The head grand juror, Hoppy Heidelberg, was learning all this from the police and witnesses, and the FBI came to his house and brandished guns and said, you shut up and don't ask questions anymore.
[00:55:27.131 --> 00:55:29.712]  I've interviewed Hoppy many times.
[00:55:29.712 --> 00:55:31.814]  Hundreds of these pieces of evidence.
[00:55:31.814 --> 00:55:34.255]  So, you've got McVeigh with all these other groups.
[00:55:34.255 --> 00:55:35.116]  They're the patsies.
[00:55:35.116 --> 00:55:35.956]  They're the setup.
[00:55:35.956 --> 00:55:38.237]  McVeigh thinks he's part of the op.
[00:55:38.237 --> 00:55:39.858]  Then he gets drugged somehow.
[00:55:39.858 --> 00:55:42.960]  Then they get him, basically keep him drugged from that point after.
[00:55:44.995 --> 00:55:52.540]  Now, the big question is, this has been in the desert news, this has been in the Salt Lake City Tribune, both pretty good-sized papers, but that's about it.
[00:55:52.540 --> 00:55:54.401]  Oklahoma TV station covered it.
[00:55:54.401 --> 00:56:11.232]  Wouldn't it be bigger news if one of the only two convicted bombers, the only one living, who has life in prison, has no reason to do this, he will get mistreated now, who's already been told to shut up and not talk to anybody, and it's admittedly a blackout where the media can't talk to him since he wrote this letter to Ashcroft in 2004.
[00:56:11.232 --> 00:56:12.573]  Why would he go public now?
[00:56:13.971 --> 00:56:18.154]  Because he says he wants the truth to be known even if it's a great danger to his life.
[00:56:18.154 --> 00:56:22.437]  And why is it this top story on CNN and ABC News and everywhere else?
[00:56:22.437 --> 00:56:23.738]  It isn't!
[00:56:23.738 --> 00:56:29.382]  That's why you type Oklahoma bombing into Google and the top three links are PrisonPlanet.com
[00:56:30.738 --> 00:56:40.369]  Our stories are number one and now we have the unsealed portion without the exhibits, A through G, we have it up on PrisonPlanet.com and InfoWars.com.
[00:56:40.369 --> 00:56:46.316]  After we start the next hour and I take some calls, I'm going to go back through some of the key passages in here.
[00:56:46.316 --> 00:56:50.160]  But ask yourselves, why isn't this a top story?
[00:56:50.160 --> 00:56:51.682]  This is big news!
[00:56:52.754 --> 00:57:10.742]  That you have sworn affidavits with federal documents, and it turns out that, and I interviewed a Trinidad lawyer involved last Thursday, that some of the things he can't talk about, but that he can hint at, is that they tried to present these documents, FBI documents, in the McVeigh trial.
[00:57:10.742 --> 00:57:15.164]  Stephen Jones did, his lawyer, and was not allowed to put these documents on.
[00:57:15.164 --> 00:57:16.725]  And that's what's in the sealed exhibits.
[00:57:18.300 --> 00:57:25.987]  We're talking social security numbers, documents, funds, addresses, all of this of how this thing worked.
[00:57:25.987 --> 00:57:32.532]  And it turns out this was known the whole time, and this was blocked in the federal case from coming out.
[00:57:32.532 --> 00:57:39.518]  How they keep McVeigh quiet, drugged up, famous brainwashing doctor with him, threatened people's family, works like a charm.
[00:57:39.518 --> 00:57:41.700]  Same thing they were doing with Nichols, threatening his family.
[00:57:43.169 --> 00:57:46.112]  Now, clearly McVeigh was a prime mover in all of this.
[00:57:46.112 --> 00:57:47.793]  The classic super patsy.
[00:57:47.793 --> 00:57:54.039]  But, if you look at this, even from what the FBI admits, Nichols was a total patsy on the periphery.
[00:57:54.039 --> 00:57:56.281]  Now, I've got three pages of notes here I want to go over.
[00:57:56.281 --> 00:58:00.065]  Key points in the deposition, in the federal lawsuit filing.
[00:58:00.065 --> 00:58:03.047]  But first, we'll go to your calls when we start the second hour.
[00:58:03.047 --> 00:58:03.528]  877-590-5525 or 836-0590.
[00:58:08.758 --> 00:58:10.620]  And I really want to talk about this subject.
[00:58:10.620 --> 00:58:14.484]  We'll take calls on other subjects, if you wish, from people holding since before the show started.
[00:58:14.484 --> 00:58:16.367]  But we'll get to all of you.
[00:58:16.367 --> 00:58:17.067]  We'll be right back.
[00:58:17.067 --> 00:58:17.488]  Stay with us.
[00:58:23.161 --> 00:58:24.322]  Hi, this is Ted Anderson.
[00:58:24.322 --> 00:58:29.244]  Over the years, Genesis Communications Network has grown by leaps and bounds, reaching millions of listeners.
[00:58:29.244 --> 00:58:32.265]  The impact on political and social issues have been enormous.
[00:58:32.265 --> 00:58:36.587]  Businesses associated with the network have grown to become valuable enterprises.
[00:58:36.587 --> 00:58:42.790]  If you are accredited and have an entrepreneurial spirit, national radio may be the opportunity you're looking for.
[00:58:42.790 --> 00:58:44.070]  Call me today at 877-996-4327, extension 101.
[00:58:44.070 --> 00:58:45.471]  For more information, that's 877-996-4327, extension 101.
[00:58:54.208 --> 00:58:55.289]  Looking for profit?
[00:58:55.289 --> 00:58:57.011]  Looking for safety and security?
[00:58:57.011 --> 00:59:00.273]  The $10 Olympic commemorative gold coin offers both.
[00:59:00.273 --> 00:59:07.880]  This low-mintage collector coin, with a total series mintage under $600,000, has sold at four times its current price.
[00:59:07.880 --> 00:59:11.643]  Falling dollar values and inflation make this likely to happen again.
[00:59:11.643 --> 00:59:13.165]  Secure your position today.
[00:59:13.165 --> 00:59:14.746]  Call Midas Resources at 1-800-686-2237.
[00:59:14.746 --> 00:59:14.966]  That's 1-800-686-2237.
[00:59:22.891 --> 00:59:25.994]  Are you concerned about the high cost of prescription drugs?
[00:59:25.994 --> 00:59:32.500]  Since January of 2006, RxDrugCard.com members have saved an average of $33 per prescription filled.
[00:59:32.500 --> 00:59:34.842]  That's over 46% savings!
[00:59:34.842 --> 00:59:37.145]  The average savings for generic drugs was over 71%.
[00:59:38.906 --> 00:59:47.712]  RxDrugCard.com is the only major discount prescription drug plan that offers a price lookup page, so you can get an idea of your discounted price before you enroll.
[00:59:47.712 --> 00:59:51.194]  RxDrugCard.com is for anyone who pays for their own prescriptions.
[00:59:51.194 --> 00:59:56.017]  There are no age restrictions, all prescriptions are covered, and 95% of all pharmacies in the U.S.
[00:59:56.017 --> 01:00:00.420]  participate, including Walmart, Walgreens, CVS Pharmacy, and many more.
[01:00:00.420 --> 01:00:04.883]  With RxDrugCard.com, you will save immediately with no messy forms or paperwork.
[01:00:05.223 --> 01:00:11.448]  Membership fees start at only $4.50 per month and include a 30-day unconditional money-back guarantee.
[01:00:11.448 --> 01:00:15.651]  Visit us at www.rxdrugcard.com or call us at 888-216-2461.
[01:00:15.651 --> 01:00:15.911]  That's 888-216-2461.
[01:00:15.911 --> 01:00:16.451]  Do it today!
[01:00:16.451 --> 01:00:17.973]  ...possessing child pornography.
[01:00:17.973 --> 01:00:20.214]  Those stories and... This is the GCN Radio Network.
[01:00:31.068 --> 01:00:32.589]  LBJ in Austin.
[01:00:32.589 --> 01:00:34.750]  It's 5 o'clock.
[01:00:34.750 --> 01:00:39.573]  With RxDrugCard.com, you will save immediately, with no messy forms or paperwork.
[01:00:39.573 --> 01:00:45.817]  Membership fees start at only $4.50 per month and include a 30-day unconditional money-back guarantee.
[01:00:45.817 --> 01:00:50.039]  Visit us at www.RxDrugCard.com or call us at 888-216-2461.
[01:00:50.039 --> 01:00:50.259]  That's 888-216-2461.
[01:00:50.259 --> 01:00:50.800]  Do it today!
[01:00:50.800 --> 01:00:52.320]  Possessing child pornography.
[01:00:52.320 --> 01:00:52.901]  Those stories...
[01:01:00.786 --> 01:01:05.370]  This is the GCN Radio Network.
[01:01:05.370 --> 01:01:06.952]  LBJ in Austin.
[01:01:06.952 --> 01:01:13.037]  It's 5 o'clock.
[01:01:13.037 --> 01:01:14.418]  USA Radio Network News.
[01:01:14.418 --> 01:01:15.980]  Richard Curtis reporting.
[01:01:15.980 --> 01:01:19.162]  Residents of the Northeast are bracing for a winter storm.
[01:01:19.162 --> 01:01:22.005]  A storm that has already caused havoc in the Upper Midwest.
[01:01:22.586 --> 01:01:31.053]  National Weather Service meteorologist Mike Eckert says relief should be coming soon to the beleaguered citizens of Wisconsin, Michigan, Iowa, Indiana and other states.
[01:01:31.053 --> 01:01:41.301]  Center of low pressure is over southeastern Iowa and that low is continuing to move to the northeast, should move into the Great Lakes by Sunday night and will continue to weaken on Monday.
[01:01:41.301 --> 01:01:45.625]  Some scary moments for Vice President Dick Cheney on a flight from Sydney, Australia.
[01:01:46.284 --> 01:01:55.491]  Australian Prime Minister John Howard says Air Force Two experienced a small electrical problem.
[01:01:55.491 --> 01:01:59.073]  A spokesman for the Vice President says there was no danger.
[01:01:59.073 --> 01:02:05.658]  Iran's Foreign Minister says his country is ready for, quote, any possible option taken by America, end quote.
[01:02:05.658 --> 01:02:10.702]  The bravado comes ahead of a meeting involving the permanent members of the UN Security Council in Germany this week.
[01:02:11.326 --> 01:02:21.894]  Security Council members will be in London to talk about whether to increase sanctions on Iran following its failure to meet the February 21st deadline to end its enrichment of uranium.
[01:02:21.894 --> 01:02:24.936]  North Korea's chief nuclear negotiator plans to visit the U.S.
[01:02:24.936 --> 01:02:28.799]  within days for follow-up talks on a recent disarmament deal.
[01:02:28.799 --> 01:02:37.385]  And a massive manhunt underway now in the dense jungles of India's troubled northeastern state of Manipur after 16 policemen were killed in a terrorist ambush.
[01:02:37.385 --> 01:02:38.386]  USA Radio Network News.
[01:02:39.995 --> 01:02:43.257]  Are you stressed out and tired of trying to make ends meet?
[01:02:43.257 --> 01:02:53.423]  Would you like to find a way to earn between $500 to $7,000 or more a month working from home with a company that gives you immediate and ongoing training, marketing, and support?
[01:02:54.091 --> 01:03:04.356]  HomeVis7.com would like to give you a free work-at-home information package and DVD that will show you how you could earn a full-time income by starting with just a few hours a week.
[01:03:04.356 --> 01:03:13.660]  In our first month we made over $1,000 and we've just completed our 12th month in the business and it looks like our check is going to be somewhere around $6,500.
[01:03:13.660 --> 01:03:17.022]  I actually made about $1,200 my very first month in the business.
[01:03:17.922 --> 01:03:20.364]  Obviously now it's well over ten times that.
[01:03:20.364 --> 01:03:26.149]  For your free DVD and information package, please log on to HomeVis7.com.
[01:03:26.149 --> 01:03:27.510]  Shipping is not included.
[01:03:27.510 --> 01:03:33.115]  There is no cost or obligation, just powerful information that could change your life.
[01:03:33.115 --> 01:03:35.998]  Log on now to HomeVis7.com.
[01:03:35.998 --> 01:03:38.480]  That's HomeVis, the number seven, dot com.
[01:03:40.689 --> 01:03:45.911]  The Virginia General Assembly has voted unanimously to apologize for the state's role in slavery.
[01:03:45.911 --> 01:03:49.593]  It acknowledged the maltreatment of Native Americans.
[01:03:49.593 --> 01:03:55.055]  It acknowledged the wrongs of slavery and expressed profound regret for both.
[01:03:55.055 --> 01:03:57.996]  Donald McEachin is the delegate that introduced the resolution.
[01:03:58.656 --> 01:04:03.342]  Denver Broncos running back Damian Nash has died following a charity basketball game in St.
[01:04:03.342 --> 01:04:04.043]  Louis.
[01:04:04.043 --> 01:04:05.905]  The cause of death is not immediately known.
[01:04:05.905 --> 01:04:07.987]  He was 24 years old.
[01:04:07.987 --> 01:04:11.171]  Nash is the second member of the Broncos to pass away this offseason.
[01:04:11.171 --> 01:04:16.036]  Cornerback Derrent Williams was shot and killed January 1st while leaving a nightclub.
[01:04:16.036 --> 01:04:17.218]  Williams was also just 24.
[01:04:18.699 --> 01:04:23.962]  And a male jaguar has killed a zookeeper at the Denver Zoo and employees had to put the animal down.
[01:04:23.962 --> 01:04:29.025]  The six-year-old jaguar attacked the unidentified worker inside its enclosure late yesterday morning.
[01:04:29.025 --> 01:04:33.748]  Armed employees entered the enclosure to retrieve the injured woman when the cat threatened them.
[01:04:33.748 --> 01:04:37.430]  The zoo was closed after the incident, but the public was never in danger.
[01:04:37.430 --> 01:04:38.531]  USA Radio Network News.
[01:04:39.910 --> 01:04:46.392]  If you have an idea and need help protecting, marketing, and getting that idea to industry, call Synergy Consultants.
[01:04:46.392 --> 01:04:53.375]  We will give you a free invention kit that will help you understand how to protect and commercialize your idea so you can profit from it.
[01:04:53.375 --> 01:04:55.055]  Call for your free inventors kit today.
[01:04:55.055 --> 01:04:55.135]  800-557-5555.
[01:04:55.135 --> 01:04:58.596]  The inventors kit is free and there is no obligation.
[01:04:58.596 --> 01:04:58.657]  800-557-5555.
[01:04:58.657 --> 01:04:58.977]  Call now.
[01:04:58.977 --> 01:04:59.437]  800-557-5555.
[01:04:59.437 --> 01:05:00.537]  Not available in our state.
[01:05:10.743 --> 01:05:20.728]  The UN Children's Fund says children account for half of the estimated 120,000 people made homeless by severe flooding in central Mozambique and by Cyclone Favio.
[01:05:20.728 --> 01:05:26.011]  UNICEF spokesman Damien Persona says children are always the most vulnerable in situations of distress.
[01:05:26.011 --> 01:05:34.716]  When you have this kind of emergencies and heavy flooding, it means that the food distribution is totally disrupted.
[01:05:34.716 --> 01:05:36.577]  The lack of clean water
[01:05:37.265 --> 01:05:43.395]  And the lack of proper sanitation will, without any doubt, weaken their already weak body.
[01:05:44.549 --> 01:05:53.516]  And an Indonesian ferry that caught fire last week, killing at least 42 people, sank today as officials and journalists on board scrambled for safety.
[01:05:53.516 --> 01:06:01.823]  At least three people were missing after the incident off Jakarta, and the TV television said one of its reporters had been killed on the twice-doomed boat.
[01:06:01.823 --> 01:06:04.045]  There's more news on usaradio.com.
[01:06:04.045 --> 01:06:05.926]  Richard Curtis reporting.
[01:06:05.926 --> 01:06:07.067]  USA Radio Network
[01:06:08.064 --> 01:06:11.447]  We understand that decisions related to health can be overwhelming.
[01:06:11.447 --> 01:06:18.692]  That is why at ResearchedHerbs.com we take pride in offering you herbs whose safety and effectiveness have been proven time and time again.
[01:06:18.692 --> 01:06:32.362]  For example, did you know that LIV52, the top-selling natural herbal supplement for liver diseases since 1930, is backed by over 300 research studies and clinical trials and prescribed by more than 200,000 health professionals worldwide?
[01:06:32.362 --> 01:06:35.765]  In fact, the effectiveness of all the herbs featured on ResearchedHerbs.com
[01:06:36.525 --> 01:06:45.091]  Including those for cholesterol, blood pressure, diabetes, arthritis, cirrhosis, and hepatitis, among others, is extremely well documented.
[01:06:45.091 --> 01:06:52.355]  Our website, researchedherbs.com, was created to empower you with the information and answers you need to make the right health decisions.
[01:06:52.355 --> 01:06:54.877]  Researched and proven herbs at great prices.
[01:06:54.877 --> 01:06:58.319]  Visit us online at researchedherbs.com or call 1-800-845-3841 for more information.
[01:06:58.319 --> 01:06:58.520]  That's 1-800-845-3841.
[01:07:07.102 --> 01:07:08.703]  He stands for truth.
[01:07:08.703 --> 01:07:09.904]  He stands for justice.
[01:07:09.904 --> 01:07:11.345]  He stands for what's right.
[01:07:11.345 --> 01:07:13.347]  This is the Alex Jones Show.
[01:07:13.347 --> 01:07:14.868]  Call Alex now, toll free at 877-590-5525.
[01:07:36.559 --> 01:07:44.226]  Now live from Austin, Texas, here's Alex Jones.
[01:07:44.226 --> 01:07:57.319]  Well, last September, the North American Union government met in secret in Canada, and now they've met again, but publicly, putting out their propaganda before the show ends.
[01:07:57.319 --> 01:07:58.440]  I'll get into that news.
[01:07:59.278 --> 01:08:03.900]  Ties into the toll roads, ties into the open borders, the amnesty, all of it.
[01:08:03.900 --> 01:08:05.281]  We're going to go to your calls now.
[01:08:05.281 --> 01:08:08.422]  The toll-free number is 877-590-5525.
[01:08:08.422 --> 01:08:11.143]  That's 877-590-KLBJ.
[01:08:11.143 --> 01:08:12.504]  Or locally in Central Texas, 836-0590.
[01:08:12.504 --> 01:08:23.869]  Whether you're listening in Illinois, or Norfolk, Virginia, or Kansas City, or out in California, or Tennessee, upstate New York, you're welcome to call in.
[01:08:23.869 --> 01:08:27.610]  Or anywhere on the internet, satellite, or shortwave for that matter.
[01:08:27.610 --> 01:08:28.691]  But let me just recap.
[01:08:29.728 --> 01:08:32.050]  I can't put this in words how important this story is.
[01:08:32.050 --> 01:08:39.335]  We know that the Oklahoma City bombing was an inside job, carried out to bring America into a police state and get the FBI and BATF more funding.
[01:08:39.335 --> 01:08:42.998]  We know most people in government weren't involved in it or good people.
[01:08:42.998 --> 01:08:45.420]  It's the criminals running it that are involved in it.
[01:08:45.420 --> 01:08:46.941]  And we know that McVeigh was a Patsy.
[01:08:46.941 --> 01:08:48.402]  We know there were Iraqis involved.
[01:08:48.402 --> 01:08:50.263]  We know that there were white supremacists involved.
[01:08:50.263 --> 01:08:57.849]  But as Patsy's been directed by the FBI, and now here comes the mainstream news, Nichols McVeigh had high-level help, FBI help,
[01:08:58.892 --> 01:09:12.581]  Oklahoma City bombing conspirator Terry Nichols says a high-ranking FBI official apparently was directing Timothy McVeigh and the plot to blow up a government building and might have changed the original target of the attack according to a new affidavit filed in the U.S.
[01:09:12.581 --> 01:09:14.162]  District Court in Utah.
[01:09:14.162 --> 01:09:18.966]  Salt Lake City Tribune headline, Nichols, McVeigh had high-level FBI help.
[01:09:18.966 --> 01:09:26.811]  And it goes on, the official and other conspirators are being protected by the federal government in a cover-up to escape its responsibility for the loss of life in Oklahoma.
[01:09:27.991 --> 01:09:31.892]  The evidence points towards bombs inside the government running the op.
[01:09:31.892 --> 01:09:34.493]  Others are saying, well, it was a sting gone bad.
[01:09:34.493 --> 01:09:37.074]  Yeah, where they cook the bomb and train everybody as usual.
[01:09:37.074 --> 01:09:45.777]  Documents that supposedly help back up his allegations have been sealed to protect information in them, such as social security numbers and dates of birth.
[01:09:45.777 --> 01:09:46.077]  The U.S.
