[00:00:00.983 --> 00:00:02.564]  You have the power.
[01:31:25.713 --> 01:31:30.036]  In fact, it's considered the single most important remedy in all of Ayurvedic medicine.
[01:31:30.516 --> 01:31:42.605]  Medical studies have been conducted abroad on the effects this rare mineral-like compound has on energy, diabetes, tumors, ulcers, memory and brain function, not to mention reproductive health, exercise recovery and arthritis.
[01:31:42.906 --> 01:31:47.829]  Because of the rules governing nutritional supplements in this country, no health or healing claims can be made.
[01:31:48.210 --> 01:31:50.771]  However, it's still quite legal to own this compound.
[01:31:50.812 --> 01:31:51.572]  And the best part?
[01:31:51.952 --> 01:31:53.454]  My listeners pay nothing down.
[01:31:53.534 --> 01:31:55.915]  Simply go to blacklistedherb.com.
[01:31:55.935 --> 01:31:57.857]  That's blacklistedherb.com.
[01:31:58.257 --> 01:31:59.298]  Or call 815-259-4552.
[01:31:59.358 --> 01:32:06.062]  That's 815-259-4552 for details.
[01:32:06.882 --> 01:32:09.264]  I need to do something about my dry heels.
[01:32:09.804 --> 01:32:11.285]  After a pedicure they look great.
[01:32:11.625 --> 01:32:15.467]  Then I have to go right back again because my feet get dry so quickly.
[01:32:15.908 --> 01:32:18.089]  Haven't you heard about CalX ointment?
[01:32:18.509 --> 01:32:21.851]  I use it regularly on my heels and they stay looking great.
[01:32:22.251 --> 01:32:24.673]  And my feet feel as good as they look.
[01:32:25.205 --> 01:32:26.247]  What's that name again?
[01:32:26.648 --> 01:32:27.811]  Wait, I'm getting my pen out.
[01:32:28.212 --> 01:32:29.395]  It's Callex.
[01:32:29.796 --> 01:32:31.660]  C-A-L-L-E-X.
[01:32:31.980 --> 01:32:33.845]  What makes Callex Leutmann so different?
[01:32:34.617 --> 01:32:43.225]  It's got these natural enzymes that quickly exfoliate dry, cracked feet and leave your feet feeling soft and smooth, just like a baby's bottom.
[01:32:43.665 --> 01:32:49.390]  For soft, smooth heels and feet, use enzyme-rich, moisturizing Cal-X ointment.
[01:32:49.771 --> 01:33:00.901]  It's diabetic-friendly and found in the foot care section of Walgreens, Long's, Snyder's Drug, Bilo, Card Drug, H-E-B grocery stores, medicine shop pharmacies, and Rite Aid.
[01:33:01.542 --> 01:33:02.642]  Hey, here's a drug store.
[01:33:02.982 --> 01:33:03.643]  I'll be right back.
[01:33:03.783 --> 01:33:05.503]  I'm getting some callux for my heels.
[01:33:07.104 --> 01:33:08.544]  I don't have to tell you things are bad.
[01:33:09.024 --> 01:33:10.165]  Everybody knows things are bad.
[01:33:10.785 --> 01:33:11.545]  It's a depression.
[01:33:12.726 --> 01:33:15.686]  Everybody's out of worth, or scared of losing their job.
[01:33:17.027 --> 01:33:18.567]  The dollar by the nickel's worth.
[01:33:19.027 --> 01:33:20.048]  Banks are going bust.
[01:33:20.128 --> 01:33:22.028]  Shopkeepers keep a gun under the counter.
[01:33:22.689 --> 01:33:24.249]  Punks are running wild in the street.
[01:33:24.289 --> 01:33:26.850]  There's nobody anywhere who seems to know what to do, and there's no end to it.
[01:33:28.508 --> 01:33:28.910]  We know.
[01:33:29.352 --> 01:33:30.921]  The air is unfit to breathe.
[01:33:31.042 --> 01:33:32.450]  Our food is unfit to eat.
[01:33:33.217 --> 01:33:41.739]  We sit watching our TVs while some local newscaster tells us that today we had 15 homicides and 63 violent crimes as if that's the way it's supposed to be!
[01:33:42.019 --> 01:33:43.119]  We know things are bad.
[01:33:43.219 --> 01:33:44.079]  Worse than bad.
[01:33:44.679 --> 01:33:45.399]  They're crazy.
[01:33:45.419 --> 01:33:48.640]  It's like everything everywhere is going crazy so we don't go out anymore.
[01:33:49.020 --> 01:33:55.942]  We sit in the house and slowly the world we're living in is getting smaller and all we say is, please, at least leave us alone in our living rooms.
[01:33:55.962 --> 01:34:00.342]  Let me have my toaster and my TV and my steel-belted radials and I won't say anything.
[01:34:00.542 --> 01:34:01.363]  Just leave us alone.
[01:34:01.603 --> 01:34:02.943]  Well, I'm not gonna leave you alone.
[01:34:03.843 --> 01:34:05.004]  I want you to get mad!
[01:34:05.865 --> 01:34:07.086]  I don't want you to protest.
[01:34:07.186 --> 01:34:08.226]  I don't want you to riot.
[01:34:08.246 --> 01:34:11.208]  I don't want you to write to your congressmen because I wouldn't know what to tell you to write.
[01:34:11.568 --> 01:34:15.891]  I don't know what to do about the depression and the inflation and the Russians and the crime in the streets.
[01:34:16.211 --> 01:34:18.713]  All I know is that first, you've got to get mad!
[01:34:19.193 --> 01:34:21.095]  You've got to say, I'm a human being!
[01:34:21.315 --> 01:34:22.515]  My life has value!
[01:34:24.136 --> 01:34:24.557]  I want you...
[01:34:25.467 --> 01:34:26.287]  To get up now.
[01:34:27.588 --> 01:34:29.589]  I want all of you to get up out of your chairs.
[01:34:29.609 --> 01:34:41.336]  I want you to get up right now and go to the window, open it, and stick your head out and yell, I'm as tired as hell and I'm not going to take this anymore!
[01:34:41.356 --> 01:34:43.957]  I want you to get up right now.
[01:34:44.697 --> 01:34:49.060]  Get up, go to your windows, open them and stick your head out and yell,
[01:34:51.605 --> 01:34:55.168]  I'm as tired as hell, and I'm not going to take this anymore!
[01:35:02.555 --> 01:35:03.336]  You found it!
[01:35:03.456 --> 01:35:07.379]  I'm as tired as hell, and I'm not going to take this anymore!
[01:35:11.062 --> 01:35:12.284]  You found it, my friend.
[01:35:13.705 --> 01:35:14.606]  The front line.
[01:35:17.526 --> 01:35:21.488]  The very front line, the very tip of the spear in the Info War.
[01:35:22.088 --> 01:35:23.909]  I salute you for joining us!
[01:35:24.789 --> 01:35:36.734]  Now let's get informed, let's get focused, let's take action, let's not wait for orders from the headquarters, let's start pulling the New World Order down bricks by bricks!
[01:35:38.795 --> 01:35:45.758]  I want you to get in the streets and I want you to demonstrate against them taking people's farms and ranches under the guise of fake environmentalism.
[01:35:47.319 --> 01:36:01.532]  And I want you to get in the streets and I want you to demonstrate against real environmental crises like wild cross-species chimera, engineering, and genetically modified food, over 75% of the food on the store shelves.
[01:36:02.782 --> 01:36:05.243]  And I want you to get out there and say we want the B.A.T.F.
[01:36:05.283 --> 01:36:06.143]  dismanded!
[01:36:06.783 --> 01:36:08.884]  And we don't want any gun control laws!
[01:36:09.284 --> 01:36:11.925]  We want the people to be able to defend ourselves from the criminals!
[01:36:12.446 --> 01:36:21.829]  And we want these America-hating illegal aliens kicked out of this country right now!
[01:36:25.210 --> 01:36:25.770]  Yes!
[01:36:28.691 --> 01:36:30.232]  First you've got to get mad.
[01:36:33.487 --> 01:36:39.271]  We can take down this New World Order, but we've got to stay focused and not let them get us in fighting the rest of it.
[01:36:39.672 --> 01:36:40.792]  You know, I haven't taken the bait.
[01:36:40.813 --> 01:36:42.514]  I'm going to go to your calls in a minute and get into the news.
[01:36:43.935 --> 01:36:44.996]  I haven't taken the bait.
[01:36:49.219 --> 01:36:52.121]  About a year ago, I got this call from someone I never have trusted.
[01:36:54.002 --> 01:36:55.984]  And they said, Alex, you've got to go on air.
[01:36:57.385 --> 01:37:02.809]  You've got to expose these no-plane people that say no planes at the World Trade Centers and they were holograms projected out of a
[01:37:04.375 --> 01:37:05.475]  Mickey Mouse Lunchbox.
[01:37:06.716 --> 01:37:09.637]  You've got to go on air, and you've got to expose the space beam.
[01:37:09.657 --> 01:37:12.637]  People that say particle beams from space blew up the World Trade Centers.
[01:37:13.758 --> 01:37:14.478]  It's disinfo.
[01:37:14.538 --> 01:37:15.678]  It's discrediting our movement.
[01:37:16.038 --> 01:37:25.241]  And I said, if I go on air, and I start spending my time discrediting that, it's going to give it attention, and people are going to go look at it, and it's going to become a major issue.
[01:37:28.191 --> 01:37:34.192]  Well, that very individual I've heard on air saying space beams did it, saying no planes hit.
[01:37:35.593 --> 01:37:46.635]  I've heard wall-to-wall Ron Paul attacking out of a whole camp of people and I saw him do it simultaneously, calling him a fascist, saying he's a racist, saying he represents evil.
[01:37:47.975 --> 01:37:56.137]  I've seen it out of a whole camp and it frankly freaked me out to see them all activate at once and to reveal themselves as honest to goodness
[01:37:56.902 --> 01:37:58.351]  Real Deal Operatives!
[01:38:02.788 --> 01:38:03.748]  And they shouldn't have all done it.
[01:38:03.768 --> 01:38:06.790]  And there's a couple hundred other key points here.
[01:38:07.130 --> 01:38:08.170]  But it hit me like a ton of bricks.
[01:38:08.190 --> 01:38:09.991]  It was part of the reason I was so depressed last night.
[01:38:10.411 --> 01:38:11.572]  And this dog I love.
[01:38:11.612 --> 01:38:12.012]  Please don't.
[01:38:12.352 --> 01:38:13.453]  I'm not trying to get your sympathy.
[01:38:13.693 --> 01:38:14.493]  I'm just telling you why.
[01:38:14.513 --> 01:38:15.894]  You know, you love a dog.
[01:38:16.074 --> 01:38:17.574]  It makes you think of how you're going to die.
[01:38:17.614 --> 01:38:18.555]  Your family's going to die.
[01:38:18.835 --> 01:38:20.916]  How we're all going to die at one time or another.
[01:38:20.936 --> 01:38:22.536]  And you think everybody else you know that's died.
[01:38:22.596 --> 01:38:29.039]  And you think about should I put the dog down or put it through chemotherapy, which 80% of the time doesn't work and it tortures the dog.
[01:38:32.611 --> 01:38:50.981]  And then I just think about, you know, it clicks, and I'm like, man, I made the decision not to counter these people, and now it's grown, and now they've got government-funded disinfo films out, which the media will use to discredit us, and I just, it's just, but at the same time, I see all the success we're having, and I just want the New World Order to know something right now.
[01:38:52.642 --> 01:38:55.844]  You'll never take away from Ron Paul, no matter what happens to him,
[01:38:56.514 --> 01:38:59.938]  That he did the right thing and that he's borne great fruit for over 30 years.
[01:39:00.599 --> 01:39:06.706]  And every ounce of his action and every bit of my discernment and everything about me tells me I know he's the real McCoy.
[01:39:08.954 --> 01:39:09.494]  And good.
[01:39:09.855 --> 01:39:11.275]  And I know he's a good man.
[01:39:11.616 --> 01:39:12.876]  And he cares about people.
[01:39:12.936 --> 01:39:17.099]  And he's got a system that's based on the Constitutional Bill of Rights.
[01:39:17.419 --> 01:39:20.121]  And for people with no evidence to lie about him is despicable.
[01:39:20.141 --> 01:39:21.422]  But what do you expect from these people?
[01:39:21.902 --> 01:39:26.885]  Government agents and their quacking followers that repeat and parrot what they say, many cases unknowingly.
[01:39:29.170 --> 01:39:30.231]  And you're not going to defeat us.
[01:39:30.271 --> 01:39:32.313]  You can censor me all day long.
[01:39:32.673 --> 01:39:35.255]  You can attack the sites that only made us stronger.
[01:39:35.656 --> 01:39:40.119]  You can delete everything off Dig and off MySpace and off Wikipedia.
[01:39:40.500 --> 01:39:41.781]  You're not going to stop the truth.
[01:39:41.861 --> 01:39:43.802]  You have a 10% approval rating government.
[01:39:44.083 --> 01:39:45.104]  You are criminals.
[01:39:45.444 --> 01:39:46.264]  The jig is up.
[01:39:46.325 --> 01:39:47.786]  People know what you are now!
[01:39:49.145 --> 01:40:01.232]  You may have over half the public dumbed down zombies who don't know what day of the week it is, and don't even know who their grandfather was, and who don't know how many continents there are, and don't know that Iranians are Persian, and don't know anything.
[01:40:03.113 --> 01:40:12.979]  But let me tell you, 30% or so, it could be more, but I can say 30% know there's a world government, know there's a tyrannical elite, and 10% of that 30%
[01:40:14.890 --> 01:40:25.052]  Or 10% of the total is really aware, hardcore aware, and the rest of that other 20% or so are in the process of waking up right now, and we're in the process of waking them up.
[01:40:25.552 --> 01:40:28.893]  And I just want every one of you out there to know the New World Order is on the ropes.
[01:40:28.933 --> 01:40:29.713]  They're in trouble.
[01:40:31.113 --> 01:40:34.994]  And it is so important that this doesn't fall on deaf ears.
[01:40:35.414 --> 01:40:42.035]  If you've got Terror Storm, or you've got Martial Law, or Order of Death,
[01:40:44.739 --> 01:40:46.380]  Or you tape my local TV show.
[01:40:46.520 --> 01:40:48.782]  Or you can download them on PrisonPlanet.TV.
[01:40:49.603 --> 01:40:53.766]  I want you in there aggressively to be part of this revolution for survival.
[01:40:53.806 --> 01:40:54.426]  That's all it is.
[01:40:54.847 --> 01:40:57.969]  This is a forced revolution against the usurpers.
[01:40:58.009 --> 01:40:59.070]  They overthrew our government.
[01:40:59.090 --> 01:40:59.770]  They took it over.
[01:40:59.811 --> 01:41:00.871]  We're restorationists.
[01:41:00.891 --> 01:41:04.614]  But we have to revolt to overthrow their current system.
[01:41:05.575 --> 01:41:06.856]  And I want that to be peaceful.
[01:41:07.276 --> 01:41:09.478]  And when the enemy makes it physical, which they will do,
[01:41:10.279 --> 01:41:11.280]  They will throw a fit.
[01:41:11.620 --> 01:41:12.440]  They know they're losing.
[01:41:12.761 --> 01:41:17.944]  At least enough people will be awake then that once they start the fight, we can literally mop the floor with them.
[01:41:19.044 --> 01:41:19.405]  Alright?
[01:41:19.465 --> 01:41:20.045]  It could be quick.
[01:41:20.905 --> 01:41:25.869]  A Ceausescu type situation or what happened in Poland.
[01:41:27.309 --> 01:41:29.851]  There have been many revolutions or what happened in Algeria.
[01:41:34.409 --> 01:41:37.511]  And I'm telling you right now, folks, that's why they're putting in the control grid.
[01:41:37.812 --> 01:41:54.664]  When you see a government, cynically, putting in a Pentagon-designed surveillance tracking grid of the citizens, and saying it's for a revolt, and funding, revolt funding, to suppress the public, what do you think the government was planning years ago when they built this apparatchik?
[01:41:56.185 --> 01:41:59.347]  And said they had to have it fully in place by the fall of 2007.
[01:42:02.424 --> 01:42:04.445]  In the John Warner Defense Authorization Act.
[01:42:04.925 --> 01:42:09.567]  And I'm not saying they're going to pull the trigger this fall, but I'm telling you, they said it had to be fully in place.
[01:42:09.727 --> 01:42:10.568]  It is in place.
[01:42:11.528 --> 01:42:14.409]  But it's made up of a wet paper bag.
[01:42:16.050 --> 01:42:17.070]  It's intimidation.
[01:42:17.451 --> 01:42:18.631]  It's the man behind the curtain.
[01:42:21.092 --> 01:42:24.434]  And by what happened in Algeria, I had read about what happened in Algeria.
[01:42:24.454 --> 01:42:27.775]  I'd never seen the battle for Algiers.
[01:42:27.795 --> 01:42:29.476]  That's the capital city of Algeria.
[01:42:31.957 --> 01:42:36.859]  They're on the Mediterranean, big Arabic nation, French colony.
[01:42:42.742 --> 01:42:46.784]  It wasn't the violence at the beginning that caused the French to have to leave.
[01:42:46.844 --> 01:42:49.625]  It was when the mass of people finally just quit going along with it.
[01:42:49.645 --> 01:42:51.886]  It was when the mass knew.
[01:42:51.926 --> 01:42:56.608]  It was when 90% knew the French government was criminal and using them and sucking off of them.
[01:42:56.788 --> 01:42:57.828]  And the French just had to leave.
[01:42:58.069 --> 01:42:59.009]  See, that's what I want to do.
[01:43:00.541 --> 01:43:10.185]  I don't want to hold up in some house in the woods and shoot a bunch of dumb feds who are just complete little power-tripping soldiers who, frankly, are low-grade morons.
[01:43:10.585 --> 01:43:11.765]  That doesn't hurt the New World Order.
[01:43:11.905 --> 01:43:13.006]  That'll give them martyrs!
[01:43:14.366 --> 01:43:18.208]  Believe me, I don't want cops and feds to be hurt.
[01:43:18.948 --> 01:43:20.128]  I want them to wake up.
[01:43:20.388 --> 01:43:24.490]  And I know some of them are evil and they won't wake up, but a lot of them are and can be woken up.
[01:43:27.791 --> 01:43:31.732]  Now I'm not blaming the Browns, their back is against the wall and they don't have a choice in what they're in.
[01:43:34.213 --> 01:43:42.255]  But see, non-violently, nine people were just found not guilty in a huge multi-million dollar trial in Las Vegas with 160-something counts.
[01:43:43.935 --> 01:43:51.777]  Because the word's out, see, the people, the juries know it's a fraud, which is why the American Bar Association is trying to get rid of that right now.
[01:43:55.419 --> 01:44:02.084]  That's why the American Bar Association itself, for seven years, since 2000, every year at their annual meeting, calls for ending juries.
[01:44:02.364 --> 01:44:07.108]  Because then there's no hope, and the lawyers can just suck off of you and plea bargain you into a pit.
[01:44:09.470 --> 01:44:11.831]  Because the juries are judging the facts as well as the case now.
[01:44:12.192 --> 01:44:14.834]  See, I'm seeing all these indicators, and believe me, I'm a pessimist.
[01:44:15.394 --> 01:44:19.377]  I always try to see the worst possible analysis from our perspective.
[01:44:21.883 --> 01:44:24.965]  And by that I mean, I don't try to see the new order's action as bad as possible.
[01:44:25.465 --> 01:44:26.606]  I always underestimate that.
[01:44:26.666 --> 01:44:30.168]  I mean, I try to see the road we've got to go as hard as possible.
[01:44:30.628 --> 01:44:32.809]  And I'm seeing nothing but good indicators everywhere.
[01:44:36.091 --> 01:44:36.872]  I want to go to your calls.
[01:44:36.912 --> 01:44:37.692]  I said I'd go to your calls.
[01:44:37.732 --> 01:44:39.373]  I got tons of news, too.
[01:44:40.134 --> 01:44:42.295]  Got another guest coming up next hour for about 20 minutes.
[01:44:42.315 --> 01:44:50.340]  I'm going to play a clip of him going out and talking to Austinites who are completely dumbed down.
[01:44:51.437 --> 01:44:52.898]  Just to illustrate how far we've fallen.
[01:44:53.678 --> 01:45:06.686]  And then I want to play about five minutes or so from a clip of a gentleman who went to some of the New World Order meetings back in 92, George Hunt, UN, UNICEF, Earth Summit.
[01:45:07.867 --> 01:45:13.270]  And he went to some of these, first learned about it in the late 80s, he was a big environmentalist, big liberal, but successful businessman.
[01:45:14.991 --> 01:45:19.014]  And he, I'm trying to see if he's even still alive, I'm having trouble getting contact with him.
[01:45:19.474 --> 01:45:20.855]  But he went to some of these meetings, and again,
[01:45:21.773 --> 01:45:22.553]  I have the documents.
[01:45:22.593 --> 01:45:23.774]  I have the official UN documents.
[01:45:23.894 --> 01:45:24.934]  I've put them in in-game.
[01:45:25.074 --> 01:45:26.034]  We know this is all true.
[01:45:26.474 --> 01:45:32.156]  But it's to hear his perspective being at the meetings about what they're going to do to us.
[01:45:33.116 --> 01:45:36.837]  And remember, this is 16 years ago.
[01:45:38.938 --> 01:45:39.398]  16 years ago.
[01:45:44.879 --> 01:45:46.680]  So that's all coming up in the next hour as well.
[01:45:52.029 --> 01:46:06.854]  If you realize the power that you have individually out there, and if you simply use it, with your pocketbook, what you buy, who you support, who you don't support, with talking to your neighbors, there's nothing more powerful than making copies of films.
[01:46:09.455 --> 01:46:20.619]  I mean, I'm asking you, get a dual DVD burner, they're maybe a hundred bucks at the electronic store, and buy a bunch of blanks, and just make three or four copies a day.
[01:46:21.377 --> 01:46:22.237]  Give them to people.
[01:46:22.317 --> 01:46:25.378]  Leave them on police car windows.
[01:46:25.618 --> 01:46:26.338]  I don't care.
[01:46:26.498 --> 01:46:29.899]  Just get it out to people now, folks.
[01:46:32.740 --> 01:46:33.620]  This is life and death.
[01:46:35.441 --> 01:46:35.741]  Hold on.
[01:46:35.761 --> 01:46:37.181]  I said I'd do this and we'll get your calls.
[01:46:37.241 --> 01:46:38.862]  I may have to... The guest is in there in the green room.
[01:46:38.902 --> 01:46:41.623]  I might... I'll get him on about ten after.
[01:46:41.663 --> 01:46:43.043]  That way we have time to get your calls.
[01:46:43.523 --> 01:46:50.545]  I said I'd talk about earlier, in the last hour, we know they're orchestrating the financial
[01:46:51.972 --> 01:46:53.733]  Consolidation that's going on right now.
[01:46:54.533 --> 01:46:55.753]  They openly brag they are.
[01:46:58.194 --> 01:47:03.376]  In the establishment publications and then in the mainline stuff they tell us how they're saving us.
[01:47:03.396 --> 01:47:07.317]  Different conduits of info.
[01:47:07.497 --> 01:47:09.018]  But what comes after all this?
[01:47:09.058 --> 01:47:13.439]  That's why I'm very unsettled, very vexed, very disquieting.
[01:47:15.220 --> 01:47:17.221]  Is because they've done everything they said they do.
[01:47:17.261 --> 01:47:18.221]  They keep their promises.
[01:47:20.630 --> 01:47:36.482]  And next we're going to see in the next five years the slow decline, deeper, deeper, deepening recession with utter mind control of them announcing on the news that we're in an uptick while everything's falling apart, as they're doing right now.
[01:47:38.964 --> 01:47:44.789]  And we're just going to see more and more CPS taking children, ruling over one's social workers, ruling over us.
[01:47:45.675 --> 01:47:49.598]  Probably unless we continue to expose government-sponsored terror, that's why it's such a key thing to attack.
[01:47:50.078 --> 01:47:59.084]  They'll stage more terror deposes, saviors to expand their control, launching wars against other nations, other third-world countries, further demonizing the U.S.
[01:47:59.144 --> 01:48:02.106]  name, building the euro up as the world standard.
[01:48:04.928 --> 01:48:11.313]  And then next is controlled bioweapon releases that they'll claim some are natural, others they'll claim shadowy terrorist groups released.
[01:48:12.828 --> 01:48:15.190]  In the first waves, they plan to kill millions.
[01:48:15.990 --> 01:48:22.074]  They may have another preparatory that just kills tens of thousands to create fear, teach you how to be locked down, teach you how to go under quarantine.
[01:48:22.574 --> 01:48:27.437]  And then, as they've got the preachers, 26,000 of them ready for gun confiscation control.
[01:48:27.797 --> 01:48:32.220]  They'll call it civil emergency, then release it, it won't be a big deal.
[01:48:32.300 --> 01:48:33.481]  Oh, see, that wasn't so bad.
[01:48:33.761 --> 01:48:34.642]  Then have another one.
[01:48:34.662 --> 01:48:38.224]  They're kind of Kool-Aid drinking drills is what they have the whole country doing, basically.
[01:48:40.345 --> 01:48:41.606]  Getting you used to doing something that
[01:48:42.720 --> 01:48:45.482]  Is it bad until they actually drop the hammer?
[01:48:46.702 --> 01:48:48.463]  Drop the boom, lower the guillotine?
[01:48:50.884 --> 01:49:07.653]  And then at the end of it, just world government orchestrating neo-feudalism in a highly controlled, totally tracked police state where you've got security zones with high technology and security clearances to even access it.
[01:49:08.795 --> 01:49:14.559]  Literal, physical, techno-spires, for ten years I've given that analogy because it's what I've seen in their literature and what they're building.
[01:49:15.680 --> 01:49:24.466]  They actually will build, you know, the central cities as physical spires and then also the technology will be higher and more advanced in those areas.
[01:49:27.148 --> 01:49:28.209]  Oh, I'm a member of the elite.
[01:49:28.329 --> 01:49:29.249]  I don't get cancer.
[01:49:29.750 --> 01:49:31.591]  I had that fixed when I was five years old.
[01:49:32.292 --> 01:49:33.512]  Or I had that fixed in the womb.
[01:49:33.612 --> 01:49:34.773]  Or I was screened.
[01:49:34.833 --> 01:49:35.834]  I was a screened baby.
[01:49:41.886 --> 01:49:47.794]  The elite openly say they have to separate themselves fully from us so that they can then enjoy life extension.
[01:49:48.154 --> 01:49:58.007]  You think the public's going to put up with elites, and we're talking only 10-15 years with current technology from them having this, that means they probably already have it suppressed, from people being able to live to be about 140?
[01:50:00.071 --> 01:50:08.598]  I mean, if you're 20 years old right now and you're healthy, and you end up with hundreds of millions of dollars in wealth and power, you're going to end up being able to live to like 200, folks.
[01:50:09.098 --> 01:50:09.519]  Right now.
[01:50:09.999 --> 01:50:12.941]  And if you can live another 100 years, you're not going to die.
[01:50:12.961 --> 01:50:13.322]  You understand?
[01:50:13.342 --> 01:50:15.723]  Because by then, it's going to be so advanced.
[01:50:15.783 --> 01:50:17.605]  And that doesn't even mean you'll still be yourself.
[01:50:18.283 --> 01:50:26.445]  But your memories, your data, brain graphs, they've got all... cybernetics, genetic engineering, a lot of the original memories of who you were will be in there.
[01:50:26.665 --> 01:50:30.466]  And you will be, quote, an evolved creature, in their words.
[01:50:30.866 --> 01:50:32.487]  But, I mean, this is it.
[01:50:32.527 --> 01:50:33.087]  Cyborgs.
[01:50:34.527 --> 01:50:35.787]  That's all the elite talk about.
[01:50:35.807 --> 01:50:41.969]  I mean, the wealthy, the Hollywood, they all go to these private meetings, thousands of them.
[01:50:42.789 --> 01:50:43.909]  This is all they talk about.
[01:50:43.950 --> 01:50:44.930]  This is all they're into.
[01:50:44.950 --> 01:50:45.750]  Endgame covers it.
[01:50:48.038 --> 01:50:48.619]  Well, think about it.
[01:50:49.579 --> 01:51:02.691]  And really, it is a high-tech model of the ancient feudal system, where they're in the castle, they're a foot taller, they live 20 years longer, they're healthy, they got all the food and medicines, and you're in a dirt hovel, starving to death.
[01:51:02.711 --> 01:51:04.052]  See, that's the New World Order.
[01:51:10.080 --> 01:51:15.523]  It's here, after a year in production and traveling to distant lands, my new film Terror Storm is complete.
[01:51:15.883 --> 01:51:23.507]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[01:51:24.218 --> 01:51:31.262]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[01:51:31.682 --> 01:51:43.108]  Terror Storm chronicles the lies that took us to war in Iraq, a White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[01:51:43.408 --> 01:51:47.331]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[01:51:47.371 --> 01:51:49.312]  It's an anthology of government crimes.
[01:51:49.632 --> 01:51:53.414]  Terror Storm is a film that everyone who wants to be truly informed must see.
[01:51:54.074 --> 01:52:01.523]  Get your copy today at InfoWars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv
[01:52:06.624 --> 01:52:11.926]  Hello folks, this is Alex Jones introducing you to the incredible Berkey Solar Charger.
[01:52:12.126 --> 01:52:14.207]  Your source for free solar electricity.
[01:52:14.427 --> 01:52:21.549]  This portable system is the size of a book when folded and small enough to fit into a briefcase, handbag, or glove compartment.
[01:52:21.689 --> 01:52:33.193]  The Berkey Solar Charger has been designed to power the Berkey lights, LED lamps, as well as other applications such as mobile phones, radios, digital cameras, and PDAs when electricity is not available.
[01:52:33.593 --> 01:52:40.976]  It's multi-voltage capabilities, multiple adapters, and rechargeable batteries provide for flexible source of auxiliary backup power.
[01:52:41.256 --> 01:52:46.237]  Simply place the Berkey Solar Charger in the sun, plug in your application, and you have power.
[01:52:46.377 --> 01:52:51.399]  Disconnect your application, the system automatically begins charging its own rechargeable batteries.
[01:52:51.659 --> 01:52:56.381]  Get the incredible Berkey Solar Charger for only $75 by calling New Millennium.
[01:52:56.821 --> 01:52:57.202]  At 888-803-4438.
[01:52:57.743 --> 01:53:01.810]  And tell them Alex Jones sent you.
[01:53:02.090 --> 01:53:03.092]  That's toll free, 888-803-4438.
[01:53:07.233 --> 01:53:08.393]  I'm Dr. Bill Deagle, MD.
[01:53:08.413 --> 01:53:10.774]  I'm the Nucleotide Medical Report here on Genesis.
[01:53:10.914 --> 01:53:13.895]  Allicin, a natural antibiotic from Allomax Nutraceuticals U.S.
[01:53:13.955 --> 01:53:14.635]  is a real thing.
[01:53:14.715 --> 01:53:21.577]  This amazing molecule is a stabilized antimicrobial antipathogenic killer for fresh, never before available garlic.
[01:53:21.717 --> 01:53:26.979]  Allicin molecule is biologically active against all bacterial pathogens, viruses, fungi, parasites,
[01:53:27.039 --> 01:53:27.920]  We're good to go!
[01:53:53.982 --> 01:53:58.664]  Secure online ordering is available at Nutramedical.com or call 888-212-8871.
[01:53:59.664 --> 01:54:05.707]  That number again, 888-212-8871 for the most powerful natural antimicrobial available.
[01:54:10.429 --> 01:54:13.730]  Alright, uh, hey, it's not just the callers I haven't been getting to today.
[01:54:14.730 --> 01:54:17.592]  I didn't plug my videos in the first hour, didn't really plug them in the second hour.
[01:54:17.612 --> 01:54:23.694]  Not plugging sponsors, it's like pulling teeth to get me to do that because I just want to keep warning you.
[01:54:25.029 --> 01:54:29.751]  That's my instinct, is to want to go over all this evidence.
[01:54:29.911 --> 01:54:31.652]  Let's go ahead and talk to Lloyd in Canada.
[01:54:31.692 --> 01:54:32.592]  Bruce and Dan hung out.
[01:54:32.632 --> 01:54:33.653]  We'll go to George and Rick.
[01:54:34.213 --> 01:54:35.693]  Lloyd, you're on the air.
[01:54:35.713 --> 01:54:36.294]  Thanks for holding.
[01:54:37.074 --> 01:54:37.514]  Hi, Alex.
[01:54:37.574 --> 01:54:38.134]  Big fan.
[01:54:38.715 --> 01:54:39.575]  Welcome.
[01:54:40.395 --> 01:54:41.976]  Yeah, I just wanted to talk.
[01:54:42.056 --> 01:54:43.857]  Have you heard of the Toronto 18?
[01:54:45.577 --> 01:54:46.658]  It rings a bell.
[01:54:46.718 --> 01:54:47.278]  Tell me about it.
[01:54:48.619 --> 01:54:50.899]  Well, it happened about a year and a half ago.
[01:54:50.919 --> 01:54:54.621]  Oh yeah, that's the teenagers they delivered the ammonium nitrate to.
[01:54:55.839 --> 01:54:56.339]  Yeah, yeah.
[01:54:56.399 --> 01:55:02.721]  What happened, well, actually, an update on their case is their preliminary hearing has been, uh, cancelled.
