[00:00:18.766 --> 00:00:20.388]  Welcome to NFO Wars Nightly News.
[00:51:29.024 --> 00:51:34.730]  Where was the apology to millions of people who read that and thought how racially insensitive that was?
[00:51:35.090 --> 00:51:38.073]  But the first time he confronts the public,
[00:51:39.488 --> 00:51:40.229]  It's a falsehood?
[00:51:40.509 --> 00:51:47.675]  Chuck, I mean, if we're going to keep referring to our press secretary in those types of terms, I think that we're going to have to rethink our relationship here.
[00:51:48.016 --> 00:51:50.538]  But look what happened the day before, talking about falsehoods.
[00:51:50.778 --> 00:51:58.265]  We allow the press in and what happens almost immediately, a falsehood is told about removing the bust of Martin Luther King Jr.
[00:51:58.285 --> 00:51:58.945]  from the Oval Office.
[00:51:59.185 --> 00:52:00.807]  No, that's just flat out false.
[00:52:01.187 --> 00:52:04.570]  If it wasn't obvious before, it has to be now.
[00:52:05.010 --> 00:52:18.802]  Any rational American can plainly see President Donald J. Trump has hit the ground running into his first 100 days and already has a 57% approval rating according to Rasmussen polls.
[00:52:19.102 --> 00:52:34.847]  Compared to the King of the Snowflakes and the fascist and racist left's Barack Obama, who after eight years of unyieldingly wounding the republic, had an average approval rating of 47.9% according to a Gallup poll.
[00:52:34.967 --> 00:52:41.849]  We have to accept that there is prejudice that exists within our own party and we have to be able to have a confrontation.
[00:52:43.877 --> 00:52:47.338]  And my job is to shut other white people down when they want to interrupt.
[00:52:48.098 --> 00:52:54.519]  My job is to shut other white people down when they want to say, oh no, I'm not prejudiced.
[00:52:54.959 --> 00:52:55.819]  I'm a Democrat.
[00:52:55.919 --> 00:52:56.659]  I'm accepting.
[00:52:57.099 --> 00:53:02.240]  My job is to make sure that they get, that they have privilege.
[00:53:02.620 --> 00:53:10.122]  And until we shut our mouths, and we listen to those people who don't, and we lift our people up,
[00:53:11.042 --> 00:53:13.425]  So that we all have equity in this country.
[00:53:13.765 --> 00:53:26.518]  As CNS News reports, that puts him behind Richard Nixon, who resigned, and George W. Bush, who saw his approval rating drop as low as 25% near the end of his term.
[00:53:26.699 --> 00:53:32.505]  When the history books are written, the only change former President Barack Obama brought
[00:53:32.805 --> 00:53:33.346]  We're good to go.
[00:53:53.837 --> 00:53:57.920]  Now I want to go back to Darren McBreen and Margaret Howell.
[00:53:57.980 --> 00:54:07.267]  You had actually one of these precious snowflakes was telling us a very personal clip about how he felt about this and what he was going to do.
[00:54:07.287 --> 00:54:09.748]  Let's go back to Darren and Margaret.
[00:54:09.989 --> 00:54:13.851]  This is an urgent message from a liberal in distress.
[00:54:15.092 --> 00:54:21.517]  So we take you now to an underground bunker deep in the heart of the land of idiocracy.
[00:54:24.502 --> 00:54:27.124]  Well, here we are, folks, at the end of everything.
[00:54:27.144 --> 00:54:31.087]  Human civilization, as we know it, is coming crashing down.
[00:54:32.488 --> 00:54:33.288]  The world is over.
[00:54:33.368 --> 00:54:35.610]  Donald Trump will be sworn in this week.
[00:54:36.931 --> 00:54:37.731]  And then it's all over.
[00:54:38.011 --> 00:54:38.792]  It's all over, guys.
[00:54:39.512 --> 00:54:40.193]  I'm so scared.
[00:54:40.453 --> 00:54:42.835]  I'm so alone and so scared.
[00:54:43.915 --> 00:54:44.796]  This can't be real.
[00:54:44.816 --> 00:54:45.997]  Please believe us.
[00:54:46.017 --> 00:54:50.100]  We elected for the first time someone who is selfish, dishonest, egotistical.
[00:54:50.560 --> 00:54:51.141]  For the first time.
[00:54:51.161 --> 00:54:52.561]  And we could have had Hillary Clinton instead.
[00:54:53.860 --> 00:54:55.041]  And now we're going to pay the price.
[00:54:56.381 --> 00:54:58.382]  We can survive this, okay?
[00:54:58.502 --> 00:55:01.043]  We can survive it, but you have to get underground.
[00:55:01.984 --> 00:55:07.526]  And I am at my mom's house where I've been temporarily rooming for the last 31 years.
[00:55:08.446 --> 00:55:11.208]  And I'm down in the basement, as you can see.
[00:55:11.428 --> 00:55:14.049]  I've made kind of a bunker for myself here in the basement.
[00:55:15.034 --> 00:55:18.596]  You've got to get underground now because we don't have a lot of time.
[00:55:19.057 --> 00:55:27.342]  Look, based on everything that I've read on Facebook, right after the inauguration, Donald Trump is going to drop a nuclear bomb.
[00:55:28.387 --> 00:55:29.788]  Gender nonconforming.
[00:55:46.996 --> 00:55:52.221]  100 billion gallons of oil into the ocean in order to kill all of the dolphins.
[00:55:53.161 --> 00:56:01.548]  And then, um, based on what I've heard from people like Keith Olbermann, he is going to blow up Jupiter with a death ray.
[00:56:02.769 --> 00:56:10.276]  And finally, the last act of cruelty and sadism, the last straw for all mankind, will be when he blocks
[00:56:11.320 --> 00:56:12.121]  CNN reporters.
[00:56:13.081 --> 00:56:13.521]  On Twitter.
[00:56:14.122 --> 00:56:21.626]  This is all going to unfold very quickly, so you need to prepare yourself now, and if you have not been stocking supplies and foods, you gotta do that.
[00:56:22.607 --> 00:56:28.930]  I have all of the supplies I'm going to need to survive the apocalypse right here, and I wanted to show you a few of the things I have on sale right now.
[00:56:28.950 --> 00:56:33.393]  You're obviously going to need a lot of non-perishable food items, including yogurt.
[00:56:33.773 --> 00:56:35.274]  Vegan, plant-based of course.
[00:56:36.034 --> 00:56:37.175]  Other survival foods.
[00:56:37.315 --> 00:56:38.015]  Pita chips.
[00:56:39.076 --> 00:56:40.457]  Gluten-free, obviously.
[00:56:40.497 --> 00:56:43.598]  That's a great parody piece, but let's talk about what you really do need.
[00:56:43.618 --> 00:56:46.360]  McGreen, I don't think that's going to stop you from that death ray.
[00:56:46.440 --> 00:56:48.961]  Oh, damn.
[00:56:49.041 --> 00:56:53.923]  Okay.
[00:56:53.963 --> 00:56:55.364]  The Alex Jones Show.
[00:56:55.824 --> 00:56:58.766]  Because there is a war on, for your mind.
[00:56:59.846 --> 00:57:05.889]  As a community moves towards despotism, respect is restricted to fewer people.
[00:57:07.597 --> 00:57:16.319]  That's veteran Denver Police Officer Charles Jones IV smashing an unarmed suspect in the face six times.
[00:57:16.839 --> 00:57:21.120]  Officers accused of using excessive force on a suspect and then trying to erase the evidence.
[00:57:21.140 --> 00:57:25.781]  I'm observing what they're doing and they're all saying to me, I don't understand what's going on.
[00:57:25.821 --> 00:57:35.523]  A community rates low on an information scale when the press, radio, and other channels of communication are controlled by only a few people.
[00:57:36.354 --> 00:57:43.837]  Does it raise ethical questions about the use of government money to produce stories about the government that wind up being aired with no disclosure that they were produced by the government?
[00:57:43.857 --> 00:57:45.378]  Now's the time you ask such a question.
[00:57:45.398 --> 00:57:49.080]  What difference at this point does it make?
[00:57:49.100 --> 00:57:55.703]  When a confident observer looks for signs of despotism in a community, he looks beyond fine words and noble phrases.
[00:57:55.723 --> 00:58:03.326]  There are actions I have the legal authority to take as president that will help make our immigration system more fair and more just.
[00:58:04.480 --> 00:58:06.482]  Tonight, I'm announcing those actions.
[00:58:06.682 --> 00:58:07.903]  What I say, go.
[00:58:08.063 --> 00:58:08.404]  See?
[00:58:08.504 --> 00:58:10.646]  I'm the law around here.
[00:58:10.666 --> 00:58:15.710]  He came, you saw, and he died.
[00:58:18.445 --> 00:58:24.507]  Yes, in modern warfare, our military leaders are finding that words and ideas are highly effective weapons.
[00:58:25.008 --> 00:58:26.828]  We just have to be repetitive about this.
[00:58:26.848 --> 00:58:33.771]  We need to do this every day of the week and just really brainwash people into thinking about guns in a vastly different way.
[00:58:34.411 --> 00:58:36.652]  We are trained to deceive if we have to.
[00:58:36.692 --> 00:58:38.153]  You really don't have to trust me.
[00:58:38.193 --> 00:58:38.973]  You shouldn't trust me.
[00:58:39.013 --> 00:58:42.535]  In fact, by my actually participating in that, I will taint the news.
[00:58:43.095 --> 00:58:46.477]  In communities of this kind, despotism stands a good chance.
[00:58:47.097 --> 00:58:54.160]  The nine most terrifying words in the English language are, I'm from the government and I'm here to help.
[00:58:55.001 --> 00:58:58.462]  Resistance to tyrants is obedience to God.
[00:58:58.923 --> 00:59:01.564]  Because there is a war on in your mind.
[00:59:04.125 --> 00:59:09.926]  In the past decade, we have witnessed unparalleled scientific discoveries in the area of health.
[00:59:10.386 --> 00:59:20.108]  But no one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[00:59:20.428 --> 00:59:24.169]  DNA Force is one of the most expensive formulas to produce.
[00:59:24.729 --> 00:59:27.750]  Some of the ingredients in DNA Force are $12,000 a kilogram.
[00:59:29.770 --> 00:59:36.017]  We are using the coveted, patented, only American source of PQQ, CoQ10, and more.
[00:59:36.317 --> 00:59:38.620]  You want the best that's out there at the lowest price anywhere?
[00:59:39.261 --> 00:59:41.723]  Well, we're bringing you a total win-win.
[00:59:42.104 --> 00:59:47.610]  The ultimate value, cutting-edge, trailblazing game-changer that also supports the info war.
[00:59:48.030 --> 00:59:54.693]  We have produced a limited run of DNA Force and it will take up to 12 weeks to produce more once we sell out.
[00:59:55.053 --> 00:59:59.895]  Secure your DNA Force today at InfoWarsLife.com or call toll free 888-253-3139.
