[00:00:10.265 --> 00:00:10.766]  News.
[01:47:24.101 --> 01:47:29.003]  And it's them showing their hand with that dirty dossier totally made up.
[01:47:29.063 --> 01:47:30.224]  That's them showing their hand.
[01:47:30.264 --> 01:47:32.205]  That's them showing you how they play ball.
[01:47:32.685 --> 01:47:39.970]  That's them showing you how they play politics and you know when you talk about Jeff Sessions and you know the thing with Trump's tweet and everything you wonder...
[01:47:41.121 --> 01:47:44.602]  You know, sometimes to make a sports analogy, you gotta make a trade to improve your team.
[01:47:44.702 --> 01:47:47.563]  You know, maybe you needed the pitcher back then, now you need a power hitter.
[01:47:47.963 --> 01:47:51.784]  Maybe President Trump felt that Jeff Sessions was valuable at the beginning of his candidacy.
[01:47:52.024 --> 01:47:53.765]  He helped him end the TPP.
[01:47:54.305 --> 01:47:57.026]  He helped him light a fire under border enforcement and ICE.
[01:47:57.366 --> 01:47:58.466]  And now he's got that going.
[01:47:58.866 --> 01:48:01.947]  Now he's saying, well, Sessions isn't really helping me drain the swamp.
[01:48:02.247 --> 01:48:06.428]  Sessions isn't really helping me end this Russian fake story with collusion coup.
[01:48:06.808 --> 01:48:09.249]  So Sessions isn't really valuable to my team right now.
[01:48:09.349 --> 01:48:09.609]  He's a
[01:48:25.948 --> 01:48:31.770]  But he also needs somebody who is going to stick to the principles and the letter of the law, the Constitution.
[01:48:32.071 --> 01:48:47.517]  If you're going to say we don't care what the law is because we're going to use the police or the military or the militarized police to stop people from engaging in self-destructive behavior with the war on drugs, then you've gone down a slippery slope and that's where we see ourselves right now.
[01:48:47.637 --> 01:48:59.220]  Well, what I'm worried about with the priest coming out and saying that he's had, or excuse me, not the priest, the pastor coming out and saying he's had a high-ranking member of Congress saying that there's a coup to take out Donald Trump.
[01:48:59.500 --> 01:49:00.301]  We've known about this.
[01:49:00.341 --> 01:49:00.961]  We've heard it before.
[01:49:00.981 --> 01:49:02.081]  We know this is going on.
[01:49:02.561 --> 01:49:08.143]  But my concern is, David, that the deep state is in a panic right now because they see the trend.
[01:49:08.803 --> 01:49:11.165]  They hear the people calling into C-SPAN.
[01:49:11.205 --> 01:49:13.766]  They see how nobody's listening to their false narratives anymore.
[01:49:13.806 --> 01:49:18.690]  They see how more people are tuning into InfoWars and getting their news from other sources that they can't control.
[01:49:19.070 --> 01:49:23.013]  They know that President Trump has launched the Voter Integrity Commission.
[01:49:23.453 --> 01:49:28.136]  They know that people are starting to look into these rigged elections that they've been doing for years.
[01:49:28.556 --> 01:49:38.303]  So now they're sitting here and I think they feel like they have their backs against the wall because they're looking at people like Maxine Waters, Nancy Pelosi, Elizabeth Warren, Chuck Schumer, John McCain.
[01:49:39.424 --> 01:49:39.804]  We're good.
[01:49:53.660 --> 01:49:57.801]  President Trump has made the Deep State out itself, so we are about to vote these people out of office.
[01:49:58.021 --> 01:50:18.085]  But my concern is, David, that they see the trend, they know what's going to happen in the election in 2018, they know we're going to drain the swamp of the Deep State members like the John McCain's, like the Nancy Pelosi's, it goes down the charts, you know who they are, and so they may feel that they have to get Trump out before 2018 Congress gets in that wants to cooperate with Trump.
[01:50:18.465 --> 01:50:24.492]  Well, the real danger to Trump is within the Republican Party, because the Democrats are morally and financially bankrupt.
[01:50:24.612 --> 01:50:27.755]  As you went down this list of candidates, they don't have a strong candidate.
[01:50:27.795 --> 01:50:28.195]  They're gone.
[01:50:28.256 --> 01:50:33.341]  So the best thing that they could do if they want to defeat Trump, they're not going to be able to defeat him from the Democrats.
[01:50:33.361 --> 01:50:36.004]  They're going to be able to stop him with Republicans.
[01:50:36.044 --> 01:50:38.006]  And we said this from the very beginning, even before Trump
[01:50:38.326 --> 01:50:38.806]  We're good to go.
[01:51:03.735 --> 01:51:09.558]  Do you remember Dennis Hastert, the longest-serving Republican Speaker of the House in history, also the highest-ranking U.S.
[01:51:09.598 --> 01:51:10.999]  politician to be sent to prison?
[01:51:11.779 --> 01:51:18.702]  Hastert was a small-town wrestling coach in Illinois when he was what Judge Thomas Durkin of the federal court described as a serial child molester.
[01:51:19.183 --> 01:51:27.527]  Because of the statutes of limitations for acts in the 1960s and 70s has run out, Hastert was not charged for any of the sexual abuse he engaged in, if you can believe that.
[01:51:28.107 --> 01:51:32.389]  He did go down for illegal hush money, to the tune of at least $3.5 million.
[01:51:33.029 --> 01:51:37.310]  He was fined $250,000 and sentenced to 15 months in prison.
[01:51:37.730 --> 01:51:38.551]  Hardly justice.
[01:51:39.251 --> 01:51:43.813]  But now, the serial child molester is free once again, after serving only 13 months.
[01:51:45.333 --> 01:51:51.598]  Judge Durkin also said, there's nothing more disturbing than having a child molester and Speaker of the House in the same sentence.
[01:51:52.178 --> 01:51:52.738]  I disagree.
[01:51:53.199 --> 01:51:57.862]  There's nothing more disturbing than a serial child molester being free after only one year in prison.
[01:51:58.503 --> 01:51:59.744]  Won't see that on CNN.
[01:52:00.224 --> 01:52:02.686]  For InfoWars.com, this is Owen Schroer.
[01:52:03.146 --> 01:52:07.528]  We have the new product at Infowarsandlife.com, BioTrue Selenium.
[01:52:07.648 --> 01:52:18.572]  We've had so many requests over the years for selenium and just recently we were able to source a certified organic bioavailable selenium from mustard seed extract.
[01:52:18.752 --> 01:52:23.676]  When you take selenium in the body, it actually benefits the detoxification systems in your body.
[01:52:23.797 --> 01:52:26.299]  It helps balance the thyroid gland.
[01:52:26.359 --> 01:52:27.860]  It helps detoxify.
[01:52:28.080 --> 01:52:30.923]  Selenium is another one of those absolute must-haves.
[01:52:30.963 --> 01:52:35.707]  The highest concentration of selenium is in the thyroid gland, but it's actually used all over the body.
[01:52:35.747 --> 01:52:39.871]  As a matter of fact, there's 25 genes in the body that are directly
[01:52:40.291 --> 01:52:47.297]  Dependent upon selenium, so it really is a all-around nutrient that everybody really needs.
[01:52:47.417 --> 01:52:48.839]  I'm taking it now, every day.
[01:52:49.039 --> 01:52:49.780]  This is so key.
[01:52:50.020 --> 01:52:54.324]  BioTrue Selenium is the product, the best selenium that we could bring you.
[01:52:54.344 --> 01:52:56.445]  We believe it's the best out there at a very, very low price.
[01:52:56.566 --> 01:53:00.029]  Exclusively available at Infowarslife.com or by calling toll-free 888-253-3139.
[01:53:03.217 --> 01:53:11.899]  Hey, did you know that you can now preserve your own food for up to 25 years and still maintain its nutrition and flavor?
[01:53:11.960 --> 01:53:12.420]  That's right.
[01:53:12.480 --> 01:53:17.481]  Now's the time to build your own food storage with Harvest Right's freeze dryers.
[01:53:17.741 --> 01:53:24.163]  Go to infowarsstore.com to learn more and check out this innovative and smart technology that's easy to use,
[01:53:24.423 --> 01:53:31.710]  And let me tell you something, it is perfect for freeze drying fruits, vegetables, meats, dairy products, desserts, and entire meals.
[01:53:32.010 --> 01:53:32.190]  Woo!
[01:53:32.250 --> 01:53:33.171]  That's what I'm talking about.
[01:53:33.291 --> 01:53:41.898]  And when compared to traditional methods of preservation, like canning or dehydrating, you know, like what you get at the grocery store, there is no comparison.
[01:53:42.039 --> 01:53:50.146]  Harvest Right freeze dryers retain 97% of the food's taste, color, and nutritional value, and have a shelf life of up to 25 years.
[01:53:51.607 --> 01:53:54.928]  Now that's what I call the miracle of food preservation.
[01:53:55.049 --> 01:53:59.010]  Harvest Right is truly the world's best, most affordable freeze dryer.
[01:53:59.170 --> 01:54:00.091]  So what are you waiting for?
[01:54:00.251 --> 01:54:02.912]  Check it out right now at infowarsstore.com.
[01:54:08.634 --> 01:54:10.695]  The Alex Jones Show.
[01:54:10.735 --> 01:54:13.797]  Because there is a war on, or you're mine.
[01:54:16.924 --> 01:54:23.867]  Sometimes the media gets self-occupied with a story, the sort of, I think, made-up in a way, Russian story.
[01:54:24.248 --> 01:54:27.429]  But we get so occupied with it that we forget the good things that are happening.
[01:54:27.690 --> 01:54:29.571]  And I think a lot of good things have happened so far.
[01:54:29.851 --> 01:54:30.711]  And I always compare it.
[01:54:30.731 --> 01:54:33.753]  Every day I wake up and say, it could have been Hillary Clinton.
[01:54:34.113 --> 01:54:37.415]  We could be at war in the Middle East because Hillary Clinton wanted to go to war everywhere.
[01:54:37.735 --> 01:54:39.436]  And she would be at war with American business.
[01:54:39.536 --> 01:54:40.516]  It could be terrible.
[01:54:40.917 --> 01:54:43.158]  And I think Trump's doing a much better job than we would have gotten.
[01:54:43.857 --> 01:54:55.723]  This is just a universal fact that President Trump is better than President Clinton for the world, for America, for individuals, for freedom, for peace, pretty much for everything.
[01:54:55.763 --> 01:54:57.324]  Hillary Clinton is an absolute monster.
[01:54:57.744 --> 01:55:00.345]  And yes, thank God Hillary Clinton didn't get in.
[01:55:00.665 --> 01:55:05.988]  And I think that that's kind of part of the equation right now, that is getting people united behind Trump.
[01:55:06.408 --> 01:55:19.836]  Because now that the election and the heat of the election is over and all the conjecture and all the attacks and everything, people are kind of falling back into the day-by-day and realizing, yeah, okay, you know what, Hillary Clinton is an absolute monster, a corrupt politician, it is a good thing that she didn't get in.
[01:55:19.896 --> 01:55:26.620]  Even though I was caught up in the heat of it and I hated Trump, now I kind of realize, you know what, it's actually really good that Hillary Clinton didn't get in.
[01:55:27.120 --> 01:55:30.342]  Now, back onto the double standard, the lack of
[01:55:31.042 --> 01:55:34.865]  Sessions action on the Russian collusion from the Democrat side.
[01:55:35.145 --> 01:55:38.307]  Here's Jason Chaffetz calling out the Republicans in Congress.
[01:55:39.048 --> 01:55:46.673]  I mean, when I tried, as the chairman of the Oversight Committee, to bring in Ben Rhodes to talk about the Iran situation, nobody knows what the deal with Iran was.
[01:55:47.133 --> 01:55:48.414]  They claimed executive privilege.
[01:55:48.554 --> 01:55:52.397]  I think the Trumps need to actually get a lot of credit for openness and transparency.
[01:55:52.597 --> 01:55:53.838]  They didn't delete their emails.
[01:55:54.378 --> 01:55:55.719]  They provided their emails.
[01:55:55.759 --> 01:55:57.921]  When they wanted to talk to them, they said, you can talk to us.
[01:55:58.261 --> 01:56:01.884]  And yet, when we did the same thing with the Democrats, they give us a stiff arm every single step of the way.
[01:56:01.924 --> 01:56:05.927]  But Congressman, or rather, former Congressman, you know there is a double standard in Washington.
[01:56:05.947 --> 01:56:06.427]  Yes!
[01:56:06.487 --> 01:56:07.308]  And the mainstream media.
[01:56:07.588 --> 01:56:16.315]  And there's a double standard with the United States Senate Republicans, because they are holding them to a much higher standard with very little evidence than they ever did the Clintons.
[01:56:16.455 --> 01:56:18.696]  And that investigation, why did it end?
[01:56:19.257 --> 01:56:21.038]  Just because there was a political election.
[01:56:21.058 --> 01:56:21.779]  I think that's wrong.
[01:56:22.537 --> 01:56:32.364]  So this is cut and dry, double standards, do as I say, not I do, hypocrisies of Democrats and Republicans in the Senate, in the House, in Congress.
[01:56:32.744 --> 01:56:35.386]  I think we're going to see a lot of interesting stuff coming from Jason Chaffetz.
[01:56:35.686 --> 01:56:37.308]  Especially now that he's going to get out.
[01:56:37.408 --> 01:56:37.728]  That's right.
[01:56:37.748 --> 01:56:42.511]  He's been one of the guys in Washington that has been fighting this corruption more than the rest.
[01:56:42.591 --> 01:56:48.736]  And I think, quite frankly, he's realized that he's hit a wall with Republicans as much as with the Democrats, which you heard in that clip there.
[01:56:48.996 --> 01:56:50.817]  And so he's going to be getting out of Washington.
[01:56:51.177 --> 01:56:59.883]  He isn't going to be worried about them basically taking away every committee that he's on and relegating him over to sit in the corner, face the wall.
[01:57:00.403 --> 01:57:01.524]  He's going to be free to speak.
[01:57:01.564 --> 01:57:10.369]  And so I think we're going to hear a lot of interesting commentary on the way things really are in Washington from Congressman Chaffetz when he leaves, because he's not running for re-election.
[01:57:10.409 --> 01:57:13.111]  He's had enough of that dog and pony show there.
[01:57:13.131 --> 01:57:17.834]  Well, and again, this double standard and hypocrisy in Washington is just a fact.
[01:57:17.974 --> 01:57:19.415]  It is black and white.
[01:57:19.495 --> 01:57:20.535]  You cannot deny it.
[01:57:20.635 --> 01:57:24.778]  And it typically infuriates me that the left ignores this.
[01:57:24.938 --> 01:57:27.379]  It infuriates me that liberal media ignores this.
[01:57:27.719 --> 01:57:31.922]  It infuriates me that just the general population that hates Trump ignores this.
[01:57:32.162 --> 01:57:32.543]  We're good
[01:57:47.079 --> 01:57:47.539]  I think so.
[01:58:04.975 --> 01:58:10.120]  Folks, before we get to this break, I gotta let you know about a brand new product at InfoWarsStore.com.
[01:58:10.460 --> 01:58:12.242]  True Whey Protein.
[01:58:12.603 --> 01:58:21.011]  If you are a protein user, which is a lot of people out there, especially people in the weightlifting community or exercising community, it's tough to find a good flavored protein.
[01:58:21.391 --> 01:58:22.472]  This is the best.
[01:58:22.572 --> 01:58:26.016]  It's grass-fed protein, nine essential amino acids,
[01:58:26.676 --> 01:58:29.179]  Out of the gates at 25% off.
[01:58:29.639 --> 01:58:30.640]  True Whey Protein.
[01:58:30.740 --> 01:58:32.082]  Infowarsstore.com.
[01:58:32.482 --> 01:58:32.642]  25% off.
[01:58:33.023 --> 01:58:35.105]  Last week of July specials, folks.
[01:58:35.385 --> 01:58:37.307]  25% off like half the store.
[01:58:37.367 --> 01:58:38.368]  It's ridiculous.
[01:58:38.648 --> 01:58:39.829]  46% off MycoZx.
[01:58:40.190 --> 01:58:41.151]  50% off Knockout.
[01:58:41.251 --> 01:58:42.252]  Infowarsstore.com.
[01:58:42.272 --> 01:58:44.634]  Take advantage of the last week of July specials.
[01:58:44.854 --> 01:58:46.436]  We'll be right back with the Alex Jones Show.
[01:58:48.178 --> 01:58:50.280]  Visit GCNlive.com today.
[01:58:54.110 --> 01:58:57.912]  Just 6% of Americans say the Russian collusion conspiracy theory is important.
[01:58:58.012 --> 01:59:12.498]  The Daily Wire pointed out that in a Bloomberg survey pulling Americans on what they feel is the most important issues concerning the Trump administration, 35% said healthcare, 13% said the economy, 11% said terrorism, and a measly 6% said President Trump's relationship with Russia was an important issue for them.
[01:59:12.578 --> 01:59:16.659]  Then why does the mainstream media spend so much time focusing on the Russian conspiracy theory?
[01:59:16.800 --> 01:59:17.140]  Simple.
[01:59:17.220 --> 01:59:22.542]  They want to undermine the Trump presidency to appease their bosses, the globalist owners of major news corporations.
[01:59:22.742 --> 01:59:24.943]  You see, the best forms of propaganda spread through deception.
[01:59:25.083 --> 01:59:28.984]  And the mainstream media role plays as objective journalists while pushing a globalist agenda.
[01:59:29.044 --> 01:59:29.845]  But don't take it from me.
[01:59:30.005 --> 01:59:32.246]  Just look at the Bloomberg article that accompanied the poll.
[01:59:32.446 --> 01:59:35.907]  Americans feel good about the economy, not so good about Trump, the headline read.
[01:59:36.027 --> 01:59:36.487]  No, really.
[01:59:36.587 --> 01:59:41.109]  The top three issues that Americans find important are the top issues that President Trump ran on during his campaign.
[01:59:41.269 --> 01:59:46.031]  The mainstream media hates Trump for bringing back Americana and the belief in national self-determination.
[01:59:46.091 --> 01:59:48.612]  And that's why they keep pushing the Russian collusion conspiracy theory.
[01:59:48.732 --> 01:59:51.356]  Which CNN's Van Jones even admitted was a nothing burger.
[01:59:51.396 --> 01:59:53.739]  This is Kent Daniels with InfoWars.com.
[01:59:56.402 --> 02:00:00.488]  Leading a frontal assault on the lies of the New World Order.
[02:00:01.009 --> 02:00:02.311]  It's Alex Jones.
[02:00:09.222 --> 02:00:15.086]  And now, the tip of the spear, leading the fight to take back the nation.
[02:00:15.706 --> 02:00:17.307]  It's Owen Troyer.
[02:00:18.028 --> 02:00:20.790]  You're listening to the Alex Jones Show.
[02:00:22.191 --> 02:00:23.972]  Certainly an interesting time to be alive.
[02:00:24.012 --> 02:00:29.676]  When history looks back at these times, I think people will say, wow, that was one of the most thrilling times to live in.
[02:00:29.796 --> 02:00:31.017]  And we are living in it, folks.
[02:00:31.057 --> 02:00:31.777]  We truly are.
[02:00:32.437 --> 02:00:33.858]  And most people don't even have a clue.
[02:00:34.459 --> 02:00:35.920]  They have no idea what's going on.
[02:00:35.960 --> 02:00:37.801]  You've got witches like Madonna,
[02:00:37.861 --> 02:00:38.481]  We're good to go.
[02:01:02.754 --> 02:01:04.698]  And these are truly exciting times.
[02:01:05.059 --> 02:01:09.749]  In fact, Larry O'Connor went on Fox and compared it to the Game of Thrones.
[02:01:09.789 --> 02:01:10.410]  Here's that clip.
[02:01:11.053 --> 02:01:16.214]  I think that, you know, it's a lazy assumption to think that the first six months of the Trump administration is like a reality show.
[02:01:16.234 --> 02:01:21.415]  It's more like Game of Thrones, with all of the shifting alliances and the hidden agendas.
[02:01:21.635 --> 02:01:23.556]  And I think that Trump, after six months, has had it.
[02:01:23.576 --> 02:01:30.797]  He's been listening to the hand of the king, Reince Priebus, whisper in his ear and tell him, yeah, trust me, my buddy from Wisconsin, Paul Ryan, he's going to get this done.
[02:01:30.817 --> 02:01:31.898]  Well, it hasn't gotten done.
[02:01:32.258 --> 02:01:34.398]  He's looking bad, and he knows it needs to get done now.
[02:01:34.458 --> 02:01:36.559]  Maybe he's asserting some leadership now.
[02:01:36.619 --> 02:01:37.499]  We'll see what happens.
[02:01:37.915 --> 02:01:43.923]  Yeah, and maybe they can't rig elections entirely and they can't steal Congress from us again and we can get the Paul Ryans out.
[02:01:43.943 --> 02:01:45.405]  But it's amazing to me, David, because...
[02:01:46.676 --> 02:01:52.601]  It's frustrating to me too, and Alex has dealt with this for years, some of the most famous Alex Jones rants are when he talks about this.
[02:01:53.281 --> 02:01:56.464]  People are more obsessed with the Game of Thrones than real life.
[02:01:57.084 --> 02:02:00.267]  They don't even realize that there is a real Game of Thrones.
[02:02:00.467 --> 02:02:02.889]  Hey, the House of Cards is reality.
[02:02:03.209 --> 02:02:04.791]  Why not engage in reality?
[02:02:04.831 --> 02:02:06.452]  Why not engage in the Game of Thrones?
[02:02:06.632 --> 02:02:09.034]  Why not be part of the plot, part of the story?
[02:02:09.334 --> 02:02:12.517]  Instead, they'd rather just sit on their behind and watch it.
[02:02:12.717 --> 02:02:23.322]  Wait until the Game of Thrones writers put out their stated new program, Confederates, because we've already got the left being triggered by the idea they're going to have to look at a Confederate battle flag.
[02:02:23.462 --> 02:02:24.343]  I think it's going to fail.
[02:02:24.383 --> 02:02:25.203]  I don't think it'll make production.
[02:02:25.223 --> 02:02:29.005]  Well, what they're going to do is they're going to create a reality that is going to split our communities apart.
[02:02:29.025 --> 02:02:30.846]  You know, one of the things that I was happy to see happen
[02:02:31.426 --> 02:02:32.688]  Yeah, that's the key thing.
[02:02:50.385 --> 02:02:58.552]  Can you get the bad actors out of the human institution, or does the human institution keep them in, own the corruption, become corrupt itself?
[02:02:58.592 --> 02:03:09.381]  And of course, as it's now coming out, this individual who was there, and I talked about this on Friday, I talked about violence, violent privilege, and the fact that we give violent privilege to some members of some groups.
[02:03:09.421 --> 02:03:13.625]  We hide the crimes that are created by Muslims in Europe.
[02:03:13.665 --> 02:03:18.089]  They don't want to tell people who they are when they commit these crimes, but of course we also hide it
[02:03:18.889 --> 02:03:30.415]  For the police, when this happens, and it's much more serious when that happens, we also have, it's not just hiding these bad actors and keeping them in, but it's also training them, or not training them in this case.
[02:03:30.635 --> 02:03:43.901]  They were so anxious to have a diversity hire, somebody who was a Muslim Somali refugee become a police officer that they rushed him through, wanted to put him up as a model to the community,
[02:03:44.341 --> 02:03:54.708]  And so even though this guy, as a cop, for two years had had three serious complaints, including this murder against him, the two prior complaints, which are serious as well, nothing was done about it.
[02:03:54.768 --> 02:03:58.010]  He was only given seven months of training, we're now seeing.
[02:03:58.130 --> 02:04:06.196]  And of course, when we look at what's happening across the country, the new rules for police, the new curriculum for police, is a shoot first curriculum.
[02:04:06.676 --> 02:04:08.878]  They have changed the way that they interact with the public.
[02:04:09.078 --> 02:04:14.122]  So I've said all along, we don't want the kind of division that Confederates is going to create in this country.
[02:04:14.162 --> 02:04:19.726]  Instead, we need to come together and look at the issues that face us all, black and white.
[02:04:20.067 --> 02:04:28.733]  The issues that we have a shoot first curriculum from the police and make sure that we change that, that we get control of these institutions instead of letting them run wild on us.
[02:04:28.773 --> 02:04:29.394]  That's the real key.
[02:04:29.534 --> 02:04:33.857]  But the Confederates, you talk about Game of Thrones, Confederates is going to push that every day.
[02:04:33.917 --> 02:04:38.841]  They're going to have in a contemporary milieu, they're going to show slavery in America.
[02:04:38.901 --> 02:04:39.702]  That's what they want to do.
[02:04:39.722 --> 02:04:40.783]  They want to divide us.
[02:04:40.803 --> 02:04:42.444]  As if the Confederates won the war.
[02:04:42.524 --> 02:04:43.125]  Yeah, exactly.
[02:04:43.185 --> 02:04:44.686]  It's an alternative history.
[02:04:45.206 --> 02:04:50.230]  Absolutely knowing nothing about actual history, they're going to try to create conflict.
[02:04:50.430 --> 02:04:51.011]  We'll be right back.
[02:05:03.667 --> 02:05:12.676]  Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best tasting, 100% organic coffee on the planet.
[02:05:12.756 --> 02:05:20.884]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[02:05:21.164 --> 02:05:25.846]  We have now managed to secure the sought-after beans in a highly customized blend.
[02:05:26.026 --> 02:05:32.749]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at Infowarslife.com.
[02:05:32.829 --> 02:05:39.911]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[02:05:39.991 --> 02:05:46.854]  Hands down, this is my favorite coffee, and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[02:05:47.014 --> 02:05:51.380]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[02:05:51.500 --> 02:05:54.764]  Available in original or with our immune support infusion blend.
[02:05:54.904 --> 02:06:01.032]  You will be supporting a free press, all the while enjoying a truly great tasting cup of my favorite coffee.
[02:06:01.212 --> 02:06:02.874]  Available at Infowarslife.com.
[02:06:04.542 --> 02:06:09.445]  New from Emmerich's Essentials, fragrance-free natural deodorant for your body care needs.
[02:06:10.226 --> 02:06:13.168]  Playing basketball in the dry summer heat really makes me sweat.
[02:06:13.828 --> 02:06:16.630]  To maintain my game, I need all the confidence I can get.
[02:06:17.251 --> 02:06:22.154]  That's why I use Emmerich's Essentials natural deodorant, made with organic ingredients.
[02:06:22.494 --> 02:06:28.798]  This deodorant combines mineral crystals with natural botanicals to ionize odor, keeping me fresh throughout the day.
[02:06:29.158 --> 02:06:34.322]  While shooting hoops, the last thing I want is sweaty armpits making my hands slippery and the ball wet.
[02:06:35.002 --> 02:06:38.403]  That's why I recommend Emrix Essentials Fragrance-Free Deodorant.
[02:06:38.983 --> 02:06:46.804]  Even though it's unscented, it's effective at combating strong body odor, and I don't have to worry about any unwanted allergic reactions to my sensitive skin.
[02:06:47.384 --> 02:06:51.725]  Whether you're a guy or gal, the last thing you want to be worried about is your deodorant.
[02:06:52.065 --> 02:06:55.986]  No petroleum-based ingredients, 100% natural and cruelty-free.
[02:06:56.286 --> 02:07:00.127]  Stay in the game with Emrix Essentials Fragrance-Free Natural Deodorant.
[02:07:00.347 --> 02:07:02.007]  Available at InfoWarsStore.com.
[02:07:02.867 --> 02:07:06.649]  Just 6% of Americans say the Russian collusion conspiracy theory is important.
[02:07:06.749 --> 02:07:21.235]  The Daily Wire pointed out that in a Bloomberg survey pulling Americans on what they feel is the most important issues concerning the Trump administration, 35% said healthcare, 13% said the economy, 11% said terrorism, and a measly 6% said President Trump's relationship with Russia was an important issue for them.
[02:07:21.335 --> 02:07:25.416]  Then why does the mainstream media spend so much time focusing on the Russia conspiracy theory?
[02:07:25.537 --> 02:07:25.877]  Simple.
[02:07:25.957 --> 02:07:31.299]  They want to undermine the Trump presidency to appease their bosses, the globalist owners of major news corporations.
[02:07:31.479 --> 02:07:33.700]  You see, the best forms of propaganda spread through deception.
[02:07:33.820 --> 02:07:37.721]  And the mainstream media role plays as objective journalists while pushing a globalist agenda.
[02:07:37.781 --> 02:07:38.582]  But don't take it from me.
[02:07:38.742 --> 02:07:41.003]  Just look at the Bloomberg article that accompanied the poll.
[02:07:41.183 --> 02:07:44.644]  Americans feel good about the economy, not so good about Trump, the headline read.
[02:07:44.784 --> 02:07:45.224]  No, really.
[02:07:45.324 --> 02:07:49.846]  The top three issues that Americans find important are the top issues that President Trump ran on during his campaign.
[02:07:50.006 --> 02:07:54.768]  The mainstream media hates Trump for bringing back Americana and the belief in national self-determination.
[02:07:54.848 --> 02:07:57.369]  And that's why they keep pushing the Russian collusion conspiracy theory.
[02:07:57.489 --> 02:08:00.090]  Which CNN's Van Jones even admitted was a nothing burger.
[02:08:00.130 --> 02:08:02.492]  This is Kit Daniels with InfoWars.com.
[02:08:02.692 --> 02:08:10.356]  From the front lines of the information war, it's Alex Jones.
[02:08:14.691 --> 02:08:20.975]  So here in America, we're at a turning point tonight with forces now forming an alliance to try and remove President Trump from office.
[02:08:21.075 --> 02:08:21.895]  It's that serious.
[02:08:22.035 --> 02:08:23.596]  This is not a diversionary tactic.
[02:08:23.636 --> 02:08:24.597]  This stuff is real here.
[02:08:24.637 --> 02:08:28.099]  This coup, this silent coup that is taking place is real.
[02:08:28.459 --> 02:08:31.561]  A soft coup is underway right here in the United States.
[02:08:31.581 --> 02:08:35.383]  I got to go into the Congress and spend three hours from 9.30 in the evening to 12.30 a.m.
[02:08:35.423 --> 02:08:37.364]  with one of the senior ranking members of Congress
[02:08:56.716 --> 02:09:02.881]  And he told me, and of course this is what I said on CBN but they cut it out, but I'm going to go public with this because we have to.
[02:09:03.502 --> 02:09:07.505]  He said, there is a plot on Capitol Hill to take the president out.
[02:09:07.585 --> 02:09:10.048]  I said, you mean by impeachment or by indictment?
[02:09:10.068 --> 02:09:11.529]  He said, no, to take him out.
[02:09:11.969 --> 02:09:16.750]  This is an effort to subvert the administration of President Donald Trump.
[02:09:17.250 --> 02:09:18.330]  It is nothing less.
[02:09:18.470 --> 02:09:28.012]  It is an effort by the deep state to roll over a duly elected president and a legitimate government and to break the will of the American people.
[02:09:28.333 --> 02:09:29.633]  You can read between the lines.
[02:09:29.693 --> 02:09:31.933]  I said, look, I said, that's not going to happen.
[02:09:32.373 --> 02:09:34.974]  He said, he said, well, really, there's nothing we can do to stop it.
[02:09:35.034 --> 02:09:39.195]  I said, we are going to stop it because we're going to mobilize the body of Christ
[02:09:40.555 --> 02:09:45.617]  And the best description of it is by Barry Kesselman in his blog where he said this is a coup d'etat.
[02:09:46.297 --> 02:09:50.118]  He said 14 million citizens in private ballots picked Donald Trump.
[02:09:50.138 --> 02:09:52.939]  20 TV executives have decided to destroy him.
[02:09:53.199 --> 02:09:58.421]  This is no longer about Republicans and Democrats, conservatives and liberals.
[02:09:58.981 --> 02:10:09.345]  This is about a full-on assault by the left, the Democratic Party, to absolutely carry out a coup d'etat against President Trump.
[02:10:12.706 --> 02:10:21.831]  And it is very obvious that this is what's going on, and not only is it going on in DC, not only is it going on in the Congress, not only is it going on in media, it's been going on worldwide.
[02:10:21.891 --> 02:10:26.654]  You had the Pope come out against Trump, you had world leaders come out against Trump, that was during the election.
[02:10:27.314 --> 02:10:36.919]  And let's not forget about here, at the grassroots level in the United States of America, let's not forget about what's going on in the streets of America with these rioters, with these
[02:10:37.079 --> 02:10:37.680]  We're good to go.
[02:10:56.638 --> 02:10:58.019]  She's a teacher in Berkeley.
[02:10:58.099 --> 02:11:00.602]  You've got multiple teachers from Berkeley that have been arrested now.
[02:11:00.982 --> 02:11:02.544]  Yvette Falarca is the latest.
[02:11:03.064 --> 02:11:05.987]  So I just want to go out and I just want to issue this challenge.
[02:11:06.127 --> 02:11:07.528]  Now, David, you're well aware of this.
[02:11:07.869 --> 02:11:09.570]  Before Alex left, he came into our office.
[02:11:09.610 --> 02:11:11.752]  He said, try to get these people on.
[02:11:11.812 --> 02:11:13.053]  Try to get these liberals on.
[02:11:13.093 --> 02:11:14.114]  Try to get these leftists on.
[02:11:14.154 --> 02:11:15.476]  Try to get these group leaders on.
