[00:00:18.752 --> 00:00:20.333]  Welcome to Infowars Nightly News.
[00:53:10.879 --> 00:53:19.406]  So we have two dynamics going on here, and all he's trying to do is restore order, but the people at Yahoo News, among dozens of other fake news sites,
[00:53:20.086 --> 00:53:20.886]  Just don't see it that way.
[00:53:38.152 --> 00:53:43.257]  91 people went to Manitoba's Welcome Place for refugees between November and January.
[00:53:43.317 --> 00:53:43.878]  A whopping 91!
[00:53:44.038 --> 00:53:46.841]  In Quebec, 1,200 refugee claimants came in between April 2016, January 2017.
[00:53:46.901 --> 00:53:48.984]  British Columbia and Yukon, 652 people.
[00:53:55.070 --> 00:53:58.132]  Okay, so you know, that's their flocking numbers.
[00:53:58.152 --> 00:53:59.473]  They're going to say flocking.
[00:53:59.573 --> 00:54:09.098]  Prime Minister Trudeau took office in 2015 in a commitment to admit tens of thousands of Syrian refugees, but this year Canada plans to only take 7,500 government-assisted refugees.
[00:54:09.158 --> 00:54:09.878]  So wait a second.
[00:54:10.359 --> 00:54:12.320]  We're the xenophobic ones in America.
[00:54:12.560 --> 00:54:13.380]  They're scaling back though.
[00:54:13.501 --> 00:54:13.641]  U.S.
[00:54:13.721 --> 00:54:15.902]  to boost number of refugees who will admit in 2017 to 110,000!
[00:54:19.784 --> 00:54:23.545]  A 30% increase from last year, 57% from 2015.
[00:54:24.066 --> 00:54:26.647]  Canada's taking $7,500 and we're xenophobic.
[00:54:27.567 --> 00:54:28.647]  I mean, that is absurd.
[00:54:28.948 --> 00:54:32.709]  They're mad that our president, that there's a sovereignty over.
[00:54:32.749 --> 00:54:34.450]  We have to vet people, folks.
[00:54:34.530 --> 00:54:35.790]  You can't have this floodgate.
[00:54:35.830 --> 00:54:36.610]  And everybody knows this.
[00:54:36.630 --> 00:54:38.351]  We have the most brilliant audience out there.
[00:54:38.391 --> 00:54:39.351]  They understand these issues.
[00:54:39.812 --> 00:54:43.113]  You know, I actually hadn't seen that story prior to you putting it in today.
[00:54:43.613 --> 00:54:46.254]  We're talking about a nation that is supposedly exterior.
[00:54:46.274 --> 00:54:47.034]  They're very liberal.
[00:54:47.474 --> 00:54:48.315]  They understand it.
[00:54:48.335 --> 00:54:49.135]  They're scaling back.
[00:54:49.615 --> 00:54:52.636]  Paul Joseph Watson, we've covered ad nauseum this week with him.
[00:54:52.656 --> 00:54:57.118]  The past two days he's done these reports over how Germany and the UK, it's done, it's over.
[00:54:57.178 --> 00:54:57.898]  We don't want that.
[00:54:57.958 --> 00:54:59.458]  We like law and order.
[00:54:59.498 --> 00:55:02.419]  We want people to have the proper vetting.
[00:55:02.900 --> 00:55:06.061]  But I guarantee you somebody online is going to call us racist and xenophobe.
[00:55:07.409 --> 00:55:13.371]  And actually, I think most of the Americans are actually coming from Asian regions, if the numbers that I'm thinking are correct.
[00:55:13.431 --> 00:55:16.012]  But just before we get to the Clintons, because I know you want to cover that.
[00:55:16.072 --> 00:55:16.472]  Oh man.
[00:55:16.652 --> 00:55:23.914]  All the people complaining about the travel ban and how it's impacted people, you know, little people are getting impacted here and there.
[00:55:23.974 --> 00:55:24.534]  It does happen.
[00:55:24.554 --> 00:55:25.314]  These are real stories.
[00:55:25.354 --> 00:55:26.695]  I'm not saying it didn't happen.
[00:55:26.715 --> 00:55:27.255]  But think about this.
[00:55:28.075 --> 00:55:37.602]  Over the course of the 15 years since 9-11, United States air passengers have had to sacrifice billions of hours.
[00:55:37.882 --> 00:55:38.703]  This is a real number.
[00:55:39.163 --> 00:55:40.064]  Billions of hours.
[00:55:40.504 --> 00:55:46.649]  So compare that to the impact from Trump's travel ban to the impact of the 9-11 terrorist attacks.
[00:55:47.770 --> 00:55:50.654]  The stress, you're molested in some cases.
[00:55:50.714 --> 00:55:52.336]  I mean, God forbid.
[00:55:52.356 --> 00:55:55.981]  And then I have to get blasted with radiation too, just to get on a flight.
[00:55:56.602 --> 00:55:58.644]  You've got cancer risks now at this point.
[00:55:58.664 --> 00:56:02.549]  Seriously, so don't sit here and complain about the travel ban until you complain about that nonsense.
[00:56:02.569 --> 00:56:03.731]  Alright, what do you got on the Clintons now?
[00:56:03.851 --> 00:56:20.648]  Alright, so I picked this up and honestly, we know that the Clinton Foundation, they've helped a lot of corrupt people around the globe that have given them money, namely in countries that frankly should be on a list somewhere because they typically have terrorist eyes to them.
[00:56:20.969 --> 00:56:25.673]  And the Clintons, while spouting their ridiculous humanitarian relief number
[00:56:26.334 --> 00:56:31.538]  They take money, we know this, from countries that are very anti-humanitarian in their beliefs.
[00:56:31.618 --> 00:56:35.940]  Now, Judicial Watch, they put this Huma Abedin story together.
[00:56:35.960 --> 00:56:47.568]  One of the Clinton's most controversial donors, they were, it's a pay-to-play story, trying to secure a dinner with President Obama for giving the Clintons several million dollars.
[00:56:47.608 --> 00:56:49.209]  It implicates Chelsea Clinton in this.
[00:56:49.570 --> 00:56:53.072]  This came out the Free Beacon and I wanted to bring this up because it is a national security issue.
[00:56:53.432 --> 00:56:54.253]  We're talking about
[00:56:54.873 --> 00:56:57.516]  Someone who nearly became President of the United States.
[00:56:57.777 --> 00:56:58.858]  This is what we could be dealing with.
[00:56:58.938 --> 00:57:02.302]  Instead, we're talking about law and order and the restoration of justice.
[00:57:03.123 --> 00:57:05.485]  And speaking of whom, Abedin, I know Alex covered this today on the show.
[00:57:05.525 --> 00:57:15.357]  I don't have an article about it, but it looks like Wiener might be facing porn charges, child porn charges, after all, because, you know, he's a pornographer, folks!
[00:57:15.697 --> 00:57:16.437]  So how do you like that?
[00:57:16.537 --> 00:57:18.418]  Trump is the bad guy, okay?
[00:57:18.658 --> 00:57:25.219]  And then you've got Hillary Clinton, who's married to a rapist, and Huba Abedin, who's married to... A child pedo.
[00:57:25.639 --> 00:57:26.680]  Potentially a pedophile.
[00:57:26.760 --> 00:57:27.000]  Right.
[00:57:27.140 --> 00:57:28.080]  Or a pornographer.
[00:57:28.120 --> 00:57:29.220]  Or a child pornographer.
[00:57:29.260 --> 00:57:30.841]  Again, we don't know what... We'll see.
[00:57:30.901 --> 00:57:35.722]  Well, this is what... When you solicit a child for naked photographs of her, that's called child porn.
[00:57:36.262 --> 00:57:36.842]  That's what that is.
[00:57:37.222 --> 00:57:37.862]  So that's nice.
[00:57:37.882 --> 00:57:42.224]  There was your Democratic Party in the campaign cycle, but you're complaining about Donald Trump.
[00:57:42.484 --> 00:57:45.545]  And of course, you had all these women marching against Donald Trump.
[00:57:45.605 --> 00:57:48.827]  I never saw any women marching after Bill Clinton did any of his sex acts.
[00:57:49.127 --> 00:57:49.767]  But here's the thing.
[00:57:50.047 --> 00:57:52.528]  The Women's March is taking it one further now, Margaret.
[00:57:52.588 --> 00:57:55.849]  I don't know if you've heard about this, but they're going to go on strike.
[00:57:57.030 --> 00:58:01.672]  The group behind the Women's March in Washington is going to go on a general strike.
[00:58:02.092 --> 00:58:05.133]  The date and other details about the strike are not immediately clear.
[00:58:05.393 --> 00:58:06.214]  Oh, shocking!
[00:58:06.334 --> 00:58:07.816]  Oh my God!
[00:58:07.876 --> 00:58:09.659]  You don't have solidarity with your march?
[00:58:09.839 --> 00:58:10.180]  Wow!
[00:58:10.240 --> 00:58:11.582]  We were out there at the Women's March.
[00:58:11.742 --> 00:58:13.024]  Nobody knew what was going on.
[00:58:13.404 --> 00:58:16.308]  The details about the strike have never been clear.
[00:58:16.468 --> 00:58:17.249]  But I will say this.
[00:58:18.191 --> 00:58:19.753]  Radical Islam aligns with feminism.
[00:58:19.813 --> 00:58:21.115]  You saw the craziest signs.
[00:58:21.135 --> 00:58:22.036]  Anyway, continue please.
[00:58:22.056 --> 00:58:23.297]  Well, I'm saying this.
[00:58:23.497 --> 00:58:24.639]  I'm actually behind this strike.
[00:58:24.819 --> 00:58:25.179]  Alright.
[00:58:25.359 --> 00:58:29.884]  And I would like to see that the women that protested Donald Trump go on a strike from procreating.
[00:58:30.264 --> 00:58:32.647]  I think that that will solve a lot of the world's issues.
[00:58:33.007 --> 00:58:34.048]  So go on your strike.
[00:58:34.309 --> 00:58:35.430]  No longer procreate.
[00:58:35.810 --> 00:58:38.132]  And I think a lot of these issues will actually be solved.
[00:58:38.393 --> 00:58:41.476]  You know, I believe we might be talking about a group of women that do not procreate.
[00:58:42.169 --> 00:58:43.791]  Or have abortions too.
[00:58:43.851 --> 00:58:47.576]  We know that, you know, that we've seen them say that they kill their kids at some of these protests.
[00:58:47.596 --> 00:58:48.998]  So that's the sad truth of it folks.
[00:58:49.618 --> 00:58:50.700]  Maggie, thank you so much.
[00:58:50.920 --> 00:58:51.741]  This has been Owen Troyer.
[00:58:51.761 --> 00:58:53.102]  This has been the InfoWars Nightly News.
[00:58:53.122 --> 00:58:55.225]  We will be back tomorrow 7 o'clock p.m.
[00:58:55.465 --> 00:58:55.826]  Central.
[00:59:04.130 --> 00:59:09.935]  In the past decade, we have witnessed unparalleled scientific discoveries in the area of health.
[00:59:10.396 --> 00:59:20.085]  But no one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[00:59:20.425 --> 00:59:24.166]  DNA Force is one of the most expensive formulas to produce.
[00:59:24.726 --> 00:59:29.387]  Some of the ingredients in DNA Force are $12,000 a kilogram.
[00:59:29.787 --> 00:59:36.008]  We are using the coveted, patented, only American source of PQQ, CoQ10, and more.
[00:59:36.308 --> 00:59:38.608]  You want the best that's out there at the lowest price anywhere?
[00:59:39.268 --> 00:59:41.709]  Well, we're bringing you a total win-win.
[00:59:42.089 --> 00:59:47.590]  The ultimate value, cutting-edge, trailblazing game-changer that also supports the info war.
[00:59:48.030 --> 00:59:54.693]  We have produced a limited run of DNA Force and it will take up to 12 weeks to produce more once we sell out.
[00:59:55.053 --> 00:59:59.895]  Secure your DNA Force today at InfoWarsLife.com or call toll free 888-253-3139.
