[00:00:00.169 --> 00:00:02.772]  Nascent Iodine is essential.
[01:42:25.386 --> 01:42:26.167]  That's it.
[01:42:26.307 --> 01:42:26.767]  That's it.
[01:42:28.628 --> 01:42:30.509]  I'm trying to see what... let's see...
[01:42:33.505 --> 01:42:38.088]  The Blaze is reporting that Hillary spent more than any other presidential candidate in history and still lost.
[01:42:38.148 --> 01:42:39.428]  I think it was $1.2 billion.
[01:42:39.448 --> 01:42:40.469]  Yeah.
[01:42:40.909 --> 01:42:42.050]  $1.2 billion.
[01:42:42.450 --> 01:42:42.730]  Trump?
[01:42:42.910 --> 01:42:43.510]  Okay, I was wrong.
[01:42:43.530 --> 01:42:45.531]  I thought he spent a few hundred million.
[01:42:46.572 --> 01:42:47.172]  It was $600 million.
[01:42:47.192 --> 01:42:48.173]  $600 million to $1.2 billion.
[01:42:48.493 --> 01:42:50.374]  She spent twice as much.
[01:42:51.630 --> 01:42:52.250]  Twice as much.
[01:42:52.290 --> 01:42:54.692]  That's amazing.
[01:42:55.392 --> 01:42:59.014]  She outspent Trump 2-1, but Trump out-campaigned her 2-1.
[01:42:59.074 --> 01:43:01.355]  He made twice as many campaign appearances.
[01:43:02.195 --> 01:43:03.976]  And everywhere he went, he was a rock star.
[01:43:04.076 --> 01:43:06.117]  And those rallies were the difference.
[01:43:06.137 --> 01:43:10.840]  He really did his homework, knew what the people want, and all we could hope for.
[01:43:11.480 --> 01:43:21.125]  Look, bottom line is it's way better that he's in than Hillary Clinton because the whole system was set up for Hillary Clinton to come in and just turn the gears on us.
[01:43:21.585 --> 01:43:24.668]  You know, just totally destroy what we have left of this country.
[01:43:24.828 --> 01:43:26.970]  And now we get like some breath.
[01:43:27.050 --> 01:43:33.636]  It's like we got a little bit of oxygen under that choke, that jujitsu choke that's going on right now.
[01:43:33.876 --> 01:43:37.199]  I was going to say the Antifa, the anti-Trumpers, they helped.
[01:43:37.819 --> 01:43:38.800]  Get him in there as well.
[01:43:38.980 --> 01:43:39.400]  Oh, sure.
[01:43:39.541 --> 01:43:52.092]  Because when they showed up at those rallies, those anti-Trump rallies, or the pro-Trump rallies, and they would go there to do their anti-Trump demonstrations, they showed the world what we're up against, you know?
[01:43:52.532 --> 01:43:56.756]  I mean, their true colors was, when they would throw eggs at women,
[01:43:58.098 --> 01:44:00.100]  And yell obscenities at anybody.
[01:44:00.560 --> 01:44:03.703]  And there's not one American flag on the anti-Trump side.
[01:44:04.223 --> 01:44:08.146]  I think that made a big difference as well, because people thought, wow, we don't want to be like that.
[01:44:08.326 --> 01:44:08.526]  Right.
[01:44:08.567 --> 01:44:09.667]  We don't want to support that.
[01:44:09.747 --> 01:44:11.109]  Hey, man, we kind of like our country.
[01:44:11.169 --> 01:44:12.350]  That's right.
[01:44:12.770 --> 01:44:13.951]  We don't want to be Venezuela.
[01:44:14.251 --> 01:44:15.392]  Jesse, thanks for calling.
[01:44:15.432 --> 01:44:16.733]  Really appreciate it.
[01:44:16.833 --> 01:44:19.095]  Keep up the good work and keep taking that brain force.
[01:44:19.135 --> 01:44:20.036]  You got something else you want to add?
[01:44:20.956 --> 01:44:26.241]  Yeah, so being an intel analyst, I would love to use my powers for good.
[01:44:26.381 --> 01:44:28.864]  I know the InfoWars team is looking for researchers.
[01:44:29.284 --> 01:44:39.834]  Part of what my job details in the National Guard is being able to research, analyze data, and be able to cross-reference the facts with multiple sources.
[01:44:41.156 --> 01:44:44.579]  Are you guys looking for opportunities to fill those kinds of slots?
[01:44:45.199 --> 01:44:47.081]  Well, Alex wants to expand.
[01:44:47.141 --> 01:44:54.547]  We're looking for TV and radio production people and editors and people to be on set.
[01:44:55.347 --> 01:45:05.416]  So, you know, one place I think we could find a researcher is to have you on via Skype every once in a while as like an intelligence analyst or as a writer because we are hiring writers.
[01:45:06.016 --> 01:45:08.698]  So I would say get your samples together.
[01:45:08.738 --> 01:45:09.898]  That's something I could do too.
[01:45:09.918 --> 01:45:13.501]  And you can send it to me and I'll give you two email addresses.
[01:45:13.621 --> 01:45:15.102]  Kit at Infowars.com.
[01:45:15.202 --> 01:45:16.122]  That's just Kit Daniels.
[01:45:16.162 --> 01:45:17.463]  He's our head writer over here.
[01:45:18.123 --> 01:45:21.205]  And Rob D. R-O-B-D at Infowars.com.
[01:45:21.826 --> 01:45:27.289]  And, you know, we're always looking for people who want to make a difference and, you know, it's not a bad gig.
[01:45:27.329 --> 01:45:29.910]  I've been here for a long time and I'm still happy.
[01:45:30.871 --> 01:45:31.931]  Let me tell you, it's work though.
[01:45:32.071 --> 01:45:34.072]  We work our butts.
[01:45:34.812 --> 01:45:36.172]  You're seeing the work.
[01:45:36.192 --> 01:45:36.693]  15 hour day!
[01:45:36.773 --> 01:45:37.853]  I've been here since 10am.
[01:45:37.913 --> 01:45:40.894]  I took an hour and a half off to go home and kiss the babies goodnight.
[01:45:41.674 --> 01:45:43.054]  And I'm back up here.
[01:45:43.394 --> 01:45:45.255]  I'll be here at 7am actually.
[01:45:45.315 --> 01:45:48.316]  I'm taking over from Owen Schroer when he goes.
[01:45:48.996 --> 01:45:50.376]  Owen might go from 1 to 7.
[01:45:51.497 --> 01:45:52.297]  He did it last time.
[01:45:53.837 --> 01:45:54.998]  Ben, you got anything you want to add?
[01:45:55.018 --> 01:45:55.918]  We should go to the next caller.
[01:45:57.938 --> 01:46:00.966]  No, I'm just having a good time.
[01:46:01.246 --> 01:46:01.828]  Excellent.
[01:46:02.048 --> 01:46:05.657]  You're 47 minutes past what we thought we'd have you for, but it's great having you here.
[01:46:05.717 --> 01:46:06.539]  Thanks for joining us.
[01:46:07.082 --> 01:46:13.027]  I haven't had any brain force, but I did try some tangy tangerine many years ago.
[01:46:13.047 --> 01:46:13.707]  It was really good.
[01:46:14.068 --> 01:46:14.708]  Oh yeah, yeah.
[01:46:15.048 --> 01:46:18.931]  That was part of the longevity family, in fact.
[01:46:18.951 --> 01:46:19.192]  Yeah.
[01:46:19.252 --> 01:46:32.182]  I've been dumping my, because I used to get a lot of tangy tangerine and stuff like that, and now that we have the vitamin and mineral fusion, I've been dumping my excess tangy tangerine on eBay, and it's actually making some good money.
[01:46:32.362 --> 01:46:33.303]  Can't complain.
[01:46:33.823 --> 01:46:35.304]  We're bringing over theirs and doing the same thing.
[01:46:35.324 --> 01:46:35.724]  That's right.
[01:46:38.227 --> 01:46:41.729]  All right, let's go to Roy in California.
[01:46:41.749 --> 01:46:44.691]  It says Garrison Inspiration.
[01:46:44.832 --> 01:46:47.413]  So go ahead, Roy in California.
[01:46:47.473 --> 01:46:48.034]  How you doing today?
[01:46:48.094 --> 01:46:49.015]  Roy, daddy.
[01:46:49.675 --> 01:46:51.657]  Oh yeah, Roy, daddy.
[01:46:51.677 --> 01:46:53.958]  Oh, Roy, daddy.
[01:46:53.978 --> 01:46:55.800]  All right, is that it, Roy?
[01:46:55.820 --> 01:46:56.460]  Is that all you got?
[01:46:56.480 --> 01:46:59.222]  It could be a song, man.
[01:46:59.362 --> 01:47:00.203]  Roy, daddy.
[01:47:00.503 --> 01:47:01.404]  Bye, Roy, daddy.
[01:47:01.444 --> 01:47:01.964]  That was it.
[01:47:02.364 --> 01:47:04.426]  All right, let's go to Jody in Minnesota.
[01:47:04.446 --> 01:47:06.347]  Wants to thank Ben for the great art.
[01:47:06.387 --> 01:47:06.908]  Go ahead, Jody.
[01:47:08.112 --> 01:47:09.312]  I want to thank all of you.
[01:47:09.332 --> 01:47:18.554]  I'll start out by thanking you, Mr. Garrison, because your work is literally therapeutic in insane times.
[01:47:19.294 --> 01:47:34.357]  So not only does your work serve as therapy for those of us that are informed and need that humor outlet, because like Milo says all the time, the first thing that they want to do to stop 1A is stop the laughter and not have that humor there.
[01:47:34.777 --> 01:47:37.138]  But something, I don't know if anybody's ever
[01:47:38.394 --> 01:47:44.337]  Admitted to you, maybe, that your work has gotten through to them in a way that they couldn't.
[01:47:44.357 --> 01:47:53.781]  Because let's face it, we do have different abled people and some people literally cannot maybe read the amount of stuff that the rest of us do.
[01:47:54.381 --> 01:47:58.703]  And by being able to look at your illustrations and have a
[01:48:00.948 --> 01:48:04.171]  Report or have the information or the data put it in that format.
[01:48:04.491 --> 01:48:06.853]  It really actually does make a huge difference.
[01:48:06.914 --> 01:48:10.997]  So I salute you and thank you tremendously for your work on that.
[01:48:11.197 --> 01:48:11.698]  Thank you.
[01:48:11.838 --> 01:48:12.238]  Thank you.
[01:48:12.338 --> 01:48:13.419]  You're too kind.
[01:48:14.240 --> 01:48:15.101]  No, it's the truth.
[01:48:18.003 --> 01:48:20.486]  And to this person, I cannot.
[01:48:22.087 --> 01:48:22.888]  Put this in.
[01:48:26.136 --> 01:48:43.070]  I'm trying to, brevity, you know, there's a lot to be said for it, and I'm trying to put this in edit, it turns out, out of respect for your time, but I cannot emphasize enough how critical... We're losing you, did you go in a tunnel?
[01:48:43.090 --> 01:48:45.732]  Nope, I'm here, can you hear me?
[01:48:45.752 --> 01:48:47.634]  Yeah, yeah, go ahead, you were right at the point.
[01:48:48.547 --> 01:48:48.787]  Yeah.
[01:48:49.248 --> 01:48:57.795]  So I just wanted to let you guys know on a two-front how critical InfoWars has been, not just for my life, but for my country.
[01:48:57.935 --> 01:49:06.942]  Literally, in March of 2012, I was given six weeks because I had stage four cancers that had metastasized into so many different areas.
[01:49:07.463 --> 01:49:13.788]  And at that point, I had set out to prove that breaking from the herd, firing my entire
[01:49:14.631 --> 01:49:20.916]  Tumor Board of Oncology Specialists and going the different path was the right way.
[01:49:22.137 --> 01:49:34.047]  Not only turned out saving my life and when I got to that point I then set out on a mission to cure my country's stage 4 cancer and lo and behold you are my number one partner in that as well.
[01:49:34.147 --> 01:49:42.734]  So literally some people make health decisions and choose nutraceuticals and natural medicine to
[01:49:43.587 --> 01:49:44.507]  Improve their health.
[01:49:45.087 --> 01:50:04.851]  I do it because my life depends on it and your entire product line of which I pretty much have everything and me literally being pretty much left on my own to deal with my own cancer because I left mainstream, you know, I left mainstream medicine is as dangerous as mainstream media.
[01:50:05.571 --> 01:50:06.091]  Absolutely.
[01:50:07.711 --> 01:50:08.751]  I totally agree.
[01:50:09.451 --> 01:50:09.731]  Right?
[01:50:09.871 --> 01:50:12.792]  And so whereas a lot of companies and you
[01:50:13.681 --> 01:50:18.585]  even are not able to say a lot of the things that can be said.
[01:50:18.725 --> 01:50:25.831]  I can absolutely say, no doubt, it still kills and you don't restore an immune system by killing it.
[01:50:26.412 --> 01:50:32.317]  And the number one side effect of chemo is secondary cancers.
[01:50:32.517 --> 01:50:36.380]  And the number two side effect of chemo is death.
[01:50:36.660 --> 01:50:37.461]  Yeah.
[01:50:37.501 --> 01:50:41.925]  Most people can't say that, but like I said, you know, I've got 20 years of my medical records
[01:50:42.645 --> 01:50:55.134]  Proving my situation and how initially, when you're in my position and you're looking at only having a few weeks left to live, I simply set out to die a healthier death at that point.
[01:50:55.714 --> 01:51:03.300]  Knowing what I knew about chemo and having buried so many people, I spent three decades in dentistry, so we lost a lot of people.
[01:51:03.600 --> 01:51:06.102]  Nobody died of cancer.
[01:51:06.642 --> 01:51:09.044]  They died from mainstream medicine.
[01:51:09.104 --> 01:51:10.985]  They died from chemo and radiation.
[01:51:13.701 --> 01:51:19.887]  Literally, like I said, the decisions that I make, my life depends on it.
[01:51:19.947 --> 01:51:25.813]  It's not just an option that I have to take some great nutraceuticals and feel better.
[01:51:26.254 --> 01:51:37.525]  My life literally depends on it to the degree that I not only have the entire line of things that my health is dependent on and it's all InfoWars stuff.
[01:51:38.035 --> 01:51:57.272]  That I could answer any questions about if anybody wanted to know, but I also have a backup system of that in my Prepper supplies and I would encourage people that have health issues that have things that they depend on to keep a backup system of the Info Wars line of the products that you use that your health depends on and keep that as part of your Prepper supplies.
[01:51:58.393 --> 01:51:59.074]  Yeah, totally.
[01:51:59.774 --> 01:52:07.280]  I have the iodine and the silver bullet in my bug out bag, along with filters and stuff like that.
[01:52:07.540 --> 01:52:09.182]  Oh, yeah, absolutely.
[01:52:09.362 --> 01:52:16.668]  And the caveman is critical, the mineral infusion is critical, because when you, you know, it took me two years of
[01:52:18.874 --> 01:52:30.685]  You know, your typical oncology medicine for me to kind of wake up and grow a pair and break from the herd and realize that you can't run for the cure, you need to run from the cure.
[01:52:31.726 --> 01:52:41.916]  So Big Pharma, needless to say, is not a fan of mine and anything that I usually do, whether it be on Twitter or any type of social media, are the first to come after me and try to shut me down continually because
[01:52:42.591 --> 01:52:44.192]  I don't like the evidence that I have.
[01:52:44.372 --> 01:52:45.132]  Well, it's tough.
[01:52:45.212 --> 01:52:51.756]  I tell you, I had a friend die in 2009 of cancer, and she got diagnosed in May, and she died in September.
[01:52:52.937 --> 01:52:55.838]  And at first, she said, I'm not going to do chemo.
[01:52:55.878 --> 01:52:56.599]  I'm not going to do chemo.
[01:52:56.659 --> 01:52:57.439]  I'm going to do hemp oil.
[01:52:57.499 --> 01:53:02.642]  And she did hemp oil for a while, but I don't know how she was doing it.
[01:53:02.982 --> 01:53:04.683]  But at some point, she switched to chemo.
[01:53:05.063 --> 01:53:09.746]  And when she switched, which was I think that summer, like July,
[01:53:10.726 --> 01:53:13.068]  And she was gone like that.
[01:53:13.308 --> 01:53:16.810]  Just lost a bunch of weight and then was in hospice in late September.
[01:53:17.070 --> 01:53:17.911]  And it was sad.
[01:53:17.971 --> 01:53:20.112]  It was very, very sad.
[01:53:20.393 --> 01:53:25.276]  And you know, the only winner there was the cancer industry because they just rake in that money.
[01:53:25.336 --> 01:53:25.836]  They don't care.
[01:53:26.036 --> 01:53:27.237]  Oh, it's absolute truth.
[01:53:27.277 --> 01:53:33.181]  And you know, they don't... Because I started out in 2010 at Stage 2 and then I became Stage 4 in 2012.
[01:53:34.382 --> 01:53:37.704]  And the only reason that I survived the Stage 4 was because
[01:53:38.343 --> 01:53:41.844]  I refused the chemo and radiation the first time around.
[01:53:42.685 --> 01:53:53.849]  On that same note, I would let Leanne and Millie and all of your wives and everybody else out there who's listening, there is no such thing as prophylactic mastectomies.
[01:53:54.369 --> 01:54:01.072]  I've had bilateral radical mastectomies twice prior to me becoming Stage 4.
[01:54:01.192 --> 01:54:06.714]  So how does Stage 4 develop in a Stage 2 patient that had radical mastectomies twice?
[01:54:07.395 --> 01:54:08.155]  I'm fortunate.
[01:54:08.375 --> 01:54:16.719]  I did immediate reconstruction and I did what's referred to as a skin-sparing, nipple-sparing mastectomy.
[01:54:16.759 --> 01:54:19.340]  So from a restorative standpoint, you said that.
[01:54:19.360 --> 01:54:36.086]  But at one point back in 2012, the tumors that had grown in, now at that point they're not going to say, they didn't want to admit that all of the metabolic activity that I had going on was new tumor growth because that would have meant, uh-oh, you have to admit that your mastectomy failed.
[01:54:36.556 --> 01:54:46.266]  And that crap that you're shoving down everybody's throat, like Angelina Jolie, what a fool to have gone down that road, because like I said, there's no such thing as prophylactic mastectomy.
[01:54:46.647 --> 01:54:48.929]  Breast tissue still resides in there and it grows back.
[01:54:49.069 --> 01:54:51.371]  I've got my pathology reports that can prove it all.
[01:54:51.852 --> 01:54:54.575]  This is why the big pharma is constantly wanting to shut me up.
[01:54:55.711 --> 01:55:01.534]  Well, and that's why Angelina Jolie is in favor of the globalists, because she pushes that global agenda.
[01:55:01.894 --> 01:55:03.735]  Jodi, love to hear more, but we've got to run.
[01:55:03.755 --> 01:55:06.477]  We're about to head out, and I want to get one more call in.
[01:55:06.497 --> 01:55:08.618]  Thank you all for your work.
[01:55:08.658 --> 01:55:09.158]  Thank you.
[01:55:09.198 --> 01:55:10.599]  Thank you for your support.
[01:55:10.939 --> 01:55:13.961]  Thank you for your support, and I'm glad you're living healthy, man.
[01:55:14.021 --> 01:55:15.562]  Share your story with others, please.
[01:55:18.103 --> 01:55:20.844]  All right, let's go to Luke in Vietnam.
[01:55:21.345 --> 01:55:21.585]  Wow.
[01:55:22.711 --> 01:55:24.472]  Geez, if I'd have seen that... Is that Vietnam?
[01:55:24.632 --> 01:55:25.292]  Like the country?
[01:55:25.692 --> 01:55:27.913]  Or is there a Vietnam like Iowa or something?
[01:55:28.093 --> 01:55:28.753]  Hanoi.
[01:55:29.314 --> 01:55:30.094]  Oh, you're in Hanoi.
[01:55:30.194 --> 01:55:30.574]  Alright.
[01:55:30.654 --> 01:55:30.954]  Okay.
[01:55:31.074 --> 01:55:31.535]  Well, go ahead.
[01:55:31.575 --> 01:55:33.435]  I would have gone to you earlier if I'd have seen that.
[01:55:33.455 --> 01:55:33.956]  Sorry about that.
[01:55:33.996 --> 01:55:34.556]  Go ahead, sir.
[01:55:34.576 --> 01:55:35.676]  That's alright.
[01:55:35.956 --> 01:55:40.798]  You guys put out an amazing video on your Alex Jones channel about two weeks ago.
[01:55:40.878 --> 01:55:46.621]  It's entitled, uh, Exclusive Images of Child Murder Rituals from Thousands of Years Ago.
[01:55:46.641 --> 01:55:49.282]  Do you remember that video that, uh, Alex and Millie did?
[01:55:50.066 --> 01:55:58.755]  Yes, I believe, let's see, I believe that was mainly Millie, I guess she was, was it part of an interview with Alex that she, or was that her report?
[01:55:59.816 --> 01:56:11.569]  It was her report on going to the Getty Library to stalk the followers of Aleister Crowley, the OCO, into child sex sacrifice for trying to obtain
[01:56:12.333 --> 01:56:23.803]  In Australia, Australians are being jailed without trial for religious vilification of OTO Australia that follow the teachings of Aleister Crowley.
[01:56:25.424 --> 01:56:29.528]  He wrote poems about sodomising children in his book called White Stain.
[01:56:31.616 --> 01:56:42.497]  And a poem is called Ballad to Passive Pederasty and the government is still in this year, 2017, trying to jail yet more people for religious vilification.
[01:56:43.291 --> 01:56:47.934]  And the Australian Christian Lobby has announced the defence of John Sunil.
[01:56:47.974 --> 01:56:50.895]  The proof isn't a conspiracy theory, it's actually case law.
[01:56:51.476 --> 01:57:03.783]  Can I mention how to look up the case law for a Christian couple being kidnapped in New South Wales and sent to jail for contempt of court for refusing to comply with religious vilification orders in Melbourne?
[01:57:04.443 --> 01:57:07.405]  Coming from the Victorian Civil and Minister of Appeals Tribunal.
[01:57:07.985 --> 01:57:35.273]  If you can pull up on the screen, you go to the Australian Case Law Database, which is AustLEI, Australian Legal Information Institute, dot edu dot au, and you type in LEG, with an extra G, L-E-G-G, and DEVINE, D-E-V-I-N-E, you will see them being sentenced to nine months jail for refusing to comply with judge's orders made from Magistrate Harbison, who has the Fantasy Extension 666
[01:57:37.069 --> 01:57:39.870]  At the VCAT Tribunal.
[01:57:40.430 --> 01:57:43.131]  And here's what's happened in 2017.
[01:57:43.571 --> 01:57:48.752]  There was a victory in the highest court of New South Wales, Supreme Court of Appeals.
[01:57:49.793 --> 01:57:54.434]  Bernard Gaynor, a Christian soldier, he's got a blog exposing all of this too.
[01:57:54.614 --> 01:57:57.235]  He's going to the High Court now to defend this decision.
[01:57:58.867 --> 01:58:12.050]  And Tess Corbett vs Gary Verne, in that judgement, they said that interstate tribunals don't have the power to arrest New South Wales citizens for laws that don't exist in our state, which is where Sydney is in Australia.
[01:58:13.081 --> 01:58:23.289]  And so therefore the government is responsible for unconstitutional, unlawful kidnapping for those people who disrespected Aleister Crowley's satanic pedophile cult.
[01:58:23.850 --> 01:58:32.777]  And if you know anything about spirit cooking and Marina Abramovich, you know this is the religion of the Pizzagate pedophile.
[01:58:33.457 --> 01:58:41.404]  So the latest victim is John Christopher Sunhole and the Australian Christian Lobby who had their last Christmas
[01:58:41.864 --> 01:58:42.324]  That is insane!
[01:59:11.519 --> 01:59:19.204]  So if you don't agree with Alistair Crowley's calling for pedophilia, then they're going to put you in jail?
[01:59:19.224 --> 01:59:26.808]  They have already done that to Vivian Legge, Dyson Devine, for contempt of the BCAT Tribunal, and they were writing letters.
[01:59:27.309 --> 01:59:37.014]  And I've had to move over to Vidme because Google Blogger has censored six times, without censor notification, all the government letterheads and all the case law.
[01:59:37.355 --> 01:59:41.177]  But I put it all in Archive.is to back it up for John Stonehall's blog.
[01:59:42.017 --> 01:59:46.720]  I put stuff on his blog because he was sued for linking to me previously.
[01:59:47.380 --> 01:59:49.541]  He linked to the most popular video on my channel.
[01:59:49.581 --> 01:59:51.362]  I won't plug it, don't worry.
[01:59:51.823 --> 01:59:56.865]  And it was about Australian gay marriage activists Mark Newton and Peter Tron.
[01:59:58.843 --> 02:00:08.087]  Getting a passport for a Russian infant they had no biological relation to, because the Australian government is letting people... This is state-sponsored human trafficking.
[02:00:08.127 --> 02:00:12.669]  And if you dissent against state-sponsored human trafficking, you'll be prosecuted.
[02:00:12.689 --> 02:00:28.316]  And in that decision, if you go to the www.caselaw.nsw.gov.au website, and you type in ABC plugged pedos as one word, you'll bring up the John Sunahal versus Gary Burns June 25th decision.
[02:00:29.492 --> 02:00:45.327]  And in the case law, you will see that the judge ruled Robert Oscar Lopez, PhD, a hate criminal, because it's referenced in the case law to see the link to his thiefless same-sex marriage is child abuse.
[02:00:45.427 --> 02:00:53.315]  And he gave the main evidence in the US Supreme Court gay marriage case that made Obama light up the White House or rainbow.
[02:00:54.075 --> 02:00:57.259]  And his statement is on the US Supreme Court website.
[02:00:57.299 --> 02:01:02.684]  Just do a search for Robert Oscar Lopez, amicus curiae, and it's on the Supreme Court website.
[02:01:03.184 --> 02:01:10.652]  He was sexually abused in 1984 before being studied as a poster boy for gay parenting in 1985.
[02:01:10.692 --> 02:01:16.578]  And it was his testimony against gay marriage which was ignored by the old panel of Supreme Court judges.
[02:01:17.173 --> 02:01:22.235]  He was ruled a hate criminal for dissenting against the child abuse that he suffered as a child.
[02:01:22.755 --> 02:01:26.877]  I was ruled a hate criminal because I linked to his writing on my YouTube channel.
[02:01:27.117 --> 02:01:33.139]  And then my friend in Australia, by two degrees of separation, who linked to my YouTube channel and nothing else, was found guilty.
[02:01:33.579 --> 02:01:35.320]  You've got Australian gay judges.
[02:01:35.580 --> 02:01:38.401]  Now Luke, is this why you're in Vietnam?
[02:01:38.441 --> 02:01:41.762]  Are you fleeing Australian justice at this point?
[02:01:43.187 --> 02:01:45.708]  I've been fleeing Australian justice for 10 years.
[02:01:45.808 --> 02:01:58.532]  If you Google Australia's rarest crime, and first domestic terrorist outlaw motorcycle gang law, 60C of the New South Wales Crimes Act, only I and the government pages about it come up.
[02:01:58.632 --> 02:02:03.053]  If the crime is that rare, it's the crime of obtaining personal information about police.
[02:02:03.613 --> 02:02:05.434]  And that's why I've been engaging the
[02:02:07.958 --> 02:02:11.381]  This particular lobby as a political dissident abroad.
[02:02:11.701 --> 02:02:14.963]  And now they've also found my own, they've come after my father.
[02:02:15.324 --> 02:02:20.808]  If you type McKee Burns back into that same case law website, my father was in Vietnam.
[02:02:21.168 --> 02:02:27.574]  He commented on a causes petition, which was backed up by the Internet Archives Org, the eighth biggest site on the internet.
[02:02:28.054 --> 02:02:32.357]  He gave his plane tickets to the judge and my dad too was also sued.
[02:02:33.393 --> 02:02:51.340]  For linking to a Truth News Radio Australia video on my YouTube channel, which included audio of Mark Newton and Peter Trong, the human traffickers protected by the Australian government, who are now in US jails for 40 years because the FBI got them and the Australian police didn't do their job.
[02:02:52.221 --> 02:02:57.643]  And my dad was found guilty of the same crime as John Sunhill, twice in case law with the same judge.
[02:02:57.703 --> 02:03:00.824]  You must respect those who have sex with children.
[02:03:03.946 --> 02:03:12.673]  And what happens to the journalists who investigate it?
[02:03:13.094 --> 02:03:14.535]  I mean, what happens to the journalists?
[02:03:14.795 --> 02:03:21.321]  Because my challenge to the mainstream media, if you're a mainstream media journalist, for example, and you believe in freedom of the press,
[02:03:22.102 --> 02:03:26.003]  Go after child sex trafficking and investigate that.
[02:03:26.023 --> 02:03:26.423]  See what happens.
[02:03:26.443 --> 02:03:28.124]  See how far you get.
[02:03:28.224 --> 02:03:28.644]  Exactly.
[02:03:28.664 --> 02:03:29.764]  Before you get threatened.
[02:03:29.904 --> 02:03:32.845]  Hey Luke, my email, robd and infowars.com.
[02:03:32.885 --> 02:03:34.726]  Send me an email with all the stuff.
[02:03:34.846 --> 02:03:35.706]  I want to do a story on it.
[02:03:35.726 --> 02:03:36.386]  I got to run though.
[02:03:36.406 --> 02:03:37.647]  We're five minutes over.
[02:03:37.667 --> 02:03:38.307]  Go do it right now.
[02:03:38.467 --> 02:03:39.327]  Yeah, definitely do that.
[02:03:39.347 --> 02:03:47.469]  I'll go check it and we'll stay in touch because I would definitely like to tell your story to more people and maybe we could have you on for an interview or something.
[02:03:47.509 --> 02:03:47.909]  That's right.
[02:03:47.950 --> 02:03:49.210]  Ben Garrison, you still there buddy?
[02:03:49.986 --> 02:03:51.047]  I'm still here.
[02:03:51.307 --> 02:03:52.568]  Alright, what a night.
[02:03:52.728 --> 02:03:55.350]  Hey, we got you on for an hour and 45 minutes.
[02:03:56.171 --> 02:03:56.611]  That was good.
[02:03:56.651 --> 02:04:02.875]  Guys, you can check out Ben Garrison, his book, the 2016 Presidential Election Collection.
[02:04:03.316 --> 02:04:07.759]  You can also follow him at GrrGraphics.com.
[02:04:08.079 --> 02:04:12.963]  He's also got the same Twitter handle at GRRR Graphics.
[02:04:13.183 --> 02:04:13.663]  That's it.
[02:04:13.924 --> 02:04:17.748]  And then his book is, you can find that on Amazon.com.
[02:04:18.388 --> 02:04:19.730]  And we'll definitely have you back soon.
[02:04:19.770 --> 02:04:21.492]  Real quick, I just want to say this.
[02:04:21.692 --> 02:04:31.282]  One of his cartoons, just one of his pictures, would take me like an hour to discuss, to tell somebody the whole story there.
[02:04:31.562 --> 02:04:32.923]  He could do it all in one image.
[02:04:33.304 --> 02:04:34.085]  It's really amazing.
[02:04:35.192 --> 02:04:36.994]  A picture's worth at least five beers.
[02:04:37.014 --> 02:04:39.477]  You've got to drink five beers to talk about it.
[02:04:39.517 --> 02:04:40.578]  Hey, that's a challenge.
[02:04:41.139 --> 02:04:42.140]  We'll go through the whole book.
[02:04:42.260 --> 02:04:43.461]  All right, we've got some callers there.
[02:04:43.481 --> 02:04:44.963]  We'll leave you guys on the line.
[02:04:45.023 --> 02:04:46.825]  Maybe when Owen comes in, he can take over.
[02:04:46.865 --> 02:04:50.949]  We're going to play a short break as we switch out because we're staying in this studio for the rest of the night.
[02:04:50.969 --> 02:04:52.170]  Ben Garrison, thank you for joining us.
[02:04:52.190 --> 02:04:54.453]  Appreciate you having you on once again.
[02:04:55.814 --> 02:04:56.755]  Yeah, definitely, man.
[02:04:56.795 --> 02:04:57.115]  Love it.
[02:04:57.176 --> 02:05:01.240]  Love your work, and best of luck to you, and don't worry about the haters, man.
[02:05:01.260 --> 02:05:01.920]  Haters gonna hate.
[02:05:01.941 --> 02:05:03.102]  That's right.
[02:05:03.122 --> 02:05:06.485]  And you can't do nothing about them, so just love them.
[02:05:06.505 --> 02:05:07.967]  Hey, keep planting those seeds, man.
[02:05:08.007 --> 02:05:08.647]  That's what we do.
[02:05:08.748 --> 02:05:09.408]  Plant those seeds.
[02:05:09.448 --> 02:05:10.870]  Hopefully they give you good inspiration.
[02:05:13.172 --> 02:05:13.833]  Yeah, exactly.
[02:05:13.853 --> 02:05:17.736]  Hey, before we go, I'm going to tell you about the specials real quick at InfoWareStore.com.
[02:05:18.277 --> 02:05:30.707]  30% off Brain Force, 20% off Secret 12, 20% off Knockout, 20% off Winter Sun, 20% off Prostagard, BioPCA, Biodefense, Living Defense, all 20% off, and also DNA Force is back in stock.
[02:05:31.028 --> 02:05:34.851]  Let me tell you something, you heard people talking about our products, we weren't asking them
[02:05:35.011 --> 02:05:36.131]  It'll change your life.
[02:05:36.392 --> 02:05:40.233]  That's how much they believe and what they do and what they've done for their lives.
[02:05:40.593 --> 02:05:41.994]  So give us a chance.
[02:05:42.074 --> 02:05:43.455]  It supports what we're doing.
[02:05:43.595 --> 02:05:45.495]  It supports everything.
[02:05:45.515 --> 02:05:47.396]  It makes the world happen.
