[00:00:00.109 --> 00:00:01.857]  Please, spread the word.
[01:39:20.124 --> 01:39:24.427]  Kind of recap for new audiences, please, and then let's get into the information you haven't covered yet.
[01:39:25.727 --> 01:39:27.649]  First, my new book is not out yet.
[01:39:27.689 --> 01:39:29.050]  It will be in maybe two months.
[01:39:29.070 --> 01:39:31.232]  It's in the editing phase right now.
[01:39:31.772 --> 01:39:33.534]  But the cover is done.
[01:39:33.554 --> 01:39:34.935]  The cover art is done.
[01:39:35.996 --> 01:39:46.204]  I think that what we're going to see as the Antifas are getting pushed back and unmasked, which is going to make them very desperate, I think we're going to see a false flag shooting.
[01:39:47.005 --> 01:39:52.189]  And people say, well, why would you talk about something as horrible as this?
[01:39:52.589 --> 01:39:54.691]  Will it become a self-fulfilling prophecy?
[01:39:55.518 --> 01:40:06.529]  The reason that I do, and it's in my first novel, it begins with somebody shooting into a stadium, you know, to precipitate a panic stampede, a mass casualty terrorism act.
[01:40:08.130 --> 01:40:15.938]  By talking about these things in advance, I hope to sort of either take them off the table as tactics because the surprise element will be lost.
[01:40:16.602 --> 01:40:19.123]  And if they do happen, we'll be more prepared.
[01:40:19.263 --> 01:40:19.843]  Sure, sure.
[01:40:19.863 --> 01:40:22.944]  But we have new people, thousands tuning in literally every minute.
[01:40:23.345 --> 01:40:34.068]  Recap briefly, the tectonic system going on, the globalist-launched revolution that you believe is inevitable, and how you think that could unfold.
[01:40:34.869 --> 01:40:38.310]  Yeah, the globalists are not going to surrender after Brexit and Trump.
[01:40:38.923 --> 01:40:42.085]  And we don't know what's going to happen in the French election next.
[01:40:42.665 --> 01:40:50.269]  But I think that they're moving to the burn down the house phase, which is when they absolutely have run the end of the rope out.
[01:40:50.790 --> 01:40:53.811]  You know, the banks are going to collapse eventually.
[01:40:55.860 --> 01:40:57.522]  They don't want to be held responsible.
[01:40:58.063 --> 01:41:14.763]  It's better to just precipitate a huge revolutionary era globally, a collapse, because they figure that they've got the wealth, the mansions, the castles, fortresses, stored food, gold, to ride out anything.
[01:41:15.405 --> 01:41:23.427]  And even if, you know, half the world's population was gone, they figure they'll be on top at the end and they'll just come back and reclaim their ownership.
[01:41:23.487 --> 01:41:26.448]  And by the way, we've been talking about that for a decade from our inside sources.
[01:41:26.488 --> 01:41:35.970]  Last three years, every major publication, the New Yorker magazine, New York Times, Associated Press, admit the billionaires are fleeing to Kauai, Hawaii.
[01:41:36.490 --> 01:41:38.430]  They're fleeing to other Hawaiian islands.
[01:41:38.450 --> 01:41:39.691]  They're fleeing to Tasmania.
[01:41:40.071 --> 01:41:40.991]  They're fleeing to even more.
[01:41:41.691 --> 01:41:48.702]  Uh, rural areas and far away areas, and building armored fortresses and even getting private security firms.
[01:41:49.122 --> 01:41:52.707]  Don't they know those very private security firms almost universally hate their guts?
[01:41:53.148 --> 01:41:55.271]  And if everything really goes belly up, they're dead?
[01:41:55.291 --> 01:41:56.232]  I'm sorry, Matt, go ahead.
[01:41:56.733 --> 01:42:01.655]  Although, at the top, they're surrounded by yes-men, so I think that they live in very insulated bubbles.
[01:42:02.195 --> 01:42:04.296]  And imagine being a Leonardo DiCaprio.
[01:42:04.336 --> 01:42:07.237]  Everybody around you is kissing your butt 24 hours a day.
[01:42:07.857 --> 01:42:10.158]  So, you know, you're never going to get a... It is sickening.
[01:42:10.578 --> 01:42:14.139]  But, yeah, these tectonic forces, we now can push back.
[01:42:14.220 --> 01:42:15.160]  We have a new media.
[01:42:15.700 --> 01:42:15.941]  We're good.
[01:42:30.883 --> 01:42:33.125]  Thought you were nothing, they wouldn't pay any attention to you.
[01:42:33.625 --> 01:42:36.568]  They figure that you're becoming important, so that's why they try to... Well, sure.
[01:42:36.608 --> 01:42:45.095]  Why do you think, and we'll get back to the scenario, they had Colbert, every other big night show, all the other TV channels, it's still ongoing every day, attacking, lying, spewing against me.
[01:42:45.115 --> 01:42:46.676]  I don't think I'm that important.
[01:42:46.716 --> 01:42:48.858]  I think we're a test case on how to destroy somebody.
[01:42:49.562 --> 01:42:53.945]  I think that you are that important because you're the emerging new media.
[01:42:54.846 --> 01:42:58.069]  We're already talking about Fox possibly breaking up.
[01:42:58.149 --> 01:42:59.610]  For now, Hannity's staying aboard.
[01:43:00.050 --> 01:43:06.595]  But I mean, there could very well be a breakup of Fox and a new conservative television network started.
[01:43:07.015 --> 01:43:09.137]  So there are big things happening in media.
[01:43:09.177 --> 01:43:10.258]  Infowars is part of it.
[01:43:10.678 --> 01:43:13.500]  But we're not going to win this information war.
[01:43:13.981 --> 01:43:15.542]  It's impossible to win because
[01:43:16.182 --> 01:43:18.983]  Each side is getting their information through their own filter.
[01:43:19.023 --> 01:43:20.303]  They've got too many zombies.
[01:43:21.563 --> 01:43:34.746]  So we basically have these two forces, and it actually is worse than two tectonic plates, because in many of our cities and in many of our regions, we have three or more cultural and demographic fault lines.
[01:43:35.906 --> 01:43:45.428]  So there's going to be a big rupture of these fault lines, the big energy releases when all the buildings and bridges fall down, and socially it'll be catastrophic.
[01:43:46.448 --> 01:43:55.033]  So yeah, I think we're going to see more of these small attacks like the knife attack in Texas, but I think we're going to see transformer attacks going after the grid.
[01:43:55.514 --> 01:44:06.140]  It looks like a probe was done in Henrico, Virginia with somebody shooting a rifle at a big transformer two nights in a row, which has the hallmarks to me of a test.
[01:44:07.150 --> 01:44:09.912]  A stray bullet supposedly landed in a stadium.
[01:44:11.093 --> 01:44:12.473]  That might have engrazed a woman.
[01:44:12.493 --> 01:44:14.114]  That might have been a trajectory test.
[01:44:14.134 --> 01:44:19.938]  And by the way, that's a great way to demonize guns, especially high caliber, if people start going after infrastructure with it.
[01:44:21.298 --> 01:44:21.498]  Right.
[01:44:21.558 --> 01:44:23.600]  Not only infrastructure, but other soft targets.
[01:44:23.680 --> 01:44:25.601]  And when a false flag like this is done,
[01:44:26.301 --> 01:44:33.310]  It's typically done against an ally group of either Islamists or leftists.
[01:44:33.511 --> 01:44:40.419]  These are both totalitarian ideologies that absolutely 100% believe the ends justify the means.
[01:44:41.080 --> 01:44:42.943]  Meaning if we have to kill all the Christians,
[01:44:43.590 --> 01:44:44.251]  That's okay.
[01:44:44.711 --> 01:44:50.095]  Or if we have to set up gulags or slave labor camps, that's okay.
[01:44:50.616 --> 01:45:02.045]  So, if it's a very effective tactic to use a false flag and have an act of terror blamed on your enemy, I would expect it'll be an ally group of Antifa that's shot.
[01:45:02.685 --> 01:45:04.767]  Say, for example, a woman's march.
[01:45:05.367 --> 01:45:10.391]  It won't be Antifa shooting Antifa, but it'll be an Antifa shooting a high-commissioned
[01:45:12.075 --> 01:45:18.979]  An assault rifle, so-called, at, say, a woman's march or a, you know, global warming march.
[01:45:19.039 --> 01:45:25.002]  And by the way, that all came out in the WikiLeaks that all over the country they funded women to go to start fights and be beaten up.
[01:45:25.042 --> 01:45:30.625]  And when that didn't work, they started hiring men to separately go do the beating up on camera, creating false flags.
[01:45:30.645 --> 01:45:31.885]  They were caught in false flags.
[01:45:32.545 --> 01:45:34.246]  Yes, the false flags work.
[01:45:34.386 --> 01:45:36.347]  Wars have been started over false flags.
[01:45:36.588 --> 01:45:41.370]  You know, the Germans did it with, you know... Operation Hemler.
[01:45:42.122 --> 01:45:46.485]  Right, so there are, and many wars started by dictators start with a false flag.
[01:45:46.845 --> 01:46:00.755]  Now it's even more efficacious if you have a compliant stooge media that's not going to dig into the facts behind a false flag, but are just going to trumpet and parrot it 100%.
[01:46:01.155 --> 01:46:05.178]  So I think that the most likely scenario is not a bomb.
[01:46:05.979 --> 01:46:07.740]  Bomb making requires some skill.
[01:46:08.480 --> 01:46:14.363]  And the people that do it are likely to leave forensic fingerprints on their computer and so forth.
[01:46:14.784 --> 01:46:24.088]  But to shoot into a crowd and then leave right-wing literature at the scene like I have in my first novel, Enemies Foreign and Domestic.
[01:46:24.108 --> 01:46:24.649]  It's perfect.
[01:46:25.309 --> 01:46:32.393]  It's perfect because the national stooge media... They'll jump right on it and then you'll be a conspiracy theorist if you question the official narrative.
[01:46:32.972 --> 01:46:38.796]  Right, which is that right-wing gun nuts shot at peace-loving, you know, global warming marchers.
[01:46:39.477 --> 01:46:47.502]  And, you know, the Antifa types and the Islamists both absolutely think that that is moral and valid and legitimate.
[01:46:47.522 --> 01:46:48.823]  And let's expand on that now.
[01:46:49.324 --> 01:46:54.948]  British Ambassador to Syria and others said, look, we've caught the rebels launching chemical attacks on Assad at least twice.
[01:46:54.988 --> 01:46:56.109]  Four other times, we're pretty sure.
[01:46:56.889 --> 01:47:04.992]  Now that Trump hit this thing within two days or whatever, we get they hadn't gotten rid of their chemicals, we get it made Trump look strong to China, and I get all the Machiavellian stuff.
[01:47:05.013 --> 01:47:05.913]  I don't like it, I get it.
[01:47:07.213 --> 01:47:15.257]  But, I mean, you know, the ambassador said now the jihadis will just stage more of these and other false flags that draw us into other things.
[01:47:15.577 --> 01:47:17.698]  So what do you think in general about what happened in Syria?
[01:47:18.956 --> 01:47:20.277]  Well, false flags work.
[01:47:20.598 --> 01:47:23.320]  I mean, it's the old, you know, who benefits?
[01:47:23.800 --> 01:47:24.922]  I forget the Latin for that.
[01:47:24.962 --> 01:47:25.562]  T-bono.
[01:47:25.962 --> 01:47:28.044]  Yeah, so who benefits?
[01:47:28.645 --> 01:47:39.275]  Two days after our UN ambassador is saying, you know, it looks like Assad will be, you know, stay in power, lo and behold, a supposed sarin bomb explodes.
[01:47:39.855 --> 01:47:42.538]  I think that they had some kind of chemical weapon, the rebels,
[01:47:43.218 --> 01:47:45.539]  They're the Admitted Propaganda Corps of ISIS, absolutely.
[01:48:01.284 --> 01:48:02.206]  What a coincidence!
[01:48:02.286 --> 01:48:10.177]  Of all the Russian airstrikes in Syria, they just happened to be there with the cameras ready to roll, you know, ready to go to the casualties.
[01:48:10.678 --> 01:48:13.322]  So, and the, you know, the civilians... Well, they've been caught working with them.
[01:48:14.179 --> 01:48:24.692]  Absolutely, but if you have a compliant stooge media, the 50% of the country that gets their information from the mainstream media will never know these facts.
[01:48:25.493 --> 01:48:32.681]  And then they're going to try to come arrest the Patriot leadership, and at that point nobody's wanting to start an offensive war, but at a certain point
[01:48:33.862 --> 01:48:49.847]  I guess the police and military, we've woken up to a certain extent, and you look at the Fishers, I think, and I'm not calling for this, I'm just saying if patriots, people that are properly trained and vetted, know what they're doing, separately, without the orders from headquarters, go after the command and control of the globalists,
[01:48:50.367 --> 01:48:51.587]  We could win this quite easily.
[01:48:51.627 --> 01:48:57.029]  The problem is they're all going to be offshore directing it through adjuncts and their minions.
[01:48:57.429 --> 01:49:12.933]  That's why in an information war we've got to start publicly identifying, just for informational purposes of course, for law enforcement and for trials later, exactly who the adjuncts and aid to camps are to the globalists who will stay in the operational zone of the continental U.S.
[01:49:12.953 --> 01:49:14.674]  when they're trying a deconstruction operation.
[01:49:15.416 --> 01:49:16.317]  And follow the money.
[01:49:16.437 --> 01:49:22.963]  And I hope, you know, I don't know this, it's just my own hunch, because I have known FBI special agents in the past.
[01:49:23.383 --> 01:49:25.325]  They seem to never make it to the high ranks.
[01:49:26.766 --> 01:49:28.768]  The FBI pyramid is pretty crazy, you know.
[01:49:28.788 --> 01:49:32.672]  I was about to say, it's really bad at the top, but mid-level, and some of the most elite people.
[01:49:33.516 --> 01:49:37.819]  They're super guys, and they're patriots, and they're very disturbed by what's going on.
[01:49:38.279 --> 01:49:43.042]  But the information that they're collecting might, at a later time, be put on files that are distributed.
[01:49:43.502 --> 01:49:52.228]  But if you follow the money from George Soros and groups like him, it's the same in Europe with these groups that are bringing the refugees in from Libya.
[01:49:52.248 --> 01:49:54.029]  I mean, they wait a mile offshore on ships.
[01:49:54.753 --> 01:49:59.836]  And they have these, you know, hundred man zodiacs, which they don't sell anywhere.
[01:49:59.876 --> 01:50:03.679]  This is all industrialized, funded by Soros and funded by the big foundations.
[01:50:03.699 --> 01:50:04.279]  We're on a break.
[01:50:04.319 --> 01:50:06.501]  I want to come back and play a few clubs and go to calls.
[01:50:07.161 --> 01:50:14.766]  But we have migrants are being sold at open slave markets in Libya after Hillary liberated it, as Assange is calling her the butcher of Libya.
[01:50:15.246 --> 01:50:19.189]  Your new book, I guess, is dealing with sex slavery and how this is ongoing.
[01:50:19.229 --> 01:50:20.049]  I mean, this is incredible.
[01:50:23.860 --> 01:50:35.826]  You have to wonder, are they so naive that they think we're going to replace a Gaddafi or an Assad, or a Morsi in Egypt, and we're going to have Jeffersonian democracy break out?
[01:50:36.306 --> 01:50:37.226]  It's so naive.
[01:50:37.767 --> 01:50:40.548]  You always have to ask, so if Assad's gone?
[01:50:41.112 --> 01:50:44.754]  Will it be better to have five different Osama bin Laden's in Syria?
[01:50:44.914 --> 01:50:45.915]  It'll be ten times worse.
[01:50:45.975 --> 01:50:50.658]  By the way, if you're a radio listener and you're not watching us on TV, when I say something, the crew searches it.
[01:50:51.319 --> 01:50:58.443]  Soros is behind the fleet he just mentioned, shipping in millions of migrants into Italy and other countries like Greece and Macedonia.
[01:50:58.743 --> 01:51:01.065]  We'll be back with Matt Bracken and Key Intel straight ahead.
[01:51:13.644 --> 01:51:21.568]  Anthony Gucciardi joins us to talk about Bio PCA, the latest formula to be announced and released by Infowarslife.com.
[01:51:21.588 --> 01:51:23.549]  Now, this is our 20th product.
[01:51:24.310 --> 01:51:31.213]  We can easily go out to a major vitamin or supplement company and private label a thousand different products.
[01:51:31.814 --> 01:51:37.597]  But it's taken us four plus years to even come out with 20, because we private label some, but we also develop
[01:51:38.493 --> 01:51:48.257]  Many of the products originally were some of the top labs in the country, so that they're true game changers, they're organic, they're proven as safe, and they're also very affordable.
[01:51:48.277 --> 01:51:50.417]  Exactly, you talk about being a game changer, right?
[01:51:50.437 --> 01:51:55.079]  You talk about, we're in an industry where we talk to the industry leaders, we've both talked to them.
[01:51:55.399 --> 01:52:01.322]  They have conveyor belts of herbs falling on the ground and they have someone come and sweep them up and put them back on the conveyor belt.
[01:52:01.642 --> 01:52:10.627]  They have individuals that are hired only to save money and get the lowest quality junk and put it in as many capsules as possible so they can make the highest profit margins.
[01:52:11.467 --> 01:52:12.588]  We refuse to screw people.
[01:52:12.928 --> 01:52:13.908]  We refuse to do that.
[01:52:14.268 --> 01:52:16.950]  We actually want to make something that's good.
[01:52:17.030 --> 01:52:18.951]  We're producing something we want to take.
[01:52:19.051 --> 01:52:19.451]  Exactly.
[01:52:19.591 --> 01:52:20.871]  We're looking for the best.
[01:52:20.931 --> 01:52:25.793]  We went out and searched for the best to private label, and most of the time found out it wasn't available.
[01:52:25.993 --> 01:52:29.654]  So we go to these big firms and say, we want to make the dream for me.
[01:52:29.674 --> 01:52:35.656]  Bio PCA, for example, one of the ingredients is silica, and it's from bamboo extract.
[01:52:35.936 --> 01:52:37.136]  It's everywhere.
[01:52:37.336 --> 01:52:38.016]  It's in nature.
[01:52:38.056 --> 01:52:40.077]  It's an essential part of being healthy, right?
[01:52:40.537 --> 01:52:46.579]  Just this bottle of silica, again, one ingredient, in a lower amount that's even in our product, is $35.
[01:52:47.759 --> 01:52:53.002]  They're charging more than what we charge when they have one ingredient that's less than ours.
[01:52:53.042 --> 01:52:53.683]  This is insane.
[01:52:53.703 --> 01:53:00.327]  When I told him we wanted 10,000 micrograms, he goes, OK, I get that you guys want to do high power stuff, but why don't you just do 3,000?
[01:53:00.847 --> 01:53:02.869]  And then you can sell multiple bottles of it.
[01:53:02.909 --> 01:53:03.769]  People will buy more of it.
[01:53:03.789 --> 01:53:04.730]  I was like, no, let's do 10.
[01:53:04.950 --> 01:53:06.371]  OK, compare that to this.
[01:53:06.591 --> 01:53:09.333]  This is a $50 product, one of the leaders in the industry.
[01:53:09.693 --> 01:53:11.274]  It has 3,000 micrograms of biotin.
[01:53:11.294 --> 01:53:11.494]  OK, we have 10,000.
[01:53:11.534 --> 01:53:12.035]  This is $50, $48 to be exact.
[01:53:15.657 --> 01:53:17.498]  There's no script, there's no teleprompter, I'll just be honest with you.
[01:53:17.918 --> 01:53:23.162]  My problem is, with 20 products now, it's remembering to take them all.
[01:53:23.182 --> 01:53:27.044]  Because when I do, I have great days, great weeks, a great life.
[01:53:27.465 --> 01:53:33.429]  When I forget to take the X2, a super male, or the lung cleanse, or to do a liver cleanse, or to take this product,
[01:53:34.545 --> 01:53:36.166]  My quality of life just isn't as good.
[01:53:36.246 --> 01:53:37.326]  It's changed my life.
[01:53:37.426 --> 01:53:39.667]  I looked like Jabba the Hutt four years ago.
[01:53:40.007 --> 01:53:41.867]  I was swimming two miles some days a day.
[01:53:42.288 --> 01:53:43.728]  I was jogging, lifting weights.
[01:53:43.788 --> 01:53:44.648]  I couldn't lose the weight.
[01:53:45.549 --> 01:53:52.611]  I went on what Mother Nature gave us, and it's changed my life, and it's also helped the Infowar change the country and the world.
[01:53:52.991 --> 01:53:53.751]  It's a win-win.
[01:53:54.232 --> 01:53:55.012]  Infowarslife.com.
[01:54:07.723 --> 01:54:10.024]  So much going on, so much going on.
[01:54:10.765 --> 01:54:12.266]  A lot of bad stuff happening in the world.
[01:54:12.666 --> 01:54:18.129]  And about 90% of the time, you look at who funded the Arab Spring.
[01:54:18.869 --> 01:54:19.609]  George Soros.
[01:54:21.130 --> 01:54:21.610]  NATO.
[01:54:22.891 --> 01:54:24.712]  Look at who's funding Radical Islam, same group.
[01:54:25.633 --> 01:54:29.755]  You look at who's funding all those big 100-foot Zodiac boats he was talking about, those big rubber boats.
[01:54:31.175 --> 01:54:32.796]  I mean, it's all done military style.
[01:54:32.816 --> 01:54:35.418]  They don't even take a dead kid and pose for photos on the side.
[01:54:36.215 --> 01:54:37.555]  These are some sick people, folks.
[01:54:38.376 --> 01:54:44.038]  And you got Chobani Yogurt guy who promotes bringing in refugees suing us.
[01:54:44.138 --> 01:54:50.440]  He's on the New York Federal Reserve Board and says Chobani's not bringing in refugees connected to sex crime.
[01:54:50.520 --> 01:54:52.000]  Well, technically not Chobani.
[01:54:52.121 --> 01:54:53.221]  We've corrected that.
[01:54:54.471 --> 01:54:56.272]  No, it's, uh, he's the one promoting it.
[01:54:56.292 --> 01:54:57.873]  And he says, well, the UN says it's okay.
[01:54:57.933 --> 01:54:59.834]  And all these other groups, it's just crazy.
[01:54:59.854 --> 01:55:05.877]  But I want to, I'm gonna go to your calls at like six, seven after next hour and go bam, bam, bam to John and Levi and Jesse and Chris and Eileen.
[01:55:05.917 --> 01:55:07.878]  You're going to have Matt Bracken with us a little bit more in the next hour.
[01:55:07.918 --> 01:55:08.578]  I think you can do that.
[01:55:09.799 --> 01:55:14.021]  But I just want you to understand that when you go look at the zombie-like communists, that's what they are.
[01:55:14.041 --> 01:55:18.383]  They call it anti-fascist because communism is unpopular, but they, they're, they're the Red Guard.
[01:55:18.403 --> 01:55:19.704]  They're the Mount Brigade.
[01:55:23.689 --> 01:55:25.471]  They are like zombies.
[01:55:25.551 --> 01:55:36.620]  I understand that the autism, you know, anti-globalist autism brigades on Reddit are people that are calling themselves autistic, not in a mean way, saying they have like Asperger's and they're obsessed with being on the computer 20 hours a day.
[01:55:36.981 --> 01:55:43.306]  When I talk about autism brigades, I guess I'm coining the term, not in a mean way, but saying it's like they're getting autistic youth.
[01:55:43.346 --> 01:55:44.888]  They all pretty much fit the same deal.
[01:55:45.648 --> 01:55:50.252]  And then brainwashing them into all this hate, whether they're black, white, Hispanic, they all have the same M.O.
[01:55:50.973 --> 01:55:53.374]  Extremely shriveled, sunken, unable to speak.
[01:55:53.975 --> 01:55:54.775]  They look like zombies.
[01:55:54.795 --> 01:55:58.197]  They look like people you hear about, you know, from real cult events that have come out of cults.
[01:55:58.958 --> 01:55:59.958]  And that's what this is, folks.
[01:55:59.999 --> 01:56:06.502]  How would you support North Korea or Maoist China or Venezuela while you have a smartphone and expensive tennis shoes?
[01:56:07.023 --> 01:56:11.806]  So here's a few of those clips from a few days ago with the anti-Fa May Day stabbings and the rest of it.
[01:56:11.826 --> 01:56:12.126]  Here it is.
[01:56:16.820 --> 01:56:23.103]  So the communists are now making their way inside a, oh, they have a little wagon of communist memorabilia right there.
[01:56:24.023 --> 01:56:25.624]  They're going to take inside somewhere.
[01:56:25.644 --> 01:56:30.506]  Praise heck, it's not too late.
[01:56:31.526 --> 01:56:40.050]  You can't upset yourself if you believe in heck.
[01:56:46.283 --> 01:56:47.846]  They're being heckled mercilessly.
[01:56:47.866 --> 01:56:51.752]  Alright, let's go to the next clip.
[01:56:51.792 --> 01:56:53.454]  We've got a mindlessly unable to speak.
[01:56:53.494 --> 01:56:55.538]  That's the clip I want to play, but we'll just go through them all.
[01:56:55.598 --> 01:56:56.219]  Here's the next clip.
[01:57:00.523 --> 01:57:01.844]  This is Austin on Monday.
[01:57:01.864 --> 01:57:03.585]  That's pretty good, what else you got to say?
[01:57:03.625 --> 01:57:04.685]  F*** Infowars!
[01:57:06.286 --> 01:57:06.726]  Anything else?
[01:57:07.126 --> 01:57:09.348]  F*** you too, you f***ing fascist!
[01:57:09.588 --> 01:57:11.188]  F*** you fascist!
[01:57:11.429 --> 01:57:13.069]  F*** you fascist!
[01:57:13.290 --> 01:57:14.410]  F*** you fascist!
[01:57:14.790 --> 01:57:17.051]  This is the intelligence we get from these people, this is funny.
[01:57:17.372 --> 01:57:18.852]  F*** you fascist!
[01:57:19.993 --> 01:57:22.374]  F*** you fascist!
[01:57:22.414 --> 01:57:23.055]  You're a joke!
[01:57:23.315 --> 01:57:26.116]  Yeah, this guy's a total joke.
[01:57:26.376 --> 01:57:27.117]  That was pretty funny.
[01:57:28.257 --> 01:57:29.178]  That was pretty funny.
[01:57:30.097 --> 01:57:31.639]  They're not sending their best.
[01:57:32.239 --> 01:57:33.301]  They're not sending you.
[01:57:33.721 --> 01:57:34.782]  They're not sending you.
[01:57:35.743 --> 01:57:38.887]  They're sending people that have lots of problems.
[01:57:40.308 --> 01:57:41.530]  Now, we've got a bunch more.
[01:57:42.050 --> 01:57:47.656]  I'm gonna go to break, come back, play those for Matt, talk about it, then I promise go to your phone calls and get your take on all this.
[01:57:48.377 --> 01:57:48.557]  But...
[01:57:49.485 --> 01:58:01.209]  We have other footage, there was one we played on Monday, or it was Tuesday the day after, where he was trying to talk to them, and they looked like zombies, and they were like, but it's racist, and you've gotta be against it, and we've gotta do it.
[01:58:01.229 --> 01:58:14.874]  That's the clip I wanted to play, but we also have this clip that was on YouTube, of a lady seeing a guy with a billboard on his bicycle, mobile advertising, promoting InfoWars, and a teacher comes over, she says she's a teacher, and says, I need to be killed for my views.
[01:58:15.254 --> 01:58:15.874]  So it's not just
[01:58:18.664 --> 01:58:19.705]  Sad little communists.
[01:58:19.725 --> 01:58:20.806]  I've talked to a lot of them.
[01:58:21.046 --> 01:58:21.987]  They never really had a mother.
[01:58:22.007 --> 01:58:22.947]  They were never breastfed.
[01:58:22.967 --> 01:58:23.908]  They were left in their cribs.
[01:58:24.228 --> 01:58:26.010]  They're really lonely, little, stunted people.
[01:58:26.470 --> 01:58:28.972]  You know, your brain's about a third less large.
[01:58:29.372 --> 01:58:31.154]  CC size if you weren't breastfed, just a fact.
[01:58:31.434 --> 01:58:35.537]  And if you're not held in love as a child, that's... I'm just telling you, there's a causal connection.
[01:58:35.897 --> 01:58:37.819]  These people are really pathetic little zombies.
[01:58:38.319 --> 01:58:41.361]  We'll be right back with the third hour with Matt Bracken.
[01:58:41.381 --> 01:58:42.262]  I'm Alex Jones.
[01:58:44.944 --> 01:58:46.125]  Thank you for listening to GCN.
[01:58:47.891 --> 01:58:53.273]  Visit GCNlive.com today.
[01:58:53.733 --> 01:58:55.154]  Vitamin Mineral Fusion.
[01:58:55.174 --> 01:58:57.755]  Visit InfoWarsLive.com to secure your canister.
[01:58:57.935 --> 01:59:05.218]  We have worked for years with our chemists and scientists to create the most powerful and affordable, great-tasting multivitamin formula available.
[01:59:05.418 --> 01:59:15.742]  Vitamin Mineral Fusion Drink Mix at InfoWarsLive.com is loaded with a full month's supply of essential vitamins, minerals, and amino acids that your body absolutely needs.
[01:59:16.062 --> 01:59:23.645]  In the history of InfoWars Life, we've brought out a lot of amazing products like Survival Shield X2, Super Mel Vitality, and so many others.
[01:59:23.905 --> 01:59:33.869]  With its unique delivery system and proprietary manufacturing process designed for maximized effects, this formula is the platinum standard of multivitamin mineral products.
[01:59:34.109 --> 01:59:36.030]  And this part is most important.
[01:59:36.150 --> 01:59:42.593]  The ingredients in vitamin mineral fusion are either plant-derived or of the highest quality lab standard.
[01:59:42.973 --> 01:59:44.113]  That means it's clean.
[01:59:44.413 --> 01:59:45.433]  That means it's pure.
[01:59:45.533 --> 01:59:48.394]  And rest secured, you're fighting the tip of the spear in the InfoWars.
[01:59:48.434 --> 01:59:51.195]  That's InfoWarsLive.com and Vitamin Mineral Fusion.
[01:59:51.235 --> 01:59:52.895]  Take action now before we sell out.
[01:59:54.915 --> 02:00:00.856]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[02:00:06.557 --> 02:00:10.178]  From the front lines of the Information War,
[02:00:12.808 --> 02:00:14.968]  Waging war on corruption.
[02:00:15.429 --> 02:00:20.690]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[02:00:21.770 --> 02:00:22.730]  And we're having an effect!
[02:00:23.890 --> 02:00:24.691]  Because of you!
[02:00:24.711 --> 02:00:27.351]  What's he saying?
[02:00:27.371 --> 02:00:27.951]  V for Vendetta.
[02:00:27.991 --> 02:00:30.892]  The detective says, the inspector says, why didn't you do this before?
[02:00:30.932 --> 02:00:32.972]  The police captain says, why didn't you take action earlier?
[02:00:32.992 --> 02:00:34.913]  He says, I was waiting for you, inspector.
[02:00:34.933 --> 02:00:36.213]  I was waiting for you.
[02:00:38.393 --> 02:00:42.918]  Don't think Matt Bracken is going to save the world, or Matt Grudge is, or Donald Trump, or anybody.
[02:00:43.298 --> 02:00:45.321]  We all have to educate and take action.
[02:00:45.361 --> 02:00:46.041]  I'll say this, though.
[02:00:46.542 --> 02:00:48.544]  I was talking to Mike Cernovich last night, a bunch of other people.
[02:00:49.746 --> 02:00:56.193]  They told me that, look, most of these liberals know they're mercenaries, they hate it, but that's the only job they've got.
[02:00:57.663 --> 02:01:06.747]  And that actually the left more and more is listening to this show, and that's why they're actually trying to demonize us, is because for whatever reason we're deprogramming people.
[02:01:06.967 --> 02:01:08.668]  The Alex Jones Show, InfoWars.
[02:01:09.188 --> 02:01:10.949]  I'm changing the name to InfoWars Live, not Alex Jones Show.
[02:01:10.969 --> 02:01:13.410]  I don't like that name, but I was ordered to have it like 20 years ago.
[02:01:13.430 --> 02:01:15.230]  It's Alex Jones with the ratings, just say Alex Jones.
[02:01:15.530 --> 02:01:16.651]  This is InfoWars Live.
[02:01:17.768 --> 02:01:19.890]  It's about my guest host.
[02:01:19.930 --> 02:01:20.991]  It's about the people.
[02:01:21.031 --> 02:01:21.952]  This whole system.
[02:01:22.232 --> 02:01:27.257]  We're playing clips right now and Matt will pop in at the next segment and co-host with us for a little bit more of the whole hour if he wants.
[02:01:27.677 --> 02:01:28.938]  EnemiesFarAndDomestic.com.
[02:01:28.978 --> 02:01:31.060]  But here's just some of the zombies we ran into.
[02:01:31.581 --> 02:01:33.402]  All the stabbing was going on, all the rest of it.
[02:01:33.502 --> 02:01:36.785]  Just literally hopeless, well-meaning commies.
[02:01:36.805 --> 02:01:37.166]  Here it is.
[02:01:38.746 --> 02:01:39.246]  We're doing good.
[02:01:39.266 --> 02:01:40.526]  What are you protesting today?
[02:01:41.327 --> 02:01:42.547]  We're protesting capitalism.
[02:01:43.287 --> 02:01:43.767]  The evils.
[02:01:43.787 --> 02:01:44.908]  The evils of capitalism.
[02:01:45.448 --> 02:01:46.368]  Looking at a smartphone.
[02:01:46.508 --> 02:01:48.128]  And what are you going to replace it with?
[02:01:48.669 --> 02:01:49.209]  Communism.
