[00:00:05.572 --> 00:00:17.396]  He never gives up.
[02:06:18.312 --> 02:06:21.275]  But it also assists with many other functions of the body.
[02:06:21.476 --> 02:06:24.759]  Electrify your mind and body and take your health to the next level.
[02:06:25.039 --> 02:06:28.703]  Experience the power of Secret 12 at InfoWarsLife.com.
[02:06:28.924 --> 02:06:30.545]  That's InfoWarsLife.com.
[02:06:33.462 --> 02:06:38.346]  DNA Force is finally back in stock at Infowarsstore.com.
[02:06:39.066 --> 02:06:43.809]  DNA Force protects your body from the toxic environment that surrounds us all.
[02:06:43.950 --> 02:06:48.413]  The powerful ingredients include Bio-PQQ and Coenzyme Q10.
[02:06:48.613 --> 02:06:51.115]  Protect yourself against dangerous free radicals.
[02:06:51.315 --> 02:06:53.116]  Optimize cellular energy.
[02:06:53.877 --> 02:06:54.797]  It's DNA Force.
[02:06:54.837 --> 02:06:56.699]  It's available for a limited time only.
[02:06:57.459 --> 02:07:00.902]  Get yours today, right now, at Infowarsstore.com.
[02:07:02.782 --> 02:07:08.984]  The anthropogenic globalists have won the French presidential election, with Macron becoming the youngest French president ever.
[02:07:09.084 --> 02:07:12.925]  Macron won in a landslide, thanks to many simply voting against Le Pen.
[02:07:13.085 --> 02:07:15.725]  Macron was elected despite mere hours before the election.
[02:07:15.945 --> 02:07:22.667]  Leaked documents revealed Macron would cater to Islam, Antifa, the EU, as well as his own personal offshore bank accounts.
[02:07:22.847 --> 02:07:24.908]  There will be no investigating into the U.S.
[02:07:24.988 --> 02:07:29.609]  meddling in the French election, despite Barack Obama and seemingly every major U.S.
[02:07:29.689 --> 02:07:34.050]  news network endorsing Macron and labeling Le Pen racist and extremist.
[02:07:34.170 --> 02:07:41.272]  The fake corporate news continues to push Le Pen as racist, as Bernie Sanders has chimed in saying France rejected racism and xenophobia.
[02:07:41.352 --> 02:07:45.773]  But the cruelest irony of all this is the victory cries of Vive la France.
[02:07:46.073 --> 02:07:50.095]  Even though it is not refuted that Le Pen was the nationalist candidate.
[02:07:50.235 --> 02:07:51.636]  They cheer hooray for France.
[02:07:51.876 --> 02:07:52.756]  Long live France!
[02:07:53.016 --> 02:07:59.440]  As this election will likely mark the end of France and it is a victory for the globalist European Union, not France.
[02:07:59.600 --> 02:08:02.081]  For InfoWars.com, this is Owen Schroer.
[02:08:20.609 --> 02:08:25.053]  Rallying patriots worldwide in defense of human liberty.
[02:08:25.653 --> 02:08:27.115]  It's Alex Jones.
[02:08:29.437 --> 02:08:33.981]  Generals gathered in their masses.
[02:08:34.861 --> 02:08:37.283]  Just like witches at black masses.
[02:08:37.404 --> 02:08:40.266]  Evil minds that plot destruction.
[02:08:51.874 --> 02:08:55.737]  Ladies and gentlemen, Roger Stone, former head of the Trump campaign.
[02:08:55.757 --> 02:09:00.020]  He's worked in nine different campaigns and part of four different administrations.
[02:09:00.500 --> 02:09:07.806]  He joins us with exclusives today on the heels of Macron's victory in France, a big victory for the globalists.
[02:09:08.607 --> 02:09:12.330]  We know that the Trump White House and State Department is literally filled
[02:09:13.243 --> 02:09:17.146]  With different Democratic Party globalists, activists, and operatives.
[02:09:17.586 --> 02:09:31.876]  And Roger Stone, last night on my Sunday show, at the end of the broadcast, joined us just to give people a little bit of a prelude, or d'oeuvre, of the hardcore, exclusive, game-changing data you are about to hear.
[02:09:33.057 --> 02:09:40.602]  This is the moles in the White House, and the moles in the State Department, Condoleezza Rice directing it with Donna Brazile.
[02:09:42.403 --> 02:09:47.812]  That's right, the same one getting all the answers for the debate and the questions from CNN.
[02:09:48.433 --> 02:09:52.319]  And Roger Stone is about to name names and give us the information right now.
[02:09:52.379 --> 02:09:53.120]  Best-selling author.
[02:09:54.119 --> 02:10:00.345]  Of course, of the latest book out exposing the making of the President 2016, what's happened with Donald Trump.
[02:10:00.585 --> 02:10:11.856]  We'll then look at the besieged President and many of the victories he's had, but the media again openly and now admitting they're preparing in Congress a bipartisan move under the 25th Amendment to declare him insane!
[02:10:12.637 --> 02:10:14.038]  If he's insane, we need more of it.
[02:10:14.538 --> 02:10:18.420]  But I guess in a kingdom of crazy people, the one sane person would be seen as insane.
[02:10:18.440 --> 02:10:23.783]  If we teleported back to the Aztecs when they were human-sacrificing 1,000 years ago and said, stop it, they'd say, you're crazy.
[02:10:24.543 --> 02:10:28.125]  Or if we teleported back to 1945 and Hitler's killing a bunch of people, he'd say, don't do that.
[02:10:28.145 --> 02:10:29.326]  He'd say, you're crazy.
[02:10:29.806 --> 02:10:30.846]  So I guess we are crazy.
[02:10:31.287 --> 02:10:39.871]  Roger Stone, StoneColdTruth.com, joins us in this huge firestorm we just had Jack Posobiec on, who being shooed by the French president,
[02:10:40.885 --> 02:10:45.272]  They say for hacking his emails, but it's all fake they say, but it's real.
[02:10:46.053 --> 02:10:48.176]  So it's really thickening here in the plot.
[02:10:48.636 --> 02:10:52.402]  So joining us again is Roger Stone with more Bombshell exclusive.
[02:10:52.462 --> 02:10:54.225]  Roger, thank you for giving us the exclusive today.
[02:10:55.414 --> 02:10:59.720]  First of all, Alex, I want to join you in saluting my friend Jack Bosowiak.
[02:11:00.281 --> 02:11:03.304]  We call him Jumping Jack Flash in the movement.
[02:11:03.645 --> 02:11:13.717]  He is a typical of the young investigative journalists, hungry for the truth, and just won't accept the, you know, the pablum being spit up by the mainstream media.
[02:11:14.736 --> 02:11:23.423]  Alex, it is really shocking because I was among those who was a supporter of Rex Tillerson, at least conceptually on paper.
[02:11:23.503 --> 02:11:30.168]  I like the idea of an outsider, someone who wasn't part of the foggy bottom culture of the U.S.
[02:11:30.188 --> 02:11:31.049]  State Department.
[02:11:32.189 --> 02:11:44.079]  The fact that Tillerson has been heavily influenced and mentored, really his patron, now I learn, is Condoleezza Rice.
[02:11:45.059 --> 02:11:47.400]  That is an extraordinary development.
[02:11:47.900 --> 02:12:00.586]  Evidently, as Steve Bannon was aware of this at the time that Tillison's name was put forward, but because they were so desperate to have someone to stop Mitt Romney, Tillison got this job.
[02:12:01.443 --> 02:12:21.019]  I can tell you that the logs downstairs at the State Department show that whenever Tillotson is out of the country, which is for the Secretary of State most of the time, well, in those instances, Condoleezza Rice is actually holding meetings inside the State Department with various department heads.
[02:12:22.140 --> 02:12:28.846]  We also know that she was instrumental in the placement of a fellow named Brian Hook
[02:12:29.656 --> 02:12:40.659]  Now, Brian Hook is essentially the key spokesperson, the first person Rex Tillerson sees in the morning, the last person he sees at night at State Department.
[02:12:41.399 --> 02:12:43.980]  And Mr. Hook is a hardcore never-Trumper.
[02:12:44.500 --> 02:12:51.022]  He was a co-signer of a letter from the John Hay Initiative trashing Donald Trump.
[02:12:51.042 --> 02:12:58.704]  This is a neoconservative group that over 100 so-called Republican foreign policy experts
[02:12:59.264 --> 02:13:05.990]  Co-signed, attacking Trump's foreign policy bona fides and capability.
[02:13:06.871 --> 02:13:10.134]  Mr. Hook is now in the State Department.
[02:13:10.174 --> 02:13:11.896]  This boggles the mind.
[02:13:12.936 --> 02:13:24.046]  I am told that Mr. Hook was pushed for this job by Condoleezza Rice, largely because she seeks to block, there's Mr. Hook, she seeks to block the appointment
[02:13:25.089 --> 02:13:32.791]  Of a true patriot as NATO Ambassador Rick Grenell.
[02:13:33.591 --> 02:13:41.574]  Evidently Rice sees Grenell as a future Secretary of State, which she of course sees herself as.
[02:13:41.834 --> 02:13:44.815]  She wants a reprise in Washington.
[02:13:45.515 --> 02:13:48.716]  This is very bad news for the
[02:13:49.816 --> 02:13:53.157]  ...interventionist wing that elected Donald Trump.
[02:13:53.197 --> 02:14:14.064]  Now, the real problem at the State Department, Alex, is that, rights previous, the President's Chief of Staff refuses to tell the various department heads, let's start at State, this is going to be your Assistant Secretary for this, this gentleman is going to be your Assistant Secretary of that, this woman is going to be your General Counsel, and so on.
[02:14:14.764 --> 02:14:19.987]  The cabinet officers have this quaint idea that they are allowed to choose their own people without White House vetting.
[02:14:20.767 --> 02:14:25.970]  And that is where you get this this lending party of neocons.
[02:14:26.830 --> 02:14:33.033]  We can show you from the Washington Post by scrolling on the State Department positions.
[02:14:33.093 --> 02:14:34.834]  I think we can pull that up.
[02:14:35.434 --> 02:14:38.396]  And I will show you what you have here is a stalemate.
[02:14:39.016 --> 02:14:42.778]  Meaning, Priebus refuses to put forward names.
[02:14:43.319 --> 02:14:48.582]  The names put forward, let's just roll up here to the state a little bit and you will see what I mean.
[02:14:49.202 --> 02:14:54.345]  The State Department puts forward names that are not politically suitable, i.e.
[02:14:54.925 --> 02:14:56.086]  anti-Trumpers.
[02:14:56.126 --> 02:14:57.527]  There we have 119 positions in state.
[02:15:00.511 --> 02:15:02.592]  Let's go through the list here, just below that.
[02:15:02.672 --> 02:15:05.634]  You will see, Legal Advisor, no nominee.
[02:15:05.734 --> 02:15:08.135]  Chief Financial Officer, no nominee.
[02:15:08.895 --> 02:15:11.136]  Undersecretary for Management, no nominee.
[02:15:11.236 --> 02:15:13.598]  Undersecretary for Arms Control, no nominee.
[02:15:14.058 --> 02:15:16.819]  Assistant Secretary for Legislative Affairs, no nominee.
[02:15:17.540 --> 02:15:19.881]  And so on, and so on, and so forth.
[02:15:20.819 --> 02:15:27.222]  Because the State Department puts forward neocons and globalists unacceptable to the White House.
[02:15:27.302 --> 02:15:40.089]  And let me just add this, because we're 110 days in, and admittedly, it's come out that the State Department's in total rebellion against Rex Tillerson, and other agencies are doing the same thing, they just totally ignore him.
[02:15:40.449 --> 02:15:48.253]  Nobody good comes forward, or they're all anti-Trumpers, and then they use the national security clearance stuff to have the FBI block anybody that is good.
[02:15:49.213 --> 02:15:50.675]  And so we're wondering how this is happening.
[02:15:51.155 --> 02:15:53.057]  Is Rex Tillerson a total rube?
[02:15:53.438 --> 02:15:55.180]  A total nincompoop?
[02:15:55.300 --> 02:16:00.646]  Or is he controlled in that he's got Condi in there knowingly sabotaging everything?
[02:16:01.026 --> 02:16:05.431]  Or is he just doing this, you know, to try to be trendy or try to be nice to the old bushes?
[02:16:06.112 --> 02:16:08.895]  You know, is he a naive ne'er-do-well?
[02:16:09.356 --> 02:16:10.397]  Because you look at Dish,
[02:16:10.737 --> 02:16:13.819]  We're 110 days in and basically none of the top positions.
[02:16:13.859 --> 02:16:14.620]  That's kind of good.
[02:16:14.660 --> 02:16:20.164]  It's showing at least it's being blocked by somebody knows what's going on, but it's also bad because nothing's happened.
[02:16:20.885 --> 02:16:22.146]  In a sense, let me be clear.
[02:16:22.606 --> 02:16:27.510]  The reason you have a lot of gin is the White House must make the nominations, not the departments.
[02:16:27.550 --> 02:16:28.891]  They don't make the nominations.
[02:16:29.412 --> 02:16:31.573]  So the departments are sending over their candidates.
[02:16:32.014 --> 02:16:33.715]  The White Houses are blocking them.
[02:16:33.935 --> 02:16:35.016]  No one is nominated.
[02:16:35.216 --> 02:16:35.777]  Stalemate.
[02:16:36.297 --> 02:16:36.617]  Empty.
[02:16:36.657 --> 02:16:38.178]  And the problem with that, Alex, is
[02:16:39.059 --> 02:16:41.880]  The Obama mice are in those positions.
[02:16:41.960 --> 02:16:44.761]  They continue to run the government in all those positions.
[02:16:44.781 --> 02:16:46.162]  So that's why it's not a stalemate.
[02:16:46.282 --> 02:16:49.683]  That's why them only giving them never Trumpers keeps the Obama people in.
[02:16:50.383 --> 02:16:51.324]  And whose fault is it?
[02:16:51.364 --> 02:16:52.244]  Let me explain this.
[02:16:53.064 --> 02:16:54.685]  This is the fault of Reince Priebus.
[02:16:55.345 --> 02:16:58.727]  Do you think Hamilton Jordan or H.R.
[02:16:58.807 --> 02:17:09.535]  Bob Haldeman or Andy Card or James A. Baker III would have not gone to the department head and said, this is the person you're nominating for this job.
[02:17:09.815 --> 02:17:11.856]  This is the person you're nominating for this job.
[02:17:12.137 --> 02:17:14.078]  This is the person we're nominating for this job.
[02:17:14.398 --> 02:17:15.499]  There is no sign off.
[02:17:15.559 --> 02:17:17.000]  It has never worked that way.
[02:17:17.060 --> 02:17:21.343]  But someone gave Rex the idea that he could choose his own people.
[02:17:21.843 --> 02:17:24.085]  And let me point out to you, the first one he wanted was
[02:17:24.765 --> 02:17:25.826]  Elliot Abrams.
[02:17:26.967 --> 02:17:27.968]  Neocon.
[02:17:28.509 --> 02:17:29.910]  Neocon bad guy.
[02:17:30.010 --> 02:17:31.591]  Darth Vader, for God's sakes.
[02:17:31.831 --> 02:17:34.193]  Why don't we just get Richard Perl himself in here?
[02:17:34.674 --> 02:17:36.455]  This is an absurdity.
[02:17:37.476 --> 02:17:40.839]  I blame rights for the lobjam.
[02:17:41.640 --> 02:17:43.181]  By the way, this is throughout the government.
[02:17:43.201 --> 02:17:45.884]  We're just using state today as an example.
[02:17:46.244 --> 02:17:49.146]  So we're now documenting how Trump's been sabotaged from within.
[02:17:49.867 --> 02:17:51.549]  And while we think it's just a stalemate, it's not.
[02:17:51.589 --> 02:18:03.479]  The Obama people are in there beavering away as usual, running State Department with congressional hearings saying we're Russian agents with no proof, saying shut down the free press as they direct Google in a jihad against the American resistance.
[02:18:04.420 --> 02:18:13.448]  Not only that, but the idea that we would have a never-Trumper blocking a Trump loyalist like Rick Grinnell
[02:18:14.551 --> 02:18:23.654]  Who's highly qualified for that NATO post and who did more surrogate speaking and traveling on behalf of the Trump-Pence ticket than virtually any Republican I know.
[02:18:24.675 --> 02:18:25.855]  It's an intro.
[02:18:25.875 --> 02:18:26.255]  Sure, sure.
[02:18:26.295 --> 02:18:36.679]  So all the real Americana, Freedom Caucus type patriots, none of them had actually got Trump elected or even allowed anywhere near the reins of power because they'd actually do what they said they'd do.
[02:18:37.951 --> 02:18:49.400]  And we have taken some Trump transition documents that we have obtained and determined a list of exactly who Condoleezza Rice has recommended for various positions.
[02:18:49.821 --> 02:18:54.164]  And now we are tracing where they are in the White House personnel process.
[02:18:54.204 --> 02:18:56.386]  Well, when can we get Dr. Corsi to publish this?
[02:18:56.406 --> 02:18:57.487]  You know, he'd be a great guy to do that.
[02:18:58.572 --> 02:19:04.045]  He would be an ideal person for that story and I will consult with him almost immediately.
[02:19:04.425 --> 02:19:08.274]  The other thing I wanted to touch on is the growing role of Dr. Henry Kissinger.
[02:19:09.315 --> 02:19:17.620]  Now the last time I saw Dr. Kissinger was when Arthur Schwartz and Dr. Kissinger and I dined at Cipriani in New York.
[02:19:18.501 --> 02:19:20.982]  He has amazing energy for a man in his 90s.
[02:19:21.843 --> 02:19:28.547]  And I can report that Kissinger recently carried a personal message to the Chinese from the President.
[02:19:29.427 --> 02:19:33.071]  This was after the Chinese trip to Mar-a-Lago.
[02:19:33.091 --> 02:19:36.595]  I cannot tell you the contents of that message.
[02:19:37.055 --> 02:19:50.769]  I can only tell you that this back-channel diplomacy is working, and we probably have a warmer relationship between the two heads of government, the Chinese and America, than any time during the Obama administration.
[02:19:51.209 --> 02:19:53.374]  All right, so Trump's really pulling off some big coups.
[02:19:53.414 --> 02:19:54.536]  Stay there, Roger Stone.
[02:19:54.837 --> 02:19:58.465]  Let's come back and break down exactly what this means and how we turn this around.
[02:19:58.505 --> 02:20:01.110]  You're getting exclusives here, folks, on why there's a logjam.
[02:20:06.385 --> 02:20:07.726]  This is where you get breaking news.
[02:20:08.126 --> 02:20:11.048]  McMaster has a plan to send in ground troops to Syria.
[02:20:11.428 --> 02:20:15.450]  That story actually broke here on InfoWars four or five days ago.
[02:20:15.510 --> 02:20:16.491]  Bloomberg is covering it.
[02:20:16.531 --> 02:20:24.976]  So essentially whatever you're reading in the news today or tomorrow, this is all going to be on InfoWars five, ten, fifteen days before it ever reaches the mainstream.
[02:20:25.016 --> 02:20:27.417]  That is how good the sourcing is here.
[02:20:27.457 --> 02:20:28.378]  This is for real news.
[02:20:28.598 --> 02:20:37.207]  That is why not only are they trying to divide the base against Trump, they are now slandering Alex and me and other patriots, calling us Russian agents.
[02:20:37.347 --> 02:20:44.615]  They realize that this is the only place for real news and now they're trying to attack and lie about us and claiming that we're Russian agents and all that.
[02:20:45.916 --> 02:20:47.157]  We're right, we're right, we're right.
[02:20:47.217 --> 02:20:53.740]  They keep saying we're lying, we're lying, we're lying, because weeks ago, and then last week, we said, no, McMaster wants the troops.
[02:20:53.780 --> 02:20:55.501]  That's my source from the White House.
[02:20:55.561 --> 02:20:56.381]  Then you have your source.
[02:20:56.781 --> 02:20:58.142]  He wants 150,000 on the ground.
[02:20:58.382 --> 02:21:11.149]  Now Bloomberg comes out today and says Trump has told Bloomberg, I don't want a war, but it turns out the aides were doing exactly what we said, trying to jockey and get them in place and move artillery in that wasn't for ISIS, but was for Assad.
[02:21:11.969 --> 02:21:12.469]  Exactly.
[02:21:12.509 --> 02:21:15.511]  So Bloomberg is now reporting what we covered a week ago.
[02:21:16.031 --> 02:21:21.993]  And one thing that frustrates me a little bit is the idea that we need Bloomberg to validate our reporting.
[02:21:22.094 --> 02:21:23.134]  Because this is real news.
[02:21:23.194 --> 02:21:25.995]  We don't make stuff up like ABC does, like Bloomberg does.
[02:21:26.335 --> 02:21:27.196]  They fabricate things.
[02:21:27.256 --> 02:21:29.597]  I put a transcript out of what the president said on Monday.
[02:21:29.677 --> 02:21:31.938]  It's what the president said, and I'm not going to say where it came from.
[02:21:32.558 --> 02:21:34.419]  Everybody knows we have contact with the President.
[02:21:34.619 --> 02:21:37.160]  The media is attacking that, saying, oh look, Alex is making this up.
[02:21:37.440 --> 02:21:37.620]  What?
[02:21:37.760 --> 02:21:38.260]  I said it?
[02:21:38.520 --> 02:21:41.261]  It came out three days later, out of his mouth, the exact same words.
[02:21:41.521 --> 02:21:49.364]  And they are so desperate for war now that they're trying to claim that us, by trying to oppose a ground war in Syria, trying to save American lives.
[02:21:49.644 --> 02:21:52.065]  I mean, Alex, when I did that live stream, 11 hours,
[02:21:53.746 --> 02:21:56.748]  So many mothers called in and said, my son has PTSD.
[02:21:56.788 --> 02:21:57.629]  This is so sad.
[02:21:58.089 --> 02:21:59.090]  You know, it was heartbreaking.
[02:21:59.150 --> 02:22:01.451]  I could hardly even stay on the line.
[02:22:01.471 --> 02:22:02.131]  It was so sad.
[02:22:02.632 --> 02:22:04.533]  Moms do not want to do another war.
[02:22:04.553 --> 02:22:06.474]  They do not want the McMaster plan to go through.
[02:22:06.835 --> 02:22:07.255]  Exactly.
[02:22:07.335 --> 02:22:08.456]  And again, we love our military.
[02:22:08.496 --> 02:22:09.456]  We criticize the wars.
[02:22:09.476 --> 02:22:12.838]  It's because it's not for our national sovereignty.
[02:22:12.858 --> 02:22:13.699]  It's not for our interests.
[02:22:13.779 --> 02:22:17.041]  This is one of the most elite publications published by the Rothschilds.
[02:22:17.081 --> 02:22:18.042]  I mean, you can't make that up.
[02:22:19.156 --> 02:22:23.500]  And they literally say, we're dupe idiots, and Assad tells us what to say.
[02:22:23.760 --> 02:22:26.902]  So now it's not just we're dupes of Putin, now it's Assad.
[02:22:26.962 --> 02:22:27.323]  No, no, no.
[02:22:27.583 --> 02:22:29.625]  We said first on Wednesday, false flag.
[02:22:29.945 --> 02:22:31.686]  We have the articles, the history, all of it.
[02:22:31.726 --> 02:22:32.367]  You did as well.
[02:22:32.867 --> 02:22:34.589]  Then, over the next week and a half,
[02:22:35.249 --> 02:22:39.012]  Everybody else from Putin to Ron Paul, everybody else came out and said it was a false flag.
[02:22:39.052 --> 02:22:40.753]  Again, we're the progenitors.
[02:22:41.073 --> 02:22:48.398]  We're not here grabbing it, you know, from Assad, how a pair of self-publicists wound up as apologists for Assad.
[02:22:48.678 --> 02:22:50.339]  We're not apologizing for Assad.
[02:22:50.520 --> 02:22:52.561]  He didn't start the Civil War six years ago.
[02:22:52.801 --> 02:22:53.982]  He's never done anything to us.
[02:22:54.182 --> 02:22:55.123]  I mean, this is so crazy.
[02:22:55.223 --> 02:23:01.187]  Everything we say has just docked because we're going off what's already there and the sources we have.
[02:23:04.068 --> 02:23:05.469]  You developed Living Defense for us.
[02:23:05.509 --> 02:23:06.590]  It took you over a year to do it.
[02:23:06.850 --> 02:23:07.771]  Why is this so good?
[02:23:08.051 --> 02:23:13.296]  Because people are actually waking up to the problem that pretty much scares me the most.
[02:23:13.376 --> 02:23:26.949]  I mean, I try to make sure that I don't put toxins from food and water and beverages in my system, but right now we're dealing with massive parasites, which is anything that's harmful to your body that lives off a host mechanism.
[02:23:27.009 --> 02:23:28.370]  Right now with all the refugees,
[02:23:29.131 --> 02:23:30.712]  Uh, spreading disease around.
[02:23:30.792 --> 02:23:33.294]  We have biological warfare going on everywhere.
[02:23:33.374 --> 02:23:34.635]  These are all parasites.
[02:23:34.695 --> 02:23:35.776]  Tell us about all the stuff that's in it.
[02:23:35.796 --> 02:23:36.837]  There's so many things that are in it.
[02:23:37.157 --> 02:23:41.480]  You have the neem in there, you have the organic clove bud, the organic wormwood.
[02:23:41.681 --> 02:23:44.843]  I recommend doing the parasite cleanse at least twice a year.
[02:23:44.923 --> 02:23:48.004]  All right, well, I'm glad we've got some back in because I'm going back on it today.
[02:23:48.044 --> 02:23:49.045]  It just came back in yesterday.
[02:23:49.085 --> 02:23:49.625]  Living Defense.
[02:23:49.925 --> 02:23:50.966]  Infowarslife.com.
[02:23:51.026 --> 02:23:52.046]  And folks, you can't lose.
[02:23:52.066 --> 02:23:54.147]  It's full of stuff that's great for your body, period.
[02:23:54.787 --> 02:23:56.648]  And you support the broadcast.
[02:23:56.728 --> 02:23:57.809]  Infowarslife.com.
[02:23:58.069 --> 02:23:59.950]  Thank you, Dr. Group from the Global Healing Center.
[02:24:00.330 --> 02:24:02.291]  Thank you so much for all your work, sir, on this great product.
[02:24:14.210 --> 02:24:17.632]  Folks, I got so focused on news last hour, I didn't plug one time.
[02:24:18.592 --> 02:24:20.293]  We are here because of your financial support.
[02:24:21.053 --> 02:24:22.874]  You spreading our links, our videos, our articles.
[02:24:22.934 --> 02:24:23.755]  We're in the Info War.
[02:24:24.515 --> 02:24:25.816]  And we're changing the world together.
[02:24:26.416 --> 02:24:30.718]  And Info War is seen as the leading resistance movement in the media.
[02:24:30.838 --> 02:24:32.419]  And so that's why we're under the most attack.
[02:24:33.280 --> 02:24:39.503]  We've got great non-GMO toothpaste that's back in that has no fluoride and has iodine and colloidal silver in it.
[02:24:40.686 --> 02:24:41.828]  Super Blue is back in stock.
[02:24:42.469 --> 02:24:44.192]  DNA Force is about to sell out today.
[02:24:44.673 --> 02:24:47.157]  Paul Watson's Conservatism is the new counterculture t-shirt.
[02:24:47.718 --> 02:24:48.680]  It's a special edition.
[02:24:48.700 --> 02:24:50.643]  We're about to change the color and print a little bit.
[02:24:51.064 --> 02:24:52.206]  So a new edition is going to be out.
[02:24:52.286 --> 02:24:53.668]  Conservatism is the new counterculture.
[02:24:53.688 --> 02:24:54.089]  That's there.
[02:24:54.987 --> 02:24:55.988]  We're about to sell out of X2.
[02:24:56.008 --> 02:25:02.796]  It's going to be about two weeks until more comes in and then it may not, we may not have more at that point because we're trying to get another source of the Deep Earth Crystals.
[02:25:03.437 --> 02:25:04.418]  These are amazing products.
[02:25:04.478 --> 02:25:06.520]  Infowarslife.com, infowarsstore.com.
[02:25:06.881 --> 02:25:08.903]  And again, your purchases make everything we do here possible.
[02:25:08.923 --> 02:25:11.066]  So thank you for your support and your prayers.
[02:25:11.987 --> 02:25:15.271]  Roger Stone, continuing here in the time we have left with you.
[02:25:16.431 --> 02:25:18.612]  For some, this is probably dry-sounding news.
[02:25:18.712 --> 02:25:19.712]  Okay, they're blocking Trump.
[02:25:19.752 --> 02:25:20.512]  Tell us something we don't know.
[02:25:20.992 --> 02:25:21.873]  It's outrageous.
[02:25:21.973 --> 02:25:22.793]  It's unprecedented.
[02:25:22.833 --> 02:25:25.714]  I've never heard of something like this in modern times in government.
[02:25:26.734 --> 02:25:29.215]  And it shows that Trump's trying to block the bad guys.
[02:25:29.275 --> 02:25:35.456]  But, again, does he get the tactic that then Obama's people, probably even worse, end up staying in power?
[02:25:35.696 --> 02:25:36.937]  Don't they get what's happening here?
[02:25:36.977 --> 02:25:37.897]  What does Trump need to do?
[02:25:39.110 --> 02:25:54.075]  Well, it is outrageous to me, Alex, that this fellow like Brian Hook, who was an Assistant Secretary for International Organizations in the Bush State Department, was a Senior Foreign Policy Advisor to Mitt Romney.
[02:25:54.576 --> 02:25:58.157]  Why is this man in the Trump State Department?
[02:25:59.037 --> 02:26:04.722]  This is an outrage and we will see more of it if the logjam is not broken.
[02:26:05.343 --> 02:26:10.827]  The president needs an aggressive strategy to fill the second and third levels of government.
[02:26:10.867 --> 02:26:18.174]  The deputy secretaries, assistant secretaries, the councillors, the deputy councils and so on.
[02:26:18.734 --> 02:26:21.436]  We are way behind other presidents in this regard.
[02:26:21.536 --> 02:26:24.179]  Now, if the president had appointed a chief of staff,
[02:26:25.103 --> 02:26:36.510]  Like Ed Martin or David Urban and any number of capable people, they would have had a plan in place to select, vet and jam through their appointees.
[02:26:37.070 --> 02:26:38.431]  Instead you have chaos.
[02:26:38.812 --> 02:26:41.673]  No one's told the secretaries they don't make these choices.
[02:26:42.014 --> 02:26:46.436]  The White House won't assert itself on the secretaries who must make the choices.
[02:26:46.857 --> 02:26:50.179]  It's organized chaos and the beneficiary
[02:26:51.019 --> 02:26:52.020]  ...is Barack Obama.
[02:26:52.440 --> 02:26:59.123]  And the leaks come out of our intelligence services happen because we have not replaced the leakers.
[02:27:00.344 --> 02:27:03.805]  This is a giant problem the President must confront.
[02:27:04.086 --> 02:27:12.050]  Now some could argue the President's trying to hire his opposition, but they're only stabbing him in the back that much more because they have to kill the image of a nationalistic leader.
[02:27:12.070 --> 02:27:14.771]  They have to kill that image so other countries don't follow suit.
[02:27:15.091 --> 02:27:20.278]  Doesn't Trump know that even if he tries to sell out, which I'm not saying he's doing, they're going to destroy him one way or the other?
[02:27:20.498 --> 02:27:22.561]  The only way he wins is defeating these people.
[02:27:23.623 --> 02:27:29.791]  I understand the cosmetics of having some people in your administration who work for you in the election.
[02:27:30.532 --> 02:27:33.715]  Richard Nixon had Daniel Patrick Moynihan, a noted liberal.
[02:27:33.815 --> 02:27:35.436]  He read Moynihan's memos.
[02:27:35.937 --> 02:27:40.981]  Then he read Pat Buchanan's memos, eviscerating Moynihan's memos.
[02:27:41.901 --> 02:27:47.006]  I understand that kind of symbolicism, but there should be a Democrat!
[02:27:47.606 --> 02:28:06.627]  In this cabinet, former Congressman Harold Ford Jr., very respected on transportation issues, was more than willing to be in this cabinet, was passed over for Mitch McConnell's wife, who is the longest serving member of the Bush cabinet, Elaine Chao.
[02:28:08.008 --> 02:28:08.549]  You tell me.
[02:28:11.135 --> 02:28:11.716]  Absolutely.
[02:28:12.436 --> 02:28:14.558]  Well, we've got about a minute and a half left here, Roger.
[02:28:14.598 --> 02:28:16.000]  What else can we as listeners do?
[02:28:16.801 --> 02:28:19.183]  The president needs a hatchet man, Alex.
[02:28:19.223 --> 02:28:30.834]  He needs somebody who understands who elected him, who opposed him, who our constituency out in the country is that we have to keep intact and goes through these departments and begins firing people.
[02:28:31.194 --> 02:28:35.639]  But sadly, most of the firings will have to stop ultimately at the White House
[02:28:36.479 --> 02:28:40.722]  Why doesn't Trump bring in a Rand Paul and somebody like a Pat Buchanan to just give him the basic ropes?
[02:28:41.242 --> 02:28:45.905]  Pat Buchanan should be in that White House three or four days a week just advising the President.
[02:29:00.011 --> 02:29:01.713]  Well, it's kind of ironic you say that.
[02:29:01.834 --> 02:29:05.278]  Pat did that for Nixon, then he came back and did it for Reagan.
[02:29:06.300 --> 02:29:11.226]  And the President and Pat now, despite some old history, get along quite well.
[02:29:12.574 --> 02:29:22.699]  On the other hand, and I like Rand Paul and I like a lot of what he's doing, the personality styles of the two men will never, never mesh.
[02:29:23.259 --> 02:29:25.981]  But this can be done at the staff level.
[02:29:26.561 --> 02:29:30.303]  There are many people from the campaign who are highly capable.
