[00:00:02.498 --> 00:00:03.199]  Is the U.S.
[01:55:14.753 --> 01:55:15.934]  They don't mind speaking their mind.
[01:55:15.934 --> 01:55:17.634]  They're people that like talking their mind.
[01:55:17.634 --> 01:55:23.978]  So, here in Austin, beyond just the liberal people that you can't have a conversation with because you're going to end up offending them,
[01:55:25.014 --> 01:55:26.876]  There's nobody is from here, okay?
[01:55:26.876 --> 01:55:30.099]  Nobody in Austin is from Austin, so there's no real culture.
[01:55:30.099 --> 01:55:33.523]  And everybody that moves here is some form of a socialite.
[01:55:33.523 --> 01:55:34.544]  They're posers.
[01:55:34.544 --> 01:55:37.307]  Yeah, so they don't actually have anything to do.
[01:55:37.307 --> 01:55:39.249]  They don't make their own meals.
[01:55:39.249 --> 01:55:39.949]  They don't cook meals.
[01:55:39.949 --> 01:55:40.690]  They don't have a garden.
[01:55:40.690 --> 01:55:44.013]  Most of them are here on debt trying to be trendy.
[01:55:44.013 --> 01:55:45.355]  They all fled, fell Hollywood.
[01:55:45.355 --> 01:55:46.976]  So they run around all day doing the little...
[01:55:47.817 --> 01:56:03.084]  A little trendy activity, whatever the latest trendy thing is to do, a little coffee shop, all this stuff, and they run around, drive around, they cause all the traffic, and they have no culture, and they... They walked up to me and laughed at me!
[01:56:03.084 --> 01:56:04.144]  It's true though!
[01:56:04.144 --> 01:56:10.787]  I had two gay guys yesterday walking up to me in Target, I was buying my daughter some Baby Alive toys, she likes them, and these two gay guys, they were like...
[01:56:14.031 --> 01:56:15.792]  Who are the guys from the Fred Flintstone?
[01:56:15.792 --> 01:56:17.492]  Fred Flintstone and Barney Rubble?
[01:56:17.492 --> 01:56:18.313]  Barney Rubble.
[01:56:18.313 --> 01:56:19.893]  And I'm not bashing them because they were gay.
[01:56:19.893 --> 01:56:23.935]  They look like, my son goes, they look like Barney Rubble and Fred Flintstone.
[01:56:23.935 --> 01:56:28.977]  After they pointed at us and started laughing, and I walked right by them and they kept laughing, and I went, yeah, I'm Alex Jones.
[01:56:29.657 --> 01:56:31.998]  I don't dislike you and they just couldn't even talk.
[01:56:31.998 --> 01:56:35.920]  But that's the thing, liberals will point and laugh like it hurts me.
[01:56:35.920 --> 01:56:37.101]  Like it does something.
[01:56:37.101 --> 01:56:42.124]  They're like carpetbaggers from some failed place running here and then they laugh at me.
[01:56:42.124 --> 01:56:43.204]  Because that's what the media does.
[01:56:43.204 --> 01:56:44.765]  The media points and laughs at you.
[01:56:44.765 --> 01:56:47.367]  So then they see that and they think that that's how they empower themselves.
[01:56:48.007 --> 01:56:50.849]  But like I said, they don't have... Alex, look, I'm from St.
[01:56:50.849 --> 01:56:51.089]  Louis.
[01:56:51.089 --> 01:56:52.350]  It's not the most conservative area.
[01:56:52.350 --> 01:56:53.291]  Some areas of St.
[01:56:53.291 --> 01:56:54.212]  Louis are very liberal.
[01:56:54.212 --> 01:56:55.913]  I just didn't know Fred Flintstone was gay.
[01:56:55.913 --> 01:56:57.294]  I thought you were Fred Flintstone.
[01:56:57.294 --> 01:56:57.594]  And St.
[01:56:57.594 --> 01:56:59.776]  Louis continues to... They elect a lot of Democrats.
[01:56:59.776 --> 01:57:01.857]  But let me tell you, here's the biggest difference.
[01:57:01.857 --> 01:57:03.038]  If I go out in St.
[01:57:03.038 --> 01:57:08.923]  Louis and me and you were sitting down having a conversation, we could be in the most liberal area of town surrounded by Democrats.
[01:57:08.923 --> 01:57:10.524]  But nobody would care!
[01:57:10.524 --> 01:57:12.205]  Nobody would be offended by what we're saying.
[01:57:12.205 --> 01:57:15.168]  Nobody would stare at us in jeer and say, what's wrong with those people?
[01:57:15.908 --> 01:57:16.589]  That's what they do to you, man!
[01:57:16.589 --> 01:57:20.812]  Listen, they walk up since the Trump thing and literally get in my face like I'm not human.
[01:57:20.812 --> 01:57:22.113]  I can't deal with it, man!
[01:57:22.113 --> 01:57:24.855]  I can't go out and I can't have a conversation.
[01:57:24.855 --> 01:57:26.356]  Owen, Owen, Owen, listen.
[01:57:26.356 --> 01:57:27.077]  You know why it is.
[01:57:27.077 --> 01:57:29.239]  You're a good-looking guy, bro.
[01:57:29.239 --> 01:57:32.761]  And most of these people, I don't care if they're black, white, Hispanic, are ugly.
[01:57:32.761 --> 01:57:33.762]  They're ugly.
[01:57:33.762 --> 01:57:35.283]  They're stupid.
[01:57:35.283 --> 01:57:36.625]  They have no future.
[01:57:36.625 --> 01:57:39.967]  They've all got all these giant loans, two, three fake degrees.
[01:57:39.967 --> 01:57:40.908]  They're miserable.
[01:57:40.908 --> 01:57:43.350]  Wait until you get a good-looking wife and a bunch of good-looking kids.
[01:57:43.630 --> 01:57:46.753]  They will come over and get in your face, bro!
[01:57:46.753 --> 01:57:48.174]  They don't like success!
[01:57:48.174 --> 01:57:51.978]  What if I went out and talked like this and told everybody that I thought Trump was bad?
[01:57:52.728 --> 01:57:55.189]  Yes, they just walk around going, oh my god.
[01:57:55.189 --> 01:57:57.590]  You know, I look, oh look at... You have to judge people.
[01:57:57.590 --> 01:57:58.050]  Exactly.
[01:57:58.050 --> 01:57:59.210]  They're cult members.
[01:57:59.210 --> 01:58:00.151]  They're grandparents.
[01:58:00.151 --> 01:58:00.751]  That's what it is!
[01:58:00.751 --> 01:58:02.211]  That's what it is!
[01:58:02.211 --> 01:58:04.912]  They are judgmental and they are entitled people.
[01:58:04.912 --> 01:58:06.233]  They'll walk right across the road.
[01:58:06.233 --> 01:58:09.714]  There'll be a car going down the road, 40 miles an hour, heading right to them.
[01:58:09.714 --> 01:58:13.155]  They'll have a... Owen, their grandparents... They'll walk right across the road because they're entitled.
[01:58:13.155 --> 01:58:15.856]  Their grandparents were super right-wing Pharisees.
[01:58:16.576 --> 01:58:19.198]  That would like, get really mad at their parents.
[01:58:19.198 --> 01:58:21.599]  You know, saying if you play with yourself you're gonna go blind.
[01:58:21.599 --> 01:58:23.781]  Or telling them going to the bathroom is dirty and bad.
[01:58:23.781 --> 01:58:25.022]  Like Sigmund Freud thought.
[01:58:25.022 --> 01:58:27.623]  These are all really uptight, freaked out people.
[01:58:27.623 --> 01:58:28.844]  Saying they're liberal.
[01:58:28.844 --> 01:58:30.205]  Saying they're cutting edge.
[01:58:30.205 --> 01:58:31.326]  Saying they're trendy.
[01:58:31.326 --> 01:58:33.587]  And really they're neurotic basket cases.
[01:58:33.587 --> 01:58:35.449]  Looking at real liberals like us.
[01:58:35.449 --> 01:58:36.349]  And they don't know what to do.
[01:58:36.349 --> 01:58:37.230]  But it doesn't matter.
[01:58:37.230 --> 01:58:38.050]  Just watch.
[01:58:38.050 --> 01:58:39.271]  We'll change the world.
[01:58:39.271 --> 01:58:40.472]  Like we always do.
[01:58:40.472 --> 01:58:41.713]  You'll sit there and try to stop us.
[01:58:41.713 --> 01:58:42.433]  And you'll fail.
[01:58:42.433 --> 01:58:43.414]  I promise!
[01:58:43.414 --> 01:58:44.695]  In 70 seconds!
[01:58:44.695 --> 01:58:45.255]  Ken!
[01:58:45.255 --> 01:58:45.695]  Beth!
[01:58:45.695 --> 01:58:45.976]  And Levi!
[01:58:46.516 --> 01:58:46.917]  Yeah.
[01:58:46.917 --> 01:58:48.241]  Today.
[01:58:51.806 --> 01:58:53.627]  Today, we call it bone broth.
[01:58:53.627 --> 01:59:00.231]  And for thousands of years, our ancestors enjoyed its benefits before it became lost to our modern diets of processed junk.
[01:59:00.231 --> 01:59:03.393]  We are now introducing Caveman by Infowarslife.com.
[01:59:03.393 --> 01:59:13.178]  The ultimate in true paleo nutrition with bone broth, turmeric root, chaga mushroom, and seven total primal superfoods in a single, great-tasting formula.
[01:59:13.178 --> 01:59:14.019]  Caveman.
[01:59:14.019 --> 01:59:19.082]  It's those people living in the wilds having to actually build civilization that are our superior ancestors.
[01:59:19.082 --> 01:59:21.203]  And we need to do everything we can to recapture that.
[01:59:21.503 --> 01:59:24.645]  Everyone knew that you used all the parts of the animal.
[01:59:24.645 --> 01:59:29.788]  You used the meat for sustenance, the fat for cooking, but you used the bones for strength.
[01:59:29.788 --> 01:59:37.932]  From the outside structure full of minerals and key cofactors, to the marrow that produces the blood for the body, this is the engine of the life essence.
[01:59:37.932 --> 01:59:45.876]  I'm a long way from the caveman my ancestors were, but I'm sure as hell trying to get back to that essence that made us what we were, and this is a big part of it.
[01:59:45.876 --> 01:59:50.519]  I know you're going to want to check out Caveman Ultimate Paleo Formula for yourself in 4WarsLife.com today.
[01:59:53.466 --> 01:59:56.056]  You're listening to The Alex Jones Show.
[02:00:06.610 --> 02:00:09.852]  You know what feels so good?
[02:00:09.852 --> 02:00:16.437]  I have more friends, real people, not fake people, than I've ever had.
[02:00:16.437 --> 02:00:20.620]  It is so good that all the trash hates me.
[02:00:32.975 --> 02:00:37.517]  I got no friends because they read the papers.
[02:00:37.517 --> 02:00:41.739]  No, I got so many friends because they read the papers and they hate the papers.
[02:00:41.739 --> 02:00:43.920]  It's good to see MSN lose its power, isn't it?
[02:00:43.920 --> 02:00:44.600]  And they don't get it.
[02:00:44.600 --> 02:00:50.323]  The more they've hit us, we have record traffic and record revenue coming in right now to fund the operation.
[02:00:50.323 --> 02:00:52.143]  I'm not sure when it'll sink in.
[02:00:52.143 --> 02:00:54.745]  I'm really not sure when the death of the mainstream media will sink in.
[02:00:54.745 --> 02:00:58.166]  They've been operating as walking dead for years now.
[02:00:58.166 --> 02:00:59.867]  So it still hasn't sunk in, but it will.
[02:01:00.959 --> 02:01:01.379]  It will.
[02:01:01.379 --> 02:01:04.060]  It didn't with Hillary, but next time.
[02:01:04.060 --> 02:01:06.601]  Oh, misogynism.
[02:01:06.601 --> 02:01:09.862]  That's what... I mean, at least during the campaign, Joe Biden... Stop denying climate change.
[02:01:09.862 --> 02:01:15.104]  At least Joe Biden was honest and said, I know we don't really like her, and we kind of forced her on you, but you got to go ahead and vote for her.
[02:01:15.104 --> 02:01:17.085]  Now it's, oh, we didn't vote for her because she's a woman.
[02:01:17.085 --> 02:01:20.046]  I'd vote for a woman in one second like LePen.
[02:01:20.046 --> 02:01:22.507]  We didn't vote for Hillary because she's a creepy master criminal.
[02:01:23.700 --> 02:01:25.141]  Thanks for taking my call.
[02:01:25.141 --> 02:01:29.102]  As much as I'd like to make my point it's a pleasure to listen to you when you're on fire and in the zone.
[02:01:45.684 --> 02:01:51.748]  I was calling about the wall and the Democrats were celebrating that Trump didn't get funding for it.
[02:01:51.748 --> 02:01:55.350]  And I had written an article years ago about the wall and immigration.
[02:01:55.350 --> 02:02:00.513]  I never sent it to any politicians because none of them would do anything about it, I could tell.
[02:02:00.513 --> 02:02:03.875]  You know, but everybody knows what a coyote is on the border.
[02:02:03.875 --> 02:02:04.255]  Yes.
[02:02:04.255 --> 02:02:09.598]  And a coyote is a mafia that transports people and drugs across the border and they pay for it.
[02:02:10.880 --> 02:02:37.228]  If a simple solution to this would be if the American government become a coyote, and people that are in America that are working paying taxes legally, or illegally, but paying taxes, if they simply paid a fee to the American government, say $1,500 a year, instead of paying a coyote $8,000 to get them across the border, they pay a flat tax, they pay $1,500 a year.
[02:02:37.228 --> 02:02:39.749]  That funds the wall, and we know who's here.
[02:02:41.476 --> 02:02:42.217]  That's a good idea.
[02:02:42.217 --> 02:02:43.938]  We can just put fines.
[02:02:43.938 --> 02:02:48.863]  We can put fines on illegals if they've committed a crime and then pay for it.
[02:02:48.863 --> 02:02:54.228]  There's so many ways you can have a entry fee that you build the wall for.
[02:02:54.228 --> 02:02:58.331]  And so again, the fact he hasn't killed Obamacare, it took Obama two plus years to pass it.
[02:02:58.331 --> 02:03:00.293]  We're a hundred days in and he hadn't gotten it repealed.
[02:03:00.293 --> 02:03:01.374]  They're calling him a loser.
[02:03:01.374 --> 02:03:02.015]  It's all spin.
[02:03:02.435 --> 02:03:04.576]  Well, I'm not the biggest wall guy, to be honest with you.
[02:03:04.576 --> 02:03:05.777]  I don't care if it gets built or not.
[02:03:05.777 --> 02:03:06.757]  I think just in for sure.
[02:03:06.757 --> 02:03:07.557]  But it's a symbol.
[02:03:07.557 --> 02:03:08.998]  It's a symbol.
[02:03:08.998 --> 02:03:10.379]  And it does have effectiveness.
[02:03:10.379 --> 02:03:11.599]  I'm not saying it won't be effective.
[02:03:11.599 --> 02:03:15.521]  But keep in mind, everybody keeps saying, oh, there's no funding for the wall, no funding for the wall.
[02:03:15.521 --> 02:03:17.822]  What did Trump say his entire campaign?
[02:03:17.822 --> 02:03:20.223]  Mexico will pay for the wall!
[02:03:20.223 --> 02:03:22.004]  Mexico will pay for the wall!
[02:03:22.284 --> 02:03:27.448]  This wasn't Mexico's proposed budget, this was the United States, so maybe he's just following through with that word.
[02:03:27.448 --> 02:03:28.709]  He's not going to make us pay for it.
[02:03:28.709 --> 02:03:29.169]  Absolutely.
[02:03:29.169 --> 02:03:35.694]  There's an article on Infowars.com where Senator Paul's teaching a class on dystopia, and it's making the liberals mad.
[02:03:35.694 --> 02:03:39.116]  And there's a bunch of new articles on Infowars.com that are constantly getting posted.
[02:03:39.116 --> 02:03:41.578]  So will the crew print me all the latest?
[02:03:41.578 --> 02:03:45.301]  The left is the only political entity that gets to tell you about dystopia.
[02:03:45.301 --> 02:03:46.302]  Don't you see, Alex?
[02:03:46.302 --> 02:03:47.182]  The right can't do that.
[02:03:48.228 --> 02:03:50.551]  Only the left, because it's the right that's the dystopic.
[02:03:50.551 --> 02:03:51.332]  Absolutely.
[02:03:51.332 --> 02:03:53.755]  Ken, anything else?
[02:03:53.755 --> 02:03:59.242]  Yeah, this way Mexico doesn't affect pay for the wall.
[02:03:59.242 --> 02:04:01.165]  Repeat your idea again for folks that may have missed it.
[02:04:02.463 --> 02:04:04.705]  Okay, it's very simple.
[02:04:04.705 --> 02:04:12.772]  If the American government, say Texas, Arizona, they get $500 for the state for letting them come through their state.
[02:04:12.772 --> 02:04:14.214]  $1,000 goes to the government.
[02:04:14.214 --> 02:04:15.515]  We process the people.
[02:04:15.515 --> 02:04:16.716]  They pay a flat tax.
[02:04:16.716 --> 02:04:18.237]  Now they're paying a tax.
[02:04:18.237 --> 02:04:19.238]  We know who's here.
[02:04:19.238 --> 02:04:20.980]  If they commit a crime, they're never allowed.
[02:04:21.658 --> 02:04:22.359]  We're good to go.
[02:04:40.630 --> 02:04:43.293]  And they say all we want is an opportunity.
[02:04:43.293 --> 02:04:43.974]  No, I agree.
[02:04:43.974 --> 02:04:50.121]  We should make it easy for hard-working good people to legally be here and then kick all the criminals out no matter where they come from.
[02:04:50.121 --> 02:04:51.803]  And that's the type of reform we need.
[02:04:51.803 --> 02:04:55.046]  The problem is the Democrats and Republicans always add a bunch of garbage to it.
[02:04:55.046 --> 02:04:56.127]  That's why it hadn't happened yet.
[02:04:56.127 --> 02:04:57.529]  But that is what Trump's planning.
[02:04:57.529 --> 02:04:58.230]  We'll be right back.
[02:04:58.230 --> 02:04:58.690]  Thank you, Ken.
[02:04:58.690 --> 02:04:59.151]  Great points.
[02:05:01.664 --> 02:05:12.633]  We hold these truths to be self-evident, that all men are created equal, that they are endowed by their creator with certain unalienable rights, that among these are life, liberty, and the pursuit of happiness.
[02:05:12.633 --> 02:05:19.679]  That to secure these rights, governments are instituted among men, deriving their just powers from the consent of the governed.
[02:05:19.679 --> 02:05:28.807]  That whenever any form of government becomes destructive of these ends, it is the right of the people to alter or to abolish it, and to institute new government.
[02:05:30.473 --> 02:05:32.254]  Independence isn't a day.
[02:05:32.254 --> 02:05:33.295]  It's a mindset.
[02:05:33.295 --> 02:05:36.057]  An attitude that says, I will not be your dependent.
[02:05:36.057 --> 02:05:37.678]  I will not be your slave.
[02:05:37.678 --> 02:05:43.742]  Dependence and slavery is a chain that is forged link by link with gradual infringements.
[02:05:43.742 --> 02:05:48.705]  When you trade your liberty for safety, to that extent, you become their slave.
[02:05:48.705 --> 02:05:50.587]  Slaves are never safe.
[02:05:50.587 --> 02:05:53.589]  You won't get rich by being a slave.
[02:05:53.589 --> 02:05:54.689]  Guard your liberty.
[02:05:54.689 --> 02:05:58.051]  Regard with suspicion anyone who tries to take it.
[02:05:58.051 --> 02:05:59.933]  For InfoWars.com, I'm David Knight.
[02:06:01.293 --> 02:06:06.756]  After being sold out for months, our best-selling super blue fluoride toothpaste is now back in stock at InfoWareStore.com.
[02:06:06.756 --> 02:06:08.857]  Research across the board is clear.
[02:06:08.857 --> 02:06:14.139]  When bacteria infects your gums, it can enter your bloodstream and even contribute to blood clots and heart attacks.
[02:06:14.139 --> 02:06:17.901]  That's why the last Surgeon General's report on oral health warns that
[02:06:18.001 --> 02:06:21.444]  Your oral health can have a serious impact on your entire body.
[02:06:21.444 --> 02:06:24.626]  Super Blue Fluoride Free Toothpaste is a groundbreaking new formula.
[02:06:24.626 --> 02:06:28.510]  It's loaded with good halogen iodine instead of the bad halogen fluoride.
[02:06:28.510 --> 02:06:35.675]  Super Blue contains natural oils and ingredients used since biblical times to help wipe out bad bacteria and eliminate bad breath.
[02:06:35.675 --> 02:06:41.080]  Just some of the ingredients in Super Blue chosen by our dental experts include xylitol, peppermint oil,
[02:06:41.320 --> 02:06:43.382]  Iodine, nanosilver, and more.
[02:06:43.382 --> 02:06:51.670]  Due to requests from listeners who found that Spearmint was a little bit too strong for some of their children, we have created the new Bubblegum-flavored Superblue that is Spearmint-free.
[02:06:51.670 --> 02:06:59.979]  Learn more about the new Bubblegum-flavored Superblue toothpaste and more at InfoWarsLife.com and support the InfoWars while you support healthy gums and teeth.
[02:07:00.933 --> 02:07:01.753]  Hey, everyone!
[02:07:01.753 --> 02:07:07.876]  Pharmacist Ben Fuchs here, host of The Bright Side, and as many of you know, I'm on a mission to help Americans get and stay healthy.
[02:07:07.876 --> 02:07:09.957]  You've all heard the shocking statistics.
[02:07:09.957 --> 02:07:20.241]  Despite spending trillions of dollars in health care, nearly $10,000 per man, woman, and child in this country, obesity, diabetes, cancer, heart disease, and autoimmune illnesses are rampant.
[02:07:20.241 --> 02:07:26.224]  One out of three or four people is dealing with some kind of health challenge, and everyone knows at least one person with a degenerative disease.
[02:07:26.624 --> 02:07:27.045]  We're good to go!
[02:07:41.581 --> 02:07:47.022]  Coming up, it's on InfoWars.com, ex-banker claims he was invited to take part in child satanic sacrifices and rituals.
[02:08:12.159 --> 02:08:15.280]  Powerful video, we're going to be playing that.
[02:08:15.280 --> 02:08:17.901]  Waging war on corruption.
[02:08:17.901 --> 02:08:26.304]  It's Alex Jones coming to you live from the front lines of the InfoWar.
[02:08:26.304 --> 02:08:37.629]  Yeah, you see hit shows with big actors like Woody Harrelson and others like Crew Detective where there's a leech
[02:08:39.468 --> 02:08:44.670]  In Louisiana, Mississippi, running child kidnapping rings where they torture him to death.
[02:08:44.670 --> 02:08:46.370]  And there's a giant cover-up going on.
[02:08:46.370 --> 02:08:48.631]  And, oh, that's the big hit show.
[02:08:48.631 --> 02:08:53.612]  And you've got all these different elites caught involved in satanic rituals in Europe.
[02:08:53.612 --> 02:08:58.834]  You've got Trump involved in this giant round-up of these people, but almost no attention of it, ending up in mainstream news.
[02:08:58.834 --> 02:09:00.154]  And then here's the article.
[02:09:00.154 --> 02:09:04.115]  I saw this a few weeks ago, but I wanted time to vet it, research it, check into it.
[02:09:04.115 --> 02:09:05.036]  Paul Watson's done it.
[02:09:05.936 --> 02:09:07.659]  It's got a lot of credibility.
[02:09:07.659 --> 02:09:11.304]  Ex-banker claims he was invited to take part in child sacrifice rituals.
[02:09:11.304 --> 02:09:13.006]  These people were Luciferians.
[02:09:13.006 --> 02:09:14.368]  Powerful video.
[02:09:14.368 --> 02:09:15.770]  That's coming up at the bottom of the hour.
[02:09:15.770 --> 02:09:19.636]  Then I'm going to get Millie Weaver in here on the Antifa rioters yesterday in Austin.
[02:09:19.636 --> 02:09:20.637]  A former Dutch banker.
[02:09:20.637 --> 02:09:20.838]  Oh yeah.
[02:09:21.598 --> 02:09:27.060]  The Dutch area, they've caught people with the kids in cages, the slaves, it's really come out there.
[02:09:27.060 --> 02:09:31.662]  The police have done investigations, they've found people with the kids, but then the investigations get shut down.
[02:09:31.662 --> 02:09:39.784]  A former Dutch banker has given a sit-down interview during which he claims that he was invited by members of the financial elite to participate in child sacrifice rituals.
[02:09:39.784 --> 02:09:43.946]  Ronald Bernard was a successful entrepreneur who ran a number of businesses before entering the world of finance.
[02:09:43.946 --> 02:09:49.468]  Upon doing so, he was told by his peers to put his conscience in the freezer.
[02:09:50.433 --> 02:09:54.135]  I was training to become a psychopath and I failed.
[02:09:54.135 --> 02:09:55.015]  That's exactly right.
[02:09:55.015 --> 02:09:57.136]  He breaks down in this interview and starts crying.
[02:09:57.136 --> 02:10:03.059]  When Art's background checks out, he's profiled by the Dole, the DeVoltskrat article from 2017.
[02:10:03.059 --> 02:10:10.643]  He goes on to describe how elitists saw the people as useless parasites and were completely content to...
[02:10:11.578 --> 02:10:14.279]  Crash economies, destroy companies, and enrich themselves.
[02:10:14.279 --> 02:10:15.399]  Bernard didn't relate.
[02:10:15.399 --> 02:10:18.881]  I was invited to participate in occult satanic rituals with other elites.
[02:10:18.881 --> 02:10:23.162]  I've been invited to go be part of the Hellfire Club at Oxford.
[02:10:23.162 --> 02:10:25.923]  He describes scenes from the movie with Tom Cruise.
[02:10:25.923 --> 02:10:26.883]  I can't think of it right now.
[02:10:26.883 --> 02:10:27.904]  Eyes wide shut.
[02:10:27.904 --> 02:10:28.544]  Yeah.
[02:10:28.544 --> 02:10:33.486]  You know, I'm the only person interviewing in the last 15 years, Vivian Kubrick.
[02:10:33.486 --> 02:10:38.888]  And when I interviewed her and she was getting ready to come to Austin and spill the guts, all hell broke loose.
[02:10:39.929 --> 02:10:42.317]  Sleeper cells inside the operation.
[02:10:42.317 --> 02:10:43.240]  Government stuff.
[02:10:43.240 --> 02:10:45.226]  I mean, I can't get into it all at this time.
[02:10:45.226 --> 02:10:46.269]  And then she just disappeared.
[02:10:47.645 --> 02:10:49.446]  Haven't heard from her?
[02:10:49.446 --> 02:10:51.386]  I'm not at liberty to get into it all.
[02:10:51.386 --> 02:10:57.308]  But, uh, she kind of co-directed his last four or five movies at the score for Full Metal Jacket.
[02:10:57.308 --> 02:11:03.570]  He was, he was her main, he was, he was her favorite in the family of the other daughter and the mom and, uh, Vivian Kubrick.
[02:11:03.570 --> 02:11:12.332]  And that's, I mean, I almost, I've never broken confidence with people and I almost want to tell people the stuff she told me, but I just can't do it.
[02:11:12.332 --> 02:11:14.993]  And I almost, for safety's sake, need to, but it was, uh,
[02:11:18.226 --> 02:11:23.088]  The Shining was real, in that those were experiences he had, basically.
[02:11:23.088 --> 02:11:24.768]  I'm not going to get into all of it.
[02:11:24.768 --> 02:11:27.449]  She didn't tell me I couldn't talk about that.
[02:11:27.449 --> 02:11:32.570]  The Shining was real, but also Dr. Strangelove was basically real.
[02:11:32.570 --> 02:11:37.112]  And Eyes Wide Shut was basically real.
[02:11:37.112 --> 02:11:40.693]  And I'm not allowed to say why I know that.
[02:11:40.693 --> 02:11:42.954]  Well, I think that, and this is just my opinion.
[02:11:42.954 --> 02:11:43.954]  I mean, all the stuff she told me.
[02:11:44.754 --> 02:11:51.856]  I'm sorry, I could check it out with some other Hollywood folks and some other top-level musicians that actually knew about it, but it's unbelievable.
[02:11:51.856 --> 02:12:02.618]  If it makes it to Hollywood, if it makes it to the movies, if it makes it to our minds, if we can conceive it in our heads, I'm to the point now where I believe it's probably physically manifested itself at this point.
[02:12:02.618 --> 02:12:03.178]  Well, here's the deal.
[02:12:03.178 --> 02:12:05.519]  Her dad rushed up against it in the 50s.
[02:12:07.162 --> 02:12:14.244]  Back when he was putting Paths to Glory out and all those famous films and Spartacus and all that, and he was like, whoa!
[02:12:14.244 --> 02:12:19.185]  And that's why he went and basically hid in the British countryside and was like a recluse after that.
[02:12:19.185 --> 02:12:21.026]  And then they came after him.
[02:12:21.026 --> 02:12:24.047]  And the way they came after him is the same stuff they're doing to me, man.
[02:12:24.047 --> 02:12:25.907]  It is hardcore.
[02:12:25.907 --> 02:12:31.529]  Just kind of on the same topic, which is a bit off topic, but you know, Ridley Scott, the director of the new
[02:12:32.449 --> 02:12:34.610]  Prometheus movie, Alien Covenant.
[02:12:34.610 --> 02:12:36.391]  I know you're, I was a fan of the Prometheus movie.
[02:12:36.391 --> 02:12:37.432]  I know you like to talk about it.
[02:12:37.432 --> 02:12:39.173]  He says that aliens are real and they're coming.
[02:12:39.173 --> 02:12:40.174]  So.
[02:12:40.174 --> 02:12:43.036]  Well yeah, I said that when the first film came out four years ago.
[02:12:43.036 --> 02:12:43.636]  People didn't believe me.
[02:12:43.636 --> 02:12:44.717]  That's what the elites believe.
[02:12:44.717 --> 02:12:46.538]  And I said this is what the elites believe.
[02:12:46.538 --> 02:12:46.798]  Yeah.
[02:12:46.798 --> 02:12:47.658]  I forgot the name of the video.
[02:12:47.658 --> 02:12:49.740]  It's something like Secrets of Prometheus Revealed.
[02:12:49.740 --> 02:12:53.242]  And I said this is this whole program and they believe this is what happens.
[02:12:53.242 --> 02:12:55.403]  They believe we were actually, we are aliens.
[02:12:55.403 --> 02:12:57.264]  I'm not saying all this for the media picks it up.
[02:12:57.264 --> 02:12:59.025]  This is what they believe.
[02:12:59.025 --> 02:13:01.367]  And they believe they're in contact with them interdimensionally.
[02:13:03.148 --> 02:13:04.709]  It's not that they're even in another dimension.
[02:13:04.709 --> 02:13:10.050]  They're communicating trans-dimensionally over the space-time continuum through full space.
[02:13:10.050 --> 02:13:11.871]  Which they've now mathematically proven is there.
[02:13:11.871 --> 02:13:20.134]  So they're in the third dimension, but they're transmitting through a higher dimension that our brain's able to basically periscope up into, and then they're giving
[02:13:21.417 --> 02:13:28.245]  Humanoids on this planet, the dark technology to actually build and the construct to the whole system set up when they get here.
[02:13:28.245 --> 02:13:37.617]  And it might make sense how people end up looking the way they look like a George Soros or a John Kerry just or Hillary Clinton just looking absolutely sick.
[02:13:37.617 --> 02:13:40.821]  I mean, they look like they've been through the Crypt Keepers dungeon.
[02:13:41.041 --> 02:13:46.926]  Oh, and by the way, before I go to more calls, guys, pull up, because that's the Daily Mail right there, and also a bunch of other articles.
[02:13:46.926 --> 02:13:50.208]  Aliens are real and will probably destroy us all, Director Ridley Scott said.
[02:13:50.208 --> 02:13:53.371]  Now, he's saying that in 2017, May 2nd.
[02:13:53.371 --> 02:13:55.032]  That's today, I didn't even know that it came out.
[02:13:55.032 --> 02:13:56.173]  Print that for me.
[02:13:56.173 --> 02:14:02.198]  I put out three, four years ago, this was four years ago, when Prometheus, which is, you know, Genesis came out.
[02:14:03.710 --> 02:14:05.232]  And that's the genesis of it.
[02:14:05.232 --> 02:14:05.632]  I'm explaining.
[02:14:05.632 --> 02:14:06.453]  This is the real genesis.
[02:14:06.453 --> 02:14:07.574]  This is what they believe.
[02:14:07.574 --> 02:14:09.856]  Let's pull up my YouTube video.
[02:14:09.856 --> 02:14:13.079]  This title is Secrets of Prometheus Revealed or Leaked.
[02:14:13.079 --> 02:14:13.780]  Pull it up.
[02:14:13.780 --> 02:14:15.161]  You watch that.
[02:14:15.161 --> 02:14:20.466]  And I say exactly what Ridley Scott said in that film.
[02:14:20.466 --> 02:14:21.587]  Now let's scroll down.
[02:14:21.587 --> 02:14:22.808]  Secrets of Prometheus Leaked.
[02:14:22.808 --> 02:14:23.449]  Let's click on that.
[02:14:25.174 --> 02:14:26.475]  And let's click on the viewfinder.
[02:14:26.475 --> 02:14:31.998]  Let's click on the actual where it says YouTube there on the lower right hand side for TV viewers.
[02:14:31.998 --> 02:14:32.679]  Thank you.
[02:14:32.679 --> 02:14:34.180]  Only has 887,000 views.
[02:14:34.180 --> 02:14:39.583]  This is literally what the elite actually believe, what I've been told by the highest levels.
[02:14:39.583 --> 02:14:43.886]  And then I was told a month before the letter came that you're going to be invited to Oxford.
