[00:00:12.449 --> 00:00:16.792]  You are listening to an InfoWars.com Frontline Report.
[00:49:42.542 --> 00:49:44.404]  And he's the same way, you know.
[00:49:44.404 --> 00:49:52.111]  He said, Craig, until I have the chance and pull off of some of these other cases and go through and analyze it, I don't want to say absolutely this or that.
[00:49:52.111 --> 00:49:55.695]  So that's a little bit of why I hesitate on things, Alex.
[00:49:55.695 --> 00:49:58.717]  It's not that I don't feel confident, but it's... No, I understand.
[00:49:58.717 --> 00:50:01.800]  You are a professional guy that does this in federal court cases.
[00:50:01.800 --> 00:50:03.742]  You're a federal officer, former Navy SEAL.
[00:50:03.742 --> 00:50:04.623]  I totally respect that.
[00:50:04.623 --> 00:50:05.604]  Look, I'm no accuser's guy.
[00:50:06.224 --> 00:50:17.510]  I know, and 45 seconds later, boom boom boom, you know, it's 50 times louder, something's going on, it's what other people reported, it's what you hear, and then of course we have the police.
[00:50:17.510 --> 00:50:19.171]  What do you make of the police?
[00:50:19.171 --> 00:50:25.775]  First saying, no we think there could be multiple people, in fact we know there must be, and we're looking at radicalization.
[00:50:25.775 --> 00:50:28.797]  They don't say radicalization unless they're looking at radicalization.
[00:50:28.797 --> 00:50:30.858]  Isn't that generally code word for Islamic?
[00:50:33.345 --> 00:50:35.867]  Well, not necessarily just Islamic anymore.
[00:50:35.867 --> 00:50:41.750]  I mean, there are so many people being swept on up by, exactly, by George Soros and others.
[00:50:41.750 --> 00:50:43.652]  But it tends to have a leftist leaning.
[00:50:43.652 --> 00:50:46.273]  They call right-wingers extremists.
[00:50:46.273 --> 00:50:47.874]  Right-wingers are called extremists.
[00:50:47.874 --> 00:50:50.456]  Islamists or radical leftists are called radicalized.
[00:50:51.403 --> 00:50:52.524]  Right, absolutely.
[00:50:52.524 --> 00:50:54.144]  You're 100% correct on that, Alex.
[00:50:54.144 --> 00:51:00.527]  Look, you don't see people radicalized from the conservative right going off on mass murder binges.
[00:51:00.527 --> 00:51:03.348]  That's just not part of their core values and what they're up to.
[00:51:03.348 --> 00:51:13.393]  Even if they're some sort of weird Nazi, you know, KKK guys or something like that, there's such a small number of those people anymore because we've all
[00:51:14.913 --> 00:51:18.699]  Disavow that as a nation and I'll find it repugnant.
[00:51:18.699 --> 00:51:25.029]  But we got the left massively hyping, massively hyping Civil War October 1st to peak November 4th.
[00:51:25.029 --> 00:51:25.931]  I mean how obvious is this?
[00:51:25.931 --> 00:51:26.491]  Look at the target!
[00:51:27.455 --> 00:51:49.289]  All of the rhetoric and the encouragement for violence is coming from the left, so we've got a cultural problem in this country right now, Alex, and we've got big-time political figures that somebody refuses to prosecute that are inciting violence and encouraging them to start a civil war, yet they are not arrested and put away.
[00:51:49.289 --> 00:51:50.070]  I ask myself,
[00:51:50.786 --> 00:51:50.946]  What?
[00:51:50.946 --> 00:51:51.186]  What?
[00:52:19.818 --> 00:52:25.866]  For a peaceful citizen to watch this just play out before us, like a slow motion punch for a drunk guy.
[00:52:25.866 --> 00:52:27.328]  You're like, hey, dude, here it comes.
[00:52:27.328 --> 00:52:28.669]  I mean, you're quit mouthing off.
[00:52:28.669 --> 00:52:30.231]  This guy's going to clock you.
[00:52:30.231 --> 00:52:31.373]  You're sitting back and watching.
[00:52:31.373 --> 00:52:33.635]  It'll go, you know, here it comes, here it comes.
[00:52:33.635 --> 00:52:35.938]  And then finally, boom, I feel like that guy.
[00:52:35.938 --> 00:52:36.940]  I'm watching my country.
[00:52:36.940 --> 00:52:37.821]  I'm like, here this comes.
[00:52:37.821 --> 00:52:38.682]  This is so stupid.
[00:52:39.042 --> 00:52:40.665]  We could totally avoid this.
[00:52:40.665 --> 00:52:42.067]  Prosecute George Soros.
[00:52:42.067 --> 00:52:43.689]  Prosecute Hillary Clinton.
[00:52:43.689 --> 00:52:46.874]  Prosecute those that are calling for this violence and put an end to it.
[00:52:46.874 --> 00:52:47.935]  Send a message.
[00:52:47.935 --> 00:52:50.840]  Get some control and return to a peace and order.
[00:52:50.840 --> 00:52:52.763]  Yet, nobody will do it and here we go.
[00:52:54.107 --> 00:52:58.049]  You're right and I mean it's crazy they say hashtag hunt Republicans.
[00:52:58.049 --> 00:53:04.831]  Top Democrat strategists go on Fox News and say we need to kill more Republicans and then cops get shot in Louisiana and Texas.
[00:53:04.831 --> 00:53:09.854]  I've got the clip seen and says well cops need to reform themselves like they deserve to die.
[00:53:09.854 --> 00:53:12.735]  It's like what planet is this?
[00:53:12.735 --> 00:53:14.836]  This is this is surreal.
[00:53:14.836 --> 00:53:18.397]  I'm sitting here scratching my head every day going where are the arrests?
[00:53:18.397 --> 00:53:20.158]  Where is the intervention?
[00:53:20.919 --> 00:53:23.722]  For the peaceful, law-abiding public.
[00:53:23.722 --> 00:53:25.703]  Where are our representatives?
[00:53:25.703 --> 00:53:27.465]  Where is our protection?
[00:53:30.345 --> 00:53:32.286]  Well, they're becoming more desperate.
[00:53:32.286 --> 00:53:33.286]  The more they lose to Donald Trump,
[00:54:00.105 --> 00:54:08.089]  The further they get down their list of contingencies of plans that they can try to execute to try to thwart
[00:54:09.862 --> 00:54:13.485]  Uh, this administration's agenda, which is to make America great again.
[00:54:13.485 --> 00:54:18.108]  Or just sabotaging America, as you said at the start of the interview, literally a 3.1% growth rate.
[00:54:18.108 --> 00:54:19.709]  They said, we'd never have that again.
[00:54:19.709 --> 00:54:23.231]  They're trying to stop it all with, uh, with blocking tax cuts.
[00:54:23.231 --> 00:54:33.138]  Did you hear California just legalized giving people HIV knowingly and also giving blood knowing you have, it's now a misdemeanor, like the lowest level parking ticket.
[00:54:33.138 --> 00:54:37.421]  If that is an example of scorched earth, dynamite, everything, burn it all down.
[00:54:37.421 --> 00:54:39.382]  This is cloud cuckoo land.
[00:54:40.803 --> 00:54:44.646]  Well, we're going off the rails on this crazy train, Alex.
[00:54:44.646 --> 00:54:46.908]  I mean, it's just bizarre.
[00:54:46.908 --> 00:55:00.559]  It's heartbreaking, because the damage is real, but it's laughable in just how ridiculous and unacceptable and irrational all of this is from the radical left.
[00:55:00.559 --> 00:55:02.320]  They're completely mentally ill.
[00:55:02.320 --> 00:55:09.006]  ... charge of anything, and why, on God's green earth, do we allow them to continue for even one more day?
[00:55:10.868 --> 00:55:12.609]  Craig, I want to play this clip.
[00:55:12.609 --> 00:55:14.391]  Again, this is a local taxi driver.
[00:55:14.391 --> 00:55:15.992]  I already mentioned her name earlier.
[00:55:15.992 --> 00:55:20.275]  When it all starts, the first few minutes, that's what all my experts, you included, say.
[00:55:20.275 --> 00:55:23.538]  First two minutes or so, you hear multiple firing.
[00:55:23.538 --> 00:55:26.800]  We know somebody first was shooting the fuel tanks, and then it stops.
[00:55:26.800 --> 00:55:29.222]  There's only shots coming out of the hotel.
[00:55:29.222 --> 00:55:31.984]  So this is at Mandalay Bay, right below where he's shooting.
[00:55:31.984 --> 00:55:32.325]  Here it is.
[00:55:47.363 --> 00:55:52.088]  Yeah, it sounds like it's coming from, um, farther away.
[00:55:52.088 --> 00:55:53.509]  She's not even an acoustics person, she does that.
[00:55:53.509 --> 00:56:00.976]  You can barely hear her, like a mile away.
[00:56:00.976 --> 00:56:04.039]  Now here comes, this is unedited, here comes the big shots, right where she's at.
[00:56:04.039 --> 00:56:05.060]  Right, he's right above her.
[00:56:17.961 --> 00:56:19.744]  That's so loud, it's drowning out the microphone.
[00:56:19.744 --> 00:56:21.828]  That's the sound of a mic maxed out.
[00:56:21.828 --> 00:56:23.650]  And it just goes on and on a few more times.
[00:56:23.650 --> 00:56:26.375]  And it's not like a second later, it's an echo.
[00:56:26.375 --> 00:56:26.976]  No.
[00:56:26.976 --> 00:56:29.200]  It is... I mean, Craig, what do you make of that?
[00:56:30.080 --> 00:56:36.162]  Well, it's a lot more radical increase in volume than you would experience just going around a corner.
[00:56:36.162 --> 00:56:44.684]  Let's say the first string of fire, the cab driver was behind a wall and then she drove around the wall and the sound then became louder.
[00:56:44.684 --> 00:56:50.306]  This sounds to me like a much greater increase in volume than just that would present.
[00:56:50.526 --> 00:56:53.988]  And it looks like the new shots begin, though, before she's even gotten behind the new wall.
[00:56:53.988 --> 00:56:54.769]  Because I thought that, too.
[00:56:54.769 --> 00:56:55.530]  Oh, maybe she moved.
[00:56:55.530 --> 00:56:56.490]  But you watch it.
[00:56:56.490 --> 00:56:57.811]  It starts and then she's moving.
[00:56:57.811 --> 00:57:02.535]  And then it gets even louder as she goes around under, because he's right up above her.
[00:57:02.535 --> 00:57:05.517]  Well, she was the first-hand witness on the ground.
[00:57:05.517 --> 00:57:08.439]  And like you said earlier, common sense prevails.
[00:57:08.439 --> 00:57:13.062]  I mean, we understand whether a sound is coming from close or far away.
[00:57:13.062 --> 00:57:14.143]  And she even said it.
[00:57:14.143 --> 00:57:15.704]  Ah, it sounds like it's really far away.
[00:57:16.901 --> 00:57:21.824]  At first, so I was... It's like when you're deer hunting and you just hear like a... You're like, well, that's like a mile away.
[00:57:21.824 --> 00:57:22.404]  You can barely hear it.
[00:57:22.404 --> 00:57:23.965]  Yeah, yeah.
[00:57:23.965 --> 00:57:25.446]  And this just gave the same effect.
[00:57:25.446 --> 00:57:27.587]  So I think it's pretty clear.
[00:57:27.587 --> 00:57:28.488]  It sounds pretty clear.
[00:57:29.392 --> 00:57:35.455]  So there is a cover-up going on, and the Sheriff's Department's sending signals, but they're being told, obviously, don't, for whatever reason.
[00:57:35.455 --> 00:57:44.600]  We're going to do five more minutes with Craig Sawyer of technicalinsider.com, and then we'll, uh, having one of the stars of Eye Wide Shut on, uh, getting into the Satanism, uh, in the film.
[00:57:44.600 --> 00:57:45.981]  And what's really behind that?
[00:57:45.981 --> 00:57:50.143]  I personally have interviewed Vivian Kubrick, the only interview she's done in 15 years, about a group.
[00:57:50.143 --> 00:57:51.564]  You developed Living Defense for us.
[00:57:51.564 --> 00:57:52.904]  It took you over a year to do it.
[00:57:52.904 --> 00:57:53.765]  Why is this so good?
[00:57:54.085 --> 00:57:59.369]  Because people are actually waking up to the problem that pretty much scares me the most.
[00:57:59.369 --> 00:58:12.917]  I mean, I try to make sure that I don't put toxins from food and water and beverages in my system, but right now we're dealing with massive parasites, which is anything that's harmful to your body that lives off a host mechanism.
[00:58:12.917 --> 00:58:19.242]  Right now with all the refugees spreading disease around, we have biological warfare going on everywhere.
[00:58:19.242 --> 00:58:20.602]  These are all parasites.
[00:58:20.602 --> 00:58:21.683]  Tell us about all the stuff it says.
[00:58:21.683 --> 00:58:22.744]  There's so many things that are in it.
[00:58:23.024 --> 00:58:27.527]  You have the neem in there, you have the organic clove bud, the organic wormwood.
[00:58:27.527 --> 00:58:30.649]  I recommend doing a parasite cleanse at least twice a year.
[00:58:30.649 --> 00:58:33.870]  Alright, well, I'm glad we've got some back in because I'm going back on it today.
[00:58:33.870 --> 00:58:34.911]  It just came back in yesterday.
[00:58:34.911 --> 00:58:36.832]  Living Defense, Infowarslife.com.
[00:58:36.832 --> 00:58:37.873]  And folks, you can't lose.
[00:58:37.873 --> 00:58:40.574]  It's full of stuff that's great for your body, period.
[00:58:40.574 --> 00:58:42.496]  And you support the broadcast.
[00:58:42.496 --> 00:58:43.836]  Infowarslife.com.
[00:58:43.836 --> 00:58:46.078]  Thank you, Dr. Group from the Global Healing Center.
[00:58:46.078 --> 00:58:48.039]  Thank you so much for all your work, sir, on this great product.
[00:58:50.874 --> 00:58:54.816]  Enjoy all natural bath and beauty products with Emmerich's Essentials.
[00:58:54.816 --> 00:59:14.303]  We are proud to bring you a collection of organic-based household products at Infowarestore.com, including non-nano SPF 30 zinc oxide sunscreen, DEET-free herbal bug spray, concentrated peppermint mouthwash, unscented body wash, tea tree shampoo, and long-lasting natural deodorant.
[00:59:14.423 --> 00:59:18.625]  Emmerich's Essentials is free of chemicals and toxins that may harm your body.
[00:59:18.625 --> 00:59:25.187]  We carefully select pure and simple ingredients to create formulas that are certified USDA made with organic.
[00:59:25.187 --> 00:59:30.009]  Our mission is to offer you everyday organic household products to enhance your life.
[00:59:30.009 --> 00:59:35.151]  Truly feel the difference by going organic natural without compromising on quality.
[00:59:35.151 --> 00:59:37.532]  Feel good about using Emmerich's Essentials.
[00:59:37.532 --> 00:59:41.634]  Start saving money and stop exposing yourself and your family to toxic ingredients.
[00:59:41.934 --> 00:59:47.938]  Visit Infowarestore.com and learn more about the new Emrix Essentials line of organic products.
[00:59:47.938 --> 00:59:52.282]  That's Infowarestore.com.
[00:59:52.282 --> 00:59:54.904]  You're listening to the Alex Jones Show.
[01:00:09.733 --> 01:00:18.220]  Coming to you from the former United States of America, from deep in the heart of Texas, it's Alex Jones.
[01:00:18.220 --> 01:00:27.948]  That's right, the globalists are trying to kill America, but if Trump and all of us are successful, I'll have to retire all these liners that I've had for many years because there's a civil war going on.
[01:00:27.948 --> 01:00:29.630]  We're retaking the country.
[01:00:29.630 --> 01:00:29.830]  Craig,
[01:00:31.212 --> 01:00:34.933]  We know the police have said it's impossible to act alone.
[01:00:34.933 --> 01:00:37.234]  The Sheriff's Department, uh, we're looking at radicalization.
[01:00:37.234 --> 01:00:43.436]  They're giving us clues, but then they're being pressured to say, oh, but the, you know, there was ballistics written on this note.
[01:00:43.436 --> 01:00:44.977]  He's got 22 guns.
[01:00:44.977 --> 01:00:45.817]  It's different ballistics.
[01:00:45.817 --> 01:00:53.480]  He just threw a range, I'm not a sniper like you, top sniper, but you know, do the range finder, have it set to your firearm, 400, 500 yards away.
[01:00:53.480 --> 01:00:58.201]  I mean, that seems like zero in at 400 yards, uh, and then just raise up higher.
[01:00:58.201 --> 01:01:00.162]  If you're going to go higher than that, he was mainly shooting at the,
[01:01:00.802 --> 01:01:03.003]  That's what leads me back to the bigger picture.
[01:01:03.003 --> 01:01:03.944]  There would need to be no
[01:01:21.152 --> 01:01:31.225]  Manipulation and pressure put on local law enforcement and the Sheriff's Department by the Feds if there were not a narrative that they were desperate to hide.
[01:01:31.225 --> 01:01:40.036]  If it were just the truth, they would encourage the locals just to stay quiet about the case so that they could make their prosecutions on a federal level.
[01:01:41.047 --> 01:01:54.613]  But to ask them to change the facts and not to tell certain things and to mislead people, then that leads me to believe, you know, that there's something crooked going on.
[01:01:54.613 --> 01:01:59.136]  And look, I mean, I served under David Knowlton there in Las Vegas as a federal agent.
[01:01:59.136 --> 01:02:01.657]  I don't trust that man as far as I can throw him.
[01:02:01.657 --> 01:02:03.818]  He's one of the top dogs at the FBI before.
[01:02:04.458 --> 01:02:08.721]  They got rid of him and he came to the Air Marshal Service and then eventually Air Marshal Service got rid of him.
[01:02:08.721 --> 01:02:18.226]  That guy, if he's any indication of what the FBI is about these days, then that agency's hurting in a shattered shell of what they once were.
[01:02:18.226 --> 01:02:21.968]  Well, you know, they chopped it full of all these Obama and Soros operatives.
[01:02:21.968 --> 01:02:22.929]  That's on record.
[01:02:22.929 --> 01:02:32.975]  And since you mentioned things like anomalies, they told us over and over again, I mean, there's so many points to this.
[01:02:34.755 --> 01:02:36.456]  And in fact, he was just popping in my ear a minute ago.
[01:02:36.456 --> 01:02:40.299]  What was the point you were making?
[01:02:40.299 --> 01:02:40.759]  There it is.
[01:02:40.759 --> 01:02:41.240]  Valet.
[01:02:41.240 --> 01:02:43.421]  Yeah, I mean, there's so many anomalies here.
[01:02:43.421 --> 01:02:44.342]  Valet.
[01:02:44.342 --> 01:02:45.423]  Entries proved paddock.
[01:02:45.423 --> 01:02:47.284]  Checked in three days before date given.
[01:02:47.284 --> 01:02:49.866]  We got the receipt showing he had a woman in there.
[01:02:49.866 --> 01:02:53.188]  Days before, later, the next day, the Sheriff's Department admitted that.
[01:02:53.188 --> 01:02:54.289]  I mean, there's so many anomalies.
[01:02:54.289 --> 01:02:55.730]  I try to think of them all, Craig.
[01:02:55.730 --> 01:02:56.551]  It gives me a headache.
[01:02:56.551 --> 01:02:57.632]  We're being lied to.
[01:02:59.144 --> 01:03:08.113]  Well, I've been busy with Vets for Child Rescue and the work that we're doing, Alex, so I haven't heard everything that's out there on this Vegas case.
[01:03:08.113 --> 01:03:15.120]  But one of the things that I think I should have heard but have not through a lot of these studies is the valet.
[01:03:15.120 --> 01:03:16.301]  You said the word valet.
[01:03:16.301 --> 01:03:20.886]  Well, whenever I go to check into a Vegas hotel, there's always, you know, valet there.
[01:03:20.886 --> 01:03:22.928]  They've got the big cart and if you've got, you know,
[01:03:23.587 --> 01:03:25.148]  Two or three people checking in.
[01:03:25.148 --> 01:03:33.194]  There's two carts, and they'll stack all your luggage and take them up a back elevator that nobody sees and bring them right to your room and put them down.
[01:03:33.194 --> 01:03:34.755]  And I would look for that.
[01:03:34.755 --> 01:03:39.999]  I'm not necessarily convinced that Paddock would have shuttled his own baggage.
[01:03:39.999 --> 01:03:46.443]  I mean, he could have broken these weapons down and had them in regular suitcases, and the valet would have taken them straight to his room for him.
[01:03:46.443 --> 01:03:51.467]  So that's something I'm surprised I haven't heard somebody else mention, because that's generally how it works.
[01:03:51.647 --> 01:03:52.888]  Well, they've not denied this.
[01:03:52.888 --> 01:03:55.169]  Homeland Security raided the hotel again Friday.
[01:03:55.169 --> 01:03:57.190]  People aren't even knowing that, but I have that from sources.
[01:03:57.190 --> 01:03:58.651]  I mean, they raided it.
[01:03:58.651 --> 01:04:01.393]  We're getting in their computers and things, so who knows what's going on.
[01:04:01.393 --> 01:04:08.498]  Then you've got the whole hotel being huge Soros donors and giving to the Arab Spring and giving to the Muslim Brotherhood.
[01:04:08.498 --> 01:04:09.418]  That's all confirmed.
[01:04:09.418 --> 01:04:10.399]  They told employees.
[01:04:11.772 --> 01:04:16.955]  Yeah, that's a big factor, Alex, and man, shame on us if we're not digging into that one big time.
[01:04:16.955 --> 01:04:28.462]  If the owner of that hotel is giving to the radicals and giving to the anti-Americans, and there's a lot of money flow behind this arms deal and the arrangements, man, that's huge.
[01:04:28.462 --> 01:04:29.343]  That's huge.
[01:04:29.343 --> 01:04:32.525]  It's a big indicating factor and must be followed up on big time.
[01:04:32.765 --> 01:04:40.592]  Well, Craig, as soon as you're done, the next few days, the work you're doing at TacticalInsider.com and Vets4ChildRescue.org, please come back on.
[01:04:40.592 --> 01:04:44.877]  Let's do a big breakdown of the latest on the war on pedophiles that's expanding.
[01:04:44.877 --> 01:04:46.938]  Thank you so much for your time.
[01:04:46.938 --> 01:04:48.860]  Thank you, Alex, for having me on once again.
[01:04:48.860 --> 01:04:49.261]  Thank you.
[01:04:49.261 --> 01:04:51.323]  That's a great guy right there.
[01:04:51.323 --> 01:04:54.005]  Federal forensic expert in federal court.
[01:04:54.005 --> 01:04:55.607]  I mean, that's a top guy to get on about this.
[01:04:55.607 --> 01:04:57.669]  And he says, stinks to high heaven, folks.
[01:04:59.318 --> 01:05:12.400]  Police departments across the country are now using an invasive surveillance tool called stingrays, which use cell phone towers to intercept phone calls and text messages without warrants.
[01:05:13.683 --> 01:05:25.666]  The technology comes courtesy of the FBI, who have forced our nation's police departments into signing non-disclosure agreements, forbidding them from publicly talking about the technology.
[01:05:25.666 --> 01:05:41.930]  Needless to say, this is a direct violation of our Fourth Amendment, and they have no legal authority for warrantless stingray spying, where we now know that police are collecting information on thousands of innocent people who are not even suspected of any crimes.
[01:05:42.390 --> 01:05:47.394]  Once again, more evidence that the police state isn't coming, it's already here.
[01:05:47.394 --> 01:05:51.638]  This is Darren McBreen, and I invite you to join the resistance.
[01:05:51.638 --> 01:06:02.887]  InfoWars.com.
[01:06:02.887 --> 01:06:06.850]  You are listening to an InfoWars.com Frontline Report.
[01:06:09.452 --> 01:06:20.961]  If you are receiving this transmission, you are the resistance.
[01:06:20.961 --> 01:06:29.527]  From deep in the heart of FEMA Region 6, Austin, Texas, transmitting worldwide, it's Alex Jones.
[01:06:32.344 --> 01:06:37.168]  It's funny how synchronicity or is it serendipity works.
[01:06:37.168 --> 01:06:40.471]  There's big breaking Stanley Kubrick news today.
[01:06:40.471 --> 01:06:45.135]  That's up on DrudgeReport.com and Infowars.com.
[01:06:45.135 --> 01:06:46.916]  That's out of the Daily Beast.
[01:06:46.916 --> 01:06:53.081]  Stanley Kubrick's right-hand man speaks the personal toll of working with a genius.
[01:06:53.081 --> 01:06:53.842]  It's a very flattering
[01:06:55.183 --> 01:07:00.687]  Interview Julian Davis as a big actress and dancer and out in Hollywood and hundreds of films.
[01:07:00.687 --> 01:07:08.752]  I'm not gonna get into her whole bio, but she was in Stanley Kubrick's Eyes Wide Shut and she's the lady in the satanic ritual who they killed.
[01:07:09.779 --> 01:07:18.882]  Later he's got to go look at her dead body that is Tom Cruise does and I was walking along a few weeks ago here in the morning when David Knight's on weekdays 8 a.m.
[01:07:18.882 --> 01:07:19.423]  to 11 a.m.
[01:07:19.423 --> 01:07:28.046]  and I say wow what's that Stanley Kubrick news I see and who's that lady now and I recognize her I said is that the lady they kill in the movie they said yeah yeah so it's like wow
[01:07:29.144 --> 01:07:42.534]  So I wanted to get her on because I don't want to break with confidence of what Vivian Kubrick, who was to a great extent one of Stanley Kubrick's proteges, was his favorite daughter, that's admitted.
[01:07:42.534 --> 01:07:43.835]  I didn't just believe the stuff she told me.
[01:07:43.835 --> 01:07:50.019]  She came to one of my events in Dallas four years ago and just told me just for days, it was wild stuff.
[01:07:52.605 --> 01:07:53.705]  But she was pretty smart, too.
[01:07:53.705 --> 01:08:04.009]  She had some insights into my own life that nobody else had, so she's definitely a tuned-in lady, and she told me the secrets of Stanley Kubrick, which you could definitely write a book about, but I'm not going to because they were done in confidence.
[01:08:04.009 --> 01:08:10.871]  But if we get this from somebody else, maybe she's got clues, or maybe she's got pieces.
[01:08:10.871 --> 01:08:20.914]  But just as we see in the news, all the occultism, and now things like Eyes Wide Shut being done officially at big parties and fashion shows inside Catholic churches in London,
[01:08:21.894 --> 01:08:40.530]  What is going on, but what was it like, here's the big question, to be in, eyes wide shut, with Tom Cruise and of course his wife Nicole Kidman, and then I remember from, I wasn't a big Hollywood guy at the time, but I miss people in Hollywood, they said, oh my gosh, Kubrick doesn't want 24 minutes cut.
[01:08:40.530 --> 01:08:42.752]  He's throwing fits, he has final cut, he says no.
[01:08:42.752 --> 01:08:47.375]  So contractually, they couldn't cut it, even though he'd gone over budget.
[01:08:47.375 --> 01:08:50.218]  And then they cut the time, and he had a heart attack and died.
[01:08:51.445 --> 01:08:53.166]  So the question is, was he killed?
[01:08:53.166 --> 01:09:07.416]  We're blurring this out so folks don't see the full nitty-gritty, but Julian Davis, that's J-U-L-I-E-N-N-E Davis, juliendavis.com is her website.
[01:09:07.416 --> 01:09:17.822]  So instead of me babbling over this whole history, because I imagine you've got some treasure troves of knowledge, there was great controversy surrounding this film and what was in those 24 minutes.
[01:09:17.822 --> 01:09:19.343]  So start wherever you'd like.
[01:09:19.343 --> 01:09:20.024]  Thanks for joining us.
[01:09:21.141 --> 01:09:24.047]  Hey, thanks Alex for having me.
[01:09:24.047 --> 01:09:29.479]  You know, really, when I shot the film, they didn't tell me any information at all.
[01:09:30.920 --> 01:09:32.562]  We were really clueless.
[01:09:32.562 --> 01:09:33.803]  I hate to tell you that.
[01:09:33.803 --> 01:09:42.529]  And I don't want to throw a big wet blanket on the theory that something happened to him that was nefarious.
[01:09:42.529 --> 01:09:46.632]  But honest to God, he was not a young 70.
[01:09:46.632 --> 01:09:53.017]  And so maybe the stress of finally finishing the edit or whatever, his body just went, I'm done.
[01:09:53.017 --> 01:09:53.918]  You know?
[01:09:54.264 --> 01:09:55.705]  Well, he would totally commit to stuff.
[01:09:55.705 --> 01:09:59.547]  Like, as you said, 24 hours a day, somebody's not sleeping, not even using drugs.
[01:09:59.547 --> 01:09:59.848]  Oh, yeah.
[01:09:59.848 --> 01:10:02.389]  I mean, not even using drugs to do it.
[01:10:02.389 --> 01:10:03.550]  We were working very late nights.
[01:10:03.550 --> 01:10:10.754]  We started our hours, especially during those whole ritual scenes, the hours we started at 2 p.m.
[01:10:10.754 --> 01:10:15.277]  and would break at 2, 2.30 in the morning, sometimes 3.
[01:10:15.277 --> 01:10:19.120]  Well, did you, I mean, did you ever talk to Kubrick when you were on the set about why?
[01:10:19.120 --> 01:10:20.601]  Oh, I talked to him plenty.
[01:10:20.601 --> 01:10:22.042]  All the time.
[01:10:22.042 --> 01:10:22.482]  All the time.
[01:10:23.208 --> 01:10:24.308]  Smart man.
[01:10:24.308 --> 01:10:26.629]  Didn't like to talk about himself too much.
[01:10:26.629 --> 01:10:30.931]  Didn't like to talk about his projects, except for he did talk about AI.
[01:10:30.931 --> 01:10:32.391]  He was very excited about AI.
[01:10:32.391 --> 01:10:35.572]  So I was... Because he was going to make that movie next.
[01:10:35.572 --> 01:10:36.753]  Yes, he was.
[01:10:36.753 --> 01:10:41.534]  And I remember him talking to me about it because, well, I'm from a kind of computer background.
[01:10:41.534 --> 01:10:43.455]  Not me, but my family.
[01:10:43.455 --> 01:10:43.935]  And, uh...
[01:10:45.151 --> 01:10:51.777]  He started talking about it and I said, Stanley, you haven't even finished, you know, filming this film, let alone editing.
[01:10:51.777 --> 01:10:54.239]  So, but yeah, he was very excited about it.
[01:10:54.239 --> 01:11:00.906]  It was a shame because it would have been an entirely different and, in my opinion, better film had he done it.
[01:11:00.906 --> 01:11:07.251]  Did you hear on the set or later about the controversy of why they cut 24 minutes?
[01:11:09.329 --> 01:11:10.629]  Well, sure.
[01:11:10.629 --> 01:11:17.612]  One of the reasons they cut that time is that they thought it was a little bit too salacious for American markets.
[01:11:17.612 --> 01:11:21.733]  So there is a longer version for Europe.
[01:11:21.733 --> 01:11:23.554]  Oh my gosh, I need to see that immediately!
[01:11:23.554 --> 01:11:30.977]  Because I've been invited to these things below the caves there in England.
[01:11:30.977 --> 01:11:34.398]  I've never gone to those, so I guess I should see what I've missed, though.
[01:11:36.289 --> 01:11:39.353]  There's just more, you know, more sex scenes, really.
[01:11:39.353 --> 01:11:47.122]  Um, scenes that I wasn't, those, the, uh, quote, action of the orgy scenes I wasn't involved with.
[01:11:47.122 --> 01:11:50.726]  Did you ever ask where he got the idea for this?
[01:11:50.726 --> 01:11:51.567]  No.
[01:11:51.567 --> 01:11:54.751]  In fact... Because, see, I know all about it, but I can't tell you.
[01:11:55.660 --> 01:11:59.541]  Okay, so it was very, very secretive.
[01:11:59.541 --> 01:12:06.702]  And, you know, when I booked that film, I was a nobody, so he wasn't going to divulge that information to me.
[01:12:06.702 --> 01:12:11.943]  I'm sure Tom knew what was going on, but, you know, even Tom was a bit closed-lipped in that respect.
[01:12:11.943 --> 01:12:14.784]  They didn't really talk about the film, they didn't talk about the story.
[01:12:14.784 --> 01:12:23.266]  I mean, since that time, you know, I know that there are Eyes Wide Shut parties going on all over the world.
[01:12:25.549 --> 01:12:27.257]  Parties that I have not gone to.
[01:12:27.257 --> 01:12:29.868]  I'm not into that kind of thing.
[01:12:31.823 --> 01:12:37.847]  Well, they've got the original Hellfire Club at one of the two big British famous universities.
[01:12:37.847 --> 01:12:42.771]  And then, even if you don't go to the university, you get invited to go down to the caves and do it.
[01:12:42.771 --> 01:12:45.273]  There's Vivian Kubrick when she just popped up.
[01:12:45.273 --> 01:12:46.574]  I checked her out.
[01:12:46.574 --> 01:12:47.655]  It was Vivian Kubrick.
[01:12:47.655 --> 01:12:49.496]  Did the music for Apocalypse Now.
[01:12:49.496 --> 01:12:50.677]  I mean, not Apocalypse Now.
[01:12:50.677 --> 01:12:51.978]  For Full Metal Jacket.
[01:12:51.978 --> 01:12:52.618]  You name it.
[01:12:52.618 --> 01:12:55.460]  And then there she was telling me all this wild stuff.
[01:12:55.460 --> 01:12:56.201]  It was pretty crazy.
[01:12:57.321 --> 01:13:01.142]  I would love to hear it, but I can understand if you can't share.
[01:13:01.142 --> 01:13:02.443]  Well, no, I mean, it's off record.
[01:13:02.443 --> 01:13:09.285]  You know, that's the problem is people want to tell you stuff and then it's off record and you can't tell people.
