[00:00:07.065 --> 00:00:10.448]  Thursday, 27th.
[02:18:05.779 --> 02:18:07.320]  Oh, absolutely, yeah.
[02:18:07.320 --> 02:18:07.681]  Absolutely.
[02:18:08.341 --> 02:18:11.245]  You know, it's interesting, we're talking about these renewable mandates at the state level.
[02:18:11.245 --> 02:18:17.273]  One of the reasons, a lot of people say, but I like solar energy, and I like solar energy on an individual basis as well.
[02:18:17.273 --> 02:18:25.704]  If you're not on the grid, but if you put out a massive power station that is on the grid, you have to be able to deliver rock-solid, steady-state power.
[02:18:26.204 --> 02:18:31.586]  And these renewable sources can't do that without massive, massive storage of energy.
[02:18:31.586 --> 02:18:37.169]  You can store the energy to take out of those ups and downs on an individual basis.
[02:18:37.169 --> 02:18:39.950]  You can spend a lot of money on batteries and it's very expensive to do that.
[02:18:39.950 --> 02:18:41.791]  You can't do that on the grid level.
[02:18:42.051 --> 02:18:54.995]  And so what they wind up doing is going back to these other forms of energy, whether it's coal or oil, they fall back on these plants and then they're recycling these plants up and down and utilizing them in a much less efficient way.
[02:18:54.995 --> 02:19:03.778]  They use more fuel, they create more emissions, because just like your car, if you're stopping and starting at traffic lights, you're going to be using a lot more fuel.
[02:19:03.778 --> 02:19:05.639]  So it's a lot less efficient to do that.
[02:19:06.179 --> 02:19:08.821]  I think that's something that a lot of people really don't understand.
[02:19:08.821 --> 02:19:14.085]  I mean, we want to see some of these other alternatives work, but it just simply doesn't matter.
[02:19:14.085 --> 02:19:16.667]  And even if you try to make it larger, they did that in the North Sea.
[02:19:16.667 --> 02:19:21.790]  They tried to get a larger wind field, and they went all up and down the coast of Ireland.
[02:19:21.790 --> 02:19:25.293]  All it did was make the peaks and the troughs deeper and higher.
[02:19:25.293 --> 02:19:27.534]  So they couldn't get a steady state out of that renewable.
[02:19:27.534 --> 02:19:31.637]  That's the key thing if you're going to have a power grid, is that you need to have it renewable.
[02:19:31.637 --> 02:19:32.838]  I mean, stable, rather.
[02:19:33.846 --> 02:19:40.169]  Exactly, that's a big issue with that, is reliability and grid consistency.
[02:19:40.169 --> 02:19:43.530]  And you can't get those out of renewables.
[02:19:43.530 --> 02:19:47.151]  And again, by renewables we're talking primarily wind and solar.
[02:19:47.151 --> 02:19:51.713]  They don't even count for some reason, I don't know, and I grew up in New England, which we rely heavily on.
[02:19:51.713 --> 02:19:52.954]  Stay with us, Craig.
[02:19:52.954 --> 02:19:54.794]  We're going to have one more segment.
[02:19:54.794 --> 02:19:55.715]  We've got to take a quick break.
[02:19:55.715 --> 02:19:58.396]  We'll be right back with Craig Richardson, enelegal.org.
[02:20:01.246 --> 02:20:05.208]  We use cell phones against our heads every day, but now a landmark U.S.
[02:20:05.208 --> 02:20:10.831]  government study confirms increased health risks from exposure to EMF radiation emitted from these devices.
[02:20:10.831 --> 02:20:12.912]  The time to protect yourself is now.
[02:20:12.912 --> 02:20:14.753]  The solution is DefenderShield.
[02:20:14.753 --> 02:20:21.877]  Proudly made in the USA, DefenderShield blocks virtually 100% of EMF radiation emitted from cell phones, tablets, and laptops.
[02:20:21.877 --> 02:20:23.798]  Buy now at DefenderShield.com.
[02:20:23.798 --> 02:20:26.020]  Use discount code DEFENDER for 10% off.
[02:20:26.020 --> 02:20:27.380]  DefenderShield.com.
[02:20:27.380 --> 02:20:29.942]  The worldwide leader in EMF radiation protection.
[02:20:30.845 --> 02:20:37.607]  Water is the single most important thing your body needs, so you want to be sure it's the best for you and your family.
[02:20:37.607 --> 02:20:41.868]  Since 2005, thousands have depended on Berkey Purified Water.
[02:20:41.868 --> 02:20:46.489]  The Berkey guy provides the lowest price filtration systems in every size.
[02:20:46.489 --> 02:20:52.070]  For incredibly delicious water now and in an emergency, get to GoBerkey.com or call 877-886-3653.
[02:20:52.070 --> 02:20:52.190]  877-886-3653.
[02:20:52.190 --> 02:20:52.530]  GoBerkey.com.
[02:21:00.632 --> 02:21:05.694]  Over the years, there have been a lot of powerful advancements in the field of science and nutraceuticals.
[02:21:05.694 --> 02:21:14.338]  Longevity integrates years of scientific research into creating fantastic products like Beyond Tangy Tangerine, plant-derived minerals, and much more.
[02:21:14.338 --> 02:21:18.439]  Longevity also offers you an ingenious way to augment your income.
[02:21:18.439 --> 02:21:19.220]  And the best part?
[02:21:19.220 --> 02:21:22.081]  You'll be helping your friends and family along the way.
[02:21:22.081 --> 02:21:24.702]  Visit InfoWarsTeam.com today.
[02:21:24.702 --> 02:21:25.462]  Become a member.
[02:21:25.462 --> 02:21:29.524]  Get discounts on the amazing products and free shipping when you sign up for AutoShip.
[02:21:29.724 --> 02:21:36.447]  And you're able to promote the products to friends and family and neighbors in your community and make money while helping people at the same time.
[02:21:36.447 --> 02:21:37.388]  Another win-win.
[02:21:37.388 --> 02:21:41.110]  That's why I'm a member of the Longevity Team at Infowarsteam.com.
[02:21:41.110 --> 02:21:42.350]  And you can be too.
[02:21:42.350 --> 02:21:42.911]  It's simple.
[02:21:42.911 --> 02:21:45.832]  Just go to Infowarsteam.com today.
[02:21:45.832 --> 02:21:47.933]  Complete a short sign-up and you're part of the team.
[02:21:47.933 --> 02:21:51.175]  That's Infowarsteam.com or Infowarshealth.com.
[02:21:51.175 --> 02:21:57.458]  So many people call into my radio show and tell me how Longevity and the products at Infowarsteam.com have changed their lives.
[02:21:57.458 --> 02:21:58.759]  Check it out for yourself today.
[02:22:00.819 --> 02:22:02.400]  Only twice a year, and it's here!
[02:22:02.400 --> 02:22:04.122]  Kohl's lowest prices of the season.
[02:22:04.122 --> 02:22:06.043]  Prices so low, no coupons needed.
[02:22:06.043 --> 02:22:08.745]  Get the lowest prices of the season on women's Sonoma Tees, just $4.99.
[02:22:08.745 --> 02:22:13.709]  $5 tall at Jumping Beans tops and bottoms, and Nike sneakers, just $43.99.
[02:22:13.709 --> 02:22:18.693]  Get the lowest prices of the season on Kitchen Electrics, $4.99 after $12 mail-in rebate.
[02:22:18.693 --> 02:22:21.014]  Plus, the big one bath towel is just $2.99.
[02:22:21.014 --> 02:22:23.496]  Stock up, stay big, and get Kohl's cash.
[02:22:23.496 --> 02:22:27.379]  It's the lowest prices of the season, Wednesday through Sunday, at Kohl's.
[02:22:27.379 --> 02:22:27.960]  Collect styles.
[02:22:27.960 --> 02:22:29.201]  See store at kohl's.com for details.
[02:22:30.001 --> 02:22:32.602]  Hunters, anglers, campers, and survivalists.
[02:22:32.602 --> 02:22:33.662]  Get back to nature.
[02:22:33.662 --> 02:22:40.825]  Expand your horizons with the highest quality, most versatile, unique slingshots and sling bows on the market at slingbow.com.
[02:22:40.825 --> 02:22:44.186]  Slingbow products are compact and models start from just $17.98.
[02:22:44.186 --> 02:22:47.687]  They're perfect for your bug out bag or storing in your vehicle.
[02:22:47.687 --> 02:22:51.748]  Give yourself and your loved ones the excitement and tradition of slingbow.
[02:22:51.748 --> 02:22:56.250]  A new frontier in archery and truly modern twist on this primitive survival tool.
[02:22:56.250 --> 02:22:58.891]  Feel the thrill only at slingbow.com.
[02:22:59.741 --> 02:23:04.864]  The answer to being in control of your own health care is freedom from insurance.
[02:23:04.864 --> 02:23:10.567]  Become part of a group of self-pay patients that come together to share in each other's medical expenses.
[02:23:10.567 --> 02:23:15.769]  Individual share amounts begin at $107 a month and $347 for families.
[02:23:15.769 --> 02:23:17.710]  Choose from three health sharing programs.
[02:23:17.710 --> 02:23:20.091]  Holistic treatments may be eligible for sharing.
[02:23:20.091 --> 02:23:21.052]  See guidelines.
[02:23:21.052 --> 02:23:24.334]  Discount programs available for dental, vision, and pharmacy.
[02:23:24.334 --> 02:23:26.275]  Go to LibertyOnCall.org.
[02:23:26.275 --> 02:23:28.116]  That's LibertyOnCall.org.
[02:23:29.597 --> 02:23:33.378]  Be prepared for the next disaster with the ShelterPod.
[02:23:33.378 --> 02:23:37.440]  The ShelterPod is a large, all-season, heavy-duty, quick-deploy shelter.
[02:23:37.440 --> 02:23:45.022]  The ShelterPod system can be set up in 30 seconds and includes an emergency medical kit, water filter, survival tools, and more.
[02:23:45.022 --> 02:23:47.083]  Are you prepared to take care of your family?
[02:23:47.083 --> 02:23:49.684]  Do you have everything in one place ready to go?
[02:23:49.684 --> 02:23:54.065]  Get it now or enter to win a complete ShelterPod system at ShelterPod.com.
[02:23:54.065 --> 02:23:56.566]  The ShelterPod at ShelterPod.com.
[02:23:56.566 --> 02:23:58.147]  Shelter when you need it most.
[02:24:11.058 --> 02:24:12.359]  Welcome back to the Alex Jones Show.
[02:24:12.359 --> 02:24:12.980]  I'm David Knight.
[02:24:12.980 --> 02:24:16.804]  We're talking to Craig Richardson with enelegal.org.
[02:24:16.804 --> 02:24:18.606]  That's Energy and Environment Issues.
[02:24:18.606 --> 02:24:24.533]  We're going to talk to him a little bit more about the importance of getting out of the Paris Climate Treaty.
[02:24:24.533 --> 02:24:28.257]  And of course there's opposition from Jared and Ivanka and Rex Tillerson to that.
[02:24:28.857 --> 02:24:34.921]  Donald Trump has advocated getting out of that, as well as his pick for EPA, Scott Pruitt.
[02:24:34.921 --> 02:24:36.842]  So we're hoping that we can win this debate.
[02:24:36.842 --> 02:24:43.066]  It's a war over the hearts and minds there in the White House, and any legal is a big part of that.
[02:24:43.066 --> 02:24:50.852]  Before we get back to Craig, I just want to remind you that we have our continued special for Caveman, 53% off at InfoWarsStore.com.
[02:24:50.852 --> 02:24:52.553]  That's an additional 20% off.
[02:24:52.553 --> 02:24:55.655]  And also we have a flash special on Liver Shield.
[02:24:56.315 --> 02:24:58.296]  30% off at Infowarslife.com.
[02:24:58.296 --> 02:25:06.338]  You heard Dr. Group talking about fatty liver and talking also about the fact that your liver regenerates very quickly.
[02:25:06.338 --> 02:25:11.119]  It's one of the most quickly regenerating parts of your body.
[02:25:11.119 --> 02:25:15.160]  Liver Shield uses a powerful blend of organic and wild-crafted herbs.
[02:25:15.160 --> 02:25:19.801]  It supports natural function and detoxification of the liver and gallbladder.
[02:25:20.501 --> 02:25:21.603]  Try Liver Shield right now.
[02:25:21.603 --> 02:25:22.644]  You can get 30% off.
[02:25:22.644 --> 02:25:24.046]  This is a flash sale.
[02:25:24.046 --> 02:25:26.949]  It's going to be very short at InfoWarsLife.com.
[02:25:26.949 --> 02:25:30.434]  Again, that's 30% off Liver Shield.
[02:25:30.434 --> 02:25:34.939]  Craig, when we're talking about this, one of the things that Chris Horner had pointed out
[02:25:35.979 --> 02:25:45.187]  On your site is that this back and forth that we see between the forces with Jared and Ivanka to try to stay in the Paris Climate Treaty.
[02:25:45.187 --> 02:25:52.433]  They would like to try to keep evidently a middle ground and try to rationalize that, you know, we don't have to say anything about it.
[02:25:52.433 --> 02:25:54.275]  We can just kind of quietly leave it there.
[02:25:55.155 --> 02:26:02.158]  As we pointed out before, Chris said if you leave it there, it's going to be the foundation for future regulation, just as we see with Obamacare.
[02:26:02.158 --> 02:26:08.481]  If we don't repeal the fundamental stuff there, we can mess around and rearrange the deck chairs of these mandates.
[02:26:08.481 --> 02:26:12.943]  But the fundamental basis is still going to be there, and that's true with the climate treaty.
[02:26:12.943 --> 02:26:19.506]  And as Chris Horner said, the State Department guidelines establish what the treaty criteria are.
[02:26:19.506 --> 02:26:21.247]  Of course, we know in the Constitution as well.
[02:26:21.987 --> 02:26:24.889]  Absolutely, and that is one of the plans, is to send it to the Senate.
[02:26:42.722 --> 02:26:43.143]  That's right.
[02:26:43.143 --> 02:26:43.463]  That's right.
[02:26:58.402 --> 02:27:00.784]  Yeah, this could be one of those moments for him.
[02:27:00.784 --> 02:27:09.833]  I mean, CEI put out an ad, which we had on our site as well, you may have seen, taking that very clip that candidate Trump set on the trail last year.
[02:27:09.833 --> 02:27:14.678]  I don't think he could have been any more clear about what his plans were and why he was going to get out.
[02:27:14.678 --> 02:27:15.038]  Exactly.
[02:27:15.899 --> 02:27:19.662]  They can make this up, your organization, to make this more of an issue.
[02:27:19.662 --> 02:27:22.565]  What else can people do to get this going?
[02:27:22.565 --> 02:27:31.533]  Talking about it on social media, making sure that President Trump understands that we want him to keep this promise, that we understand the danger of leaving that thing sitting there.
[02:27:31.533 --> 02:27:32.174]  What can people do?
[02:27:32.830 --> 02:27:33.470]  Yeah, exactly.
[02:27:33.470 --> 02:27:35.272]  I mean, all the things that they did during the campaign.
[02:27:35.272 --> 02:27:36.653]  I mean, they need to be tweeting about it.
[02:27:36.653 --> 02:27:38.354]  They need to be posting on Facebook about it.
[02:27:38.354 --> 02:27:39.695]  They need to be getting to the White House.
[02:27:39.695 --> 02:27:44.358]  They need to be getting to some of the other people outside of the ones you mentioned.
[02:27:44.358 --> 02:27:47.940]  There's a few other people in the White House themselves who need to hear from this.
[02:27:47.940 --> 02:27:50.902]  But most of all, they need to make noise and say, look, we voted for you.
[02:27:50.902 --> 02:27:57.326]  We took we took a pass on this or a flyer on this and you said you were going to do this and you need to do this.
[02:27:57.326 --> 02:28:02.790]  I mean, these are the people that put him in there and the ones that are telling him otherwise are not the ones that have voted for him.
[02:28:04.151 --> 02:28:15.639]  And I think it's very important to understand that the Washington establishment knows how to leave the framework in place.
[02:28:15.639 --> 02:28:17.260]  We saw it with Obamacare.
[02:28:17.260 --> 02:28:23.164]  We saw that they said, well, phase two, we're going to have the secretary come in and get rid of certain things.
[02:28:23.644 --> 02:28:26.666]  And we can try to do that at the EPA.
[02:28:26.666 --> 02:28:30.688]  They set up this situation where they decided they were going to kill an entire industry, the coal industry.
[02:28:30.688 --> 02:28:33.730]  They talked about bankrupting it and anybody that tried to create that.
[02:28:33.730 --> 02:28:37.052]  It wasn't even concerned about whether or not they could do it cleanly.
[02:28:37.052 --> 02:28:43.275]  They simply wanted to destroy that industry and they wanted to subsidize another industry, the solar industry, specifically corporations like Solyndra.
[02:28:43.275 --> 02:28:45.036]  We saw how that worked out for us.
[02:28:45.036 --> 02:28:50.939]  So we don't want to leave that mechanism there, that justification there, just like we don't want to leave it there with Obamacare.
[02:28:50.939 --> 02:28:52.360]  That's the thing that is so important.
[02:28:52.640 --> 02:28:53.921]  And that's what people need to understand.
[02:28:53.921 --> 02:29:03.685]  The public needs to understand that if we leave the endangerment clause there that Obama put in, and if we leave this ambiguous situation about the Paris Climate Treaty, are we in, are we out?
[02:29:03.685 --> 02:29:05.146]  Well, let's not talk about that.
[02:29:05.146 --> 02:29:14.310]  They will revive this with the next president that comes in, and they will move this forward if we don't pull this thing out and repeal it.
[02:29:14.310 --> 02:29:15.411]  That's a very important thing.
[02:29:15.411 --> 02:29:17.612]  Or have a vote, up and down, as you point out.
[02:29:17.612 --> 02:29:18.432]  Take that to the Senate.
[02:29:19.500 --> 02:29:19.880]  Exactly.
[02:29:19.880 --> 02:29:29.305]  And the other thing about leaving it there, which I think you already touched on, is then you have the whole court system and the NRDC, the environmental group, is just lowering up, lowering up all over the place.
[02:29:29.305 --> 02:29:37.889]  And so if you don't deal with these precedents now in a very clean, legal way, you're just going to put you, you're going to leave it up to the Ninth Circus in California to decide.
[02:29:38.109 --> 02:29:41.690]  That's right, you leave that framework there, they will use it to hang us.
[02:29:41.690 --> 02:29:44.771]  Thank you so much, Craig Richardson, enelegal.org.
[02:29:44.771 --> 02:29:46.312]  Stay with us when we come back.
[02:29:46.312 --> 02:29:50.293]  Alex Jones' report, we did not elect Ivanka as president.
[02:29:50.293 --> 02:29:54.175]  We're on the march, the empire's on the run.
[02:29:54.175 --> 02:29:56.856]  Alex Jones and the GCN Radio Network.
[02:30:01.303 --> 02:30:03.885]  This is Owen Schroer for InfoWars.com.
[02:30:03.885 --> 02:30:06.508]  Listen to these headlines from just the last week.
[02:30:06.508 --> 02:30:10.091]  Four times in four days, Russian military aircraft fly off U.S.
[02:30:10.091 --> 02:30:12.053]  coast, some nuclear-capable.
[02:30:12.053 --> 02:30:12.333]  U.S.
[02:30:12.333 --> 02:30:14.635]  sends nuclear sniffer plane to Korea.
[02:30:14.635 --> 02:30:20.681]  China tests missile on deadly new destroyer ship near North Korea as it warns it's getting troops battle-ready.
[02:30:20.681 --> 02:30:21.001]  U.S.
[02:30:21.001 --> 02:30:23.083]  preparing to evacuate 230,000 Americans from South Korea.
[02:30:25.225 --> 02:30:26.206]  Washington D.C.
[02:30:26.206 --> 02:30:28.927]  to hold massive coordinated terror attack drill.
[02:30:28.927 --> 02:30:31.588]  Feds prepare for nuclear attack in New Jersey.
[02:30:31.588 --> 02:30:35.451]  North Korea flexes muscle in unprecedented live fire drill.
[02:30:35.451 --> 02:30:35.951]  D.C.
[02:30:35.951 --> 02:30:39.693]  area first responders prepare for a complex terror attack.
[02:30:39.693 --> 02:30:40.033]  U.S.
[02:30:40.033 --> 02:30:43.515]  Navy fires warning flare at Iran vessel in Persian Gulf.
[02:30:43.815 --> 02:30:47.217]  Air Force launches test missile off California coast.
[02:30:47.217 --> 02:30:51.040]  Entire US Senate called for meeting on North Korea briefing.
[02:30:51.040 --> 02:30:56.104]  And now NBC News is telling its audience what to do in case of a nuclear attack.
[02:30:56.104 --> 02:30:58.365]  Will this cold world war ever go hot?
[02:30:58.365 --> 02:31:00.587]  Stay informed at InfoWars.com
[02:31:01.087 --> 02:31:05.092]  A new shipment of Biotruth Selenium is now available at Infowarslife.com.
[02:31:05.092 --> 02:31:06.573]  We've been sold out for months.
[02:31:06.573 --> 02:31:11.639]  Our one-of-a-kind Infowars Life Biotruth Selenium formula is now back in stock at Infowarslife.com.
[02:31:11.639 --> 02:31:15.664]  This is the true selenium formula that has rocked the nutraceutical industry to its core.
[02:31:16.184 --> 02:31:20.305]  Every other selenium supplement on the market is produced with synthetic selenium.
[02:31:20.305 --> 02:31:25.447]  But bio-true selenium is made from a source of 100% organic mustard seed.
[02:31:25.447 --> 02:31:28.908]  The effects of the essential trace mineral selenium are well known.
[02:31:28.908 --> 02:31:32.949]  From supporting the thyroid gland and immune system to DNA production and eyesight.
[02:31:33.069 --> 02:31:41.155]  BioTruth Selenium is also the perfect supercharger to Survival Shield X2 Basin Iodine, as both help support a healthy thyroid and many other systems.
[02:31:41.155 --> 02:31:46.059]  Visit InfoWarsLife.com to order your bottle of BioTruth Selenium before we sell it again.
[02:31:46.059 --> 02:31:54.586]  That's InfoWarsLife.com to secure your selenium and other key products that don't only help yourself and your family, but also fund our operation against the globalists.
[02:31:54.586 --> 02:31:55.147]  A 360 win.
[02:31:55.147 --> 02:31:57.208]  We didn't ask for this fight, but we're in this fight.
[02:31:57.208 --> 02:31:58.709]  This is the time to support InfoWars.
[02:31:58.709 --> 02:31:59.870]  That's InfoWarsLife.com.
[02:32:00.991 --> 02:32:06.453]  After being sold out for months, our best-selling super blue fluoride toothpaste is now back in stock at InfoWareStore.com.
[02:32:06.453 --> 02:32:08.534]  Research across the board is clear.
[02:32:08.534 --> 02:32:13.836]  When bacteria infects your gums, it can enter your bloodstream and even contribute to blood clots and heart attacks.
[02:32:13.836 --> 02:32:17.577]  That's why the last Surgeon General's report on oral health warns that
[02:32:17.677 --> 02:32:21.119]  Your oral health can have a serious impact on your entire body.
[02:32:21.119 --> 02:32:24.302]  Super Blue Fluoride-Free Toothpaste is a groundbreaking new formula.
[02:32:24.302 --> 02:32:28.184]  It's loaded with good halogen iodine instead of the bad halogen fluoride.
[02:32:28.184 --> 02:32:35.349]  Super Blue contains natural oils and ingredients used since biblical times to help wipe out bad bacteria and eliminate bad breath.
[02:32:35.349 --> 02:32:40.753]  Just some of the ingredients in Super Blue chosen by our dental experts include xylitol, peppermint oil,
[02:32:40.913 --> 02:32:41.773]  We're good to go.
[02:33:15.339 --> 02:33:22.064]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[02:33:22.064 --> 02:33:27.728]  It's Alex Jones.
[02:33:27.728 --> 02:33:33.472]  We did not elect Ivanka Trump to be the 45th President of the United States.
[02:33:33.472 --> 02:33:34.933]  I think she's talented, she's beautiful.
[02:33:37.179 --> 02:33:40.041]  I think the dresses she wears, her clothing line are cool.
[02:33:40.041 --> 02:33:41.943]  I have nothing against her personally.
[02:33:41.943 --> 02:33:42.944]  Or Jared Kushner.
[02:33:42.944 --> 02:33:44.786]  But we didn't elect him to be president either.
[02:33:44.786 --> 02:33:46.367]  He's a Democrat.
[02:33:46.367 --> 02:33:47.868]  His dad went to prison for fraud.
[02:33:47.868 --> 02:33:52.973]  His 666 building is going, you know, sideways.
[02:33:52.973 --> 02:33:55.195]  The Communist Chinese, you know, are involved with him.
[02:33:55.195 --> 02:33:56.996]  We told you about that months ago, weeks ago.
[02:33:56.996 --> 02:33:58.598]  Now it's in the New York Times today.
[02:33:59.670 --> 02:34:00.910]  We didn't elect her.
[02:34:00.910 --> 02:34:13.334]  And she's over in Germany with Merkel that opened the borders up for all the Islamists, 80% military age men, and she says for women we should let refugees in, and that her dad's wrong and she wants him to change his mind.
[02:34:13.334 --> 02:34:15.575]  What?
[02:34:15.575 --> 02:34:19.936]  From seven unvetted countries where the Islamists just issue fake passports basically?
[02:34:21.713 --> 02:34:22.834]  To terrorists?
[02:34:22.834 --> 02:34:24.776]  ISIS is being defeated right now.
[02:34:24.776 --> 02:34:26.477]  Al-Qaeda is being defeated in Syria.
[02:34:26.477 --> 02:34:27.818]  Trump's keeping his promise on that.
[02:34:27.818 --> 02:34:32.462]  And as the Rand Corporation, gloveless, have come out and admitted, that's going to squeeze out those terrorists.
[02:34:32.462 --> 02:34:35.064]  They're looking for more terror attacks from that.
[02:34:35.064 --> 02:34:36.806]  And ISIS is ordering those attacks.
[02:34:36.806 --> 02:34:37.627]  We see them happening.
[02:34:37.627 --> 02:34:42.611]  The car attacks, the bomb attacks, the stabbing attacks, the shooting attacks, almost every day in Europe.
[02:34:42.611 --> 02:34:43.732]  So the answer is bring more in!
[02:34:44.599 --> 02:34:45.680]  Because you're for women.
[02:34:45.680 --> 02:34:47.523]  More genital mutilation.
[02:34:47.523 --> 02:34:48.304]  More burkas.
[02:34:48.304 --> 02:34:51.668]  I saw an article, uh, Zinder Spiegel pushing it.
[02:34:51.668 --> 02:34:54.932]  German newspapers are saying women should wear a jibs.
[02:34:57.355 --> 02:34:59.237]  To fight Islamophobia.
[02:34:59.237 --> 02:35:01.999]  That's what the Soros groups have women doing at these marches.
[02:35:01.999 --> 02:35:11.208]  It's so surreal to see naked lesbians with their tops off saying Allah Akbar, when in Muslim countries they'd be in prison or dead, you know, just like that.
[02:35:11.208 --> 02:35:12.049]  And that's a fact!
[02:35:12.049 --> 02:35:13.390]  That's not Islamophobia!
[02:35:13.390 --> 02:35:15.372]  That's the reality that they're not tolerant!
[02:35:18.732 --> 02:35:22.413]  They're not tolerant of less radical Muslims like Kurds and Alawites.
[02:35:22.413 --> 02:35:23.873]  I mean, that's a fact!
[02:35:23.873 --> 02:35:25.034]  Not a conspiracy theory.
[02:35:25.034 --> 02:35:34.376]  The fact that I'm informed, the fact that I know what I'm talking about, the fact that I have history and common sense, and then the fact that that trumps all the pseudo-intellectual fake leftists out there.
[02:35:34.376 --> 02:35:39.217]  They don't know what to do if they make jokes about people that are informed.
[02:35:39.217 --> 02:35:40.997]  Pisses me off.
[02:35:40.997 --> 02:35:41.958]  So we didn't elect her.
[02:35:41.958 --> 02:35:44.938]  Now here's the paradox.
[02:35:44.938 --> 02:35:46.699]  I always said the elite were truly after
[02:35:47.970 --> 02:35:53.694]  Trump, the elite didn't like him because of his nationalism, his anti-globalism, so he actually wanted to be president.
[02:35:53.694 --> 02:35:57.417]  I said the danger is the elite really hate him.
[02:35:57.417 --> 02:35:58.418]  That was real.
[02:35:58.418 --> 02:36:10.747]  But what if he's just coming in as an outside predator group to take globalism that they used America to build away from them and then use it for his own system?
[02:36:10.747 --> 02:36:12.368]  That remains to be seen if he's, you know,
[02:36:13.832 --> 02:36:15.597]  Getting funding off of it or something.
[02:36:15.597 --> 02:36:18.244]  But the globalists didn't care whether he was for real or not.
[02:36:18.244 --> 02:36:20.811]  The fact was, he was coming in to take over their operation.
[02:36:22.262 --> 02:36:24.583]  And so that's why that's so important.
[02:36:24.583 --> 02:36:38.086]  And he's done so good on moving for tax cuts, demonizing and trying to overthrow Obamacare, and getting all the jobs back on the stock market, and killing TPP, the list goes on and on, that I say, hey, this is really great, but it is paradoxical.
[02:36:38.086 --> 02:36:43.488]  On the other side, you know, he's saying go after WikiLeaks when WikiLeaks got him elected.
[02:36:43.488 --> 02:36:48.349]  That's a stab in the back and, you know, all this other craziness, and
[02:36:49.750 --> 02:36:56.616]  I don't even know what to say at this point about that, because it's just such a flip-flop.
[02:36:56.616 --> 02:36:59.159]  He told Wikileaks, please release more of the data.
[02:36:59.159 --> 02:37:02.562]  So that means you've got to arrest yourself, if that's what you're going to do, Trump.
[02:37:02.562 --> 02:37:03.663]  I mean, it's crazy.
[02:37:03.663 --> 02:37:05.945]  So what is your CIA director and what is Sessions doing?
[02:37:05.945 --> 02:37:07.246]  I'm not out to get those guys.
[02:37:07.246 --> 02:37:08.227]  I'm not their enemies.
[02:37:08.227 --> 02:37:10.048]  I want them to be real and decent.
[02:37:10.048 --> 02:37:12.691]  That's quite a flip-flop.
[02:37:12.691 --> 02:37:13.952]  So it's a paradox.
[02:37:13.952 --> 02:37:14.973]  I'm glad we didn't get Hillary.
[02:37:16.311 --> 02:37:21.097]  But think of how undead Hillary was, how pathetic she was.
[02:37:21.097 --> 02:37:22.659]  Everybody would have come out against her.
[02:37:22.659 --> 02:37:26.764]  The good news is Trump, for the nationalist brand, is very strong.
[02:37:26.764 --> 02:37:28.927]  Nationalism is spreading all over the world.
[02:37:28.927 --> 02:37:31.450]  Very, very exciting things are happening.
[02:37:31.450 --> 02:37:32.692]  This is a great time to be alive.
[02:37:34.804 --> 02:37:41.170]  And so, we can't just become demoralized if Trump starts going sideways, or off his trajectory.
[02:37:41.170 --> 02:37:43.251]  Because all over the world, the pen's about to win.
[02:37:43.251 --> 02:37:45.173]  All over the world, nationalism's rising.
[02:37:45.173 --> 02:37:51.718]  It doesn't mean it's going to be perfect, but it's the idea of sovereignty and governments and systems for prosperity and open, free society.
[02:37:51.718 --> 02:37:55.722]  It's not authoritarian globalism, which is crony capitalism.
[02:37:57.705 --> 02:38:09.215]  And we've got record numbers are elected in the House, the Freedom Caucus, not selling us out, saying no to Trump and the Democrats on their deal that wasn't as, you know, what they promised on Obamacare.
[02:38:09.215 --> 02:38:11.857]  And we've got 900 new people elected to legislatures.
[02:38:11.857 --> 02:38:14.860]  And we've got all these new governors and just let's stay in the Liberty Movement.
[02:38:14.860 --> 02:38:16.702]  Let's have more people run for office.
[02:38:16.702 --> 02:38:19.604]  Let's have more people support independent media telling the truth.
[02:38:19.604 --> 02:38:21.306]  And let's just continue to move forward.
[02:38:21.926 --> 02:38:34.234]  With this movement of national sovereignty, and freedom, and western civilization, and renaissance, and the printing press, and just an open, free culture.
[02:38:34.234 --> 02:38:36.835]  Soros calls himself, you know, the open society, or whatever.
[02:38:36.835 --> 02:38:39.037]  He's the opposite of an open society.
[02:38:39.037 --> 02:38:42.459]  Pushing authoritarianism all over the world.
[02:38:42.459 --> 02:38:45.280]  And so, this is a great time to be alive, ladies and gentlemen.
[02:38:45.280 --> 02:38:47.502]  This is an amazing time to be alive.
[02:38:47.502 --> 02:38:50.564]  And... It's just great.
[02:38:51.474 --> 02:38:52.794]  To be alive.
[02:38:52.794 --> 02:38:54.835]  It's great to be associated with all of you.
[02:38:54.835 --> 02:39:02.656]  So don't let the fact that Trump hasn't gotten everything done, he's got a lot done, or his daughter is out there doing bizarre stuff, get you depressed.
[02:39:02.656 --> 02:39:13.818]  Because we have come from being a tiny fringe movement against globalism a decade ago, 20 years ago, to now being the hottest thing in the world because of you spreading the word, because of you taking action.
[02:39:13.818 --> 02:39:16.439]  That's an incredibly exciting thing.
[02:39:16.439 --> 02:39:18.359]  So again, I want to thank you all for your prayers.
[02:39:19.497 --> 02:39:21.499]  I want to thank you all for your support.
