[00:00:03.197 --> 00:00:03.819]  It's Friday.
[02:03:33.372 --> 02:03:38.917]  I've just been doing a bit of researching and I know the tape actually came out in 2005.
[02:03:38.977 --> 02:03:50.306]  The recording was done in 2005, but it wasn't until October 2016 that the tape was officially made public by Billy Bush.
[02:03:51.261 --> 02:03:55.745]  And just about a month after that, if you look on YouTube, a program came out.
[02:03:58.207 --> 02:04:00.529]  It was a YouTube video.
[02:04:00.549 --> 02:04:09.897]  About a month after that came out, at the Adobe Max Creativity Conference, Adobe premiered one of their new audio editing suites called Vocal.
[02:04:10.831 --> 02:04:17.293]  It's a voice over conversion program and what... They've had for decades now with voice print.
[02:04:17.313 --> 02:04:18.814]  They don't just use your voice for print.
[02:04:19.134 --> 02:04:27.397]  They can then synthesize it and they can even synthesize video like the Running Man where Mad Dog Ben Richards kills all the women and children but he didn't really do it.
[02:04:27.737 --> 02:04:28.877]  It's a computer map program.
[02:04:28.897 --> 02:04:31.018]  It's very old and you're absolutely right.
[02:04:31.058 --> 02:04:31.298]  Go ahead.
[02:04:32.210 --> 02:04:33.670]  Hold on, this is too important.
[02:04:33.690 --> 02:04:34.011]  Stay there.
[02:04:34.031 --> 02:04:35.211]  We'll talk about the software.
[02:04:35.231 --> 02:04:35.611]  We'll pull it up.
[02:04:35.631 --> 02:04:36.671]  I know there's a lot of these out there.
[02:04:37.111 --> 02:04:40.732]  They can do it so good with computers now that it'll beat voice print.
[02:04:41.513 --> 02:04:46.214]  So we're going to come back and show World Reality News when we come back and talk about what Jim's bringing up.
[02:04:46.234 --> 02:04:47.134]  I'm glad you brought this up.
[02:04:47.154 --> 02:04:48.135]  I keep meaning to bring this up.
[02:04:48.555 --> 02:04:51.876]  That's why Trump's saying, yeah, it was on the bus, but it's fake.
[02:04:52.056 --> 02:04:55.177]  Because, again, that's what they can do.
[02:04:55.517 --> 02:04:59.198]  They can edit deceptively, but they can also completely manufacture fake stuff now.
[02:04:59.498 --> 02:05:00.058]  We'll be right back.
[02:05:02.051 --> 02:05:10.734]  Hey, did you know that you can now preserve your own food for up to 25 years and still maintain its nutrition and flavor?
[02:05:10.794 --> 02:05:11.255]  That's right.
[02:05:11.315 --> 02:05:16.336]  Now's the time to build your own food storage with Harvest Rites freeze dryers.
[02:05:16.597 --> 02:05:23.059]  Go to infowarsstore.com to learn more and check out this innovative and smart technology that's easy to use.
[02:05:23.279 --> 02:05:30.522]  And let me tell you something, it is perfect for freeze drying fruits, vegetables, meats, dairy products, desserts, and entire meals.
[02:05:30.862 --> 02:05:31.022]  Woo!
[02:05:31.082 --> 02:05:32.003]  That's what I'm talking about.
[02:05:32.123 --> 02:05:40.727]  And when compared to traditional methods of preservation, like canning or dehydrating, you know, like what you get at the grocery store, there is no comparison.
[02:05:40.867 --> 02:05:50.092]  Harvest Right freeze dryers retain 97% of the food's taste, color, and nutritional value, and have a shelf life of up to 25 years.
[02:05:50.452 --> 02:05:53.773]  Now that's what I call the miracle of food preservation.
[02:05:53.893 --> 02:05:57.855]  Harvest Right is truly the world's best, most affordable freeze dryer.
[02:05:58.015 --> 02:05:58.856]  So what are you waiting for?
[02:05:59.076 --> 02:06:01.739]  Check it out right now at InfoWarsStore.com.
[02:06:07.384 --> 02:06:10.888]  Resistance to tyrants is obedience to God.
[02:06:10.908 --> 02:06:13.190]  It's Alex Jones.
[02:06:14.278 --> 02:06:17.240]  You can run on for a long time.
[02:06:17.940 --> 02:06:20.161]  Run on for a long time.
[02:06:20.181 --> 02:06:23.003]  Run on for a long time.
[02:06:23.704 --> 02:06:26.065]  Sooner or later gonna cut you down.
[02:06:26.705 --> 02:06:29.127]  Sooner or later gonna cut you down.
[02:06:31.309 --> 02:06:33.730]  Go tell that long-tongue liar.
[02:06:34.230 --> 02:06:36.471]  Go and tell that midnight rider.
[02:06:37.092 --> 02:06:40.213]  Tell the rambler, the gambler, the backbiter.
[02:06:40.613 --> 02:06:43.074]  Tell him that God's gonna cut him down.
[02:06:43.114 --> 02:06:45.975]  Tell him that God's gonna cut him down.
[02:06:52.044 --> 02:06:52.444]  Okay.
[02:06:54.985 --> 02:06:57.566]  We were just talking to Jim.
[02:06:58.266 --> 02:06:59.907]  He was getting into the Access Hollywood tape.
[02:06:59.947 --> 02:07:03.648]  The Trump has said, yeah, I talked to that guy, but it sounds fake.
[02:07:03.688 --> 02:07:04.528]  It sounds edited.
[02:07:05.168 --> 02:07:11.050]  Well, you can hear how it's all cut up, but more importantly, for decades, the U.S.
[02:07:11.090 --> 02:07:15.572]  government has had cutting-edge software where they could fake video of people.
[02:07:16.388 --> 02:07:21.032]  If they have a map of their face and have enough footage of their face or a 360 digital photo.
[02:07:22.253 --> 02:07:24.615]  So a lot of you go into these clothing stores and have these body scanners.
[02:07:25.015 --> 02:07:26.216]  They go, oh, it gives you the best fitting.
[02:07:26.676 --> 02:07:28.017]  Or body scanners at the airport.
[02:07:28.418 --> 02:07:29.619]  They show you a blurred image.
[02:07:29.959 --> 02:07:31.981]  They get a high-tech digital image.
[02:07:33.782 --> 02:07:44.390]  Xbox Kinect, all the systems, Microsoft systems, Sony systems, can look through your walls and scan your body better than eyesight and know every pore.
[02:07:45.350 --> 02:07:46.531]  It's like sonar, radar.
[02:07:49.293 --> 02:07:51.694]  So, they now have AI creating fake porn.
[02:07:52.035 --> 02:07:57.018]  Deepfake algorithm puts Gal Gabbitt's face on the body of an adult movie star.
[02:07:57.098 --> 02:07:59.360]  I mean, there's many examples of this.
[02:08:01.021 --> 02:08:04.663]  So, they're obviously readying this for Trump.
[02:08:05.444 --> 02:08:08.546]  And that's what he's been getting at, that's what he's been talking about.
[02:08:09.387 --> 02:08:11.008]  Here's a low-tech example of what they do.
[02:08:12.600 --> 02:08:13.360]  And then we're going to go to Jim.
[02:08:13.901 --> 02:08:26.686]  Megyn Kelly aired about 10 months ago, before she left Fox News, a clip on her show saying, here's Alex Jones saying Hillary tortures children to death in the basement of a pizza place.
[02:08:28.026 --> 02:08:35.950]  And then she had the owner on, and then she said that this clip is what I'm saying about this guy.
[02:08:36.755 --> 02:08:37.656]  Which, I didn't say.
[02:08:37.676 --> 02:08:40.098]  I mean, it would have been defaming him if I was saying it about him.
[02:08:40.178 --> 02:08:46.562]  I was saying it about Hillary, funding ISIS and Al-Qaeda that have sold kids into slavery by the tens of thousands, murdered women, thrown gays off buildings.
[02:08:46.963 --> 02:09:02.414]  And then I went through this whole rant about, I don't know if she's a devil worshipper really killing kids, but, you know, with this whole story the media had out there specifically about Comet Ping Pong, and then later I said, you know, probably was made up, is made up to distract us onto that place, away from what was in the WikiLeaks.
[02:09:04.776 --> 02:09:05.977]  But it takes time to figure this out.
[02:09:07.389 --> 02:09:21.799]  I do this whole rant about that and they edited it together, it's video, but audio and video, totally clear what I said at the beginning and the end, and they put it out, I'm saying she's in the basement herself, torturing and killing kids.
[02:09:24.321 --> 02:09:33.628]  And they edited the tape, mixed it around, edited it, cut the front off, the back off, and played like a minute on the show of fake audio.
[02:09:35.165 --> 02:09:44.710]  That's why when Megyn Kelly called me and played dumb on the phone and started hitting on me, I said, I never tape people, you know, clandestinely, but on that case I did because I could tell it was a setup.
[02:09:46.971 --> 02:09:49.853]  So there was a big Hillary sex scandal to break.
[02:09:51.553 --> 02:09:52.874]  Mainstream media had all reported on it.
[02:09:53.674 --> 02:09:55.215]  They just covered it up by creating a fake one.
[02:09:56.056 --> 02:10:02.399]  Then they pin it on me and say I'm fake news for being the one that went and reported on it, covered it, and then debunked what was happening.
[02:10:02.439 --> 02:10:04.140]  Then I become the guy who's guilty.
[02:10:06.502 --> 02:10:09.305]  And who supposedly needs to, you know, be put out of business for it.
[02:10:10.407 --> 02:10:13.731]  So, that's how they operate, ladies and gentlemen.
[02:10:16.820 --> 02:10:25.687]  But regardless, you have to take any video or any tape at face value after you have experts, forensic experts look at it, you see long clips of it.
[02:10:26.087 --> 02:10:29.350]  You can't sit there and take it at face value when it comes out from these people because they've been caught.
[02:10:29.670 --> 02:10:33.994]  Exclusive prominent lawyer sought donor cash for two Trump accusers.
[02:10:34.294 --> 02:10:34.734]  Confirmed!
[02:10:34.774 --> 02:10:35.095]  The Hill!
[02:10:35.135 --> 02:10:37.917]  What we told you months ago and days ago and what Bill O'Reilly said.
[02:10:39.517 --> 02:10:45.901]  And I'm not saying Bill O'Reilly didn't hit on women and really weird stuff in the transcripts like, oh baby, you got a falafel in there?
[02:10:46.442 --> 02:10:47.923]  You know, you want to have sex with a sandwich?
[02:10:47.983 --> 02:10:49.344]  I mean, it was really weird.
[02:10:49.844 --> 02:10:50.965]  No wonder he can't get women.
[02:10:50.985 --> 02:11:00.991]  I mean, Tip O'Reilly, you don't want to call up, you know, your producer if you want to take her out and tell her, you know, off the bat, does she want to, you know, shove a sandwich?
[02:11:01.512 --> 02:11:02.772]  I mean, you're a pervert.
[02:11:03.573 --> 02:11:06.215]  But, and you should have gotten in trouble.
[02:11:07.060 --> 02:11:08.861]  What, $15 million to one woman?
[02:11:09.301 --> 02:11:10.561]  For a pervert?
[02:11:10.942 --> 02:11:13.262]  You do stuff with food?
[02:11:14.803 --> 02:11:16.444]  And it wasn't like chocolate sauce or something.
[02:11:16.464 --> 02:11:17.764]  It was really stupid.
[02:11:18.424 --> 02:11:25.187]  So, there's lots of examples of this and ways they can carry out fake news.
[02:11:25.387 --> 02:11:26.768]  But it's something we have to look at.
[02:11:26.788 --> 02:11:28.368]  So I'm really glad that Jim brought this up.
[02:11:28.668 --> 02:11:30.349]  We even have some of the videos that are online.
[02:11:30.369 --> 02:11:31.609]  We'll put some on screen for TV viewers.
[02:11:32.070 --> 02:11:34.771]  I'll verbally tell you some of the companies and sites that do this.
[02:11:35.874 --> 02:11:47.797]  If you can get a sample of somebody talking, a big enough one, you can then create entire conversations with a computer where it's in that voice.
[02:11:47.817 --> 02:11:53.418]  They're not doing it with famous orators and famous British, you know, voices for computer voices.
[02:11:53.718 --> 02:12:01.180]  And they get them to talk enough, the computer then can do it so good, voice print can't tell it's not the real person.
[02:12:03.524 --> 02:12:14.553]  And you can talk into a computer and then an hour later, if it's, so imagine a talk show host, a radio host, somebody like Donald Trump, you can take all these recordings, you can even, if it's like, even if it's a broadcast voice, they can cut it down to make it sound like it was recorded in a room.
[02:12:16.234 --> 02:12:18.336]  And so this is the type of stuff they're engaged in.
[02:12:19.477 --> 02:12:24.001]  And their big problem is it usually takes teams to do this.
[02:12:24.381 --> 02:12:25.342]  Now it doesn't take teams.
[02:12:25.782 --> 02:12:28.924]  One person and the software that's been out there for 20 years,
[02:12:31.152 --> 02:12:32.333]  It would just take months to do it.
[02:12:32.433 --> 02:12:33.435]  Editing it, getting it right.
[02:12:33.775 --> 02:12:34.596]  Shorter comments.
[02:12:34.656 --> 02:12:35.897]  Now they can just whole cloth.
[02:12:35.917 --> 02:12:38.480]  I can come up here and say, I love black people.
[02:12:38.600 --> 02:12:39.421]  I love white people.
[02:12:39.521 --> 02:12:40.322]  I love all people.
[02:12:40.402 --> 02:12:41.463]  I care about humanity.
[02:12:42.044 --> 02:12:46.629]  And they can, the exact same voice, they can fool a computer, have me saying, I hate n-word, blah, blah, blah.
[02:12:46.970 --> 02:12:47.570]  All this garbage.
[02:12:48.431 --> 02:12:50.593]  So, remember that, folks, remember.
[02:12:50.913 --> 02:12:56.137]  Jim, go ahead and finish your points about Access Hollywood and Trump saying he thinks the tape was highly edited and fake.
[02:12:56.297 --> 02:12:57.038]  Absolutely, go ahead.
[02:12:57.198 --> 02:13:14.951]  Yeah, basically, I don't know when the program, Adobe's program, Vocal, came out, but there's a demo of it, quite a nice one on YouTube, where basically I can take a recording of yourself, anybody, an MP3, I import it into the program, and what it does is it translates the audio into text.
[02:13:15.382 --> 02:13:18.845]  Right in front of you, and then you can add in, you can sub in words, you can delete words.
[02:13:19.966 --> 02:13:23.628]  And that's consumer grade!
[02:13:25.470 --> 02:13:33.276]  Yet commercially, they had to put the brakes on it because of security problems and issues.
[02:13:33.316 --> 02:13:34.497]  There was a big pushback.
[02:13:34.517 --> 02:13:36.979]  Yeah, because it lets people break into Voiceprint.
[02:13:38.178 --> 02:13:40.220]  Well, I went to Adobe's website.
[02:13:40.260 --> 02:13:40.901]  You can't buy it.
[02:13:41.321 --> 02:13:44.223]  It was a couple of other articles written by BBC.
[02:13:44.464 --> 02:13:45.004]  I saw that.
[02:13:45.464 --> 02:13:46.285]  See, that's the issue.
[02:13:46.485 --> 02:13:47.626]  It's Pandora's box.
[02:13:48.527 --> 02:13:54.012]  It's Pandora's... We're getting technology that is just going to absolutely destabilize civilization.
[02:13:54.864 --> 02:14:02.129]  So the fact is, is that maybe this program was in the Hollywood production houses and they had this tape of Trump that just sat there and they thought, oh, okay, you know what?
[02:14:02.750 --> 02:14:05.231]  Billy, Billy... Sir, sir, they don't just have it.
[02:14:05.291 --> 02:14:06.913]  Hollywood is changing all its contracts.
[02:14:06.933 --> 02:14:08.314]  They brought John Wayne back.
[02:14:08.614 --> 02:14:11.496]  They're bringing back everybody and just saying they just own them.
[02:14:11.756 --> 02:14:15.499]  And they can have John Wayne get up there and say, I love communism and I hate America.
[02:14:15.559 --> 02:14:17.480]  And it looks and sounds just like John Wayne.
[02:14:18.881 --> 02:14:19.442]  Yeah, for sure.
[02:14:19.502 --> 02:14:22.664]  So look, I mean, we all know, you know, Hollywood is not the
[02:14:23.659 --> 02:14:27.120]  Trump's friend, so any opportunity you might be able to take to actually tweak some words.
[02:14:27.180 --> 02:14:28.381]  And him saying it's fake?
[02:14:28.561 --> 02:14:30.001]  Absolutely, absolutely.
[02:14:30.041 --> 02:14:31.642]  Because just how they edited it is fake.
[02:14:32.142 --> 02:14:33.202]  God bless you, that's a great point.
[02:14:33.222 --> 02:14:34.403]  Since he mentioned it, thank you Jim.
[02:14:34.903 --> 02:14:41.365]  Let's play a clip from the demo he was talking about where they put their voice in and then it just copies it and says something else.
[02:14:41.405 --> 02:14:41.765]  Here it is.
[02:14:42.306 --> 02:14:44.766]  My dogs and my wife, in that order.
[02:14:47.587 --> 02:14:52.269]  Yeah, so how about we mess with who he actually kissed?
[02:14:54.706 --> 02:14:58.828]  So I'll just load this audio piece into vocal.
[02:14:59.569 --> 02:15:00.489]  So wait a second.
[02:15:02.030 --> 02:15:03.351]  And we have this.
[02:15:04.331 --> 02:15:06.313]  So as you can see, let me zoom in a little bit.
[02:15:09.254 --> 02:15:14.197]  So as you can see, we have the audio waveform above it, and we have the text under it.
[02:15:14.657 --> 02:15:18.919]  And when we play back, the text and audio should play back at the same time.
[02:15:19.019 --> 02:15:19.700]  So let's try it.
[02:15:23.334 --> 02:15:25.636]  And, uh, uh, I kissed my dogs and my wife.
[02:15:26.896 --> 02:15:27.176]  Okay.
[02:15:27.957 --> 02:15:29.698]  So, let's, uh, let's do something here.
[02:15:29.738 --> 02:15:29.978]  Okay.
[02:15:30.258 --> 02:15:34.601]  So, suppose, uh, Michael, he wants to send the... ...on your phone calls, but, but you just noticed.
[02:15:35.261 --> 02:15:35.662]  Copied it.
[02:15:36.782 --> 02:15:37.843]  But it wasn't a recording.
[02:15:39.524 --> 02:15:43.026]  The computer instantly copied his voice.
[02:15:43.506 --> 02:15:49.330]  And then they change it and have it say, off that one sample, one little sample, they create a bunch of other stuff.
[02:15:51.320 --> 02:15:59.572]  Mad Dog Ben Richards, the brutal slayer of 50 men, women, and children, here to fight for his future in life on The Running Man!
[02:16:02.037 --> 02:16:11.840]  Before we even had civilization 6,000 years ago, humans communicated through the clothing that they wore, the society they were part of, what class they were from.
[02:16:12.681 --> 02:16:22.044]  And today we see the leftist, the globalist, controlling fashion, controlling culture through Hollywood and through their media systems.
[02:16:22.444 --> 02:16:25.405]  But more and more there is a rebellion against that system.
[02:16:26.005 --> 02:16:35.699]  Clothing is a statement, and it's essential to make that statement by wearing your colors loud and proud, just like I do when I'm out on the streets of America.
[02:16:36.180 --> 02:16:41.367]  So right now, folks, we're gonna debut some new shirts and also some of the classics from the InfoWars store.
[02:16:42.428 --> 02:16:44.149]  This is one of our newest shirts.
[02:16:44.209 --> 02:16:45.149]  It's a limited edition.
[02:16:45.710 --> 02:16:47.710]  I'm calling it InfoWars In Your Face.
[02:16:47.950 --> 02:16:54.673]  It's a navy blue shirt, really high quality, feels great, fits great, with a big red InfoWars.com right in the center.
[02:16:54.993 --> 02:16:59.175]  On the shoulder, InfoWars.com and an American flag on a blue background.
[02:16:59.415 --> 02:17:00.916]  And remember, WikiLeaks shows
[02:17:01.656 --> 02:17:06.999]  That organizations like CNN are owned by foreign multinational corporations, hell-bent on enslaving this country.
[02:17:07.299 --> 02:17:16.104]  So when you expose them as fake news, you're doing your patriotic duty, and you're exercising your First Amendment in defiance of their bullying, garbage, and tyranny.
[02:17:16.525 --> 02:17:20.687]  And on the back, Infowars.com is the standard of real news.
[02:17:21.187 --> 02:17:22.288]  And of course, this classic?
[02:17:22.988 --> 02:17:23.589]  Says it all.
[02:17:23.689 --> 02:17:24.589]  Need I say more?
[02:17:25.090 --> 02:17:26.691]  You want to have a political message out there?
[02:17:26.731 --> 02:17:32.495]  You want to state the facts of Americana and stand against the horrors we've seen in Russia, China, North Korea, Venezuela?
[02:17:32.816 --> 02:17:35.898]  Then this is the shirt for you at infowarestore.com.
[02:17:36.358 --> 02:17:41.923]  Now, if you want to be a little bit more low-key, this is a brand new shirt, hot off the press, the same great fabric.
[02:17:42.663 --> 02:17:44.985]  That's Info Wars with an American flag.
[02:17:45.306 --> 02:17:53.694]  This is more stealth if you just want to basically reach out to other fellow travelers that are awake to the worldwide revolution against the globalists.
[02:17:53.954 --> 02:17:57.518]  And this shirt, The Spirit of 1776, is a great addition to do just that.
[02:17:58.358 --> 02:18:07.829]  At InfoWarsStore.com, we've got more than 15 versions of different Molon Lambe or Come and Take It in good old-fashioned English t-shirts.
[02:18:07.969 --> 02:18:10.472]  And right here on the back, the good old Don't Tread on Me.
[02:18:10.853 --> 02:18:11.934]  InfoWars.com.
[02:18:11.954 --> 02:18:12.474]  Spread the word.
[02:18:13.195 --> 02:18:14.316]  I designed this baby.
[02:18:14.376 --> 02:18:16.797]  It's an AK-47 saying, come and take it.
[02:18:17.197 --> 02:18:21.439]  And then, the right of the people to keep and bear arms shall not be infringed.
[02:18:21.839 --> 02:18:25.621]  The Second Amendment is the type that fills up the image of the firearm.
[02:18:26.101 --> 02:18:28.782]  This shirt is the second oldest shirt in our arsenal.
[02:18:28.802 --> 02:18:30.203]  It's been around about 19 years.
[02:18:30.823 --> 02:18:34.424]  It's the classic InfoWars tyranny response team shirt.
[02:18:34.704 --> 02:18:37.786]  And of course, we've seen the NFL taking a knee
[02:18:38.727 --> 02:18:42.311]  Uh, during the national anthem to basically piss on the American flag.
[02:18:43.031 --> 02:18:43.912]  That's disrespectful.
[02:18:43.952 --> 02:18:47.937]  But when you fly the American flag upside down and explain under U.S.
[02:18:48.017 --> 02:18:55.445]  code that the country is under crisis, it's a symbol of respect for the nation and the flag to point out the country is in crisis.
[02:18:55.886 --> 02:18:57.327]  Our republic is in distress.
[02:18:57.788 --> 02:18:58.208]  Ask me why.
[02:18:58.929 --> 02:19:00.831]  This baby is a classic year-round.
[02:19:00.991 --> 02:19:06.537]  Good old camouflage with the Day-Glo orange hunting, don't tread on me, Info Wars.
[02:19:06.978 --> 02:19:08.459]  Oh, and this is my birthday suit.
[02:19:08.519 --> 02:19:11.503]  Mama gave me this one, so I guess I better go out and put another shirt on.
[02:19:11.963 --> 02:19:14.125]  I call this the Patriot Rock and Roll shirt.
[02:19:14.746 --> 02:19:17.009]  I think the image tells you what it's all about.
[02:19:17.589 --> 02:19:18.470]  It's all about freedom.
[02:19:18.510 --> 02:19:19.851]  It's all about rugged individualism.
[02:19:20.372 --> 02:19:21.292]  Resist Tyranny.
[02:19:21.933 --> 02:19:22.914]  Made in America.
[02:19:22.934 --> 02:19:22.914]  1776.
[02:19:23.554 --> 02:19:26.657]  And I've been showing you the fronts of these great shirts.
[02:19:26.857 --> 02:19:27.838]  The backs are really cool.
[02:19:28.198 --> 02:19:28.859]  Look at that back.
[02:19:28.919 --> 02:19:29.820]  That is pure Americana.
[02:19:31.061 --> 02:19:36.203]  And I almost forgot, we've got dozens and dozens of great limited edition ball caps available.
[02:19:36.323 --> 02:19:36.983]  The Dayglo.
[02:19:37.504 --> 02:19:41.585]  Perfect when you're out jogging or out walking the dog, down the road.
[02:19:41.765 --> 02:19:43.386]  This is my favorite ball cap.
[02:19:43.766 --> 02:19:45.087]  Over 20 ball caps we've put out.
[02:19:45.107 --> 02:19:46.387]  It's got the nice patch.
[02:19:46.707 --> 02:19:47.748]  Infowars.com.
[02:19:47.988 --> 02:19:48.868]  The Don't Tread On Me.
[02:19:49.128 --> 02:19:52.550]  This, my friends, is the ball cap that I wear when I'm out and about in town.
[02:19:52.970 --> 02:19:54.551]  The crew absolutely loves it as well.
[02:19:54.791 --> 02:19:59.573]  Thank you all for your support and check out the amazing Liberty Apparel at InfowarsStore.com.
[02:20:03.783 --> 02:20:25.334]  You're listening to The Alex Jones Show.
[02:20:25.374 --> 02:20:30.317]  Yeah, back in school there were certain teachers who hurt the children any way they could.
[02:20:32.972 --> 02:20:42.496]  That was because at night, their fat and psychopathic wives beat them within inches of their lives!
[02:20:46.678 --> 02:20:47.598]  I'm Alex Jones, your host.
[02:20:47.658 --> 02:20:51.940]  I want to go quickly through your calls, because they're all so great, and they bring up things that I've forgotten to cover.
[02:20:51.960 --> 02:20:55.222]  In many cases, things I didn't even know about.
[02:20:57.763 --> 02:21:00.024]  But I know this, we've got to run from the globalists.
[02:21:01.237 --> 02:21:06.420]  We've got to take back our civilization, take back our culture, take back our innovation, and make the devil get behind us!
[02:21:07.340 --> 02:21:13.504]  Not because we're running scared, but because we're marching out of the Babylon, into the stars, into the future.
[02:21:13.524 --> 02:21:13.584]  Run.
[02:21:13.984 --> 02:21:14.344]  Run.
[02:21:15.085 --> 02:21:15.365]  Run.
[02:21:16.165 --> 02:21:16.406]  Run.
[02:21:17.186 --> 02:21:17.366]  Run.
[02:21:17.386 --> 02:21:17.606]  Run.
[02:21:18.207 --> 02:21:18.467]  Run.
[02:21:23.251 --> 02:21:24.652]  Because the parasites can't innovate.
[02:21:24.992 --> 02:21:32.815]  We have to run, and innovate, and run, and innovate, and run, and innovate, and run, and innovate.
[02:21:35.176 --> 02:21:35.476]  All right.
[02:21:36.096 --> 02:21:41.398]  Since we're mentioning it, Access Hollywood, I'd forgotten about this Dolby program that anybody could get, and then they didn't release it.
[02:21:41.418 --> 02:21:43.359]  I remember seeing that in the news because it had so many problems.
[02:21:44.372 --> 02:21:45.633]  Can you imagine what people would do?
[02:21:45.653 --> 02:21:47.134]  I mean all the little creeps out there?
[02:21:47.554 --> 02:21:48.735]  And this is old technology.
[02:21:49.136 --> 02:21:52.138]  So he records it, he has it played back, the computer can copy it.
[02:21:52.358 --> 02:22:01.805]  Then he can change words just from one sentence and have it now say off one sentence other words that beat voice print.
[02:22:04.467 --> 02:22:09.510]  And this is just like I'd tell people 22 years ago that they were putting cameras and microphones in appliances to watch you.
[02:22:09.770 --> 02:22:11.572]  That was because it was in industry publications.
[02:22:12.881 --> 02:22:14.141]  And they're like, oh, you're crazy.
[02:22:14.181 --> 02:22:17.803]  But I'm still crazy even after it's all admitted and I was exactly right.
[02:22:17.823 --> 02:22:20.444]  Because they just put a stigmacy on caring.
[02:22:20.764 --> 02:22:21.184]  Well, you know what?
[02:22:21.284 --> 02:22:22.464]  I'm glad to take that stigma.
[02:22:23.465 --> 02:22:24.945]  Because in the end, it's no stigma at all.
[02:22:25.746 --> 02:22:30.567]  When your whole facade collapses, then where is it to be right?
[02:22:33.348 --> 02:22:34.309]  But see, I'm a recluse.
[02:22:35.469 --> 02:22:37.410]  I'm not trying to be cool for my neighbors or anybody else.
[02:22:37.430 --> 02:22:38.070]  I'm trying to be cool
[02:22:40.265 --> 02:22:42.567]  For the force of the universe, God, I can feel it.
[02:22:43.328 --> 02:22:45.910]  And it guides me, and I know when I'm doing right, I know when I'm doing wrong.
[02:22:45.930 --> 02:22:48.652]  It's a steady hand.
[02:22:50.834 --> 02:22:59.982]  And I just have to be good, and you have to be good, and just say, because God gives you a free will, you have to say, Father, I want you to guide me.
[02:23:00.783 --> 02:23:01.684]  I want you to lead me.
[02:23:02.925 --> 02:23:03.846]  I want you to direct me.
[02:23:05.461 --> 02:23:08.784]  And it's only when things get really bad that you actually let God direct you.
[02:23:09.745 --> 02:23:14.850]  And then, then you truly know just how real it is.
[02:23:17.173 --> 02:23:21.197]  The more humble you get, the closer you get to God.
[02:23:24.860 --> 02:23:28.204]  And I don't want anybody to ever think when I'm confident that I'm being arrogant.
[02:23:30.090 --> 02:23:36.973]  I'm being confident, but I'm also mocking the globalists coldly because that's what gets through to them.
[02:23:37.313 --> 02:23:38.994]  And I do want to demoralize them.
[02:23:40.295 --> 02:23:42.295]  That's not the word to use, but it's the word we have.
[02:23:42.856 --> 02:23:43.736]  I want to break them.
[02:23:46.837 --> 02:23:48.098]  I want to be a weapon.
[02:23:48.438 --> 02:23:49.819]  I want to crush them.
[02:23:49.999 --> 02:23:54.080]  I want God to take me and just throw me against them, no matter what happens.
[02:23:54.140 --> 02:23:55.181]  And it's that spirit
[02:23:57.631 --> 02:24:01.013]  Of realizing your children have no future if we don't beat these people.
[02:24:01.294 --> 02:24:06.657]  It's not like some altruistic, goody-two-shoes thing that we want to die like heroes just to be heroes.
[02:24:06.738 --> 02:24:10.060]  We understand there is no future if we don't beat these people.
[02:24:12.281 --> 02:24:16.745]  It's going to become very clear very soon how far gone we already are.
[02:24:17.966 --> 02:24:22.809]  And by the time we turn the ship around, it's still going to be real bad, folks.
[02:24:23.950 --> 02:24:25.111]  The mental illness, the evil,
[02:24:26.189 --> 02:24:27.110]  The genetic damage.
[02:24:27.390 --> 02:24:33.595]  We're going to be so damaged that they're going to say, oh, we have computers and gene editing and everything for you.
[02:24:34.075 --> 02:24:38.539]  Just join in with us and we'll take care of you.
[02:24:41.982 --> 02:24:43.723]  You have to be willing to die.
[02:24:46.325 --> 02:24:50.368]  I would never take a Buddhist or a Christian or an atheist liver.
[02:24:52.190 --> 02:24:52.510]  To live.
[02:24:52.870 --> 02:24:53.511]  Chinese liver.
[02:24:55.043 --> 02:24:55.423]  Wouldn't do it.
[02:24:56.023 --> 02:24:59.064]  David Rockefeller had six heart transplants before he died.
[02:25:00.885 --> 02:25:01.585]  Most of them out of China.
[02:25:01.605 --> 02:25:04.246]  A little inside baseball.
[02:25:08.767 --> 02:25:17.149]  He was on such a power trip four years ago before he went to his last Bilderberg, or three years ago, that he had a heart transplant two days before he went.
[02:25:20.910 --> 02:25:21.791]  Now I'll give him that.
[02:25:21.971 --> 02:25:23.151]  He had some will, didn't he?
[02:25:27.148 --> 02:25:28.629]  But it was a will to hurt people.
[02:25:32.451 --> 02:25:34.892]  And he wanted to be at those tables of power.
[02:25:35.873 --> 02:25:38.915]  He wanted to hold on to this life as long as he could, but he didn't.
[02:25:43.357 --> 02:25:45.018]  You know where David Rockefeller is now?
[02:25:46.659 --> 02:25:47.940]  With other spirits like his.
[02:25:47.960 --> 02:25:50.401]  And no more blood to suck.
[02:25:51.942 --> 02:25:52.643]  Vampires.
[02:25:53.982 --> 02:25:55.163]  In their eternal death.
[02:25:55.843 --> 02:25:57.163]  In their spiritual coffins.
[02:25:59.004 --> 02:26:00.065]  For eternity alone.
[02:26:04.167 --> 02:26:05.447]  Cut off from God, that's hell.
[02:26:07.768 --> 02:26:09.229]  The lake of fire is a metaphor.
[02:26:11.599 --> 02:26:15.541]  I said I'd go to your calls, and I did, but I've gone to a lot of them.
