[00:00:18.717 --> 00:00:20.439]  Welcome to NIFA Wars Nightly News.
[00:53:02.217 --> 00:53:03.057]  It's their mayor.
[00:53:03.278 --> 00:53:04.338]  And frankly,
[00:53:06.378 --> 00:53:07.859]  He took one up from the Godfather.
[00:53:07.899 --> 00:53:15.521]  He is the Godfather, in my opinion, of Chicago in terms of his lack of ability to reduce violent crime and being a part of it, frankly.
[00:53:15.541 --> 00:53:16.441]  But this is a good sign.
[00:53:16.881 --> 00:53:17.681]  I want to take us now.
[00:53:17.761 --> 00:53:18.981]  So you put in some stories.
[00:53:19.442 --> 00:53:21.282]  We've had some really controversial headlines.
[00:53:21.302 --> 00:53:24.043]  We were talking about this off camera for just a moment.
[00:53:24.123 --> 00:53:26.423]  I know that we're going to transition now a little bit.
[00:53:26.483 --> 00:53:31.505]  So Millie has been covering and kind of following this latest trend.
[00:53:31.525 --> 00:53:31.805]  Yes.
[00:53:33.685 --> 00:53:36.867]  We saw with the Women's March in D.C.
[00:53:37.047 --> 00:53:38.028]  just recently.
[00:53:38.048 --> 00:53:39.148]  Which you were there, right?
[00:53:39.168 --> 00:53:56.879]  Yes, I was there and it was absolutely mind-blowing to see women out there, these women who are proclaiming themselves to be feminists, out there saying that, you know, a woman in a hijab is a symbol for woman empowerment and promoting Sharia law.
[00:53:57.079 --> 00:54:00.660]  We even saw women singing, you know, a la Akbar.
[00:54:00.960 --> 00:54:02.341]  It was pretty insane.
[00:54:02.401 --> 00:54:17.627]  And at the same time, you have to also remember and take notice, because it's very important, that women under Sharia law are extremely oppressed and it is absolutely the reverse of woman empowerment.
[00:54:17.767 --> 00:54:19.767]  It's actually woman oppression.
[00:54:20.328 --> 00:54:23.629]  And so I just find it, you know, really crazy that we're going to be
[00:54:24.369 --> 00:54:33.935]  You know, we were going to be allowing in these Muslims from other countries where, you know, we could have potential ISIS members coming through.
[00:54:33.955 --> 00:54:41.901]  And then we have, you know, this raw Emanuel saying, no, we're going to go ahead and let this be a sanctuary city regardless.
[00:54:42.381 --> 00:54:49.006]  You know, my question to you, Margaret, may be what type of cultural clash do you see this as?
[00:54:49.146 --> 00:54:52.568]  Even the fact that we already have a lot of these people in our country?
[00:54:52.688 --> 00:55:06.335]  Well, I think that with Rahm Emanuel specifically, it doesn't matter, you know, as long as he's in disobedient defiance to a presidential order, you know, there seems to be like, almost like a demonic energy where there's an utter confusion surrounding what is oppression and what isn't.
[00:55:06.355 --> 00:55:08.116]  And we cover this really frequently on Empoors.
[00:55:08.596 --> 00:55:09.037]  Thank you so much.
[00:55:25.450 --> 00:55:29.073]  They hate men, frankly, and they align with Sharia law.
[00:55:29.234 --> 00:55:35.520]  So they have this belief system that is really oppressive to begin with, and they're aligning with a fell of demonic oppression.
[00:55:35.560 --> 00:55:46.630]  In my opinion, from what I've seen as a reporter, it's really interesting because you would think that the whole, the irony of this, that the feminist women's movement is supposed to free women, and yet it chains them with these lies.
[00:55:46.630 --> 00:55:47.210]  We're good to go.
[00:56:12.807 --> 00:56:13.407]  We're good to go.
[00:56:42.106 --> 00:56:51.330]  You know, it's pretty intense and they have to have three male witnesses to come out and say that they saw it happen.
[00:56:51.430 --> 00:57:00.613]  Otherwise, they won't report it because fear of basically admitting adultery and that's a death sentence to a woman in those nations.
[00:57:00.974 --> 00:57:09.017]  So it's pretty bizarre to see, okay, like we've seen in the European nations where they've been bringing in a lot of these refugees.
[00:57:10.037 --> 00:57:15.139]  The clash that's been happening, because they're not used to seeing women in anything but a black sheet, you know?
[00:57:15.579 --> 00:57:25.221]  And these aren't, you know, as much as we want to talk about religious rights, which I firmly do believe in religious rights, and I think that religious freedom should be protected.
[00:57:25.341 --> 00:57:25.722]  I do too!
[00:57:25.782 --> 00:57:26.282]  We love liberty!
[00:57:26.302 --> 00:57:32.063]  I don't care what you are, we love liberty, just don't shove it down our throats, and don't try to make it our own law that we all follow.
[00:57:32.083 --> 00:57:32.223]  Exactly.
[00:57:32.243 --> 00:57:32.904]  Like, that's fine with me.
[00:57:32.924 --> 00:57:37.325]  The problem is when humanitarian issues kind of get in the way, I mean, you can't
[00:57:37.945 --> 00:57:49.296]  We can't have like a satanic religion that's gonna go out and, you know, kill people or something because that would be violating other people's rights and it would be violating human rights.
[00:57:49.336 --> 00:57:58.184]  So that's basically the way I feel on Sharia law is, you know, a lot of these things that, you know, they say against women and against homosexuals
[00:57:58.945 --> 00:58:11.176]  Those things would be breaking the law here and that's a major problem with having so many, such an influx coming in to the country of people that have such a different culture.
[00:58:11.336 --> 00:58:12.837]  You know, we could talk about this all day.
[00:58:12.897 --> 00:58:14.478]  That's going to do it for us for tonight.
[00:58:14.519 --> 00:58:16.020]  Be sure to check us out tomorrow.
[00:58:16.140 --> 00:58:19.203]  I think it's Leanne McAdoo hosting the InfoWars Nightly News.
[00:58:19.743 --> 00:58:21.705]  I'm Margaret Hell reporting with Millie Weaver.
[00:58:27.984 --> 00:58:29.545]  And all you ISIS people threatening us?
[00:58:29.805 --> 00:58:31.246]  Hey, we're not a French newspaper.
[00:58:31.727 --> 00:58:31.967]  Okay?
[00:58:32.267 --> 00:58:35.129]  We got people that have taken your asses out in this building right now.
[00:58:35.329 --> 00:58:37.030]  We're armed to the teeth, and we're not scared.
[00:58:37.050 --> 00:58:38.351]  You got that, you sons of bitches?
[00:58:38.711 --> 00:58:39.392]  This is Texas.
[00:58:39.632 --> 00:58:40.452]  You want to threaten me?
[00:58:40.513 --> 00:58:41.613]  You can go straight to hell.
[00:58:41.653 --> 00:58:42.294]  You understand that?
[00:58:42.454 --> 00:58:48.178]  Never water yourself down just because someone can't handle you at 100 Proof.
[00:58:48.638 --> 00:58:52.461]  It's the Alex Jones Show, because there's a war on for your mind.
[00:59:04.127 --> 00:59:09.932]  In the past decade, we have witnessed unparalleled scientific discoveries in the area of health.
[00:59:10.393 --> 00:59:20.121]  But no one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[00:59:20.442 --> 00:59:24.185]  DNA Force is one of the most expensive formulas to produce.
[00:59:24.746 --> 00:59:27.588]  Some of the ingredients in DNA Force are $12,000 a kilogram.
[00:59:29.770 --> 00:59:36.017]  We are using the coveted, patented, only American source of PQQ, CoQ10, and more.
[00:59:36.317 --> 00:59:38.620]  You want the best that's out there at the lowest price anywhere?
[00:59:39.261 --> 00:59:41.723]  Well, we're bringing you a total win-win.
[00:59:42.104 --> 00:59:47.610]  The ultimate value, cutting-edge, trailblazing game-changer that also supports the info war.
[00:59:48.030 --> 00:59:54.693]  We have produced a limited run of DNA Force and it will take up to 12 weeks to produce more once we sell out.
[00:59:55.053 --> 00:59:59.895]  Secure your DNA Force today at InfoWarsLife.com or call toll free 888-253-3139.
