[00:00:06.266 --> 00:00:08.387]  The Alex Jones Show.
[02:23:06.499 --> 02:23:08.721]  Well, I'll tell you, I don't think it matters to them at all.
[02:23:08.721 --> 02:23:11.023]  They've lost all reason in this situation.
[02:23:11.023 --> 02:23:19.111]  I mean, this is really a very successful gambit on their behalf to try and delay the President's agenda.
[02:23:19.111 --> 02:23:24.796]  He hasn't been able to get footing on a lot of important issues because of this Russia collusion delusion.
[02:23:24.796 --> 02:23:28.600]  And the problem, I think, is they don't know how to stop.
[02:23:29.255 --> 02:23:37.099]  You know, somebody's already gotten shot because of their strategy, Representative Scalise and others on that baseball diamond in Alexandria, and they're pretending they have nothing to do with it.
[02:23:37.099 --> 02:23:39.781]  And somehow or another, the media is letting them get away with it.
[02:23:39.781 --> 02:23:40.761]  It's going to happen again.
[02:23:40.761 --> 02:23:44.523]  Somebody else is going to get shot, because these people are spinning up their base.
[02:23:44.523 --> 02:23:47.525]  They're frothing up their base, and they know they are.
[02:23:47.525 --> 02:23:52.268]  And always, when you froth up your base, the bad apples are going to come to the top.
[02:23:52.268 --> 02:23:54.809]  And they're going to buy guns, and they're going to shoot people.
[02:23:55.369 --> 02:24:05.311]  I'm tired of her running my name and my wife's name out in the middle of all this with absolutely no proof, and now violating the confidentiality of the hearing process.
[02:24:05.311 --> 02:24:12.733]  Nobody should go before the House Intelligence Committee in a closed hearing at all, because they are going to get the exact same treatment I got.
[02:24:12.733 --> 02:24:17.814]  They're going to get set up, at least by Jackie Speier, as they let Fredo back in the hearing room.
[02:24:18.939 --> 02:24:23.121]  The minutes we have left with you, since you raised that, I mean, here's an example of what they do.
[02:24:23.121 --> 02:24:28.104]  Trump's walking around at the beginning of the G20 meeting, you know, a week and a half ago.
[02:24:28.104 --> 02:24:40.311]  He gets out of the limo, goes in, there's a refreshment area, he walks over, shakes Putin's hand in front of cameras, everybody's shaking each other's hands, you know, he shook 30-something hands walking in of other world leaders and their wives and dignitaries and ambassadors.
[02:24:41.021 --> 02:24:44.384]  He walks over, they talk a few minutes, they say, that's dirty and evil.
[02:24:44.384 --> 02:24:48.288]  Then he has his meeting, they imply that, oh, he did a horrible job and he is a traitor.
[02:24:48.288 --> 02:24:58.497]  When he has a Russian ambassador to the White House, which is normal, they say it's a secret meeting, he gave up secret info when it had been in the news two months that ISIS is using laptop bombs and had been on the cover of USA Today.
[02:24:58.497 --> 02:25:00.078]  So he says, hey, let's work together to stop ISIS.
[02:25:00.078 --> 02:25:01.440]  That's known we're doing that.
[02:25:01.440 --> 02:25:03.662]  Then, on the last night, the G20 seats him.
[02:25:05.303 --> 02:25:05.643]  I don't
[02:25:22.196 --> 02:25:35.927]  He's hobbling the president with a bureaucracy where he can't engage in foreign executive operations and where he's suspect if he talks to the Russian leader at a public dinner that he's supposed to.
[02:25:35.927 --> 02:25:43.212]  I mean, I think he should do his own meeting in Rakhivek like Reagan did with Gorbachev and get it in everybody's face and break the back of this.
[02:25:43.212 --> 02:25:43.693]  What do you say?
[02:25:44.730 --> 02:25:47.592]  I think they should do some one-on-one basketball shirtless.
[02:25:47.592 --> 02:25:49.152]  I mean, I don't care what they do.
[02:25:49.152 --> 02:25:52.114]  You know, the one thing Lavrov says, though, they may have had more meetings.
[02:25:52.114 --> 02:25:54.275]  They may have even gone to the bathroom together.
[02:25:54.275 --> 02:25:55.236]  I mean, it's ridiculous.
[02:25:55.236 --> 02:25:56.696]  Let me tell you something, Alex.
[02:25:56.696 --> 02:25:59.698]  One thing most Americans don't know is we have hundreds
[02:26:00.367 --> 02:26:13.537]  Look, quite literally hundreds of Russians who are now Russian-Americans, people who had emigrated to the United States, who have the highest level of security clearance in our government, in our law enforcement, in our intelligence agencies, in our Treasury Department, all over the place.
[02:26:13.537 --> 02:26:14.738]  And they're doing yeoman's work.
[02:26:14.738 --> 02:26:16.359]  They're doing excellent work for our country.
[02:26:16.359 --> 02:26:17.880]  They're as loyal as anybody else.
[02:26:17.880 --> 02:26:19.901]  They are Russian-American.
[02:26:19.901 --> 02:26:22.503]  And they have top-secret special information clearances.
[02:26:24.044 --> 02:26:31.991]  Someone talking to a Russian waitress or someone waving at each other across a reception of world leaders is evidence of collusion.
[02:26:31.991 --> 02:26:41.518]  Then we better start looking at our own intelligence agencies, our own law enforcement agencies, our own administration departments with excellent Russian-Americans.
[02:26:41.738 --> 02:26:42.899]  Well, let's expand on that.
[02:26:42.899 --> 02:26:47.564]  We've got a great person who came here when she was a little girl from Russia to get away from the communism.
[02:26:47.564 --> 02:26:51.148]  She was in Army Special Operations, highest level clearances.
[02:26:51.148 --> 02:26:52.989]  But again, she can't be trusted either, see?
[02:26:52.989 --> 02:26:54.291]  Because she's an evil Russian.
[02:26:55.620 --> 02:27:00.641]  It's outrageous, and if this doesn't sound more and more like the McCarthy hearings, I don't know what it does.
[02:27:00.641 --> 02:27:08.503]  I mean, I'll tell you, when I sat in that hearing, I have not talked about it because they asked me not to, even though Jackie Speier has already talked about it.
[02:27:08.503 --> 02:27:09.523]  I've talked to my attorney.
[02:27:09.523 --> 02:27:18.845]  Maybe I'll start releasing more information, but the one thing that did happen in that hearing is they asked me a long list of names, and they asked me, do you know this person?
[02:27:18.845 --> 02:27:20.066]  Do you know that person?
[02:27:20.066 --> 02:27:21.006]  I would go, no, yes.
[02:27:21.701 --> 02:27:26.566]  And the longer this list got and the more I heard it, it sounded more and more like the McCarthy theory.
[02:27:26.566 --> 02:27:32.872]  Well, sure, but Trump is well known to all world leaders to pat him and say, hey, we're going to work together and try to sell him on stuff that's good for the US.
[02:27:32.872 --> 02:27:37.317]  I mean, he points at Russia, points at himself, does his hand, shaking a fist like we're together.
[02:27:37.857 --> 02:27:42.881]  Of course he's saying we're going to work together because Russia's free market now, they're anti-radical Islam.
[02:27:42.881 --> 02:27:52.328]  What is this obsession in DC with continuing Russia as the boogeyman when it's the communist Chinese the CIA admits have a hundred times the influence of the Russians?
[02:27:53.730 --> 02:28:05.938]  Alex, I'll tell you, if Disney World and Florida were some kind of an evil incarnate, they would be wiping the floor with Disney World right now and Mickey Mouse because Donald Trump once went there.
[02:28:05.938 --> 02:28:14.784]  It doesn't matter who this is, whether it's Russia, Mickey Mouse, Venezuela, Fort Wayne, Indiana, they will tar the president with whatever they have.
[02:28:14.784 --> 02:28:15.885]  It doesn't matter what it is.
[02:28:15.885 --> 02:28:20.948]  They've got some traction with the Russia thing because of the negativity that's out there.
[02:28:20.948 --> 02:28:22.990]  And it's all they've got and they're not going to stop pushing it.
[02:28:23.890 --> 02:28:26.271]  That's my final question and please come back.
[02:28:26.271 --> 02:28:27.732]  What do you think Mr. Caputo, Trump should do?
[02:28:27.732 --> 02:28:31.134]  I mean, I think he should fire Mueller, fire the Deputy Attorney General, all of them.
[02:28:45.520 --> 02:28:49.461]  Well, I gotta tell you, I'm a little dicey about firing Mueller.
[02:28:49.461 --> 02:28:55.283]  I do think that he should separate this investigation, all the discussions of it, out into an external unit.
[02:28:55.283 --> 02:28:57.504]  He's already doing that, but also stick to it.
[02:28:57.504 --> 02:29:02.085]  We saw too many questions about the Russia investigation and the White House press briefing.
[02:29:02.085 --> 02:29:07.207]  Absolutely build a wall between the two of them and move forward and start driving his agenda forward.
[02:29:08.047 --> 02:29:18.375]  If Mueller gets out of line, like he's already, you know, the president's already drawn that red line, it's time to consider whether or not this investigation... I mean, Mueller announced he's gonna see if Trump's crap stinks today, I mean...
[02:29:19.713 --> 02:29:20.874]  Yep, yep.
[02:29:20.874 --> 02:29:28.777]  But the question that we really have to have here is, you know, these investigations on Capitol Hill are political entirely, and it's all about playing gotcha.
[02:29:28.777 --> 02:29:29.337]  Of course it is.
[02:29:29.337 --> 02:29:30.738]  Michael, if you've got to go, that's fine.
[02:29:30.738 --> 02:29:31.939]  I appreciate 20 minutes.
[02:29:31.939 --> 02:29:34.640]  If you can come back and do five more and one more question from Roger, that's fine.
[02:29:34.640 --> 02:29:35.460]  Let me know during the break.
[02:29:35.460 --> 02:29:37.761]  But regardless, very important information.
[02:29:37.761 --> 02:29:40.142]  Thanks for giving us a window into this deep witch hunt.
[02:29:40.142 --> 02:29:42.604]  I'm Alex Jones, Infowars.com.
[02:29:42.604 --> 02:29:44.144]  His site, need to check it out.
[02:29:44.144 --> 02:29:46.105]  We'll give it to you on the other side.
[02:29:46.105 --> 02:29:47.026]  It's politicsny.net.
[02:29:49.428 --> 02:29:52.395]  We're on the march, the empire's on the run.
[02:29:52.395 --> 02:29:56.004]  Alex Jones and the GCN Radio Network.
[02:30:00.950 --> 02:30:06.814]  Do you remember Dennis Hastert, the longest-serving Republican Speaker of the House in history, also the highest-ranking U.S.
[02:30:06.814 --> 02:30:08.995]  politician to be sent to prison?
[02:30:08.995 --> 02:30:16.400]  Hastert was a small-town wrestling coach in Illinois when he was what Judge Thomas Durkin of the federal court described as a serial child molester.
[02:30:16.400 --> 02:30:24.785]  Because of the statutes of limitations for acts in the 1960s and 70s has run out, Hastert was not charged for any of the sexual abuse he engaged in, if you can believe that.
[02:30:24.785 --> 02:30:28.387]  He did go down for illegal hush money, to the tune of at least $3.5 million.
[02:30:30.228 --> 02:30:34.951]  He was fined $250,000 and sentenced to 15 months in prison.
[02:30:34.951 --> 02:30:36.452]  Hardly justice.
[02:30:36.452 --> 02:30:42.556]  But now, the serial child molester is free once again, after serving only 13 months.
[02:30:42.556 --> 02:30:49.401]  Judge Durkin also said, there's nothing more disturbing than having a child molester and Speaker of the House in the same sentence.
[02:30:49.401 --> 02:30:50.402]  I disagree.
[02:30:50.402 --> 02:30:55.725]  There's nothing more disturbing than a serial child molester being free after only one year in prison.
[02:30:55.725 --> 02:30:57.426]  Won't see that on CNN.
[02:30:57.426 --> 02:30:59.908]  For InfoWars.com, this is Owen Schroer.
[02:31:00.648 --> 02:31:09.353]  Hey, did you know that you can now preserve your own food for up to 25 years and still maintain its nutrition and flavor?
[02:31:09.353 --> 02:31:09.894]  That's right.
[02:31:09.894 --> 02:31:15.157]  Now's the time to build your own food storage with Harvest Rites freeze dryers.
[02:31:15.157 --> 02:31:21.841]  Go to infowarsstore.com to learn more and check out this innovative and smart technology that's easy to use.
[02:31:21.841 --> 02:31:29.105]  And let me tell you something, it is perfect for freeze drying fruits, vegetables, meats, dairy products, desserts, and entire meals.
[02:31:29.445 --> 02:31:29.645]  Woo!
[02:31:29.645 --> 02:31:30.686]  That's what I'm talking about.
[02:31:30.686 --> 02:31:39.431]  And when compared to traditional methods of preservation, like canning or dehydrating, you know, like what you get at the grocery store, there is no comparison.
[02:31:39.431 --> 02:31:49.017]  Harvest Right freeze dryers retain 97% of the food's taste, color, and nutritional value, and have a shelf life of up to 25 years.
[02:31:49.017 --> 02:31:52.479]  Now that's what I call the miracle of food preservation.
[02:31:52.479 --> 02:31:56.581]  Harvest Right is truly the world's best, most affordable freeze dryer.
[02:31:56.581 --> 02:31:57.442]  So what are you waiting for?
[02:31:57.642 --> 02:32:00.205]  Check it out right now at InfowarsStore.com.
[02:32:19.346 --> 02:32:19.946]  I think so.
[02:32:39.937 --> 02:32:41.638]  10% off when you choose auto-ship.
[02:32:41.638 --> 02:32:47.539]  It's kind of embarrassing to get family and crew members on that, you know, have irritable bowel and Crohn's-type stuff that didn't exist years ago.
[02:32:47.539 --> 02:32:48.139]  Now it's epidemic.
[02:32:48.139 --> 02:32:51.100]  But I'm getting ready to have a bunch of folks go ahead and come on here and tell you what I did for them.
[02:32:51.100 --> 02:32:53.500]  Because regardless, you can't lose your fun in the operation.
[02:32:53.500 --> 02:32:57.481]  Infowarslife.com, infowarsstore.com, or 888-253-3139.
[02:32:57.481 --> 02:33:04.923]  All right, Roger Stone is about to take off.
[02:33:04.923 --> 02:33:06.263]  This is the Alex Jones Show.
[02:33:06.263 --> 02:33:08.104]  So I'm gonna skip the intro.
[02:33:09.386 --> 02:33:16.277]  Michael Caputo is our guest for a few more minutes to talk about where he sees all this going and how they're trying to block the President's agenda.
[02:33:16.277 --> 02:33:18.560]  Politicsny.net.
[02:33:18.560 --> 02:33:20.423]  But, Roger, your plane's about to take off.
[02:33:20.423 --> 02:33:21.785]  I'm telling you, turn the phone off.
[02:33:21.785 --> 02:33:23.989]  Any other questions or comments for Michael Caputo?
[02:33:25.123 --> 02:33:41.250]  Yeah, Michael, I'm curious what you thought of Congresswoman Spears' claim last week that she cannot be sued and that there is no way to hold her responsible for the outrageous and defamatory claim she's made against you, never mind me, saying that I worked for the Kremlin.
[02:33:41.910 --> 02:33:43.772]  To me, that doesn't seem right.
[02:33:43.772 --> 02:33:45.534]  My lawyers are examining it.
[02:33:45.534 --> 02:33:58.225]  I know a member is protected when they speak on the House floor, but when they go outside, when they go on CNN, for example, and say that you have committed perjury, a crime, can they be held responsible?
[02:33:58.225 --> 02:34:00.487]  What's your lawyer's reading?
[02:34:00.487 --> 02:34:07.514]  My lawyers are looking at it as well, because as you know, both of us were trampled by her outside of the halls of Congress, outside of her office.
[02:34:08.238 --> 02:34:15.066]  But there is some indication that congressmen can do whatever they want as long as they're pursuing House business.
[02:34:15.066 --> 02:34:16.648]  And it's not clear whether that's true or not.
[02:34:16.648 --> 02:34:17.949]  My attorneys are still checking it out.
[02:34:17.949 --> 02:34:20.372]  But she's vulnerable on a lot of fronts, Roger.
[02:34:20.372 --> 02:34:22.294]  And a lot of this stuff is an ethical violation.
[02:34:22.294 --> 02:34:28.742]  The things that she's doing are against the code of the confidentiality of the hearings themselves.
[02:34:29.429 --> 02:34:34.135]  Quite literally, this is the Fredo of the Intelligence Committee.
[02:34:34.135 --> 02:34:36.158]  Well this is all part of the leaking culture.
[02:34:36.158 --> 02:34:40.864]  Look at Spicer leaking to the Daily Beast, leaking to the New York Times before the President even knew.
[02:34:40.864 --> 02:34:42.647]  I mean, what does that say about Spicer?
[02:34:44.096 --> 02:34:46.618]  You know, the problem we have here is that this isn't even leaking.
[02:34:46.618 --> 02:34:51.601]  This is point-blank, flat-out announcing.
[02:34:51.601 --> 02:34:54.103]  It's not even leaking.
[02:34:54.103 --> 02:34:56.184]  There's nothing to leak because there is no transcript.
[02:34:56.184 --> 02:34:57.565]  There's nothing to give someone.
[02:34:57.565 --> 02:35:00.027]  She's basically just lying in front of the media.
[02:35:00.027 --> 02:35:03.589]  She uses the secrecy to make up the fiction.
[02:35:03.589 --> 02:35:04.369]  That's absolutely true.
[02:35:04.369 --> 02:35:07.712]  It's the same thing she did with Roger, saying that he was on the payroll of Kremlin.
[02:35:07.712 --> 02:35:11.094]  I mean, the problem she has is that she lives in the delusion.
[02:35:11.681 --> 02:35:11.841]  Sure.
[02:35:11.841 --> 02:35:12.121]  Right.
[02:35:28.428 --> 02:35:35.911]  And in my eyes, in a lot of ways, she's in the jackpot herself for the things she said about myself and Roger and other people.
[02:35:35.911 --> 02:35:39.972]  Well sure, it's like the lady on the Federal Election Commission saying I'm a Russian agent.
[02:35:39.972 --> 02:35:43.313]  And it turns out she gets all this money from 22 foreign governments.
[02:35:43.313 --> 02:35:44.194]  It's totally illegal.
[02:35:44.194 --> 02:35:50.456]  And Hillary going to Morocco and getting $12 million while she's the Secretary of State.
[02:35:50.456 --> 02:35:53.177]  I mean, these people are literally what they accuse us of.
[02:35:53.177 --> 02:35:54.497]  Roger, we'll talk to you soon.
[02:35:54.497 --> 02:35:55.138]  Get that plane.
[02:35:55.138 --> 02:35:55.678]  Thank you, Roger.
[02:35:57.398 --> 02:35:58.879]  There goes Roger Stone.
[02:35:58.879 --> 02:36:04.243]  Michael Caputo, we were talking during the break and I said, wow, that's powerful testimony.
[02:36:04.243 --> 02:36:13.471]  Can you repeat to the viewers and listeners what you were saying during the break about what their real agenda is and what could fix things versus what they're attempting right now?
[02:36:14.502 --> 02:36:15.182]  Sure.
[02:36:15.182 --> 02:36:18.143]  In my opinion, I think this is shared by a lot of people.
[02:36:18.143 --> 02:36:23.205]  The whole Russia investigation is designed to delay or even stop the President's agenda.
[02:36:23.205 --> 02:36:28.407]  And in fact, while the President won an election in November, the Democrats have won the first year.
[02:36:28.407 --> 02:36:29.847]  I have no question.
[02:36:29.847 --> 02:36:30.988]  They've stalled him completely.
[02:36:30.988 --> 02:36:36.910]  As a cynical political operative, I would say what they decided to do, they've succeeded tremendously at.
[02:36:36.910 --> 02:36:39.991]  But as an American, I really feel fear for the Republic.
[02:36:40.623 --> 02:36:46.332]  In my opinion, this is very clearly a silent coup, if nothing else.
[02:36:46.332 --> 02:36:48.174]  I mean, the problem we have is this.
[02:36:48.174 --> 02:36:49.436]  They're not stopping.
[02:36:49.436 --> 02:36:54.504]  Even though somebody gets shot because of what they've done, one of their own colleagues, and they're not stopping.
[02:36:55.189 --> 02:37:02.255]  And for my, you know, we look at Alinsky's book and others, the one chapter that they always forget to write is, when do you stop?
[02:37:02.255 --> 02:37:03.495]  When do you stop?
[02:37:03.495 --> 02:37:04.376]  They're not stopping.
[02:37:04.376 --> 02:37:08.139]  And the fact of the matter is, maybe this will burn them themselves.
[02:37:08.139 --> 02:37:14.324]  They'll burn themselves by going so far that they lose the 2008 election because they have made complete fools of themselves.
[02:37:14.324 --> 02:37:17.907]  Or they could go the other direction and be a complete conflagration.
[02:37:17.907 --> 02:37:20.769]  You know, the one thing that everyone who's listening can do
[02:37:21.389 --> 02:37:22.050]  Well, yeah, I mean, that's what...
[02:37:40.982 --> 02:37:52.317]  The whole agenda by Soros is spending hundreds of millions, he admitted, sending out AstroTurf when they come back to their districts later next month to get in their face and have robocalls and all this.
[02:37:52.317 --> 02:37:54.539]  So now more than ever, folks, we ask for a president
[02:37:55.697 --> 02:37:59.921]  To fight globalism, to defend our borders, to get our jobs back.
[02:37:59.921 --> 02:38:01.302]  It's happening.
[02:38:01.302 --> 02:38:04.384]  They're going, oh look, he's failed at tax cuts and Obamacare.
[02:38:04.384 --> 02:38:06.206]  Well, not for trying.
[02:38:06.206 --> 02:38:09.849]  And so it's our failure not backing him enough.
[02:38:09.849 --> 02:38:13.512]  You want to look in the mirror, and I'm not bitching at the listeners, but here's the bottom line.
[02:38:13.512 --> 02:38:15.474]  I'm in this fight 18 hours a day.
[02:38:15.474 --> 02:38:19.998]  And I know the Russia thing is baloney, because they had congressional hearings four months ago and again a week ago.
[02:38:20.618 --> 02:38:30.339]  Where they have armed services committees, where they have people on their former Board of Governors FCC saying, Alex Jones works for the Kremlin and Hillary just says I do.
[02:38:31.528 --> 02:38:35.110]  Look, it's like saying, you know, that I'm a Martian and the moon's made of cheese.
[02:38:35.110 --> 02:38:36.171]  I know none of it's true.
[02:38:36.171 --> 02:38:37.912]  I know I've never gotten Russian money.
[02:38:37.912 --> 02:38:39.733]  I know the Russians don't tell me what to say.
[02:38:39.733 --> 02:38:41.774]  I've never been to Russia.
[02:38:41.774 --> 02:38:45.876]  And it's just very, very frustrating to sit here.
[02:38:45.876 --> 02:38:51.759]  It's almost comical, but it's almost like I'm in a bad dream or something to watch Armed Services Committee hearings.
[02:38:51.759 --> 02:38:52.460]  Then I realize, listen,
[02:38:53.180 --> 02:38:54.860]  This is just about intimidating people.
[02:38:54.860 --> 02:38:56.201]  They know it's bull.
[02:38:56.201 --> 02:39:06.284]  And then what do you call these un-American groups that have hijacked the country, these foreign multinational special interests, pointing at us and saying we're foreign influenced because they're the globalists.
[02:39:06.284 --> 02:39:08.124]  They are the outsiders.
[02:39:08.124 --> 02:39:12.625]  They are the subverters that don't want to make America great again.
[02:39:12.625 --> 02:39:13.786]  It couldn't be clearer.
[02:39:13.786 --> 02:39:15.266]  A final comment on that, Mr. Caputo.
[02:39:16.212 --> 02:39:23.714]  Well, I'll tell you, it's absolutely true, and these are the people who are behind the Russia collusion, delusion, the ones who are delaying the President's agenda.
[02:39:23.714 --> 02:39:33.737]  But there's nothing wrong with the White House administration, there's nothing wrong with Congress, that 3-4% growth across six months couldn't fix.
[02:39:33.737 --> 02:39:39.999]  3-4% gross domestic product, you know, we have not had any healthy growth at all since
[02:39:40.559 --> 02:39:44.241]  Barack Obama was an office, he inherited a terrible economy, but he never fixed it either.
[02:39:44.241 --> 02:39:59.427]  If Trump fixes it, and he's working on, I'm telling you, his regulatory reform, his muscular energy policy is very promising, and if they manage to take apart Obamacare and kill all the job-killing taxes that come along with it,
[02:40:00.027 --> 02:40:06.370]  We're going to see some economic growth, and if it gets to be in the 3 to 4 percent range, it's difficult to do.
[02:40:06.370 --> 02:40:11.573]  But if it does, and he spends it for six months, he's back, and so is the Republican Congress.
[02:40:11.573 --> 02:40:17.656]  Well, Michael Caputo, no wonder they wanted you to testify in secret, because you're a really smart guy, and everything you've said is documented.
[02:40:17.656 --> 02:40:19.937]  So, we're all in this together, literally.
[02:40:19.937 --> 02:40:21.537]  Thank you for joining us.
[02:40:21.537 --> 02:40:23.298]  Thank you, Alex.
[02:40:23.298 --> 02:40:24.659]  There you go, ladies and gentlemen.
[02:40:24.659 --> 02:40:25.519]  What a time to be alive.
[02:40:25.519 --> 02:40:26.960]  We're getting Mark Dice on the line.
[02:40:26.960 --> 02:40:28.901]  They haven't called him a Russian yet, but I'm sure that's coming.
[02:40:31.872 --> 02:40:36.579]  We got all these clips too where they say literally you can't talk to a Russian or you're a Russian agent and all the rest of it.
[02:40:36.579 --> 02:40:41.066]  I've got a clip here of Lou Dobbs saying exactly what Caputo is just saying.
[02:40:41.066 --> 02:40:43.069]  I wonder if they'll say Lou Dobbs is a Ruski.
[02:40:43.069 --> 02:40:43.449]  Here it is.
[02:40:44.403 --> 02:40:52.530]  Your thoughts now on what is arguably the most politically corrupt department in the history of the American government.
[02:40:52.530 --> 02:41:06.461]  I'm speaking, of course, of the Obama Justice Department, led by two attorneys general, Eric Holder, who ultimately became the first sitting cabinet officer ever to be cited for contempt of Congress.
[02:41:06.461 --> 02:41:11.105]  And his successor, who is working on matching his record, Loretta Lynch.
[02:41:11.886 --> 02:41:32.118]  She, according to the fire director of the FBI, obstructed justice in ordering James Comey to refer to the Clinton email investigation as a matter rather than an investigation for the purpose of allowing the Clinton campaign to deny the Democratic nominee was under federal investigation.
[02:41:32.853 --> 02:41:38.814]  Today we learned of the prospect of additional corruption on the part of the Obama Justice Department.
[02:41:38.814 --> 02:41:48.756]  An issue why Attorney General Lynch went to almost unprecedented lengths to permit a Russian attorney to enter the country without a visa.
[02:41:48.756 --> 02:41:51.537]  Long before meeting Donald Trump Jr.
[02:41:51.537 --> 02:41:53.677]  and Jared Kushner.
[02:41:53.677 --> 02:41:57.658]  Not the first scandal to plague that agency, of course.
[02:41:57.658 --> 02:42:00.559]  This meeting took place on June 9th of last year.
[02:42:01.326 --> 02:42:04.928]  But it is unclear now not only why A.G.
[02:42:04.928 --> 02:42:08.310]  Lynch would have given her an extraordinary waiver of U.S.
[02:42:08.310 --> 02:42:20.197]  immigration laws, but how that Russian attorney could have been in the country some five months after the expiration of that so-called immigration parole waiver.
[02:42:20.197 --> 02:42:25.380]  The Senate Judiciary Committee is now investigating Lynch's efforts to protect Hillary Clinton.
[02:42:26.033 --> 02:42:27.675]  And the role of not only A.G.
[02:42:27.675 --> 02:42:27.875]  Lin...
[02:42:42.273 --> 02:42:43.455]  You name it, Mark Dice.
[02:42:43.455 --> 02:42:45.398]  And a hard guy to get on.
[02:42:45.398 --> 02:42:49.423]  We're about to launch a bunch of new shows and stuff, and I want to get him to be part of some of those.
[02:42:49.423 --> 02:42:51.686]  But just amazing work at markdice.com.
[02:42:51.686 --> 02:42:56.933]  And of course, his commentary, he's always waiting until stuff breaks to get right on it and counter them.
[02:42:57.794 --> 02:43:00.336]  And more and more, they're trying to censor him off YouTube.
[02:43:00.336 --> 02:43:02.177]  CNN's been trying to censor him.
[02:43:02.177 --> 02:43:07.320]  We're having them try to shut down our channel right now with all these false violations.
[02:43:07.320 --> 02:43:08.521]  And it's just really coming to a head.
[02:43:08.521 --> 02:43:15.006]  And Twitter's admitting that they are about to massively increase the censorship.
[02:43:15.006 --> 02:43:16.687]  They say, quote, tenfold.
[02:43:16.687 --> 02:43:21.790]  So I want to talk about this and just the general lay of the land with media critic Mark Dice.
[02:43:21.790 --> 02:43:22.871]  Mark, thanks for coming on with us.
[02:43:24.175 --> 02:43:25.896]  Always good to join you, Alex.
[02:43:25.896 --> 02:43:28.358]  The war against independent media continues to ramp up.
[02:43:28.358 --> 02:43:44.868]  They just had the Sun Valley Conference, which is basically the Bilderberg Conference of Tech in Sun Valley, Idaho, a resort town where every year the big tech moguls and media companies purge to have discussions about acquisitions, new terms of service policies.
[02:43:44.868 --> 02:43:49.231]  And so that's, I think, why we're starting to see some of this new censorship rolling out is
[02:43:49.691 --> 02:43:54.213]  This is coming out of the discussions that were held at Sun Valley.
[02:43:54.213 --> 02:44:08.878]  Sun Valley, of course, this is where the CNN, Todd Warner... By the way, you were on a few months ago and predicted we'd see it after this, and I noticed they just had the meeting and then it all happened the same day on Monday, so that you have nowhere to run, basically.
[02:44:08.878 --> 02:44:12.979]  This is where all the bigwigs of media and now that tech... How did you predict that?
[02:44:12.979 --> 02:44:13.760]  Because I'm impressed.
[02:44:13.760 --> 02:44:14.740]  How did you predict that?
[02:44:16.055 --> 02:44:25.422]  Well, when all these people, when they have an annual meeting where they're going to get together and you kind of expect what their next move is going to be, that's where they're going to collaborate, kind of come to a consensus.
[02:44:25.422 --> 02:44:33.588]  I mean, essentially, this is one of those big elite consensus building organizations like Build a Bird, like the Bohemian Grove, which also just happened.
[02:44:33.588 --> 02:44:36.310]  But this is specifically focused on tech.
[02:44:36.310 --> 02:44:42.335]  It's not overtly sinister, but this is where all of these big shots go and all the investors.
[02:44:42.415 --> 02:44:51.178]  They couch it in stopping bullying, but then they have these groups that go around bullying saying if you hurt their feelings, talking bad about Hillary, they ban you.
[02:44:51.178 --> 02:45:00.601]  Yeah, the double standard is incredible, and that's part of the reason why my YouTube channel has taken off in the last year, because I started documenting the clear hypocrisy, the violations of terms of service.
[02:45:00.601 --> 02:45:01.361]  Yeah, talk about that!
[02:45:01.361 --> 02:45:07.543]  I mean, they'll have a Facebook with a half million people for a year saying kill Trump, but we just say we don't like Hillary and our thing gets suspended.
[02:45:07.543 --> 02:45:08.403]  I mean, it's crazy.
[02:45:09.694 --> 02:45:10.375]  It's insane.
[02:45:10.375 --> 02:45:22.371]  I came across a very vicious video of somebody threatening police officers, and I had reported it to one of my contacts in the NYPD, who actually worked for the Trump campaign doing security for the then-president-elect.
[02:45:23.203 --> 02:45:26.206]  And so they were investigating this individual.
[02:45:26.206 --> 02:45:28.228]  I reported it to YouTube to have it taken down.
[02:45:28.228 --> 02:45:32.611]  They got back with me and they said, I think we talked about this before, and it just didn't violate the terms of service.
[02:45:32.611 --> 02:45:36.435]  I mean, this wasn't just somebody espousing, you know, kind of harsh opinions about the police.
[02:45:36.435 --> 02:45:42.220]  I mean, it was straight up 100% threat and incitement, yet they're taking down
[02:45:43.001 --> 02:45:44.662]  Conservative YouTube channels.
[02:45:44.662 --> 02:45:51.467]  Thankfully, you guys covered the story about CNN and YouTube just pulling my video, which was a very strange form of censorship.
[02:45:51.467 --> 02:45:52.528]  I hadn't seen this before.
[02:45:52.528 --> 02:45:55.550]  They locked my previous video on private.
[02:45:55.550 --> 02:45:58.452]  They didn't strike it for a community service violation.
[02:45:58.452 --> 02:46:00.233]  Young Turks had that done to me.
[02:46:00.233 --> 02:46:06.177]  We had the live confrontation, which they set up, and then suddenly our video was just private.
[02:46:06.177 --> 02:46:09.700]  Yeah, so it wasn't copyright infringement because it was it was fair use.
[02:46:09.700 --> 02:46:09.860]  It was
[02:46:10.333 --> 02:46:13.495]  Tell folks about the censored video, what you broke down.
[02:46:29.469 --> 02:46:37.974]  I just compiled clips from CNN from the past maybe 12 months of just showing, you know, their tagline is, this is CNN.
[02:46:37.974 --> 02:46:41.956]  So I just, I titled the video, This is CNN.
