[00:00:07.742 --> 00:00:08.626]  Another time.
[01:54:22.028 --> 01:54:38.551]  Well, you know, Alex, what I think is really interesting is we have Nancy Pelosi coming out mixing the metaphors where she was wanting to say, you know, you can't shout fire in a crowded theater, but she said you can't yell wolf in a crowded theater because she was mixing the metaphor of crying wolf.
[01:54:38.551 --> 01:54:41.151]  And that's exactly what the left and the Democrats are doing.
[01:54:41.151 --> 01:54:47.032]  They're crying wolf, calling everyone a Nazi, everyone a white supremacist, and it's getting diluted.
[01:54:47.032 --> 01:54:49.793]  They're really trying to ramp this up, thinking it's going to work for them.
[01:54:50.213 --> 01:54:53.135]  That's right, but don't worry, she'll run the commission looking into Trump's brain.
[01:54:53.135 --> 01:54:55.517]  I mean, this is a total separation of powers violation.
[01:54:55.517 --> 01:54:58.580]  Let's play that big bad wolf clip here, because you never cry wolf in a theater.
[01:55:19.637 --> 01:55:25.442]  How could the Park Service justify denying that organization their free speech rights?
[01:55:25.442 --> 01:55:32.428]  Because the Constitution does not say that a person can shout, yell, wolf in a crowded theater.
[01:55:32.428 --> 01:55:38.734]  If you are endangering people, then you don't have a constitutional right to do that.
[01:55:38.734 --> 01:55:39.755]  There you go.
[01:55:39.755 --> 01:55:44.399]  So they want to put free controls on the First Amendment, which is no First Amendment at all, Leigh Ann Jack.
[01:55:45.598 --> 01:55:46.199]  Right.
[01:55:46.199 --> 01:55:52.650]  Well, and the thing is, is that she's coming out saying that this is going to be a white supremacist rally coming up in San Francisco and Berkeley.
[01:55:52.650 --> 01:55:54.433]  It's this Patriot Prayer Rally.
[01:55:54.433 --> 01:55:57.217]  It's being put on by someone who himself is a person of color.
[01:55:57.217 --> 01:55:59.862]  That's right, even like multi-racial Christians now are white supremacists.
[01:56:00.819 --> 01:56:01.619]  Right.
[01:56:01.619 --> 01:56:02.079]  Exactly.
[01:56:02.079 --> 01:56:05.140]  And it's getting, people are getting sick and tired of it.
[01:56:05.140 --> 01:56:10.221]  But the thing I think is interesting is people in San Francisco don't even bother to look into it.
[01:56:10.221 --> 01:56:13.522]  They're just going to go and put their pets' poop.
[01:56:13.522 --> 01:56:14.562]  Oh yeah, I saw that!
[01:56:14.562 --> 01:56:22.944]  Under the Golden Gate Bridge, a thousand people, it's Associated Press, are going to show up and have their dogs' poop, so that everyone can like walk around and poop.
[01:56:22.944 --> 01:56:24.505]  And Antifa throws poop at people.
[01:56:24.505 --> 01:56:25.505]  Why are they so sick?
[01:56:27.711 --> 01:56:32.414]  Because Alex, these people have been sold a bill of programming.
[01:56:32.414 --> 01:56:43.321]  They've been programmed in institutions, they've been programmed by mainstream media, by television, by video games in some cases, that they need to hate.
[01:56:43.321 --> 01:56:44.282]  That they have violence.
[01:56:44.282 --> 01:56:45.143]  It's like they live.
[01:56:45.143 --> 01:56:47.984]  All the subtext behind popular culture that we see today.
[01:56:47.984 --> 01:56:48.665]  The violence.
[01:56:48.965 --> 01:56:50.706]  The guns that are out there.
[01:56:50.706 --> 01:56:54.689]  They're, you know, sort of making this stuff feel like this is what you should do, what you want to do.
[01:56:54.689 --> 01:56:59.533]  But then they're also saying, you can't do this, you can't do this, you can't be masculine, you have to control that, you have to put it down.
[01:56:59.533 --> 01:57:03.055]  And now they turn you loose and say, these are the enemies.
[01:57:03.055 --> 01:57:05.417]  These are the people that we need to target, these Christians.
[01:57:06.638 --> 01:57:13.903]  And then when I walk down the street and I throw coffee on me and scream Nazi and I try to, you know, hug a black guy and he thinks I'm a Nazi and runs off.
[01:57:13.903 --> 01:57:15.204]  Look right here, The Guardian.
[01:57:15.204 --> 01:57:16.245]  Turd Reich.
[01:57:16.245 --> 01:57:19.788]  San Francisco dog owners lay minefield of poo for a right-wing rally.
[01:57:19.788 --> 01:57:24.932]  Because I want to be sure if new listeners are tuning in on radio, this sounds insane.
[01:57:24.932 --> 01:57:27.293]  It sounds like we're making all this up.
[01:57:27.293 --> 01:57:31.276]  Like Antifa in a new article, in a new video, has pledged to kill police.
[01:57:32.496 --> 01:57:37.099]  Actually, what Nancy Pelosi said is correct, but she should have said it regarding Antifa.
[01:57:37.099 --> 01:57:38.160]  She should have said that's true.
[01:58:02.376 --> 01:58:06.658]  Destruction, chaos, assassination of police officers, assassination of the president.
[01:58:06.658 --> 01:58:08.038]  And they've been doing it!
[01:58:08.038 --> 01:58:09.359]  And they've been doing it!
[01:58:09.359 --> 01:58:10.740]  And they've been doing it!
[01:58:10.740 --> 01:58:18.363]  They think the police, when they nationwide kill a couple hundred a day, are gonna roll over and go, we'll do what you say, we'll be liberal, we'll let you run our review boards now.
[01:58:18.363 --> 01:58:19.003]  And you know what?
[01:58:19.003 --> 01:58:20.383]  I mean, the cops seem to follow orders.
[01:58:20.383 --> 01:58:20.844]  Maybe they will!
[01:58:21.804 --> 01:58:23.645]  And then the cops will become the enemy.
[01:58:23.645 --> 01:58:25.745]  He worked for a bunch of anti-cop killers.
[01:58:25.745 --> 01:58:27.226]  I just can't believe how far we've come.
[01:58:27.226 --> 01:58:30.507]  Let's do five more minutes, and then we've got major breaking news.
[01:58:30.507 --> 01:58:32.467]  He's never done this in ten years coming on.
[01:58:32.467 --> 01:58:34.648]  We have Doug Hagman coming on.
[01:58:34.648 --> 01:58:39.469]  He says exclusive intel on major plans for civil war.
[01:58:39.469 --> 01:58:43.431]  He's got his sources on the East Coast and the NYPD that exposed the pedophilia.
[01:58:43.431 --> 01:58:44.251]  We're going to all come back.
[01:58:44.251 --> 01:58:44.631]  Stay with us.
[01:58:46.102 --> 01:58:47.704]  Vitamin Mineral Fusion!
[01:58:47.704 --> 01:58:50.286]  Visit InfoWarsLive.com to secure your canister.
[01:58:50.286 --> 01:58:57.793]  We have worked for years with our chemists and scientists to create the most powerful and affordable, great-tasting multivitamin formula available.
[01:58:57.793 --> 01:59:07.983]  Vitamin Mineral Fusion Drink Mix at InfoWarsLive.com is loaded with a full month's supply of essential vitamins, minerals, and amino acids that your body absolutely needs.
[01:59:08.423 --> 01:59:16.265]  In the history of InfoWars Life, we've brought out a lot of amazing products like Survival Shield X2, Super Mel Vitality, and so many others.
[01:59:16.265 --> 01:59:26.466]  With its unique delivery system and proprietary manufacturing process designed for maximized effects, this formula is the platinum standard of multivitamin mineral products.
[01:59:26.466 --> 01:59:28.487]  And this part is most important.
[01:59:28.487 --> 01:59:34.948]  The ingredients in vitamin mineral fusion are either plant-derived or of the highest quality lab standard.
[01:59:35.328 --> 01:59:36.750]  That means it's clean.
[01:59:36.750 --> 01:59:37.892]  That means it's pure.
[01:59:37.892 --> 01:59:40.796]  And rest secured, you're fighting the tip of the spear in the InfoWars.
[01:59:40.796 --> 01:59:43.601]  That's InfoWarsLives.com and Vitamin Mineral Fusion.
[01:59:43.601 --> 01:59:48.168]  Take action now before we sell out.
[01:59:48.168 --> 01:59:50.791]  You're listening to the Alex Jones Show.
[02:00:02.481 --> 02:00:09.143]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[02:00:09.143 --> 02:00:10.723]  It's Alex Jones.
[02:00:23.462 --> 02:00:25.163]  A lot of other guests joining us coming up.
[02:00:25.163 --> 02:00:31.025]  Doug Hagman, Breaking News.
[02:00:31.025 --> 02:00:32.266]  What else is on your radar?
[02:00:32.266 --> 02:00:33.526]  What else is coming up?
[02:00:33.526 --> 02:00:36.868]  What else did you impart to the audience?
[02:00:36.868 --> 02:00:40.269]  Going forward, Alex, I want to see more and more
[02:00:41.127 --> 02:00:41.708]  I don't think so.
[02:00:56.545 --> 02:00:59.908]  How do we get information to the president?
[02:00:59.908 --> 02:01:05.293]  How do we make sure that we're using social media, that we're using other avenues of approach?
[02:01:05.293 --> 02:01:07.455]  Now, when I worked in intelligence, that's what you would do.
[02:01:07.455 --> 02:01:16.023]  If you had a source, if you had a target, you would try to say, what are the avenues of approach you could use to potentially get to that person, get to that object?
[02:01:16.323 --> 02:01:24.153]  That's what we're now looking at, different channels to get our news, to get your news Alex, our stories to the President so that he can make these decisions.
[02:01:24.153 --> 02:01:26.075]  We know that he's right and that's number one.
[02:01:26.075 --> 02:01:30.000]  Number two is, who is rising up to run against the President?
[02:01:30.583 --> 02:01:31.403]  In 2020.
[02:01:31.403 --> 02:01:35.565]  John Kasich, this is something I broke a few weeks ago that he was considering it.
[02:01:35.565 --> 02:01:40.707]  Now it's in Axios, now it's Politico that Kasich is trying to run potentially as an independent.
[02:01:40.707 --> 02:01:50.692]  And we noticed that nobody on the Democrat side seems to really be jumping up to say, I'm doing it, I'm filing nomination petitions against the president to run as a Democrat.
[02:01:50.692 --> 02:01:55.994]  So I'm very interested to see because Alex, there's no way they can run on anything they're doing right now.
[02:01:55.994 --> 02:01:57.915]  They are in total scorched earth
[02:01:57.995 --> 02:01:58.676]  We're good to go.
[02:02:11.769 --> 02:02:18.132]  But I don't know if I see her building out the nationwide infrastructure, having the donor meetings that she'd be required to have.
[02:02:18.132 --> 02:02:28.458]  So I'm keeping a very close eye on the DNC and the RNC, as always, Alex, to see what they're up to next to stop our president and to stop our movement.
[02:02:28.458 --> 02:02:31.119]  Jack Bosobik, everybody should follow you on Twitter and everywhere else.
[02:02:31.119 --> 02:02:33.020]  Thank you so much.
[02:02:33.020 --> 02:02:34.281]  Thank you.
[02:02:34.281 --> 02:02:35.602]  Leanne, that's a good point he makes.
[02:02:38.407 --> 02:02:42.329]  The polls show people aren't into this Russia stuff, this race stuff.
[02:02:42.329 --> 02:02:44.129]  It's not working, but they just keep pushing it.
[02:02:44.129 --> 02:02:46.150]  Where do you think this is going?
[02:02:46.150 --> 02:02:51.192]  Well Alex, everyone just needs to understand that this is Saul Alinsky rule for radicals.
[02:02:51.192 --> 02:02:57.555]  I mean, we have Gary Cohn coming out saying that Trump must do better to condemn neo-Nazis and white supremacists.
[02:02:57.555 --> 02:02:58.955]  What more can he do?
[02:02:58.955 --> 02:03:07.259]  This is the Saul Alinsky tactic of picking your target, freezing it, continuing to hit, never letting down, continually keeping your opposition.
[02:03:07.859 --> 02:03:13.281]  I'm having to defend themselves against these attacks that have zero basis in reality.
[02:03:13.281 --> 02:03:22.384]  But as long as Trump is being forced to continue condemning neo-Nazis, I mean, he's been, they've been forcing him to do this since, since before the election.
[02:03:22.384 --> 02:03:30.686]  And so as long as they can keep him, because that's all they have, then he can be distracted and, you know, tweet out things that the media can spin out of control.
[02:03:30.686 --> 02:03:36.848]  He's going to be distracted from completing his agenda, or he's going to allow these other neocons that are, have
[02:03:37.228 --> 02:03:37.368]  Yeah.
[02:03:57.683 --> 02:04:03.525]  This is Saul Alinsky, and this is what the left is using to target the president, to target his supporters.
[02:04:03.525 --> 02:04:07.006]  It doesn't matter how much he disavows or condemns, it's never going to be enough.
[02:04:07.006 --> 02:04:07.706]  They're never going to stop.
[02:04:07.706 --> 02:04:08.466]  It's a political tactic.
[02:04:08.466 --> 02:04:09.627]  They're never going to stop.
[02:04:09.627 --> 02:04:13.128]  Doesn't the left get they're being manipulated, that they're being controlled?
[02:04:13.128 --> 02:04:13.708]  It's pathetic.
[02:04:15.066 --> 02:04:16.586]  Right, they don't get it.
[02:04:16.586 --> 02:04:21.367]  They don't see that there's agent provocateurs, there's controlled opposition.
[02:04:21.367 --> 02:04:27.348]  They don't see that the person who's putting on the Patriot Prayer Rally is a person of color.
[02:04:27.348 --> 02:04:32.409]  On his Facebook page it says, no Nazis, no white supremacists allowed.
[02:04:32.409 --> 02:04:34.949]  But they're still calling it a white supremacist rally?
[02:04:34.949 --> 02:04:36.190]  It'll never be enough.
[02:04:36.190 --> 02:04:38.010]  That's right, Leanne McAdoo on Twitter.
[02:04:38.010 --> 02:04:40.670]  Leanne, thank you so much, InfoWars correspondent.
[02:04:40.670 --> 02:04:42.851]  There goes Leanne McAdoo, straight ahead.
[02:04:42.851 --> 02:04:44.431]  We've got breaking information.
[02:04:45.603 --> 02:04:46.944]  That is critical.
[02:04:46.944 --> 02:04:48.345]  This is exclusive information.
[02:04:48.345 --> 02:04:48.825]  Straight ahead.
[02:04:48.825 --> 02:04:52.548]  We'll be back in 4Wars.com.
[02:04:52.548 --> 02:04:56.310]  What exactly is political correctness, and why is it being pushed on the American public?
[02:04:56.310 --> 02:05:02.495]  Well, political correctness is simply a form of psychological manipulation the government uses to control public opinion.
[02:05:02.495 --> 02:05:11.441]  By controlling your opinions, the establishment gets you to not only agree with their agenda, but to also ensure that your government-created viewpoint also influences others in ripple effect.
[02:05:11.661 --> 02:05:14.084]  This is how the power elite and the government stay in power.
[02:05:14.084 --> 02:05:17.927]  They use psychological manipulation to turn the public into obedient sheeple.
[02:05:17.927 --> 02:05:21.631]  And over time, we lose our ability to distinguish reality from deception.
[02:05:21.631 --> 02:05:25.035]  But how does political correctness and other deliberate deceptions work?
[02:05:25.035 --> 02:05:33.583]  Well, first, the establishment saturates mass media with their agenda they're trying to push until it invades every aspect of popular culture and is accepted as truth.
[02:05:33.583 --> 02:05:35.065]  Such as global warming, for example.
[02:05:35.245 --> 02:05:44.428]  Then the establishment suppresses any counter-arguments to their agenda by calling critics kooky, nutjobs, racists, or in the case of man-made climate change, climate deniers.
[02:05:44.428 --> 02:05:50.930]  You can learn more about this tyranny over the minds of men at Infowars.com, PrisonPlanet.tv, and our YouTube channel, Resistance News.
[02:05:50.930 --> 02:05:52.111]  This is Kit Daniels reporting.
[02:05:52.711 --> 02:05:57.413]  As most of you already know, I am a voracious consumer of news and information.
[02:05:57.413 --> 02:06:08.057]  And in the last four or five years doing more and more research, I came across the fact that the elite establishment is fully aware of the fact that our ancient ancestors, in many cases, had
[02:06:08.277 --> 02:06:08.437]  I think?
[02:06:26.556 --> 02:06:27.217]  We're good.
[02:06:53.095 --> 02:06:57.037]  Enjoy all natural bath and beauty products with Enric's Essentials.
[02:06:57.037 --> 02:07:16.504]  We are proud to bring you a collection of organic-based household products at InfoWareStore.com, including non-nano SPF 30 zinc oxide sunscreen, DEET-free herbal bug spray, concentrated peppermint mouthwash, unscented body wash, tea tree shampoo, and long-lasting natural deodorant.
[02:07:16.624 --> 02:07:20.827]  Emmerich's Essentials is free of chemicals and toxins that may harm your body.
[02:07:20.827 --> 02:07:27.391]  We carefully select pure and simple ingredients to create formulas that are certified USDA Made With Organic.
[02:07:27.391 --> 02:07:32.174]  Our mission is to offer you everyday organic household products to enhance your life.
[02:07:32.174 --> 02:07:37.358]  Truly feel the difference by going organic natural without compromising on quality.
[02:07:37.358 --> 02:07:39.459]  Feel good about using Emmerich's Essentials.
[02:07:39.459 --> 02:07:43.842]  Start saving money and stop exposing yourself and your family to toxic ingredients.
[02:07:44.142 --> 02:07:50.127]  Visit InfowarsStore.com and learn more about the new Emmerich's Essentials line of organic products.
[02:07:50.127 --> 02:07:52.169]  That's InfowarsStore.com.
[02:08:05.014 --> 02:08:09.857]  Big Brother, mainstream media, government cover-ups.
[02:08:09.857 --> 02:08:11.538]  You want to stop tyranny?
[02:08:11.538 --> 02:08:13.200]  Well, so does he.
[02:08:13.200 --> 02:08:20.785]  Live from the InfoWars.com studios, it's Alex Jones.
[02:08:20.785 --> 02:08:29.531]  Well, Hurricane Harvey set to hit at about 7, 8 o'clock Central tonight into Texas, Category 3, 40 inches of rain, a true disaster.
[02:08:30.796 --> 02:08:51.172]  But the big disaster we've been witnessing the last three years plus has been CNN, MSNBC, the former White House run by Obama and his Justice Department openly saying police deserve to die because another officer in another jurisdiction might have done something wrong.
[02:08:51.172 --> 02:08:53.674]  The media would fan the flames of that.
[02:08:53.674 --> 02:08:56.016]  In most cases, it turned out to be a fraud.
[02:08:56.016 --> 02:08:58.798]  And then say, well, cops deserve to die.
[02:08:58.798 --> 02:08:59.279]  They're bad.
[02:09:00.592 --> 02:09:13.136]  We're going to give you exclusive information right now from Doug Hagman, who has broken big stories here, like the Wiener story and the texting, the sexting to minors.
[02:09:13.136 --> 02:09:24.199]  That was here first with Doug Hagman of the Hagman Report, syndicated radio broadcaster in his own right, law enforcement trainer, long-term private investigator working in New Jersey and New York.
[02:09:25.367 --> 02:09:27.730]  I've been listening to him 15 years, been interviewing him 10 years.
[02:09:27.730 --> 02:09:34.078]  He always gives us really on-spot info, and I've never gotten him to send me an emergency memo like this.
[02:09:34.078 --> 02:09:38.984]  InfoWars, Doug Hagman exclusive to InfoWars, not made public until now.
[02:09:40.336 --> 02:09:42.177]  Coordinating with law enforcement.
[02:09:42.177 --> 02:09:44.619]  Confirming with the intel.
[02:09:44.619 --> 02:09:49.062]  Not just the public statements and CNN and MSNBC saying attack Trump supporters.
[02:09:49.062 --> 02:09:50.343]  They're all Nazis.
[02:09:50.343 --> 02:09:51.824]  All Trump supporters are Nazis.
[02:09:51.824 --> 02:09:53.585]  All gun owners are Nazis.
[02:09:53.585 --> 02:09:55.567]  Telling the ACLU.
[02:09:55.567 --> 02:09:59.109]  Tweeting a photo of a white baby with American flag is racist.
[02:09:59.109 --> 02:10:00.730]  ACLU apologizing.
[02:10:00.730 --> 02:10:02.412]  Saying the Eclipse is racist.
[02:10:02.412 --> 02:10:09.717]  This is mass race war programming that Soros doubled the money after Trump won to Black Lives Matter, Antifa and others.
[02:10:11.058 --> 02:10:14.641]  And so we've got where they're planning the attacks, what's happening?
[02:10:14.641 --> 02:10:24.007]  They are openly saying this on the news, but law enforcement is tracking federal and state and has confirmed they're planning to target civilian members of the pro-Trump communities.
[02:10:24.007 --> 02:10:26.109]  That's why I was being attacked so hard in Seattle.
[02:10:26.109 --> 02:10:27.310]  The message is going out.
[02:10:27.310 --> 02:10:29.751]  Attack, kill, do what you can.
[02:10:29.751 --> 02:10:34.475]  Opposing groups, specifically free speech groups, ban free speech, attack all protests.
[02:10:34.475 --> 02:10:39.539]  Christian groups want to march, had marches set up months ago, say they're racist, go out, attack them.
[02:10:40.692 --> 02:10:43.476]  This sounds crazy, but just join us, it's mainstream news.
[02:10:43.476 --> 02:10:47.561]  Bring 10,000 dogs, have them all crap on the field where the Christians are coming.
[02:10:47.561 --> 02:10:51.005]  No Christians, no whites, no conservatives, no libertarians.
[02:10:51.005 --> 02:10:52.287]  That's how it works.
[02:10:52.287 --> 02:10:55.371]  Describe it, all opposition is alt-right, then say it's Nazi.
[02:10:56.670 --> 02:11:12.690]  So this is directly memos from law enforcement, and there's a lot more I haven't gotten into this yet, but this is very, very serious all over the United States, and they're preparing a violent revolution, as they said a month ago, they're getting ready in the next two months to overthrow Trump.
[02:11:12.690 --> 02:11:14.732]  Soros wanted the summer of rage, that came out.
[02:11:15.489 --> 02:11:23.439]  And you're gonna see CNN like it's normal, like when they back the Arab Spring overthrowing our ally in Egypt, saying they're blowing up churches, they're burning, they're killing tens of thousands.
[02:11:23.439 --> 02:11:24.480]  This is good.
[02:11:24.480 --> 02:11:25.822]  The Christians deserve it.
[02:11:25.822 --> 02:11:32.670]  You'll see Anderson Cooper right there saying, you know, Ron Paul's been killed, Matt Dredge's been killed, the President's been killed, this is loving, this is liberal.
[02:11:32.670 --> 02:11:34.292]  Kill, kill, kill.
[02:11:34.292 --> 02:11:34.973]  That's why they've got...
[02:11:35.433 --> 02:11:39.175]  Flower shops and coffee shops in the news saying, are you a racist?
[02:11:39.175 --> 02:11:40.956]  Do you pledge allegiance against Trump?
[02:11:40.956 --> 02:11:44.778]  They're identifying getting their people ready as little secret agents for this.
[02:11:44.778 --> 02:11:47.820]  So you want to see the globalist communist takeover.
[02:11:47.820 --> 02:11:48.680]  They're ready.
[02:11:48.680 --> 02:11:50.021]  They're planning it.
[02:11:50.021 --> 02:11:52.763]  And that's why they've been trying to intimidate law enforcement to get on board.
[02:11:52.763 --> 02:11:54.764]  So I'm going to give the floor because he's a.
[02:11:55.543 --> 02:11:58.807]  Polite and humble guy, and he'll wait for me to talk and I'll run over him.
[02:11:58.807 --> 02:12:05.076]  Doug Hagman to go through this intelligence memo, a lot of which I've got from my own sources, and the enemy's out in the open.
[02:12:05.076 --> 02:12:05.837]  This is big.
[02:12:05.837 --> 02:12:07.639]  He's got the timetable for us.
[02:12:07.639 --> 02:12:08.881]  Thank you so much, Doug Hagman.
[02:12:10.037 --> 02:12:20.201]  Alex, thanks so much for having me, and I really appreciate the war effort, what you're doing, and the changes that you're causing in this country.
[02:12:20.201 --> 02:12:23.162]  You're actually doing a lot for the cause.
[02:12:23.162 --> 02:12:26.403]  I just, as of 4.10 a.m.
[02:12:26.403 --> 02:12:38.287]  my time this morning, I heard from an investigator, one of my investigators actually, we've got, and this is, I have not really made this announcement official to this point,
[02:12:39.067 --> 02:12:52.350]  But over the past several months, actually since the election, we have gathered, I've managed to gather a handful of accredited licensed investigators all across the United States.
[02:12:52.350 --> 02:13:05.613]  Not many, but enough to make an impact, a difference, and to investigate and infiltrate various groups such as Indivisible, Antifa, and all of the... And you said that you were going to be going the Project Veritas model?
[02:13:06.875 --> 02:13:08.537]  Exactly, exactly.
[02:13:08.537 --> 02:13:19.510]  Now, one of the things that I heard from this morning, one of the investigators I heard from this morning attended a meeting last night in San Francisco.
[02:13:19.510 --> 02:13:22.814]  That's all I'm prepared to say in terms of location.
[02:13:22.814 --> 02:13:24.797]  You don't want to give up too much, identify him.
[02:13:25.137 --> 02:13:26.478]  Right, right.
[02:13:26.478 --> 02:13:30.302]  And this meeting, I'll just summarize it by saying this.
[02:13:30.302 --> 02:13:43.453]  The left, hard left, the progressive left, the communist left, the people that are organizing these marches, these riots, more appropriately, they are preparing for war.
[02:13:43.453 --> 02:13:45.115]  Civil war in this country.
[02:13:45.115 --> 02:13:52.041]  Their targets are civilians who openly support Donald Trump or for capitalism or free enterprise.
[02:13:52.821 --> 02:13:56.462]  Civilians who openly support free speech.
[02:13:56.462 --> 02:14:02.404]  Conservative Christians and conservatives and Christians separately and collectively.
[02:14:02.404 --> 02:14:12.228]  And of course they have a special division or a special aspect of this where they are being taught how to confront law enforcement personnel.
[02:14:12.888 --> 02:14:34.296]  So there's a three-tiered operational system taking place right now, training groups right now that are in progress all across the United States that are being funded by, under the umbrella of the Obama Organizing for Action and the Soros, the Woods Fund.
[02:14:34.296 --> 02:14:35.917]  I'm saying this now, these are my words.
[02:14:36.757 --> 02:14:49.423]  As best I can tell, the non-profits, the larger NGOs that operate under the umbrella of either OFA, Organizing for Action, or the Soros group of NGOs.
[02:14:49.423 --> 02:14:55.186]  And they're funding these training sessions all across the United States.
[02:14:55.186 --> 02:14:58.688]  Offshoots of the 250 satellite branches of OFA, Organizing for Action, and parcel to the 32,500 plus
[02:15:06.411 --> 02:15:08.792]  Foot soldiers of Organizing for Action.
[02:15:08.792 --> 02:15:11.732]  They're working in tandem with one another.
[02:15:11.732 --> 02:15:33.958]  We have groups, and we're able to verify this, we have groups such as Indivisible, Antifa, Black Lives Matter, By Any Means Necessary, and a few new ones that have sprung up, including one that just sprung up here four days ago, actually, the Revolutionary Abolitionist Movement, which is, they just opened a Philadelphia chapter.
[02:15:36.960 --> 02:15:46.511]  All that are connected to this resist narrative, resist fascism narrative.
[02:15:46.511 --> 02:15:50.877]  And this is all cloaked under the guise, under the pretext of we're gonna fight
[02:15:51.622 --> 02:15:54.243]  For freedom in this country.
[02:15:54.243 --> 02:15:59.764]  We're going to fight the tyranny, the fascism that the Trump administration is bringing into America.
[02:15:59.764 --> 02:16:04.305]  We're going to bring back the Obama model and system of governance.
[02:16:04.305 --> 02:16:15.448]  And we're also going to use both academia as well as, and this is important, Obama holdovers within our government, still there, including and especially within the Department of Justice.
[02:16:16.792 --> 02:16:28.878]  That's a two-pronged approach to, number one, be notified of any type of advanced police action, and second of all, to circumvent prosecution, or to assist in circumventing prosecution.
[02:16:28.878 --> 02:16:34.421]  And to stand down, like in Charlottesville, when they attack Christian groups or anybody else.
[02:16:34.421 --> 02:16:35.261]  Exactly.
[02:16:35.261 --> 02:16:42.445]  So, the report I got this morning, early this morning, from the investigator in the West Coast said this.
[02:16:43.368 --> 02:16:58.939]  You basically won't believe the group in San Francisco, in the San Francisco area, was not in San Francisco, but in that area, men basically that looked nothing like he had ever suspected.
[02:16:58.939 --> 02:17:03.122]  I mean, people dressed in, nicely dressed, in dress jeans and khakis.
[02:17:03.122 --> 02:17:06.384]  Yeah, we're not just fighting the little dirty meth heads now.
[02:17:06.384 --> 02:17:08.626]  They freaked out enough people now and had enough
[02:17:09.446 --> 02:17:14.869]  Public figures with authority on mainstream news and Congress say this that they're in a war.
[02:17:14.869 --> 02:17:15.590]  We're gonna fight.
[02:17:15.590 --> 02:17:30.678]  We've got Maxine water saying it's a war I'm coming for you, and she's out of that area I'm coming for you Trump, and you've got former CIA deputy director saying we're going to kill Trump soon So a lot of these are gonna end up being intelligence operatives as you just said from deep state.
[02:17:30.678 --> 02:17:33.800]  They are preparing their move This is it ladies and gentlemen
[02:17:34.720 --> 02:17:38.662]  Yeah, and you've been ahead of the curve on this, and I have to give you a lot of credit.
[02:17:38.662 --> 02:17:39.502]  Well, enough about me, my friend.
[02:17:39.502 --> 02:17:42.323]  We now know they're in the news saying they're getting ready to go operational.
[02:17:42.323 --> 02:17:44.284]  So continue with your report.
[02:17:44.284 --> 02:17:55.468]  So, okay, one of the things, okay, when my investigator went in first, the thing that really surprised him, first of all, the location of the meeting was
[02:17:56.498 --> 02:18:00.582]  I'm not going to say done in code, but it was done very snarkily.
[02:18:00.582 --> 02:18:01.783]  Cryptically.
[02:18:01.783 --> 02:18:02.504]  Yeah, there you go.
[02:18:02.504 --> 02:18:03.545]  Thank you.
[02:18:03.545 --> 02:18:10.511]  And anyway, when he arrived at this meeting location... Which shows they know they're getting watched.
[02:18:11.483 --> 02:18:14.047]  Absolutely, and that's a good point.
[02:18:14.047 --> 02:18:24.239]  And when he arrived at the meeting location, there was an initial invitation and then upon his arrival he was actually searched and they took away all electronics.
[02:18:24.239 --> 02:18:26.922]  There was no allowance for iPads or iPhones.
[02:18:26.922 --> 02:18:28.645]  This shows amazing criminal intent.
[02:18:29.634 --> 02:18:30.894]  Absolutely.
[02:18:30.894 --> 02:18:38.337]  And they actually put the phones in a separate room and made sure that they were off, very interestingly.
[02:18:38.337 --> 02:18:45.679]  And they all but searched, I mean frisked, like a law enforcement officer would, the attendees to this meeting.
[02:18:45.679 --> 02:18:48.620]  So, this shows... Organized.
[02:18:48.620 --> 02:18:49.800]  Absolutely organized.
[02:18:50.460 --> 02:19:05.764]  Now one of the things that they're modeling this and it's this surprised me 20 or 47 years ago yesterday there was a bombing at the University of Wisconsin in Madison At 342 a.m.
[02:19:05.764 --> 02:19:12.706]  The target was the Army Mathematics Research Center and again 47 that this is April or August 24th 1970 and
[02:19:14.941 --> 02:19:22.426]  A 2,000 pound ammonium nitrate fertilizer oil bomb went off.
[02:19:22.426 --> 02:19:24.788]  You're saying this is Weatherman 2.0?
[02:19:24.788 --> 02:19:25.749]  Basically, yeah.
[02:19:25.749 --> 02:19:26.349]  Yeah.
[02:19:26.349 --> 02:19:35.075]  And they're studying the tactics and the operational methods from history, from long ago, from a decade ago.
[02:19:35.075 --> 02:19:35.736]  Doug, stay there.
[02:19:35.736 --> 02:19:37.717]  Everything you're saying is hell.
[02:19:37.717 --> 02:19:39.178]  I know you've got your sources of people infiltrating.
[02:19:39.178 --> 02:19:39.719]  This is huge.
[02:19:39.719 --> 02:19:41.880]  But they're out in the open saying violence is good.
[02:19:41.880 --> 02:19:42.581]  Overthrow.
[02:19:42.581 --> 02:19:43.261]  Kill everybody.
[02:19:45.342 --> 02:19:51.767]  I just... I just hope somehow we move against them before they do.
[02:19:51.767 --> 02:19:54.329]  Are you happy washing your hands with harsh chemicals?
[02:19:54.329 --> 02:19:56.471]  Are you happy doing laundry with detergents?
[02:19:56.471 --> 02:19:58.452]  Are you happy paying high prices?
[02:19:58.452 --> 02:20:00.514]  Find your happiness with Pure Soap.
[02:20:00.514 --> 02:20:05.378]  These all-natural, earth-friendly Pure Soaps are the very best you've ever used.
