[00:00:07.577 --> 00:00:08.577]  Paul Watson reports.
[02:01:45.379 --> 02:01:48.081]  They're redirecting the emails, the phone calls.
[02:01:48.401 --> 02:01:50.302]  I mean, I'm sorry, I just can't shut up about this.
[02:01:50.542 --> 02:01:52.924]  We're in the middle of something beyond any movie, Mike Cernovich.
[02:01:53.928 --> 02:02:00.175]  Yeah, so you and I have been squeezed out, so what I can tell you now, so Trump used to read my stuff and listen to your stuff.
[02:02:00.636 --> 02:02:01.937]  Kelly has stopped that.
[02:02:02.317 --> 02:02:10.867]  The only person now that can get to Trump is Hannity, and that is why there's a massive campaign now to have Hannity, fire Hannity as a campaign.
[02:02:10.887 --> 02:02:13.090]  They're trying to do anything, including framing him.
[02:02:13.750 --> 02:02:15.813]  That's right.
[02:02:16.394 --> 02:02:26.728]  Right now, Sean Hannity is one of the most important people in America because he's the only lifeline we've got to the President, and the President's acting on it, and Kelly's like, it's horrible.
[02:02:26.969 --> 02:02:29.092]  He watches Hannity and then does something about it.
[02:02:30.658 --> 02:02:31.398]  Right, exactly.
[02:02:31.478 --> 02:02:37.741]  Two of the most important people, you know, other than you obviously in Infowars, Sarah Carter and Sean Hannity.
[02:02:38.101 --> 02:02:41.983]  Right now, they are the ones, you know, Sarah Carter breaks really big stories.
[02:02:42.083 --> 02:02:43.783]  She goes on Hannity and talks about him.
[02:02:44.143 --> 02:02:46.004]  Trump is getting that information now.
[02:02:46.304 --> 02:02:49.446]  The very important stories from Sarah Carter and Sean Hannity.
[02:02:49.846 --> 02:02:52.747]  So the media is going after Hannity very hard.
[02:02:52.807 --> 02:02:54.428]  The deep state is going after Hannity.
[02:02:54.708 --> 02:02:56.428]  They want to get him kicked off of television.
[02:02:56.448 --> 02:02:57.989]  They're going to do anything they can to stop him.
[02:02:58.029 --> 02:03:00.498]  The good news is Limbaugh now admits there's a plan to kill Trump.
[02:03:00.880 --> 02:03:03.750]  So everybody's getting hardcore right now and people should be getting hardcore.
[02:03:04.970 --> 02:03:07.151]  Well, Laura Ingraham is tweeting about McMaster.
[02:03:07.491 --> 02:03:11.473]  Remember, you and I have been talking about McMaster since April, early April.
[02:03:11.873 --> 02:03:13.133]  Nobody else wanted to talk about it.
[02:03:13.173 --> 02:03:14.894]  Now it's the number one story on Breitbart.
[02:03:15.294 --> 02:03:16.735]  And we're not tooting our horn.
[02:03:16.855 --> 02:03:21.497]  People need to know why they hate us because Cernovich and myself are patient zero.
[02:03:22.077 --> 02:03:23.077]  Cernovich particularly.
[02:03:24.338 --> 02:03:24.958]  Get him first.
[02:03:25.018 --> 02:03:25.878]  I'm joking.
[02:03:26.078 --> 02:03:29.580]  This is not fun to be super preeminent in this, but it's our duty.
[02:03:29.860 --> 02:03:30.540]  We're doing it.
[02:03:30.560 --> 02:03:32.561]  Of course, I'm joking, but this isn't a game.
[02:03:34.153 --> 02:03:38.516]  Right, and the ADL is going after me, claiming I'm doing code word of anti-Semitism.
[02:03:38.536 --> 02:03:40.097]  They're trying to wind up a nut, yeah.
[02:03:40.618 --> 02:03:41.598]  Yeah, exactly.
[02:03:41.658 --> 02:03:45.221]  But meanwhile, McMaster has been purging Jews from the NSC.
[02:03:45.601 --> 02:03:51.925]  One guy, he's Jewish, he went to Bar Mitzvah in Israel, he had Adam Lovinger had a security clearance pulled.
[02:03:52.326 --> 02:03:54.007]  Where is the ADL?
[02:03:54.287 --> 02:03:58.070]  So he's been getting rid of all kinds of Jewish people and pro-Israel people.
[02:03:58.690 --> 02:04:04.338]  But they're going after me and Ben Garrison cartoons because we're telling the truth about Soros, a Nazi collaborator.
[02:04:05.460 --> 02:04:12.770]  Yeah, but it's really starting to backfire on them, where they're even calling Holocaust survivors who had families that were survivors, they're calling them Nazis now.
[02:04:12.790 --> 02:04:14.313]  I mean, this is getting to be crazy.
[02:04:15.256 --> 02:04:18.399]  Yeah, like, Lucian Wintridge, he's a grandson of Holocaust survivors.
[02:04:18.799 --> 02:04:21.121]  Forward Magazine created a list of people.
[02:04:21.401 --> 02:04:24.143]  They added me on the same list as the Ayatollah Khomeini.
[02:04:24.163 --> 02:04:27.526]  I was, I can't, we're now in the world of pure farce.
[02:04:28.227 --> 02:04:30.148]  But what they're really trying to do is get us murdered.
[02:04:30.429 --> 02:04:32.851]  There's no reason to put me on a list with the Ayatollah.
[02:04:33.351 --> 02:04:35.932]  But it shows how precarious McMaster is.
[02:04:36.012 --> 02:04:36.872]  We got Primus.
[02:04:37.312 --> 02:04:39.292]  We got Spicer, who are far less worse.
[02:04:39.633 --> 02:04:41.253]  We're going to get McMaster.
[02:04:41.613 --> 02:04:43.654]  Doesn't matter if I'm pushing daisies later, boy.
[02:04:43.894 --> 02:04:46.014]  We're gonna get you in your big, fat, bald head.
[02:04:46.214 --> 02:04:46.914]  So get ready.
[02:04:47.434 --> 02:04:48.915]  Get ready, because we're never gonna stop.
[02:04:48.935 --> 02:04:49.315]  You know it.
[02:04:49.555 --> 02:04:50.435]  I'm never gonna stop.
[02:04:50.635 --> 02:04:51.715]  We're gonna defend the Republic.
[02:04:51.795 --> 02:04:52.496]  We're gonna win.
[02:04:52.516 --> 02:04:53.716]  And we're gonna beat all of you.
[02:04:54.216 --> 02:04:54.896]  You understand?
[02:04:54.916 --> 02:04:58.957]  I may be out there in the cemetery by then, but you're going down!
[02:04:59.337 --> 02:04:59.737]  Stay there.
[02:04:59.757 --> 02:05:01.838]  I wanna finish up with Cernovich, and then we got McAdoo.
[02:05:03.510 --> 02:05:24.137]  I'm Millie Weaver and you're watching Flyover America, an InfoWars original series where we're going to be traveling around the United States talking to Flyover America, the people who feel like they have had their voices ignored by their government, by the mainstream media, and by the people on the coast.
[02:05:24.577 --> 02:05:29.898]  So we're going to be talking to the deplorables, finding out why they actually supported Trump.
[02:05:30.198 --> 02:05:35.279]  So come along with us on this journey as we discover Flyover America.
[02:05:35.599 --> 02:05:42.281]  Throughout our travels, we will be making scheduled stops to talk with those who want to tell their story.
[02:05:42.781 --> 02:05:52.643]  Like us and follow our progress on Facebook at Flyover States of America for meeting locations, updates, and even sneak peeks.
[02:05:53.143 --> 02:05:56.664]  And if you have a story to tell, come tell it!
[02:05:57.764 --> 02:06:00.985]  I'm Millie Weaver and you're watching Fly Over America!
[02:06:02.826 --> 02:06:04.186]  Clean, pure drinking water.
[02:06:04.206 --> 02:06:05.747]  You can't survive without it.
[02:06:05.947 --> 02:06:06.867]  But where do you get it?
[02:06:07.127 --> 02:06:12.909]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[02:06:13.129 --> 02:06:18.851]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[02:06:19.031 --> 02:06:35.912]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[02:06:36.292 --> 02:06:38.412]  Filter capacity up to 5,000 gallons.
[02:06:38.772 --> 02:06:39.973]  Stainless steel construction.
[02:06:40.253 --> 02:06:41.033]  Easy assembly.
[02:06:41.293 --> 02:06:41.913]  Low maintenance.
[02:06:42.193 --> 02:06:44.033]  Replacement filters are simple to install.
[02:06:44.294 --> 02:06:51.415]  And now, as part of an exclusive limited-time introductory offer, you can save $20 off the retail price and get free shipping.
[02:06:51.575 --> 02:06:56.556]  This is a limited-time offer, so order your unit today and receive free shipping and $20 off.
[02:06:56.756 --> 02:06:59.336]  Go to InfowarsStore.com or call 888-253-3139.
[02:07:02.717 --> 02:07:09.941]  A 44-year-old father was beat by a gang of teenagers and knocked out with a skateboard after he asked them to stop smoking marijuana on a Dallas train.
[02:07:10.542 --> 02:07:18.346]  The group of teenagers included young men and women who punched the father and threw him against the train's doors before arriving at the station near Deep Ellum in Dallas, Texas.
[02:07:19.006 --> 02:07:23.769]  In world news, 22.5% of the German population now has a migrant background.
[02:07:24.449 --> 02:07:28.532]  Migrants and their children make up an estimated 18.6 million people in Germany.
[02:07:29.312 --> 02:07:36.596]  According to the Federal Statistical Office, which attributed the shocking statistic to German Chancellor Angela Merkel and her open border policies.
[02:07:37.817 --> 02:07:44.660]  In contrast, President Trump plans to overhaul immigration laws in America as part of his wide-ranging agenda to tighten border security.
[02:07:45.401 --> 02:07:55.046]  The president is working with two senators to draft a bill to create a skills-based immigration program that gives priority to Americans by cutting down on work visa abuse, among other things.
[02:07:55.595 --> 02:07:59.640]  For more breaking news and reports, check back at InfoWars.com throughout the day.
[02:07:59.920 --> 02:08:01.101]  This is Kid Daniels reporting.
[02:08:22.108 --> 02:08:23.550]  You want to stop tyranny?
[02:08:23.791 --> 02:08:24.952]  Well, so does he.
[02:08:25.453 --> 02:08:29.979]  Live from the InfoWars.com studios, it's Alex Jones.
[02:08:34.205 --> 02:08:35.948]  I gotta hand it to Mike Cernovich.
[02:08:36.008 --> 02:08:37.770]  Leon McAdoo's about to pop in with us.
[02:08:39.139 --> 02:08:40.120]  Thought I'd hand it to her as well.
[02:08:40.140 --> 02:08:41.320]  It's a great report she's been filing.
[02:08:42.001 --> 02:08:49.384]  Cernovich has been so on target, like a laser beam, like a particle beam, that it's blowing me away with his sources, his work.
[02:08:49.404 --> 02:08:56.348]  I'm so honored that he's launching his own show, The War Room, coming up on, what, September 4th, in about a month here.
[02:08:56.408 --> 02:08:58.109]  We got David Knight's show coming up in about a week and a half.
[02:08:58.129 --> 02:09:00.550]  We're gonna launch syndicated radio slash TV program.
[02:09:01.330 --> 02:09:02.911]  Very, very excited about that.
[02:09:02.971 --> 02:09:04.032]  The Real News with David Knight.
[02:09:06.213 --> 02:09:07.594]  But we're all in, and
[02:09:09.008 --> 02:09:10.570]  He predicted the McMaster stuff.
[02:09:10.590 --> 02:09:11.712]  He predicted who would be fired.
[02:09:11.752 --> 02:09:12.894]  He predicted how it would happen.
[02:09:13.615 --> 02:09:17.400]  He predicted that they would go after folks that weren't, you know, globalists.
[02:09:18.321 --> 02:09:21.345]  But now everything he said, you see, April, May...
[02:09:22.458 --> 02:09:31.043]  June, July, four months later, it's word for word what he said, and Bloomberg and others say, okay, Cernovich even knows where we're eating dinner.
[02:09:31.644 --> 02:09:33.945]  He's got horrible, evil sources inside.
[02:09:33.965 --> 02:09:38.768]  They're super good, and McMaster wants it shut down, saying it's a national security threat.
[02:09:39.729 --> 02:09:47.254]  It's McMaster and all these people that are leaking all the real national security stuff, and saying the president's wrong about being wiretapped when it's confirmed.
[02:09:48.214 --> 02:09:48.795]  So, Cernovich,
[02:09:50.236 --> 02:09:51.357]  Trump is surrounded.
[02:09:51.677 --> 02:09:52.838]  He's still getting a lot done.
[02:09:52.858 --> 02:09:55.561]  They're putting out fake polls, saying he's behind in polls.
[02:09:55.961 --> 02:10:00.225]  They're in the news saying, don't worry about impeachment, don't worry about a grand jury.
[02:10:00.965 --> 02:10:03.127]  We are going to remove him in the next few months.
[02:10:03.588 --> 02:10:06.130]  Bipartisanly, everybody better accept it.
[02:10:06.190 --> 02:10:07.451]  A big event's about to happen.
[02:10:07.991 --> 02:10:12.115]  You've got Michael Moore saying it, but you've got the former head of the CIA Clapper saying it.
[02:10:12.655 --> 02:10:13.036]  You've got
[02:10:14.568 --> 02:10:15.809]  People like Al Gore saying it.
[02:10:16.309 --> 02:10:18.211]  The president must move against them.
[02:10:18.231 --> 02:10:25.035]  And I get why he has some issues with Sessions, but Sessions is under open rebellion with all of his people under him doing nothing.
[02:10:25.075 --> 02:10:26.857]  He says, this is total mutiny.
[02:10:27.137 --> 02:10:28.458]  What do we, the people, do?
[02:10:28.558 --> 02:10:29.479]  What does Trump do?
[02:10:29.819 --> 02:10:31.020]  And how big is this?
[02:10:33.181 --> 02:10:35.022]  Oh, it goes to the top, Alex.
[02:10:35.123 --> 02:10:37.044]  I mean, what the people have to do.
[02:10:37.124 --> 02:10:38.385]  I mean, we have to do a lot of things.
[02:10:38.405 --> 02:10:43.268]  I was going to wait to announce this in the next segment, but now that you're live, why don't we just talk it out?
[02:10:45.288 --> 02:10:49.291]  YouTube has to ban us now because we're getting to Trump.
[02:10:49.591 --> 02:10:54.774]  We need to hold a freedom rally in front of every YouTube office in America, same day.
[02:10:55.495 --> 02:11:04.161]  You know, New York... And explain that they don't want us getting to Trump and exposing the coup or the cop-killing operations of Soros before it goes into full gear.
[02:11:04.181 --> 02:11:05.281]  We've got to do it in front of the White House.
[02:11:05.982 --> 02:11:07.263]  We've got to get in front of the White House.
[02:11:07.523 --> 02:11:10.865]  We've got to have other people every day saying, we're cutting the president off.
[02:11:10.945 --> 02:11:12.166]  We know you're planning a coup.
[02:11:12.426 --> 02:11:14.968]  And they can't say we're crazy because they're openly saying it.
[02:11:16.149 --> 02:11:20.212]  Right, so the important thing is that Alex, right now we're on the precipice.
[02:11:20.613 --> 02:11:21.454]  It is life or death.
[02:11:21.814 --> 02:11:23.635]  You have been banned from the White House.
[02:11:23.796 --> 02:11:24.536]  I've been banned.
[02:11:24.837 --> 02:11:26.138]  They won't let us on TV.
[02:11:26.378 --> 02:11:27.859]  They're afraid of us.
[02:11:27.979 --> 02:11:29.881]  We have social media and radio.
[02:11:30.281 --> 02:11:34.245]  YouTube knows that, and in conspiring with Deep State, they want to keep us off.
[02:11:34.605 --> 02:11:37.526]  We have to hold a Freedom Rally at Google headquarters.
[02:11:37.767 --> 02:11:39.447]  We have to march against the censorship.
[02:11:39.687 --> 02:11:41.048]  We can't just talk about it anymore.
[02:11:41.288 --> 02:11:44.610]  We can't just do another YouTube video about it, another periscope, another tweet.
[02:11:44.930 --> 02:11:49.352]  We have to actually show up with signs and let's just brainstorm it right now.
[02:11:49.392 --> 02:11:55.755]  Let's get everybody, get Lee and McAdoo, get everybody, just a big, huge, big tent, a big party.
[02:11:56.315 --> 02:11:59.338]  But also give speeches and have a rally and protest.
[02:11:59.358 --> 02:12:01.941]  Because let's be clear, let's be clear about the new YouTube stuff.
[02:12:01.961 --> 02:12:07.486]  They said they're gonna put you in this phantom zone where no one can see you or share you but you're not technically deleted.
[02:12:07.526 --> 02:12:08.888]  Talk about lawyer games.
[02:12:08.908 --> 02:12:12.231]  You know, we're gonna bury you alive but you'll still be alive.
[02:12:12.671 --> 02:12:16.155]  This is the next level and it shows they're getting ready to move.
[02:12:16.175 --> 02:12:17.216]  Do you agree with me?
[02:12:17.236 --> 02:12:19.398]  We've got to get the word out of how they're planning this.
[02:12:19.438 --> 02:12:19.839]  I'm freaking out!
[02:12:20.920 --> 02:12:21.901]  I'm talking to you right now.
[02:12:21.941 --> 02:12:27.027]  I'm freaked out about this because they're gonna, you can't even comment or like on the videos, Alex.
[02:12:27.067 --> 02:12:27.888]  That's the whole point.
[02:12:28.148 --> 02:12:29.950]  That's why I'm telling you we have to have a moment.
[02:12:29.990 --> 02:12:30.671]  Who runs it?
[02:12:30.811 --> 02:12:32.994]  The ADL runs the new censorship.
[02:12:34.065 --> 02:12:40.848]  Right, we have to get bodies on the ground and just show up and have a rally and everybody's got to be there.
[02:12:40.888 --> 02:12:46.971]  You, me, Leanne, you know, Roger, the new media people, maybe Paul needs to fly in.
[02:12:47.031 --> 02:12:48.351]  This is life or death, Alex.
[02:12:48.951 --> 02:12:51.913]  They're within a month or two of completely shutting us all down.
[02:12:52.973 --> 02:12:54.474]  And that's because the coup's about to happen.
[02:12:54.514 --> 02:12:57.915]  They're saying month or two we're going to kill the president, month or two we're going to remove him.
[02:12:57.935 --> 02:12:59.196]  I mean, this is so sinister.
[02:12:59.935 --> 02:13:04.016]  And a lot of people are going, well, I'm going to sit on the fence and fine, you know, let them kill Trump.
[02:13:04.216 --> 02:13:05.937]  They're going to go after everybody, folks.
[02:13:05.957 --> 02:13:07.338]  They know the country's awakening.
[02:13:07.678 --> 02:13:10.879]  They're trying to kill the stock market right now.
[02:13:11.239 --> 02:13:12.959]  These people are criminal.
[02:13:12.999 --> 02:13:16.241]  We will defeat them if we stand up and have honor.
[02:13:16.261 --> 02:13:26.044]  And I've got to say, I've been mad at some of the Republican talk show hosts, but Rush Limbaugh, Laura Ingraham, people like Michael Savage, I've been mad at him, but people like
[02:13:27.034 --> 02:13:45.649]  Sean Hannity, they're saying world government, they want to kill the president, they hate America, they're with radical Islam, they're planning to do it now, it's a deep state coup, you've got Lou Dobbs coming out saying clear and present danger, all saying the same term I used, signaling, and I know the president is signaling, and we understand.
[02:13:46.269 --> 02:13:54.412]  So, again though, they're really going to try it, just like they tried to steal the nomination, just like they tried to block it with the faithless electors.
[02:13:54.692 --> 02:14:02.055]  The good news is there are a bunch of failures, and the real deep state that actually does the killing is to a man, basically not for this.
[02:14:02.095 --> 02:14:02.896]  The problem is...
[02:14:04.229 --> 02:14:05.590]  They're still going to attempt it.
[02:14:05.630 --> 02:14:07.031]  How do you see them doing this, Cernovich?
[02:14:07.091 --> 02:14:10.174]  And I agree, we should organize rallies all over the country, and one big one.
[02:14:10.414 --> 02:14:11.975]  There's Google headquarters here in Austin.
[02:14:11.995 --> 02:14:16.478]  I know they're trying to draw me out to go to one of these events, and I don't know why, but I've just got to do it.
[02:14:17.239 --> 02:14:26.045]  But it's just so crazy the war we're in, and people later, even if we win or lose, are going to look back and wish they'd done something, baby.
[02:14:26.406 --> 02:14:31.369]  Wish you'd done something, just like Patrick Henry said, because we're in the thick of it, Cernovich, and we're going to McAdoo.
[02:14:32.250 --> 02:14:35.151]  Well yeah, if they ban us from YouTube, that's when Trump will be killed.
[02:14:35.191 --> 02:14:36.211]  There's no question about it.
[02:14:36.271 --> 02:14:42.553]  So, priority number one is, and I know that the people on the right or people like you don't like to march and do protests.
[02:14:42.773 --> 02:14:43.293]  We have to.
[02:14:43.333 --> 02:14:44.454]  We don't have any other choice.
[02:14:44.814 --> 02:14:45.774]  It is life or death.
[02:14:46.194 --> 02:14:47.114]  They're going to kill us.
[02:14:47.134 --> 02:14:47.875]  They're going to kill him.
[02:14:47.895 --> 02:14:51.756]  They're going to kill everybody, destroy our livelihoods, destroy our families, destroy our nations.
[02:14:52.276 --> 02:14:57.377]  We need to come up with a way to- Oh, and that's why they've got all the top leftist, Republican post writers saying, their physical attack's coming.
[02:14:57.417 --> 02:14:59.078]  They say, we've got our guns, we're going to kill you.
[02:14:59.318 --> 02:15:00.098]  And they're allowed to do it.
[02:15:00.118 --> 02:15:00.978]  They're weaponing up.
[02:15:01.178 --> 02:15:01.899]  They're loading the weapons.
[02:15:01.919 --> 02:15:02.799]  They don't know how to use them.
[02:15:03.239 --> 02:15:03.979]  And that's what's crazy.
[02:15:03.999 --> 02:15:04.879]  I have a war game.
[02:15:04.999 --> 02:15:08.680]  Once they start this, they're going to be devastated.
[02:15:09.501 --> 02:15:16.142]  And they don't understand the HUMET and the Patriots and the veterans have been making a list, marking it twice, who's naughty and nice.
[02:15:16.202 --> 02:15:16.582]  They don't.
[02:15:17.703 --> 02:15:19.443]  They think we kicked their butt in the election.
[02:15:19.783 --> 02:15:22.004]  I mean, if there is a civil war starting, what do you think is going to happen?
[02:15:22.024 --> 02:15:22.724]  Then we're going to McAdoo.
[02:15:23.857 --> 02:15:28.282]  Well, if there's a civil war, it'll be bad for them, but it's bad for everybody.
[02:15:28.322 --> 02:15:29.763]  You have daughters, I have daughters.
[02:15:30.143 --> 02:15:31.645]  Innocent people are going to be harmed.
[02:15:32.005 --> 02:15:41.395]  So what we need to do is, before we can let the left start the civil war, we need to just march on these tech companies, show up, let them know we're not going to tolerate the censorship, fight back hard.
[02:15:41.635 --> 02:15:44.798]  People should protest in front of Zuckerberg's house in Kauai.
[02:15:45.639 --> 02:15:46.080]  Let's do it.
[02:15:47.296 --> 02:15:47.936]  I'm down.
[02:15:49.017 --> 02:15:50.257]  We gotta get everybody out there.
[02:15:50.498 --> 02:15:55.360]  And we'll just have a big, huge, thousands of people all across the country.
[02:15:55.500 --> 02:15:57.481]  And we should have a $100,000 contest.
[02:15:57.601 --> 02:16:00.562]  It's not about the money, but I want there to be a prize.
[02:16:00.782 --> 02:16:12.108]  A $100,000 contest in the next week for whoever can get, legally and lawfully, at Google open houses or Facebook events live and have a legal, lawful stunt to expose what they're doing.
[02:16:12.408 --> 02:16:16.630]  Use HUMET on the ground to let them know what we're going to do in the information war offensive.
[02:16:17.170 --> 02:16:17.590]  What do you think?
[02:16:17.630 --> 02:16:23.214]  Yeah, I said, well I said if we go to Google, I'm going to Cernovich Media, you know, maybe you can do this too.
[02:16:23.514 --> 02:16:24.514]  We'll get buses.
[02:16:24.914 --> 02:16:26.896]  We'll have, we got to do it Alex.
[02:16:27.076 --> 02:16:29.017]  We have to do, we have to get the people out there.
[02:16:29.257 --> 02:16:30.958]  It's not enough to have people doing videos.
[02:16:31.058 --> 02:16:31.738]  I don't care how many people.
[02:16:31.758 --> 02:16:34.100]  Folks, they are going to blow the president's head off.
[02:16:34.140 --> 02:16:35.240]  They're going to bomb him.
[02:16:35.280 --> 02:16:36.281]  They're getting ready.
[02:16:37.482 --> 02:16:38.983]  So we, yeah, we need people showing up.
[02:16:39.023 --> 02:16:43.865]  So whether that's a contest or... Can you believe how crazy the left is and all these globalists?
[02:16:43.885 --> 02:16:44.766]  I mean, they're really nuts.
[02:16:45.811 --> 02:16:47.232]  Yeah, we have to.
[02:16:47.372 --> 02:16:52.833]  So we have to get people out there knocking on doors, holding signs, protesting at these corporate offices.
[02:16:53.193 --> 02:16:55.794]  So yeah, let's think of a contest and we'll make it happen.
[02:16:56.354 --> 02:17:00.536]  You know, it's this weird coming-of-age of all these beta leftists that they really want a blood war.
[02:17:01.276 --> 02:17:02.737]  They've really never been in one.
[02:17:02.757 --> 02:17:09.959]  They've never even been in a fistfight and they're literally just frothing for this existential coming-of-age deal.
[02:17:11.673 --> 02:17:12.914]  Yeah, they're delusional.
[02:17:12.994 --> 02:17:14.554]  So, yeah, I want to go there.
[02:17:15.095 --> 02:17:16.976]  You know, again, let's talk, figure it out.
[02:17:17.356 --> 02:17:18.316]  We need to make it happen.
[02:17:18.356 --> 02:17:18.897]  We need to do it fast.
[02:17:18.917 --> 02:17:21.358]  Well, it's just like Bill Clinton's rapist contest changed the election.
[02:17:21.378 --> 02:17:24.740]  We've had some others that have been affected, but we need everybody just to turbocharge.
[02:17:25.000 --> 02:17:26.461]  Just get on live TV, folks.
[02:17:26.681 --> 02:17:27.801]  Just call in to C-SPAN.
[02:17:27.841 --> 02:17:31.443]  Just rattle their cage, because they mean to kill the president.
[02:17:31.863 --> 02:17:33.404]  Leanne McAdoo, thank you, Mike Cernovich.
[02:17:33.424 --> 02:17:34.285]  You're on in 43 minutes.
[02:17:34.425 --> 02:17:34.905]  Thank you, Alex.
[02:17:35.305 --> 02:17:35.545]  Wow.
[02:17:35.685 --> 02:17:37.226]  Leanne McAdoo with us for the rest of the hour.
[02:17:37.266 --> 02:17:38.927]  Leanne McAdoo at Leanne McAdoo.
[02:17:39.308 --> 02:17:43.710]  Again, great InfoWars reporter there with her grandma taking care of her in Florida on an extended hiatus.
[02:17:43.751 --> 02:17:46.312]  We love her joining us and the reports she's been filing.
[02:17:46.392 --> 02:17:49.614]  Leanne, what do you make... I know you've got a bunch of stories you want to get into.
[02:17:50.015 --> 02:17:52.576]  Suicide texting case sets bad precedent.
[02:17:52.596 --> 02:18:00.982]  We're going to get into a bunch of news on that subject, but what do you make of just the insane level we've gotten to all because Trump wants to repeal Obamacare and cut taxes?
[02:18:02.352 --> 02:18:07.514]  Right, well we knew that they weren't going to take this lying down, and they tried to put out the dirty dossier on Trump.
[02:18:07.554 --> 02:18:15.397]  They came up with nothing, and typically they're not going to put people in positions of power unless they can be blackmailed, they can be controlled, they can threaten their family.
[02:18:15.917 --> 02:18:18.899]  And so I really think that that's what's going on with Trump right now.
[02:18:19.259 --> 02:18:31.844]  And I don't know if he brought McMaster in thinking that it was going to help legitimize his administration, but who better to legitimize a coup and haul off the President than your three-star General National Security Advisor?
[02:18:32.324 --> 02:18:34.449]  That's what I think is just insane.
[02:18:34.749 --> 02:18:36.212]  Who is he positioning around him?
[02:18:36.453 --> 02:18:38.517]  The very people that are going to legitimize the coup.
[02:18:38.938 --> 02:18:43.567]  And you have the country celebrating the fact that we might be experiencing a deep state coup.
[02:18:44.361 --> 02:18:50.684]  I think they're on the news normalizing it and saying we're going to have to remove him and it's not going to be sudden, there's not going to be impeachment.
[02:18:50.884 --> 02:18:55.166]  They're going to let the president get up there during impeachment and defend himself.
[02:18:55.386 --> 02:18:56.106]  It'll make him a martyr.
[02:18:56.346 --> 02:19:06.031]  They're going to either hit him with drugs that brain damage him and say he collapsed and then have this whole new emergency election thing or they're just going to bust a cab pitting.
[02:19:07.355 --> 02:19:13.739]  Right, and there's no way now that he would be able to fire Mueller because of course he's got this grand jury going with this Russia probe.
[02:19:13.779 --> 02:19:21.804]  He doesn't have his Attorney General there to protect him, to ensure that this Russia probe stays within the confines of the original investigation.
[02:19:22.304 --> 02:19:28.328]  We've got an article up at InfoWars that they're actually interviewing people who are tenants of Trump.
[02:19:28.688 --> 02:19:31.030]  So this is definitely going beyond the scope of the original investigation.
[02:19:31.050 --> 02:19:31.830]  Total harassment!
[02:19:32.290 --> 02:19:32.951]  Absolutely!
[02:19:33.351 --> 02:19:40.474]  And so they're gonna find something to either blackmail Trump with or to legitimize his takedown in the public eye.
[02:19:40.494 --> 02:19:49.778]  And if you harass enough tenants, you're gonna run into some mentally ill person that doesn't like Trump that'll say, oh yeah, I'm a Russian spy, they gave me the... I mean, it's total garbage.
[02:19:50.178 --> 02:19:52.319]  They're out there getting their fake witnesses, everything together.
[02:19:52.519 --> 02:20:01.543]  Just a bunch of slobbering, ugly, evil, Hillary, Mueller, all these trash, Pelosi, just look at these evil scumbags.
[02:20:11.041 --> 02:20:15.126]  Jones is a charismatic performer who gets charged up on a regular basis.
[02:20:15.186 --> 02:20:16.107]  They call that crazy.
[02:20:16.127 --> 02:20:16.968]  That's not crazy.
[02:20:17.189 --> 02:20:21.034]  That's my will, my human spirit saying crush those that would hurt the innocent.
[02:20:21.214 --> 02:20:22.315]  Go after the enemy.
[02:20:22.736 --> 02:20:23.897]  Build a civilization.
[02:20:23.957 --> 02:20:24.678]  Be honorable.
[02:20:25.339 --> 02:20:26.781]  Crush the snakes under your feet.
[02:20:27.021 --> 02:20:28.643]  People want legitimacy.
[02:20:28.723 --> 02:20:29.724]  They want real.
[02:20:30.740 --> 02:20:38.884]  Two-thirds of his funding reportedly comes from selling his products, which he sells on his site under his Infowars Life brand.
[02:20:39.104 --> 02:20:42.126]  Particularly, vitamins and nutraceuticals.
[02:20:42.486 --> 02:20:43.427]  A whole bunch!
[02:20:43.867 --> 02:20:45.828]  Now, let me break them down for you.
[02:20:45.888 --> 02:20:57.374]  There is a Super Male Vitality, a Super Female Vitality, Wake Up America Patriot Blend Coffee, Lung Cleanse, Brain Force Plus, something called DNA Force that costs $120 a bottle,
[02:20:59.235 --> 02:21:06.497]  And Child Ease, a herbal blend which, according to InfoWars, is designed to soothe the mind and bodies of children.
[02:21:07.237 --> 02:21:18.220]  And then there is Caveman True Paleo Formula with Bone Broth, a chocolate-flavored drink mix made from bee pollen, stevia, and the dust of chicken skeletons.
[02:21:18.840 --> 02:21:24.862]  Now, according to InfoWars, it is one of the most popular new health trend in the world today.
[02:21:25.442 --> 02:21:27.863]  And if you have never gone shopping on InfoWars,
[02:21:28.183 --> 02:21:40.628]  You are in for a treat, because there's the kind of survival gear that you would expect, alongside more surprising items like organic shampoo, body wash, and deodorants, as well as products like Combat One Tactical Bath Wipes.
[02:21:41.188 --> 02:21:45.990]  He does have a medical expert who consults on many of his supplements, Dr. Edward Groot III.
[02:21:46.030 --> 02:21:48.291]  Because the media makes fun of you and says that you're an idiot.
