[00:00:00.009 --> 00:00:00.329]  Tom.
[01:25:42.737 --> 01:25:48.422]  Senator McCaskill needs to remember what she had to say about Bill Clinton, that she wouldn't want her daughter in the same room with him.
[01:25:48.902 --> 01:25:50.584]  So they can't have it both ways.
[01:25:50.644 --> 01:26:10.220]  The Democrats can't say, oh, we're the great defenders of women's rights in the workplace and we will defend you against some kind of abusive boss that uses their position of authority to take advantage of a young woman, when the leader of their party, the leading fundraiser in the country, is Bill Clinton, who was a perpetrator
[01:26:10.800 --> 01:26:12.581]  Of that kind of sexual harassment.
[01:26:13.062 --> 01:26:14.783]  You know, so they can't have it both ways.
[01:26:15.043 --> 01:26:22.347]  And so I really think that anybody who wants to take money from Bill Clinton or have a fundraiser has a lot of explaining to do.
[01:26:22.407 --> 01:26:24.209]  In fact, I think they should give the money back.
[01:26:24.289 --> 01:26:27.871]  If they want to take a position on women's rights, by all means do.
[01:26:28.251 --> 01:26:34.815]  But you can't do it and take it from a guy who is using his position of authority to take advantage of young women in the workplace.
[01:26:35.095 --> 01:26:37.217]  I mean, for goodness sakes, he paid an $800,000 fine for sexual harassment.
[01:26:39.138 --> 01:26:39.398]  That's right.
[01:26:39.418 --> 01:26:47.563]  So he admitted to it in one court case, and really, I think, has been convicted in the public place for the other sexual harassment.
[01:26:47.643 --> 01:26:48.883]  So Hillary's coming back.
[01:26:49.123 --> 01:26:51.965]  I mean, for me, this is such a no-brainer.
[01:26:51.985 --> 01:26:56.307]  And I like how the Senator didn't back off when he was attacked as the incredulous reporter.
[01:26:56.327 --> 01:27:00.009]  Like, how dare you say the sky is blue and the sun is yellow?
[01:27:00.289 --> 01:27:01.790]  How dare you say grass is green?
[01:27:02.150 --> 01:27:06.253]  Congresswoman Bob Barr, what is your take on what he said?
[01:27:06.273 --> 01:27:08.534]  And would you like to expand your remarks on that?
[01:27:09.701 --> 01:27:10.442]  Definitely, Alex.
[01:27:10.462 --> 01:27:10.742]  Thank you.
[01:27:10.762 --> 01:27:14.644]  And I had to deal with sort of another aspect of this just this morning.
[01:27:14.704 --> 01:27:29.814]  I was on an MSNBC interview with Chuck Todd, and he was referring back to the impeachment as what the Democrats tried back then to avoid impeachment, and that is, oh, this is just sexual piccadillos.
[01:27:30.935 --> 01:27:37.902]  So they're resurrecting that now to inoculate Clinton, Hillary Clinton, and Bill Clinton once again.
[01:27:37.922 --> 01:27:47.372]  As you know and I know, and I think most Americans realize both at the time, but maybe we need to remind them, Bill Clinton was not impeached for personal behavior.
[01:27:47.432 --> 01:27:52.638]  He was impeached because he violated federal criminal laws on obstruction of justice.
[01:27:53.399 --> 01:27:54.240]  I don't know.
[01:28:09.000 --> 01:28:09.921]  We're good to go.
[01:28:29.349 --> 01:28:30.250]  But a lot of it leaked.
[01:28:30.290 --> 01:28:33.831]  It was biting women, raping them, choking them.
[01:28:33.931 --> 01:28:34.972]  Oh, it was awful.
[01:28:35.932 --> 01:28:44.697]  And yet we were prevented by the Senate from using any of that in the impeachment trial in the Senate.
[01:28:45.537 --> 01:28:47.238]  So there is evidence there.
[01:28:47.278 --> 01:28:55.923]  I mean, it is more than clear, more than beyond a reasonable doubt what this man was and may very well still be.
[01:28:56.641 --> 01:29:05.151]  What do you think people that are just pro-freedom, beyond libertarian, beyond conservative, kind of Thomas Jefferson type liberals, what do you think we should do?
[01:29:05.191 --> 01:29:10.778]  We're going to break and come back with a few minutes on the other side with you on other issues, but what should we do to get back on the offense?
[01:29:11.741 --> 01:29:16.783]  Certainly support some of the people that you just mentioned, like Rand Paul and Ted Cruz.
[01:29:17.423 --> 01:29:23.405]  And we also need to call these issues what they are.
[01:29:23.465 --> 01:29:33.429]  When they are going after people like Chris Christie, go after him on the facts, go after him on his decisions and his votes and so forth, that's fine.
[01:29:33.929 --> 01:29:48.256]  But going after Republicans simply because they're Republicans and simply because they have the backbone and the resources to go after Obama, for example, as Dinesh D'Souza has, we need to support them.
[01:29:48.676 --> 01:29:54.379]  People need to be supporting Dinesh D'Souza the same way a lot of us supported Tom DeLay when he was being persecuted.
[01:29:54.399 --> 01:29:55.320]  That's right, that's right.
[01:29:55.360 --> 01:29:55.840]  Stay there.
[01:29:55.860 --> 01:29:57.541]  Former Congressman Bob Barr, straight ahead.
[01:29:59.079 --> 01:30:02.067]  We're on the march, the empire's on the run.
[01:30:03.010 --> 01:30:05.697]  Alex Jones and the GCN Radio Network.
[01:30:09.804 --> 01:30:11.445]  Introducing Pro-1.
[01:30:11.685 --> 01:30:15.206]  All of your filtration in one system, portable, on-the-go.
[01:30:15.346 --> 01:30:19.747]  No more do you have two or three filters to just reduce sodium fluoride.
[01:30:19.927 --> 01:30:25.869]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilicic acid.
[01:30:25.989 --> 01:30:36.772]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals, all in one filter element.
[01:30:36.972 --> 01:30:43.277]  It is the only one that does it, and out of the gates, we have it discounted at 10% off with promo code WATER.
[01:30:43.478 --> 01:31:00.472]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia, and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands, and sodium hexafluorosilicate.
[01:31:00.792 --> 01:31:05.216]  Get your Pro-Pure with the new Pro-1 filters today at infowarestore.com
[01:31:05.376 --> 01:31:07.738]  We're by calling 888-253-3139.
[01:31:07.858 --> 01:31:10.600]  The facts are in.
[01:31:10.780 --> 01:31:11.901]  The studies are legion.
[01:31:12.182 --> 01:31:19.548]  Sodium fluoride and other toxic members of the fluoride family are devastating the health and cognitive ability of the American people.
[01:31:19.688 --> 01:31:23.151]  So why are the social engineers adding it to the water?
[01:31:23.531 --> 01:31:23.911]  Simple.
[01:31:24.091 --> 01:31:28.415]  Dumb down the host population that the parasitic technocracy is feeding on.
[01:31:28.795 --> 01:31:34.259]  We may not have been able to get fluoride out of the water supply yet, but we can help to get it out of our bodies.
[01:31:34.519 --> 01:31:50.570]  I am extremely excited to announce the exclusive InfoWars Live Fluoride Shield formulation, fusing six of the best documented ingredients from around the world to help the body remove not just toxic fluoride residues from the body, but a whole host of toxic substances.
[01:31:50.850 --> 01:31:55.053]  Let's take a stand against the globalists by blocking their poisons with Fluoride Shield.
[01:31:55.413 --> 01:31:57.253]  I use Fluoride Shield every day.
[01:31:57.574 --> 01:32:02.875]  Secure your Fluoride Shield and other pioneering formulations at InfoWarsLife.com today.
[01:32:03.135 --> 01:32:07.376]  Let's start cleansing our bodies now and support the Info War at the same time.
[01:32:07.536 --> 01:32:09.376]  That's InfoWarsLife.com.
[01:32:09.596 --> 01:32:15.177]  My friends, Alex Jones here to tell you about some of the most important information concerning you and your family's health.
[01:32:15.377 --> 01:32:22.579]  Radiation levels have more than doubled in the last 60 years in the Northern Hemisphere from all of the nuclear testing and radiological accidents.
[01:32:22.759 --> 01:32:26.002]  Radioactive contamination is now in most of the food supply.
[01:32:26.122 --> 01:32:27.923]  There's only two ways to avoid this.
[01:32:28.163 --> 01:32:32.727]  Move south of the equator or properly protect your thyroid with nascent iodine.
[01:32:32.807 --> 01:32:35.549]  Looking to protect my family, I've done deep research.
[01:32:35.730 --> 01:32:41.254]  Nascent iodine is the purest, cleanest, absolute best form of iodine to protect yourself and your family.
[01:32:41.254 --> 01:32:41.714]  We're good.
[01:33:17.737 --> 01:33:18.958]  You got a business.
[01:33:19.138 --> 01:33:20.279]  You didn't build that.
[01:33:21.279 --> 01:33:24.281]  Somebody else made that happen.
[01:33:30.425 --> 01:33:34.627]  Defending the Republic from enemies, foreign and domestic.
[01:33:35.348 --> 01:33:36.669]  It's Alex Jones.
[01:33:40.591 --> 01:33:44.173]  Bombard is with us till 45 after.
[01:33:44.193 --> 01:33:46.515]  Then I'm going to cover news the entire
[01:33:50.251 --> 01:33:53.455]  Third hour will be your phone calls and breaking news.
[01:33:53.996 --> 01:33:56.099]  So get ready for me at the end of the hour to give a number out.
[01:33:56.399 --> 01:33:57.821]  Love to hear from you on this Friday edition.
[01:33:58.362 --> 01:34:00.925]  I'll be back Sunday live 4 to 6 p.m.
[01:34:00.985 --> 01:34:04.050]  Central Standard Time with the Sunday broadcast.
[01:34:05.151 --> 01:34:07.413]  So be sure and join us for that.
[01:34:07.774 --> 01:34:12.319]  And please spread the word about the broadcast to your friends and family on Facebook and Twitter.
[01:34:12.339 --> 01:34:22.269]  You can follow us on Facebook and Twitter by going to InfoWars.com and there's links there on the site to the real Alex Jones and our five Facebooks that have three million
[01:34:22.970 --> 01:34:26.874]  Three million likes altogether, one of them almost 800,000 likes.
[01:34:26.994 --> 01:34:31.037]  Our Twitter, I kind of came to Twitter late, that's a quarter million.
[01:34:31.878 --> 01:34:40.666]  And while you're at it, I'm going to retweet out Bob Barr's Facebook and his Twitter as soon as he leaves us today so that you can follow him there as well.
[01:34:41.147 --> 01:34:43.989]  And again, the reason I'm so thankful for Bob Barr is
[01:34:44.997 --> 01:35:08.957]  Back when I was just a local talk show host, he probably doesn't even remember this, in 96, 97, 98, he would come on and talk about Carnivore and the NSA and the dangers of big government and how the Republicans were working with the Democrats to do that, and I would interview Shippers and Farah and all the people that were involved over at WorldNet Daily exposing what was happening.
[01:35:09.597 --> 01:35:14.278]  Man, people got killed, people got threatened, people got... I mean, you think Obama's been bad.
[01:35:14.298 --> 01:35:15.538]  Man, Hillary Clinton gets in.
[01:35:15.598 --> 01:35:16.998]  I mean, it's just unbelievable.
[01:35:17.579 --> 01:35:24.240]  And she's so weak, she's so corrupt, she's so bad, it will just... just politically destroy her.
[01:35:24.780 --> 01:35:26.780]  Because they're going to destroy us and we've done nothing.
[01:35:28.001 --> 01:35:32.902]  And they're coming after people and auditing, and the stuff I've been through, it's just, the harassment's been incredible.
[01:35:33.322 --> 01:35:35.082]  And I don't complain about it, I don't even talk about it.
[01:35:36.087 --> 01:35:44.270]  But then Lois Lerner gets caught lying months ago, and then it comes out yesterday she lied again and is up for the persecution, and no one gets in trouble!
[01:35:44.670 --> 01:35:45.870]  The woman should be arrested!
[01:35:46.471 --> 01:35:47.731]  They're ruining people's lives!
[01:35:47.771 --> 01:35:50.712]  And so many others go, well I'm scared, I'll just shut up.
[01:35:50.772 --> 01:35:53.833]  Folks, if you do that, they win, we become a banana republic.
[01:35:53.853 --> 01:35:54.493]  We're very close.
[01:35:55.354 --> 01:36:04.617]  So I wanted to get Bob Barr on to talk about a host of other issues now, and his campaign in Georgia, in such a key area in and around Atlanta.
[01:36:05.868 --> 01:36:12.032]  But before we go any further, and he'll have seniority when he gets back in, to bring up these issues that Ron Paul was bringing up back then.
[01:36:12.072 --> 01:36:12.793]  Nobody else was.
[01:36:13.594 --> 01:36:22.040]  So just like Ron Paul stayed in Congress, so he became so influential, if Bob Barr gets back in, I predict that it'll be like I said another
[01:36:23.092 --> 01:36:27.276]  Another Rand Paul, another Ron Paul, another, but in some cases even better.
[01:36:27.656 --> 01:36:34.702]  That's what's so exciting about this is more good guys there, but I wanted to play this clip from right before the NFL Super Bowl last Sunday.
[01:36:34.722 --> 01:36:42.789]  We were treated to an hour on local Fox broadcast TV all over the country of Obama in a softball interview they called a hardball interview with O'Reilly.
[01:36:43.850 --> 01:36:49.254]  And he said there's not a smidgen of corruption in the IRS, folks.
[01:36:49.934 --> 01:36:50.714]  That is legendary.
[01:36:51.215 --> 01:36:53.816]  The IRS is famously corrupt, persecuting people.
[01:36:54.037 --> 01:37:01.061]  So I wanted to play this clip and get Bob Barr's take on the latest Pinocchio statement from Obama.
[01:37:07.805 --> 01:37:08.786]  You're saying no corruption?
[01:37:09.346 --> 01:37:10.186]  None.
[01:37:10.547 --> 01:37:13.668]  There were some boneheaded decisions out of a local office.
[01:37:13.788 --> 01:37:14.949]  But no mass corruption?
[01:37:15.930 --> 01:37:16.910]  Not even mass corruption.
[01:37:17.090 --> 01:37:18.891]  Not even a smidgen of corruption, I would say.
[01:37:20.532 --> 01:37:29.197]  So, I tell you, that has got to be the most 1984 statement I've heard in my life, topping all the other whopper lies.
[01:37:29.798 --> 01:37:33.340]  Bob Barr, is Obama the greatest liar we've ever seen in office?
[01:37:34.753 --> 01:37:36.054]  I think he is.
[01:37:36.735 --> 01:37:43.304]  At least with Nixon, you could sort of tell when he was lying because he knew that he was lying, I think.
[01:37:44.406 --> 01:37:48.871]  With Obama, he probably could do something that some
[01:37:49.612 --> 01:37:52.294]  Political figures that I prosecuted when I was U.S.
[01:37:52.354 --> 01:38:08.466]  Attorney, for example, a sitting congressman that I prosecuted for perjury, he could pass a lie detector test because in his mind he was so arrogant and so divorced from reality, in his mind, he hadn't done anything wrong because he couldn't do anything wrong.
[01:38:08.486 --> 01:38:13.170]  He was so good and so much better than anybody else and could beat the system.
[01:38:13.770 --> 01:38:14.070]  He did.
[01:38:14.131 --> 01:38:17.173]  He passed a lie detector test that he thought would get him off the hook.
[01:38:17.193 --> 01:38:18.734]  Of course it didn't.
[01:38:18.814 --> 01:38:21.757]  This president is so arrogant.
[01:38:21.837 --> 01:38:28.162]  I have never in my entire life witnessed anybody as arrogant as this president is.
[01:38:28.562 --> 01:38:32.265]  And he truly believes, I think, what he says.
[01:38:32.285 --> 01:38:40.892]  I mean, this is absolute rubbish that there was not, not a, what, what term to use, a smidgen, there's a real
[01:38:41.633 --> 01:38:44.214]  Yeah, it's not a smidgen, it's a giant steaming pile.
[01:38:44.374 --> 01:38:45.415]  Yeah, not a smidgen.
[01:38:45.795 --> 01:38:47.916]  Oh, there were some boneheaded decisions made.
[01:38:48.337 --> 01:38:49.877]  Well, you know, that's great.
[01:38:50.338 --> 01:38:56.841]  If that had been the defense that was around as enunciated by the President of the United States back when I was U.S.
[01:38:56.901 --> 01:38:59.943]  Attorney, you know, we probably couldn't have prosecuted anybody.
[01:39:00.023 --> 01:39:04.605]  All they would have to do is come in and say, oh, you know, I just made a bonehead decision.
[01:39:04.645 --> 01:39:05.926]  I'm sorry, let me off the hook.
[01:39:07.028 --> 01:39:09.909]  Yeah, I mean, I could go rob a bank when the cops show up and I got bags of money.
[01:39:09.969 --> 01:39:11.490]  I go, I just made a boneheaded decision.
[01:39:11.670 --> 01:39:14.611]  Yeah, I robbed the wrong bank at the wrong time.
[01:39:15.071 --> 01:39:18.112]  I tell you, it's insane looking at some other ones here.
[01:39:18.132 --> 01:39:21.533]  I mean, even the mainstream media kind of balked at that one.
[01:39:21.953 --> 01:39:25.074]  What do you make of up closer to Georgia and Virginia?
[01:39:26.014 --> 01:39:34.017]  They're trying to pass a law now because of $5,000 fines for people in rural areas having birthday parties in their backyard.
[01:39:34.417 --> 01:39:35.818]  That's, that's CNS News.
[01:39:36.818 --> 01:39:42.023]  Here's a new one, IRS to issue rules to silence conservative groups, so they're doubling down on that.
[01:39:42.323 --> 01:39:52.011]  And then you're, of course, we'll also get into the latest on the TSA, their own whistleblowers going public saying, of course we grope everybody and don't stop terrorists and laugh at your naked body.
[01:39:52.572 --> 01:40:01.259]  I mean, it just seems like all of the banning lemonade stands all over the country, banning a girl baking cupcakes and selling them.
[01:40:01.960 --> 01:40:04.082]  What do you think's going on here with this attack?
[01:40:04.602 --> 01:40:08.164]  On any type of entrepreneurship that isn't out of some big corporate store?
[01:40:08.865 --> 01:40:11.286]  Well, that's why they're doing it, for one thing.
[01:40:11.627 --> 01:40:14.728]  The other reason is simply because they can do it.
[01:40:14.909 --> 01:40:18.211]  People let government get away with this nonsense.
[01:40:18.611 --> 01:40:24.635]  They'll complain about it, there'll be a headline, and then people will forget about it, it'll happen again, people will complain about it.
[01:40:25.095 --> 01:40:31.099]  But what you have to do is you have to go after this sort of government intrusion, this abuse of government power,
[01:40:31.759 --> 01:40:34.641]  Relentlessly, constantly, in order to get rid of it.
[01:40:35.102 --> 01:40:40.886]  It's particularly, Alex, distressing that these sorts of things are happening in the Commonwealth of Virginia.
[01:40:40.906 --> 01:40:45.389]  I mean, the real birthplace of our system of government.
[01:40:45.409 --> 01:40:53.955]  I mean, the native home to James Madison and George Washington and Patrick Henry and Thomas Jefferson and Monroe.
[01:40:54.595 --> 01:41:12.758]  I mean, can you imagine that in the Commonwealth of Virginia that gave us such great founding fathers, now you have police going out and shooting people simply because one of them makes a mistake during the service of a warrant or a subpoena.
[01:41:13.198 --> 01:41:19.279]  You have the government going out and arresting people for simply having a yard sale.
[01:41:19.679 --> 01:41:22.780]  You have police in Fairfax County, Virginia.
[01:41:23.600 --> 01:41:24.141]  I think so.
[01:41:44.212 --> 01:41:44.512]  Thank you.
[01:41:57.310 --> 01:41:59.591]  Oh yeah, that's all federal guidelines and federal funds.
[01:41:59.611 --> 01:42:05.433]  Here in Austin they go, it was a famous case in Radisson, the guy had three beers over two hours watching a baseball game.
[01:42:05.453 --> 01:42:10.035]  He was a salesman for a big company and he was going back to his room.
[01:42:10.055 --> 01:42:13.976]  He wasn't even, and he told the cops, he goes, they got him.
[01:42:13.996 --> 01:42:16.057]  They go, no, I'm a guest here at the hotel.
[01:42:16.337 --> 01:42:17.418]  They still took him to jail.
[01:42:18.078 --> 01:42:19.399]  And so that's a thing they do here now.
[01:42:19.439 --> 01:42:22.681]  They watch you have three drinks and then arrest you, even if you're walking.
[01:42:23.322 --> 01:42:25.403]  And Congressman, they have signs up in Austin.
[01:42:25.843 --> 01:42:29.826]  I shot video of this on YouTube that says, do not drink and walk.
[01:42:30.567 --> 01:42:33.048]  And then they asked the city, they said, what do you mean, don't walk around with a beer?
[01:42:33.068 --> 01:42:36.671]  And they said, no, don't walk in a bar and drink and then walk out.
[01:42:37.011 --> 01:42:39.573]  We're going to arrest you for walking while you've had a drink.
[01:42:41.054 --> 01:42:45.597]  I mean, if it weren't serious, it would be absolutely hilarious.
[01:42:46.158 --> 01:42:54.383]  But it is serious, Alex, and that's why it's so important that you're out there and that other people are out there raising the alarm on this.
[01:42:54.423 --> 01:42:58.466]  But we have got to do it in a way that Congress normally doesn't.
[01:42:58.666 --> 01:43:03.389]  What Congress, unfortunately, normally does, and the Republicans are terrible about this,
[01:43:04.570 --> 01:43:13.337]  They'll see an issue, they'll define it properly as a problem, they'll have a hearing on it or they'll issue a statement and then they forget about it and move on to something else.
[01:43:13.977 --> 01:43:24.225]  You have to keep after these issues, you have to hold the bureaucrats and the other elected officials feet to the fire, and you have to go after them over and over and over again.
[01:43:24.265 --> 01:43:26.447]  You can't just do it once and forget about it.
[01:43:26.775 --> 01:43:41.241]  I know you've got to go and I want to get some into the campaign here and any other issues that you'd like to raise in closing, but we were talking about political persecution earlier of completely innocent people or folks that have done nothing when it's clearly politically motivated.
[01:43:41.561 --> 01:43:42.842]  What about all the threat fusion?
[01:43:43.422 --> 01:43:51.464]  Documents coming out of the federal government, out of the Obama administration, bad-mouthing libertarians, gun owners, saying returning veterans are the number one threat.
[01:43:52.344 --> 01:44:03.327]  I talked to the police, I see it in the news now, where they're preparing them not to fight radical Islamic groups, but to fight, quote, you know, the Pentagon has plans in Virginia, in the Carolinas.
[01:44:04.207 --> 01:44:09.528]  To take on the quote, Tea Party, that's been in Forbes, you know, the new war, crushing a Tea Party rebellion.
[01:44:10.269 --> 01:44:15.730]  I mean, this is so over the top that we tend to just sit back and I even can't respond to it.
[01:44:15.770 --> 01:44:21.392]  It's so bizarro, but it really is like some bizarre communist takeover or something.
[01:44:22.192 --> 01:44:29.754]  What is your take on that whole move to make law enforcement's main mission now some type of political commissars?
[01:44:31.008 --> 01:44:39.332]  I tell you, there's one example that comes to my mind, Alex, while you were mentioning that, that shows how we can have an impact to fight back.
[01:44:39.492 --> 01:44:41.052]  And I know you remember this.
[01:44:41.072 --> 01:44:43.493]  We might have talked about it on your show a few years ago.
[01:44:43.513 --> 01:44:56.179]  It was about three years ago, I think, when Missouri had on its official state website references in its fusion center, and I forget the name of its fusion center.
[01:44:56.599 --> 01:45:04.364]  But they had references to me, and Ron Paul, and one other individual.
[01:45:04.384 --> 01:45:05.165]  Aaron Russo.
[01:45:06.386 --> 01:45:09.328]  I don't know whether it was him or the fellow down in Florida.
[01:45:09.868 --> 01:45:12.470]  It was the filmmaker who made America Free From Fascism, but yeah.
[01:45:13.007 --> 01:45:20.130]  Okay, but anyway, what they did is they said, basically, on our Fusion site, these are examples of things you have to watch out for.
[01:45:20.231 --> 01:45:22.452]  Ron Paul or Bob Barr bumper stickers.
[01:45:22.872 --> 01:45:27.774]  You know, people carrying the Don't Tread On Me flag and so forth.
[01:45:28.254 --> 01:45:35.898]  And what we did is Ron Paul and I and the other, and again, I apologize, I forget who the other person was.
[01:45:35.998 --> 01:45:37.319]  Oh, Chuck Baldwin, Chuck Baldwin.
[01:45:37.819 --> 01:45:43.700]  However, what we did is we fought back and we got them to remove it from their website.
[01:45:44.280 --> 01:45:55.523]  So, you know, that's just one little small example that we can, if we do it the right way, and if we don't let them off the hook, we can in fact start stopping this nonsense.
[01:45:55.563 --> 01:46:00.684]  But if we don't fight it, and don't fight it relentlessly at the state level and at the local level,
[01:46:01.204 --> 01:46:10.749]  And at the private citizenry level and at the federal level, it will in fact take hold permanently and become a permanent part of our culture, basically a police state.
[01:46:11.562 --> 01:46:12.042]  Exactly.
[01:46:12.082 --> 01:46:15.464]  There is that attempt to convert us into a classical authoritarianism.
[01:46:15.504 --> 01:46:19.886]  We have to define this march as authoritarianism, not as safety.
[01:46:20.047 --> 01:46:23.809]  And of course, I now remember who the other person was.
[01:46:23.829 --> 01:46:26.390]  It was Chuck Baldwin, presidential candidate.
[01:46:26.670 --> 01:46:27.530]  Yeah, Chuck Baldwin.
[01:46:27.771 --> 01:46:39.277]  But for me, it shows the extremism of the Democrats, who we know wrote that, and Obama's people had that put in from the Southern Poverty Law Center, to put Ron Paul and Bob Barr
[01:46:40.097 --> 01:46:48.363]  In a thing saying they might be, you know, terrorists or connected to terrorism, it really shows they want to politically persecute us and it shows that we're the real opposition.
[01:46:48.724 --> 01:46:52.927]  In closing... No, it's not a joke and it's not hypothetical, Alex.
[01:46:53.007 --> 01:46:54.428]  It is very real what they're doing.
[01:46:54.750 --> 01:46:57.292]  In closing, tell us about the campaign, how it's going.
[01:46:59.093 --> 01:47:00.073]  Tell us about the website.
[01:47:00.574 --> 01:47:03.175]  Well, two examples of how well the campaign is going.
[01:47:03.375 --> 01:47:08.979]  One, just a couple of weeks ago after I was on your show, some of my opponents blasted me for being on your show.
[01:47:09.419 --> 01:47:12.061]  That tells me how well our campaign is going.
[01:47:12.701 --> 01:47:16.522]  Secondly, just yesterday we had America's toughest sheriff here.
[01:47:16.562 --> 01:47:19.503]  Joe Arpaio was in the district campaigning for me.
[01:47:20.563 --> 01:47:29.445]  And Joe Arpaio would not come out here if he didn't believe very strongly how important it is to get Bob Barr back into the Congress.
[01:47:29.485 --> 01:47:34.006]  So we had a very, very great day of events with Sheriff Joe.
[01:47:34.746 --> 01:47:39.630]  The campaign goes well, but as you said just a little bit ago, we cannot take it for granted.
[01:47:39.710 --> 01:47:45.075]  The Dems will come after me, my opponents will come after me, and we need people to support us.
[01:47:45.495 --> 01:47:47.017]  Bob Barr Congress.
[01:47:47.497 --> 01:47:48.298]  It's very simple.
[01:47:48.578 --> 01:47:51.440]  www.barrcongress.com.
[01:47:52.181 --> 01:47:55.203]  And go to our Facebook site and Twitter and so forth.
[01:47:56.284 --> 01:48:00.448]  And anytime I can help you out on the show, just let me know, Alex.
[01:48:01.940 --> 01:48:11.322]  Well thank you and then hopefully we can get a whole other group of constitutional true conservatives in there and you and others can help lead them.
[01:48:12.162 --> 01:48:13.843]  Soon to be congressman again, Bob Barr.
[01:48:13.863 --> 01:48:14.623]  Thank you so much, sir.
[01:48:15.083 --> 01:48:15.703]  Thank you, Alex.
[01:48:16.063 --> 01:48:17.223]  All right, there he goes, folks.
[01:48:17.804 --> 01:48:23.625]  Very important interview to get his perspective on things and you notice as a former federal prosecutor, U.S.
[01:48:23.685 --> 01:48:24.025]  attorney,
[01:48:25.504 --> 01:48:42.798]  As former CIA, pretty high level, running major operations, and of course, in Congress for over a decade, Bob Barr is pro-gun, is pro-sovereignty, is pro-Bill of Rights, anti-NSA, back when it was not cool to be so.
[01:48:43.818 --> 01:48:46.040]  And he had the will to try to impeach Bill Clinton.
[01:48:47.841 --> 01:48:49.122]  Believe me, that's very dangerous.
[01:48:49.803 --> 01:48:53.246]  So if you don't admire something like that, there's something wrong with you.
[01:48:54.042 --> 01:48:56.103]  That's why the media demonizes Bob Barr so much.
[01:48:56.503 --> 01:48:58.184]  And I'm not saying he's perfect, nobody's perfect.
[01:48:58.624 --> 01:49:13.931]  The whole issue is, I want to get hundreds of Ron Pauls and Bob Bars and Ted Cruzes, and then even better, then they can go all the way back to a real American system.
[01:49:15.311 --> 01:49:16.472]  I mean, we need Hispanic
[01:49:18.274 --> 01:49:18.894]  Ted Cruz is.
[01:49:19.795 --> 01:49:20.915]  I guess he is Hispanic.
[01:49:21.896 --> 01:49:22.676]  I said that on purpose.
[01:49:23.397 --> 01:49:25.358]  We need black Ron Pauls.
[01:49:25.638 --> 01:49:27.178]  We need, and they're there, folks.
[01:49:27.939 --> 01:49:30.360]  That's why the media says, the Tea Party's racist, don't be part of it.
[01:49:30.620 --> 01:49:32.061]  You're not welcome if you're a minority.
[01:49:32.341 --> 01:49:38.544]  Because they want this racial conversion to flip over, and then the Democrats are back in the news.
[01:49:39.124 --> 01:49:44.207]  You know, black lawmakers, black caucus saying, when Republicans elect blacks, it's because they're figureheads.
[01:49:45.302 --> 01:49:51.286]  When you're elected to Congress or the State House, you're not a figurehead if you use the office like you're supposed to to defend the people.
[01:49:52.587 --> 01:50:01.213]  It's not figurehead when whites went out and elected Obama trying to get rid of racial issues, and of course they made it worse on purpose.
[01:50:02.013 --> 01:50:03.434]  Losing that golden opportunity.
[01:50:04.195 --> 01:50:05.056]  This is what they do.
[01:50:06.318 --> 01:50:13.720]  And I just see how nasty they are, and I see how above the law they are, and how bad they're getting, and it's they've got to be stopped.
[01:50:13.740 --> 01:50:16.700]  And then when the Republicans, you know, try to power grab, we'll go after them.
[01:50:17.300 --> 01:50:19.381]  But, I mean, this is the big battle right now.
[01:50:21.261 --> 01:50:24.242]  By the way, folks, we're going to come back about the number, cover some other news.
[01:50:24.282 --> 01:50:26.842]  Kentucky's setting up checkpoints to see if you've got food in your car.
[01:50:26.982 --> 01:50:28.363]  I'm not, or if you've been eating.
[01:50:28.383 --> 01:50:29.163]  I'm not joking.
[01:50:30.186 --> 01:50:32.948]  So next it'll be, I've got, uh, driving while eating, uh, chips.
[01:50:33.188 --> 01:50:35.389]  Uh, I mean, I eat all the time when I'm driving, but all the time I have to eat.
[01:50:36.329 --> 01:50:36.950]  Doesn't distract me.
[01:50:37.630 --> 01:50:41.492]  Eat a sandwich or something, I don't... Point is, we're gonna be getting into all that, violation of the Fourth Amendment.
[01:50:41.772 --> 01:50:46.035]  Don't forget, this hour is brought to you by mypatriotsupply.com forward slash Alex.
[01:50:46.355 --> 01:50:49.977]  Delicious, easy to prepare, put together with GMO, free crops, storable for 25 years.
[01:50:50.857 --> 01:50:52.138]  Top rated customer service.
[01:50:52.158 --> 01:50:53.079]  One of the reasons we went with them.
[01:50:53.439 --> 01:50:54.500]  And top quality products.
[01:50:54.540 --> 01:50:55.720]  Incredibly reasonable prices.
[01:50:56.101 --> 01:50:58.562]  MyPatriotSupply.com forward slash Alex.
[01:50:59.003 --> 01:51:00.984]  Be prepared, folks.
[01:51:01.004 --> 01:51:01.164]  866-229-0927.
[01:51:01.945 --> 01:51:04.967]  MyPatriotSupply.com forward slash Alex.
[01:51:05.267 --> 01:51:05.867]  Get prepared.
[01:51:05.967 --> 01:51:07.348]  We'll be right back.
[01:51:07.428 --> 01:51:08.249]  I'm Alex Jones.
