[00:00:00.049 --> 00:00:00.369]  I think so.
[01:33:42.254 --> 01:33:43.796]  Government is the problem.
[01:33:46.741 --> 01:33:53.522]  From time to time we've been tempted to believe that society has become too complex to be managed by self-rule.
[01:33:54.462 --> 01:34:01.604]  That government by an elite group is superior to government for, by, and of the people.
[01:34:02.524 --> 01:34:04.224]  The Alex Jones Show.
[01:34:04.644 --> 01:34:06.144]  Because there is a war on.
[01:34:06.585 --> 01:34:07.645]  For your mind.
[01:34:09.025 --> 01:34:09.825]  Hello me.
[01:34:10.165 --> 01:34:11.385]  Meet the real me.
[01:34:11.945 --> 01:34:14.026]  In my misfits way of life.
[01:34:20.925 --> 01:34:22.446]  Yeah, I was paranoid.
[01:34:22.466 --> 01:34:35.955]  I said there was a group called the Bilderberg Group 18, 19 years ago and the media said it didn't exist even six years ago.
[01:34:35.975 --> 01:34:37.076]  New York Times does not exist.
[01:34:47.123 --> 01:34:48.766]  And after all, they wouldn't lie to you.
[01:34:48.846 --> 01:34:50.649]  I mean, you didn't build your business either.
[01:34:51.370 --> 01:34:56.277]  And Saddam had nuclear power plants enriching uranium under rose bushes in his backyard.
[01:34:56.618 --> 01:34:57.980]  And he ran 9-11 too.
[01:34:59.322 --> 01:35:01.045]  Not Saudi Arabia and the globalists.
[01:35:02.264 --> 01:35:08.707]  By the way, Kurt Nimmo wrote a story yesterday about this, and Kurt was going to bring that back into me this morning.
[01:35:08.727 --> 01:35:09.187]  I'd asked for it.
[01:35:09.207 --> 01:35:10.127]  Will you get that from him?
[01:35:10.147 --> 01:35:12.528]  Because I want to actually give the headline out of his article.
[01:35:12.648 --> 01:35:12.948]  Thanks.
[01:35:14.609 --> 01:35:20.091]  And there was the headline, We Need to Fund Rebels in Syria to Fight Al Qaeda.
[01:35:20.952 --> 01:35:22.132]  And I saw that article.
[01:35:22.852 --> 01:35:23.493]  There it is, U.S.
[01:35:23.513 --> 01:35:26.794]  Will Train Rebels to Counter CIA's Al Qaeda Terrorists in Syria.
[01:35:27.514 --> 01:35:31.136]  And I saw his article, read where they said it, and then last night,
[01:35:32.563 --> 01:35:39.626]  I turned the television on for about 10 minutes just to check the news, and I was watching CNN with a straight face.
[01:35:40.486 --> 01:35:48.649]  They were saying, yeah, there's a big Al Qaeda threat, and we've got to do something about it, and that's why we need to invade Syria.
[01:35:49.409 --> 01:35:55.872]  And then this morning, they had Fox News on in the control room, and I saw it on the scroll, so I turned it up.
[01:35:57.401 --> 01:36:00.046]  So I know if you're watching the news, you're seeing it, and that's the new branding.
[01:36:00.767 --> 01:36:02.429]  Shucks, we gotta go into serial cut.
[01:36:03.780 --> 01:36:09.704]  We've got to train these other rebels because Al-Qaeda and Assad, they just kind of throw it in like, Al-Qaeda and Assad, you know.
[01:36:10.284 --> 01:36:12.566]  They're not saying Assad's with Al-Qaeda, that's too obvious.
[01:36:12.586 --> 01:36:14.707]  It's just, yeah, there's Al-Qaeda and Assad.
[01:36:15.268 --> 01:36:18.390]  We've been funding for three plus years Al-Qaeda to attack Assad.
[01:36:18.410 --> 01:36:24.514]  And there was a big thing, you know, just six months ago where Rand Paul and Ted Cruz said no, we're not Al-Qaeda's air force.
[01:36:24.574 --> 01:36:27.456]  And Infowars.com led the charge and Drudge Report covered it.
[01:36:27.496 --> 01:36:32.179]  And we pointed out that the rebels launched the chemical attacks and WorldNet Daily covered it.
[01:36:32.779 --> 01:36:33.340]  They got caught.
[01:36:34.100 --> 01:36:35.701]  Turkey got caught launching false flags.
[01:36:36.121 --> 01:36:37.942]  So six months later, they think you're stupid.
[01:36:41.743 --> 01:36:48.486]  And now, we need to have more boots on the ground and troops to fight Al Qaeda, which is 60 plus percent of the force.
[01:36:50.646 --> 01:36:54.368]  I mean, that's how dumb they think you are, ladies and gentlemen.
[01:36:58.409 --> 01:37:02.171]  This has reached biblical level crazy town dimensions.
[01:37:04.022 --> 01:37:12.628]  David Knight, I'm going to shift gears into phone calls and a bunch of news I haven't covered yet, but I know there's a lot of other points you haven't gotten to yet, other observations from Bilderberg 2014.
[01:37:13.068 --> 01:37:17.832]  I want to hear those from you briefly, and so you can get back to getting photos and video up to InfoWars.com.
[01:37:18.032 --> 01:37:29.440]  In the next few minutes we're going to have the video for radio listeners that didn't see it earlier at InfoWars.com and the police dragging a demonstrator away to beat him up behind a screen and then trying to grab reporters that were getting footage of it.
[01:37:31.161 --> 01:37:34.864]  For me, you're there to show there's men behind the curtain.
[01:37:35.885 --> 01:37:38.427]  And to be paparazzi of the real controllers.
[01:37:38.507 --> 01:37:39.908]  They want to be in secret.
[01:37:40.149 --> 01:37:43.271]  They want us going after fake celebrities and not being informed.
[01:37:43.291 --> 01:37:43.932]  Your take on that?
[01:37:44.969 --> 01:37:46.230]  Oh, that's absolutely true, Alex.
[01:37:46.290 --> 01:37:52.774]  I mean, you know, on the one level, we're just taking pictures of these celebrities and we're trying to match them up to cards, so we've got to see which ones they are.
[01:37:53.335 --> 01:37:56.457]  But it's very important that people see that this is actually happening.
[01:37:56.497 --> 01:37:57.478]  That's why we're doing it.
[01:37:58.078 --> 01:37:59.899]  This really has consequences.
[01:38:00.259 --> 01:38:09.726]  And you know, during the break, just before we went to the break, we were talking about the military and how they're using the military, training the military to come after the American people.
[01:38:10.498 --> 01:38:13.540]  We had a Danish Marine come over to us.
[01:38:13.580 --> 01:38:16.102]  He's got a 9-11 was an inside job shirt on.
[01:38:16.562 --> 01:38:20.405]  And he said he joined the Royal Marines because he wanted to make the world a better place.
[01:38:20.445 --> 01:38:25.249]  He said his very first lesson was how to poison the water and the food supply.
[01:38:25.842 --> 01:38:28.625]  And then they told him, less people is more peace.
[01:38:28.986 --> 01:38:29.787]  You know, things like that.
[01:38:29.827 --> 01:38:31.989]  So he said he got out of that and he joined the social workers.
[01:38:32.290 --> 01:38:37.055]  Then he realized that they weren't resuscitating people if they were of a certain age because it was too expensive.
[01:38:37.355 --> 01:38:38.997]  So he's seen this.
[01:38:39.358 --> 01:38:39.858]  He's had it.
[01:38:40.199 --> 01:38:42.001]  This is what's happening with a lot of veterans.
[01:38:42.401 --> 01:38:50.909]  A lot of people who were very idealistically went into the military and now, hopefully, they're seeing that our own government is training against our own people.
[01:38:51.249 --> 01:38:54.513]  How many different times and how many different ways do they have to see that?
[01:38:54.573 --> 01:39:00.178]  From the training scenarios to the weapons acquisitions to the training sites that they have.
[01:39:00.698 --> 01:39:02.560]  And now this newest released video.
[01:39:02.660 --> 01:39:04.082]  Hopefully this will wake people up.
[01:39:04.982 --> 01:39:06.023]  I don't know what it is.
[01:39:07.165 --> 01:39:16.530]  David, how did we, in the 40s, 50s, 60s, 70s, 80s, have a lot lower taxes on the general public, and not kill old people?
[01:39:17.031 --> 01:39:27.497]  How did we raise our taxes, build a bureaucracy, and now there's no money for old people, but we had to have socialist healthcare because we love the old people, but now here's the death panels.
[01:39:27.537 --> 01:39:34.541]  The truth is, this is about lowering our standard of living by the so-called left, who are a bunch of fascists.
[01:39:35.734 --> 01:39:37.215]  And it's taking away people's choices.
[01:39:37.235 --> 01:39:44.580]  You know, we look at Bilderberg here, and the guy that I talked to last night, as he was running us out, I said, you know, they're going to be making decisions about how to run your life.
[01:39:44.600 --> 01:39:45.881]  And he goes, oh, very good.
[01:39:45.941 --> 01:39:48.342]  I hope they make good decisions, and laughs at us, right?
[01:39:49.223 --> 01:39:52.065]  He's not ever going to have a say about how his life is run.
[01:39:52.165 --> 01:39:57.568]  And it's that way from the large, overreaching policies down to how he spends his money.
[01:39:57.928 --> 01:40:02.952]  As these guys from Denmark were talking to us, they said, they went through and they worked up with all the different taxes.
[01:40:02.972 --> 01:40:03.792]  Somebody making $100,000 gets to keep
[01:40:05.813 --> 01:40:07.335]  $4,000 of it.
[01:40:07.415 --> 01:40:09.516]  The rest of it, the government takes for their taxes.
[01:40:09.797 --> 01:40:13.700]  Then they decide how you are going to live, all the way down to your health care.
[01:40:13.780 --> 01:40:20.465]  And now the health care that they've had for free, now they're starting to charge these people for it, even though they're taking almost all of their money in taxes.
[01:40:22.987 --> 01:40:29.368]  Look at France, this year passed a 101% tax on new wealthy and middle class.
[01:40:30.089 --> 01:40:39.091]  I mean, that's the actual French headline, with a straight face, but then the top French government socialists are all exempt and have Swiss bank accounts.
[01:40:39.211 --> 01:40:47.573]  I mean, of course our taxes are going to be 100% if the elite don't have to pay taxes, because they're not under the same system.
[01:40:47.653 --> 01:40:48.573]  It's outrageous!
[01:40:49.969 --> 01:40:52.514]  And we're seeing revolts all across Europe against this.
[01:40:52.654 --> 01:40:55.560]  People understand where this is coming from to that degree.
[01:40:55.580 --> 01:40:58.045]  They're angry about the austerity programs.
[01:40:58.125 --> 01:40:59.247]  I talked to the Italian.
[01:40:59.267 --> 01:41:01.191]  There was an Italian blogger that was here.
[01:41:02.153 --> 01:41:10.278]  They're very much aware of what happened because they've seen, just like Greece, they've seen their elected Prime Minister taken out of office and replaced by Goldman Sachs banker.
[01:41:10.658 --> 01:41:12.399]  That's why he's here covering the Bilderberg.
[01:41:12.679 --> 01:41:14.460]  He knows that these people are behind it.
[01:41:14.760 --> 01:41:22.085]  And the people in Italy and the people in Greece are sadder but wiser than most of the other people, but many of them still don't know and still don't care.
[01:41:22.145 --> 01:41:23.966]  And there's still a lot of people, he said, in Italy who
[01:41:24.566 --> 01:41:25.726]  Don't know about Bilderberg.
[01:41:25.766 --> 01:41:39.191]  They're upset about the fact that a banker was put in the place of a duly elected politician because as much as the elections are rigged and we complain about the fact that we don't have honest and enough choices,
[01:41:40.052 --> 01:41:46.015]  At least there's still the possibility, if you've got elections, at some point that you're going to have some input into the process.
[01:41:46.095 --> 01:41:46.996]  Something can be changed.
[01:41:47.016 --> 01:41:47.896]  There's a hope of it.
[01:41:48.216 --> 01:41:53.419]  What they're trying to do is take away even that hope that we could get back to open and honest and fair elections.
[01:41:53.759 --> 01:42:02.744]  They want to dictate it, as David Rockefeller has said, from meetings like this, where they have a technological elite and bankers are going to replace the nation-state.
[01:42:06.806 --> 01:42:08.027]  David Knight, absolutely.
[01:42:08.067 --> 01:42:10.308]  I was just thinking about what you had just said.
[01:42:10.328 --> 01:42:18.711]  I know we're going to get Paul Watson to pop in here in a little while for a brief update from him, but I'm going to cover some other news now.
[01:42:19.211 --> 01:42:31.857]  Any other things start breaking or unfolding, I know we have live feeds up at InfoWars.com that you guys are putting out separate from this radio slash TV show, but if anything starts happening important, just call us right back and we'll put you back on air.
[01:42:31.897 --> 01:42:32.337]  David Knight.
[01:42:33.083 --> 01:42:33.323]  We'll do.
[01:42:33.604 --> 01:42:36.606]  I want to get a closing comment from Josh Owens.
[01:42:36.626 --> 01:42:37.687]  Any other points he wants to make?
[01:42:41.371 --> 01:42:55.104]  Yeah, I think regardless of what the, earlier what we were talking about, which is right behind me where the cops drug the guy across, I think regardless of whether the cops were doing it because he was harassing other people or not, it doesn't give them a right to
[01:42:56.343 --> 01:43:02.329]  Grab him and, you know, drag him across the street, literally behind the curtain.
[01:43:02.349 --> 01:43:03.671]  You can see the curtain right here.
[01:43:04.291 --> 01:43:07.314]  Literally behind this, and begin beating him.
[01:43:07.595 --> 01:43:08.716]  Regardless of what he was doing.
[01:43:09.739 --> 01:43:10.460]  It's still wrong.
[01:43:10.720 --> 01:43:15.924]  And regardless, I mean, just because I'm walking with a camera, maybe that says two things.
[01:43:15.944 --> 01:43:21.189]  Maybe it says that everyone's afraid of everything and they feel like, first off, they need to call the police.
[01:43:21.529 --> 01:43:22.470]  East Germany.
[01:43:22.490 --> 01:43:23.110]  Yeah, exactly.
[01:43:23.171 --> 01:43:23.691]  East Germany.
[01:43:24.692 --> 01:43:26.453]  It's just, it's unbelievable.
[01:43:26.473 --> 01:43:28.115]  And it's not just over here, it's in America too.
[01:43:32.178 --> 01:43:33.960]  Is Bilderberg what you thought it would be?
[01:43:36.500 --> 01:43:37.920]  So far, yeah.
[01:43:38.140 --> 01:43:38.781]  So far, yeah.
[01:43:39.201 --> 01:43:41.881]  Actually, I do have to give the cops some credit.
[01:43:42.602 --> 01:43:44.842]  I think I was maybe bashing them a little too much earlier.
[01:43:45.142 --> 01:43:50.503]  But I do have to give them some credit for at least being polite when they beat people.
[01:43:53.824 --> 01:43:57.525]  So they would have torn that guy's genitals off as long as they were polite, it'd be okay.
[01:43:58.325 --> 01:43:58.985]  Oh, yeah, of course.
[01:43:59.386 --> 01:44:01.326]  I mean, they detained me, but they were polite about it.
[01:44:01.346 --> 01:44:02.426]  So, I mean, what can I do?
[01:44:03.847 --> 01:44:04.947]  What if they wore white gloves?
[01:44:08.806 --> 01:44:09.746]  I mean, would that make it okay?
[01:44:09.766 --> 01:44:12.007]  They're generally more fit.
[01:44:14.989 --> 01:44:16.069]  Like at the airport.
[01:44:16.609 --> 01:44:17.810]  Yeah, like at the airport.
[01:44:17.830 --> 01:44:20.151]  Yeah, I think that makes everything fine.
[01:44:20.271 --> 01:44:21.171]  It's all about the illusion.
[01:44:21.231 --> 01:44:22.311]  It's all about the appearance.
[01:44:23.072 --> 01:44:30.075]  You know, they can beat someone to death, but if they're smiling while doing it... All right, Josh Owens, we'll continue to get updates from you.
[01:44:30.095 --> 01:44:30.775]  Thank you so much.
[01:44:31.655 --> 01:44:32.155]  Thank you, Alex.
[01:44:33.076 --> 01:44:38.098]  Okay, folks, I've got a bunch of news I want to hit, and I want to take your phone calls on Bilderberg, on
[01:44:39.602 --> 01:44:48.484]  The new army document where they admit drones, armored vehicles, the military is for civil unrest and societal collapse.
[01:44:49.584 --> 01:44:53.265]  Department of Defense Directive 3025.18.
[01:44:54.326 --> 01:44:55.946]  Now the Washington Times is reporting on it.
[01:44:55.986 --> 01:44:57.246]  Good job, Washington Times.
[01:44:59.107 --> 01:45:07.989]  You can say what you want about the late owner of the Washington Times, the Reverend Kim Sung Moon or whatever his name was, but they got a lot of great writers and good reporters over there.
[01:45:08.905 --> 01:45:11.306]  Like Joe Curl and Bill Gertz and others.
[01:45:11.366 --> 01:45:12.807]  I mean, real journalism.
[01:45:13.367 --> 01:45:17.990]  I mean, you get public documents where they're preparing to use the military against the public.
[01:45:18.030 --> 01:45:18.990]  I mean, that's newsworthy.
[01:45:20.391 --> 01:45:23.092]  And causing a public debate about that is a big deal.
[01:45:23.112 --> 01:45:25.173]  And you've got to give credit for Drudge to linking to it.
[01:45:25.794 --> 01:45:28.915]  I mean, it's only a handful of news sites that continue to cover real issues.
[01:45:29.416 --> 01:45:31.236]  And then we dominate and have giant traffic.
[01:45:32.957 --> 01:45:33.778]  Because people
[01:45:34.969 --> 01:45:36.490]  Are fundamentally interested in this.
[01:45:36.530 --> 01:45:37.991]  I'd like to hear from all of you out there.
[01:45:38.031 --> 01:45:39.272]  The toll-free number to join us is 800-259-9231.
[01:45:39.292 --> 01:45:39.332]  800-259-9231.
[01:45:39.352 --> 01:45:40.493]  On this live Thursday edition.
[01:45:40.553 --> 01:45:43.195]  We've got an hour and 15 minutes left in global transmission.
[01:45:43.215 --> 01:45:43.955]  800-259-9231.
[01:45:43.975 --> 01:45:51.441]  And we are going to get a break coming up here in a few minutes and come back and start taking your phone calls.
[01:46:05.387 --> 01:46:06.848]  Let me go over some of these headlines.
[01:46:07.388 --> 01:46:13.152]  Intelligence Committee doesn't care if targets are even identified before they're assassinated, including U.S.
[01:46:13.212 --> 01:46:13.752]  citizens.
[01:46:14.293 --> 01:46:15.934]  Congressional records show.
[01:46:17.575 --> 01:46:25.420]  And Washington's blog spot breaks it down from the congressional transcript directly from the Library of Congress.
[01:46:25.880 --> 01:46:27.461]  That's up on Infowars.com.
[01:46:28.422 --> 01:46:30.243]  And I wanted to mention that article.
[01:46:31.909 --> 01:46:40.153]  Because in the Washington Times article, Directive outlines Obama's plan to use the military against citizens that I've got all my writers writing about right now.
[01:46:41.174 --> 01:46:43.675]  DrudgeReport.com has it linked and read on the right hand side.
[01:46:44.315 --> 01:46:48.017]  This is so important that I'm going to have three articles written.
[01:46:49.835 --> 01:46:51.155]  about this today and tomorrow.
[01:46:51.175 --> 01:47:01.877]  They can dole them out however they want from different angles because we need to put a focus on this because we're going to expand on Gertz's article and give you the rest of the story where they say it's for the Tea Party and gun owners.
[01:47:01.897 --> 01:47:02.597]  I'm going to say that again.
[01:47:03.057 --> 01:47:16.240]  The military is training full speed to take over every local county and city, take over your police departments, take over your local media, take over your water treatment facilities, and arrest political dissidents for their political views.
[01:47:16.280 --> 01:47:16.460]  Okay?
[01:47:17.657 --> 01:47:18.798]  We're all on list, folks.
[01:47:19.458 --> 01:47:28.585]  I mean, this is toe reason with a giant capital T. And a lot of people think you're cowards.
[01:47:29.466 --> 01:47:33.529]  The globalists think that you're going to be intimidated by all this when the truth comes out.
[01:47:33.549 --> 01:47:39.413]  That's why I've been told the globalists are, some of them aren't concerned if I'm on air because they think I'll just scare you.
[01:47:41.036 --> 01:47:44.477]  I'm telling you this like you care your future's being robbed.
[01:47:44.678 --> 01:47:47.119]  This is totally illegal, totally illegitimate.
[01:47:47.399 --> 01:47:49.560]  We haven't done jack squat.
[01:47:52.941 --> 01:47:59.824]  We haven't done anything in this country to deserve this.
[01:48:01.305 --> 01:48:09.028]  And the people setting this up are the ones screwing over the economy, shipping in the drugs, opening up the borders, bankrupting everything,
[01:48:10.233 --> 01:48:20.196]  Going after our liberties, setting up death panels, setting up Obamacare, energy scams, funding Al-Qaeda, Fast and Furious, Benghazi.
[01:48:22.097 --> 01:48:23.137]  It happened to us, folks.
[01:48:23.197 --> 01:48:35.821]  We have an out-of-control criminal government with an intimidated Congress made up of criminals and scum and perverts and blackmailed people and some good people that speak out and are demonized, but they're rising stars.
[01:48:37.481 --> 01:48:38.622]  And it really hit me this morning.
[01:48:38.802 --> 01:48:40.083]  The lesson is tell the truth.
[01:48:40.123 --> 01:48:42.144]  Look how popular Rand Paul is telling the truth.
[01:48:42.424 --> 01:48:43.345]  Front runner for president.
[01:48:44.666 --> 01:48:45.746]  Runner up, Ted Cruz.
[01:48:45.786 --> 01:48:48.728]  Telling the truth, probably be vice president if we get behind him.
[01:48:50.409 --> 01:48:52.671]  Doesn't mean they'll save everything, but it's a step in the right direction.
[01:48:54.212 --> 01:48:56.453]  We'll all save things together with God's help.
[01:48:56.833 --> 01:48:57.314]  Providence.
[01:48:59.718 --> 01:49:07.763]  You know, during the whole nuke crisis that's been going on, Putin's been praying at a monastery for five days straight a few weeks ago, while Obama's out partying and golfing.
[01:49:08.744 --> 01:49:10.525]  Who do you think's going to have the providence of God?
[01:49:14.400 --> 01:49:29.665]  I'm not even saying Putin's a good guy, but I mean when he had his nuclear emergency doomsday plane circling for five days, when it looked like there was going to be a war until the West and Russia both backed down, he was right there on the border with it at a monastery for five days.
[01:49:31.065 --> 01:49:37.267]  In the news it said staying there and staying basically in a tower thinking about what he would do.
[01:49:38.342 --> 01:49:44.705]  I mean, even if he's a bad guy, a normal person would isolate themselves with the data and really try to figure out what to do.
[01:49:45.385 --> 01:49:57.770]  Not be out playing golf and partying and going to, you know, month four or whatever in the last year, since this time last year that Obama's been on vacation four months since last May.
[01:49:57.850 --> 01:49:59.011]  I saw an article a few days ago.
[01:49:59.491 --> 01:50:01.312]  Four months of vacation out of 12.
[01:50:03.633 --> 01:50:05.694]  I mean, I don't get two weeks of real vacation a year.
[01:50:06.661 --> 01:50:11.524]  I take days off just to do accounting and, you know, deal with the latest diversion.
[01:50:13.445 --> 01:50:16.627]  Can you imagine taking four months off?
[01:50:16.667 --> 01:50:18.208]  I mean, it's a joke, people.
[01:50:20.609 --> 01:50:25.552]  And then meanwhile, they've got drones to kill whoever, and they're going, oh, by the way, we'll use them in America.
[01:50:27.273 --> 01:50:28.634]  In the Department of Defense document.
[01:50:29.894 --> 01:50:32.276]  Yeah, we're going to use military drones on the American people.
[01:50:33.897 --> 01:50:35.698]  Do I get apologies from the Associated Press?
[01:50:38.439 --> 01:50:42.741]  Three years ago that ran articles saying I was a liar, Kurt Nimmo was a liar, Matt Drudge was a liar?
[01:50:43.881 --> 01:50:44.061]  No.
[01:50:44.622 --> 01:50:52.725]  Because AP was running a Psy-Op operation to tell everybody that it doesn't exist, it doesn't exist, which is really another message.
[01:50:55.786 --> 01:51:07.231]  The message is, when this all comes out, you're supposed to be kosher, or you're supposed to be trendy, you're supposed to be orthodox with the establishment, and you're supposed to say it doesn't exist.
[01:51:08.325 --> 01:51:12.447]  Just like the $5,000 per person Obama fine, under Obamacare.
[01:51:13.207 --> 01:51:17.488]  Just like Gibbs said, you're not supposed to admit the drone program exists, even though it publicly exists.
[01:51:17.508 --> 01:51:18.109]  Remember that clip?
[01:51:20.049 --> 01:51:24.371]  I mean, so I'm on a terrorist list because I know 2 plus 2 equals 4?
[01:51:24.431 --> 01:51:24.791]  Fine!
[01:51:25.051 --> 01:51:25.411]  Fine!
[01:51:28.490 --> 01:51:30.151]  I think the globalists have misjudged us.
[01:51:30.271 --> 01:51:31.752]  I think we're going to stand up and say no to this.
[01:51:31.792 --> 01:51:32.792]  We have the moral authority.
[01:51:32.972 --> 01:51:33.973]  We have the moral high ground.
[01:51:34.193 --> 01:51:34.953]  Your call's coming up.
[01:51:35.614 --> 01:51:40.536]  When the day comes where the world changes forever, you can be ready at a moment's notice.
[01:51:41.057 --> 01:51:47.800]  With Survivalist Camps, the ultimate, fully functional, off-the-grid survival bug-out house that's completely mobile and ready to go.
[01:51:48.160 --> 01:51:52.342]  All the comforts of an RV, but custom built to outlast any other trailer.
[01:51:52.843 --> 01:51:54.604]  Learn more at survivalistcamps.com.
[01:51:55.524 --> 01:51:58.626]  Due to overwhelming response, limited inventory is available.
[01:51:58.927 --> 01:52:01.368]  Be ready with survivalistcamps.com.
[01:52:01.488 --> 01:52:02.349]  Survivalist Camps.
[01:52:02.369 --> 01:52:04.491]  Providing your basic needs to survive.
[01:52:05.915 --> 01:52:09.117]  How can you save a ton of money and prepare for emergencies?
[01:52:09.517 --> 01:52:12.419]  By having your own in-home freeze dryer from Harvest Rite!
[01:52:12.759 --> 01:52:16.381]  Now you can cut down on wasted food by freeze drying your leftovers!
[01:52:16.741 --> 01:52:17.302]  That's right!
[01:52:17.462 --> 01:52:25.566]  Create your own long-term food storage by freeze drying your own fruits, meats, vegetables, even complete meals with the Harvest Rite in-home freeze dryer!
[01:52:25.946 --> 01:52:28.348]  Imagine the savings and the peace of mind!
[01:52:28.708 --> 01:52:33.291]  See how the amazing Harvest Rite freeze dryer works at harvestrite.com!
[01:52:35.330 --> 01:52:36.331]  Attention America!
[01:52:36.671 --> 01:52:43.815]  Within a little-known government document is devastating information that could cost the United States its most valuable asset.
[01:52:44.276 --> 01:52:47.658]  My name is Jeff Opdycke, former reporter for the Wall Street Journal.
[01:52:47.678 --> 01:52:56.443]  I've uncovered shocking evidence within the details of document FT-900, revealing the largest cover-up of President Obama's career.
[01:52:56.844 --> 01:52:59.906]  This will have a substantial impact on our nation.
[01:53:00.346 --> 01:53:03.488]  Millions of Americans will fall into poverty overnight.
[01:53:04.008 --> 01:53:10.894]  A recent report from the Treasury Department said an event of this nature has, quote, the potential to be catastrophic.
[01:53:11.354 --> 01:53:20.841]  Within a matter of weeks, the way of life for millions of Americans will be destroyed, and the standard of living will be like nothing this country has seen in nearly a century.
[01:53:21.222 --> 01:53:24.965]  To learn how you can protect yourself and your family from this government attack,
[01:53:25.425 --> 01:53:29.371]  Visit www.ObamaSecret1.com.
[01:53:29.772 --> 01:53:33.117]  Again, that's www.ObamaSecret1.com.
[01:53:35.151 --> 01:53:40.215]  To thank you for being a loyal listener, we have a limited time freebie offer for you.
[01:53:40.876 --> 01:53:48.442]  Claim your free heirloom tomato seeds, just pay shipping, right now at 123freeseeds.com.
[01:53:49.223 --> 01:53:51.065]  These aren't ordinary seeds.
[01:53:51.545 --> 01:54:00.373]  These are heirloom, non-genetically modified, super seeds that are open pollinated and can be grown, harvested, and replanted endlessly.
[01:54:01.013 --> 01:54:06.135]  These survival seeds are actually more valuable than gold in a crisis.
[01:54:06.975 --> 01:54:18.980]  Go to 123freeseeds.com and you can get an airtight storage packet of 150 super seeds free while supplies last to say thank you for being a loyal listener.
[01:54:19.660 --> 01:54:21.241]  First come, first served.
[01:54:21.641 --> 01:54:22.561]  Just cover shipping.
[01:54:23.201 --> 01:54:29.504]  Go to 123freeseeds.com now to see if your free heirloom seeds are still available.
[01:54:29.904 --> 01:54:33.227]  That's 123freeseeds.com.
[01:54:40.073 --> 01:54:44.477]  Riders on the storm.
[01:54:44.697 --> 01:54:46.779]  Riders on the storm.
[01:54:49.101 --> 01:54:52.544]  Into this house we're born.
[01:54:53.765 --> 01:54:55.507]  Into this world we're thrown.
[01:54:58.059 --> 01:55:01.709]  Like a dog without a bone and accurate
[01:55:24.432 --> 01:55:29.356]  Exclusive Bilderberg police brutally beat reporter Chase Cameraman to try to get the footage.
[01:55:30.597 --> 01:55:33.519]  Police take journalist to secluded pens to be beaten.
[01:55:33.539 --> 01:55:36.822]  They're now reporting this is happening to multiple people.
[01:55:42.486 --> 01:55:48.230]  If they yell and scream her mouth off and I don't think you know that's overall good but you don't deserve to be taken to a secluded pen to be beaten over that.
[01:55:48.250 --> 01:55:52.353]  We're going to your phone calls right now.
[01:55:53.442 --> 01:55:58.405]  Let's go ahead and talk to Rich in Oregon.
[01:55:58.505 --> 01:55:59.326]  Rich, you're on the air.
[01:55:59.386 --> 01:55:59.686]  Welcome.
[01:56:01.647 --> 01:56:02.088]  Hey, Alex.
[01:56:02.108 --> 01:56:02.708]  How's it going?
[01:56:02.888 --> 01:56:03.949]  A worldwide transmission.
[01:56:03.989 --> 01:56:04.709]  How are you doing today?
[01:56:05.470 --> 01:56:06.150]  I'm doing good.
[01:56:06.210 --> 01:56:06.851]  Hey, you know what?
[01:56:06.871 --> 01:56:13.995]  There's a lot of us out here in Oregon that is tired of hearing about President Obama doing all the crazy stuff and getting away with it in our government.
[01:56:14.135 --> 01:56:17.838]  And I'm, you know, we're all with you, but there's nothing violent that needs to be done.
[01:56:18.138 --> 01:56:19.459]  It's just time for talking's over.
[01:56:20.079 --> 01:56:22.721]  People just need to stand up and go stop to it.
[01:56:24.386 --> 01:56:25.106]  That's how I feel.
[01:56:25.146 --> 01:56:25.666]  Just like this.
[01:56:25.867 --> 01:56:31.208]  What do you make of the lawlessness in the Pentagon openly training to take on the American people?
[01:56:32.229 --> 01:56:33.969]  It's the most craziest thing I've ever heard.
[01:56:34.910 --> 01:56:35.950]  I mean, you know what?
[01:56:36.110 --> 01:56:37.311]  How do they think they're going to do that?
[01:56:37.431 --> 01:56:38.431]  How many people is armed?
[01:56:38.451 --> 01:56:38.751]  You know what?
[01:56:38.791 --> 01:56:43.853]  I only know about a hundred people where I live at and everybody's tired of it.
[01:56:44.912 --> 01:56:45.692]  They're not going to do that.
[01:56:45.732 --> 01:56:46.873]  There's no way it's going to happen.
[01:56:47.113 --> 01:56:48.074]  Well, they're doing it, brother.
[01:56:48.594 --> 01:56:52.136]  They got military in every major city running checkpoints, searching cars today.
[01:56:52.156 --> 01:56:58.159]  And they're going to do it under a PSYOP of just slowly doing it, treading the troops as normal, the police as normal.
[01:56:59.300 --> 01:57:02.902]  Then having them respond to wildfires and stuff, which they should.
[01:57:04.292 --> 01:57:15.857]  And then expanding it out to youth corps dressed up like military at events, searching people, then have the National Guard at the Kite Festival or at the UT football game here locally searching people.
[01:57:16.457 --> 01:57:23.660]  And then pretty soon there's just military stationed everywhere and then they carry out SWAT team operations in assistance to police.
[01:57:23.700 --> 01:57:27.222]  They've been doing that for over 20 years in police uniform.
[01:57:28.320 --> 01:57:29.902]  That got declassified a long time ago.
[01:57:29.942 --> 01:57:34.045]  So, sir, there's a whole covert archipelago of this happening.
