[00:01:14.400 --> 00:01:15.821]  Greetings, InfoWarriors.
[02:13:12.305 --> 02:13:14.046]  Or you will be subject to arrest!
[02:13:14.766 --> 02:13:18.770]  And you've got a good sound control, Mike, and that came through perfectly, so that's gotta be really loud.
[02:13:18.790 --> 02:13:24.534]  About, uh... 200... Oh, I just heard gunshots again.
[02:13:28.397 --> 02:13:32.320]  You can hear... Stop throwing rocks at the police immediately!
[02:13:32.761 --> 02:13:34.322]  Or you will be subject to arrest!
[02:13:38.197 --> 02:13:39.557]  Have you seen any rocks thrown?
[02:13:40.458 --> 02:13:46.440]  They're throwing stuff at the Isla Ferguson store because apparently that is a Darren Wilson supporter store.
[02:13:46.860 --> 02:13:47.660]  Oh, yeah.
[02:13:47.700 --> 02:13:48.380]  We'll leave it at that.
[02:13:48.780 --> 02:13:50.481]  They're not gonna get much love today.
[02:13:50.501 --> 02:13:53.742]  Oh, there's gunshots.
[02:13:53.802 --> 02:13:54.823]  More gunshots.
[02:13:54.883 --> 02:13:55.703]  Yeah, I heard that one.
[02:14:00.782 --> 02:14:02.943]  And we've got a mic that specially controls the sound.
[02:14:02.983 --> 02:14:04.383]  It's not an omni-directional.
[02:14:05.084 --> 02:14:10.366]  Although, um... You might want to try to plug in a shotgun mic so you can actually aim in areas.
[02:14:10.406 --> 02:14:13.367]  They just threw a bottle into this, uh, building right in front of me.
[02:14:13.527 --> 02:14:13.787]  Yeah.
[02:14:14.567 --> 02:14:15.208]  Through the window.
[02:14:20.730 --> 02:14:21.510]  More gunshots.
[02:14:21.970 --> 02:14:23.051]  Oh, they're starting to shoot gas.
[02:14:24.091 --> 02:14:25.031]  Oh, everyone's running now.
[02:14:25.132 --> 02:14:25.472]  Alright.
[02:14:25.492 --> 02:14:26.032]  Everyone's running.
[02:14:26.592 --> 02:14:28.673]  Get your, uh, get your gas mask ready.
[02:14:32.361 --> 02:14:33.062]  My God.
[02:14:34.503 --> 02:14:35.363]  Oh, everybody's running.
[02:14:39.126 --> 02:14:40.147]  You can see the tear gap?
[02:14:40.227 --> 02:14:41.448]  Yeah, I can see it there.
[02:14:41.468 --> 02:14:42.829]  I gotta put my mask on, all right?
[02:14:42.849 --> 02:14:43.389]  Yeah, go ahead.
[02:14:43.429 --> 02:14:46.932]  Just put the phone down if you need to, and you guys can come to a shot of me.
[02:14:46.992 --> 02:14:48.453]  Go to somebody else's shot out there.
[02:14:50.154 --> 02:14:54.137]  People, it looks like they're throwing the gas back at the cops, or the cops are throwing it into the crowd.
[02:15:01.353 --> 02:15:13.403]  Yeah, this was bound to happen.
[02:15:13.483 --> 02:15:20.769]  I thought it was going to, yeah, that's pretty interesting showing that with the, you got the president there talking about real issues.
[02:15:20.829 --> 02:15:27.035]  Like, how about all the immigrants that you've just allowed into our country by keeping our border wide open?
[02:15:27.967 --> 02:15:31.789]  How about all the guns you've been, uh, giving to the Mexican cartel?
[02:15:32.790 --> 02:15:33.911]  So they can deal drugs.
[02:15:35.531 --> 02:15:38.573]  There's a brave soul just picked up that tear gas canister and threw it back.
[02:15:38.593 --> 02:15:39.514]  The tear gas is here now.
[02:15:39.614 --> 02:15:40.294]  It's everywhere.
[02:15:40.334 --> 02:15:41.415]  They're shooting all around us.
[02:15:43.816 --> 02:15:46.858]  Um... Joe, can you still hear me?
[02:15:47.639 --> 02:15:48.479]  Yes, I can.
[02:15:49.140 --> 02:15:50.680]  Okay.
[02:15:50.780 --> 02:15:52.461]  You guys are awesome.
[02:15:52.822 --> 02:15:54.963]  Oh my God, there's stuff in front of me that's on fire.
[02:15:56.187 --> 02:15:57.287]  Everything's on fire!
[02:15:57.488 --> 02:15:58.248]  Get a shot of that.
[02:15:58.508 --> 02:15:58.788]  Yeah.
[02:16:02.349 --> 02:16:04.250]  You know, this tear gas is flammable.
[02:16:04.270 --> 02:16:05.290]  People don't realize that.
[02:16:05.350 --> 02:16:12.893]  This is how they killed the people in Waco using, pumping tear gas in and then shooting flames inside to burn those people alive.
[02:16:12.913 --> 02:16:20.756]  This is a favorite tactic of the government is to, and they'll probably blame this on the protesters even though it was done by tear gas.
[02:16:21.336 --> 02:16:23.357]  I'm glad you're able to remain calm right now.
[02:16:25.401 --> 02:16:27.902]  Well, I'm several hundred miles away.
[02:16:28.322 --> 02:16:31.303]  I'm just watching it on TV, Joe.
[02:16:31.403 --> 02:16:33.584]  It's pretty surreal watching this.
[02:16:34.285 --> 02:16:37.386]  I'm completely engulfed in tear gas right now.
[02:16:38.406 --> 02:16:41.747]  I'd like to thank you guys for purchasing this tear gas for, or this tear up.
[02:16:42.368 --> 02:16:42.868]  The masks?
[02:16:42.988 --> 02:16:45.369]  Yeah, those are Israeli gas masks.
[02:16:45.429 --> 02:16:51.151]  I think one thing the Israelis do really well is make really good tear gas masks, gas masks in general.
[02:16:55.009 --> 02:16:56.710]  So there are little fires kicked off.
[02:16:56.750 --> 02:17:01.573]  Amazing, after all this rain and you still have a fire burning up grass.
[02:17:01.593 --> 02:17:02.273]  Is that what that is?
[02:17:02.313 --> 02:17:03.514]  Grass out in front right there?
[02:17:03.534 --> 02:17:05.595]  Uh, yeah.
[02:17:05.795 --> 02:17:06.055]  Yeah.
[02:17:07.436 --> 02:17:09.958]  You can hear they're advancing right now.
[02:17:09.978 --> 02:17:13.099]  The military vehicles are advancing.
[02:17:14.400 --> 02:17:17.662]  It looks like three Emirates
[02:17:25.714 --> 02:17:26.895]  There's a good aerial shot.
[02:17:27.235 --> 02:17:27.495]  Wow.
[02:17:29.056 --> 02:17:34.300]  The dichotomy of the president telling everybody to relax.
[02:17:34.860 --> 02:17:38.022]  He's gonna go play some golf soon.
[02:17:38.563 --> 02:17:42.646]  I've got my race baiters out there working to help inflame the issues.
[02:17:43.266 --> 02:17:48.169]  We're not worried about real police violence in other areas where it's cut and dry.
[02:17:48.209 --> 02:17:50.251]  We're worried about this ambiguous case.
[02:17:51.632 --> 02:17:52.272]  Go to your shot.
[02:17:52.312 --> 02:17:53.233]  Go to Biggs' shot.
[02:17:54.940 --> 02:17:56.762]  You look like you're on another planet now, Biggs.
[02:17:58.043 --> 02:17:59.144]  Yeah, planet hell!
[02:17:59.284 --> 02:18:00.165]  Planet tyranny.
[02:18:00.265 --> 02:18:01.326]  Planet police state.
[02:18:04.368 --> 02:18:06.610]  Ferguson is now the prison planet.
[02:18:10.033 --> 02:18:11.274]  There's the tank, right there.
[02:18:11.294 --> 02:18:12.896]  Do they know you're pressed?
[02:18:13.116 --> 02:18:14.217]  You think they're gonna shoot at you?
[02:18:14.237 --> 02:18:19.141]  I think the big InfoWars microphone gives it away.
[02:18:19.301 --> 02:18:19.642]  Good.
[02:18:20.022 --> 02:18:21.183]  That's why we gave you the big one.
[02:18:25.455 --> 02:18:26.316]  Look at that fire!
[02:18:26.617 --> 02:18:33.547]  I mean, it's been raining there for days and yet a grass fire kicks off from these incendiary devices.
[02:18:33.708 --> 02:18:34.809]  They got shotguns.
[02:18:34.829 --> 02:18:36.332]  Hopefully I don't get shot again.
[02:18:36.352 --> 02:18:37.494]  They're pointing right here.
[02:18:37.614 --> 02:18:38.796]  You got your hands up, right?
[02:18:38.816 --> 02:18:40.298]  Uh, yeah.
[02:18:45.649 --> 02:18:46.930]  Now, which way are they going?
[02:18:46.970 --> 02:18:52.274]  Are they going back into, uh... They're going back towards the police station and the fire department.
[02:18:52.775 --> 02:18:57.299]  They are, uh, assaulting down South Florissant in the direction of that.
[02:18:58.099 --> 02:19:02.623]  It looks like most people are scattered because they don't have these amazing gas masks.
[02:19:03.043 --> 02:19:03.304]  Yeah.
[02:19:05.926 --> 02:19:08.788]  They got, it looks like they're shining a light at you, assessing you right now.
[02:19:08.908 --> 02:19:11.010]  Do they know you're, you mean no harm, right?
[02:19:11.030 --> 02:19:13.392]  I hope they don't think you started that fire.
[02:19:14.679 --> 02:19:17.722]  No, I wouldn't stand beside it if I did.
[02:19:17.782 --> 02:19:20.945]  You're just trying to get a little warmth.
[02:19:22.226 --> 02:19:25.389]  Did those vehicles come from the police station or they come from down the street?
[02:19:28.232 --> 02:19:28.492]  Okay.
[02:19:31.856 --> 02:19:33.778]  God, they both got their spotlights on you.
[02:19:34.719 --> 02:19:37.401]  That's okay, they can follow me on Twitter at Rambo Biggs.
[02:19:37.481 --> 02:19:38.022]  There you go.
[02:19:39.406 --> 02:19:40.687]  Maybe that's what they're looking for.
[02:19:40.927 --> 02:19:42.728]  Maybe they're trying to figure out what you're wearing.
[02:19:43.588 --> 02:19:45.349]  Like, why is he running from all this gas?
[02:19:45.389 --> 02:19:46.589]  Are they all wearing gas masks?
[02:19:47.390 --> 02:19:48.130]  Oh yeah, of course.
[02:19:50.631 --> 02:19:54.413]  There are hundreds and hundreds of police officers out here.
[02:19:54.473 --> 02:19:56.754]  Right now Alex would say, go up and talk to the cops.
[02:19:56.774 --> 02:19:57.715]  Engage in them.
[02:19:58.335 --> 02:19:58.955]  Don't do that.
[02:19:58.995 --> 02:20:00.176]  I don't think you should go anywhere near them.
[02:20:00.216 --> 02:20:01.276]  Don't take a step towards them.
[02:20:01.456 --> 02:20:02.477]  They're getting shot again.
[02:20:02.697 --> 02:20:02.937]  Right.
[02:20:09.508 --> 02:20:12.690]  I'm actually anxious to see what Alex is going to think about all this tomorrow.
[02:20:12.710 --> 02:20:14.331]  He'll be back live 11 a.m.
[02:20:14.931 --> 02:20:15.492]  to 2 p.m.
[02:20:15.552 --> 02:20:15.992]  Central.
[02:20:16.913 --> 02:20:20.655]  You're watching, this is the InfoWars Nightly News Extended Edition.
[02:20:20.715 --> 02:20:24.177]  We're two hours and 20 minutes in, have yet to take a break.
[02:20:24.197 --> 02:20:30.381]  We've played a couple special reports, but we're still going live right now, and now the situation has heated up.
[02:20:31.221 --> 02:20:35.684]  Once again, it looks like there's a guy standing out in front of the cop cars.
[02:20:35.804 --> 02:20:36.705]  Do you see that, Joe?
[02:20:38.797 --> 02:20:42.179]  Looks like there's a couple people standing right in front of those tanks.
[02:20:43.819 --> 02:20:45.480]  They're shooting rubber bullets, you can hear them?
[02:20:45.640 --> 02:20:45.980]  Yeah.
[02:20:47.921 --> 02:20:50.022]  You can still see, yeah, from the aerial shot.
[02:20:50.042 --> 02:20:54.244]  Guys, leave this aerial shot on in case they start shooting this guy.
[02:20:56.585 --> 02:21:00.927]  I guess they're cutting cameras on the Fox station so you can only take what they get.
[02:21:00.947 --> 02:21:06.410]  Yeah, there's hundreds and hundreds of officers out here right now.
[02:21:08.095 --> 02:21:08.675]  Roger that!
[02:21:09.936 --> 02:21:10.876]  What are they telling you to do?
[02:21:11.877 --> 02:21:13.298]  Back up or we're gonna get shot.
[02:21:13.398 --> 02:21:13.738]  Yeah.
[02:21:15.919 --> 02:21:27.544]  It looks like a group now has moved in front of... Joe, it looks like about a hundred yards away from the tanks where they're at, there is a group of people kneeling on the ground.
[02:21:27.584 --> 02:21:29.225]  Are you able to make your way towards them?
[02:21:29.245 --> 02:21:31.446]  They're in front of the... We're going right now.
[02:21:31.606 --> 02:21:31.886]  Okay.
[02:21:32.967 --> 02:21:34.908]  That looks like there's gonna be an intense standoff.
[02:21:36.385 --> 02:21:38.247]  Yeah, but these people are going to be shooting back.
[02:21:38.307 --> 02:21:39.788]  I don't want to be in between that stand.
[02:21:39.848 --> 02:21:41.249]  No, I would say off to the side.
[02:21:41.289 --> 02:21:44.451]  You don't want to be, you want to have a car or something in between you.
[02:21:44.491 --> 02:21:45.432]  There they are right now.
[02:21:46.913 --> 02:21:50.156]  People standing in defiance of the police state.
[02:21:51.457 --> 02:21:59.203]  And they look like they are, some of them have little painter masks, but there's a couple of the gas masks.
[02:21:59.243 --> 02:22:03.767]  But these people are definitely, you know, it takes courage to stand up.
[02:22:05.031 --> 02:22:05.952]  To a police state.
[02:22:06.292 --> 02:22:07.813]  And there's many ways to do it.
[02:22:08.053 --> 02:22:10.995]  These guys are definitely asserting themselves.
[02:22:11.035 --> 02:22:12.496]  They don't look violent at this point.
[02:22:12.656 --> 02:22:18.600]  Everybody's in the road, waving the flag, dancing, singing, playing the drums, laughing, taunting.
[02:22:19.681 --> 02:22:21.402]  Telling the police to go back home.
[02:22:21.842 --> 02:22:25.665]  Yeah.
[02:22:25.705 --> 02:22:27.086]  There's a shot of a broken window.
[02:22:30.446 --> 02:22:34.449]  You guys are gonna be in for a long, long night, I have a feeling.
[02:22:35.149 --> 02:22:35.730]  Joe Biggs?
[02:22:36.570 --> 02:22:36.930]  Yeah.
[02:22:39.272 --> 02:22:42.674]  Everyone's screaming, F the police, they are advancing fastly!
[02:22:44.655 --> 02:22:45.656]  The police are advancing?
[02:22:45.676 --> 02:22:49.879]  Both, both, both crowds are advancing right now at each other.
[02:22:52.681 --> 02:22:53.741]  Alright, yeah.
[02:22:56.223 --> 02:22:56.903]  Oh yeah, they are.
[02:22:56.923 --> 02:22:59.225]  Man, this is gonna get ugly.
[02:23:03.507 --> 02:23:05.329]  Literally the whole world is watching now.
[02:23:05.549 --> 02:23:14.436]  Everybody, anybody in the media industry is now... They hit someone's face and went off.
[02:23:14.856 --> 02:23:15.177]  Wow.
[02:23:15.977 --> 02:23:17.859]  Oh, they're throwing the gas back at the police?
[02:23:18.119 --> 02:23:18.399]  Yeah.
[02:23:24.064 --> 02:23:28.467]  This is exactly what happened the last time you guys were there in your first trip.
[02:23:29.088 --> 02:23:31.069]  This is the same thing is now kicked off.
[02:23:31.109 --> 02:23:32.631]  The police showed restraint for about
[02:23:34.673 --> 02:23:40.518]  Let's see, about an hour, about an hour and about ten minutes ago they started throwing gas into the crowd.
[02:23:42.299 --> 02:23:43.200]  Are those rubber bullets?
[02:23:43.760 --> 02:23:47.483]  No, they're shooting tons of gas and flash, flashbangs, oh!
[02:23:47.563 --> 02:23:48.324]  Keep your head down.
[02:23:52.387 --> 02:23:58.672]  Joe, if at any time you feel that it's too dangerous, you know, don't, you do not need, I do not want you getting in harm's way.
[02:23:58.692 --> 02:24:00.334]  Hey, do you know where Jakari is?
[02:24:00.374 --> 02:24:00.994]  Do you see him?
[02:24:01.014 --> 02:24:03.216]  Uh, Jakari!
[02:24:04.252 --> 02:24:05.012]  He's right in front of me.
[02:24:05.152 --> 02:24:05.653]  Okay, good.
[02:24:05.733 --> 02:24:07.033]  You guys try to stay together.
[02:24:07.053 --> 02:24:08.814]  That's the best thing you can do at this point.
[02:24:09.614 --> 02:24:10.094]  Look at that.
[02:24:10.114 --> 02:24:11.515]  That was good!
[02:24:11.595 --> 02:24:13.756]  InfoWars Gas Mask in action, folks.
[02:24:14.276 --> 02:24:20.238]  And that's, once again, thanks to your support, we're able to send our reporters out there and see what's going on.
[02:24:20.278 --> 02:24:21.639]  You can see people scattering now.
[02:24:21.659 --> 02:24:24.880]  We're on a overhead shot from CNN.
[02:24:26.961 --> 02:24:28.481]  There is gas everywhere.
[02:24:29.101 --> 02:24:30.602]  This looks like a Hollywood production.
[02:24:32.287 --> 02:24:36.089]  I don't think this could be scripted any better than- This is brought to you by the Obama- Look at that.
[02:24:36.109 --> 02:24:40.511]  This is some amazing footage.
[02:24:42.412 --> 02:24:45.933]  There's tons of- someone threw a chair or a table it looks like.
[02:24:46.774 --> 02:24:48.234]  The glass is busted out here.
[02:24:48.254 --> 02:24:48.694]  Yeah.
[02:24:50.295 --> 02:24:52.316]  More glass busted out everywhere.
[02:24:52.336 --> 02:24:55.618]  This is the Mexican restaurant.
[02:24:57.218 --> 02:24:58.719]  The Quiznos is busted out.
[02:25:00.251 --> 02:25:04.254]  You know, taking this out on small business owners isn't going to change anything.
[02:25:05.515 --> 02:25:11.679]  You know, I think when they were directing their protest at the police station, that's where, you know, that's where the issue is.
[02:25:11.739 --> 02:25:13.100]  It's not with small business owners.
[02:25:13.840 --> 02:25:17.903]  Quiznos isn't necessarily a small business, but it could be franchised out with a Mexican restaurant.
[02:25:18.924 --> 02:25:20.805]  Nine times out of ten, those are small businesses.
[02:25:24.788 --> 02:25:25.728]  People are shooting now.
[02:25:25.828 --> 02:25:26.629]  I heard gunshots.
[02:25:28.922 --> 02:25:30.706]  Is it handguns or do you hear rifles?
[02:25:30.806 --> 02:25:31.949]  Sounded like a handgun.
[02:25:32.149 --> 02:25:32.370]  Yeah.
[02:25:32.731 --> 02:25:33.312]  Sicari!
[02:25:37.722 --> 02:25:38.344]  Sicari good?
[02:25:40.029 --> 02:25:44.590]  Once again, our guys are being protected by infidel body armor while being out there.
[02:25:44.630 --> 02:25:48.211]  This is a very intense situation right now.
[02:25:48.291 --> 02:25:50.532]  The cops have definitely deployed their forces.
[02:25:50.572 --> 02:25:53.113]  They're trying to push the protesters back.
[02:25:53.133 --> 02:25:58.054]  But, Joe, there's no dead end to this road, right?
[02:25:58.214 --> 02:25:59.294]  It goes on for miles.
[02:25:59.674 --> 02:26:01.155]  So this could go on for all night.
[02:26:01.835 --> 02:26:09.037]  Yeah, this could go on for quite some time.
[02:26:10.646 --> 02:26:12.447]  Control room, how are you guys feeling in there?
[02:26:12.768 --> 02:26:14.569]  Y'all ready to go to at least 10 o'clock, right?
[02:26:14.589 --> 02:26:19.673]  Yeah, we all feel excellent.
[02:26:19.693 --> 02:26:22.675]  Yeah, we're here as long as they're there.
[02:26:22.695 --> 02:26:27.299]  There's a medic walking down the sidewalk asking if we're okay.
[02:26:34.725 --> 02:26:38.668]  We're behind the police officers now, walking down South Florissant.
[02:26:38.808 --> 02:26:40.429]  I want to check my favorite Italian restaurant.
[02:26:41.022 --> 02:26:44.203]  Make sure that hasn't been damaged because they have awesome food, they have awesome stuff.
[02:26:48.264 --> 02:26:51.445]  It looks like that's okay.
[02:26:51.485 --> 02:26:52.925]  So you're behind the police line now?
[02:26:52.945 --> 02:26:54.246]  They let you behind the police line?
[02:26:54.266 --> 02:26:57.267]  Yeah, we're behind it now.
[02:27:01.288 --> 02:27:03.388]  We're walking up on the right side of the road.
[02:27:03.408 --> 02:27:07.589]  Go Big, Dakar Jackson.
[02:27:11.465 --> 02:27:14.167]  We're doing the stuff that a lot of reporters are too scared to do.
[02:27:16.448 --> 02:27:23.273]  Yeah, it does take courage to go out there and, you know, you haven't seen any action like this in these past ten days.
[02:27:23.293 --> 02:27:29.036]  You've seen a little bit, the cops were arresting some people, but now they've finally started deploying tear gas.
[02:27:30.757 --> 02:27:32.919]  You saw someone get hit in the face by a gas canister?
[02:27:33.139 --> 02:27:33.659]  Is that correct?
[02:27:34.160 --> 02:27:37.161]  Yeah, so I saw it go right at their face, they ran off and screamed.
[02:27:37.902 --> 02:27:39.363]  It didn't look like that felt too good.
[02:27:40.083 --> 02:27:40.964]  I'm sure it doesn't.
[02:27:43.387 --> 02:27:45.087]  What are they saying over the speakers right now?
[02:27:45.107 --> 02:27:49.148]  It's pointed towards the front, there's cops running over here now.
[02:27:49.168 --> 02:27:55.529]  So you're back over by the police station in the barricade from earlier today?
[02:27:56.210 --> 02:27:56.470]  Yes.
[02:27:58.010 --> 02:28:01.191]  I'm walking along the side of the advancement of the police officers.
[02:28:03.291 --> 02:28:06.212]  And at this point they don't seem to be targeting journalists, is that correct?
[02:28:06.632 --> 02:28:07.672]  Uh, it's still early.
[02:28:18.314 --> 02:28:19.535]  Is there still gas in the air?
[02:28:22.077 --> 02:28:25.519]  It's not a heavy smell right now.
[02:28:26.580 --> 02:28:29.182]  I don't feel my ears burning so I think it's starting to go away.
[02:28:45.384 --> 02:28:45.625]  Wow.
[02:28:47.446 --> 02:28:49.247]  Joey, is that just on YouTube?
[02:28:52.810 --> 02:28:54.211]  Yes, that's just on YouTube.
[02:28:54.291 --> 02:28:57.494]  All right, so we got over 10,000 people watching this just on YouTube.
[02:28:58.415 --> 02:29:00.336]  Our Ustreams seem to be down at the moment.
[02:29:00.536 --> 02:29:02.318]  And how many are watching?
[02:29:02.338 --> 02:29:04.299]  Do we know how many are watching on Ford's last show?
[02:29:04.319 --> 02:29:08.523]  Is that something, our audio guy?
[02:29:08.543 --> 02:29:09.864]  We're tabulating that right now.
[02:29:10.044 --> 02:29:10.905]  Okay, our CJ.
[02:29:17.856 --> 02:29:24.380]  Certainly a tense situation, and uh... Joe, are you guys regrouping, or what are you doing right now?
[02:29:25.461 --> 02:29:26.162]  You guys don't see us?
[02:29:27.142 --> 02:29:27.983]  I can see you, yeah.
[02:29:28.343 --> 02:29:31.065]  I mean, are you walking away from the action, or are you walking towards the action?
[02:29:31.105 --> 02:29:33.667]  Uh, what do you think I need to do?
[02:29:36.669 --> 02:29:38.090]  I'm now going in front of the police.
[02:29:38.850 --> 02:29:39.590]  I wouldn't do that.
[02:29:39.611 --> 02:29:41.592]  Yeah, I know, that's why I'm here.
[02:29:46.940 --> 02:29:54.105]  I've got three kids at home and there's no way I want to be a victim of the New World Order and their police state.
[02:29:54.125 --> 02:29:58.728]  Because this is what they think they need, their object.
[02:29:58.768 --> 02:30:01.210]  This is your pressure from above and pressure from below.
[02:30:02.352 --> 02:30:07.433]  You get people incited into something, and then you've got the giant... Imagine what democracy is like in the future?
[02:30:07.453 --> 02:30:08.693]  Imagine a boot on your head.
[02:30:08.954 --> 02:30:11.214]  Yeah, this is what it's going to be.
[02:30:11.394 --> 02:30:16.175]  We're only going to see more events like this play out as people start getting fed up.
[02:30:16.755 --> 02:30:19.956]  And I guess this is part of a fallout of social media.
[02:30:19.996 --> 02:30:22.057]  Social media is able to spread this stuff a lot quicker.
[02:30:22.457 --> 02:30:24.037]  People are able to communicate a lot better.
[02:30:24.057 --> 02:30:27.138]  There's a shot of Rambo Biggs with his gas mask on.
[02:30:28.378 --> 02:30:28.998]  Since April!
[02:30:29.339 --> 02:30:30.659]  Oh yeah!
[02:30:50.526 --> 02:30:51.587]  Yeah, that sucks, doesn't it?
[02:30:51.867 --> 02:31:00.413]  Yeah, this is the freedoms that you were fighting for in Afghanistan and Iraq that, you know, George Bush tried to eloquently put it.
[02:31:01.514 --> 02:31:05.236]  And, well, we're deep in the midst of it now.
[02:31:05.877 --> 02:31:07.898]  Joe, what do you think?
[02:31:07.918 --> 02:31:09.639]  You think we should go to a break for a little bit?
[02:31:09.679 --> 02:31:11.581]  You could regroup, catch your breath, get some water?
[02:31:11.601 --> 02:31:14.343]  Yeah, that sounds pretty good.
[02:31:14.583 --> 02:31:15.544]  And we'll check in with you?
[02:31:16.524 --> 02:31:17.365]  Is your car still with you?
[02:31:19.015 --> 02:31:20.136]  Uh, he's right in front of me.
[02:31:20.396 --> 02:31:20.936]  Okay, good.
[02:31:21.476 --> 02:31:23.217]  All right, will you guys take a quick break?
[02:31:23.237 --> 02:31:28.298]  We're going to go to a report from Leanne McAdoo and then go to a quick break from what's going on.
[02:31:29.099 --> 02:31:34.961]  Obviously, if anything happens, we'll cut in and start showing you the footage, but I'm your host, Rob Dew.
[02:31:35.001 --> 02:31:39.983]  We're now over two hours and 32 minutes into our live broadcast.
[02:31:40.023 --> 02:31:42.463]  I've been sitting here in the Central Tenexas Command Center.
[02:31:42.483 --> 02:31:43.684]  If you guys get the wide shot,
[02:31:44.524 --> 02:31:46.465]  And it is only me in here.
[02:31:46.505 --> 02:31:47.586]  There's no teleprompter.
[02:31:47.606 --> 02:31:51.507]  There are three TVs in front of me, but they just show feeds.
[02:31:52.368 --> 02:31:55.749]  We've got the big feed on the wall here from Biggs' camera.
[02:31:55.849 --> 02:31:58.190]  As you can see, the cops are still in their full riot gear.
[02:31:59.491 --> 02:32:21.303]  We've seen some people it looks like now people have their gas masks off but we're gonna go to a quick break and we will be back and we're gonna go to at least 10 o'clock maybe even longer we'll see how the situation plays out but you're watching this and it's from it's your support that helped put this all together being the prison planet dot TV members going to the stores and I want to remind you right now
[02:32:22.478 --> 02:32:25.560]  If you're watching this, go to InfoWars.com and sign up for our newsletter.
[02:32:25.580 --> 02:32:32.683]  We're going to have three specials coming out Wednesday, Thursday, and Friday of this week, which are going to have some amazing deals.
[02:32:32.703 --> 02:32:34.364]  Stuff we've never put out.
[02:32:35.065 --> 02:32:39.287]  Some amazing deals with health products, some preparedness products, some informational products.
[02:32:39.767 --> 02:32:42.268]  Stuff you've already seen, but never at these prices.
[02:32:42.328 --> 02:32:46.731]  So you need to go sign up for the InfoWars Insider, and we will put out the days.
[02:32:46.751 --> 02:32:47.591]  You'll get a 24-hour advance notice.
[02:32:49.452 --> 02:32:55.278]  So you can get in, you know, right now we have the silver bullet, which is running low on stock.
[02:32:55.338 --> 02:33:05.948]  Once again, we got a bunch in, but as people want to get prepared and get prepared for themselves and not wait for the government to take care of them, you see these items like this, we just can't get them in the door fast enough.
[02:33:06.289 --> 02:33:08.691]  So we're going to go to this report from Leanne McAdoo.
[02:33:08.731 --> 02:33:11.374]  We were talking about it earlier, and then we jump back into
[02:33:11.934 --> 02:33:15.216]  To Rambo Biggs getting fired upon with tear gas.
[02:33:15.256 --> 02:33:19.760]  We saw that standoff between the protesters and police and the tanks.
[02:33:19.780 --> 02:33:20.740]  We thank you for joining us.
[02:33:20.800 --> 02:33:23.022]  I'm your host Rob Dew and we'll be right back after this break.
[02:33:30.842 --> 02:33:36.650]  In the past decade, we have witnessed unparalleled scientific discoveries in the area of health.
[02:33:37.110 --> 02:33:46.803]  But no one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[02:33:47.143 --> 02:33:50.906]  DNA Force is one of the most expensive formulas to produce.
[02:33:51.446 --> 02:33:56.129]  Some of the ingredients in DNA Force are $12,000 a kilogram.
[02:33:56.490 --> 02:34:02.714]  We are using the coveted, patented, only American source of PQQ, CoQ10, and more.
[02:34:03.054 --> 02:34:05.276]  You want the best that's out there at the lowest price anywhere?
[02:34:05.976 --> 02:34:08.417]  Well, we're bringing you a total win-win.
[02:34:08.818 --> 02:34:14.401]  The ultimate value, cutting-edge, trailblazing game-changer that also supports the InfoWar.
[02:34:14.761 --> 02:34:21.425]  We have produced a limited run of DNA Force, and it will take up to 12 weeks to produce more once we sell out.
[02:34:21.765 --> 02:34:26.547]  Secure your DNA Force today at InfoWarsLife.com or call toll-free 888-253-3139.
[02:34:26.567 --> 02:34:27.988]  DNA Force from InfoWarsLife.
[02:34:48.058 --> 02:34:52.677]  Self-proclaimed hood billionaire Rick Ross dropped his seventh studio album today.
[02:35:00.476 --> 02:35:13.223]  Now the Rick Ross of 2014 is a little bit more known for his recent weight loss and fondness for pears, yet he still feels that he's got to keep up this image of being the friendly neighborhood drug dealer.
[02:35:13.844 --> 02:35:14.664]  Why is this?
[02:35:14.964 --> 02:35:20.787]  Does he really think that his fans won't appreciate an album about the miracles of a good juice cleanse?
[02:35:21.248 --> 02:35:23.269]  I eat pears now and shit like that.
[02:35:24.502 --> 02:35:25.863]  Shout out to all the parents.
[02:35:26.143 --> 02:35:26.823]  Of course not.
[02:35:27.163 --> 02:35:29.284]  And that is the hip-hop psy-op.
[02:35:29.684 --> 02:35:37.048]  How else will the establishment prime the youth for a life that leads to prison without selling them on the gangster lifestyle?
[02:35:37.588 --> 02:35:41.470]  The rapper Rick Ross is nothing but a soldier for the New World Order.
[02:35:41.790 --> 02:35:47.093]  He is priming the youth for a life in prison and he's laughing all the way to the bank.
[02:35:47.513 --> 02:35:52.035]  Here is what the real Rick Ross has to say to this name-jacking rapper.
[02:35:52.685 --> 02:35:59.872]  To William Roberts, aka Rick Ross, who's using my name, I'm inviting you in to come with me.
[02:36:00.632 --> 02:36:01.673]  Let's fight this culture.
[02:36:02.374 --> 02:36:05.997]  Let's fight this penitentiary culture that hip-hop's been spreading.
[02:36:06.838 --> 02:36:07.619]  Let's make a difference.
[02:36:08.640 --> 02:36:15.326]  But so many of our friends who look up to you and look up to me are out on the streets thinking
[02:36:16.201 --> 02:36:19.905]  That they can go out and sell drugs and parlay that into a record career.
