[00:00:18.888 --> 00:00:21.751]  Welcome to this live edition of the InfoWars Nightly News.
[00:48:11.556 --> 00:48:14.120]  And now our peaceful protest is gone.
[00:48:15.367 --> 00:48:17.849]  And as I said last night, they told people to go home.
[00:48:18.149 --> 00:48:19.670]  In my mind, that's instituting a curfew.
[00:48:19.870 --> 00:48:20.410]  That's what it is.
[00:48:20.871 --> 00:48:23.132]  Oh yeah, the chief of police said, there is no curfew tonight.
[00:48:23.412 --> 00:48:26.915]  And then we heard him say, return to your homes or you will be subject to arrest.
[00:48:26.935 --> 00:48:27.395]  Multiple times.
[00:48:27.415 --> 00:48:29.557]  So those are pretty contradictory statements.
[00:48:29.677 --> 00:48:29.977]  Right.
[00:48:30.037 --> 00:48:31.658]  And he's not saying it like a suggestion.
[00:48:31.718 --> 00:48:32.278]  Right.
[00:48:32.479 --> 00:48:33.099]  It's forceful.
[00:48:33.139 --> 00:48:33.599]  Yeah.
[00:48:33.619 --> 00:48:33.819]  Okay.
[00:48:33.939 --> 00:48:35.781]  Alright, so I'm glad I'm not the only one.
[00:48:35.801 --> 00:48:37.062]  This is our third warning though, right?
[00:48:38.823 --> 00:48:39.343]  Yes, we are!
[00:48:39.363 --> 00:48:40.464]  My hands are up, officer!
[00:48:40.484 --> 00:48:43.647]  We are peaceably assembling!
[00:48:44.127 --> 00:48:47.389]  Failure to do so will subject you to arrest.
[00:48:48.390 --> 00:48:50.471]  Leave the area immediately.
[00:48:50.892 --> 00:48:53.514]  Okay, we look pretty peaceful, me and my boy here.
[00:48:53.534 --> 00:48:54.314]  We got our arms up.
[00:48:54.695 --> 00:48:55.515]  Hands up, don't shoot.
[00:48:56.056 --> 00:48:56.796]  Hands up, don't shoot.
[00:48:56.916 --> 00:48:57.537]  I got mine up here.
[00:48:57.557 --> 00:48:58.437]  Yes, we are!
[00:48:58.457 --> 00:48:59.438]  Return to your vehicles.
[00:48:59.798 --> 00:49:00.719]  Return to your homes.
[00:49:05.829 --> 00:49:06.550]  Oh my gosh.
[00:49:06.930 --> 00:49:07.951]  So this is how it happens.
[00:49:08.351 --> 00:49:11.613]  This is exactly how it happens in the United States of America.
[00:49:11.633 --> 00:49:18.578]  I mean, you know, when, when an officer killed somebody, you know, that, you know, that's okay.
[00:49:18.618 --> 00:49:19.159]  It's not a big deal.
[00:49:19.379 --> 00:49:22.621]  Oh, somebody, oh man, somebody's throwing a freaking cocktail over there.
[00:49:22.661 --> 00:49:23.222]  Golly.
[00:49:23.502 --> 00:49:24.483]  Bro, come on.
[00:49:24.583 --> 00:49:25.123]  Don't do that.
[00:49:26.644 --> 00:49:27.685]  Golly, man.
[00:49:27.705 --> 00:49:29.066]  All right.
[00:49:29.146 --> 00:49:33.869]  So some guy just threw a, you know, one of those flaming cocktails, Molotov, and, uh,
[00:49:35.885 --> 00:49:37.267]  Yeah, okay, so we got two people.
[00:49:37.567 --> 00:49:39.169]  Two people out of hundreds.
[00:49:40.650 --> 00:49:43.613]  And they could have caught that guy if they weren't so scared to step away from their line.
[00:49:43.633 --> 00:49:45.936]  Did you see safety in the monster reacts?
[00:49:46.677 --> 00:49:48.739]  I saw somebody throw a glass bottle.
[00:49:49.239 --> 00:49:53.244]  I'm not sure if that's what the original deal was, but I saw a glass bottle fly off my head and land on the ground.
[00:49:54.344 --> 00:49:55.765]  And I don't even think it got close.
[00:49:55.825 --> 00:49:57.266]  It was within the 25 feet.
[00:49:57.286 --> 00:49:58.607]  It didn't even get closer than that.
[00:49:59.127 --> 00:50:00.308]  But yeah, that's the deal.
[00:50:00.848 --> 00:50:03.110]  And some guys back there running off to throw him in a cocktail.
[00:50:03.470 --> 00:50:05.251]  Like I said, if they wanted to, they got the numbers.
[00:50:05.271 --> 00:50:06.412]  They could have easily caught the guy.
[00:50:06.692 --> 00:50:07.613]  But that's not a priority.
[00:50:08.173 --> 00:50:09.274]  That's not a priority.
[00:50:09.634 --> 00:50:13.937]  Just, you know, crushing the free spirit out here.
[00:50:15.339 --> 00:50:16.639]  Boys, I would not recommend that.
[00:50:17.319 --> 00:50:19.440]  So these guys are inching up here.
[00:50:19.460 --> 00:50:21.901]  I'm not sure what these guys are up to.
[00:50:23.561 --> 00:50:25.401]  He's looking for something.
[00:50:25.601 --> 00:50:27.662]  He maybe dropped a phone or something, this guy over here.
[00:50:27.682 --> 00:50:28.222]  I don't know.
[00:50:39.316 --> 00:50:40.777]  Yeah, somebody threw a glass bottle.
[00:50:41.077 --> 00:50:45.402]  I don't know if that was the initial thing thrown, because I was like looking at my phone, and then everybody started running.
[00:50:45.422 --> 00:50:46.302]  I was like, where is everybody running?
[00:50:46.322 --> 00:50:47.924]  Then I saw the glass bottle come and crack.
[00:50:48.344 --> 00:50:50.487]  That's when they popped the smoke that I saw.
[00:50:50.847 --> 00:50:51.528]  And I was on the front line.
[00:50:51.588 --> 00:50:53.369]  I was like on the front line with this dude up here.
[00:50:53.710 --> 00:50:55.892]  So yeah, that's how it went down.
[00:50:59.602 --> 00:51:04.585]  So we had one guy throw a bottle, at least one guy, and then some other guy over here in the bushes or whatever threw a molotov.
[00:51:05.305 --> 00:51:06.586]  It didn't get anywhere close to him.
[00:51:07.146 --> 00:51:09.087]  I mean, he was running right through this field over here.
[00:51:09.107 --> 00:51:10.568]  Somebody threw a molotov.
[00:51:10.588 --> 00:51:11.568]  Where's the fire?
[00:51:11.908 --> 00:51:12.649]  There is no fire.
[00:51:13.009 --> 00:51:16.571]  It hit the ground, I guess it hit the gravel over there, and it went out.
[00:51:17.251 --> 00:51:18.251]  And like I said, they got the numbers.
[00:51:18.271 --> 00:51:22.334]  They could have easily caught the guy if they weren't scared to step out of their alignment.
[00:51:22.554 --> 00:51:23.614]  But that's not an issue for them.
[00:51:24.935 --> 00:51:26.656]  Alright, so more reports, info at wars.com.
[00:51:28.416 --> 00:51:35.040]  Alex Jones here to break down some exciting developments in the area of research concerning supplemental iodine.
[00:51:35.701 --> 00:51:37.862]  It's nothing less than phenomenal.
[00:51:38.422 --> 00:51:44.706]  I began to get into iodine a few years ago because it was helping me and my family so much get healthy and detoxify.
[00:51:44.966 --> 00:51:48.949]  And I used some of the mainline iodine supplements and they upset my stomach and I had some issues with it.
[00:51:49.429 --> 00:51:59.713]  Until I discovered a product being developed by Dr. Group, who I was already interviewing as an expert on my radio show, and I began taking the product before he actually rolled it out.
[00:52:00.173 --> 00:52:05.475]  You now know it as survival shield, true nascent iodine that your body can really absorb.
[00:52:06.215 --> 00:52:14.018]  Then, about a year ago, he said, listen, if you think this is powerful, I'm going to come out with rare earth, deep earth crystals.
[00:52:15.069 --> 00:52:15.689]  That's right.
[00:52:34.458 --> 00:52:56.803]  Pure iodine and the results that I personally have had have been life-changing I was over 270 pounds and with the iodine exercise and Better diet I have lost now more than 50 pounds total and I'm in continuing to lose the way I have more energy my libido all this crap came out of my skin and
[00:52:57.283 --> 00:52:58.764]  I believe our research is conclusive.
[00:52:58.784 --> 00:53:00.144]  This is the best iodine out there.
[00:53:00.424 --> 00:53:01.565]  And I know this for a fact.
[00:53:02.105 --> 00:53:06.866]  Nobody else has got iodine based on these pure crystals, ladies and gentlemen.
[00:53:07.206 --> 00:53:08.067]  This is innovating.
[00:53:08.487 --> 00:53:09.487]  This is trailblazing.
[00:53:09.927 --> 00:53:17.230]  And the best part is, it helps fund InfoWars.com, the radio show, the TV show, the whole media operation, promoting true libertarian ideas.
[00:53:17.450 --> 00:53:21.551]  For a limited time, experience the ancient power of Survival Shield X2.
[00:53:21.731 --> 00:53:23.552]  Take advantage of this unprecedented
[00:53:23.854 --> 00:53:26.932]  30% Off Super Detox Special at Infowarslife.com
[00:53:30.316 --> 00:53:33.217]  This is Alex Jones for InfoWarsLife.com.
[00:53:33.377 --> 00:53:35.338]  The latest in preparedness is now here.
[00:53:35.538 --> 00:53:41.521]  An electrically stabilized colloidal silver solution that can be added to both your home cabinet and preparedness pack alike.
[00:53:41.701 --> 00:53:46.704]  Concentrated to 30 parts per million in what has been dubbed the survival silver solution.
[00:53:46.784 --> 00:53:51.486]  The new InfoWars Life Silver Bullet Colloidal Silver is the answer for you and your family.
[00:53:51.666 --> 00:53:56.188]  And it's entirely free of toxic artificial additives that are loaded into many products.
[00:53:56.488 --> 00:54:04.873]  The InfoWars Life Silver Bullet Silver is so powerful that it is concentrated into a 2-ounce bottle and is not recommended for extended continual use.
[00:54:05.074 --> 00:54:07.035]  This is not a low-grade formula.
[00:54:07.235 --> 00:54:18.342]  We are working with one of the top laboratory manufacturers in the United States to bring you the best form of colloidal silver using electrical processes within a base of deionized water.
[00:54:18.422 --> 00:54:25.827]  For your preparedness storage or your home kitchen, purchase your bottle of InfoWarsLife.com Silver Bullet Colloidal Silver today.
[00:54:26.067 --> 00:54:29.169]  And find other amazing supplements at InfoWarsLife.com.
[00:54:44.020 --> 00:54:51.746]  It is only fitting that a free scream should sound the alarm against those who would destroy freedom.
[00:54:52.267 --> 00:54:59.973]  For in its power to deceive and inflame, or enlighten and inspire, the motion picture has no equal.
[00:55:08.510 --> 00:55:11.593]  Welcome back to this live special edition of the Nightly News.
[00:55:11.653 --> 00:55:28.207]  I'm David Knight here with Leanne McAdoo and what you were just watching before the Big Brother episode there, actually I guess we could say that that's part of it, but what you were watching just before that was a collection of clips of events that happened yesterday and last night because of course everything
[00:55:28.848 --> 00:55:30.289]  Spun out of control last night.
[00:55:30.369 --> 00:55:37.213]  The police in Ferguson, Missouri came after journalists, shooting them with tear gas, shooting rubber bullets at them.
[00:55:37.273 --> 00:55:39.875]  One of our reporters, Joe Biggs, was shot with a rubber bullet.
[00:55:40.115 --> 00:55:41.055]  It left a lot of damage.
[00:55:41.095 --> 00:55:46.038]  Actually, he showed pictures of signs that had been shot and holes in these signs.
[00:55:46.118 --> 00:55:48.680]  Those things are not really non-lethal.
[00:55:48.720 --> 00:55:51.422]  People have died from being hit by rubber bullets.
[00:55:52.122 --> 00:55:53.163]  We shouldn't take that lightly.
[00:55:53.203 --> 00:56:03.291]  We saw pictures of police who were pointing weapons at people in the crowd and, of course, the dogs that this former police chief from Seattle had talked about.
[00:56:03.311 --> 00:56:12.259]  He said dogs have no place in a situation where there is a peaceful assembly or it's a civil rights demonstration or whatever.
[00:56:12.299 --> 00:56:19.185]  Going back, say, we should have learned that lesson back in the 60s when we mistakenly turned the dogs on civil rights protesters.
[00:56:19.625 --> 00:56:21.786]  We've got Jakari Jackson is going to be joining us.
[00:56:21.886 --> 00:56:23.327]  I think, do we have him ready right now, guys?
[00:56:24.228 --> 00:56:24.508]  Okay.
[00:56:24.808 --> 00:56:25.789]  Let's go to Jakari.
[00:56:25.829 --> 00:56:41.097]  I want to get an update as to what's going on there and find out how things have changed because we've heard that there's been some changes, not only in the fact that the police have been relieved of direct duty, essentially, putting the highway patrol, the governor's put the highway patrol in charge of that.
[00:56:41.137 --> 00:56:45.700]  We've also heard reports that perhaps the FBI may be put in charge of the investigation.
[00:56:45.760 --> 00:56:47.121]  Jakari, what's going on there now?
[00:56:48.291 --> 00:56:52.573]  Well, this is Jakari Jackson for InfoWars.com reporting from Ferguson, Missouri.
[00:56:52.593 --> 00:56:57.355]  Let's take a quick look, because this has been going on for the past couple of hours.
[00:56:57.756 --> 00:57:01.077]  This is a conservative 2,000 people you can't really see.
[00:57:01.097 --> 00:57:02.478]  Hey, look, let's see.
[00:57:02.498 --> 00:57:04.219]  Do you have something you want to say, miss?
[00:57:04.799 --> 00:57:05.540]  Yes, I do.
[00:57:06.060 --> 00:57:08.421]  I think we all should come together regardless of our color.
[00:57:08.922 --> 00:57:12.763]  This is not just about Mike Brown, it's about other people across the nation getting murdered.
[00:57:12.923 --> 00:57:19.886]  I just watched a man get choked out over an altercation that was very disturbing to see, but our police should protect and serve, not murder and disturb.
[00:57:20.206 --> 00:57:25.028]  They're here to protect us and they never do, seldom do, and I don't meet really nice cops in St.
[00:57:25.068 --> 00:57:30.210]  Louis, but I've been harassed before and almost slammed on the ground by a man for no reason.
[00:57:30.230 --> 00:57:32.731]  They had no description of the person.
[00:57:32.751 --> 00:57:36.712]  They said it was me, that's her, that's her, finna take me to jail, and I think we should all just
[00:57:37.170 --> 00:57:37.831]  Watch out for each other.
[00:57:37.871 --> 00:57:39.232]  We should watch out for each other.
[00:57:39.252 --> 00:57:40.774]  Now, I don't know, were you here last night?
[00:57:40.854 --> 00:57:41.735]  No, I wasn't.
[00:57:41.755 --> 00:57:44.417]  Okay, now, I would say that, you were here?
[00:57:44.437 --> 00:57:45.198]  Come here, come here.
[00:57:45.218 --> 00:57:46.099]  Come here, come here.
[00:57:46.159 --> 00:57:46.660]  Come on, come on.
[00:57:46.800 --> 00:57:47.781]  Everybody, let's get it.
[00:57:48.021 --> 00:57:50.103]  Okay, so what do you think about the police response?
[00:57:50.643 --> 00:57:53.066]  Yeah, what do you think about the police response last night compared to today?
[00:57:53.655 --> 00:57:56.377]  It was absolutely ridiculous.
[00:57:56.477 --> 00:57:57.518]  Today is different.
[00:57:57.558 --> 00:57:58.960]  They're mixed in with the crowd.
[00:57:59.440 --> 00:58:01.422]  Um, last night they were in tactical.
[00:58:01.522 --> 00:58:04.164]  I mean, they even had on these masks, these black masks.
[00:58:04.184 --> 00:58:12.151]  Some of them were in plain clothes and they would jump into the crowd and they would not identify themselves.
[00:58:12.551 --> 00:58:14.693]  Then they would go back up behind the regular cops.
[00:58:14.773 --> 00:58:18.536]  And I got pictures and raw footage to prove that the people,
[00:58:20.738 --> 00:58:22.219]  We're having a peaceful protest.
[00:58:22.239 --> 00:58:23.839]  The young people were not out here clowning.
[00:58:24.240 --> 00:58:26.440]  I came out here purposely at night.
[00:58:26.480 --> 00:58:31.943]  What happened with that lie that they told, saying that people were throwing bottles and rocks and all that?
[00:58:32.583 --> 00:58:33.644]  Here's the people.
[00:58:33.884 --> 00:58:34.724]  Here's the police.
[00:58:35.024 --> 00:58:36.025]  The media's right here.
[00:58:36.325 --> 00:58:36.945]  That's this room.
[00:58:37.025 --> 00:58:37.845]  Everybody can see.
[00:58:38.466 --> 00:58:40.266]  Where are the bottles and the rocks?
[00:58:40.346 --> 00:58:41.187]  Where did that happen at?
[00:58:41.207 --> 00:58:42.787]  Now, one person did throw a bottle.
[00:58:42.867 --> 00:58:48.990]  It went over my head and busted right in front of me when I was sitting there in front of the tactical vehicle on the left.
[00:58:49.434 --> 00:58:56.518]  But I will tell you, I will tell you though, the one bottle, they had 70 plus guys in heavy armor.
[00:58:56.538 --> 00:58:59.859]  They could have caught that one guy if they wanted to.
[00:58:59.999 --> 00:59:07.743]  It's a big change from every night, from tonight, because every night since Sunday, man, the police, it was a heavy presence, you know?
[00:59:07.863 --> 00:59:12.386]  And tonight, the cops is non-existent and there's still no violence.
[00:59:12.466 --> 00:59:15.067]  That's all we wanted, man, just to hear our voice.
[00:59:15.127 --> 00:59:16.068]  We didn't need all that.
[00:59:16.108 --> 00:59:17.088]  I mean, but they scattered.
[00:59:17.108 --> 00:59:18.229]  But when we was out here before,
[00:59:18.789 --> 00:59:21.450]  They snipers, they got the beams on us and everything.
[00:59:21.910 --> 00:59:23.930]  You know what I'm saying?
[00:59:23.950 --> 00:59:25.971]  And it makes big tension, you know what I'm saying?
[00:59:25.991 --> 00:59:27.551]  So you can't tell us to go nowhere.
[00:59:27.591 --> 00:59:41.995]  When you're laughing at you, when you're talking about Mike and how he was executed or murdered or however people want to look at it, and we're talking about it and people are on the loudspeaker expressing themselves, and you're sitting there hitting your baton and laughing at them and taunting them.
[00:59:42.055 --> 00:59:46.536]  We saw Joe Berrics tell them the story about the guy who was laughing and giggling.
[00:59:47.056 --> 01:00:11.094]  On the far left side where the riot vehicle was and the cop had the baton and he kept doing this and he had this sick like smile on his face and he just kept looking and people were walking up and say hey you need to act professional you're here to do a job to protect and serve not intimidate people stop pointing guns at people and stop the intimidation let me ask you let me ask you this I'll let you talk in one second let me ask you guys this what do you think about the response from the black leaders what do you think about President Obama's response to this?
[01:00:11.434 --> 01:00:12.574]  Excellent, excellent.
[01:00:13.095 --> 01:00:16.536]  I like the fact that he did something behind the scenes before he even spoke.
[01:00:16.716 --> 01:00:17.596]  What did he do behind the scenes?
[01:00:17.896 --> 01:00:19.217]  Well, he got the U.S.
[01:00:19.257 --> 01:00:21.017]  Department of Justice involved, U.S.
[01:00:21.057 --> 01:00:21.858]  District Attorney.
[01:00:22.198 --> 01:00:23.938]  He did all that before he even spoke.
[01:00:24.399 --> 01:00:26.919]  Al Sharpton, I got an issue with.
[01:00:26.959 --> 01:00:29.260]  What do you got an issue with Al Sharpton?
[01:00:29.280 --> 01:00:34.322]  Al Sharpton came in town, got in front of the cameras, picked up a microphone,
[01:00:34.881 --> 01:00:40.527]  Say his thing in front of the cameras, then left us, went to the Wiz Khalifa, Young Jeezy concert.
[01:00:40.787 --> 01:00:41.608]  Took pictures.
[01:00:41.628 --> 01:00:42.169]  Is that true?
[01:00:42.429 --> 01:00:44.952]  Yeah, took pictures with him and Amber Rose, man.
[01:00:44.992 --> 01:00:46.493]  You tell me how y'all was hanging out with Young Jeezy.
[01:00:46.513 --> 01:00:48.415]  I saw it on Instagram.
[01:00:48.635 --> 01:00:51.278]  He did not meet with none of the protesters.
[01:00:51.338 --> 01:00:51.679]  I mean...
[01:00:52.424 --> 01:00:54.265]  It took a while for them to come in, though.
[01:00:54.425 --> 01:00:54.925]  You know what I'm saying?
[01:00:54.945 --> 01:00:56.045]  We've been out here every night.
[01:00:56.365 --> 01:00:58.266]  But that's what all this is for, man.
[01:00:58.326 --> 01:00:59.966]  It took a while for them to get out here.
[01:00:59.986 --> 01:01:01.027]  We've been out here every night.
[01:01:01.127 --> 01:01:02.507]  Obama, what took you so long?
[01:01:02.867 --> 01:01:04.248]  This is a crisis out here, man.
[01:01:04.508 --> 01:01:05.088]  This is a crisis.
[01:01:05.148 --> 01:01:06.408]  And about Al Sharpton.
[01:01:06.748 --> 01:01:07.329]  Come on, man.
[01:01:07.349 --> 01:01:10.349]  Can we trust a government informant?
[01:01:10.389 --> 01:01:11.510]  Can we trust that?
[01:01:11.530 --> 01:01:12.070]  Thank you, sir.
[01:01:12.338 --> 01:01:15.562]  Well, I like to say that I believe the President did the right thing.
[01:01:15.902 --> 01:01:18.825]  I'm not going to criticize him for nothing, for what he did.
[01:01:19.146 --> 01:01:19.826]  I got his back 100%.
[01:01:20.127 --> 01:01:22.169]  He got the police.
[01:01:22.369 --> 01:01:24.652]  Do you see snipers out here anymore?
[01:01:24.692 --> 01:01:25.052]  Not today.
[01:01:25.092 --> 01:01:26.274]  Do you see any tanks out here?
[01:01:26.414 --> 01:01:26.714]  Not today.
[01:01:26.734 --> 01:01:28.116]  How we been here with each other, guys?
[01:01:28.536 --> 01:01:34.880]  Because the boss man spoke, and he said what he said, and he already got people down here.
[01:01:35.180 --> 01:01:37.962]  He said they're supposed to get back with him in a couple of days.
[01:01:38.162 --> 01:01:43.985]  And he also said he wants them to release the name of that police officer that killed Michael Brown.
[01:01:44.165 --> 01:01:44.706]  I agree with that.
[01:01:44.786 --> 01:01:45.226]  I agree.
[01:01:45.246 --> 01:01:47.027]  The police are much better behaved today.
[01:01:47.047 --> 01:01:48.908]  Now, Mitch, you had a statement you wanted to make.
[01:01:49.178 --> 01:01:55.961]  Well, no, I just wanted to talk about last night when they bombed everybody and shot at everybody.
[01:01:56.181 --> 01:01:57.261]  There were babies out there.
[01:01:57.301 --> 01:01:58.942]  That's what people are missing and forgetting.
[01:01:59.122 --> 01:02:05.404]  There are little children out there, 4, 5, 6, 7, 8 years old, and the police knew that.
[01:02:05.564 --> 01:02:11.146]  They were out there, they were out in front, and they're shooting and they're throwing tear gas at the children.
[01:02:11.326 --> 01:02:12.987]  That's the problem that I have with the police.
[01:02:15.288 --> 01:02:24.731]  I was an hour late for work because I woke up and I was completely dizzy.
[01:02:24.971 --> 01:02:25.632]  So he's right.
[01:02:25.872 --> 01:02:29.513]  We don't know what they had in those, uh, all that smoke that was going up.
[01:02:29.773 --> 01:02:33.814]  Someone else I talked to woke up, who was out there, woke up sick this morning.
[01:02:34.054 --> 01:02:35.274]  How many other countless people?
[01:02:35.314 --> 01:02:41.236]  However, I want to make the point, as much as they bomb us, as much as they shoot at us, it's not going to stop us.
[01:02:41.276 --> 01:02:53.219]  It's going to make us more determined than ever to get out here and get justice because there's a very serious situation going on here and we will no longer be intimidated by the police brutality.
[01:02:53.619 --> 01:02:55.719]  Was anybody here hit with a rubber bullet?
[01:02:56.559 --> 01:02:57.520]  Was anybody here gassed?
[01:02:58.120 --> 01:02:58.600]  You were gassed?
[01:03:00.004 --> 01:03:04.826]  Um, when I got hit with the gas, I didn't know what happened.
[01:03:04.846 --> 01:03:13.049]  I immediately got dizzy, my eyes were burning, he's dragging me, we're running, and I'm trying to still record and film it because I wanted to show what was going on.
[01:03:13.589 --> 01:03:19.331]  And when I got home, I took Benadryl, I take this stuff called silver, and social media, y'all know what I'm talking about.
[01:03:19.371 --> 01:03:20.051]  I know about the silver.
[01:03:20.332 --> 01:03:21.512]  I took some silver drops,
[01:03:21.992 --> 01:03:24.853]  And I went to bed and I woke up and I still have a headache.
[01:03:25.073 --> 01:03:27.234]  So I want to hit one of those canisters personally.
[01:03:27.294 --> 01:03:28.355]  Has anybody got one?
[01:03:28.375 --> 01:03:36.298]  Get it to me and I'll pay for a laboratory to go ahead, an independent laboratory to test it to see what chemicals were in there because you don't know what was in that stuff.
[01:03:36.318 --> 01:03:38.459]  I may take that Pepsi challenge.
[01:03:38.479 --> 01:03:43.722]  We got a canister of it and you can get you some silver, the silver bullet at InfoWarshop.com.
[01:03:43.762 --> 01:03:44.982]  Anybody else got a comment?
[01:03:45.002 --> 01:03:45.402]  Come on.
[01:03:45.602 --> 01:03:48.424]  I'd just like to say that this has been an ongoing process.
[01:03:48.844 --> 01:03:51.245]  Nixon today, I listened to him give his commentary earlier.
[01:03:51.910 --> 01:03:56.872]  And what he was saying, he pretty much tried to downplay the fact that the situation that has been going on in St.
[01:03:56.892 --> 01:03:58.373]  Louis all this entire time.
[01:03:58.393 --> 01:04:01.194]  The reason why I brought myself down here today, I was trying to be calm.
[01:04:01.614 --> 01:04:02.594]  It was so much going on.
[01:04:02.854 --> 01:04:05.575]  And I decided to come down here today because it dawned on me, like, St.
[01:04:05.595 --> 01:04:06.075]  Louis City?
[01:04:06.456 --> 01:04:12.918]  And I'm like, as in Moline Acres, as in Delwood, as in Jennings, as in Ferguson, as in Olivet, as in...
[01:04:13.467 --> 01:04:14.227]  I mean, you name it.
[01:04:14.247 --> 01:04:14.447]  St.
[01:04:14.467 --> 01:04:14.967]  Louis, St.
[01:04:14.987 --> 01:04:15.448]  Louis County.
[01:04:15.488 --> 01:04:16.088]  I mean, I'm sorry.
[01:04:16.148 --> 01:04:16.288]  St.
[01:04:16.308 --> 01:04:23.070]  Louis County has been like consistently making revenue off of flagging and pulling over black people consistently.
[01:04:23.090 --> 01:04:28.071]  The same people that put the money into their neighborhoods or the same people that they're taking in.
[01:04:28.111 --> 01:04:28.671]  You go to court.
[01:04:28.711 --> 01:04:31.632]  Like I heard a guy say earlier, he was the only white guy in court.
[01:04:31.692 --> 01:04:32.612]  Oh, I see it all the time.
[01:04:32.912 --> 01:04:33.573]  You go to Jennings.
[01:04:33.833 --> 01:04:36.353]  This is a predominantly black area, but white people pass through.
[01:04:36.453 --> 01:04:41.335]  Majority of it is traffic tickets, petty stuff, you know, but it's like the whole entire court, you'll see three people.
[01:04:41.375 --> 01:04:42.195]  And I've been studying this.
[01:04:42.555 --> 01:04:47.780]  Ever since I paid attention to LADU after their racial profiling case, I think back in the early 2000s.
[01:04:48.160 --> 01:04:49.841]  So this is an ongoing process.
[01:04:49.861 --> 01:04:54.205]  This is the filter of rage from like years and years and years and years and years and years.
[01:04:54.505 --> 01:04:56.427]  As long as I've been driving, I'm desperate.
[01:04:56.447 --> 01:04:57.167]  You've seen a lot of it.
[01:04:57.187 --> 01:04:57.848]  You've seen a lot of it.
[01:04:57.868 --> 01:05:00.150]  Now let me let me ask you this, and I'm gonna let you ladies go.
[01:05:00.670 --> 01:05:02.592]  I see a lot of people of all types of races here.
[01:05:02.612 --> 01:05:04.454]  We got black, we got white, we got Hispanic.
[01:05:04.494 --> 01:05:08.637]  How do you feel about the support you're getting from outside the African-American?
[01:05:08.677 --> 01:05:09.818]  I don't expect anything but the
[01:05:10.259 --> 01:05:12.202]  But anything but what I've seen so far.
[01:05:12.542 --> 01:05:16.167]  I mean, everybody isn't just idiots, you know?
[01:05:16.207 --> 01:05:26.720]  So we got plenty of people here, and I interact with a lot of different people a lot of the time, and I see that there's a big difference between people on the ground and people somewhere else in, like, La La Land watching, like, Fox News or something.
[01:05:27.068 --> 01:05:32.009]  It's totally different on the ground and what it is, and the people that no matter what race you are, they look just like me.
[01:05:32.350 --> 01:05:35.250]  Feel the exact same way that I do about them, you know?
[01:05:35.330 --> 01:05:36.991]  So they'll ride for me just like I'll ride for them.
[01:05:37.011 --> 01:05:39.392]  So you guys all support everybody coming out here, all the colors?
[01:05:39.612 --> 01:05:41.172]  Well, it's about us all.
[01:05:41.192 --> 01:05:42.092]  We're all human beings.
[01:05:42.272 --> 01:05:43.253]  We're all God's children.
[01:05:43.273 --> 01:05:45.393]  We should all look out for each other no matter what race.
[01:05:45.753 --> 01:05:46.514]  It doesn't matter.
[01:05:46.554 --> 01:05:47.974]  So we're living in this earth together.
[01:05:48.014 --> 01:05:50.115]  We gotta protect your children because they are the future.
[01:05:50.135 --> 01:05:55.056]  What are we gonna have left if all our 17-year-old, 18-year-old kids are dead on the street with no future, no college?
[01:05:55.956 --> 01:05:56.636]  What are we going to do?
[01:05:56.716 --> 01:05:58.157]  So everybody should support St.
[01:05:58.177 --> 01:05:59.377]  Louis, but it happens every day.
[01:05:59.397 --> 01:06:03.198]  So we should support every city that they're happening and just keep going and support.
[01:06:03.759 --> 01:06:04.639]  We appreciate it.
[01:06:04.659 --> 01:06:05.179]  Thank you, ladies.
[01:06:05.419 --> 01:06:06.139]  And that's what it is.
[01:06:06.199 --> 01:06:07.040]  It's not about black.
[01:06:07.080 --> 01:06:07.820]  It's not about white.
[01:06:07.860 --> 01:06:08.140]  Thank you.
[01:06:08.500 --> 01:06:09.701]  It's not about young.
[01:06:09.741 --> 01:06:10.561]  It's not about old.
[01:06:10.961 --> 01:06:14.042]  People of all colors, races, ages come out here and that's what it is.
[01:06:14.082 --> 01:06:15.262]  This is a community issue.
[01:06:15.483 --> 01:06:16.783]  It's not us versus them.
[01:06:17.202 --> 01:06:18.283]  Everybody wants to come together.
[01:06:18.563 --> 01:06:20.384]  Nobody wants to see any more police brutality.
[01:06:20.424 --> 01:06:22.145]  Nobody wants to see any more looters.
[01:06:22.385 --> 01:06:26.528]  Nobody wants to see any more restaurants or other establishments burned to the ground.
[01:06:26.808 --> 01:06:27.709]  Nobody wants that here.
[01:06:27.889 --> 01:06:34.013]  You know, maybe they had some dissenting issues in the past, but these people here, they're peaceful and they want a peaceful resolution, David.
[01:06:35.287 --> 01:06:41.552]  Yeah, Jakari, I wanted to ask you quickly about the, uh, one of the people that you talked to said that there were some plainclothes people there.
[01:06:41.592 --> 01:06:49.778]  They called them, uh, well, they didn't call them agent provocateurs, but it certainly sounded like they were, saying that they were slipping into the crowd and, uh, doing things and then slipping back out.
[01:06:49.878 --> 01:06:50.919]  Did you see something like that?
[01:06:51.239 --> 01:06:57.264]  I personally have not seen anybody, um, who I would call a provocateur, not a, at least not an agent provocateur.
[01:06:57.504 --> 01:07:04.249]  You definitely have the hotheads who are out here, uh, being a little more rowdy than necessary, the people who throw the bottles and so forth.
[01:07:04.554 --> 01:07:07.617]  And I have heard the rumors there are some feds slipping in and out.
