[00:00:00.049 --> 00:00:01.613]  The Alex Jones Show.
[01:30:33.596 --> 01:30:43.027]  Infowarslife.com is very excited to announce our biggest run yet of silver bullet colloidal silver exclusively available at Infowarslife.com.
[01:30:43.248 --> 01:30:50.116]  Now Infowarslife.com has taken colloidal silver to the next level using a cutting-edge technique that is free of toxic artificial additives.
[01:30:50.376 --> 01:31:00.120]  Now more than ever it's important to stock up on high quality silver bullet from Infowarslife.com and to help others during Christmas by teaching them about the powerful benefits of silver.
[01:31:00.400 --> 01:31:04.742]  Secure your silver bullet today at Infowarslife.com or by calling toll free 888-253-3139.
[01:31:08.323 --> 01:31:10.766]  InfoWarsLife.com.
[01:31:10.946 --> 01:31:11.967]  Check it out today.
[01:31:12.448 --> 01:31:20.636]  I have set out to bring you the most hardcore, cutting-edge supplements and nutraceuticals bar none, and that's what you'll find at InfoWarsLife.com.
[01:31:20.836 --> 01:31:27.924]  We have rejected literally hundreds of products from the InfoWarsLife line because they are not of the very highest quality.
[01:31:27.984 --> 01:31:28.604]  We're good to go.
[01:31:48.752 --> 01:31:49.292]  We're good.
[01:32:08.365 --> 01:32:09.586]  Another major health threat.
[01:32:09.626 --> 01:32:14.528]  This one in Toledo, Ohio, where everybody in the entire city has been told not to drink the water.
[01:32:14.608 --> 01:32:17.229]  Ohio's governor declaring a state of emergency.
[01:32:17.269 --> 01:32:24.051]  Did you know that the average person uses about 80 to 100 gallons of water at home every single day?
[01:32:24.312 --> 01:32:27.173]  If there's a water emergency, will you be prepared?
[01:32:27.313 --> 01:32:30.234]  Panicked residents forming long lines throughout the day.
[01:32:30.254 --> 01:32:32.255]  We're here at a supermarket in Toledo.
[01:32:32.275 --> 01:32:35.116]  You can see the shelves empty where water once was.
[01:32:35.196 --> 01:32:40.718]  To stay safe and healthy during a crisis, you must have access to safe, clean water.
[01:32:40.918 --> 01:32:44.419]  Water which will not be available at your local grocery store.
[01:32:44.439 --> 01:32:47.420]  There's a mad dash on right now to stock up on supplies.
[01:32:47.520 --> 01:32:54.622]  The ProPure ProOne G2.0 Water Filtration System is a must-have for every modern, independently-minded household.
[01:32:54.842 --> 01:32:57.903]  Protect your family's safety during an emergency.
[01:32:58.063 --> 01:33:04.325]  Go to Infowarsstore.com today to purchase your ProPure ProOne G2.0 Water Filtration System.
[01:33:04.465 --> 01:33:05.586]  Or call 1-888-253-3139.
[01:33:05.786 --> 01:33:28.496]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[01:33:29.196 --> 01:33:30.857]  It's Alex Jones.
[01:33:38.661 --> 01:33:39.522]  Just keep it coming.
[01:33:51.670 --> 01:33:54.371]  We are not fooling around.
[01:33:55.432 --> 01:33:56.373]  We're not playing games.
[01:33:56.413 --> 01:34:01.316]  We know how epic it is to be alive right now on this planet and what we face as a society.
[01:34:03.012 --> 01:34:04.472]  We're not just here Monday through Friday, 11 a.m.
[01:34:04.572 --> 01:34:04.913]  to 2 p.m.
[01:34:04.973 --> 01:34:05.413]  Central.
[01:34:05.513 --> 01:34:06.893]  We're back Sundays, 4 to 6 p.m.
[01:34:06.973 --> 01:34:08.834]  live with a Sunday transmission.
[01:34:08.854 --> 01:34:09.934]  Many of our affiliates carry it.
[01:34:09.954 --> 01:34:11.715]  We're very thankful for them doing that.
[01:34:12.375 --> 01:34:18.016]  We also have the nightly news 7 o'clock every weeknight, Monday through Friday, 7 o'clock Central.
[01:34:18.036 --> 01:34:21.357]  And when big events happen, sometimes we go live for six, seven hours.
[01:34:21.397 --> 01:34:23.178]  But every night, 7 o'clock Central.
[01:34:24.893 --> 01:34:25.694]  One membership.
[01:34:26.195 --> 01:34:28.117]  We just have memberships to pay for the bandwidth.
[01:34:28.437 --> 01:34:33.362]  And as bandwidth gets cheaper over the years, we lower the price and offer more memberships.
[01:34:34.143 --> 01:34:36.265]  One $5.95 a month membership.
[01:34:37.406 --> 01:34:41.350]  You create a username and passcode that's unique to the site that you can share with friends and family.
[01:34:41.831 --> 01:34:47.397]  And 20 people can simultaneously log in with the same username.
[01:34:49.792 --> 01:34:54.453]  20 people can simultaneously log in with the same username.
[01:34:55.113 --> 01:34:56.793]  I mean, most people aren't going to tune every night.
[01:34:56.813 --> 01:34:57.393]  I wish they would.
[01:34:57.653 --> 01:35:01.254]  You could probably give this to 50 people and then never be locked out yourself.
[01:35:01.594 --> 01:35:06.735]  But if you ever went there and were locked out, praise God, 20 people are on there simultaneously using it.
[01:35:07.435 --> 01:35:09.816]  Go buy another membership and repeat it!
[01:35:09.836 --> 01:35:12.556]  $5.95 a month.
[01:35:12.876 --> 01:35:17.277]  That'll pay for the crew, the cameras, and the bandwidth, and building the news division.
[01:35:18.698 --> 01:35:39.902]  So we can send reporters around the world, send reporters to hot spots, have the investigative journalists, have the writers, have the researchers, and we're still running until the end of the year, the special, where you can get half off.
[01:35:41.877 --> 01:35:46.301]  Half off, $29.95 instead of $59.95 for a year membership.
[01:35:46.721 --> 01:35:49.203]  PrisonPlanet.tv.
[01:35:49.904 --> 01:35:55.549]  Lastly, I want to thank everyone out there that is a member and encourage you to share it with friends and family.
[01:35:55.909 --> 01:35:57.531]  But you can do your Christmas shopping right now.
[01:35:58.051 --> 01:35:58.752]  Go get a membership.
[01:35:58.772 --> 01:35:59.712]  It takes about a minute to sign up.
[01:36:00.493 --> 01:36:06.656]  And then give an e-card or a physical card with, hey, here's a cool documentary website that has its own underground news.
[01:36:07.157 --> 01:36:08.497]  This is some pretty powerful stuff.
[01:36:09.338 --> 01:36:09.918]  Check it out.
[01:36:09.958 --> 01:36:14.000]  You've probably heard of Alex Jones, but this is where you can find it all in HD and more.
[01:36:14.460 --> 01:36:16.121]  PrisonPlanet.tv.
[01:36:16.922 --> 01:36:18.422]  Or, forbidden information.
[01:36:18.803 --> 01:36:20.043]  Here's your passcode.
[01:36:20.964 --> 01:36:22.224]  And then give that card.
[01:36:22.645 --> 01:36:26.146]  It's a way to save a lot of money for the holidays, for Christmas.
[01:36:26.186 --> 01:36:28.828]  Now, a great way to give yourself good health
[01:36:29.747 --> 01:36:33.630]  And a healthy GI is oxy powder.
[01:36:34.291 --> 01:36:38.314]  Oxygen-based intestinal cleanser, dietary supplement, clinically tested.
[01:36:38.714 --> 01:36:41.416]  This has been Dr. Gribb's flagship product for more than a decade.
[01:36:41.476 --> 01:36:42.457]  It's used in Hollywood.
[01:36:42.737 --> 01:36:46.600]  Big Hollywood stars have been on record saying how they go down multiple dress sizes with it.
[01:36:47.241 --> 01:36:51.765]  And the average person has about 20 pounds of rotten food in their intestines.
[01:36:52.085 --> 01:36:53.406]  I'm not going to get graphic here.
[01:36:53.686 --> 01:36:54.487]  Everybody knows that.
[01:36:56.269 --> 01:36:57.930]  Rob Doo in one week taking it.
[01:36:58.250 --> 01:36:59.131]  He was on about a month ago.
[01:36:59.211 --> 01:37:00.472]  People responded by his testimony.
[01:37:00.852 --> 01:37:03.153]  I was like, man, this Oxy Powder, I just did it, lost a few more pounds.
[01:37:03.573 --> 01:37:08.476]  And he goes, yeah, man, I lost I think 17 or 18 pounds in seven days on it.
[01:37:08.917 --> 01:37:10.157]  And he was already not fat.
[01:37:10.918 --> 01:37:13.579]  He just, he had a stomach sticking out for a reason.
[01:37:14.060 --> 01:37:15.761]  That's because it's all full of, you know what?
[01:37:17.022 --> 01:37:18.643]  I mean, you know, they say Bill Clinton's fulla.
[01:37:19.044 --> 01:37:21.706]  Well, he needs some Oxy-Powder to flush out his brain, though.
[01:37:22.026 --> 01:37:24.648]  That's where it's backed up to, you know, his brain there.
[01:37:24.668 --> 01:37:25.769]  I'm not trying to be gross.
[01:37:25.789 --> 01:37:26.749]  The point is, I'm trying to be funny.
[01:37:27.410 --> 01:37:31.893]  Oxy-Powder, we have a supply of it, but Group's going to be out of it.
[01:37:31.933 --> 01:37:32.674]  We're going to be out of it.
[01:37:33.955 --> 01:37:39.599]  I would order it now and give yourself, as a New Year's resolution, to start using it now, right through into next year.
[01:37:40.059 --> 01:37:43.282]  There are about three cleanses, on average, in each bottle.
[01:37:43.302 --> 01:37:44.683]  What, a hundred capsules?
[01:37:47.439 --> 01:38:02.108]  In there, 100 milligrams each, and it will elemental magnesium, ozonated magnesium, natural citric acid, and more, and it just flushes you out and releases in the intestines.
[01:38:02.628 --> 01:38:03.609]  Oxy powder.
[01:38:04.369 --> 01:38:06.531]  It's 120 vegetarian capsules.
[01:38:06.571 --> 01:38:07.091]  I'm sorry, I said 100.
[01:38:07.131 --> 01:38:10.053]  I always tend to downgrade using my memory for some reason.
[01:38:10.113 --> 01:38:13.135]  I'm very inaccurate, almost always downgrading things.
[01:38:13.455 --> 01:38:15.376]  Folks have actually tracked and looked into what I say.
[01:38:15.556 --> 01:38:16.337]  It's not on purpose.
[01:38:17.359 --> 01:38:32.429]  uh... it's just that uh... it's a hundred twenty capsules suggested you start by taking four capsules with an eight ounce glass of water on an empty stomach before going to bed if you do not achieve three to five movements the following day increase your serving to two capsules each
[01:38:33.189 --> 01:38:36.230]  Night until three to five are achieved each day.
[01:38:36.731 --> 01:38:40.412]  Continue in this quantity for six consecutive days.
[01:38:40.873 --> 01:38:43.414]  Rob Dew didn't have that big of an effect at four.
[01:38:43.454 --> 01:38:44.794]  He's a big guy like six foot three.
[01:38:45.095 --> 01:38:48.096]  He went to seven capsules and it was spectacular.
[01:38:52.591 --> 01:38:54.373]  Okay, I'm gonna shut up now.
[01:38:54.433 --> 01:39:00.639]  For best results, add the juice of one-half lemon, preferably organic, to your water when taking the capsules.
[01:39:01.000 --> 01:39:04.083]  Drink plenty of water during the day when using Oxy-Powder.
[01:39:04.443 --> 01:39:06.105]  Life-changing, Infowarslife.com.
[01:39:06.946 --> 01:39:07.867]  Along with the other products.
[01:39:07.887 --> 01:39:11.410]  We're sold out of the B12, Secret 12, more of it's coming in.
[01:39:11.430 --> 01:39:13.032]  We may be able to offer it before Christmas.
[01:39:13.452 --> 01:39:22.420]  If your orders are in by December 17th, that gives us another 8 days, 9 days, you will get it before Christmas and it supports the transmission.
[01:39:23.211 --> 01:39:36.782]  All right, I'm going to shut up now and give Alex Newman of thenewamericanmagazine.com the floor to talk about the treaty, the Trans-Pacific Partnership, and why he thinks they're moving on so many fronts right now.
[01:39:37.082 --> 01:39:42.287]  Then we're going to go to Chad, Jim, Kevin, Nate, Leon, and others that are patiently holding.
[01:39:42.987 --> 01:39:45.109]  Again, thenewamerican.com.
[01:39:45.289 --> 01:39:46.170]  Alex, you've got the floor.
[01:39:47.816 --> 01:39:53.758]  Basically, there's a number of really important treaties that are moving through the process right now that people need to be aware of.
[01:39:53.958 --> 01:39:59.560]  Each of them infringes on our sovereignty and on our inalienable God-given rights.
[01:40:00.561 --> 01:40:03.122]  I think the Arms Trade Treaty is one of the most important.
[01:40:03.782 --> 01:40:12.385]  Article 2 right there basically defines for us that citizens do not have a right to own guns or ammunition or any type of self-defense weapon that's listed in there.
[01:40:13.306 --> 01:40:14.887]  Article 3 deals with ammunition.
[01:40:15.528 --> 01:40:30.459]  And initially, at least, the treaty mandates that national governments form a registry with the eventual goal of confiscation, because as the treaty explains, the idea is that only authorized state parties should have access to firearms and weaponry.
[01:40:31.239 --> 01:40:39.225]  Now, when people think of authorized state parties, I want them to think of Mugabe in Zimbabwe, Chairman Mao you were talking about before, you know, mass murders.
[01:40:40.205 --> 01:40:44.967]  The Sudan's Omar Bashir, you know, genocidal guy killed a bunch of people in Darfur.
[01:40:45.147 --> 01:40:47.868]  So these are the authorized state parties that we're talking about.
[01:40:47.908 --> 01:40:51.309]  Kim Jong-un in North Korea, Fidel Castro and Raul Castro in Cuba.
[01:40:52.109 --> 01:40:55.390]  These are the people that the UN thinks deserve to have guns.
[01:40:55.890 --> 01:40:59.931]  And us citizens, we don't get any guns and the UN has made that clear for a long time.
[01:40:59.951 --> 01:41:09.314]  Like I said before, they recently helped disarm the people of Venezuela, who are, as your listeners probably know, living under a regime that also does not really respect
[01:41:09.835 --> 01:41:12.000]  Freedom and human rights and God-given rights.
[01:41:13.673 --> 01:41:15.194]  So the Arms Trade Treaty, that's a big one.
[01:41:15.214 --> 01:41:17.935]  The UN says it's going to go into effect on December 24th.
[01:41:18.596 --> 01:41:24.659]  Of course, the Senate has not ratified it, but Obama is always scheming to implement at least parts of it without ratification.
[01:41:25.379 --> 01:41:33.983]  Then we have, of course, the Trans-Pacific Partnership, which is an idea to merge the United States further into these regional building blocks of the New World Order.
[01:41:34.043 --> 01:41:40.727]  This one involves the communist dictatorship in Vietnam, for example, and presumably would eventually expand to include others.
[01:41:41.167 --> 01:41:43.128]  Then they're trying to merge the United States with the European
[01:41:43.148 --> 01:41:43.949]  We're good to go.
[01:42:14.155 --> 01:42:14.875]  We're talking about free trade here.
[01:42:14.895 --> 01:42:18.917]  We're talking about managed trade, thousands of pages of regulations and international bureaucracy.
[01:42:18.937 --> 01:42:19.918]  We're talking about government.
[01:42:20.458 --> 01:42:24.340]  That's how they set up the EU, was calling it a free trade commonwealth.
[01:42:25.021 --> 01:42:25.821]  That's exactly right.
[01:42:25.841 --> 01:42:27.942]  And we have, you know, the North American Free Trade Agreement.
[01:42:27.982 --> 01:42:30.523]  The European Union started with the European Free Trade Agreement.
[01:42:31.024 --> 01:42:33.825]  So they thought they were going to build the North American Union here.
[01:42:33.885 --> 01:42:39.148]  Robert Pastor, the founding father of that idea, he credited the John Birch Society with killing the plan.
[01:42:39.608 --> 01:42:42.550]  But as the CFR made clear, even recently this year,
[01:42:43.370 --> 01:42:43.810]  We're good to go.
[01:43:13.859 --> 01:43:21.186]  Thomas Jefferson, you know, the author of the Declaration of Independence, one of the most important founding fathers, he made that absolutely clear in his letters and his writings.
[01:43:21.686 --> 01:43:23.768]  Treaties do not supersede the Constitution.
[01:43:23.968 --> 01:43:28.492]  They do not grant any new powers to the federal government that weren't granted by the Constitution.
[01:43:28.933 --> 01:43:31.995]  And the Supreme Court has agreed with this interpretation as recently as 57.
[01:43:33.056 --> 01:43:33.496]  We're good.
[01:43:56.630 --> 01:43:57.110]  We're good to go.
[01:44:26.155 --> 01:44:26.716]  Well, you're right.
[01:44:26.736 --> 01:44:33.703]  The constitutional scholars are legion on the fact that a treaty does not trump a domestic law.
[01:44:34.123 --> 01:44:41.010]  But regardless of that, Obama is saying he will order agencies to follow treaties even if Congress doesn't ratify.
[01:44:42.532 --> 01:44:43.533]  Let me ask you this question.
[01:44:43.553 --> 01:44:48.098]  What do you make of Mitch McConnell and John Boehner and others
[01:44:49.306 --> 01:44:59.628]  Refusing to repeal Obamacare, refusing to go after him, refusing to impeach him, refusing to shut down the government to force him to not have executive amnesty.
[01:44:59.648 --> 01:45:03.849]  I mean, this really shows us that the globalists are controlling the leadership of both parties.
[01:45:03.869 --> 01:45:07.050]  You've got a lot of great grassroots people that just came into office.
[01:45:07.110 --> 01:45:11.891]  I don't know how they think they're going to get away with this and having people like Jonathan Gruber.
[01:45:12.851 --> 01:45:17.658]  Traipsing around, admitting it's a, you know, way to socially engineer and raise taxes.
[01:45:18.780 --> 01:45:21.964]  And then his own party running from him, but still defending the legislation.
[01:45:22.505 --> 01:45:25.569]  We have to come to grips with the fact that we really are dealing with a group of criminals.
[01:45:26.528 --> 01:45:26.728]  Mm-hmm.
[01:45:27.189 --> 01:45:31.412]  And you know, no doubt the leadership of the GOP is controlled by neocons and globalists.
[01:45:31.432 --> 01:45:35.115]  Same council on foreign relations that controls the Obama administration and the UN.
[01:45:35.756 --> 01:45:37.297]  And that's obvious just by their fruits.
[01:45:37.317 --> 01:45:38.719]  You know, by their fruits you shall know them.
[01:45:38.739 --> 01:45:40.660]  We can look very clearly at Congress.
[01:45:40.680 --> 01:45:42.482]  They just got a huge Republican majority.
[01:45:42.942 --> 01:45:52.205]  And they're relying on the ignorance of the American people, and on Republican voters in particular, to not understand that they have the complete and total power to stop any of this.
[01:45:52.305 --> 01:45:54.846]  All they have to do is refuse to provide funding for it.
[01:45:54.986 --> 01:45:57.366]  All funding has to come from the House of Representatives.
[01:45:57.627 --> 01:46:08.230]  If the House does not approve funding for Obama's imperial decrees for the UN climate, they're not even calling it a treaty now because Obama knows he won't get it ratified, but they can deny funds for any of this.
[01:46:08.250 --> 01:46:08.590]  That's right.
[01:46:09.130 --> 01:46:09.431]  That's right.
[01:46:26.314 --> 01:46:28.135]  Well, that's why Congress keeps playing dumb.
[01:46:28.175 --> 01:46:32.596]  Like, we didn't know that Gruber's plan to us was a lie.
[01:46:32.916 --> 01:46:33.477]  We didn't know.
[01:46:33.497 --> 01:46:35.137]  Well, now they know it's a screwjob.
[01:46:35.357 --> 01:46:36.238]  They need to repeal it.
[01:46:36.538 --> 01:46:39.939]  Let's play this clip of Elijah Cummings savaging Gruber.
[01:46:40.299 --> 01:46:48.202]  Cummings is really good at acting like he doesn't know that he supports stuff that is basically double-black unemployment in Maryland.
[01:46:48.222 --> 01:46:48.722]  Here's the clip.
[01:46:50.503 --> 01:46:51.523]  And then we'll... Dr. Gruber.
[01:46:52.984 --> 01:46:53.764]  For stupid.
[01:46:54.986 --> 01:47:15.141]  I mean absolutely stupid comments he made over the past few years, and then drill and grill Administrator Tavenner about what appears to be an inadvertent mistake in reporting ACA enrollment numbers.
[01:47:16.923 --> 01:47:23.408]  This may be good political theater, but it will not help a single American
[01:47:24.332 --> 01:47:25.252]  Get health insurance.
[01:47:26.773 --> 01:47:29.133]  It will not help a single person get well.
[01:47:30.974 --> 01:47:34.715]  It will not help a single person get the care that they need.
[01:47:35.115 --> 01:47:36.535]  This is how he talks to you like you're five years old.
[01:47:36.555 --> 01:47:41.236]  Let me be clear, I'm extremely frustrated with Dr. Gruber's statements.
[01:47:41.336 --> 01:47:42.816]  You're a screw job, he's getting exposed.
[01:47:42.836 --> 01:47:47.878]  They were irresponsible, incredibly disrespectful.
[01:47:47.938 --> 01:47:49.458]  Well, for telling the truth about what you're involved in?
[01:47:49.518 --> 01:47:51.158]  And did not reflect reality.
[01:47:51.419 --> 01:47:53.119]  And they were indeed insulting.
[01:47:54.591 --> 01:47:56.472]  I was in Congress when this law was debated.
[01:47:57.333 --> 01:48:03.596]  And Dr. Gruber does not speak for me or the chairman of the other committees who worked tirelessly.
[01:48:03.737 --> 01:48:05.458]  Or the 12,000 pages of changes?
[01:48:05.478 --> 01:48:08.519]  We debated this legislation for nearly a year.
[01:48:08.820 --> 01:48:09.500]  You debated it, huh?
[01:48:09.520 --> 01:48:11.741]  Before it was finally passed and signed by the President.
[01:48:11.781 --> 01:48:12.682]  Did you read any of it?
[01:48:12.982 --> 01:48:18.225]  We held 79 hearings and markups in the House of Representatives alone.
[01:48:18.265 --> 01:48:19.226]  Of propaganda and baloney.
[01:48:19.746 --> 01:48:21.107]  Never once did I believe
[01:48:22.170 --> 01:48:27.958]  Or did anyone suggest that we were somehow hiding our goals from the American people?
[01:48:28.098 --> 01:48:29.099]  Yeah, you don't want our guns either.
[01:48:29.120 --> 01:48:34.447]  But worst of all, Dr. Gruber's statements gave Republicans a public relations gift.
[01:48:36.047 --> 01:48:44.589]  In their relentless political campaign to tear down the ACA and eliminate health care for the American people.
[01:48:44.609 --> 01:48:53.652]  Many Republicans now allege some kind of Democratic conspiracy, citing the praise for Dr. Gruber's work from President Obama and other Democrats.
[01:48:54.585 --> 01:48:56.346]  But that, too, is completely wrong.
[01:48:56.886 --> 01:49:00.848]  Let me highlight some additional praise Dr. Groover received for his work.
[01:49:00.868 --> 01:49:14.195]  Dr. Groover received the following thanks for his contributions to health care legislation, and I quote, Jonathan Groover at MIT devoted hours and hours to an essential economic model.
[01:49:14.215 --> 01:49:16.297]  All right, let's not play any more of these lies.
[01:49:16.517 --> 01:49:18.638]  What do you make of this type of arrogance and humorous?
[01:49:18.658 --> 01:49:20.539]  Then we're going to skip this network break and go to phone calls.
[01:49:21.977 --> 01:49:25.960]  You know, I think it's symptomatic of everything that's going on in Washington, D.C.
[01:49:26.060 --> 01:49:26.760]  It's constant.
[01:49:26.820 --> 01:49:30.143]  It's all about deceiving the stupid voters, as Gruber put it.
[01:49:30.603 --> 01:49:35.026]  If they couldn't deceive the stupid voters, they couldn't get away with this kind of arrogant crime spree.
[01:49:37.210 --> 01:49:37.570]  It is.
[01:49:37.690 --> 01:49:39.271]  You know, it's all across the board.
[01:49:39.311 --> 01:49:45.293]  If you look at education, healthcare, all of it relies on deceiving voters who they think are stupid.
[01:49:45.713 --> 01:49:47.433]  And, you know, that makes our job very clear.
[01:49:47.453 --> 01:50:00.398]  We need to educate the electorate and get these people out of office so that they'll stop destroying our country, stop trampling on our rights, and stop selling us out to organizations like the United Nations that are being used to take our guns and infringe on freedom around the world.
[01:50:00.498 --> 01:50:01.178]  It's that simple.
[01:50:01.658 --> 01:50:10.026]  Well, they're just mafias that come in and hijack free economies, cut them up, divide them up, and then have a new scam to fix all the problems they've created before.
[01:50:10.506 --> 01:50:12.388]  And Cummings knows full well what he's done.
[01:50:12.688 --> 01:50:14.790]  Everybody knows what's in that bill up there in Congress.
[01:50:15.390 --> 01:50:18.093]  And see, now they're like, the Republicans want to get rid of what we've got.
[01:50:18.153 --> 01:50:20.875]  No, no, Boehner and McConnell don't!
[01:50:21.616 --> 01:50:26.019]  See, because when it all comes out that they're together on it, then they lose the Democrats.
[01:50:26.459 --> 01:50:32.643]  The only reason the Democrats are supporting it is because they think the Republicans want to take their free goody away and they've had an imaginary victory.
[01:50:33.024 --> 01:50:37.166]  That's why you checkmate them when you actually bring out its bipartisan screwjob.
[01:50:37.847 --> 01:50:39.628]  Jim, in Missouri, thanks for holding.
[01:50:39.888 --> 01:50:41.049]  You're on the air worldwide.
[01:50:41.069 --> 01:50:42.970]  Hey, thanks.
[01:50:43.371 --> 01:50:45.112]  Mr. Newman, I'd like to direct this question to you.
[01:50:45.132 --> 01:50:46.333]  I've got a couple of points I'd like to make.
[01:50:47.495 --> 01:50:53.339]  You know, I believe that the local law enforcement is the biggest hurdle the government has in gun confiscation.
[01:50:53.999 --> 01:51:01.043]  But I'm wondering if the Obama administration will use these latest cases of police brutality.
[01:51:01.063 --> 01:51:03.605]  Oh yeah, they're trying to start a civil war.
[01:51:05.023 --> 01:51:05.723]  And so the U.N.
[01:51:05.743 --> 01:51:08.845]  can come in and demand that the citizens and local police are disarmed.
[01:51:09.085 --> 01:51:10.225]  That's in the U.N.
[01:51:10.625 --> 01:51:21.230]  original UNIDIR treaties, and State Department Moranum 7277 is to disarm the people, then the police, then the federal police, and only have U.N.
[01:51:21.270 --> 01:51:24.371]  peacekeepers, a monopoly of power by the world government.
[01:51:24.391 --> 01:51:25.352]  Sorry, caller, go ahead.
[01:51:26.492 --> 01:51:33.395]  Well, I just, you know, we keep seeing these police brutality cases, and the government, the Obama administration especially, jumps on these things.
[01:51:34.219 --> 01:51:39.463]  And whether they're true police brutality or whether they're not, they're criticizing the local law enforcement.
[01:51:39.964 --> 01:51:51.032]  And I just see this as a way for the Obama administration to turn the people against local law enforcement to help them further federalize the local law enforcement.
[01:51:51.708 --> 01:51:53.110]  To be able to do whatever they want.
[01:51:53.170 --> 01:52:02.479]  You know, I believe that local law enforcement is one main thing standing in the way of gun control because we've got a lot of sheriffs and police departments that want to enforce it.
[01:52:02.960 --> 01:52:07.504]  But if the federal government has federalized local law enforcement, then they can do whatever they want.
[01:52:07.624 --> 01:52:08.385]  And that's it.
[01:52:08.705 --> 01:52:09.106]  That's it.
[01:52:09.146 --> 01:52:10.827]  What you said is 100% true.
[01:52:11.128 --> 01:52:12.189]  Alex, any comments on that?
[01:52:12.984 --> 01:52:19.771]  Yeah, you know, we've been running for decades that the campaign supports your local police and keeps them independent, and it's for exactly this reason.
[01:52:19.791 --> 01:52:22.073]  You know, local law enforcement is not the enemy.
[01:52:22.193 --> 01:52:27.839]  Obviously there's, you know, some bad apples, whatever you want to call them, and you find that all across society.
[01:52:27.879 --> 01:52:29.220]  It's not unique to police departments.
[01:52:29.520 --> 01:52:38.128]  The biggest problem is the federal control over local law enforcement, the militarization of law enforcement that's being carried out from Washington, D.C.
[01:52:38.748 --> 01:52:43.833]  So really, the source of these problems tracks back to the unconstitutional machinations by the federal government.
[01:52:44.113 --> 01:52:47.576]  And then you have people like Obama, who have been showering military equipment
[01:52:48.016 --> 01:52:51.618]  On local police stepping in and saying, oh, look, the police militarization.
[01:52:51.658 --> 01:52:53.499]  So there's a very sinister agenda here.
[01:52:53.939 --> 01:52:54.379]  The U.N.
[01:52:54.439 --> 01:52:55.540]  is exploiting the same thing.
[01:52:55.560 --> 01:53:02.423]  They're trying to demonize local law enforcement here in the United States as some kind of gung-ho, racist, lunatic wackos.
[01:53:02.823 --> 01:53:04.004]  And that's just not the case.
[01:53:04.064 --> 01:53:06.105]  The local law enforcement, that's our friends, that's our neighbors.
[01:53:06.705 --> 01:53:07.866]  They're part of our communities.
[01:53:08.006 --> 01:53:09.887]  And the globalists and Obama
[01:53:10.567 --> 01:53:15.028]  And all of these, they understand that this is one of the big hurdles to implementing their agenda.
[01:53:15.269 --> 01:53:25.872]  Well, there's certainly some rotten areas in the country, but when the globalist, weaponized media is attacking local police 24-7, and Hollywood's involved, you know it's bad!
[01:53:26.172 --> 01:53:27.452]  I mean, it's a no-brainer.
[01:53:27.492 --> 01:53:37.115]  When the enemy's doing something, I can intellectually track why it's bad, like Jim just said, like you just said, but it's just obvious.
[01:53:37.575 --> 01:53:38.656]  It's so outrageous.
[01:53:38.676 --> 01:53:39.256]  Anything else, Jim?
[01:53:40.390 --> 01:53:53.399]  Yes, I would also like to make the point, I'm a pastor here in Missouri, and I would just like to say to all the pastors and Christians that are listening, we have an obligation to let people know what's going on.
[01:53:53.439 --> 01:54:00.744]  To any pastor or church member that believes that politics do not belong in church, I'm going to encourage you to read Ezekiel 33.
[01:54:01.145 --> 01:54:05.248]  We are the watchmen, and their blood is going to be on our hands.
[01:54:06.288 --> 01:54:08.390]  The blood of the people is going to be on our hands if we let
[01:54:09.132 --> 01:54:11.438]  All this happening, don't warn people about what's going on.
[01:54:11.979 --> 01:54:13.002]  You're absolutely right.
[01:54:13.784 --> 01:54:15.328]  They want civil war in this country.
[01:54:15.348 --> 01:54:16.672]  That's how the communists take over.
[01:54:17.642 --> 01:54:26.209]  And again, it's powerful, rich people that want to set off shore and bring the country down that are financing a classical communist takeover in America.
[01:54:26.669 --> 01:54:27.230]  It's incredible.
[01:54:27.890 --> 01:54:32.574]  And then they give all the federal training and these armored vehicles, knowing it makes local police look horrible.
[01:54:33.014 --> 01:54:40.880]  Then they come back in and go, we'll train them how to use these tanks right, while the people throwing the bottles work for the Justice Department on record.
[01:54:41.721 --> 01:54:43.122]  I mean, it's just, it's sick.
[01:54:44.343 --> 01:54:46.665]  Kevin in West Virginia, you're on the air, go ahead.
[01:54:47.472 --> 01:54:51.133]  Hi, how are you both Alex's?
[01:54:52.154 --> 01:54:59.656]  My question is, my family is nothing but hunters, and this whole disarmament treaty, I don't quite understand it.
[01:55:00.956 --> 01:55:05.718]  Well it's simple, do you think a tiger or a lion wants a gazelle or a ding ding it's going to eat?
[01:55:06.298 --> 01:55:09.559]  Some little deer, do you think it wants it to have like big ten inch fangs?
[01:55:10.199 --> 01:55:13.080]  No, it eats it because it'll roll over.
[01:55:13.620 --> 01:55:15.101]  So that's why they're trying to take your guns.
[01:55:15.885 --> 01:55:24.753]  Well, I mean, we're hunters and what scares me is that, um, are we going to wake up Christmas morning with the Gestapo at the door saying, turn them in?
[01:55:25.114 --> 01:55:35.823]  Yes, and it's being done in California and New York incrementally for little regulations and veterans where they, Bloomberg says, headline last year, gun confiscation has begun in California.
[01:55:35.843 --> 01:55:37.345]  I appreciate your call.
[01:55:37.385 --> 01:55:41.569]  Comments, how do you see them rolling this gun control by stealth?
