[00:00:00.009 --> 00:00:01.270]  Broadcasting Network.
[01:36:55.600 --> 01:36:57.161]  Alex, that's never heard of.
[01:36:57.781 --> 01:37:06.848]  Columbine, Virginia Tech, Jonesburg, Paducah, you name it, the FBI has never ever classified a school shooting.
[01:37:07.388 --> 01:37:08.409]  Why would they do that?
[01:37:09.875 --> 01:37:15.216]  And then when I called the New Haven field offices, I wanted to make sure my information was correct.
[01:37:15.616 --> 01:37:20.618]  This lady, FBI agent, you know, I asked her, how do I get this information?
[01:37:20.978 --> 01:37:23.358]  She says, you're never going to see it in your lifetime.
[01:37:23.438 --> 01:37:26.479]  It's been classified, and the public will not see it.
[01:37:26.859 --> 01:37:32.781]  And I think everybody who's listening to your show today ought to pick up the phone, call their congressman, their U.S.
[01:37:32.841 --> 01:37:37.342]  senator, and demand, and I mean demand, a copy of that report.
[01:37:37.782 --> 01:37:40.505]  Because we, as Americans, we have a right to know.
[01:37:40.905 --> 01:37:46.470]  Especially when they're using children and teachers as a ploy to scare the living hell out of us, Alex.
[01:37:47.150 --> 01:37:48.952]  And the next question is really simple.
[01:37:49.813 --> 01:37:52.494]  You know, I want to know who the incident commander was.
[01:37:52.574 --> 01:38:04.699]  I mean, one of the things Homeland Security and FEMA has shoved down every school district, private and parochial, that when you have a mass casualty event, you have got to have an incident commander.
[01:38:05.419 --> 01:38:07.219]  And you know what?
[01:38:07.319 --> 01:38:09.760]  They won't tell me who was in charge on that day.
[01:38:09.780 --> 01:38:16.403]  Now that tells me a serious problem, because that incident commander was in charge
[01:38:17.123 --> 01:38:19.224]  Of requesting trauma helicopters.
[01:38:20.124 --> 01:38:21.405]  I'm 67 years old.
[01:38:21.525 --> 01:38:29.548]  I've never ever seen a school shooting where we don't get the quickest and the fastest medical help and there's nothing like the trauma helicopter.
[01:38:29.588 --> 01:38:32.349]  They got the best experience, best paramedics.
[01:38:32.649 --> 01:38:34.189]  They got the tools that they need.
[01:38:34.749 --> 01:38:38.591]  Why would you not order trauma helicopters for those children?
[01:38:40.735 --> 01:38:44.500]  We have the videos of them, the same kids going in circles in and out of the building.
[01:38:45.021 --> 01:38:46.303]  Unmistaken drill.
[01:38:46.703 --> 01:38:48.365]  And then they just tell them they were all shot?
[01:38:48.886 --> 01:38:49.307]  Keep going.
[01:38:49.901 --> 01:38:59.928]  Well, Alex, I mean, for anyone to understand what you and I today are talking about, your listeners need to pretend that they have a child in that school on December 14, 2012.
[01:39:01.829 --> 01:39:13.517]  Please, listeners, pretend that you have a first grader, a little girl, little boy, you love of your life, and they don't order trauma helicopters knowing they may be seriously shot, clinging to life.
[01:39:13.937 --> 01:39:18.841]  And then, why would they not let the paramedics and the EMTs inside the school?
[01:39:19.722 --> 01:39:21.205]  Now who made that decision?
[01:39:21.245 --> 01:39:23.047]  That is just unheard of.
[01:39:23.148 --> 01:39:23.869]  It's cruel!
[01:39:24.570 --> 01:39:26.553]  You need to provide medical attention.
[01:39:26.693 --> 01:39:28.596]  So they overrode the default settings?
[01:39:35.575 --> 01:39:38.679]  Wolfgang, you're saying just standard operating procedure was ignored, correct?
[01:39:39.099 --> 01:39:40.761]  Oh, can you... Well, think about it.
[01:39:40.801 --> 01:39:42.043]  You're the incident commander.
[01:39:42.483 --> 01:39:48.090]  Once the school is deemed safe, you get all the medical help that you can inside the school.
[01:39:48.110 --> 01:39:48.891]  Because guess what?
[01:39:49.451 --> 01:39:50.893]  We don't know if they're dead or not.
[01:39:51.013 --> 01:39:52.155]  Then we find out...
[01:39:53.030 --> 01:39:59.335]  That within 8 minutes of the first shot supposedly being fired, Alex, they're all declared dead.
[01:39:59.395 --> 01:40:06.640]  We have 18 children and 6 school staff members declared legally dead within 8 minutes.
[01:40:06.820 --> 01:40:07.920]  That's unheard of.
[01:40:08.381 --> 01:40:12.784]  And by Connecticut law, only a doctor can declare them legally dead.
[01:40:12.824 --> 01:40:14.225]  So, who did that?
[01:40:14.932 --> 01:40:17.074]  They won't respond to my questions.
[01:40:17.094 --> 01:40:21.177]  So, you know, I keep doing this day in and day out.
[01:40:21.477 --> 01:40:24.060]  No phone calls, no response.
[01:40:24.140 --> 01:40:26.802]  And where did the 500 children go that day?
[01:40:26.922 --> 01:40:28.103]  And the 60 teachers?
[01:40:28.503 --> 01:40:34.208]  There's not any helicopter video footages of 500 children being evacuated.
[01:40:35.309 --> 01:40:36.390]  How is that possible?
[01:40:37.316 --> 01:40:46.100]  Every school shooting that we're seeing lately, you got kids coming out of the school with their hands raised, the news media is all over it, and here we have Sandy Hook.
[01:40:46.460 --> 01:40:48.621]  And we can't even find 500 children.
[01:40:48.641 --> 01:40:49.962]  That's unheard of.
[01:40:52.483 --> 01:40:58.526]  And then they had all the police going to the houses telling the so-called families and people not to talk to anybody.
[01:40:59.086 --> 01:40:59.787]  Absolutely.
[01:40:59.847 --> 01:41:00.087]  I mean,
[01:41:01.849 --> 01:41:03.950]  You know, I've been doing this.
[01:41:04.030 --> 01:41:06.292]  I've traveled the country from one state to another.
[01:41:06.312 --> 01:41:08.433]  I've been in school shooting events.
[01:41:08.493 --> 01:41:09.073]  I've been there.
[01:41:09.093 --> 01:41:12.015]  I get hired as an expert witness after the fact.
[01:41:12.375 --> 01:41:16.898]  When I was an assistant principal, yeah, I've seen a student shot in our school.
[01:41:17.278 --> 01:41:18.299]  And you know what I learned, Alex?
[01:41:19.159 --> 01:41:25.525]  When you hear shots fired in your high school, those parents will come at you with every ounce of energy.
[01:41:25.765 --> 01:41:29.008]  They are ready to tear down the fence to get to their child.
[01:41:29.368 --> 01:41:31.830]  And Sandy Hook, as you said, guess what they're doing?
[01:41:32.231 --> 01:41:33.392]  They're going in circle.
[01:41:33.792 --> 01:41:38.796]  I didn't see any parents have any sense of urgency to go get their child.
[01:41:39.217 --> 01:41:44.842]  And then you read about this guy, there's a guy in the woods, he was supposed to come build gingerbread houses.
[01:41:45.502 --> 01:41:49.225]  He's running away from the school knowing that shots are fired?
[01:41:49.646 --> 01:41:53.949]  If I was that father, Alex, I'd be running into the school, not away from the school.
[01:41:53.969 --> 01:41:56.651]  It just does not make sense.
[01:41:59.053 --> 01:42:03.276]  And then, you know, this is a simple request because I did this at Columbine.
[01:42:03.296 --> 01:42:07.960]  You know, at Columbine we had 14 students shot and killed, 23 seriously injured.
[01:42:08.420 --> 01:42:14.145]  We had a great teacher by the name of Dave Sanders that was shot and killed trying to save kids.
[01:42:14.945 --> 01:42:24.212]  And one thing that I learned about three days, four days later, I saw how they contracted a certified environmental company to come in to clean up all of the biohazards.
[01:42:24.833 --> 01:42:27.755]  Alex, there was blood in the media center everywhere.
[01:42:27.875 --> 01:42:29.757]  Brain matter, skull fragments.
[01:42:30.237 --> 01:42:32.359]  The carpeting was stained with blood.
[01:42:32.519 --> 01:42:35.441]  I mean, windows were shot out, broken out.
[01:42:36.281 --> 01:42:41.705]  The police department, you know, they fired over 354 rounds inside the school.
[01:42:41.805 --> 01:42:43.066]  Our kids were still in there.
[01:42:43.586 --> 01:42:48.449]  But what I got to see is how they clean up and sanitize and decontaminate.
[01:42:49.110 --> 01:42:52.072]  You know, nobody will tell me who did that in Sandy Hook.
[01:42:52.990 --> 01:42:55.551]  I mean, Sandy Hook had three crime areas.
[01:42:55.631 --> 01:42:57.832]  Room 8, Room 10, and Room 9.
[01:42:58.133 --> 01:42:59.733]  Yep, they shot out the window.
[01:43:00.234 --> 01:43:08.698]  But nobody will tell me who the company is that the Newtown Public Schools contracted with to come in to sanitize and decontaminate.
[01:43:09.138 --> 01:43:10.359]  Why is that a secret?
[01:43:10.499 --> 01:43:12.700]  It's something that you should be doing by law.
[01:43:15.221 --> 01:43:16.262]  Continuing on the 16 points.
[01:43:18.997 --> 01:43:22.322]  This is one of my, this is the one that gets my attention.
[01:43:22.843 --> 01:43:35.340]  Newtown Police has a lieutenant and he's working in off-duty detail at a construction site less than two miles from the Sandy Hook Elementary School when they hear shots fired.
[01:43:36.221 --> 01:43:44.924]  Now you would assume somebody who's in management, law enforcement management, would automatically break away from his duty and respond to the school.
[01:43:45.484 --> 01:43:51.666]  Alex, that man stays at his off-duty job for over four hours and then he responds.
[01:43:52.246 --> 01:44:01.648]  But what people don't know, I read the police report, there was another female officer, female, and she left the duty side to go to the shooting.
[01:44:01.668 --> 01:44:03.369]  Now why would he not go?
[01:44:04.176 --> 01:44:14.703]  I mean, there are just so many questions, and I think they're coming at me, not just one time, because they send another two police officers a couple weeks later.
[01:44:14.723 --> 01:44:18.425]  They want me to stop asking these questions.
[01:44:18.525 --> 01:44:18.846]  Why?
[01:44:18.866 --> 01:44:21.647]  We're going to find out when we go up to Newtown.
[01:44:22.068 --> 01:44:24.569]  But why would a lieutenant not leave his duty?
[01:44:25.030 --> 01:44:28.352]  Another one is that, you know, the environmental.
[01:44:29.833 --> 01:44:36.315]  Newtown Public Schools, the Sandy Hook Elementary School, Alex, had the highest level of lead paint.
[01:44:36.895 --> 01:44:39.976]  They had the highest level of asbestos throughout the school.
[01:44:40.556 --> 01:44:46.998]  They had the highest level of PCP groundwater inside the school and around the school.
[01:44:47.479 --> 01:44:48.119]  And you know what?
[01:44:48.199 --> 01:44:58.022]  I've asked for the tri-annual asbestos inspections, which are required by a school district every three years by a certified outside contractor.
[01:44:58.482 --> 01:45:01.325]  They refused to hand over those inspection reports.
[01:45:02.546 --> 01:45:18.199]  And the district is required by law, Connecticut law, to let the parents know each school year of any hazardous materials that reside within the school because we don't want the children to have lifelong health issues.
[01:45:18.559 --> 01:45:21.281]  And there's a total cover-up of that, and then they've bulldozed the school now.
[01:45:21.701 --> 01:45:24.102]  They will not release any of the photos, any of the transcripts.
[01:45:24.443 --> 01:45:26.124]  There's clearly a massive cover-up here.
[01:45:26.484 --> 01:45:30.086]  What do you make of the green screen with Anderson Cooper down there on the ground?
[01:45:30.526 --> 01:45:36.230]  What do you make of the obvious staged interviews and multiple actors playing the part of multiple people?
[01:45:36.270 --> 01:45:37.531]  I mean, this is undoubted.
[01:45:38.131 --> 01:45:39.072]  Something's going on.
[01:45:39.372 --> 01:45:40.853]  Your best guesstimation
[01:45:41.733 --> 01:45:43.234]  Uh, of this is what?
[01:45:43.294 --> 01:45:44.095]  A drill?
[01:45:44.475 --> 01:45:46.457]  Which they told the world was a real shooting?
[01:45:46.517 --> 01:45:56.184]  I mean, uh, that's in Operation Northwood, the declassified plan by the Pentagon to commit mass shootings to blame the Soviets, but they never went ahead with it because Kennedy nixed the plan.
[01:45:56.704 --> 01:45:58.926]  So, so we know these ideas have been thought of before.
[01:45:59.366 --> 01:46:01.108]  We know this was their push to get the guns.
[01:46:01.588 --> 01:46:02.729]  I mean, we know that's the motive.
[01:46:02.789 --> 01:46:06.352]  We know they've staged other stuff, but I mean, I tell you, this is just so bold.
[01:46:06.892 --> 01:46:24.367]  Well, it's really bold when you talk about Anderson Cooper, because when you look at the breaking news, here's Anderson Cooper using supposedly a live feed with seven Connecticut State Troopers charging a school, and they made it pretend that it was Sandy Hook Elementary School.
[01:46:24.788 --> 01:46:29.532]  I mean, I actually thought these guys were storming in to try to neutralize the shooter.
[01:46:30.052 --> 01:46:32.553]  And then we find out it's not even the school.
[01:46:32.993 --> 01:46:35.853]  And they're using it to scare the living heck out of all of us.
[01:46:35.873 --> 01:46:36.434]  I mean, that's it.
[01:46:36.474 --> 01:46:38.234]  There's just fake video everywhere.
[01:46:38.574 --> 01:46:50.277]  Like I was watching this blue screen, not only his nose disappears, but when they cut to a wider shot, you can see some garbage that's blowing, and then it blows back again because they didn't loop the tape right.
[01:46:50.917 --> 01:46:52.999]  I mean, they just think we're total morons!
[01:46:53.079 --> 01:46:55.161]  I mean, I don't... I just don't even know what to say.
[01:46:55.521 --> 01:47:03.888]  I totally agree with you, and I've never seen all of the major news stations, all of the major news stations come out with so much misinformation.
[01:47:04.308 --> 01:47:06.250]  I want to know who gave him the script!
[01:47:06.750 --> 01:47:11.113]  Who told him that this mother of Adam Lanza worked there for 15 years?
[01:47:11.193 --> 01:47:11.414]  I mean,
[01:47:12.174 --> 01:47:14.775]  Who made up these scripts for all of these newscasters?
[01:47:14.815 --> 01:47:15.615]  Because you know what?
[01:47:15.976 --> 01:47:20.457]  Not one of those national television stations are asking what you and I are asking.
[01:47:20.477 --> 01:47:21.398]  That's right, that's right.
[01:47:21.418 --> 01:47:22.958]  16 simple questions.
[01:47:22.978 --> 01:47:29.841]  I want to go over the rest of the 16, but really looking at why I question it, because it's just undoubted that they're making stuff up.
[01:47:30.201 --> 01:47:32.302]  I just don't know, again, what's being made up.
[01:47:33.082 --> 01:47:34.142]  It's clearly they're lying.
[01:47:34.522 --> 01:47:35.583]  Clearly they have the motive.
[01:47:35.603 --> 01:47:41.045]  One of the biggest pieces of evidence is that Bloomberg had his social network folks ready two days before.
[01:47:41.837 --> 01:47:42.558]  Oh, absolutely.
[01:47:42.598 --> 01:47:43.599]  They had the website.
[01:47:43.639 --> 01:47:48.804]  There were websites up for donations, contributions, and memorandums.
[01:47:48.864 --> 01:47:51.026]  I mean, who does all that?
[01:47:51.106 --> 01:48:01.396]  I mean, I could see one or two being a mistake, but when you've got multiple, multiple people going online looking for money before the shooting, we have serious problems.
[01:48:01.456 --> 01:48:01.977]  That's right.
[01:48:01.997 --> 01:48:02.578]  You're right.
[01:48:03.178 --> 01:48:04.499]  I want to add something totally key here.
[01:48:04.599 --> 01:48:06.379]  Anderson Cooper is in the CIA.
[01:48:06.439 --> 01:48:07.040]  It's on record.
[01:48:07.120 --> 01:48:08.120]  Was in the CIA.
[01:48:08.680 --> 01:48:10.501]  Comes from a major robber baron family.
[01:48:11.041 --> 01:48:13.322]  And it's been pointed out even in international news.
[01:48:13.803 --> 01:48:20.085]  He put out the fake Syrian murder videos.
[01:48:22.526 --> 01:48:24.707]  He put out a bunch of other fake hoaxes.
[01:48:25.127 --> 01:48:28.469]  And so he's the guy that runs the hoaxes at CNN.
[01:48:29.460 --> 01:48:39.759]  So, because obviously it's compartmentalized in those operations, so it's very fitting that he's quarterbacking the disinfo and that CNN put out the official talking points day one.
[01:48:40.649 --> 01:48:52.958]  Well, I hope at the end of the day that we find the truth about Sandy Hook, and I'm gonna tell you what, Anderson Cooper, CNN, and every one of those major networks, boy, I'm gonna tell you what, they need to apologize to the American people.
[01:48:53.439 --> 01:48:58.362]  Because Alex, I'm telling you, I'm a naturalized US citizen, and I pray to God that I'm wrong.
[01:48:58.382 --> 01:49:09.851]  I mean, my wife is so mad at me for doing what I'm doing today, I mean, it's almost costing me a marriage, but I'll tell you what, if I am wrong, I'm willing to tear up my naturalization papers, because
[01:49:10.391 --> 01:49:13.974]  I've embarrassed America and all those people that believe in me right now.
[01:49:14.454 --> 01:49:18.957]  I wouldn't want to be an American if I lied to them or accusing America of fraud.
[01:49:18.977 --> 01:49:20.899]  Well it's not America, it's criminal elements.
[01:49:20.939 --> 01:49:32.907]  We're showing right now famous 1990, 1991 fake video that CNN admit was totally fake where they claim that they were being attacked in Saudi Arabia by Scud missiles and they were in Atlanta on the roof.
[01:49:33.287 --> 01:49:35.389]  I mean they've been doing this for a long time is the point.
[01:49:36.921 --> 01:49:47.791]  Yeah, but I believe that if we come together as Americans and we really focus on Sandy Hook and we find the truth, and the only way we're going to do that, Alex, we're going to go to Newtown.
[01:49:47.851 --> 01:49:49.692]  We're going to get people to raise their right hand.
[01:49:49.712 --> 01:49:51.914]  We're going to file a class action lawsuit.
[01:49:52.375 --> 01:49:55.037]  And the government is not expecting us to do that.
[01:49:55.438 --> 01:49:59.441]  But until we get them to raise their right hand, nothing's ever going to happen.
[01:49:59.481 --> 01:50:01.323]  We're going to talk about it forever and ever.
[01:50:02.465 --> 01:50:06.516]  We need to go, we need to hold them accountable, and people need to go to jail.
[01:50:07.671 --> 01:50:07.971]  I agree.
[01:50:07.991 --> 01:50:08.732]  Let's go over the rest.
[01:50:08.772 --> 01:50:09.592]  We're coming back to break.
[01:50:09.612 --> 01:50:12.874]  But I want to get over your other 16 points and what your battle plan is.
[01:50:12.934 --> 01:50:15.075]  But I understand you see lies.
[01:50:15.155 --> 01:50:17.396]  You've got to tell the truth, even though it's hard.
[01:50:18.137 --> 01:50:20.038]  But in the beginning, a patriot's a scarce man.
[01:50:20.078 --> 01:50:24.400]  But in the end, Tim adjoined him because then it costs nothing to be a patriot, as Mark Twain said.
[01:50:24.420 --> 01:50:27.101]  To paraphrase, I mean, look, I don't want to come out.
[01:50:27.422 --> 01:50:29.142]  The Boston bombing, we sent reporters.
[01:50:29.483 --> 01:50:30.583]  It was staged as well.
[01:50:30.723 --> 01:50:31.184]  No doubt.
[01:50:32.104 --> 01:50:33.225]  We had the FBI and
[01:50:34.665 --> 01:50:37.266]  Obama's people, the Secret Service, threatened our reporter.
[01:50:37.806 --> 01:50:38.906]  We proved that was a drill.
[01:50:39.786 --> 01:50:41.187]  I mean, they're running hoaxes, folks.
[01:50:42.287 --> 01:50:44.127]  And it is extremely dangerous.
[01:50:44.327 --> 01:50:45.828]  And I don't like having to do this either.
[01:50:46.708 --> 01:50:48.468]  But I mean, look, these people have got to be stopped.
[01:50:49.569 --> 01:50:53.029]  And if they'll stage Boston bombing and Sandy Hook, they will do anything.
[01:50:53.490 --> 01:50:57.431]  The good news is, most people I've seen do not believe Sandy Hook.
[01:50:57.551 --> 01:50:58.791]  I think it really blew up in their face.
[01:50:58.811 --> 01:50:59.211]  Stay with us.
[01:51:02.665 --> 01:51:06.747]  When you need it the most, will your generator, power equipment, or vehicle be ready?
[01:51:06.887 --> 01:51:09.328]  Gas and diesel fuels go bad quickly when stored.
[01:51:09.468 --> 01:51:14.150]  And more than half of generator failures during disasters occur as a result of expired fuel.
[01:51:14.290 --> 01:51:18.272]  PRI Fuel Stabilizers keep your fuel fresh for when you need it most.
[01:51:18.392 --> 01:51:24.295]  Nuclear power stations, emergency service providers, and ships at sea rely on PRI Fuel Stabilizers.
[01:51:25.115 --> 01:51:26.956]  You can too.
[01:51:26.976 --> 01:51:32.117]  Call 888-776-9373 or visit priproducts.com to find the dealer nearest you.
[01:51:32.677 --> 01:51:36.338]  Clean water at home, clean water at the office, clean water on the go.
[01:51:36.598 --> 01:51:42.500]  The Berkey Guy has a Berkey water filtration model for anywhere you are and one that fits any budget.
[01:51:42.860 --> 01:51:45.661]  Thousands of satisfied customers can't be wrong.
[01:51:46.001 --> 01:51:49.202]  For free shipping within the U.S., go to goberkey.com.
[01:51:49.542 --> 01:51:50.243]  Or call 877-886-3653.
[01:51:50.283 --> 01:51:50.704]  That's 877-886-3653.
[01:51:50.744 --> 01:51:51.946]  Helping thousands prepare since 2005.
[01:51:52.126 --> 01:51:52.387]  Goberky.com.
[01:52:02.649 --> 01:52:05.112]  It's that time of year again, and you know what that means.
[01:52:05.452 --> 01:52:06.553]  Cold and flu season.
[01:52:06.573 --> 01:52:07.634]  But don't worry.
[01:52:07.815 --> 01:52:12.219]  HerbalHealer.com has you and your loved ones covered with our safe and natural products.
[01:52:12.639 --> 01:52:22.069]  Cold and flu fighters like beta-glucans, olive leaf antiviral capsules, grapefruit seed extract, HHA 4-herb capsules, elderberry power, and Respirate.
[01:52:22.429 --> 01:52:24.712]  And don't forget about oregosillin for the lungs.
[01:52:24.992 --> 01:52:27.695]  Normally $34.95, on sale now for only $25.
[01:52:28.036 --> 01:52:31.820]  Vitamin D3 120 count soft gels, only $9.
[01:52:32.921 --> 01:52:36.705]  Whole body and homeopathic detoxes for the lungs, kidneys, liver, lymph and brain.
[01:52:37.006 --> 01:52:38.868]  Normally $26.95, now just $20.
[01:52:38.968 --> 01:52:45.215]  HerbalHealer.com also offers correspondence courses to teach you how to handle your health naturally.
[01:52:45.675 --> 01:52:49.898]  And as always, new customers get a free 128-page catalog with your order.
[01:52:50.118 --> 01:52:55.781]  Visit HerbalHealer.com and click the Winter Specials button to save on our natural cold and flu-fighting products.
[01:52:56.061 --> 01:53:01.104]  HerbalHealer.com, healing the world with nature, one person at a time, since 1988.
[01:53:01.244 --> 01:53:04.626]  Hi folks, Alex Jones here with some important information.
[01:53:04.886 --> 01:53:06.647]  I want to tell you about Matt Redhaugh.
[01:53:06.847 --> 01:53:09.769]  In his team of patriots over at My Patriot Supply.
[01:53:10.009 --> 01:53:17.895]  Several years ago, Matt was sitting in his two-bedroom apartment, frustrated with the direction this country was headed and the charlatans willing to sell us out for a quick buck.
[01:53:18.135 --> 01:53:22.439]  Deciding to take action, a company run by patriots for patriots was born.
[01:53:22.659 --> 01:53:26.482]  My Patriot Supply has never taken a loan or accepted outside funding.
[01:53:26.622 --> 01:53:32.306]  They now operate two distribution facilities and employ over 50 hard-working American men and women.
[01:53:32.566 --> 01:53:35.348]  It is rare to find companies who practice what they preach.
[01:53:35.728 --> 01:53:40.951]  And that's why I stock my pantry with high-quality storable foods from MyPatriotSupply.
[01:53:41.091 --> 01:53:49.215]  Go to MyPatriotSupply.com forward slash Alex today for special offers on emergency food storage or call their preparedness specialist at 866-229-0927.
[01:53:49.275 --> 01:53:49.555]  That's 866-229-0927.
[01:53:49.595 --> 01:53:52.457]  Do business with someone who shares your values.
[01:53:52.477 --> 01:53:53.438]  MyPatriotSupply.com slash Alex.
[01:54:08.720 --> 01:54:11.261]  Every morning at the mine you could see him arrive.
[01:54:11.301 --> 01:54:13.303]  He stood six foot six and weighed 245.
[01:54:13.703 --> 01:54:17.145]  Kind of broad at the shoulder and narrow at the hip.
[01:54:17.225 --> 01:54:21.568]  And everybody knew you didn't give no lip to Big John.
[01:54:22.128 --> 01:54:24.430]  Big John.
[01:54:24.890 --> 01:54:27.231]  Big John.
[01:54:27.712 --> 01:54:30.133]  Big Bad John.
[01:54:30.593 --> 01:54:31.674]  Big John.
[01:54:33.766 --> 01:54:45.402]  Nobody seemed to know where John called home He just drifted into town and stayed all alone Didn't say much, kinda quiet and shy But if he spoke at all, he just said hi to Big John
[01:54:47.665 --> 01:54:59.451]  Somebody said he came from New Orleans where he got in a fight over a Cajun queen and a crashing blow from a huge right hand sent a Louisiana fella to the promised land, Big John.
[01:54:59.691 --> 01:55:02.272]  Monday through Friday, 11am to 2pm.
[01:55:03.273 --> 01:55:05.314]  This is almost suicidal radio, folks.
[01:55:05.334 --> 01:55:07.094]  I mean, we are like kamikazes here.
[01:55:07.114 --> 01:55:08.975]  The system is out of control.
[01:55:09.396 --> 01:55:10.656]  We believe everything we're saying.
[01:55:10.816 --> 01:55:14.718]  I can tell Wolfgang believes what he's saying and the info he's got checks out with ours.
[01:55:14.798 --> 01:55:15.719]  I can hear he's freaked out.
[01:55:16.559 --> 01:55:17.500]  You should be freaked out.
[01:55:17.520 --> 01:55:21.362]  I've interviewed the head of the K-9 unit from Oklahoma City.
[01:55:21.382 --> 01:55:26.024]  He was the second cop to respond with cop of the year that drug out a bunch of people who they killed.
[01:55:26.084 --> 01:55:27.445]  Terrence Yakey in Oklahoma City.
[01:55:28.006 --> 01:55:31.748]  The FBI walked in and said you keep investigating this, you and your wife are dead.
[01:55:31.768 --> 01:55:39.032]  And I said on air, I said name the names and he turned white and gulped and Don Browning and he said the names on air.
[01:55:41.109 --> 01:55:43.950]  He was a Marine Corps combat vet, and folks, he started shaking a little bit.
[01:55:43.990 --> 01:55:47.010]  Because, you know, when the FBI comes in and says, we'll kill you and your wife, boy!
[01:55:47.031 --> 01:55:51.312]  Let me tell you, you learn what this government really is real quick.
[01:55:52.272 --> 01:55:53.612]  You stop being so naive.
[01:55:57.393 --> 01:55:58.833]  I'm not saying the whole FBI is bad.
[01:55:58.873 --> 01:55:59.434]  Most of them aren't.
[01:55:59.454 --> 01:56:00.534]  It's compartmentalized.
[01:56:00.834 --> 01:56:02.934]  They've used national security to set this up.
[01:56:03.455 --> 01:56:04.615]  And they staged Sandy Hook.
[01:56:04.675 --> 01:56:05.755]  I don't know how much of it.
[01:56:06.095 --> 01:56:07.256]  I don't know exactly what went on.
[01:56:07.556 --> 01:56:08.196]  I just know it's fake.
[01:56:11.377 --> 01:56:14.078]  And they've done it before, but this is bold.
[01:56:14.238 --> 01:56:15.418]  And they came after our guns.
[01:56:15.458 --> 01:56:17.259]  And Wolfgang, we've got you for five more minutes.
[01:56:17.279 --> 01:56:19.960]  I want to invite you back for a full hour soon or more.
[01:56:19.980 --> 01:56:20.860]  Thanks a lot.
[01:56:21.220 --> 01:56:22.701]  Well, let me leave you with this one.
[01:56:22.761 --> 01:56:26.722]  And remember I said, parents, visualize that's your child in there.
[01:56:28.070 --> 01:56:37.096]  I couldn't believe that within three hours of the first shots fired, with everybody responding, the incident commander is ordering port-a-potties.
[01:56:37.316 --> 01:56:38.317]  I mean, think about this.
[01:56:38.337 --> 01:56:42.019]  They're ordering port-a-potties for Sandy Hook Elementary School.
[01:56:42.420 --> 01:56:44.141]  It took me a week to figure it out.
[01:56:44.281 --> 01:56:48.924]  I called the port-a-potty company, and I talked to the lady, and I said, who ordered it?
[01:56:49.024 --> 01:56:49.965]  When were they ordered?
[01:56:50.285 --> 01:56:52.406]  Well, we're not allowed to give out that information.
[01:56:52.486 --> 01:56:55.188]  We're directed by the police not to respond to those crimes.
[01:56:55.208 --> 01:56:55.789]  And let me stop you.
[01:56:55.809 --> 01:56:57.750]  What about them bringing the kids back into the crime scene?
[01:56:58.390 --> 01:56:59.311]  Oh, absolutely!
[01:56:59.531 --> 01:57:01.072]  Why would they ever do that?
[01:57:01.632 --> 01:57:02.012]  You know?
[01:57:02.432 --> 01:57:14.919]  And, uh... But the big thing, Alex, here with the port-a-potty... Here, we have... There's somebody at the command center that morning who's thinking about port-a-potties, but he's not ordering the trauma helicopters.
[01:57:15.179 --> 01:57:18.841]  He's not letting the paramedics in the ER... No, it was a PR carnival!
[01:57:20.689 --> 01:57:22.472]  And then they're ordering lunch.
[01:57:22.572 --> 01:57:24.254]  I mean, you can see the police vehicles.
[01:57:24.615 --> 01:57:28.320]  Who eats lunch when you have a mass casualty?
[01:57:28.701 --> 01:57:32.566]  I would be vomiting and in the bathroom breaking down and crying.
[01:57:33.400 --> 01:57:43.644]  Well, at least they got port-a-potty so when they're eating their lunch during a massive killing, it just, you know what, it just, it just angers me and every American will get angry about this and they need to be.
[01:57:43.664 --> 01:57:48.286]  By the way, I've seen car wrecks with dead people where I pulled over to help folks that wrecked and I did vomit.
[01:57:48.626 --> 01:57:52.528]  I couldn't imagine having a six-year-old daughter seeing a bunch of dead five and six-year-olds.
[01:57:52.628 --> 01:57:54.569]  I guarantee you, I wouldn't be eating lunch.
[01:57:55.495 --> 01:57:58.316]  Well, you know what, Alex, you and I are on the same page.
[01:57:58.416 --> 01:58:00.898]  It just, you know, America just needs to see it.
[01:58:01.178 --> 01:58:03.399]  It's not, don't listen to what my opinion is.
[01:58:04.099 --> 01:58:06.560]  What I'm saying today is what's in the police report.
[01:58:06.901 --> 01:58:08.601]  You have to read what they say.
[01:58:08.942 --> 01:58:12.783]  And think about the two children that were transported to Danbury Hospital.
[01:58:13.104 --> 01:58:15.045]  They died at Danbury Hospital.
[01:58:15.285 --> 01:58:15.945]  But you know what?
[01:58:16.005 --> 01:58:17.466]  Nobody asked, how did they get there?
[01:58:17.866 --> 01:58:19.507]  When we come back, we got five more minutes.
[01:58:19.887 --> 01:58:24.129]  Tell us about putting the kids back in the rooms after the supposed shooting.
[01:58:25.473 --> 01:58:28.375]  And then bulldozing the whole building with armed guards around it?
[01:58:28.435 --> 01:58:30.516]  I mean, man, they are covering stuff up, folks.
[01:58:30.597 --> 01:58:32.198]  I mean, they are acting super suspicious.
[01:58:32.678 --> 01:58:35.520]  I was a cop and I was driving down the street and some guy sees me and runs.
[01:58:35.940 --> 01:58:36.861]  That's probable cause.
[01:58:37.201 --> 01:58:37.901]  Why is he running?
