[00:00:00.009 --> 00:00:00.814]  Alex Jones Show!
[01:31:45.336 --> 01:31:47.216]  Visit InfoWarsLife.com today.
[01:31:47.376 --> 01:31:48.717]  See the informational videos.
[01:31:48.937 --> 01:31:50.777]  Read the information there compiled.
[01:31:50.897 --> 01:31:55.719]  And for a limited time, when you use promo code NOW at checkout, you get an additional
[01:31:55.919 --> 01:31:59.102]  When you're out on the road, the last place you want to be is on the road.
[01:31:59.122 --> 01:32:03.505]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[01:32:03.525 --> 01:32:04.766]  There's a place down in Tennessee
[01:32:26.124 --> 01:32:37.157]  Well they make blue diamond gusset jeans They sew pride in every stitch Guarantee you'll love the way they fit
[01:32:39.267 --> 01:32:50.812]  We turn jeans inside out.
[01:32:51.092 --> 01:32:52.593]  Diamond Gusset Jeans.
[01:32:52.873 --> 01:32:55.434]  Made in the USA with unparalleled quality.
[01:32:55.754 --> 01:33:02.017]  Our Defender Motorcycle Jeans combine Gusset comfort with Kevlar protection, so you can ride all day with confidence.
[01:33:02.377 --> 01:33:04.578]  Order yours at gusset.com.
[01:33:05.078 --> 01:33:06.519]  Diamond Gusset Jeans.
[01:33:06.659 --> 01:33:07.099]  Got it.
[01:33:07.459 --> 01:33:08.260]  Others don't.
[01:33:21.465 --> 01:33:26.149]  Live from the Infowars.com studios, it's Alex Jones.
[01:33:29.092 --> 01:33:46.367]  All I want is to have a safe and secure constitutional republic not overrun by criminal bureaucracies, agencies and foreign corporations that would suppress the free market and private property rights and religious rights and cultural rights because it gets in the way of their business models.
[01:33:47.571 --> 01:33:53.135]  We're looking at a worldwide fascist model using socialism to domesticate the population.
[01:33:53.195 --> 01:33:56.438]  That's the real political science angle.
[01:33:56.858 --> 01:34:00.241]  When you read Carol Quigley's books and other globalists, they admit that.
[01:34:01.202 --> 01:34:02.763]  They want totalitarianism.
[01:34:04.224 --> 01:34:05.485]  They don't want a free market.
[01:34:06.526 --> 01:34:07.807]  They don't want prosperity.
[01:34:07.847 --> 01:34:09.328]  They don't want you to be successful.
[01:34:09.869 --> 01:34:14.012]  They're the opposite of Americana, the opposite of Renaissance, the opposite of freedom.
[01:34:15.370 --> 01:34:25.594]  And Joel Gilbert, we were the number one seller of his last film that we still sell, Dreams of Obama's Real Father, that if you haven't seen it, it's just unbelievable.
[01:34:25.634 --> 01:34:29.376]  My parents said that it was one of the most powerful documentaries they ever saw.
[01:34:29.396 --> 01:34:37.659]  They thought it was preposterous what he was saying when they heard him on air, but my dad came by and got one of them and went home and watched it last year or two years ago when it came out and was blown away.
[01:34:37.999 --> 01:34:40.200]  Well, There's No Place Like Utopia is his new film.
[01:34:40.220 --> 01:34:42.061]  He had a successful theater run.
[01:34:42.481 --> 01:34:44.162]  It comes out officially next month.
[01:34:45.535 --> 01:34:49.038]  Right for the midterm elections, but we have it first in stock.
[01:34:49.078 --> 01:34:50.138]  Came in a few days ago.
[01:34:50.158 --> 01:34:51.439]  We are the exclusive.
[01:34:51.860 --> 01:34:52.720]  He just gave it to us.
[01:34:52.740 --> 01:34:53.401]  He said, you know what?
[01:34:53.441 --> 01:34:56.003]  You were such a big number one seller of it last time.
[01:34:56.023 --> 01:35:00.166]  I'm going to give it to you first to sell with pre-orders.
[01:35:00.950 --> 01:35:01.951]  But it's not a pre-order.
[01:35:02.111 --> 01:35:03.132]  We're shipping it now.
[01:35:03.172 --> 01:35:04.012]  We're authorized to.
[01:35:04.432 --> 01:35:05.253]  He's on next week.
[01:35:05.773 --> 01:35:07.394]  So there's no place like Utopia.
[01:35:08.055 --> 01:35:13.439]  On the cover, it's got Obama looking at the public with an American flag in his hand and a hammer and sickle to his back.
[01:35:14.299 --> 01:35:20.323]  And it's great to show young people, great to show progressives, great to show mainline conservatives, libertarians.
[01:35:21.404 --> 01:35:26.087]  It's kind of like Dinesh D'Souza's new film, that they put him in prison over or basically arrested him over.
[01:35:28.028 --> 01:35:29.690]  He's in a halfway house right now.
[01:35:31.052 --> 01:35:33.815]  But it's much more hardcore, and it needs to be seen.
[01:35:34.176 --> 01:35:38.180]  So it's available exclusively at InfoWarsStore.com.
[01:35:38.320 --> 01:35:44.167]  And we're not like NPR that gets 400-plus million of taxpayer money a year and then begs for money locally.
[01:35:44.487 --> 01:35:49.152]  We just sell high-quality products, films, books, t-shirts, supplements, water filtration systems.
[01:35:51.134 --> 01:35:55.056]  Made in America knives, stuff that I like, stuff I use.
[01:35:55.076 --> 01:36:00.759]  I mean, I'll go out and use a little cook stove that I buy for camping and I'll go, I really like this cook stove.
[01:36:01.019 --> 01:36:04.461]  Buy 5,000 of them and we can sell it at the lowest price out there.
[01:36:05.162 --> 01:36:06.442]  Or I like this dash cam.
[01:36:07.243 --> 01:36:12.385]  Get us a deal with these and buy 10,000 of them and get me the lowest price available and we'll even undercut Amazon.
[01:36:13.946 --> 01:36:17.728]  That's what you've got at InfoWarsStore.com.
[01:36:18.068 --> 01:36:18.929]  It's true free market.
[01:36:20.407 --> 01:36:23.349]  That's why we're able to sell you this film first, because we sold the most of it.
[01:36:25.290 --> 01:36:26.510]  Yeah, where's Amazon right now?
[01:36:26.590 --> 01:36:32.353]  Sorry, unable to have it because we're even defeating them in our own little microcosm with the free market.
[01:36:32.373 --> 01:36:33.474]  It's a wondrous thing.
[01:36:33.894 --> 01:36:39.937]  So get There's No Place Like Utopia, a Joel Gilbert film, available at InfoWarsStore.com or 888-253-3139.
[01:36:39.957 --> 01:36:42.118]  And a subdivision of InfoWarsStore.com is InfoWarsLife.com.
[01:36:47.588 --> 01:37:02.739]  We have the DNA force that Dr. Group and others say with the CoQ10 systematic enzymes and the astrologist's route and the bio-enhanced palm granite extract, Tibetan
[01:37:03.979 --> 01:37:06.541]  Extracts, just a whole bunch of key things in there.
[01:37:07.381 --> 01:37:12.044]  Vegan Zyme, Bio PQQ, the true organic sources of this.
[01:37:12.544 --> 01:37:19.227]  We can even make claims about this stuff, but it's all been vetted by the lawyers and the rest of it at InfoWarsLife.com.
[01:37:19.708 --> 01:37:26.071]  What's patented, trademarked, certified, proven in DNA Force, a true nutraceutical.
[01:37:26.371 --> 01:37:31.314]  What it does for the telomeres, what it does for the mitochondrial DNA.
[01:37:32.763 --> 01:37:35.365]  What it does for everything and the immune system.
[01:37:35.765 --> 01:37:41.609]  DNA force isn't the only place I stop for my immune system and bolstering my natural defenses.
[01:37:41.970 --> 01:37:45.892]  We have the X2 True Deep Earth Crystal Source that nobody else has.
[01:37:45.952 --> 01:37:49.815]  Nascent Iodine that just supercharges my body across the board.
[01:37:50.295 --> 01:37:52.217]  So many people are deficient.
[01:37:52.737 --> 01:37:55.759]  The FDA has lowered what the allowance is to almost nothing.
[01:37:56.159 --> 01:37:58.281]  Well, I take Survival Shield three times a day.
[01:37:58.701 --> 01:37:59.902]  Super male vitality.
[01:37:59.982 --> 01:38:01.384]  Super female vitality.
[01:38:01.904 --> 01:38:02.865]  The lung cleanse.
[01:38:03.566 --> 01:38:08.551]  Other herbal stuff for the throat and lungs is just watery crud, folks.
[01:38:09.112 --> 01:38:10.553]  This is like thick oil.
[01:38:11.442 --> 01:38:16.266]  The only problem is you've got to clean out the spray bottle top sometimes after you've been using it because it's so thick.
[01:38:17.087 --> 01:38:28.796]  It aerosolizes really good when it's new, but you've got to clean it out because it's just a whole bunch of organic concentrated herbs that are known for your health and known for cleansing and known for the immune system.
[01:38:29.057 --> 01:38:30.057]  So get the Lung Cleanse.
[01:38:30.097 --> 01:38:32.539]  Great when you're traveling on airplanes, you name it.
[01:38:32.559 --> 01:38:33.420]  Great for singers.
[01:38:33.800 --> 01:38:36.483]  Whenever I've got a sore throat and can't talk, boom, Lung Cleanse.
[01:38:36.903 --> 01:38:39.345]  Infowarslife.com or 888.
[01:38:40.826 --> 01:38:41.166]  2-5-3-3-1-3-9.
[01:38:43.027 --> 01:38:53.411]  And lastly, for a limited time, 5% off everything on InfoWarsLife.com, the OxyPowder, the Flush Out Your Guts, you name it, for the immune system.
[01:38:53.831 --> 01:39:00.633]  InfoWarsLife.com, 5% off with the promo code N-O-W.
[01:39:01.053 --> 01:39:06.415]  At checkout, N-O-W, 5% off the already high quality discounted products.
[01:39:06.615 --> 01:39:06.956]  That's 5% off
[01:39:08.576 --> 01:39:09.996]  Some of the specials that are already there.
[01:39:10.016 --> 01:39:13.557]  A lot of it already has huge discounts and huge sales going.
[01:39:13.998 --> 01:39:15.978]  5% already on all the products.
[01:39:16.078 --> 01:39:17.378]  Silver Bullet, you name it.
[01:39:18.019 --> 01:39:19.939]  Occupower, that's sold out.
[01:39:20.359 --> 01:39:24.160]  Infowarslife.com or 888-253-3139.
[01:39:24.880 --> 01:39:27.001]  Please support our local AM and FM affiliates as well.
[01:39:27.381 --> 01:39:28.461]  Support their sponsors.
[01:39:28.861 --> 01:39:30.202]  Spread the word about the broadcast.
[01:39:31.267 --> 01:39:39.612]  And visit stevepachinick.com if you want to read his in-depth articles that he writes on a daily basis about things that are happening geopolitically.
[01:39:39.972 --> 01:39:42.434]  All right, Dr. Pachinick, again, thank you for joining us.
[01:39:43.214 --> 01:39:50.218]  We're going to tweet your website out again right now at Real Alex Jones for folks to get the inside take from your perspective on what's happening.
[01:39:50.698 --> 01:39:54.641]  In the 12 minutes we've got left before break, I want to give you the floor.
[01:39:55.521 --> 01:39:59.384]  To break down more on ISIS, where Obama's going.
[01:40:00.125 --> 01:40:01.526]  We are seeing a global awakening.
[01:40:01.606 --> 01:40:02.847]  Is it happening fast enough?
[01:40:03.228 --> 01:40:05.670]  What do you think the political class is going to do?
[01:40:06.751 --> 01:40:08.172]  What's happening with Russia?
[01:40:08.532 --> 01:40:12.596]  What's happening with the runs on the stock markets worldwide?
[01:40:12.936 --> 01:40:14.978]  With the implosion on the U.S.
[01:40:15.018 --> 01:40:15.598]  Treasuries?
[01:40:16.399 --> 01:40:18.301]  What is this signifying, Dr. Pachinik?
[01:40:19.502 --> 01:40:34.475]  Well, let me just say, thank you for the opportunity, let me just say the good news is that our intelligence and military apparatus has effectively run a very effective and sophisticated economic warfare against Russia.
[01:40:35.876 --> 01:40:47.906]  And what was done was basically we lowered the value of the ruble by 30 to 40 percent, we decreased Russia's bond rating, and now that the price of oil was literally
[01:40:48.693 --> 01:40:49.213]  I think?
[01:41:06.984 --> 01:41:08.605]  He has to return from the border.
[01:41:08.625 --> 01:41:10.366]  He's pulling back his soldiers.
[01:41:10.646 --> 01:41:19.871]  So, from an economic, from a battle point of view, we've really created a new kind of warfare, which has been very effective, and that's economic warfare.
[01:41:20.252 --> 01:41:28.336]  And you can thank the military and the intelligence community for effectively running it for well over a year and quietly succeeding.
[01:41:29.099 --> 01:41:30.560]  And Putin has nothing.
[01:41:30.781 --> 01:41:34.324]  He is basically now very vulnerable to be taken over.
[01:41:34.344 --> 01:41:43.232]  There is possibly another KGB putsch in the Kremlin or FSB or whoever might be there, but basically Putin has failed.
[01:41:43.672 --> 01:41:44.673]  Russia has failed.
[01:41:45.615 --> 01:41:50.419]  And commonly, China is a very serious economic problem.
[01:41:50.679 --> 01:42:04.048]  And what you're seeing in Hong Kong is that China has lowered its growth rate, which was absolutely evaluated at a very high number, at 6 to 7 percent normally, or 12 percent.
[01:42:04.529 --> 01:42:11.814]  So basically what it is right now, 3 percent, which in effect, for 1.5 billion people, means that there's no growth in China.
[01:42:12.483 --> 01:42:34.351]  And China has a very serious problem where they now have spent hundreds of billions of dollars and I think President Xi has made a very serious mistake economically to invest that hundred billion into basically four banks which will fund a very speculative real estate market in China which is about to collapse.
[01:42:34.451 --> 01:42:38.532]  So China is now in a deflationary, in a depressive mood.
[01:42:39.341 --> 01:42:43.985]  Russia is in a depressive mood and now we get to the issue of what you have always said.
[01:42:44.025 --> 01:42:46.547]  We've talked about socialism does not work.
[01:42:47.248 --> 01:42:54.814]  Proof of the pudding is EU is completely deflated and heading into a serious economic depression.
[01:42:55.154 --> 01:42:58.557]  And hopefully, from my point of view, we'll break up.
[01:42:59.045 --> 01:43:10.876]  The EU was never intended to be coagulated into one unit or conflated into one unit, because it was a very poor attempt by France to control the German economy.
[01:43:11.297 --> 01:43:20.065]  And the Germans, as usual, came out of this economic malaise with force, figure, and technology, and therefore France.
[01:43:20.615 --> 01:43:24.476]  That's the fault that France's rating, bond rating will go down.
[01:43:24.496 --> 01:43:29.377]  Hollandaise will probably be thrown out and supplanted by Sarkozy.
[01:43:29.397 --> 01:43:31.278]  But France is now in the free fall.
[01:43:31.718 --> 01:43:33.898]  The euro is falling to 125.
[01:43:33.958 --> 01:43:38.119]  It may go down to 115 and 10 against the dollar.
[01:43:38.259 --> 01:43:40.480]  So Spain, Italy, Portugal.
[01:43:41.141 --> 01:43:48.752]  France and the rest of the European countries have a very serious unemployment rate, collectively, of over 25%.
[01:43:49.633 --> 01:43:52.757]  And the age is between 15 to 28 and 29.
[01:43:52.817 --> 01:43:56.723]  That's the working age, and they cannot provide work.
[01:43:57.273 --> 01:44:09.438]  The socialism and the health care system have not been effective in all of Europe and therefore each country now has to decide whether they want to abide by the austerity plan or not.
[01:44:09.578 --> 01:44:15.241]  My suspicion is that eventually unemployment will be the key factor for the breakup of Europe.
[01:44:15.381 --> 01:44:17.422]  There was no reason to have a supra
[01:44:18.112 --> 01:44:18.893]  We're good to go.
[01:44:38.100 --> 01:44:52.712]  The most important thing that happened from an economic point of view that was good news on behalf of America was something that was not covered and that was one of the tankers that came out of Texas, your great state, was the Singaporean tanker
[01:44:53.479 --> 01:44:54.459]  We're good to go.
[01:45:22.325 --> 01:45:25.187]  All countries in the world, so we are self-sufficient.
[01:45:25.807 --> 01:45:33.892]  Economically, even though we don't look as if we're doing well right now, we will rebound for the simple reason that you and I have always said.
[01:45:34.313 --> 01:45:38.335]  We are an entrepreneurial country where we can turn around on a dime.
[01:45:38.435 --> 01:45:41.917]  We can create a business in four days or four hours.
[01:45:42.057 --> 01:45:49.242]  And as you said, even though we have to pay the taxes or we can avoid the taxes, we know how to create businesses, which is very
[01:45:49.901 --> 01:45:51.723]  Similar from the rest of the world.
[01:45:52.223 --> 01:45:55.666]  So, from that point of view, we're doing very well.
[01:45:55.727 --> 01:45:58.049]  We will rebound on the stock market.
[01:45:58.569 --> 01:46:00.131]  It needed a correction.
[01:46:00.431 --> 01:46:07.718]  Actually, the next two weeks will be the most important two weeks where we will see that rebounding element and it will come into a new segment.
[01:46:08.338 --> 01:46:12.842]  Oil and gas and energy will no longer be the primary drivers of our economy.
[01:46:13.242 --> 01:46:23.150]  It will probably be the game changers like innovation, e-systems or anything dealing with the internet and information capacity.
[01:46:23.270 --> 01:46:27.754]  All right, let me just stop you for just a moment because oil exploration is at all-time highs here in the U.S.
[01:46:28.154 --> 01:46:31.697]  As you know, we're the number one producer and exporter now in the world.
[01:46:31.757 --> 01:46:33.918]  That only seems to be gearing up, so I don't
[01:46:34.949 --> 01:46:40.171]  I don't understand your perspective there on that won't be central anymore.
[01:46:40.211 --> 01:46:41.731]  It looks to me like it's getting more central.
[01:46:42.011 --> 01:46:43.112]  I'm not disagreeing with you.
[01:46:43.132 --> 01:46:45.193]  I know that we're on the cutting edge of technology.
[01:46:45.713 --> 01:46:49.874]  But it's the overall point that we're doing well, we're doing good.
[01:46:50.214 --> 01:46:53.816]  I get that China is a criminal, psychopathic group that's running it.
[01:46:53.916 --> 01:46:57.117]  I get that Russia is a bunch of failed mobsters running it.
[01:46:57.517 --> 01:47:03.399]  But it doesn't mean that I agree with George Soros, you know, in there overthrowing Ukraine and starting stuff with Russia.
[01:47:03.959 --> 01:47:05.700]  To then force it into an implosion.
[01:47:06.160 --> 01:47:09.741]  It's the worldview that we do well and everybody else does bad.
[01:47:09.761 --> 01:47:12.242]  I'd buy into that maybe.
[01:47:12.262 --> 01:47:14.923]  At least intellectually I would understand it.
[01:47:15.443 --> 01:47:24.926]  If they weren't trying to shut down the free market here, jack up taxes here, I would get a predatory view if the super predators didn't prey on us.
[01:47:25.566 --> 01:47:29.267]  So I don't even buy into there's three power blocks.
[01:47:29.327 --> 01:47:30.368]  It's more like globalist.
[01:47:31.460 --> 01:47:37.063]  Feeding and manipulating, like, you know, chaos or specter over the whole operation.
[01:47:37.423 --> 01:47:39.404]  And I see America losing the moral high ground.
[01:47:39.684 --> 01:47:47.168]  I mean, I see our military saying no to Obama, wanting to back Al-Qaeda openly in Syria, but they still ends up happening just by changing the name.
[01:47:47.888 --> 01:47:56.173]  So, whereas I do see a lot of virtue in the military compared to the general public, who doesn't even know what planet they're on, I see the, you know, our salvation and destruction.
[01:47:56.213 --> 01:47:57.293]  The seeds are both there.
[01:47:58.434 --> 01:47:59.654]  So I get your perspective.
[01:47:59.694 --> 01:48:00.475]  They're trying to
[01:48:01.758 --> 01:48:02.418]  Help U.S.
[01:48:02.478 --> 01:48:06.380]  interests by doing all these things, and it does end up helping us to a certain extent.
[01:48:06.620 --> 01:48:07.600]  At least it did in the past.
[01:48:07.620 --> 01:48:09.241]  These were policies for the American people.
[01:48:09.701 --> 01:48:17.324]  Now, I see different elements working against each other, more than ever, within the Anglo-American establishment.
[01:48:17.344 --> 01:48:23.707]  That's what I'm trying to get at, Dr. Pchenik, is that I see America becoming just as immoral as the Russians or the Chinese.
[01:48:24.872 --> 01:48:28.915]  Well, morality was never a key issue in foreign policy.
[01:48:28.975 --> 01:48:36.580]  What has been the key issue of foreign policy to the United States, Alex, has always been, we're not interested in friends or enemies.
[01:48:36.760 --> 01:48:38.161]  It's what our interests are.
[01:48:38.281 --> 01:48:40.943]  What are the American interests at this particular time?
[01:48:41.023 --> 01:48:45.185]  No, I know, but a lot of what our so-called government does flies in the face of our interests.
[01:48:45.786 --> 01:48:49.868]  Well, our American interests have nothing to do with the Middle East.
[01:48:50.049 --> 01:48:53.611]  We've been pulling out of the Middle East, and we have been shifting
[01:48:54.726 --> 01:49:00.569]  Okay, well let me tell you this then.
[01:49:00.629 --> 01:49:04.591]  Talk to us like we're five years old, because I know you've been on the inside.
[01:49:06.291 --> 01:49:07.992]  What are the power blocks in the U.S.
[01:49:08.052 --> 01:49:08.492]  right now?
[01:49:08.793 --> 01:49:09.513]  Who's dominant?
[01:49:09.913 --> 01:49:12.514]  Because I see a lot of tug-of-war going on over the levers of power.
[01:49:12.754 --> 01:49:14.655]  That's why I think Obama's paralyzed.
[01:49:15.195 --> 01:49:17.296]  But correct me if you think I'm wrong.
[01:49:17.556 --> 01:49:18.437]  What are the power blocks?
[01:49:20.048 --> 01:49:26.630]  The power blocks are not the Council on Foreign Relations or the Atlantic Council or all the things that people think about.
[01:49:27.111 --> 01:49:33.473]  The real power blocks in the United States are the same power blocks that's balanced that came out of a gun.
[01:49:33.953 --> 01:49:38.815]  Whatever comes out of a gun, that firepower, is what consists of power.
[01:49:39.275 --> 01:49:46.117]  The firepower that we have in the American military and its capability to stand over 220 countries, 730 bases, is very formidable.
[01:49:49.580 --> 01:49:59.006]  Our capability to assess intelligence capabilities, be it failures, and I'm the first one to even complain about it, is quite formidable.
[01:49:59.307 --> 01:50:03.369]  Those are the two major sui generis power blocks.
[01:50:03.669 --> 01:50:06.131]  The President of the United States is not relevant.
[01:50:06.812 --> 01:50:08.172]  Absolutely irrelevant.
[01:50:08.212 --> 01:50:10.634]  Has been irrelevant for the past 30 years.
[01:50:11.214 --> 01:50:16.458]  Because the devolution of power, thanks to you and others, has come to this government.
[01:50:17.034 --> 01:50:21.157]  The governors of every state have become more and more important.
[01:50:21.217 --> 01:50:22.979]  And they have to start exercising their power.
[01:50:23.819 --> 01:50:30.024]  That's correct, but you have to choose governors who've had experience in managing a huge system.
[01:50:30.064 --> 01:50:31.225]  We didn't choose that.
[01:50:31.325 --> 01:50:35.568]  We didn't choose a president who knew how to manage large systems.
[01:50:35.588 --> 01:50:44.715]  We've chosen presidents who've gone on television with this Mickey Mouse show and have had no experience whatsoever, all the way back to Obama, Bush
[01:50:45.215 --> 01:50:49.317]  Well, we do see the military brass more and more not following the orders of the President.
[01:50:49.757 --> 01:50:51.238]  That is unprecedented.
[01:50:51.258 --> 01:50:56.400]  I want to end up on that with you on the other side, see if you agree with that or where you see that going.
[01:50:56.460 --> 01:51:04.603]  I mean, we've had Dempsey telling the Chairman of the Joint... telling the Chairman of the Senate Armed Services Committee that he's full of it, telling Obama he's wrong.
[01:51:05.023 --> 01:51:06.224]  That is wild.
[01:51:06.304 --> 01:51:06.924]  We'll be right back.
[01:51:09.827 --> 01:51:12.731]  This hour brought to you by InfidelBodyArmor.com.
[01:51:12.811 --> 01:51:16.536]  When it hits the fan, don't be left without the body armor that will save your life.
[01:51:16.596 --> 01:51:20.081]  With prices starting at just $374.99 and ships free.
[01:51:20.301 --> 01:51:22.704]  Get yours at InfidelBodyArmor.com.
[01:51:22.804 --> 01:51:23.966]  Just won't quit.
[01:51:25.087 --> 01:51:25.868]  Hey, Boomer!
[01:51:26.108 --> 01:51:29.431]  I learned in school today that 60% of our bodies are made of water.
[01:51:29.551 --> 01:51:31.112]  Good thing we have the Berkey System.
[01:51:31.212 --> 01:51:32.974]  It's the cleanest, best water ever.
[01:51:33.174 --> 01:51:38.658]  Mom says it's because the Berkey's filtration system cleans out the bad stuff and leaves only pure, delicious water.
[01:51:39.019 --> 01:51:39.759]  I know, right?
[01:51:39.839 --> 01:51:40.780]  You love it, too!
[01:51:41.160 --> 01:51:42.462]  Yeah, I'm thirsty, too.
[01:51:42.582 --> 01:51:43.502]  Let's go get some!
[01:51:43.623 --> 01:51:45.344]  Get Berkey Clean Water by calling 877-886-3653.
[01:51:45.364 --> 01:51:45.564]  That's 877-886-3653.
[01:51:45.584 --> 01:51:46.205]  Or visit goberkey.com.
[01:51:54.235 --> 01:51:56.336]  Hi, Ted Anderson with Midas Resources.
[01:51:56.576 --> 01:52:01.118]  Is it time to convert paper 401ks and IRAs to solid gold and silver yet?
[01:52:01.278 --> 01:52:02.859]  Get our 10 Reasons book free.
[01:52:03.039 --> 01:52:03.780]  Call 800-686-2237.
[01:52:04.980 --> 01:52:06.481]  That's 800-686-2237.
[01:52:07.641 --> 01:52:12.184]  When cells become toxic, they die early and aging sets in.
[01:52:12.504 --> 01:52:17.466]  No one has put together a formula that focuses directly on brain health, nerve growth factors,
[01:52:17.466 --> 01:52:17.746]  We're good.
[01:52:38.693 --> 01:52:48.959]  After consulting top doctors, nutritionists, pharmacists, and others, we have developed what I believe is the ultimate non-GMO, organic, super male vitality formula.
[01:52:49.240 --> 01:52:55.403]  Super male vitality by InfoWars Life is so powerful that I only take half the recommended dose.
[01:52:55.663 --> 01:52:57.945]  I jump out of bed ready to fight these criminals every day.
[01:52:58.025 --> 01:53:01.067]  I look forward to waking up and taking my super male vitality.
[01:53:01.107 --> 01:53:07.951]  Visit InfoWarsLife.com today to secure your super male vitality and other powerful products from InfoWars Life.
[01:53:08.271 --> 01:53:11.934]  We all have our own idea about what being safe and secure means.
[01:53:12.234 --> 01:53:17.498]  The doors lock, bills are paid, you've got a job that keeps the lights on, and a home to call your own.
[01:53:17.758 --> 01:53:20.080]  But what happens when Mother Nature throws a curveball?
[01:53:22.965 --> 01:53:26.887]  Are you prepared to live without electricity or passable roads for weeks at a time?
[01:53:27.247 --> 01:53:28.808]  Do you even have a plan B?
[01:53:29.348 --> 01:53:32.349]  If you do, are you willing to bet your life on it?
[01:53:32.649 --> 01:53:33.850]  Children left with no home.
[01:53:33.870 --> 01:53:35.210]  And no one's coming to help them.
[01:53:35.711 --> 01:53:38.552]  The first step towards self-reliance in the face of disaster.
[01:53:38.772 --> 01:53:39.152]  I think so.
[01:54:22.861 --> 01:54:24.723]  Here's what I'm trying to get across to listeners.
[01:54:25.444 --> 01:54:27.767]  I grew up in a house where we read history books.
[01:54:27.847 --> 01:54:31.232]  We were into what had happened in the world.
[01:54:31.252 --> 01:54:34.315]  I learned that history was incredibly exciting.
[01:54:34.896 --> 01:54:36.638]  Studying government was incredibly exciting.
[01:54:36.678 --> 01:54:38.601]  Studying military history was incredibly exciting.
[01:54:39.242 --> 01:54:40.583]  And I'm not even that smart of a person.
[01:54:41.525 --> 01:54:45.770]  Then I realized the general public does not even know the three branches of government on average.
[01:54:46.470 --> 01:54:51.355]  People are getting more and more disconnected, but they don't trust the system at the same time.
[01:54:51.976 --> 01:54:53.698]  But they're still like fish out of water.
[01:54:53.738 --> 01:54:54.539]  They're so ignorant.
[01:54:55.960 --> 01:55:02.747]  So you've got a political class that's been feeding on that and getting away with bloody murder.
[01:55:03.931 --> 01:55:07.652]  But also smoking their own dope and becoming incompetent themselves.
[01:55:08.272 --> 01:55:14.673]  You can't have that in an age of nuclear weapons and drones and flesh-eating bacteria and Ebola.
[01:55:15.313 --> 01:55:22.394]  And I just hope that this political elite hits the panic button and pulls up.
[01:55:24.855 --> 01:55:29.416]  You know, Dr. Puccini can say, well, there's nothing really moral in geopolitics.
[01:55:29.456 --> 01:55:31.436]  Well, I get the Machiavellian view.
[01:55:32.830 --> 01:55:37.312]  But at a certain point, if you don't have moral authority, you don't have anything.
[01:55:37.772 --> 01:55:41.934]  I don't even buy into the Machiavellian view, and I'm not accusing you, Doc, of being Machiavellian.
[01:55:42.774 --> 01:55:45.175]  I think that, you know, true moral high ground is the way to go.
[01:55:45.215 --> 01:55:46.256]  It creates prosperity.
[01:55:46.596 --> 01:55:47.556]  It creates security.
[01:55:47.596 --> 01:55:48.417]  History shows that.
[01:55:50.481 --> 01:55:53.243]  I see the military as the most awake group.
[01:55:53.383 --> 01:55:57.985]  I don't lionize the military when it's involved as an instrument of evil in many cases.
[01:55:58.486 --> 01:56:05.370]  I just have studied things and found it is one of the only large reservoirs of people that are dedicated and listen to me.
[01:56:06.030 --> 01:56:12.314]  So I don't get the paradox of the military doing all these evil deeds for the globalists, sometimes doing good, but then loving me
[01:56:13.314 --> 01:56:16.497]  Showing that they do support the Second Amendment and so many things.
[01:56:17.378 --> 01:56:28.609]  And it's clear there's a power struggle going on, and I see the military more and more not being belligerent, but disagreeing with the worst political pimps like Senator Graham and Obama.
[01:56:28.850 --> 01:56:36.037]  Briefly putting bookends on it, where is the military right now stacked up against the rest of the power structure?
[01:56:36.892 --> 01:56:38.695]  The military has stood its ground.
[01:56:38.735 --> 01:56:51.933]  Dennis Clapper, the DNI, Director of National Intelligence, has refused to resign and I'm glad that because even after Obama accused him and the rest of the intelligence community of being a failure, which of course was absurd,
[01:56:52.794 --> 01:56:55.175]  In fact, we're briefing Obama.
[01:56:55.195 --> 01:56:57.557]  The military will stand up to their duty.
[01:56:57.657 --> 01:56:59.077]  That's our military.
[01:56:59.197 --> 01:57:00.318]  They believe in country.
[01:57:00.678 --> 01:57:01.699]  They believe in honor.
[01:57:01.739 --> 01:57:03.460]  They don't do that for money.
[01:57:03.520 --> 01:57:04.680]  They're not mercenaries.
[01:57:05.040 --> 01:57:06.241]  This is not Blackwater.
[01:57:06.281 --> 01:57:09.883]  But you always have to remember, Alex, and your audience has to understand,
[01:57:10.578 --> 01:57:16.282]  Democracy is always, there's a tension between the repression inherent in the republic.
[01:57:16.343 --> 01:57:22.027]  We're a republic, not a democracy, and those of us who protest against it and serve it.
[01:57:22.107 --> 01:57:27.211]  So we have a constant tension and paradox between two elements of our republic.
[01:57:27.251 --> 01:57:29.533]  That's been true since the founding of our fathers.
[01:57:30.193 --> 01:57:31.434]  They had to have money.
[01:57:31.514 --> 01:57:33.476]  They had to fight against Congress.
[01:57:33.576 --> 01:57:34.797]  They had to fight against
[01:57:35.447 --> 01:57:35.868]  We're good to go.
[01:57:45.802 --> 01:57:49.605]  Being, you know, subservient to any political group.
[01:57:49.785 --> 01:57:56.010]  If you think a political group can dominate the United States, be it the President or anybody else, I think that's bogus.
[01:57:56.050 --> 01:57:56.970]  No, I know, I know.
