[00:00:00.229 --> 00:00:00.590]  Call 888-253-3139.
[01:35:43.027 --> 01:35:47.250]  Now, specifically, we can go back to Bank of America with the leaked emails.
[01:35:47.310 --> 01:36:03.743]  One of the biggest stories in recent times that we managed to break through InfoWars, through StoryLeak, my website, is the Bank of America emails revealing that Bank of America has only spying teams that go out on social networking and they look for so-called occupied protesters or anti-government people.
[01:36:03.783 --> 01:36:05.945]  Basically, anyone that questions the establishment
[01:36:06.345 --> 01:36:13.571]  And then they work with the feds directly in coordinating these people into certain groups and profiling them.
[01:36:14.452 --> 01:36:17.334]  And the FDA is just doing that now.
[01:36:17.354 --> 01:36:20.417]  And they're also desperately afraid of the whistleblowers inside.
[01:36:21.357 --> 01:36:28.283]  Before we get away from that, I was just talking earlier in the show to Paul Joseph Watson, and he was talking about Glenn Greenwald.
[01:36:30.029 --> 01:36:33.973]  And his experiences with Wikileaks and with Julian Assange and everything.
[01:36:34.074 --> 01:36:36.696]  And we have the slides that were leaked.
[01:36:36.796 --> 01:36:45.606]  Actually, Wikileaks got a hold of the slides where they were plotting to Bank of America and others were plotting to freeze their accounts and they were plotting to
[01:36:46.587 --> 01:36:57.214]  Go after Glenn Greenwald and other leaders personally, just like we see the FDA doing with this Yale radiology expert that worked for them that was blowing the whistle on the GE radiation device.
[01:36:57.614 --> 01:37:03.278]  We see that it's a method of personal attack and in the next hour we're going to be talking to Kathleen Willey.
[01:37:03.758 --> 01:37:04.999]  How did the Clintons come after her?
[01:37:05.019 --> 01:37:09.382]  How did the Clintons come after all these women who accused him of sexual misconduct?
[01:37:09.702 --> 01:37:12.464]  They went after them with personal assassination attacks.
[01:37:12.584 --> 01:37:13.285]  That's what so
[01:37:14.045 --> 01:37:17.528]  Very, very dangerous about the surveillance state that we have.
[01:37:17.768 --> 01:37:31.758]  You see this in every single sector, from the new commanders getting fired in the military, all the Air Force commanders being pushed off, Obama firing all the generals, to, you know, ultimately the spy sector, where they're now desperately afraid of whistleblowers.
[01:37:31.778 --> 01:37:37.702]  You talk to any federal government worker, Obama is going down on anything that's related to whistleblowing.
[01:37:37.802 --> 01:37:39.544]  It is the number one enemy of the state.
[01:37:39.804 --> 01:37:40.144]  Oh yeah.
[01:37:40.184 --> 01:37:41.286]  That's why the FDA is doing this.
[01:37:41.706 --> 01:37:50.455]  Most of the people that have been prosecuted under the Espionage Act that was put back in I think 1917, almost all of them have been under the Obama administration.
[01:37:50.495 --> 01:37:56.060]  I think he's done like six or seven and prior to that and all the other administrations combined there were three.
[01:37:56.854 --> 01:37:57.094]  Three.
[01:37:57.374 --> 01:38:00.877]  And he's like triple what, uh, double to triple what these other people have done.
[01:38:00.897 --> 01:38:02.638]  Well, you know he has Bank of America helping him.
[01:38:02.758 --> 01:38:03.738]  He's got the FDA.
[01:38:03.778 --> 01:38:05.920]  He's got multiple wings of this looking into it.
[01:38:06.260 --> 01:38:07.801]  And there's actually two key things.
[01:38:08.201 --> 01:38:11.724]  Napolitano, Judge Napolitano, says this is against the Fourth Amendment.
[01:38:11.764 --> 01:38:12.804]  He's already speaking out against it.
[01:38:12.824 --> 01:38:14.245]  It's already making news, which is good.
[01:38:14.746 --> 01:38:19.128]  But I want to talk about, in a little bit, how years ago we already exposed all of this.
[01:38:19.309 --> 01:38:22.611]  And years ago, we've already exposed how the medical establishment is dying.
[01:38:23.171 --> 01:38:28.213]  The FDA and all of its cronies are losing, and they're imploding, and this is the result.
[01:38:28.613 --> 01:38:31.154]  Because first you ignore it, then you try and fight it a little bit.
[01:38:31.414 --> 01:38:34.816]  They're at the boiling point where they're melting down, and this is their response.
[01:38:35.116 --> 01:38:36.957]  They have nothing but physical action.
[01:38:37.257 --> 01:38:44.400]  They have nothing but overload, meltdown levels of red alert scenarios to where they're trying to squash the whistleblower so it doesn't get any worse.
[01:38:44.780 --> 01:38:47.041]  But the FDA knows full well what's going on.
[01:38:47.081 --> 01:38:48.942]  They know key things we're going to get into.
[01:38:49.642 --> 01:38:49.802]  I don't
[01:39:06.589 --> 01:39:08.690]  Anti-GMO labeling bills.
[01:39:08.891 --> 01:39:12.252]  Organic is still 31 billion dollars as of just a couple years ago.
[01:39:12.292 --> 01:39:13.113]  I mean, it's exploding.
[01:39:13.133 --> 01:39:13.953]  They can't stop it.
[01:39:14.213 --> 01:39:15.334]  You're winning the battle.
[01:39:15.574 --> 01:39:17.475]  And that's why they want to look at social media.
[01:39:17.916 --> 01:39:20.157]  They want to know what they can do.
[01:39:20.177 --> 01:39:21.998]  It's now an info war.
[01:39:22.478 --> 01:39:28.185]  It's an Info War and a PSYOP War and the FDA is saying essentially the same thing with this RFP.
[01:39:28.225 --> 01:39:30.468]  They're saying essentially the same thing the Pentagon said a while back.
[01:39:30.748 --> 01:39:39.558]  Remember that televised news conference that they had with people who were information officers for the Pentagon and this one lady officer gets up and says,
[01:39:40.419 --> 01:39:41.500]  Nobody believes what we're saying.
[01:39:41.760 --> 01:39:46.563]  They just dismiss it as mindless propaganda, because we're not telling them the truth, essentially.
[01:39:46.883 --> 01:39:49.145]  And so the FDA is looking at this as well.
[01:39:49.525 --> 01:39:56.650]  They're trying to manufacture consent for their agenda, and a vital part of that is to know whether or not their propaganda is working.
[01:39:56.950 --> 01:39:59.392]  So they want to have a company that's going to do it.
[01:39:59.832 --> 01:40:02.934]  This is the sort of stuff that used to be done secretly.
[01:40:02.994 --> 01:40:03.995]  Now they're just out in the open.
[01:40:04.535 --> 01:40:07.696]  No, exactly, and that's the craziest part about it is they're out in the open.
[01:40:07.716 --> 01:40:08.096]  Yeah.
[01:40:08.337 --> 01:40:14.299]  And we're able to, you know, push the headlines in such a way that we can get this to the mainstream media and ultimately win.
[01:40:14.699 --> 01:40:30.585]  But this reminds me of a key article that I was on, actually with Alex, I think in September or eight months ago or something, the GMO activists being targeted specifically by the government, by criminal government organizations, you know, actually looking for criminals, saying that GMO activists were concerning and, you know,
[01:40:30.945 --> 01:40:35.329]  Anything to do with GMOs was radical and right-wing extremism and things like that.
[01:40:35.649 --> 01:40:36.790]  This is what we're talking about.
[01:40:36.910 --> 01:40:38.672]  This is what Bank of America sees us as.
[01:40:39.012 --> 01:40:43.536]  These people that are not following the establishment agenda and should therefore be reported to the Feds.
[01:40:43.636 --> 01:40:45.118]  And this expands into everything.
[01:40:45.598 --> 01:40:50.883]  And specifically, we can get into the fact that even though they're trying to squash the whistleblowing,
[01:40:51.383 --> 01:40:59.645]  Even though they're trying to use disinformation campaigns and go into the comments of major news websites like InfoWars and just spam garbage all day long.
[01:40:59.765 --> 01:41:01.645]  Even though they're doing all that, it doesn't even matter.
[01:41:02.205 --> 01:41:03.265]  People are talking about it.
[01:41:03.325 --> 01:41:17.948]  And specifically, one way they're really trying to dominate this field for their own victory is by making it very challenging for supplement manufacturers or food manufacturers to even get good high-quality organic ingredients.
[01:41:18.348 --> 01:41:27.833]  You know, whether we're talking about food that's been highly irradiated, such as if you get organic ingredients, sometimes you have to actually, by law, put them through mass irradiation.
[01:41:28.373 --> 01:41:34.075]  You know, or you have to use pesticides that are actually worse than some of the, you know, Roundup pesticides from Monsanto.
[01:41:34.196 --> 01:41:41.299]  All this craziness is happening and they're putting these laws and bureaucratic limitations on all of this so that you can't even get real food anymore.
[01:41:41.459 --> 01:41:41.779]  That's right.
[01:41:41.799 --> 01:41:45.800]  It's such a challenge to get organic, real ingredients, and I'm amazed that we've done it.
[01:41:45.840 --> 01:41:53.083]  I'm so glad to work with Alex on InfoWars Life with Supermail Vitality and everything, because it's so hard to get real organic ingredients.
[01:41:53.503 --> 01:42:00.625]  Well, you've got this, it was the FDA themselves that has just floated new regulations that are going to be taking place in the next couple of years.
[01:42:01.205 --> 01:42:10.970]  And there was a story that came out last week in California where the FDA went to an organic farmer's farm and said, here's my badge, here are these new regulations, I just want you to know what's going to happen.
[01:42:11.190 --> 01:42:14.932]  You're no longer going to be able to make your fertilizer on the farm.
[01:42:15.172 --> 01:42:17.994]  You're no longer going to be able to till your ground with animals.
[01:42:18.414 --> 01:42:24.637]  We're going to have you buy all this stuff from big pharmaceutical, you know, the big fertilizer companies.
[01:42:24.657 --> 01:42:25.718]  You're going to buy synthetic
[01:42:26.198 --> 01:42:34.365]  Petrochemicals and pesticides and this sort of thing because we're going to outlaw the natural ways that people have farmed for millennia.
[01:42:34.625 --> 01:42:43.232]  And that's just yet another place where they're coming after the family farmer, the organic farmer, and putting this burden of regulation on them until they drive them out of business.
[01:42:43.372 --> 01:42:49.737]  Regulations on the... That's the way the government has always been used is to put for the large companies to come in and use
[01:42:50.718 --> 01:43:01.408]  Bureaucracies like the FDA to put burdensome regulations on their competitors, which in this case are the small independent organic family farms, put them out of business so they've got a monopoly.
[01:43:01.688 --> 01:43:02.169]  No, exactly.
[01:43:02.209 --> 01:43:09.035]  The FDA acts as a mafia corporation to impose its laws and regulations on the other corporations that aren't paying their dues, essentially.
[01:43:09.495 --> 01:43:16.481]  And what we've seen now is manufacturers that are actually using high quality, super good organic ingredients get visited by military people.
[01:43:16.521 --> 01:43:18.662]  People in military uniforms that say they work for the FDA.
[01:43:18.682 --> 01:43:19.503]  It turns out they do.
[01:43:19.563 --> 01:43:20.564]  They're lieutenants and everything.
[01:43:20.624 --> 01:43:24.267]  They now use military terminology to designate the FDA officials.
[01:43:24.747 --> 01:43:29.011]  They come out to these factories with weapons and tell them, yes, we're going to have to check out what's going on.
[01:43:29.571 --> 01:43:30.812]  You know, as if they're criminals.
[01:43:30.892 --> 01:43:38.435]  As if the organic manufacturers out literally in the middle of farmlands with like the best possible stuff out there for anything.
[01:43:38.615 --> 01:43:41.157]  The cultivation, all the best regulations, all the best stuff.
[01:43:41.637 --> 01:43:43.718]  They're out there saying, yeah, we're gonna have to take a look around.
[01:43:43.738 --> 01:43:47.400]  We're gonna have to look at all your proprietary stuff, take some pictures, you know, all this stuff.
[01:43:48.200 --> 01:43:48.961]  Total harassment.
[01:43:49.381 --> 01:43:58.069]  Meanwhile, you have drug companies that are killing people, and they pay a few million dollars, which is like .001% of their actual annual profits, and they get slapped on the wrist.
[01:43:58.569 --> 01:44:03.633]  Because the FDA is really there to provide legal immunity for these companies.
[01:44:03.733 --> 01:44:09.819]  They look at something like SSRI drugs, or Paxil, which just recently came out, and they said, look at how
[01:44:10.519 --> 01:44:11.521]  We're good to go.
[01:44:30.362 --> 01:44:44.071]  For treatment of depression, and in the information there in the fine print, it says that it can make you even more depressed, it can make you suicidal, it can make you homicidal, it can exacerbate the very condition that you're taking it for, but nobody reads those.
[01:44:44.391 --> 01:44:46.212]  They just know, this is FDA approved.
[01:44:46.312 --> 01:44:50.915]  And if somebody sues them in court, it's like, hey, I got an FDA approval, so I'm okay, it's my legal immunity.
[01:44:51.095 --> 01:44:57.261]  No, exactly, and it costs $12 million to pay the FDA to go through even these simple processes, and then you have something and they look at it over and over again.
[01:44:57.281 --> 01:44:58.823]  And, you know, let's be clear.
[01:44:59.384 --> 01:45:01.005]  It's just like everything else establishment.
[01:45:01.586 --> 01:45:09.934]  There are some good functions of an organization that's meant to keep people safe, except they've gone beyond that in a roguelike element where these corrupt bureaucratic
[01:45:10.655 --> 01:45:19.609]  Maniacs have taken over and are targeting now small farms, small organic manufacturers, giving them the same regulations as they would Merck, a multi-billion dollar company.
[01:45:19.850 --> 01:45:23.475]  Here's a company that makes $20,000 a year making small tinctures or something like that.
[01:45:24.025 --> 01:45:26.888]  And they give them the same infrastructure requirements as Merck.
[01:45:27.148 --> 01:45:27.349]  Yes.
[01:45:27.889 --> 01:45:29.030]  Or Pfizer or something.
[01:45:29.331 --> 01:45:34.637]  But then at the same time, you look, and it would be one thing if we just had this medicine.
[01:45:34.717 --> 01:45:37.560]  Okay, you know, sometimes it's killing, you know, 20% of the patients.
[01:45:37.840 --> 01:45:40.223]  You know, sometimes these vaccines are causing cancer or whatever.
[01:45:40.703 --> 01:45:45.849]  Okay, but how about the fact that, you know, in some studies, turmeric is killing 80% of the cancer cells or ginger.
[01:45:46.369 --> 01:45:48.711]  Or, you know, just adding lemon to water is amazing.
[01:45:48.991 --> 01:45:52.593]  Or, hey, how about drinking purified water is curing things?
[01:45:52.693 --> 01:46:04.501]  It's like the FDA is literally ignoring all the real stuff in many of these cases while targeting the real stuff at the same time as Pfizer and Mark and everything just make billions of these death pills.
[01:46:04.862 --> 01:46:06.002]  And you can look over and over again.
[01:46:06.042 --> 01:46:14.128]  I mean, look, years and years ago, we were telling the FDA, the judge was telling the FDA, remove super bug breeding antibiotics from the animal feed.
[01:46:14.648 --> 01:46:14.808]  Yeah.
[01:46:14.968 --> 01:46:16.289]  It's going to kill us.
[01:46:16.689 --> 01:46:18.010]  It's going to cause superbugs.
[01:46:18.690 --> 01:46:20.551]  80% of the antibiotics are in livestock.
[01:46:21.472 --> 01:46:22.432]  Remove superbug.
[01:46:22.452 --> 01:46:22.973]  Look at this title.
[01:46:23.053 --> 01:46:25.454]  Remove superbug breeding antibiotics from the animal feed.
[01:46:25.774 --> 01:46:26.135]  That was from 2012.
[01:46:26.515 --> 01:46:29.296]  And the people who do it, they try to shut them down.
[01:46:29.517 --> 01:46:30.077]  No, exactly.
[01:46:30.097 --> 01:46:33.319]  Because they're organic or they're free-range chickens or they've got
[01:46:33.999 --> 01:46:41.962]  Hogs that they let just graze and their immunity to disease is naturally increased because they get out of this little tiny box inside of a factory.
[01:46:41.982 --> 01:46:42.882]  They get sunlight.
[01:46:42.922 --> 01:46:44.103]  They get to walk on the grass.
[01:46:44.143 --> 01:46:45.643]  They get to eat natural food.
[01:46:45.924 --> 01:46:46.744]  No, no, it can't have that.
[01:46:47.024 --> 01:46:47.384]  Exactly.
[01:46:47.464 --> 01:46:52.146]  It's not even about animal rights, which is a great thing in some ways, in many ways.
[01:46:52.646 --> 01:46:57.708]  But it's about the fact that, hey, if we don't stop breeding superbugs, it will kill us.
[01:46:57.988 --> 01:47:01.910]  You know, it's not a nice little happy thing like, oh, we want to care for the animals.
[01:47:01.930 --> 01:47:02.530]  That's great and everything.
[01:47:02.950 --> 01:47:04.251]  You don't want to eat sick animals.
[01:47:04.291 --> 01:47:07.472]  Well, hey, no, actually, yeah, they've been caught selling animals with cancer now.
[01:47:08.172 --> 01:47:09.913]  In China, they pump sewage into the meat.
[01:47:10.113 --> 01:47:10.313]  Yes.
[01:47:10.333 --> 01:47:13.775]  I mean, this is totally out of control, and obviously China isn't FDA regulated.
[01:47:13.855 --> 01:47:28.481]  But the point is, what's going on is the FDA is ignoring all this stuff, ignoring the fact that here we have in a medical news today, which is super mainline, super mainstream, garlic kills hospital superbug MRSA.
[01:47:29.346 --> 01:47:30.707]  That's pretty plain and simple, huh?
[01:47:30.847 --> 01:47:31.527]  That's pretty amazing.
[01:47:31.567 --> 01:47:35.550]  An ingredient in garlic may offer one of the best defenses against hospital superbugs, research shows.
[01:47:35.570 --> 01:47:41.874]  The compound is said to be effective even against highly resistant strains of the notorious MRSA bug, which has claimed many lives.
[01:47:41.914 --> 01:47:54.081]  And it has, because they try to use these antibiotics, these garbage antibiotics, over and over again on these superbugs, and then they complain, and Obama has to issue executive orders to create more antibiotics, stronger antibiotics.
[01:47:54.561 --> 01:47:57.083]  Gee, you know, which contractors are going to make billions on that?
[01:47:57.443 --> 01:48:03.610]  So the problem with using garlic, though, Anthony, there's a big problem with using garlic, and that is... It's not profitable.
[01:48:03.771 --> 01:48:06.914]  It can't be patented by some big pharmaceutical company.
[01:48:07.155 --> 01:48:07.755]  It's gotta go.
[01:48:07.976 --> 01:48:08.276]  Exactly.
[01:48:08.316 --> 01:48:09.277]  It can't be effective.
[01:48:09.357 --> 01:48:10.298]  David, don't worry.
[01:48:10.318 --> 01:48:13.182]  Pharmaceutical companies are already taking the sulfuric
[01:48:13.382 --> 01:48:13.743]  I don't know.
[01:48:30.262 --> 01:48:37.727]  That we were putting and pouring billions into these antibiotics, pouring billions into this cancer research that's never going to tell us anything, pouring all these billions of dollars.
[01:48:37.747 --> 01:48:49.234]  If we're going to take one one-hundredth of that and put it into research on how to take this garlic extract in a perfect way, in a perfect capsule, in a perfect organic wholesome form, we could literally be wiping out superbugs like MRSA.
[01:48:49.594 --> 01:48:54.297]  We're wiping out all of it and not have to take antibiotics which just deplete our gut flora.
[01:48:54.758 --> 01:49:04.404]  Then gut flora has been linked with the depletion of gut flora has been linked with mental illness like schizophrenia and depression and then that causes even more insanity.
[01:49:04.784 --> 01:49:09.988]  The whole body is being systematically destroyed when you look at something like a pharmaceutical drug coming in.
[01:49:10.288 --> 01:49:13.330]  And that's why more pharmaceutical drugs are given to address the side effects.
[01:49:13.671 --> 01:49:16.633]  If we were actually going to put a little bit of cash into the garlic
[01:49:17.253 --> 01:49:20.455]  To replace some of these antibiotics, we would have better gut flora.
[01:49:20.775 --> 01:49:22.476]  We wouldn't have as much mental illness.
[01:49:22.916 --> 01:49:27.138]  We wouldn't have as many killings and murders and violent crime.
[01:49:27.619 --> 01:49:33.582]  It would be a complete domino effect in the good sense if we just were to put a little bit of money into garlic.
[01:49:33.662 --> 01:49:34.743]  That's just one thing.
[01:49:34.763 --> 01:49:36.704]  You have turmeric, you have iodine.
[01:49:37.044 --> 01:49:42.587]  They introduced iodine into the salt and they saw a 10-point IQ increase over a shorter period of time.
[01:49:43.007 --> 01:49:44.147]  I mean, all of this is happening.
[01:49:44.567 --> 01:49:51.409]  The hormonal attack on our bodies, the estrogen, estrogen mimickers, BPA, attacking us on a daily, daily, daily basis.
[01:49:51.929 --> 01:50:01.052]  If we were just going to take that out of the water, out of the water bottles, the plastic, which they knowingly put in, they chose only one with BPA, they knowingly put that in.
[01:50:01.912 --> 01:50:03.773]  We would see a world of difference.
[01:50:03.833 --> 01:50:04.354]  But guess what?
[01:50:04.394 --> 01:50:06.355]  The FDA decided not to ban BPA.
[01:50:06.775 --> 01:50:07.316]  Yeah.
[01:50:07.376 --> 01:50:15.121]  And then the next day, all the shareholders rejoiced and made billions upon billions over and over and over again, because it would mean that they'd have to use different plastics.
[01:50:15.782 --> 01:50:17.423]  Same story over and over again.
[01:50:17.743 --> 01:50:19.204]  Why do you think they're monitoring us?
[01:50:19.384 --> 01:50:23.907]  Because we're talking about this, and if some insider came out and talked about it, it would be game over.
[01:50:24.048 --> 01:50:25.889]  That's what we need is a call to arms, really.
[01:50:25.949 --> 01:50:26.289]  That's right.
[01:50:26.549 --> 01:50:28.651]  They want to know where people are getting their information.
[01:50:29.111 --> 01:50:39.419]  So they can either crack down on that source of information, or get some other agency like the FCC, which is metastasizing way out of its original function.
[01:50:39.439 --> 01:50:47.145]  I mean, you talk about the FDA, and you rightfully point out that there are some needs that we need to have government inspectors on the quality of food.
[01:50:47.185 --> 01:50:54.931]  I mean, we can have dirty food enter the food supply from corporate farmers, we can have it enter from small farmers, and we've had that happen in the past.
[01:50:55.311 --> 01:50:58.494]  But they metastasize way, way, way far beyond that.
[01:50:59.252 --> 01:51:00.334]  I'm with Anthony Gucciardi.
[01:51:00.354 --> 01:51:01.617]  We're talking about the FDA.
[01:51:01.657 --> 01:51:03.360]  We're talking about your life, actually.
[01:51:03.721 --> 01:51:07.287]  The food that you eat, the drugs that you take, or what you do to help yourself.
[01:51:07.307 --> 01:51:09.872]  We're going to be right back with more information, so stay tuned.
[01:51:14.774 --> 01:51:20.655]  Virtually anyone can hack your cell phone and track your calls, your texts, your emails, your every movement.
[01:51:20.915 --> 01:51:22.675]  But only if they can detect a signal.
[01:51:23.015 --> 01:51:26.696]  Stay one step ahead of hackers and Big Brother with a BlockIt Pocket.
[01:51:26.996 --> 01:51:32.357]  A custom-made pocket infused with pure silver that creates a complete Faraday enclosure for your cell phone.
[01:51:32.597 --> 01:51:36.358]  For free shipping to the lower 48, visit BlockItPocket.com or call 888-315-9618.
[01:51:36.458 --> 01:51:36.978]  BlockItPocket.com.
[01:51:37.058 --> 01:51:37.958]  Enhancing health and privacy.
[01:51:43.979 --> 01:51:47.620]  You've been hearing about the amazing benefits of Heart and Body Extract for many years.
[01:51:48.001 --> 01:51:49.341]  Now, hear from the co-founder.
[01:51:49.381 --> 01:51:52.942]  My name is Tony Knudson and I am the co-founder of Heart and Body Extract.
[01:51:52.982 --> 01:51:55.103]  We've been in business for over 13 years now.
[01:51:55.183 --> 01:52:00.545]  With thousands of satisfied customers who have experienced the amazing benefits but never experienced a price hike.
[01:52:00.585 --> 01:52:05.407]  We've kept consistent pricing the whole entire time the company's been in business and will continue to do so.
[01:52:05.447 --> 01:52:08.268]  Call today for Heart and Body Extract 866-295-5305 or visit HBExtract.com.
[01:52:13.812 --> 01:52:17.214]  A 30-day GMO-free emergency food supply for only $99?
[01:52:18.095 --> 01:52:26.320]  At 30dayfoodsupply.com, you can purchase Oregon Trail Foods' one-month supply of high-quality, nutritious, and healthy emergency meals.
[01:52:26.681 --> 01:52:34.966]  For less than $100, these vegetarian meals are naturally high in fiber, carbs, and protein, and they're packed with oxygen absorbers in Mylar pouches.
[01:52:35.226 --> 01:52:36.067]  They're completely free.
[01:52:36.227 --> 01:52:37.768]  Of any artificial flavors and colorings.
[01:52:38.028 --> 01:52:42.510]  Have a 20-year shelf life and take up to 70% less space than number 10 cans.
[01:52:42.550 --> 01:52:44.410]  They even offer a gluten-free option.
[01:52:44.750 --> 01:52:47.431]  Oregon Trail Foods and 30dayfoodsupply.com.
[01:52:47.712 --> 01:52:52.193]  Keep prices low by buying directly from the producers in Oregon and then passing the savings to you.
[01:52:52.574 --> 01:52:59.916]  Purchase a 30-day, 90-serving emergency food supply for only $99 this month and $10 ships your entire order.
[01:53:00.417 --> 01:53:01.277]  Visit the website.
[01:53:01.437 --> 01:53:05.460]  At 30dayfoodsupply.com or call 541-229-0010.
[01:53:06.721 --> 01:53:10.923]  That's 30dayfoodsupply.com where they make preparedness affordable.
[01:53:11.484 --> 01:53:12.925]  30dayfoodsupply.com.
[01:53:13.245 --> 01:53:14.106]  The facts are in.
[01:53:14.286 --> 01:53:15.406]  The studies are legion.
[01:53:15.687 --> 01:53:23.092]  Sodium fluoride and other toxic members of the fluoride family are devastating the health and cognitive ability of the American people.
[01:53:23.212 --> 01:53:26.634]  So why are the social engineers adding it to the water?
[01:53:27.014 --> 01:53:27.414]  Simple.
[01:53:27.575 --> 01:53:32.018]  Dumb down the host population that the parasitic technocracy is feeding on.
[01:53:32.298 --> 01:53:37.782]  We may not have been able to get fluoride out of the water supply yet, but we can help to get it out of our bodies.
[01:53:38.003 --> 01:53:43.367]  I am extremely excited to announce the exclusive InfoWars Life Fluoride Shield Formulation.
[01:53:43.567 --> 01:53:54.035]  Fusing six of the best documented ingredients from around the world to help the body remove not just toxic fluoride residues from the body, but a whole host of toxic substances.
[01:53:54.335 --> 01:53:58.600]  Let's take a stand against the Globalist by blocking their poisons with Fluoride Shield.
[01:53:58.920 --> 01:54:00.763]  I use Fluoride Shield every day.
[01:54:01.083 --> 01:54:06.389]  Secure your Fluoride Shield and other pioneering formulations at InfoWarsLife.com today.
[01:54:06.649 --> 01:54:10.894]  Let's start cleansing our bodies now and support the InfoWar at the same time.
[01:54:11.055 --> 01:54:12.336]  That's InfoWarsLife.com.
[01:54:35.350 --> 01:54:36.911]  Welcome back to the Alex Jones Show.
[01:54:36.951 --> 01:54:41.074]  I'm David Knight filling in for Alex and I have with me in the studio Anthony Gucciardi.
[01:54:41.535 --> 01:54:49.381]  And we've been talking about the latest revelation about the FDA wanting to monitor social media chatter about product risk.
[01:54:50.021 --> 01:54:50.902]  Now this is just amazing.
[01:54:50.922 --> 01:54:52.003]  They put out an RFP.
[01:54:52.583 --> 01:54:53.004]  They want
[01:54:53.664 --> 01:55:07.829]  Someone that they're going to hire to keep track of things like the most cited news stories, the major themes of discussion, sentiment analysis, word clouds, message maps, and samples of verbatim consumer comments.
[01:55:07.869 --> 01:55:17.972]  They want to know what you think about what the FDA is doing so they can then more effectively propagandize you using PSYOPs and the information war.
[01:55:18.692 --> 01:55:27.179]  When I talked to William Binney he said he was very concerned about the police state that we have entered and he said we're not we're no longer close to a police state we are in a police state.
[01:55:27.219 --> 01:55:37.068]  For years he monitored East Germany and the Soviet Union and he knows exactly how this comes down and now we see it happening even with the FDA.
[01:55:37.568 --> 01:55:39.110]  Once they know where you're getting your news
[01:55:39.750 --> 01:55:45.052]  They send in the trolls, or they shut down that source using the power grab from the FCC.
[01:55:45.072 --> 01:55:50.793]  The FCC is now asserting that they are going to be able to shut down websites based on copyright assertions.
[01:55:51.674 --> 01:55:54.794]  Couldn't get that passed in Congress with CISPA, SOPA, or ACTA.
[01:55:54.835 --> 01:55:56.135]  They tried twice with CISPA.
[01:55:56.475 --> 01:56:02.817]  Couldn't get it passed, so let's just have a year of action and allow Obama and his bureaucracies to do that.
[01:56:03.357 --> 01:56:17.669]  Well, the ultimate dream of all these organizations, whether it's a corrupt corporation or a taken over establishment rogue organization within the government, is not to just track everything you're doing, but to shut down the opposition they've already lost.
[01:56:17.849 --> 01:56:18.049]  Yes.
[01:56:18.109 --> 01:56:19.731]  In the beginning, that wasn't the goal.
[01:56:20.131 --> 01:56:22.853]  The goal was to ignore it or refute it in some ways.
[01:56:22.873 --> 01:56:25.396]  And that's why they try to have key icons
[01:56:25.976 --> 01:56:34.925]  No, like Alex and others on the news to try and make him look dumb, but ultimately that ends up of course being a major victory and more people tune in and more people realize what's going on.
[01:56:35.306 --> 01:56:36.647]  They're not just creepy voyeurs.
[01:56:36.687 --> 01:56:38.089]  They're not just going to sit there.
[01:56:38.449 --> 01:56:41.632]  They're not just watching us just for the fun of watching us.
[01:56:41.972 --> 01:56:46.797]  They really do have an agenda and we're seeing that come out now with the FDA, the FCC, other organizations.
[01:56:46.817 --> 01:56:48.179]  They're planning the blitzkrieg.
[01:56:48.379 --> 01:56:55.965]  Yeah, it's just a matter if we can have a scout go out on the hill with an old-fashioned telescope and tell us what's coming, then we can prepare ourselves.
[01:56:56.265 --> 01:57:05.572]  Because they do want to, through things like CISPA on steroids, which is what's coming, shut down websites that, they would call it, endanger consumer health.
[01:57:06.013 --> 01:57:11.557]  So for example, if I were to go ahead and publish, as I have multiple times, the fact that garlic is the answer to many superbugs,
[01:57:11.937 --> 01:57:18.165]  That we should put real money into that instead of these antibiotics that are killing people, then that would be threatening consumer health.
[01:57:18.826 --> 01:57:20.869]  You know, because the FDA hasn't approved garlic.
[01:57:21.470 --> 01:57:22.631]  The FDA hasn't approved that.
[01:57:22.651 --> 01:57:24.834]  The EU says water doesn't hydrate people.
[01:57:24.854 --> 01:57:25.895]  It's not even been proven.
[01:57:26.376 --> 01:57:26.616]  You know?
[01:57:26.937 --> 01:57:27.618]  That's quackery!
[01:57:28.078 --> 01:57:28.378]  That's right.
[01:57:28.478 --> 01:57:31.381]  So it would be endangering consumer health, and that's how they're going to do it.
[01:57:31.681 --> 01:57:34.062]  And they're going to issue something and say, please take this down.
[01:57:34.103 --> 01:57:41.568]  The FDA has decided this is against consumer health, just like selling real organic products, as we do with Supermail Vitality on Infowarslife.com.
[01:57:41.828 --> 01:57:44.650]  And I plug it because I believe in it, and everyone should get a hold of it.
[01:57:44.690 --> 01:57:49.434]  This is resisting and funding everything that we're talking about, because we're going to be the ones pioneering all this.
[01:57:49.494 --> 01:57:50.895]  We're going to be the ones pioneering
[01:57:51.275 --> 01:57:53.637]  Absolutely.
[01:57:54.098 --> 01:58:03.346]  You know, just as we said, they're not just doing this just for the information.
[01:58:03.406 --> 01:58:04.487]  They're actually going to take action.
[01:58:04.868 --> 01:58:05.768]  You have to take action.
[01:58:05.829 --> 01:58:07.850]  You have to take responsibility for your life.
[01:58:08.251 --> 01:58:13.676]  You have to be self-reliant about not only inform yourself about what the real risks are to you,
[01:58:14.296 --> 01:58:26.940]  Well, you might not even get a chance to know if they managed to shut all this down.
