[00:00:07.090 --> 00:00:10.513]  Excuse me?
[00:48:41.054 --> 00:48:44.418]  And any world where humans aren't at risk is a dead world.
[00:48:45.549 --> 00:48:49.010]  Is a technocracy, is a nanny state, police state on purpose.
[00:48:49.010 --> 00:48:51.191]  All right, going back to Chris in New York.
[00:48:51.191 --> 00:48:54.471]  Chris, you're making the point that if it's not racism, it's sexism.
[00:48:54.471 --> 00:48:58.192]  This is how they direct it to change the subject into other issues.
[00:48:58.192 --> 00:49:09.135]  And then it gets so politically correct that everybody knows it's all over local news in every major city that whites and others are being attacked by black mobs.
[00:49:09.135 --> 00:49:11.336]  And it's just supposedly acceptable
[00:49:12.273 --> 00:49:17.137]  And it's going on where I live to the point of you can't go out in any of these areas.
[00:49:17.137 --> 00:49:20.159]  And it's not in the news because it's politically incorrect.
[00:49:20.159 --> 00:49:22.041]  Well, what happens when they run Hillary?
[00:49:22.041 --> 00:49:24.663]  If you don't support her gun control, you don't like women.
[00:49:24.663 --> 00:49:27.045]  I mean, it's just amazing how they changed the subject.
[00:49:27.045 --> 00:49:29.067]  Go ahead.
[00:49:29.067 --> 00:49:29.847]  Well, I agree.
[00:49:29.847 --> 00:49:31.989]  That is exactly their agenda.
[00:49:31.989 --> 00:49:40.736]  Every white man, if it's heterosexual, straight, in a sitcom or even cartoons, they are inherently evil.
[00:49:42.037 --> 00:49:47.519]  I also wanted to address before I go about the human-less driving.
[00:49:47.519 --> 00:49:58.183]  If you go back to the movie I, Robot, the Will Smith scene where he's driving and all the robots are jumping out because he's supposed to be having an accident.
[00:49:58.183 --> 00:50:05.866]  It's something to actually be, you know, that is good to look at because it's just a control grid that is out of control.
[00:50:07.190 --> 00:50:12.434]  It is, and again, the plan is to control us and track us and tax us by the mile.
[00:50:12.434 --> 00:50:16.617]  It's not like I'm saying they're going to bring out driverless cars and make us use them on my own.
[00:50:16.617 --> 00:50:18.919]  That's the plan, and it's diabolical.
[00:50:18.919 --> 00:50:20.060]  Great to hear from you.
[00:50:20.060 --> 00:50:23.863]  Mark in Texas says he's former law enforcement, wants to talk about police state.
[00:50:23.863 --> 00:50:27.906]  I notice they've got bills in Congress to stop militarizing police now.
[00:50:27.906 --> 00:50:33.190]  That's in the Hill newspaper, push to demilitarize cops in lame duck session of Congress.
[00:50:34.093 --> 00:50:39.817]  Look, I don't defend the actions of cops that are out of control, but the point is it's the feds that did this.
[00:50:39.817 --> 00:50:42.619]  And this is happening worldwide, this trend.
[00:50:42.619 --> 00:50:49.824]  I don't care if police have military hardware, if it's not pointed at the people and political speech.
[00:50:49.824 --> 00:50:52.305]  It's not even so much about the weapons they have.
[00:50:52.305 --> 00:50:55.127]  The criminals have high power, the police need it.
[00:50:55.127 --> 00:50:58.870]  It's that it's politically aimed and directed.
[00:50:58.870 --> 00:51:00.431]  That's the problem with it.
[00:51:01.223 --> 00:51:02.603]  Because next, let me tell you, the U.N.
[00:51:02.603 --> 00:51:04.964]  plan is after they've disarmed the people, it's the cops.
[00:51:04.964 --> 00:51:06.444]  Read State Department memorandum 7277.
[00:51:06.444 --> 00:51:09.485]  It's declassified.
[00:51:09.485 --> 00:51:15.947]  Mark, go ahead in Texas.
[00:51:15.947 --> 00:51:29.191]  You know, you had, not that long ago, you had a, on your website, about, I believe the guy was named, the guy who was shot in the back in Orlando, Florida, the Russian or the Chechen Tadarov.
[00:51:30.219 --> 00:51:33.140]  Yeah, they killed one of the guys that knew one of the Boston bombing patches.
[00:51:33.140 --> 00:51:35.040]  The FBI executed him.
[00:51:35.040 --> 00:51:40.741]  Now, I don't know if you noticed, but I did a little research on that.
[00:51:40.741 --> 00:51:45.942]  I kind of thought you would follow up on that too, but I know you're so busy, you've got so many things.
[00:51:45.942 --> 00:51:54.124]  But what I found out is this FBI agent was actually a former Oakland, California police officer.
[00:51:54.124 --> 00:51:57.685]  And he had been just on the verge of being arrested in Oakland.
[00:51:57.685 --> 00:51:58.685]  He was a dirtbag.
[00:51:59.215 --> 00:52:11.397]  Okay, and he managed somehow to get some kind of a disability pension, a nice-sized disability pension, supposedly because he broke his ankle, and then the FBI hires him.
[00:52:11.397 --> 00:52:23.500]  Now, I can tell you this, Alex, I've tried to work in private security for Bell Helicopter and Antex here in Texas, and I couldn't get it because
[00:52:24.962 --> 00:52:35.004]  I couldn't pass the security background that the federal government runs on you, and it's very tough.
[00:52:35.004 --> 00:52:39.305]  And for the FBI, they have the number one security clearance.
[00:52:39.305 --> 00:52:49.147]  So, I have a suspicion that what happens is, not only the federal government, but a lot of police agencies now are hiring criminals.
[00:52:50.689 --> 00:52:52.350]  They, uh, what do you call these?
[00:52:52.350 --> 00:52:54.892]  They sheep-dip a lot of their records and stuff like that?
[00:52:54.892 --> 00:52:55.593]  Yes.
[00:52:55.593 --> 00:52:58.115]  And then they use them to do dirty work.
[00:52:58.115 --> 00:53:01.418]  Well, yeah, this always went on in the Army.
[00:53:01.418 --> 00:53:04.720]  And then they would even change identities.
[00:53:04.720 --> 00:53:06.341]  And, oh, absolutely.
[00:53:06.341 --> 00:53:08.703]  You've got white side and dark side.
[00:53:08.703 --> 00:53:14.648]  And now the dark side is completely getting rid of the so-called compartmentalized good guy side of the FBI.
[00:53:14.648 --> 00:53:16.770]  And it's just literally Gestapo.
[00:53:17.722 --> 00:53:18.922]  And it's so sad.
[00:53:18.922 --> 00:53:23.744]  They admit that they shot him in the back of the head while he was being interrogated, and there was no investigation.
[00:53:23.744 --> 00:53:28.006]  They just said, we will now tie you up and shoot you in the back of the head whenever we want.
[00:53:28.006 --> 00:53:30.287]  It's just a reign of terror, sir.
[00:53:30.287 --> 00:53:32.227]  And people are intimidated by that.
[00:53:32.227 --> 00:53:34.208]  If we allow this to happen, it's all over.
[00:53:34.208 --> 00:53:40.831]  I mean, they are preparing Homeland Security for war with gun owners, conservatives, libertarians, returning veterans.
[00:53:40.831 --> 00:53:43.852]  And if we cower to that, they will then win and take over.
[00:53:45.035 --> 00:53:48.777]  And listen, if you think it's bad now, there's still a lot of good people in the FBI.
[00:53:48.777 --> 00:53:55.981]  But I remember my dad, when I was like 18, getting out of high school, and he had the head of the Federal Marshals, was his buddy.
[00:53:55.981 --> 00:53:58.342]  He's since moved out of Texas, been retired for a long time.
[00:53:58.342 --> 00:53:59.923]  He was just about to retire.
[00:53:59.923 --> 00:54:05.705]  And I've been saying, you know, I want to be a forest ranger, I want to work in cattle production, or maybe I'd be a cop, help people.
[00:54:05.705 --> 00:54:09.407]  And my dad goes, here, talk to this guy, see what he has to say, because he heard about this.
[00:54:09.407 --> 00:54:10.348]  And the guy said, are you a criminal?
[00:54:10.888 --> 00:54:12.369]  You want to lie and hurt innocent people?
[00:54:12.369 --> 00:54:13.129]  I said no.
[00:54:13.129 --> 00:54:16.070]  And he goes, then you don't want to work for the feds.
[00:54:16.070 --> 00:54:17.591]  And I didn't really want to work for the feds.
[00:54:17.591 --> 00:54:20.592]  Just my dad was a smart type of guy that wouldn't tell me what he thought.
[00:54:20.592 --> 00:54:22.573]  He would just let me talk to somebody else.
[00:54:22.573 --> 00:54:24.894]  And the guy looked so sad when he told me that.
[00:54:24.894 --> 00:54:26.855]  And that's because it's always been corruption.
[00:54:26.855 --> 00:54:28.616]  But it's just taking over.
[00:54:28.616 --> 00:54:30.377]  And we're going to collapse like a third world country.
[00:54:30.377 --> 00:54:32.738]  I mean, it's just so scary now.
[00:54:32.738 --> 00:54:33.338]  God bless you.
[00:54:33.338 --> 00:54:34.179]  I hear you.
[00:54:34.179 --> 00:54:35.499]  No, I mean, we did cover that.
[00:54:35.499 --> 00:54:37.460]  We went over it and the Boston bombing was
[00:54:37.500 --> 00:54:38.960]  Totally staged.
[00:54:38.960 --> 00:54:44.442]  Chad in Kentucky, you're on the air, welcome.
[00:54:44.442 --> 00:54:50.263]  Talk right in your telephone for me, don't listen to your radio.
[00:54:50.263 --> 00:54:53.984]  Alright, I gotta let you go Chad, your phone's bad.
[00:54:53.984 --> 00:54:57.505]  How do you pronounce this next caller?
[00:54:57.505 --> 00:54:59.886]  Juliano, that's what I thought, it's so small on the screen.
[00:54:59.886 --> 00:55:02.946]  Juliano in Texas, you're on the air, go ahead.
[00:55:02.946 --> 00:55:04.587]  How you doing Alex Jones?
[00:55:04.587 --> 00:55:04.967]  Good brother.
[00:55:06.471 --> 00:55:08.753]  Uh, I got a quick question.
[00:55:08.753 --> 00:55:13.978]  You know, my dad, he's like, he thinks it's all a conspiracy.
[00:55:13.978 --> 00:55:18.662]  You know, I'm trying to tell him, hey look, you know, Ebola's out there, you know, they're covering it up.
[00:55:18.662 --> 00:55:22.085]  I've showed him all the documents that y'all have and I've looked for.
[00:55:22.085 --> 00:55:24.187]  He still won't believe me, you know.
[00:55:24.187 --> 00:55:28.550]  It kind of sucks, but, you know, what should I do?
[00:55:28.550 --> 00:55:30.112]  I know, I know it's out there.
[00:55:32.560 --> 00:55:44.349]  Well, what we know is they're leaving the borders open, letting people fly them, and all these other countries have banned it, and then letting people that have it, like these doctors and nurses, fly and go to bowling alleys and subways, and something isn't right.
[00:55:44.349 --> 00:55:46.030]  We're going to find out after the election.
[00:55:46.030 --> 00:55:48.732]  They could be covering up the spread, or it could be a stimulant.
[00:55:48.732 --> 00:55:51.334]  I'm not saying it's not real Ebola over in Africa.
[00:55:51.334 --> 00:55:53.995]  It's just, I don't know the truth, brother.
[00:55:53.995 --> 00:56:01.441]  And all I know is, you can't trust a word comes out of the federal government, and you really can't believe a word comes out of Obama's mouth.
[00:56:03.407 --> 00:56:04.568]  Thank you.
[00:56:04.568 --> 00:56:15.777]  Folks, the reason they're federalizing police and militarizing and trying to recruit bad FBI agents and CIA people is because foreign banks took the country over in the last 50 years or so.
[00:56:15.777 --> 00:56:24.184]  And they've issued 1.5, now it's 2.0, 2,000 trillion in fake counterfeit money to buy up everything.
[00:56:24.184 --> 00:56:29.068]  And they know that when the inflation starts, or whatever economic implosion is coming,
[00:56:30.475 --> 00:56:31.515]  We know it's untenable.
[00:56:31.515 --> 00:56:39.157]  They have to then enforce over that and try to shut down political opposition that would try to fix things or bring them to justice.
[00:56:39.157 --> 00:56:41.578]  So our ancestors fought Nazis and Communists.
[00:56:41.578 --> 00:56:51.361]  Now we fight sophisticated white-collar frauds that have taken over the entire country and the world.
[00:56:51.361 --> 00:56:52.561]  And that's what it comes down to.
[00:56:54.133 --> 00:57:01.620]  And because we're facing sophisticated economic hitmen and hardcore white-collar fraud, the average person doesn't know how to deal with it.
[00:57:01.620 --> 00:57:03.242]  The whole thing is a fraud.
[00:57:03.242 --> 00:57:04.884]  It's coming down.
[00:57:04.884 --> 00:57:11.250]  And the criminals are running around buying armored redoubts all over the world, from Switzerland to the Ozarks in Missouri.
[00:57:12.847 --> 00:57:14.268]  I mean, I know Hollywood people.
[00:57:14.268 --> 00:57:15.788]  I know billionaires.
[00:57:15.788 --> 00:57:18.350]  I mean, they all listen because they know I know what I'm talking about.
[00:57:18.350 --> 00:57:21.191]  Because they're all getting told this by heavy hitters.
[00:57:21.191 --> 00:57:22.612]  This whole thing's coming down.
[00:57:22.612 --> 00:57:23.932]  I don't know when.
[00:57:23.932 --> 00:57:24.993]  And I don't want any trouble.
[00:57:24.993 --> 00:57:26.253]  I don't want to start anything.
[00:57:26.253 --> 00:57:27.654]  I don't want a revolution.
[00:57:27.654 --> 00:57:29.095]  I just want my country back.
[00:57:29.095 --> 00:57:30.435]  I want stability back.
[00:57:30.435 --> 00:57:31.296]  I want a republic.
[00:57:31.296 --> 00:57:33.717]  I want my kids to have a future.
[00:57:33.717 --> 00:57:35.058]  I want cops to be safe.
[00:57:35.058 --> 00:57:36.318]  I want to be safe.
[00:57:36.318 --> 00:57:38.159]  I want the pension funds to be good.
[00:57:38.159 --> 00:57:39.680]  I want our vets to be taken care of.
[00:57:40.080 --> 00:57:42.043]  I want everybody to live in peace!
[00:57:42.043 --> 00:57:44.447]  But we got a bunch of crooks on top running things.
[00:57:44.447 --> 00:57:46.230]  They hope they can create a big enough crisis.
[00:57:46.230 --> 00:57:47.011]  It's a smoke screen.
[00:57:47.011 --> 00:57:48.012]  They get away with it.
[00:57:48.012 --> 00:57:48.934]  Second Hour coming up.
[00:57:48.934 --> 00:57:49.435]  More calls.
[00:57:51.360 --> 00:57:54.003]  InfoWarsLife.com.
[00:57:54.003 --> 00:57:55.504]  Check it out today.
[00:57:55.504 --> 00:58:01.249]  I have set out to bring you the most hardcore, cutting-edge supplements and nutraceuticals bar none.
[00:58:01.249 --> 00:58:03.872]  And that's what you'll find at InfoWarsLife.com.
[00:58:03.872 --> 00:58:10.958]  We have rejected literally hundreds of products from the InfoWarsLife line because they are not of the very highest quality.
[00:58:11.038 --> 00:58:11.798]  We're good to go.
[00:58:31.786 --> 00:58:32.327]  We're good.
[00:58:51.195 --> 00:58:53.156]  Aging starts at the cellular level.
[00:58:53.156 --> 00:58:57.678]  When cells become toxic, they die early and aging sets in.
[00:58:57.678 --> 00:59:02.139]  In the past decade, we have witnessed unparalleled scientific discoveries.
[00:59:02.139 --> 00:59:09.462]  During that period, key patented compounds have focused on mitochondrial growth, nerve growth, and rejuvenation.
[00:59:09.462 --> 00:59:18.546]  But no one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[00:59:18.746 --> 00:59:24.287]  We now have the synergistic solution, DNA Force, just one of the key compounds.
[00:59:24.287 --> 00:59:31.889]  BioPQQ is backed by major clinical studies and over 175 PubMed-listed published studies.
[00:59:31.889 --> 00:59:34.450]  You want the best that's out there at the lowest price anywhere?
[00:59:34.450 --> 00:59:39.571]  The ultimate value, cutting-edge, trailblazing game-changer that also supports the InfoWall.
[00:59:40.031 --> 00:59:47.837]  Secure your DNA Force today at InfoWarsLife.com or call toll free 888-253-3139.
[00:59:47.837 --> 00:59:53.901]  DNA Force from InfoWarsLife.
[00:59:53.901 --> 00:59:56.523]  You're listening to the Alex Jones Show!
[01:00:02.788 --> 01:00:09.409]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:00:09.409 --> 01:00:13.490]  It's Alex Jones and the GCN Radio Network.
[01:00:13.490 --> 01:00:19.052]  Let's go to as many calls as we can in this short segment ahead of Anthony Guiciardi and David Knight joining us in studio.
[01:00:19.052 --> 01:00:21.032]  Ray in California, you're on the air.
[01:00:21.032 --> 01:00:21.752]  Thanks for calling.
[01:00:21.752 --> 01:00:24.653]  Can you hear me?
[01:00:24.653 --> 01:00:25.253]  Sure can, brother.
[01:00:27.273 --> 01:00:30.734]  I just had a suggestion for the listening audience.
[01:00:30.734 --> 01:00:45.536]  I started tithing for open source projects, alternatives for like YouTube and Skype and things like that, and I found out that it's pretty easy to run a lot of the user-friendly OSes for Linux.
[01:00:45.536 --> 01:00:54.818]  If you just go to Craigslist and post in your gigs that you want someone to help you with some specific project, it's a pretty great solution for getting everything from
[01:00:56.229 --> 01:01:00.012]  The Torrance service is set up.
[01:01:00.012 --> 01:01:00.412]  That's right.
[01:01:00.412 --> 01:01:05.557]  Some of the best tech help you can get is from the great open source community that wants to work together.
[01:01:05.557 --> 01:01:07.498]  You can really do some amazing things.
[01:01:07.498 --> 01:01:12.682]  I've seen our crew, my IT people, not be able to, you know, figure something out with establishment companies.
[01:01:12.682 --> 01:01:18.087]  They just go to the web and talk to folks out there, the great crew we have, and they help innovate, come up with solutions.
[01:01:19.625 --> 01:01:25.313]  And also, I have a suggestion for your show, kind of open to suggestions.
[01:01:25.313 --> 01:01:27.256]  I think you're on Twitter and Facebook.
[01:01:27.256 --> 01:01:31.061]  Maybe you should also link your Twitter account with the hashtags to Diaspora.
[01:01:31.784 --> 01:01:34.165]  I agree.
[01:01:34.165 --> 01:01:35.586]  We should be on all those platforms.
[01:01:35.586 --> 01:01:37.467]  Listeners, do it for us.
[01:01:37.467 --> 01:01:38.608]  Set us up.
[01:01:38.608 --> 01:01:40.349]  Create fan pages on everything.
[01:01:40.349 --> 01:01:42.970]  Don't wait for our permission.
[01:01:42.970 --> 01:01:44.791]  I've got more fires I can put out.
[01:01:44.791 --> 01:01:45.851]  We need your help.
[01:01:45.851 --> 01:01:48.933]  I'm busier than a one-legged man in an ass-kicking contest.
[01:01:48.933 --> 01:01:49.833]  Thank you for the call.
[01:01:49.833 --> 01:01:52.275]  JJ in Texas, you're on the air.
[01:01:52.275 --> 01:01:52.615]  Welcome.
[01:01:57.105 --> 01:01:58.907]  Okay, he's gone.
[01:01:58.907 --> 01:02:00.107]  Uh, let's take another caller.
[01:02:00.107 --> 01:02:02.870]  Let's talk to, uh, Ray in California.
[01:02:02.870 --> 01:02:04.551]  You're on the air, Ray.
[01:02:04.551 --> 01:02:05.211]  Hello?
[01:02:05.211 --> 01:02:05.812]  Yes, sir.
[01:02:05.812 --> 01:02:06.312]  Alex?
[01:02:06.312 --> 01:02:07.673]  Yes.
[01:02:07.673 --> 01:02:09.055]  Okay, there's a little echo on here.
[01:02:09.055 --> 01:02:13.958]  Um, I wanted to know, um, first of all, uh, you know, I got a couple of points here.
[01:02:13.958 --> 01:02:17.881]  So everybody knows the Taylo system is the standard talk radio system.
[01:02:17.881 --> 01:02:20.544]  When we go to you, you'll hear a pshhh, so that's what you heard.
[01:02:20.544 --> 01:02:20.824]  Go ahead.
[01:02:21.676 --> 01:02:27.141]  Okay, first of all, last week I talked to you and Steve Quayle was on the air.
[01:02:27.141 --> 01:02:29.343]  Yes, go ahead.
[01:02:29.343 --> 01:02:34.227]  And I brought the point where I thought maybe we were beyond the revelation.
[01:02:34.227 --> 01:02:42.434]  And he stated that, no we were not, and that the BP oil spill on the Fukushima Inachi incident were intentionally done.
[01:02:43.670 --> 01:02:46.631]  And then he went into a little bit about Montana.
[01:02:46.631 --> 01:02:52.792]  What I wanted to state is that the Pacific Ocean in and of itself, I believe, is more than one-third of the waters.
[01:02:52.792 --> 01:02:57.553]  And I believe that one-third of the waters destroyed after a nuclear holocaust occurs.
[01:02:57.553 --> 01:02:59.554]  Alright, I hear you and I appreciate your call.
[01:02:59.554 --> 01:03:04.715]  Will in Virginia, you're on the air.
[01:03:04.715 --> 01:03:05.175]  Hello?
[01:03:05.175 --> 01:03:06.995]  Yep.
[01:03:06.995 --> 01:03:09.296]  Hi, I'm Will from Richmond, Virginia.
[01:03:09.296 --> 01:03:10.356]  I just wanted to say that
[01:03:11.345 --> 01:03:26.511]  Katie, Tommy Lorenz from the One American News Network, last night I was up at like 1.30, I just woke up, and she was saying that the Spanish government put out a statement saying they were worried about ISIS.
[01:03:28.268 --> 01:03:32.489]  Now creating a bio-weapon of Ebola as if they would have the capabilities to do that.
[01:03:32.489 --> 01:03:36.150]  Yeah, that was in the AP last week that they're saying ISIS were created.
[01:03:36.150 --> 01:03:39.871]  Look, ISIS is a real terror group, but they're funded by Western governments.
[01:03:39.871 --> 01:03:48.494]  But they don't need to fund ISIS to go get Ebola as suicide martyrs that come over here, because our own government brings in the Ebola patients and lets them tramp all over the place.
[01:03:48.494 --> 01:03:52.955]  That's the point we're making, is they're all hyping up Ebola being brought in by terrorists.
[01:03:52.955 --> 01:03:56.836]  What about being brought in by these open borders and these airplanes allowed to fly in?
[01:03:58.158 --> 01:04:00.040]  Yeah, it's incredible.
[01:04:00.040 --> 01:04:01.022]  They're not doing a thing.
[01:04:01.022 --> 01:04:01.582]  It is, Will.
[01:04:01.582 --> 01:04:02.283]  Great point.
[01:04:02.283 --> 01:04:04.325]  Maria in North Carolina, last caller.
[01:04:04.325 --> 01:04:06.228]  Go ahead, Maria.
[01:04:06.228 --> 01:04:07.389]  Hi, Alex.
[01:04:07.389 --> 01:04:15.739]  My question is about the number of doctors and nurses that are involved in the health care of the Ebola patients here.
[01:04:16.708 --> 01:04:27.000]  We know that they're asking for quarantine for the other people, but what happens to the doctors and nurses that are actually treating the Ebola patients here?
[01:04:27.000 --> 01:04:28.622]  Where do they go after work?
[01:04:28.622 --> 01:04:32.226]  What are the protocols, if any, that are imposed upon them?
[01:04:32.566 --> 01:04:33.467]  There aren't.
[01:04:33.467 --> 01:04:34.027]  There aren't.
[01:04:34.027 --> 01:04:36.529]  And that's what I'm saying is that normally they would do this.
[01:04:36.529 --> 01:04:38.430]  Why are they saying it's a non-issue?
[01:04:38.430 --> 01:04:39.271]  I don't know, Maria.
[01:04:39.271 --> 01:04:40.652]  We'll talk about it more tomorrow.
[01:04:40.652 --> 01:04:41.733]  11 a.m.
[01:04:41.733 --> 01:04:42.173]  to 2 p.m.
[01:04:42.173 --> 01:04:43.073]  Central.
[01:04:43.073 --> 01:04:52.240]  In fact, we're going to talk about it in the next segment with Anthony Gucciardi on the Ebola subject and a lot of other known things we know the globalists are doing to poison the food and water supply.
[01:04:52.240 --> 01:04:55.402]  We'll talk election with David Knight as well.
[01:04:55.402 --> 01:04:56.423]  God bless you all.
[01:04:56.423 --> 01:04:57.604]  Infowars.com.
[01:04:57.604 --> 01:04:58.985]  Tell your friends and family, tune in.
[01:05:01.363 --> 01:05:02.684]  The experts are clear.
[01:05:02.684 --> 01:05:09.808]  Sunlight, purified water, healthy non-GMO food, and having a good attitude is essential to a healthy immune system.
[01:05:09.808 --> 01:05:16.091]  But I go further with Super Nascent Iodine X2 from Infowarsline.com.
[01:05:16.091 --> 01:05:19.673]  50% stronger than our original and revolutionary Nascent Iodine formula.
[01:05:19.813 --> 01:05:24.015]  Coming from a deep earth crystal source that no other supplier has.
[01:05:24.015 --> 01:05:29.338]  Most other forms of iodine come from seaweed in areas plagued by Fukushima and other contaminants.
[01:05:29.338 --> 01:05:30.339]  Not our iodine.
[01:05:30.339 --> 01:05:34.161]  It comes from over 200 million year old crystal salt deposits.
[01:05:34.161 --> 01:05:36.703]  And is tested and proven to be completely pure.
[01:05:36.703 --> 01:05:38.724]  Visit InfoWarsLife.com today.
[01:05:38.724 --> 01:05:40.305]  See the informational videos.
[01:05:40.305 --> 01:05:42.266]  Read the information there compiled.
[01:05:42.266 --> 01:05:46.168]  And for a limited time, will you use promo code NOW at checkout.
[01:05:46.288 --> 01:05:51.616]  You get an additional 5% off the entire family of InfoWarsLife.com products.
[01:05:51.616 --> 01:05:57.065]  Secure your Survival Shield X2 today at InfoWarsLife.com or call toll free 888-253-3139.
[01:06:01.311 --> 01:06:01.912]  We've got it.
[01:06:01.912 --> 01:06:08.417]  This transmission is coming to you.
[01:06:08.417 --> 01:06:12.781]  Waging war on corruption.
[01:06:12.781 --> 01:06:18.466]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[01:06:22.583 --> 01:06:33.606]  Well, one NASA rocket blew up early last week, and then on Friday, Virgin Atlantic's space plane came down to ground, dropping like a rock.
[01:06:33.606 --> 01:06:36.427]  One of the pilots killed, the other parachuting out.
[01:06:36.427 --> 01:06:44.909]  I tell ya, I don't even like Sir Richard Branson's politics on many fronts, but I really admire trailblazing, like I said last hour.
[01:06:45.889 --> 01:06:52.372]  This is what all innovation basically takes and needs, and there's going to be risk, there's going to be lost lives.
[01:06:52.372 --> 01:07:10.321]  And when I watch the media early on begin a demonization campaign of folks trying to bring us private space flight and innovation, it's really disgusting to watch a bunch of armchair quarterbacks who have made their way in the establishment crony system criticizing trailblazers.
[01:07:10.321 --> 01:07:14.963]  Especially the pilots, the test pilots inside of that spaceship.
[01:07:15.894 --> 01:07:19.596]  It's similar to some of the space planes the military had 30 years ago.
[01:07:19.596 --> 01:07:27.759]  Most of that was classified because so many pilots died and Americans didn't have the stomach anymore for people like Chuck Yeager who openly risked their lives.
[01:07:27.759 --> 01:07:29.480]  The deaths have basically been secret.
[01:07:30.299 --> 01:07:33.761]  And the intel I've got is not in space so much, but on the ground.
[01:07:33.761 --> 01:07:38.664]  More than 2,000 dead test pilots, and a lot of them in space planes.
[01:07:38.664 --> 01:07:44.787]  And I had that from Dr. Bob Bowman, the former head of the Star Wars program, that it was very high numbers.
[01:07:44.787 --> 01:07:45.428]  And I said, hundreds?
[01:07:45.428 --> 01:07:50.871]  And he put his thumb up in the ballroom in L.A., where we were on C-SPAN doing a TV program.
[01:07:50.871 --> 01:07:52.212]  And I said, 500?
[01:07:52.212 --> 01:07:52.232]  1,000?
[01:07:52.232 --> 01:07:53.672]  And his thumb kept going up.
[01:07:53.672 --> 01:07:54.693]  And I said, 2,000?
[01:07:54.693 --> 01:07:55.894]  And he goes, yeah, I think you got your...
[01:07:56.769 --> 01:07:58.451]  I mean, that's pretty amazing.
[01:07:58.451 --> 01:08:07.901]  And I've got Anthony Guciardi here to talk about some really serious issues, but I thought I would just add those points because I hadn't gotten to it earlier.
[01:08:07.901 --> 01:08:15.088]  Back when we had heroes who were inventors, who were trailblazers, who were doing things like this, we were a very innovative
[01:08:15.869 --> 01:08:17.050]  Renaissance society.
[01:08:17.050 --> 01:08:21.532]  When it became football players and basketball players, society started falling apart, ladies and gentlemen.
[01:08:21.532 --> 01:08:25.714]  So, my real rock stars are innovators and trailblazers.
[01:08:25.714 --> 01:08:33.397]  And so I've got to say, the pilots of these craft, regardless of what goes on with Branson, you know, he said he would have his kids fly on it and stuff like that.
[01:08:33.397 --> 01:08:34.818]  Look, space flight's very dangerous.
[01:08:34.818 --> 01:08:36.098]  I mean, look at NASA.
[01:08:36.098 --> 01:08:39.320]  People say, oh, their rockets are blowing up all the time.
[01:08:39.320 --> 01:08:41.861]  It's a miracle they don't blow up more often.
[01:08:41.861 --> 01:08:44.062]  This is cutting edge.
[01:08:45.472 --> 01:08:54.479]  And that's why the government keeps it secret from the public, the real space program, they admit 80% of it's secret, because the public can't handle the truth.
[01:08:54.479 --> 01:09:03.245]  Anthony Gucciardi, briefly, your take on the whole Richard Branson situation and the space plane falling, falling like Icarus from the heavens.
[01:09:03.245 --> 01:09:12.572]  Well, you know, it's easy to take advantage of this situation by the mainstream media and say, well look at him, we can't do this, we can't make these leaps and bounds, but it's always the trailblazers that are blamed.
[01:09:13.112 --> 01:09:17.197]  For the fallacies that happen in their invention and in their ingenious.
[01:09:17.197 --> 01:09:19.740]  Look at the creation of the lightbulb.
[01:09:19.740 --> 01:09:25.967]  For example, there were naysayers saying that it was a horrible idea and that people could die from electrocutions and similar things.
[01:09:25.967 --> 01:09:28.269]  Or if you even look at aqueduct systems.
[01:09:28.269 --> 01:09:32.454]  Every single time that a major invention is created, people are always going to attack it.
[01:09:32.814 --> 01:09:34.235]  And same thing for information.
[01:09:34.235 --> 01:09:43.840]  So I think it's very courageous in many ways to actually try things knowing that it could blow up in your face publicly and knowing that you could look like a fool despite your attempts to innovate.
[01:09:43.840 --> 01:09:47.623]  And I think Richard Branson is going to go and do it again because he doesn't care.
[01:09:47.623 --> 01:09:49.604]  He actually wants to innovate in many ways.
[01:09:49.604 --> 01:09:54.226]  And of course, you know, he's not perfect, but he wants to innovate in ways that... I overall like him.
[01:09:54.226 --> 01:09:55.427]  Yeah, me too.
[01:09:55.427 --> 01:09:58.009]  It's just that I wish he didn't have some of his liberal tendencies, but...
[01:09:58.689 --> 01:10:01.511]  It just seems that's what most of these people are into.
[01:10:01.511 --> 01:10:09.637]  Speaking of innovation, Leanne McAdoo had a piece on Friday that was just shocking.
[01:10:09.637 --> 01:10:16.902]  The majority of people she talked to on the hike and bike trail on the pedestrian bridge in downtown Austin, Texas, where this broadcast originates from,
[01:10:19.702 --> 01:10:24.629]  Agreed with basically banning humans in cars, saying it's safer to have robots drive.
[01:10:24.629 --> 01:10:25.690]  Who runs the robots?
[01:10:25.690 --> 01:10:27.092]  Who programs the system?
[01:10:27.092 --> 01:10:36.705]  It's like the smart meters have been caught in California and Texas, gouging people and surveilling on all your other wireless activity and shelling it through the power company to private interest.
[01:10:37.964 --> 01:10:39.045]  This is ubiquitous.
[01:10:39.045 --> 01:10:40.286]  I'm all into technology.
