[00:00:20.051 --> 00:00:22.873]  Welcome to the InfoWars Nightly News live coverage.
[01:36:00.662 --> 01:36:04.945]  Are there any candidates stating that they would be willing to impeach Obama?
[01:36:06.576 --> 01:36:07.597]  I haven't heard any say that.
[01:36:07.617 --> 01:36:09.238]  That is from Matt Lance, True Patriot.
[01:36:09.879 --> 01:36:11.981]  See, I've heard just the opposite from Boehner.
[01:36:12.321 --> 01:36:25.152]  You know, he famously said that he's not going to do anything to impeach Obama, and that's one of the things that we're going to be talking about in depth tomorrow as part of our election coverage, bringing not only the results, but we're going to talk about what it's going to look like after the election.
[01:36:25.172 --> 01:36:31.438]  Of course, we're all concerned about what Obama's going to do as a lame duck president with his pen and his cell phone.
[01:36:32.479 --> 01:36:33.620]  There's no telling what he's going to do.
[01:36:33.640 --> 01:36:40.486]  We're also concerned about what they're covering up as far as Ebola is concerned, what he's going to do in terms of blanket amnesty.
[01:36:40.787 --> 01:36:51.437]  And of course, with all of this, I don't see the Republican leadership, certainly not in the Senate either, if Mitch McConnell gets in there, I don't see McConnell or Boehner doing anything about that.
[01:36:51.497 --> 01:36:56.401]  I think the leadership will shut that down if there's a few people that do want to have impeachment.
[01:36:56.441 --> 01:36:56.822]  What do you think?
[01:36:57.082 --> 01:37:07.209]  Well I think some people are saying that with even the Bo Bergdahl swap that that was just by not letting Congress know, giving that 30 day notice of that, that is an impeachable offense.
[01:37:07.230 --> 01:37:09.972]  I mean there's so many things that keep piling up.
[01:37:10.052 --> 01:37:22.461]  Dan Bongino actually spoke with Alex Jones about that and he said that we just haven't been able to really get full public support for something like that and you would have to build a whole case for indictment and that's just not going to happen without
[01:37:23.300 --> 01:37:28.965]  The problem is that I have a real problem with people not trying.
[01:37:29.986 --> 01:37:32.548]  I think the biggest failure is the failure to try.
[01:37:32.988 --> 01:37:41.455]  And I think we would have a lot more confidence and we would see who the real men are if they would stand up and do the right thing, regardless of the consequences.
[01:37:41.895 --> 01:37:42.676]  That's the issue.
[01:37:42.756 --> 01:37:43.977]  Are you going to do the right thing?
[01:37:44.457 --> 01:37:46.759]  And the answer is a resounding no from the GOP.
[01:37:46.799 --> 01:37:48.561]  I don't think that we're going to see any movement on that.
[01:37:48.821 --> 01:37:49.982]  You got anything else, Joe?
[01:37:52.196 --> 01:37:55.117]  Do any of you guys vote, and if so, why?
[01:37:55.137 --> 01:37:57.838]  Go ahead, you want to take it?
[01:37:58.158 --> 01:37:59.519]  Well, of course I vote.
[01:37:59.619 --> 01:38:10.763]  I think that voting, I mean, even the last election, the last two elections actually, if I had to write in Ron Paul's name and everyone says, well, your vote is going to be wasted, why would you do that?
[01:38:10.823 --> 01:38:13.524]  You're here in Texas, you've got to vote for this guy or that guy.
[01:38:14.124 --> 01:38:17.385]  But I refuse to vote for the lesser of two evils.
[01:38:17.865 --> 01:38:20.406]  I mean, that doesn't even sound right on your conscience.
[01:38:20.466 --> 01:38:22.267]  Why would you go that route?
[01:38:22.367 --> 01:38:24.707]  And just like you said, the failure to try.
[01:38:25.168 --> 01:38:35.471]  I don't want to buy into that meme, really, that your vote doesn't count and that if you vote for someone who's not a favored party that your vote is wasted.
[01:38:35.811 --> 01:38:41.953]  Because more people need to speak up about that and to really say, well, why wasn't Ron Paul, for instance, brought into the debates?
[01:38:42.133 --> 01:38:47.776]  He was running second in so many different polls, but they completely hid him from that.
[01:38:47.876 --> 01:38:50.838]  And people just kind of sat back and said, oh, it's all rigged.
[01:38:51.398 --> 01:38:52.559]  And that's what they want us to believe.
[01:38:52.679 --> 01:38:59.723]  You've got to think, a lot of those guys, you know, Ron Paul could have made it if they actually let the votes count of the soldiers that are deployed.
[01:39:00.263 --> 01:39:05.166]  Now these guys get these absentee ballots, but they don't even make it out of Afghanistan to be counted.
[01:39:05.686 --> 01:39:11.133]  They said the only time that they may possibly bring in these absentee ballots these soldiers fill out.
[01:39:11.493 --> 01:39:13.555]  I mean on top of that they're out there fighting for their country.
[01:39:13.916 --> 01:39:18.021]  The only way their vote can count is if it's a very very close race.
[01:39:18.321 --> 01:39:22.446]  Then they'll allow someone to fly those votes over and possibly be counted.
[01:39:22.706 --> 01:39:24.589]  That's something else that needs to be looked into as well.
[01:39:25.097 --> 01:39:29.521]  Well, as I said earlier, I'm skeptical about elections, but I'm not a cynic about elections.
[01:39:30.562 --> 01:39:35.687]  I feel like, even if it's just out of desperation, I think we ought to do everything possible that we can.
[01:39:35.988 --> 01:39:41.092]  But I think that there's a lot of value in people seeing the corruption of the system.
[01:39:41.113 --> 01:39:42.794]  And I think a lot of people saw that with Ron Paul.
[01:39:42.814 --> 01:39:43.475]  I mentioned that earlier.
[01:39:43.855 --> 01:39:45.577]  You know, it was a real quixotic thing.
[01:39:46.117 --> 01:39:48.460]  He didn't have a chance of winning the first two times he ran.
[01:39:48.560 --> 01:39:50.141]  Once as a Libertarian, once as a Republican.
[01:39:50.402 --> 01:39:52.083]  The second time I think it was stolen from him.
[01:39:52.123 --> 01:39:53.925]  And I think people saw that.
[01:39:54.225 --> 01:39:57.308]  It's important for people to understand what's going on.
[01:39:57.388 --> 01:39:59.691]  So from one aspect you could say elections
[01:40:00.211 --> 01:40:02.212]  Uh, can be about educating people about issues.
[01:40:02.252 --> 01:40:06.093]  We try to do that all the time here at InfoWars Nightly News and with Alex Jones' radio show.
[01:40:06.373 --> 01:40:08.873]  Try to educate people about the issues and what's behind it.
[01:40:08.893 --> 01:40:13.054]  But I think that's an important thing for them to see the corruption in the electoral system.
[01:40:13.114 --> 01:40:15.555]  And I think it needs to be addressed directly.
[01:40:15.635 --> 01:40:16.375]  It's not happening.
[01:40:16.395 --> 01:40:20.596]  We're going to be talking tomorrow to, uh, uh, Bev Harris, who's with Black Box Voting.
[01:40:20.936 --> 01:40:24.837]  There's other projects out there like True the Vote that watches the, uh, election polls.
[01:40:25.077 --> 01:40:27.298]  There's a lot of ways that people can get involved, but
[01:40:28.118 --> 01:40:31.747]  I think at the local level, a lot of people are so focused on the upper...
[01:40:33.464 --> 01:40:36.646]  Parts of the ballot ticket that they don't look downstream.
[01:40:36.947 --> 01:40:41.009]  Look at their neighbor who they may know that this person is an honest person.
[01:40:41.050 --> 01:40:46.073]  We've got a couple people running here in Austin that I trust and I've talked to personally.
[01:40:46.493 --> 01:40:48.615]  You have to not be a total cynic.
[01:40:48.635 --> 01:40:49.696]  You have to get involved.
[01:40:49.936 --> 01:40:52.478]  You have to do the right thing, just like we were talking about before.
[01:40:53.078 --> 01:41:02.305]  What do you think of these Republicans who see all the illegal actions of Obama and then just say, yeah, but you know, I couldn't really win if I went up against him, so I'm just not going to do anything.
[01:41:02.705 --> 01:41:04.786]  I mean, are we going to be like those Republicans?
[01:41:04.826 --> 01:41:10.468]  Are we going to be that cynical, that focused on saying, well, I can't win, so I'm not going to try anything?
[01:41:10.808 --> 01:41:12.748]  Sometimes you don't know what you can do until you try.
[01:41:12.788 --> 01:41:15.509]  I think you ought to always give it the best try that you can.
[01:41:16.290 --> 01:41:16.870]  Absolutely.
[01:41:17.770 --> 01:41:18.670]  Anything else, Joe?
[01:41:18.990 --> 01:41:19.411]  One more?
[01:41:19.531 --> 01:41:19.971]  One more.
[01:41:20.731 --> 01:41:23.472]  This is from atgrownfolkstv1.
[01:41:23.692 --> 01:41:26.253]  Do you really think Dems will lose the Senate?
[01:41:27.591 --> 01:41:31.312]  Well, the Washington Post gives that about a 97% chance.
[01:41:31.432 --> 01:41:33.233]  I think the New York Times gave it like 90%.
[01:41:33.413 --> 01:41:40.495]  I think the lowest that I've seen is like a 68% probability that that will happen.
[01:41:40.675 --> 01:41:52.058]  It looks like from people who analyze this, if you look at the Washington Post, they're going in state by state and they're saying that they have a 99% certainty that this person is going to win here and on a state by state basis.
[01:41:52.118 --> 01:41:53.619]  I think the one, as I was just kind of
[01:41:54.359 --> 01:41:55.080]  I think so.
[01:42:13.374 --> 01:42:13.494]  Yeah.
[01:42:29.208 --> 01:42:30.909]  A non-entity there.
[01:42:30.989 --> 01:42:38.051]  Somebody who is, they obviously recognize as something that is just a, you know, somebody who's a puppet for corporate control.
[01:42:38.311 --> 01:42:39.212]  And that's Tom Tillis.
[01:42:40.032 --> 01:42:54.257]  Once the Republicans got control of the House in North Carolina in the 2010 elections, he was made the Speaker of the House over a guy who really was a kind of Tea Party candidate, Skip Stam, who was a straight-up guy there.
[01:42:54.597 --> 01:42:57.198]  And again, there are good people in politics.
[01:42:57.438 --> 01:42:58.839]  They're good, honest people in politics.
[01:42:58.879 --> 01:43:11.030]  And what the Republican machinery did was they took somebody who had only been in one or two terms before that, put him over the guy who had been a minority leader for a very, very long time, who was an honest Tea Party guy.
[01:43:11.271 --> 01:43:18.037]  They put Tom Tillis in as Speaker of the House, and then the next thing you know, he's running for Senate.
[01:43:18.497 --> 01:43:20.679]  And they got the Tea Party candidate out in the primaries.
[01:43:20.799 --> 01:43:28.147]  And it's such an important election year because there are only six seats that could make a difference in who will control the Senate.
[01:43:28.567 --> 01:43:36.396]  And the Dems know they're down, and that's why you kind of see there's not a lot of talk on, you know, ABC, NBC, not a lot of talk about
[01:43:36.596 --> 01:43:48.786]  Well the GOP is going to get their majority in spite of this race, but I tell you what, if they hadn't scuttled the candidacy of the Tea Party candidate there in North Carolina, he would be way up, way up over Kay Hagan and we'd have a real representative.
[01:43:48.806 --> 01:43:49.467]  But they don't want that.
[01:43:49.507 --> 01:43:53.830]  I think they'd rather have somebody who's going to follow the same line.
[01:43:54.331 --> 01:43:59.435]  They've got Tweedledee and Tweedledum are the choices there on the ballot for Senate in North Carolina.
[01:43:59.815 --> 01:44:00.715]  We're going to be right back.
[01:44:00.735 --> 01:44:02.436]  We're going to take a short break.
[01:44:02.496 --> 01:44:03.696]  Join us again when we come back.
[01:44:03.716 --> 01:44:09.117]  We're going to be talking about Democrats who are running as hard as they can from Obama.
[01:44:09.697 --> 01:44:10.117]  Stay with us.
[01:44:32.085 --> 01:44:37.892]  In the past decade, we have witnessed unparalleled scientific discoveries in the area of health.
[01:44:38.352 --> 01:44:48.063]  But no one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[01:44:48.383 --> 01:44:52.144]  DNA Force is one of the most expensive formulas to produce.
[01:44:52.704 --> 01:44:57.385]  Some of the ingredients in DNA Force are $12,000 a kilogram.
[01:44:57.745 --> 01:45:03.966]  We are using the coveted, patented, only American source of PQQ, CoQ10, and more.
[01:45:04.286 --> 01:45:06.566]  You want the best that's out there at the lowest price anywhere?
[01:45:07.226 --> 01:45:09.667]  Well, we're bringing you a total win-win.
[01:45:10.067 --> 01:45:15.548]  The ultimate value, cutting-edge, trailblazing game-changer that also supports the Infowar.
[01:45:16.008 --> 01:45:22.675]  We have produced a limited run of DNA Force and it will take up to 12 weeks to produce more once we sell out.
[01:45:23.016 --> 01:45:27.801]  Secure your DNA Force today at InfoWarsLife.com or call toll-free 888-253-3139.
[01:45:27.821 --> 01:45:29.222]  DNA Force from InfoWarsLife.
[01:45:39.377 --> 01:45:47.280]  The globalists have controlled the mainstream media for a long time, but now they're expanding, making the weaponization even more vicious and deceptive.
[01:45:47.520 --> 01:45:49.541]  All the major networks are state-run.
[01:45:49.741 --> 01:45:52.383]  We are partnering this year with the NFL.
[01:45:52.443 --> 01:45:56.544]  The NFL has become a political weapon against the Second Amendment and pushes Obamacare.
[01:45:56.864 --> 01:46:00.026]  MSNBC tells us that our children belong to the state.
[01:46:00.046 --> 01:46:07.289]  We have to break through our kind of private idea that kids belong to their parents, or kids belong to their families and recognize that kids belong to whole communities.
[01:46:07.449 --> 01:46:18.551]  The brainwashing media machine has been turned up on high and it's time for humanity to double down on the true people's media and strike back against the tyrants that are destroying our civilization with their lies and fraud.
[01:46:18.731 --> 01:46:20.091]  We are the resistance.
[01:46:20.391 --> 01:46:21.731]  You are the resistance.
[01:46:22.112 --> 01:46:23.652]  You are the info war.
[01:46:23.832 --> 01:46:27.953]  It is more important than ever to realize that we are not the alternative media.
[01:46:28.153 --> 01:46:29.833]  We are the true media.
[01:46:29.953 --> 01:46:32.533]  The establishment dinosaur press is dying.
[01:46:32.633 --> 01:46:36.214]  We are in an information war and we are losing that war.
[01:46:36.414 --> 01:46:40.517]  Join us at Infowarsnews.com and PrisonPlanet.tv.
[01:46:40.738 --> 01:46:43.600]  Members can share their memberships with up to 11 people.
[01:46:43.700 --> 01:46:51.266]  By subscribing, you will literally be buying war bonds in the Info War to expand our operation in the face of the tyrants.
[01:46:51.587 --> 01:46:53.308]  Join us at PrisonPlanet.tv.
[01:47:15.464 --> 01:47:22.106]  Alex Jones here to break down some exciting developments in the area of research concerning supplemental iodine.
[01:47:22.746 --> 01:47:24.867]  It's nothing less than phenomenal.
[01:47:25.467 --> 01:47:31.689]  I began to get into iodine a few years ago because it was helping me and my family so much get healthy and detoxify.
[01:47:32.009 --> 01:47:35.970]  And I used some of the mainline iodine supplements and they upset my stomach and I had some issues with it.
[01:47:36.470 --> 01:47:46.733]  Until I discovered a product being developed by Dr. Group, who I was already interviewing as an expert on my radio show, and I began taking the product before he actually rolled it out.
[01:47:47.214 --> 01:47:52.495]  You now know it as Survival Shield True Nascent Iodine that your body can really absorb.
[01:47:53.275 --> 01:48:01.058]  Then, about a year ago, he said, listen, if you think this is powerful, I'm going to come out with rare earth, deep earth crystals.
[01:48:02.105 --> 01:48:12.048]  That are incredibly powerful that no one else has as a source for their iodine from between 7 and 12,000 feet, literally drilled out of the ground.
[01:48:12.608 --> 01:48:17.689]  You put it on a hot plate and it turns into the pure gas.
[01:48:17.889 --> 01:48:21.130]  No one else has 99.99% pure iodine.
[01:48:22.551 --> 01:48:26.352]  And the results that I personally have had have been life-changing.
[01:48:26.992 --> 01:48:39.297]  I was over 270 pounds, and with the iodine, exercise, and better diet, I have lost now more than 50 pounds total, and I'm continuing to lose the weight.
[01:48:39.678 --> 01:48:43.799]  I have more energy, my libido, all this crap came out of my skin.
[01:48:44.340 --> 01:48:45.820]  I believe our research is conclusive.
[01:48:45.840 --> 01:48:47.181]  This is the best iodine out there.
[01:48:47.481 --> 01:48:48.582]  And I know this for a fact.
[01:48:49.143 --> 01:48:53.927]  Nobody else has got iodine based on these pure crystals, ladies and gentlemen.
[01:48:54.247 --> 01:48:55.128]  This is innovating.
[01:48:55.528 --> 01:48:56.529]  This is trailblazing.
[01:48:56.970 --> 01:49:04.276]  And the best part is, it helps fund InfoWars.com, the radio show, the TV show, the whole media operation, promoting true libertarian ideas.
[01:49:04.476 --> 01:49:08.580]  For a limited time, experience the ancient power of Survival Shield X2.
[01:49:08.780 --> 01:49:14.225]  Take advantage of this unprecedented 30% off super detox special at InfoWarsLife.com.
[01:49:17.401 --> 01:49:21.723]  You've experienced and heard about the benefits of Super Male Vitality.
[01:49:22.243 --> 01:49:24.724]  Now, the new formula has arrived.
[01:49:25.104 --> 01:49:28.966]  Introducing the new Super Female Vitality.
[01:49:29.266 --> 01:49:36.849]  I have specifically designed this formula to help the body naturally regulate itself without the use of artificial hormones.
[01:49:37.269 --> 01:49:40.590]  Key ingredients chosen from the highest quality sources.
[01:49:40.930 --> 01:49:46.973]  Secure your Super Female Vitality today from our limited stock at InfoWarsLife.com.
[01:49:58.029 --> 01:50:05.895]  The globalists have controlled the mainstream media for a long time, but now they're expanding, making the weaponization even more vicious and deceptive.
[01:50:06.136 --> 01:50:08.197]  All the major networks are state-run.
[01:50:08.357 --> 01:50:11.020]  We are partnering this year with the NFL.
[01:50:11.060 --> 01:50:15.223]  The NFL has become a political weapon against the Second Amendment and pushes Obamacare.
[01:50:15.483 --> 01:50:18.646]  MSNBC tells us that our children belong to the state.
[01:50:18.666 --> 01:50:25.932]  We have to break through our kind of private idea that kids belong to their parents or kids belong to their families and recognize that kids belong to whole communities.
[01:50:26.072 --> 01:50:37.179]  The brainwashing media machine has been turned up on high and it's time for humanity to double down on the true people's media and strike back against the tyrants that are destroying our civilization with their lies and fraud.
[01:50:37.359 --> 01:50:38.740]  We are the resistance.
[01:50:39.021 --> 01:50:40.381]  You are the resistance.
[01:50:40.742 --> 01:50:42.243]  You are the info war.
[01:50:42.463 --> 01:50:46.605]  It is more important than ever to realize that we are not the alternative media.
[01:50:46.786 --> 01:50:48.467]  We are the true media.
[01:50:48.587 --> 01:50:51.168]  The establishment dinosaur press is dying.
[01:50:51.289 --> 01:50:54.851]  We are in an information war and we are losing that war.
[01:50:55.031 --> 01:50:59.155]  Join us at Infowarsnews.com and PrisonPlanet.tv.
[01:50:59.356 --> 01:51:02.219]  Members can share their memberships with up to 11 people.
[01:51:02.319 --> 01:51:09.887]  By subscribing, you will literally be buying war bonds in the Info War to expand our operation in the face of the tyrants.
[01:51:10.207 --> 01:51:11.929]  Join us at PrisonPlanet.tv.
[01:51:41.471 --> 01:51:42.852]  My friends, we have done it.
[01:51:43.513 --> 01:51:49.617]  With Dr. Group's help, we have developed the ultimate male vitality supplement with eight concentrated super herbs.
[01:51:50.237 --> 01:51:55.741]  This is the answer to the globalist war on male vitality with the estrogen mimickers they've added to the food and the water supply.
[01:51:56.041 --> 01:52:02.286]  And now our test pilot, our Chuck Yeager, Dr. Edward Group, is here to test his greatest invention.
[01:52:02.486 --> 01:52:02.826]  Doctor?
[01:52:02.846 --> 01:52:04.407]  Thank you, Alex.
[01:52:04.808 --> 01:52:09.291]  I will now take two droppers to test this ultimate male vitality formula.
[01:52:14.633 --> 01:52:16.634]  This is a momentous moment.
[01:52:16.654 --> 01:52:17.254]  Thank you, Dr. Group.
[01:52:18.155 --> 01:52:20.556]  I will activate my muscles by doing push-ups.
[01:52:21.056 --> 01:52:22.276]  Ladies and gentlemen, this is it.
[01:52:22.977 --> 01:52:23.757]  This is the move.
[01:52:23.797 --> 01:52:25.218]  This is unprecedented.
[01:52:25.238 --> 01:52:28.019]  Ladies and gentlemen, we're going to see what happens right now.
[01:52:28.039 --> 01:52:28.419]  Oh my God!
[01:52:28.439 --> 01:52:29.740]  What the hell?
[01:52:29.980 --> 01:52:30.680]  Wait, wait, wait, wait!
[01:52:30.700 --> 01:52:31.460]  Get out of here!
[01:52:31.640 --> 01:52:32.181]  Shut this down!
[01:52:32.201 --> 01:52:32.961]  This is not safe!
[01:52:32.981 --> 01:52:34.442]  This is not... Hold on!
[01:52:34.462 --> 01:52:35.242]  Settle down!
[01:52:35.502 --> 01:52:36.263]  Get another doctor.
[01:52:36.303 --> 01:52:36.844]  Something's wrong.
[01:52:37.124 --> 01:52:37.965]  Something's wrong with him.
[01:52:37.985 --> 01:52:38.325]  Help him.
[01:52:38.345 --> 01:52:40.367]  Ladies and gentlemen, we did not intend for that to happen.
[01:52:40.447 --> 01:52:41.328]  I take it personally.
[01:52:41.548 --> 01:52:42.690]  Do not have those problems.
[01:52:43.350 --> 01:52:45.873]  Again, these are authorized verbs.
[01:52:46.253 --> 01:52:47.134]  Well known to be safe.
[01:52:48.516 --> 01:52:49.517]  Please, doctor.
[01:52:49.917 --> 01:52:50.778]  Doctor, wait a minute.
[01:52:50.978 --> 01:52:53.641]  Ladies and gentlemen, we're just going to cut the commercial for just a moment.
[01:52:53.861 --> 01:52:54.362]  Cut, cut, cut.
[01:52:54.422 --> 01:52:55.483]  Get everybody out of here.
[01:52:59.881 --> 01:53:01.142]  Super Male Vitality.
[01:53:01.662 --> 01:53:02.282]  It's awesome.
[01:53:02.742 --> 01:53:04.583]  Just not this awesome.
[01:53:04.943 --> 01:53:05.604]  Oh my God!
[01:53:05.844 --> 01:53:06.564]  What the hell?
[01:53:06.964 --> 01:53:09.706]  Ladies and gentlemen, the dramatization you've just seen is just that.
[01:53:10.266 --> 01:53:16.249]  It is satire to illustrate in a satirical way the incredible power of Super Male Vitality.
[01:53:17.409 --> 01:53:25.434]  It will not turn you into Conan the Barbarian, but it will help block some of the estrogen mimickers and reportedly let your glands produce the natural hormones your body needs.
[01:53:25.934 --> 01:53:29.917]  It also does have some other side effects in the human testing that we discovered, ladies and gentlemen.
[01:53:29.937 --> 01:53:33.319]  I'm about to illustrate right now what that is.
[01:53:33.339 --> 01:53:34.840]  Let's see if I can do it again.
[01:53:34.880 --> 01:53:35.800]  It takes some focus.
[01:53:36.541 --> 01:53:37.782]  Up, up, and away!
[01:53:45.514 --> 01:53:49.950]  Start your journey to super male vitality today at InfoWarsLife.com
[01:54:04.972 --> 01:54:08.897]  You are watching the InfoWars Nightly News, which airs 7 p.m.
[01:54:08.958 --> 01:54:11.401]  Central at InfoWarsNews.com.
[01:54:11.641 --> 01:54:17.950]  Members can share their passcodes with up to 11 other people, and your support is helping us defend liberty worldwide.
[01:54:25.503 --> 01:54:30.269]  Welcome back to our live coverage, our pre-election coverage here at InfoWars Nightly News.
[01:54:30.329 --> 01:54:33.794]  Now, if you're watching this on YouTube, thanks for joining us.
[01:54:33.914 --> 01:54:38.820]  But, you know, you can join us every night at 7 Central if you become a Prison Planet TV subscriber.
[01:54:38.840 --> 01:54:40.923]  And, of course, that helps to support our operation.
[01:54:41.403 --> 01:54:49.588]  And you have access to all of Alex Jones' documentaries as well that you can share with 11 people simultaneously if you pass around your password.
[01:54:49.608 --> 01:54:51.109]  Of course, we encourage that to happen.
[01:54:51.549 --> 01:54:54.051]  Again, you can join us every night at 7 Central.
[01:54:54.071 --> 01:54:58.133]  Now, tomorrow night we're going to be starting a little bit early with our live election results.
[01:54:58.153 --> 01:54:59.814]  We're going to start at 6 p.m.
[01:55:00.114 --> 01:55:01.635]  Central time, so join us then.
[01:55:01.975 --> 01:55:04.857]  Now, joining us tonight is Anthony Gucciardi.
[01:55:05.237 --> 01:55:07.859]  And also back again is Leanne McAdoo.
[01:55:07.879 --> 01:55:14.004]  We're going to be talking about what Democrats, how they're reacting to Obama, how they're running from Obama.
[01:55:14.024 --> 01:55:15.865]  He's become something of an albatross, hasn't he?
[01:55:15.965 --> 01:55:18.787]  That's true, but guess what, David and Leanne, I have great news.
[01:55:19.428 --> 01:55:21.770]  The New York Post today, the headline story.
[01:55:21.790 --> 01:55:23.651]  We don't have to worry about election fraud.
[01:55:24.031 --> 01:55:28.235]  We don't have to worry about Kellogg's being loaded with GMOs, which just came out in a consumer study.
[01:55:28.735 --> 01:55:29.756]  We don't have to worry about anything.
[01:55:30.316 --> 01:55:44.110]  In fact, everything is fine, because according to the New York Post, amid all this election fury, the top story is titled, this is real, I actually have the screenshot right here, the fruitful sex lives of the original Siamese twins.
[01:55:44.250 --> 01:55:45.592]  The top breaking...
[01:55:46.252 --> 01:55:47.194]  Headline story.
[01:55:47.234 --> 01:55:47.895]  This is no joke.
[01:55:47.975 --> 01:55:48.596]  This is no joke.
[01:55:49.156 --> 01:55:51.079]  Nothing about Batboy?
[01:55:51.139 --> 01:55:55.285]  Above Ebola, Bob Hope, Virgin Galactic, everything.
[01:55:55.726 --> 01:55:59.110]  The fruitful sex lives of the original Siamese twins.
[01:55:59.131 --> 01:56:00.112]  So let me just say something.
[01:56:00.913 --> 01:56:02.135]  It's time to stop taking the...
[01:56:02.395 --> 01:56:03.396]  Mainstream media, seriously.
[01:56:03.676 --> 01:56:05.977]  It's time to stop going to these worthless websites.
[01:56:06.057 --> 01:56:07.658]  Because you're not going to get news or information.
[01:56:07.998 --> 01:56:19.144]  The last 15 seconds of this broadcast, which was live, when you guys were talking about those ridiculous videos and everything, was more informational loaded than 50 articles on the New York Post today.
[01:56:19.244 --> 01:56:25.367]  All about the Siamese sex lives, and golfers, and how much money they make, and their stupid girlfriends and everything.
[01:56:25.407 --> 01:56:26.548]  Just worthless garbage.
[01:56:26.588 --> 01:56:28.529]  And it reminds me of the elections.
[01:56:28.769 --> 01:56:28.969]  Yeah.
[01:56:29.069 --> 01:56:31.170]  Because it's all a political facade.
[01:56:31.491 --> 01:56:36.213]  But deep down, you were saying earlier, you know, people ask, well, why do you write someone's name in on the ballot?
[01:56:36.233 --> 01:56:37.574]  Why do you write Ron Paul in?
[01:56:37.614 --> 01:56:39.795]  Or why do you even support Ron Paul in the first place?
[01:56:39.815 --> 01:56:40.816]  Because he'll never win.
[01:56:41.156 --> 01:56:45.639]  Well, first and foremost, he probably would win if the media actually treated him with some respect.
[01:56:45.939 --> 01:56:50.441]  And secondly, he probably would win if the voting machines weren't 100 percent rigged.
[01:56:51.522 --> 01:56:57.363]  The most important thing is anyone should run because it actually spreads a message, because it gets media coverage.
[01:56:57.403 --> 01:56:58.604]  Why do we do publicity stunts?
[01:56:59.044 --> 01:56:59.784]  Why do we do anything?
[01:57:00.164 --> 01:57:01.044]  To get the word out.
[01:57:01.244 --> 01:57:03.405]  It's not about even winning at the end of the day.
[01:57:03.745 --> 01:57:06.926]  It's important to vote for a real candidate because of their message.
[01:57:06.946 --> 01:57:07.766]  It gets out in the media.
[01:57:07.786 --> 01:57:08.686]  It gives them publicity.
[01:57:08.706 --> 01:57:09.466]  It gives them reality.
[01:57:09.786 --> 01:57:13.867]  It gives them things that aren't the fruitful sex lives of the original Siamese twins.
[01:57:14.388 --> 01:57:17.148]  It gives them real articles and real news and real information.
[01:57:17.868 --> 01:57:19.829]  And I want to hear your take on it.
[01:57:20.009 --> 01:57:23.850]  And I want to talk about a story in a little bit here I was privy to.
[01:57:24.751 --> 01:57:39.176]  Someone I know, a contact of mine, was running, and he doesn't like it, but he's one of those people, I'm just doing my job, basically a Democratic PR front where they go around and pass out pamphlets and stuff for the Democratic Party up in New York and New Jersey.
[01:57:39.696 --> 01:57:45.858]  And they take that, they take the response of these individuals, they poll them and say, hey, who are you going to vote for today?
[01:57:46.118 --> 01:57:48.580]  But it goes beyond somebody just trying to collect a paycheck.
[01:58:14.816 --> 01:58:15.216]  Oh, of course.
[01:58:34.747 --> 01:58:45.655]  Republican governor not allowed to participate in the Republican debates, even though he was elected by a larger margin in the re-election campaign in a heavily Democratic state.
[01:58:46.055 --> 01:58:51.139]  So that's exactly what you, you know, you don't want somebody like that running for president that could pull from both sides.
[01:58:51.479 --> 01:58:53.680]  Keep him out, keep him off of the polls.
[01:58:53.740 --> 01:58:57.923]  So they use these polls not to, well they have two different uses.
[01:58:58.123 --> 01:59:03.387]  They'll report something to manipulate public opinion, but they do really want to know what you're thinking.
[01:59:03.407 --> 01:59:04.348]  That's one of the reasons I vote.
[01:59:04.688 --> 01:59:09.231]  Well, it's interesting because at a bureaucratic level, all the levels are so ruined.
[01:59:09.591 --> 01:59:18.297]  It's kind of like that guy that was found to be, he was like 450 pounds, he was some top bureaucrat and he was always eating donuts and falling asleep for two hours and then going home and making $450,000 a year.
[01:59:19.938 --> 01:59:26.162]  But I'm talking about what's interesting to me, of course we know there's corruption, deep, deep corruption, the voting machines, everything, smear campaigns, it's all bogus.
[01:59:26.562 --> 01:59:48.097]  But even at the lowest levels, the fundamental gathering of this information, not even the smearing and contortionist attitude of these polling companies, but the fundamental gathering now is so bad that these Democrats are actually going around just throwing flyers at people's windows and just writing down, yes, Mr. Johnson said he will definitely be voting along with his whole family for the Democratic National Party.
[01:59:48.157 --> 01:59:49.358]  Like, it's completely...
[01:59:50.078 --> 01:59:51.339]  Slime from the bottom up.
[01:59:51.439 --> 01:59:52.399]  Well, you're talking about that.
[01:59:52.419 --> 02:00:08.388]  There was an interesting article that we had, I don't know where it is in the stack, but actually the Democrats sent out a thing threatening Democrat voters saying, you know, we noticed that you hadn't voted, giving them a grade, you know, as if they were in school and, you know, say we're going to be watching as if it's going to go on their permanent record.
[02:00:08.468 --> 02:00:16.293]  I mean, you're resorting back to this fear that is installed in everybody at the government schools about, you know, they're going to give you a grade and they're going to put it on your permanent record.
[02:00:16.533 --> 02:00:17.513]  If you don't show up and vote.
[02:00:17.573 --> 02:00:20.514]  You know, doing that to people that they believe are going to reliably vote Democrat.
[02:00:20.634 --> 02:00:23.334]  Well, you know, Monsanto and the government are basically the same thing, right?
