[00:00:00.009 --> 00:00:02.199]  You're listening to the Alex Jones Show!
[01:29:20.120 --> 01:29:21.481]  Even with a toy gun.
[01:29:21.721 --> 01:29:22.822]  There was no communication.
[01:29:23.082 --> 01:29:25.823]  They just run in, in both of those cases, and shoot the people dead.
[01:29:25.843 --> 01:29:30.426]  And yet, the solution is supposedly that we need to ban toy guns.
[01:29:31.626 --> 01:29:32.647]  Absolutely amazing.
[01:29:32.907 --> 01:29:34.268]  We're going to come back after the break.
[01:29:34.448 --> 01:29:35.468]  Start taking your calls.
[01:29:35.528 --> 01:29:35.949]  Stay with us.
[01:29:35.969 --> 01:29:36.509]  We'll be right back.
[01:29:58.621 --> 01:30:01.606]  We're on the march, the empire's on the run.
[01:30:02.547 --> 01:30:05.231]  Alex Jones and the GCN Radio Network.
[01:30:09.969 --> 01:30:21.094]  Sold out for weeks due to the difficult and extensive proprietary process behind its creation, the exclusive InfoWars Life Secret 12 formulation is now back in stock in the last limited shipment of 2014.
[01:30:21.334 --> 01:30:35.140]  The most bioactive form that has been created with our proprietary process, this ultra-clean Vitamin B12 nutraceutical has been carefully crafted and developed over the last two years and is based on cellular science of how your body actively absorbs essential nutrients.
[01:30:35.580 --> 01:30:38.361]  Secret 12 is taken by mouth, right on the tongue, and then swallowed.
[01:30:38.661 --> 01:30:39.862]  No needles, no injections.
[01:30:40.082 --> 01:30:44.123]  Vitamin B12 deficiency is linked to scores of serious problems.
[01:30:44.404 --> 01:30:53.608]  And Secret 12 is a fusion of two organic proprietary forms of Vitamin B12, bringing you a true nutraceutical quality Vitamin B12.
[01:30:54.048 --> 01:30:54.748]  Secret 12.
[01:30:55.108 --> 01:31:00.431]  Secret 12 is an excellent Christmas gift and is tailor-made to boost your New Year's resolutions.
[01:31:00.771 --> 01:31:02.872]  Supplies of Secret 12 are very limited.
[01:31:03.132 --> 01:31:05.533]  Secure yours today at InfoWarsLife.com.
[01:31:06.013 --> 01:31:06.978]  Or by calling toll free 888-253-3139.
[01:31:10.550 --> 01:31:15.734]  As the year is coming to a close, we all pause to reflect on what's happened in the past year.
[01:31:16.054 --> 01:31:18.856]  We take a step back and thank God for what we have.
[01:31:19.376 --> 01:31:22.158]  I'm David Hall, founder of Diamond Gusset Jeans.
[01:31:22.439 --> 01:31:27.983]  At Diamond Gusset, we are celebrating the brush fires of liberty that are spreading across this great nation.
[01:31:28.643 --> 01:31:30.625]  Another thing we are celebrating is you.
[01:31:31.085 --> 01:31:36.329]  Without the valued listeners of Alex Jones and our loyal customers, we wouldn't be here today.
[01:31:36.949 --> 01:31:39.730]  We offer a wonderful online shopping experience.
[01:31:40.010 --> 01:31:45.213]  If you receive a pair that doesn't fit, send them back and we'll exchange them at no cost to you.
[01:31:45.693 --> 01:31:54.737]  Beat the shopping rush by visiting us at gusset.com and join our email newsletter to receive some great holiday discounts.
[01:31:55.197 --> 01:32:00.841]  And paying no attention to political correctness, Diamond Gusset wants to wish you all a Merry Christmas.
[01:32:01.382 --> 01:32:06.986]  Thanks for believing in our dream, the original 100% American-made Diamond Gusset jean.
[01:32:09.679 --> 01:32:16.644]  For all of recorded history, civilizations around the world praised the health benefits of silver.
[01:32:16.884 --> 01:32:26.250]  At InfoWars Life, our mission is to bring you the highest quality, purest, cleanest, effective colloidal silver on the market today for the lowest price available.
[01:32:26.510 --> 01:32:34.496]  You don't have to be a doctor to know the fall and winter months are the most dangerous time of year in North America when it comes to you and your family's health.
[01:32:34.776 --> 01:32:44.229]  Infowarslife.com is very excited to announce our biggest run yet of silver bullet colloidal silver exclusively available at Infowarslife.com.
[01:32:44.429 --> 01:32:51.319]  Now Infowarslife.com has taken colloidal silver to the next level using a cutting-edge technique that is free of toxic artificial additives.
[01:32:51.539 --> 01:33:01.322]  Now more than ever it's important to stock up on high quality silver bullet from Infowarslife.com and to help others during Christmas by teaching them about the powerful benefits of silver.
[01:33:01.602 --> 01:33:05.923]  Secure your silver bullet today at Infowarslife.com or by calling toll free 888-253-3139.
[01:33:18.837 --> 01:33:21.224]  Another time in the Age of Wonder.
[01:33:34.455 --> 01:33:39.420]  Welcome back to the Alex Jones Show on this Friday, December 19th.
[01:33:39.480 --> 01:33:41.002]  I'm David Knight, your host here in Austin.
[01:33:55.001 --> 01:33:56.522]  The number to call in if you want is 800-259-9231.
[01:33:56.542 --> 01:34:01.085]  We're going to be taking your calls for at least the next half hour.
[01:34:01.125 --> 01:34:04.648]  We have our reporters in Washington State will be joining us in the next hour.
[01:34:05.468 --> 01:34:11.433]  And we've been talking about the cease and desist letter from the New York Attorney General telling
[01:34:12.193 --> 01:34:15.114]  Various retailers that they need to stop selling toy guns.
[01:34:15.234 --> 01:34:27.620]  Is that really the problem or is it police who have been trained to shoot first, to not assess the situation, who have been so scared about the threats against their lives and the general public that they
[01:34:28.840 --> 01:34:31.423]  Shoot first and get away with it over and over again.
[01:34:31.504 --> 01:34:36.330]  Increasing the tension back and forth between the community and the police.
[01:34:36.490 --> 01:34:42.918]  This is a deliberate tactic by the government to not address this, to increase the tensions between them.
[01:34:42.958 --> 01:34:46.502]  That's why our reporters are there, because in that particular area,
[01:34:47.083 --> 01:34:50.486]  With their MRAP, one question about that, he said he needed it for constitutionalists.
[01:34:50.526 --> 01:34:53.147]  That's coming straight from the Southern Poverty Law Center.
[01:34:53.207 --> 01:34:54.769]  That's straight out of their talking points.
[01:34:54.809 --> 01:34:58.531]  And of course, he did have them in that area, that sheriff, training his staff.
[01:34:58.931 --> 01:35:05.856]  And some good cops pointed out the propaganda that was involved in that to the public at large, and they shut that down.
[01:35:06.597 --> 01:35:12.521]  Now, there's an article up on Infowars.com, Mexico's Sinaloa cartel is now dominating U.S.
[01:35:12.741 --> 01:35:13.522]  heroin market.
[01:35:14.656 --> 01:35:16.177]  Is that really any surprise?
[01:35:16.757 --> 01:35:28.884]  Since we've been in Afghanistan, the worldwide supply of opiates has gone from 10% coming out of Afghanistan under the Taliban to well over 90% every year.
[01:35:28.904 --> 01:35:31.245]  It's a bumper crop coming from there.
[01:35:32.026 --> 01:35:41.611]  And should it be any surprise that the Mexican drug cartels are aligned with that traffic flow that is coming out of the CIA and the U.S.
[01:35:41.651 --> 01:35:41.951]  government?
[01:35:41.971 --> 01:35:43.252]  We've seen that before, haven't we?
[01:35:44.141 --> 01:35:50.902]  Where cocaine was coming out of Central America, going into the crack cocaine market in LA.
[01:35:51.083 --> 01:35:56.204]  That was exposed by Gary Webb in his articles and books, Dark Alliance.
[01:35:57.424 --> 01:35:58.964]  Same sort of thing we see happening.
[01:35:59.004 --> 01:36:03.265]  And yet, what's the response to the legalization of marijuana in Colorado?
[01:36:03.305 --> 01:36:06.246]  We see the Nebraska and Ohio Attorney Generals
[01:36:07.392 --> 01:36:15.214]  Are now trying to stop Colorado's legalization of marijuana, saying it's increased their law enforcement expenses.
[01:36:16.194 --> 01:36:19.375]  Not the open borders with the Mexican drug cartels coming in.
[01:36:19.975 --> 01:36:26.717]  No, it's the legalization of marijuana in Colorado that's increasing their law enforcement expenses.
[01:36:27.357 --> 01:36:32.198]  Look, the drug war is the biggest boom to the law enforcement budgets there ever was.
[01:36:33.052 --> 01:36:43.014]  Their asset forfeiture programs are ripping off the public, charging inanimate objects with crimes, never any due process, just confiscating the equipment without any due process.
[01:36:43.094 --> 01:36:51.276]  This is where the Patriot Act and the War on Terror all started 20 years ago, back in the early 90s, the late 80s.
[01:36:51.956 --> 01:36:58.598]  That was where they started first attacking the rights, and now they're consolidating that with militarized police in the name of the War on Terror.
[01:36:58.658 --> 01:37:02.179]  First we had to have SWAT teams because of the War on Drugs, and now it's the War on Terror.
[01:37:03.052 --> 01:37:10.478]  There are also arguing that federal law, these two attorney generals in Nebraska and Ohio, are saying federal law takes precedent over Colorado law.
[01:37:11.439 --> 01:37:17.444]  There is no legitimate law in the federal government to prohibit marijuana, as I said before.
[01:37:17.884 --> 01:37:22.768]  It required a constitutional amendment to prohibit alcohol, and then to reinstate it, it required another one.
[01:37:22.788 --> 01:37:23.288]  So we've got about 10%
[01:37:24.821 --> 01:37:31.983]  of the amendments in the Constitution that are about the prohibition of alcohol and the legalization of alcohol.
[01:37:32.723 --> 01:37:33.804]  Why did they have to have that?
[01:37:34.604 --> 01:37:41.306]  The only reason that's there is because once upon a time, we had a government, a Congress, that respected the Constitution.
[01:37:41.626 --> 01:37:43.267]  Now they do whatever they wish.
[01:37:44.227 --> 01:37:54.450]  Just as we see the logical conclusion of that, as you eventually wind up, as you scoff at the Constitution, as you do whatever you wish, as you claim powers that you don't have as a Congress, as a President,
[01:37:55.438 --> 01:38:07.010]  The logical conclusion is you wind up with a president who at this point is now just issuing memoranda or verbal orders about massive programs of blanket amnesty for illegal aliens.
[01:38:07.490 --> 01:38:12.375]  It's not little memoranda or executive orders like when they're going to have a holiday break.
[01:38:12.936 --> 01:38:18.461]  These are things that are gigantic issues that he's overriding the will of Congress, saying
[01:38:19.102 --> 01:38:22.425]  For a long time, I don't have the authority to just do whatever I wish.
[01:38:22.485 --> 01:38:23.286]  I'm not a dictator.
[01:38:23.386 --> 01:38:26.429]  Saying that 22 times and then becoming a dictator.
[01:38:26.869 --> 01:38:28.050]  That's where we wind up.
[01:38:28.951 --> 01:38:29.752]  That's where we are now.
[01:38:30.332 --> 01:38:33.995]  The next step, of course, is for this dictator or the one who follows him
[01:38:34.696 --> 01:38:44.638]  To start using the indefinite detention of the NDAA to retain, to render, to torture American citizens on our street.
[01:38:44.979 --> 01:38:45.739]  That's where it all ends.
[01:38:45.759 --> 01:38:47.039]  We've seen this movie before.
[01:38:47.079 --> 01:38:47.959]  We know how it ends.
[01:38:48.459 --> 01:38:49.580]  Let's go to your calls right now.
[01:38:49.620 --> 01:38:51.200]  Let's go to Stephen in Florida.
[01:38:51.220 --> 01:38:52.700]  Stephen, you said you want to talk about toy guns?
[01:38:54.101 --> 01:38:56.121]  Yeah, hey, good afternoon, David.
[01:38:56.821 --> 01:38:58.962]  Yeah, the article you were just citing about the
[01:39:00.091 --> 01:39:03.334]  Attorney General up there in New York State, which is my home state.
[01:39:03.554 --> 01:39:06.596]  It doesn't surprise me, but here's what I was thinking about.
[01:39:07.417 --> 01:39:15.303]  Alex showed in his documentaries how Homeland Security is trying to recruit the Boy Scouts to go after veterans.
[01:39:16.124 --> 01:39:29.635]  And he played many times that clip of Eric Holder when he was the Assistant Attorney General under Clinton, talking about how we need to brainwash the public into giving up their guns.
[01:39:30.564 --> 01:39:45.628]  And I think about Charlotte Thompson Isserby, who you guys have had on several times, and her book, Deliberate Dumbing Down of America, and how they were going to take control of the schools and program these kids to basically go along with their agenda.
[01:39:46.369 --> 01:39:53.210]  And with this deal about, you know, saying, oh, you can't have kids have these toy guns, they're too realistic, and they're therefore a threat.
[01:39:53.951 --> 01:39:58.532]  This is about conditioning the younger generation, because I think with the adults,
[01:39:59.008 --> 01:39:59.148]  Yes.
[01:39:59.168 --> 01:39:59.348]  Mm-hmm.
[01:40:29.155 --> 01:40:49.198]  Of course they don't want to talk about that, but I'm saying there's a deliberate conditioning of the kids to be afraid of the guns rather than hearing what they should, which is the criminals that want them to be that way, which is the people running our government, and so this is why it's incumbent on parents
[01:40:49.847 --> 01:41:06.899]  You've got to make sure that you're controlling what your kids are being exposed to, because basically what I'm saying, David, is Americans are so unaware, to a great extent, of psych warfare and how it works, and that's why Alex calls what he has Info Wars.
[01:41:06.979 --> 01:41:10.121]  It's a military term for psychological warfare.
[01:41:10.521 --> 01:41:16.125]  But a lot of Americans really don't know what we're up against, and if we have our kids being conditioned this way,
[01:41:16.741 --> 01:41:23.649]  We're going to have a real big problem on our hands because they're already being zombified as it is from reality.
[01:41:24.090 --> 01:41:24.730]  Oh, absolutely.
[01:41:24.830 --> 01:41:27.133]  And it's all about getting the kids at an early age.
[01:41:27.754 --> 01:41:33.961]  I don't know about... Did they have law enforcement in the schools and metal detectors when you were in schools?
[01:41:33.981 --> 01:41:34.862]  They didn't when I was.
[01:41:34.942 --> 01:41:35.323]  I'm older.
[01:41:36.673 --> 01:41:37.915]  No, I'm in my fifties.
[01:41:37.955 --> 01:41:42.380]  We just started having, like, guards, you know, hall guards and stuff like that.
[01:41:42.661 --> 01:41:48.268]  Yeah, but a hall monitor is way different than having armed police going through the halls.
[01:41:48.308 --> 01:41:51.772]  And of course, we just had a case here locally, just outside of Austin.
[01:41:52.253 --> 01:42:04.539]  Where, and there's video that exists of the footage, there was a young man who was breaking up a fight between two people, and this cop comes up after, at the end of all this, and singles him out and shoots him with a taser.
[01:42:04.559 --> 01:42:11.101]  He goes straight down on the concrete, has a massive concussions, left him brain damaged, and that's a lawsuit that is running through there.
[01:42:11.121 --> 01:42:18.585]  But again, that type of action, and what you're talking about is not just a fear of guns that they're trying to put in people, and just not
[01:42:19.105 --> 01:42:21.846]  Trying to sponge that out of the culture.
[01:42:22.267 --> 01:42:24.988]  They're also trying to put a fear of the government in them.
[01:42:25.028 --> 01:42:26.829]  That's a big part of this conditioning.
[01:42:26.849 --> 01:42:28.310]  A big part of the programming.
[01:42:28.570 --> 01:42:30.110]  That's what the TSA is all about.
[01:42:30.291 --> 01:42:32.252]  It is a psychological program.
[01:42:32.332 --> 01:42:38.595]  It's exactly what people, behavioral psychologists like BF Skinner, have always done with their operant conditioning.
[01:42:38.895 --> 01:42:40.356]  Just like clicker training.
[01:42:40.896 --> 01:42:42.697]  Let me put my hands on you and touch you.
[01:42:42.757 --> 01:42:43.497]  Let me harass you.
[01:42:43.537 --> 01:42:44.818]  I'll immediately reward you.
[01:42:45.498 --> 01:42:47.179]  with letting you fly on a plane.
[01:42:47.719 --> 01:42:49.540]  That's exactly what they do to animals.
[01:42:49.580 --> 01:42:50.380]  And that was what B.F.
[01:42:50.400 --> 01:42:51.460]  Skinner was talking about.
[01:42:52.040 --> 01:42:54.361]  My wife was a teacher.
[01:42:54.401 --> 01:42:55.982]  She had a master's degree in education.
[01:42:56.082 --> 01:42:56.882]  She read B.F.
[01:42:56.902 --> 01:42:58.343]  Skinner, Beyond Freedom of Dignity.
[01:42:58.383 --> 01:43:00.464]  She said, this is outrageous.
[01:43:01.024 --> 01:43:06.326]  And they were making everybody read that as part of the graduate program because they want them to think that way.
[01:43:06.346 --> 01:43:09.027]  They want them to understand that it's a conditioning response.
[01:43:09.567 --> 01:43:14.409]  And this situation that's going on in Washington, where they were bringing the MRAP out there, they were putting that in public
[01:43:15.149 --> 01:43:17.833]  And I agree with the lady who shot the video.
[01:43:17.973 --> 01:43:20.216]  I think that was conditioning.
[01:43:20.396 --> 01:43:29.548]  I think that was trying to make the public afraid of the police, show them their overpowering presence there, that they've got all their equipment.
[01:43:29.568 --> 01:43:30.670]  You know, be very afraid of us.
[01:43:31.190 --> 01:43:32.692]  I think that's a big part of all of this.
[01:43:33.072 --> 01:43:37.696]  But it also entices the police to want to use the things that they're trained for.
[01:43:37.796 --> 01:43:39.158]  That's why they're on a hair trigger.
[01:43:39.198 --> 01:43:40.499]  That's why they shoot first.
[01:43:40.559 --> 01:43:41.940]  It's all part of their training.
[01:43:42.221 --> 01:43:43.462]  Thank you so much Steve and Florida.
[01:43:43.482 --> 01:43:45.504]  Let's go to David in Kansas.
[01:43:45.544 --> 01:43:45.764]  David?
[01:43:47.745 --> 01:43:48.866]  How you doing, David?
[01:43:48.946 --> 01:43:51.588]  It truly humbles me to be able to speak to you with it today.
[01:43:51.608 --> 01:43:56.212]  I got a couple topics if you can just bear with me and not like cut me off or, you know, I just want to get them out.
[01:43:56.232 --> 01:44:05.280]  I just want to agree with that you're a dead on when they are training the kids at a younger and younger age to be afraid of guns, but also to be afraid of the government.
[01:44:06.522 --> 01:44:09.884]  I grew up in the late 80s, early 90s, you know, into the mid 90s.
[01:44:10.485 --> 01:44:14.869]  And when I was like in fifth or sixth grade, whenever we used to go to like the library, like
[01:44:15.487 --> 01:44:21.869]  Me and my friends would play Secret Service, like we would have a president and we would protect him, you know, we'd make gun sounds and the teachers wouldn't care.
[01:44:22.570 --> 01:44:33.994]  And now you look at that same school I went to has a police officer on duty, you know, the full school cycle, and what they're doing is just making it worse.
[01:44:34.034 --> 01:44:41.397]  There's more school shootings today than there was in, you know, like, 93 when I was, you know, coming up through elementary school.
[01:44:43.286 --> 01:44:44.087]  Oh yeah.
[01:44:44.107 --> 01:44:45.848]  Sorry, go ahead.
[01:45:02.637 --> 01:45:11.903]  I think they are pushing it because the strength today, I was addicted to opiates and I can back you on the Mexican drug cartels.
[01:45:12.003 --> 01:45:18.428]  Every major city I've lived in from Vegas to Austin to Kansas City, the Mexicans run everything.
[01:45:18.828 --> 01:45:21.790]  I mean, they have it down to it's a business and it's the mafia.
[01:45:21.870 --> 01:45:24.432]  It's not like Mexican Americans, it's illegals.
[01:45:25.352 --> 01:45:31.356]  But when I was living in Colorado Springs, they're predicting for the 2014,
[01:45:32.802 --> 01:45:36.287]  The net tax profit was $60 million.
[01:45:36.707 --> 01:45:39.130]  In July, it was already over $100 million.
[01:45:39.511 --> 01:45:41.654]  What they're going to do and what they need to do...
[01:45:42.933 --> 01:45:47.635]  They don't need to legalize it, but that's what they're going to do to get a control on it.
[01:45:47.915 --> 01:45:56.919]  And then all the cannabis is going to be lower quality, it's going to be full of poisons, and it's going to... Cannabis is the single thing that got me off opiates.
[01:45:57.099 --> 01:45:58.000]  It's a lifesaver.
[01:45:59.380 --> 01:46:07.524]  I don't think you should be doing it as a party drug, you know, but if a physician can prescribe you, you know, enough opiates to bring down a hundred men,
[01:46:08.246 --> 01:46:08.446]  You know,
[01:46:28.115 --> 01:46:31.457]  Infowars supporters have been doing it for about, you know, 13 years now.
[01:46:31.778 --> 01:46:32.678]  Well, thank you so much, David.
[01:46:32.718 --> 01:46:33.639]  I really appreciate that.
[01:46:34.319 --> 01:46:53.352]  Yeah, you know, I'm not a marijuana user, but it bothered me decades ago that they were using it to destroy our entire legal process, to take away our rights to have trials, to take away our right to even be charged with a crime, that they could punish us by confiscating our physical possessions.
[01:46:53.812 --> 01:46:55.493]  Without even charging us with a crime.
[01:46:55.553 --> 01:46:57.454]  I saw this happening to people over and over again.
[01:46:57.494 --> 01:46:58.074]  That bothered me.
[01:46:58.354 --> 01:46:58.994]  The corruption.
[01:46:59.334 --> 01:47:02.496]  The increase in crime that always comes with any kind of prohibition.
[01:47:02.756 --> 01:47:03.456]  That bothered me.
[01:47:03.896 --> 01:47:09.179]  But one of the things, as you point out, the medical uses of marijuana, that's the thing that really bothers me.
[01:47:09.819 --> 01:47:22.363]  How can we shut our hearts to people who need this desperately as the only thing that can help them to get their appetite back to an effective treatment for glaucoma or for high blood pressure?
[01:47:22.383 --> 01:47:25.824]  There's so many different things that marijuana is effective for.
[01:47:26.624 --> 01:47:36.231]  And yet, we just harden our hearts to these children who are dying of cancer, or people who can't keep anything down, who can't eat anything, are throwing up constantly, who can be helped.
[01:47:36.652 --> 01:47:40.534]  People who have said that the only thing that works for them... I remember a case 20 years ago.
[01:47:40.975 --> 01:47:45.298]  Peter McWilliams, he wrote a book called, Is Nobody's Business If You Do, and he had AIDS.
[01:47:48.854 --> 01:47:56.856]  The only thing that would keep him with the medication that he was taking, it was like a chemo patient, everything that he would take would try to eat, he would throw back up.
[01:47:57.376 --> 01:48:00.717]  The only way that he could keep anything down was by using marijuana.
[01:48:01.497 --> 01:48:02.878]  And he explained that to the judge.
[01:48:03.078 --> 01:48:09.079]  The judge threw him in jail to keep him from violating his order of taking medical marijuana.
[01:48:09.679 --> 01:48:15.261]  And this man, Peter McWilliams, died in jail choking on his own vomit.
[01:48:16.241 --> 01:48:18.543]  I'm disgusted to live in a country like that.
[01:48:18.683 --> 01:48:24.186]  I'm disgusted to live in a country where a Terri Schiavo can be starved to death by the government.
[01:48:24.206 --> 01:48:28.229]  The people who try to give her any water are arrested and taken away.
[01:48:28.349 --> 01:48:41.097]  I'm disgusted to see somebody like Jeb Bush, who was governor of Florida and who could have helped Terri Schiavo, who could have come in and intervened over the orders of a probate judge who murdered her.
[01:48:41.537 --> 01:48:42.318]  Give me a break!
[01:48:43.208 --> 01:48:43.970]  He could have intervened.
[01:48:44.370 --> 01:48:45.573]  George Bush could have intervened.
[01:48:45.933 --> 01:48:49.260]  They sent in the National Guard to stop segregation orders.
[01:48:49.681 --> 01:48:54.650]  Are you going to send in the National Guard to stop a judge from killing a helpless woman?
[01:48:55.819 --> 01:49:00.904]  I think that should end any claims to a presidential campaign that the Bushes have.
[01:49:01.465 --> 01:49:02.806]  Especially Jeb Bush.
[01:49:02.866 --> 01:49:04.227]  He was on the scene.
[01:49:04.267 --> 01:49:05.949]  He had the authority to override that.
[01:49:06.009 --> 01:49:11.535]  He had the authority to allow people to give water and food to someone and let her die.
[01:49:12.035 --> 01:49:15.639]  And they're letting people die because they're withholding medical marijuana.
[01:49:15.979 --> 01:49:23.945]  And he was on that side of the issue along with this casino pimp who spent millions of dollars to try to keep that from happening in Florida.
[01:49:24.225 --> 01:49:27.047]  And they came really close to having it pass anyway.
[01:49:27.067 --> 01:49:28.928]  It just wasn't the super majority that they needed.
[01:49:29.448 --> 01:49:31.830]  Let's go to Wolverton in Tennessee.
[01:49:31.870 --> 01:49:32.230]  Wolverton?
[01:49:34.512 --> 01:49:35.032]  Wolverine.
[01:49:35.052 --> 01:49:35.592]  Sorry, Wolverine.
[01:49:35.612 --> 01:49:36.113]  Wolverine.
[01:49:36.273 --> 01:49:36.553]  Sorry.
[01:49:36.593 --> 01:49:37.174]  No, no, you're good.
[01:49:37.574 --> 01:49:38.995]  I just want to talk about how
[01:49:40.029 --> 01:49:43.490]  If you look on the back of a police car, it says government service.
[01:49:43.510 --> 01:49:44.311]  That should be changed.
[01:49:44.351 --> 01:49:45.071]  They work for us.
[01:49:45.111 --> 01:49:46.212]  They're public servants.
[01:49:47.012 --> 01:49:51.614]  And, you know, it's the duty of the people to inform.
[01:49:51.634 --> 01:50:05.740]  I mean, I don't understand why people just don't care because you after all that, you know, the Eric Garner case, you know, on Fox News, you would see, oh, if you just listen to police, if they ask to search your car, let them search your car because you have nothing to hide.
[01:50:05.780 --> 01:50:06.600]  That's bogus.
[01:50:07.287 --> 01:50:14.691]  You know, Benjamin Franklin said it best, those that would sacrifice essential liberty for a little safety deserve neither and should lose both.
[01:50:15.191 --> 01:50:17.032]  And I completely agree with that statement.
[01:50:17.592 --> 01:50:27.156]  And I think you had brought up, Edward Snowden said, if you say you have nothing to hide, you don't care about the Fourth Amendment, then you don't care about that right.
[01:50:27.176 --> 01:50:28.197]  That's right.
[01:50:28.217 --> 01:50:30.058]  And you basically don't acknowledge it.
[01:50:30.694 --> 01:50:32.195]  That's right.
[01:50:32.255 --> 01:50:37.300]  And along those lines, I would just repeat that quote from that article by Julian Assange yesterday.
[01:50:37.360 --> 01:50:38.541]  We have an article up today.
[01:50:38.561 --> 01:50:40.443]  Assange says the U.S.
[01:50:40.503 --> 01:50:44.187]  is prosecuting Barrett Brown for quoting an assassination threat that was against me.
[01:50:44.567 --> 01:50:45.768]  It wasn't against the FBI.
[01:50:45.928 --> 01:50:47.190]  It was against Julian Assange.
[01:50:47.630 --> 01:50:48.931]  I'll read that quote when we come back.
[01:50:49.011 --> 01:50:53.456]  It's absolutely amazing how the government can twist and pervert the truth.
[01:50:54.136 --> 01:50:59.940]  And that's why we should be so worried about what's going on with the police state, with the surveillance state, with the training.
[01:51:00.220 --> 01:51:02.182]  As you pointed out, they need to be trained properly.
[01:51:02.202 --> 01:51:09.086]  They need to understand that they are working for the people and not for some authoritarian paramilitary organization.
[01:51:09.106 --> 01:51:09.687]  We'll be right back.
[01:51:09.707 --> 01:51:12.468]  This hour brought to you by InfidelBodyArmor.com.
[01:51:12.528 --> 01:51:16.271]  When it hits the fan, don't be left without the body armor that will save your life.
[01:51:16.311 --> 01:51:19.853]  With prices starting at just $374.99 and ships free.
[01:51:20.013 --> 01:51:22.415]  Get yours at InfidelBodyArmor.com.
[01:51:22.515 --> 01:51:23.676]  Just won't quit.
[01:51:24.537 --> 01:51:26.459]  Hi, Ted Anderson with Midas Resources.
[01:51:26.719 --> 01:51:31.244]  Is it time to convert paper 401ks and IRAs to solid gold and silver yet?
[01:51:31.404 --> 01:51:32.986]  Get our 10 Reasons book free.
[01:51:33.186 --> 01:51:33.467]  Call 800-686-2237.
[01:51:33.487 --> 01:51:33.667]  That's 800-686-2237.
[01:51:40.251 --> 01:51:44.233]  Yes, family and friends are gathering to give gifts and wish health and security.
[01:51:44.453 --> 01:51:48.856]  But why not enhance cell phone and wireless device security all year with Block It Pocket?
[01:51:49.096 --> 01:51:53.258]  A family owned, American business, we now have two spectacular holiday specials.
[01:51:53.578 --> 01:52:00.282]  Find them now at our new website, blockitpocket.com or call 888-315-9618.
[01:52:01.102 --> 01:52:03.283]  Hurry, holiday special ends Christmas Day.
[01:52:03.463 --> 01:52:06.365]  Give the gift of security from blockitpocket.com.
[01:52:06.545 --> 01:52:08.546]  Wishing you health, freedom and liberty.
[01:52:08.826 --> 01:52:13.688]  Did you know by age 50, half of all men have an enlarged prostate?
[01:52:14.148 --> 01:52:20.551]  This means more urges to urinate, longer bathroom trips, waking at night to urinate, or issues with sex.
[01:52:21.011 --> 01:52:28.095]  If this sounds familiar, call us now, because we're shipping free bottles of Super Beta Prostate to listeners of this station.
[01:52:28.475 --> 01:52:34.677]  Super Beta Prostate is a non-prescription formula, guaranteed to reduce the symptoms of your enlarged prostate.
[01:52:35.118 --> 01:52:36.198]  It's yours, free!
[01:52:36.538 --> 01:52:37.759]  Pay only shipping and handling.
[01:52:38.419 --> 01:52:39.500]  Just call 1-800-852-1820.
[01:52:39.940 --> 01:52:52.168]  In clinical trials, the ingredient in Super Beta Prostate was shown to reduce urges to urinate, improve bladder emptying, reduce waking at night to urinate, and improve quality of life.
[01:52:52.528 --> 01:52:57.872]  This Super Beta Prostate free offer is for listeners of this station, but it won't last.
[01:52:58.232 --> 01:52:58.753]  Don't wait!
[01:52:59.153 --> 01:52:59.813]  Just call 1-800-852-1820.
[01:52:59.873 --> 01:53:00.114]  That's 1-800-852-1820.
[01:53:00.154 --> 01:53:00.354]  Call 1-800-852-1820.
[01:53:08.479 --> 01:53:11.043]  Hi folks, Alex Jones here with some important information.
[01:53:11.303 --> 01:53:16.190]  I want to tell you about Matt Redhawk and his team of patriots over at MyPatriotSupply.
[01:53:16.431 --> 01:53:24.282]  Several years ago, Matt was sitting in his two-bedroom apartment, frustrated with the direction this country was headed, and the charlatans willing to sell us out for a quick buck.
[01:53:24.542 --> 01:53:28.867]  Deciding to take action, a company run by Patriots for Patriots was born.
[01:53:29.068 --> 01:53:32.912]  By Patriots Supply has never taken a loan or accepted outside funding.
[01:53:33.052 --> 01:53:38.759]  They now operate two distribution facilities and employ over 50 hard-working American men and women.
[01:53:38.999 --> 01:53:39.460]  It is rare to
[01:53:39.480 --> 01:53:39.860]  We're good.
[01:54:22.667 --> 01:54:33.011]  Welcome back to the Alex Jones Show.
[01:54:33.071 --> 01:54:35.492]  I'm David Knight, your host on this Friday, December 19th.
[01:54:36.012 --> 01:54:41.034]  We've been trying to reach Alex, but he's in an area where we can't reach him, but he will be back for the Sunday show.
[01:54:41.094 --> 01:54:42.334]  That's at 4 p.m.
[01:54:42.414 --> 01:54:44.515]  Central, 4 to 6 on Sundays.
[01:54:44.855 --> 01:54:46.996]  Alex will definitely be back on Sunday.
[01:54:47.856 --> 01:54:51.238]  Now, we're going to go back to your calls here, but before we do, I want to play one more thing.
[01:54:51.318 --> 01:54:54.661]  Oh, before I play that clip, let me take it back one step further.
[01:54:55.021 --> 01:55:02.086]  We just had a caller who was talking about our basic rights and the way things are twisted.
