[00:00:00.109 --> 00:00:00.990]  Well, so does he.
[01:36:31.533 --> 01:36:37.257]  You know, the situation here, folks, if you think about this, at first they downplayed the entire incident.
[01:36:38.251 --> 01:36:42.032]  The plant exploded, the radiation started leaking into the atmosphere, into the water.
[01:36:42.372 --> 01:36:43.233]  They were downplaying it.
[01:36:43.613 --> 01:36:45.413]  They weren't releasing the radiation numbers.
[01:36:45.573 --> 01:36:47.474]  That was covered here on the Alex Jones Show.
[01:36:48.354 --> 01:36:52.316]  They were censoring the radiation readings so that people didn't find out what was going on.
[01:36:52.776 --> 01:36:55.537]  There is a blanket of secrecy
[01:36:56.357 --> 01:36:58.419]  Just covering this entire incident.
[01:36:58.839 --> 01:37:01.841]  And even the story on that is now beginning to come out.
[01:37:02.161 --> 01:37:15.111]  Because we now have an engineer who worked on the plant, who helped design it, who is going public with the truth about some of the corruption and the cover-ups and the secrecy that went on during the construction of that facility.
[01:37:15.491 --> 01:37:17.012]  So now that's starting to come out.
[01:37:17.392 --> 01:37:17.873]  But remember,
[01:37:18.888 --> 01:37:25.233]  The mainstream media has been downplaying this for at least, what, eight, nine days now, saying that there's no problem here in America.
[01:37:25.293 --> 01:37:30.837]  President Obama went on the air and said Americans basically should not prepare.
[01:37:31.977 --> 01:37:33.178]  That one blew me away, folks.
[01:37:33.198 --> 01:37:34.279]  I don't know where that one came from.
[01:37:35.380 --> 01:37:38.882]  Can you imagine former President Harry Truman saying that?
[01:37:39.343 --> 01:37:43.266]  You know, back in World War II, the message was to the Americans, get prepared.
[01:37:43.826 --> 01:37:45.467]  Grow your victory gardens.
[01:37:45.527 --> 01:37:46.868]  Have some extra food on hand.
[01:37:47.248 --> 01:37:48.328]  Have some extra water.
[01:37:48.769 --> 01:37:49.829]  Be part of the solution.
[01:37:49.869 --> 01:37:55.712]  Be part of the war effort to achieve victory and achieve freedom in Europe and in Asia at that time.
[01:37:55.752 --> 01:37:56.713]  That was World War II.
[01:37:57.173 --> 01:38:02.176]  Today, only a few generations later, our president is telling us, don't prepare?
[01:38:03.257 --> 01:38:10.643]  We have a nuclear facility, smoke is coming out of the reactor cores, out of the reactor buildings, excuse me.
[01:38:11.063 --> 01:38:14.906]  We have neutron beams emanating out of these structures.
[01:38:15.366 --> 01:38:18.729]  We have, the water is too radioactive for infants to drink.
[01:38:19.269 --> 01:38:24.293]  The ocean is being irradiated to the point where even the safety of seafood is being questioned.
[01:38:24.333 --> 01:38:27.896]  Countries are banning food coming out of Japan because it's irradiated.
[01:38:28.116 --> 01:38:29.998]  You can't eat the vegetables out of Fukushima.
[01:38:31.298 --> 01:38:35.319]  The situation is not under control, even though we were told it was under control.
[01:38:35.619 --> 01:38:41.260]  We were told there was power connected to all the units, but what good is that if there's a leak in the core?
[01:38:41.820 --> 01:38:47.181]  What good is the power being connected if the pumps don't work because the pumps were damaged in the explosions?
[01:38:48.361 --> 01:38:52.362]  And in this context, our president says, don't get prepared.
[01:38:52.622 --> 01:38:57.803]  All of you in California or Washington or Oregon, Alaska, Hawaii, don't get prepared.
[01:38:57.883 --> 01:39:00.003]  I'm sorry, I don't understand that one.
[01:39:01.627 --> 01:39:07.989]  I think everybody who's a fan of the Alex Jones Show here would say get prepared just in case for everything.
[01:39:08.249 --> 01:39:13.250]  But continuing with the news, emissions now are approaching Chernobyl levels.
[01:39:13.290 --> 01:39:18.772]  This was covered by Paul Joseph Watson and his guest Dr. Busby in the previous segment.
[01:39:18.912 --> 01:39:19.972]  Great job on that by the way.
[01:39:20.913 --> 01:39:28.875]  Chernobyl is now looking like it's going to be the second worst disaster in the history of the nuclear industry because Fukushima
[01:39:29.535 --> 01:39:37.100]  is sadly and quickly taking the place as the number one worst nuclear disaster in the history of human civilization.
[01:39:37.600 --> 01:39:47.187]  As of yesterday, the iodine-131 being released was 73% of the daily levels of that observed after Chernobyl and its meltdown in 1986.
[01:39:47.227 --> 01:39:49.908]  Cesium-137 is currently approaching about 60% of the release from Chernobyl in 1986.
[01:39:55.672 --> 01:39:59.474]  Three nuke workers in Japan were exposed to high levels of radiation.
[01:39:59.494 --> 01:40:00.194]  Here's some more news.
[01:40:00.654 --> 01:40:05.897]  Possible radiation burns to their feet caused by what they call beta ray burns.
[01:40:06.657 --> 01:40:07.558]  Alright, here we go.
[01:40:08.925 --> 01:40:11.086]  Neutron beam observed 13 times.
[01:40:11.507 --> 01:40:20.632]  That's evidence that the uranium and plutonium leaked from the plant's nuclear reactors and has discharged a small amount of neutron beams via fission.
[01:40:21.152 --> 01:40:25.315]  We're all getting a lesson in nuclear physics over the last two weeks, whether we like it or not.
[01:40:25.775 --> 01:40:29.758]  And unfortunately, the lesson is that physics beats politics.
[01:40:30.518 --> 01:40:30.958]  That's right.
[01:40:31.038 --> 01:40:34.441]  You can't cover up physics if the nuclear plant is emitting radiation.
[01:40:34.841 --> 01:40:39.864]  You can only lie about it for so long if you're the government of a country like Japan or the United States.
[01:40:40.184 --> 01:40:47.829]  You can only try to cover it up for so long because sooner or later the radiation just kicks in and it becomes obvious.
[01:40:48.149 --> 01:40:51.271]  People's hair started falling out after Chernobyl in 1986.
[01:40:53.419 --> 01:41:00.583]  Right now in the USA, the EPA says that 8 of its 18 air monitors are not working along the West Coast.
[01:41:00.623 --> 01:41:04.785]  That's California, Oregon, and I'm sorry, my headset's in the shot there.
[01:41:05.125 --> 01:41:10.068]  For those of you watching in Washington now, this is amazing.
[01:41:10.088 --> 01:41:19.853]  The EPA's spokesperson, Ronald Frass, director of the National Air and Radiation Environmental Laboratories in Alabama says, quote, what we are seeing is not a problem.
[01:41:21.341 --> 01:41:21.642]  Really?
[01:41:22.082 --> 01:41:25.766]  How is it not a problem that your radiation monitors are not working?
[01:41:26.727 --> 01:41:32.993]  22 monitors out of 124 that are deployed across the United States are not working as of today.
[01:41:33.954 --> 01:41:35.475]  That's about one out of six, right?
[01:41:35.956 --> 01:41:40.360]  That's a lot of radiation monitors that aren't working and the EPA spokesperson says that's not a problem.
[01:41:41.107 --> 01:41:42.268]  You know what it sounds like to me?
[01:41:42.328 --> 01:41:44.090]  It sounds like a cover story.
[01:41:44.470 --> 01:41:52.398]  It sounds like they're setting themselves up to say that we don't have to report the radiation levels from these sensors.
[01:41:52.939 --> 01:41:55.161]  And they can just say, well, see, we told you they weren't working.
[01:41:56.291 --> 01:41:58.674]  What a convenient excuse for not reporting the numbers.
[01:41:59.074 --> 01:42:00.616]  Let's hope that's not the case.
[01:42:00.656 --> 01:42:06.323]  Let's hope the EPA gets on top of this and gets their radiation monitors working so that we can get some accurate information.
[01:42:06.563 --> 01:42:12.630]  Because that's what's been lacking in this entire situation, is accurate information about what's coming out of Japan.
[01:42:13.331 --> 01:42:33.705]  We've been lied to again and again by the governments of both of these nations, Japan and the United States, who are not telling us the truth about the dangers of radiation, about how much radiation is reaching our shores, and about what we should do here in America to prepare ourselves for the possibility of radioactive fallout.
[01:42:34.085 --> 01:42:35.166]  The fallout has begun.
[01:42:49.958 --> 01:42:57.883]  It's not background radiation anymore, it's internal radiation and you could die of cancer twenty, thirty years down the road because of that incident.
[01:42:58.243 --> 01:43:14.673]  So I believe that our governments have a responsibility to give us more accurate information and that's why I think it's great that you're tuning into the Alex Jones Show because this has been a source here over the past two weeks for some truly outstanding information that the federal government is not
[01:43:15.413 --> 01:43:17.115]  Providing to the American people.
[01:43:17.455 --> 01:43:18.095]  But you know that.
[01:43:18.155 --> 01:43:18.916]  That's why you're listening.
[01:43:19.236 --> 01:43:22.679]  Radioactive yellow rain has been falling in Tokyo.
[01:43:22.819 --> 01:43:25.582]  Of course, they explain this away as pollen.
[01:43:26.062 --> 01:43:27.343]  Yeah, it's just pollen, folks.
[01:43:27.383 --> 01:43:34.309]  Don't worry when there's a nuclear near meltdown scenario and it starts raining yellow rain.
[01:43:34.409 --> 01:43:35.150]  Don't worry about that.
[01:43:35.430 --> 01:43:39.333]  Of course, the folks in Chernobyl in 1986 were told the exact same thing.
[01:43:40.094 --> 01:43:51.805]  And it wasn't long before they started vomiting and their hair fell out and there were pictures of deformed animals starting to circulate around that realm in the weeks following the yellow rain falling out of the sky.
[01:43:52.967 --> 01:43:54.167]  So yellow rain, bad sign.
[01:43:54.528 --> 01:43:57.008]  A lot of these are very dangerous and bad signs.
[01:43:57.388 --> 01:44:03.810]  Now, just how dangerous could the situation be for the long haul out of Fukushima with this yellow rain?
[01:44:04.231 --> 01:44:04.991]  They say it's pollen.
[01:44:05.211 --> 01:44:05.831]  I don't believe them.
[01:44:06.411 --> 01:44:11.913]  With the vegetables and the crops being irradiated 135 miles away with the radiation in the water?
[01:44:15.154 --> 01:44:17.315]  And the oceans and the air, just how bad could it be?
[01:44:17.375 --> 01:44:21.516]  Well, there was a study actually conducted by the National Institutes of Health.
[01:44:21.556 --> 01:44:22.477]  This is from the U.S.
[01:44:22.497 --> 01:44:26.238]  Department of Health and Human Services, if you can believe that.
[01:44:26.618 --> 01:44:31.440]  25 years after the Chernobyl incident, people there are still getting radiation.
[01:44:32.537 --> 01:44:33.117]  It's right here.
[01:44:33.137 --> 01:44:36.279]  It says high cancer risk continues after Chernobyl.
[01:44:36.299 --> 01:44:36.739]  This is it.
[01:44:36.799 --> 01:44:39.800]  Right here from NIH News, National Institutes of Health.
[01:44:40.260 --> 01:44:50.185]  It says that iodine-131 radiation led to an increased risk for thyroid cancer that has not seemed to diminish over time.
[01:44:51.087 --> 01:44:51.607]  Think about that.
[01:44:51.628 --> 01:44:57.093]  25 years later, they are still paying the price for their mistakes and their cover-ups in Chernobyl.
[01:44:57.133 --> 01:45:05.080]  Makes you wonder, what kind of price are we going to be paying in our world now from the fallout that's being caused from Fukushima?
[01:45:05.480 --> 01:45:09.584]  And especially, what kind of price are the Japanese people going to be paying for this?
[01:45:09.624 --> 01:45:11.085]  Because they don't have a lot of places to go.
[01:45:12.086 --> 01:45:14.327]  That island is not a very large landmass.
[01:45:14.907 --> 01:45:27.912]  And it is admitted this morning, I don't have the source with me here, but it was admitted that they may have to begin looking at making areas of Japan uninhabitable by human beings because of this incident.
[01:45:28.373 --> 01:45:31.454]  And certainly if the reactor number three core is leaking,
[01:45:32.054 --> 01:45:54.472]  And if these emissions, these radioactive emissions from plutonium and the MOX fuel there, which we calculated as being 2 million times more deadly than regular enriched uranium, if that gets into the environment in Japan, you can bet there are going to be areas of that country that are not habitable by human beings for a very long time to come.
[01:45:55.794 --> 01:45:59.698]  And, on top of all that, we have a lack of data coming out.
[01:45:59.758 --> 01:46:01.219]  This is from the LA Times, believe it or not.
[01:46:01.499 --> 01:46:04.382]  Lack of data from Japan distresses nuclear experts.
[01:46:04.803 --> 01:46:09.767]  I wrote here, you can see this on PrisonPlanet.tv, I wrote, lack of data, heh, secrecy.
[01:46:10.168 --> 01:46:11.969]  That just means they don't want to tell you what's going on.
[01:46:12.270 --> 01:46:20.598]  They don't want to show you pictures of what's happening inside these plants, and they don't want to share with you the real numbers of the radiation levels that are being caused by this incident.
[01:46:21.530 --> 01:46:27.596]  There's a lot of frustration out there, even in the nuclear industry, about the lack of information from Fukushima.
[01:46:28.136 --> 01:46:38.005]  Almost every step of the way, reported the LA Times, the problems at the Fukushima plant have been understated, understated by those in charge in Japan.
[01:46:38.486 --> 01:46:42.609]  Leaving observers scrambling to analyze the situation as best they can from afar.
[01:46:42.870 --> 01:46:44.871]  That means guessing, folks, guessing.
[01:46:45.512 --> 01:46:49.213]  They're guessing with the situation there when they could be telling you the truth.
[01:46:49.674 --> 01:46:56.216]  The problem with that is when they guess, they leave the people with a lot of question marks and they cause fear.
[01:46:56.736 --> 01:46:59.798]  They cause panic by not giving people good information.
[01:47:00.158 --> 01:47:02.159]  It's the same thing with preparedness.
[01:47:02.579 --> 01:47:10.262]  When the president comes on and says people don't prepare, there's no need to worry, you don't have to really take any extra precautions, then, in my view,
[01:47:10.902 --> 01:47:23.973]  If there's a situation like serious radioactive fallout in California, which is still possible because of the core containment breach today, then people who have not prepared are going to freak out.
[01:47:24.634 --> 01:47:31.039]  They're going to panic because they don't have the extra water, they don't have the potassium iodide, or they don't have the stored food.
[01:47:31.380 --> 01:47:36.044]  They don't have anything because their leader told them, don't get prepared.
[01:47:36.084 --> 01:47:37.325]  It doesn't make any sense to me.
[01:47:37.865 --> 01:47:46.351]  Why not help people realize the importance of getting prepared so that if something happens, people are going to be more calm.
[01:47:47.131 --> 01:47:48.272]  You're not going to have such a panic.
[01:47:48.292 --> 01:47:50.353]  You're not going to have such a run on supplies.
[01:47:50.634 --> 01:48:03.002]  And if you have to bring in the National Guard to give people extra water and to distribute extra potassium iodide or things like that, then those who have already prepared in advance are going to ease the burden
[01:48:03.682 --> 01:48:08.165]  On the National Guard, or on any of the emergency services that are bringing in those materials.
[01:48:08.205 --> 01:48:19.433]  So, the right thing for any nation that has nuclear power in its borders today, the right thing is for the leaders of that nation to say, people, get prepared, just in case.
[01:48:19.673 --> 01:48:20.133]  Every day.
[01:48:20.914 --> 01:48:23.035]  Even without Fukushima, be prepared.
[01:48:23.315 --> 01:48:24.176]  Every single day.
[01:48:24.596 --> 01:48:28.158]  It's just bizarre that that's not being stated out there.
[01:48:28.979 --> 01:48:31.360]  We'll have to cover that more, hopefully on another show.
[01:48:32.608 --> 01:48:33.969]  But okay, Japan, U.S.
[01:48:34.029 --> 01:48:36.290]  watchdog now sees gaps in reactor safety.
[01:48:36.330 --> 01:48:37.751]  This is from Financial Times.
[01:48:38.851 --> 01:48:43.834]  Says 28% of the nuclear plants in America are not reporting the defects.
[01:48:43.874 --> 01:48:44.294]  Here we go.
[01:48:44.494 --> 01:48:54.240]  They're not reporting the defects of their parts and the functioning of those parts unless a nuclear incident, or I'm sorry, a maintenance incident occurs.
[01:48:54.880 --> 01:48:58.102]  So we have the NRC, the Nuclear Regulatory Commission,
[01:48:59.155 --> 01:49:05.338]  That does not check whether the operators of nuclear power plants in the United States are reporting defective parts.
[01:49:06.639 --> 01:49:07.739]  They're just leaving it up to them.
[01:49:08.220 --> 01:49:11.101]  Just, ah, if you feel like it, tell us if something's defective.
[01:49:11.301 --> 01:49:14.523]  If you feel like it, no worries there.
[01:49:14.923 --> 01:49:18.765]  Nothing big is going on in this world today, so don't be worried about it.
[01:49:20.131 --> 01:49:21.472]  Folks, the situation is worsening.
[01:49:21.752 --> 01:49:22.713]  This is the bottom line.
[01:49:23.294 --> 01:49:31.661]  Now, we of course are hoping and praying for Japan and for the engineers there to be able to get this situation under control.
[01:49:32.242 --> 01:49:35.885]  But I'm not betting my life on them telling us the truth.
[01:49:36.386 --> 01:49:37.287]  And you shouldn't either.
[01:49:37.887 --> 01:49:41.968]  Don't bet your life on your government giving you honest information about this situation.
[01:49:42.388 --> 01:49:50.209]  Because you know, if you're listening to this show, you know that they've been lying to us, and they're probably going to keep lying to us as long as they can get away with it.
[01:49:50.649 --> 01:50:05.032]  The right thing right now is to stay tuned in to the alternative media, like right here on the Alex Jones Show, where you get good, accurate, and up-to-date information on what's really happening in Fukushima, and outstanding interviews with experts like you just heard in the previous segment.
[01:50:05.572 --> 01:50:12.360]  So if you have questions about Fukushima and you'd like to be on the show in the next hour, be sure to call in.
[01:50:12.420 --> 01:50:18.767]  We will be taking questions about the Fukushima incident and hopefully get some answers out there for those who are listening.
[01:50:19.127 --> 01:50:20.029]  Now stay tuned!
[01:50:20.469 --> 01:50:22.069]  to the Alex Jones Show here.
[01:50:22.110 --> 01:50:29.752]  Across the break that we're about to take, we're going to come back and talk about GMOs and protests happening tomorrow in Washington, D.C.
[01:50:30.052 --> 01:50:31.752]  We have millions against Monsanto.
[01:50:32.073 --> 01:50:34.613]  We have crazy news from the world of health.
[01:50:34.933 --> 01:50:35.694]  We will be right back.
[01:50:35.734 --> 01:50:38.395]  My name's Mike Adams, right here on the Alex Jones Show.
[01:50:38.855 --> 01:50:39.395]  Talk to you soon.
[01:50:49.244 --> 01:50:50.485]  Hi, this is Alex Jones.
[01:50:50.545 --> 01:50:55.890]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[01:50:56.130 --> 01:51:00.754]  Did you know that in a real meltdown, non-hybrid seeds can become more valuable than silver or gold?
[01:51:01.134 --> 01:51:01.535]  It's true.
[01:51:01.615 --> 01:51:04.197]  Seeds have outperformed even gold and silver before in this country.
[01:51:04.437 --> 01:51:06.179]  And it's possible that could even happen again.
[01:51:06.699 --> 01:51:11.422]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[01:51:11.943 --> 01:51:13.864]  They call it a Survival Seed Bank.
[01:51:14.244 --> 01:51:18.847]  And it can produce an endless supply of nutrient-dense food for you and your family.
[01:51:19.047 --> 01:51:19.948]  And here's the best part.
[01:51:20.168 --> 01:51:22.930]  These seeds have not been genetically modified in any way.
[01:51:23.230 --> 01:51:26.532]  And you actually get enough seeds to plant a full acre crisis garden.
[01:51:26.853 --> 01:51:29.694]  So visit them today at survivalseedbank.com.
[01:51:30.035 --> 01:51:31.936]  That's survivalseedbank.com.
[01:51:32.276 --> 01:51:33.197]  Or give them a call at 877-327-0365.
[01:51:37.160 --> 01:51:40.523]  That's 877-327-0365.
[01:51:41.064 --> 01:51:45.569]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[01:51:45.889 --> 01:51:48.272]  This is Alex Jones for survivalseedbank.com.
[01:51:49.170 --> 01:51:51.171]  Never buy home canning jar lids again!
[01:51:51.751 --> 01:51:52.272]  No kidding!
[01:51:52.432 --> 01:51:56.474]  When you buy Tadler Reusable Canning Lids once, you'll never buy canning lids ever again.
[01:51:56.834 --> 01:51:59.275]  Safely store emergency preparedness foods for years.
[01:51:59.575 --> 01:52:02.797]  Traditional metal lids are single-use throwaways containing BPA.
[01:52:03.057 --> 01:52:07.859]  But Tadler Reusable Canning Lids are guaranteed to last a lifetime when used as design for home canning.
[01:52:08.080 --> 01:52:14.783]  Tadler Lids are made with a USDA and FDA approved food grade plastic, safe for direct food contact, and contain no BPA.
[01:52:14.983 --> 01:52:18.865]  Tadler Lids are dishwasher safe, usable with standard pressure or water bath canning.
[01:52:19.005 --> 01:52:20.987]  Eliminate food spoilage from acid corrosion.
[01:52:21.127 --> 01:52:22.268]  Fit standard mason jars.
[01:52:22.468 --> 01:52:25.630]  Are indefinitely reusable and are proudly made in the USA.
[01:52:25.851 --> 01:52:27.952]  Place orders at ReusableCanningLids.com or call 1-877-747-2793.
[01:52:27.972 --> 01:52:28.012]  877-747-2793.
[01:52:28.032 --> 01:52:28.232]  Call 877-747-2793.
[01:52:28.433 --> 01:52:29.293]  Or go to ReusableCanningLids.com.
[01:52:29.313 --> 01:52:31.655]  That's ReusableCanningLids.com for Tadler Reusable Canning Lids.
[01:52:31.695 --> 01:52:32.696]  The original since 1976.
[01:52:48.874 --> 01:52:51.435]  If you suffer from poor sleep, you need MyPillow.
[01:52:51.855 --> 01:52:54.555]  Guaranteed to be the most comfortable pillow you will ever own.
[01:52:54.795 --> 01:53:00.576]  Using a patented fill, MyPillow adjusts to your exact individual needs by gently supporting your head, shoulders, and neck.
[01:53:00.836 --> 01:53:06.658]  MyPillow has a natural built-in cooling effect, keeping your cervical nerves cool, giving you the best sleep of your life.
[01:53:06.998 --> 01:53:13.179]  MyPillow will never go flat and relieves snoring, migraines, sleep apnea, fibromyalgia, and many other disorders.
[01:53:13.559 --> 01:53:19.261]  It's antimicrobial, non-allergenic, dust mite resistant, and best of all, machine washable and dryable.
[01:53:19.581 --> 01:53:27.705]  MyPillow is made in the USA, has an A rating with the Better Business Bureau, comes with a 60-day money-back guarantee, and an industry-leading 10-year warranty.
[01:53:28.025 --> 01:53:30.406]  Order today at MyPillow.com or call 952-442-6199.
[01:53:30.426 --> 01:53:30.786]  That's 952-442-6199.
[01:53:30.826 --> 01:53:33.447]  Mention coupon code GCN and receive 20% off your order.
[01:53:33.707 --> 01:53:35.688]  What do you have to lose except poor sleep?
[01:53:43.251 --> 01:53:44.353]  MyPillow.com.
[01:53:44.513 --> 01:53:46.636]  The most comfortable pillow you will ever own.
[01:53:46.836 --> 01:53:47.417]  Guaranteed.
[01:53:57.529 --> 01:54:00.952]  Welcome back, friends, to the Alex Jones Show.
[01:54:01.112 --> 01:54:03.694]  I'm filling in for Alex during the second half of his show today.
[01:54:03.734 --> 01:54:04.575]  My name's Mike Adams.
[01:54:05.235 --> 01:54:08.718]  I'll sign the health ranger, the editor of NaturalNews.com.
[01:54:09.239 --> 01:54:18.146]  And today, we are talking about the Fukushima incident, GMOs, health freedom, and we have an interview with gubernatorial candidate Phil Moffitt coming up in just about 15 minutes.
[01:54:19.167 --> 01:54:26.251]  Right here on the Alex Jones Show, we also have some breaking news about his campaign that we'll be sharing with you in a few minutes, so be sure to stay tuned for that.
[01:54:26.671 --> 01:54:30.433]  Right now, let's get into some about Monsanto and GMOs.
[01:54:30.473 --> 01:54:35.815]  There's an event taking place tomorrow in Washington and all around the country, in cities everywhere.
[01:54:35.835 --> 01:54:36.576]  Let's see, what do we have?
[01:54:37.516 --> 01:54:38.577]  Wow, right here in Austin.
[01:54:38.877 --> 01:54:42.699]  Austin, Nashville, in Atlanta, New York City, all over the country.
[01:54:43.399 --> 01:54:48.660]  This Millions Against Monsanto, this is a rally for the right to know what's in our food.
[01:54:49.200 --> 01:54:49.620]  That's right.
[01:54:49.660 --> 01:54:53.461]  It's a rally for knowing, for honest GMO labeling of our foods.
[01:54:53.501 --> 01:55:00.843]  And you can find out more about this by going to the website run by Jeffrey Smith, who's been a frequent guest here on the Alex Jones Show.
[01:55:01.243 --> 01:55:04.283]  His website is ResponsibleTechnology.org.
[01:55:04.863 --> 01:55:10.124]  And on ResponsibleTechnology.org, you can see the action alerts on the right-hand side there.
[01:55:10.144 --> 01:55:12.665]  There is a rally for the right to know, Saturday.
[01:55:13.365 --> 01:55:14.888]  happening across the US.
[01:55:14.908 --> 01:55:16.190]  So be sure to join in that.
[01:55:16.210 --> 01:55:17.092]  That's a big event now.
[01:55:17.653 --> 01:55:18.835]  Why do we have a right to know?
[01:55:19.897 --> 01:55:22.602]  We only have a short amount of time in this segment, but I have to cover this.
[01:55:23.663 --> 01:55:24.403]  Why do we have a right to know?
[01:55:24.444 --> 01:55:33.049]  Because the grocery stores out there, even the health food stores, are selling foods that contain GMOs, but they're labeling them as all-natural.
[01:55:33.609 --> 01:55:36.231]  They're not telling you that there's GMOs in the foods.
[01:55:37.192 --> 01:55:42.275]  And we're showing a video here for those on PrisonPlanet.tv about the Millions Against Monsanto march.
[01:55:42.735 --> 01:55:44.637]  Now, we have a right to know what's in our food.
[01:55:44.657 --> 01:55:46.278]  I think most people would agree with that.
[01:55:46.778 --> 01:55:52.860]  The FDA, of course, believes that labeling foods honestly might... it might confuse people!
[01:55:53.300 --> 01:55:53.760]  That's right!
[01:55:54.140 --> 01:55:59.942]  If you had information, like the fact that there's GMOs in your food, they think you might be confused by all that.
[01:56:01.642 --> 01:56:10.184]  They say it might confuse people because they say it would make people think that genetically modified food might be different from non-genetically modified food.
[01:56:10.425 --> 01:56:10.925]  Seriously.
[01:56:11.465 --> 01:56:12.745]  That's their logic.
[01:56:13.305 --> 01:56:14.626]  In their minds, it's no different.
[01:56:14.846 --> 01:56:15.306]  No different!
[01:56:16.852 --> 01:56:18.713]  I think they forgot what the word modified means.
[01:56:19.253 --> 01:56:22.434]  Genetically modified food means it's modified.
[01:56:22.934 --> 01:56:24.074]  It's genetically modified.
[01:56:24.114 --> 01:56:34.197]  That's different than non-GMO food and that's why we deserve the right to have it labeled on our foods so we know what we're buying and we can avoid these GMOs wherever possible.
[01:56:34.677 --> 01:56:38.158]  The demands of this rally are that we want the right to know what's in our food.
[01:56:38.798 --> 01:56:44.960]  We want factory farmed animals and genetically modified animal products labeled just so we can have a choice to know what's in there.
[01:56:45.740 --> 01:56:53.685]  We want long-term studies done on the safety of GMOs, and in addition, we want the organic industry to not be cross-contaminated by GMOs.
[01:56:53.925 --> 01:56:58.388]  So check that out at responsibletechnology.org also.
[01:56:59.738 --> 01:57:04.280]  Going on this weekend, Saturday, in Long Beach, California, is the Health Freedom Expo.
[01:57:04.820 --> 01:57:08.321]  You can go to healthfreedomexpo.com to learn about that.
[01:57:09.281 --> 01:57:10.782]  I'm giving a video presentation there.
[01:57:10.842 --> 01:57:16.004]  This matters to us all because health freedom is crucial for the future of our country.
[01:57:16.264 --> 01:57:25.347]  To get the FDA off of our farms, the FDA out of our foods, so that we can have honest labeling of natural supplements and herbal remedies that really work to prevent disease.
[01:57:26.226 --> 01:57:28.848]  That actually work in many cases better than pharmaceuticals.
[01:57:28.868 --> 01:57:31.009]  I mean, a lot of pharmaceuticals don't work at all.
[01:57:31.049 --> 01:57:32.470]  They actually harm you more than they help you.
[01:57:32.930 --> 01:57:40.075]  But natural foods, natural supplements, dietary supplements need to be able to be honestly labeled with their scientifically validated benefits.
[01:57:40.896 --> 01:57:43.217]  And that's what the Health Freedom Expo is working toward.
[01:57:43.277 --> 01:57:44.878]  So check that out if you're out in California.
[01:57:45.299 --> 01:57:46.920]  Be sure to go visit the Health Freedom Expo.
[01:57:48.112 --> 01:57:55.935]  And remember, we're going to continue talking about the FDA and food freedom here with gubernatorial candidate Phil Moffitt from Kentucky on the other side of this hour.
[01:57:56.316 --> 01:58:00.437]  Now, I also brought in some weird news for you from the world of health.
[01:58:00.978 --> 01:58:02.338]  All right, we're getting ready to go to the break.
[01:58:02.738 --> 01:58:04.179]  We'll cover this on the other side.
[01:58:04.259 --> 01:58:15.004]  But believe me, it's some strange news about how doctors are overcharging Medicare, Medicaid, and insurance companies for simple procedures like $60,000 for ultrasound.
[01:58:15.384 --> 01:58:17.325]  Stay tuned right here on the Alex Jones Show.
[01:58:30.563 --> 01:58:31.806]  You are listening to GCN.
[01:58:31.826 --> 01:58:34.772]  Visit GCNlive.com today.
[01:58:38.848 --> 01:58:43.091]  This is Alex Jones with 5 good reasons you should consider buying a solar power generator.
[01:58:43.411 --> 01:58:44.012]  Number 1.
[01:58:44.312 --> 01:58:47.474]  New climate legislation could easily double or triple your electric bill.
[01:58:47.755 --> 01:58:48.295]  Number 2.
[01:58:48.615 --> 01:58:53.159]  Our new energy czar wants to control how much power your electric company allows you to have.
[01:58:53.499 --> 01:58:53.939]  It's true.
[01:58:54.239 --> 01:58:58.803]  Total government control of electricity in the name of smart grid technology is coming.
[01:58:59.123 --> 01:58:59.663]  Number 3.
[01:58:59.944 --> 01:59:03.226]  In some areas of the country, the power grid is dangerously overloaded.
[01:59:03.526 --> 01:59:07.229]  And now, new socialist legislation is only compounding the problem.
[01:59:07.429 --> 01:59:07.970]  Number 4.
[01:59:08.230 --> 01:59:10.592]  Dangerous weather is always a threat to local grids.
[01:59:10.992 --> 01:59:14.376]  Every year, thousands of families lose their power from weather-related outages.
[01:59:14.676 --> 01:59:14.876]  Number 5.
[01:59:15.457 --> 01:59:19.380]  A solar power generator provides powerful backup, insurance, and peace of mind.
[01:59:19.600 --> 01:59:24.365]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[01:59:24.645 --> 01:59:28.668]  You can get more information at www.mysolarbackup.com.
[01:59:28.808 --> 01:59:30.389]  That's mysolarbackup.com.
[01:59:30.609 --> 01:59:32.691]  Remember, the government doesn't own the sun.
[01:59:32.851 --> 01:59:35.213]  So go to mysolarbackup.com or call 1-877-327-0365.
[01:59:53.700 --> 01:59:57.882]  Big Brother, Mainstream Media, Government Cover-Ups.
[01:59:58.542 --> 01:59:59.342]  You want answers?
[02:00:00.123 --> 02:00:01.063]  Well, so does he.
[02:00:01.663 --> 02:00:05.285]  He's Alex Jones on the GCN Radio Network.
[02:00:05.865 --> 02:00:09.907]  And now, live from Austin, Texas, Alex Jones.
