[00:00:00.009 --> 00:00:00.189]  I think?
[01:21:07.339 --> 01:21:07.559]  Sorry?
[01:21:08.956 --> 01:21:10.237]  Yeah, Fletcher Prouty, thank you.
[01:21:10.637 --> 01:21:16.742]  Fletcher Prouty's book, The Secret Team, really exposes how Daniel Ellsberg was a limited hangout.
[01:21:16.802 --> 01:21:25.709]  He redirected blame and analysis of the CIA, which was then just claiming some of its most outrageous powers, blaming it on the military.
[01:21:26.389 --> 01:21:28.691]  Meanwhile, we have these Bilderberg members.
[01:21:29.132 --> 01:21:31.673]  Really, they are the war powers behind the scenes.
[01:21:31.713 --> 01:21:37.998]  There's Prince Bernhard, who was once part of IG Farben, and a Nazi SS officer to boot, Alex.
[01:21:39.079 --> 01:21:39.659]  Continue, please.
[01:21:40.899 --> 01:21:57.023]  And also, when we talk about the cyber-terrorism and an upcoming event that might get this world war going, I remember a documentary which was never officially released.
[01:21:57.043 --> 01:21:58.623]  It's called Hackers Want It.
[01:21:58.983 --> 01:22:00.464]  It leaked on the internet.
[01:22:01.264 --> 01:22:02.484]  You might want to check this out.
[01:22:02.544 --> 01:22:03.644]  Hackers Want It.
[01:22:03.684 --> 01:22:06.185]  And it focuses on a hacker called Adrian Lamo.
[01:22:06.789 --> 01:22:10.732]  Who is, of course, connected to this whole WikiLeaks affair.
[01:22:10.892 --> 01:22:23.080]  Lamos is the guy who supposedly betrayed the source, Bradley Manning, to the government and Adrian Lamos to work for Homeland Security as well.
[01:22:23.120 --> 01:22:32.326]  And in this documentary, you see a couple of, I mean, a couple of counterterrorism government officials
[01:22:33.027 --> 01:22:36.910]  And they say now is the time hackers start joining the U.S.
[01:22:36.970 --> 01:22:45.996]  government because Al-Qaeda or some foreign country might come after us with a two-pronged attack.
[01:22:46.476 --> 01:22:55.943]  First, a cyber attack, shutting off power lines, power grids, phone systems, to drive people out on the street in a crowded city like New York or L.A.
[01:22:56.741 --> 01:23:14.876]  When you have that many people on the streets, then Al-Qaeda or some other nefarious country in this scenario would then spread a deadly virus and you would have a much higher body count than you would have had with just the biological attack.
[01:23:14.916 --> 01:23:20.220]  So this is the hacker propaganda and also the cyber terrorist propaganda.
[01:23:20.260 --> 01:23:22.542]  This is very, very, very dangerous.
[01:23:23.739 --> 01:23:43.374]  And also, if you look at this entire WikiLeaks situation, you see that from the chat logs between Bradley Manning, the alleged source for many of those WikiLeaks releases, and Packer Adrian Lammo, in the chat logs, Manning talks about the kind of software he used.
[01:23:43.414 --> 01:23:47.758]  He said, I was using Tor, the anonymizing system.
[01:23:48.615 --> 01:23:49.756]  We're good to go.
[01:24:17.617 --> 01:24:23.959]  Kryptom, John Young, from Kryptom, published some of the core tax returns.
[01:24:24.019 --> 01:24:25.739]  You can see it's government funded.
[01:24:26.460 --> 01:24:31.481]  And so you might think the government would put in a backdoor in this.
[01:24:32.201 --> 01:24:39.483]  And the lead programmer, one of the lead programmers, Jacob Applebaum, he talked about, yeah, there's some backdoors in it and some weaknesses.
[01:24:39.544 --> 01:24:42.344]  We've known about them for a couple of months now.
[01:24:42.945 --> 01:24:43.685]  And we heard Iran
[01:24:44.989 --> 01:24:50.291]  It's using Deep Packet Inspection now so they can actually track and block TOR.
[01:24:51.091 --> 01:24:54.552]  Meaning, they can potentially find out who the dissidents are.
[01:24:55.573 --> 01:25:05.436]  This is an entire complex, an entire web of government-sponsored groups and hackers and what I call data laundering.
[01:25:06.176 --> 01:25:14.439]  So, you have these Afghanistan logs, the Iraq logs, cablegates, and then you... Somehow they ended up
[01:25:14.983 --> 01:25:15.443]  We're good.
[01:25:33.117 --> 01:25:36.259]  Well, Alex Banesh, thank you for that analysis.
[01:25:36.299 --> 01:25:38.881]  I want to get back to Paul Watson as well and get his take on it.
[01:25:39.501 --> 01:25:45.785]  But looking forward, we of course have this week here in the Financial Times, hackers claim CIA website disruption.
[01:25:46.146 --> 01:26:01.616]  For those of you who just joined us, only days after getting a cybersecurity alert out of the Bilderberg meetings, we're seeing a CIA website and a host of other sites, Sony, Nintendo, Australian broadcasters and more among them going down.
[01:26:01.696 --> 01:26:02.957]  Who does that really benefit?
[01:26:03.097 --> 01:26:18.252]  Is that really harm the CIA when their partners in crime, the NSA, really want to bring in greater internet control and prepare us to accept a cyber false flag attack when really it's not even clear how vulnerable the system would be?
[01:26:19.933 --> 01:26:33.839]  In the past several years, I believe for the past four in a row, we've had USA's General Keith B. Alexander, Director of the NSA, at the Bilderberg meetings meeting year after year on cyberterrorism.
[01:26:34.540 --> 01:26:37.201]  Paul Watson, I really feel like they might be planning something.
[01:26:37.301 --> 01:26:41.063]  Could it help with this Middle East agenda as well as the domestic clampdown?
[01:26:42.185 --> 01:26:56.089]  Well, that's precisely what they're planning, and I mean, remember this whole cyber security agenda was founded on the boilerplate hacking example of the Stuxnet, which of course later, as the New York Times reported on January 15th, 2011,
[01:26:59.912 --> 01:27:05.834]  They said that the virus was designed as an American-Israeli project to sabotage the Iranian program.
[01:27:06.174 --> 01:27:20.878]  And then Ralph Langner bragged at the big TED conference where all the globalists attend, and Bill Gates, that yes, it was Israel and the United States, with the United States being the leading party in launching that Stuxnet attack.
[01:27:21.318 --> 01:27:42.496]  So they're the ones behind it, and they're going to be behind it in the future, and it's going to be blamed on these rogue extremist groups, and eventually it's going to be used to enact this Chinese-style internet that Joe Lieberman and others have passed, which is based on the premise that Homeland Security can just make a phone call and get your website shut down, which...
[01:27:43.837 --> 01:27:54.939]  In a convoluted sense is what happened with WikiLeaks because they had their website hosted on Amazon's cloud server and Homeland Security just put a telephone call through and it was shut down.
[01:27:55.299 --> 01:28:05.362]  So that's why they're moving everyone over to this so-called Secure Internet 2, this cloud system where you basically hand over all your content over to whoever runs that system.
[01:28:05.762 --> 01:28:12.243]  But on the subject of hackers, it was admitted that one in four of hackers in the United States work for the US government.
[01:28:12.643 --> 01:28:34.234]  So of course they've completely infiltrated this area as Alex was just discussing and they're going to use it for false flag cyber attacks even though the internet, you know, the new plants, the power lines, they're not even connected to the internet but they're going to say that it's connected so they can use it as a pretext to take over the entire internet and the communication system.
[01:28:34.830 --> 01:28:43.438]  Yeah, and dovetailing with that, we have the Combating Online Infringement and Counterfeits Act in the U.S., which they've already used to shut down gambling sites.
[01:28:43.758 --> 01:28:46.861]  There's also the EU Intellectual Property Rights Strategy.
[01:28:47.522 --> 01:28:54.729]  They really want to force, of course, YouTube is part of that bigger system, but sites like YouTube, they want to force them to shut down everyone
[01:28:55.209 --> 01:29:12.561]  Preemptively before you can even defend whether or not you have a right to use something that may be questionably in copyright I think that really goes hand-in-hand with the cyber agenda and why there are so many bigwigs of the online world now at Bilderberg meeting each year Alex Benesch, what is your take on that?
[01:29:13.782 --> 01:29:19.747]  Well, obviously we We were We had the experience of
[01:29:20.905 --> 01:29:23.186]  Seeing how technology can protect us.
[01:29:23.246 --> 01:29:24.906]  This is a technology race, really.
[01:29:24.966 --> 01:29:28.868]  It's us against these globalist power brokers.
[01:29:29.128 --> 01:29:33.709]  And so, we were using technology for our benefit.
[01:29:33.749 --> 01:29:44.692]  We were shooting, we were streaming live, and there was one incident when we were chasing Dre Bilderberger up a mountain in my car.
[01:29:44.913 --> 01:29:49.254]  And this was an off-limits mountain, and we got fined for the infraction.
[01:29:50.106 --> 01:29:58.529]  And we were driving up this very narrow road, being chased by police, and this officer probably thought, well, I'm the king of the hill up here, you know?
[01:29:58.910 --> 01:30:01.311]  This is a lonely hill, I can do anything up here.
[01:30:01.331 --> 01:30:09.894]  What he didn't know was that Paul, the entire time, was streaming live over the internet to I don't know how many people.
[01:30:10.748 --> 01:30:11.148]  That's right.
[01:30:11.189 --> 01:30:16.955]  They've used all this social media to break through the walls of Iran and other countries that want to clamp down.
[01:30:16.975 --> 01:30:20.879]  But I don't think the Bilderberg Group ever expected us to turn that around on them.
[01:30:20.919 --> 01:30:22.481]  They couldn't confiscate our footage.
[01:30:22.521 --> 01:30:27.546]  They couldn't take away tapes or make us go away because it was all happening in real time.
[01:30:27.967 --> 01:30:29.509]  Paul Watson, what do you make of all that?
[01:30:31.138 --> 01:30:33.820]  Well, I mean, they're furious about that.
[01:30:33.860 --> 01:30:38.643]  They can't stand it, the fact that we can stream live to the internet and it's automatically archived.
[01:30:39.103 --> 01:30:45.027]  But again, that's why they're trying to move all the content over to the cloud network, where you don't control it.
[01:30:45.087 --> 01:30:46.288]  It's not on your servers.
[01:30:46.308 --> 01:30:59.376]  And of course, as I mentioned earlier, Apple has now got the patent whereby they can send out infrared signals that block your ability to film something on your iPhone if you're at, quote, an event.
[01:30:59.816 --> 01:31:04.500]  And then it's if you're at a museum and you know if you're at a protest it goes on and on.
[01:31:04.960 --> 01:31:15.929]  So they're definitely scared stiff of the alternative media and the fact that we can have this instant outreach to the internet and they're going to try every dirty trick in the book to try and prevent us from doing that.
[01:31:16.329 --> 01:31:19.811]  That's a high-tech dirty trick that the Bilderberg Group have been using for years.
[01:31:20.672 --> 01:31:34.181]  I was talking to Alex Jones earlier about in 2008 when the We Are Change group found out the golf course, the public golf course, the members were playing on showed up to talk to David Rockefeller and the others and then all of a sudden
[01:31:34.941 --> 01:31:49.115]  Security walked over, picked out one individual guy from the crowd, kind of a new guy that nobody knew too well, and suddenly pulled out, oh, he has a gun, he has a weapon, now everyone has to leave, now no one's allowed in this area.
[01:31:49.556 --> 01:31:55.782]  We saw a direct parallel to that this year in 2011 at Bilderberg, where they had a false bomb scare.
[01:31:55.822 --> 01:31:56.663]  They claimed someone
[01:31:57.323 --> 01:32:00.205]  Uh, was going to commit a terroristic act against the meeting.
[01:32:00.585 --> 01:32:08.909]  They blocked off the road for hours as they built up another wall to block viewing these members and they really tried to push back against the protesters.
[01:32:09.389 --> 01:32:21.135]  As we mentioned earlier, uh, during Bilderberg they took passports and told people they weren't allowed to film police, told them they'd be arrested knowing they had limited knowledge of all the finer points of Swiss law.
[01:32:21.155 --> 01:32:23.856]  Uh, really just trying to intimidate everyone and
[01:32:25.217 --> 01:32:28.378]  I don't think it's working, but they've been pulling these dirty tricks for years.
[01:32:29.078 --> 01:32:31.178]  Alex Benesch, what did you make of that?
[01:32:32.739 --> 01:32:53.463]  Well, we've seen the local newspaper out of Knallbunten, kind of the state the conference was taking place in, and the local paper on Saturday of the conference had an article on Bilderberg, and they quoted from the police
[01:32:54.518 --> 01:33:04.843]  Uh, website, and it said in, uh, in regards to these two people arrested, uh, with the bomb scare, it said, yeah, we were searching for four hours.
[01:33:05.083 --> 01:33:06.784]  Uh, we thought it was more like one and a half.
[01:33:07.725 --> 01:33:11.847]  And, uh, we found that, uh, it was not a bomb.
[01:33:12.167 --> 01:33:13.407]  Uh, it looked like one.
[01:33:13.427 --> 01:33:14.668]  It looked like tubing.
[01:33:14.928 --> 01:33:16.709]  And, uh, those two were arrested.
[01:33:17.900 --> 01:33:20.922]  Uh, they would, they would have to pay the bill.
[01:33:20.982 --> 01:33:25.865]  It is expected they would have to pay the bill for four hours of bomb searching.
[01:33:26.665 --> 01:33:33.209]  Uh, so we don't know if this is just harassment, if people were acting stupid and had like a bunk bomb or something.
[01:33:33.949 --> 01:33:40.713]  Or, uh, if those two are just provocateurs, uh, delivering a reason to close off that main road.
[01:33:42.813 --> 01:34:10.081]  Yeah, then we saw when official members of Parliament there in Switzerland tried to enter the group, as well as when an Italian member of the EU Parliament tried to enter the group, of course he was kind of sneaking in, the police really reacted with brutality in the case of the EU Italian member, beating him, pushing him down, blooding his nose to the Swiss Parliament, really letting them know they're not welcome, even as they tried to route out the likes of Kissinger.
[01:34:10.921 --> 01:34:21.125]  They also separately stopped a George W. Bush speaking engagement because they were afraid of protesters and afraid of an unfriendly climate in a country that loves sovereignty.
[01:34:21.145 --> 01:34:23.626]  I really think it's going to backfire against them.
[01:34:23.666 --> 01:34:31.930]  It's almost a Gandhi-like moment when a protester can just be beat down by a group that refuses to unleash its secrecy.
[01:34:32.370 --> 01:34:41.257]  That refuses to disclose what's going on behind closed doors while mandating, trying to implement, trying to force a centralized system upon everyone.
[01:34:42.098 --> 01:34:48.062]  Obviously the group affects everything going on in the world, but ordinary people are not allowed to know Paul Watson.
[01:34:49.183 --> 01:34:57.390]  Yeah, and then of course on the final day we had the secret police guy basically standing with us the whole time, which was very interesting to say the least.
[01:34:57.410 --> 01:34:58.751]  We could touch on that after the break.
[01:34:59.597 --> 01:35:00.098]  Absolutely.
[01:35:00.138 --> 01:35:01.601]  We'll be back on the other side.
[01:35:01.621 --> 01:35:05.287]  I'm Aaron Dykes filling in for Alex Jones back live Sunday.
[01:35:05.347 --> 01:35:09.574]  This is InfoWars.com, the Alex Jones Show, Friday, June 17th.
[01:35:09.694 --> 01:35:10.636]  Back in just a moment.
[01:35:19.628 --> 01:35:21.310]  Are you still a traditional smoker?
[01:35:21.710 --> 01:35:26.414]  Now experience a new lifestyle and try vaping with e-cigarettes by Le Cig.
[01:35:26.834 --> 01:35:30.517]  Imagine no ashes, stains, nasty smell, or coughing and hacking.
[01:35:30.698 --> 01:35:41.447]  With Le Cig e-cigarettes revolutionary microelectronic technology, rechargeable battery, and unique replaceable cartridge, you'll get all the benefits and satisfaction of smoking without the hazards.
[01:35:41.607 --> 01:35:46.211]  Choose your taste from a wide variety of our new American-made Vapriate e-liquids at
[01:35:46.351 --> 01:35:58.815]  Visit Lasig.com and Lasig smokes the competition by serving thousands of worldwide customers with real people customer service, fast, free same-day shipping and a 30-day warranty and satisfaction guarantee.
[01:35:59.015 --> 01:36:01.596]  So are you ready for a new vaping lifestyle?
[01:36:01.776 --> 01:36:02.217]  Then call 870-518-4307.
[01:36:02.237 --> 01:36:02.577]  That's 870-518-4307.
[01:36:09.139 --> 01:36:10.824]  Or visit LeCig.com.
[01:36:10.944 --> 01:36:13.610]  Spelled L-E-C-I-G.com.
[01:36:13.811 --> 01:36:16.758]  LeCig e-cigarettes for today's modern smoker.
[01:36:18.402 --> 01:36:22.025]  Hundreds of nations have fallen to tyranny in the last century alone.
[01:36:22.426 --> 01:36:25.428]  This is our last chance to not relive history.
[01:36:25.668 --> 01:36:30.432]  As we're finishing off this agenda, they'll be pulling the rug from underneath Americans at home.
[01:36:30.452 --> 01:36:36.698]  We have tremendous influence on our President and Congress, and they really are calling the shots.
[01:36:36.858 --> 01:36:39.100]  I think it's incumbent upon all of us
[01:36:39.600 --> 01:36:39.920]  Tim Geithner?
[01:36:39.940 --> 01:36:40.161]  Bernanke?
[01:36:40.201 --> 01:36:40.741]  They're arsonists!
[01:36:40.761 --> 01:36:41.542]  They're asking for more matches!
[01:36:41.562 --> 01:36:43.243]  And the Congress is saying, who do we make the check out to?
[01:36:58.536 --> 01:37:00.357]  Today seems like nobody does care.
[01:37:00.657 --> 01:37:05.420]  And right now in Washington, D.C., we have seen a fall of the republic.
[01:37:05.800 --> 01:37:14.884]  Get your copy of Fall of the Republic on DVD at Infowars.com or watch it online right now in super high quality at PrisonPlanet.tv.
[01:37:17.051 --> 01:37:19.592]  If you suffer from poor sleep, you need MyPillow.
[01:37:20.012 --> 01:37:22.712]  Guaranteed to be the most comfortable pillow you will ever own.
[01:37:22.952 --> 01:37:28.733]  Using a patented fill, MyPillow adjusts to your exact individual needs by gently supporting your head, shoulders, and neck.
[01:37:28.973 --> 01:37:34.815]  MyPillow has a natural, built-in cooling effect, keeping your cervical nerves cool, giving you the best sleep of your life.
[01:37:35.155 --> 01:37:41.316]  MyPillow will never go flat, and relieves snoring, migraines, sleep apnea, fibromyalgia, and many other disorders.
[01:37:41.696 --> 01:37:47.400]  It's antimicrobial, non-allergenic, dust mite-resistant, and best of all, machine washable and dryable.
[01:37:47.740 --> 01:37:55.846]  MyPillow is made in the USA, has an A rating with the Better Business Bureau, comes with a 60-day money-back guarantee, and an industry-leading 10-year warranty.
[01:37:56.166 --> 01:37:58.568]  Order today at MyPillow.com or call 952-442-6199.
[01:37:58.588 --> 01:37:58.948]  That's 952-442-6199.
[01:37:58.988 --> 01:38:01.610]  Mention coupon code GCN and receive 20% off your order.
[01:38:01.850 --> 01:38:03.852]  What do you have to lose except poor sleep?
[01:38:11.377 --> 01:38:15.546]  MyPillow.com, the most comfortable pillow you will ever own, guaranteed!
[01:38:32.065 --> 01:38:34.167]  We're back again on the Alex Jones Show.
[01:38:34.247 --> 01:38:35.088]  I'm Aaron Dykes.
[01:38:35.188 --> 01:38:45.237]  Coming up in just a few minutes, Bob Chapman will most certainly be helping us to break down the latest in the global economic crisis, everything going on in Greece.
[01:38:45.978 --> 01:38:48.340]  There are Bilderberg members preparing to step down.
[01:38:48.820 --> 01:39:01.570]  Just before restructuring the government, we also have the potential for it to spread to Portugal, Spain, Ireland, and it will have great implications for the United States as well as it continues its imperial powers.
[01:39:02.491 --> 01:39:07.595]  We were talking earlier with Paul Joseph Watson and Alex Benesch of InfoKrieg in Germany.
[01:39:08.455 --> 01:39:12.858]  Two fellow witnesses to the 2011 Bilderberg meeting in St.
[01:39:12.898 --> 01:39:13.879]  Moritz, Switzerland.
[01:39:14.239 --> 01:39:19.163]  I want to let everyone know that InfoWars now has a newsletter, the InfoWars Insider.
[01:39:19.603 --> 01:39:26.448]  It's going out today, I believe, but it's also going out Tuesday with the total coverage of the World War III agenda.
[01:39:26.468 --> 01:39:35.434]  We played earlier Alex's video, Obama starting World War III, and he's certainly doing that, expanding us into more than five wars.
[01:39:36.034 --> 01:39:37.515]  And continuing to press buttons.
[01:39:38.055 --> 01:40:04.706]  Also coming out in that Tuesday Inside Edition of the Info Wars, the Info Wars Insider that is, still getting used to that name, will be some of the inside coverage of Bilderberg, some of our exclusive footage, some of the things we're talking about, and then there'll be a longer piece coming out in about a week, or within a week, with more than an hour of exclusive Bilderberg footage, an interview with Jim Tucker, his breakdown of things, and
[01:40:05.646 --> 01:40:08.389]  Jim Tucker is really just great to see him because of his spirit.
[01:40:08.809 --> 01:40:11.191]  You can see him glowing like so many of the activists.
[01:40:11.211 --> 01:40:21.241]  He's very enthused and excited, obviously, that so many young people, so many old people as well, are beginning to fight the Bilderberg Info War head-on by showing up in person.
[01:40:22.161 --> 01:40:31.284]  We had a great turnout, but Paul Watson, as you mentioned, we also encountered a secret police kind of guy standing amongst the protesters as if he was with us.
[01:40:31.724 --> 01:40:38.025]  We saw him actually communicating with police who came over to him, and he fed them information.
[01:40:38.766 --> 01:40:40.146]  But we confronted him, didn't we, Paul?
[01:40:41.431 --> 01:40:49.357]  Well that's right and I mean the only time he ever really spoke to anyone was after the conference was ending and the police were pulling down the shower curtain.
[01:40:49.377 --> 01:40:51.338]  He spoke to them and then he immediately left.
[01:40:51.699 --> 01:40:59.825]  But we got an interview with him on camera and he obviously had some base knowledge of what the issues were which he was trained to spew.
[01:41:00.245 --> 01:41:02.146]  But it was obvious that he was secret police.
[01:41:02.907 --> 01:41:05.949]  But the fact that we got him on camera means not so secret anymore.
[01:41:06.370 --> 01:41:07.711]  But I mean I'd just like to say
[01:41:08.331 --> 01:41:21.825]  The camaraderie between all the activists out there, it's like Alex said before, it was like being in the trenches, you know, the sleep deprivation, the rain, the cold, but everybody really pulled together and really helped us out in a number of ways.
[01:41:21.966 --> 01:41:27.712]  People like Dominic, Luke, Fabian, John, Tim, Stefan, Alex of course is with us now.
[01:41:28.152 --> 01:41:32.676]  All the We Are Change Switzerland guys, just want to give a big shout out to them because they were great.
[01:41:33.496 --> 01:41:42.564]  And I was really heartened and encouraged by the coverage, the organisation, the commitment that these guys were committed to in their own country in Switzerland there.
[01:41:43.194 --> 01:41:43.834]  I really would.
[01:41:44.174 --> 01:41:51.337]  It was because you could see we all have more potential in our pinky finger than some of those old crusty guys inside the hotel.
[01:41:52.117 --> 01:41:55.718]  We really are giants and our consciousness is beginning to awaken.
[01:41:56.158 --> 01:42:00.280]  I don't mean mine and yours in particular because we're just individuals as well in this info war.
[01:42:00.780 --> 01:42:09.924]  Everywhere I go in the country, there's a We Are Change group or a Ron Paul group or some kind of other decentralized activist group and they're always just getting the work done.
[01:42:09.964 --> 01:42:13.545]  It was no different, surprisingly, wonderfully, in Switzerland.
[01:42:13.585 --> 01:42:15.646]  They have a whole German language movement.
[01:42:16.406 --> 01:42:19.708]  Alex Benesch from Germany, just one of many people, really.
[01:42:19.728 --> 01:42:26.911]  We Are Change Switzerland hosted a whole event, mostly in German, but with enough English translations.
[01:42:27.731 --> 01:42:30.796]  Rap groups there singing about the Infowar and on and on.
[01:42:30.876 --> 01:42:32.158]  It was just incredible to see.
[01:42:32.178 --> 01:42:37.225]  I want to thank Alex Banesh for joining us and telling him bye right now.
[01:42:37.285 --> 01:42:40.210]  Coming up in just a moment, Bob Chapman and more of your calls.
[01:42:40.630 --> 01:42:41.772]  This is the Infowar.
[01:42:41.792 --> 01:42:43.014]  I'm Aaron Dyches.
[01:42:58.789 --> 01:43:00.650]  You are listening to GCN.
[01:43:02.310 --> 01:43:04.611]  Visit GCNlive.com today.
[01:43:07.792 --> 01:43:13.274]  When you're out on the road, the last place you want to be is on the road.
[01:43:14.435 --> 01:43:19.196]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[01:43:19.577 --> 01:43:26.299]  There's a place down in Tennessee where they make blue diamond gusset jeans.
[01:43:28.291 --> 01:43:30.438]  They sew pride in every stitch.
[01:43:32.365 --> 01:43:34.753]  Guarantee you love the way they fit.
[01:43:36.793 --> 01:43:40.676]  They put a diamond gusset in the crotch where you need it most.
[01:43:41.377 --> 01:43:44.499]  Blue diamond gussets got it.
[01:43:45.220 --> 01:43:46.041]  Others don't.
[01:43:46.461 --> 01:43:48.342]  We turn jeans inside out.
[01:43:48.603 --> 01:43:50.104]  Diamond gusset jeans.
[01:43:50.384 --> 01:43:52.946]  Made in the USA with unparalleled quality.
[01:43:53.266 --> 01:43:59.531]  Our Defender motorcycle jeans combine gusset comfort with Kevlar protection so you can ride all day with confidence.
[01:43:59.892 --> 01:44:02.114]  Order yours at gusset.com.
[01:44:02.594 --> 01:44:04.636]  Diamond gusset jeans got it.
[01:44:04.976 --> 01:44:05.476]  Others don't.
[01:44:10.293 --> 01:44:12.217]  Waging war on corruption.
[01:44:12.678 --> 01:44:15.443]  Alex Jones on the GCM Radio Network.
[01:44:21.960 --> 01:44:26.144]  Big Brother, Mainstream Media, Government Cover-Ups.
[01:44:26.784 --> 01:44:27.585]  You want answers?
[01:44:28.386 --> 01:44:29.327]  Well, so does he.
[01:44:29.907 --> 01:44:33.530]  He's Alex Jones on the GCN Radio Network.
[01:44:34.111 --> 01:44:38.194]  And now, live from Austin, Texas, Alex Jones.
[01:44:47.264 --> 01:44:51.126]  We are live now in the third hour on this Friday, June 17th.
[01:44:51.306 --> 01:44:52.026]  I'm Aaron Dykes.
[01:44:52.046 --> 01:45:13.978]  I'm sitting in while Alex Jones is away on story, but he will be back in full force live Sunday with plenty to cover as World War III begins to break out, as the Libya war begins to go hot, as Obama continues to resist any kind of congressional oversight or authority, completely rebuking the idea that even the War Powers Act
[01:45:14.718 --> 01:45:27.745]  Really a loose compromise only recently put in place even that that wouldn't hold him back because the level of tensions and escalation and violence in Libya don't warrant anything he would consider to be a war.
[01:45:28.646 --> 01:45:37.691]  On the other hand researchers now count up to five wars that Obama, the peacemaker, the Orwellian dictator has us engaged in.
[01:45:37.731 --> 01:45:41.473]  We're still in Iraq obviously, we're still in Afghanistan and
[01:45:42.213 --> 01:45:48.557]  Fresh in the news today, Paul Watson, Prince of Planet.com, that we want a permanent presence in Iraq.
[01:45:48.597 --> 01:45:49.697]  That's on the websites.
[01:45:50.538 --> 01:45:52.679]  Also, Greece falling in riots.
[01:45:53.159 --> 01:46:05.827]  The government, the Bilderberger, Pop Andrew, getting ready to step down, but only after restructuring the government and making sure people in line with the policies are in place, trying to make sure many of those austerity cuts
[01:46:06.487 --> 01:46:06.948]  I think so.
[01:46:21.264 --> 01:46:24.467]  When Greece defaults on the debt, will it spread to Spain?
[01:46:24.527 --> 01:46:25.709]  Will it spread to Portugal?
[01:46:26.069 --> 01:46:28.131]  How long until it affects the United States?
[01:46:28.211 --> 01:46:29.813]  I'm looking here at a fresh report.
[01:46:30.353 --> 01:46:31.575]  IMF cuts U.S.
[01:46:31.635 --> 01:46:34.157]  growth forecast, warns of crisis.
[01:46:34.658 --> 01:46:35.739]  San Paolo Reuters.
[01:46:35.779 --> 01:46:39.122]  The International Monetary Fund cut its forecast for U.S.
[01:46:39.182 --> 01:46:42.846]  economic growth on Friday and warned Washington and debt-ridden European countries
[01:46:43.206 --> 01:46:48.108]  That they're playing with fire unless they take immediate steps to reduce their budget deficits.
[01:46:48.809 --> 01:46:54.611]  But of course they largely refuse to do that as they commit us to greater and greater troop presence in the Middle East.
[01:46:55.231 --> 01:46:57.573]  And it really appears that World War III looms.
[01:46:57.973 --> 01:46:59.053]  So much is going on.
[01:46:59.093 --> 01:47:08.658]  I want to go now to Bob Chapman, the international forecaster, really an economic guru and a talisman of all things economic and political.
[01:47:08.798 --> 01:47:09.418]  Are you there, Bob?
[01:47:10.780 --> 01:47:13.262]  I certainly am, and that was a great overview.
[01:47:14.603 --> 01:47:15.224]  Well, thank you.
[01:47:15.244 --> 01:47:16.545]  I hardly know where to begin.
[01:47:16.565 --> 01:47:18.106]  I wish I could do it greater justice.
[01:47:18.807 --> 01:47:22.930]  It seems like that small window of time before things really hit the fan.
[01:47:24.511 --> 01:47:26.993]  Yeah, I think you have to take each part separately.
[01:47:28.014 --> 01:47:38.923]  The hottest is Greece, and we know Judge Papandreou made a deal with the bankers prior to becoming elected, and that was to
[01:47:39.818 --> 01:47:41.079]  Collateralized debt.
[01:47:42.960 --> 01:47:46.162]  That would be money lent to the Greek government in the form of bonds.
[01:47:47.403 --> 01:47:51.585]  And have collateral behind them in case the bonds weren't paid.
[01:47:52.526 --> 01:47:53.747]  The interest wasn't paid.
[01:47:54.767 --> 01:48:02.172]  And obviously he received funds from them in order to run so he could win the election.
[01:48:03.453 --> 01:48:05.234]  That's the only way I can figure that out.
[01:48:06.155 --> 01:48:08.176]  For those who don't know, his father Andrus
[01:48:09.476 --> 01:48:15.320]  Another communist and another member of the Bilderberger Group and the Illuminati.
[01:48:16.101 --> 01:48:20.964]  He probably was the worst government during the mid-1980s that Greece has ever had.
[01:48:21.844 --> 01:48:25.107]  And he looted the country as best he could.
[01:48:25.127 --> 01:48:37.675]  I, like Alex, have been on radio and television and in the newspapers in Greece along with Max Keiser for the last year or more.
[01:48:38.667 --> 01:48:41.388]  Um, all of us with generally the same message.
[01:48:43.309 --> 01:48:44.670]  Tell the bankers to take a hike.
[01:48:45.790 --> 01:48:47.311]  And that's what's going to happen.
[01:48:48.371 --> 01:48:50.532]  And the ramifications are very large.
[01:48:51.012 --> 01:48:54.854]  Yesterday, Max was on with
[01:48:55.936 --> 01:49:01.941]  Bob, I need you to hold that thought because we're going to break, but we're going to be back on the other side with the long segment.
[01:49:01.981 --> 01:49:07.305]  Coming up, I'm Aaron Dyk sitting in for Alex Jones back on Sunday, but don't miss this.
[01:49:07.845 --> 01:49:08.846]  It's going to be really important.
[01:49:08.866 --> 01:49:09.667]  Infowars.com.
[01:49:17.182 --> 01:49:21.405]  This is Alex Jones with 5 good reasons you should consider buying a solar power generator.
[01:49:21.725 --> 01:49:22.005]  Number 1.
[01:49:22.645 --> 01:49:25.787]  New climate legislation could easily double or triple your electric bill.
[01:49:26.068 --> 01:49:26.628]  Number 2.
[01:49:26.928 --> 01:49:31.471]  Our new energy czar wants to control how much power your electric company allows you to have.
[01:49:31.811 --> 01:49:32.272]  It's true.
[01:49:32.572 --> 01:49:37.115]  Total government control of electricity in the name of smart grid technology is coming.
[01:49:37.435 --> 01:49:37.975]  Number 3.
[01:49:38.255 --> 01:49:41.537]  In some areas of the country, the power grid is dangerously overloaded.
