[00:00:00.613 --> 00:00:01.216]  Oh, no!
[01:22:25.537 --> 01:22:30.340]  And it can produce an endless supply of nutrient-dense food for you and your family.
[01:22:30.340 --> 01:22:31.461]  And here's the best part.
[01:22:31.461 --> 01:22:34.523]  These seeds have not been genetically modified in any way.
[01:22:34.523 --> 01:22:38.166]  And you actually get enough seeds to plant a full acre crisis garden.
[01:22:38.166 --> 01:22:41.348]  So visit them today at SurvivalSeedBank.com.
[01:22:41.348 --> 01:22:43.569]  That's SurvivalSeedBank.com.
[01:22:43.569 --> 01:22:44.490]  Or give them a call at 877-327-0365.
[01:22:49.495 --> 01:22:52.360]  That's 877-327-0365.
[01:22:52.360 --> 01:22:57.209]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[01:22:57.209 --> 01:22:59.593]  This is Alex Jones for survivalseedbank.com.
[01:23:00.478 --> 01:23:03.461]  If you suffer from poor sleep, you need MyPillow.
[01:23:03.461 --> 01:23:06.403]  Guaranteed to be the most comfortable pillow you will ever own.
[01:23:06.403 --> 01:23:12.429]  Using a patented fill, MyPillow adjusts to your exact individual needs by gently supporting your head, shoulders, and neck.
[01:23:12.429 --> 01:23:18.614]  MyPillow has a natural, built-in cooling effect, keeping your cervical nerves cool, giving you the best sleep of your life.
[01:23:18.614 --> 01:23:24.800]  MyPillow will never go flat, and relieves snoring, migraines, sleep apnea, fibromyalgia, and many other disorders.
[01:23:25.160 --> 01:23:31.184]  It's antimicrobial, non-allergenic, dust mite resistant, and best of all, machine washable and dryable.
[01:23:31.184 --> 01:23:39.609]  MyPillow is made in the USA, has an A rating with the Better Business Bureau, comes with a 60-day money-back guarantee, and an industry-leading 10-year warranty.
[01:23:39.609 --> 01:23:42.030]  Order today at MyPillow.com or call 952-442-6199.
[01:23:42.030 --> 01:23:42.431]  That's 952-442-6199.
[01:23:42.431 --> 01:23:45.312]  Mention coupon code GCN and receive 20% off your order.
[01:23:45.312 --> 01:23:47.293]  What do you have to lose except poor sleep?
[01:23:54.858 --> 01:23:56.118]  MyPillow.com.
[01:23:56.118 --> 01:23:58.459]  The most comfortable pillow you will ever own.
[01:23:58.459 --> 01:24:12.923]  Guaranteed.
[01:24:12.923 --> 01:24:16.944]  We're putting our money where Ann Coulter's mouth is.
[01:24:16.944 --> 01:24:22.126]  Burt Nemo at InfoWars.com right now is writing the story, headline,
[01:24:24.090 --> 01:24:29.473]  We will pay Ann Coulter to go to Fukushima radiation zone.
[01:24:29.473 --> 01:24:34.536]  And we're going to state it for, okay lady, you say radiation is good for you and there's a growing body of evidence.
[01:24:34.536 --> 01:24:38.018]  They target certain cancers with it because it kills cells.
[01:24:38.018 --> 01:24:39.919]  Not the entire body being hit by it.
[01:24:39.919 --> 01:24:42.441]  Every major study shows it increases cancer.
[01:24:42.441 --> 01:24:43.902]  No one denies that.
[01:24:43.902 --> 01:24:45.543]  But this is their brazen propaganda.
[01:24:45.543 --> 01:24:47.304]  Not only is the radiation in the U.S.
[01:24:47.304 --> 01:24:49.305]  not bad, it's good for you.
[01:24:51.069 --> 01:24:52.670]  Yes, it's very good for the atomic soldiers.
[01:24:52.670 --> 01:24:55.252]  It was very good for the folks at Hiroshima and Nagasaki.
[01:24:55.252 --> 01:24:59.515]  It's very good for plant workers that have inhaled uranium and plutonium.
[01:24:59.515 --> 01:25:03.378]  Even the folks that mine it, when it's not enriched, die from it.
[01:25:03.378 --> 01:25:04.579]  Incredible.
[01:25:04.579 --> 01:25:07.201]  Jack, I mean, talk about brazen propaganda.
[01:25:07.201 --> 01:25:08.001]  That's certainly it.
[01:25:08.001 --> 01:25:09.222]  Jack from Japan.
[01:25:09.222 --> 01:25:10.303]  Anything else you'd like to add?
[01:25:11.448 --> 01:25:19.863]  Well, basically, you know, I had a meeting with several people today and basically everybody knows that the government is lying to us and everyone is getting very, very angry.
[01:25:19.863 --> 01:25:22.888]  Not just at the government, but at the Tokyo Power and Electric Company.
[01:25:22.888 --> 01:25:23.469]  Everybody knows.
[01:25:24.116 --> 01:25:26.437]  Um, just the, just the basic design of these reactors.
[01:25:26.437 --> 01:25:34.601]  I mean, why would you put something that's dangerous, fissile, and can explode on top of something that can explode?
[01:25:34.601 --> 01:25:39.864]  In other words, I'm sure as your listeners know, they've got the spent fuel rods in the broods of these reactors.
[01:25:39.864 --> 01:25:46.107]  And so it's like, why would I store my gasoline on top of my, you know, on top of my pile of, you know, fireworks?
[01:25:46.107 --> 01:25:47.768]  No, no, on top of your stove!
[01:25:48.951 --> 01:25:50.732]  Exactly, exactly.
[01:25:50.732 --> 01:25:53.193]  And the people are really starting to get wise quick.
[01:25:53.193 --> 01:26:01.377]  And some of the good news is some of the local level government people, as you mentioned, the mayor of the one particular town and the governor of Fukushima, they're getting wise quick too.
[01:26:01.377 --> 01:26:03.098]  And I'll tell you what, people are getting really angry.
[01:26:03.098 --> 01:26:08.800]  And I am definitely going down to Tokyo Power and Electric in Tokyo to talk to some managers.
[01:26:08.800 --> 01:26:13.643]  And I'm going to film it and do a little We Are Change-style gorilla filming when I get the chance.
[01:26:13.643 --> 01:26:18.105]  One more thing I want to add, Alex, get this, they haven't even closed the schools.
[01:26:18.565 --> 01:26:21.909]  Okay, the kids are walking 20-30 minutes going to schools.
[01:26:21.909 --> 01:26:29.577]  They're playing outdoors for an hour during recess, especially right about now because the school year changes over in April here in Japan.
[01:26:29.577 --> 01:26:30.177]  What is it?
[01:26:30.177 --> 01:26:30.818]  September?
[01:26:30.818 --> 01:26:32.500]  No, I saw that in the news.
[01:26:32.500 --> 01:26:35.342]  That's just like 9-11 with all the asbestos dust.
[01:26:35.342 --> 01:26:36.924]  They've got to say don't wear masks.
[01:26:36.924 --> 01:26:40.488]  They've got to keep the schools open or they'd have to admit that there was a problem.
[01:26:41.781 --> 01:26:42.501]  Exactly.
[01:26:42.501 --> 01:26:43.021]  Exactly.
[01:26:43.021 --> 01:26:44.401]  And so it's just everything's fine.
[01:26:44.401 --> 01:26:45.602]  Just go back to sleep.
[01:26:45.602 --> 01:26:46.362]  No problem.
[01:26:46.362 --> 01:26:47.702]  Send your kids to school.
[01:26:47.702 --> 01:26:55.543]  Meanwhile, it's raining and they're playing outside and we've still got... Here where I'm at, the radiation has gone down a little bit.
[01:26:55.543 --> 01:26:59.784]  It's only about six times the normal amount of radiation.
[01:26:59.784 --> 01:27:03.105]  But in other parts, a little bit closer, it's really bad.
[01:27:03.105 --> 01:27:07.886]  Like in Ibaraki Prefecture and in Tochigi Prefecture and Fukushima Prefecture.
[01:27:07.886 --> 01:27:09.666]  And again, that's an error reading.
[01:27:10.046 --> 01:27:20.234]  Not the spinach, not the water, where it's dissipated and basically condensed and had a chance to bioaccumulate.
[01:27:20.234 --> 01:27:20.754]  Exactly.
[01:27:20.754 --> 01:27:35.026]  And you better believe, when they started taking the spinach off the shelves, a lot of the people that I know, including just little grandmas and grandpas who don't even really follow the news too well, they really started to wake up when they saw this.
[01:27:35.026 --> 01:27:39.129]  One other thing, Alex, I wanted to share with your listeners is just,
[01:27:39.569 --> 01:27:43.412]  You've mentioned it before on your show and I just want to say it's true here.
[01:27:43.412 --> 01:27:52.680]  Spread this information out because people might chuckle at you right now, they might not believe you right now, but when this stuff starts coming true later, they are really going to start listening to you.
[01:27:52.680 --> 01:28:05.471]  And believe me, the people who listened to me but didn't buy any storable food or water, that's the group of people who came to me today to have a meeting at my house to talk to me about what we should do about this situation because they understood that
[01:28:05.851 --> 01:28:07.152]  Very well said, Jack, from Japan.
[01:28:07.152 --> 01:28:08.694]  Anything else you'd like to add?
[01:28:28.735 --> 01:28:33.520]  Oh, just that, just that, let me tell you, um, people really are living on pins and needles here.
[01:28:33.520 --> 01:28:36.923]  I mean, I've got, I, I, I used to live in Fukushima, Alex.
[01:28:36.923 --> 01:28:44.331]  I, I, since I look at the pictures of, uh, of like Iwaki in Fukushima and I recognize the streets and now they're just torn to shreds.
[01:28:44.851 --> 01:28:48.392]  Um, another place that has been really damaged are the graveyards.
[01:28:48.392 --> 01:28:53.893]  And graveyards are really important because it's like your whole family history goes into one single grave, alright?
[01:28:53.893 --> 01:29:01.354]  And so for hundreds of years, for one single grave, it's all your grandparents and great-grandparents and everything, and now it's just smashed.
[01:29:01.354 --> 01:29:04.855]  And so people are just really pretty much just living day to day.
[01:29:04.855 --> 01:29:06.876]  And it's really, it's a sad situation.
[01:29:06.876 --> 01:29:11.076]  And just people, people out there, listeners and everybody, just pray for Japan.
[01:29:11.076 --> 01:29:12.657]  Um, just pray for us if you can.
[01:29:12.657 --> 01:29:13.497]  I appreciate it.
[01:29:14.028 --> 01:29:14.688]  We will, Jack.
[01:29:14.688 --> 01:29:15.989]  Thank you so much for the call.
[01:29:15.989 --> 01:29:21.693]  I will get to Mark, Marshall, Tim, Ben and others while Wayne Madsen is live on air with us.
[01:29:21.693 --> 01:29:27.657]  We're going to look more into Fukushima with him, but also what's happening in North Africa in this new war.
[01:29:29.019 --> 01:29:30.640]  The U.N.
[01:29:30.640 --> 01:29:31.281]  launched this.
[01:29:31.281 --> 01:29:32.641]  This is the purest U.N.
[01:29:32.641 --> 01:29:33.682]  war ever.
[01:29:33.682 --> 01:29:35.483]  Congress had nothing to even say.
[01:29:35.483 --> 01:29:44.609]  This was the United Nations basically calling the shots, as Obama said, another big step for globalism.
[01:29:44.609 --> 01:29:51.374]  Anytime there's a protest in a country now, there's any police brutality, look for us to invade.
[01:29:51.374 --> 01:29:52.775]  We're on the march.
[01:29:52.775 --> 01:29:55.297]  The empire's on the run.
[01:29:55.297 --> 01:29:57.998]  Alex Jones and the GCN Radio Network.
[01:30:01.055 --> 01:30:04.898]  Diamond Gusset is proud to announce the anthem of the Patriot movement.
[01:30:04.898 --> 01:30:09.181]  They're offering a free CD, t-shirt, and bumper sticker with a qualifying purchase.
[01:30:09.181 --> 01:30:13.965]  Diamond Gusset offers great products at great prices while keeping Americans working.
[01:30:13.965 --> 01:30:19.829]  Not looking for a factory where a man can feed his family.
[01:30:19.829 --> 01:30:23.071]  Not worried about them moving south.
[01:30:23.071 --> 01:30:26.774]  Closing the doors and shutting her down tomorrow.
[01:30:29.620 --> 01:30:35.145]  I'm looking for America.
[01:30:35.145 --> 01:30:37.086]  We're American and be proud.
[01:30:37.086 --> 01:30:39.488]  Go to gusset.com forward slash America.
[01:30:55.549 --> 01:31:00.122]  Again, go to gusset.com forward slash America Today.
[01:31:02.054 --> 01:31:09.098]  Alex has told you that the Mideast uprisings over food prices and shortages caused by fuel costs are spreading worldwide.
[01:31:09.098 --> 01:31:11.759]  We're seeing the impact right here in the United States.
[01:31:11.759 --> 01:31:20.804]  Ethanol, that was supposed to reduce petroleum use and fuel prices, hit a 30-month high in February, and pump prices are expected to reach $5 a gallon.
[01:31:20.804 --> 01:31:29.069]  Because of shipping costs, food is being priced out of the reach of millions of Americans, with an expected 35% jump in the next 60 days.
[01:31:29.069 --> 01:31:29.709]  Move quickly,
[01:31:29.889 --> 01:31:33.990]  Well, you can still afford it, and eFoods Direct will pay your shipping costs for you.
[01:31:33.990 --> 01:31:41.152]  For the best tasting long-term storable food, you pay nothing for shipping and can put every dollar into food at today's prices.
[01:31:41.152 --> 01:31:45.853]  eFoods Direct, food so delicious you can serve it tonight or save it for the future.
[01:31:45.853 --> 01:31:47.834]  Take advantage of free shipping by calling 800-409-5633.
[01:31:47.834 --> 01:31:51.275]  On the web, eFoodsDirect.com slash Alex.
[01:31:51.275 --> 01:31:53.595]  800-409-5633 or eFoodsDirect.com slash Alex.
[01:32:02.105 --> 01:32:04.588]  And you're subject to other police action.
[01:32:04.588 --> 01:32:05.850]  Tyranny is here.
[01:32:05.850 --> 01:32:09.615]  The grim future foretold in 1984 has become reality.
[01:32:09.615 --> 01:32:12.018]  It really says that the state is God.
[01:32:12.018 --> 01:32:17.064]  The United States is now recognized globally as one of the most oppressive police states on Earth.
[01:32:17.865 --> 01:32:24.551]  This film conclusively proves the existence of a secret network of FEMA camps, now being expanded nationwide.
[01:32:24.551 --> 01:32:30.536]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[01:32:30.536 --> 01:32:34.180]  Police State 4 chronicles the sickening depth to which our Republic has fallen.
[01:32:34.700 --> 01:32:38.982]  Prepare to enter the secretive world of emergency dictatorship.
[01:32:38.982 --> 01:32:44.926]  Body scanners, sound cameras, citizen spies, stage terror and cameras on every street corner.
[01:32:44.926 --> 01:32:48.487]  It's only the beginning of the New World Order's hellish plan.
[01:32:48.487 --> 01:32:50.468]  The police state isn't coming.
[01:32:50.468 --> 01:32:51.589]  It's here.
[01:32:51.589 --> 01:32:58.393]  Secure your copy today at InfoWars.com or see it online in the highest quality at PrisonPlanet.tv.
[01:33:14.137 --> 01:33:18.021]  Where you gonna run to, sinner man?
[01:33:18.021 --> 01:33:19.723]  Where you gonna run to?
[01:33:19.723 --> 01:33:26.008]  Where you gonna run to, all on that day?
[01:33:26.008 --> 01:33:28.611]  Will I run to the rock?
[01:33:28.611 --> 01:33:30.933]  Please hide me and run to the rock.
[01:33:30.933 --> 01:33:35.297]  Please hide me and run to the rock.
[01:33:35.297 --> 01:33:36.618]  Please hide me, Lord.
[01:33:38.327 --> 01:33:50.798]  Thank you so much for joining us today.
[01:33:50.798 --> 01:33:53.981]  We are halfway into this worldwide broadcast.
[01:33:53.981 --> 01:33:57.844]  We just talked to Japan, to a caller in Japan, Jack.
[01:33:57.844 --> 01:34:00.466]  We're going to continue with your phone calls throughout this hour into the next.
[01:34:00.466 --> 01:34:04.230]  In the last 30 minutes of the next hour, Webster Griffin Tarpley joins us.
[01:34:06.326 --> 01:34:31.204]  Words cannot describe how hypocritical and ridiculous it is that the West, the big banks, the military-industrial complex that runs our country, claimed a month ago that they didn't have any special forces in Libya and that they weren't involved in the destabilization program.
[01:34:31.204 --> 01:34:35.627]  Now it's been admitted for at least three weeks that British special forces and other mercenaries
[01:34:37.455 --> 01:34:50.902]  Not just regular government SAS, Special Air Services, are in the country, leading the groups, and that yes, it is, quote, the CIA Al Qaeda brigade out of Saudi Arabia and Egypt.
[01:34:51.801 --> 01:34:54.463]  And it's in the London Telegraph, CNN.
[01:34:54.463 --> 01:34:58.485]  They go, oh, is it wrong that Al-Qaeda is hailing this and that Al-Qaeda is doing it?
[01:34:58.485 --> 01:34:59.906]  Maybe not.
[01:34:59.906 --> 01:35:03.688]  Al-Qaeda was good when they attacked Serbia as a pretext to start that war.
[01:35:03.688 --> 01:35:06.610]  Oh, look, the Serbs are being mean to the Al-Qaeda.
[01:35:06.610 --> 01:35:10.152]  We've got to invade and hand it over to Albania, basically.
[01:35:10.152 --> 01:35:14.194]  Oh, they used Al-Qaeda to attack and start the war with the Russians.
[01:35:14.194 --> 01:35:15.875]  Is that saying the Russians were little angels?
[01:35:15.875 --> 01:35:16.556]  No.
[01:35:16.556 --> 01:35:20.138]  The point is, the globalists are starting these wars.
[01:35:21.966 --> 01:35:26.968]  And now they've tried to assassinate Qaddafi in the last 24 hours with cruise missiles and bombs.
[01:35:26.968 --> 01:35:30.329]  That's confirmed by BBC and others.
[01:35:30.329 --> 01:35:32.010]  That's a violation of international law.
[01:35:32.010 --> 01:35:33.931]  No judge, no jury, no execution.
[01:35:33.931 --> 01:35:38.853]  The no-fly zone doesn't say they can try to kill Qaddafi.
[01:35:38.853 --> 01:35:46.136]  Notice Hillary and others have said you will accept a humanitarian force that's a ground force or
[01:35:47.554 --> 01:35:49.395]  We will completely destroy you.
[01:35:49.395 --> 01:35:52.938]  So this is a new war, and it's part of this larger strategy of tension.
[01:35:52.938 --> 01:36:02.123]  And we have the UN, with its ruling, with its resolution Thursday, ordering this launch and calling it a no-fly zone.
[01:36:02.123 --> 01:36:10.249]  But in the body is the language for aerial bombardments that are now on, and physical invasion with two Marine Corps giant amphibious invasion ships.
[01:36:10.249 --> 01:36:11.189]  They're basically Marine Corps
[01:36:14.304 --> 01:36:16.485]  Ground Invasion Command Carriers.
[01:36:16.485 --> 01:36:18.045]  They're like stub carriers.
[01:36:18.045 --> 01:36:24.527]  They're about 60% the size of a regular carrier the Navy has.
[01:36:24.527 --> 01:36:26.948]  You can pull them up if you want online.
[01:36:26.948 --> 01:36:28.028]  Their names are in the news.
[01:36:28.028 --> 01:36:30.529]  They're similar to the Coronado, but it's not there.
[01:36:30.529 --> 01:36:37.290]  That was the Coronado I watched do a drill of landing in the Bay Area of Oakland and San Francisco and disgorging U.S.
[01:36:37.290 --> 01:36:42.612]  Marines and foreign troops with role players screaming, I'm an American, please no not the camp, don't take my gun.
[01:36:43.697 --> 01:36:46.700]  That was a big wake-up call for me in 1999.
[01:36:46.700 --> 01:36:49.823]  It's in my film Police State 2000, by the way.
[01:36:49.823 --> 01:36:55.409]  Now, Wayne Madsen is a Washington, D.C.-based investigative journalist, author, and syndicated columnist.
[01:36:55.409 --> 01:37:04.018]  He's written for The Village Voice, The Progressive, Counterpunch, Online Journal, CorpWatch, Multinational Monitor, News Insider, These Times, The American Conservative.
[01:37:05.418 --> 01:37:12.180]  His columns have appeared in the Miami Herald, Houston Chronicle, Philadelphia Inquirer, Columbus Dispatch, Sacramento Bee, the Atlanta Journal-Constitution, among others.
[01:37:12.180 --> 01:37:19.522]  He's been all over international television, formerly with the NSA, before that in submarine warfare, anti-submarine warfare.
[01:37:19.522 --> 01:37:21.342]  Also worked for RCA Corporation.
[01:37:21.342 --> 01:37:23.783]  He reports from Capitol Hill and the National Press Club.
[01:37:23.783 --> 01:37:26.083]  WayneMadsenReport.com is the website.
[01:37:26.083 --> 01:37:29.084]  We're linked to it on InfoWars.com.
[01:37:29.084 --> 01:37:31.265]  Wayne, looking at this, it's quite a precedent.
[01:37:31.265 --> 01:37:31.845]  We now have
[01:37:32.705 --> 01:37:39.128]  Clearly special forces-backed hitting key targets, government buildings, telecommunications in Syria.
[01:37:39.128 --> 01:37:48.113]  The new president said that if sovereign governments repel western-backed rebels, that there will then be a western invasion.
[01:37:48.113 --> 01:37:53.036]  Is this the Zbigniew Brzezinski destabilization program that he wrote about three years ago?
[01:37:54.184 --> 01:38:13.960]  Well, I'll tell you, I think what we're seeing playing out in Libya, now also probably in Yemen, is the co-option of these Arab revolts by the CIA and their allied intelligence and special forces units in these NATO countries.
[01:38:13.960 --> 01:38:18.444]  No one would doubt that what happened in Tunisia probably surprised a lot of people.
[01:38:18.444 --> 01:38:23.207]  That's then spread to Egypt, and it was clear that it was bound to
[01:38:24.048 --> 01:38:24.548]  We're good to go.
[01:38:51.819 --> 01:39:17.889]  Forces in the country, but I think that there's probably now two types of or two forms of Libyan opposition There are those who are Libyan nationalists who just want to see Qaddafi go and then there's the others who have been waiting in the wings in London in Washington and other places waiting for this moment and these are the groups that are probably going to want to take over with the CIA and MI6's support and
[01:39:18.649 --> 01:39:29.775]  And what we're going to see is Libya's tremendous oil deposits being the target for these countries.
[01:39:29.775 --> 01:39:30.516]  Now that said,
[01:39:31.716 --> 01:39:51.498]  I think we also have to look at there's a huge split with the NATO and the European Union and we probably haven't seen a split like this in NATO since the 1956 invasion by Britain and France of Suez and of course President Eisenhower would not support that and that created a major rift in NATO
[01:39:51.958 --> 01:40:01.422]  Now we see Turkey and Germany, two large NATO countries after the United States as far as military power is concerned, not supporting this effort.
[01:40:01.422 --> 01:40:15.888]  And the worst thing, the Italians are now involved, and that is the former colonial power that ruled Libya, and I can't think of anything worse than having Italians participate in a military adventure against Libya.
[01:40:18.249 --> 01:40:18.330]  Yes.
[01:40:29.972 --> 01:40:49.195]  Right and we have of course Mussolini's ideological son Silvio Berlusconi now in power in Italy and of course he's facing all kinds of legal problems messing around with underage hookers and the guy's mafiosi from the word go but he's looking at this obviously as a chance
[01:40:49.636 --> 01:40:50.156]  We're good to
[01:41:19.242 --> 01:41:36.643]  Presidential campaign was bankrolled by Libyan money now that brings up the whole thing with the clear stream bank accounts Sarkozy being funded from money outside of France and he went after Dominique de Villepin try to put him in jail for
[01:41:37.023 --> 01:41:37.823]  for slander
[01:41:57.170 --> 01:42:00.753]  Herman Van Rompuy just a few months ago embracing Gaddafi.
[01:42:00.753 --> 01:42:06.237]  You have the British government embracing him, selling him most of his weapons.
[01:42:06.237 --> 01:42:11.602]  Is this an attempt to go ahead and kill Gaddafi so that he won't use all of his blackmail on them?
[01:42:13.004 --> 01:42:14.085]  Well, I think so.
[01:42:14.085 --> 01:42:20.230]  He's obviously got a lot of information about what's been going on behind the scenes.
[01:42:20.230 --> 01:42:26.636]  Just like Saddam Hussein had a lot of information about some of these leaders of these Western countries.
[01:42:26.636 --> 01:42:33.802]  And obviously, the launch of the Tomahawk that hit his compound in Tripoli, where I actually
[01:42:34.022 --> 01:42:34.262]  I don't
[01:42:54.240 --> 01:42:54.381]  It's
[01:43:10.114 --> 01:43:10.775]  I don't know.
[01:43:29.471 --> 01:43:35.676]  Wayne Madsen, let me stop you right there because that's the big issue I've been making since last Thursday.
[01:43:35.676 --> 01:43:43.442]  No statements, no even resolution, much less a declaration of war, which we haven't had since World War II.
[01:43:43.442 --> 01:43:46.824]  Now we're seeing nothing from Congress within 24 hours of the UN.
[01:43:50.407 --> 01:44:02.079]  Voting for a no-fly zone it turns into a bombardment with British news reporting that SAS smash squads are on the ground in Libya to mark targets for coalition jets.
[01:44:02.079 --> 01:44:08.105]  The rebels arrested a bunch of SAS as you know two weeks ago that embarrassed everybody.
[01:44:08.105 --> 01:44:13.991]  Clearly they waited till the rebels were backed up in a corner so that they would have to accept
[01:44:14.671 --> 01:44:15.932]  Uh, Western intervention.
[01:44:15.932 --> 01:44:19.555]  Uh, what's the larger strategy in all of this?
[01:44:19.555 --> 01:44:21.796]  Why do you think this came together so fast?
[01:44:21.796 --> 01:44:29.842]  Does it play into the trillion dollar nuke industry desperately needing a distraction from the radioactive clouds still drifting this way?
[01:44:31.295 --> 01:44:35.736]  Oh wow, it hasn't been interesting the last couple of weeks with the way the news cycle has gone.
[01:44:35.736 --> 01:44:45.378]  First we had massive coverage of the Arab Revolt, then we had the earthquake, tsunami, and the nuclear disaster in Japan, and now we're back to Libya.
[01:44:45.378 --> 01:44:55.320]  So, you know, the news media, the corporate media, only goes for the news of the day, and then other major news events are not covered.
[01:44:55.880 --> 01:44:58.082]  And I think we're seeing a lot of that play out now.
[01:44:58.082 --> 01:45:02.065]  It's the news du jour, as I call it here in Washington.
[01:45:02.065 --> 01:45:09.370]  So, yeah, I think that plays a lot into this, a lot, that the focus is moving away from other issues.
[01:45:09.370 --> 01:45:24.561]  As you said, the nuclear meltdown at Fukushima being a major story that's not only being suppressed by the Japanese government media, TEPCO, but also I think we see a lot of the nuke industry here, the nuke lobby,
[01:45:25.301 --> 01:45:29.685]  Uh, trying to play down the safety effects of that.
[01:45:29.685 --> 01:45:43.556]  So I think a lot of this news is intertwined and the gatekeepers, the corporate news gatekeepers are trying to have it their own way in how they report these breaking stories.
[01:45:44.332 --> 01:45:47.194]  Wayne, I want to get more into the unfolding crisis.
[01:45:47.194 --> 01:45:50.116]  Still having trouble getting those reactors under control.
[01:45:50.116 --> 01:45:55.380]  More gas explosions, more off-gassing unfolding today.
[01:45:55.380 --> 01:46:01.064]  Japanese still talking about a Chernobyl option of just burying the reactors.
[01:46:01.064 --> 01:46:04.086]  I want to get into Ann Coulter saying radiation's good for you.
[01:46:04.086 --> 01:46:05.607]  That's the actual headline.
[01:46:05.607 --> 01:46:09.870]  But before we go there, why do you think
[01:46:11.081 --> 01:46:11.481]  Obama
[01:46:26.169 --> 01:46:26.829]  I don't know.
[01:46:47.177 --> 01:46:54.765]  Hillary's also said this, that if he doesn't accept a humanitarian ground force, that means an armed force, that there will be an invasion.
[01:46:54.765 --> 01:46:58.249]  So they pretty much stated the ground invasion right there.
[01:46:58.249 --> 01:47:02.834]  We've got Gaddafi handing out over a million firearms, preparing for guerrilla warfare.
[01:47:04.204 --> 01:47:12.327]  Right, and I think what this shows is that Obama is no different than his predecessor when it comes to these coalitions of the willing.
[01:47:12.327 --> 01:47:13.887]  We saw this play out in Iraq.
[01:47:13.887 --> 01:47:16.648]  We saw it play out in Afghanistan.
[01:47:16.648 --> 01:47:19.309]  And here we see it playing out again.
[01:47:19.309 --> 01:47:22.010]  Look, there were no vetoes in the U.N.
[01:47:22.010 --> 01:47:26.231]  Security Council, but it was to establish a no-fly zone.
[01:47:26.231 --> 01:47:28.372]  Now we even have the Arab League that supported
[01:47:29.032 --> 01:47:30.393]  No fly zone saying wait a minute.
[01:47:30.393 --> 01:47:53.148]  We weren't talking about launching cruise missiles and killing civilians Which we have many reports now that many civilians were killed by these NATO strikes on Libya So they parade out a couple of countries a few Air Force planes from Qatar in the United Arab Emirates big deal We don't see where's Egypt in this whole operation So yeah, it's it's it's Obama is a neocon
[01:47:53.208 --> 01:47:54.549]  What about this precedent?
[01:48:13.246 --> 01:48:32.493]  What about the precedent being set here, where anytime there's an uprising in a country, and if the nation crushes them in any way, then there's got to be a UN-ordered invasion, but then there's the hypocrisy of the West crushing and killing demonstrators, as has happened in England at G20 and other events.
[01:48:32.493 --> 01:48:35.374]  There's the specter of cops shooting people in the back.
[01:48:35.374 --> 01:48:39.356]  There's the specter of these similar things.
[01:48:39.356 --> 01:48:41.877]  On the heels of the hypocrisy energized,
[01:48:42.797 --> 01:48:45.800]  The illustration energized and highlighted by U.S.
[01:48:45.800 --> 01:49:01.557]  Army kill team in Afghanistan posed for photos of murdered civilians including little bloody dead children with the quote kill teams as private Gruckheimer first revealed eight years ago that they're ordered to go into villages and kill babies and everyone.
[01:49:03.058 --> 01:49:05.418]  Yeah, I mean, it's just ridiculous.
[01:49:05.418 --> 01:49:09.859]  You look at what's going on in the Middle East and North Africa right now.
[01:49:09.859 --> 01:49:18.021]  Okay, the president of Algeria brutally put down demonstrations in Algiers, but he's a good friend of Sarkozy in France.
[01:49:18.021 --> 01:49:19.161]  He's a good friend of ours.
[01:49:19.161 --> 01:49:23.722]  We're not seeing no-fly zones established over Algeria, for example.
[01:49:23.722 --> 01:49:29.123]  We now have several Yemeni generals, many of whom were part of this regime in Yemen, corrupt
[01:49:29.643 --> 01:49:32.425]  As all get out now saying, oh we're with the opposition.
[01:49:32.425 --> 01:49:40.351]  That looks to me like the CIA is trying to also co-opt the Yemeni revolution just like they did the Libyan revolution.
[01:49:40.351 --> 01:49:45.915]  And obviously they want President Saleh gone just like they wanted Qaddafi gone.
[01:49:45.915 --> 01:49:48.998]  This is an attempt by the CIA to basically take over
[01:49:49.718 --> 01:50:14.805]  The revolutions where they see fit and in places like Bahrain with those poor people now that are going into hospitals and shooting people who are being treated in hospitals in Bahrain blowing up the the Pearl Square Monument because it was seen as a Sort of a rallying point for the opposition, but Bahrain is a host a US naval base We don't see any no-fly zone being put over
[01:50:15.265 --> 01:50:15.725]  Bahrain.
[01:50:15.725 --> 01:50:17.586]  And where's the no-fly zone over Israel?
[01:50:17.586 --> 01:50:23.049]  So they stopped attacking defenseless Palestinians in Gaza and the West Bank.
[01:50:23.049 --> 01:50:24.689]  We don't see any no-fly zone there.
[01:50:24.689 --> 01:50:26.530]  This is very selective.
[01:50:26.530 --> 01:50:29.892]  This is a typical neocon operation.
[01:50:29.892 --> 01:50:34.634]  Well, since when is a no-fly zone British Special Forces backing al-Qaeda rebels?
[01:50:36.474 --> 01:50:40.396]  Ah, well, it was just like Iraq under Clinton.
[01:50:40.396 --> 01:50:50.560]  No-fly zone over Iraq and we had all kinds of special forces going in, penetrating the border through the Kurdish no-fly zone area to get Saddam Hussein.
[01:50:50.560 --> 01:50:53.902]  This is the same playbook being used all over again.
[01:50:54.881 --> 01:50:55.842]  What's the endgame?
[01:50:55.842 --> 01:50:57.423]  We'll talk about that straight ahead.
[01:50:57.423 --> 01:50:58.745]  Why are they doing this?
[01:50:58.745 --> 01:51:00.126]  Then Fukushima.
