[00:00:00.049 --> 00:00:01.415]  War on Corruption.
[01:34:55.176 --> 01:34:56.936]  We've got arsenic in groundwater.
[01:34:57.837 --> 01:35:09.882]  See, this reminds me, I love it when all the fluoride proponents say, oh, we're just going to adjust the naturally occurring fluoride levels in your water, as if to say, because it's natural, it must be good for you.
[01:35:10.122 --> 01:35:11.443]  Well, arsenic is natural!
[01:35:12.392 --> 01:35:14.374]  I don't want arsenic in my water, do you?
[01:35:14.474 --> 01:35:17.077]  Should we add arsenic into the water to make it more natural?
[01:35:17.257 --> 01:35:19.799]  I mean, that's the logic of the fluoride pushers.
[01:35:19.819 --> 01:35:21.060]  Should we add lead?
[01:35:21.201 --> 01:35:23.042]  Lead is natural in that sense.
[01:35:23.383 --> 01:35:25.905]  Look, just because it comes out of the ground doesn't mean it's good for you.
[01:35:25.925 --> 01:35:27.887]  Uranium comes out of the ground.
[01:35:27.907 --> 01:35:30.289]  I don't want to be taking uranium pills.
[01:35:31.631 --> 01:35:31.911]  Anyway.
[01:35:34.417 --> 01:35:36.399]  People, you gotta think about this stuff, alright?
[01:35:36.499 --> 01:35:37.479]  That's crucial.
[01:35:37.519 --> 01:35:40.041]  Anyway, that's enough of an intro.
[01:35:40.061 --> 01:35:46.907]  Diabetes is going to hit 1 in 10 Americans by 2030, according to the most recent news.
[01:35:46.927 --> 01:35:48.748]  1 in 4 U.S.
[01:35:48.808 --> 01:35:51.730]  women is now on psychiatric drugs.
[01:35:51.750 --> 01:35:51.730]  25%!
[01:35:52.971 --> 01:35:53.872]  It's incredible.
[01:35:54.553 --> 01:35:57.115]  Let's get some answers from Dr. Stuart Lonke.
[01:35:57.155 --> 01:35:58.296]  He's a board-certified
[01:35:58.916 --> 01:36:00.717]  He's an expert in internal medicine.
[01:36:00.737 --> 01:36:02.118]  He's in private practice right now.
[01:36:02.138 --> 01:36:05.240]  He used to be at UC, University of California, San Diego.
[01:36:05.360 --> 01:36:10.504]  He is a postdoctoral fellow at the National Institutes of Health, or he was.
[01:36:10.524 --> 01:36:12.505]  I mean, that was his experience.
[01:36:13.006 --> 01:36:21.191]  And he joins us now by phone from California to help us get some answers on these environmental causes of cancer, which are preventable as well.
[01:36:21.572 --> 01:36:23.933]  Dr. Stuart Lonke, are you with us?
[01:36:23.973 --> 01:36:24.814]  Thank you for joining us.
[01:36:25.776 --> 01:36:26.396]  Thank you for having me.
[01:36:26.836 --> 01:36:37.059]  Yeah, I was listening to your reading off of the list, and it's kind of, I chuckle a little bit, because I think that most people are aware of the fact that there are exposures.
[01:36:37.079 --> 01:36:38.559]  For example, let's take lead.
[01:36:38.579 --> 01:36:53.323]  I think everyone says, you know, there's not lead in paint anymore, and, you know, I understand the industrial exposures to lead, but I don't think that most people are aware of the fact that, you know, those people who live, for example, in inner cities,
[01:36:54.303 --> 01:36:55.184]  We're good to go.
[01:37:11.314 --> 01:37:13.235]  Like the Halloween face paints from China.
[01:37:13.255 --> 01:37:14.235]  Those had lead in them, right?
[01:37:14.395 --> 01:37:14.996]  Absolutely.
[01:37:15.436 --> 01:37:16.456]  And children's toys.
[01:37:17.537 --> 01:37:22.199]  I think that most people that live in the suburbs say, well, I've got copper plumbing.
[01:37:22.239 --> 01:37:23.179]  I'm not worried about that.
[01:37:24.300 --> 01:37:28.421]  The solder that they used to solder those pipes contained lead.
[01:37:29.642 --> 01:37:36.845]  The water that sits in your house overnight has that lead leach out of that solder into the water that you turn on in the morning.
[01:37:37.901 --> 01:37:50.105]  You see, so no one is immune from any of this, and of course, the kinds of exposures that we talk about in Invisible Killers are the kinds of exposures that aren't related to toxic
[01:37:52.637 --> 01:37:54.298]  We're good to go.
[01:38:21.448 --> 01:38:25.514]  The fact is that almost all of us carry with us a toxic burden.
[01:38:26.176 --> 01:38:28.359]  And what the book really focuses on...
[01:38:29.494 --> 01:38:33.776]  Is the fact that that toxic burden starts in utero.
[01:38:34.156 --> 01:38:49.902]  And that's something that was very important for me to come to a conclusion regarding the fact that the average newborn from umbilical cord blood has over 200 toxins already in their body.
[01:38:50.282 --> 01:38:55.964]  So if one looks at umbilical cord blood, you'll find pesticides, you'll find mercury, you'll find arsenic, you'll find lead.
[01:38:57.245 --> 01:39:03.710]  All of these have been lovingly transmitted across the placenta from mom to newborn.
[01:39:04.491 --> 01:39:12.358]  And the fact is, is that there are about 80,000 chemicals that are in commercial use today.
[01:39:12.979 --> 01:39:22.888]  I won't go into the Toxic Substance Act of 1976 and the fact that those chemicals can be out there without any previous testing regarding whether they're safe.
[01:39:24.296 --> 01:39:28.601]  The FDA does not regulate this whatsoever.
[01:39:29.442 --> 01:39:39.472]  However, of the 80,000 that are in use today, some 10,000 of these chemicals weren't even in existence five years ago.
[01:39:40.092 --> 01:40:01.841]  So we continually put new chemicals into our environment, from the deodorizers that you plug into the wall in your home, to dry cleaning fluid that you bring home your clothes and hang in your closet, from the flame retardants that are required to coat mattresses and baby clothes.
[01:40:01.861 --> 01:40:08.284]  It's a good idea to retard flames, but those flame retardants are polybrominated diphenyl esters
[01:40:08.624 --> 01:40:12.807]  But here's the thing, Dr. Lunke, sorry to interrupt, but here's the thing.
[01:40:12.907 --> 01:40:22.855]  Most people out there believe that if all these chemicals are being used in these products, if California, for example, requires these flame retardants to be on these infant mattresses, then they must be safe.
[01:40:22.915 --> 01:40:28.480]  Because the government would not allow these chemicals and these metals to be used in products if they weren't proven safe.
[01:40:28.520 --> 01:40:35.485]  But your position and what's available in your book, Invisible Killers, and I think the website for that is InvisibleKillers.com, correct?
[01:40:35.646 --> 01:40:36.086]  Yes, that's correct.
[01:40:36.286 --> 01:40:52.286]  Okay, but your book and your position is that these are not, they've never been proven safe, they are a very provable threat to health, and that we need to be looking at preventing cancer as much as we look at treating it after the fact, right?
[01:40:52.978 --> 01:41:06.242]  Absolutely, and I think that one of the things that we will be coming out with very shortly, and I told you before we went on the air, is our very next project is going to be called, is going to be Clear Beginnings.
[01:41:06.982 --> 01:41:17.484]  Because what we're really talking about here is the fact that the FDA has no regulatory authority over the chemicals that are used in the marketplace.
[01:41:17.605 --> 01:41:19.145]  That's a Federal Trade Commission.
[01:41:19.845 --> 01:41:25.507]  Uh, regulation, and the Toxic Substance Act of 1976 says that's quite alright.
[01:41:25.587 --> 01:41:40.972]  Now, some of your listeners may be aware of the fact that there's a large group of people in Congress right now on a bill going through Congress that will modify the Toxic Substance Act of 1976, and it's about time that happens.
[01:41:43.064 --> 01:41:43.725]  Oh yeah.
[01:41:58.280 --> 01:42:14.328]  That there are chemicals and plastics and so on and so forth that reach into baby bottles, into the food, and that all of our soup cans and baby food cans are... Yeah, 1,200% higher BPA levels in the blood of people who eat canned soup.
[01:42:14.628 --> 01:42:15.088]  That's right.
[01:42:15.648 --> 01:42:34.333]  And we know that this phenol A, that BPA, there are hundreds of articles talking about the cellular effect, the hormone emulation effect to potentially carcinogenic effects through modulation of the immune system.
[01:42:34.953 --> 01:42:40.896]  All of these data are such that Canada, for example, very quickly outlawed its use in baby bottles.
[01:42:41.557 --> 01:42:51.462]  However, here in the United States, the chemical industry has an extraordinarily strong lobby, and it's been nearly impossible to get anything done.
[01:42:51.522 --> 01:42:58.646]  I think here in California, we finally said that BPA has to be out of baby bottles and out of baby food by 2013.
[01:43:00.455 --> 01:43:09.739]  But it's extraordinary that there are very few people, such as yourself and Dr. Samuel Epstein, who are raising the alarm about these chemicals.
[01:43:09.779 --> 01:43:23.126]  The cancer industry, the conventional cancer industry, I'm saying, they don't say a word about the toxic chemicals in cosmetics and personal care products and foods and medicines and fire-retardant chemicals.
[01:43:23.146 --> 01:43:27.468]  So, I mean, why are they so silent about all of this, in your opinion, Dr. Lunke?
[01:43:28.097 --> 01:43:33.961]  I think a lot of it has to do with an insistence on scientific proof and scientific methodology.
[01:43:34.601 --> 01:43:40.244]  As physicians, we are kind of brought up on the drug company regimen.
[01:43:40.284 --> 01:43:50.530]  That is, you do a double-blind study and you prove without a shadow of a doubt that a certain chemical causes a certain effect.
[01:43:51.091 --> 01:43:52.572]  And you do that over and over again.
[01:43:52.632 --> 01:43:55.914]  Well, I don't think we're going to get too many volunteers for those studies.
[01:43:56.554 --> 01:44:00.776]  And when we do it in animal models, some people scoff at that.
[01:44:01.256 --> 01:44:11.939]  But I think that there's a great lack of enthusiasm for it because it doesn't fall into the realm of the kind of thing that most doctors know what to do about.
[01:44:11.959 --> 01:44:16.581]  Doctors feel really comfortable when they know what to do about something.
[01:44:16.909 --> 01:44:20.511]  Yeah, that's a good point, but look, I think you could get a whole bunch of volunteers in America.
[01:44:20.832 --> 01:44:23.954]  You just give them 10% off their groceries and they'll inject themselves with anything.
[01:44:24.814 --> 01:44:25.375]  I'm serious.
[01:44:25.815 --> 01:44:31.739]  You give them a free iPad drawing and they'll take some lead, they'll take some mercury, because they don't know anything about this.
[01:44:33.942 --> 01:44:34.182]  I think?
[01:44:54.633 --> 01:44:59.519]  You need to actually be treating somebody with chelating agents and removing the lead.
[01:44:59.539 --> 01:45:04.245]  There was a study that was done in the University of Cincinnati published in 2008.
[01:45:04.365 --> 01:45:06.208]  It's a wonderful study.
[01:45:06.768 --> 01:45:08.370]  They followed 250 women from their pregnancy
[01:45:11.834 --> 01:45:14.777]  And they followed their children for 20 years.
[01:45:15.537 --> 01:45:18.860]  And they, all of these were inner city individuals, women.
[01:45:19.380 --> 01:45:31.290]  They all gave birth, and obviously they tracked the lead levels in, they tracked bone lead levels by x-ray diffraction as well as blood lead levels.
[01:45:32.071 --> 01:45:35.373]  And they followed these kids until they were 5 or 6 years old.
[01:45:35.894 --> 01:45:38.236]  And then they followed them until they became 20.
[01:45:38.776 --> 01:45:40.698]  And they were able to show that with
[01:45:41.358 --> 01:45:43.440]  Lead levels that no one would treat.
[01:45:44.061 --> 01:45:44.641]  You follow me?
[01:45:44.821 --> 01:45:45.482]  Yeah, right.
[01:45:45.802 --> 01:45:47.324]  Some clinical lead levels.
[01:45:48.284 --> 01:45:57.593]  If you divide them into quartiles, 0 to 5, 5 to 10, 10 to 15, and 15 to 20, you could draw a straight line with the incidence of violent crime.
[01:46:00.393 --> 01:46:04.375]  Have there been studies done of lead levels of criminals who are currently being incarcerated?
[01:46:04.395 --> 01:46:10.899]  Absolutely, and there's correlations with lead levels, because lead concentrates not only in the bone, but in the brain.
[01:46:11.199 --> 01:46:14.121]  See, this gets to my... And so, let me make one very important point.
[01:46:14.141 --> 01:46:14.781]  Yeah, go ahead, go ahead.
[01:46:15.121 --> 01:46:19.404]  And that is, all of what we're saying, all of this, what does it really mean?
[01:46:20.805 --> 01:46:21.886]  We're good to go.
[01:46:50.785 --> 01:46:52.907]  And it's different from one person to the next.
[01:46:53.687 --> 01:46:59.732]  What we do know is that pregnant moms pass these toxins onto the fetus.
[01:47:00.213 --> 01:47:11.922]  You can bet that my mother, 50 years ago plus, had a much lower concentration of all of these chemicals that are present in women today.
[01:47:12.242 --> 01:47:12.482]  Right.
[01:47:12.682 --> 01:47:14.604]  It's just getting worse in society.
[01:47:14.684 --> 01:47:15.925]  I went to medical school.
[01:47:16.225 --> 01:47:18.247]  The greatest breakthrough was birth control pills.
[01:47:19.432 --> 01:47:19.953]  We're good to go.
[01:47:41.465 --> 01:47:42.426]  It's a clear beginning.
[01:47:43.206 --> 01:47:57.637]  That is, the population that we have to get the message to, and we have to bring products to, to help them detoxify, is that group of people who are going to give birth to the next generation.
[01:47:59.238 --> 01:47:59.878]  College kids?
[01:48:00.419 --> 01:48:00.999]  Young adults?
[01:48:01.719 --> 01:48:06.441]  Yeah, it's important to take care of people who are older and middle-aged as well.
[01:48:17.085 --> 01:48:18.986]  His website is InvisibleKillers.com.
[01:48:19.006 --> 01:48:33.735]  We're going to continue this interview here on the Alex Jones Show, and in fact, if you're interested, if you'd like to call in and maybe ask a question of Dr. Lonke, we're going to open up the phones at 800-259-9231, so you can call in after this upcoming break.
[01:48:33.775 --> 01:48:43.801]  But you mentioned, Dr. Lonke, the correlation between lead presence in bone and tissues and violent crime, or at least incarceration for crimes.
[01:48:44.401 --> 01:48:50.364]  This brings me to the psychological and behavioral component of these, of exposure to these heavy metals.
[01:48:50.865 --> 01:48:52.546]  This is what interests me in particular.
[01:48:53.466 --> 01:48:55.587]  Well, it's a big factor.
[01:48:56.088 --> 01:48:58.509]  Lead and mercury are the two, you know, the hatters.
[01:48:58.529 --> 01:48:59.830]  You ever hear of the mad hatter?
[01:48:59.850 --> 01:49:00.050]  Sure.
[01:49:00.110 --> 01:49:07.274]  I'm sure your listeners are aware of the fact that's because they lined felt hats with mercury in the old days and the hatters used to lick their brushes.
[01:49:08.106 --> 01:49:11.929]  Yeah, yeah, it'll drive you insane, but this is my question.
[01:49:12.049 --> 01:49:22.398]  Do you think that at least some portion of the insanity that we see across modern culture today is caused by this exposure to heavy metals?
[01:49:34.472 --> 01:49:41.160]  There are many factors that go into it, but if you can remove, just think about this, if we could remove this...
[01:49:42.585 --> 01:49:47.530]  Take this veil away from all of what's going on in society today.
[01:49:48.011 --> 01:49:56.199]  Behavioral abnormalities, medical abnormalities, the obesity epidemic, obesity in kids.
[01:49:56.239 --> 01:50:06.169]  Now maybe your listeners will understand, if you're born with all of these chemicals that are hormone emulators and stack the deck against you, metabolizing
[01:50:13.820 --> 01:50:16.601]  Well, and why wouldn't our prisons be filled with criminals?
[01:50:16.661 --> 01:50:21.143]  And doesn't this call into question the entire so-called criminal justice system?
[01:50:21.203 --> 01:50:35.048]  If punishing people for their, quote, behavior by throwing them in prison without treating some of what might be the causes, chemicals or metals poisoning, isn't that a completely incomplete and in fact an unjust system of justice?
[01:50:35.348 --> 01:50:35.528]  Yes.
[01:50:36.508 --> 01:50:42.852]  The legal system, like the political system, are very, very difficult places to crack.
[01:50:43.292 --> 01:50:50.717]  I think we have to do this as a grassroots movement of education, of young people, their parents and grandparents.
[01:50:50.757 --> 01:50:52.097]  Alright, Dr. Lonke, we gotta go to break.
[01:50:52.298 --> 01:50:53.078]  I'm sorry to cut you off.
[01:50:53.118 --> 01:50:54.199]  Please stay with us, though.
[01:50:54.219 --> 01:50:59.542]  We'll be right back in a couple of minutes with more from Dr. Stuart Lonke here on the Alex Jones Show.
[01:50:59.582 --> 01:51:00.903]  Stay with us, we'll be right back.
[01:51:06.690 --> 01:51:11.752]  Do you know which 37 crucial food items are going to fly off the shelves when the next disaster hits?
[01:51:12.052 --> 01:51:18.293]  If you don't, you and your family may be without food and waiting in long food lines after a big disaster strikes!
[01:51:18.453 --> 01:51:22.155]  You would be surprised how many people don't have these food items right now!
[01:51:23.275 --> 01:51:26.836]  123survivalplan.com has set up a for patriots only video
[01:51:27.296 --> 01:51:32.678]  Inside information on the 37 food items that will sell out first when the next disaster strikes.
[01:51:32.918 --> 01:51:41.820]  The video on 123survivalplan.com has crucial information you and your family need to prepare for any disaster, natural or man-made.
[01:51:42.141 --> 01:51:46.822]  And you won't have to be afraid of going hungry or being sent to a FEMA refugee camp.
[01:51:47.142 --> 01:51:52.168]  See the video that over one million other smart patriots have already seen in the last four months.
[01:51:52.429 --> 01:51:53.350]  Prepare now.
[01:51:53.690 --> 01:51:59.277]  Go to 123survivalplan.com and learn which 37 food items you should hoard.
[01:51:59.558 --> 01:52:00.319]  Easy to remember.
[01:52:00.339 --> 01:52:00.919]  123survivalplan.com.
[01:52:00.939 --> 01:52:02.682]  Again, that's 123survivalplan.com.
[01:52:06.286 --> 01:52:12.032]  Hey folks, this is Crazy Melvin for eFoods Direct, and I'm slashing prices to get you the best deals on your food supply!
[01:52:12.253 --> 01:52:20.181]  Call now and save, save, save on a 25-year food supply that can save your life when disaster strikes, because it will strike and it will smack you right upside the head, so keep-
[01:52:21.055 --> 01:52:22.076]  Wait a minute, Melvin.
[01:52:22.216 --> 01:52:24.859]  I know eFoodsDirect and they're not full of hype like you.
[01:52:25.100 --> 01:52:29.945]  eFoodsDirect goes to great lengths to ensure you get the best ingredients full of nutrition and flavor.
[01:52:30.125 --> 01:52:31.066]  They are the real deal.
[01:52:31.227 --> 01:52:32.808]  Melvin, you're right about one thing, though.
[01:52:32.888 --> 01:52:39.396]  For Black Friday weekend, eFoods will save you 30% off anything on their website at eFoodsDirect.com slash Alex.
[01:52:39.676 --> 01:52:41.236]  Now that's a deal with no hype!
[01:52:41.296 --> 01:52:48.758]  Call 800-409-5633 or go to efoodsdirect.com slash alex and save 30% off your entire order.
[01:52:48.858 --> 01:52:51.979]  This deal only lasts through Monday, November 28th, so call now.
[01:52:52.059 --> 01:52:57.260]  Call 800-409-5633 or go to efoodsdirect.com slash alex.
[01:52:57.460 --> 01:52:59.900]  Remember, 30% off this Black Friday weekend.
[01:52:59.960 --> 01:53:03.961]  Leave the hype to Crazy Melvin because you can bet your life on efoods direct.
[01:53:06.147 --> 01:53:07.549]  Storable foods, check.
[01:53:07.970 --> 01:53:09.171]  Water filters, check.
[01:53:09.552 --> 01:53:10.873]  Gold and silver, check.
[01:53:11.294 --> 01:53:12.496]  Tactical gear, check.
[01:53:12.876 --> 01:53:15.099]  What's missing from your survival checklist?
[01:53:15.460 --> 01:53:17.883]  An essential that should not be taken for granted.
[01:53:18.043 --> 01:53:20.306]  Storable vitamins and nutritional supplements.
[01:53:20.606 --> 01:53:21.027]  Since many
[01:53:21.107 --> 01:53:24.329]  Most foods do not contain the essential micronutrients your body needs.
[01:53:24.589 --> 01:53:30.213]  You need Survival RX, the world's first ultra-long-term, storable vitamins and nutritional supplements.
[01:53:30.513 --> 01:53:31.073]  How long?
[01:53:31.373 --> 01:53:37.777]  Survival RX products have a shelf life of up to 30 years, thanks to triple nitrogen flushing, for guaranteed freshness.
[01:53:38.157 --> 01:53:44.041]  Go to SurvivalRX.com for our complete product list, including powdered milk and whey protein isolate.
[01:53:44.241 --> 01:53:49.446]  And remember, November is Nuclear Disaster Preparedness Month at SurvivalRx.com.
[01:53:49.626 --> 01:53:54.190]  With every order until November 30th, you will receive a free bottle of potassium iodate.
[01:53:54.331 --> 01:53:56.212]  Just enter coupon code RADIO.
[01:53:56.413 --> 01:53:58.094]  Go to SurvivalRx.com.
[01:53:58.234 --> 01:54:01.557]  That's Survival, the letter R, the letter X, dot com.
[01:54:01.778 --> 01:54:05.121]  Add SurvivalRx.com to your preparedness checklist today.
[01:54:23.164 --> 01:54:27.827]  Oh yes, we are back on this November 23rd, the day before Thanksgiving.
[01:54:27.887 --> 01:54:29.368]  Happy Thanksgiving to all of you.
[01:54:29.428 --> 01:54:37.252]  This is Mike Adams filling in for the Alex Jones Show here and tripping up my words just a little bit.
[01:54:37.292 --> 01:54:38.353]  But I hope you're enjoying the show.
[01:54:38.393 --> 01:54:40.174]  We are interviewing Dr. Stuart Lonke.
[01:54:40.934 --> 01:54:46.163]  Who is an expert in internal medicine and toxicology, and he was mentioning some of the food sources.
[01:54:46.844 --> 01:54:48.547]  He mentioned a lot of people eating sushi.
[01:54:48.587 --> 01:54:50.009]  Now, I don't know about you, Dr. Lonky.
[01:54:50.029 --> 01:54:50.910]  I don't eat sushi.
[01:54:51.071 --> 01:54:54.957]  I only eat fire-bombed turkeys airdropped into vats of boiling oil.
[01:54:56.562 --> 01:54:59.324]  That is my diet that's DHS compliant.
[01:55:00.385 --> 01:55:08.450]  I think I should make people be aware of the fact that you can't get away from this.
[01:55:08.850 --> 01:55:15.434]  You talked about arsenic, you talked about arsenic in water, but how many people out there listening to your show have wood decks?
[01:55:16.275 --> 01:55:17.436]  Have wood swing sets?
[01:55:17.736 --> 01:55:19.157]  Pressure-treated wood, yeah.
[01:55:21.263 --> 01:55:21.823]  We're good to go.
[01:55:48.652 --> 01:55:48.852]  Yes.
[01:56:01.653 --> 01:56:02.694]  Well, let's talk about that.
[01:56:02.994 --> 01:56:09.698]  When you ingest these toxins, I want to get to what, in your research and your experience, what kinds of effects do you see?
[01:56:09.758 --> 01:56:11.059]  Are people hallucinating?
[01:56:11.079 --> 01:56:12.760]  Do they hear sounds of chirping birds?
[01:56:12.820 --> 01:56:16.362]  Do they think, do they make bad decisions about elections?
[01:56:16.402 --> 01:56:17.823]  I mean, what is really the impact?
[01:56:19.124 --> 01:56:20.765]  Well, I won't touch that one.
[01:56:21.025 --> 01:56:23.787]  But I think that, you know, I think it's so subtle.
[01:56:24.167 --> 01:56:27.089]  Like, that's the thing that's important for people to understand.
[01:56:28.149 --> 01:56:30.671]  People get stomach aches more frequently.
[01:56:31.311 --> 01:56:35.374]  They tend to have more constipation and then some diarrhea.
[01:56:35.954 --> 01:56:40.076]  And they tend to have nausea episodes.
[01:56:40.136 --> 01:56:42.278]  They tend to get muscle aches and pains.
[01:56:42.718 --> 01:56:44.799]  They are so nondescript.
[01:56:44.859 --> 01:56:47.321]  They are so nonspecific.
[01:56:48.221 --> 01:56:51.063]  To a specific exposure.
[01:56:51.543 --> 01:56:53.464]  You would think, oh arsenic exposure.
[01:56:53.484 --> 01:56:55.746]  We're talking about arsenic toxicity.
[01:56:56.206 --> 01:56:56.786]  That's easy.
[01:56:57.527 --> 01:56:59.348]  We're talking about lead toxicity.
[01:56:59.628 --> 01:57:00.349]  That's easier.
[01:57:00.749 --> 01:57:02.530]  Those people become psychotic.
[01:57:02.570 --> 01:57:05.572]  They become problematic.
[01:57:06.092 --> 01:57:09.394]  But irrational behavior, unusual behavior,
[01:57:13.084 --> 01:57:18.348]  People say, well, he's just run down, well, he's under a lot of stress, well, he's ingesting arsenic.
[01:57:18.388 --> 01:57:19.029]  They don't say that.
[01:57:19.909 --> 01:57:21.531]  What percentage of the U.S.
[01:57:21.551 --> 01:57:24.793]  Congress do you think is suffering from heavy metals toxicity?
[01:57:25.113 --> 01:57:25.574]  I gotta ask!
[01:57:25.594 --> 01:57:26.074]  The U.S.
[01:57:26.114 --> 01:57:29.056]  Congress is suffering from a significant amount of toxicity.
[01:57:29.517 --> 01:57:30.998]  But we all are.
[01:57:31.578 --> 01:57:33.680]  And the fact is, it's happening
[01:57:38.342 --> 01:57:39.063]  It's easy.
[01:57:39.403 --> 01:57:41.204]  Hindsight is really 20-20.
[01:57:41.544 --> 01:58:00.414]  And that's why when we look at the data, we look at epidemiologic data, and we say it's unreasonable that the incidence of autism and behavioral deficit or attention deficit, and I call it behavioral deficit because it's more than just attention.
[01:58:01.284 --> 01:58:02.305]  The whole behavior.
[01:58:02.845 --> 01:58:06.627]  You see these hyperactive kids, and I watch it all the time.
[01:58:06.647 --> 01:58:07.388]  It's very interesting.
[01:58:07.808 --> 01:58:12.391]  My daughter, my younger daughter, detoxed for a year before she even got pregnant.
[01:58:12.851 --> 01:58:14.052]  All through her pregnancy.
[01:58:14.572 --> 01:58:20.535]  And I watch my grandson, who's three, and his behavior contrasted with other three-year-olds.
[01:58:20.595 --> 01:58:21.976]  Quick question, because we're almost out of time.
[01:58:22.016 --> 01:58:24.398]  Does your book offer people some solutions for detox?
[01:58:25.914 --> 01:58:33.979]  And there are a handful and a growing number, and there are some extraordinarily effective ways that we can begin to detox.
[01:58:34.559 --> 01:58:37.281]  We need to figure out ways to bring that to people.
[01:58:37.341 --> 01:58:37.701]  All right.
[01:58:37.721 --> 01:58:37.922]  All right.
[01:58:37.962 --> 01:58:38.722]  We've got to go to break.
[01:58:38.762 --> 01:58:39.843]  Dr. Lonky, thank you.
[01:58:39.863 --> 01:58:40.523]  Thank you so much.
[01:58:40.543 --> 01:58:41.944]  We'll be right back in one minute.
[01:58:41.964 --> 01:58:44.025]  I'll give you some more solutions on the other side of this break.
[01:58:44.085 --> 01:58:44.426]  Thank you.
[01:58:44.446 --> 01:58:44.986]  Stay with us.
[01:58:46.967 --> 01:58:48.768]  You are listening to GCN.
[01:58:50.469 --> 01:58:52.691]  Visit GCNlive.com today.
[01:58:57.705 --> 01:59:01.346]  Hundreds of nations have fallen to tyranny in the last century alone.
[01:59:01.706 --> 01:59:04.707]  This is our last chance to not relive history.
[01:59:04.967 --> 01:59:09.748]  As we're finishing off this agenda, they'll be pulling the rug from underneath Americans at home.
[01:59:09.768 --> 01:59:15.990]  We have tremendous influence on our President and Congress, and they really are calling the shots.
[01:59:16.150 --> 01:59:18.391]  I think it's incumbent upon all of us
[01:59:18.931 --> 01:59:19.211]  Tim Geithner?
[01:59:19.231 --> 01:59:19.651]  Bernanke?
[01:59:19.751 --> 01:59:20.371]  They're arsonists!
[01:59:20.411 --> 01:59:21.672]  They're asking for more matches!
[01:59:21.692 --> 01:59:23.932]  And the Congress is saying, who do we make the check out to?
[01:59:37.836 --> 01:59:39.677]  Today seems like nobody does care.
[01:59:39.958 --> 01:59:44.761]  And right now in Washington, D.C., we have seen a fall of the republic.
[01:59:45.102 --> 01:59:55.029]  Get your copy of Fall of the Republic on DVD at InfoWars.com or watch it online right now in super high quality at PrisonPlanet.tv.
[01:59:59.453 --> 02:00:01.374]  Waging war on corruption.
[02:00:01.835 --> 02:00:04.617]  Alex Jones on the GCM Radio Network.
[02:00:11.158 --> 02:00:15.362]  Big Brother, Mainstream Media, Government Cover-Ups.
[02:00:16.002 --> 02:00:16.803]  You want answers?
[02:00:17.584 --> 02:00:18.464]  Well, so does he.
[02:00:19.125 --> 02:00:22.748]  He's Alex Jones on the GCN Radio Network.
[02:00:23.329 --> 02:00:27.392]  And now, live from Austin, Texas, Alex Jones.
[02:00:31.326 --> 02:00:32.246]  All right, welcome back.
[02:00:32.306 --> 02:00:41.250]  This is Mike Adams filling in for Alex Jones today here on the Alex Jones Show, Wednesday, November 22nd, 2011, the day before Thanksgiving.
[02:00:41.310 --> 02:00:43.711]  So, happy Thanksgiving to all of you out there.
[02:00:43.731 --> 02:00:48.232]  And of course, be sure to practice caution in your kitchen this Thanksgiving.
[02:00:48.312 --> 02:00:52.574]  Don't set anything on fire because the firemen need to be at home with their families this Thanksgiving.
[02:00:53.424 --> 02:00:55.565]  They've had a rough summer of it here in Texas.
[02:00:55.585 --> 02:00:56.926]  Let's give them some time off.
[02:00:57.947 --> 02:01:05.832]  You know, along those lines, hey, don't wrap your Christmas trees in hot lights and bad electrical wiring.
[02:01:07.033 --> 02:01:09.475]  And then set it in the middle of your house like a firebomb.
[02:01:10.943 --> 02:01:14.086]  I bet you we're going to get a warning from DHS about that.
[02:01:14.266 --> 02:01:16.508]  Don't put a Christmas tree in your house.
[02:01:17.208 --> 02:01:18.569]  Yeah, it's going to be an official tweet.
[02:01:18.749 --> 02:01:22.713]  It's another weapon of terror, according to DHS.
[02:01:22.733 --> 02:01:23.873]  That's my prediction.
[02:01:23.913 --> 02:01:24.734]  They haven't done it yet.
[02:01:25.275 --> 02:01:26.596]  Let's not give them any ideas.
[02:01:27.878 --> 02:01:30.060]  They're just going to ruin Christmas, aren't they?
[02:01:30.400 --> 02:01:33.202]  They're going to unwrap all your presents at the airport.
[02:01:34.002 --> 02:01:37.045]  Not because there's anything dangerous in there, just because they're curious.
[02:01:37.505 --> 02:01:39.186]  They just want to unwrap stuff.
[02:01:39.707 --> 02:01:41.888]  They just want to destroy stuff.
[02:01:42.168 --> 02:01:44.510]  They want to get the Christmas tree out of your house, get the turkey out of your kitchen.
[02:01:45.411 --> 02:01:49.854]  Just make you have a really rough and tough holiday so you remember who's in charge.
[02:01:50.374 --> 02:01:50.634]  Right?
[02:01:50.674 --> 02:01:51.375]  That's what they're after.
[02:01:51.895 --> 02:01:56.419]  Anyway, we just finished a segment with Dr. Stuart Lonkey, the author of Invisible Killers.
[02:01:57.423 --> 02:01:59.224]  And that was my first time interviewing Dr. Lonke.
[02:01:59.244 --> 02:02:07.369]  I don't know him personally, but he came up as the guy to talk to about that topic, and I know we did not get to solutions yet, so I want to share some of those with you.
[02:02:07.890 --> 02:02:13.713]  Also, we did not get to your calls, and I apologize, the call screen system is not up here right now.
[02:02:13.993 --> 02:02:14.734]  We're working on that.
