[00:00:00.009 --> 00:00:00.749]  Radio Network.
[02:11:03.760 --> 02:11:04.760]  That's been the trend.
[02:11:04.780 --> 02:11:16.324]  So, yeah, the natural world can only take so much pollution and then it starts to die off, despite what some new members of Congress might feel is written in some ancient text.
[02:11:17.104 --> 02:11:23.986]  If you put a certain amount of garbage into the planet's ecosystem, you will kill the ecosystem.
[02:11:24.824 --> 02:11:37.534]  Well, Max, I agree with you on that, but we're told put a tax on what plants breathe, and in the history of this planet, they know that carbon dioxide has been many, many, many times
[02:11:39.403 --> 02:11:40.563]  Higher than it is now.
[02:11:41.064 --> 02:12:02.992]  Why do they focus on paying taxes to Al Gore and the UN instead of open-air genetic engineering, the German government studies connected to BT corn killing the bees, the electromagnetic studies out of Europe and even the US and Canada, that the electromagnetics are killing trees and grass nearby, retarding their growth.
[02:12:05.053 --> 02:12:10.542]  My problem is government isn't focused on anything that's actually causing problems.
[02:12:10.983 --> 02:12:12.766]  They just want to tax what I exhaled.
[02:12:14.373 --> 02:12:22.803]  Yeah, the response to this problem, you've got two responses, taxes and carbon trading in the area of carbon emissions.
[02:12:23.283 --> 02:12:35.417]  Now, the problem with taxes, as you point out, is if it's going to be controlled by the same corrupt government, then we have no expectation that they would do any better job at collecting any kind of tax in any reasonable way.
[02:12:35.977 --> 02:12:36.818]  Related to anything.
[02:12:37.158 --> 02:12:40.639]  As far as carbon trading goes, well, that goes to Wall Street.
[02:12:40.739 --> 02:12:49.103]  And Wall Street is going to use it as a scam to pocket themselves billions of dollars and destroy that market as well.
[02:12:49.384 --> 02:12:51.425]  Just like they destroyed every other market.
[02:12:51.965 --> 02:12:55.827]  And just like they're destroying what's coming on with Facebook.
[02:12:55.847 --> 02:12:59.208]  I don't know if you saw the news with Facebook, but they just did a deal with Goldman Sachs.
[02:12:59.268 --> 02:13:01.409]  Goldman Sachs now gets to buy $450 million worth of Facebook.
[02:13:03.010 --> 02:13:05.975]  Totally bypassing the SEC rules and regulations.
[02:13:06.115 --> 02:13:07.637]  They're just breaking the law openly.
[02:13:07.657 --> 02:13:11.102]  The SEC has said we've got to take a closer look at this.
[02:13:11.522 --> 02:13:15.528]  People who follow Wall Street tell you this is completely illegal what they're doing.
[02:13:16.009 --> 02:13:18.853]  They're just allowing folks to cash in on Facebook.
[02:13:19.233 --> 02:13:32.883]  Without giving the public a chance to cash in on Facebook, even though it's the public that has made Facebook the $50 billion company it is by uploading all of their photos and chats and all of the messages that they upload to Facebook.
[02:13:33.143 --> 02:13:35.785]  Well, that's worth $50 billion to Goldman Sachs clients.
[02:13:35.825 --> 02:13:39.868]  How much is it going to get to the people who actually created the value of Facebook?
[02:13:40.149 --> 02:13:41.870]  The public, they get absolutely nothing.
[02:13:42.350 --> 02:13:43.771]  And it's completely illegal.
[02:13:44.291 --> 02:13:55.236]  And don't forget also that Facebook uses Zenga, which is a virtual currency, and Zenga is a new way to load people up with another new wave, another huge wave of death.
[02:13:55.756 --> 02:13:59.538]  So they're going into a whole new virtual world of death.
[02:14:00.038 --> 02:14:12.364]  Just like Monsanto uses seeds to create agricultural debt, Wall Street uses debt to create debt, now you've got Facebook who's gonna use FarmVille and Zynga and virtual currencies to create virtual debt.
[02:14:12.825 --> 02:14:13.445]  Exactly!
[02:14:13.465 --> 02:14:15.206]  Seeds were always a...
[02:14:15.746 --> 02:14:31.695]  Ever-replicating renewable resource, but now Monsanto and two other big giants, as part of an admitted strategic takeover program, make them agents of death that take over and infect the rest of the DNA of the planet, of the biosphere.
[02:14:32.055 --> 02:14:37.878]  Not just mutilating, but irrevocably damaging, and then you've got to buy from them every year.
[02:14:38.038 --> 02:14:40.219]  It doesn't continue the life cycle.
[02:14:40.279 --> 02:14:44.722]  This is blasphemy according to all laws of nature or any religion.
[02:14:45.582 --> 02:14:47.104]  Uh, but where are the Christians?
[02:14:47.344 --> 02:14:50.166]  The Pope is out now promoting GMO.
[02:14:50.566 --> 02:14:51.647]  Now, it's of the Lord.
[02:14:51.667 --> 02:14:57.012]  I mean, this is so devilish, what we see... It is completely devilish.
[02:14:57.032 --> 02:14:59.094]  They monsanto what they call Terminator Seed.
[02:14:59.767 --> 02:15:00.728]  We're good to go.
[02:15:24.641 --> 02:15:28.748]  Blue into the field of a guy who was not growing Monsanto seed.
[02:15:28.969 --> 02:15:37.144]  Monsanto sued him for intellectual property violation because the wind blew their product into his farm without him even knowing about it.
[02:15:38.004 --> 02:15:43.307]  So this is what they're trying to control, the agriculture, the same way the Fed tries to control the money supply with debt.
[02:15:43.888 --> 02:15:48.630]  Monsanto's trying to control the food with Terminator seeds and intellectual property seeds.
[02:15:49.111 --> 02:15:55.654]  And Facebook now wants to control the cyberspace with virtual debt and Zynga-based virtual currency.
[02:15:55.675 --> 02:16:00.778]  Well, I have an analogy, Max, because it is a genetic issue.
[02:16:01.698 --> 02:16:10.865]  Monsanto, which literally owns the courts, has their former heads as the head of the EPA, the head of the FDA.
[02:16:10.885 --> 02:16:12.226]  They've got all the bases covered.
[02:16:12.666 --> 02:16:13.607]  Same thing in Europe.
[02:16:14.328 --> 02:16:21.713]  They get caught smuggling seeds in, and other companies do, into countries as literal military outposts.
[02:16:22.254 --> 02:16:23.895]  And it's the equivalent of this.
[02:16:24.375 --> 02:16:27.197]  They come and plant GMO canola.
[02:16:28.158 --> 02:16:48.789]  Right next to your field or GMO soybeans, whatever the case is, there have been many cases of this, or GMO corn, it blows into your field, they trespass and have planes drop roundup bombs on it, it kills an area, then they fly over and see that a few plants are alive, those were the few
[02:16:49.429 --> 02:16:56.613]  that were Monsanto from seeds getting in, or part of their genetics, and then they come sue you admitting that they infected you.
[02:16:56.633 --> 02:17:10.142]  That'd be like if a man, a next door neighbor, moved in, stalked your wife, raped her, and then when she got pregnant, he comes and demands the baby, saying it's his, instead of going to jail.
[02:17:10.442 --> 02:17:12.103]  That's what Monsanto does.
[02:17:12.679 --> 02:17:15.721]  Right, and they're doing it on an intercontinental basis.
[02:17:15.761 --> 02:17:20.384]  They've totally destroyed large parts of India's agricultural industry.
[02:17:20.444 --> 02:17:32.971]  This is why thousands of Indian farmers have committed suicide, because they are sold Monsanto seeds at the point of a gun, and then when they can't afford to upgrade because the seeds don't reproduce,
[02:17:33.711 --> 02:17:37.534]  And they are heavily in debt, because they have to go in debt to keep buying the seeds.
[02:17:37.574 --> 02:17:43.437]  And by the way, the fertilizer, the genetically modified fertilizer, only works with genetically modified seeds.
[02:17:43.597 --> 02:17:51.242]  So they get you, you have to buy the GM fertilizer, the GM seeds, and of course they go in deeper into debt, and thousands of them are killing themselves.
[02:17:51.702 --> 02:17:57.966]  And this is part of the Monsanto program, is that they're death merchants.
[02:17:58.326 --> 02:17:59.086]  And there are far more
[02:18:01.141 --> 02:18:05.062]  You know, if you do a little experiment, you can do an experiment right now.
[02:18:05.802 --> 02:18:11.624]  You know, they, the Monsanto lawyers are deeply embedded in the internet.
[02:18:11.704 --> 02:18:13.325]  Anytime, anyone can try this.
[02:18:13.385 --> 02:18:18.746]  If you write a blog about Monsanto, you know, they are right on you quickly.
[02:18:19.527 --> 02:18:24.288]  They are much more litigious than Exxon or the energy companies.
[02:18:24.368 --> 02:18:30.150]  They are really, in my opinion, of all the companies I've tracked over the years, they are the absolute worst.
[02:18:32.025 --> 02:18:44.747]  Well, finishing up with Monsanto and these other big GMO companies, if you go back to Henry Kissinger's State Department Memorandum 200, Kissinger said, we'll use food as a weapon.
[02:18:44.767 --> 02:18:46.068]  We'll take over the third world.
[02:18:46.868 --> 02:18:52.329]  And I mean, it's an amazing business model coming out of this coterie of companies.
[02:18:52.549 --> 02:18:54.809]  And I guess that's just the way it is.
[02:18:54.849 --> 02:18:57.030]  We've just got to submit to it and worship them.
[02:18:57.110 --> 02:18:58.110]  And it's wonderful.
[02:18:58.806 --> 02:19:10.913]  Well, it's debt, and of course they go in there with this idea that they're saving farmers and they're making food available, and they get them hooked on these intellectual property protected seeds that they administer like a central bank.
[02:19:10.993 --> 02:19:11.754]  It's a currency.
[02:19:11.814 --> 02:19:15.196]  It's a seed, an agricultural currency, but it's all debt-based.
[02:19:15.616 --> 02:19:17.497]  And so you have agricultural debt, you have
[02:19:17.857 --> 02:19:20.278]  And you predicted that it would be turned into a giant casino gulag.
[02:19:20.298 --> 02:19:23.218]  We'll be right back with Max Keiser with his outlook for this year.
[02:19:23.238 --> 02:19:23.819]  Stay with us.
[02:19:44.753 --> 02:19:45.714]  Go solar for cheap!
[02:19:45.934 --> 02:19:48.075]  Want to use solar power but the price is too high?
[02:19:48.395 --> 02:19:53.437]  Now you can build your own solar panels for less than $200 at 123cheapsolar.com.
[02:19:53.637 --> 02:19:54.218]  Don't laugh!
[02:19:54.278 --> 02:19:56.999]  We've sold over 45,000 solar do-it-yourself kits.
[02:19:57.199 --> 02:20:00.340]  Watch the step-by-step videos that even non-handyman types can use.
[02:20:00.521 --> 02:20:02.522]  We offer a 60-day money-back guarantee.
[02:20:02.702 --> 02:20:03.922]  Go to 123cheapsolar.com or call 800-713-0486.
[02:20:03.942 --> 02:20:03.982]  800-713-0486.
[02:20:04.002 --> 02:20:06.563]  Reduce your foreign oil dependency when you go green with 123cheapsolar.com.
[02:20:14.147 --> 02:20:23.433]  We the people grow cotton, weave fabric, engrave ink, embed strips and fibers to protect from counterfeit, and carting to a private bank, having it led back at interest, forcing taxes to service debt.
[02:20:23.473 --> 02:20:24.214]  This capitalism?
[02:20:24.274 --> 02:20:30.418]  Or was Jefferson correct when stating a central bank issuing the public currency is a greater menace to the liberties of the people than a standing army?
[02:20:30.558 --> 02:20:31.379]  Hi, Ted Anderson.
[02:20:31.419 --> 02:20:34.541]  I'm placing a silver dollar in a book explains our monetary system.
[02:20:34.681 --> 02:20:35.441]  Call for your copy 800-686-2237.
[02:20:35.461 --> 02:20:36.822]  It's time to understand the system.
[02:20:36.882 --> 02:20:37.162]  Call 800-686-2237.
[02:20:37.202 --> 02:20:37.483]  That's 800-686-2237.
[02:20:44.487 --> 02:20:46.810]  They helped to create a New World Order.
[02:20:46.870 --> 02:20:49.092]  We are part of a New World Order.
[02:20:49.192 --> 02:20:51.915]  A New World Order based upon collective action.
[02:20:52.416 --> 02:20:57.161]  Invisible Empire is a damning indictment of the globalists through their own words and documents.
[02:20:57.501 --> 02:21:01.706]  The New World Order really is a tool for addressing a new world of possibilities.
[02:21:02.006 --> 02:21:04.367]  It means all the world under their control.
[02:21:04.467 --> 02:21:06.889]  The United Nations would take over America.
[02:21:07.249 --> 02:21:09.810]  The Trilateral Commission would control the world.
[02:21:10.151 --> 02:21:17.755]  Invisible Empire chronicles how men of power and influence have worked in stealth for centuries to establish an oppressive world government.
[02:21:18.109 --> 02:21:23.371]  I believe first of all that we now need nothing short of a world constitution for the global financial system.
[02:21:23.491 --> 02:21:26.312]  Global governance with the establishment of the G20.
[02:21:26.352 --> 02:21:29.774]  So it's going to be an inner ruling elite and then everyone else.
[02:21:30.034 --> 02:21:30.934]  And I got news for you.
[02:21:31.094 --> 02:21:32.415]  You're everyone else.
[02:21:32.435 --> 02:21:33.435]  Invisible Empire.
[02:21:33.935 --> 02:21:41.759]  Secure your copy today at InfoWars.com or PrisonPlanet.com or watch it online in the highest quality at PrisonPlanet.tv.
[02:21:43.999 --> 02:21:48.144]  As many people know, ever since President Nixon took us off the gold standard, the U.S.
[02:21:48.184 --> 02:21:49.445]  dollar has been devaluating.
[02:21:49.625 --> 02:21:53.329]  What people don't know, however, is how this directly affects your personal finances.
[02:21:53.609 --> 02:21:56.152]  Is there a way to protect your portfolios from losing value?
[02:21:56.352 --> 02:21:58.154]  The answer to all of this is gold and silver.
[02:21:58.335 --> 02:22:00.477]  They both have maintained their purchasing power for 6,000 years.
[02:22:01.658 --> 02:22:10.410]  If you had $100,000 in cash and $100,000 in gold and silver back in 1913 and kept them until now, your cash would have the buying power of only $4,800.
[02:22:10.690 --> 02:22:13.875]  But your gold and silver would have the buying power of $3,000,000.
[02:22:13.935 --> 02:22:17.039]  The answer to protecting your assets is simple.
[02:22:17.239 --> 02:22:19.060]  Call John Ballman today at 1-800-686-2237 extension 169.
[02:22:19.160 --> 02:22:22.441]  Get all your questions answered before your money is worth zero.
[02:22:22.521 --> 02:22:23.101]  Call 1-800-686-2237 extension 169.
[02:22:23.241 --> 02:22:25.502]  Take action today while we still accept paper dollars for gold.
[02:22:25.562 --> 02:22:26.162]  That's 1-800-686-2237 extension 169.
[02:22:43.288 --> 02:22:47.510]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[02:22:47.830 --> 02:22:48.451]  Number one.
[02:22:48.751 --> 02:22:51.893]  New climate legislation could easily double or triple your electric bill.
[02:22:52.173 --> 02:22:52.733]  Number two.
[02:22:53.033 --> 02:22:57.596]  Our new energy czar wants to control how much power your electric company allows you to have.
[02:22:57.916 --> 02:22:58.376]  It's true.
[02:22:58.656 --> 02:23:03.219]  Total government control of electricity in the name of smart grid technology is coming.
[02:23:03.519 --> 02:23:04.060]  Number 3.
[02:23:04.360 --> 02:23:07.643]  In some areas of the country, the power grid is dangerously overloaded.
[02:23:07.943 --> 02:23:11.686]  And now, new socialist legislation is only compounding the problem.
[02:23:11.867 --> 02:23:12.407]  Number 4.
[02:23:12.647 --> 02:23:15.029]  Dangerous weather is always a threat to local grids.
[02:23:15.410 --> 02:23:18.793]  Every year, thousands of families lose their power from weather-related outages.
[02:23:19.093 --> 02:23:19.313]  Number 5.
[02:23:19.894 --> 02:23:23.817]  A solar power generator provides powerful backup, insurance, and peace of mind.
[02:23:24.038 --> 02:23:28.802]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[02:23:29.082 --> 02:23:33.109]  You can get more information at www.mysolarbackup.com.
[02:23:33.249 --> 02:23:34.811]  That's mysolarbackup.com.
[02:23:35.032 --> 02:23:37.095]  Remember, the government doesn't own the sun.
[02:23:37.295 --> 02:23:39.639]  So go to mysolarbackup.com or call 1-877-327-0365.
[02:23:54.813 --> 02:23:56.574]  Okay, I want to get to your calls.
[02:23:57.775 --> 02:24:00.137]  I want to get into what's happening with the economy.
[02:24:00.818 --> 02:24:07.423]  But let's get Max Keiser's 2011 predictions for the economy.
[02:24:07.983 --> 02:24:08.664]  Max Keiser.
[02:24:09.705 --> 02:24:12.267]  Well, my prediction number one, ah, hell breaks loose.
[02:24:12.287 --> 02:24:14.048]  That's my number one prediction.
[02:24:14.849 --> 02:24:16.530]  Massive chaos everywhere.
[02:24:16.550 --> 02:24:19.792]  It's economic chaos and ecological chaos.
[02:24:19.812 --> 02:24:21.514]  What I call the eco-eco
[02:24:22.415 --> 02:24:23.556]  Chaos scenario.
[02:24:23.796 --> 02:24:26.117]  E-E-C-S.
[02:24:26.357 --> 02:24:27.678]  Eco-eco chaos scenario.
[02:24:27.718 --> 02:24:29.059]  And they're feeding on each other.
[02:24:29.079 --> 02:24:42.507]  So like in Australia, because of the massive flooding, their coal industry is collapsing and the economy is going through a gut-wrenching change, which of course is going to force them to do something silly like increase the money supply, which will only cause more
[02:24:42.947 --> 02:24:43.207]  I don't know.
[02:24:59.318 --> 02:25:06.244]  I think, finally, you're going to see the silver shorts get their behinds kicked.
[02:25:06.344 --> 02:25:08.086]  For example, today is a good example.
[02:25:08.306 --> 02:25:10.929]  The price of silver is down 3% or 4%.
[02:25:11.289 --> 02:25:13.832]  But when I'm looking at the exchange-traded funds,
[02:25:14.492 --> 02:25:15.573]  I don't see any volume.
[02:25:15.813 --> 02:25:18.156]  There's nobody actually selling physical silver today.
[02:25:18.176 --> 02:25:21.518]  So where does that price action come from?
[02:25:21.619 --> 02:25:23.160]  It just comes from the paper market.
[02:25:23.460 --> 02:25:25.262]  Nobody's selling their physical silver today.
[02:25:25.522 --> 02:25:29.626]  They're just loading the boat with more of these naked short sales coming out of Wall Street again.
[02:25:30.226 --> 02:25:36.830]  But I think that this year, this game is going to end, because ultimately, there's a tipping point.
[02:25:37.390 --> 02:25:48.637]  I spoke with David Morgan on my show, Kaiser Report, and he reiterated the point that for every physical ounce of silver you take off the market, you kill 100 paper ounces.
[02:25:49.078 --> 02:25:52.820]  And that leverage is fantastic, and the bank stole
[02:25:53.400 --> 02:25:58.163]  Our wealth, now it's time to take our wealth back in the form of the silver.
[02:25:58.444 --> 02:26:09.551]  I think that's going to continue to rise in price, and the price rise is tied to how upset people are going to be.
[02:26:09.691 --> 02:26:12.513]  The greater the outrage, the higher the price will go.
[02:26:13.254 --> 02:26:19.518]  House prices look like they're going to another leg down, and interesting now, the commercial real estate
[02:26:20.302 --> 02:26:22.423]  It's going to go through a gut-wrenching decline.
[02:26:22.763 --> 02:26:26.785]  All the malls in America are pretty much empty.
[02:26:27.146 --> 02:26:28.506]  Sears, sales are down.
[02:26:28.786 --> 02:26:30.167]  Walmart, sales are down.
[02:26:30.187 --> 02:26:34.009]  So at the medium to bottom end, retail sales are crashing.
[02:26:34.109 --> 02:26:35.590]  All those malls are empty.
[02:26:36.030 --> 02:26:45.215]  You see some sales progress in the high end in places like Tiffany, because the kleptocrats and the aristocrats, of course, like to buy the occasional bauble.
[02:26:45.595 --> 02:26:49.217]  But for the mass consumer out there, sales are definitely down.
[02:26:54.610 --> 02:26:56.033]  Well, I have to agree with you.
[02:26:56.053 --> 02:27:03.885]  I mean, it's mathematically impossible right now to ever be able to pay back the
[02:27:05.975 --> 02:27:08.217]  1.5 quadrillion in false derivatives.
[02:27:08.657 --> 02:27:10.298]  But you can see what the system's doing.
[02:27:10.318 --> 02:27:12.639]  They're setting up a police state to politically suppress us.
[02:27:13.580 --> 02:27:19.904]  They have announced, and I have that report here, that they are starting to seize all or part of pension funds in Europe.
[02:27:19.944 --> 02:27:21.044]  That's the headline.
[02:27:21.645 --> 02:27:24.767]  I mean, and we know Europe's just a few years ahead of where we're at.
[02:27:25.387 --> 02:27:45.224]  And Max, I've got to rib you a little bit, but I know it's tongue-in-cheek a bit, but you live in France, because you don't like the police state here, but Europe is basically owned by the cousins of the people, so to speak, that own this country, the same ilk of kleptocratic mafia.
[02:27:46.085 --> 02:27:49.108]  And so we're all getting our goose cooked here.
[02:27:49.448 --> 02:27:51.890]  But how much will the population put up with?
[02:27:51.930 --> 02:27:58.936]  Because people just five years ago would blame a Sarkozy or a Gordon Brown or a George W. Bush or a Barack Obama.
[02:27:59.776 --> 02:28:03.840]  Almost no one now really thinks presidents actually run something.
[02:28:03.880 --> 02:28:12.487]  I mean, doesn't the ruling oligarchy have a problem because they're up there running around like robber barons being pulled around by their white horses in front of everybody?
[02:28:13.567 --> 02:28:23.294]  Well, um, I'm like, as I've been saying on your show for a few months now, when I say, when I attack the U.S., when I say people should leave the U.S., I always talk about Brazil and Chile.
[02:28:23.934 --> 02:28:36.323]  Uh, you know, Brazil and Chile are two countries that are, um, really great opportunity, uh, for people looking for a stable government and real honest-to-goodness opportunities.
[02:28:36.343 --> 02:28:38.665]  Yeah, but can I own a gun to protect myself from kidnapping?
[02:28:39.065 --> 02:28:55.377]  I mean, I know pretty soon we're about to be just like Mexico, basically kidnapping capital, but... Yeah, but I mean, certainly there are, but you know, Brazil is an enormous country and there are cities and towns all over Brazil that are sleepy little towns that, or marginally active towns, that I think offer a greater
[02:28:56.237 --> 02:28:59.438]  I'm telling you, I might move to Brazil if I could have a Barrett 50 Cal, but I can't.
[02:29:24.272 --> 02:29:25.874]  Hey Max, over there in France.
[02:29:26.774 --> 02:29:30.177]  Hey Max, you got a boomstick in there under the pillow.
[02:29:30.197 --> 02:29:30.517]  Stay there.
[02:29:30.537 --> 02:29:31.638]  I want to talk to you about this.
[02:29:32.218 --> 02:29:33.079]  And take phone calls.
[02:29:33.099 --> 02:29:33.519]  Stay with us.
[02:29:34.740 --> 02:29:35.620]  We're on the march.
[02:29:36.141 --> 02:29:37.722]  The Empire's on the run.
[02:29:38.663 --> 02:29:41.345]  Alex Jones and the GCN Radio Network.
[02:29:45.603 --> 02:29:49.227]  Hundreds of nations have fallen to tyranny in the last century alone.
[02:29:49.627 --> 02:29:52.631]  This is our last chance to not relive history.
[02:29:52.871 --> 02:29:57.636]  As we're finishing off this agenda, that we're pulling the rug from underneath Americans at home.
[02:29:57.656 --> 02:30:03.903]  We have tremendous influence on our President and Congress, and they really are calling the shots.
[02:30:04.043 --> 02:30:06.306]  I think it's incumbent upon all of us
[02:30:06.826 --> 02:30:07.106]  Tim Geithner?
[02:30:07.126 --> 02:30:07.546]  Bernanke?
[02:30:07.647 --> 02:30:08.247]  They're arsonists!
[02:30:08.327 --> 02:30:09.307]  They're asking for more matches!
[02:30:09.408 --> 02:30:11.829]  And the Congress is saying, who do we make the check out to?
[02:30:25.737 --> 02:30:27.558]  Today seems like nobody does care.
[02:30:27.578 --> 02:30:32.661]  And right now in Washington, D.C., we have seen a fall of the Republic.
[02:30:33.001 --> 02:30:42.126]  Get your copy of Fall of the Republic on DVD at InfoWars.com or watch it online right now in super high quality at PrisonPlanet.tv.
[02:30:46.069 --> 02:30:49.690]  Hi folks, this is Alex Jones and I want to tell you about the Silver Lungs Generator.
[02:30:50.030 --> 02:30:58.152]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream by breathing the solution through the lungs.
[02:30:58.892 --> 02:31:02.913]  The respiratory system is the first line of defense for airborne pathogens and viruses.
[02:31:03.513 --> 02:31:14.335]  The Silver Lungs Generator infuses the respiratory system with your self-produced nano-silver solutions and also delivers the silver nanoparticles instantly into the bloodstream.
[02:31:14.955 --> 02:31:23.977]  With continued legislation threatening the sale of nanosilver products, you can now produce pure and endless colloidal silver with the Silver Lungs Generator.
[02:31:24.477 --> 02:31:29.538]  Very easy to follow step-by-step instructions are provided, making production fast and simple.
[02:31:29.899 --> 02:31:37.080]  Go to www.silverlungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[02:31:37.400 --> 02:31:40.141]  That's www.silverlungs.com.
[02:31:44.093 --> 02:31:45.234]  A very wealthy U.S.
[02:31:45.274 --> 02:31:51.937]  citizen is predicting that in 2011, we will witness the most important day in America in more than 50 years.
[02:31:52.197 --> 02:31:54.478]  He says it will change everything about our lives.
[02:31:54.739 --> 02:31:59.941]  The way you shop, travel, invest, educate your children, and even how you take care of your health and your own family.
[02:32:00.121 --> 02:32:02.903]  Now this man has made some outrageous predictions over the years.
[02:32:03.163 --> 02:32:05.224]  The crazy part is, he's usually right.
[02:32:05.484 --> 02:32:11.407]  You see, he predicted the collapse of GM, Fannie Mae, Freddie Mac, and America's biggest mall owner, General Growth Properties.
[02:32:11.728 --> 02:32:14.929]  In fact, Barron's called his work a dire prophecy.
[02:32:15.110 --> 02:32:20.633]  Recently, he created a video, which you can watch online for free, detailing his biggest and most important prediction yet.
[02:32:20.893 --> 02:32:22.194]  And it's a real eye-opener.
[02:32:22.534 --> 02:32:23.694]  I can't stress this enough.
[02:32:23.834 --> 02:32:26.336]  You should at least watch this free video online today.
[02:32:26.516 --> 02:32:30.538]  He explains everything you need to know, including simple steps you can take to protect yourself.
[02:32:30.718 --> 02:32:35.200]  You can find the video at www.endofamerica3.com.
[02:32:35.340 --> 02:32:37.801]  That's End of America, the number 3.com.
[02:32:37.921 --> 02:32:41.622]  Watch the free video at www.endofamerica3.com.
[02:32:41.802 --> 02:32:43.523]  That's endofamerica3.com.
[02:32:45.244 --> 02:32:50.186]  From the front lines of the information war, it's Alex Jones.
[02:32:57.819 --> 02:33:02.787]  Okay, here's what I'm going to do, because I said I'd get to your phone calls and some of you have been holding for like 45 minutes.
[02:33:04.230 --> 02:33:11.982]  We're going to take your phone calls right now on any subject you want, but I know it was earlier for calls for witnesses about the dead and dying wildlife, and this is a big deal.
[02:33:13.254 --> 02:33:19.701]  And then we're going to hold Max Keiser, who's going to ride shotgun with us, at least 30 minutes into the next hour of Super Overdrive.
[02:33:19.721 --> 02:33:21.403]  It's actually just Overdrive.
[02:33:21.423 --> 02:33:23.525]  I guess if we went into a fifth hour, it'd be Super Overdrive.
[02:33:24.145 --> 02:33:24.846]  Rarely do that.
[02:33:24.866 --> 02:33:27.829]  Of course, we did the 27-hour broadcast last year.
[02:33:27.849 --> 02:33:29.731]  I think I'll do one of those again this year.
[02:33:29.791 --> 02:33:30.232]  Maybe two.
[02:33:30.292 --> 02:33:30.933]  That was fun.
[02:33:31.733 --> 02:33:34.617]  But Max Keiser is our guest for at least another hour.
[02:33:35.177 --> 02:33:42.705]  We will continue with your phone calls and a bunch of news and a key video I'm going to play in the last 30 minutes that's extremely powerful.
[02:33:43.787 --> 02:33:46.430]  But I do want to go ahead and get to your calls.
[02:33:46.450 --> 02:33:50.714]  And so without further ado, let's talk to Lucretia in Oregon.
[02:33:50.754 --> 02:33:51.575]  Thank you for holding.
[02:33:52.336 --> 02:33:52.636]  Welcome.
[02:33:53.464 --> 02:33:55.205]  Hey Alex, who am I?
[02:33:55.305 --> 02:33:56.767]  I'm an Infowarrior girl.
[02:33:56.967 --> 02:33:57.747]  Well done.
[02:33:58.488 --> 02:34:09.156]  Yeah, I finally got you on the local radio station KMED here after two years of working hard on the guy that owns the station.
[02:34:09.256 --> 02:34:10.036]  That is awesome!
[02:34:10.056 --> 02:34:12.799]  You know, I was talking to Lisa Lyon, the producer
[02:34:14.159 --> 02:34:15.640]  of Coast to Coast AM.
[02:34:15.900 --> 02:34:18.221]  And she heard me on that station.
[02:34:18.241 --> 02:34:20.402]  That's where, you know, up in her neck of the woods.
[02:34:20.442 --> 02:34:21.882]  And she likes the station.
[02:34:22.443 --> 02:34:23.103]  She listens to it.
[02:34:23.123 --> 02:34:24.423]  We're on several there in Oregon.
[02:34:24.723 --> 02:34:28.545]  Tell folks again the call letters and the frequency of the fine station.
[02:34:29.298 --> 02:34:35.908]  K-M-E-D 1440 and sadly you're on at night so he broadcasts you later 6 to 9 p.m.
[02:34:36.809 --> 02:34:39.453]  Well it's not sad, we're glad to be on weekdays.
[02:34:40.955 --> 02:34:43.659]  And you are on live on Sunday so that's awesome.
[02:34:44.881 --> 02:34:48.102]  I gave them over a hundred of the Obama deceptions to give out.
[02:34:48.162 --> 02:34:49.443]  How is the station liking it?
[02:34:49.463 --> 02:34:59.066]  Because we're on so many new AM and FM's, getting two or three a week that are new, and we're talking about all these hardcore issues, and the stations are loving it.
[02:34:59.546 --> 02:35:07.889]  I mean, but again, ten years ago it was like I was a fourteen-headed, you know, goblin, but now people can see what we're covering is reality.
[02:35:08.689 --> 02:35:09.090]  Absolutely.
[02:35:09.150 --> 02:35:10.770]  I can see the difference in the callers.
[02:35:10.830 --> 02:35:12.031]  They're totally waking up.
[02:35:12.531 --> 02:35:13.171]  It's awesome.
[02:35:13.752 --> 02:35:21.156]  So yeah, I'm totally stoked about that, but I wanted to, you know, you asked about the birds, and so I wanted to cover the four main points.
[02:35:21.337 --> 02:35:24.158]  One is to consider having Lorraine Murray on.
[02:35:24.498 --> 02:35:29.241]  She talks about the dramatic increase in earthquakes since HAARP was put in.
[02:35:29.741 --> 02:35:35.605]  She also, being a whistleblower for Lawrence Livermore, knows about Gordon McDonald, who, as you recall, was
[02:35:36.138 --> 02:35:37.820]  I mean, I have Secretary of Defense Cohen in 97, in fact,
[02:35:51.917 --> 02:35:53.338]  I've got the quote here in my stack.
[02:35:53.378 --> 02:35:55.279]  I'll pull it out if I can find it.
[02:35:55.299 --> 02:35:56.459]  I've covered it on Coast to Coast.
[02:35:56.780 --> 02:36:06.825]  This is real and earthquakes are increasing and they're behaving like they haven't behaved in the several hundred years that the scientists
[02:36:07.886 --> 02:36:11.448]  The seismologist, the volcanologist, and others have been studying it.
[02:36:11.608 --> 02:36:19.434]  And I got Secretary of Defense Cohen in Army Times saying that our government and other governments have developed tectonic earthquake weapons.
[02:36:20.034 --> 02:36:25.178]  And just like they laughed at us years ago about weather modification, now it's all over the news.
