[00:00:01.291 --> 00:00:02.873]  You want answers?
[02:08:16.317 --> 02:08:20.341]  Most of us have been with the Dallas Cowboys and the Houston Oilers.
[02:08:20.341 --> 02:08:24.404]  He won two Super Bowls, one with the Cowboys and was a five-time Pro Bowler.
[02:08:25.625 --> 02:08:27.547]  And he is a 9-11 truther.
[02:08:27.547 --> 02:08:29.829]  We had him on almost a year ago.
[02:08:29.829 --> 02:08:31.270]  It was a long time ago.
[02:08:31.270 --> 02:08:32.391]  Time just flies by.
[02:08:32.391 --> 02:08:33.392]  It seems like yesterday.
[02:08:33.392 --> 02:08:39.837]  And he also campaigns for the legalization of marijuana, the decriminalization.
[02:08:39.837 --> 02:08:42.379]  You got 80 plus percent of drug users only use marijuana.
[02:08:42.819 --> 02:08:54.811]  They need to keep it that way, so that, uh, they need to keep it illegal so they can SWAT Team Raid more people and fill more prisons while the government has been caught hundreds of times shipping in heroin and cocaine and laundering the money.
[02:08:54.811 --> 02:08:58.935]  Did you know it's legal for foreign drug money to be invested in the New York Stock Exchange?
[02:08:58.935 --> 02:09:06.162]  And the former head, Richard Grasso, when he was head of the New York Stock Exchange, was in Reuters going to the FARC, communist guerrillas, and saying, invest your cocaine money with us.
[02:09:06.722 --> 02:09:10.645]  I'm going off on a rant here about the decriminalization of marijuana.
[02:09:10.645 --> 02:09:17.369]  They need to keep it illegal because, what is it, 86-87% of people only smoke marijuana that use illegal drugs.
[02:09:17.369 --> 02:09:19.931]  George Washington smoked it.
[02:09:19.931 --> 02:09:22.432]  Again, ladies and gentlemen, this is an excuse.
[02:09:22.432 --> 02:09:23.293]  What's a greater crime?
[02:09:23.293 --> 02:09:26.495]  Guys in black masks squat-teaming you at 3am?
[02:09:26.495 --> 02:09:28.396]  Or somebody smoking marijuana?
[02:09:28.396 --> 02:09:31.999]  You know, do we want this great evil in the name of stopping this minor evil?
[02:09:32.779 --> 02:09:34.421]  And I'm not a marijuana person.
[02:09:34.421 --> 02:09:38.264]  I've smoked marijuana, and it's just not my cup of tea.
[02:09:38.264 --> 02:09:43.269]  But I know a lot of people that do smoke it, a lot of doctors and lawyers and people, and they don't need to be SWAT teamed.
[02:09:43.269 --> 02:09:47.232]  Mark Stepnoski, I really appreciate you coming on with us today.
[02:09:47.232 --> 02:09:47.933]  Thanks, Alex.
[02:09:47.933 --> 02:09:49.134]  It's good to be on with you today.
[02:09:49.565 --> 02:09:51.146]  You're going to be with us for the next 50 minutes.
[02:09:51.146 --> 02:09:55.268]  At the bottom of the hour, we're going to open the phones up at 1-800-259-99231.
[02:09:55.268 --> 02:10:00.350]  The last 10 months or so since you were on with us, a lot has happened.
[02:10:00.350 --> 02:10:08.174]  Top Italian former presidents, German defense ministers, Japanese diet members, the best actress.
[02:10:08.174 --> 02:10:11.695]  So many prominent people have gone public for 9-11 Truth.
[02:10:11.695 --> 02:10:15.217]  Give us your take on the evolution of it and why 9-11 Truth is so important.
[02:10:15.217 --> 02:10:16.998]  Why you took the step of speaking out, Mark.
[02:10:17.927 --> 02:10:28.072]  Yeah, I think it's great to see, you know, like you said, as time goes on, more and more people are coming forward as they gradually become aware of the facts.
[02:10:28.072 --> 02:10:37.856]  Obviously, you know, through online research and through the amount of books and magazines that have come out now, you know, enough authors have come forward and stated their opinion.
[02:10:37.856 --> 02:10:39.817]  And I think what's really important now is
[02:10:40.990 --> 02:10:50.241]  You know, obviously, people early on, shortly after the 9-11 attacks, were kind of pigeon-holed as conspiracy theorists.
[02:10:50.241 --> 02:10:56.469]  But now, that label, it never did apply, but it's less applicable now than ever.
[02:10:57.169 --> 02:11:05.216]  Simply because the people who are coming out in favor of 9-11 Truth are too credible to ignore.
[02:11:05.216 --> 02:11:17.446]  You know, in the last few years we've had the formation of things like Scholars for 9-11 Truth, which includes architects and engineers for 9-11 Truth, pilots for 9-11 Truth.
[02:11:17.446 --> 02:11:26.433]  We have former people who worked in government, including the current administration, who are coming out and saying that they don't believe the official story.
[02:11:27.330 --> 02:11:42.924]  So it's just a case of, you know, as more people become exposed to it, as the media blackouts and mainstream media continues, mostly via the internet, people are becoming connected and becoming aware of these facts and voicing their opinion.
[02:11:42.924 --> 02:11:44.586]  It's very encouraging to see.
[02:11:44.586 --> 02:11:46.828]  You know, it's never too late.
[02:11:47.498 --> 02:11:58.943]  For anybody who feels strongly about this issue to come forward and voice their opinion because I think as time goes on people will be surprised to find out that
[02:11:59.893 --> 02:12:15.005]  If they are no longer worried about expressing their skepticism of the official story regarding 9-11, they will find out that there are a lot of people out there, you might refer to them as a silent majority, who also feel very much the same way.
[02:12:15.005 --> 02:12:24.112]  They are either too afraid or too reluctant to come forward and also express their doubts in the official story.
[02:12:24.112 --> 02:12:25.593]  What made you go public?
[02:12:25.593 --> 02:12:28.876]  I mean, you were one of the first prominent
[02:12:29.376 --> 02:12:29.596]  I just, uh...
[02:12:45.592 --> 02:12:54.560]  You know, I got tired of waiting for the channels of government to move along in a proper fashion.
[02:12:54.560 --> 02:12:58.463]  You know, like a lot of people, I had hope.
[02:12:58.463 --> 02:13:06.270]  It turned out to be false hope, in retrospect, but I had hope at the time that maybe the 9-11 Commission would be legitimate.
[02:13:09.116 --> 02:13:12.799]  You know, the safeguards are in place in constitutional government.
[02:13:12.799 --> 02:13:17.802]  I thought that they would kick in and operate in the manner in which they're supposed to.
[02:13:17.802 --> 02:13:24.466]  And we would see a proper investigation, you know, with relevant witnesses and
[02:13:26.033 --> 02:13:27.434]  Evidence.
[02:13:27.434 --> 02:13:31.517]  And, as we all know, none of that really came to fruition.
[02:13:31.517 --> 02:13:34.158]  The 9-11 Commission was a sham.
[02:13:34.158 --> 02:13:35.279]  It was a cover-up.
[02:13:35.279 --> 02:13:45.785]  It was a modern-day version of the Warren Commission, as far as its attempt to silence witnesses and suppress truth-tellers.
[02:13:45.785 --> 02:13:54.311]  And, you know, when things reached that point, and that commission was shown to be the impotent vehicle that it was,
[02:13:55.319 --> 02:14:02.242]  I just felt compelled to, in my own small way, say whatever I could as far as what I thought the truth was.
[02:14:02.242 --> 02:14:05.624]  Well, Mark, that isn't in your own small way.
[02:14:05.624 --> 02:14:10.186]  It's not just that you're a celebrity or a well-known sports figure.
[02:14:10.186 --> 02:14:19.350]  It's that people resonate with the courage of a Willie Nelson or a Mark Stepnowski or a former German defense minister or a former governor.
[02:14:19.350 --> 02:14:20.291]  They resonate
[02:14:20.991 --> 02:14:23.514]  And they know that person has a lot to lose.
[02:14:23.514 --> 02:14:24.916]  That person is going to be demonized.
[02:14:24.916 --> 02:14:27.419]  This person is really stepping up.
[02:14:27.419 --> 02:14:31.685]  And so that's what makes you and so many others that have stood up and gone public heroes.
[02:14:31.685 --> 02:14:33.587]  But look at the vindication.
[02:14:33.587 --> 02:14:34.649]  The Chicago Tribune
[02:14:35.290 --> 02:14:41.415]  Four months ago, reported as well as Associated Press, the NSA declassified that Israel did attack the U.S.'
[02:14:41.355 --> 02:14:47.299]  's liberty to try to sink it, to blame it on Egypt to start World War III, as they've now tried, the U.S.
[02:14:47.299 --> 02:14:49.301]  has tried in Georgia.
[02:14:49.301 --> 02:14:58.728]  It's now come out, Cy Hirsch at a big media event, and he did admit in New Yorker Magazine that Cheney, he just said a staged provocation, he said this is the provocation to have U.S.
[02:15:00.189 --> 02:15:05.392]  Navy SEALs dressed up like Iranians on blue PT boats attack U.S.
[02:15:05.392 --> 02:15:07.813]  ships in the Strait of Hormuz.
[02:15:07.813 --> 02:15:17.898]  So, government-sponsored terror, the fact the Gulf of Tonkin was staged, that's all coming out now, and people say, well, that was seven years ago, you know, 9-11, why are you so concerned?
[02:15:17.898 --> 02:15:28.483]  Well, because Black Ops is going to continue to stage terror attacks as a pretext for control if we don't step up and expose that they're behind it.
[02:15:28.483 --> 02:15:29.584]  Mark your comments on that.
[02:15:30.774 --> 02:15:33.037]  Yeah, I entirely agree.
[02:15:33.037 --> 02:15:35.139]  It's been a steady progression.
[02:15:35.139 --> 02:15:38.223]  It's been, you know, just one instant after another.
[02:15:38.223 --> 02:15:39.624]  We saw last year where
[02:15:40.976 --> 02:15:45.240]  Bush and Tony Blair had the plan to send U.S.
[02:15:45.240 --> 02:15:48.683]  military planes over Iran, disguised as U.N.
[02:15:48.683 --> 02:15:56.570]  planes, to try and instigate an attack on them so we would be justified in responding.
[02:15:56.570 --> 02:16:08.300]  I remember also last year, there was a big Nebrzynski appearing in the press, practically coming right out and saying, you know, we had to worry about the current administration
[02:16:09.645 --> 02:16:14.450]  Putting together a false flag terror op to stimulate war with Iran.
[02:16:14.450 --> 02:16:20.376]  This is a guy who is now Barack Obama's main foreign policy advisor.
[02:16:20.376 --> 02:16:31.808]  So again, we have these people coming out in mainstream media within the last year with these scenarios that have come and gone that have involved false flag terror.
[02:16:32.791 --> 02:16:38.214]  So I just think in this day and age, people are becoming a little bit too hip to what's going on.
[02:16:38.214 --> 02:16:40.155]  They understand ahead of time.
[02:16:40.155 --> 02:16:44.978]  Similar to what happened in Spain when you had the false flag terror attack there with the train.
[02:16:44.978 --> 02:16:48.700]  The people within days came out in the hundreds of thousands and said, we know you did it.
[02:16:48.700 --> 02:16:51.542]  And it turned out it was the intelligence operation.
[02:16:51.542 --> 02:16:52.222]  Exactly.
[02:16:52.222 --> 02:16:55.484]  Hopefully we are reaching that point now in North America.
[02:16:55.484 --> 02:16:58.506]  If you call it critical mass or whatever you want to.
[02:16:59.778 --> 02:17:09.044]  Hopefully through, you know, the work that you do and statements made by 9-11 truthers like myself and the many others around the world.
[02:17:09.044 --> 02:17:17.290]  You know, we have people, a politician in Japanese Parliament came out wanting to have another investigation.
[02:17:17.290 --> 02:17:28.197]  We're having a march in Canada to Ottawa to culminate on September 11th where they're going to present a petition at Parliament Hill for a new 9-11 investigation in Canada.
[02:17:30.679 --> 02:17:40.685]  So I think, you know, worldwide you are seeing people come around and, you know, waking up to the fact that this was a false flag operation, you know, to have a certain effect on the American public.
[02:17:40.685 --> 02:17:57.036]  The question now is, you know, are the people who live in America going to be smart enough to look into the right sources of information to kind of emancipate themselves from this from this media blackout that's going on?
[02:17:57.036 --> 02:17:59.358]  I think if people, you know, continue to
[02:18:00.365 --> 02:18:18.695]  Turn off their TVs, give less credence to mainstream media, corporate media, and instead, you know, read online, read books, read magazines, anything out there that's going to give the true story of 9-11 truth.
[02:18:18.695 --> 02:18:25.579]  This is what's going to mobilize the population in America so that when another false flag terrorist attack occurs,
[02:18:26.704 --> 02:18:39.252]  Whatever it is, whether it's bioterror, whether it's a mini-nuke somewhere, people will see it for what it is, and not be railroaded into a certain mindset like they were after 9-11.
[02:18:46.305 --> 02:19:02.592]  He's a pro bowler and he's, again, going public, not because it's fun, but because it's his duty, and I would venture to say because he just said it, he knows that if we don't expose the tool of false flag, that mechanism, this military-industrial complex is going to keep doing it to hurt us.
[02:19:02.592 --> 02:19:05.033]  Just like in England, how they hunt pheasants.
[02:19:05.033 --> 02:19:12.136]  They beat pots and pans, they have beaters who push the birds out in a wedge so the hunters can shoot them when they get driven out.
[02:19:12.136 --> 02:19:12.877]  It's the same thing.
[02:19:12.877 --> 02:19:15.718]  You want to attack Iran, you want to attack Iraq, you stage an event.
[02:19:16.238 --> 02:19:17.258]  You want to attack Egypt?
[02:19:17.258 --> 02:19:18.379]  You stage an event.
[02:19:18.379 --> 02:19:25.002]  They've been caught over and over and they're going to continue to do this if we don't expose it.
[02:19:25.002 --> 02:19:36.106]  And that's why the courage of now thousands of prominent people that have gone public for 9-11 truth and now all these architects and engineers and physicists is unstoppable.
[02:19:36.106 --> 02:19:42.468]  We're going to come back and talk about the fraudulent new NIST report with Mark Stepnoski and then we're going to take your phone calls.
[02:19:42.468 --> 02:19:42.949]  Stay with us.
[02:19:42.949 --> 02:19:43.529]  We'll be right back.
[02:19:47.193 --> 02:19:47.994]  Gold.
[02:19:47.994 --> 02:19:49.514]  It's like nothing else on Earth.
[02:19:49.514 --> 02:19:55.818]  From the Romans through the Renaissance, from the Industrial Age to the Space Age, gold has weathered the test of time.
[02:19:55.818 --> 02:19:59.981]  For 6,000 years, gold has remained the ultimate store of wealth.
[02:19:59.981 --> 02:20:01.922]  According to the World Gold Council and the U.S.
[02:20:01.922 --> 02:20:04.343]  Mint, demand is at an all-time high.
[02:20:04.343 --> 02:20:10.947]  The stage is being set for the reemergence of gold as the common-sense alternative to a fiat paper currency that gets weaned
[02:20:10.947 --> 02:20:11.407]  We're good to go.
[02:20:37.005 --> 02:20:37.966]  800-686-2237.
[02:20:37.966 --> 02:20:42.247]  If you have ever thought about owning gold, you must read this report.
[02:20:42.247 --> 02:20:43.907]  Call Midas today at 800-686-2237.
[02:20:43.907 --> 02:20:50.009]  A day unlike any other in the long course of American history.
[02:20:50.009 --> 02:20:53.470]  A terrorist act of war against this country.
[02:20:53.470 --> 02:20:56.130]  The enemy struck America on September 11th.
[02:20:56.130 --> 02:20:57.671]  But who is the enemy?
[02:20:57.671 --> 02:20:58.171]  Bin Laden.
[02:20:58.171 --> 02:20:59.351]  This is his ammo.
[02:20:59.351 --> 02:21:00.832]  We have to look to the Middle East.
[02:21:00.832 --> 02:21:02.312]  We have to look to Osama Bin Laden.
[02:21:02.812 --> 02:21:09.979]  Fabled Enemies is the first 9-11 film to take a close look at the terrorist ties to intelligence networks inside the United States.
[02:21:09.979 --> 02:21:10.460]  Some U.S.
[02:21:10.460 --> 02:21:16.806]  investigators believe that there are Israelis again very much engaged in spying in and on the U.S.
[02:21:16.806 --> 02:21:20.249]  I'm aware that some Israeli citizens have been detained.
[02:21:20.509 --> 02:21:30.777]  Bin Laden's connections to the CIA, the hijacker's ties to the FBI, the Saudi Arabian connection, the Israeli intelligence network, warnings and war games, the shadow government, and much, much more.
[02:21:30.777 --> 02:21:32.018]  Fabled enemies.
[02:21:32.018 --> 02:21:39.764]  Get the DVD at InfoWars.com, or see it in super high quality, along with hundreds of other titles at PrisonPlanet.tv.
[02:21:39.764 --> 02:21:43.127]  Either you are with us, or you are with the terrorists.
[02:21:46.485 --> 02:21:46.825]  Let's do it!
[02:22:07.534 --> 02:22:07.734]  I'm good.
[02:22:26.368 --> 02:22:38.878]  Among other ingredients formulated specifically to promote body cleansing, Pura Clear also has ingredients selected to promote improved circulation to enhance activity so that heavy metals may be more effectively captured and removed from the body.
[02:22:38.878 --> 02:22:46.865]  Order Pura Clear now by calling Ripple Creek at 203-331-0363 or go to RippleCreek.com.
[02:22:46.865 --> 02:22:47.706]  Question.
[02:22:47.706 --> 02:22:52.429]  Is the world getting better or vastly worse?
[02:22:52.429 --> 02:22:55.312]  A world economic collapse could come age.
[02:22:56.877 --> 02:22:57.738]  Question.
[02:22:57.738 --> 02:22:59.279]  Are you prepared?
[02:22:59.279 --> 02:23:03.002]  Or are you ignoring the signs?
[02:23:03.002 --> 02:23:03.783]  Question.
[02:23:03.783 --> 02:23:11.049]  Do you have 7 years of healthy food for your family?
[02:23:11.049 --> 02:23:12.670]  Answer.
[02:23:12.670 --> 02:23:15.672]  Go to survivalistseeds.com now.
[02:23:15.672 --> 02:23:21.157]  12,000 seeds giving you 5,000 pounds of food for just 4 pennies a pound.
[02:23:21.157 --> 02:23:24.820]  Without a long-term food solution, your choices are limited.
[02:23:25.319 --> 02:23:30.263]  Visit SurvivalistSeeds.com and check out our Doomsday Water Filter System.
[02:23:30.263 --> 02:23:32.025]  Without water, you die.
[02:23:32.025 --> 02:23:35.648]  It's all online at SurvivalistSeeds.com.
[02:23:35.648 --> 02:23:36.708]  Are you prepared?
[02:23:36.708 --> 02:23:39.291]  That's SurvivalistSeeds.com.
[02:23:39.291 --> 02:23:41.532]  Go to SurvivalistSeeds.com.
[02:23:41.532 --> 02:23:45.576]  Do it now or become property of the New World Order.
[02:24:01.792 --> 02:24:04.498]  Two-time Super Bowl champion with the Dallas Cowboys.
[02:24:04.498 --> 02:24:05.439]  Also played with the Oilers.
[02:24:05.439 --> 02:24:07.283]  Five-time Pro Bowler.
[02:24:07.283 --> 02:24:08.947]  Mark Stepnoski on the line.
[02:24:08.947 --> 02:24:11.933]  I remember sitting around watching the Cowboys play.
[02:24:12.964 --> 02:24:18.348]  Rooting for Mark, and now I'm rooting for him in a much more important way, and that is his courage.
[02:24:18.348 --> 02:24:24.752]  Speaking out for 9-11 Truth, there's a ballot initiative in New York to get a new investigation going, or expose that, a grand jury.
[02:24:24.752 --> 02:24:26.933]  There's a lot of different initiatives.
[02:24:26.933 --> 02:24:33.778]  There's marches going on, events coming up in New York next week that I hope folks go to.
[02:24:33.778 --> 02:24:38.341]  Let's talk about that ballot initiative first, and then I want to get into the NIS report, Mark.
[02:24:39.511 --> 02:24:48.091]  Yeah, obviously, since we're coming up on the anniversary of 9-11, there's a lot of activities going around to highlight the fact that the official story is untrue.
[02:24:50.020 --> 02:24:51.100]  It is in New York City.
[02:24:51.100 --> 02:24:53.821]  It's a 9-11 ballot initiative.
[02:24:53.821 --> 02:25:02.423]  This is a way for, I mean, it's obvious that, like I said earlier, that we're not going to get a proper investigation through government channels.
[02:25:02.423 --> 02:25:12.826]  But this is a way for the people of New York City to create a new 9-11 commission, an investigation of the events, which would have subpoena power.
[02:25:12.826 --> 02:25:14.547]  It would have some legal authority.
[02:25:16.525 --> 02:25:20.388]  Volunteers in New York City have been going around getting signatures on petitions.
[02:25:20.388 --> 02:25:24.351]  They needed a minimum of $30,000, which they just recently achieved.
[02:25:24.351 --> 02:25:25.893]  So that was great news.
[02:25:25.893 --> 02:25:32.738]  And now these petitions will be submitted to the New York City Clerk and New York City Council.
[02:25:32.738 --> 02:25:42.906]  And with a sufficient amount of signatures, this being above $30,000, they will be able to present this and then it can become
[02:25:44.398 --> 02:25:44.978]  Absolutely, and
[02:26:14.656 --> 02:26:15.716]  It shouldn't just be New York.
[02:26:15.716 --> 02:26:24.259]  We need lots of grand jury, you know, type public investigations, both governmental and non-governmental, to draw this out publicly and continue to expose it.
[02:26:24.259 --> 02:26:33.843]  Everything is a step, to use a football analogy, you know, for more yards to get a new set of downs towards the touchdown, bringing these criminals to justice.
[02:26:33.843 --> 02:26:37.104]  And even if we never bring them to quote justice by sending them to prison,
[02:26:37.882 --> 02:26:48.230]  By publicly convicting them in the court of public opinion, and by educating the public about false flag terrorism, it breaks that tool that the black ops continue to use.
[02:26:48.230 --> 02:26:50.552]  Mark, your take on that?
[02:26:50.552 --> 02:26:54.915]  Yeah, without a doubt, it's all a question of, you know, just mobilizing the masses.
[02:26:54.915 --> 02:26:59.779]  I think a lot of people fall into a defeatist attitude of, you know, what can I do?
[02:26:59.779 --> 02:27:01.560]  How can I make a difference?
[02:27:01.560 --> 02:27:02.641]  I'm only one person.
[02:27:03.723 --> 02:27:13.189]  Well, just by signing that petition, just by signing your name on that piece of paper, you are, in effect, saying, look, I don't believe in what the government is telling me.
[02:27:13.189 --> 02:27:17.151]  I don't believe the lies that I'm being told in corporate media.
[02:27:17.151 --> 02:27:20.073]  You know, I demand a new investigation.
[02:27:20.073 --> 02:27:23.855]  This is one way for people to have their voice heard, people who otherwise
[02:27:24.535 --> 02:27:26.517]  Might feel powerless.
[02:27:26.517 --> 02:27:28.418]  There's a lot of people in New York City.
[02:27:28.418 --> 02:27:33.082]  If a lot of them mobilize, it might be surprising what could actually happen.
[02:27:33.082 --> 02:27:42.150]  But, you know, I urge listeners of your show who either live in New York City or have family or friends there to let them know about this.
[02:27:42.150 --> 02:27:52.698]  They can look it up on www.nyc911initiative.org and find out anything they would like to about this movement.
[02:27:52.698 --> 02:27:53.639]  But I think that
[02:27:54.682 --> 02:28:00.645]  Yeah, right now it's moving along very nicely, and should it succeed in any degree, it'll be a big step forward.
[02:28:00.645 --> 02:28:02.246]  It really could be a breakthrough.
[02:28:02.246 --> 02:28:07.488]  And a lot of people have this loser mentality of, oh, it'll never be corruption, oh, there's no point.
[02:28:07.488 --> 02:28:09.529]  Ladies and gentlemen, we don't have a choice, number one.
[02:28:09.529 --> 02:28:11.270]  Number two, we're actually having an effect.
[02:28:11.770 --> 02:28:14.831]  The majority of Americans in major polls believe there's a 9-11 cover-up.
[02:28:14.831 --> 02:28:16.332]  There's hundreds of these polls.
[02:28:16.332 --> 02:28:17.632]  We're having an effect.
[02:28:17.632 --> 02:28:25.295]  Look how far we've come from myself two months before the attack saying I think they're going to attack the World Trade Center and blame it on their asset bin Laden.
[02:28:25.295 --> 02:28:28.156]  Because I saw them preparing the public, introducing bin Laden.
[02:28:28.156 --> 02:28:29.516]  I knew their past history.
[02:28:29.516 --> 02:28:36.199]  I knew the FBI had cooked the bomb, framed the driver, given them the detonators, blocked local police in 93 with the first attack.
[02:28:37.239 --> 02:28:40.681]  I mean, again, look how far we've come from 9-11 that first day.
[02:28:40.681 --> 02:28:48.966]  Look how far we've come, thanks to people like Mark Sipnosky, Willie Nelson, Governor Ventura, Stephen Jones.
[02:28:48.966 --> 02:28:58.992]  Now, I'm going to skip this break for InfoWars.com, for everybody else, we'll be back in three minutes, but I don't want to waste any time that we've got with Mark Sipnosky today, but Mark, that NIST report,
[02:28:59.784 --> 02:29:01.165]  They delayed it three years.
[02:29:01.165 --> 02:29:05.607]  The people on the government NIST board are involved in explosive thermite research.
[02:29:05.607 --> 02:29:06.708]  They're experts.
[02:29:06.708 --> 02:29:08.769]  They're involved in government contracts.
[02:29:08.769 --> 02:29:12.271]  And then they had to pull back.
[02:29:12.271 --> 02:29:18.675]  They had to say, okay, our last five reasons for the towers falling and Building 7 falling are wrong.
[02:29:18.675 --> 02:29:19.976]  It's not fuel oil tank.
[02:29:19.976 --> 02:29:22.217]  It's not bad building construction.
[02:29:22.217 --> 02:29:23.298]  It's not fires.
[02:29:23.298 --> 02:29:23.638]  It's not
[02:29:24.238 --> 02:29:25.238]  No, no.
[02:29:25.238 --> 02:29:29.699]  They gave a new reason, a new syndrome, a new phenomenon.
[02:29:29.699 --> 02:29:32.160]  We're going to cover that right now with Mark Stepnowski.
[02:29:32.160 --> 02:29:37.481]  Stay with us.
[02:29:37.481 --> 02:29:38.882]  We're on the march.
[02:29:38.882 --> 02:29:41.402]  The empire's on the run.
[02:29:41.402 --> 02:29:44.103]  Alex Jones and the GCN Radio Network.
[02:29:47.745 --> 02:29:53.471]  On September 11th, 2001, along with hundreds of my fellow troops, I went to ground zero.
[02:29:53.471 --> 02:29:54.712]  And we knew what to do.
[02:29:55.523 --> 02:29:56.783]  Or at least we thought we did.
[02:29:56.783 --> 02:30:03.825]  Truth Rising is a breakthrough 9-11 film that finally gives first responders a platform to tell their story.
[02:30:03.825 --> 02:30:12.708]  Whitman, EPA director on the 18th made a statement that the air was safe to breathe.
[02:30:12.708 --> 02:30:19.510]  This film follows the growing momentum of 9-11 Truth as brave souls throughout the world take action against their global masters.
[02:30:19.810 --> 02:30:22.972]  He had his hand over the radio while he was getting a countdown.
[02:30:22.972 --> 02:30:26.875]  He takes his hand off and you hear 3, 2, 1, and it was BOOM!
[02:30:26.875 --> 02:30:27.175]  BOOM!
[02:30:27.175 --> 02:30:27.496]  BOOM!
[02:30:27.496 --> 02:30:27.816]  BOOM!
[02:30:27.816 --> 02:30:28.756]  BOOM!
[02:30:28.756 --> 02:30:31.839]  This is an emergency transmission worldwide.
[02:30:31.839 --> 02:30:37.883]  Download Truth Rising at PrisonPlanet.tv and aggressively spread it worldwide.
[02:30:37.883 --> 02:30:40.805]  Or order the DVD at Infowars.com.
[02:30:40.805 --> 02:30:45.749]  If we don't expose the government-sponsored terror, they're going to commit more acts and bring in martial law.
[02:30:47.062 --> 02:30:50.464]  You ever have one of those days where everything goes right?
[02:30:50.464 --> 02:30:52.786]  First, I get the best parking space at work.
[02:30:52.786 --> 02:30:56.088]  Tonight, I have a date with the very lovely Rachel.
[02:30:56.088 --> 02:31:02.973]  And today, I gave a killer presentation in Sydney, finalized a contract in London, and demoed our new product in Boston.
[02:31:02.973 --> 02:31:05.075]  Online, from my desk, with Webex.
[02:31:05.575 --> 02:31:08.876]  Webex lets me take meetings and give presentations from my desk.
[02:31:08.876 --> 02:31:13.657]  I just talk to clients on the phone and they watch what's happening on my desktop from their desktop.
[02:31:13.657 --> 02:31:17.578]  So I can travel the world and still be here for my date tonight with Rachel.
[02:31:17.578 --> 02:31:19.218]  Travel less, meet online.
[02:31:19.218 --> 02:31:21.879]  Go to Webex.com and try Webex free.
[02:31:21.879 --> 02:31:27.820]  Just click the radiographic and enter promo code 500 to get a free trial and a free webcam too.
[02:31:27.820 --> 02:31:28.580]  Remember that code.
[02:31:29.521 --> 02:31:29.701]  500.
[02:31:29.701 --> 02:31:31.564]  To qualify for the free webcam.
[02:31:31.564 --> 02:31:32.205]  Webex.
[02:31:32.205 --> 02:31:33.326]  Now part of Cisco.
[02:31:33.326 --> 02:31:36.250]  And used by more than 5.5 million people every month.
[02:31:36.250 --> 02:31:37.211]  Give it a try.
[02:31:37.211 --> 02:31:37.812]  Free.
[02:31:37.812 --> 02:31:40.836]  Go to Webex.com and enter the promo code 500.
[02:31:40.836 --> 02:31:43.239]  W-E-B-E-X.com.
[02:31:43.239 --> 02:31:44.681]  Free webcams available while supplies last.
[02:31:44.681 --> 02:31:45.643]  Terms and restrictions apply.
[02:31:45.643 --> 02:31:46.464]  See website for details.
[02:31:46.874 --> 02:31:56.140]  Did you know that it's a documented fact 80% of all Americans and 85% of people around the world suffer from internal parasites and parasitic infection?
[02:31:56.140 --> 02:32:04.306]  You may be one of millions of people suffering from one of dozens of debilitating chronic diseases from these parasites and your doctor would never know it.
[02:32:04.306 --> 02:32:08.909]  In fact, clinically detected parasites account for only 1% of all cases.
[02:32:08.909 --> 02:32:11.671]  Don't continue to suffer from pain due to misdiagnosis.
[02:32:11.671 --> 02:32:15.654]  Now you can fight internal parasites, heavy metal poisoning and high cholesterol.
[02:32:15.834 --> 02:32:23.217]  Naturally and safely by mixing fossilized phytoplankton powder, also known as FPP, with your favorite beverage once a day.
[02:32:23.217 --> 02:32:29.659]  FPP is used around the world, has numerous uses, and is now available to you from Freshwater Organics.
[02:32:29.659 --> 02:32:37.563]  FPP strengthens skin, hair, and bones, lowers cholesterol, and is an excellent source of natural plant-based silica with 14 trace minerals.
[02:32:37.563 --> 02:32:38.763]  Order some today at Freshwater.
[02:32:38.783 --> 02:32:40.484]  FreshwaterOrganics.com.
[02:32:40.484 --> 02:32:44.225]  Again, that's FreshwaterOrganics.com or call 888-949-3570.
[02:32:44.225 --> 02:33:06.435]  We're bringing up the NIST report and how they've had to change how physics works and so a lot of scientists and physicists and architects that weren't involved and didn't believe it was an inside job are now looking, going,
[02:33:07.392 --> 02:33:11.995]  You're saying jet fuel made 2600 degree pockets of stuff five weeks later?
[02:33:11.995 --> 02:33:13.216]  Thousands of degrees hotter?
[02:33:13.216 --> 02:33:21.260]  I mean, this is... I mean, NIST coming out and saying now small fires bring down steel buildings is changing everything.
[02:33:21.260 --> 02:33:22.101]  Uh, Mark, continue.
[02:33:23.345 --> 02:33:31.287]  Yeah, I mean, this coincides with the Bush administration's technique from day one.
[02:33:31.287 --> 02:33:39.128]  They have actively sought to discredit science and to really argue with scientific belief.
[02:33:39.128 --> 02:33:50.591]  You know, it doesn't matter whether it's the EPA, the FDA, whatever it is, you know, there's been active warfare on the part of the Bush administration against science.
[02:33:51.417 --> 02:33:54.498]  And this is another clear-cut example of that.
[02:33:54.498 --> 02:33:55.658]  Well, it's like marijuana.
[02:33:55.658 --> 02:33:57.639]  They know marijuana doesn't kill one person a year.
[02:33:57.639 --> 02:34:08.302]  It's a miracle drug with thousands of patented real things it does for cancer, glaucoma, but they're still SWAT teaming people every day where I live looking for marijuana.
[02:34:08.302 --> 02:34:09.083]  Absolutely.
[02:34:09.083 --> 02:34:10.163]  No matter how much
