[00:00:00.369 --> 00:00:04.051]  Alex Jones on the GCN Radio Network.
[00:54:52.844 --> 00:55:06.367]  Instantly as it starts collapsing Tower 1 and 2, not just 7, instantly as Tower 1 and 2 start detonating with blast squibs, clearly 4, 5, in some cases 10 floors below, it's pulverizing with explosive force.
[00:55:06.627 --> 00:55:14.989]  Little fires don't eject pyroclastic flows of pulverized office furniture, desks, people blown into tiny pieces.
[00:55:15.029 --> 00:55:15.609]  Richard Gage.
[00:55:16.369 --> 00:55:19.630]  And they don't eject 4 and 20 ton perimeter steel beams
[00:55:20.681 --> 00:55:27.466]  55 miles an hour exiting instant acceleration out of the sides of the Twin Tower landing 600 feet away.
[00:55:27.846 --> 00:55:28.727]  That doesn't happen.
[00:55:29.528 --> 00:55:36.793]  But I think the caller's suggesting that there's something in addition to high-tech thermite, which becomes very explosive, by the way.
[00:55:37.093 --> 00:55:39.675]  So we don't know because the tests aren't available to us.
[00:55:39.696 --> 00:55:41.817]  This is very new stuff.
[00:55:42.037 --> 00:55:46.241]  We just know the official story doesn't match the science on any area.
[00:55:47.745 --> 00:55:48.446]  That's correct.
[00:55:48.786 --> 00:55:54.329]  But it could be that the explosive nature of the high-tech thermite could be enough.
[00:55:54.509 --> 00:55:55.589]  I mean, we don't really know.
[00:55:55.849 --> 00:56:02.092]  We don't necessarily have evidence of high-energy explosives like C4 or RDX.
[00:56:02.693 --> 00:56:06.975]  So there could be something else going on that's high-tech and more explosive.
[00:56:07.868 --> 00:56:08.388]  Who knows?
[00:56:08.448 --> 00:56:10.849]  We have the evidence for high-tech thermite.
[00:56:10.869 --> 00:56:11.589]  Let's run with it.
[00:56:11.829 --> 00:56:12.730]  Thank you, Mike.
[00:56:12.770 --> 00:56:13.290]  We're out of time.
[00:56:13.330 --> 00:56:15.571]  Kevin, Jim, and others, we'll get to you later if you want to hold or not.
[00:56:15.591 --> 00:56:17.211]  You can leave because we're getting into some other subjects.
[00:56:18.052 --> 00:56:20.453]  But Richard Gage, I want to have you back up again in the near future.
[00:56:20.893 --> 00:56:23.974]  We commend you for your tireless work for the truth and for liberty.
[00:56:23.994 --> 00:56:29.936]  9-11 has been used to destroy our Bill of Rights and Constitution and launch us on a path towards criminal world government.
[00:56:30.496 --> 00:56:39.461]  Not only by exposing this great new mythos they've created, this new religion of tyranny, can liberty then grow again in our fine land and worldwide.
[00:56:39.541 --> 00:56:42.043]  So, I commend you, my friend, and we salute you.
[00:56:42.063 --> 00:56:42.823]  Vaya con Dios!
[00:56:43.744 --> 00:56:44.384]  Thank you, Alex.
[00:56:44.404 --> 00:56:46.125]  It's an honor to be with you always.
[00:56:46.506 --> 00:56:47.126]  Honor to be with you.
[00:56:47.186 --> 00:56:48.126]  Take care, Richard Gage.
[00:56:48.667 --> 00:56:49.487]  We'll be right back.
[00:56:49.868 --> 00:56:55.451]  Ladies and gentlemen, get into the feudalism being set up as the people are being treated like third world serf slaves.
[00:56:57.526 --> 00:57:00.888]  More than 700 chemicals have been found in our drinking water.
[00:57:01.028 --> 00:57:06.251]  And did you know that you have greater exposure to these chemicals while taking hot showers than when drinking the water?
[00:57:06.431 --> 00:57:11.214]  That's because many chemicals are inhaled when they evaporate, and others are absorbed into the skin.
[00:57:11.594 --> 00:57:22.721]  The KDF Dual Media Shower Filter works with both hot and cold water, and it's designed to reduce chlorine, lead, mercury, and iron, and it inhibits the growth of bacteria, mold, algae, and fungus.
[00:57:23.121 --> 00:57:28.667]  The KDF dual media shower filter typically last 10,000 gallons or one year, whichever comes first.
[00:57:28.887 --> 00:57:34.953]  Hospitals, restaurants and water treatment facilities use this media to reduce chlorine, iron, heavy metals and bacteria.
[00:57:35.153 --> 00:57:35.813]  What about you?
[00:57:36.194 --> 00:57:38.116]  Order your KDF shower filter normally.
[00:57:38.196 --> 00:57:42.240]  Forty nine dollars for a special price of only thirty nine ninety nine with free shipping.
[00:57:42.640 --> 00:57:44.642]  Call the Berkey guy and order now by calling 1 8 7 7 8 8 6 3 6 5 3.
[00:57:48.103 --> 00:57:48.563]  That's 1-877-886-3653.
[00:57:48.583 --> 00:57:51.385]  Or simply click on the banner at GCNlive.com to order online now.
[00:58:06.334 --> 00:58:07.375]  But who is the enemy?
[00:58:07.875 --> 00:58:08.396]  Bin Laden.
[00:58:08.676 --> 00:58:09.657]  This is his ammo.
[00:58:09.677 --> 00:58:10.998]  We have to look to the Middle East.
[00:58:11.038 --> 00:58:12.739]  We have to look to Osama Bin Laden.
[00:58:13.039 --> 00:58:19.785]  Fabled Enemies is the first 9-11 film to take a close look at the terrorist ties to intelligence networks inside the United States.
[00:58:20.185 --> 00:58:20.625]  Some U.S.
[00:58:20.665 --> 00:58:26.350]  investigators believe that there are Israelis again very much engaged in spying in and on the U.S.
[00:58:27.010 --> 00:58:30.493]  I'm aware that some Israeli citizens have been detained.
[00:58:30.513 --> 00:58:32.655]  Either you are with us, or you are with the terrorists.
[00:58:57.592 --> 00:59:09.280]  Now that the election is over and the shock is beginning to wear off, Ready Reserve Foods in an effort to get as many Americans prepared for the promised changes of the new administration and to help you and your family survive the global economic crash.
[00:59:11.198 --> 00:59:12.519]  Pre-Inauguration Special.
[00:59:13.080 --> 00:59:19.806]  Between now and January 20th, 2009, all food units U1 through U7 are being offered at wholesale prices.
[00:59:20.286 --> 00:59:21.848]  That's a 33% savings.
[00:59:22.148 --> 00:59:25.431]  A year's supply of meals starts as low as 73 cents per meal.
[00:59:25.871 --> 00:59:32.618]  Ready Reserve Food offers only the highest quality dehydrated food, packed in double enameled cans in an inert nitrogen atmosphere.
[00:59:43.339 --> 00:59:43.759]  Big Brother.
[00:59:43.799 --> 00:59:44.260]  Mainstream media.
[01:00:05.067 --> 01:00:06.148]  Government cover-ups.
[01:00:06.809 --> 01:00:07.629]  You want answers?
[01:00:08.390 --> 01:00:09.290]  Well, so does he.
[01:00:09.310 --> 01:00:13.554]  He's Alex Jones on the GCN Radio Network.
[01:00:14.134 --> 01:00:18.237]  And now, live from Austin, Texas, Alex Jones.
[01:00:28.605 --> 01:00:33.289]  Hey, I got to finish my lunch in that three-minute break, ladies and gentlemen.
[01:00:35.154 --> 01:00:36.515]  I love live TV in here.
[01:00:36.555 --> 01:00:39.276]  It's great at PrisonPlanet.tv.
[01:00:40.477 --> 01:00:49.542]  I remember about 15 years ago when the Forest Service, Department of Land Management, local game wardens started setting up SWAT teams.
[01:00:51.503 --> 01:00:56.086]  People out in the back of a boat fishing would have guys run up, a man with a small child that was in
[01:00:57.418 --> 01:01:00.719]  I think the NRA magazine a few years ago pointed machine guns at him.
[01:01:01.979 --> 01:01:06.039]  They're raiding farmers and ranchers claiming they don't have permits for organic eggs.
[01:01:06.079 --> 01:01:10.860]  They're raiding local co-ops that are selling their eggs or milk.
[01:01:12.741 --> 01:01:14.701]  And they're hiring all these bureaucracies.
[01:01:14.741 --> 01:01:16.521]  It's just radically expanding.
[01:01:17.721 --> 01:01:22.622]  And now when you talk to a game warden, because we have a piece of property we've had since 1829 in East Texas, Mexican land grant.
[01:01:28.840 --> 01:01:29.441]  They're rude.
[01:01:30.342 --> 01:01:31.524]  They'll pull up at the deer camp.
[01:01:31.544 --> 01:01:33.987]  They'll get out and go, I want to see everything you're doing.
[01:01:34.487 --> 01:01:36.570]  I want to make sure the tags are right on this deer.
[01:01:37.431 --> 01:01:39.814]  I mean, it just goes on and on and on.
[01:01:43.787 --> 01:01:53.415]  You know, the landowner, with the tag on the deer, was driving it for my great-uncle to the local processor.
[01:01:53.495 --> 01:01:56.778]  You know, they gutted it, but they wanted to have it turned into sausage, so he was taking it.
[01:01:57.138 --> 01:02:06.346]  State police jumped on him, screamed at him, acted like he was a criminal, said, you're going to jail, and then told him it was illegal for him to be transporting a deer that wasn't his, and he said, I'm the landowner.
[01:02:06.786 --> 01:02:07.407]  I know the law.
[01:02:08.027 --> 01:02:09.489]  And, you know, I'm taking it here.
[01:02:10.549 --> 01:02:15.172]  Didn't matter if my uncle was even known to the state police officer and our family been there forever.
[01:02:15.933 --> 01:02:19.255]  It's about letting us know we're trash and scum and that they own us.
[01:02:20.016 --> 01:02:26.221]  Now, it's not enough that they now run a background check on you when you buy a license all over the country.
[01:02:26.561 --> 01:02:28.482]  Feds pushed it, states passed it, most of them.
[01:02:30.424 --> 01:02:35.928]  So now if you haven't paid your child support or if you've got some background or you can't go buy the
[01:02:37.782 --> 01:02:41.544]  Hunting license and the hunting license is everywhere just exploding in price.
[01:02:43.424 --> 01:02:45.605]  This is all designed to go after law abiding people.
[01:02:45.645 --> 01:02:49.267]  So see they train you how to be a slave, how to be a serf, just like in jolly old England.
[01:02:50.486 --> 01:02:51.726]  Where only the nobles can hunt.
[01:02:52.727 --> 01:02:58.308]  Now they want you, and it's happening all over the country, to register your property, just like the animal ID or the premises ID.
[01:02:58.548 --> 01:03:00.749]  And when you register, you waive all these rights.
[01:03:01.409 --> 01:03:07.491]  And now, not just the game wardens, but the Forest Service and others, so they can come on your land without warrants whenever they want.
[01:03:07.511 --> 01:03:09.832]  I mean, this is criminal.
[01:03:10.732 --> 01:03:12.453]  And these are nothing but parasites.
[01:03:13.373 --> 01:03:16.674]  The deer are jumping out in front of cars, killing people every day across the nation.
[01:03:17.414 --> 01:03:19.595]  Wolves, coyotes are running wild in Austin.
[01:03:20.535 --> 01:03:26.822]  You walk out back my house in Southwest Austin every night and hear the coyotes going wild or eating people's dogs and cats.
[01:03:27.643 --> 01:03:32.449]  They pay trappers thousands of dollars per deer to come trap the white tail, fly them to Mexico.
[01:03:32.729 --> 01:03:34.671]  They're so stressed out by the time they get there they die.
[01:03:35.852 --> 01:03:37.353]  So they're not letting humans be predators.
[01:03:37.373 --> 01:03:39.135]  They're not letting anything else happen.
[01:03:39.235 --> 01:03:40.356]  Everything is falling apart.
[01:03:41.056 --> 01:03:46.360]  And I'm aware of a case, similarly, where they're trying to pass things like this in Missouri.
[01:03:46.840 --> 01:03:49.782]  And people are fighting back there in Missouri against this.
[01:03:49.842 --> 01:03:53.965]  And Russell Wood, the President of the Property Rights Congress, and
[01:03:55.706 --> 01:04:00.128]  Again, you have to register your farm, you have to register your ranch, it can be 10 acres.
[01:04:00.448 --> 01:04:07.951]  If you want to put a deer blind out back for your grandson, you go register with them and you waive all your rights and they say it's a privilege.
[01:04:08.971 --> 01:04:11.112]  And then of course they can start fining, feeing, and taxing.
[01:04:12.133 --> 01:04:19.996]  So I briefly wanted to have him on for about 15-20 minutes to talk about that, because even if you don't hunt, you've been conditioned to hate hunting, just like they did in England.
[01:04:20.376 --> 01:04:26.639]  Now they've banned hunting, they're back to feudalism, but the king, the queen, the royals can still hunt, they've banned most forms of hunting.
[01:04:27.479 --> 01:04:31.140]  You can go buy a steak at the store and that's okay, but don't shoot it yourself, it's supposedly cruel.
[01:04:31.941 --> 01:04:35.342]  Again, they want to dehumanize us, they want to kill our rural culture.
[01:04:35.762 --> 01:04:37.123]  They want us totally under their control.
[01:04:38.203 --> 01:04:47.648]  In the 20s and 30s when we had the depression, 90% of people were agrarian, on the land, self-sufficient, and 7 million starved to death, according to a major university study that was out a few months ago.
[01:04:48.088 --> 01:04:56.072]  Now, 90 plus percent of us live in the cities, and of the 10% that live in the country, only half of those, or 5% of the country, are what you'd call self-sufficient.
[01:04:56.792 --> 01:04:57.813]  And they want to shut that down.
[01:04:59.410 --> 01:05:01.831]  And again, words can't describe all the things that are happening.
[01:05:01.871 --> 01:05:02.651]  The harassment.
[01:05:03.351 --> 01:05:06.731]  You try to go to a national park or state park now, the rangers are rude to you.
[01:05:06.952 --> 01:05:08.052]  The humans are bad.
[01:05:08.372 --> 01:05:09.112]  We're bad.
[01:05:09.172 --> 01:05:10.372]  We're not supposed to be out there.
[01:05:10.392 --> 01:05:11.352]  We're evil serfs.
[01:05:11.772 --> 01:05:13.953]  This is a mode of control of the population.
[01:05:14.373 --> 01:05:17.794]  But the good news is, in Missouri, they're beating these initiatives.
[01:05:18.274 --> 01:05:20.694]  In Texas, we're gilded and it's very sad.
[01:05:21.674 --> 01:05:24.095]  Our people have become very cowardly and slave-like.
[01:05:25.876 --> 01:05:30.300]  There's no law you have to have the animal ID federally, but all these states have adopted it.
[01:05:30.620 --> 01:05:31.040]  Many have.
[01:05:31.080 --> 01:05:31.941]  Texas adopted it.
[01:05:32.822 --> 01:05:35.384]  And there's no law, but they still come and harass you.
[01:05:35.404 --> 01:05:38.046]  And when you sign it, then you waive your rights to your property.
[01:05:38.086 --> 01:05:41.108]  Thousand, two thousand dollar a day fines if a cow dies and you don't report it.
[01:05:42.209 --> 01:05:46.814]  You have to put chips in all your animals, but the big agribusiness doesn't, so it's bankrupt.
[01:05:47.114 --> 01:05:52.318]  The small farms and ranches, they're now SWAT teaming again, organic farmers, that's coming up in 20 minutes.
[01:05:52.859 --> 01:05:53.820]  So this is very, very serious.
[01:05:53.840 --> 01:05:56.783]  I wanted to preface that before we bring Russell Wood up.
[01:05:57.163 --> 01:05:58.904]  Russell, good to have you here, sir.
[01:05:59.705 --> 01:06:02.428]  Tell us exactly what you're facing there in Missouri.
[01:06:03.288 --> 01:06:08.313]  The Conservation Department is trying to get some new regulations in place
[01:06:09.190 --> 01:06:15.111]  And the way the latest department is set up here, they're free of the legislature.
[01:06:16.492 --> 01:06:24.774]  Our lawmakers really have almost no control, well virtually no control, over their rules, regulations and or their spending.
[01:06:26.454 --> 01:06:35.476]  They've been giving a never-ending one-eighth cent sales tax with no control from any elected officials.
[01:06:36.197 --> 01:06:37.357]  It's theirs to spend.
[01:06:38.291 --> 01:07:04.100]  So they are pretty much free to do as they please, and right now they're proposing a new set of hunting regulations on deer and turkey, where they say, for one thing, that you must own at least 80 acres to qualify for a no-cost landowner deer permit, deer tag, or turkey tag.
[01:07:06.710 --> 01:07:12.714]  This is something that we're just simply not going to, we're just not going to stand for.
[01:07:12.734 --> 01:07:23.522]  They're also saying that we must register our property if we want this, if we want to hunt on our own property.
[01:07:24.523 --> 01:07:32.809]  The way they say it, they say landowner, hunters wanting to receive landowner deer and turkey permit privileges.
[01:07:34.192 --> 01:07:36.734]  They're going to extend us a privilege.
[01:07:37.795 --> 01:07:43.699]  We must first register our property with the landowner registry.
[01:07:45.200 --> 01:07:55.968]  And on this registering, they want, now this is off of their literature, they want property location, section, township, range.
[01:07:57.349 --> 01:08:00.591]  They want number of acres at that location.
[01:08:02.096 --> 01:08:08.380]  They want the status of each person there, whether it's immediate, household, whatever.
[01:08:11.182 --> 01:08:20.568]  Then they will be able to have their point of sale system so that when you walk in there, they have verification that you actually own land.
[01:08:20.948 --> 01:08:24.791]  They say that people have cheated on this before.
[01:08:26.464 --> 01:08:32.706]  Oh yeah, it's always how we all have to be treated like criminals, guilty until proven innocent, to stop a few, quote, cheats.
[01:08:33.607 --> 01:08:42.169]  I mean, you heard me do that whole rant earlier, sir, about the way they're treating people, the way they're acting, all these new bureaucrats, they're just, I mean, they need to get off our back.
[01:08:42.510 --> 01:08:47.751]  And just what you just read, they're saying it's a privilege to hunt on your own land, because it's our land.
[01:08:47.771 --> 01:08:49.232]  You pay property taxes on it,
[01:08:50.032 --> 01:08:54.235]  And then we come in there and then we give you permission to hunt on your own land.
[01:08:54.675 --> 01:08:57.917]  If you want to receive permit privileges.
[01:08:58.538 --> 01:08:58.838]  Yeah.
[01:08:59.078 --> 01:08:59.318]  Yeah.
[01:09:00.039 --> 01:09:14.289]  But they closed this little part by saying requiring persons to declare their specific land ownership up front will make it, now get this, easier for department personnel to verify land ownership.
[01:09:14.829 --> 01:09:19.192]  They don't say anything about this is a good deal for managing livestock.
[01:09:19.881 --> 01:09:24.644]  How about you go to the state and get half these people fired in this economy?
[01:09:26.985 --> 01:09:29.646]  There's no commercial poaching going on that I know of anymore.
[01:09:29.686 --> 01:09:31.047]  All they do is harass people.
[01:09:31.587 --> 01:09:35.509]  They can go arrest good old boys shooting deer off the highway on other people's property all day.
[01:09:36.110 --> 01:09:38.311]  That's fine and dandy, but no, they're there to harass.
[01:09:38.331 --> 01:09:38.871]  You can tell.
[01:09:38.951 --> 01:09:40.172]  They hate landowners.
[01:09:40.432 --> 01:09:41.473]  They hate America.
[01:09:41.613 --> 01:09:44.534]  They're a bunch of communist filth, and I'm calling them out.
[01:09:44.875 --> 01:09:47.516]  Get out of our country, you dirtbag trash.
[01:09:47.736 --> 01:09:48.737]  We're not in 1200 England.
[01:09:50.413 --> 01:09:50.693]  Thank you.
[01:10:12.638 --> 01:10:16.999]  Oh, just 2,300 parasitic environmental wackos.
[01:10:17.059 --> 01:10:19.400]  Again, they don't care about real environmental problems.
[01:10:19.440 --> 01:10:20.101]  I've run into them.
[01:10:20.141 --> 01:10:24.863]  These are hate-filled, sandal-wearing, long-haired communists.
[01:10:24.883 --> 01:10:27.124]  I'm not saying they're bad if they wear sandals and have long hair, but that type.
[01:10:27.404 --> 01:10:31.305]  And they go get a gun and a uniform, and literally, folks, I've run into them.
[01:10:31.525 --> 01:10:32.706]  They are scum.
[01:10:32.746 --> 01:10:33.126]  Go ahead.
[01:10:33.726 --> 01:10:39.909]  Well, so many of these, you know, the old conservation game wardens we used to have around here.
[01:10:40.595 --> 01:10:45.618]  Actually, we're interested in the wildlife and in managing wildlife and that sort of thing.
[01:10:46.598 --> 01:10:48.560]  Well, I heard Gary Brownfield talking about it himself.
[01:10:48.620 --> 01:10:52.482]  He worked for one of these big, you know, in Missouri.
[01:10:54.163 --> 01:10:59.686]  And he said you couldn't have paid them in the 60s when he was there to go out and do stuff like this and harass people.
[01:11:00.262 --> 01:11:05.625]  Many of these new ones are, they're the younger folks that have never been off asphalt in their life.
[01:11:05.645 --> 01:11:10.968]  Yeah, they come out of the big cities, they hate America, they hate hunting, and they're here to harass landowners.
[01:11:10.988 --> 01:11:13.369]  They need to get their ass off our property.
[01:11:14.350 --> 01:11:22.414]  But our response to this is that we will buy no deer or turkey tags, period.
[01:11:23.755 --> 01:11:28.057]  And there will also be no hunting on our property, on our private property,
[01:11:29.031 --> 01:11:33.335]  By anyone who has a deer or turkey tactic.
[01:11:33.375 --> 01:11:36.058]  And you guys have successfully used that tactic before.
[01:11:36.418 --> 01:11:39.701]  If all these greedy creatures care about some money, you'll just boycott them.
[01:11:41.202 --> 01:11:43.064]  We're just not going to buy their tags.
[01:11:43.905 --> 01:11:49.991]  We're going to post our land so that no one can out there accept ourselves.
[01:11:50.011 --> 01:11:50.851]  Alright, stay there sir.
[01:11:50.871 --> 01:11:54.014]  We're going to come back and talk more about what you're doing on the other side.
[01:11:54.034 --> 01:11:54.455]  Stay with us.
[01:11:57.230 --> 01:12:00.851]  Everyone knows that omega-3 should be an essential part of our daily diet.
[01:12:00.931 --> 01:12:06.553]  With so many different methods of consumption, how do you choose a simple yet effective way to get your daily intake?
[01:12:06.673 --> 01:12:10.714]  The friendly, knowledgeable folks at North American Nutrition have the answer.
[01:12:11.014 --> 01:12:13.295]  Nature's gem, premium omega-3.
[01:12:13.475 --> 01:12:19.377]  Unlike other flaxseed, our golden flax is grown on our farm in northern Minnesota, providing cooler temperatures.
[01:12:19.377 --> 01:12:20.078]  We're good to go!
[01:12:50.382 --> 01:12:54.264]  May I have everybody's attention, please?
[01:12:54.284 --> 01:13:01.728]  I've come with a message of information.
[01:13:01.748 --> 01:13:03.870]  9-11 was an inside job.
[01:13:04.010 --> 01:13:05.551]  Do you like being a puppet, sir?
[01:13:05.611 --> 01:13:07.212]  Do you like being a puppet for the New World Order?
[01:13:07.292 --> 01:13:10.093]  How do the American people know that 9-11 was a stage?
[01:13:10.113 --> 01:13:13.795]  It wasn't engineered by you, David Rockefeller, the Trilateral Commission, the CFR?
[01:13:23.474 --> 01:13:28.760]  Seven years after the attacks of September 11th, a global awakening has taken place.
[01:13:29.601 --> 01:13:30.722]  An inside job.
[01:13:32.114 --> 01:13:33.154]  How dare you?
[01:13:34.555 --> 01:13:39.617]  If you know that there's treason going on, you can be held accountable for treason yourself.
[01:13:39.637 --> 01:13:42.058]  All hell is breaking loose on 6th Avenue.
[01:13:42.098 --> 01:13:48.700]  And if the government has not told the truth in five years, we will be here on the 10th anniversary of... Truth Rising.
[01:13:48.760 --> 01:13:51.561]  Download the film at PrisonPlanet.tv right now.
[01:13:51.841 --> 01:13:53.822]  Or get the DVD at Infowars.com.
[01:13:54.102 --> 01:13:56.563]  It's now time to take the revolution to the next level.
[01:13:57.043 --> 01:14:03.270]  On the average, Americans work between 45 to 50 years hoping to build up enough wealth to retire and live out their golden years.
[01:14:03.730 --> 01:14:11.499]  Unfortunately, with taxation, the rising cost of food, energy, housing, and medical, many retirees are forced to live below the poverty line.
[01:14:11.839 --> 01:14:17.425]  Is this a flaw-free enterprise, or is our monetary unit we call the Federal Reserve Note forcing us into perpetual debt?
[01:14:17.754 --> 01:14:19.695]  Ensuring inflation and higher taxes.
[01:14:19.996 --> 01:14:24.759]  These questions and more can be answered by reading G. Edward Griffin's book, The Creature from Jekyll Island.
[01:14:25.099 --> 01:14:29.803]  Congressman Ron Paul states, it's what every American needs to know about central bank power.
[01:14:30.303 --> 01:14:34.166]  A gripping adventure into the secret world of international banking cartel.
[01:14:34.666 --> 01:14:35.667]  Hi, this is Ted Anderson.
[01:14:35.747 --> 01:14:39.830]  I will give a silver dollar from the early 1900s to anyone who purchases this book.
[01:14:40.250 --> 01:14:41.631]  Call 1-800-686-2237 and order a copy today.
[01:14:45.143 --> 01:14:47.711]  It's critical that the public be made aware of the system.
[01:14:48.132 --> 01:14:49.797]  Call and order your copy today at 1-800-686-2237.
[01:14:52.967 --> 01:14:53.788]  That's 1-800-686-2237.
[01:14:56.289 --> 01:15:01.932]  Doctors around the world claim that cancer and other diseases cannot live in a pH-balanced alkaline environment.
[01:15:02.112 --> 01:15:07.275]  But as you know, most people are overly acidic due to stress, acidic diet, and lack of exercise.
[01:15:07.556 --> 01:15:12.619]  pH balance is the foundation of energy abundance and perfect health, as well as prevention of disease.
[01:15:12.919 --> 01:15:16.481]  People who alkalize the water they drink experience normalized blood sugar.
[01:15:16.701 --> 01:15:17.041]  I'm good.
[01:15:33.653 --> 01:15:34.414]  Do your part.
[01:15:34.694 --> 01:15:36.955]  Alkalize and supercharge your body now.
[01:15:37.316 --> 01:15:46.162]  AlkaVision Plasma pH Drops contain a special mineral salt concentrate that raises the pH of the water you drink up to the pH of 10 with only 10 drops.
[01:15:46.522 --> 01:15:52.706]  Order your bottle of AlkaVision Plasma pH Drops now by going directly to alkavision.com.
[01:15:52.987 --> 01:15:54.387]  Again, that's alkavision.com.
[01:15:59.116 --> 01:16:04.983]  In the morning you go running For the man who stole your water
[01:16:18.038 --> 01:16:25.800]  Russell Wood, I want to have you back on for a full hour to go over this more in the future, but in the short segment we have, more about your fight against these people.
[01:16:25.880 --> 01:16:28.260]  I mean, look, it's time for us to stop being so nice, too.
[01:16:28.701 --> 01:16:43.044]  When you see these DNR people or these game wardens that are out of control, I'd walk right up to them in the local cafe and say, I'm tired of you enslaving this country and sucking off of us, and it's time for us to start shunning them and being aggressive like our founding fathers did, not just saying, well, we won't hunt this year.
[01:16:43.444 --> 01:16:46.825]  I know people have done that in other states, and I remember a few years ago in Missouri,
[01:16:47.225 --> 01:16:50.668]  Wasn't there something similar along these lines that made them back off?
[01:16:53.691 --> 01:16:55.533]  No, I don't think so.
[01:16:55.573 --> 01:16:56.254]  I don't remember it.
[01:16:56.374 --> 01:16:57.275]  I've seen some other cases.
[01:16:57.295 --> 01:16:58.396]  Well, I'll tell you what makes me mad.
[01:16:58.736 --> 01:17:04.542]  I read the stories about states where they don't pass the animal ID or premises ID to waive all your rights and go under their control.
[01:17:05.062 --> 01:17:11.108]  And then they'll tell, okay, the 4-H club, you've all got to sign your parents' property over to us so you can't show your cows or pigs.
[01:17:12.449 --> 01:17:14.090]  Oh yeah, I'm deeply immersed in this animal ID thing.
[01:17:14.110 --> 01:17:14.910]  And it comes from all angles.
[01:17:15.011 --> 01:17:16.932]  It comes from every side, doesn't it?
[01:17:38.456 --> 01:17:39.477]  Well, that's why I'm angry.
[01:17:39.537 --> 01:17:41.158]  I mean, it's feudalism.
[01:17:41.198 --> 01:17:42.219]  It's total serfdom.
[01:17:42.739 --> 01:17:42.939]  Yeah.
[01:17:44.981 --> 01:17:47.743]  Well, in the minutes we've got left, how do folks contact you?
[01:17:47.763 --> 01:17:48.624]  How do they get involved?
[01:17:48.644 --> 01:17:49.985]  We're on a few stations up in Missouri.
[01:17:50.525 --> 01:17:51.526]  How do people support you?
[01:17:52.246 --> 01:18:01.353]  Well, if they'll just, I'll give them my phone number and they can just call and we'll be getting word out as we progress.
[01:18:01.393 --> 01:18:05.056]  We hope to be getting some no trespassing or no hunting signs fixed.
[01:18:06.197 --> 01:18:07.558]  All with the same wording on
[01:18:08.522 --> 01:18:09.503]  Well, it's hard to say.
[01:18:09.523 --> 01:18:10.523]  We're not a real close-knit group.
[01:18:10.543 --> 01:18:13.926]  We have well over a thousand property owners involved.
[01:18:32.509 --> 01:18:36.731]  We get more than that when we start having rallies and gatherings, you know.
[01:18:36.871 --> 01:18:37.491]  That's right.
[01:18:37.531 --> 01:18:41.073]  You guys have had some big victories in Missouri against these criminals.
[01:18:41.573 --> 01:18:42.194]  Yes, we have.
[01:18:42.314 --> 01:18:42.874]  Yes, we have.
[01:18:43.454 --> 01:18:44.635]  Tell folks about those briefly.
[01:18:46.096 --> 01:18:46.416]  Okay.
[01:18:48.797 --> 01:19:01.163]  The one major one that we had had to do with the watershed district that had been put into effect legally, a freestanding
[01:19:02.159 --> 01:19:07.620]  entity with the rule-making rights and privileges established by the state.
[01:19:09.101 --> 01:19:29.985]  We didn't know about this until it was already in effect, and we went to work with legislators and pointing out what they had really done, and as happens too often, it had been fast without those voting for it really realizing what it said and what it did.
[01:19:31.141 --> 01:19:35.623]  And we were able to get that reversed.
[01:19:37.124 --> 01:19:45.048]  Nine counties were brought into this one big district, and some of the county commissioners didn't even know it was going on, hadn't even been contacted.
[01:19:46.289 --> 01:20:00.096]  As I say, we did get that reversed to prevent establishing a freestanding unit with the ability to make laws governing that district.
[01:20:00.791 --> 01:20:03.272]  And then they were to let people know what the rules were.
[01:20:03.832 --> 01:20:05.072]  This is a coming thing.
[01:20:05.232 --> 01:20:18.595]  This is an offshoot or actually an integral part of the Agenda 21 concepts of doing away with county boundaries.
[01:20:18.655 --> 01:20:26.917]  And here in Missouri right now, they're trying to blur the line between Missouri and Arkansas on watershed issues.
[01:20:30.962 --> 01:20:51.018]  We're so involved with the National Animal Identification System, and the efforts, combined efforts, not just us but others, we've been able to get a law passed here in Missouri to prevent mandatory premise registration for the National Animal Identification System.
[01:20:51.038 --> 01:21:00.065]  That's right, because there's not a law, but by color of law they try to fool and terrorize people into thinking there's a law, so you have to pass a law saying this is a fraud, there isn't a law.
[01:21:00.765 --> 01:21:20.455]  Yeah, and now the USDA has issued directives to the veterinarians and so forth to go ahead, now this is their wording, they say go ahead and assign a premise number to those who do not want one and put a little asterisk by it saying it was not
[01:21:22.295 --> 01:21:30.458]  And that's indentured servitude, making the professionals go out and enforce things that aren't even laws.
[01:21:30.798 --> 01:21:35.379]  Let's do a minute or two on the other side if you can, because I want to give out your phone number so folks can contact you.
[01:21:35.739 --> 01:21:45.142]  Russell's also a former school teacher, owner of Cable Enterprises, former owner of radio stations and movie theaters, and he's out there fighting Big Brother.
[01:21:47.422 --> 01:21:48.322]  We're on the march.
[01:21:48.803 --> 01:21:50.303]  The empire's on the run.
[01:21:51.335 --> 01:21:54.136]  Alex Jones and the GCN Radio Network.
[01:21:58.117 --> 01:21:59.318]  Hello, I'm Steve Shank.
[01:21:59.898 --> 01:22:06.080]  For the past several months, folks have constantly asked me to give them the date as to when they should be finished stocking up on food.
