[00:00:00.109 --> 00:00:02.473]  More on corruption.
[00:43:58.051 --> 00:43:59.294]  And that's in a three-way race.
[00:43:59.334 --> 00:44:00.116]  That's in a three-way.
[00:44:00.546 --> 00:44:01.806]  Right, that's in the three-way race.
[00:44:01.867 --> 00:44:02.847]  I'm in position here.
[00:44:03.187 --> 00:44:04.027]  Anything could happen.
[00:44:04.047 --> 00:44:05.968]  We're going to have a record turnout in Minnesota.
[00:44:06.228 --> 00:44:08.809]  They're predicting over an 80% voter turnout.
[00:44:09.149 --> 00:44:12.410]  And that means about 40% of those people showing up have not been polled.
[00:44:12.711 --> 00:44:13.711]  They haven't been counted.
[00:44:13.751 --> 00:44:18.913]  And depending on what those 40% do, they're going to elect the next senator from Minnesota, and I'm very confident.
[00:44:19.215 --> 00:44:20.576]  We may shock the world here again.
[00:44:20.636 --> 00:44:22.176]  Every ten years or so, we need a shock.
[00:44:22.556 --> 00:44:24.857]  Well, it's a big deal to send somebody to the U.S.
[00:44:24.917 --> 00:44:25.998]  Senate, and you've been there before.
[00:44:26.038 --> 00:44:28.638]  You need to go back this time for a full term, as I said earlier.
[00:44:29.019 --> 00:44:39.122]  The only thing that may kill you, and the thing I'm worried about, is mindless party voting, straight ticket voting, where somebody just lazily clicks for a whole party, Republican or Democrat.
[00:44:39.482 --> 00:44:46.045]  I hope they take the time out to go through all those races, and I hope they vote a split ticket, and I hope they vote for Dean Barkley.
[00:44:46.812 --> 00:44:55.761]  Well, you know, I know a lot of people in Minnesota now are thinking they like me, they like what I'm saying, they want to vote for me, but they're afraid that if they vote for me, they might get either Franken or Coleman.
[00:44:56.101 --> 00:45:01.326]  I'm saying vote for your first choice out of what you want, not out of your second choice out of fear of the third choice.
[00:45:01.546 --> 00:45:06.511]  You know, for once in your life, vote for who you want to do or who you want to send there, and if they do that, I will go.
[00:45:06.571 --> 00:45:07.512]  If they don't, I won't.
[00:45:07.532 --> 00:45:08.193]  It's that simple.
[00:45:08.453 --> 00:45:09.414]  If they vote their heart,
[00:45:09.781 --> 00:45:11.923]  Of what they really want, then I'll be your next U.S.
[00:45:11.963 --> 00:45:12.303]  Senator.
[00:45:12.343 --> 00:45:16.145]  But I don't know what the Minnesota voters are going to do, but I have confidence they're going to do the right thing.
[00:45:16.366 --> 00:45:21.229]  Well, it's like Governor Ventura always says, don't vote like it's a horse race for who you think the winner will be.
[00:45:21.329 --> 00:45:27.133]  Vote for the person that will say no to the bailout, no to the war, no to the war on drugs, no to the New World Order.
[00:45:27.153 --> 00:45:28.934]  Dean Barkley will do all of that.
[00:45:29.315 --> 00:45:34.178]  And regardless of what happens, I want to get you back up in the next few days to talk about the aftermath.
[00:45:34.338 --> 00:45:35.259]  Win, lose, or draw.
[00:45:35.679 --> 00:45:43.804]  And regardless, we win by taking action, so I salute the listeners of this show and Ted Anderson, who I know donated, and myself and everybody else who donated.
[00:45:44.264 --> 00:45:52.909]  Thank you, because we've got to at least stand up and vote for good third-party candidates when we get them, people who support Ron Paul, like Senator Dean Barkley.
[00:45:53.129 --> 00:45:54.290]  Dean, thanks for coming on with us.
[00:45:54.730 --> 00:45:56.791]  Well, thank you, Alex, and again, thanks to your listeners.
[00:45:56.831 --> 00:45:57.572]  They made it happen.
[00:45:57.692 --> 00:45:58.012]  You bet.
[00:45:58.052 --> 00:45:59.073]  SenatorBarkley.com.
[00:45:59.113 --> 00:45:59.413]  Take care.
[00:46:00.942 --> 00:46:04.443]  Alright, I know we got a lot of calls here, John, and I got my call list mixed up.
[00:46:04.463 --> 00:46:06.184]  Let's just take a bunch of calls here at the end.
[00:46:06.224 --> 00:46:07.144]  Who's first up here?
[00:46:07.504 --> 00:46:08.384]  Josh in California.
[00:46:08.464 --> 00:46:09.645]  Josh in California.
[00:46:09.685 --> 00:46:10.445]  You're on the air.
[00:46:10.505 --> 00:46:10.865]  Welcome.
[00:46:11.926 --> 00:46:12.206]  Hi.
[00:46:12.726 --> 00:46:12.966]  Hi.
[00:46:13.906 --> 00:46:23.309]  I just wanted to tell you some experience at college I've had with trying to do 9-11 Truth and just some other side notes, I guess.
[00:46:23.629 --> 00:46:23.910]  Okay.
[00:46:25.490 --> 00:46:28.071]  I'm in a state university in California, and
[00:46:28.843 --> 00:46:38.146]  I actually just moved here about a year ago, and I noticed the market is basically tons of $500,000 houses just completely empty.
[00:46:38.166 --> 00:46:41.947]  You know, people couldn't even, the banks couldn't even get anybody to get in the houses.
[00:46:41.967 --> 00:46:46.468]  So I just, when I moved here, I was like, wow, you know, this is going to fall.
[00:46:46.488 --> 00:46:47.749]  And I started telling people that.
[00:46:47.769 --> 00:46:50.790]  I had no idea, but now it's happened.
[00:46:50.850 --> 00:46:52.990]  And so, you know, I just gained a little credibility.
[00:46:54.051 --> 00:46:54.651]  But there's been a
[00:46:55.330 --> 00:46:56.931]  Well, these were the two faith-seeking types
[00:47:23.657 --> 00:47:26.118]  I guess somebody just said I could be a bomb.
[00:47:26.478 --> 00:47:34.301]  It's kind of ironic that... No, no, it's all... Again, by having all the bomb drills and all the things, then people start seeing cardboard boxes or tin cans and thinking they're bombs.
[00:47:34.361 --> 00:47:35.121]  I've got to let you go.
[00:47:35.161 --> 00:47:37.382]  Your Skype phone is just unintelligible.
[00:47:37.422 --> 00:47:39.583]  Call me back when you're on a regular phone line sometime, Josh.
[00:47:40.003 --> 00:47:41.743]  Mike in California, you're on the air.
[00:47:41.783 --> 00:47:42.123]  Welcome.
[00:47:43.024 --> 00:47:43.624]  How you doing, Alex?
[00:47:43.664 --> 00:47:43.904]  Good.
[00:47:44.984 --> 00:47:45.565]  Let me be real quick.
[00:47:45.605 --> 00:47:49.126]  I just want to be... I just want to thank you for all the good work you do.
[00:47:49.206 --> 00:47:51.326]  I'm a follower of the Yom Kippur Lodge in Muhammad.
[00:47:51.347 --> 00:47:52.287]  I know you get a lot of calls.
[00:47:53.339 --> 00:47:56.643]  You know, question chops a little bit, but I think you're doing a good job of keeping up.
[00:47:56.784 --> 00:47:57.124]  Thank you.
[00:47:58.105 --> 00:48:10.582]  With that being said, I was going to echo, like, being that the New World Order is predominantly white, what do you think their plans are for the Black Legion that they use to do whatever they do?
[00:48:11.198 --> 00:48:12.619]  What is your long-term plan for those?
[00:48:12.879 --> 00:48:13.379]  Well, I agree.
[00:48:13.419 --> 00:48:16.981]  In fact, that's a point I meant to make in the first hour for an article we're writing about this.
[00:48:20.003 --> 00:48:26.326]  Barack Obama is coming into office when the economy is imploding, when everything's falling apart, when the dollar is dying.
[00:48:26.946 --> 00:48:40.752]  And so there's going to be a honeymoon, and then he's going to get blamed for all of it, and the image in people's minds is going to be, okay, 140 years after slavery was abolished, we get a black president and look what happens when the guy's a puppet and did none of it, runs none of it.
[00:48:41.032 --> 00:48:45.154]  And they're going to do all this evil in his name, and then blacks are going to get blamed for that.
[00:48:45.214 --> 00:48:48.475]  Just like Texans got blamed for George Bush when he's not from Texas.
[00:48:51.298 --> 00:48:56.159]  And why is it that the Black Panthers, you mentioned earlier, you said the Black Panthers are blocking whites from voting.
[00:48:56.299 --> 00:48:56.919]  What is that about?
[00:48:56.939 --> 00:48:58.599]  Well, no, I just reported it.
[00:48:58.619 --> 00:48:59.980]  This is the top of the Drudge Report.
[00:49:00.340 --> 00:49:03.560]  And I said it's from Fox News, so I said it may not be true.
[00:49:04.861 --> 00:49:05.361]  Oh, okay.
[00:49:06.081 --> 00:49:17.263]  And also, if the dollar completely collapses, if the economy completely collapses, do you think that that means the complete end of America?
[00:49:18.539 --> 00:49:27.201]  It means a hardcore police state, government control of jobs, hellish consolidation all by design, and it'll be up to the people whether we ever get out of it or not.
[00:49:28.001 --> 00:49:29.302]  The government needs confidence.
[00:49:29.362 --> 00:49:30.242]  It needs to have leaders.
[00:49:30.622 --> 00:49:34.363]  It's like when a lot of third world countries are being looted, they'll have another president every six months.
[00:49:34.383 --> 00:49:39.304]  Like, oh, change, change, change, just to stall the people while the bankers are stealing everything.
[00:49:39.884 --> 00:49:46.870]  And that's pretty much what I see Barack Obama as, as just stalling people, trying to fool them so that they think there's a change.
[00:49:47.110 --> 00:49:51.214]  When the same international banks run and own it all, they're the ones doing it.
[00:49:52.355 --> 00:49:56.518]  Look, they're announcing more brigades for the American people, more army on the streets.
[00:49:56.778 --> 00:49:58.360]  That's going to continue under Obama.
[00:49:58.580 --> 00:50:00.001]  That would continue under McCain.
[00:50:00.581 --> 00:50:01.862]  These men are puppets.
[00:50:02.283 --> 00:50:05.906]  And as soon as we start realizing that, then we can start getting some real change.
[00:50:07.438 --> 00:50:23.523]  Yeah, because Al Sharpton and Jesse Jackson with his Rainbow Push Coalition, when you talk about the lead in the water and the vaccine shots and all that stuff, none of these guys, I don't hate them, but none of them have done anything, have taken any steps to inform
[00:50:26.505 --> 00:50:28.026]  That's what I'm saying.
[00:50:28.086 --> 00:50:29.187]  We're under attack.
[00:50:29.267 --> 00:50:30.728]  The government's been taken over.
[00:50:31.128 --> 00:50:33.009]  It's a military-industrial complex.
[00:50:33.049 --> 00:50:40.353]  We're under martial law already, basically, with the culture and the media and Congress being threatened with martial law they didn't submit.
[00:50:41.053 --> 00:50:41.473]  And so...
[00:50:42.774 --> 00:50:55.403]  All we can do is talk about the real issues instead of these diversions about hope and change and then meanwhile Barack Obama's owned and paid for by the very same people that own John McCain and George Bush.
[00:50:55.764 --> 00:50:59.566]  That's all I'm pointing out is that people are going to see change more than New World Order.
[00:50:59.886 --> 00:51:01.628]  I'm going to skip this break too so we can finish up.
[00:51:02.088 --> 00:51:04.370]  Come back with more calls and cover what's happening with the election.
[00:51:04.490 --> 00:51:07.792]  We'll be tracking all the election fraud and any crises that unfold as well.
[00:51:09.545 --> 00:51:10.665]  Okay, let me go back to him.
[00:51:10.685 --> 00:51:14.926]  We're still on PrisonPlanet.tv and on the Infowars.com streams, Mike.
[00:51:14.946 --> 00:51:17.227]  You know, this hurts me.
[00:51:18.567 --> 00:51:19.527]  You're still there, right, Mike?
[00:51:20.107 --> 00:51:21.067]  Yeah, I'm here.
[00:51:21.247 --> 00:51:34.390]  Because I'm so angry with the government, the engineers, the eugenicists, the New World Order crowd, that I know are racist, I know are evil, I know put HIV in the vaccines, not just in Africa, but that's where they really focus things.
[00:51:35.050 --> 00:51:38.231]  I know they hate black people, especially for some reason.
[00:51:39.011 --> 00:51:48.975]  And so, then I see him with Barack Obama, and then I see him bought and paid for by the same people, and then I see, you know, compared to Bush, he looks great, he seems nicer, friendlier, smarter.
[00:51:49.396 --> 00:51:58.640]  You know, I'm so sick of George Bush, I love seeing somebody that at least can talk nice, because it doesn't make me feel like I'm being insulted with some stuttering drug addict moron like George Bush.
[00:51:59.320 --> 00:52:03.442]  But at the same time, I know that he's New World Order, and I know it's going to end bad.
[00:52:04.400 --> 00:52:09.261]  And then I got so many black folks and white liberals sending me emails going, you're just racist, you just don't want a black president.
[00:52:09.382 --> 00:52:10.422]  I could care less!
[00:52:10.462 --> 00:52:12.622]  Number one, I know presidents are puppets.
[00:52:12.663 --> 00:52:15.943]  So if I was a white racist, why would I care if there's some black puppet?
[00:52:16.664 --> 00:52:23.746]  And especially if I was a white racist, I want your take on this, I would love it that they're going to be setting him up and blame him for everything that's going to happen.
[00:52:24.106 --> 00:52:24.486]  Go ahead.
[00:52:25.286 --> 00:52:31.588]  Well, I agree, because then if they do blame him, it's like, okay, you had a black guy did it, or it happened under his watch type deal.
[00:52:31.608 --> 00:52:34.109]  So I can see it definitely going that route.
[00:52:34.485 --> 00:52:54.440]  But what I don't get, you know, and even though I'm a follower of Elijah Muhammad, I'm pretty sure we have some differences in our ideology, I just think folks should focus, we should focus on the things that we do agree on, and that is that you have an elite out there whose sole purpose is to go out and do harm to people, or create an unstable environment that they can control.
[00:52:54.480 --> 00:52:54.980]  Well that's it.
[00:52:55.020 --> 00:52:56.581]  What's the name of the nation in Islam?
[00:52:56.661 --> 00:52:58.523]  The final call of the trumpet, what is it?
[00:52:59.742 --> 00:53:01.804]  Yeah, that's the paper, the final call, yeah.
[00:53:02.024 --> 00:53:13.573]  Yeah, but I mean, I remember reading Eustace Mullins, you know, ads for books about the private Federal Reserve, and don't take vaccines, and don't use drugs, the man shipping them in, and be strong, and have strong families.
[00:53:14.154 --> 00:53:18.777]  I totally agree with all of that, because I want all communities to be strong.
[00:53:19.078 --> 00:53:19.898]  I'm a moral person.
[00:53:19.918 --> 00:53:21.239]  I don't like seeing people do bad.
[00:53:21.520 --> 00:53:23.902]  I'm not in race politics, but then I see
[00:53:24.542 --> 00:53:25.563]  I don't agree with him on that.
[00:53:25.583 --> 00:53:29.087]  I don't think we should support anyone that backs up policies that are detrimental to black people.
[00:53:42.870 --> 00:53:43.470]  Or anybody.
[00:53:43.530 --> 00:53:44.311]  Look, look, look.
[00:53:44.631 --> 00:53:46.852]  White folks love the police state in the black neighborhoods.
[00:53:46.872 --> 00:53:47.533]  The racist whites.
[00:53:47.553 --> 00:53:48.433]  About 30% of whites.
[00:53:48.853 --> 00:53:49.274]  They love it.
[00:53:49.294 --> 00:53:51.095]  Don't they know that's training for their neighborhood?
[00:53:51.615 --> 00:53:59.419]  I mean, my God, if I don't have empathy for a black child being killed with an HIV injection through a polio shot cover, I mean, how would I not empathize?
[00:53:59.800 --> 00:54:00.880]  I mean, how would I not care?
[00:54:01.280 --> 00:54:07.424]  I mean, people think we can kill Iraqi children, but then that won't happen to us here at home.
[00:54:07.804 --> 00:54:09.185]  Go ahead, you've got the floor, sir.
[00:54:09.585 --> 00:54:10.886]  Let's go back to the full audience here.
[00:54:15.607 --> 00:54:16.928]  We're back live, ladies and gentlemen.
[00:54:16.948 --> 00:54:18.310]  My SDN line just cut out.
[00:54:18.330 --> 00:54:19.191]  We'll get reconnected there.
[00:54:19.211 --> 00:54:21.033]  Having a lot of problems with those.
[00:54:21.473 --> 00:54:23.255]  You've got the final word here, Mike.
[00:54:23.315 --> 00:54:26.739]  I want to let you finish up with what I was just saying in the behind-the-scenes talk.
[00:54:31.175 --> 00:54:32.036]  Hello Mike, how are you?
[00:54:32.096 --> 00:54:32.636]  Can you hear me?
[00:54:32.676 --> 00:54:34.937]  Yeah, I just wanted to comment on the
[00:55:00.970 --> 00:55:06.513]  People voted, people said, and it doesn't really matter who is going to be in office.
[00:55:06.933 --> 00:55:13.256]  They're both pretty much the same and it won't make any difference because they're both owned by the same people, the globalists.
[00:55:13.917 --> 00:55:14.677]  That's right.
[00:55:15.517 --> 00:55:16.038]  Globalists.
[00:55:16.238 --> 00:55:24.342]  So, you know, I can hear people getting really excited, oh, Obama's going to do this, Obama's going to do that.
[00:55:25.022 --> 00:55:26.443]  Well, he cannot do any of that.
[00:55:27.432 --> 00:55:28.733]  Any of that has not been approved.
[00:55:28.753 --> 00:55:39.080]  He just does not have the freedom to do all the things that he wants because he's going to do exactly what he was told to do.
[00:55:40.241 --> 00:55:45.444]  Anyways, the whole idea is to get all the people to go and vote.
[00:55:46.225 --> 00:55:55.931]  And recently I came across an interesting book of a gentleman that has done really in-depth good work on the Constitution.
[00:55:57.284 --> 00:56:00.686]  Process of voting.
[00:56:01.726 --> 00:56:11.171]  Basically, you mentioned previously that when people sometimes get stopped, pulled over, they can get arrested for being citizens.
[00:56:11.671 --> 00:56:14.752]  And the ones that are not citizens, they're just left alone.
[00:56:15.933 --> 00:56:18.474]  The whole thing is the key word here is citizen.
[00:56:19.194 --> 00:56:24.597]  And this book that I'm talking about is called The Red Amendment.
[00:56:25.457 --> 00:56:26.398]  It was written by
[00:56:26.963 --> 00:56:31.476]  That person who spent a lot of time researching the...
[00:56:34.261 --> 00:56:36.162]  That's the kind of stuff I deal with here on air.
[00:56:36.202 --> 00:56:38.344]  That's the great thing about the behind-the-scenes stuff.
[00:56:38.724 --> 00:56:42.946]  I've got these headphones blaring so I can hear that low caller and then that comes in.
[00:56:42.966 --> 00:56:46.849]  Yeah, caller, I'm going to let you go.
[00:56:47.149 --> 00:56:47.689]  I'm going to let you go.
[00:56:47.709 --> 00:56:49.791]  We're having technical difficulties right here at the end of the show.
[00:56:49.811 --> 00:56:51.692]  I appreciate your call.
[00:56:52.432 --> 00:56:55.534]  Sometimes things just go completely to hell in a handbasket here.
[00:56:55.554 --> 00:56:56.835]  We're not going to take any more calls.
[00:56:57.475 --> 00:57:00.397]  If any riots break out, God forbid, we're not saying that's going to happen.
[00:57:00.417 --> 00:57:02.679]  People will edit that together and have me saying it on the web.
[00:57:03.459 --> 00:57:10.943]  If anything breaks out like the police are saying it could, if anything develops, I'm sure there's already election fraud on both sides going on everywhere.
[00:57:10.983 --> 00:57:12.044]  It's constantly happening.
[00:57:12.064 --> 00:57:14.806]  We will have Bev Harris on tomorrow.
[00:57:16.462 --> 00:57:20.683]  We will have a host of other guests on tomorrow as we track.
[00:57:20.723 --> 00:57:22.084]  Tomorrow will really be the big show.
[00:57:22.464 --> 00:57:24.525]  In the aftermath, we're going to know who the president is.
[00:57:25.125 --> 00:57:29.106]  I'm up here tonight on foreign TV, foreign radio.
[00:57:29.266 --> 00:57:43.831]  I may sometime tonight just be listening to the audio streams at InfoWars.com and the feeds at PrisonPlanet.tv go live for a few hours tonight as things develop so we can report on what's happening.
[00:57:43.871 --> 00:57:44.171]  In fact,
[00:57:45.506 --> 00:57:46.808]  In fact, I'll just go live tonight.
[00:57:50.151 --> 00:57:52.614]  We should know a lot by 8 o'clock.
[00:57:53.495 --> 00:57:54.857]  I'll either go live at 8 p.m.
[00:57:54.897 --> 00:57:56.739]  Central or 9 p.m.
[00:57:56.759 --> 00:57:57.079]  Central.
[00:57:57.600 --> 00:57:59.842]  And I'll do an hour or two then.
[00:57:59.862 --> 00:58:01.264]  I'm going to be up at the office doing interviews.
[00:58:01.304 --> 00:58:02.205]  I'll play it by ear.
[00:58:02.766 --> 00:58:05.509]  I've got an interview at 10 o'clock Central, so I've got to be off the air by then.
[00:58:06.761 --> 00:58:08.122]  I want to thank all the callers.
[00:58:08.463 --> 00:58:12.526]  I want to thank everybody that's tuning in to the radio show and the TV show.
[00:58:12.546 --> 00:58:14.588]  I want to thank all the affiliates, sponsors, everybody.
[00:58:16.109 --> 00:58:24.016]  Tonight we also have a toll-free number here at my studio and so we'll be able to take your phone calls and comment on the election.
[00:58:25.177 --> 00:58:26.479]  You know, instead of waffling around
[00:58:31.687 --> 00:58:34.788]  I'll go live tonight here at 8 o'clock.
[00:58:34.808 --> 00:58:36.288]  8 p.m.
[00:58:36.308 --> 00:58:42.870]  Alright, retransmission starts now at InfoWars.com at a key rant on the Left-Right Paradigm at the start of the show for 30 minutes.
[00:58:42.890 --> 00:58:43.450]  I think it's key.
[00:58:43.530 --> 00:58:44.191]  Please record it.
[00:58:44.211 --> 00:58:44.931]  Get it out to everybody.
[00:58:45.331 --> 00:58:45.991]  God bless you all.
[00:58:46.031 --> 00:58:46.711]  Thanks for tuning in.
[00:58:46.751 --> 00:58:47.092]  Take care.
[00:58:47.112 --> 00:58:47.632]  We'll be right back.
[00:58:50.032 --> 00:58:51.533]  Thank you for listening to GCN.
