[00:00:00.069 --> 00:00:01.029]  Engine Moving Parts.
[00:44:24.362 --> 00:44:25.963]  It's called Goldman Sachs Anonymous.
[00:44:27.683 --> 00:44:34.625]  Everyone gets together in a church basement, and they go the 12 steps of Goldman Sachs Anonymous, then we are powerless over Goldman Sachs.
[00:44:35.065 --> 00:44:44.287]  Now, it sounds a bit glib, but on the other hand, it's a way for people to reach out to their neighbor, because one thing that's going to get people through this crisis is it's going to be neighbor to neighbor.
[00:44:44.687 --> 00:44:45.887]  So, get to know your neighbors.
[00:44:45.967 --> 00:44:50.748]  Get to know the people around you, because that's going to be key to your survival, I think.
[00:44:51.355 --> 00:44:56.337]  And, I mean, it could bring people together, unfortunately, in a crisis, but generally that's what happens.
[00:44:56.437 --> 00:44:56.957]  Absolutely.
[00:44:56.997 --> 00:44:59.298]  Let's go to one more caller here.
[00:44:59.338 --> 00:45:00.119]  David in Michigan.
[00:45:00.139 --> 00:45:02.860]  You're on the air with Max Keiser.
[00:45:02.900 --> 00:45:03.720]  Great discussion, guys.
[00:45:03.980 --> 00:45:05.201]  One question, I'll be brief with it.
[00:45:05.941 --> 00:45:14.704]  Because China owns so much of our treasury bills, the trade deficit is so high, what role do you think that China's going to play in this post-economic meltdown?
[00:45:15.165 --> 00:45:18.486]  I mean, Alex, you know as well as I do that this country is New World Order's dream.
[00:45:19.106 --> 00:45:20.667]  They'd love to run every country like this.
[00:45:21.365 --> 00:45:25.387]  I mean, after all of a sudden, Donald Trump, are we going to be slaves to the Chinese Empire?
[00:45:25.467 --> 00:45:27.128]  I think this is going to hurt the Chinese as well.
[00:45:27.148 --> 00:45:28.929]  I think they're going to have their hands full there.
[00:45:28.949 --> 00:45:36.112]  I mean, most economists say if China ever gets down to 7% unemployment, they'd melt down.
[00:45:36.392 --> 00:45:39.594]  Or if their growth drops to 6%, they're dead meat.
[00:45:39.634 --> 00:45:40.214]  Max Keiser?
[00:45:41.534 --> 00:45:45.796]  Who took the Bank of China public two years ago on the biggest IPO in the history of the world?
[00:45:47.537 --> 00:45:47.897]  Answer?
[00:45:48.017 --> 00:45:48.638]  Goldman Sachs.
[00:45:50.109 --> 00:45:50.949]  Okay, Goldman Sachs.
[00:45:51.029 --> 00:45:51.990]  Hank Paulson is there.
[00:45:52.250 --> 00:45:56.351]  He made something like 14 trips to China during his last year at Goldman Sachs.
[00:45:56.911 --> 00:45:58.612]  He is completely in China's pocket.
[00:45:58.752 --> 00:45:59.092]  That's right.
[00:45:59.132 --> 00:46:00.433]  He was the Goldman Sachs guy.
[00:46:00.453 --> 00:46:04.814]  That was his first big job there decades ago, was Goldman Sachs' minion in China.
[00:46:05.614 --> 00:46:09.356]  You know, his first big job was he was working for Richard Nixon in Washington.
[00:46:10.336 --> 00:46:12.357]  And he was definitely with China.
[00:46:12.377 --> 00:46:13.577]  They've got that huge IPO.
[00:46:14.219 --> 00:46:21.064]  And, you know, I think that China has said that they're transitioning out of dollars into gold as well.
[00:46:21.364 --> 00:46:25.608]  They have to be careful because they... Well, Cheney got out of dollars two years ago.
[00:46:25.648 --> 00:46:28.069]  I mean, everybody's moving to Dubai, I guess.
[00:46:28.110 --> 00:46:30.731]  Why is Dubai, Max, the place to be for the elites?
[00:46:31.652 --> 00:46:32.493]  No extradition law.
[00:46:34.867 --> 00:46:35.768]  There goes your answer.
[00:46:35.788 --> 00:46:43.011]  You know, we're going to talk behind scenes just for the internet audience and then let Max Keiser go because I've got to air at least most of this 30 minutes and tomorrow I'll air more and comment on it.
[00:46:43.031 --> 00:46:47.374]  But I promised I had people come in and edit this four hours down to 30 minutes so that is coming up.
[00:46:47.774 --> 00:46:50.395]  So we appreciate Max Keiser joining us, MaxKeiser.com.
[00:46:50.655 --> 00:46:51.656]  That's it for the full interview.
[00:46:51.696 --> 00:46:54.817]  We'll talk for four minutes behind the scenes and come out with the audio clip.
[00:46:55.358 --> 00:46:55.678]  Here we go.
[00:46:58.064 --> 00:47:00.947]  Okay, Max, again, let's take a few more calls here.
[00:47:01.027 --> 00:47:02.708]  Kevin, in New York.
[00:47:02.748 --> 00:47:04.349]  Kevin, you're on the air with Max Keiser.
[00:47:04.369 --> 00:47:04.770]  Go ahead.
[00:47:08.233 --> 00:47:08.833]  Come on, Kevin.
[00:47:09.233 --> 00:47:10.895]  Earth to Kevin.
[00:47:11.395 --> 00:47:11.575]  Yes.
[00:47:11.896 --> 00:47:12.616]  Go ahead, you're on the air.
[00:47:13.877 --> 00:47:24.106]  This is with regards to the conversation they had with Valente a little earlier ago and how the government is consolidating and the command and control type thing.
[00:47:24.522 --> 00:47:36.134]  And I'd just like to reference that in terms of a new article by Naomi Klein in Rolling Stone, in the New Chalk, and she refers to the Bank of New York Mellon as being the kind of general contractor for the bailout.
[00:47:36.594 --> 00:47:39.397]  So, you know, just two images here.
[00:47:39.497 --> 00:47:45.664]  One is that the government is consolidating the corporations, and the other is that the corporations are consolidating or privatizing the government.
[00:47:46.204 --> 00:47:47.746]  And your comments, and I'll take them off air.
[00:47:48.728 --> 00:47:50.209]  It's just a mass raping.
[00:47:50.249 --> 00:47:56.030]  I mean, government, corporations at the top, it's all one animal, and it's just total booty.
[00:47:56.090 --> 00:47:59.851]  It's total just grabbing, stealing, gobbling, laughing, giggling.
[00:48:00.531 --> 00:48:02.372]  It's just Nero-esque insanity.
[00:48:02.652 --> 00:48:03.232]  Max Keiser?
[00:48:04.633 --> 00:48:06.753]  Well, it's balance sheet consolidation, you know.
[00:48:06.913 --> 00:48:12.375]  For example, when Bear Stearns blew up, the fact is that Bear Stearns wasn't the problem case.
[00:48:12.395 --> 00:48:12.795]  J.P.
[00:48:12.815 --> 00:48:13.715]  Morgan was the problem.
[00:48:14.015 --> 00:48:14.335]  J.P.
[00:48:14.375 --> 00:48:16.336]  Morgan had unbelievable amounts of
[00:48:16.857 --> 00:48:20.119]  Derivative contracts with no counterparty able to satisfy.
[00:48:20.499 --> 00:48:26.444]  And so what they did was they blew up Bear Stearns to get rid of the counterparty that can make claims against J.P.
[00:48:26.484 --> 00:48:26.764]  Morgan.
[00:48:27.044 --> 00:48:27.684]  J.P.
[00:48:27.704 --> 00:48:30.626]  Morgan assassinated Bear Stearns for their own good.
[00:48:31.047 --> 00:48:32.247]  That company was assassinated.
[00:48:33.408 --> 00:48:38.352]  That's what a lot of experts... You see a lot of this consolidation of balance sheets in the banking industry.
[00:48:38.372 --> 00:48:43.055]  So Bank A goes to Bank B and says, oh, we've got these risks, you've got those risks, these assets.
[00:48:43.155 --> 00:48:46.177]  You know, when I was working on Wall Street, we used to do a thing called swapping dead books.
[00:48:46.880 --> 00:48:57.444]  So, if I'm a broker and I work in one brokerage firm, and I've blown up a lot of customers, I can go across the street to the broker of the other brokerage firm who's blown up a lot of customers, and we swap each other's blown-up customers.
[00:48:57.684 --> 00:49:01.766]  Then I call up his blown-up customers and I say, hey, you know, I got a great stock tip for you.
[00:49:01.886 --> 00:49:07.768]  I already know his name, his brokerage account, his social security number, and I know what stocks he's owned, and I know how much he's lost.
[00:49:08.168 --> 00:49:13.650]  And I can just put into my pitch, well, I think you could make X amount of money, and I hope you didn't buy this other stock last year.
[00:49:13.670 --> 00:49:14.791]  That was last year's loser.
[00:49:15.464 --> 00:49:18.447]  And meanwhile, this broker who I swapped dead books is doing the same thing at his firm.
[00:49:19.247 --> 00:49:21.009]  So now you're seeing banks do that with each other.
[00:49:21.029 --> 00:49:28.475]  They're swapping each other's dead clients and dead bonds for fees, and it's just another chapter in this huge Ponzi scheme.
[00:49:29.395 --> 00:49:36.561]  And the government's going to come out and scalp the public to feed it to the bankers who sit there like 800-pound children gobbling our society.
[00:49:37.202 --> 00:49:39.524]  Daniel in Texas, last caller for Max Keiser.
[00:49:44.468 --> 00:49:46.690]  These callers are really taking their time today.
[00:49:46.710 --> 00:49:47.470]  Daniel, go ahead.
[00:49:47.490 --> 00:49:48.651]  They're in shock!
[00:49:50.493 --> 00:49:59.019]  I would like to ask Mike Kaiser, why are the guys trying to destroy the middle class and at the same time trying to give us this massive superhighway?
[00:49:59.540 --> 00:50:01.281]  Who's going to be buying all the goods that they ship in?
[00:50:02.442 --> 00:50:05.885]  Well, after they consolidate everything, they'll start the economy back over again.
[00:50:07.006 --> 00:50:10.889]  They want to tax all the roads and those will be multinational corridors, Mr. Kaiser.
[00:50:12.139 --> 00:50:15.565]  Right, but the toll booths on those roads are not going to be owned by Americans.
[00:50:15.946 --> 00:50:19.212]  And Americans spent generations building an infrastructure, roads, bridges, and tunnels.
[00:50:19.611 --> 00:50:24.575]  And they should get the fees on the tollbooths, but those tollbooths are being sold to our foreign creditors in China.
[00:50:25.115 --> 00:50:28.738]  Hey, we're out of time, Daniel, and I'm sorry to Rob and George and everybody else.
[00:50:28.778 --> 00:50:30.339]  Call back next time Kaiser's on.
[00:50:30.359 --> 00:50:31.340]  You'll go to the head of the line.
[00:50:31.840 --> 00:50:34.242]  MaxKaiser.com.
[00:50:35.003 --> 00:50:42.048]  I want to really thank you for having me on the show, and you've got my office number or Trey's email if you want me on that 28th.
[00:50:42.489 --> 00:50:47.252]  And if I can't make it for that, or if you can't have me on then, I'll be glad to come on to the second one or whatever.
[00:50:47.713 --> 00:50:49.134]  And thanks for spending time with us, Max.
[00:50:50.233 --> 00:50:51.274]  Thanks Alex, great show.
[00:50:51.574 --> 00:50:52.595]  Appreciate you coming on.
[00:50:52.635 --> 00:50:53.957]  MaxKaiser.com, take care.
[00:50:55.118 --> 00:51:00.884]  Alright, there goes Max Kaiser from Paris, where my wife wants to move, where we never will move.
[00:51:00.984 --> 00:51:02.065]  Alright, here we go.
[00:51:05.048 --> 00:51:11.275]  Okay, we're going to go ahead and go for this segment for the rest of the show, with 30 minutes.
[00:51:12.195 --> 00:51:13.297]  We may not even get to all of this.
[00:51:15.762 --> 00:51:20.285]  Yeah, I really should just play this tomorrow and then stop and comment on it, because there's so many facets to it.
[00:51:20.305 --> 00:51:23.227]  But this is Kashkari being grilled.
[00:51:24.789 --> 00:51:27.631]  This is only 30 minutes of four hours of the hearings last Friday.
[00:51:27.851 --> 00:51:31.353]  Tomorrow I'm going to play some more of this in the end of it, and then comment more on it.
[00:51:31.974 --> 00:51:34.856]  But here it is, ladies and gentlemen, so stay with us.
[00:51:35.557 --> 00:51:44.143]  Now, I heard your testimony, and I have to say that I'm a little bit surprised because
[00:51:45.051 --> 00:52:07.087]  It appears that testimony was prepared before Mr. Paulson's statement about the purposes of the Troubled Asset Relief Program and the Secretary's decision not to purchase mortgage assets through his decision.
[00:52:07.928 --> 00:52:14.112]  Hasn't Treasury rendered obsolete entire sections of the Emergency Economic Stabilization Act
[00:52:17.111 --> 00:52:23.113]  Because there was no question about congressional intention that Treasury use an asset purchase program to mitigate foreclosures.
[00:52:25.153 --> 00:52:26.113]  Do you have a response to that?
[00:52:27.834 --> 00:52:33.915]  We worked very hard with both houses of Congress to design the legislation to provide a lot of flexibility.
[00:52:34.975 --> 00:52:39.736]  And we and the other regulators are using every tool at our disposal to get at this problem.
[00:52:40.556 --> 00:52:43.077]  Stabilizing the financial system as well as helping homeowners.
[00:52:44.176 --> 00:52:56.218]  And Secretary Paulson and Chairman Bernanke and Treasury, we have been looking at how do we deploy these resources to first stabilize the system so that we can get credit flowing to the entire economy, to our communities.
[00:52:56.418 --> 00:53:04.720]  And so Secretary Paulson made the determination that the best way to get at this problem, given how rapidly markets were deteriorating, was to lead with capital.
[00:53:05.260 --> 00:53:09.681]  But that doesn't mean that we don't care about other aspects that are very, very important.
[00:53:10.146 --> 00:53:12.947]  We're trying to use the right tool to solve the right problem.
[00:53:12.967 --> 00:53:36.374]  Well, it would appear, Mr. Kashkari, that Secretary Paulson has gutted Section 109 of the Act, which requires Treasury to undertake specified steps to mitigate foreclosures with respect to the mortgages it acquires, including working with other federal regulators to directly identify troubled assets to acquire to further loan modification efforts.
[00:53:39.526 --> 00:53:45.108]  How do you reconcile this policy reversal with Congress's expectations laid out in the statute?
[00:53:46.148 --> 00:54:02.092]  Congressman, there are other sections of the Act, as an example, that direct other government agencies, whether it's FHFA in its conservatorship of the GSEs, FHA, the Federal Reserve, to the extent that they own or control mortgages to take action.
[00:54:02.112 --> 00:54:05.093]  So let me give you an example, Congressman, because this point is very important.
[00:54:05.931 --> 00:54:14.856]  If we had spent all 700 billion dollars buying loans, that would be around three million loans or so, depending on the value of the loans, but around three million, three and a half million.
[00:54:17.797 --> 00:54:35.247]  Instead, if you look at the actions that we took on Tuesday, by using the GSEs to now set a new industry standard for loan servicing, when the GSE set a standard, other servicers around the country use that standard, whether it's for GSE loans or for other loans, those actions and that protocol
[00:54:35.742 --> 00:54:39.685]  It has the ability to influence servicing for almost every loan in America.
[00:54:40.025 --> 00:54:43.107]  There are 55 million residential mortgages in America.
[00:54:43.207 --> 00:54:45.149]  It could touch 3 million or 55.
[00:54:45.909 --> 00:54:58.879]  Sir, it has the ability, but the problem is that Treasury, by taking this action that de-emphasizes loan modification, has essentially sent a signal to all the banks that this isn't particularly what you're concerned about.
[00:54:59.219 --> 00:55:01.921]  I mean, even though you may maintain, oh, this is in there.
[00:55:02.671 --> 00:55:03.472]  I've got the act.
[00:55:03.532 --> 00:55:04.413]  Here's the purposes.
[00:55:04.473 --> 00:55:05.433]  I want to spell them out.
[00:55:05.954 --> 00:55:13.020]  The purposes of the act are, and number two, to ensure that such authority and facilities are used in a manner that protects home values.
[00:55:13.601 --> 00:55:18.204]  And then it goes on to section B, preserves home ownership.
[00:55:18.805 --> 00:55:21.808]  Now the Treasury just basically cut that out of the bill.
[00:55:22.648 --> 00:55:30.215]  And what we have here is a situation where banks are hoarding the money,
[00:55:31.269 --> 00:55:32.489]  That they're getting from the TARP.
[00:55:32.529 --> 00:55:34.410]  They're using the money to purchase other bags.
[00:55:35.250 --> 00:55:36.490]  We still have a credit freeze.
[00:55:36.530 --> 00:55:37.750]  I'm looking at your testimony.
[00:55:37.770 --> 00:55:45.372]  You're saying credit markets were largely frozen, denying financial institutions, businesses, consumers access to vital funding and credit.
[00:55:45.952 --> 00:55:48.793]  Financial institutions were under extreme pressure.
[00:55:49.213 --> 00:55:52.113]  Investor confidence in our system was dangerously low.
[00:55:52.693 --> 00:55:53.273]  Hello?
[00:55:53.313 --> 00:55:54.694]  Are we in a different universe here?
[00:55:54.714 --> 00:55:57.734]  The same situation prevails today!
[00:55:58.895 --> 00:56:00.795]  And yet, your testimony
[00:56:01.622 --> 00:56:04.624]  Acts as though, well, you know, we're just merrily skipping along our way here.
[00:56:04.664 --> 00:56:07.345]  We've got millions of people threatened with losing their homes.
[00:56:08.346 --> 00:56:14.829]  And the underlying problem is that banks are now increasing their interest rates in order to get more customers.
[00:56:14.869 --> 00:56:15.709]  Think about this now.
[00:56:15.789 --> 00:56:19.211]  It's counterintuitive to your troubled asset relief program.
[00:56:19.431 --> 00:56:22.193]  You're now saying we're going to put the money into the banks.
[00:56:23.253 --> 00:56:24.774]  Into these financial institutions.
[00:56:25.516 --> 00:56:27.157]  Shore up finance capital.
[00:56:27.197 --> 00:56:35.983]  Well, finance capital now is seeing that the only way they can survive is to start to raise their interest rates and give away some of the money that the government's giving to them.
[00:56:36.683 --> 00:56:38.565]  At the same time, you're picking winners and losers.
[00:56:39.325 --> 00:56:42.287]  How do you reconcile these policy reversals?
[00:56:44.408 --> 00:56:48.171]  And why won't Treasury act swiftly and forcefully to maximize the system?
[00:56:51.473 --> 00:56:52.454]  We're on the march.
[00:56:52.854 --> 00:56:54.395]  The empire's on the run.
[00:56:55.379 --> 00:56:58.140]  Alex Jones and the GCN Radio Network.
[00:57:02.401 --> 00:57:04.242]  Hello, I'm Steve Schenck.
[00:57:04.722 --> 00:57:07.763]  We're entering a holiday season never before seen in America.
[00:57:08.203 --> 00:57:16.606]  We're thankful for the warning given by members of Mr. Obama's campaign team of the coming international incident, which will force unpopular decisions.
[00:57:17.026 --> 00:57:22.468]  Without this warning, many of us who still have money available would have unknowingly wasted on a Christmas
[00:57:23.677 --> 00:57:23.897]  I think so.
[00:57:48.320 --> 00:57:55.403]  Today unlike any other in the long course of American history a terrorist act of war against this country.
[00:57:55.423 --> 00:57:57.524]  The enemy struck America on September 11th.
[00:58:10.706 --> 00:58:11.726]  But who is the enemy?
[00:58:12.247 --> 00:58:12.767]  Bin Laden.
[00:58:13.067 --> 00:58:14.048]  This is his M.O.
[00:58:14.068 --> 00:58:15.368]  We have to look to the Middle East.
[00:58:15.408 --> 00:58:17.089]  We have to look to Osama Bin Laden.
[00:58:17.409 --> 00:58:24.152]  Fabled Enemies is the first 9-11 film to take a close look at the terrorist ties to intelligence networks inside the United States.
[00:58:24.552 --> 00:58:25.012]  Some U.S.
[00:58:25.032 --> 00:58:30.715]  investigators believe that there are Israelis again very much engaged in spying in and on the U.S.
[00:58:31.395 --> 00:58:34.856]  I'm aware that some Israeli citizens have been detained.
[00:58:34.876 --> 00:58:45.118]  Bin Laden's connections to the CIA, the hijacker's ties to the FBI, the Saudi Arabian connection, the Israeli intelligence network, warnings and war games, the shadow government, and much, much more.
[00:58:45.358 --> 00:58:46.098]  Fabled enemies.
[00:58:46.598 --> 00:58:53.879]  Get the DVD at InfoWars.com or see it in super high quality along with hundreds of other titles at PrisonPlanet.tv.
[00:58:54.339 --> 00:58:57.700]  Either you are with us or you are with the terrorists.
[00:59:01.647 --> 00:59:03.128]  Survival Property.com.
[00:59:03.808 --> 00:59:09.771]  Long time survivalist author Ragnar Benson wrote, A survival retreat is a place you go to live, not die.
[00:59:10.172 --> 00:59:15.154]  It is a place out of the mainstream of events that contains the means to survive without outside support.
[00:59:15.674 --> 00:59:20.657]  A place where you find shelter, protection, food, water, medicine and warmth
[00:59:23.379 --> 00:59:24.340]  We're good to go.
[00:59:47.885 --> 00:59:49.306]  Act now before it's too late.
[00:59:49.846 --> 00:59:58.032]  In order to find your new, high-security, self-sufficient, off-grid, beautiful retreat property, visit survivalproperty.com.
[00:59:58.352 --> 00:59:59.532]  That's survivalproperty.com.
[01:00:16.545 --> 01:00:23.514]  I'm going to chase the sky forever With a woman and a standing ovation
[01:00:33.886 --> 01:00:35.988]  At the same time, you're picking winners and losers.
[01:00:36.528 --> 01:00:39.510]  How do you reconcile these policy reversals?
[01:00:41.612 --> 01:00:53.421]  And why won't Treasury act swiftly and forcefully to maximize assistance to homeowners under TARP and play a significant role in modification of home loans at risk of imminent default?
[01:00:53.701 --> 01:00:54.222]  Why not?
[01:00:54.822 --> 01:01:01.407]  Congressman, I personally have spent most of the past year and a half focused on ways to try to reach and help homeowners.
[01:01:01.427 --> 01:01:01.928]  That's been my
[01:01:02.409 --> 01:01:06.532]  That's the primary focus within Treasury.
[01:01:06.572 --> 01:01:08.854]  Hasn't the Secretary listened to you?
[01:01:09.214 --> 01:01:12.896]  Do you feel frustrated that your position isn't being vindicated?
[01:01:13.437 --> 01:01:15.778]  Congressman, the Secretary is passionate about this as well.
[01:01:16.219 --> 01:01:17.560]  Passionate about what?
[01:01:18.180 --> 01:01:19.221]  Helping homeowners, Congressman.
[01:01:21.042 --> 01:01:21.382]  He is?
[01:01:21.442 --> 01:01:21.963]  Where?
[01:01:22.023 --> 01:01:23.384]  What country?
[01:01:23.804 --> 01:01:29.928]  Congressman, we are using all the tools available to the federal government to get at the credit crisis and try to help homeowners.
[01:01:30.008 --> 01:01:31.009]  Let me give you an example, please.
[01:01:32.423 --> 01:01:34.064]  We have different tools.
[01:01:34.084 --> 01:01:40.606]  Mr. Kashkari, I really respect you being here, but I'm looking at a bill, section 109, that spells all this out.
[01:01:40.626 --> 01:01:45.148]  The Secretary just essentially took some scissors and cut it out and threw it away.
[01:01:46.028 --> 01:01:49.850]  Now, you know, maybe this is just some kind of a game to some people in the administration.
[01:01:49.870 --> 01:01:54.491]  They're on their way out of office and they just feel they can do whatever they want, pick winners and losers in the market.
[01:01:54.511 --> 01:01:55.872]  We've got millions of people losing their homes.
[01:01:55.912 --> 01:01:58.253]  Mr. Issa came to my district
[01:01:59.182 --> 01:02:02.345]  And saw some of our old neighborhoods, how they're just falling apart.
[01:02:02.725 --> 01:02:06.328]  And we've got people that are holding on, hoping against hope that somebody's going to help them.
[01:02:06.589 --> 01:02:17.418]  We've got millions of people in foreclosure and, if I read it right Mr. Issa, in California there are millions more at risk of foreclosure with these jumble mortgages and the Alt-A mortgages in 2009 and 2010.
[01:02:18.339 --> 01:02:22.602]  And all of a sudden the Treasury sent a signal to the banks, forget about it!
[01:02:22.983 --> 01:02:25.565]  We're going to give you the money that you want and you do what you want with it.
[01:02:25.845 --> 01:02:26.706]  Unless you directed
[01:02:28.044 --> 01:02:29.665]  Specifically, it's not going to happen.
[01:02:29.705 --> 01:02:33.348]  So tell me again, why isn't it happening?
[01:02:33.428 --> 01:02:36.189]  Not how passionate the Treasury Secretary is.
[01:02:37.270 --> 01:02:38.591]  Congressman, I believe it is happening.
[01:02:38.851 --> 01:02:40.112]  If you'll permit me, I'll walk you through.
[01:02:40.132 --> 01:02:41.213]  Please go ahead.
[01:02:42.053 --> 01:02:45.035]  The four banking regulators, the Treasury is not a regulatory agency.
[01:02:45.316 --> 01:02:49.819]  The banking regulators supervise the banks that are getting this capital.
[01:02:50.339 --> 01:02:54.782]  The four banking regulators put out a joint statement that's going to govern how they supervise these banks.
[01:02:55.242 --> 01:02:57.884]  One of the things that they're going to be looking very closely at and watching
[01:02:58.311 --> 01:03:05.897]  Not just executive compensation, not just dividend policies, making sure lending is getting out there in our communities, and foreclosure mitigation efforts.
[01:03:06.478 --> 01:03:15.004]  The banking regulators are the supervisors of these institutions, and they've now put out a joint statement saying exactly what they're going to be looking at in their supervisory capacity.
[01:03:15.385 --> 01:03:19.368]  There is no one better positioned in the country than the banking regulators to do that.
[01:03:20.163 --> 01:03:23.167]  Treasury's not in a position to do that, but the bank and regulators absolutely are.
[01:03:23.568 --> 01:03:26.933]  We've done numerous, had numerous initiatives to try to get at the root of this problem.
[01:03:27.313 --> 01:03:32.280]  But the most important benefit, Congressman, for homeowners is that we didn't allow the financial system to collapse.
[01:03:32.981 --> 01:03:34.704]  Imagine how many foreclosures we would have
[01:03:35.197 --> 01:03:39.300]  If the banking system had collapsed and mortgage finance was not available to our homeowners.
[01:03:39.680 --> 01:03:41.802]  That's the biggest benefit that we've been able to achieve.
[01:03:42.342 --> 01:03:52.710]  Chairman, we are not out of the woods yet, and I didn't mean to suggest that in my testimony, but I can walk through numerous statistics looking at the beginning of a healing credit market, which is the first step to getting through this problem.
[01:03:52.750 --> 01:03:57.553]  Well, maybe, you know, see again, this might be a philosophical divide here.
[01:03:58.374 --> 01:04:02.957]  Because on one hand, the Bush administration and Treasury seems to indicate that
[01:04:03.659 --> 01:04:09.561]  Uh, the trickle-down effect, give the money to banks and they're going to loosen up money and credit and they're going to start to flow and people are going to be protected.
[01:04:09.941 --> 01:04:26.428]  On the other hand, there's another model which says, create a system where you, where you get pools of mortgage-backed securities the government takes control over and you direct loan modification, you know, lowering interest, lowering principal, extending the terms of payments to keep people in their home.
[01:04:26.908 --> 01:04:29.809]  One model may keep several big banks afloat,
[01:04:30.794 --> 01:04:34.778]  But risk millions of people losing their home anyway, and the other model keeps people in their homes.
[01:04:35.098 --> 01:04:43.886]  See, you're talking about an IFCOM model that's based on the charitable sentiments, seemingly, of major Wall Street banks.
[01:04:44.306 --> 01:04:54.675]  But the truth of the matter is, if you don't get the money into the grassroots and help on loan modification, the banks aren't going to get their money at the end anyhow, because one model per
[01:04:54.815 --> 01:04:55.035]  I think?
[01:05:12.942 --> 01:05:13.442]  Regulators?
[01:05:13.502 --> 01:05:16.464]  Look, Treasury's been given almost omnipotent power here.
[01:05:17.244 --> 01:05:21.706]  And you have, unfortunately, you know, not exercised in the interest of homeowners.
[01:05:22.066 --> 01:05:32.751]  Do you believe that Congress would have passed the EESA if it understood that none of the TARP funds would have been earmarked for asset purchase and subsequent mortgage loan modifications?
[01:05:32.911 --> 01:05:36.293]  I mean, this looks like classic bait-and-switch, Mr. Issa.
[01:05:37.034 --> 01:05:37.715]  Thank you, Mr. Chairman.
[01:05:37.895 --> 01:05:43.881]  Mr. Kashkari, I appreciate that you were in on those negotiations with leadership.
[01:05:46.063 --> 01:05:49.666]  The majority of Republicans voted against it once and twice.
[01:05:51.768 --> 01:05:57.434]  Mr. Kucinich wasn't in the meeting where Secretary Paulson came in with the Vice President and Fed Chairman Bernanke.
[01:05:58.317 --> 01:06:09.207]  And made all these assurances that there was absolutely a critical, immediate need to get rid of the corrosive derivative products.
[01:06:09.467 --> 01:06:19.256]  You know, all the different names for this, you know, ubiquitous, you know, uh, sub S retraded credit default swap, blah, blah, blah, blah.
[01:06:19.816 --> 01:06:20.136]  Okay.
[01:06:20.417 --> 01:06:24.180]  But they, they talked about them as though they knew what the hell they were.
[01:06:25.211 --> 01:06:30.815]  You got the money and you immediately said, what items?
[01:06:30.935 --> 01:06:31.715]  What auction?
[01:06:32.356 --> 01:06:35.258]  Would you please respond to under oath?
[01:06:36.650 --> 01:06:56.562]  When did you go from what you told members of Congress in open and closed sessions was the absolute reason to have this money immediately to buy a specific group of assets, about $350 billion in the U.S., about $350 billion held by other countries and other funds outside the U.S.?
[01:06:56.942 --> 01:07:00.604]  Those assets were what you said was locking up and destroying the market.
[01:07:01.245 --> 01:07:05.087]  When did you first hear that that money was not going to be spent that way?
[01:07:06.855 --> 01:07:22.324]  Congressman, the day on October 3rd, the day that the Congress passed and the President signed the legislation, we immediately created several policy teams developing asset purchase programs, all the details, both mortgage-backed security... Now, that wasn't the question.
[01:07:22.344 --> 01:07:36.012]  No, I'm... I want to know the time and date because I want to know whether Congress was lied to or whether there was a team all along that had an alternate, one or more people, that had an alternate idea of how this money would be spent.
[01:07:37.661 --> 01:07:41.004]  Congressman, forgive me, on October 3rd, we created a team.
[01:07:41.384 --> 01:07:43.166]  No, no, that's not answering the question.
[01:07:43.506 --> 01:07:45.888]  And here's the reason I'm asking a very directed question.
[01:07:46.549 --> 01:07:49.251]  You can create the team, you can put together all that.
[01:07:49.711 --> 01:07:57.678]  You know, look, people, you know, Circuit City, and I sold them for 20 plus years, so I'm very sensitive to the trouble they're in.
[01:07:58.199 --> 01:08:02.262]  Circuit City announced that they were closing 155 stores and began that process.
[01:08:02.542 --> 01:08:04.164]  They never announced they were filing Chapter 11.
[01:08:05.396 --> 01:08:11.421]  But all of us looked and said, look, they're not going to renegotiate walking away from 155 leases without a bankruptcy.
[01:08:12.202 --> 01:08:15.125]  So in our minds, we knew, you know, it's a question of time.
[01:08:15.265 --> 01:08:17.727]  Well, they don't tell you one thing, they do tell you another.
[01:08:19.629 --> 01:08:23.332]  You never, in any good faith, explained why
[01:08:24.269 --> 01:08:31.553]  You formed these organizations and now you say it's hopeless and impossible to buy these products that were the entire reason.
[01:08:31.753 --> 01:08:38.436]  You can't have the success for doing something different than you said without explaining why you didn't buy one of those assets.
[01:08:38.776 --> 01:08:41.478]  And when did somebody figure out, by date,
[01:08:42.205 --> 01:08:46.948]  When did you first learn that we were not going to buy these assets because we couldn't value them properly?
[01:08:47.788 --> 01:08:51.690]  First of all, Congressman, it's not a question of our ability to value them.
[01:08:52.090 --> 01:08:58.274]  The decision was made by Secretary Paulson very recently, as early as earlier this week, late last week.
[01:08:59.054 --> 01:09:09.320]  Secondly, it has been said that your purchases of $250 billion plus of preferred stock
[01:09:10.288 --> 01:09:15.889]  Is at a price that would not be market competitive, meaning you paid too much.
[01:09:16.830 --> 01:09:26.052]  Tell me why I'm to believe for a minute that those preferred stocks that you bought, you could resell today for anything close.
[01:09:26.092 --> 01:09:27.592]  Remember, the market has improved.
[01:09:27.932 --> 01:09:28.532]  You've said that.
