[00:00:27.172 --> 00:00:28.052]  News.
[01:47:12.668 --> 01:47:15.289]  Gold rise to $5,000 on inflation.
[01:47:15.289 --> 01:47:25.992]  Gold prices may rise to $5,000 an ounce as investors seek to protect themselves against accelerating inflation, said Schroeder Investment Management Ltd., which oversees $277 billion of assets.
[01:47:25.992 --> 01:47:29.413]  You could easily see the next several years that prices rise
[01:47:30.279 --> 01:47:49.203]  Not to 1,000 an ounce, but prices rise to 5,000 an ounce or beyond as inflation psychology becomes more and more embedded and people become desperate to have a source of value, said Christopher Week, London-based emerging market debt and commodities product manager at Schroeder, who oversees about 10 billion in commodity assets.
[01:47:49.203 --> 01:47:53.444]  There's a bunch of other companies here in the article that are saying it.
[01:47:53.444 --> 01:47:56.065]  Investors are turning to gold for protection from two-thirds of the world's
[01:47:57.202 --> 01:48:00.883]  Population cope with inflation rates that are climbing more than 10% a year.
[01:48:00.883 --> 01:48:02.283]  That's compounded.
[01:48:02.283 --> 01:48:05.504]  Now let me stop.
[01:48:05.504 --> 01:48:11.745]  In the last five years, a social security check has lost half its value.
[01:48:11.745 --> 01:48:19.506]  It's going to lose 90% of its remaining value at current inflation trends in two and a half years.
[01:48:19.506 --> 01:48:21.547]  That's why they say total depression two and a half years.
[01:48:21.547 --> 01:48:23.427]  A hyper depression.
[01:48:23.427 --> 01:48:26.788]  Hyperinflationary depression.
[01:48:26.788 --> 01:48:26.868]  No.
[01:48:27.992 --> 01:48:30.295]  I'm like in a runaway train next to you.
[01:48:30.295 --> 01:48:31.998]  I don't have enough strength to pull the brakes.
[01:48:31.998 --> 01:48:33.339]  It takes a bunch of us.
[01:48:33.339 --> 01:48:40.629]  And I'm going, man, this train's going 150 miles an hour, and around that next bend is a cliff, and we're going to go off the edge of it.
[01:48:40.629 --> 01:48:41.851]  Help me pull the lever down.
[01:48:42.890 --> 01:48:48.294]  Help me politically expose that this is being engineered to collapse the economy so they can buy up what's left.
[01:48:48.294 --> 01:48:52.697]  And you just go, we're not on a train, and just drill.
[01:48:52.697 --> 01:48:55.599]  And I'm going, look out the windows, we are in a train, this is serious.
[01:48:55.599 --> 01:48:59.742]  And there's a crazy skeleton conductor with red flaming eyes laughing at us.
[01:48:59.742 --> 01:49:02.484]  And you just can't get it.
[01:49:02.484 --> 01:49:05.626]  God, why does this have to happen?
[01:49:05.626 --> 01:49:06.627]  Why does this have to happen?
[01:49:08.925 --> 01:49:11.526]  And they love the dollar implode, and they're coming in buying everything up cheap.
[01:49:11.526 --> 01:49:16.069]  Now, why are they saying in the next few years 5,000 an ounce?
[01:49:16.069 --> 01:49:18.830]  Why are they saying that, not me?
[01:49:18.830 --> 01:49:22.392]  Conservatively, they're talking about 2,500 an ounce in the next year.
[01:49:22.392 --> 01:49:24.714]  Why are they saying that?
[01:49:24.714 --> 01:49:32.818]  Because they've dumped hundreds of billions of gold the last year, the IMF and World Bank have, in holdings on the market, and it hasn't been able to keep the price down.
[01:49:32.818 --> 01:49:36.700]  And the price always goes down in the summer, and then it always goes back up
[01:49:37.332 --> 01:49:39.313]  But it's always a new plateau.
[01:49:39.313 --> 01:49:40.434]  2004, winter, summer.
[01:49:40.434 --> 01:49:42.194]  2005, winter, summer.
[01:49:42.194 --> 01:49:43.595]  See, it's always going up.
[01:49:43.595 --> 01:49:44.496]  2005, winter, summer.
[01:49:44.496 --> 01:49:46.637]  2006, winter, goes down a little.
[01:49:46.637 --> 01:49:51.239]  2007, goes up in the winter, but down in the summer, but doesn't lose all its gains.
[01:49:51.239 --> 01:49:54.140]  And then now, 2008, goes up in the, you know, from 2007 out of the winter into the
[01:50:04.787 --> 01:50:05.127]  We're good to go.
[01:50:22.645 --> 01:50:24.607]  They're not going to listen, but other people can.
[01:50:24.607 --> 01:50:25.788]  I'm going to bring Ted Anderson on.
[01:50:25.788 --> 01:50:28.350]  We'll hold him over to the next segment, and then Jordan Maxwell.
[01:50:28.350 --> 01:50:33.073]  Ted, I mean, we're talking about $2,500 gold, and that's what the mainline's saying.
[01:50:33.073 --> 01:50:34.394]  $5,000 an ounce, Ted?
[01:50:34.394 --> 01:50:39.478]  Yeah, well, what happens, Alex, Bloomberg knows what's going on.
[01:50:39.478 --> 01:50:44.001]  The United States is trying to bail its way out of its problems by printing money.
[01:50:44.001 --> 01:50:46.023]  Banarki has just got the accelerator on.
[01:50:46.743 --> 01:50:47.524]  Yes, indeed.
[01:50:47.524 --> 01:50:55.654]  The IMF is trying to keep the prices of gold low, keep people back into the paper currency, but we do have inflation.
[01:50:55.654 --> 01:50:58.237]  It's coming at us, like you said, like a runaway train.
[01:50:58.237 --> 01:51:03.242]  That's why every other commodity is skyrocketing and they're not going to be able to suppress gold long.
[01:51:03.242 --> 01:51:07.067]  No, because gold will go up with grain and oil and everything else that's going up.
[01:51:08.131 --> 01:51:10.613]  As long as the dollar continues to fall like it is, you know that's gonna happen.
[01:51:10.613 --> 01:51:12.534]  And they keep talking about bubbles on the news.
[01:51:12.534 --> 01:51:17.578]  They never tell you why there's a bubble, as everybody with money scrambles after anything that's got any value.
[01:51:17.578 --> 01:51:21.141]  It's because they know the dollar's fit for toilet paper.
[01:51:21.141 --> 01:51:22.362]  Stay there, Ted Anderson.
[01:51:22.362 --> 01:51:25.324]  Red-level crisis at every point of our lives.
[01:51:25.324 --> 01:51:27.086]  Psychopathic government making its move.
[01:51:28.482 --> 01:51:30.443]  Our beloved Republic is on her knees.
[01:51:30.443 --> 01:51:34.064]  The forces of globalism are destroying national sovereignty worldwide.
[01:51:34.064 --> 01:51:35.925]  But in Liberty's darkest hour, there is hope.
[01:51:35.925 --> 01:51:39.547]  For the first time in modern history, the people are beginning to wake up.
[01:51:39.547 --> 01:51:45.289]  It is essential that patriots worldwide accelerate their fellow man's understanding of the New World Order Master Plan.
[01:51:45.289 --> 01:51:49.211]  We have a short time frame to fully awaken and energize the people to meet this threat.
[01:51:49.531 --> 01:51:54.735]  In the Info War, PrisonPlanet.tv is a powerful weapon in the battle to regain our freedom.
[01:51:54.735 --> 01:51:57.777]  PrisonPlanet.tv is a vault of forbidden information.
[01:51:57.777 --> 01:52:05.003]  All 18 of my documentary films can be downloaded or streamed in super high quality directly to your computer or iPhone and shared with others.
[01:52:05.003 --> 01:52:10.987]  Thousands of special video reports, from tainted vaccines to martial law, can be found in this online video library.
[01:52:10.987 --> 01:52:15.491]  My weekly news television broadcast, thousands of exclusive audio interviews, and so much more.
[01:52:15.851 --> 01:52:18.655]  The Info War is waiting for you to set it free.
[01:52:18.655 --> 01:52:20.697]  Join PrisonPlanet.tv.
[01:52:20.697 --> 01:52:22.700]  Burn the info bombs to disk.
[01:52:22.700 --> 01:52:24.822]  Put them on the file sharing networks.
[01:52:24.822 --> 01:52:26.605]  Bring down the New World Order.
[01:52:26.605 --> 01:52:27.366]  PrisonPlanet.tv
[01:52:28.988 --> 01:52:32.792]  Hello, I'm Dr. Leonard Horowitz, author of 15 books on health and natural healing.
[01:52:32.792 --> 01:52:36.937]  Vaccines included, medicines kill more people every year than any illness.
[01:52:36.937 --> 01:52:43.745]  The cost of drug side effects in America is more than $200 billion annually, with a worse toll taken by antibiotics.
[01:52:43.745 --> 01:52:46.649]  But there is a cure for this medical madness that has remained secret.
[01:52:47.029 --> 01:52:56.418]  OxySilver, developed by NASA scientists to keep astronauts healthy, is an evolutionary new dietary supplement making deadly vaccinations and antibiotics obsolete.
[01:52:56.418 --> 01:53:01.103]  Taking one to two teaspoons daily boosts natural immunity without drug toxicity.
[01:53:01.103 --> 01:53:04.206]  OxySilver combines oxygen and silver in a new way.
[01:53:04.206 --> 01:53:10.312]  The oxygen becomes a supercharged germ killer, freeing your immune system to fight colds, flus, cancers and more.
[01:53:10.652 --> 01:53:17.036]  Build disease defenses naturally, painlessly, powerfully, safely, and inexpensively with OxySilver.
[01:53:17.036 --> 01:53:19.277]  Order your supply now by calling toll-free 1-877-817-9829.
[01:53:19.277 --> 01:53:19.657]  That's 1-877-817-9829.
[01:53:19.657 --> 01:53:19.917]  Do it now.
[01:53:19.917 --> 01:53:20.218]  Question.
[01:53:20.218 --> 01:53:22.299]  Is the world getting better or vastly worse?
[01:53:22.299 --> 01:53:23.840]  A world economic collapse could come any day.
[01:53:39.079 --> 01:53:39.940]  Question.
[01:53:39.940 --> 01:53:41.503]  Are you prepared?
[01:53:41.503 --> 01:53:45.228]  Or are you ignoring the signs?
[01:53:45.228 --> 01:53:45.989]  Question.
[01:53:45.989 --> 01:53:53.240]  Do you have seven years of healthy food for your family?
[01:53:53.240 --> 01:53:53.741]  Answers.
[01:53:54.864 --> 01:53:57.845]  Go to survivalistseeds.com now.
[01:53:57.845 --> 01:54:03.348]  12,000 seeds giving you 5,000 pounds of food for just 4 pennies a pound.
[01:54:03.348 --> 01:54:07.530]  Without a long-term food solution, your choices are limited.
[01:54:07.530 --> 01:54:12.472]  Visit survivalistseeds.com and check out our Doomsday Water Filter System.
[01:54:12.472 --> 01:54:14.233]  Without water, you die.
[01:54:14.233 --> 01:54:17.855]  It's all online at survivalistseeds.com.
[01:54:17.855 --> 01:54:18.475]  Are you prepared?
[01:54:18.895 --> 01:54:21.497]  That's survivalistseeds.com.
[01:54:21.497 --> 01:54:23.718]  Go to survivalistseeds.com.
[01:54:23.718 --> 01:54:36.807]  Do it now or become property of the New World Order.
[01:54:36.807 --> 01:54:39.969]  These are the times to try men's souls.
[01:54:39.969 --> 01:54:45.132]  Whether you like it or not, whether you live in denial or not, we're going in the New World Order.
[01:54:48.564 --> 01:54:51.146]  And they're gonna slaughter people like they've never had before.
[01:54:51.146 --> 01:54:53.387]  They're gonna get drunk off your blood.
[01:54:53.387 --> 01:54:59.511]  They're gonna swell their big ol' fat tick bellies on you.
[01:54:59.511 --> 01:55:05.434]  But we're there at Bilderberg, bullhorning them at point-blank range, the murderers of millions.
[01:55:05.434 --> 01:55:09.597]  We're there, point-blank range in the info war.
[01:55:09.597 --> 01:55:13.660]  Everywhere they are, exposing them, getting in their face, showing their crimes.
[01:55:13.660 --> 01:55:15.681]  We're here doing it for everybody, ladies and gentlemen.
[01:55:17.068 --> 01:55:18.148]  Welcome back to Ted Anderson.
[01:55:18.148 --> 01:55:21.449]  It's where I've chosen to get precious metals, silver and gold in the past.
[01:55:21.449 --> 01:55:23.309]  He always has great deals for listeners.
[01:55:23.309 --> 01:55:26.270]  I was getting into financial news today, and I thought, why not get Ted on?
[01:55:26.270 --> 01:55:28.190]  He hadn't been on in a few months.
[01:55:28.190 --> 01:55:34.612]  Gold has been up and down between, you know, $890 and $925 the last month.
[01:55:34.612 --> 01:55:35.972]  It always does that in the summer.
[01:55:35.972 --> 01:55:38.332]  Wherever it's at, it goes up and down for the summer.
[01:55:38.332 --> 01:55:40.133]  This is a major buying opportunity.
[01:55:40.133 --> 01:55:45.494]  If I had any extra money, or had the time to look at the coins Ted's got, I would buy a few coins now.
[01:55:46.346 --> 01:55:49.987]  I mean, this is the time to move into metals.
[01:55:49.987 --> 01:55:55.429]  This is the time, because you may think 900 bucks an ounce is a lot.
[01:55:55.429 --> 01:56:02.651]  Ladies and gentlemen, they're talking Bloomberg Financial and others about $5,000 an ounce, okay?
[01:56:02.651 --> 01:56:08.613]  Gold was only 280-something dollars five years ago, an ounce, and it's 900-something.
[01:56:08.613 --> 01:56:12.715]  Ted, I'm not happy when I hear news about $5,000
[01:56:14.861 --> 01:56:18.282]  No, they're not going to be able to suppress gold.
[01:56:18.282 --> 01:56:21.723]  Not when you take a look at what they're doing to the currency.
[01:56:21.723 --> 01:56:25.544]  You're trying to do a ratio here.
[01:56:25.544 --> 01:56:27.904]  How many paper dollars does it take to buy one ounce of gold?
[01:56:39.227 --> 01:56:44.771]  The government's doing everything they can to print money and get it out into the system to save.
[01:56:44.771 --> 01:56:50.775]  It's like they're trying to save a sinking ship by drilling new holes in the floor.
[01:56:50.775 --> 01:56:53.096]  It doesn't make sense, but that's the way it is.
[01:56:53.096 --> 01:56:55.758]  We are watching the dollar melt away.
[01:56:56.298 --> 01:57:00.140]  As we sit here and talk, the value of the currency is depreciating.
[01:57:00.140 --> 01:57:03.462]  Like you said, people from other countries are getting out of the dollar.
[01:57:03.462 --> 01:57:06.264]  Even people in the United States are getting out of the dollar.
[01:57:06.264 --> 01:57:09.205]  And right now, we're sitting at gold right now.
[01:57:09.205 --> 01:57:10.506]  It's at $883.90.
[01:57:10.506 --> 01:57:13.328]  It's been as high today as $903.
[01:57:13.328 --> 01:57:18.671]  And if you wait, if you wait until September or even August to buy gold,
[01:57:19.151 --> 01:57:26.260]  If it behaves anything like it has been for the last 30 years, you'll be paying at least 40% more for the gold you have to buy.
[01:57:26.260 --> 01:57:27.321]  And Ted, that's key.
[01:57:27.321 --> 01:57:29.484]  And listeners, you always buy when it's up.
[01:57:30.237 --> 01:57:33.638]  I have no idea why, even I catch myself doing that.
[01:57:33.638 --> 01:57:35.979]  You need to buy when it is resting.
[01:57:35.979 --> 01:57:44.923]  It's resting at a very nice place, $100 below what it was a few months ago, but hundreds and hundreds of dollars above what it was a year ago.
[01:57:44.923 --> 01:57:50.125]  And I'm telling you, the graph, go look at a 20-year, 30-year gold graph, a 5-year graph.
[01:57:50.125 --> 01:57:51.265]  It always goes up.
[01:57:52.022 --> 01:58:00.004]  It's in the fall and winter, and down in the spring and summer, but it never, when it's going up, goes down further than it went in the gains.
[01:58:00.004 --> 01:58:02.805]  You always end up keeping about half the gains.
[01:58:02.805 --> 01:58:04.665]  It's the same thing with oil.
[01:58:04.665 --> 01:58:07.706]  Okay, so as I said, oil's gonna go down, but it's opposite.
[01:58:07.706 --> 01:58:10.666]  Oil goes up in the summer, gold goes up in the winter.
[01:58:10.666 --> 01:58:20.649]  But if you take the two graphs, it's the same seesaw, but if you look at gold, if you look at silver, if you look at other commodities, they're all on a multi-year graph going straight up.
[01:58:21.365 --> 01:58:22.346]  Yeah, that's right, Alex.
[01:58:22.346 --> 01:58:32.674]  And right now we better talk about it real quick here because I've got some things that are sizzling hot right now that you can get into that there's no way that this fall you're going to be able to buy it at these prices anymore.
[01:58:32.674 --> 01:58:35.837]  Currently right now I've got the Walking Liberty Half Coins.
[01:58:35.837 --> 01:58:41.001]  They're trading individually at $909.40 a coin, but I got a discount per roll.
[01:58:41.001 --> 01:58:43.163]  Do you want to talk about it after the break?
[01:58:43.163 --> 01:58:45.044]  Yeah, we'll do that back in 70 seconds.
[01:58:45.044 --> 01:58:48.808]  Then Jordan Maxwell is on with us for a full two hours.
[01:58:48.808 --> 01:58:50.369]  We may even go into overdrive today.
[01:58:51.383 --> 01:58:57.928]  And by the way, coming up in a few weeks, we have a special announcement about the radio show we're going to be making as well.
[01:58:57.928 --> 01:58:59.970]  So that should be interesting.
[01:58:59.970 --> 01:59:05.714]  Masses of important news, huge 9-11 news, huge news on the internet.
[01:59:05.714 --> 01:59:09.136]  It's just all coming up.
[01:59:09.136 --> 01:59:13.820]  Thank you for listening to GCN.
[01:59:13.820 --> 01:59:18.944]  Visit GCNlive.com today.
[01:59:18.944 --> 01:59:20.245]  It is a big idea.
[01:59:21.385 --> 01:59:23.167]  A New World Order.
[01:59:23.167 --> 01:59:28.052]  In the near future, Earth is dominated by a powerful world government.
[01:59:28.052 --> 01:59:30.894]  It's known as the Bilderberg Group.
[01:59:30.894 --> 01:59:33.677]  Could their objective be world domination?
[01:59:33.677 --> 01:59:36.860]  For thousands of years, their dark order grew.
[01:59:36.860 --> 01:59:44.188]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[01:59:47.199 --> 01:59:52.640]  For the first time in history, the elite's plan for world government is blown wide open.
[01:59:52.640 --> 01:59:56.061]  You will learn the secret that drives the great progress toward a world government.
[01:59:56.061 --> 01:59:57.222]  Most people have no idea.
[01:59:57.222 --> 01:59:58.002]  They're not after money.
[01:59:58.002 --> 01:59:59.282]  They have all the money they need.
[01:59:59.282 --> 02:00:00.262]  They're after power.
[02:00:00.262 --> 02:00:01.423]  That's what they're after these years.
[02:00:01.423 --> 02:00:06.164]  Order In Game on DVD at PrisonPlanet.com or InfoWars.com.
[02:00:06.164 --> 02:00:10.125]  Or watch it online right now at PrisonPlanet.tv.
[02:00:10.125 --> 02:00:10.885]  In Game.
[02:00:10.885 --> 02:00:12.926]  Blueprint for global enslavement.
[02:00:12.926 --> 02:00:14.086]  You have been warned.
[02:00:16.673 --> 02:00:21.176]  Remember, remember the 5th of November.
[02:00:21.176 --> 02:00:29.701]  I'm Ron Paul, and you're listening to We The People Radio Network.
[02:00:29.701 --> 02:00:31.002]  Big Brother.
[02:00:31.002 --> 02:00:32.783]  Mainstream media.
[02:00:32.783 --> 02:00:34.524]  Government cover-ups.
[02:00:34.524 --> 02:00:36.125]  You want answers?
[02:00:36.125 --> 02:00:37.666]  Well, so does he.
[02:00:37.666 --> 02:00:41.848]  He's Alex Jones on the GCN Radio Network.
[02:00:41.848 --> 02:00:45.931]  And now, live from Austin, Texas, Alex Jones.
[02:00:49.248 --> 02:00:58.094]  Oil continues to explode in prices despite Saudi output increase pledge because it isn't supply.
[02:00:58.094 --> 02:00:59.495]  It isn't supply.
[02:00:59.495 --> 02:01:12.102]  If you read the actual OPEC report, it is dollar devaluation and speculation in commodities because the global currency is dying to make way for the New World Order.
[02:01:12.102 --> 02:01:13.123]  Unbelievable.
[02:01:13.123 --> 02:01:16.005]  Oil rises despite Saudi output pledge.
[02:01:17.665 --> 02:01:22.726]  The Supreme Court is set to announce in the next few hours a vicious attack on the Second Amendment.
[02:01:22.726 --> 02:01:28.267]  It will be announced as a victory for the Second Amendment, but will say they can restrict it by law.
[02:01:28.267 --> 02:01:31.428]  We've got Larry Pratt and Aaron Zellman coming on tomorrow to analyze this.
[02:01:31.428 --> 02:01:34.669]  We're waiting for that ruling, but we already know what it's going to be.
[02:01:34.669 --> 02:01:36.469]  And so that's coming up.
[02:01:36.469 --> 02:01:39.770]  We're about to have Jordan Maxwell on in the next segment.
[02:01:39.770 --> 02:01:41.530]  Right now, going back to Ted Anderson.
[02:01:41.530 --> 02:01:44.291]  Ted, this just now came out.
[02:01:45.254 --> 02:01:47.577]  Uh, in Associated Press.
[02:01:47.577 --> 02:01:49.419]  Right now up on InfoWars.com.
[02:01:49.419 --> 02:01:52.102]  It's also up on Drudge and Yahoo News.
[02:01:52.102 --> 02:01:56.486]  Oil rises on modest Saudi increase, Nigeria.
[02:01:56.486 --> 02:02:00.511]  Oil prices have risen amid disappointment with Saudi's output hike.
[02:02:01.307 --> 02:02:06.630]  And it goes on and they give you the disinfo saying it's Nigerian pipeline problems.
[02:02:06.630 --> 02:02:07.510]  It's dollar.
[02:02:07.510 --> 02:02:14.934]  I watched yesterday the Saudi oil emergency meeting and they kept saying it's currency, it's currency.
[02:02:14.934 --> 02:02:24.319]  But you'll never get on our news because they can't tell the people the truth because this is being done by design and the public would get mad if they found out their criminal government did this, Ted.
[02:02:24.739 --> 02:02:26.100]  Certainly get away from the U.S.
[02:02:26.100 --> 02:02:27.560]  dollar, that's for sure.
[02:02:27.560 --> 02:02:29.981]  And that's what people should be doing at this time.
[02:02:29.981 --> 02:02:31.082]  When I talk about the U.S.
[02:02:31.082 --> 02:02:36.984]  dollar, I'm not talking about our constitutional currency that we should have here in the United States of America.
[02:02:36.984 --> 02:02:38.145]  The private Federal Reserve.
[02:02:38.145 --> 02:02:39.825]  Yeah, there's a private Federal Reserve.
[02:02:39.825 --> 02:02:43.847]  It has nothing to do with the United States government or representation of U.S.
[02:02:43.847 --> 02:02:44.787]  citizens.
[02:02:44.787 --> 02:02:46.828]  It has only to do with a private bank economy.
[02:02:46.828 --> 02:02:51.690]  And we always told people it was dangerous to give them this power, and they are engineering a mass raping.
[02:02:51.690 --> 02:02:53.711]  Ted, give them the gold and silver offer for the day.
[02:02:53.931 --> 02:02:57.232]  Again, right now, I've got Walking Liberty Rolls.
[02:02:57.232 --> 02:02:59.913]  If you pick them up right now, they're at $182.
[02:02:59.913 --> 02:03:05.195]  If you look at it, if you buy them by the coin, it's $188 per roll, but you get a discount on that.
[02:03:05.195 --> 02:03:07.496]  I also have the British Sovereign coin.
[02:03:07.496 --> 02:03:08.796]  It's a great coin to get into.
[02:03:08.796 --> 02:03:10.497]  Small piece of gold.
[02:03:10.497 --> 02:03:13.338]  They're at $243 per coin.
[02:03:13.338 --> 02:03:18.420]  You really do need to get into small gold, and you need to have small fractions of silver.
[02:03:19.000 --> 02:03:23.603]  And right now I also have the Frank coin, which we've talked a lot about too, Alex.
[02:03:23.603 --> 02:03:33.650]  And they're right now at $194, and we were talking about those back around January, and they're sitting at about $215 at that time.
[02:03:33.650 --> 02:03:38.773]  And the reason why the prices are low right now is just basically a seasonal thing.
[02:03:39.253 --> 02:03:39.894]  It's not low.
[02:03:39.894 --> 02:03:42.658]  It's up at 900 compared to what it was a year ago.
[02:03:42.658 --> 02:03:47.925]  Now, folks, it will go up in, I mean, every time it has, in the fall.
[02:03:47.925 --> 02:03:49.327]  And they're talking about $5,000 an ounce.
[02:03:49.327 --> 02:03:51.189]  It's at 900 an ounce right now.
[02:03:51.189 --> 02:03:51.269]  800-686-2237.
[02:03:51.269 --> 02:03:52.030]  Give them a gold coin, Ted.
[02:03:56.556 --> 02:04:04.719]  Yeah, right now the gold coin is, the best one is the franc right now at 194 and you can call us at 1-800-686-2237.
[02:04:04.719 --> 02:04:06.840]  Pick up your quantities of gold and silver now.
[02:04:06.840 --> 02:04:08.020]  Look at your portfolios.
[02:04:08.020 --> 02:04:09.161]  What do you have in stocks?
[02:04:09.161 --> 02:04:10.541]  What do you have in the bank?
[02:04:10.541 --> 02:04:12.002]  What do you have in the bond market?
[02:04:12.002 --> 02:04:14.022]  Where, you know, where are you sitting in real estate?
[02:04:14.022 --> 02:04:24.046]  At this time you should be taking a very serious look because the United States dollar is doomed because the foreigners want to get away from it and they're the ones who supported it when we're going through.
[02:04:24.326 --> 02:04:25.347]  Do the right thing.
[02:04:25.347 --> 02:04:26.227]  Do the smart thing.
[02:04:26.227 --> 02:04:30.309]  I know you're going to buy gold from Ted and silver from Ted when it's exploding.
[02:04:30.309 --> 02:04:32.050]  It's sitting there right now.
[02:04:32.050 --> 02:04:35.511]  They're saying in the fall it's going to start racing towards $2,000.
[02:04:35.511 --> 02:04:42.534]  I don't know what's going to happen, but I know the dollar's being devalued and that means gold's going to go up in the laws of finance and the laws of money.
[02:04:42.534 --> 02:04:44.955]  800-686-2237.
[02:04:44.955 --> 02:04:48.017]  Regardless, let's say it stays the same.
[02:04:48.017 --> 02:04:51.598]  At least it isn't being devalued like your dollars or like everything else.
[02:04:54.500 --> 02:04:55.300]  686-2237.
[02:04:55.300 --> 02:04:57.101]  A lot of you have never bought gold or silver.
[02:04:57.101 --> 02:04:59.703]  You can't imagine physically holding an asset.
[02:04:59.703 --> 02:05:00.783]  Buy one or two coins.
[02:05:00.783 --> 02:05:01.884]  Test it out.
[02:05:01.884 --> 02:05:03.224]  Buy a roll of silver dollars.
[02:05:03.224 --> 02:05:03.965]  They're great.
[02:05:03.965 --> 02:05:07.887]  They're hard to get right now.
[02:05:07.887 --> 02:05:08.567]  800-686-2237.
[02:05:08.567 --> 02:05:09.828]  The brokers are there right now.
[02:05:09.828 --> 02:05:12.769]  Tell them it's an Alex Jones special or it's going to cost more.
[02:05:12.769 --> 02:05:14.490]  Those are literally at cost.
[02:05:14.490 --> 02:05:16.851]  800-686-2237.
[02:05:16.851 --> 02:05:18.092]  Ted, thanks for coming on with us.
[02:05:18.092 --> 02:05:19.693]  Hey, thanks for having me up again, Alex.
[02:05:19.693 --> 02:05:20.853]  Bloomberg says $5,000 an ounce gold.
[02:05:26.846 --> 02:05:35.469]  Of the three million plus edible food plants that grow on earth, no other single plant can compare with the nutritional value of the powder, seeds, and oil of the hemp plant.
[02:05:35.469 --> 02:05:41.391]  At hempusa.org, we ship worldwide these nutritional products with free shipping to the US and Canada.
[02:05:41.391 --> 02:05:48.433]  At hempusa.org, we want to educate our listeners that edible hemp is not marijuana and is certified THC-free.
[02:05:48.433 --> 02:05:51.814]  Our powder is 50% protein and does not contain gluten.
[02:05:51.814 --> 02:05:53.995]  Gluten impairs the cells from absorbing nutrients.
[02:05:54.215 --> 02:06:00.939]  This nutrient-dense food can be stored up to five years when vacuum-packed and is priced affordably to be used as a storable food.
[02:06:00.939 --> 02:06:04.220]  HempUSA.org is a bulk shipper starting with five pounds and up.
[02:06:04.220 --> 02:06:11.224]  To allow this food to work for you, call 908-691-2608 or go to HempUSA.org and order today.
[02:06:11.224 --> 02:06:14.086]  The body will react and heal itself given the proper nutrition.
[02:06:14.346 --> 02:06:19.813]  This superfood will be your greatest asset, so try it today, store it today, and change your life.
[02:06:19.813 --> 02:06:20.895]  Call 908-691-2608 or order from hempusa.org.
[02:06:29.139 --> 02:06:39.163]  Now you and your friends and family can enjoy the sweetest, cleanest drinking water anytime, even while traveling, camping, at sporting events, or in emergency situations.
[02:06:39.163 --> 02:06:45.665]  The Berkey Light removes bacteria, cysts, parasites, and harmful chemicals to below detectable levels.
[02:06:45.665 --> 02:06:52.007]  It reduces nitrates and unhealthy minerals like lead and mercury, yet leaves in the nutritional minerals your body needs.
[02:06:52.367 --> 02:06:57.850]  The Berkey Light is so powerful it can purify raw, untreated water from remote sources.
[02:06:57.850 --> 02:07:01.092]  The optional PF2 filter even removes fluoride.
[02:07:01.092 --> 02:07:07.516]  The Berkey Light has a rechargeable LED lighting system and an elevated base for use in places other than a countertop.
[02:07:07.916 --> 02:07:16.526]  To get your Berkey system, please visit We The People Radio Network at WTPRN.com and click the Berkey banner or call 512-646-6444.
[02:07:16.526 --> 02:07:17.868]  That's WTPRN.com or call 512-646-6444.
[02:07:27.304 --> 02:07:30.467]  Collectors, outdoor enthusiasts, survivalists.
[02:07:30.467 --> 02:07:33.950]  The Army-Navy store from your memory as a child is just that, a memory.
[02:07:33.950 --> 02:07:38.293]  But there is still one place to find everything from gas masks to ammo cans and find it cheap.
[02:07:38.293 --> 02:07:39.654]  MainMilitary.com.
[02:07:39.654 --> 02:07:46.200]  Get hard-to-find objects like real-world blankets for under $20, canteens for just $2, or trioxane fuel for just $1 a box.
[02:07:46.200 --> 02:07:47.821]  MainMilitary.com.
[02:07:47.821 --> 02:07:49.523]  With free shipping on items over $150.
[02:07:51.044 --> 02:07:52.105]  Not including heavy items!
[02:08:21.024 --> 02:08:23.465]  We're going to be talking to an individual who for more than 50 years
[02:08:43.049 --> 02:08:45.851]  He's coming up on 50 Plus.
[02:08:45.851 --> 02:08:47.492]  He's been fighting the New World Order.
[02:08:47.492 --> 02:09:02.762]  We've been having icons on the show, like G. Edward Griffin and many others, but I really can't think of anybody when it comes to really delving deeply into the New World Order and exposing so many dark secrets that we now just take as commonplace knowledge.
[02:09:02.762 --> 02:09:09.667]  So much of it was pioneered and rediscovered because it was all there in the ancient documents and text by Jordan Maxwell.
[02:09:09.667 --> 02:09:11.288]  So we'll be talking to him in just one moment.
[02:09:12.054 --> 02:09:20.859]  Before we go to Jordan, uh, you can pre-order my new film, 9-11 Chronicles, Truth Rising, Part 1, Truth Rising.
[02:09:20.859 --> 02:09:23.920]  And the way the world's going, who knows if there'll be a Part 2?
[02:09:23.920 --> 02:09:38.428]  Uh, but it's got Willie Nelson in it, it's got Governor Jesse Ventura, it's got video interview with George Carlin, who died last night, of course, in Southern California, of heart failure, uh, talking about how the government wouldn't have an investigation in 9-11, they wouldn't investigate something they did.
[02:09:38.428 --> 02:09:40.389]  They wouldn't investigate, uh, themselves.
[02:09:41.649 --> 02:09:44.171]  I mean, it's got everybody.
[02:09:44.171 --> 02:09:53.217]  Martin Sheen, it's got the head of democracy now saying 9-11 should be investigated, Building 7 should be investigated.
