[00:00:02.637 --> 00:00:02.938]  Yeah, I think.
[00:44:52.087 --> 00:44:53.327]  If you sing, write a song.
[00:44:53.728 --> 00:44:55.388]  But we all have to play our role.
[00:44:55.809 --> 00:44:57.770]  We all have to do what God created us to do.
[00:45:01.729 --> 00:45:07.112]  And if we all do our part, we can turn this around.
[00:45:07.812 --> 00:45:08.812]  Absolutely.
[00:45:09.433 --> 00:45:12.314]  Each of us have great power from within.
[00:45:13.374 --> 00:45:14.915]  We just need to harness that power.
[00:45:14.955 --> 00:45:16.816]  We have to say, you know what, I've had enough.
[00:45:16.896 --> 00:45:17.996]  What can I contribute?
[00:45:18.837 --> 00:45:20.638]  That's why I make documentary films.
[00:45:21.098 --> 00:45:22.838]  That's why I blog about the subject.
[00:45:22.959 --> 00:45:24.439]  That's why I do this radio show.
[00:45:25.220 --> 00:45:25.680]  It's because
[00:45:26.778 --> 00:45:35.263]  We have to reach these people by any means necessary, and I don't see anybody in the so-called establishment stepping up and saying these things.
[00:45:35.383 --> 00:45:47.210]  We had a couple people kind of hinting at the truth, Dennis Kucinich isn't all that bad, and I liked what Mike Revell had to say 90% of the time, but they're not out there every day trying to get this
[00:45:48.391 --> 00:45:49.992]  To the masses, and that's what we need.
[00:45:50.052 --> 00:46:02.642]  We need more and more people to say, alright, it's time to step up, it's time to share this information, it's time to take our country back, and I hope that Ron Paul has that march on Washington he talked about some months ago.
[00:46:02.682 --> 00:46:06.264]  Hopefully the next time we have Jesse Benton on, we can go over that.
[00:46:06.344 --> 00:46:11.949]  And it does not be to stop the brainwashing of it, you know, not cool to talk about it.
[00:46:12.309 --> 00:46:15.051]  Like, it is cool, you know, and it is cool to talk about it.
[00:46:15.469 --> 00:46:22.352]  It's cool to talk about politics and what's going on in the mainstream media, and the fact that they're completely... they're not reporting, you know, they're rooting.
[00:46:23.032 --> 00:46:23.852]  Yeah, no, I'm with you.
[00:46:23.892 --> 00:46:24.472]  And you know what?
[00:46:24.693 --> 00:46:25.093]  You're right.
[00:46:25.133 --> 00:46:27.534]  It's time to make it cool again to be informed.
[00:46:28.054 --> 00:46:28.254]  Yes.
[00:46:28.314 --> 00:46:38.078]  You know, it shouldn't be the time that everybody goes and reads the tabloid rags about Britney Spears and how she's gained 20 pounds and she's on five different medications and shaved her head.
[00:46:38.098 --> 00:46:38.678]  I don't care.
[00:46:39.298 --> 00:46:40.559]  It means nothing to my life.
[00:46:40.599 --> 00:46:44.000]  You know, Paris Hilton's latest sex tape, yeah, it's great for a laugh,
[00:46:44.560 --> 00:46:48.002]  But other than that, I don't know why it's on every single network.
[00:46:48.042 --> 00:46:49.303]  Jesse Ventura made a great point.
[00:46:49.563 --> 00:46:51.765]  When Anna Nicole Smith died, who cares?
[00:46:52.646 --> 00:46:57.189]  She was a reality TV star after she was a train wreck and a Playboy model.
[00:46:57.249 --> 00:46:58.549]  It doesn't affect my life.
[00:46:58.990 --> 00:47:00.791]  But most people don't even know.
[00:47:00.811 --> 00:47:07.335]  I would say most people couldn't pick out five names on this Bilderberg list when a lot of them are part of the U.S.
[00:47:07.395 --> 00:47:08.436]  administration.
[00:47:08.696 --> 00:47:13.479]  A lot of them have been making decisions like Henry Kissinger for almost half a century.
[00:47:14.520 --> 00:47:15.581]  I mean, that's scary to me.
[00:47:16.121 --> 00:47:17.282]  It's totally scary.
[00:47:17.422 --> 00:47:24.087]  And when I put out the song, there's so much support for the song.
[00:47:24.107 --> 00:47:28.089]  There was so much love, and I was actually astonished at the support.
[00:47:28.329 --> 00:47:31.912]  It was on the front page of Dig several times, and Dig would pull it.
[00:47:32.892 --> 00:47:34.093]  Well, they got the Berry Brigade there.
[00:47:34.133 --> 00:47:35.754]  How dare you tell the truth on Dig?
[00:47:35.995 --> 00:47:42.379]  The funny thing about that is the guy from Dig joked about how he went to Bohemian Grove with his dad, I think, last year.
[00:47:44.111 --> 00:47:44.992]  That's on YouTube.
[00:47:45.012 --> 00:47:53.358]  It's just like, yeah, you know, I go to these elitist meetings and we're going to bury your stories and we're going to act like PrisonPlanet.com and Infowars.com are the onion and they're not real.
[00:47:54.079 --> 00:47:54.219]  Right.
[00:47:54.259 --> 00:48:00.945]  You know, it's absolutely ludicrous, but we just got to keep, you know, pressing and using the mainstream against itself, I guess.
[00:48:01.685 --> 00:48:02.406]  Yeah, exactly.
[00:48:02.466 --> 00:48:11.433]  And what I was going to say is that I was getting, you know, some really, some of the negative comments, or not negative, but some of the posts were, would say things like,
[00:48:12.009 --> 00:48:16.352]  Oh, come on, Amy, you know, has the Patriot Act really affected you personally?
[00:48:17.172 --> 00:48:30.560]  And it would just make me so mad, because the Patriot Act has so, so much affected me personally, that I can't even, you know, I just couldn't, I can't even tell you.
[00:48:30.600 --> 00:48:39.425]  But basically, I went down to my bank, and because of the Patriot Act, I couldn't get an ATM card.
[00:48:40.974 --> 00:48:46.939]  Literally, they said, due to the Patriot Act, my strip on my card is broke.
[00:48:47.820 --> 00:48:48.600]  And it wasn't working.
[00:48:48.680 --> 00:48:52.724]  So I was like, well, I need to get, you know, an ATM card with a symbol, like MasterCard Visa.
[00:48:53.244 --> 00:48:55.005]  And there was all this drama, and they're like, you know what?
[00:48:55.206 --> 00:49:01.891]  Because you don't do this, this, this, and this, and this, there's like a list of five things, you could be a potential terrorist.
[00:49:02.526 --> 00:49:05.168]  So, we can't issue you another one.
[00:49:05.208 --> 00:49:11.974]  Well, I imagine you also fly pretty frequently and the hoops you have to jump through at the airport to get on a plane are just absolutely ludicrous.
[00:49:12.554 --> 00:49:13.415]  No water bottles?
[00:49:13.475 --> 00:49:13.895]  Come on.
[00:49:14.656 --> 00:49:14.856]  Yeah.
[00:49:16.237 --> 00:49:19.580]  Oh, the terrorists are going to use liquid bombs to blow us all up!
[00:49:20.440 --> 00:49:21.121]  Give me a break!
[00:49:21.161 --> 00:49:23.143]  The only time they ever get weapons through there's a drill.
[00:49:23.263 --> 00:49:24.244]  I had a good buddy of mine.
[00:49:24.484 --> 00:49:25.404]  He was in the military.
[00:49:25.925 --> 00:49:27.486]  He got out right before 9-11.
[00:49:27.506 --> 00:49:30.849]  He didn't end up having to go overseas, but he went into security.
[00:49:31.269 --> 00:49:36.112]  Over at LaGuardia Airport, he was in the TSA, worked there for like five years, and he would tell me how it works.
[00:49:36.132 --> 00:49:40.815]  He's like, look, in the last five years I worked here, we never had one real terrorist threat.
[00:49:41.155 --> 00:49:52.903]  He's like, every time that weapons or quote-unquote explosive materials were snuck in, it was part of a drill, they would bring it in piece by piece, and they would run teams and squads against different checkpoints and areas.
[00:49:53.183 --> 00:49:54.743]  And he was telling me how they could get him in.
[00:49:55.024 --> 00:50:01.986]  But not one real terrorist threat in one of the biggest airports in the world, yet he would say every three to six months they'd run one of these drills, Amy.
[00:50:02.766 --> 00:50:02.846]  Mm.
[00:50:04.406 --> 00:50:05.547]  Pretty shocking stuff.
[00:50:06.247 --> 00:50:06.807]  Yeah.
[00:50:06.827 --> 00:50:09.168]  We got one final segment coming up with you, Amy.
[00:50:09.408 --> 00:50:11.708]  Is there any other message that you want to get out there?
[00:50:11.808 --> 00:50:12.789]  You want to talk to the people?
[00:50:12.829 --> 00:50:15.890]  You want to let people know where they can find, you know, Amy Allen stuff?
[00:50:16.430 --> 00:50:20.291]  Well, they can, um... Once again, name's called A-I-M-E-E.
[00:50:21.413 --> 00:50:22.274]  We're good to go.
[00:50:42.702 --> 00:50:45.823]  Where I call it a swindle and a farce and a lie.
[00:50:46.143 --> 00:50:50.144]  And we've got some UCLA panelists that are, you know... Hold right there!
[00:50:50.224 --> 00:50:52.445]  It's Infowars.com, PrisonPlanet.com.
[00:50:52.645 --> 00:50:54.845]  It's the Alex Jones Show final segment, up next.
[00:51:00.167 --> 00:51:03.128]  If you're an adult male, you need to listen to this information.
[00:51:03.348 --> 00:51:07.249]  By the age of 60, half of all men have a prostate-related problem.
[00:51:07.469 --> 00:51:11.350]  In the past, many men have turned to saw palmetto to support prostate growth.
[00:51:11.894 --> 00:51:13.795]  But now there's something much better.
[00:51:14.075 --> 00:51:15.455]  It's called beta-prostate.
[00:51:15.715 --> 00:51:20.957]  Beta-prostate contains 3,000 times more healthy plant sterols than ordinary saw palmetto.
[00:51:21.217 --> 00:51:27.099]  In fact, you'd have to take a hundred saw palmetto capsules to get the same benefits of one dose of beta-prostate.
[00:51:27.159 --> 00:51:27.459]  You got it.
[00:51:27.479 --> 00:51:27.799]  You got it.
[00:51:56.954 --> 00:51:58.455]  That's 1-800-457-9914.
[00:51:58.635 --> 00:52:12.884]  Now, from the makers of Loose Change, the most downloaded film in internet history, comes the long-awaited release of Loose Change Final Cut, an entirely new two-hour film that completely destroys the official fable forever.
[00:52:13.244 --> 00:52:23.910]  Loose Change Final Cut hopes to be a catalyst for a new independent investigation in which family members receive answers to their questions and the true perpetrators of this horrendous crime are brought to justice.
[00:52:24.290 --> 00:52:27.511]  Loose Change Final Cut is the ultimate 9-11 expose.
[00:52:27.711 --> 00:52:29.431]  From hijackers being trained at U.S.
[00:52:29.471 --> 00:52:35.212]  military bases to bombs in the buildings, Loose Change Final Cut is the one 9-11 film everyone must see.
[00:52:35.612 --> 00:52:40.813]  Secure your copy of Loose Change Final Cut today at InfoWars.com or PrisonPlanet.com.
[00:52:41.013 --> 00:52:50.795]  While you're visiting the online video store, be sure to check out the huge discounts on films like Endgame, Blueprint for Global Enslavement, America, Freedom to Fascism, and hundreds of other titles.
[00:52:51.235 --> 00:52:53.496]  We're in a no-holds-barred information war.
[00:52:53.857 --> 00:52:59.180]  Truth is our weapon, and PrisonPlanet.com has the tools you need to take the fight back to Big Brother.
[00:53:02.552 --> 00:53:04.674]  Once, America was led by real politicians.
[00:53:04.874 --> 00:53:09.778]  Now politicians in the U.S., city, county, state, and federal are owned and controlled by corporations.
[00:53:09.958 --> 00:53:12.441]  We have corporate representatives instead of politicians.
[00:53:12.661 --> 00:53:16.784]  Criminal corporate manipulation has caused grain prices to soar to the highest levels in history.
[00:53:16.944 --> 00:53:19.847]  Shortages of rice, corn, and wheat now exist in most countries.
[00:53:19.987 --> 00:53:23.230]  Natural disasters have put millions worldwide at risk of starvation.
[00:53:23.330 --> 00:53:28.214]  Food riots and red lines occur daily in 30 nations, and not only is that list growing, but it's headed this way.
[00:53:28.394 --> 00:53:32.335]  Survival Enterprises are massive distributors of the highest quality long-term storage foods.
[00:53:32.455 --> 00:53:37.297]  Mountain House freeze-dried foods, canned beef, chicken, turkey, butter, bacon, spices, cheese, fruit, and more.
[00:53:37.377 --> 00:53:39.037]  We have tons of food in stock now.
[00:53:39.237 --> 00:53:40.718]  Call 1-800-753-1981.
[00:53:40.938 --> 00:53:44.339]  That's 1-800-753-1981.
[00:53:44.519 --> 00:53:46.459]  Or go to BeforeIt'sTooLate.us.
[00:53:46.539 --> 00:53:48.660]  That's BeforeIt'sTooLate.us.
[00:53:48.820 --> 00:53:51.601]  Where you'll find what you'll need to keep you and your loved ones secure.
[00:53:51.741 --> 00:53:55.462]  And remember, those without food will be servants of those with the food.
[00:53:55.762 --> 00:53:56.182]  Call now.
[00:53:59.907 --> 00:54:04.472]  We don't need no education.
[00:54:04.532 --> 00:54:07.055]  We don't need no thought control.
[00:54:18.052 --> 00:54:22.454]  No dark sarcasm in the classroom.
[00:54:23.215 --> 00:54:24.775]  They do need to leave those kids alone, man.
[00:54:24.795 --> 00:54:27.016]  Because they're brainwashing them every day.
[00:54:27.217 --> 00:54:29.498]  This is the final segment of the Alex Jones Show.
[00:54:30.498 --> 00:54:31.979]  And Alex will be back with you on Monday.
[00:54:31.999 --> 00:54:33.600]  I know you guys have put up with me most of the week.
[00:54:34.600 --> 00:54:38.922]  But you can check out the re-feed of this broadcast over at InfoWars.com.
[00:54:38.942 --> 00:54:40.962]  We're going to be replaying all four hours.
[00:54:41.002 --> 00:54:42.023]  Some powerful stuff.
[00:54:42.043 --> 00:54:43.283]  We had Jesse Benton on.
[00:54:43.603 --> 00:54:46.964]  Of course, this conversation with Amy Allen has been extraordinary.
[00:54:47.284 --> 00:54:49.545]  Alex has checked in several times from Bilderberg.
[00:54:49.585 --> 00:54:51.606]  We had Luke Radowski, Rob Jacobson.
[00:54:51.906 --> 00:54:53.166]  We had Philly911Truth.
[00:54:53.206 --> 00:54:54.807]  Just another power-packed show.
[00:54:54.927 --> 00:55:00.769]  And in the beginning of the first hour, we went over, I'd say, about 25 to 30 of the members that are at the Bilderberg Conference.
[00:55:01.349 --> 00:55:03.230]  As we speak, deciding our fate.
[00:55:03.451 --> 00:55:06.092]  And we went over the press release, the first press release ever.
[00:55:06.493 --> 00:55:09.495]  Good, they can read over the press release while they listen to the iPods we bought them.
[00:55:09.595 --> 00:55:10.335]  That's just wonderful.
[00:55:12.136 --> 00:55:14.358]  Amy, you have a show over in L.A.
[00:55:14.418 --> 00:55:16.639]  You're putting out a new album independently.
[00:55:17.240 --> 00:55:19.021]  Can we expect you on tour anytime soon?
[00:55:19.041 --> 00:55:20.742]  Are you going to be traveling around, performing?
[00:55:20.762 --> 00:55:26.986]  Yeah, after I record the album, I'm going to, of course, I'm going to be touring in a city near you.
[00:55:27.287 --> 00:55:29.288]  And just, you know,
[00:55:30.197 --> 00:55:36.600]  Shining my light, just speaking the truth wherever I can, on the radio show, in my blogs, in my music.
[00:55:37.920 --> 00:55:59.669]  You know, I find that, you know, literally just being inundated with the lies from the mainstream media, and just when I watched what they did to Ron Paul, and just not cover him at all, it literally devastated me to the point where I had to just really, you know, attach myself to the real freedom that I was searching for.
[00:56:00.405 --> 00:56:04.269]  Which is God, you know, the real freedom, the true freedom that I have found.
[00:56:04.669 --> 00:56:09.774]  And I had to turn off my TV, I had to stop watching the news, because it was killing me.
[00:56:10.055 --> 00:56:11.776]  Like, it was just killing me.
[00:56:12.337 --> 00:56:22.387]  So I can get it out there, I can release, you know, what has happened and what is happening not only to America, but spiritually to the world, you know, through my music.
[00:56:23.427 --> 00:56:25.108]  That's my assignment.
[00:56:25.228 --> 00:56:35.075]  Well, you're one of the most well-rounded, well-educated guests we've ever had on this show, especially if you're going to be throwing a debate up on the 22nd rebuking the global warming line.
[00:56:35.095 --> 00:56:43.301]  No one's saying that climate doesn't change, the Earth doesn't go through cycles, but they're trying to say that we've destroyed the ozone layer and now we have to pay for it.
[00:56:43.361 --> 00:56:44.302]  Literally pay for it.
[00:56:44.322 --> 00:56:45.683]  We literally have to pay for it.
[00:56:46.223 --> 00:56:49.426]  We're going to have to pay for the air we breathe, the house we live in, the cars we own,
[00:56:50.086 --> 00:56:51.687]  And it's going to be carbon credits.
[00:56:51.807 --> 00:56:59.650]  I'm so glad Al Gore is out there for the other side with Leo DiCaprio and all these celebrities telling us about, you know, another global Armageddon.
[00:57:00.471 --> 00:57:02.912]  Yeah, that people are the cause of...
[00:57:05.764 --> 00:57:06.325]  Of course, yeah.
[00:57:06.345 --> 00:57:07.146]  People have to go.
[00:57:07.606 --> 00:57:09.949]  They don't like the fact that there's six and a half billion of us.
[00:57:09.989 --> 00:57:12.972]  They'd rather cut that number down quite significantly.
[00:57:13.432 --> 00:57:15.234]  And I want you to think about that, folks.
[00:57:15.294 --> 00:57:16.595]  Six and a half billion people.
[00:57:17.016 --> 00:57:23.802]  Now, some people have discussed they want half a billion as the population, maybe even a billion.
[00:57:24.223 --> 00:57:26.885]  Are you going to be lucky enough to be the one out of six?
[00:57:27.406 --> 00:57:27.966]  Probably not.
[00:57:28.607 --> 00:57:34.229]  You know, and if you are lucky enough to be the one out of six, who says that you're not going to be in their little FEMA camps that Halliburton built for them?
[00:57:34.769 --> 00:57:36.670]  You know, and then they move their company to Dubai.
[00:57:37.410 --> 00:57:39.871]  So, you know, it's gone well beyond the pale.
[00:57:40.331 --> 00:57:44.332]  Have you by chance seen that, uh, I know the Flo-Bots are pretty popular right now, they're all over.
[00:57:44.352 --> 00:57:45.673]  Have you seen their music video yet?
[00:57:46.895 --> 00:57:47.195]  No.
[00:57:47.335 --> 00:57:52.857]  Oh man, you really have to- we had them on a couple weeks ago just because I came across the music video and I showed it to Alex.
[00:57:53.297 --> 00:57:55.518]  Had them on for an hour, but it shows people are waking up.
[00:57:55.558 --> 00:57:57.359]  It's total anti-police state stuff.
[00:57:57.679 --> 00:57:59.240]  I want people to check out Amy Allen.
[00:57:59.280 --> 00:58:04.021]  That's A-I-M-E-E-A-I-M-E-E-Allen.
[00:58:04.221 --> 00:58:06.922]  And she's got a MySpace, a website, and a radio show.
[00:58:07.423 --> 00:58:08.343]  Amy, any last words?
[00:58:09.639 --> 00:58:11.560]  God bless America, and thank you for having me.
[00:58:11.600 --> 00:58:12.661]  Well, thanks for being with us.
[00:58:12.681 --> 00:58:15.282]  She's been an awesome guest, and this has been just a great week for me.
[00:58:15.322 --> 00:58:17.804]  Remember, the refeed's over at InfoWars.com.
[00:58:17.824 --> 00:58:18.925]  The Money Bomb, $240,000, folks.
[00:58:18.945 --> 00:58:21.126]  We're going to try to make it $250,000.
[00:58:21.486 --> 00:58:22.427]  Keep it open this weekend.
[00:58:22.707 --> 00:58:23.467]  Please support us.
[00:58:23.527 --> 00:58:24.668]  Please support Alex Jones.
[00:58:24.908 --> 00:58:27.010]  InfoWars.com, PrisonPlanet.com.
[00:58:27.290 --> 00:58:28.070]  We'll see you on Monday.
