[00:00:00.189 --> 00:00:03.351]  So does he.
[00:51:44.054 --> 00:51:46.215]  And we even got the FBI to go out and talk to him.
[00:51:46.235 --> 00:51:53.076]  The point is, he gets a 95% standing ovation with the scientists crying when he talks about how everyone's going to be killed.
[00:51:53.316 --> 00:51:56.977]  And then his graduate students send me threatening letters saying, look, he's not extreme.
[00:51:57.277 --> 00:51:59.158]  Most of us believe everyone should be killed.
[00:51:59.398 --> 00:52:03.519]  And you Google the person's name and there they are in a white lab coat working at a bioweapons lab.
[00:52:04.860 --> 00:52:09.523]  The point is, when they make a movie like Thirteen Monkeys, they're not playing games, folks.
[00:52:10.064 --> 00:52:12.345]  Just like we told you about the economic stuff that was going to happen.
[00:52:12.926 --> 00:52:16.409]  Just like I told you about government-sponsored terrorism that was coming and then it happened.
[00:52:16.749 --> 00:52:22.473]  Believe me, all we're doing is opening up the TV Guide and telling you what the enemy says they're going to do.
[00:52:22.493 --> 00:52:25.676]  This is in white papers, this is in UN Biological Diversity Assessments.
[00:52:26.076 --> 00:52:28.978]  This is the stated operation.
[00:52:29.739 --> 00:52:30.980]  So when we come back, I want to get into that.
[00:52:31.000 --> 00:52:32.201]  But just briefly, behind the scenes,
[00:52:33.174 --> 00:52:51.363]  They're not all-powerful, they're not invincible, just like in the fake French Revolution, the Illuminati Revolution, they tried to go to a 10-day work week, they tried to change the calendar, change the clocks, they tried to destroy everything that had previously been there and remake it, but that failed.
[00:52:51.883 --> 00:52:57.106]  And I know they now have high-tech systems, but I don't see them, I don't see their program being on schedule, Michael.
[00:52:58.703 --> 00:53:00.384]  Well, of course, that's what happened in 2000.
[00:53:00.764 --> 00:53:02.384]  Everyone thought they were going to cap the pyramid.
[00:53:02.404 --> 00:53:03.545]  You know, it was all going to happen then.
[00:53:04.045 --> 00:53:05.205]  And, you know, they have delays.
[00:53:05.265 --> 00:53:06.926]  They even have dynastic rivalries.
[00:53:07.286 --> 00:53:10.968]  They've got... When you're building a New World Order, you know, you have to also feed the dogs.
[00:53:11.328 --> 00:53:23.632]  What's been happening in the last 10 years, especially even with Iraq and Iran, and what they're wanting to do is... This doesn't... These kinds of territorial urges and the fight for oil does not bother the people who are orchestrating this at the top of the pyramid.
[00:53:23.992 --> 00:53:25.693]  That's just the stuff of the oily rags.
[00:53:26.073 --> 00:53:26.454]  We're good to go.
[00:53:37.043 --> 00:53:38.624]  Is the feeding of the monkey.
[00:53:38.904 --> 00:53:48.832]  You've got to feed the... Well, also, it's important to demonize America and have all of this heaped on us to discredit free market capitalism, which it isn't.
[00:53:49.092 --> 00:53:55.737]  So we have to be made the bad guys so the new monopolar New World Order can rise up out of Europe.
[00:53:55.757 --> 00:53:56.057]  Here we go.
[00:54:03.223 --> 00:54:04.945]  Michael Desarian is our guest.
[00:54:04.965 --> 00:54:06.426]  MichaelDesarian.com's website.
[00:54:06.466 --> 00:54:09.509]  Link up on InfoWars.com right now.
[00:54:11.151 --> 00:54:14.854]  It's hard to believe, but in my film, Endgame, we only show you the tip of the iceberg.
[00:54:15.876 --> 00:54:17.317]  About who these global controllers are.
[00:54:17.337 --> 00:54:19.678]  I mean, how do you get scientists in the U.S.
[00:54:19.738 --> 00:54:26.121]  and Russia and everywhere to go nerve gas little children or test radiation on children and kill them or test it on troops?
[00:54:26.441 --> 00:54:27.922]  That isn't about testing the nerve gas.
[00:54:27.942 --> 00:54:29.563]  They know it'll kill a person or the radiation.
[00:54:29.843 --> 00:54:42.689]  It's about creating cadres of scientists who will buy into this and who enjoy exercising the psychopathic power to create larger cadres of subunits to serve the New World Order going into the mass extermination.
[00:54:43.109 --> 00:54:56.617]  And I want you to know, they're going to claim Al Qaeda did it, or claim it came out of a lab, but when you and your family are dying, especially you police out there, you can at least, you know, realize that for those that survive, that the New World Order is real, and that this really happened, and that we really warned you.
[00:54:56.878 --> 00:54:59.499]  We were talking during the break about them not capping the pyramid in 2000.
[00:55:00.720 --> 00:55:07.624]  As they were openly worshipping what they called anti-beast, or anemon, and you were just talking about that.
[00:55:07.924 --> 00:55:27.236]  It was on worldwide TV, fake fire shooting out of the ground, fireworks, huge horned demons marching on movie screens at the Giza Plateau, worldwide occultism, PBS carried it, open Lucifer worship on TV, and it was like I would mention it to people and no one even seemed to care.
[00:55:27.296 --> 00:55:27.977]  Michael DeSarian?
[00:55:29.130 --> 00:55:29.991]  Well, exactly right.
[00:55:30.071 --> 00:55:38.518]  And people have to realize that these guys, on the highest level, you see, they operate based on an old, stellar form of timing, based on ancient zodiacs.
[00:55:38.819 --> 00:55:42.382]  The whole concept of that when you do something, the timing has to be right.
[00:55:42.862 --> 00:55:48.207]  This I discovered in the context of Ireland when I was studying things like the, you know, the various battles.
[00:55:48.367 --> 00:55:54.213]  I mean, the very fact that the Orange Parade happens, you know, very close to midsummer, the midsummer solstice, just like your bohemian
[00:55:55.345 --> 00:55:58.587]  Uh, Grove Investigation pointed out that the dates are very important.
[00:55:58.607 --> 00:56:00.468]  The midsummer, the summer solstice.
[00:56:00.828 --> 00:56:09.193]  We have the same issue happening in Northern Ireland, where the 12th of July parades are scheduled for the movement of the sun, you know, to the mid, to the center point there.
[00:56:09.213 --> 00:56:16.097]  Uh, the, uh, Black Perceptory, which is a very secret order behind the Orange Lodge, they have their ceremonies on July 13th.
[00:56:16.518 --> 00:56:18.759]  This ritualistic element is very, very important.
[00:56:19.099 --> 00:56:23.722]  People will notice that the declarations of war, whether it's March 17th, the Feast of Purim,
[00:56:24.215 --> 00:56:26.197]  You see, or any other date that comes about.
[00:56:26.237 --> 00:56:27.058]  It's not random.
[00:56:27.118 --> 00:56:28.940]  It is not done by accident.
[00:56:29.340 --> 00:56:41.051]  And so the openings of this, the closings of that, the signing of the Eurodollar, you know, all the things that the MEPs do, or the people who control them do, is done based on ancient solar and stellar and lunar zodiacs.
[00:56:41.091 --> 00:56:42.213]  People have to understand this.
[00:56:42.773 --> 00:56:44.415]  It's based on ancient Masonic timings.
[00:56:44.952 --> 00:57:01.577]  You know, we've got to understand... And by the way, that comes out in mainstream media, that, oh, Tony Blair every morning is possessed by the spirit of the light, he falls on the ground and convulses, he goes to the four corners of the earth to do weird rituals, oh, and Ronald Reagan, everything he does is according to the astrology, and, you know, this all comes out.
[00:57:03.018 --> 00:57:12.221]  Exactly, and that's the reason why my life took me into those areas, to study these secret societies quite intimately, to definitely get into these occult areas, to find out what it is that they're up to,
[00:57:12.731 --> 00:57:13.332]  What are they doing?
[00:57:13.432 --> 00:57:19.777]  And then basically to pull back from the canvas and discover, my God, this is a worldwide ritual that involves many, many tentacles.
[00:57:20.057 --> 00:57:29.865]  But getting back to the point about this whole technotronic age, you know, as I said, my work is dedicated to Jim Keith, and I want people to remember his name because he's one of the greatest American researchers you could imagine.
[00:57:29.885 --> 00:57:30.965]  Do you believe he was murdered?
[00:57:32.166 --> 00:57:33.367]  Absolutely, no doubt in my mind.
[00:57:33.407 --> 00:57:35.609]  And the people closest to him also speculate upon that.
[00:57:35.909 --> 00:57:38.932]  Well, then his publisher died mysteriously right after he did.
[00:57:40.209 --> 00:57:40.949]  Yes, exactly.
[00:57:40.969 --> 00:57:44.651]  And another friend of his, a co-researcher, was also mysteriously killed.
[00:57:45.031 --> 00:57:48.833]  So there's no doubt in my mind that they either, you know, they took this guy out because he was so special.
[00:57:48.853 --> 00:57:51.194]  He had the ability and the charm to reach many, many people.
[00:57:51.214 --> 00:57:53.275]  Well, he also got wide-spectrum analysis.
[00:57:54.675 --> 00:57:54.856]  Yeah.
[00:57:54.916 --> 00:57:56.496]  I mean, he really got the big picture.
[00:57:57.417 --> 00:57:58.917]  Well, remember, these guys were tied up.
[00:57:59.398 --> 00:58:04.480]  Jim had investigated Scientology and did a runner from it because he knew, my God, what the hell is going on here.
[00:58:04.880 --> 00:58:09.282]  And then tried to whistle-blow that, and from there, you know, went on to, like I did in my own way,
[00:58:09.781 --> 00:58:13.906]  To, you know, branch out and to find out about the world, the great global conspiracy.
[00:58:13.926 --> 00:58:15.187]  And his work is fundamental.
[00:58:15.227 --> 00:58:22.836]  His book, Mass Control, you know, is an essential part of the DVD we're doing right now, but to release next month, or very shortly.
[00:58:23.316 --> 00:58:24.217]  And this goes into his work.
[00:58:24.278 --> 00:58:25.139]  It's dedicated to his work.
[00:58:25.239 --> 00:58:26.921]  And people have got to understand... All right, stay there.
[00:58:26.941 --> 00:58:28.182]  We're going to break for one minute.
[00:58:28.222 --> 00:58:29.143]  Come back with the next hour.
[00:58:29.223 --> 00:58:30.465]  Michael Dasarian getting into this.
[00:58:33.735 --> 00:58:34.956]  Thank you for listening to GCN.
[00:58:35.016 --> 00:58:36.656]  Alright, let me go ahead and talk to him now.
[00:58:36.676 --> 00:58:38.297]  Be sure to visit GCNlive.com today.
[00:58:38.757 --> 00:58:46.181]  And from there, you know, went on to, like I did in my own way, to, you know, branch out and to find out about the world, the great global conspiracy.
[00:58:46.221 --> 00:58:47.461]  And his work is fundamental.
[00:58:47.501 --> 00:58:55.104]  His book, Mass Control, you know, is an essential part of the DVD we're doing right now, about to release next month, or very shortly.
[00:58:55.605 --> 00:58:59.246]  And this goes into his work, it's dedicated to his work, and people have got to understand... Alright, stay there.
[00:58:59.266 --> 00:59:00.507]  We're going to break for one minute.
[00:59:00.547 --> 00:59:01.467]  Come back with the next hour.
[00:59:01.567 --> 00:59:02.768]  Michael Lassarian getting into this.
[00:59:06.010 --> 00:59:08.491]  Thank you for listening to GCN.
[00:59:08.511 --> 00:59:13.394]  Be sure to visit GCNlive.com today.
[00:59:14.414 --> 00:59:15.795]  It is a big idea.
[00:59:15.815 --> 00:59:17.936]  A new world order.
[00:59:18.636 --> 00:59:22.658]  In the near future, Earth is dominated by a powerful world government.
[00:59:22.678 --> 00:59:26.340]  It's known as the Bilderberg Group.
[00:59:26.360 --> 00:59:28.581]  Could their objective be world domination?
[00:59:29.162 --> 00:59:31.543]  For thousands of years, their dark order grew.
[00:59:32.325 --> 00:59:39.751]  Now as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[00:59:42.693 --> 00:59:47.657]  For the first time in history, the elite's plan for world government is blown wide open.
[00:59:48.137 --> 00:59:51.540]  You will learn the secret that drives the entire New World Order agenda.
[00:59:57.768 --> 01:00:01.071]  My websites are InfoWars.com and PrisonPlanet.com.
[01:00:01.271 --> 01:00:07.716]  InfoWars.net, PrisonPlanet.tv, JonesReport.com, TruthNews.us are some of the alternate auxiliary sites.
[01:00:08.076 --> 01:00:10.358]  They have some exclusive news that's only on those sites.
[01:00:11.019 --> 01:00:16.383]  But the big main sites that are updated three or four times a day are InfoWars.com and PrisonPlanet.com.
[01:00:18.847 --> 01:00:28.839]  Michael, I want to get into a little bit of positive news first, then I want to get into the technological control grid, the enslavement grid, what your new film's about, that was the bad news, but knowing the enemy is at the battle.
[01:00:30.001 --> 01:00:34.746]  But you talk and speak a lot about the exponential awakening, and listen, I tend to
[01:00:36.272 --> 01:00:42.096]  Underestimate how many people I reach individually, and I'm just one, you know, little outpost in all of this.
[01:00:42.516 --> 01:00:56.985]  I don't over-gauge myself, but really, it doesn't matter any guest I call up now, some engineer, or Chuck Norris, or, you know, some politician, or somebody in another country, or I go to foreign countries, people all over the street come up to me now.
[01:00:57.325 --> 01:01:02.569]  You know, I go to Honduras, or I go to England, or I go to Germany, or I go to, you know, some other part of the world,
[01:01:05.130 --> 01:01:06.491]  I'm one little guy in all this.
[01:01:08.512 --> 01:01:10.372]  Take Austin, my center of operations.
[01:01:10.773 --> 01:01:17.396]  It's now where I'll be at the gym and 80% of the people in there come up and aren't just coming up saying hi, they're waking up, they're listening.
[01:01:18.296 --> 01:01:22.038]  And so I see with my own life an exponential explosion
[01:01:22.458 --> 01:01:25.861]  Well, I agree with that totally, otherwise I wouldn't be doing my work.
[01:01:25.881 --> 01:01:33.786]  It is one of the things I also, everything you said is true for me as well, wherever I go, the enormous amount of emails and feedback that I get
[01:01:48.706 --> 01:01:56.449]  You know, and even the negative reaction, at least that shows me that this juggernaut, as I said, the lights, you know, must be blinding some people.
[01:01:56.789 --> 01:02:03.772]  That gives you the reverse understanding that, you know, it must be happening because look at even the reactions it's causing, even in a negative way to people.
[01:02:04.052 --> 01:02:10.034]  You must know that by their threat, you can also tell, you know, by their backlashing, you can tell, my God, you know, our time has come.
[01:02:10.494 --> 01:02:14.496]  And I always describe it as being that people have to stay very optimistic what's happening.
[01:02:14.536 --> 01:02:15.016]  This can
[01:02:16.129 --> 01:02:23.732]  I am not a person who ever believes that evil will ever triumph in the world, because just like nature abhors a vacuum, nature also abhors that which is evil.
[01:02:23.852 --> 01:02:31.615]  And if you are evil, if you're operating from that mindset, you've actually just raised a red flag to the powers of nature to say, come and get me, wipe me out.
[01:02:32.155 --> 01:02:38.517]  And I also believe that we are in the time of the death throes of this kind of sphere of activity.
[01:02:38.942 --> 01:02:40.123]  This kind of imperialism.
[01:02:40.403 --> 01:02:41.723]  We're actually... It's bad.
[01:02:41.783 --> 01:02:42.183]  It's hot.
[01:02:42.343 --> 01:02:42.583]  Yep.
[01:02:42.624 --> 01:02:43.644]  They're up in our face.
[01:02:43.944 --> 01:02:49.666]  But as a matter of fact, I also believe you see that it's a situation in which these individuals, it's their dying days.
[01:02:49.706 --> 01:02:52.227]  They're in the last phase of the tyranny.
[01:02:52.708 --> 01:02:56.629]  And that, you know, it's a situation that we're gonna, you know, overcome it.
[01:02:56.769 --> 01:03:03.472]  And it's just that I don't necessarily... See, I don't entertain any other idea at all because I wouldn't be wasting my time on five minutes.
[01:03:03.931 --> 01:03:13.277]  Of any of this research, if I didn't totally and utterly believe that good always triumphs over evil, and it will do, and that these people are evil, and my message is that we have to study the nature of evil.
[01:03:13.657 --> 01:03:17.500]  Yeah, a person can be good, but a person can also be good and stupid, or good and blind.
[01:03:17.900 --> 01:03:27.826]  The point is now that the awakening continues as we pass the torch from one person to the other, we get our arms around as much information as we can, we do not bicker because we have minute differences.
[01:03:28.127 --> 01:03:29.167]  We're all on camp here.
[01:03:29.207 --> 01:03:33.190]  I said this in one of my talks in Los Angeles, you know, we're all, we all have our tents
[01:03:33.635 --> 01:03:34.395]  We're good to go.
[01:03:58.559 --> 01:03:59.280]  Yes, we are.
[01:04:11.451 --> 01:04:16.417]  You know, the toothless piranhas that are stifling... Well, have you noticed they never give any proof either?
[01:04:16.878 --> 01:04:20.302]  You know, we're saying we're waking up, we're positive, we're affecting... I know.
[01:04:20.622 --> 01:04:25.288]  But people who are really doing it are waking people up, they're involved, they're saying, let's work together.
[01:04:25.608 --> 01:04:29.373]  But the enemy will attack you and then say, oh, we should work together, why aren't you working together?
[01:04:29.833 --> 01:04:32.334]  You know, they never... it's just unbelievable.
[01:04:32.554 --> 01:04:34.815]  But it's not just conscious enemy operatives.
[01:04:35.656 --> 01:04:45.981]  There are a lot of just broken down, morbid, malfunctioning minds out there that, you know, also have woken up to the New World Order, but still just thrash about attacking everyone.
[01:04:46.421 --> 01:04:48.122]  We're going to continue with Michael Tasarian.
[01:04:48.162 --> 01:04:49.683]  MichaelTasarian.com is his website.
[01:04:49.723 --> 01:04:50.163]  Stay with us.
[01:04:50.823 --> 01:04:51.724]  I'm going to skip this one, too.
[01:04:53.164 --> 01:04:55.205]  John, are you tired of hearing that... Yes, sir.
[01:04:55.265 --> 01:04:56.526]  I'm going to skip this break, too.
[01:04:57.853 --> 01:05:00.894]  Okay, Michael, we're going to skip this one, too, for the internet-only audience.
[01:05:01.314 --> 01:05:05.436]  When we come back, let's get into the control grid and a lot more.
[01:05:05.456 --> 01:05:07.397]  You said you had an address?
[01:05:08.337 --> 01:05:10.118]  Yeah, but we're on air at the end of the show.
[01:05:10.138 --> 01:05:11.938]  I'll just give you my address and I'd like to get your stuff.
[01:05:13.099 --> 01:05:16.960]  I've got several addresses and I don't want to give out my personal address on air.
[01:05:17.060 --> 01:05:19.561]  Yeah, yeah, okay, not on air, yeah.
[01:05:19.961 --> 01:05:24.603]  But, you know, you bring up the debunkers, and just while we're on the internet audience,
[01:05:26.095 --> 01:05:31.266]  It doesn't bother me that so many people attack me or manufacture all these things I've supposedly done.
[01:05:31.286 --> 01:05:34.393]  And I know they do that to you, I know.
[01:05:34.413 --> 01:05:35.676]  Excuse me.
[01:05:37.097 --> 01:05:40.199]  It's that I know that most of them actually aren't government agents.
[01:05:40.779 --> 01:05:43.420]  They are just products of the society.
[01:05:44.341 --> 01:05:47.042]  And it just blows me away where, I mean, here's an example.
[01:05:47.603 --> 01:05:51.545]  There's all these locals in Austin and they just keep claiming lies about me.
[01:05:51.645 --> 01:06:02.631]  I mean, they just keep saying I'm in their business, I'm doing things to them, I'm hurting them, and they call me up and say, you've done this and that, and I'm like, I don't even know what you're talking about.
[01:06:04.665 --> 01:06:14.909]  Well, exactly, and so then it builds a type of delusion, and we see that with the delusion of the fear of the Muslims, or delusion of the fear of this group, or that group.
[01:06:15.069 --> 01:06:20.652]  I mean, I think it's more of a spirit, or a program, a download, not even so much a government operation.
[01:06:20.712 --> 01:06:25.714]  Obviously, some of it is, and it's just so sad to see that...
[01:06:26.434 --> 01:06:26.674]  I agree.
[01:06:26.694 --> 01:06:28.256]  I've also tracked the same thing back to Envy.
[01:06:28.276 --> 01:06:34.901]  I agree wholeheartedly because I've given it so much thought, you know, since I became more publicly known, of course, then I had to address this particular backlashing issue.
[01:06:52.924 --> 01:06:54.026]  And I've tracked it to envy.
[01:06:54.046 --> 01:06:56.809]  I've tracked it to the fact that they are like the deer in the headlights.
[01:06:56.950 --> 01:06:59.954]  They're scared to lose, you know, what they think is their security.
[01:07:00.498 --> 01:07:02.879]  By getting into knowledge, because knowledge threatens you.
[01:07:02.919 --> 01:07:07.102]  Knowledge asks you to think more, to think again, to reevaluate everything you know.
[01:07:07.462 --> 01:07:11.524]  And this is, of course, extremely threatening to most people who've just, you know, felt, hey, good, I was just falling asleep.
[01:07:11.544 --> 01:07:14.325]  I was just rolling over there to go to sleep and have everything be secure.
[01:07:14.726 --> 01:07:21.389]  And now you guys come along and tell me about the Illuminati, or you tell me about, you know, what's waiting for me tomorrow in a dystopia if I don't get up and do something.
[01:07:22.129 --> 01:07:24.911]  You put doubt on me about my elected leaders and so forth and so on.
[01:07:25.231 --> 01:07:31.456]  You tell me to read, you tell me to study, you know, and this is a big threat to those people who are just so apathetic and narcissistic, so of course, you know, they backlash.
[01:07:31.816 --> 01:07:34.098]  I always take it as a positive sign, you know, in the last segment.
[01:07:34.118 --> 01:07:35.939]  Well, no, I agree with you.
[01:07:35.979 --> 01:07:38.561]  But I mean, I agree with you, but I'm saying people, we've even woken up.
[01:07:39.122 --> 01:07:43.265]  They'll admit I've woken them up, or you've woken them up, but then they'll still say, we're bad.
[01:07:43.305 --> 01:07:44.726]  Well, you judge a tree by its fruits.
[01:07:45.066 --> 01:07:49.410]  How do we wake up so many, but then we're bad, and then they manufacture
[01:07:49.890 --> 01:07:54.761]  All these crimes we've supposedly committed so that they have a rationalization to make up more crap about us.
[01:07:55.021 --> 01:07:55.462]  Here we go.
[01:07:57.306 --> 01:07:58.088]  Radio Network.
[01:07:59.386 --> 01:08:05.287]  Okay, we've got about 51 minutes left with Michael Tesarian, great researcher, michaeltesarian.com.
[01:08:05.827 --> 01:08:25.290]  Michael, break down the technological control grid, the microwave guns, the face scanning cameras, the poison in the food and water, all of it admitted, all of it being intensified, 1 in 33 having cancer, now 1 in 2 in men, 1 in 3 in women, you know, just, I mean, the plagues are upon us, it is engineered.
[01:08:27.151 --> 01:08:28.491]  Break down this grid.
[01:08:29.673 --> 01:08:44.376]  Well, like I said, coming out of the work of Jim Keith and the people who have more of a look at this technotronic world, and you even have some of the insiders talking about that they can't wait for this, people of the Bertrand Russell School, you see, and the whole Bread and Circus clan, the intellectual types.
[01:08:44.537 --> 01:08:47.697]  What I've been studying is more the elite type, the people at the top of the pyramid.
[01:08:48.337 --> 01:08:49.438]  What is their thinking?
[01:08:49.478 --> 01:08:50.078]  What do they want?
[01:08:50.138 --> 01:08:51.398]  How do they see mankind?
[01:08:51.418 --> 01:08:59.200]  You know, the people coming out of the Thomas Malthus School, the people coming out of the Frankfurt Schools and the Tavistock Institute, and these highbrows who have always looked at us
[01:08:59.631 --> 01:08:59.911]  I don't
[01:09:18.536 --> 01:09:29.884]  To look at our genes and to present the gene to us in a very subliminally negative way, as some sort of mechanical construct that is just, you know... It's dirty, it's broken, we're bad.
[01:09:29.904 --> 01:09:41.312]  And for those that don't know, they would, 2,000 years ago in Rome, breed large brutish, quote, dumb Germans, Gauls, and others, you know, together when the slaves were mainly white.
[01:09:41.832 --> 01:09:46.095]  And then it's openly in the slave manuals, very politically incorrect to say, but it's actually history.
[01:09:46.115 --> 01:09:53.420]  I'm not saying it worked, but they actually did also breed people in this country to be large and stupid according to what the official documents say.
[01:09:53.481 --> 01:09:53.801]  Go ahead.
[01:09:54.661 --> 01:09:55.062]  That's right.
[01:09:55.682 --> 01:09:56.403]  This is where they're at.
[01:09:56.423 --> 01:09:58.904]  This is what, you know, Jim Keith's work really alerted me to.
[01:09:58.924 --> 01:10:06.390]  The Dr. Delgados, these Frankensteinian, you know, Bela Lugosi creatures that, you know, haunt the technical world that have huge amount of funding.
[01:10:06.949 --> 01:10:30.537]  And what really caught my eye, because as I told you before, my introduction to a lot of this has been through art and through symbolism, I started to notice that the symbolism that these, you know, Alex DeGrasse and these individuals who are now behind the whole Genome Project, and many of the other technological sort of projects and organizations, right from the time of Francis Crick, doing his main research in the Templar zones of London, and then the first genetic experiments being done in the Templar areas of Scotland near Rosslyn,
[01:10:31.072 --> 01:10:37.960]  You know, this kind of stuff started to raise a red flag for me because here we're up against the Templar symbolism again.
[01:10:38.280 --> 01:10:40.162]  Here we're seeing the Holy Grail symbolism again.
[01:10:40.482 --> 01:10:42.565]  Here we're seeing the man in white with the red crosses.
[01:10:42.845 --> 01:10:43.486]  What is all of this?
[01:10:43.746 --> 01:10:45.027]  What has science got to do with any of this?
[01:10:45.247 --> 01:10:49.872]  So then I started tracking that and got into the work of Jim Keith and others who started talking about it.
[01:10:50.513 --> 01:10:54.055]  The assault on the human race has been on consciousness, but it's also been on biology.
[01:10:54.315 --> 01:11:13.205]  And anyone who stands up against the FDA, the AMA, any of the Dr. Raymond Royal-Rice, the Wilhelm Reich, the Walter Russells, you know, the Max Gersons, the list is endless of anyone who stands up to say, here's how real healing happens, here's how you get, you know, back to your center, both not only legal sovereignty in a social sense, but spiritual sovereignty.
[01:11:13.405 --> 01:11:19.468]  You know, they suppress and molest those people, they burn their works, they purge them, they do not let their knowledge be known.
[01:11:19.884 --> 01:11:28.473]  So, some of the attacks on the human beings, we have to understand the nature of evil and understand the Hydra that is not just attacking in one way.
[01:11:28.753 --> 01:11:34.619]  In fact, often, as Archibald Wavell the General said, watch what the right hand is doing because you're not seeing the left hand.
[01:11:34.979 --> 01:11:38.323]  They may present in front of you some sort of bugbear, some sort of, you know,
[01:11:39.502 --> 01:11:39.822]  What's it?
[01:11:39.922 --> 01:11:45.504]  It's like Wizard of Oz's shadow for you to be, you know, shaking in front of, but the real enemy is coming at you from the back.
[01:11:45.884 --> 01:11:53.126]  So, this is what I've also been studying, and I really do believe that this post-human world is upon us, whether they're going to... See, the global village is upon us.
[01:11:53.827 --> 01:12:00.989]  I mean, that comes out of my studies of Fabianism and studies of the common purpose and all of that, so... But the global village can be many things.
[01:12:01.573 --> 01:12:09.138]  They may not even put chains on you, they may not even build a wall around you, but you can still inhabit this planet as a global slave in the global village.
[01:12:09.178 --> 01:12:10.399]  There's many ways of attaining this.
[01:12:10.880 --> 01:12:18.185]  And through these RFI chips, the whole situation of the whole digital kingdom opening up for us, this is what's going at breakneck speed.
[01:12:18.601 --> 01:12:27.665]  Since they're sort of falling back of the main military budgets, not too much falling back on it, but as obviously they've scaled back from Star Wars and these other things, where do you think all that money is going?
[01:12:27.925 --> 01:12:41.470]  That money is now going into the whole technological world to create for human race, basically a cyber purgatory, which is going to be what supplants this ending that I've talked about in the next four to five years.
[01:12:41.770 --> 01:12:45.332]  You're going to see a sort of a countdown to extinction of all the traditions
[01:12:45.851 --> 01:12:53.896]  All the accepted norms that our forefathers worked for, that we've understood, that our grandparents and our parents, this is both an education, but specifically a medical.
[01:12:54.216 --> 01:12:57.057]  Just look at the way that children are medicated up their eyeballs right now.
[01:12:57.538 --> 01:13:09.604]  You know, I mean, the complete, there's even one slug from Stanford University, he wants to start introducing the anti, you know, the ADD,
[01:13:11.365 --> 01:13:11.685]  No, no, no.
[01:13:11.725 --> 01:13:15.968]  There's already drugging of children in utero if they quote, come from poor families in Oregon, which is eugenics.
[01:13:25.447 --> 01:13:26.448]  Right, exactly.
[01:13:26.468 --> 01:13:39.100]  This goes back to Mari Stokes, right back to the whole Fabian situation, you know, and back to the... And what it is, is these are really murderous, bloodthirsty control freaks who just have disdain and arrogance for everyone.
[01:13:39.140 --> 01:13:42.102]  And I've actually talked to some of these top scientists and elitists from these big families.
[01:13:43.023 --> 01:13:44.905]  They're almost mentally retarded in a way.
[01:13:44.945 --> 01:13:48.869]  They're gibbering, they're goblin-like, and they're not even that smart.
[01:13:48.889 --> 01:13:51.091]  They're just vicious, vicious little demons.
[01:13:52.145 --> 01:13:59.731]  Well, the more empty you are, the more fearful you are, the more that you need to exercise these controls.
[01:13:59.771 --> 01:14:02.113]  That is the Wizard of Oz shadow situation.
[01:14:02.133 --> 01:14:05.035]  People need to wake up, turn on the lights, and not be afraid of that type of thing.
[01:14:05.055 --> 01:14:08.718]  It ties into the awakening that you spoke of in the previous segment here.
[01:14:09.219 --> 01:14:09.919]  And that is happening.
[01:14:09.979 --> 01:14:11.100]  It needs to continue to happen.
[01:14:11.460 --> 01:14:13.242]  And as I say, I'm very adamant of people
[01:14:13.909 --> 01:14:15.590]  Do not territorialize this knowledge.
[01:14:15.690 --> 01:14:18.950]  First of all, this is an alternative subject that we deal with.
[01:14:19.250 --> 01:14:20.091]  It is not mainstream.
[01:14:20.131 --> 01:14:21.331]  It is not fundamentalistic.
[01:14:21.351 --> 01:14:22.691]  You're not going to territorialize it.
[01:14:22.731 --> 01:14:23.772]  It does not belong to you.
[01:14:24.112 --> 01:14:30.013]  It is knowledge, and you cannot bring the same old world, you know, paradigms of own and control into this area.
[01:14:30.053 --> 01:14:30.874]  You don't belong.
[01:14:30.934 --> 01:14:31.594]  Go and study.
[01:14:31.634 --> 01:14:34.915]  Go back to school, you know, and go back into the orthodox world, is my message to those people.
[01:14:34.935 --> 01:14:39.656]  Yeah, I've noticed people always try to... I noticed people always, in our own, you know, quote,
[01:14:40.393 --> 01:14:45.117]  You know, awakening movement, reality movement, whatever you want to call it.
[01:14:45.137 --> 01:14:55.007]  They always try to territorialize it about who said when 9-11 was going to happen first, or who discovered this, or who discovered that.
[01:14:55.507 --> 01:15:04.309]  And me, I'm always happy to have folks on, give them credit, but I do that almost neurotically just to please those that are keeping score on who came up with this or who thought of this first.
[01:15:04.349 --> 01:15:08.711]  I mean, I have trailblazed thousands of things, coined terms, but it means nothing to me.
[01:15:09.171 --> 01:15:10.611]  I'm hoping people use it.
[01:15:10.711 --> 01:15:16.993]  I'm hoping people expand on my knowledge as I expanded on others, stand on my shoulders as I stood on others.
[01:15:17.033 --> 01:15:22.074]  But you're right, there's this obsession with territorializing, and I've done the opposite.
[01:15:22.094 --> 01:15:24.215]  I've said, make copies of my films, do whatever you want.
[01:15:25.356 --> 01:15:26.177]  Use my material.
[01:15:26.257 --> 01:15:27.337]  Don't even give me credit.
[01:15:27.878 --> 01:15:29.219]  Because it's about survival.
[01:15:30.199 --> 01:15:37.884]  Again, people can wake up to the New World Order, but they haven't woken up to all the conditioning they were already under, and so they've got to break that as well.
