[00:00:00.009 --> 00:00:02.210]  Rosetta Stone to expose.
[00:46:37.051 --> 00:46:40.093]  In the Federal Register, and by contract, the YMCA,
[00:46:40.615 --> 00:46:45.138]  Which has a contract in Pinellas County, operating under another name.
[00:46:45.938 --> 00:46:53.163]  They actually can receive federal money, and one out of every 25% of the children they pick up can be abused.
[00:46:53.903 --> 00:46:55.104]  Sexually abused or whatever.
[00:46:56.385 --> 00:46:57.385]  Imagine, one out of 20!
[00:46:57.465 --> 00:46:59.166]  There's no zero tolerance.
[00:46:59.206 --> 00:47:02.569]  So we can take every, we can legally take one out of every 20.
[00:47:03.009 --> 00:47:08.312]  Now of course behind that is all the one... That's like a letter of Mark with a slave ship saying how many of your slaves can die.
[00:47:08.812 --> 00:47:09.233]  Go ahead.
[00:47:10.149 --> 00:47:19.352]  And they have a mandatory, it's over 300, just to not one county that have to be adopted out, or otherwise the YMCA could lose up to 10%, about $10 million.
[00:47:19.392 --> 00:47:20.812]  So what do you think they're going to do?
[00:47:20.852 --> 00:47:28.134]  They're going to go out and nab kids, and you read their requirements, and there is no circumstance to where they cannot take a child.
[00:47:28.866 --> 00:47:31.348]  If any accident happens, they say, well, you should have been there.
[00:47:31.388 --> 00:47:32.249]  You were too far away.
[00:47:32.489 --> 00:47:33.790]  Ralph, let me tell you a story.
[00:47:33.830 --> 00:47:34.730]  There was this family.
[00:47:35.471 --> 00:47:36.412]  Poor people.
[00:47:36.432 --> 00:47:37.953]  He was an auto mechanic, whatever.
[00:47:38.533 --> 00:47:39.914]  The poor woman was ignorant.
[00:47:39.974 --> 00:47:42.236]  She'd gone in and had one baby, quote, on welfare.
[00:47:42.276 --> 00:47:44.438]  They took that one, and they made stuff up.
[00:47:44.458 --> 00:47:47.100]  The next time I show up, they're taking her next baby.
[00:47:48.160 --> 00:47:49.241]  Blond-haired, blue-eyed baby.
[00:47:49.261 --> 00:47:51.223]  They're going to get hundreds of grand for adoption for it.
[00:47:51.983 --> 00:47:53.084]  And they're there.
[00:47:53.124 --> 00:47:54.765]  And once we show up, they've called us.
[00:47:54.805 --> 00:47:56.787]  We open the door, and the Austin cop's choking her.
[00:47:57.606 --> 00:47:58.486]  And we're like, my God!
[00:47:58.587 --> 00:48:00.688]  And we get the camera up and there's footage of a lot of this.
[00:48:01.028 --> 00:48:01.868]  They throw us out.
[00:48:02.588 --> 00:48:03.789]  And then she's crying in there.
[00:48:03.829 --> 00:48:06.450]  They choke her until she signs the document agreeing to the plan.
[00:48:06.910 --> 00:48:07.891]  They snatch the child.
[00:48:07.931 --> 00:48:08.531]  They're laughing.
[00:48:09.071 --> 00:48:10.132]  I mean, the cop walks out.
[00:48:10.152 --> 00:48:10.892]  The woman walks out.
[00:48:10.932 --> 00:48:11.513]  They're laughing.
[00:48:12.253 --> 00:48:13.173]  The woman's crying.
[00:48:13.233 --> 00:48:14.234]  They grab the baby.
[00:48:14.714 --> 00:48:15.754]  Then we got the reports.
[00:48:15.915 --> 00:48:17.135]  It wasn't even her name.
[00:48:17.955 --> 00:48:22.277]  The report they filed with the judge was a woman a year before under a separate name.
[00:48:22.637 --> 00:48:26.338]  And like I heard you on your radio show say, it's not even filled out right.
[00:48:26.378 --> 00:48:28.679]  Hell, they don't even use the same people.
[00:48:28.719 --> 00:48:29.679]  They're so lazy.
[00:48:30.060 --> 00:48:34.561]  It was false evidence that the three-year-old child had been bitten by a dog.
[00:48:34.641 --> 00:48:39.343]  This is a newborn baby and they're saying it's a three-year-old child bitten by a dog, another name, a year ago.
[00:48:39.603 --> 00:48:45.569]  I mean, just hell force, just total criminal, judges laughing, fake names laughing.
[00:48:45.929 --> 00:48:48.772]  I mean, I don't think people realize, Ralph, the magnitude.
[00:48:50.013 --> 00:48:56.078]  Well, they don't, and what I discovered behind this, these judges are bought and paid for by contracts.
[00:48:56.118 --> 00:48:59.942]  They have cooperative agreements, and I've got them out of Florida, I've got them out of Alaska.
[00:48:59.982 --> 00:49:05.227]  They are bound to abide by the regulations, and if they don't do what these agencies want for the money,
[00:49:05.749 --> 00:49:07.009]  Everybody loses money.
[00:49:07.169 --> 00:49:09.730]  The sheriff is hired as an independent contractor.
[00:49:09.790 --> 00:49:10.950]  That's all right in the contract.
[00:49:11.270 --> 00:49:12.111]  He's a hired gun.
[00:49:12.311 --> 00:49:13.411]  And they all get a slice.
[00:49:13.431 --> 00:49:14.611]  We're going back to the main show now.
[00:49:14.651 --> 00:49:17.672]  Let's get into this right now and describe this for people.
[00:49:17.712 --> 00:49:19.473]  Folks, you have not have seen them.
[00:49:19.853 --> 00:49:24.054]  They don't even have in what they file in these fake courts even real names.
[00:49:24.074 --> 00:49:25.034]  They don't even care.
[00:49:25.274 --> 00:49:27.875]  There's not even a pretense of legality.
[00:49:27.915 --> 00:49:28.235]  Here we go.
[00:49:30.834 --> 00:49:33.876]  You can run on for a long time.
[00:49:34.477 --> 00:49:36.739]  Run on for a long time.
[00:49:37.419 --> 00:49:41.702]  Run on for a long time.
[00:49:41.862 --> 00:49:47.287]  I remember about nine years ago, I called into other radio shows crying as I drove home, because it really hit me then.
[00:49:47.307 --> 00:49:49.889]  It's been quite a journey, you know, that's why I have all this anger.
[00:49:51.582 --> 00:50:00.265]  They went down and snatched this woman's baby for no reason and then filed a name from a year before of a three-year-old child, totally separate from her.
[00:50:00.285 --> 00:50:13.590]  And the reason I got Ralph Vaughn is I was listening to his radio show one Sunday here locally in Austin driving, and I heard him talk about in these cases how they file wrong names, they're not even filled out right, the courts aren't real, it's all private contractors.
[00:50:13.650 --> 00:50:17.131]  And I have it on tape, I got copies of it, I showed it on my TV show.
[00:50:17.791 --> 00:50:20.112]  It's on YouTube from eight, nine years ago.
[00:50:20.172 --> 00:50:21.692]  Mike Hanson got it and re-uploaded it.
[00:50:22.292 --> 00:50:25.233]  Where, imagine for me, I didn't know how bad the government was then.
[00:50:25.253 --> 00:50:28.954]  Or these private murder gangs that call themselves government.
[00:50:29.254 --> 00:50:32.075]  I mean, they don't even file... They don't even care.
[00:50:32.095 --> 00:50:34.936]  They just laugh and file the same case with other people's names.
[00:50:35.016 --> 00:50:35.416]  I mean, it's...
[00:50:36.036 --> 00:50:48.424]  Ralph, get into the hearts of these people, because for all the crimes of these private agencies, carrying this out with the private federal reserve, with government seal and signet, the stuff happening to the children is the mother load.
[00:50:48.464 --> 00:50:52.446]  It's over, what, a million for a year the pedophile ring seizes.
[00:50:52.806 --> 00:50:54.787]  But again, it's the bankers carrying out eugenics.
[00:50:55.088 --> 00:50:57.949]  They just hire the pedophile rings to carry out the ops.
[00:50:58.250 --> 00:51:05.214]  Then the family judges, who aren't real judges, have family centers named after them in the local cities as they sit.
[00:51:05.934 --> 00:51:07.035]  It's always the same.
[00:51:07.115 --> 00:51:14.998]  It's always a butch-cut demon woman running it with fat Nelly men as their worker bees.
[00:51:15.358 --> 00:51:17.419]  It even operates like a hive.
[00:51:17.479 --> 00:51:17.939]  Go ahead.
[00:51:19.140 --> 00:51:27.624]  Well, like I say, when we discovered this, it is government-sponsored sexual abuse pedophilia because they have, the government is 6%,
[00:51:29.231 --> 00:51:35.753]  Florida happens to be one out of every twenty child, legally, can be sexually or physically abused, and they pay you money for this.
[00:51:36.634 --> 00:51:37.394]  That's unbelievable.
[00:51:37.414 --> 00:51:38.774]  This is in all the documents.
[00:51:38.794 --> 00:51:40.655]  Give people the details of these state contracts.
[00:51:41.475 --> 00:51:53.179]  Well, they're called cooperative agreements, and for the states, they have one with the court, and the judge is bound to, he's supposed to abide by the regulations, so that everybody gets their cut of the money.
[00:51:53.826 --> 00:51:55.347]  And the sheriff has a contract.
[00:51:55.648 --> 00:51:56.629]  It's a cooperative agreement.
[00:51:56.709 --> 00:51:58.110]  Usually it's with the county commissioners.
[00:51:58.150 --> 00:51:59.711]  He is an independent contractor.
[00:52:00.392 --> 00:52:12.462]  And to get away from the liability part of this under the 11th Amendment, what the state does, like in Florida and everywhere, they will hire, like the YMCA down there, they hire them as an independent contractor.
[00:52:12.982 --> 00:52:14.083]  And they give them goals.
[00:52:14.143 --> 00:52:17.346]  You must, you must have this many children in the system.
[00:52:17.870 --> 00:52:23.677]  You must adopt out to this many children, and if you don't, you could be penalized up to ten percent.
[00:52:23.737 --> 00:52:28.082]  And to be clear, they then spied for kids to grab within their own systems.
[00:52:28.122 --> 00:52:37.314]  The hospitals, the schools, everything is pedophile ring run, or then they have criminals that just want money, and so they're all spying with a mark on your kids everywhere.
[00:52:38.089 --> 00:52:49.871]  Well, what we found down there in Florida, they actually have it highlighted in the hospital side that's smart to use because every time you take a child to the hospital, young children, it automatically goes over to the child custody.
[00:52:50.535 --> 00:52:54.338]  And they have quotas, so they can just pick and choose what kind of child they want.
[00:52:54.378 --> 00:52:59.121]  They find an excuse, because there is no excuse to have a bruise or any accident.
[00:52:59.282 --> 00:53:01.243]  Every one of them is covered by child custody.
[00:53:01.683 --> 00:53:05.526]  So they just come out and say, well, let's see, we need, like Greg's, we need four kids.
[00:53:05.606 --> 00:53:06.367]  Oh, they're good kids.
[00:53:06.407 --> 00:53:07.428]  This is good stuff here.
[00:53:07.528 --> 00:53:12.491]  We can sell them out, which they've already adopted them out, and we've got a minimum of $16,000.
[00:53:13.072 --> 00:53:15.954]  Actually, in Florida, then, they've also set it up so that if the
[00:53:16.702 --> 00:53:27.172]  Uh, Florida state employees get them, they get five or ten thousand dollars per head just to adopt a bout, and then of course the state gets around and pays for help with the education and the medical.
[00:53:27.673 --> 00:53:30.656]  So we take these kids that are in the Christian movement
[00:53:31.511 --> 00:53:35.234]  Oh yeah, and homeschooling, and we're going to re-establish them over on our side.
[00:54:02.612 --> 00:54:09.798]  Well, there is a root to this particular problem, the root of the tree that produces the poisonous fruit.
[00:54:09.958 --> 00:54:10.539]  It started in 1866.
[00:54:12.760 --> 00:54:15.042]  And they created a citizen of the United States.
[00:54:15.182 --> 00:54:16.844]  Out of thin air, they just made it up.
[00:54:18.005 --> 00:54:21.588]  It was strictly for the Negroes, the extreme court has said so, and what they said.
[00:54:21.608 --> 00:54:27.292]  Now, this is pretty astounding, and you can check it out on the internet, because all my stuff I do is, I document.
[00:54:27.412 --> 00:54:29.094]  Now, give out your website, give out your email.
[00:54:30.390 --> 00:54:30.991]  I don't know.
[00:54:43.748 --> 00:54:47.789]  I have a special list, too, where I put out documents so that you don't have to go look for it.
[00:54:47.889 --> 00:54:51.231]  Tell folks what Just Belli means, or Just Belli.
[00:54:51.671 --> 00:54:54.211]  It means Law of War, because they're waging war on the people.
[00:54:54.271 --> 00:54:55.312]  That's right, and they state that.
[00:54:55.392 --> 00:54:56.072]  Letter of Mark.
[00:54:56.332 --> 00:54:59.853]  We are enemy rebels and savages to be exterminated.
[00:55:00.834 --> 00:55:01.194]  Go ahead.
[00:55:01.234 --> 00:55:02.014]  That's what they're doing.
[00:55:02.594 --> 00:55:03.895]  Stated, Letter of Mark.
[00:55:03.935 --> 00:55:04.275]  Go ahead.
[00:55:05.335 --> 00:55:09.516]  And the root of the tree that produces this poisonous fruit.
[00:55:09.936 --> 00:55:11.697]  All we've got to do, everybody's got to look in the mirror.
[00:55:12.321 --> 00:55:16.945]  Because most people still don't know that the Federal Reserve has got nothing to do with our government.
[00:55:17.666 --> 00:55:18.326]  Well, guess what?
[00:55:18.807 --> 00:55:22.430]  A citizen of the United States has nothing to do with our government either.
[00:55:22.490 --> 00:55:23.571]  That was created in 1866.
[00:55:24.192 --> 00:55:28.636]  It was memorialized in the 14th Amendment in 1868.
[00:55:29.697 --> 00:55:35.261]  And then in 1870, they quietly made it so that the blacks were exactly equal to the whites.
[00:55:36.280 --> 00:55:36.820]  We are.
[00:55:37.000 --> 00:55:39.081]  Everybody thinks they're a citizen of the United States.
[00:55:39.161 --> 00:55:41.662]  Well, what they said... Blacks were not raised up.
[00:55:42.122 --> 00:55:43.303]  Everyone was brought down.
[00:55:44.823 --> 00:55:45.684]  Well, we work.
[00:55:45.924 --> 00:55:46.944]  It's a fictional law.
[00:55:47.064 --> 00:55:52.206]  If they said everybody's going to be Santa Claus and we're going to have Rudolph in every garage, we'd say, no, no, no, that's not so.
[00:55:53.066 --> 00:55:55.407]  But everybody thinks they're a citizen of the United States.
[00:55:55.507 --> 00:55:59.609]  And what it's found today in Title 42, 1981, 82, and 88.
[00:56:00.089 --> 00:56:01.589]  And here's what it says.
[00:56:01.669 --> 00:56:02.550]  This is astounding.
[00:56:03.610 --> 00:56:05.651]  Congress is going to grant you the benefit.
[00:56:06.677 --> 00:56:14.000]  To sue and be sued on private and personal property, the right to contract, and to have the same rights as enjoyed by white citizens.
[00:56:15.561 --> 00:56:17.222]  Does that sound just a little racist?
[00:56:17.322 --> 00:56:19.383]  And that is what a citizen of the United States is.
[00:56:19.583 --> 00:56:21.063]  It's still there today in the Code.
[00:56:22.844 --> 00:56:23.704]  Unbelievable, isn't it?
[00:56:23.764 --> 00:56:27.186]  And the Supreme Court said, if you take this status, this benefit,
[00:56:28.214 --> 00:56:31.936]  You then have no right to any court of law and you have no right to a remedy.
[00:56:31.976 --> 00:56:32.637]  That's Babcock.
[00:56:32.897 --> 00:56:33.217]  That's right.
[00:56:33.257 --> 00:56:36.359]  It makes you a ward of the state or chattel.
[00:56:37.600 --> 00:56:39.021]  Well, it's like you have a child.
[00:56:39.041 --> 00:56:39.821]  You have a child at home.
[00:56:39.841 --> 00:56:42.603]  You say, okay, I'm going to get around and give you a dollar, do the dishes.
[00:56:42.663 --> 00:56:43.904]  No, you pissed me off.
[00:56:43.964 --> 00:56:45.305]  I'm not going to give you any money at all.
[00:56:45.865 --> 00:56:47.146]  There's no remedy for the child.
[00:56:47.586 --> 00:56:48.547]  And that's what we've done.
[00:56:48.627 --> 00:56:49.547]  We have surrendered.
[00:56:50.128 --> 00:56:52.389]  We have sold our birthright for a bowl of porridge.
[00:56:53.149 --> 00:56:53.910]  We've been hoodwinked.
[00:56:56.400 --> 00:56:57.561]  And that's our problem today.
[00:56:57.581 --> 00:57:05.524]  And the foolish cops and workers that carry all this out are having their water and food and everything poisoned publicly.
[00:57:06.685 --> 00:57:07.786]  They love dying of cancer.
[00:57:07.806 --> 00:57:08.766]  They love being slaves.
[00:57:09.647 --> 00:57:11.688]  But the average cop is just completely ignorant.
[00:57:11.848 --> 00:57:13.809]  They just have no idea what they're a part of.
[00:57:14.809 --> 00:57:18.811]  And not even all social workers are in the wicked guild.
[00:57:19.071 --> 00:57:21.712]  But now they're snatching old people and taking their money.
[00:57:22.133 --> 00:57:24.554]  I mean, now it's just, my God, we're in hell.
[00:57:25.543 --> 00:57:36.285]  The thing is, you give people with no accountability what they perceive as power, and we got Hitlers like Hitler never had Hitlers in Germany.
[00:57:36.565 --> 00:57:38.625]  God, there was only one of that sucker in Germany.
[00:57:38.985 --> 00:57:42.626]  We got them all over, Roger, because these people, there's no accountability.
[00:57:42.646 --> 00:57:43.546]  They just do whatever they want.
[00:57:44.486 --> 00:57:49.347]  And they're called agents, and that's why that movie Matrix, because they can just appear anywhere.
[00:57:50.608 --> 00:57:52.548]  And when I finally figured this out,
[00:57:53.075 --> 00:57:54.036]  We have no government.
[00:57:54.276 --> 00:57:55.076]  It's gone, folks.
[00:57:55.837 --> 00:57:57.698]  Because everybody uses the word agency.
[00:57:58.098 --> 00:58:02.622]  Well, I got news for all the crooks and agencies in uniform who think it's all funny.
[00:58:03.122 --> 00:58:04.923]  Your masters are going to hurt you bad.
[00:58:05.403 --> 00:58:06.644]  You think you're part of the system?
[00:58:06.664 --> 00:58:07.405]  You're going to find out.
[00:58:07.445 --> 00:58:08.045]  Keep laughing!
[00:58:08.345 --> 00:58:08.906]  Keep laughing!
[00:58:09.847 --> 00:58:11.527]  I mean, Ralph, here's the problem.
[00:58:11.567 --> 00:58:18.129]  At the top of the pyramid, I'm sure you know about all the thousands of admitted chemical, biological, radiological tests on the troops and police and others.
[00:58:18.929 --> 00:58:28.112]  They kill our troops all the time for 60 years in tests to create other cadres of military that will do the killing just as a test.
[00:58:28.972 --> 00:58:34.416]  And it's an admitted declassified fact, and the public can't figure out, that of course they carried out 9-11.
[00:58:34.496 --> 00:58:39.439]  I mean, if our government were to radiate four and a half thousand children, U.S.
[00:58:39.499 --> 00:58:45.683]  children, frying them to death, just to test radiation systems, oh, but they wouldn't kill you on 9-11.
[00:58:45.743 --> 00:58:50.206]  I mean, it's a wonderland for psychos, isn't it?
[00:58:51.206 --> 00:58:56.910]  Well, it is, and you know, it's just like, I look for black and white issues.
[00:58:57.762 --> 00:58:58.702]  What I call a bright light.
[00:58:59.002 --> 00:58:59.723]  Oklahoma City.
[00:59:00.023 --> 00:59:01.603]  They had all kinds of video cameras.
[00:59:01.623 --> 00:59:03.184]  You know what's missing in Oklahoma City?
[00:59:03.364 --> 00:59:05.145]  There's no hole in the ground out in front.
[00:59:05.225 --> 00:59:07.485]  So therefore, there was no fertilizer bomb.
[00:59:07.545 --> 00:59:09.106]  It's all a freaking lie.
[00:59:09.186 --> 00:59:12.627]  And they won't release the videos and the FBI that's seen it say that it was moldable?
[00:59:12.707 --> 00:59:17.909]  No, but these are the TV camera videos of all the different, out of the helicopters they were flying around.
[00:59:17.929 --> 00:59:18.669]  No, no, no.
[00:59:18.809 --> 00:59:19.269]  I know those.
[00:59:19.389 --> 00:59:20.310]  I agree there's no hole.
[00:59:20.490 --> 00:59:20.750]  I agree.
[00:59:20.770 --> 00:59:23.631]  I'm saying, but then the close-up videos they seized him.
[00:59:24.844 --> 00:59:30.348]  Yeah, you go to 9-11, the Pentagon, there's no plane, there's no motors, and there's no people!
[00:59:31.529 --> 00:59:40.435]  And the towers, there's never been a steel building come down yet, and two of them came down in the same day within hours, and then the other building, 7, you can see it go down, and...
[00:59:43.418 --> 00:59:44.740]  Here's an example.
[00:59:45.440 --> 00:59:48.083]  The Gardasil vaccine admittedly kills people.
[00:59:48.123 --> 00:59:49.944]  They admit it in their own insert.
[00:59:50.285 --> 00:59:54.308]  It says, this gives you cancer, this kills you, and they run out and inject themselves.
[00:59:54.549 --> 00:59:55.129]  Have you heard the latest?
[00:59:55.149 --> 00:59:59.713]  They're going to put three to eight year olds on statin cholesterol drugs?
[01:00:00.594 --> 01:00:01.035]  Oh God.
[01:00:01.155 --> 01:00:04.037]  I mean, it's just, it's hell force, ladies and gentlemen.
[01:00:04.398 --> 01:00:05.158]  You understand?
[01:00:06.138 --> 01:00:09.279]  There's two interesting things that I was watching.
[01:00:10.059 --> 01:00:17.221]  One is I watched what happened in Texas when they kidnapped, and that's what they're doing, they're kidnapping children for money, for slavery.
[01:00:17.281 --> 01:00:19.822]  They kidnap them, hold them for ransom, and they sell them off.
[01:00:20.542 --> 01:00:26.104]  The interesting part is what happened in Texas when they took all those children, they filed a mandamus.
[01:00:27.104 --> 01:00:30.545]  And a mandamus is to obey your rules and regulations.
[01:00:31.266 --> 01:00:35.507]  Now this is what I've come up with, and this week we are finally attacking the IRS.
[01:00:36.440 --> 01:00:37.120]  I don't think so.
[01:00:52.406 --> 01:01:01.275]  The only thing the courts are bound by, the only thing the agencies are bound by, the only thing that the agents are bound by is what's published in the Federal Register.
[01:01:01.395 --> 01:01:03.116]  And I know there is some success with that.
[01:01:03.136 --> 01:01:09.102]  The problem is that they will only accept that from higher directives of someone higher up the totem pole.
[01:01:09.603 --> 01:01:16.069]  And these Mormons had a boatload of money, and the government's so hated now, it was a PR backfire.
[01:01:17.410 --> 01:01:23.395]  My whole issue is that they selectively enforce even their own codes and regulations, as you know.
[01:01:24.455 --> 01:01:27.017]  Well, they do, but I've been jerking the judge around here.
[01:01:27.057 --> 01:01:31.961]  I provide research and material that will fight this, and we've been starting now to jerk these judges around.
[01:01:32.862 --> 01:01:36.284]  I've got two summary judgments, and I've killed commercial stuff here in the last three weeks.
[01:01:36.925 --> 01:01:45.391]  But we're going to see how this plays out, because this is the only thing that binds these people, because they don't work for us.
[01:01:46.314 --> 01:01:56.260]  Now, getting back to the Hell Force, let's just go over the makeup of the Family Destruction Services, their own books they take in college.
[01:01:56.300 --> 01:01:58.481]  They say the family's a disease to be eradicated.
[01:01:58.521 --> 01:01:59.762]  We provided all those to you.
[01:02:00.122 --> 01:02:03.744]  So their job, eradicate the family, break down homeschoolers.
[01:02:04.805 --> 01:02:06.346]  They viciously hate Christians.
[01:02:07.807 --> 01:02:12.730]  Let's go over that, how that particular mercenary force
[01:02:14.270 --> 01:02:16.551]  Operates and how illegitimate they are.
[01:02:18.552 --> 01:02:27.796]  Well, like I say, it is because Congress has set this up and they can target any group that they want to tear apart.
[01:02:28.536 --> 01:02:30.577]  Number one, they must tear apart the families.
[01:02:31.237 --> 01:02:34.559]  So they have set up the adoption part that we have.
[01:02:35.919 --> 01:02:37.660]  It's something short of bounty hunting.
[01:02:37.760 --> 01:02:39.721]  They offer money for every child.
[01:02:40.399 --> 01:02:42.840]  If you get over this amount, you start making money.
[01:02:42.980 --> 01:02:46.401]  And that means that these child custody folks, then they can hire more of them.
[01:02:46.441 --> 01:02:47.782]  That means your job is secure.
[01:02:48.782 --> 01:02:51.483]  So, I mean, these people, they're going to do it.
[01:02:51.803 --> 01:02:52.424]  And that's what we do.
[01:02:52.444 --> 01:02:52.924]  And that's right.
[01:02:52.964 --> 01:02:56.305]  It's growing like a flesh-eating bacteria infection.
[01:02:56.665 --> 01:02:57.926]  It's exponentially growing.
[01:02:57.966 --> 01:03:00.067]  It's like mold eating a whole loaf of bread.
[01:03:00.407 --> 01:03:01.167]  It's like cancer.
[01:03:01.187 --> 01:03:03.408]  They're just going wild in our blood.
[01:03:04.568 --> 01:03:06.009]  Well, it's like, okay.
[01:03:07.093 --> 01:03:10.856]  The Act of Congress says we take the average of a three-year, the last three years baseline.
[01:03:11.317 --> 01:03:19.943]  Now we take the next three years, well the next year is higher, so that means we have to kidnap more kids to keep our jobs, and so then we do that.
[01:03:21.284 --> 01:03:26.889]  Every year it's an automatic setup means that we are going to destroy the family.
[01:03:26.909 --> 01:03:29.331]  That's right, Clinton accelerated that one in 1997.
[01:03:29.391 --> 01:03:29.991]  Explain that.
[01:03:30.231 --> 01:03:33.574]  They have to up the bounty just to get the original money.
[01:03:34.659 --> 01:03:35.220]  Well, right.
[01:03:35.400 --> 01:03:40.605]  And every year the numbers keep going up, the number of children in the system.
[01:03:40.625 --> 01:03:44.909]  Well, of course, if your job depends on kidnapping a child, what are you going to do?
[01:03:44.949 --> 01:03:46.051]  You're going to go kidnap them.
[01:03:46.091 --> 01:03:47.112]  And where do they find them?
[01:03:47.612 --> 01:03:50.295]  They have the schools and they have the hospitals.
[01:03:50.760 --> 01:03:56.102]  Where they send them the information of any child that has a bruise or anything.
[01:03:56.343 --> 01:03:56.943]  It's worse than that.
[01:03:57.023 --> 01:03:58.504]  Let me give you an example.
[01:03:59.024 --> 01:04:00.364]  You're at the hospital having a baby.
[01:04:00.404 --> 01:04:01.085]  This just happened to me.
[01:04:01.125 --> 01:04:02.525]  And I go there because I know the doctor.
[01:04:02.585 --> 01:04:03.206]  She's a fan.
[01:04:03.246 --> 01:04:03.886]  She's not bad.
[01:04:03.906 --> 01:04:04.646]  But the system is.
[01:04:05.167 --> 01:04:06.987]  And I've already had three children, so I know how it is.
[01:04:07.047 --> 01:04:07.528]  And I'm in there.
[01:04:08.368 --> 01:04:10.370]  And she says, Oh, hon, will you run this down?
[01:04:10.870 --> 01:04:12.572]  The master nurse getting my wife ready to go in.
[01:04:13.052 --> 01:04:15.234]  Will you run this file down to the floor next to me?
[01:04:15.294 --> 01:04:15.715]  Thank you.
[01:04:15.755 --> 01:04:16.415]  And then I leave.
[01:04:16.736 --> 01:04:19.678]  I wink at my wife and the lady says, How is your home?
[01:04:19.698 --> 01:04:21.440]  I got plenty of money, plenty of food.
[01:04:22.100 --> 01:04:23.682]  That's enough to take care of the kids right there.
[01:04:23.722 --> 01:04:24.643]  Is your husband nice to you?
[01:04:24.683 --> 01:04:25.343]  Got a good relationship?
[01:04:25.383 --> 01:04:26.524]  You can tell me, honey.
[01:04:26.865 --> 01:04:29.127]  And she's right there at a computer hooked into the police.
[01:04:29.847 --> 01:04:31.629]  Not telling you, not reading your rights, nothing.
[01:04:31.649 --> 01:04:32.790]  My wife says, no, we're fine.
[01:04:33.070 --> 01:04:33.430]  We're great.
[01:04:33.450 --> 01:04:33.991]  We're doing good.
[01:04:34.691 --> 01:04:37.174]  And then I come back and the woman's slyly on her power trip.
[01:04:37.234 --> 01:04:38.995]  Thank you for doing that.
[01:04:39.395 --> 01:04:42.678]  She's a bucket of pus because she has to do this for her job.
[01:04:42.758 --> 01:04:44.040]  She does it to love it.
[01:04:44.300 --> 01:04:46.662]  She's on her own power trip, but something's happening.
[01:04:46.702 --> 01:04:48.363]  Now they're going to grab her grandchildren's kids.
[01:04:48.403 --> 01:04:49.745]  Now they're not wanting to do it.
[01:04:49.765 --> 01:04:52.387]  I talked to other nurses about how horrible it is.
[01:04:52.447 --> 01:04:53.608]  They all know what's going on.
[01:04:53.648 --> 01:04:54.449]  Some of them are fans.
[01:04:54.949 --> 01:04:57.270]  But the point is, this is it.
[01:04:58.171 --> 01:04:59.972]  You are being reported on everywhere.
[01:05:00.012 --> 01:05:00.572]  Go ahead, Ralph.
[01:05:01.593 --> 01:05:09.477]  Well, like a lady that I've been helping here, she was in there and they took her child for no reason and they adopted it out.
[01:05:09.497 --> 01:05:11.218]  She had another child down in Montana.
[01:05:11.658 --> 01:05:15.480]  And they came in there and their big issue... Well, you've already had one child taken out.
[01:05:15.520 --> 01:05:16.200]  There's no facts.
[01:05:16.701 --> 01:05:19.242]  But we don't think you know how to change diapers either.
[01:05:19.402 --> 01:05:22.244]  But the big issue is, she happens to be a very large woman, around 300
[01:05:23.648 --> 01:05:27.862]  So therefore you might damage your child so therefore we're going to take your child just because of your weight.
[01:05:28.683 --> 01:05:31.865]  And that's what the cashless grid, the cashless tracking system is about.
[01:05:59.804 --> 01:06:07.190]  Well, one of the things we have to look at here is like in Alaska, we had two people got in a pissing match over a tabby.
[01:06:08.031 --> 01:06:09.111]  It was a cat in a business.
[01:06:09.312 --> 01:06:12.054]  And so they actually had a trial by jury of who's going to get the cat.
[01:06:13.015 --> 01:06:15.897]  Now they get around and they take children with no trial by jury.
[01:06:17.098 --> 01:06:17.798]  And no facts.
[01:06:18.839 --> 01:06:22.702]  They just make it up, and then they close the initial hearing off.
[01:06:22.843 --> 01:06:25.625]  It does not have any... How did the cat come into this one?
[01:06:26.417 --> 01:06:29.959]  Well, what I was saying is, you can have a cat, and they will have a trial by jury.
[01:06:30.019 --> 01:06:34.561]  Before you give the ownership of the cat away, you take children, and there's no trial by jury.
[01:06:35.541 --> 01:06:36.622]  That's right, there's no nothing.
[01:06:36.662 --> 01:06:43.465]  And explain, these family courts are literally part of the, uh, just outside the... Well, here's an example.
[01:06:43.525 --> 01:06:44.085]  Here in Austin,
[01:06:45.660 --> 01:06:48.721]  Judge Jean Meir and her designates set up portable buildings at every school.
[01:06:49.221 --> 01:06:52.942]  Now, if a child's late to class three times, that doesn't violate state truancy law.
[01:06:53.342 --> 01:07:00.844]  They falsely charge you with that, but then have the father sign a form saying your child's on probation for doing something that isn't against the law.
[01:07:02.004 --> 01:07:03.325]  And then, now you're in the system.
[01:07:04.085 --> 01:07:04.905]  See what I'm saying, Ralph?
[01:07:06.152 --> 01:07:07.533]  It's a total overthrow.
[01:07:07.553 --> 01:07:17.677]  There's no evidence, there's no anything, and because the people do not understand, don't know how to fight this thing, and they have a belief system that the cop has police power, that these people... Stay there, stay there.
[01:07:17.697 --> 01:07:18.877]  We're going to keep talking during the break.
[01:07:20.238 --> 01:07:20.478]  Are you?
[01:07:20.918 --> 01:07:22.118]  Ralph, this is too incredible.
