[00:00:02.165 --> 00:00:03.590]  We are drugged out!
[00:45:52.232 --> 00:45:55.817]  Don't miss out on the chance to fuel your body and support recovery.
[00:45:56.077 --> 00:45:59.222]  Try the InfoWars Life Daily Digestive Pack today!
[00:46:00.817 --> 00:46:04.422]  Audience, radio affiliates, TV affiliates, thank you for your support.
[00:46:04.702 --> 00:46:11.391]  But they've cut off the sponsors, they've blocked us advertising on Google, they have filed 13 lawsuits, we've beaten six.
[00:46:11.692 --> 00:46:15.817]  But understand this, I am your soldier, you're my soldier, we're all in this together.
[00:46:16.878 --> 00:46:21.563]  And we're fighting hard for American values, what we know works, and what brings liberty and freedom to our children.
[00:46:21.964 --> 00:46:22.985]  So I salute you and I thank you.
[00:46:23.005 --> 00:46:27.009]  But whatever you do, the live video links on Facebook, Twitter, YouTube, Infowars.com.
[00:46:28.411 --> 00:46:34.197]  Local stations you're listening to, every person you get to tune in to this local radio station is a victory in this war.
[00:46:34.237 --> 00:46:35.939]  And when you financially go to Infowars.com,
[00:46:36.840 --> 00:46:42.706]  And when you take advantage of the huge sales and the great products for everything in your life, it's about making your life better.
[00:46:43.346 --> 00:46:45.508]  The non-GMO heirloom seeds, springtime's here.
[00:46:46.069 --> 00:46:50.032]  The highest quality books, films, pastry apparel to spread the word.
[00:46:50.353 --> 00:46:55.838]  The very best supplements, water filtration, air filtration, shortwave radios, emergency radios, tactical gear, body armor.
[00:46:56.258 --> 00:46:58.440]  Infowarsstore.com, Infowarslife.com.
[00:46:58.801 --> 00:47:00.002]  Please shop with the good guys.
[00:47:04.289 --> 00:47:13.412]  You're listening to the Alex Jones Show!
[00:47:18.214 --> 00:47:23.216]  He aligns himself with the truth, and it's time for you to choose a side.
[00:47:23.536 --> 00:47:25.837]  You're listening to Alex Jones!
[00:47:29.230 --> 00:47:33.575]  Alright, you are tuned in to the most hated, demonized radio slash TV show in the world.
[00:47:34.015 --> 00:47:38.641]  That is by globalists, by pedophiles, by corrupt Islamist groups, you name it.
[00:47:38.821 --> 00:47:41.764]  Anti-free market groups, communists, they don't like us.
[00:47:42.325 --> 00:47:46.669]  So Sean Hannity, he's the number one guy in US media.
[00:47:47.973 --> 00:47:53.736]  And they demonized the living hell out of him, and Nielsen's been caught giving CNN double the ratings they deserve.
[00:47:53.756 --> 00:47:54.796]  There have been big scandals.
[00:47:54.836 --> 00:48:01.560]  So when you hear that Hannity, you know, has 2 million more viewers or whatever than CNN, it's far, far bigger than that, obviously.
[00:48:01.580 --> 00:48:04.901]  I mean, they have to pay airports and hotels to put CNN on.
[00:48:05.982 --> 00:48:07.162]  Leftists don't even watch it.
[00:48:07.282 --> 00:48:08.583]  It's beyond birdcage liner.
[00:48:08.903 --> 00:48:10.064]  It has no inherent value.
[00:48:11.681 --> 00:48:18.844]  But that said, just to hear Hannity, obviously, I guess maybe he knows his audience doesn't know this is going on, but like, could it be true?
[00:48:18.964 --> 00:48:19.745]  Could I be targeted?
[00:48:20.125 --> 00:48:26.528]  Gee, they just raided your lawyer, totally illegal, and then put out a bunch of private stuff that wasn't even bad on you.
[00:48:28.348 --> 00:48:29.389]  They want to destroy you.
[00:48:29.449 --> 00:48:30.629]  They've come after your sponsors.
[00:48:30.670 --> 00:48:34.591]  And listeners have to understand that anybody telling the truth, they're going after them.
[00:48:34.991 --> 00:48:39.714]  Now Fox News, with the Murdoch sons and all of it, tried to be anti-Trump about a year ago.
[00:48:39.734 --> 00:48:39.994]  Remember?
[00:48:40.054 --> 00:48:40.354]  It failed.
[00:48:41.152 --> 00:48:42.933]  They tried to push a year and a half ago Megyn Kelly.
[00:48:43.473 --> 00:48:46.315]  Boy, I tell you, they love her $67 million contract at NBC.
[00:48:47.256 --> 00:48:48.956]  She has the lowest ratings on television.
[00:48:49.617 --> 00:48:50.217]  She's a joke.
[00:48:52.038 --> 00:48:54.119]  People want common sense.
[00:48:54.139 --> 00:48:54.860]  They want the truth.
[00:48:54.940 --> 00:49:01.063]  And that's why the establishment tries to act like you got 14 heads if you listen to Sean Hannity.
[00:49:01.464 --> 00:49:03.425]  And they lie about what Hannity's saying.
[00:49:04.425 --> 00:49:05.166]  Just like they do me.
[00:49:06.544 --> 00:49:07.525]  I take it out of context.
[00:49:07.585 --> 00:49:11.067]  I talk about Hillary funding Muslims to kill people in the Arab Spring.
[00:49:11.828 --> 00:49:15.911]  They edit it on Fox, on Megyn Kelly, and say, I say, Hillary's killing kids in a basement.
[00:49:16.131 --> 00:49:17.252]  That video's online.
[00:49:17.612 --> 00:49:20.574]  Megyn Kelly caught editing video to lie about Alex Jones.
[00:49:21.675 --> 00:49:24.096]  The point is, they'll go to no ends to do this.
[00:49:25.658 --> 00:49:30.001]  But Hannity doubles down, I'm gonna play the whole clip now, and says, I will never shut up.
[00:49:30.081 --> 00:49:30.841]  I'll never go away.
[00:49:30.881 --> 00:49:31.562]  I'll never surrender.
[00:49:31.662 --> 00:49:33.023]  And that's the attitude.
[00:49:33.063 --> 00:49:34.624]  We're so close to winning.
[00:49:37.727 --> 00:49:48.296]  You know, of course he just talks to the White House every day.
[00:49:48.316 --> 00:49:52.820]  Of course he has three number one New York Times bestselling books.
[00:49:53.921 --> 00:49:55.442]  Oh, but he has no credibility.
[00:49:55.982 --> 00:50:00.026]  He was the guy that exposed NAFTA and GATT and everything else to Lou Dobbs, who then got fired.
[00:50:00.386 --> 00:50:01.487]  Oh, and why did Lou Dobbs get fired?
[00:50:01.927 --> 00:50:03.409]  Lou Dobbs had more viewers.
[00:50:05.114 --> 00:50:07.957]  Than the other top three rated shows combined on CNN.
[00:50:07.977 --> 00:50:11.980]  Remember back in the old days when Lou Dobbs had more viewers than Sean Hannity?
[00:50:15.283 --> 00:50:16.624]  And it's not a pissing contest.
[00:50:19.207 --> 00:50:30.437]  Fox News knows if they put Lou Dobbs on in a prime time slot against, say, uh, or lower in the day against, uh, you know, Shep Smith or something, it'd have five times the ratings.
[00:50:32.602 --> 00:50:33.962]  But again, they're trying to suppress it.
[00:50:34.703 --> 00:50:40.385]  But they lost half their ratings in the year they were anti-Trump, so they backed off, and then boom, they're back to number one.
[00:50:40.865 --> 00:50:42.326]  Again, this is the globalist quandary.
[00:50:42.626 --> 00:50:44.686]  Freedom's popular, but they don't want it.
[00:50:45.727 --> 00:50:49.548]  So here is Sean Hannity throwing down the gauntlet, like, oh, so what?
[00:50:49.928 --> 00:50:52.209]  Hey, you're not on air like he is.
[00:50:52.229 --> 00:50:54.590]  And I'm not bitching at the listeners, but let me tell you something.
[00:50:56.095 --> 00:50:57.135]  They come after your family.
[00:50:57.175 --> 00:50:58.596]  They come after you in every other way.
[00:50:59.256 --> 00:51:03.517]  And all I'm pointing out is, is that we need to hear more stuff like this.
[00:51:04.497 --> 00:51:06.057]  And again, why is he number one?
[00:51:06.437 --> 00:51:08.778]  Why has Infowars been number one online?
[00:51:10.178 --> 00:51:11.238]  Despite all the censorship.
[00:51:11.278 --> 00:51:13.179]  Because freedom is popular.
[00:51:13.279 --> 00:51:13.959]  You want freedom.
[00:51:14.019 --> 00:51:14.939]  I'm just a bellwether.
[00:51:15.399 --> 00:51:18.180]  I'm just an expression of what you want and what you desire.
[00:51:19.740 --> 00:51:20.340]  Here's Sean Hannity.
[00:51:22.028 --> 00:51:23.709]  And by the way, great news for me tonight.
[00:51:23.949 --> 00:51:24.769]  Pay close attention.
[00:51:24.789 --> 00:51:33.172]  Remember when Senator Chuck Schumer said that you better not mess with the intel community because they're going to get you six ways to Sunday?
[00:51:33.192 --> 00:51:34.753]  This is great news for me.
[00:51:35.013 --> 00:51:36.734]  Best-selling author Jerome Corsi.
[00:51:37.114 --> 00:51:38.154]  He's the author of this book.
[00:51:38.174 --> 00:51:41.856]  It's out now in bookstores on Amazon.com, Barnes and Noble.com.
[00:51:41.876 --> 00:51:43.357]  It's called Killing the Deep State.
[00:51:43.637 --> 00:51:44.617]  You might remember him.
[00:51:44.977 --> 00:51:45.517]  He was back.
[00:51:45.758 --> 00:51:49.419]  Remember the group against John Kerry, Vietnam Bets for Truth?
[00:51:49.859 --> 00:51:50.479]  He was one of them.
[00:51:50.860 --> 00:51:51.360]  He's saying
[00:51:52.020 --> 00:51:57.601]  That yours truly, that I, Sean Hannity, am the next target of the Deep State.
[00:51:58.541 --> 00:52:10.683]  Wow, isn't it so great to know that these corrupt officials with their backs against the wall, that are desperate, desperate people do desperate things, the people that have the most powerful tools of intelligence, they're now going after me.
[00:52:11.403 --> 00:52:11.763]  Okay?
[00:52:12.063 --> 00:52:12.384]  Really?
[00:52:12.744 --> 00:52:18.905]  So sadly, after all we have learned, you know, now we have Jerome Corsi's prediction, it doesn't surprise me.
[00:52:19.305 --> 00:52:20.205]  Isn't that sad?
[00:52:20.825 --> 00:52:22.547]  Are we the United States of America?
[00:52:22.567 --> 00:52:24.469]  Or are we going to be the former Soviet Union?
[00:52:24.689 --> 00:52:26.151]  Or are we going to be Venezuela?
[00:52:26.792 --> 00:52:28.173]  I promise you this one thing.
[00:52:28.954 --> 00:52:30.215]  I'm never stopping.
[00:52:30.576 --> 00:52:30.776]  Ever.
[00:52:31.557 --> 00:52:35.081]  Here to help break down this damning new report is The Hills' John Solomon.
[00:52:35.101 --> 00:52:36.382]  John, good to see you, sir.
[00:52:38.825 --> 00:52:40.266]  I could play that over and over again.
[00:52:40.306 --> 00:52:40.927]  I'm not stopping.
[00:52:40.947 --> 00:52:41.648]  I'm not backing down.
[00:52:43.195 --> 00:52:44.076]  And what is the report?
[00:52:44.436 --> 00:52:49.260]  It's not about tootin' our horn, but if you type into Bing or any other search engine, Google doesn't work anymore.
[00:52:49.621 --> 00:52:51.782]  I'm not a fan of Microsoft, but it's like the old Google.
[00:52:52.203 --> 00:52:54.925]  It's a pretty fair search engine, Bing is, for a big establishment one.
[00:52:55.345 --> 00:52:57.627]  It's better than DuckDuckGo, and I've tried like 50 of them.
[00:52:57.667 --> 00:52:58.048]  I'm sorry.
[00:52:58.428 --> 00:52:59.049]  Bing's the best!
[00:52:59.689 --> 00:53:00.710]  And the crew agrees.
[00:53:00.930 --> 00:53:02.992]  It's like Google is totally broken.
[00:53:03.032 --> 00:53:06.595]  They've killed Google search function in their information war.
[00:53:06.635 --> 00:53:10.678]  Hell, Google's saying Republicans are Nazis when you look at Republican Party.
[00:53:11.559 --> 00:53:14.301]  You know, that was Friday's news, like, 50 years ago.
[00:53:15.562 --> 00:53:25.971]  The reason I go back to the sanity thing is that if we get on a war footing about this and don't care what they say or do anymore, we're going to win.
[00:53:26.251 --> 00:53:31.315]  If we keep caring what leftists say or do, they're going to have this kind of brainwashing authority on us.
[00:53:31.755 --> 00:53:33.637]  And I'm tired of them defining everything.
[00:53:33.677 --> 00:53:34.257]  I'm sick of it.
[00:53:34.738 --> 00:53:36.039]  But here's an article from Zero Hedge.
[00:53:36.059 --> 00:53:37.360]  It's up on InfoWars.com.
[00:53:37.720 --> 00:53:38.541]  It's on NewsWars.com.
[00:53:40.367 --> 00:53:44.168]  FBI spying on Trump started in London earlier than thought.
[00:53:45.669 --> 00:54:01.933]  Well, I mean, we broke last year, and then just a few weeks ago that it was Stefan Halperin and then all the other folks, and I know who the others are, I don't want to get sued, so I'm not going to out on them, but they're the people that were in all the meetings, that they had minutes of going, let's meet with the Russians, let's meet with the Russians, these little nobodies that got in the meetings.
[00:54:02.394 --> 00:54:03.354]  They were trying to plan it.
[00:54:04.301 --> 00:54:06.022]  And so Obama has been caught.
[00:54:06.623 --> 00:54:17.730]  Obama was in the news in November after Trump won, in December, going, we've talked to President Obama's staff and they say, don't worry, Trump was being surveilled and is a Russian and the evidence will come out.
[00:54:18.251 --> 00:54:20.452]  The delegates won't even see him on the 20th.
[00:54:20.833 --> 00:54:21.873]  He will not be president.
[00:54:23.134 --> 00:54:29.919]  Then I'm like, hey, look, they say in the news that they were spying on Trump and that's illegal.
[00:54:33.086 --> 00:54:35.106]  And then Trump says, oh, they were spying on me.
[00:54:35.506 --> 00:54:38.827]  They go, you're crazy, we weren't spying when we've got hundreds of news articles saying it.
[00:54:39.147 --> 00:54:40.567]  Of course, people ask, how I knew?
[00:54:40.587 --> 00:54:43.648]  You, you, you globalists admitted all of this.
[00:54:46.669 --> 00:54:47.669]  I've just got a memory.
[00:54:48.749 --> 00:54:50.229]  Used to be photographic, it's not now.
[00:54:50.249 --> 00:54:51.910]  But it's still damn good.
[00:54:51.990 --> 00:54:54.270]  And man, I remember every damn word you said.
[00:54:54.330 --> 00:54:55.570]  So people keep asking, how do you know?
[00:54:55.610 --> 00:54:56.190]  How do you know this?
[00:54:56.471 --> 00:54:57.011]  How do you know this?
[00:54:57.051 --> 00:54:58.011]  I mean, type into a search engine.
[00:54:58.031 --> 00:54:58.571]  Right now I'm Bing.
[00:55:00.230 --> 00:55:01.611]  I said Infowars.com at the end of it.
[00:55:02.071 --> 00:55:04.773]  Type in, uh, Obama ordered spying on Trump.
[00:55:05.233 --> 00:55:08.635]  You'll get stuff two years ago before he was even elected!
[00:55:13.238 --> 00:55:14.018]  And how did we do that?
[00:55:15.799 --> 00:55:16.399]  How did we do that?
[00:55:18.261 --> 00:55:20.782]  Because the Democrats bragged about it!
[00:55:21.322 --> 00:55:27.086]  My God, the last time they did was on January 20th, two- two thousand and six- seventeen.
[00:55:28.604 --> 00:55:30.024]  And it was in the front page of the New York Times.
[00:55:30.064 --> 00:55:32.185]  They spied on Trump Tower and his lawyer and everything.
[00:55:32.425 --> 00:55:33.725]  And they said, oh, and we've got the proof.
[00:55:33.745 --> 00:55:35.626]  And they got the damn front of the newspaper.
[00:55:36.046 --> 00:55:42.227]  And then they had the author on, Piers Morgan, and all the other foreign shows saying, I'm lying about it.
[00:55:45.888 --> 00:55:47.429]  Who's the other CIA guy?
[00:55:47.569 --> 00:55:48.229]  Anderson Cooper?
[00:55:50.029 --> 00:55:52.430]  Here, let's have the seven ways to Sunday.
[00:55:53.810 --> 00:55:54.750]  No, that was the judge.
[00:55:54.790 --> 00:55:55.931]  That was in March of last year.
[00:55:55.951 --> 00:55:56.091]  Yeah.
[00:55:58.130 --> 00:56:00.152]  Another great patriot coming out.
[00:56:01.714 --> 00:56:04.597]  Judge Napolitano saying that, but we've got us on record.
[00:56:04.777 --> 00:56:08.521]  Hell, I'm attacked by CNN for being the progenitor of it.
[00:56:09.161 --> 00:56:11.424]  Remember I made a big hissy fit two weeks ago about that clip?
[00:56:11.964 --> 00:56:15.988]  It's the clip of CNN says Trump learned about spying from Alex Jones.
[00:56:16.008 --> 00:56:16.509]  Remember that clip?
[00:56:17.995 --> 00:56:19.996]  Just because I'm going into that, we might want to pull that up.
[00:56:20.696 --> 00:56:22.957]  I'm a little bit OCD about stuff because I know all the facts.
[00:56:23.017 --> 00:56:23.457]  I have it all.
[00:56:23.477 --> 00:56:25.018]  I want to show you each time.
[00:56:25.238 --> 00:56:29.460]  I want to continue to hammer you with it because I want you to fully wake up and get what's going on here.
[00:56:29.760 --> 00:56:35.042]  That they think you're so dumb that they said days before the inauguration, Trump better watch it.
[00:56:35.362 --> 00:56:38.123]  We got seven ways this Sunday to get in the intelligence community.
[00:56:38.143 --> 00:56:40.825]  And then Trump goes, the intelligence community is doing stuff to me.
[00:56:40.885 --> 00:56:41.605]  He's the president.
[00:56:41.645 --> 00:56:42.565]  He knows all that now.
[00:56:42.845 --> 00:56:43.666]  But it's classified.
[00:56:44.417 --> 00:56:49.918]  He could release it, but he was setting them up to lie about it to get it all to come out.
[00:56:50.138 --> 00:56:50.958]  Let's go to it right now.
[00:56:51.178 --> 00:56:51.818]  Here is Chuck Schumer.
[00:56:51.838 --> 00:56:53.079]  He's shot.
[00:56:53.099 --> 00:56:55.819]  This antagonism is taunting to the intelligence community.
[00:56:55.839 --> 00:57:00.800]  Let me tell you, you take on the intelligence community, they have six ways from Sunday at getting back at you.
[00:57:01.360 --> 00:57:06.841]  So, even for a practical, supposedly hard-nosed businessman, he's being really dumb to do this.
[00:57:07.021 --> 00:57:09.162]  What do you... Show!
[00:57:10.233 --> 00:57:10.753]  There you go.
[00:57:10.774 --> 00:57:13.516]  Now what did Bill Maher when he attacked me on Friday night say?
[00:57:14.157 --> 00:57:15.278]  Jones is insane.
[00:57:15.878 --> 00:57:17.480]  No one spied on Trump.
[00:57:18.500 --> 00:57:19.922]  No one from the FBI.
[00:57:20.002 --> 00:57:22.044]  They just watched him because he's a Russian agent.
[00:57:23.345 --> 00:57:24.546]  He actually said that word for word.
[00:57:26.067 --> 00:57:30.131]  The Russian agent thing's been disproven, but he goes, there's no spying, they just surveilled him.
[00:57:31.672 --> 00:57:34.455]  But he goes, oh but Russ Limbaugh's good, Alex Jones is bad.
[00:57:36.713 --> 00:57:39.398]  Really, you haven't listened to Rush Limbaugh yet, have you?
[00:57:39.458 --> 00:57:43.364]  We blew the doors open to make it safe for El Rushbo to tell the truth.
[00:57:43.805 --> 00:57:45.969]  You don't think Rush doesn't know as much as I do or more?
[00:57:47.031 --> 00:57:47.992]  Second hour coming up.
[00:57:48.092 --> 00:57:48.834]  Share those links.
[00:57:49.074 --> 00:57:49.916]  Jam it down, Soros.
[00:57:51.135 --> 00:57:54.477]  Our team is always looking for new ways to improve our products.
[00:57:55.098 --> 00:57:58.520]  That's why we've created the newest version of a fan favorite formula.
[00:57:59.341 --> 00:58:00.742]  The Real Red Pill Plus.
[00:58:01.442 --> 00:58:05.225]  The Real Red Pill Plus contains the powerful pregnenolone formula.
[00:58:05.765 --> 00:58:07.367]  Now with an added energy boost.
[00:58:08.067 --> 00:58:13.670]  Now, you can support your heart, brain, and aging process with an added natural energy boost.
[00:58:14.311 --> 00:58:21.775]  The proprietary energy blend includes powerful ingredients like green tea extract, yerba mate leaf extract, and more.
[00:58:22.475 --> 00:58:32.001]  Paired with the powerful ingredients in the original Real Red Pill formula, the Real Red Pill has just what you need to support your body while getting the pick-me-up to get you through the day.
[00:58:33.001 --> 00:58:38.468]  The Real Red Pill Plus is a powerful investment into the future of your mind and body.
[00:58:39.149 --> 00:58:41.672]  Don't miss out on the all new upgrade to your favorite product.
[00:58:42.152 --> 00:58:46.177]  Head to infowarsstore.com and get the Real Red Pill Plus today.
[00:58:47.319 --> 00:58:48.961]  Get Real Red Pill Plus now at 50% off.
[00:58:50.816 --> 00:58:57.119]  President Trump gave a speech on Friday at the Naval Academy for their commencement and said, America is back.
[00:58:57.779 --> 00:58:59.900]  Hollywood does not have the megaphone anymore.
[00:59:00.280 --> 00:59:04.102]  The patriots that believe in real Americana are back in charge.
[00:59:04.502 --> 00:59:06.543]  And the world is taking notice.
[00:59:07.503 --> 00:59:21.347]  Ladies and gentlemen, to celebrate Memorial Day and the great sacrifices of our veterans, we are offering free shipping at InfoWarsTore.com and 50% off on more than 20 best-selling items like Brain Force, the amazing nootropic.
[00:59:21.527 --> 00:59:30.689]  Help support the information war, get great products at the same time, and continue to fund an operation that is a thorn in the side of the globalists and is continuing to back President Trump
[00:59:31.249 --> 00:59:34.231]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones!
[01:00:03.390 --> 01:00:12.955]  While I was thumbing from Montgomery, I had my guitar on my back, when a stranger stopped beside me in an antique Cadillac.
[01:00:14.095 --> 01:00:18.898]  He was dressed like 1950, half drunk and hollow-eyed.
[01:00:19.653 --> 01:00:24.037]  He said it's a long walk to Nashville, would you like to ride?
[01:00:24.417 --> 01:00:26.559]  Waging war on corruption.
[01:00:27.079 --> 01:00:35.046]  It's Alex Jones, coming to you live from the front lines of the Infowar.
[01:00:35.126 --> 01:00:40.791]  Remember Gruber, the head of the Obama Healthcare Commission?
[01:00:41.271 --> 01:00:43.513]  He gave all these speeches on C-SPAN to universities.
[01:00:43.553 --> 01:00:45.955]  He said, thank God the public has no memory.
[01:00:47.830 --> 01:00:49.712]  Thank God they have a memory less than a goldfish.
[01:00:49.752 --> 01:00:53.635]  Less than seven seconds, the smartphones are habituating them to that.
[01:00:54.395 --> 01:00:56.937]  But if you remember you have a memory, it comes back.
[01:00:58.719 --> 01:01:01.481]  So we just played Sean Hannity talking about how he's the target of the deep state.
[01:01:01.521 --> 01:01:05.144]  Of course, they admit they're targeting the free press in this country.
[01:01:05.504 --> 01:01:10.048]  They just listed all Republicans in the state of California as followers of Nazism.
[01:01:12.530 --> 01:01:17.194]  If that isn't a reason to bust up Google and Alphabet, that big ol' stinkin' monopoly,
[01:01:18.151 --> 01:01:18.532]  What is?
[01:01:20.094 --> 01:01:23.819]  Now just about an hour ago, Fox News, I was in there getting a glass of water.
[01:01:25.728 --> 01:01:40.277]  Was playing a clip of Ben Rhodes, the National Security Advisor to Obama, the head strategist, CIA operative of course, from the deep state, not all CIA's bad, it's just a big organization, but most of it's globalist, against Trump.
[01:01:40.657 --> 01:01:53.585]  And that famous video that got released this week of him crying, well, Greg Gutfield, that's how you say his name, he had a great idea to add crying game music
[01:01:54.540 --> 01:01:57.842]  To the deer in the headlights of these arrogant people that didn't see what was coming.
[01:01:58.202 --> 01:01:59.163]  I saw what was coming.
[01:01:59.783 --> 01:02:00.904]  I told you what was coming.
[01:02:02.264 --> 01:02:04.746]  And I told you they could stop them from stealing the states.
[01:02:05.806 --> 01:02:09.288]  At the computer level, when Homeland Security under Obama would hack in, we'd win.
[01:02:09.709 --> 01:02:12.450]  And sure enough, they stole a bunch of states, but we blocked them at five.
[01:02:14.831 --> 01:02:17.753]  So, that's the really exciting news here, ladies and gentlemen.
[01:02:17.793 --> 01:02:18.554]  We're awake now.
[01:02:18.854 --> 01:02:20.775]  See, they thought we were unconscious
[01:02:22.554 --> 01:02:24.815]  They thought we would never wake up, but we have woken up.
[01:02:26.636 --> 01:02:27.856]  And now they don't know what to do.
[01:02:30.438 --> 01:02:31.598]  The sleeper has awoken.
[01:02:31.978 --> 01:02:36.900]  So here's Fox News a little while ago, looking at the left and their full implosion.
[01:02:39.422 --> 01:02:45.304]  I mean, I... I can't... I can't put it into words.
[01:02:45.784 --> 01:02:47.685]  I don't know what the words are.
[01:02:51.834 --> 01:02:53.135]  Now that's pretty powerful, isn't it?
[01:02:53.195 --> 01:02:55.436]  But the way I want it is the way he introduced it.
[01:02:55.976 --> 01:03:03.320]  Because he first introduces it, like I said about an hour ago, he first introduces it and he plays it normal.
[01:03:03.360 --> 01:03:07.442]  And then he had the added idea of adding music to it.
[01:03:07.543 --> 01:03:09.624]  So I didn't communicate that, it's my fault.
[01:03:10.244 --> 01:03:17.248]  But the good news about time-space continuum is as long as we're alive, we can continue to go back and do it right.
[01:03:18.214 --> 01:03:20.336]  So now, ladies and gentlemen, just play it from wherever.
[01:03:20.376 --> 01:03:21.957]  Hell, let's just watch a few minutes of it.
[01:03:22.197 --> 01:03:22.597]  Here it is.
[01:03:23.678 --> 01:03:24.299]  Ben Rhodes.
[01:03:24.759 --> 01:03:25.599]  This is great tape.
[01:03:25.880 --> 01:03:28.842]  HBO caught him on the night that Hillary lost.
[01:03:30.143 --> 01:03:32.505]  I can't.
[01:03:32.585 --> 01:03:38.709]  It's like I rule America.
[01:03:38.769 --> 01:03:39.850]  It's like a dog on the carpet.
[01:03:39.930 --> 01:03:40.951]  I rub my butt on them.
[01:03:42.212 --> 01:03:43.433]  I'm big man.
[01:03:43.533 --> 01:03:43.833]  I'm big.
[01:03:46.324 --> 01:03:48.045]  I can't... I can't put it into words.
[01:03:48.125 --> 01:03:50.248]  I don't know what the words are.
[01:03:50.868 --> 01:03:51.989]  I could watch that forever.
[01:03:52.009 --> 01:03:54.272]  Yeah, he tried to install a carcass.
[01:03:54.312 --> 01:03:55.052]  It needs music.
[01:03:56.153 --> 01:04:05.803]  I mean, I... I... I can't... I can't... I can't put it into words.
[01:04:05.903 --> 01:04:07.144]  I don't know what the words are.
[01:04:14.042 --> 01:04:16.044]  So there you go, I wanted to get that clip up there.
[01:04:16.985 --> 01:04:24.334]  Because it shows the delusion when they run a stumbling evil... Hi, I'm Hillary!
[01:04:24.854 --> 01:04:27.878]  I mean, this is what they are force-feeding us?
[01:04:28.318 --> 01:04:29.540]  This is who they think we are?
[01:04:31.863 --> 01:04:44.068]  And they wonder why we reject it and want Trump and now things are turning around and they're panicking and CNN's got all these articles and news pieces saying, things are getting better, it's true, but despite Trump.
[01:04:44.709 --> 01:04:46.830]  Yeah, you dirtbags make me sick.
[01:04:47.590 --> 01:04:49.331]  We're going to stop your post-industrial world.
[01:04:49.351 --> 01:04:50.871]  We're going to stop your anti-human movement.
[01:04:51.251 --> 01:04:51.992]  We're going to win.
[01:04:52.872 --> 01:04:54.713]  Stay with us for Inside Intel.
[01:04:55.073 --> 01:04:55.793]  You don't want to miss.
[01:04:55.994 --> 01:04:58.074]  They hope you don't spread these live links right now.
[01:04:58.635 --> 01:04:59.095]  So I'm sure you
[01:05:02.483 --> 01:05:04.444]  Frank in North Carolina, thanks for holding so long.
[01:05:04.464 --> 01:05:04.884]  Go ahead.
[01:05:05.184 --> 01:05:07.385]  Yeah, Alec, I just have to say something, man.
[01:05:07.405 --> 01:05:10.426]  It seems like every time I turn on your broadcast, you're bragging.
[01:05:11.247 --> 01:05:12.347]  It just gets old, man.
[01:05:12.667 --> 01:05:14.408]  I'm gonna shut you down right now, okay?
[01:05:15.108 --> 01:05:17.189]  We're taking calls about your nomination.
[01:05:17.429 --> 01:05:21.410]  Do you understand they're having congressional hearings trying to shut us down?
[01:05:21.430 --> 01:05:23.911]  Do you understand I'm ringing the alarm?
[01:05:24.732 --> 01:05:27.052]  If that was happening to anybody else, I'd be freaked out.
[01:05:27.072 --> 01:05:28.533]  I mean, what's it gonna take?
[01:05:28.773 --> 01:05:29.653]  Us being shut down?
[01:05:29.893 --> 01:05:30.934]  Is that what you want, Frank?
[01:05:31.374 --> 01:05:32.414]  You know what, Alex?
[01:05:32.454 --> 01:05:33.515]  Hey, put him on pause again!
[01:05:33.535 --> 01:05:34.375]  Hey, Frank!
[01:05:34.635 --> 01:05:39.997]  Do you understand it's not bragging to say, we are the tip of the spear, we're under attack, we need your help.
[01:05:40.317 --> 01:05:44.599]  As much bagging as I do, we can barely pay the bills and grow in the face of this.
[01:05:44.819 --> 01:05:47.700]  I'm not gonna just stop growth and let them start pushing us backwards.
[01:05:47.960 --> 01:05:48.340]  You understand?
[01:05:48.420 --> 01:05:49.700]  I need your help, Frank!
[01:05:50.060 --> 01:05:51.241]  I need your help, Frank!
[01:05:52.181 --> 01:05:57.103]  Go to Infowarsstore.com right now and help fund the Infowars.
[01:05:58.083 --> 01:05:58.763]  Do you understand?
[01:05:58.783 --> 01:05:59.964]  I need your help, Frank!
[01:06:02.839 --> 01:06:03.763]  Drugged out!
[01:06:04.385 --> 01:06:06.673]  We are following other people's opinions!
[01:06:07.794 --> 01:06:10.056]  We are controlled by the media.
[01:06:10.617 --> 01:06:12.178]  Today, it all changes.
[01:06:12.498 --> 01:06:14.961]  This reality has been forced upon us.
[01:06:14.981 --> 01:06:18.103]  It is a choice, just like when I said slavery is a choice.
[01:06:18.324 --> 01:06:22.828]  Einstein says the death of insanity is doing the same thing, expecting a different result.
[01:06:23.068 --> 01:06:25.690]  So we keep on saying, I hate you, I hate you, f*** you, f*** you, f*** you.
[01:06:25.730 --> 01:06:28.233]  How are we going to get a different result out of hate?
[01:06:28.413 --> 01:06:30.535]  Why don't we just try love?
[01:06:31.015 --> 01:06:32.436]  Why don't we just try love?
[01:06:32.657 --> 01:06:33.818]  We have the resources.
[01:06:36.258 --> 01:06:40.619]  You know, sometimes you need some crazy motherfuckers to change something.
[01:06:40.639 --> 01:06:43.760]  Steve Jobs is crazy, now we all on Steve Jobs' phones.
[01:06:43.800 --> 01:06:48.141]  They say Trump's crazy, they say I'm crazy, but I'm here to show love.
[01:06:48.341 --> 01:06:51.962]  It's a bigger plan, and I'm just doing what the universe told me.
