[00:00:30.229 --> 00:00:31.071]  Yeah.
[00:52:32.300 --> 00:52:36.422]  You know, by the time they actually shut us down, there won't even be a story.
[00:52:37.623 --> 00:52:39.384]  They'd take me out and shoot me in the back of the head.
[00:52:39.424 --> 00:52:41.104]  By then, it's like, that's old news.
[00:52:44.466 --> 00:52:50.929]  They're going into people's phones and killing programs that came with the phones.
[00:52:51.429 --> 00:52:52.950]  So you can't visit Infowars.com.
[00:53:01.715 --> 00:53:02.876]  But everybody's still got their food.
[00:53:02.896 --> 00:53:05.878]  Everybody still can go home and watch television, so who cares?
[00:53:06.559 --> 00:53:06.959]  Exactly.
[00:53:08.560 --> 00:53:08.960]  Exactly.
[00:53:09.841 --> 00:53:10.662]  And that's why we fail.
[00:53:10.702 --> 00:53:11.342]  That's why we die.
[00:53:12.703 --> 00:53:20.569]  And I just watch us being incrementally enslaved, and I'm upset about it, and I'm supposed to see how that works and join it and farm you!
[00:53:22.350 --> 00:53:30.697]  I'm supposed to serve the globalists, so I get life extension technology, and I get cybernetic enhancement down the road,
[00:53:31.687 --> 00:53:33.909]  And I'm supposed to revel in how dumb you are.
[00:53:34.610 --> 00:53:34.810]  See?
[00:53:35.270 --> 00:53:38.113]  But instead, I get to be the bad guy because I'm trying to save you.
[00:53:39.174 --> 00:53:41.556]  Because I have some type of connection to you.
[00:53:49.084 --> 00:53:51.486]  It's, it's, it's beyond amazing.
[00:53:53.348 --> 00:53:55.610]  So people ask, you know, why is your broadcast banned?
[00:53:56.820 --> 00:53:57.760]  Why are they trying to ban it?
[00:53:58.541 --> 00:54:03.643]  Because of what we're covering, and because they're going to go ahead and make that move, and because they want to set the precedent.
[00:54:07.104 --> 00:54:07.665]  But I know this.
[00:54:07.725 --> 00:54:13.267]  I look at people that have decided to make these evil decisions, and they are the most unhappy, twisted, physically ugly people on earth.
[00:54:13.587 --> 00:54:18.249]  So let me tell you, metaphysically, culturally, and at a gut level, I know not to join them.
[00:54:19.329 --> 00:54:23.051]  But the public needs to stand up for their own self-preservation.
[00:54:23.391 --> 00:54:25.112]  Now this is funny for radio listeners.
[00:54:26.834 --> 00:54:32.197]  But it's really funny if you're a TV viewer at InfoWars.com forward slash show or on TV stations around the country.
[00:54:32.217 --> 00:54:41.641]  Because this is a piece that Drew and Savannah put together a month and a half ago when our app went to number one on Apple and on Android.
[00:54:42.281 --> 00:54:47.184]  And then after it went to number one, they just removed the Apple one that had two million downloads.
[00:54:47.224 --> 00:54:50.685]  The Android's still there at InfoWars.com forward slash app.
[00:54:52.964 --> 00:55:01.591]  This is us making a joke out of what they did, but we knew the next move would be BlockInfoWars.com at the browser level.
[00:55:03.092 --> 00:55:04.253]  And that is now begun.
[00:55:07.655 --> 00:55:09.477]  And InfoWars will not be the one that breaks it.
[00:55:09.497 --> 00:55:11.478]  I'm going to let the enemy go ahead and do it now.
[00:55:11.518 --> 00:55:12.379]  No one cares around here.
[00:55:12.399 --> 00:55:13.039]  That's fine.
[00:55:13.099 --> 00:55:13.600]  I love it too.
[00:55:13.640 --> 00:55:13.860]  Great.
[00:55:13.960 --> 00:55:14.661]  Yeah.
[00:55:15.181 --> 00:55:15.581]  Close our doors.
[00:55:20.166 --> 00:55:21.147]  We'll let the enemy break it.
[00:55:21.988 --> 00:55:24.211]  And let's see how they... Oh, it's a private company.
[00:55:24.351 --> 00:55:26.293]  Oh, it's a... Oh, you bought that phone.
[00:55:26.373 --> 00:55:30.057]  So, they're blocking visiting Infowars.com on an Apple phone.
[00:55:30.077 --> 00:55:30.838]  That's what they're doing now.
[00:55:32.480 --> 00:55:35.584]  And it's cute, and it's fun, and it's neat, and it's great.
[00:55:36.965 --> 00:55:37.926]  And so, here it is.
[00:55:38.747 --> 00:55:39.228]  Here's the quote.
[00:55:44.301 --> 00:55:49.453]  Hey guys, my name is Savannah Hernandez, and if you're always on the go like me, then you're not always tied to your computer and TV.
[00:55:49.814 --> 00:55:51.919]  So we just released our free InfoWars official app.
[00:55:53.869 --> 00:56:02.875]  The InfoWars official app includes all of our live broadcasts like War Room with Owen Troyer, Real News with David Knight, and the holy grail of podcasting radio, the Alex Jones Show.
[00:56:03.216 --> 00:56:09.440]  And the best part about the InfoWars official app is that every single time we go live, you get notifications so that you never miss a beat.
[00:56:09.940 --> 00:56:14.744]  So whether you're in the car or on a run, this app makes it easy to keep the InfoWars right in your pocket.
[00:56:15.184 --> 00:56:16.125]  So what are you waiting for?
[00:56:16.525 --> 00:56:18.606]  Not so fast, InfoWars.
[00:56:18.967 --> 00:56:20.367]  Apple banned your rap.
[00:56:23.009 --> 00:56:25.270]  I helped, too!
[00:56:25.730 --> 00:56:26.151]  Oliver!
[00:56:26.171 --> 00:56:29.853]  I hate free speech, too!
[00:56:29.953 --> 00:56:31.394]  We hate free speech!
[00:56:31.494 --> 00:56:34.175]  We hate free speech!
[00:56:34.315 --> 00:56:36.376]  We hate free speech!
[00:56:36.497 --> 00:56:39.578]  We hate free speech!
[00:56:41.419 --> 00:56:42.280]  But I can tell you,
[00:56:43.786 --> 00:56:46.367]  Millions download the app, then they take it out of the store.
[00:56:47.227 --> 00:56:48.147]  Congress does nothing.
[00:56:48.667 --> 00:56:49.688]  Well, that's so illegal.
[00:56:50.468 --> 00:56:52.849]  Next, they're going to go in and take the app off your phone.
[00:56:53.769 --> 00:56:57.590]  Next, they're going to block the InfoWars RSS feeder on Apple, which they've already done.
[00:56:57.630 --> 00:56:58.530]  That's the breaking news.
[00:56:59.390 --> 00:57:00.271]  And just everything else.
[00:57:00.331 --> 00:57:04.492]  And see, by the time they get to the real censorship, the real
[00:57:08.007 --> 00:57:11.490]  Extermination of freedom, it's just laissez-faire law.
[00:57:11.830 --> 00:57:13.932]  Because you've already gotten yourself ready to accept that.
[00:57:15.453 --> 00:57:19.117]  And so see, by the time you've done that, oh, it's like Think Progress is being banned.
[00:57:19.377 --> 00:57:20.918]  Well, okay, that's alright too.
[00:57:21.258 --> 00:57:27.364]  You know, as long as... The good old neocon boys over at the CIA do it.
[00:57:27.604 --> 00:57:30.727]  As long as, you know, because nobody reads the Weekly Standard, everybody hates them.
[00:57:31.327 --> 00:57:32.528]  So what's the power structure do?
[00:57:32.608 --> 00:57:34.510]  Oh, put them in charge of censoring the left.
[00:57:35.615 --> 00:57:38.958]  And the left won't defend the right, the right won't defend the left, and then it's game over.
[00:57:39.878 --> 00:57:41.520]  Well, that's not the truth.
[00:57:41.560 --> 00:57:48.825]  We're winning, big red waves coming, but folks have to really realize we're two minutes to midnight, and now's the time to get on your knees to Jesus.
[00:57:49.126 --> 00:57:50.366]  We'll be right back with the second hour.
[00:57:52.808 --> 00:57:53.309]  Look at that.
[00:57:53.329 --> 00:57:56.031]  Everybody else is just like yellow or clear.
[00:57:56.071 --> 00:57:58.373]  That's because it's been teenager, it's been watered down.
[00:57:58.673 --> 00:57:59.413]  We didn't do that.
[00:58:01.071 --> 00:58:05.173]  You think I would metaphysically tell you something that is the very best I can get?
[00:58:05.593 --> 00:58:07.254]  I'd rather go to hell than do that.
[00:58:07.834 --> 00:58:16.377]  I will only give you the maximum best info, the maximum truth, the maximum product, because I want that goodwill!
[00:58:16.857 --> 00:58:18.538]  What I do to you, I do to myself.
[00:58:18.578 --> 00:58:19.719]  Don't you get the big secret?
[00:58:20.399 --> 00:58:22.900]  You ever seen fish oil look like that?
[00:58:22.940 --> 00:58:24.040]  No, you've never seen that, have you?
[00:58:24.821 --> 00:58:27.622]  And this little jewel right here is solid.
[00:58:35.310 --> 00:58:35.630]  Look it up.
[00:58:36.751 --> 00:58:42.776]  Find out how even the FDA and the government admits fish oil is incredible.
[00:58:42.817 --> 00:58:47.661]  The number one thing anybody can do for themselves is take good fish oil or krill oil.
[00:58:48.141 --> 00:58:50.863]  Just like our information is dynamite, so are our products in 4Store.com.
[00:58:52.495 --> 00:59:00.500]  ExtendoWise, the latest product from InfoWarsLife.com, fuses all the known compounds that have been proven to be good for our hearts and cardiovascular system.
[00:59:00.760 --> 00:59:03.081]  And listen, everybody's got a heart.
[00:59:03.702 --> 00:59:09.065]  Well, actually maybe Hillary and George Soros don't, but everybody else has a heart and this product is amazing.
[00:59:09.145 --> 00:59:10.226]  So, if you have a heart,
[00:59:10.766 --> 00:59:16.111]  You want the very best product out there that's designed to aid a healthy heart and cardiovascular system?
[00:59:16.652 --> 00:59:20.055]  It's XtendoWise, available at InfoWarsLife.com.
[00:59:20.295 --> 00:59:28.303]  And like all of our products are game changers, this baby is the most souped up, awesome version that top form and letters can come up with and still be affordable.
[00:59:28.903 --> 00:59:30.644]  It's one of the very best heart pills out there.
[00:59:30.965 --> 00:59:31.725]  It's ExtendoWise.
[00:59:31.945 --> 00:59:34.667]  So, get some for yourself and family and friends.
[00:59:35.047 --> 00:59:38.089]  It's got the very best fish oil from the Fjords.
[00:59:38.129 --> 00:59:43.493]  It's very, very pure, very, very clean and has the EPA type that is specifically good for the heart, cardiovascular system.
[00:59:44.174 --> 00:59:47.676]  It's got the properly formulated type of CoQ10 and more.
[00:59:47.996 --> 00:59:49.557]  It is ExtendoWise.
[00:59:49.597 --> 00:59:51.779]  Now available at InfoWarsLife.com.
[00:59:56.152 --> 01:00:01.035]  Live from the InfoWars.com studios, you're listening to The Alex Jones Show.
[01:00:23.192 --> 01:00:27.316]  So, about five months ago, the EU introduced legislation to ban memes.
[01:00:28.697 --> 01:00:29.217]  Seriously.
[01:00:30.338 --> 01:00:33.901]  Because their AI can't scan it, it doesn't get humor, so they can't censor it.
[01:00:34.802 --> 01:00:40.047]  And so they go, oh, it's copyright, it's going to be reviewed by the EU, there's multi-million euro fines.
[01:00:40.667 --> 01:00:41.588]  And then now they passed it.
[01:00:42.349 --> 01:00:44.371]  So first the media said, oh, it'll never happen.
[01:00:44.891 --> 01:00:46.072]  Now, of course, it's happened.
[01:00:46.733 --> 01:00:47.994]  EU killing legislation.
[01:00:51.552 --> 01:00:53.073]  That is designed to destroy the Internet.
[01:00:53.213 --> 01:00:54.773]  Here is part of the report from John Bowne.
[01:00:55.593 --> 01:01:03.075]  EU Parliament recently put the Internet, at least in Europe, on a path towards certain corporate Orwellian doom.
[01:01:03.315 --> 01:01:10.857]  This discussion is bedeviled by all sorts of artificial media twitstorms and hysteria of one kind or another.
[01:01:10.877 --> 01:01:15.158]  There's a very good argument against the lack of democracy in the EU.
[01:01:15.798 --> 01:01:16.578]  Isn't it funny?
[01:01:16.898 --> 01:01:18.219]  You know, when I came here 17 years ago,
[01:01:20.119 --> 01:01:26.344]  And I said that I wanted to lead a campaign to get Britain to leave the European Union.
[01:01:27.145 --> 01:01:28.226]  You all laughed at me.
[01:01:29.406 --> 01:01:31.968]  Well, I have to say, you're not laughing now, are you?
[01:01:32.249 --> 01:01:45.579]  The main reason the United Kingdom voted the way that it did is you have, by stealth, by deception, without ever telling the truth to the British or the rest of the peoples of Europe,
[01:01:46.986 --> 01:01:49.908]  You have imposed upon them a political union!
[01:01:51.489 --> 01:02:03.976]  Article 11, also known as the Link Tax, forces anyone linking an article of more than one word to a news story to pay for a service that licenses the article.
[01:02:04.216 --> 01:02:10.260]  That news site can, according to The Verge, charge anything they want for the right to quote them,
[01:02:10.820 --> 01:02:16.802]  ...or refuse to sell altogether, effectively giving them the right to choose who can criticize them.
[01:02:17.122 --> 01:02:37.067]  While Article 13, also known as the Upload Filter, requires all but the smallest platforms will have to defensively adopt copyright filters that examine everything you post and censor anything judged to be a copyright infringement, according to the Electronic Frontier Foundation.
[01:02:37.347 --> 01:02:49.492]  And if that wasn't enough to bring the free flow of information to a grinding halt, typical social media posts like a selfie taken at a football game have been targeted by Article 12A.
[01:02:49.712 --> 01:02:54.234]  No posting your own photos or videos of sports matches, only the
[01:02:54.534 --> 01:03:00.997]  Organizers of sports matches will have the right to publicly post any kind of record of the match.
[01:03:01.297 --> 01:03:05.499]  No posting your selfies or short videos of exciting plays.
[01:03:05.839 --> 01:03:07.159]  You are the audience.
[01:03:07.419 --> 01:03:09.921]  Your job is to sit where you're told.
[01:03:10.221 --> 01:03:12.962]  Passively watch the game and go home.
[01:03:13.542 --> 01:03:14.943]  According to the EFF.
[01:03:15.264 --> 01:03:19.407]  Also, a freedom of panorama exemption wasn't accepted.
[01:03:19.627 --> 01:03:35.060]  For example, if you take a selfie on a busy street and licensed material happens to be in your shot, whether it's a t-shirt, a licensed architectural design, aka a building, or a billboard, you will be infringing on a copyright.
[01:03:35.300 --> 01:03:36.341]  Also not covered.
[01:03:36.861 --> 01:03:56.634]  Anything we regard in America as fair use, no user-generated content exemption, which would have made EU states carve out an exception to copyright for using excerpts from works for criticism, review, illustration, caricature, parody, or pastiche.
[01:03:57.035 --> 01:03:59.716]  EU army to increase ranks sevenfold.
[01:04:00.217 --> 01:04:05.901]  I remember 10 years ago saying there's a secret plan for an EU army, because it had actually come out in documents.
[01:04:06.901 --> 01:04:09.522]  We've actually gotten documents from someone inside Bilderberg.
[01:04:09.562 --> 01:04:20.944]  They were discussing an EU army to stop countries from having their own borders and they were going to flood Europe with North Africans and Islamists out of the Middle East.
[01:04:21.965 --> 01:04:22.545]  It's all true.
[01:04:22.765 --> 01:04:23.265]  It all happened.
[01:04:23.305 --> 01:04:24.445]  Of course, it was real documents we got.
[01:04:25.245 --> 01:04:31.447]  Then a guy who works at the National Archives brought me secret Bilderberg documents the next year confirming it all.
[01:04:31.847 --> 01:04:32.687]  We published them all.
[01:04:34.224 --> 01:04:35.144]  I did get death threats.
[01:04:35.484 --> 01:04:42.826]  Now, but Juncker, when you look at the unelected head of the EU that England didn't vote to enter but they're in, the UK, he is the grandson.
[01:04:42.886 --> 01:04:44.526]  His father was a top Nazi.
[01:04:44.886 --> 01:04:47.547]  His grandfather was the richest guy in Germany.
[01:04:47.567 --> 01:04:50.227]  Alright folks, we'll be back.
[01:04:50.287 --> 01:04:53.228]  The full John Bowne report is on Infowars.com.
[01:04:53.408 --> 01:04:54.928]  EU internet killing legislation.
[01:04:54.948 --> 01:04:56.088]  It's really important.
[01:04:56.128 --> 01:04:59.849]  We'll be back with Eric Bolling confronted with 9-11 truths.
[01:04:59.869 --> 01:05:00.329]  Stay with us.
[01:05:03.567 --> 01:05:05.527]  Frank in North Carolina, thanks for holding so long.
[01:05:05.547 --> 01:05:05.967]  Go ahead.
[01:05:06.247 --> 01:05:08.448]  Yeah, Alex, I just have to say something, man.
[01:05:08.468 --> 01:05:11.508]  It seems like every time I turn on your broadcast, you're bragging.
[01:05:12.329 --> 01:05:13.429]  It just gets old, man.
[01:05:13.749 --> 01:05:15.469]  I'm gonna shut you down right now, okay?
[01:05:16.169 --> 01:05:18.250]  We're taking calls about your nomination.
[01:05:18.490 --> 01:05:22.510]  Do you understand they're having congressional hearings trying to shut us down?
[01:05:22.530 --> 01:05:24.991]  Do you understand I'm ringing the alarm?
[01:05:25.811 --> 01:05:28.111]  If that was happening to anybody else, I'd be freaked out.
[01:05:28.131 --> 01:05:29.612]  I mean, what's it gonna take?
[01:05:29.852 --> 01:05:30.732]  Us being shut down?
[01:05:30.972 --> 01:05:31.992]  Is that what you want, Frank?
[01:05:32.432 --> 01:05:33.493]  You know what, Alex?
[01:05:33.533 --> 01:05:34.634]  Hey, put him on pause again!
[01:05:34.894 --> 01:05:35.454]  Hey, Frank!
[01:05:35.715 --> 01:05:41.079]  Do you understand it's not bragging to say, we are the tip of the spear, we're under attack, we need your help.
[01:05:41.399 --> 01:05:45.682]  As much bagging as I do, we can barely pay the bills and grow in the face of this.
[01:05:45.902 --> 01:05:48.764]  I'm not going to just stop growth and let them start pushing us backwards.
[01:05:48.784 --> 01:05:49.425]  Do you understand?
[01:05:49.505 --> 01:05:50.786]  I need your help, Frank!
[01:05:51.146 --> 01:05:52.327]  I need your help, Frank!
[01:05:53.288 --> 01:05:58.192]  Go to Infowarsstore.com right now and help fund the Infowars.
[01:05:59.172 --> 01:05:59.853]  Do you understand?
[01:05:59.873 --> 01:06:01.054]  I need your help, Frank!
[01:06:23.607 --> 01:06:32.213]  Ladies and gentlemen, we had, formerly with Fox News, Eric Bolling, economist, good friends with Trump, now with CRTV, we had Eric Bolling in studio.
[01:06:33.094 --> 01:06:40.560]  He was going to come on about the economy and about how Trump's ideology is making America great, standing up to big corporate bullies.
[01:06:41.559 --> 01:06:49.207]  Instead of the media saying he has no soul, but Boling wanted to virtue signal to the mainstream media and say, aren't you all right?
[01:06:49.327 --> 01:06:50.128]  They're racist.
[01:06:50.188 --> 01:06:52.170]  And I'm like, that's a Hillary Clinton talking point.
[01:06:52.530 --> 01:06:55.012]  And, oh, you think the government did 9-11?
[01:06:55.093 --> 01:07:00.198]  I'm like, yeah, the 28 pages, criminal elements of our government, allied with Saudi Arabia, stood down.
[01:07:01.186 --> 01:07:02.427]  I've had Senator Paul on.
[01:07:02.447 --> 01:07:04.168]  I've had Congressman Jones on.
[01:07:04.629 --> 01:07:09.432]  I've had former Deputy Directors and former heads of CIOP of the CIA on.
[01:07:10.153 --> 01:07:11.874]  This is a well-known animal.
[01:07:12.554 --> 01:07:14.196]  Doesn't mean radical Islam doesn't exist.
[01:07:16.477 --> 01:07:18.098]  And he just was like, no!
[01:07:19.099 --> 01:07:19.800]  I can't believe it!
[01:07:19.820 --> 01:07:21.221]  You know, there were real people down there.
[01:07:21.261 --> 01:07:22.722]  Yeah, we know real people died.
[01:07:23.022 --> 01:07:24.023]  Real planes flew in.
[01:07:25.720 --> 01:07:35.428]  All I'm saying is if you go look at the evidence of Building 7, or of BBC and CNN reporting they were going to blow up Building 7, 47-story building.
[01:07:37.069 --> 01:07:37.689]  That happened.
[01:07:37.849 --> 01:07:39.150]  Later they said it never happened.
[01:07:39.170 --> 01:07:41.833]  So the point is it needs to be investigated.
[01:07:42.673 --> 01:07:47.177]  And it turns out within days of the event, on three different shows, then
[01:07:49.175 --> 01:07:57.141]  Real estate mogul, now President Trump, said he thought there were bombs in the buildings, and his engineer, who helped build the World Trade Center, thought that.
[01:07:57.482 --> 01:08:00.664]  So, Bolling was here, and I would mention this.
[01:08:00.684 --> 01:08:01.925]  He goes, oh, you don't have the clip.
[01:08:01.965 --> 01:08:03.426]  You know, I don't want to just hear it.
[01:08:04.047 --> 01:08:04.707]  Well, guess what?
[01:08:04.828 --> 01:08:09.131]  Now we have the clips, and here it is, ladies and gentlemen.
[01:08:09.852 --> 01:08:11.073]  Here is the report.
[01:08:12.076 --> 01:08:16.240]  I get blamed for every conspiracy theory that some crazy person made up.
[01:08:16.320 --> 01:08:18.942]  I said I do not agree with you that the U.S.
[01:08:18.982 --> 01:08:23.867]  government, someone inside the government, had knowledge of the terror attack prior to the attack.
[01:08:24.047 --> 01:08:24.427]  Oh really?
[01:08:24.648 --> 01:08:29.512]  All over Twitter yesterday, mainline leftist sites celebrated and said America deserved it.
[01:08:29.792 --> 01:08:33.276]  Reality winner had a top-secret security clearance and was helping ISIS.
[01:08:33.536 --> 01:08:36.799]  There are so many... The average professor at UT down the street
[01:08:37.099 --> 01:08:39.361]  ...loves 9-11 and says America deserved it.
[01:08:39.581 --> 01:08:44.466]  There were elements in our government allied with radical Islam that helped them carry out the attack!
[01:08:44.526 --> 01:08:49.810]  You can argue whether or not America deserved it or not, I don't think.
[01:08:49.970 --> 01:08:51.432]  I don't think America deserved it!
[01:08:51.632 --> 01:08:53.874]  I'm saying the left is cheerleading it!
[01:08:53.954 --> 01:09:02.181]  Your theory, Alex, your theory was not only did America not deserve it, but the United States government knew about the attack prior to the attack and decided to stand down.
[01:09:02.301 --> 01:09:03.142]  A very different theory.
[01:09:03.402 --> 01:09:04.623]  I don't want to spend all our time on 9-11.
[01:09:04.763 --> 01:09:06.365]  It's not that I'm running away from it.
[01:09:06.665 --> 01:09:08.487]  It's that the media misrepresents what I say about it.
[01:09:08.547 --> 01:09:13.211]  I believe Islamic terror and radical Islam is one of the number one threats on the planet, probably number one.
[01:09:13.992 --> 01:09:18.956]  I know that there are criminals in our government, like Brennan, who reportedly converted to Wahhabism.
[01:09:19.417 --> 01:09:23.561]  Obama helped launch the Arab Spring, to overthrow our allies in Egypt, you name it.
[01:09:24.141 --> 01:09:27.044]  And I think that elements let this happen, like PNAC.
[01:09:27.564 --> 01:09:33.789]  wrote to let there be an attack to end up taking our liberties away, and I've got FBI was warned about flight schools.
[01:09:34.469 --> 01:09:35.730]  That's CBS News.
[01:09:36.370 --> 01:09:38.492]  FBI knew Al Qaeda pilots were training in the U.S.
[01:09:38.512 --> 01:09:39.393]  in order to stand down.
[01:09:39.713 --> 01:09:40.373]  ABC News.
[01:09:40.834 --> 01:09:47.358]  The State Department lapses aided 9-11 hijackers, and they have the airlift of evil flying tens of thousands of Al Qaeda fighters out.
[01:09:47.578 --> 01:09:48.679]  Our military was ordered to do it.
[01:09:48.699 --> 01:09:49.740]  I don't blame our military.
[01:09:50.000 --> 01:09:50.860]  Oh, you hate our military?
[01:09:50.880 --> 01:09:51.580]  No, I love our military.
[01:09:51.620 --> 01:09:57.982]  The bin Laden family was whisked out of the United States by President Bush himself right after the 9-11 attack.
[01:09:58.002 --> 01:09:59.922]  And they went back to Saudi Arabia, correct?
[01:09:59.942 --> 01:10:00.562]  That's right.
[01:10:00.742 --> 01:10:11.684]  When you had the World Trade Center go, people were put into planes that were friends, family, girlfriends, and they were put into planes and they were sent back for the most part to Saudi Arabia.
[01:10:11.704 --> 01:10:15.085]  All I'm saying is there is a radical Islamic alliance with the left.
[01:10:15.905 --> 01:10:18.866]  And there are people in the government working to protect Islam.
[01:10:19.106 --> 01:10:21.227]  They got this imam that's connected to dozens of bombings.
[01:10:21.287 --> 01:10:25.889]  After six months, he's being released from British prison next week.
[01:10:25.929 --> 01:10:28.409]  You said some things that I agree with.
[01:10:28.670 --> 01:10:32.871]  I believe radical Islam is the greatest threat to the United States, our freedom, maybe even the globe.
[01:10:32.991 --> 01:10:33.731]  I'll agree with that.
[01:10:34.131 --> 01:10:35.092]  Maybe the left's bigger though.
[01:10:35.852 --> 01:10:44.738]  Well, I think the one on the left is a different type of threat and it's a longer-term threat where, you know, radical Islam could, you know, kill a lot of people real fast.
[01:10:45.078 --> 01:10:48.440]  And the left, it's going to take a while for them to take over and take away our liberties and freedoms.
[01:10:48.740 --> 01:10:51.562]  But I think we can deal with a straight-on attack like radical Islam.
[01:10:51.622 --> 01:10:52.762]  It's the left creeping around.
[01:10:52.782 --> 01:10:53.563]  I don't like them either.
[01:10:54.063 --> 01:10:54.744]  I'm on board with that.
[01:10:55.064 --> 01:10:59.526]  Well, this is video on screen of them saying Building 7 has already fallen.
[01:10:59.547 --> 01:11:00.107]  Have you seen that video?
[01:11:01.892 --> 01:11:02.612]  And it's right behind her.
[01:11:03.093 --> 01:11:03.753]  I can't hear her.
[01:11:03.773 --> 01:11:05.234]  Do you want me to play it for you?
[01:11:05.634 --> 01:11:05.814]  What?
[01:11:06.234 --> 01:11:08.195]  I'd like to hear her say it's already fallen.
[01:11:08.455 --> 01:11:15.179]  And by the way, Alex, anyone could throw a video, a picture behind it as the news person.
[01:11:15.199 --> 01:11:17.540]  That could be... Well, she's saying Building 7 has fallen.
[01:11:17.560 --> 01:11:18.941]  They put the story out beforehand.
[01:11:19.141 --> 01:11:22.503]  Now, more on the latest building collapse in New York.
[01:11:22.523 --> 01:11:26.925]  You might have heard a few moments ago I was talking about the Salomon Brothers building collapsing.
[01:11:27.425 --> 01:11:28.266]  And indeed it has.
[01:11:28.346 --> 01:11:32.108]  Jane, what more can you tell us about the Salomon Brothers building and its collapse?
[01:11:32.308 --> 01:11:34.309]  Well, only really what you already know.
[01:11:34.329 --> 01:11:36.130]  The details are very, very sketchy.
[01:11:36.210 --> 01:11:45.475]  We are getting information now that one of the other buildings, Building 7 in the World Trade Center complex, is on fire and has either collapsed or is collapsing.
[01:11:45.555 --> 01:11:48.018]  It was almost as if it were a planned implosion.
[01:11:48.578 --> 01:11:50.100]  It just pancaked.
[01:11:50.380 --> 01:11:52.923]  Well, pancaking almost like a precision implosion.
[01:11:53.023 --> 01:11:55.026]  Everybody get away from the tower!
[01:11:55.106 --> 01:11:57.148]  Everybody get away from the tower!
[01:11:57.208 --> 01:12:06.078]  It's reminiscent of those pictures we've all seen too much on television before, when a building was deliberately destroyed by well-placed dynamite to knock it down.
[01:12:11.463 --> 01:12:21.710]  Donald Trump is on the line, and we know him as the man behind lots of real estate in Manhattan, and of course, Donald, I understand you were actually a witness to what happened this morning.
[01:12:22.030 --> 01:12:28.154]  Well, I have a window that looks directly at the World Trade Center, and I saw this huge explosion.
[01:12:28.234 --> 01:12:31.916]  I was with a group of people, and I really couldn't even believe it.
[01:12:32.637 --> 01:12:37.079]  And even, I think, worse than that, for years I've looked right directly at the building.
[01:12:37.119 --> 01:12:39.541]  I'd see the Empire State Building in the foreground, and
[01:12:39.969 --> 01:12:44.292]  The World Trade Center in the background, and now I'm looking at absolutely nothing.
[01:12:44.352 --> 01:12:44.872]  It's just gone.
[01:12:44.892 --> 01:12:48.315]  You know, the World Trade Center was always known as a very, very strong building.
[01:12:48.355 --> 01:12:50.316]  Don't forget, that took a big bomb in the basement.
[01:12:50.376 --> 01:12:53.158]  Now the basement is the most vulnerable place, because that's your foundation.
[01:12:53.398 --> 01:12:55.720]  This was an unbelievably powerful building.
[01:12:56.400 --> 01:13:00.243]  If you know anything about structure, it was one of the first buildings that was built from the outside.
[01:13:00.303 --> 01:13:06.807]  The steel, the reason the World Trade Center had such narrow windows, is that in between all the windows, you had the steel on the outside.
[01:13:06.827 --> 01:13:08.208]  So you had the steel on the outside of the building.
[01:13:08.686 --> 01:13:11.810]  That's why when I first looked, and you had big, heavy I-beams.
[01:13:12.331 --> 01:13:16.537]  When I first looked at it, I couldn't believe it because there was a hole in the steel.
[01:13:17.298 --> 01:13:21.384]  And this is steel that was, you remember the width of the windows of the World Trade Center, folks?
[01:13:21.464 --> 01:13:24.368]  I think you, you know, if you were ever up there, they were quite narrow.
[01:13:25.077 --> 01:13:26.898]  And in between was this heavy steel.
[01:13:27.199 --> 01:13:35.344]  I said, how could a plane, even a plane, even a 767 or a 747, or whatever it might have been, how could it possibly go through the steel?
[01:13:35.885 --> 01:13:44.270]  I happen to think that they had not only a plane, but they had bombs that exploded almost simultaneously, because I just can't imagine anything being able to go through that wall.
[01:13:44.651 --> 01:13:48.113]  Most buildings are built with the steelers on the inside around the elevator shaft.
[01:13:48.654 --> 01:13:51.996]  This one was built from the outside, which is the strongest structure you can have.
[01:13:52.759 --> 01:13:54.741]  So I said the exact same things back in the time.
[01:14:17.466 --> 01:14:19.388]  It was on local news there were bombs in the buildings.
[01:14:20.268 --> 01:14:23.912]  And then the media would say, Jones says the fire department blew it up.
[01:14:25.193 --> 01:14:26.954]  Or Jones says the military did.
[01:14:27.134 --> 01:14:28.536]  Never said that.
[01:14:29.396 --> 01:14:32.099]  I said, I saw the news.
[01:14:32.439 --> 01:14:33.260]  I heard the news.
[01:14:33.740 --> 01:14:34.821]  They said they blew it up.
[01:14:36.523 --> 01:14:42.128]  And then you had John O'Neill, the deputy head of the FBI, quit a month before 9-11.
[01:14:45.043 --> 01:14:47.684]  And he came out and said, we're going to let Al-Qaeda attack us.
[01:14:48.465 --> 01:14:49.946]  Al-Qaeda has infiltrated our government.
[01:14:51.626 --> 01:14:53.507]  And it's wrong what happened and we need to expose it.
[01:14:53.527 --> 01:14:54.428]  And then he died.
[01:14:54.748 --> 01:14:57.970]  His first day at work was 9-11 as the head of security at the World Trade Center.
[01:14:58.870 --> 01:15:01.312]  And I've got the footage of the local police saying, get back.
[01:15:01.812 --> 01:15:02.692]  They're going to blow it up.
[01:15:02.852 --> 01:15:03.953]  Doesn't mean the police are involved.
[01:15:04.513 --> 01:15:06.995]  I talked to cops that were there during the 10-second countdown.
