[00:00:00.349 --> 00:00:01.770]  Okay, last time.
[00:49:03.479 --> 00:49:05.680]  Hey, we're already dialing back all the conservatives 80%.
[00:49:06.100 --> 00:49:14.104]  Do you understand they're going to have major cases for racketeering and discrimination and antitrust against us if we totally ban them off the platform?
[00:49:14.565 --> 00:49:17.326]  And CNN and the Washington Post, they go, we don't care!
[00:49:17.646 --> 00:49:19.787]  We want him banned now!
[00:49:20.648 --> 00:49:23.209]  What in the world do you think is going on, Roger Stone?
[00:49:24.411 --> 00:49:25.532]  It was unbelievable.
[00:49:25.592 --> 00:49:29.834]  I turned on CNN this morning and they were openly talking about banning InfoWars.
[00:49:30.435 --> 00:49:41.761]  Now, if CNN is a media organization, how would they justify, under the First Amendment, advocating the extinguishing of another media organization?
[00:49:42.402 --> 00:49:45.664]  The Washington Post doesn't talk about closing the New York Times down.
[00:49:46.751 --> 00:49:55.574]  They are petrified because of the millions of people that we are reaching and galvanizing and educating, and it's driving them crazy.
[00:49:56.094 --> 00:50:11.739]  A key element of their coup d'etat plan is to have no dissent, for there to be no platform, no forum for patriots to object, which is why closing import wars down is a crucial part of their plan.
[00:50:12.766 --> 00:50:21.652]  And it's why we need to move ahead into the courts and to bring an action against them for antitrust and for monopolistic practices.
[00:50:22.152 --> 00:50:24.274]  This is thuggery, is what it is.
[00:50:26.010 --> 00:50:28.031]  Roger, I've studied U.S.
[00:50:28.071 --> 00:50:28.852]  history, so have you.
[00:50:28.912 --> 00:50:29.892]  It's incredibly interesting.
[00:50:29.912 --> 00:50:30.433]  It's riveting.
[00:50:30.853 --> 00:50:31.753]  I mean, I know our history.
[00:50:31.773 --> 00:50:35.616]  We had some problems about five years into the Republic during the Civil War.
[00:50:35.816 --> 00:50:41.879]  Lincoln, you know, moved against newspaper editors and owners that said that, you know, he should be killed.
[00:50:41.959 --> 00:50:43.941]  I mean, I'm not supporting what he did, but I could see in a war.
[00:50:44.881 --> 00:50:47.122]  That's people saying, you know, overthrow, kill the president.
[00:50:48.363 --> 00:50:49.244]  And that's a civil war.
[00:50:49.484 --> 00:50:50.825]  This is the Democrats
[00:50:51.923 --> 00:51:04.937]  Admitting in all these articles, anybody can go read them, that oh, once we ban InfoWars, we're going to have the President set to completely de-platform all conservatives, all libertarians, and we want Trump banned off Twitter, and we want Donald Jr.
[00:51:04.977 --> 00:51:05.278]  banned.
[00:51:05.638 --> 00:51:09.162]  They're in the news saying, shut down their political competition.
[00:51:09.522 --> 00:51:10.343]  This is so...
[00:51:11.044 --> 00:51:14.165]  Well, there's no question about it, and this is the first time in our history
[00:51:39.904 --> 00:51:46.006]  When one of our major parties refuses to accept the results of a Democratic election.
[00:51:46.926 --> 00:51:49.687]  I wasn't happy when Barack Obama was elected.
[00:51:50.147 --> 00:51:52.147]  I wasn't happy when he was re-elected.
[00:51:52.847 --> 00:51:55.508]  But I abided by the results of the election.
[00:51:56.508 --> 00:52:01.550]  This is nothing short than an effort to undo what they couldn't do at the ballot box.
[00:52:01.990 --> 00:52:06.051]  And if the President does not understand that this bullet is heading his way,
[00:52:06.804 --> 00:52:10.245]  Then he's in even more grave danger.
[00:52:10.265 --> 00:52:14.407]  This isn't about Paul Manafort or Alex Jones or Roger Stone.
[00:52:15.607 --> 00:52:17.348]  It's about the presidency.
[00:52:18.088 --> 00:52:22.530]  And our friends on the right need to recognize that Infowars is the test case.
[00:52:23.150 --> 00:52:32.874]  If they shut us down, Sean Hannity, Tucker Carlson, Laura Ingram, they're next.
[00:52:33.234 --> 00:52:35.335]  They need to recognize that they are next.
[00:52:35.697 --> 00:52:39.185]  And I want to be, I want to be a trillion, I want to be a trillion percent clear.
[00:52:39.245 --> 00:52:40.428]  I want to be infinity clear.
[00:52:40.849 --> 00:52:41.831]  Term I'm coining.
[00:52:42.854 --> 00:52:43.375]  I want to be 360 clear.
[00:52:43.475 --> 00:52:43.676]  Okay?
[00:52:46.497 --> 00:52:48.339]  I don't care about my ratings.
[00:52:48.539 --> 00:52:50.361]  I don't care about being a big shot.
[00:52:50.441 --> 00:52:54.565]  I don't brag about our reach, or how much money we bring in, or how much we spend to do this.
[00:52:54.885 --> 00:53:02.373]  The enemy knows that before they started censoring us, 86 million viewers a week, and that isn't hits, that's real people.
[00:53:02.673 --> 00:53:05.195]  We're talking hottest thing in the world, other than drudge.
[00:53:06.007 --> 00:53:07.668]  Okay, and then they've crushed us down.
[00:53:07.928 --> 00:53:09.728]  It made us even more rockstar.
[00:53:10.088 --> 00:53:11.869]  Our numbers are still stratospheric.
[00:53:13.189 --> 00:53:14.070]  They say that in the articles.
[00:53:14.110 --> 00:53:19.471]  They go, we've crushed him, but now everybody else reposted and changed it and it's total rockstar.
[00:53:19.952 --> 00:53:20.672]  What do we do?
[00:53:20.732 --> 00:53:22.112]  So that's the debate they're having.
[00:53:22.272 --> 00:53:26.694]  Well, we secretly censored Infowars, and it's still getting out though.
[00:53:26.714 --> 00:53:28.574]  So the Democrats say completely ban it.
[00:53:28.594 --> 00:53:30.975]  They go, no, that'll create a Streisand effect.
[00:53:31.095 --> 00:53:32.636]  I mean, listen, here's the deal, Stone.
[00:53:33.676 --> 00:53:52.732]  Historically, this is so insane because they're obviously lying villains who misrepresent what we've said, then try to shut us up so they can defame and slander us, and then now they're having a giant national debate in public about the best way to strangle all nationalist conservatives, pro-veteran, pro-capitalist speech.
[00:53:52.992 --> 00:53:54.794]  They are outrageous criminals!
[00:53:55.054 --> 00:53:55.975]  They are the villains!
[00:53:56.215 --> 00:54:00.139]  I've never heard of even dictators admitting they're doing this in the open!
[00:54:00.339 --> 00:54:02.562]  This is beyond the Communist Chinese, man!
[00:54:03.042 --> 00:54:04.644]  Can you believe they've stooped to this?
[00:54:04.944 --> 00:54:06.466]  This is their Waterloo if we...
[00:54:08.123 --> 00:54:16.505]  If the libertarians and conservatives and churches and Christians and veterans groups stop buying into, oh, we're ashamed of Infowars, oh, it's being demonized, you know, Donald Trump Jr.
[00:54:16.545 --> 00:54:19.506]  says, well, CNN shouldn't lead the fight against fake news.
[00:54:19.526 --> 00:54:20.486]  They're the kings of fake news.
[00:54:20.786 --> 00:54:22.367]  That's just not a support of Infowars.
[00:54:22.627 --> 00:54:24.187]  It's saying they shouldn't be the arbiter.
[00:54:24.247 --> 00:54:28.728]  No, there must be an embrace of it and an exposure of how they've misrepresented.
[00:54:28.948 --> 00:54:30.929]  We must take it head on and not be bullied.
[00:54:31.129 --> 00:54:34.910]  But all these old Republicans still think mainstream TV is dominant.
[00:54:35.170 --> 00:54:36.350]  It doesn't have one
[00:54:37.070 --> 00:54:40.552]  100th of the views of the conglomerate internet where we're winning!
[00:54:40.772 --> 00:54:47.996]  You people have victory in your hands for the next 10 generations if you'll just take it in your frickin' hands and stop being cowards!
[00:54:48.236 --> 00:54:50.258]  My mission is not to be in D.C.
[00:54:50.478 --> 00:54:51.658]  or New York or L.A.
[00:54:51.818 --> 00:54:56.181]  with all you mummies with the number one TV show that reaches 5 million people a night!
[00:54:56.741 --> 00:54:58.702]  No offense to Sean Hannity, he's a great guy!
[00:54:58.722 --> 00:55:00.523]  And he's got a huge radio show even bigger!
[00:55:00.843 --> 00:55:03.924]  Sean Hannity's bigger on the internet and the radio than he is on TV!
[00:55:04.204 --> 00:55:06.705]  And he's one of the only ones that isn't a complete coward!
[00:55:07.085 --> 00:55:13.868]  And all I'm telling you is, if everybody doesn't stick with us, YOU WILL ALL GO DOWN AND THESE PIECES OF CRAP WILL WIN!
[00:55:14.228 --> 00:55:18.509]  NOW GET UP OFF YOUR ASSES, GET MOTIVATED, AND DEFEAT THESE SONS OF BITCHES!
[00:55:18.729 --> 00:55:19.870]  Go ahead Stone, I'm sorry.
[00:55:21.889 --> 00:55:26.292]  You know, Alex, every day we point this out, and it's just as true now as it was yesterday.
[00:55:26.752 --> 00:55:38.600]  When people see a link to any story on InfoWars that they find compelling, they need to repost it on Facebook, on Twitter, on Instagram, on Snapchat.
[00:55:39.321 --> 00:55:41.382]  They cannot silence us all.
[00:55:41.482 --> 00:55:46.566]  They may come after you, they may come after me, but they cannot silence all of us.
[00:55:47.640 --> 00:56:00.357]  And there's a magnifying effect, an amplifying effect, when you take our best links and you put them up on your social media, you send them to your friends, your family, your circle of activists.
[00:56:00.897 --> 00:56:04.763]  They cannot snuff out the flame of freedom if people will do that.
[00:56:06.520 --> 00:56:07.361]  And this is epic.
[00:56:08.522 --> 00:56:14.127]  This is authoritarianism rearing its head with people that want to run our children, our religion, our money.
[00:56:14.387 --> 00:56:16.749]  They want to control our lives, and then they lie about us?
[00:56:17.129 --> 00:56:23.375]  And have all these weird anti-free speech professors drooling over how they want to silence us?
[00:56:23.555 --> 00:56:26.137]  Because we know what they want to do, Roger, after they silence us, don't we?
[00:56:27.278 --> 00:56:27.898]  Yes, indeed.
[00:56:28.579 --> 00:56:29.140]  Yes, indeed.
[00:56:29.160 --> 00:56:31.842]  It's called the full manifold.
[00:56:33.356 --> 00:56:34.517]  Let's briefly talk about that.
[00:56:34.577 --> 00:56:50.226]  I called you this week when I saw the headline in CNN about, oh, he's getting VIP treatment, and I read down a paragraph that said, oh, his phones are all listened to with his lawyers, and they know his defense, and they say it's criminal that he's putting on a defense, so they're moving him to solitary confinement so he can't talk to his lawyers.
[00:56:50.546 --> 00:56:52.367]  And they call that VIP treatment?
[00:56:52.787 --> 00:56:54.889]  That is so illegal, so unconstitutional.
[00:56:56.550 --> 00:57:00.232]  Yeah, do you wonder whether this is Nazi Germany or Soviet Russia?
[00:57:01.291 --> 00:57:07.496]  Look, they just want to squeeze him and make him plead guilty so they can avoid a trial.
[00:57:07.997 --> 00:57:16.404]  They don't want to go to trial because they don't want to talk about the misuse, the unconstitutional, illegal use of these FISA warrants.
[00:57:16.964 --> 00:57:19.425]  It is their Achilles heel.
[00:57:19.925 --> 00:57:23.347]  What is it that Rosenstein won't hand over to the U.S.
[00:57:23.387 --> 00:57:25.868]  House of Representatives and Devin Nunes?
[00:57:26.248 --> 00:57:28.809]  It's information regarding the FISA war.
[00:57:28.829 --> 00:57:29.509]  We're going to break.
[00:57:29.549 --> 00:57:30.349]  We'll do five more.
[00:57:30.650 --> 00:57:31.330]  Five more with you.
[00:57:31.350 --> 00:57:32.350]  Then I've got a special guest.
[00:57:32.430 --> 00:57:34.211]  Roger, look at that headline from Politico.
[00:57:34.491 --> 00:57:35.472]  Who would have ever thought this?
[00:57:35.992 --> 00:57:38.913]  They got in trouble for listening to 9-11 Al-Qaeda members' phone calls.
[00:57:38.953 --> 00:57:40.974]  They should have been in jail, because they're not citizens.
[00:57:41.275 --> 00:57:43.876]  Mueller team listening to Manafort's jail phone calls.
[00:57:44.296 --> 00:57:45.157]  Politico!
[00:57:45.357 --> 00:57:46.917]  I mean, good God!
[00:57:46.937 --> 00:57:54.601]  The biggest problem we have is we have a very dishonest media.
[00:57:54.801 --> 00:57:59.764]  But these are among the most dishonest people you'll ever, ever meet.
[00:57:59.884 --> 00:58:02.445]  But we're going to punch through the media.
[00:58:02.686 --> 00:58:03.126]  We have to.
[00:58:05.464 --> 00:58:10.290]  Do not allow anyone to tell you that it cannot be done.
[00:58:11.011 --> 00:58:15.736]  No challenge can match the heart and fight and spirit of America.
[00:58:16.597 --> 00:58:17.758]  We will not fail.
[00:58:19.040 --> 00:58:21.543]  Our country will thrive and prosper again.
[00:58:22.144 --> 00:58:23.565]  That whether we are black
[00:58:24.746 --> 00:58:27.368]  Or brown, or white.
[00:58:27.408 --> 00:58:30.751]  We all bleed the same red blood of patriots.
[00:58:30.771 --> 00:58:34.273]  Americanism, not globalism, will be our credo!
[00:58:34.713 --> 00:58:38.236]  The prize I want is victory for the world.
[00:58:38.716 --> 00:58:39.557]  Victory for the world.
[00:58:48.669 --> 00:58:50.590]  This 4th of July is special.
[00:58:50.610 --> 00:58:52.592]  Everybody can see it, they can feel it.
[00:58:52.612 --> 00:58:56.754]  The globalists are attempting to kill a worldwide awakening to their tyranny.
[00:58:57.055 --> 00:59:00.697]  And America, yet again, is at the heart of the resistance of the globalists.
[00:59:01.418 --> 00:59:06.481]  That's why this 4th of July I'm asking all of our great supporters to think about Infowars now more than ever.
[00:59:06.521 --> 00:59:10.264]  And what would the world be like if Infowars wasn't there resisting the globalists?
[00:59:11.124 --> 00:59:12.987]  What would have happened if you hadn't supported InfoWars?
[00:59:13.407 --> 00:59:15.270]  We would not be having the victories we have today.
[00:59:15.350 --> 00:59:18.474]  So yes, a lot of good things are happening, but the enemy is striking back.
[00:59:18.515 --> 00:59:25.184]  So please, think about InfoWars and funding our operation while you get great products at the same time on the 4th of July that's so historic.
[00:59:25.665 --> 00:59:27.527]  We have record sales going on right now.
[00:59:28.504 --> 00:59:30.545]  Free shipping on hundreds of different items.
[00:59:30.885 --> 00:59:33.846]  More than 20 items are 50% off, like Brain Force Plus.
[00:59:34.606 --> 00:59:35.626]  X2 is 40% off.
[00:59:36.046 --> 00:59:37.647]  Knockout Sleep Aid, $17.76.
[00:59:38.287 --> 00:59:40.808]  Silver Bullets, $9.95, Glittal Silver.
[00:59:41.548 --> 00:59:43.289]  And free shipping, you can't beat that.
[00:59:43.609 --> 00:59:46.630]  This Fourth of July is special, and our sales are special to match it.
[00:59:46.850 --> 00:59:48.030]  Infowarstore.com.
[00:59:50.191 --> 00:59:56.113]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[01:00:01.812 --> 01:00:07.361]  We now take you live to the Central Texas Command Center and the heart of the resistance.
[01:00:07.842 --> 01:00:10.386]  You're listening to the Alex Jones Show!
[01:00:28.931 --> 01:00:30.912]  Alright, finish up with Roger Stone, I've been ranting.
[01:00:31.653 --> 01:00:34.715]  I know the Clintons and the Globalists hate the country and have sold it out.
[01:00:35.075 --> 01:00:40.019]  All Trump had to do was just get their boot off our neck and we'd start turbocharging, which happened.
[01:00:41.200 --> 01:00:48.205]  And then to watch these enemies circle like buzzards around me and my family, and to do it to Roger and others, it makes me mad.
[01:00:48.245 --> 01:00:49.345]  It makes me want to fight!
[01:00:50.606 --> 01:00:53.929]  Because I don't want to sit here with half measures against these... I saw Sprock.
[01:00:55.031 --> 01:00:59.052]  And how demonic and cowardly and scumbaggish and psychopathic he looked.
[01:00:59.433 --> 01:01:01.553]  And it didn't make me be afraid of him or Mueller.
[01:01:02.154 --> 01:01:05.675]  It made me mad at myself that I haven't done more to defeat them.
[01:01:06.535 --> 01:01:07.235]  And I will!
[01:01:08.696 --> 01:01:12.757]  On the altar of God, we will defeat them like King George III and the rest of trash!
[01:01:13.037 --> 01:01:14.638]  I swear on the altar of God!
[01:01:14.658 --> 01:01:15.958]  I swear it!
[01:01:16.379 --> 01:01:17.259]  My full will!
[01:01:18.462 --> 01:01:20.003]  Roger, finish up before I get too angry.
[01:01:20.043 --> 01:01:21.504]  What does the President need to do?
[01:01:22.085 --> 01:01:23.106]  What does Trump Jr.
[01:01:23.146 --> 01:01:23.686]  need to do?
[01:01:23.786 --> 01:01:26.328]  What do we need to do to finish these enemies?
[01:01:26.568 --> 01:01:29.431]  Because I can feel they're preparing to launch their counter-strike.
[01:01:31.212 --> 01:01:35.195]  We have an unelected federal prosecutor running the country.
[01:01:35.776 --> 01:01:37.897]  There are no checks and balances on him.
[01:01:37.977 --> 01:01:38.958]  There are no governors.
[01:01:39.338 --> 01:01:40.559]  There is no oversight.
[01:01:41.020 --> 01:01:43.722]  That's not what the Founding Fathers had in mind.
[01:01:44.324 --> 01:01:52.748]  The president needs to discharge Mr. Sessions, Mr. Rosenstein, and Mr. Mueller, and he needs to do it before it is too late.
[01:01:53.388 --> 01:02:02.652]  Mueller is taking on millions more in dollars and platoons more of young Democratic prosecutors while forming a Republican killing machine.
[01:02:03.539 --> 01:02:05.821]  President has to take immediate action.
[01:02:06.381 --> 01:02:10.945]  Those around him who say, oh, Mr. President, this isn't aimed at you.
[01:02:11.365 --> 01:02:12.846]  You're not the target.
[01:02:12.886 --> 01:02:16.429]  And like you told me the other day, when they were doing all this stuff behind the scenes, we can't talk about the both of us.
[01:02:16.449 --> 01:02:18.551]  You said, it's OK, Alex.
[01:02:18.591 --> 01:02:19.731]  You said, stop worrying about it.
[01:02:20.012 --> 01:02:21.112]  This is posterity.
[01:02:21.333 --> 01:02:22.273]  We have to attack.
[01:02:22.333 --> 01:02:22.814]  And you're right.
[01:02:23.274 --> 01:02:23.894]  Posterity!
[01:02:23.934 --> 01:02:26.155]  This is our children, in Republican Party or any of this!
[01:02:26.395 --> 01:02:28.456]  These people want full control over us!
[01:02:28.656 --> 01:02:32.578]  That little demonic piece of crap Strzok thinks he will rule my family?
[01:02:32.658 --> 01:02:33.098]  No!
[01:02:33.378 --> 01:02:33.718]  No!
[01:02:33.898 --> 01:02:34.239]  No!
[01:02:34.379 --> 01:02:34.779]  Go ahead!
[01:02:36.440 --> 01:02:42.142]  So, look, I think it's vital that people call and write the President, tell him the truth.
[01:02:42.762 --> 01:02:46.564]  That this is a coup d'etat, a slow-motion coup d'etat.
[01:02:47.244 --> 01:02:51.486]  And to the extent that the President is reassured and believes this isn't coming his way,
[01:02:52.319 --> 01:02:53.860]  Is sadly incorrect.
[01:02:53.880 --> 01:03:01.326]  And that's why Rosenstein did that feint, where he went, oh, we're not saying any citizens were involved with the Russian intelligence agencies in the new indictment.
[01:03:01.567 --> 01:03:02.748]  That's total crap.
[01:03:03.068 --> 01:03:07.151]  They got the dagger, that means the dagger's out, and they're about to make their move on the president.
[01:03:09.413 --> 01:03:13.136]  Alex, I am bolting for the gate here at the airport, but let me leave you with this.
[01:03:13.777 --> 01:03:15.478]  Victory or death.
[01:03:16.219 --> 01:03:17.199]  I'm with you, my brother.
[01:03:17.400 --> 01:03:19.742]  I know you gotta go, but one minute more.
[01:03:20.489 --> 01:03:22.170]  They admit they're trying to cause civil unrest.
[01:03:22.190 --> 01:03:23.651]  They admit they're going to try to overthrow the president.
[01:03:23.671 --> 01:03:25.371]  I know you've got to get on your plane in less than an hour.
[01:03:26.212 --> 01:03:28.513]  Gut level, what else can the listeners and viewers do?
[01:03:28.673 --> 01:03:29.554]  This isn't hyperbole.
[01:03:29.634 --> 01:03:37.678]  I'm here to get people out of their coma because I'm having to go through, not the fear, but just the commitment myself that it pisses me off that we're ruled by trash like Strzok.
[01:03:38.298 --> 01:03:39.859]  Why is he still on the FBI payroll?
[01:03:41.258 --> 01:03:42.219]  We're good to go.
[01:04:04.127 --> 01:04:04.547]  This is it.
[01:04:04.587 --> 01:04:05.868]  This is the Battle of Ragnarok.
[01:04:06.128 --> 01:04:08.329]  This is the Battle of the Gods, and we're at the middle of it.
[01:04:08.369 --> 01:04:08.749]  You're right.
[01:04:09.049 --> 01:04:10.190]  I didn't even plug last hour.
[01:04:10.510 --> 01:04:14.392]  They're telling me plug, and I'm like, I'm having trouble financing this, and I'm just so obsessed with info.
[01:04:14.732 --> 01:04:16.253]  I don't do it, but the money is critical.
[01:04:16.873 --> 01:04:20.395]  Again, how do people go to your defense fund, which is, you just defeated Obama.
[01:04:20.835 --> 01:04:22.156]  One of his suits, and they got a bunch of others.
[01:04:23.417 --> 01:04:25.718]  StoneDefenseFund.com.
[01:04:25.818 --> 01:04:27.759]  StoneDefenseFund.com.
[01:04:28.239 --> 01:04:31.601]  Or go to the InfoWars site, where you can make a generous contribution.
[01:04:31.901 --> 01:04:32.601]  All right, thank you, Rog.
[01:04:32.621 --> 01:04:33.362]  We'll talk to you again tomorrow.
[01:04:34.150 --> 01:04:35.651]  Roger's coming to town soon.
[01:04:36.672 --> 01:04:37.593]  Absolutely, good job.
[01:04:38.233 --> 01:04:39.194]  I'm going to settle down now.
[01:04:39.234 --> 01:04:40.335]  I'm just looking at Strzok.
[01:04:40.655 --> 01:04:44.118]  He's such an evil, oh my God.
[01:04:44.138 --> 01:04:46.200]  His basement should be checked.
[01:04:46.560 --> 01:04:52.946]  I mean, oh boy, that is bad news right there.
[01:04:52.966 --> 01:04:54.547]  He thinks he's going to beat us?
[01:04:54.987 --> 01:04:56.329]  No you won't, demon!
[01:04:59.503 --> 01:05:03.087]  Staying healthy on the go is just as important as staying healthy at home.
[01:05:03.488 --> 01:05:05.930]  But sometimes supplements don't work fast enough.
[01:05:06.231 --> 01:05:10.596]  That's why InfoWars Life has created a powerful new addition to the Super Blue line.
[01:05:11.036 --> 01:05:12.918]  Super Blue Silver Immune Gargle.
[01:05:13.459 --> 01:05:16.422]  Available in 1 oz., 3 1⁄2 oz., and 16 oz.
[01:05:16.482 --> 01:05:19.806]  bottles, Immune Gargle is perfect for the bathroom, kitchen,
[01:05:20.146 --> 01:05:20.987]  Or wherever you go.
[01:05:21.568 --> 01:05:27.794]  The incredible new purifying formula is dentist recommended for daily use whenever you feel like you need to stay clean.
[01:05:28.274 --> 01:05:35.862]  As a powerful hand purifier or oral cleansing formula, just a small spray will help you stay clean when you feel surrounded by toxins.
[01:05:36.403 --> 01:05:43.170]  With powerful, yet simple ingredients, Immune Gargle features Silver Soul Nano Silver for a powerful cleansing alternative.
[01:05:43.590 --> 01:05:48.214]  With Super Blue Silver Immune Gargle, staying toxin free is easy and affordable.
[01:05:48.774 --> 01:05:53.578]  Help stop the spread of toxins and stay healthy with Super Blue Silver Immune Gargle.
[01:05:54.078 --> 01:05:56.320]  Only available at InfoWarsLife.com.
[01:05:56.740 --> 01:05:58.662]  That's InfoWarsLife.com.
[01:06:06.667 --> 01:06:21.115]  Crashing through the lies and disinformation, it's Alex Jones, coming to you live from the front lines of the InfoWar.
[01:06:23.576 --> 01:06:26.278]  Churchill's chair, Winston Churchill.
[01:06:27.519 --> 01:06:31.541]  The man that wrote the three-volume set, The History of the English-Speaking Peoples.
[01:06:33.222 --> 01:06:35.263]  Quite an intellectual.
[01:06:39.369 --> 01:06:45.391]  Well, they're freaking out on Trump when he was invited into his study and was told to sit on it as a setup.
[01:06:45.531 --> 01:06:48.712]  Oh, sit in Churchill's chair, his famous easy chair, we'll take a photo.
[01:06:49.672 --> 01:06:50.773]  They called him a traitor.
[01:06:50.813 --> 01:06:53.674]  How dare you imply you defeated the Nazis, which you never did.
[01:06:55.474 --> 01:07:01.636]  I'm going to talk about that here in just a moment, just to illustrate how the fake news media works.
[01:07:01.696 --> 01:07:03.877]  But here is the crux of the matter.
[01:07:03.937 --> 01:07:06.558]  Here's the key to it all.
[01:07:09.639 --> 01:07:12.940]  Multinational corporations in the 1950s knew the U.S.
[01:07:12.960 --> 01:07:13.900]  had control of the planet.
[01:07:14.741 --> 01:07:16.141]  They decided to parlay U.S.
[01:07:16.181 --> 01:07:17.862]  power into global power for themselves.
[01:07:19.022 --> 01:07:19.802]  It had been U.S.
[01:07:19.842 --> 01:07:24.584]  and British corporations, select ones, that had actually set up Hitler and the whole eugenics movement.
[01:07:24.824 --> 01:07:35.367]  Not that the average American was like that, but there were robber barons that were very racist, very evil, into control, and they developed a very diabolical plan
[01:07:36.550 --> 01:07:38.211]  For the long term, which we're now living under.
[01:07:38.911 --> 01:07:40.091]  Trump is trying to change that.
[01:07:41.492 --> 01:08:00.758]  And now, if you just joined us, the Democratic Party, the big corporations are so arrogant that they are in thousands of publications in the last week calling for Infowars.com and myself and anybody we have on air that's part of the operation to be banned from the internet like Communist China does.
[01:08:01.898 --> 01:08:04.179]  Now the tech giants came out and they said, listen,
[01:08:05.165 --> 01:08:06.285]  I'll show you some of those articles here.
[01:08:06.926 --> 01:08:11.228]  They said, listen, you're going to make InfoWars a martyr.
[01:08:11.268 --> 01:08:13.669]  We've already effectively banned them on our platforms.
[01:08:15.069 --> 01:08:17.370]  And the Democrats are like, well, why are we still losing elections?
[01:08:17.410 --> 01:08:18.511]  They go, because people hate you.
[01:08:19.591 --> 01:08:22.132]  And InfoWars already has an audience, people that are awake.
[01:08:23.353 --> 01:08:27.875]  See, you've got to reapply lies and confusion over and over again.
[01:08:27.955 --> 01:08:33.037]  Once somebody's awake, it doesn't work anymore.
[01:08:35.037 --> 01:08:41.264]  Once they get the game, once they know the scam, once they catch you cheating at cards, they don't play cards with you anymore.
[01:08:41.284 --> 01:08:43.906]  It's like somebody in business.
[01:08:44.927 --> 01:08:47.330]  You catch them ripping you off, you don't go back in business with them.
[01:08:50.533 --> 01:08:57.521]  So, these big tech giants hijacked America, made trillions of dollars off of it, and then they got such a hard-on for the country,
[01:08:59.244 --> 01:09:10.027]  They financed the universities, the schools, everything to turn us all against each other and turn us into basket cases so they could manage us and make sure the golden goose they've gotten stayed under their control.
[01:09:10.407 --> 01:09:13.588]  But you turn the golden goose into a mentally retarded, drooling idiot.
[01:09:18.829 --> 01:09:20.310]  And Trump doesn't want to do that.
[01:09:20.330 --> 01:09:22.350]  He goes, let's just make everybody successful.
[01:09:23.110 --> 01:09:24.511]  Let's just give people an opportunity.
[01:09:25.489 --> 01:09:26.910]  Let's stop domesticating people.
[01:09:27.050 --> 01:09:33.033]  LBJ wrote dozens of letters saying, these black people, they'll edit me saying this, I gotta say it like this.
[01:09:33.053 --> 01:09:34.113]  That's what the media does, folks.
[01:09:34.133 --> 01:09:34.994]  They take me out of context.
[01:09:35.034 --> 01:09:37.635]  So, you can go just type in LBJ's letters.
[01:09:37.855 --> 01:09:38.795]  By the way, I'm not joking.
[01:09:38.835 --> 01:09:39.436]  That's what they do.
[01:09:39.776 --> 01:09:46.739]  I quote them, they play the audio, and then say I said it.
[01:09:46.779 --> 01:09:48.240]  But LBJ's famous for saying,
[01:09:49.946 --> 01:09:54.847]  That these black people are incredibly uppity because they've been suppressed under segregation.
[01:09:54.867 --> 01:09:55.547]  It wasn't a good thing.
[01:09:55.867 --> 01:09:57.808]  But what doesn't kill you makes you stronger, nishi.
[01:09:58.188 --> 01:10:01.388]  So many black areas were richer than even middle class white areas.
[01:10:01.468 --> 01:10:04.089]  Lower unemployment, lower illegitimacy.
[01:10:04.769 --> 01:10:07.130]  Everything was about, we're going to be successful under this pressure.
[01:10:07.470 --> 01:10:11.130]  Their own hotels, their own restaurants, their own cleaners, their own doctors, their own universities.
[01:10:11.551 --> 01:10:12.591]  It was a golden age.
[01:10:13.351 --> 01:10:13.571]  Okay?
[01:10:15.356 --> 01:10:20.457]  Not because segregation was good, or all that, because that which doesn't kill you makes you stronger.
[01:10:20.737 --> 01:10:21.758]  People say, we don't need them.
[01:10:22.418 --> 01:10:23.658]  We don't need this crap.
[01:10:25.278 --> 01:10:27.579]  I got to cover my face though with a little edit to this audio and put it out.
[01:10:27.599 --> 01:10:28.199]  This is what they do.
[01:10:28.219 --> 01:10:30.900]  They go, oh look, Jones just said, you know, rah, just said black people, rah, rah, rah.
[01:10:30.920 --> 01:10:31.820]  That's what they do, man.
[01:10:32.280 --> 01:10:32.680]  Seriously.
[01:10:33.320 --> 01:10:35.021]  I say, Hillary Clinton killed a bunch of people in, um...
[01:10:35.936 --> 01:10:41.899]  By funding Al-Qaeda and ISIS, killed a bunch of little kids in the Middle East, they edit that and say I said it was in a pizza place, and then get people to sue me.
[01:10:42.660 --> 01:10:48.263]  So I have to do this now, I do this because, it's not that you are stupid as a viewer or a listener, it's the general public.
[01:10:48.643 --> 01:10:49.884]  If I don't do this, they will edit it.
[01:10:50.004 --> 01:10:55.587]  So, again, Margaret Sanger called blacks subhuman, hired blacks to pose as liberals so they could get control of their communities.
[01:10:57.048 --> 01:11:00.409]  And again, I'm not assessing on black people, I'm not going to use politically correct terms either.
[01:11:00.730 --> 01:11:01.370]  This is what went on.
[01:11:03.840 --> 01:11:06.421]  And so they've done it over and over and over and over again.
[01:11:06.861 --> 01:11:08.002]  And Trump's like, you know what?
[01:11:11.283 --> 01:11:13.004]  We're not going to sit there and break up families.
[01:11:13.024 --> 01:11:15.965]  We're not going to sit there and tell people they can't be successful and can't have a husband in the house.
[01:11:16.445 --> 01:11:17.485]  This ruins culture.
