[00:00:09.844 --> 00:00:11.406]  Dragon Energy activates!
[02:05:44.800 --> 02:05:47.642]  Those of us that are pro-human don't crave power.
[02:05:47.662 --> 02:05:48.562]  We already have the power.
[02:05:48.782 --> 02:05:53.706]  But we have to realize these scum are coming after us and we have to speak out and take action now.
[02:05:54.526 --> 02:05:56.992]  InfoWars is on the front line, and so are you.
[02:05:57.272 --> 02:05:58.535]  We are the resistance!
[02:06:14.054 --> 02:06:26.164]  Yes, I have thought an awful lot about blowing up the White House.
[02:06:26.224 --> 02:06:30.167]  Protesters followed Trump supporters to their cars as they left the convention center.
[02:06:30.487 --> 02:06:35.431]  Around the corner and away from police protection on San Carlos Street, a mob mentality took over.
[02:06:35.471 --> 02:06:36.192]  You voted Trump!
[02:06:36.652 --> 02:06:38.173]  You voted Trump!
[02:06:38.193 --> 02:06:38.434]  Yeah!
[02:06:39.497 --> 02:06:43.099]  What do you say to the people who dragged a poor white guy out of a car and beat him?
[02:06:43.200 --> 02:06:43.920]  Oh my goodness!
[02:06:43.940 --> 02:06:44.741]  Poor white people!
[02:06:44.781 --> 02:06:45.301]  Please!
[02:06:45.321 --> 02:06:45.721]  Stop!
[02:06:45.861 --> 02:06:47.342]  These were pure attacks.
[02:06:47.783 --> 02:06:54.007]  Trump supporters, men, women, even the elderly, left this building last night and walked right into danger.
[02:06:54.027 --> 02:07:01.872]  Police say anti-Trump protesters sprayed five Trump supporters, including an 8 and 11-year-old girl outside Anaheim City Hall.
[02:07:09.824 --> 02:07:10.940]  And now they're rushing him.
[02:07:22.714 --> 02:07:32.280]  We're saying, if you're out there and you're trying to represent your First Amendment right to free speech, if somebody comes and attacks you, it's your right to defend yourself.
[02:07:32.380 --> 02:07:33.481]  It got ugly.
[02:07:33.521 --> 02:07:42.307]  Violence erupting at the event as fights broke out, fists flying between Trump supporters and anti-Trump supporters.
[02:07:42.827 --> 02:07:43.628]  It gets pretty ugly.
[02:07:44.168 --> 02:07:47.631]  Yeah, I want to warn the folks watching at home, you're about to see some very violent footage.
[02:07:54.834 --> 02:08:03.096]  Organizers say today's rallies were meant as a show of unity against what they call a seditious fringe allegedly trying to sabotage the president.
[02:08:03.396 --> 02:08:09.217]  You can see there a FedEx delivery driver jumping in to try to put an end to the protest.
[02:08:09.237 --> 02:08:11.238]  You don't like, you don't like to get the f*** out.
[02:08:11.278 --> 02:08:12.258]  It's to strike the numbers.
[02:08:12.598 --> 02:08:13.378]  I'll give it to you.
[02:08:13.398 --> 02:08:16.819]  If you want to come out, you better be up a hundred of you against one of me because that's what it's going to take.
[02:08:20.503 --> 02:08:24.225]  People like myself will stand up and we'll be coming right back at you.
[02:08:24.265 --> 02:08:26.626]  You say he's not your president, then you shouldn't be here!
[02:08:26.806 --> 02:08:29.367]  Donald Trump is bringing us together!
[02:08:29.447 --> 02:08:30.307]  You got that?
[02:08:30.448 --> 02:08:32.048]  This is the heart of 1776!
[02:08:35.305 --> 02:08:38.047]  Wow, what a time to be alive.
[02:08:38.287 --> 02:08:43.070]  One of the men that will stand and fight is with me in studio again today, Rufio Panman.
[02:08:43.090 --> 02:08:45.352]  Of course, you've seen the viral videos by now.
[02:08:46.753 --> 02:08:47.534]  I don't know where to go.
[02:08:47.614 --> 02:08:55.059]  I wanted to get your take on Congressman Raskin calling for Infowars to be shut down and then saying that the right wing is trying to shut the left wing down.
[02:08:55.119 --> 02:09:00.763]  It's like utter nonsense, double think, unlike anything you could ever imagine.
[02:09:00.803 --> 02:09:03.745]  But while we see that clip, I mean,
[02:09:07.501 --> 02:09:17.388]  It's like, I don't want to fight fellow Americans, but at a certain point, where do these people, I mean, these people don't even like America, right?
[02:09:17.448 --> 02:09:21.131]  I mean, if you, like, I have videotaped, they say, down with America, death to America.
[02:09:21.351 --> 02:09:22.592]  These people are communists, man.
[02:09:22.972 --> 02:09:24.534]  So they want to shut down the country.
[02:09:25.686 --> 02:09:30.533]  That provides all of our freedom and prosperity, and they don't want real men and women to stand up to them.
[02:09:30.933 --> 02:09:31.113]  Right.
[02:09:31.494 --> 02:09:32.055]  Yeah, exactly.
[02:09:32.075 --> 02:09:34.578]  And you, of course, will stand up to them.
[02:09:34.618 --> 02:09:35.659]  Other people will stand up for them.
[02:09:35.680 --> 02:09:39.545]  I mean, just what do you think is the mindset right now of these people?
[02:09:39.605 --> 02:09:41.728]  Do they think that they can really win this battle?
[02:09:41.748 --> 02:09:43.230]  Do they think they can really shut America down?
[02:09:44.336 --> 02:09:51.762]  Um, you know, I can't, you know, um, on behalf of them, I think they're just reaching for anything they can.
[02:09:51.782 --> 02:09:54.984]  I think they're grabbing for anything and everything and making up things.
[02:09:55.044 --> 02:09:59.848]  As we saw earlier in that clip, he's just blatantly lying about Alex Jones and Infowars.
[02:10:00.288 --> 02:10:07.693]  This is happening with people like Faith Goldie, Lauren Southern, Milo, you know, Alex Jones, even me now that I'm starting to become a little bit more famous.
[02:10:08.034 --> 02:10:12.337]  They're doing everything, everything they can to tarnish your name and create lies about you.
[02:10:13.948 --> 02:10:17.090]  And, you know, at a certain point, you wonder if they're ever going to learn.
[02:10:18.310 --> 02:10:37.021]  But it's not, you know, if you don't understand that America is the greatest nation in the world to create a life for yourself, to raise a family, to have freedom and prosperity, if they just want to spit on that, then how are they even going to come to the grips of reality that they're not even going to win this fight?
[02:10:37.061 --> 02:10:39.302]  I mean, they can't even understand what they're doing here.
[02:10:39.958 --> 02:10:41.279]  Yeah.
[02:10:41.460 --> 02:10:43.341]  You know, yeah, nothing makes sense.
[02:10:43.361 --> 02:10:44.523]  There's no logic here.
[02:10:44.623 --> 02:10:48.887]  This isn't like a fair fight, like we're competing in a campaign.
[02:10:48.927 --> 02:10:50.068]  This is just straight lies.
[02:10:50.969 --> 02:10:53.291]  This isn't who's better, who's more righteous.
[02:10:53.731 --> 02:10:57.715]  This is just straight lies and they're trying to sway the public.
[02:10:57.815 --> 02:11:01.339]  And, you know, in some cases it's working with the people who are kind of brainwashed.
[02:11:01.359 --> 02:11:03.081]  They're following this narrative and it's dangerous.
[02:11:03.721 --> 02:11:04.742]  No, that's exactly it.
[02:11:05.462 --> 02:11:18.912]  The Democrats call for violence, the Democrats demonize people like us, and so what you have is a bunch of brainwashed street minions that go out there thinking they're fighting some good fight, but they don't even, it's like, look at the optics!
[02:11:19.072 --> 02:11:24.876]  You're the ones out here with weapons, you're the ones out here with your faces covered, you're the ones out here hitting women and children.
[02:11:24.896 --> 02:11:28.999]  I mean, even the optics, you'd think that they would see the optics and realize they're on the wrong side.
[02:11:29.559 --> 02:11:29.779]  Yeah.
[02:11:30.580 --> 02:11:31.280]  Well, I mean, you know,
[02:11:33.461 --> 02:11:39.064]  It's really odd to see how fast they can recruit, and that's why it's so suspicious.
[02:11:39.124 --> 02:11:52.810]  I mean, we've spent, you know, almost a better half of two years doing what we can to spread the word, recruit as much as we can, get people out there, and within a weekend, it seems like they can gather a thousand plus people, you know?
[02:11:52.990 --> 02:11:57.492]  And so, obviously, what they're doing is somewhat effective, and that's why it's dangerous.
[02:11:58.959 --> 02:12:03.261]  And it really makes you wonder who these people are, you know, because they have their faces covered.
[02:12:03.461 --> 02:12:04.942]  Are these all professors?
[02:12:05.162 --> 02:12:06.983]  Are these, you know, people that work in government?
[02:12:07.003 --> 02:12:12.566]  I mean, who are these people that are going out here and trying to start fights that they can't even finish?
[02:12:12.606 --> 02:12:13.486]  I mean, that's what I'm saying.
[02:12:13.506 --> 02:12:14.427]  I mean, you're the same guy.
[02:12:15.567 --> 02:12:16.868]  I'm not here trying to start a fight.
[02:12:17.288 --> 02:12:17.648]  Trust me.
[02:12:17.788 --> 02:12:20.230]  I am not here trying to start a fight, but I'll be damned.
[02:12:20.350 --> 02:12:20.990]  I'll finish it.
[02:12:21.370 --> 02:12:21.630]  Right.
[02:12:22.271 --> 02:12:25.553]  The part that worries me a lot is, you know, just like you're saying, who are these people?
[02:12:25.613 --> 02:12:27.714]  I mean, these people could be your children's teacher.
[02:12:28.254 --> 02:12:29.435]  You know, they could be your doctor.
[02:12:29.875 --> 02:12:31.956]  People that you feel like you should be able to trust.
[02:12:32.457 --> 02:12:36.459]  You know, on the other hand, they're putting on a mask and going out there and beating on Americans.
[02:12:37.119 --> 02:12:37.960]  And so, you know,
[02:12:39.181 --> 02:12:48.719]  This is kind of our dilemma here is there's these thousands of people showing up with masks and they could very well be your neighbor or somebody you feel like you should trust for your own safety.
[02:12:49.398 --> 02:12:50.779]  And you can't know who they are.
[02:12:50.799 --> 02:12:52.180]  You can't.
[02:12:52.260 --> 02:12:56.784]  And a lot of them have been caught and arrested and it turns out they are professors.
[02:12:57.324 --> 02:12:58.885]  And that is a scary thought.
[02:12:59.586 --> 02:13:03.249]  And I go out to these protests, I have UT professors blowing fart whistles at me.
[02:13:03.769 --> 02:13:05.811]  It's like, that literally happens.
[02:13:06.331 --> 02:13:07.992]  It happened three times!
[02:13:08.793 --> 02:13:12.336]  And then I found her at another protest and I said, oh,
[02:13:13.700 --> 02:13:15.341]  I said, hey, where's your fart whistle today?
[02:13:15.962 --> 02:13:17.443]  And she goes, oh, what are you talking about?
[02:13:17.643 --> 02:13:18.423]  I've never talked to you.
[02:13:18.843 --> 02:13:21.385]  I'm like, woman, I have the footage!
[02:13:21.845 --> 02:13:24.067]  And now I have the footage of you denying the footage!
[02:13:24.487 --> 02:13:27.189]  It's like they don't even... Honestly, it's crazy.
[02:13:27.309 --> 02:13:28.330]  It's crazy, Rufio.
[02:13:28.350 --> 02:13:30.271]  They don't even live in reality anymore.
[02:13:30.311 --> 02:13:35.655]  It's like they just create their own reality as they go along, and it's just whatever's convenient for them at the moment.
[02:13:36.385 --> 02:13:42.310]  Yeah, I remember watching that specific clip, and it was hilarious because I'd seen the other footage as well.
[02:13:42.750 --> 02:13:44.472]  So I know exactly what you're talking about.
[02:13:44.972 --> 02:13:51.317]  And at this point, I've lost the need or the feel for the need to debate these people.
[02:13:51.397 --> 02:13:51.858]  I've tried.
[02:13:51.878 --> 02:13:54.680]  I've spent hours and hours and hours trying to talk to them.
[02:13:54.820 --> 02:13:58.543]  And like you said, they just have these whistles and these blowhorns and stuff, and they get in your face.
[02:13:58.563 --> 02:14:02.246]  There's no interest on their side to find middle ground.
[02:14:02.386 --> 02:14:04.688]  And so you have to ask yourself, what do you do then?
[02:14:06.049 --> 02:14:07.590]  And they're attacking you physically and things like that.
[02:14:07.950 --> 02:14:08.990]  Well, and there is no debate.
[02:14:09.551 --> 02:14:14.333]  That specific event that I went to, I said it to the camera.
[02:14:14.453 --> 02:14:18.254]  I go, look, I'm going to ask every individual here.
[02:14:18.274 --> 02:14:19.675]  There are about 50 people there.
[02:14:19.695 --> 02:14:24.357]  I said, I'm going to ask every single one of these people why they're out here, what they're protesting.
[02:14:24.577 --> 02:14:26.638]  I asked every single one.
[02:14:27.038 --> 02:14:29.799]  Not one of them could give me a concise answer.
[02:14:29.999 --> 02:14:31.340]  Not one of them.
[02:14:31.929 --> 02:14:39.354]  Yeah, Fleckis Talks does a really good job at kind of, you know, getting under their radar.
[02:14:39.374 --> 02:14:41.276]  Yeah, that's a good way to put it.
[02:14:41.296 --> 02:14:47.140]  And he exposes the ridiculousness of the left because they're not triggered by his presence.
[02:14:47.780 --> 02:14:59.949]  And it's amazing to watch, you know, obviously your guys and your style and then his style and people like him, and just see almost the same reaction, the same logic, except when they're talking to you, they're just so triggered.
[02:15:00.029 --> 02:15:02.050]  Because I'm, you know, I'm a snarling bulldog.
[02:15:02.290 --> 02:15:03.050]  I'm obnoxious.
[02:15:03.350 --> 02:15:04.691]  And I have the InfoWars my flag.
[02:15:04.711 --> 02:15:06.351]  So they're immediately triggered by my presence.
[02:15:06.391 --> 02:15:12.533]  But Fleck is kind of, like you said, he kind of goes under the radar, sneaks in, and they think they're having just a real conversation with somebody.
[02:15:12.854 --> 02:15:15.875]  And then they give their genuine thoughts and ideas, and it's just like, wow.
[02:15:15.895 --> 02:15:17.575]  And it's still the same idiocy.
[02:15:18.055 --> 02:15:24.658]  Even when they're extremely, they're outraged, whatever, in front of you, they have the same exact logic when they're completely calm.
[02:15:24.998 --> 02:15:28.159]  And that is, to me, that's, you know, that's scary.
[02:15:28.559 --> 02:15:31.924]  And it's a total lack of logic, really, is what it is.
[02:15:32.985 --> 02:15:38.953]  So, you've got Facebook's Mark Zuckerberg now saying InfoWars should not be shut down.
[02:15:40.174 --> 02:15:41.634]  Even though they are shutting us down.
[02:15:42.275 --> 02:15:52.317]  So, you've got, and then, but this is what I'm saying, I wish Zuckerberg would say, hey, you know, don't be so upset at InfoWars, because then maybe I could go out on the streets and not get spat on.
[02:15:52.457 --> 02:15:58.479]  You know, maybe I can go out and do a report and not have somebody walk by and say, hey, F InfoWars, F you racist.
[02:15:58.499 --> 02:16:01.540]  You know, that'd be nice if I could just live free without a bunch of liberals hating me.
[02:16:03.280 --> 02:16:08.864]  Alex Jones here with unbelievably critical information concerning the future of our Republic.
[02:16:09.544 --> 02:16:17.070]  A year and a half ago, just a few months into President Trump being in office, the globalists panicked because the economy began to turn around.
[02:16:19.371 --> 02:16:31.960]  Former Obama administration officials, former deputy heads of the Defense Department and others went to the Pentagon and to Congress and were even in major news publications like Atlantic Monthly
[02:16:32.955 --> 02:16:40.320]  Developing a public plan for a military coup against the president or a 25th amendment removal.
[02:16:41.181 --> 02:16:48.565]  I covered it at the time and mainstream corporate media attacked me and said it wasn't true because they didn't want to have major attention on it.
[02:16:48.646 --> 02:16:52.228]  They only wanted it in establishment publications like Atlantic Monthly.
[02:16:52.548 --> 02:16:54.790]  They did not want to be seen by the general public.
[02:16:54.810 --> 02:16:56.971]  They didn't want to have a debate about it early on.
[02:16:57.211 --> 02:17:02.855]  They wanted to build their false case over the next year or so and then make their move on the president.
[02:17:03.596 --> 02:17:05.677]  Ladies and gentlemen, they're now making that move.
[02:17:05.837 --> 02:17:12.202]  In the last 24 hours, we've seen the former head of the CIA, Brennan, say that Trump is nothing short of treasonous.
[02:17:12.502 --> 02:17:13.663]  When it's Brennan that's the traitor.
[02:17:14.203 --> 02:17:19.647]  Congressman Steve Cohen of Tennessee has said that the military needs to take him out.
[02:17:19.747 --> 02:17:20.368]  Where are they?
[02:17:20.688 --> 02:17:21.569]  Needs to remove them.
[02:17:22.189 --> 02:17:25.772]  Phil Mudd, former deputy director of the CIA and the FBI,
[02:17:26.392 --> 02:17:26.893]  We're good to go.
[02:17:52.315 --> 02:17:52.795]  I think?
[02:18:13.886 --> 02:18:14.006]  It's
[02:18:37.569 --> 02:18:40.351]  Defeat the Democrat-Globalist censorship plan.
[02:18:40.591 --> 02:18:41.331]  Supersale.
[02:18:41.691 --> 02:18:45.794]  Up to 67% off storewide.
[02:18:46.114 --> 02:18:47.295]  Get an InfoWars t-shirt.
[02:18:47.675 --> 02:18:48.995]  Get a Re-Elect 45 shirt.
[02:18:49.056 --> 02:18:50.957]  Get out there and stand up for free speech.
[02:18:51.497 --> 02:18:52.617]  Go and get water filtration.
[02:18:52.698 --> 02:18:54.218]  Get silver bullet colloidal silver.
[02:18:54.238 --> 02:18:54.999]  Get alpha power.
[02:18:55.439 --> 02:18:56.500]  50% off, so popular.
[02:18:56.720 --> 02:18:58.042]  Vitamin Mineral Fusion, 50% off.
[02:18:58.122 --> 02:19:00.003]  I can't list all of these.
[02:19:00.043 --> 02:19:05.809]  The Mind and Body Challenge Pack, Brain Force Plus and Red Pill Plus, 50% off with free shipping.
[02:19:06.209 --> 02:19:09.833]  X2 Bio-Truth Selenium Combo, 50% off free shipping.
[02:19:10.173 --> 02:19:14.817]  M4 Wars Life Mind and Body Pack, Brain Force Plus and Vitamin Mineral Fusion, 50% off with free shipping.
[02:19:15.578 --> 02:19:16.299]  It's all there.
[02:19:17.220 --> 02:19:19.082]  Ladies and gentlemen, we've proven ourselves.
[02:19:19.122 --> 02:19:20.063]  That's why we're under attack.
[02:19:20.103 --> 02:19:22.966]  And we have this great crew standing in the face of this.
[02:19:23.227 --> 02:19:29.954]  And we have you, the listeners, and the viewers that support us, that make it possible, that pray for us, that share the articles and videos, and amplify our work.
[02:19:30.255 --> 02:19:31.156]  You are the InfoWarp.
[02:19:31.636 --> 02:19:43.925]  Americana and true freedom and true Western civilization and true Christianity is the light of the world and we're bringing it back into the world boldly and the enemy is attacking us because they know we have the answer.
[02:19:44.186 --> 02:19:47.308]  We have the light in the dark of the night and so do all of you.
[02:19:47.608 --> 02:19:48.469]  So I ask you today
[02:19:48.789 --> 02:19:50.511]  You're listening to the Alex Jones Show!
[02:20:23.752 --> 02:20:25.674]  Oh yes, it's mind control alright.
[02:20:26.475 --> 02:20:31.620]  How else do you explain people protesting against their own freedom, their own prosperity?
[02:20:32.240 --> 02:20:33.462]  You've got Democrats.
[02:20:34.463 --> 02:20:35.584]  I've got the story somewhere.
[02:20:36.465 --> 02:20:39.848]  Democrats are now suing over the Trump tax cuts.
[02:20:40.849 --> 02:20:42.831]  Do you see how insane this is?
[02:20:44.591 --> 02:20:46.192]  Who doesn't want a tax cut?
[02:20:46.212 --> 02:20:47.652]  I mean, what?
[02:20:48.453 --> 02:20:52.434]  And it wasn't until Trump that now Democrats admit that they want to increase your taxes.
[02:20:52.494 --> 02:20:54.335]  I mean, it's honestly shocking.
[02:20:54.415 --> 02:21:03.359]  Barack Obama comes out yesterday in a speech in Johannesburg, South Africa, and he says that men are getting on his nerves.
[02:21:03.719 --> 02:21:07.941]  So, Rufio, he says men have been getting on his nerves recently.
[02:21:07.961 --> 02:21:10.062]  I think he's talking about people like you.
[02:21:11.068 --> 02:21:14.109]  I'm sure, you know, that's probably exactly what he's talking about.
[02:21:14.449 --> 02:21:16.309]  How dare you punch out his street minions?
[02:21:16.489 --> 02:21:17.929]  Yeah.
[02:21:17.969 --> 02:21:25.571]  There's a huge, not only are we facing a kind of quiet civil war, there's a blatant war against men right now.
[02:21:26.511 --> 02:21:29.712]  You know, obviously we've all heard the term toxic masculinity.
[02:21:30.192 --> 02:21:40.394]  It's out there and it's, you know, when you start going to these college campuses, it's just so crazy the kind of things they'll say to you and they won't even take your opinion
[02:21:41.520 --> 02:21:43.281]  As legitimate, just because you're a man.
[02:21:43.681 --> 02:21:47.144]  Just because you show any kind of masculinity, especially if you're a white guy.
[02:21:47.664 --> 02:21:51.826]  Any of these things, you start to lose legitimacy in their eyes, one after another.
[02:21:52.127 --> 02:21:53.908]  And it's all fake, like they don't even know you.
[02:21:54.128 --> 02:21:56.469]  This guy that they're showing right now is the perfect example.
[02:21:56.509 --> 02:22:03.673]  This guy's probably hopped up on drugs, hopped up on hatred, and he comes out here, he spits at me, he throws punches at me.
[02:22:04.659 --> 02:22:06.981]  He curses at me and I just feel bad for the guy.
[02:22:07.501 --> 02:22:12.786]  But you know what, Rufio, why don't you let Obama's street minions just beat you up and beat you at billy clubs?
[02:22:12.826 --> 02:22:13.707]  Why don't you just let them do it?
[02:22:13.747 --> 02:22:15.008]  That's what they want you to do.
[02:22:15.068 --> 02:22:18.791]  Just lay down, don't be a man, just let them beat you senseless.
[02:22:18.951 --> 02:22:20.152]  Yeah, I've always been stubborn.
[02:22:20.333 --> 02:22:22.314]  You know, I've always been a really stubborn man my whole life.
[02:22:22.374 --> 02:22:23.155]  Defiance, huh?
[02:22:23.776 --> 02:22:28.199]  You know, maybe it'll take one of these days, if they're just persistent enough, maybe I'll just give in.
[02:22:28.600 --> 02:22:29.180]  Maybe I'll do that.
[02:22:29.200 --> 02:22:29.981]  I don't know.
[02:22:30.742 --> 02:22:32.003]  The funny thing is, I don't even think
[02:22:33.132 --> 02:22:51.887]  You know, there's this video, we've been looking for it, I think it was from the London protest, where they put a Trump mask on one of those boxing dummies, you know, with the body, where you do the kick boxing exercises and stuff, and they put a Trump mask on it, and they're all taking their turns punching and kicking, and you're just like, oh my gosh, like, you couldn't even hurt me if you punched me.
[02:22:52.588 --> 02:22:53.148]  Like, you know?
[02:22:53.168 --> 02:22:58.813]  I mean, I'm sure you've seen their training videos where they do like... Yeah, I saw that there's a...
[02:22:59.692 --> 02:23:04.594]  A post, I think it was Rose City and TIFA, they were talking about how they do Navy SEAL training.
[02:23:05.735 --> 02:23:07.917]  That's the hardest training in the world.
[02:23:08.097 --> 02:23:13.681]  I've done Navy SEAL training with Navy SEALs and it's not something you necessarily brag about.
[02:23:13.701 --> 02:23:18.565]  It's just something about, it's enduring, you know, hard things.
[02:23:18.605 --> 02:23:22.568]  It's not like you're becoming a better fighter or anything like that.
[02:23:22.608 --> 02:23:26.010]  It's about, you know, being able to be in cold water for long periods of time.
[02:23:26.050 --> 02:23:28.792]  So, obviously, they don't know what they're talking about.
[02:23:29.954 --> 02:23:31.356]  And it's funny that they make these claims.
[02:23:31.396 --> 02:23:32.679]  I mean, yeah, look at this video here.
[02:23:32.879 --> 02:23:34.122]  Yeah, I got news for you, buddy.
[02:23:34.282 --> 02:23:35.665]  That's not Navy SEAL training.
[02:23:36.707 --> 02:23:42.030]  No, Navy SEAL training is actually probably the hardest training regimen in the world.
[02:23:42.391 --> 02:23:42.611]  Yeah.
[02:23:43.071 --> 02:23:45.272]  Those guys do incredible things.
[02:23:45.312 --> 02:24:00.642]  In fact, I remember I had friends, UFC fighters now, that did the Navy SEAL training, and they're the toughest people I know, and they were just, like, just God-smacked at how these SEALs are able to just go do this training and just knock it out, just like BAM!
[02:24:00.842 --> 02:24:01.062]  Yeah.
[02:24:01.462 --> 02:24:03.484]  Yeah, it's about overcoming all sorts of obstacles.
[02:24:03.544 --> 02:24:05.445]  It's not necessarily about building strength.
[02:24:06.165 --> 02:24:07.826]  Or, you know, becoming a better fighter.
[02:24:08.106 --> 02:24:11.848]  It's about testing, you know, the spirit of a man.
[02:24:11.868 --> 02:24:12.929]  Oh my gosh, I think they found it.
[02:24:14.449 --> 02:24:15.390]  Look at this madness!
[02:24:15.450 --> 02:24:16.150]  That's it, yep.
[02:24:17.551 --> 02:24:18.491]  Oh my gosh.
[02:24:18.831 --> 02:24:20.772]  That's the closest they'll ever get.
[02:24:21.433 --> 02:24:21.793]  Right there.
[02:24:22.799 --> 02:24:26.121]  And it's like, it's like a whole, like, it's like a fake victory for them.
[02:24:26.661 --> 02:24:30.643]  It's just like when, uh, it's just like when they, uh, that's a decent kick.
[02:24:30.784 --> 02:24:31.684]  I'll give that guy some credit.
[02:24:32.084 --> 02:24:36.347]  It's just like when they, um, they tore down the, uh, confederate statue.
[02:24:37.447 --> 02:24:42.710]  And they, and so they rip it down and then they all run up to it and they start kicking it and punching it.
[02:24:42.790 --> 02:24:44.171]  And it's like a total faux victory.
[02:24:44.191 --> 02:24:51.075]  It's like, dude, you're hitting an inanimate object, but they still get a sense of victory from it because they've never had any real victories in life.
[02:24:51.255 --> 02:24:53.856]  Yeah, that's the keyboard warrior mentality.
[02:24:53.896 --> 02:24:55.036]  That's how they celebrate.
[02:24:55.076 --> 02:24:56.217]  That's their victory right there.
[02:24:56.877 --> 02:25:00.858]  Because if they were hitting a real person, they would probably run away.
[02:25:00.918 --> 02:25:02.579]  This is deranged behavior right here.
[02:25:04.700 --> 02:25:06.700]  This is genuinely deranged behavior.
[02:25:06.980 --> 02:25:07.681]  Look at this woman.
[02:25:08.341 --> 02:25:12.722]  That isn't an example of a human being that needs to be put in a mental institution.
[02:25:13.443 --> 02:25:14.623]  This is their highlight reel right here.
[02:25:15.464 --> 02:25:22.767]  Guys, guys, pull up also the video of when they tear down the Democrat... It is a Democrat statue, actually.
[02:25:23.108 --> 02:25:25.849]  When they tear down the Democrat Confederate statue.
[02:25:25.869 --> 02:25:26.849]  See, that's the funny thing.
[02:25:27.270 --> 02:25:30.291]  The Democrats are the ones that put all the Confederate statues up!
[02:25:30.951 --> 02:25:31.992]  You go look at the history!
[02:25:33.484 --> 02:25:42.626]  Seriously, guys, pull up the video where they tear down the Confederate statue and then they're all running up to it, punching it, like having a victory, like, yeah, we beat the Confederates!
[02:25:43.906 --> 02:25:46.706]  The Confederates lost 50 plus years ago.
[02:25:47.487 --> 02:25:49.207]  It's like, I don't know.
[02:25:49.727 --> 02:25:51.227]  We got three minutes left of this segment.
[02:25:51.267 --> 02:25:54.868]  Just what do you think comes next with the street protests?
[02:25:55.328 --> 02:25:56.688]  I mean, do you think it's going to get worse?
[02:25:56.708 --> 02:25:59.329]  Do you think these people are going to realize that they're on the wrong side of history?
[02:25:59.349 --> 02:26:00.129]  Or how do you think this goes?
[02:26:01.361 --> 02:26:09.148]  Um, you know, what we saw in Portland, I think we're going to keep continuing to see things like that.
[02:26:09.188 --> 02:26:15.393]  Maybe not as violent, but I think we're going to start seeing more conservatives show up and push back.
[02:26:15.793 --> 02:26:19.736]  And hopefully, yeah, we'll start to see that they realize they're on the wrong side of history right now.
[02:26:19.816 --> 02:26:23.279]  And hopefully they'll start leaving in droves like they are the Democratic Party.
[02:26:24.198 --> 02:26:27.140]  Yeah, here's the clip of them taking down the Confederate statue.
[02:26:27.180 --> 02:26:29.021]  Now they all get to have their little fake victory.
[02:26:29.061 --> 02:26:30.301]  Yeah, spit on it, man!
[02:26:30.822 --> 02:26:31.362]  Yeah!
[02:26:32.203 --> 02:26:33.643]  Yeah, right on, man!
[02:26:33.723 --> 02:26:34.324]  Right on!
[02:26:34.984 --> 02:26:35.544]  Yeah!
[02:26:36.965 --> 02:26:37.826]  Right on, man!
[02:26:41.848 --> 02:26:45.070]  This is a group of deranged lunatics.
[02:26:47.085 --> 02:26:49.907]  And you know, but it's like the same thing I'm saying.
[02:26:50.027 --> 02:26:51.268]  I don't want to fight these people.
[02:26:51.829 --> 02:26:55.011]  They can go out and be deranged lunatics and do whatever the hell they want.
[02:26:55.091 --> 02:26:56.252]  Just stay out of my way.
[02:26:56.712 --> 02:26:58.233]  Just quit trying to destroy this country.
[02:26:58.974 --> 02:27:04.178]  And if you want to start a fight, it's going to be finished, and it's not going to be finished by you.
[02:27:04.698 --> 02:27:11.904]  It's going to be finished by people like Rufio, that you couldn't even hurt if he gave you 500 free shots at him.
[02:27:13.205 --> 02:27:14.426]  It's just ridiculous to me.
[02:27:15.509 --> 02:27:16.389]  There he goes.
[02:27:19.151 --> 02:27:20.971]  I know that you don't want to go punch these people.
[02:27:23.392 --> 02:27:33.717]  It reaches a point where you have an instinct to defend yourself, but you didn't grow up thinking, I'm going to be a street warrior that's going to fight commies in the street.
[02:27:33.737 --> 02:27:36.118]  Nobody thinks like that.
[02:27:36.138 --> 02:27:39.099]  That's the platform they've now given you.
[02:27:39.119 --> 02:27:41.120]  Yeah, if you would have found me two years ago,
[02:27:42.424 --> 02:27:45.125]  I would not have ever thought that I'd be out there on the streets doing that.
[02:27:45.166 --> 02:27:47.187]  I just didn't think that this is where we would be.
[02:27:47.207 --> 02:27:59.293]  You know, I grew up in a part of America where everybody was really, you know, polite to each other and so to start seeing this stuff happen in the streets was, you know, surprising to say the least.
[02:28:00.014 --> 02:28:01.355]  Well, we were glad to have you here.
[02:28:01.375 --> 02:28:03.737]  We're glad that you came to Austin to be in studio with us.
[02:28:03.997 --> 02:28:10.523]  And, you know, hopefully you don't have to deal with too much of the radical left doxxing you and trying to be violent with you.
[02:28:10.543 --> 02:28:11.704]  But I know you're going to fight back.
[02:28:11.764 --> 02:28:13.245]  So we appreciate that.
[02:28:13.265 --> 02:28:18.649]  And folks, it's possible to bring people like Rufio here in studio with your support at InfoWarsStore.com.
[02:28:18.669 --> 02:28:20.071]  We have big specials going on right now.
[02:28:20.091 --> 02:28:20.231]  50% off.
[02:28:21.992 --> 02:28:34.338]  Top-selling supplements like Brain Force Plus, like Alpha Power, like Super Male Vitality, Vitamin Mineral Fusion, Survival Shield X2, The Real Red Pill Plus, Knockout, DNA Force Plus.
