[00:00:00.209 --> 00:00:00.750]  We've got it.
[02:07:51.287 --> 02:07:55.628]  He attends California Lutheran University in Thousand Oaks, California, pursuing a degree in criminal justice.
[02:07:55.908 --> 02:08:00.309]  His girlfriend, Allie Chandra, is a 21-year-old college student.
[02:08:00.669 --> 02:08:04.910]  She attends Pierce College in Chatsworth, California, and she is pursuing a degree in business.
[02:08:05.310 --> 02:08:06.871]  They both work at the Thousand Oaks Club.
[02:08:07.791 --> 02:08:10.852]  California during the recent nightmare shooting two nights ago.
[02:08:10.872 --> 02:08:15.253]  They are strong advocates of the Second Amendment and they didn't want to be basically misrepresented.
[02:08:15.293 --> 02:08:17.854]  Just like you saw at Parkland, which is a shooting that happened.
[02:08:17.914 --> 02:08:18.754]  I didn't say it didn't happen.
[02:08:19.074 --> 02:08:23.855]  I said out of 3,000 students, they picked four anti-gunners to go out and be the spokesperson for everybody.
[02:08:23.875 --> 02:08:25.656]  But we're very glad they survived.
[02:08:26.316 --> 02:08:26.696]  They joined us.
[02:08:26.816 --> 02:08:29.277]  They're also very close to the death-like inferno
[02:08:30.097 --> 02:08:32.458]  And California's a beautiful state and has a lot of great people in it.
[02:08:33.258 --> 02:08:37.239]  But also it's got some hellish qualities to it so they can report on that.
[02:08:37.499 --> 02:08:40.219]  They'll also give us their take on ex-Marine with PTSD.
[02:08:40.740 --> 02:08:51.902]  Posted on Instagram with a gun in one hand and a phone in the other as he killed 12 people at a country bar massacre as it's revealed he was bullied for his lazy eye in high school.
[02:08:52.662 --> 02:08:54.723]  Oh, so then you go kill some innocent people.
[02:08:54.803 --> 02:08:54.983]  What?
[02:08:55.819 --> 02:08:57.400]  This guy should have been in a mental institution.
[02:08:57.420 --> 02:08:58.880]  In fact, he'd been in one, reportedly.
[02:08:59.360 --> 02:09:01.521]  This is just horrible, ladies and gentlemen.
[02:09:01.901 --> 02:09:04.502]  But again, are they going to ban Instagram and other things?
[02:09:05.102 --> 02:09:05.762]  Like Facebook?
[02:09:05.802 --> 02:09:07.143]  Because, remember?
[02:09:07.243 --> 02:09:12.885]  Oh, it was the fault of Gab that the guy four minutes before he went into the Jewish temple and did that other horrible monster.
[02:09:13.685 --> 02:09:14.665]  Wow, this is incredible.
[02:09:14.846 --> 02:09:17.046]  So Alex and Allie, thanks for your courage.
[02:09:17.346 --> 02:09:18.107]  Thanks for being here.
[02:09:19.807 --> 02:09:24.549]  Please tell us, wherever you want to start here, with your experience and what you want to say.
[02:09:26.325 --> 02:09:27.706]  Well, thank you for having us, Alex.
[02:09:27.726 --> 02:09:28.907]  It means a lot to having us on.
[02:09:29.507 --> 02:09:31.869]  Do you want to tell our story about what happened?
[02:09:32.209 --> 02:09:32.670]  Absolutely!
[02:09:32.730 --> 02:09:36.072]  I just want you, whatever, because you guys wanted to come on, and I'm glad you're here.
[02:09:36.512 --> 02:09:45.058]  And I have a tendency to run on myself, so just whatever it is you want to get out out front, what happened that night, why you want to speak about the Second Amendment, just, I mean, you got the floor, both of you.
[02:09:46.119 --> 02:09:47.100]  Absolutely, yeah.
[02:09:47.240 --> 02:09:48.201]  So what happened was,
[02:09:49.062 --> 02:09:53.323]  We go to the bars called the Borderline.
[02:09:53.983 --> 02:09:55.764]  And what it is there, it's like a country bar.
[02:09:55.824 --> 02:09:59.405]  So people go there to dance, people go there to line dance, people go there to two-step.
[02:10:00.085 --> 02:10:06.427]  And it's just a place me and my girlfriend go every week on Wednesdays for our Polish day.
[02:10:08.008 --> 02:10:15.050]  And this Wednesday, we got there about nine o'clock and we were having a fine time.
[02:10:15.070 --> 02:10:16.210]  We were sitting over
[02:10:17.617 --> 02:10:20.299]  On the right side of the building, kind of a DJ booth.
[02:10:21.780 --> 02:10:29.667]  And at about 1120, we heard what was sounded like a table being knocked over.
[02:10:30.908 --> 02:10:32.089]  So we didn't think anything of it.
[02:10:32.749 --> 02:10:34.971]  But then it kept happening.
[02:10:35.091 --> 02:10:37.273]  And it sounded like balloons are popping except way louder.
[02:10:37.293 --> 02:10:41.376]  And they were like, this is, this is a gun.
[02:10:42.016 --> 02:10:45.179]  And so what we did was we went behind our DJ booth.
[02:10:46.258 --> 02:10:47.299]  Shots were ringing out.
[02:10:47.399 --> 02:10:48.739]  Those shots were non-stop.
[02:10:49.080 --> 02:10:50.800]  Those shots would not stop going.
[02:10:50.961 --> 02:10:52.821]  It was maybe 20, 30 shots.
[02:10:54.202 --> 02:10:56.483]  And people were screaming.
[02:10:56.503 --> 02:10:58.404]  And we were just hiding.
[02:10:58.424 --> 02:11:05.608]  And then somebody took a... Someone got the fire extinguisher or something.
[02:11:05.668 --> 02:11:09.430]  Someone broke one window that was near us.
[02:11:09.730 --> 02:11:12.812]  So then we were like, okay, the gunman knows where we are.
[02:11:13.607 --> 02:11:14.448]  We have to get out.
[02:11:14.708 --> 02:11:16.149]  So what we did was, yeah.
[02:11:16.229 --> 02:11:17.130]  We can't keep hiding.
[02:11:17.210 --> 02:11:18.671]  Yeah, and then we jumped out the window.
[02:11:18.691 --> 02:11:21.393]  We jumped out one of the windows, which was pretty high.
[02:11:21.433 --> 02:11:22.234]  Yeah, it was a high window.
[02:11:22.274 --> 02:11:25.236]  Somebody, there was a guy who jumped out and he was catching people.
[02:11:25.276 --> 02:11:26.317]  He caught me and you.
[02:11:26.357 --> 02:11:28.379]  Yeah, it was pretty... My friend, unfortunately, didn't get caught.
[02:11:28.939 --> 02:11:29.840]  Yeah, she got hurt.
[02:11:30.300 --> 02:11:31.501]  Wow.
[02:11:31.901 --> 02:11:34.503]  And she had to get some stitches.
[02:11:34.524 --> 02:11:35.364]  Yeah, she was fine.
[02:11:35.384 --> 02:11:36.465]  She didn't get caught.
[02:11:36.485 --> 02:11:42.590]  There was a lot of people getting thrown off balconies because there was no other escape, because she was at the front entrance, so obviously,
[02:11:43.792 --> 02:11:46.374]  You need to find a way out some other way.
[02:11:46.474 --> 02:11:48.276]  A guy punched a window just to get out.
[02:11:48.676 --> 02:11:49.177]  Yeah.
[02:11:49.197 --> 02:11:52.319]  And, um, yeah, so what we did was we jumped out the window.
[02:11:52.339 --> 02:11:53.000]  And ran.
[02:11:53.280 --> 02:11:53.681]  And ran.
[02:11:53.761 --> 02:11:54.641]  My arm is bleeding.
[02:11:54.822 --> 02:11:56.863]  I got cut from the window.
[02:11:58.264 --> 02:12:07.132]  So this demon, it appeared, he came in and shot the lady at the front, shot a bouncer, and then was trying to obviously block the exits so he could kill as many as possible.
[02:12:08.874 --> 02:12:09.094]  Yes, sir.
[02:12:10.677 --> 02:12:16.699]  I'm sorry.
[02:12:17.379 --> 02:12:18.079]  I could imagine.
[02:12:18.099 --> 02:12:18.579]  Wow.
[02:12:21.180 --> 02:12:25.301]  And 12 people killed, including this mentally ill monster.
[02:12:25.321 --> 02:12:38.585]  You know, I've said this, I think bars and big places, I don't think you can make it a law, but I think if people said there's a security fee, a dollar per person or whatever, you should have two armed guards at any big bar or place.
[02:12:39.065 --> 02:12:39.365]  I feel like
[02:13:04.813 --> 02:13:06.254]  He knew it was a gun-free zone.
[02:13:06.334 --> 02:13:09.156]  He knew it was targeted at someone that we were completely defenseless.
[02:13:09.637 --> 02:13:11.879]  He probably knew that the security guards didn't have guns.
[02:13:11.899 --> 02:13:19.725]  So if he knew that people were armed in there, it would have been less of a chance of a shooting happening.
[02:13:19.805 --> 02:13:20.445]  Yeah, exactly.
[02:13:20.565 --> 02:13:22.447]  Like, we have security guards there.
[02:13:22.647 --> 02:13:23.728]  But he knew it was gun-free.
[02:13:23.748 --> 02:13:24.809]  Yeah, it's a gun-free zone.
[02:13:25.555 --> 02:13:27.658]  He could have gone in there and he has the upper hand.
[02:13:27.939 --> 02:13:28.540]  Exactly.
[02:13:28.640 --> 02:13:31.264]  I believe that there should have been security there.
[02:13:31.905 --> 02:13:35.070]  Even if people... I mean, one idea that we
[02:13:35.842 --> 02:13:43.969]  Talked to somebody about was the idea of like, if you have a carry permit, if you have the right to carry, have a wristband.
[02:13:44.049 --> 02:13:45.811]  So we know who it's on.
[02:13:45.831 --> 02:13:49.014]  Yeah, we talked to Kate Benning yesterday and she talked about it with us.
[02:13:49.034 --> 02:13:49.834]  I thought it was a good idea.
[02:13:49.914 --> 02:13:52.256]  And then the left will go, oh, but then you'd shoot people.
[02:13:52.336 --> 02:13:54.458]  No, the people with the concealed carry have the lowest crime rate.
[02:13:54.959 --> 02:13:57.181]  A crazy person isn't going to fall the law.
[02:13:58.502 --> 02:13:59.062]  Exactly.
[02:14:00.560 --> 02:14:05.502]  Well, I mean, let's pull back and expand on this because they're blaming the Second Amendment as usual.
[02:14:06.723 --> 02:14:10.784]  We have people running over folks with cars, stabbing people everywhere, people poisoning people.
[02:14:10.824 --> 02:14:12.185]  This is a mental illness problem.
[02:14:12.525 --> 02:14:15.006]  You guys obviously have talked to police, you've talked to other survivors.
[02:14:15.947 --> 02:14:18.448]  They're saying he did it because he had a lazy eye, people were mean to him in high school.
[02:14:19.212 --> 02:14:25.775]  Who knows if that's even true, because I don't really believe much comes out of the Daily Mail, quite frankly, because they lie about me.
[02:14:25.855 --> 02:14:27.175]  Do you guys have any ideas?
[02:14:27.616 --> 02:14:30.477]  Was this guy involuntarily celibate?
[02:14:30.657 --> 02:14:38.460]  Because most of these shooters end up being incels, involuntarily celibate, are creepy, they have trouble picking up girls, and are mad at women.
[02:14:38.640 --> 02:14:39.761]  Have you heard any of that from anybody?
[02:14:41.002 --> 02:14:42.202]  I don't know anything about that.
[02:14:42.222 --> 02:14:48.705]  The only thing I know was that he grew up in our town, which was Thousand Oaks.
[02:14:50.084 --> 02:14:52.165]  And I don't know anything about him.
[02:14:52.205 --> 02:14:52.545]  It's possible.
[02:14:52.565 --> 02:14:53.025]  I'm not sure though.
[02:14:53.065 --> 02:14:53.385]  I'm not sure.
[02:15:11.792 --> 02:15:20.756]  Talk to you guys about what you want the world to know, because I know a lot of folks who are pro-Second Amendment, you see people being put on the news who are all anti-Second Amendment, so you can hit the floor when we come back.
[02:15:21.076 --> 02:15:32.262]  And by the way, if people want to contact you further, you guys are both on Twitter, at, and your last name, at C-H-A-T-O-F-F, at ChatOff, so that's
[02:15:37.960 --> 02:15:47.582]  We'll put that on screen for folks when we come back.
[02:15:47.622 --> 02:15:51.023]  Two of the survivors of this event of evil.
[02:15:51.043 --> 02:15:52.864]  It's not a gun event, it's an event of evil.
[02:15:52.884 --> 02:15:53.804]  When we come back, stay with us.
[02:16:01.721 --> 02:16:03.923]  I mean, these people get mailed these devices.
[02:16:04.003 --> 02:16:05.584]  It turns out they're fake devices.
[02:16:06.265 --> 02:16:09.267]  And it's all over the news that, oh my God, Trump's got to be impeached.
[02:16:09.688 --> 02:16:11.569]  You know, his hateful rhetoric's causing it.
[02:16:12.090 --> 02:16:17.274]  Anybody could mail themselves something, or have it delivered, and then say they're a victim.
[02:16:17.294 --> 02:16:18.796]  And it starts in the hierarchy of the Democrats.
[02:16:18.816 --> 02:16:21.158]  George Soros, the Clintons, Obama, right down.
[02:16:21.478 --> 02:16:23.520]  I mean, take this package that got mailed to me today.
[02:16:23.540 --> 02:16:24.360]  Dr. McCambshot, please.
[02:16:25.521 --> 02:16:26.082]  I mean, right here.
[02:16:27.182 --> 02:16:27.662]  What is this?
[02:16:27.682 --> 02:16:28.262]  They were telling me.
[02:16:28.963 --> 02:16:30.363]  I mean, did a Democrat mail this to me?
[02:16:30.383 --> 02:16:32.304]  Because it says Alex Jones.
[02:16:33.565 --> 02:16:37.286]  Hillary Clinton, 50 Dark Heart Lane, Columbus, California, 90666.
[02:16:38.747 --> 02:16:40.788]  How in the hell do they have our real address?
[02:16:41.949 --> 02:16:44.029]  Gosh, that even looks more real than what they mailed.
[02:16:44.870 --> 02:16:45.910]  And of course, just like CNN did.
[02:16:45.930 --> 02:16:47.551]  We're not going to treat this like it's a real bomb.
[02:16:47.571 --> 02:16:48.531]  Let's just get right in here.
[02:16:49.212 --> 02:16:50.792]  Wow, that looks a lot more real.
[02:16:51.093 --> 02:16:52.433]  Whoa, Hillary's face is on it.
[02:16:53.213 --> 02:16:54.114]  That means she sent it.
[02:16:55.473 --> 02:16:57.934]  They put right-wing stuff on there, whatever that means, the right-wing Senate.
[02:16:58.254 --> 02:16:59.135]  Hillary sent this.
[02:16:59.175 --> 02:16:59.975]  Her picture's on it.
[02:17:00.055 --> 02:17:02.656]  Clearly, Democrats just sent me this bomb.
[02:17:02.876 --> 02:17:03.777]  Oh my gosh, what is this?
[02:17:03.797 --> 02:17:04.817]  They just dynamite.
[02:17:05.157 --> 02:17:06.158]  Twin dynamites.
[02:17:06.618 --> 02:17:07.158]  Here in Austin.
[02:17:07.218 --> 02:17:08.339]  We've been sent dynamite.
[02:17:08.399 --> 02:17:08.819]  Hold on, Alex.
[02:17:08.859 --> 02:17:09.039]  Hold on.
[02:17:09.059 --> 02:17:09.299]  No, no.
[02:17:09.659 --> 02:17:11.360]  In fact, whoever sent this is a bomber.
[02:17:11.760 --> 02:17:12.641]  Doesn't matter it's fake.
[02:17:12.881 --> 02:17:13.881]  Doesn't matter it's satire.
[02:17:14.121 --> 02:17:16.142]  Doesn't matter it didn't really happen.
[02:17:16.402 --> 02:17:17.323]  The clock is ticking.
[02:17:17.363 --> 02:17:17.903]  There's a clock.
[02:17:18.183 --> 02:17:19.244]  Hillary's picture's on it.
[02:17:20.024 --> 02:17:20.924]  These aren't road flares.
[02:17:20.944 --> 02:17:22.105]  These are TNT dynamite.
[02:17:22.225 --> 02:17:24.226]  Hillary Clinton tried to bomb Infowars.
[02:17:24.386 --> 02:17:26.468]  Okay, Owen, you were sent this to Alex Jones.
[02:17:26.508 --> 02:17:27.169]  Hold on, Alex.
[02:17:27.209 --> 02:17:31.814]  Look at what the... This is to Alex Jones, but from Soros Headquarters.
[02:17:32.654 --> 02:17:33.195]  Alex, read that.
[02:17:33.215 --> 02:17:33.836]  What is that?
[02:17:34.016 --> 02:17:38.240]  Soros Headquarters, 666 Hale Highway, Bathamette, New York.
[02:17:38.260 --> 02:17:39.181]  Oh my gosh, and look at this.
[02:17:39.201 --> 02:17:40.863]  This actually came in the priority mail.
[02:17:40.903 --> 02:17:42.805]  This is an official priority mail box.
[02:17:42.945 --> 02:17:44.366]  Clearly official.
[02:17:44.427 --> 02:17:46.268]  I mean, look at how... I mean, Alex...
[02:17:46.989 --> 02:17:47.769]  This is amazing.
[02:17:48.089 --> 02:17:49.210]  This was just dropped off.
[02:17:49.230 --> 02:17:50.430]  This was just dropped off by the mail.
[02:17:50.450 --> 02:17:51.471]  George Soros sent me a bomb.
[02:17:51.491 --> 02:17:52.691]  This was just dropped off by the mail.
[02:17:52.711 --> 02:17:53.391]  Let's look in it now.
[02:17:53.431 --> 02:17:54.332]  Or somebody in his house did.
[02:17:54.352 --> 02:17:56.332]  I don't know if this just got dropped off by the mail.
[02:17:56.392 --> 02:17:56.932]  Okay, whoa!
[02:17:57.193 --> 02:17:58.633]  I'm not even worried about it.
[02:17:58.673 --> 02:17:59.273]  Oh my gosh!
[02:17:59.433 --> 02:18:00.154]  Oh, another bomb?
[02:18:00.194 --> 02:18:01.154]  Oh my gosh!
[02:18:01.294 --> 02:18:05.135]  And look, it's got a microchip on it, got some circuitry.
[02:18:05.595 --> 02:18:06.656]  It's counting down here.
[02:18:06.676 --> 02:18:07.796]  Oh, it says bomb!
[02:18:07.876 --> 02:18:08.817]  It even says bomb!
[02:18:09.037 --> 02:18:09.477]  Oh no!
[02:18:10.217 --> 02:18:10.777]  It says bomb on it!
[02:18:10.797 --> 02:18:12.499]  Hold on, I'm really sc- Mike, oh, oh!
[02:18:12.739 --> 02:18:13.959]  George Soros is on it!
[02:18:14.260 --> 02:18:15.200]  Uh, mine's ticking.
[02:18:15.260 --> 02:18:16.181]  Yours is ticking as well?
[02:18:16.301 --> 02:18:16.801]  It's ticking.
[02:18:16.861 --> 02:18:18.242]  This one says bomb, what does that mean?
[02:18:18.382 --> 02:18:21.724]  Well, I got this box here and it's from Debbie Wasserman Schultz?
[02:18:22.645 --> 02:18:23.766]  From Fraud Florida?
[02:18:23.906 --> 02:18:24.646]  Oh, oh no!
[02:18:24.706 --> 02:18:25.407]  It's another bomb.
[02:18:25.867 --> 02:18:27.488]  Debbie Wasserman Schultz sent you a bomb.
[02:18:27.508 --> 02:18:28.289]  You got her face on it.
[02:18:28.689 --> 02:18:29.469]  She looks a little frustrated.
[02:18:29.489 --> 02:18:30.890]  Hold on, hold on, we gotta broadcast from the road.
[02:18:30.910 --> 02:18:31.891]  Everybody get out of the office!
[02:18:32.391 --> 02:18:33.472]  Everybody get out of the office!
[02:18:34.634 --> 02:18:37.215]  Oh my God, it's Debbie Wasserman Schultz, cross-eyed.
[02:18:37.235 --> 02:18:38.115]  Well, that's definitely her.
[02:18:38.175 --> 02:18:39.215]  That's a real picture of her.
[02:18:39.335 --> 02:18:40.916]  So that's left-wing, folks.
[02:18:40.976 --> 02:18:45.237]  This is the rhetoric of Soros and Schultz and Hillary, you know, saying we're all evil and fake news.
[02:18:45.277 --> 02:18:50.979]  This caused someone who's their supporter to send us these bombs that are set to detonate.
[02:18:51.279 --> 02:18:53.579]  This one's set to detonate at 5.10 today.
[02:18:54.119 --> 02:18:56.080]  This one's set to detonate in about 30 seconds.
[02:18:56.620 --> 02:18:58.121]  This one's set, this just says bomb.
[02:18:58.321 --> 02:18:59.341]  These are clear bombs.
[02:18:59.841 --> 02:19:01.142]  I mean, just look at this.
[02:19:01.202 --> 02:19:03.023]  High, high circuitry here.
[02:19:03.203 --> 02:19:04.244]  Very complex.
[02:19:04.364 --> 02:19:10.648]  I mean, this is not the work of an... It'll take weeks until after the election to figure out what Democrat sent us this, but we've got clues here.
[02:19:10.968 --> 02:19:13.510]  But this has been satire before they said we put out a fake bomb hoax.
[02:19:13.810 --> 02:19:16.352]  No, it's the Democrats that have been caught that did that.
[02:19:16.972 --> 02:19:25.678]  And they're the ones, and we're just illustrating how anybody could just deliver crap like this and then say it's real, but all the experts say it's not, and they're still breathlessly doing this.
[02:19:25.998 --> 02:19:27.039]  This is their false flag.
[02:19:27.099 --> 02:19:27.900]  This is ridiculous.
[02:19:28.060 --> 02:19:28.760]  Oh, these aren't real?
[02:19:28.780 --> 02:19:29.641]  These aren't real?
[02:19:30.401 --> 02:19:30.821]  No, no.
[02:19:31.021 --> 02:19:31.862]  No, this is a bombing.
[02:19:32.282 --> 02:19:33.142]  Didn't you see CNN?
[02:19:33.262 --> 02:19:35.263]  Yeah, just a... Exactly, a bombing happened.
[02:19:35.303 --> 02:19:36.684]  Nobody's been... No, this is a bombing.
[02:19:37.544 --> 02:19:42.446]  And why don't we... We should be like Jayco on CNN when he said he was in the Gulf War getting bombed.
[02:19:42.666 --> 02:19:43.066]  He wasn't.
[02:19:43.146 --> 02:19:43.447]  And he wasn't.
[02:19:43.487 --> 02:19:44.587]  Or the babies in incubators.
[02:19:44.667 --> 02:19:46.648]  Boom!
[02:19:47.468 --> 02:19:51.670]  It's a bombing!
[02:19:51.750 --> 02:19:52.550]  It's a real bomb!
[02:19:52.590 --> 02:19:53.411]  Boom, boom, boom!
[02:19:53.431 --> 02:19:53.911]  Get down!
[02:20:02.518 --> 02:20:05.127]  You're listening to The Alex Jones Show.
[02:20:25.316 --> 02:20:48.492]  We have a fascinating guest, I mean fascinating, I'm not gonna even get into who it is, coming up next segment, but I have three daughters, I have a son, and I really worry about my son, but there's this genetic thing with men, like your son, you just can't help but not, I treat him great, but you just, he's 16 now and I care about him, but you're tough on him.
[02:20:49.033 --> 02:20:49.693]  My daughters though.
[02:20:51.061 --> 02:20:55.142]  I could not ever imagine some demon piece of crap killing them.
[02:20:55.222 --> 02:20:56.362]  And most of these guys are incels.
[02:20:56.382 --> 02:20:59.823]  In fact, everyone so far has been on serotonin reuptake inhibitors.
[02:21:00.963 --> 02:21:04.244]  Some of them have been in the military, but most of them are like, you know, black trench coats.
[02:21:05.284 --> 02:21:06.204]  They're like communists.
[02:21:06.224 --> 02:21:06.804]  They're Nazis.
[02:21:06.844 --> 02:21:07.984]  Whatever's dirty, they're into it.
[02:21:08.504 --> 02:21:10.785]  And then they're mad at girls that were mean to them.
[02:21:11.165 --> 02:21:14.045]  Now we learn he went to a psychiatrist right before, went on psychotropics.
[02:21:14.085 --> 02:21:14.665]  It's always the same.
[02:21:14.986 --> 02:21:15.586]  There's articles.
[02:21:16.546 --> 02:21:16.906]  Shrimp!
[02:21:17.932 --> 02:21:20.053]  Commit suicide from Prozac runoff.
[02:21:20.313 --> 02:21:21.194]  Put it on screen, I'm not kidding.
[02:21:21.414 --> 02:21:21.894]  Fox News.
[02:21:22.574 --> 02:21:28.998]  There's so much Prozac runoff in the water that fish aren't scared anymore and swim up to birds and are more aggressive.
[02:21:29.318 --> 02:21:32.460]  And it'll just start like, like a foot-long fish will start attacking a pelican.
[02:21:33.160 --> 02:21:35.201]  They're in a shrimp on Prozac commit suicide.
[02:21:35.581 --> 02:21:38.243]  It gets rid of their inhibition.
[02:21:38.623 --> 02:21:47.587]  And it says on the serotonin reuptake inhibitor packaging, may make you commit suicide, may make you go psychotic and engage in mass murder.
[02:21:48.127 --> 02:21:50.949]  It actually says, may make you murder people.
[02:21:52.557 --> 02:21:56.740]  And of course, two days after he's on psychotropics, he's at a psychiatrist.
[02:21:57.460 --> 02:21:58.901]  They took a mentally ill person.
[02:21:58.921 --> 02:21:59.822]  The military's not perfect.
[02:22:00.362 --> 02:22:04.505]  And I really think if somebody has these tendencies, they've got tests, folks.
[02:22:04.545 --> 02:22:06.566]  They know they shouldn't have got this guy in.
[02:22:06.807 --> 02:22:07.787]  He got out of boot camp.
[02:22:08.107 --> 02:22:08.948]  He melted down.
[02:22:09.408 --> 02:22:10.929]  A psychiatrist put him on drugs.
[02:22:11.189 --> 02:22:11.630]  Game over.
[02:22:11.870 --> 02:22:12.530]  That's my view.
[02:22:12.590 --> 02:22:17.414]  We have two survivors, Alex Chadoff and Ali Chandra, who were there.
[02:22:17.994 --> 02:22:22.097]  In the time we've got left and as things develop, I'd like to invite you back on here or some of the other broadcasts.
[02:22:22.717 --> 02:22:33.004]  Second Amendment, what we know about this guy, the background, what else you want to impart to the audience other than, thank God you're alive, and as survivors, what you'd like the world to know.
[02:22:35.246 --> 02:22:38.548]  I mean, I feel like this could have been very preventable.
[02:22:39.829 --> 02:22:47.855]  I mean, we talked a little bit about this before the break, but like literally one person just by the door, or had that had a
[02:22:48.695 --> 02:22:50.296]  A gun on them could have stopped this immediately.
[02:22:50.316 --> 02:22:53.719]  Because, I mean, like, it took six minutes for the sheriffs to arrive.
[02:22:55.120 --> 02:22:57.241]  And in those six minutes, a lot can happen.
[02:22:58.662 --> 02:23:01.844]  And I feel like it just... This could be totally preventable.
[02:23:01.864 --> 02:23:03.025]  That's why it makes me so angry.
[02:23:04.386 --> 02:23:08.849]  And even if it wasn't a security guard, like, somebody was... Yeah, just with a gun.
[02:23:09.310 --> 02:23:10.671]  Like, it was a gun-free zone.
[02:23:12.212 --> 02:23:13.192]  And it was just unsafe.
[02:23:16.252 --> 02:23:19.333]  Ali, I saw you seconding what your boyfriend Alex was saying.
[02:23:19.434 --> 02:23:41.844]  I mean, it's always, like the Pulse nightclub guy, all these people, the psycho who was protected over and over again, in Florida, at Parkland, they had this leftist program where he'd been convicted of all these different crimes, they just let him go, and he was making death threats, he was known as the school shooter, and then he was still allowed to do it, and then the police stood down?
[02:23:41.864 --> 02:23:44.285]  I mean, it's pretty obvious, they target gun-free zones.
[02:23:45.848 --> 02:23:46.689]  Yeah, exactly.
[02:23:46.709 --> 02:23:48.010]  He knew that we were depressed.
[02:23:48.070 --> 02:24:00.242]  He knew that he had the upper hand, and I feel like if there were more places where people knew that people were armed, where, like, a murderer wouldn't want to go there, because he knew he would also be in danger as well.
[02:24:02.093 --> 02:24:07.254]  Well, I'll tell you, when I go to a big movie theater now on a Friday night or something with my family, I feel good when I see a couple cops in there.
[02:24:07.274 --> 02:24:08.714]  And I know they're getting paid $30 an hour.
[02:24:08.974 --> 02:24:09.474]  And that's great.
[02:24:09.494 --> 02:24:10.034]  They're great people.
[02:24:10.054 --> 02:24:10.614]  And they're trained.
[02:24:10.634 --> 02:24:11.295]  They're professional.
[02:24:12.155 --> 02:24:14.295]  99% of the time, they take action when there's a shooter.
[02:24:15.455 --> 02:24:20.676]  But the left and people scared of concealed carries, you never see concealed carry people going and doing a mass murder.
[02:24:20.876 --> 02:24:24.617]  Because by very logic, they go follow the law.
[02:24:24.657 --> 02:24:25.517]  They go take the test.
[02:24:25.777 --> 02:24:26.817]  They want to protect themselves.
[02:24:26.937 --> 02:24:28.858]  Criminals and nuts aren't going to go do that.
[02:24:30.338 --> 02:24:30.838]  Exactly.
[02:24:32.905 --> 02:24:35.509]  People are so scared and saying guns kill people.
[02:24:35.529 --> 02:24:36.691]  It's people kill people.
[02:24:36.751 --> 02:24:37.652]  No, crazy people.
[02:24:37.773 --> 02:24:41.137]  People that like the shooter were out of their minds.
[02:24:42.079 --> 02:24:46.545]  Well, do you ever see my Piers Morgan where I said don't ban guns, ban suicide, mass murder pills?
[02:24:47.745 --> 02:24:48.405]  Yeah, exactly.
[02:24:48.465 --> 02:24:49.185]  I agree with that.
[02:24:49.385 --> 02:24:54.066]  We're going to tag part of that interview on the end of this interview when we upload it to InfoWars.com.
[02:24:54.086 --> 02:24:56.907]  We can't do it on YouTube or anywhere else because we're evil, we're banned.
[02:24:57.767 --> 02:25:10.710]  But just talking to you makes me more upset, though, because like I said, I don't know if you have sisters, Alex, but it's just this thing, obviously, for brothers and fathers and things about their girlfriends, their mothers, their sisters.
[02:25:11.250 --> 02:25:14.111]  I mean, it's just that there's these type of people
[02:25:15.848 --> 02:25:19.231]  One thing that men will kill men for no reason, that's bad, but men that kill women.
[02:25:19.711 --> 02:25:26.256]  Like even the worst gangsters didn't used to kill women, but suddenly all over the world, from Islam to, it's just free reign to kill women.
[02:25:26.476 --> 02:25:27.757]  What the hell happened to men?
[02:25:29.319 --> 02:25:30.159]  Exactly, I don't know.
[02:25:31.100 --> 02:25:34.102]  Because I mean like, most shooters are men.
[02:25:34.122 --> 02:25:38.045]  Which I think is interesting, but I'm not sure.
[02:25:38.065 --> 02:25:41.088]  I don't know what the, I don't know what will cause them.
[02:25:41.889 --> 02:25:45.370]  Well, he's got a, have you heard of the involuntarily celibate movement?
[02:25:46.551 --> 02:25:51.393]  Everyone so far, this guy's the latest, we don't know yet with him, but now psychiatrists, drugs, you know, that part's been confirmed.
[02:25:51.933 --> 02:25:56.335]  Every one of them's mad that girls wouldn't go out with them because they were creepy or whatever.
[02:25:56.775 --> 02:25:59.997]  And it's not the girl's fault, these dudes are creepy!
[02:26:01.037 --> 02:26:05.099]  I mean, they're probably mentally ill from, you know, genetically, or from the chemicals.
[02:26:05.119 --> 02:26:07.320]  They're all kind of a form of autism is what I'm saying.
[02:26:08.460 --> 02:26:08.620]  Yeah.
[02:26:11.078 --> 02:26:16.042]  I don't know if this guy was suffering from that specifically, but it does make sense.
[02:26:17.503 --> 02:26:28.170]  I mean, like, I know there's things coming out that said that he was bullied and everything like that, but I'm not sure if that's why he did it, or if it was literally that it was insane.
[02:26:28.390 --> 02:26:29.291]  Well, let's think about this.
[02:26:29.371 --> 02:26:31.012]  Millions of people die a year in cars.
[02:26:31.032 --> 02:26:32.373]  Hundreds of thousands in the U.S.
[02:26:32.854 --> 02:26:34.255]  either die or get seriously injured.
[02:26:35.322 --> 02:26:39.184]  We don't say, oh, take cars away, even though it's a deadly weapon.
[02:26:39.344 --> 02:26:50.231]  It's that there's a certain profile of a certain scumbag, and I'm not trying to be mean to white people, but when profile fits, they're mainly white males who are wearing black trench coats that women have refused because they're creepy.
