[00:00:27.375 --> 00:00:28.155]  Blast off!
[02:10:04.222 --> 02:10:07.544]  That's why they use Hollywood to try to demoralize the people of this country.
[02:10:07.584 --> 02:10:14.327]  But I'm telling you, it's all a bunch of bull, because even here in California, people are in fuego awake.
[02:10:15.011 --> 02:10:21.456]  Well, and there's kind of a weird phenomenon, too, Alex, where, I mean, you were always the anti-establishment guy.
[02:10:21.496 --> 02:10:24.799]  I mean, that's just how, it wasn't even that that's what you were going for.
[02:10:24.879 --> 02:10:31.884]  You were always just true to yourself and true to what you believed and the truth, but it was always kind of an anti-establishment thing.
[02:10:32.205 --> 02:10:40.111]  But it's like, just because you've remained true to your principles and your values and the message that you bring on air, somehow now you are the establishment.
[02:10:40.291 --> 02:10:43.873]  Well, I think you just hit the paradigm perfectly square here because it looks like a paradox.
[02:10:43.893 --> 02:10:44.093]  It's not.
[02:11:05.814 --> 02:11:11.440]  We're just rebooting what America really was that made it so popular, made it so successful, made everybody want to come here.
[02:11:11.460 --> 02:11:15.223]  Not that we were perfect, but we were the best house in a bad neighborhood.
[02:11:15.524 --> 02:11:17.585]  I mean, humanity's had a lot of hard times.
[02:11:17.626 --> 02:11:19.808]  We've gone through a lot of hell together, a lot of good together.
[02:11:20.268 --> 02:11:25.813]  But we've got those mountains, we've got those valleys, those times we touch the face of God, those times we fall into bed with the devil.
[02:11:26.394 --> 02:11:29.977]  And that's really the paradox of being human, of having free will.
[02:11:31.349 --> 02:11:48.897]  Now, intellectually, free market, family, common sense, competition, people not being wimps, people not being SJWs, people not being, you know, cream pies or powder puffs or whatever that can't handle any type of pressure, people are more and more kind of making the turn.
[02:11:48.917 --> 02:11:57.601]  They're either completely falling into decadence and mindlessness and the goldfish syndrome of not knowing what ended this up, or they're starting to turn back towards the light.
[02:11:58.041 --> 02:11:59.542]  And that's what we're really talking about here.
[02:11:59.742 --> 02:12:00.382]  You're not perfect.
[02:12:00.442 --> 02:12:00.882]  I'm not perfect.
[02:12:00.902 --> 02:12:04.403]  We're not up here beating our chest like leftists, saying we have an orthodoxy.
[02:12:04.723 --> 02:12:07.424]  You've got to follow exactly what we say or we're going to ostracize you.
[02:12:07.764 --> 02:12:08.685]  We're going to bully you.
[02:12:09.425 --> 02:12:12.106]  We're saying, hey, historically, we know what works.
[02:12:12.486 --> 02:12:13.286]  We want to be strong.
[02:12:13.306 --> 02:12:14.307]  We want you to be strong.
[02:12:14.547 --> 02:12:22.489]  We want to work together in a true independence movement, but that collectively, by having strong individuals, creates a stronger, better collective.
[02:12:23.009 --> 02:12:27.311]  The upside down pyramid system that these people have built with them on the top creates
[02:12:28.496 --> 02:12:28.716]  I think?
[02:12:50.333 --> 02:12:50.653]  I think?
[02:13:06.929 --> 02:13:10.911]  Well, and I could understand that when it comes to the larger issue of how power corrupts.
[02:13:11.011 --> 02:13:11.631]  Absolutely.
[02:13:12.072 --> 02:13:14.373]  But again, it's just sticking by your guns.
[02:13:14.753 --> 02:13:22.117]  And just because InfoWars is having victories in the face of defeat doesn't mean that we're the establishment.
[02:13:22.337 --> 02:13:31.302]  And I feel that those things kind of get conflated with the person that hasn't heard of InfoWars or Alex Jones and don't know the history, don't know where you came from or InfoWars comes from.
[02:13:31.322 --> 02:13:34.283]  They just see, oh, here's a man that helped get Trump in office.
[02:13:34.343 --> 02:13:35.424]  It must be the establishment.
[02:13:35.444 --> 02:13:35.704]  Well, no.
[02:13:36.204 --> 02:13:38.666]  There's a long history of anti-establishment here at Infowars.
[02:13:38.686 --> 02:13:40.487]  There's a long history of calling out the corruption.
[02:13:40.827 --> 02:13:43.129]  Most of the corruption that these people would claim to be fighting.
[02:13:43.529 --> 02:13:54.076]  But Alex, I think that the answer here is it's time for conservatives to go out lovingly, politely, peacefully, and just execute their First Amendment right.
[02:13:54.336 --> 02:13:55.958]  Do it on your social media page.
[02:13:56.038 --> 02:13:58.319]  Do it for just your own use.
[02:13:58.359 --> 02:13:58.980]  Do it for whatever.
[02:13:59.020 --> 02:14:00.601]  But the point is, you go out,
[02:14:01.101 --> 02:14:07.803]  Peacefully, kindly, in a Trump hat or an InfoWars shirt, and you just do an event, and the same thing will happen.
[02:14:08.164 --> 02:14:19.928]  A radical, deranged leftist will expose themselves, and it just encapsulates perfectly who the left is and where it's at, and that's how we continue to have more victory in the culture war.
[02:14:20.925 --> 02:14:27.353]  That's right, just like Mahatma Gandhi would go out and, he said, we're going to march to the sea and collect our own salt and not pay taxes on salt.
[02:14:27.893 --> 02:14:29.295]  And then they would beat people with clubs.
[02:14:29.475 --> 02:14:35.042]  Well, because they didn't fight back, no one to hold them, no one to follow them, no one to walk away, no one to run, to quote Kenny Rogers.
[02:14:35.891 --> 02:14:36.412]  We're good to go.
[02:15:00.593 --> 02:15:02.135]  You're the ones that are the tyrants.
[02:15:02.235 --> 02:15:02.996]  You're the oppressors.
[02:15:03.016 --> 02:15:04.317]  Like that crazy clown lady.
[02:15:04.677 --> 02:15:06.439]  That is so surreal what you played yesterday.
[02:15:06.459 --> 02:15:13.626]  I ended up last night when I was driving on the road for two hours to another show I was going on, watching much of yesterday's broadcast.
[02:15:13.646 --> 02:15:14.848]  It was so incredibly good.
[02:15:14.868 --> 02:15:15.248]  I was like, wow.
[02:15:15.528 --> 02:15:17.871]  Owen's knocking it out of the park with these guests and just...
[02:15:18.311 --> 02:15:23.800]  All the points, but she was just diabolically scary, going, clowns belong to us, you white supremacists.
[02:15:23.880 --> 02:15:30.752]  And she's projecting this insanity on us and acting like a total buffoon and not even getting how crazy she sounds.
[02:15:31.837 --> 02:15:40.262]  Well, and that's why I think it's time for just the average conservative as we approach this important 2020 election to just go out, engage in free speech.
[02:15:40.702 --> 02:15:41.742]  You don't have to be mean.
[02:15:41.762 --> 02:15:42.923]  You don't have to be vitriolic.
[02:15:42.943 --> 02:15:43.803]  You don't have to be rude.
[02:15:44.244 --> 02:15:45.464]  Just approach a Democrat.
[02:15:45.885 --> 02:15:50.847]  Go to a liberal event in a Trump hat with a camera rolling and just say, hey, I don't hate you.
[02:15:50.887 --> 02:15:52.068]  Let's talk about these issues.
[02:15:52.388 --> 02:15:53.649]  Let them get violent.
[02:15:54.109 --> 02:15:55.870]  Alex Jones is with us on the Alex Jones Show.
[02:15:56.210 --> 02:15:58.892]  Go to InfoWarsStore.com during this break, ladies and gentlemen.
[02:15:58.912 --> 02:16:01.333]  Shop at InfoWarsStore.com today to keep us on air tomorrow.
[02:16:03.352 --> 02:16:06.474]  Democrats are pushing for full-term abortions.
[02:16:06.614 --> 02:16:07.935]  The infant would be delivered.
[02:16:08.615 --> 02:16:10.576]  The infant would be kept comfortable.
[02:16:10.956 --> 02:16:15.598]  The infant would be resuscitated if that's what the mother and the family desired.
[02:16:15.918 --> 02:16:19.740]  And then a discussion would ensue between the physicians and the mothers.
[02:16:20.080 --> 02:16:23.922]  And telling us that the future is too grim for us to think about raising a family.
[02:16:24.162 --> 02:16:29.005]  There's scientific consensus that the lives of children are going to be very difficult.
[02:16:29.345 --> 02:16:31.546]  Is it okay to still have children?
[02:16:32.324 --> 02:16:38.066]  I told you 24 years ago that the globalists have an anti-human, anti-child agenda.
[02:16:39.007 --> 02:16:41.408]  And back then, it was more secretive, only in their white papers.
[02:16:41.488 --> 02:16:42.588]  Now, it's all over the news.
[02:16:43.428 --> 02:16:53.172]  In fact, Alexandria Cortez, or AOC, doesn't just say you shouldn't have children, but that the world's going to end in 12 years.
[02:16:53.272 --> 02:16:59.895]  And, of course, the governor of Virginia, when he's not running around in blackface, well, he's saying they're going to kill babies after they're born.
[02:17:01.227 --> 02:17:06.488]  And Trump tried to get a bill passed to not kill babies after they're born, which is already the law.
[02:17:07.128 --> 02:17:10.489]  And the Democrats in the Senate shot it down.
[02:17:10.849 --> 02:17:15.170]  Senate Democrats just voted against legislation to prevent the killing of newborn infant children.
[02:17:15.610 --> 02:17:22.951]  The Democrat position on abortion is now so extreme that they don't mind executing babies after birth.
[02:17:23.371 --> 02:17:24.612]  This is America.
[02:17:24.652 --> 02:17:25.332]  This is the world.
[02:17:27.935 --> 02:17:31.201]  2019 brought to you by the technocrats, the eugenicists, the globalists.
[02:17:31.462 --> 02:17:34.447]  They call themselves fascists, liberals, communists, socialists.
[02:17:34.527 --> 02:17:35.048]  It's all the same.
[02:17:36.075 --> 02:17:37.016]  Watch my film in-game.
[02:17:37.116 --> 02:17:38.918]  It's free online until they delete it.
[02:17:38.938 --> 02:17:40.479]  I made it 11 years ago.
[02:17:40.880 --> 02:17:42.441]  In-game blueprint for global enslavement.
[02:17:43.022 --> 02:17:59.598]  Now that said, if they can't abort a baby before it's born, or now kill it after it's born, and not fill them full of all these toxic vaccines tainted by design to brain damage them, if they can't fry us with electromagnetic cell phone radiation or GMO, or brainwash us with this toxic culture,
[02:18:00.506 --> 02:18:06.113]  They're going to hit us with people having major mineral and vitamin deficiencies.
[02:18:06.934 --> 02:18:13.803]  And the biggest deficiency in the mainline studies in America and around the world is pure iodine.
[02:18:14.645 --> 02:18:15.426]  In fact, going back in the 20s,
[02:18:16.741 --> 02:18:21.345]  The IQs were 15, 20, 25, 30 points lower.
[02:18:21.365 --> 02:18:25.348]  There was major deformity, major gout, major problems with the thyroid.
[02:18:25.669 --> 02:18:32.495]  And the federal government put a cruddy form of iodine in the salt and IQs went up on average 15 points.
[02:18:32.895 --> 02:18:34.276]  The deformities went way down.
[02:18:35.297 --> 02:18:38.119]  Our environment is lacking iodine.
[02:18:39.079 --> 02:18:43.982]  That's why coastal populations live longer on average, because they do get some seafood that has some iodine.
[02:18:44.002 --> 02:18:45.943]  But a lot of that seafood is contaminated.
[02:18:46.583 --> 02:18:52.346]  And of course, in the olden days, until just like a hundred years ago, people ground up bones and put it in their bread.
[02:18:52.526 --> 02:18:53.586]  Fee-fi-fo-fum.
[02:18:54.027 --> 02:18:55.548]  I smell the blood of an Englishman.
[02:18:55.868 --> 02:18:58.569]  Be they alive or be they dead, I'll grind their bones to make my bread.
[02:18:59.930 --> 02:19:03.832]  But the good news is, for your children, for adults, for everybody,
[02:19:04.693 --> 02:19:12.959]  We have the pure deep earth crystal iodine in original X2 that nobody else has and nobody else has brought to market.
[02:19:13.099 --> 02:19:18.483]  Now I brought out X3 because some scientists said you need all three types of iodine and some folks like it better.
[02:19:19.303 --> 02:19:22.606]  But I was able to secure with the original manufacturer
[02:19:23.326 --> 02:19:48.127]  A better deal by breaking my deal with them and playing guts ball where it's only been sold out for a couple months and we got the new deal done just about a month ago and they are manufacturing it now so people get on the waiting list in about two weeks we'll be shipping X2 original all deep earth crystal pure atomic iodine directly to your door
[02:19:49.008 --> 02:19:49.809]  Across the world.
[02:19:50.269 --> 02:19:51.070]  X2's back.
[02:19:51.430 --> 02:19:52.431]  It'll be here in two weeks.
[02:19:53.312 --> 02:19:56.514]  This is a blessing, so get yours at InfoWarsTore.com today.
[02:19:56.534 --> 02:19:57.695]  Again, thank you for your support.
[02:19:58.096 --> 02:20:00.718]  Support your own body with the purest, best iodine out there.
[02:20:00.738 --> 02:20:02.499]  X2 at InfoWarsTore.com.
[02:20:06.402 --> 02:20:09.045]  You're listening to the Alex Jones Show.
[02:20:16.568 --> 02:20:18.710]  Waging war on corruption.
[02:20:19.190 --> 02:20:24.315]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[02:20:31.104 --> 02:20:32.385]  Alex Jones calling in from the road.
[02:20:32.445 --> 02:20:38.168]  I'm in Los Angeles, the City of Lost Angels, Devil's Headquarters, Command Base Number One here in North America.
[02:20:38.188 --> 02:20:46.553]  Gonna do some big shows this afternoon, and then I'm gonna be getting on a jet airplane coming back to the ATX tomorrow.
[02:20:46.653 --> 02:20:50.576]  Again, Owen Troyer is riding shotgun from the studios in Austin, Texas.
[02:20:50.596 --> 02:20:51.817]  He's doing a great job with our crew.
[02:20:52.217 --> 02:20:57.540]  Okay, so here's the big enchilada, and I know everybody already knows this, but I wanted to really sink in.
[02:20:59.001 --> 02:21:00.462]  When you see Ilhan Omar,
[02:21:01.272 --> 02:21:02.152]  From Somalia.
[02:21:02.872 --> 02:21:03.933]  Came here as an immigrant.
[02:21:05.033 --> 02:21:07.554]  Constantly talking about how much America sucks.
[02:21:08.154 --> 02:21:09.594]  How evil white people are.
[02:21:10.034 --> 02:21:11.415]  How bad Christians are.
[02:21:11.775 --> 02:21:13.075]  How bad Jews are.
[02:21:13.495 --> 02:21:14.835]  How bad Israel is.
[02:21:15.496 --> 02:21:18.836]  Just spewing, like, diarrhea out of her chicken-necked head.
[02:21:20.537 --> 02:21:21.017]  Think about it.
[02:21:21.973 --> 02:21:25.496]  She came from a country where women are sold at slave auctions.
[02:21:25.736 --> 02:21:26.357]  Mainstream news.
[02:21:26.477 --> 02:21:31.021]  She comes from a country where a Westerner, whether they're black or white, is kidnapped within five minutes.
[02:21:31.521 --> 02:21:34.083]  Where our own military can barely even operate.
[02:21:34.563 --> 02:21:42.130]  Their main national product isn't something like oil, like Saudi Arabia, or say farming, or weapons like the U.S.
[02:21:42.710 --> 02:21:51.017]  No, ladies and gentlemen, it's piracy and robbing ships, and then kidnapping, and then killing a few of the prisoners to scare everybody else into paying the ransoms.
[02:21:51.537 --> 02:21:52.178]  Slavery.
[02:21:52.578 --> 02:21:53.479]  Sex slavery.
[02:21:54.059 --> 02:21:54.760]  Kidnapping.
[02:21:55.220 --> 02:21:55.721]  Murder.
[02:21:56.101 --> 02:21:58.083]  And then, I'm not against all Somalis.
[02:21:58.123 --> 02:21:59.083]  I'm sure some are great people.
[02:21:59.344 --> 02:22:03.587]  Point is, I can't go to their country and live in peace if I'm not a Muslim and I'm not black.
[02:22:03.987 --> 02:22:11.193]  So she is a radical, racist, black Muslim who wants a worldwide caliphate.
[02:22:11.273 --> 02:22:17.178]  That means a world government by a religious monarchy run by the Islamicists.
[02:22:18.339 --> 02:22:19.280]  And that's what
[02:22:19.995 --> 02:22:28.798]  Ilhan Omar running her stupid mouth says over and over again she doesn't want to assimilate into something that's good that she wanted to get into.
[02:22:29.198 --> 02:22:37.521]  She wants to conquer it because her culture and her genetic map and what she wants to do is conquer.
[02:22:37.721 --> 02:22:39.442]  They attack everyone around them.
[02:22:40.862 --> 02:22:43.984]  1,400 years ago, the Muslims did not have one person in Africa.
[02:22:44.465 --> 02:22:47.686]  Today, they've got roughly half the population under their slavery.
[02:22:48.307 --> 02:22:51.669]  Just 100 years ago, they were 5% of Nigeria.
[02:22:51.909 --> 02:22:59.854]  They're now 50% of Nigeria, the most populous African country, way down in the middle to the west on the coast.
[02:23:00.792 --> 02:23:07.397]  Ladies and gentlemen, there is the house of Islam, and everything outside of it is the house of war.
[02:23:07.918 --> 02:23:10.940]  And Ilhan Omar is here to hate America.
[02:23:12.279 --> 02:23:19.443]  The other Muslim woman that they put into Congress, notice how they would never do that in an Islamic country, put a woman in power, but here, it's all part of suckering women into Islam.
[02:23:19.843 --> 02:23:39.174]  They stick their puppet up there, and then she says that Stephen Miller, White House speechwriter and White House advisor, very smart guy, only 30-something years old, been fighting since he was in high school against globalism in college, came from a liberal family, woke up to what was going on,
[02:23:40.373 --> 02:23:41.193]  We have the U.N.
[02:23:41.273 --> 02:23:43.154]  officially trying to break our country.
[02:23:43.974 --> 02:23:44.814]  We have the U.N.
[02:23:44.934 --> 02:23:47.234]  officially trying to smash our border.
[02:23:47.854 --> 02:23:49.375]  We have them in the U.N.
[02:23:49.595 --> 02:23:50.695]  and Soros with U.S.
[02:23:50.715 --> 02:23:53.596]  State Department money that Trump's trying to cut off through U.S.
[02:23:53.736 --> 02:24:06.298]  aid, with hundreds of thousands every month trying to, actually every month being caught, hundreds of thousands more not being caught, total crisis, diseases pouring over, sex trafficking, sex slavery,
[02:24:06.718 --> 02:24:09.080]  Half the people coming across are other than Mexican.
[02:24:09.260 --> 02:24:11.941]  That's what it's called in the Border Patrol listing.
[02:24:12.222 --> 02:24:14.183]  The Border Patrol says they're in a total emergency.
[02:24:14.523 --> 02:24:17.105]  Obama's former head of DHS says we're in a total emergency.
[02:24:17.505 --> 02:24:26.031]  And so Trump fires the head of DHS, who was busy just jet-setting around Europe and not doing her job because she was giving him bad advice.
[02:24:26.671 --> 02:24:32.695]  Then Trump learns from Miller and others that the new Border Patrol head that they were about to put in wasn't good either.
[02:24:33.789 --> 02:24:43.137]  So Trump does his job, and CNN and MSNBC, that's their talking point, say that it's an act of workplace violence if the president fires someone.
[02:24:43.597 --> 02:24:45.418]  So these people are word terrorists.
[02:24:45.699 --> 02:24:46.339]  They're liars.
[02:24:46.800 --> 02:24:47.860]  They're assaulting logic.
[02:24:48.281 --> 02:24:49.522]  But here's the big enchilada.
[02:24:50.282 --> 02:24:51.704]  I want everyone to understand.
[02:24:51.724 --> 02:24:55.266]  I want everyone to have it burn into your minds.
[02:24:55.847 --> 02:24:57.548]  The globalists go with what works.
[02:24:57.628 --> 02:25:03.293]  These big mega-banks that are tax-exempt, the ultra-rich, use communism and socialism to domesticate people.
[02:25:04.054 --> 02:25:06.245]  And if you look at what the Soviets did...
[02:25:07.199 --> 02:25:18.865]  Funding different activities in attempts to overthrow South Africa, attempts to prop up Robert Mugabe in Zimbabwe, and things that happened in Rhodesia.
[02:25:19.545 --> 02:25:29.350]  All of the things that happened were about the Soviets, who were really globalist puppets, this is on record, trying to overthrow any civilization in Africa.
[02:25:29.970 --> 02:25:36.313]  And you see in the modern sense, they went and blew up Libya, because Gaddafi was stabilizing much of Africa as well with investment.
[02:25:37.159 --> 02:25:37.239]  Yes.
[02:25:56.233 --> 02:26:16.196]  They are bringing a classic racial division model that they have used successfully in Africa to first demonize, then drive any whites out of a collective power sharing, and then finally force them out of the country or kill them as you're now seeing the same program being run in South Africa.
[02:26:16.716 --> 02:26:28.026]  So, this is what they're trying with the demographics, with Hispanics and blacks supposedly thinking whites are inherently bad, and that literally have to be driven from the nation, because being white is inherently evil.
[02:26:28.487 --> 02:26:34.772]  In first phase, they're going to bully and intimidate whites so much, this is the media, that they think the minorities will join in on it.
[02:26:35.192 --> 02:26:39.897]  Whites will then politically capitulate, even though the top nine richest groups in the U.S.
[02:26:39.937 --> 02:26:41.298]  by race are Asians.
[02:26:41.878 --> 02:26:47.624]  White's will then become a subservient class, politically, who will then grovel to the system in phase one.
[02:26:48.064 --> 02:26:56.632]  Then even more illegals will be brought in from all over the world, and the race-based system will accelerate towards a racially based dictatorship.
[02:26:57.483 --> 02:27:19.098]  Here in the United States, carrying out this operation with a unifying caliphate Islamification as the new operating system over all these different disparate groups to unify them, and the only way whites are going to be left alone in Europe or the United States under this fusion of race-based systems with Islam is if you convert to Islam.
[02:27:19.479 --> 02:27:22.301]  This is the globalist master plan.
[02:27:22.761 --> 02:27:26.944]  The clash of civilizations was not just to bring in a new world war and a world government.
[02:27:27.244 --> 02:27:46.116]  It was meant to bring in a new world war and a capitulation of the West, of our Western values, of the Renaissance and of Christendom to this new world government system merging Islam with a satanic-based world government-type spectrum of New Age garbage.
[02:27:47.262 --> 02:27:51.266]  Because Islam has shown that it will always glom on the new things as well and merge with those.
[02:27:51.406 --> 02:28:07.860]  So this is the total abomination that the system is involved in, and that's why Russia is public enemy number one, because they've pulled out of globalism, kicked some of the oligarchs out, still fighting for their life like America, but are going back to Christianity, building churches everywhere, paying people to have kids,
[02:28:08.640 --> 02:28:09.241]  I think so.
[02:28:27.169 --> 02:28:30.031]  ...will not be effective if we vomit the poison out.
[02:28:30.471 --> 02:28:40.596]  But that's what we have to recognize, is the media, the fake culture, Hollywood, the main professors, the big universities, are literally enemy bastions of tyranny.
[02:28:40.956 --> 02:28:46.159]  And we must not support them, we must withdraw from them, because this is a cultural and spiritual war.
[02:28:47.384 --> 02:28:48.025]  We come back.
[02:28:48.085 --> 02:28:49.567]  I'm going to play from two years ago.
[02:28:50.327 --> 02:28:54.132]  That Bon Iver, Alex Jones song that got 30-something million views total.
[02:28:54.352 --> 02:28:56.334]  They realized that the hit piece backfired on them.
[02:28:56.354 --> 02:28:57.736]  They started pulling it down everywhere.
[02:28:58.176 --> 02:29:02.181]  But we're going to air a special version where we put the facts on...
[02:29:05.188 --> 02:29:07.889]  When it comes to rebuilding your energy, convenience is key.
[02:29:08.229 --> 02:29:14.110]  While coffee, candy, and other sugary products can give you a short boost, the crash can leave you more tired than ever.
[02:29:14.670 --> 02:29:26.653]  Turbo Force from InfoWars Life is a powerful mix-in energy packet that utilizes vitamins, amino acids, and extracts used for hundreds of years to provide you focus, clarity, and a boost of energy on the go.
[02:29:30.134 --> 02:29:33.875]  Simply take a packet, mix it into the indicated amount of water, and enjoy!
[02:29:35.686 --> 02:29:41.770]  With 14 servings per box for a two week or more supply, this is the formula to stock up on whenever you need a boost.
[02:29:43.731 --> 02:29:49.695]  Perfect for work, in the car, or at home, Turbo Force is the ultimate answer to a sluggish day.
[02:29:50.136 --> 02:29:51.577]  Don't let your day slow you down.
[02:29:52.157 --> 02:29:54.999]  Perk up with Turbo Force at infowarrestore.com.
[02:30:03.188 --> 02:30:04.529]  I want to say brain force is great.
[02:30:04.609 --> 02:30:06.389]  I want to say turbo force is amazing.
[02:30:06.489 --> 02:30:06.930]  It is.
[02:30:07.110 --> 02:30:11.511]  But if you took it with fish oil, it's like the fish oil is it.
[02:30:11.992 --> 02:30:13.252]  The fish oil is better than it.
[02:30:13.332 --> 02:30:15.073]  And that's an example of what I'm talking about.
[02:30:15.153 --> 02:30:17.474]  Fish oil is liquid energy.
[02:30:17.634 --> 02:30:20.655]  Brain, body, heart, the cleanest, the best out there.
[02:30:20.735 --> 02:30:21.956]  You've got the children's.
[02:30:22.096 --> 02:30:23.036]  You've got the adults.
[02:30:23.216 --> 02:30:24.096]  You've got the krill oil.
[02:30:24.217 --> 02:30:27.578]  If you're going to get the full effect, the fish oil and the children's are really strong.
[02:30:27.598 --> 02:30:29.959]  They don't give you the burpees, but krill oil is the best.
[02:30:30.339 --> 02:30:32.220]  It'll give you the damn burps, and I'm sorry.
[02:30:32.300 --> 02:30:33.301]  You want something like this?
[02:30:33.381 --> 02:30:34.241]  You don't get stuff for free.
[02:30:34.361 --> 02:30:36.222]  The krill is hallucinogenic.
[02:30:36.282 --> 02:30:37.403]  It's so good, in my view.
[02:30:37.483 --> 02:30:39.704]  I'm not making a medical statement here, but let me tell you something.
[02:30:39.724 --> 02:30:44.166]  When I eat five capulets of krill oil before I go to bed, I'm seeing Santa Claus that night.
[02:30:45.927 --> 02:30:50.470]  So, your brain is made basically out of what fish oil is.
[02:30:53.442 --> 02:30:59.267]  So, we don't make a big profit off of it, but you notice I just obsess because whatever the best is we've got, I just can't lie to you.
[02:30:59.327 --> 02:31:00.248]  I just can't do it!
[02:31:11.398 --> 02:31:12.519]  Now, normally...
[02:31:13.459 --> 02:31:21.741]  When I drink Turbo Force, I usually like to drink it before the war room and I get a kick and then it sustains me through the rest of the night.
[02:31:21.861 --> 02:31:23.042]  I get to work out it and everything.
[02:31:23.622 --> 02:31:27.463]  And I usually just pound it down and chase it with some Brain Force Plus.
[02:31:27.543 --> 02:31:35.965]  But Will Johnson, who's hosting the fourth hour, has made a suggestion before to me, and that is to drink it with hot water like you would sip on tea.
[02:31:36.265 --> 02:31:39.306]  So that's actually what I'm going to do today.
[02:31:40.146 --> 02:31:41.046]  On the Alex Jones Show.
[02:31:41.066 --> 02:31:48.909]  So let me just empty my packet of TurboForce into my InfoWars tumbler, which you can also get at InfoWarsStore.com.
[02:31:49.269 --> 02:31:50.490]  Go ahead and knock that out.
[02:31:50.570 --> 02:31:51.390]  Go ahead and stir that in.
[02:31:51.430 --> 02:31:52.991]  I've got pretty hot water here.
[02:31:53.051 --> 02:31:57.112]  It's been sitting for a minute, so I should be able to drink this without it having to wait too long.
[02:31:57.332 --> 02:31:58.773]  I kind of feel like I'm doing an infomercial.
[02:31:58.873 --> 02:32:02.697]  Me stirring a cup of turbo force has never looked so good.
[02:32:03.017 --> 02:32:08.662]  Oh my gosh, we're about to sell out of turbo force with this one, folks, so you better go to Infowarsstore.com immediately, all right?
[02:32:08.682 --> 02:32:09.322]  You think I got it?
[02:32:09.382 --> 02:32:11.864]  Look at the turbo force spinning so eloquently.
[02:32:12.045 --> 02:32:15.928]  Nothing to disturb it, just pure energy waiting for me to consume it.
[02:32:16.108 --> 02:32:22.894]  Yes, I'm thinking of my turbo force and how great it's going to make me feel and the
[02:32:23.154 --> 02:32:28.862]  Pure energy that I'm going to get from my turbo force at InfoWareStore.com.
[02:32:29.844 --> 02:32:30.305]  Yes.
[02:32:31.146 --> 02:32:32.488]  Total equilibrium.
[02:32:34.230 --> 02:32:35.470]  Find your chi.
[02:32:35.690 --> 02:32:39.691]  Find the energy with TurboForce at Infowarsstore.com.
[02:32:40.471 --> 02:32:43.892]  I'm getting ready for a long four-hour broadcast and I need my energy.
[02:32:43.912 --> 02:32:52.594]  I'm sipping TurboForce mixed with hot water and I find my chi as I host the Alex Jones Show.
[02:32:53.574 --> 02:32:54.274]  It's magic.
[02:32:55.254 --> 02:32:58.315]  It's TurboForce from Infowarsstore.com.
[02:33:06.333 --> 02:33:08.927]  You're listening to The Alex Jones Show.
[02:33:36.837 --> 02:33:38.298]  Ladies and gentlemen, thank you for joining us.
[02:33:38.378 --> 02:33:40.059]  Owen Schroeder is about to take over.
[02:33:40.079 --> 02:33:42.841]  We've got a new big Caitlin Bennett piece that was on Vice.
[02:33:43.321 --> 02:33:45.222]  It's pretty important because they actually weren't even that negative.
[02:33:45.622 --> 02:33:48.044]  Some good information got out and so much more.
[02:33:48.064 --> 02:33:49.885]  But I want to just finish up with Ilhan Omar.
[02:33:50.565 --> 02:34:02.472]  You understand, folks, it's been publicly decided to flood the entire world with Muslims who do not convert and who can then blow up and kill and stab and run over people all they want.
[02:34:02.733 --> 02:34:04.794]  And the media says it's never a Muslim when they do it.
[02:34:05.900 --> 02:34:27.185]  As they take over the entire planet, and as millions of Christians are displaced and slaughtered every year as sex slavery expands, as no respect for women explodes, and leftist women literally praise Allah Akbar at their feminist events in the United States and Germany, this is mass political and cultural suicide.
[02:34:29.983 --> 02:34:36.486]  We're supposed to just sit back and take it, but people aren't just sitting back and they're not just taking it.
[02:34:36.526 --> 02:34:44.510]  So think of the nerve of this woman who only spews her hate of this country and how bad it is and how she wants to overturn it.
[02:34:44.830 --> 02:34:47.912]  And you notice she's a Muslim, but she supports communism.
[02:34:47.932 --> 02:34:48.912]  She supports Venezuela.
[02:34:49.593 --> 02:34:56.156]  Well, that's what the Muslims did when they helped with the Russian backers invade areas of
[02:34:56.836 --> 02:34:57.797]  We're good to go.
[02:35:13.174 --> 02:35:17.336]  Another 10 years after that, they're saying it's going to be something like 4 billion Muslims.
[02:35:18.257 --> 02:35:22.799]  4 billion Muslims, unified in their lust for power, their lust for control.
[02:35:22.819 --> 02:35:25.620]  Now some Muslims aren't part of that, but they're not the leadership.
[02:35:25.740 --> 02:35:26.641]  They're not real Islam.
[02:35:27.741 --> 02:35:29.042]  Some people call it radical Islam.
[02:35:29.062 --> 02:35:30.823]  This is orthodox Islam.
[02:35:31.043 --> 02:35:32.723]  And the establishment is allied with it.
[02:35:32.743 --> 02:35:35.765]  The filthy left is consciously aware of what they're doing.
[02:35:35.845 --> 02:35:36.805]  It's their master plan.
[02:35:37.186 --> 02:35:37.946]  So Stephen Miller,
[02:35:39.461 --> 02:35:46.003]  Oh yeah, we've got a policy to bring in more workers for the factories or whatever, probably even too many because the left brainwashes them.
[02:35:47.144 --> 02:35:49.484]  It doesn't go as far as they should because the country's under total attack.
[02:35:50.065 --> 02:35:54.286]  But then you've got people like Ilhan Omar saying he's a quote white nationalist.
[02:35:54.306 --> 02:35:58.608]  Folks, she is an Islamic world government caliphate supporter.
