[00:00:18.674 --> 00:00:24.037]  Ladies and gentlemen,
[02:15:18.356 --> 02:15:20.198]  Don't just think of yourself as a bit player in this.
[02:15:20.238 --> 02:15:25.625]  You are the literal bloodstream, the brain, the eyes, the guts, the sinew, the bone, the will, the spirit.
[02:15:26.206 --> 02:15:27.227]  You are the law.
[02:15:27.908 --> 02:15:28.669]  You are the people.
[02:15:28.709 --> 02:15:29.730]  We the people, remember?
[02:15:30.872 --> 02:15:35.818]  And when you tell people about this live show, about InfoWars.com for its live show,
[02:15:36.739 --> 02:15:47.301]  Or newswars.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com
[02:16:09.102 --> 02:16:12.463]  We have to collectively, in essence, burn down the Republican Party.
[02:16:13.183 --> 02:16:20.186]  We have to level them, because if there are survivors, if there are people who weather this storm, they will do it again.
[02:16:20.326 --> 02:16:29.309]  Jennifer Rubin, a senior writer at the Washington Post, said that if conservatives and Trump supporters can weather the storm of lawsuits, harassment,
[02:16:30.009 --> 02:16:30.569]  Death threats.
[02:16:30.649 --> 02:16:33.050]  We need to just physically burn them down.
[02:16:33.250 --> 02:16:35.151]  She says there must be no survivors.
[02:16:35.391 --> 02:16:36.772]  What do you think Infowars is?
[02:16:36.932 --> 02:16:38.152]  What do you think we're going through?
[02:16:38.232 --> 02:16:39.112]  You're the target, though.
[02:16:39.192 --> 02:16:41.793]  But I've dared to challenge their Queen Hillary.
[02:16:42.174 --> 02:16:44.234]  I dared to mobilize the population.
[02:16:44.614 --> 02:16:46.195]  You dared to mobilize the population.
[02:16:46.315 --> 02:16:47.035]  And we're here.
[02:16:47.155 --> 02:16:49.836]  And we have energized the core of the nation.
[02:16:49.876 --> 02:16:51.017]  Black, white, old, young.
[02:16:51.157 --> 02:16:53.158]  And people don't buy the propaganda anymore.
[02:16:53.258 --> 02:16:59.300]  I have so many people walk up to me and they say, you know, I didn't even used to be a fan of yours until I heard them lie about you and I had to go hear what you were saying to find out.
[02:16:59.760 --> 02:17:05.869]  I'm shaking more hands than I've ever shook.
[02:17:07.250 --> 02:17:09.433]  I'm getting more support on the ground.
[02:17:10.418 --> 02:17:14.581]  But not financial, because it's only a core audience that actually buys the products.
[02:17:14.601 --> 02:17:22.428]  We're doing something very special, and I can tell you, this special is the very best special we've ever done, particularly with this type of sale.
[02:17:22.448 --> 02:17:24.389]  It's a type of sale we've never engaged in.
[02:17:24.489 --> 02:17:31.935]  But DNA Force Plus with PQQ, CoQ10, and everything else you need for your telomeres, your cells, energy, it's the base you need for everything.
[02:17:32.175 --> 02:17:34.217]  If you don't have this, no amount of energy drink's gonna help.
[02:17:34.477 --> 02:17:35.638]  It's the fount of it all.
[02:17:35.778 --> 02:17:40.002]  It's the very best, you name it, nootropic, antioxidant for your cells.
[02:17:40.122 --> 02:17:40.622]  It's just in you.
[02:17:40.642 --> 02:17:42.964]  And this has got a bunch of patented stuff you can make claims on.
[02:17:43.084 --> 02:17:44.566]  It's unbelievable.
[02:17:44.586 --> 02:17:45.266]  98% reviews.
[02:17:45.306 --> 02:17:46.067]  Memphoreshore.com.
[02:17:46.087 --> 02:17:46.768]  Let me go further.
[02:17:46.928 --> 02:17:49.270]  Super Mill Vitality is our second bestseller.
[02:17:49.450 --> 02:17:52.272]  I don't need to sit there and tell you how great it is.
[02:17:52.372 --> 02:17:58.778]  Cold-pressed herbs, wild harvested, so that they keep their psychoactive, I mean, it's for the brain, everything.
[02:17:58.878 --> 02:18:00.059]  Libido, energy, stamina.
[02:18:00.179 --> 02:18:00.780]  Carnivore.
[02:18:00.940 --> 02:18:02.061]  Digestive enzymes.
[02:18:03.433 --> 02:18:08.335]  This is a product that's been popular, people that know what they're doing, but overall not a popular product.
[02:18:08.715 --> 02:18:11.156]  I'm not going to get into what these expensive enzymes do.
[02:18:11.276 --> 02:18:14.537]  They don't just help you break down fat or break down protein in the gut.
[02:18:14.657 --> 02:18:15.897]  It does it in the intestines.
[02:18:16.037 --> 02:18:20.999]  If you want to flush out the meat you've been eating and you want to really get healthy, this is amazing.
[02:18:21.079 --> 02:18:21.799]  It's next level.
[02:18:21.919 --> 02:18:22.960]  And so guess what I'm doing?
[02:18:23.160 --> 02:18:25.841]  We are going to give it to you free.
[02:18:26.061 --> 02:18:28.902]  This is the biggest sale of these two items I've ever done.
[02:18:29.042 --> 02:18:32.183]  You get a free bottle of Carnivore with DNA Force, the 90 count one.
[02:18:32.523 --> 02:18:35.724]  And with Super Mel Vitality, you get a free bottle of the 30-count Carnivore.
[02:18:35.864 --> 02:18:37.625]  Carnivore, literally, is incredible.
[02:18:37.725 --> 02:18:43.387]  So get those today at InfoWarsStore.com or call toll-free, AAA-253-3139.
[02:18:43.527 --> 02:18:48.629]  We're giving it to you free at InfoWarsStore.com or InfoWarsLife.com.
[02:18:48.809 --> 02:18:55.291]  Take advantage of those two specials on Super Mel Vitality and DNA Force Plus at InfoWarsLife.com.
[02:18:55.531 --> 02:18:56.491]  Without you, we won't be here.
[02:18:56.551 --> 02:18:57.692]  With you, we will prevail.
[02:19:02.850 --> 02:19:15.783]  Thomas Jefferson predicted over 240 years ago that when our republic was in trouble in the future, it'd be the farmers that were close to the ground, close to reality, who actually worked for a living, that would end up saving the nation.
[02:19:16.023 --> 02:19:18.566]  And today, the communist Chinese have banned all U.S.
[02:19:18.946 --> 02:19:20.067]  farming goods a week ago.
[02:19:20.708 --> 02:19:24.351]  And we've seen massive increases in polls, support for the president.
[02:19:24.992 --> 02:19:28.915]  And what he's doing in this trade war wants China to put pressure on our farmers.
[02:19:29.535 --> 02:19:30.116]  That's beautiful.
[02:19:30.596 --> 02:19:32.137]  Americans aren't going to be bullied.
[02:19:32.477 --> 02:19:33.498]  And we aren't going to back down.
[02:19:34.079 --> 02:19:41.444]  So to the Joaquin Cruises and the Hillary Clintons of the world that want to intimidate people and tell us to back down, we're never going to give up.
[02:19:41.684 --> 02:19:43.646]  And all you've done is awaken the human spirit.
[02:19:44.006 --> 02:19:47.889]  And the human spirit lives at InfoWars.com and NewsWars.com.
[02:19:48.189 --> 02:19:49.110]  And I'm asking listeners,
[02:19:49.890 --> 02:19:53.693]  Whatever you do, spread those links because we are the light in the dark of the night.
[02:19:54.013 --> 02:19:54.874]  We are the resistance.
[02:19:55.114 --> 02:20:01.620]  We are 1776 worldwide.
[02:20:04.682 --> 02:20:10.587]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[02:20:24.042 --> 02:20:27.223]  Alright, giant developments in China as huge ships disgorge.
[02:20:27.643 --> 02:20:30.144]  Tens of thousands more troops into Hong Kong.
[02:20:32.225 --> 02:20:36.286]  More bizarre zombie-like attacks where people just start eating the flesh out of other folks.
[02:20:36.747 --> 02:20:38.767]  Used to be a big deal when it first happened in Miami back in 2012.
[02:20:38.887 --> 02:20:40.188]  Now it's every day.
[02:20:41.648 --> 02:20:44.449]  We've got Islamists just doing mass stabbings everywhere.
[02:20:44.489 --> 02:20:46.150]  So many reports, I can't even cover them all.
[02:20:47.554 --> 02:20:50.095]  There is just so much to get to, but I want to go to your phone calls right now.
[02:20:50.636 --> 02:21:00.080]  In the last segment of this hour, Hollywood is involved in a revelation of the method, an externalization of the hierarchy, or what you call predictive programming.
[02:21:01.041 --> 02:21:06.484]  Now, this particular piece we're going to air in the final segment, I think was done by people, though, that are on the good side.
[02:21:06.904 --> 02:21:08.905]  There's no way this is preparing you for this.
[02:21:09.665 --> 02:21:11.106]  This is something where they're warning you.
[02:21:11.906 --> 02:21:13.687]  And it ties into Hunter S. Thompson.
[02:21:13.707 --> 02:21:14.468]  I'm going to leave it at that.
[02:21:15.359 --> 02:21:19.101]  This is a particular video that YouTube banned.
[02:21:19.521 --> 02:21:21.182]  Part of this report's new, part of this is old.
[02:21:21.763 --> 02:21:27.166]  YouTube said that it was discriminatory against Satanists.
[02:21:29.307 --> 02:21:30.247]  We're like, that's ridiculous.
[02:21:30.488 --> 02:21:34.010]  No, you don't talk about how it's wrong that they like to kill children.
[02:21:34.790 --> 02:21:35.590]  That's a sacrament.
[02:21:36.170 --> 02:21:37.131]  They're the protected group.
[02:21:37.791 --> 02:21:38.511]  You're going to learn.
[02:21:39.191 --> 02:21:43.372]  So that's coming up in the last segment of this hour before Paul Joseph Watson takes over.
[02:21:43.412 --> 02:21:44.292]  You'll want to stay with us.
[02:21:45.213 --> 02:21:46.033]  Let's go to your calls.
[02:21:46.213 --> 02:21:47.593]  The two big questions, if you just joined us.
[02:21:47.613 --> 02:21:54.075]  I'm asking the listeners, what do we do about the Democrats saying, we're going to take all your guns, not just semi-auto, time to repeal the Second Amendment.
[02:21:54.395 --> 02:21:54.915]  They're everywhere.
[02:21:55.495 --> 02:21:58.536]  Time to get violent, time to intimidate us, time to... I mean, this is getting crazy.
[02:21:59.577 --> 02:22:04.458]  As if it's our fault that psychos kill people with a car, or a knife, or a car, or a baseball bat.
[02:22:04.758 --> 02:22:05.779]  It doesn't matter what it is.
[02:22:06.539 --> 02:22:07.559]  It's the bad person.
[02:22:08.059 --> 02:22:12.400]  When Islamists stab people constantly, do we blame butcher knives?
[02:22:12.560 --> 02:22:13.281]  No, of course we don't.
[02:22:13.801 --> 02:22:15.361]  Or, you've got butcher knives in your home.
[02:22:15.621 --> 02:22:17.042]  How long will we put up with this?
[02:22:17.322 --> 02:22:21.863]  That another 10 people got stabbed in France yesterday at one stop, and another 20 other places.
[02:22:22.483 --> 02:22:26.944]  You know, a bunch of deaths and you damn chefs in France that own these big butcher knives.
[02:22:27.524 --> 02:22:30.285]  How much will you put up with your own guilty bloods on your hands?
[02:22:30.325 --> 02:22:34.926]  Or, we had another Islamic run over 50 people or 100 people or 200 people.
[02:22:35.086 --> 02:22:35.566]  Remember that?
[02:22:37.146 --> 02:22:37.626]  On Christmas.
[02:22:38.687 --> 02:22:40.367]  How dare you drive trucks?
[02:22:40.507 --> 02:22:44.708]  It's all your fault, you big, long-haul, 18-wheeler drivers!
[02:22:46.363 --> 02:22:47.704]  We've got to get on the offense.
[02:22:47.744 --> 02:22:48.564]  How do we do that?
[02:22:48.724 --> 02:23:01.770]  And then what do you think about the Democrats admitting they're working with government groups to censor everybody, and then it's government orders to censor, and it's even in Rolling Stone magazine that the Democrats are the ones running the censoring, and it's government ordered, and Trump still won't do anything!
[02:23:03.811 --> 02:23:11.755]  Brandon, Steve, Judy, Chase, Pam, Ken, Jerome, Vlad, Alex, Brad, we're going to everybody before we end this transmission.
[02:23:12.556 --> 02:23:15.417]  Vlad in Washington, you're on the air, thanks for holding.
[02:23:17.031 --> 02:23:18.453]  Yeah, hi, Mr. Jones.
[02:23:18.593 --> 02:23:21.557]  I actually wanted to talk about the illegal actions that the Dems are doing.
[02:23:21.597 --> 02:23:27.164]  But before I get into that, I find it kind of funny that you mentioned the 18-wheel drivers, because I'm actually a long-haul driver myself.
[02:23:27.284 --> 02:23:27.925]  I have been since 2010.
[02:23:28.305 --> 02:23:30.949]  And it's just kind of hilarious, because
[02:23:31.383 --> 02:23:38.308]  Sometimes in Europe, you know, a Muslim will grab an 18-wheeler, he'll run over a bunch of people, and they'll say, oh, should we ban 18-wheelers?
[02:23:38.368 --> 02:23:42.851]  No, you don't ban something because one individual that's a lunatic did something.
[02:23:43.352 --> 02:23:44.132]  Same thing for the guns.
[02:23:44.152 --> 02:23:46.834]  You don't ban them because some lunatic did something horrible.
[02:23:47.074 --> 02:23:48.355]  And again... That's what I'm trying to get into.
[02:23:48.595 --> 02:23:48.816]  Sure.
[02:23:48.856 --> 02:23:52.819]  I mean, even though mass shootings are up, no one can lie.
[02:23:53.599 --> 02:23:57.121]  They didn't exist until Harrison Kleibold, basically, and the media hyping it.
[02:23:57.181 --> 02:24:00.704]  Studies show it's triggering crazies to think of it as an option.
[02:24:00.944 --> 02:24:03.225]  The media knows exactly what they're doing.
[02:24:03.365 --> 02:24:03.665]  Sorry.
[02:24:04.646 --> 02:24:07.688]  Well, that's why they keep covering all these mass shootings, because they want copycats.
[02:24:07.808 --> 02:24:13.031]  And they want this to keep happening over and over, so then they can come out and say, we need to ban guns, and they're the ones that are hyping the entire problem.
[02:24:13.772 --> 02:24:14.152]  Exactly.
[02:24:15.646 --> 02:24:17.207]  That's what I'm trying to say.
[02:24:17.247 --> 02:24:21.149]  In my opinion, Trump, he seems to be baiting the Dems all the time.
[02:24:21.169 --> 02:24:27.033]  I mean, as an example, with Melania running around talking about expanded background checks, Trump's not going to sign that.
[02:24:27.053 --> 02:24:29.994]  He didn't sign a lot of the other anti-gun garbage that's been going around.
[02:24:30.375 --> 02:24:32.596]  I think what he's doing is more of a long game.
[02:24:33.376 --> 02:24:44.823]  In my opinion, this is the Patriots' phase of evidence gathering against YouTube, Facebook, Alphabet, Comey, with the entire Kill Republicans agenda, with the Kill Trump thing going on all over social media, with
[02:24:45.339 --> 02:24:49.502]  Actual politicians and certain mainstream media even talking about it.
[02:24:49.542 --> 02:24:50.423]  We need to get rid of Trump.
[02:24:50.443 --> 02:24:51.584]  We need to get rid of Republicans.
[02:24:51.944 --> 02:24:52.765]  We can never stop.
[02:24:52.805 --> 02:24:55.367]  We have to basically plow them down and get rid of them everywhere.
[02:24:56.027 --> 02:25:06.855]  In my opinion, this is basically the Patriots gathering evidence of all these traitors that are committing crimes and committing treason publicly, and they're documenting everything in the background.
[02:25:06.896 --> 02:25:11.099]  You think about the tens of thousands of field indictments that are currently on the books as of right now.
[02:25:11.139 --> 02:25:12.980]  There's tens of thousands of them if you go look at it right now.
[02:25:14.733 --> 02:25:17.415]  Long story short, in my opinion, I think we need to trust Trump.
[02:25:18.015 --> 02:25:23.419]  I don't agree with 100% of everything he does, but the vast majority of it, in my opinion, I just say trust Trump.
[02:25:23.439 --> 02:25:31.625]  Sure, well, Vlad, I run into a lot of people I respect that like the whole Q thing, and so, you know, I'm not going to sit here and attack the whole Q thing.
[02:25:31.965 --> 02:25:32.485]  I just know this.
[02:25:33.086 --> 02:25:35.828]  I actually have talked to two NRA board members, okay?
[02:25:36.824 --> 02:25:45.749]  And they told me exactly what you just said, that Trump literally said, look, I'll tell them we'll do what you want, then they'll call for total confiscation and get nothing.
[02:25:46.429 --> 02:25:50.132]  I still don't like that type of manipulation, but I get what Trump's doing.
[02:25:50.392 --> 02:25:53.674]  And now I told you that he was going to come out and say, no, we're not doing it.
[02:25:53.774 --> 02:25:54.954]  It doesn't protect anybody.
[02:25:55.214 --> 02:25:56.135]  It wouldn't have saved anybody.
[02:25:56.155 --> 02:25:59.637]  And he did exactly that last week and again this weekend and again yesterday.
[02:26:00.317 --> 02:26:01.578]  So you're absolutely correct.
[02:26:01.618 --> 02:26:02.418]  But that's not from Q.
[02:26:03.419 --> 02:26:06.060]  That is directly from NRA board members.
[02:26:06.420 --> 02:26:09.241]  I mean, you understand that Ted Nugent's on the NRA board, right?
[02:26:09.501 --> 02:26:13.543]  I'm not gonna say he told me that, but I asked Ted on air when he was on a few weeks ago.
[02:26:13.583 --> 02:26:14.903]  I said, is this true?
[02:26:14.923 --> 02:26:16.224]  Have you heard this from other members?
[02:26:16.284 --> 02:26:16.964]  And he said, yes.
[02:26:17.384 --> 02:26:18.144]  I appreciate your call.
[02:26:18.184 --> 02:26:18.704]  God bless you.
[02:26:19.365 --> 02:26:21.325]  Okay, let's go to another ring-a-dingy here.
[02:26:22.906 --> 02:26:27.968]  Let's go ahead and talk to Chase in California.
[02:26:27.988 --> 02:26:28.568]  Thanks for calling.
[02:26:29.875 --> 02:26:31.936]  Hey, Alex, thanks for taking my call so much.
[02:26:32.036 --> 02:26:39.078]  And real quick, with that fluoride report that came out, make sure everybody gets their super blue toothpaste fluoride-free so you can brush your teeth with some freedom.
[02:26:39.578 --> 02:26:42.298]  Hey, you know, there's so many attacks coming at us in the Second Amendment.
[02:26:42.618 --> 02:26:44.079]  We got it from the corporate world today.
[02:26:44.459 --> 02:26:48.660]  Walmart just announced that they're going to be banning all handgun ammunition sales.
[02:26:49.060 --> 02:26:50.981]  We also get it from a historical attack.
[02:26:51.481 --> 02:26:55.182]  You realize that they're waving red flags in our faces right now trying to take our guns?
[02:26:55.642 --> 02:26:56.702]  Let's go back in history.
[02:26:56.822 --> 02:26:59.223]  Mao Zedong waved a red flag and took some guns.
[02:26:59.818 --> 02:27:01.902]  Stalin waved a red flag and took some guns.
[02:27:02.243 --> 02:27:06.251]  And now we have these Democrats with Senate Bill 66 trying to ban assault weapons.
[02:27:06.652 --> 02:27:08.736]  But the good news, Alex, is House Bill 38
[02:27:09.775 --> 02:27:12.056]  Trying to get concealed carry reciprocity.
[02:27:12.717 --> 02:27:14.338]  Listen, I want to get to that solution.
[02:27:14.378 --> 02:27:18.400]  Getting on the offense and getting stuff repealed to properly defend ourselves.
[02:27:18.420 --> 02:27:19.001]  That's the answer.
[02:27:19.021 --> 02:27:19.941]  But you're right.
[02:27:20.522 --> 02:27:26.745]  Every time the red flag of terror comes out under Lennon, under Stalin, under Mao, tens of millions die when they confiscate the guns.
[02:27:27.106 --> 02:27:28.507]  You just made an incredibly good point.
[02:27:28.787 --> 02:27:32.109]  When they took over in 1917, they ordered everybody that had guns to turn them in.
[02:27:32.409 --> 02:27:34.190]  They then killed millions of people.
[02:27:34.550 --> 02:27:35.431]  That is a great point.
[02:27:36.653 --> 02:27:39.176]  So Alex, I don't see how this hasn't been seen before.
[02:27:39.256 --> 02:27:44.804]  I've been trying to make the noise on my side, you know, I go live every night and I talked about this very topic last night.
[02:27:44.824 --> 02:27:52.474]  It was weird that you're bringing it up today because yes, the Democrats, if you look on their legislative calendar, they have a number of bills they're trying to go at.
[02:27:52.856 --> 02:27:57.158]  And just historically, I can't believe Americans don't see the red flag as a warning.
[02:27:57.178 --> 02:27:58.219]  They're trying to disarm you.
[02:27:58.399 --> 02:28:00.020]  They're trying to murder tens of millions.
[02:28:00.280 --> 02:28:01.340]  And I want to be clear.
[02:28:01.360 --> 02:28:02.001]  I want to be clear.
[02:28:02.041 --> 02:28:03.842]  The Democrats have said they want violence.
[02:28:04.182 --> 02:28:05.522]  They've said they want to attack us.
[02:28:05.843 --> 02:28:07.263]  They've said they want to go after Christians.
[02:28:07.423 --> 02:28:08.364]  This is an evil group.
[02:28:08.804 --> 02:28:10.606]  And so absolutely, it's not hyperbole.
[02:28:10.646 --> 02:28:11.186]  It's not hype.
[02:28:11.466 --> 02:28:12.767]  They're coming for your guns.
[02:28:13.168 --> 02:28:14.469]  They're coming for your children.
[02:28:14.749 --> 02:28:16.210]  They are an evil group.
[02:28:16.250 --> 02:28:17.591]  They are committed to evil.
[02:28:17.991 --> 02:28:20.373]  And the answer is handgun reciprocity nationwide.
[02:28:20.613 --> 02:28:24.476]  The answer is arming good people so that we stop these psychotics instantly.
[02:28:24.676 --> 02:28:30.601]  Whether they're stabbing or using a truck or a gun, the answer is get people off the psychotropics that make them do this.
[02:28:31.061 --> 02:28:32.602]  Outlaw psychotropics now!
[02:28:33.363 --> 02:28:35.605]  Outlaw drugs that make people go psychotic.
[02:28:35.705 --> 02:28:36.726]  Great point, Chase!
[02:28:37.406 --> 02:28:38.707]  That's Chase in California.
[02:28:39.007 --> 02:28:40.668]  I think his handle's Chase the Patriot.
[02:28:40.688 --> 02:28:41.809]  I've seen some of his videos.
[02:28:41.829 --> 02:28:42.289]  They're excellent.
[02:28:42.709 --> 02:28:48.873]  Alright, Brandon, Steven, Judy, Pam, Ken, Jerome, Mike, Alex, Brad, you're all straight ahead.
[02:28:48.893 --> 02:28:49.854]  But I got one question for you.
[02:28:50.855 --> 02:28:51.495]  We're in a war.
[02:28:52.155 --> 02:28:53.316]  Terrorism's come to our shores.
[02:28:53.656 --> 02:28:54.137]  It's real.
[02:28:54.697 --> 02:28:56.318]  My job is to get people awake and taking action.
[02:28:56.918 --> 02:28:57.679]  Are you taking action?
[02:28:58.379 --> 02:28:59.000]  Get the word out.
[02:28:59.340 --> 02:29:01.001]  Infowars.com forward slash show.
[02:29:06.650 --> 02:29:17.561]  If you want to support me so I can keep making videos just like this, visit InfoWarsStore.com where you can get great products like BrainForce, which gives me all the mental clarity I need to make these videos.
[02:29:18.162 --> 02:29:23.347]  Or take TurboForce, which provides me with enough energy to make it through a long day of interviewing liberals.
[02:29:23.587 --> 02:29:24.107]  What's that mean?
[02:29:24.127 --> 02:29:25.509]  What's that mean?
[02:29:25.889 --> 02:29:27.411]  Oh, you're mad!
[02:29:29.933 --> 02:29:36.277]  Not only are these products going to enhance your life, but they make sure I can continue bringing you all the content you love.
[02:29:36.457 --> 02:29:38.518]  Because you're a f***ing riot over here.
[02:29:38.618 --> 02:29:38.818]  What?
[02:29:39.239 --> 02:29:41.540]  Yeah, by even making me talk to a trader.
[02:29:41.960 --> 02:29:42.701]  A trader of what?
[02:29:42.741 --> 02:29:43.401]  My country?
[02:29:43.581 --> 02:29:44.382]  Look at me!
[02:29:44.682 --> 02:29:45.122]  Look at me!
[02:29:45.142 --> 02:29:46.403]  What's that say right there?
[02:29:47.023 --> 02:29:48.044]  Don't tread on me!
[02:29:49.705 --> 02:29:51.846]  That's a Russian slogan now.
[02:29:52.167 --> 02:29:53.788]  That's a Russian slogan.
[02:29:54.268 --> 02:29:55.589]  By nationalist traders.
[02:30:07.634 --> 02:30:13.200]  I actually got a shout.
[02:30:33.991 --> 02:30:35.052]  I don't sell snake oil.
[02:30:35.232 --> 02:30:36.993]  I sell fish oil.
[02:30:37.654 --> 02:30:39.195]  Wild harvested fish oil.
[02:30:39.415 --> 02:30:39.756]  Fish oil.
[02:30:40.196 --> 02:30:41.217]  The finest fish oil.
[02:30:41.377 --> 02:30:42.818]  The highest quality fish oil.
[02:30:43.018 --> 02:30:43.518]  Fish oil.
[02:30:43.679 --> 02:30:46.060]  Very best fish oil from the fjords.
[02:30:46.221 --> 02:30:47.221]  Highest quality fish oil.
[02:30:47.462 --> 02:30:47.942]  Fish oil.
[02:30:48.002 --> 02:30:48.282]  Fish oil.
[02:30:48.602 --> 02:30:49.123]  Fish oils.
[02:30:49.403 --> 02:30:49.883]  Fishin' oilin'.
[02:30:50.004 --> 02:30:50.164]  Fish oil.
[02:30:50.184 --> 02:30:50.364]  Fish oil.
[02:30:50.784 --> 02:30:51.224]  Fish oil.
[02:30:52.145 --> 02:30:54.667]  Fish oil.
[02:30:55.708 --> 02:30:56.829]  Oh my God.
[02:30:56.849 --> 02:30:58.410]  Take the fish oil or krill oil.
[02:30:58.770 --> 02:31:01.833]  Just like our information is dynamite, so are our products in 4WheelStore.com.
[02:31:02.452 --> 02:31:08.457]  With the daily wear and tear of the environment on our skin, it's only natural that it starts to crack and take damage.
[02:31:08.957 --> 02:31:15.002]  Wind, heat, water, and age are telltale signs that it's time to start taking care of your skin.
[02:31:15.703 --> 02:31:23.149]  With the InforWars Super Silver Cream, you can keep your skin feeling silky smooth and begin to heal the damages of the world around you.
[02:31:23.909 --> 02:31:37.759]  Created with ingredients like coconut oil, vitamin E, and the incredible Silver Sol formula, InfoWars Silver Cream works triple duty, supporting the beautifying and protecting of the skin in a fast, non-greasy formula.
[02:31:37.879 --> 02:31:45.624]  Small and easily stored, it can support dry and damaged skin to reduce fine lines and wrinkles, while smoothing and softening calluses.
[02:31:45.844 --> 02:31:48.506]  With none of the harmful ingredients found in other formulas,
[02:31:48.846 --> 02:31:53.147]  You can be sure this silver cream is hard at work, promoting the healing of your skin.
[02:31:53.347 --> 02:31:57.067]  Don't miss out on the new Silversol-powered, can't-miss formula.
[02:31:57.367 --> 02:32:00.808]  Get the InfoWars Super Silver Cream today.
[02:32:00.828 --> 02:32:07.489]  Donald Trump presents Real Stable Genius.
[02:32:08.529 --> 02:32:11.450]  Real Stable Genius!
[02:32:11.470 --> 02:32:15.671]  Today, we salute you, Mrs. Social Justice Warrior.
[02:32:15.791 --> 02:32:18.131]  Mrs. Social Justice Warrior!
[02:32:18.596 --> 02:32:21.278]  What do you do with a master's degree in gender studies?
[02:32:21.718 --> 02:32:26.200]  Put on a vagina hat and go fight fascism on the internet.
[02:32:26.500 --> 02:32:29.342]  As soon as you wake up each day, the outrage begins.
[02:32:29.762 --> 02:32:30.943]  What the f*** did you just say?
[02:32:31.183 --> 02:32:42.449]  Your privilege is showing, and armed with only a keyboard, you tirelessly protect America from fake racism, and fake sexism, and fake, some other word we've never even heard of, ism.
[02:32:45.376 --> 02:32:49.600]  So, crack open a nice soy latte, Miss Purple Haired Vagina Costume Wearer.
[02:32:49.900 --> 02:32:51.742]  You live by life's two greatest rules.
[02:32:52.162 --> 02:32:55.525]  Hunch Nazis, and everyone I don't like is a Nazi.
[02:32:55.545 --> 02:33:01.411]  Donald Trump, President Forever, Washington D.C.
[02:33:05.534 --> 02:33:11.440]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[02:33:17.992 --> 02:33:25.261]  Paul Joseph Watson's coming up.
[02:33:36.795 --> 02:33:38.016]  It's six after next hour.
[02:33:38.676 --> 02:33:48.660]  But I'm so jam-packed, I'm taking a bunch of calls now, doing a special live report, and then I'm going to get into an angle on the opioid crisis that has not been talked about.
[02:33:49.240 --> 02:33:50.340]  Believe me, it's important.
[02:33:50.360 --> 02:33:57.924]  But right now, let's move quickly from Pam to Brandon to all these amazing callers so we can get them all in.
[02:33:58.344 --> 02:34:01.425]  Pam in California, on internet censorship and what you think Trump should do.
[02:34:01.765 --> 02:34:03.446]  Thank you for spending time with us on Tuesday.
[02:34:04.426 --> 02:34:05.807]  Alex, thank you for taking my call.
[02:34:05.827 --> 02:34:06.447]  How are you doing today?
[02:34:06.849 --> 02:34:07.590]  I'm pretty fired up.
[02:34:07.670 --> 02:34:08.311]  I'm feeling pretty good.
[02:34:09.272 --> 02:34:10.894]  I just had a question.
[02:34:11.735 --> 02:34:26.373]  I think Trump is a good guy, but I did some research on Jared Kushner, and I saw that he's had some interest with George Soros with getting some loans from him, and that also he has interest in stocks for big tech, including Google.
[02:34:26.840 --> 02:34:32.083]  Do you think that maybe he's advising Trump not to do anything about big tech, and that's why he's not doing anything?
[02:34:32.483 --> 02:34:33.084]  Absolutely.
[02:34:33.324 --> 02:34:44.450]  I have had Steve Pachetti, you know, two years ago, three years ago, saying, hey, he's worried about Kushner because of loans from the Chinese and loans from Soros.
[02:34:45.591 --> 02:34:47.432]  And of course, that's true.
[02:34:47.552 --> 02:34:52.515]  And it's just kind of weird to buy an apartment building or an office building for two times what it's worth.
[02:34:53.095 --> 02:34:55.277]  You know, at 666-whatever.
[02:34:56.638 --> 02:34:58.900]  But there's a lot of people who hate Kushner.
[02:34:58.940 --> 02:35:00.341]  They obsess over it all day long.
[02:35:01.562 --> 02:35:03.864]  Trump has not taken action like he should on big tech yet.
[02:35:04.785 --> 02:35:09.509]  I've seen articles where Kushner's been out with his wife, you know, with Google executives at dinner.
[02:35:09.769 --> 02:35:11.650]  And yeah, I think it's a big problem.
[02:35:12.271 --> 02:35:17.075]  And so I don't want to say Kushner's the culprit because I can't prove that.
[02:35:17.756 --> 02:35:18.957]  You know, what I've tried to learn is
[02:35:20.094 --> 02:35:23.456]  You know, we don't, at those levels, I'm not sure exactly who's doing what.
[02:35:23.476 --> 02:35:27.218]  And listen, Soros has got his fingers in everything.
[02:35:28.119 --> 02:35:36.444]  And so the fact that some of the companies he's been invested in, New York, have Soros connections or Chinese connections, the Chai comms have their arm literally in everything, not just their fingers.
[02:35:37.404 --> 02:35:39.145]  But I think that's something that should be looked at.
