[00:00:12.792 --> 00:00:13.237]  Let's go!
[02:10:41.602 --> 02:10:44.963]  Third-party groups have a backdoor into your phone, and they're giving you messages.
[02:10:44.983 --> 02:10:47.545]  They're telling you what you can visit, what you can't visit.
[02:10:48.485 --> 02:10:53.107]  This is beyond what the Communist Chinese are already doing, and they're just doing it with a name like NewsGuard.
[02:10:55.029 --> 02:11:01.332]  See, it blew up in their face having the Southern Poverty Law Center and the ADL and Media Matters all running this.
[02:11:02.553 --> 02:11:11.098]  People are like, you've got Snopes, a weirdo lady and her husband and the cat, and then a topless dancer running it, which is fine.
[02:11:11.118 --> 02:11:16.741]  It's like, you know, three people or whatever and a cat, and they're God, and they tell you what's true and what isn't.
[02:11:17.645 --> 02:11:26.549]  So now they have a thing called NewsGuard that's the interface where all these minder groups get their own interface to the plug-in and then they are in your phone.
[02:11:27.229 --> 02:11:28.870]  They are in what you're watching and doing.
[02:11:29.250 --> 02:11:30.410]  They're getting all your data.
[02:11:30.570 --> 02:11:37.353]  Think how much trouble Facebook's in for giving third-party sites access to user data through plug-ins.
[02:11:39.394 --> 02:11:43.496]  That's this on PCP, on steroids, but why is it allowed?
[02:11:43.796 --> 02:11:46.397]  Facebook didn't play ball and let Soros fully take it over.
[02:11:47.318 --> 02:11:52.285]  So he had a pump and dump over the year and is trying to take Facebook down right now so it'll be his.
[02:11:52.906 --> 02:11:54.609]  That's all that's happening is a corporate takeover.
[02:11:55.290 --> 02:11:57.754]  Google, Apple are all far worse.
[02:11:57.774 --> 02:12:00.478]  When Apple says what happens at Apple stays at Apple.
[02:12:00.498 --> 02:12:02.421]  What happens on your phone stays on your phone.
[02:12:02.461 --> 02:12:02.921]  No it doesn't.
[02:12:03.933 --> 02:12:06.835]  When you go to Las Vegas, you're the most under surveillance.
[02:12:07.555 --> 02:12:11.097]  And then it's all sold off to the highest bidders and put in databases.
[02:12:11.337 --> 02:12:18.301]  Which hooker you had sex with, what you did, it's all... Hell, in Godfather 2, written on True Stories, the names are changed.
[02:12:18.621 --> 02:12:21.363]  They kill a hooker in there with the senator to set him up.
[02:12:21.783 --> 02:12:22.763]  That's Vegas, baby.
[02:12:24.004 --> 02:12:25.065]  That's Reno, Nevada.
[02:12:26.285 --> 02:12:28.747]  That's how this... Quit being so naive, ladies and gentlemen.
[02:12:29.007 --> 02:12:30.908]  What happens in Vegas goes everywhere.
[02:12:31.854 --> 02:12:33.714]  What happens on your iPhone goes everywhere.
[02:12:34.135 --> 02:12:35.935]  What happens on your Android goes everywhere.
[02:12:36.915 --> 02:12:40.516]  And stop being naive about how they compromise folks.
[02:12:41.556 --> 02:12:51.678]  We have Peter Schiff having audio issues, so the prime directive within two minutes of an audio Skype problem is to go, in case something happens to me, just remember this, Skype with phone audio.
[02:12:51.818 --> 02:12:55.919]  And they're just there, pretty eared and peaches for everybody.
[02:12:56.139 --> 02:12:57.280]  But that's fine, we'll go to them after the break.
[02:12:58.120 --> 02:12:59.120]  No rush, I'm happy to talk.
[02:13:00.717 --> 02:13:08.159]  So again, I've kind of been lackadaisical because we got our biggest sales ever, 50 to 75% off free shipping storewide.
[02:13:08.700 --> 02:13:13.201]  We sold stuff, most of it was lost liters, but we had year-end taxes on inventory, so I did it.
[02:13:15.022 --> 02:13:24.645]  Well, the old accountants looked at it and they said, yeah, a $3 million number looks real big for the months of October, November, December.
[02:13:24.685 --> 02:13:27.906]  But when you look at you made 10% on that,
[02:13:29.861 --> 02:13:31.382]  That's not enough to run things.
[02:13:31.682 --> 02:13:34.603]  So Alex, you've got to raise prices.
[02:13:34.623 --> 02:13:36.084]  People like 20-30% off.
[02:13:37.004 --> 02:13:38.545]  They already know your products are good.
[02:13:39.165 --> 02:13:40.206]  And I don't have marketers.
[02:13:40.246 --> 02:13:41.106]  I don't do marketing.
[02:13:41.807 --> 02:13:43.328]  I just kind of do things the way I do it.
[02:13:43.348 --> 02:13:44.148]  Have the best product.
[02:13:44.528 --> 02:13:46.549]  People like seeing the price lowered, so we do it massively.
[02:13:46.909 --> 02:13:48.470]  It's a good deal if the price you get it.
[02:13:48.750 --> 02:13:50.371]  Then we lower it massively and people buy it.
[02:13:51.091 --> 02:13:53.372]  But I've just been doing too good a job.
[02:13:54.313 --> 02:13:55.013]  You've done a great job.
[02:13:55.473 --> 02:13:56.514]  Every order got a free t-shirt.
[02:13:58.131 --> 02:14:00.772]  I was like, yeah, we had record orders, okay?
[02:14:01.392 --> 02:14:05.014]  I mean, I think we had like double what we had last Christmas.
[02:14:05.334 --> 02:14:09.735]  But last Christmas brought in, obviously, the time of the year we go into the black, way more money.
[02:14:10.416 --> 02:14:15.037]  I had a million dollars extra to play with for new projects and equipment, and that sounds like a lot.
[02:14:15.338 --> 02:14:25.561]  With bandwidth and crews and insurance and lawsuits, an extra million dollars, you know, with a few million more to try to fund things is nothing, ladies and gentlemen.
[02:14:26.202 --> 02:14:26.762]  It's nothing.
[02:14:28.383 --> 02:14:30.866]  Medium-sized cities are all going bankrupt.
[02:14:31.086 --> 02:14:44.200]  Medium-sized cities' newspapers are going bankrupt because you'll have some newspaper with a circulation of, you know, $300,000, $400,000, and it's costing them $50 million to run the thing because of licensing and the rules.
[02:14:44.300 --> 02:14:49.285]  I mean, if you play by the rules in America, it's hard as hell to operate.
[02:14:51.144 --> 02:14:52.084]  You mean like illegal aliens?
[02:14:52.124 --> 02:14:56.785]  Fifteen to a house and have welfare and have a job and you don't know why the illegal aliens have new trucks or whatever.
[02:14:57.085 --> 02:14:58.845]  The point is we're doing our best job.
[02:15:00.286 --> 02:15:02.046]  Our very best job to get this done.
[02:15:02.726 --> 02:15:03.866]  And here's an example.
[02:15:04.986 --> 02:15:07.007]  Super blue fluoride free toothpaste.
[02:15:07.727 --> 02:15:10.247]  Colloidal silver iodine fortified.
[02:15:10.687 --> 02:15:12.108]  Concentrated with no fillers.
[02:15:12.168 --> 02:15:12.888]  My dad's a dentist.
[02:15:12.908 --> 02:15:15.868]  He designed it with one of the top organic toothpaste makers in the country.
[02:15:16.168 --> 02:15:16.848]  You know the name.
[02:15:16.888 --> 02:15:18.529]  We started mentioning it and they got a bunch of threats.
[02:15:18.889 --> 02:15:19.729]  So we stopped.
[02:15:20.686 --> 02:15:21.648]  Okay, we stopped.
[02:15:22.349 --> 02:15:27.738]  People that make this make something starting with a T of a state in Maine.
[02:15:28.339 --> 02:15:29.381]  But this is way better.
[02:15:29.401 --> 02:15:30.062]  There's no filler.
[02:15:30.603 --> 02:15:31.103]  It's like two...
[02:15:34.403 --> 02:15:34.843]  Discount.
[02:15:34.883 --> 02:15:35.903]  It's a regular discount.
[02:15:36.243 --> 02:15:36.363]  It's $11.20.
[02:15:36.744 --> 02:15:38.784]  The old toothpaste is usually like $7 or $8.
[02:15:38.884 --> 02:15:40.124]  Yeah, it's fillered crap.
[02:15:40.624 --> 02:15:43.405]  We usually sell it 50% off, and it's, you know, like $8.
[02:15:43.465 --> 02:15:44.485]  We can't operate at that.
[02:15:44.945 --> 02:15:47.506]  Order at $11.20 and help fund the operation.
[02:15:47.526 --> 02:15:48.366]  Sign up for AutoShip.
[02:15:48.686 --> 02:15:50.587]  Additional 10% off on your next order.
[02:15:51.607 --> 02:15:52.367]  4.8 stars.
[02:15:53.167 --> 02:15:53.848]  95% rating.
[02:15:54.088 --> 02:15:55.248]  The best toothpaste in the world.
[02:15:55.548 --> 02:15:56.408]  Sign up for AutoShip.
[02:15:56.448 --> 02:15:57.428]  Help fund the operation.
[02:15:57.508 --> 02:15:57.949]  Thank you.
[02:15:58.229 --> 02:15:58.729]  Superblue.
[02:15:58.789 --> 02:15:59.649]  Infowarestore.com.
[02:16:06.994 --> 02:16:18.952]  Conservatively, there have been several thousand articles written in the last three years demonizing InfoWars, and yours truly, for selling high-quality supplements.
[02:16:20.157 --> 02:16:38.643]  In fact, even the Washington Post, owned by Jeff Bezos, that owns the biggest sellers of supplements in the world, even that organization has written hit pieces claiming I'm a fraud and selling snake oil when they're owned by a man who owns Amazon and Whole Foods.
[02:16:40.283 --> 02:16:42.344]  Amazon was the number one supplement seller in the world.
[02:16:42.724 --> 02:16:43.604]  Whole Foods was number two.
[02:16:44.424 --> 02:16:49.746]  He owns the number one and number two biggest supplement sellers on the planet.
[02:16:51.331 --> 02:16:57.596]  And then his publication, a weaponized disinformation op, says I'm bad and should be shut down.
[02:16:58.877 --> 02:17:12.548]  When more than 15 of the 70 products we have at Infowarslife.com are private labeled, highest quality, top of the line, that are sold at Whole Foods for higher prices.
[02:17:13.469 --> 02:17:15.531]  Think about the level of that fraud.
[02:17:16.460 --> 02:17:19.348]  And I've sent messages to these news organizations pointing that out.
[02:17:19.529 --> 02:17:20.130]  No response.
[02:17:20.351 --> 02:17:21.373]  They never want to get my comment.
[02:17:21.875 --> 02:17:24.000]  Now, why am I saying that?
[02:17:24.061 --> 02:17:24.442]  It's simple.
[02:17:25.472 --> 02:17:30.036]  We have a lot of proprietary original products, but a lot of them are also private labeled.
[02:17:30.416 --> 02:17:35.721]  Whatever already has five stars, whatever people already love, whatever's been tested to be the best.
[02:17:36.382 --> 02:17:37.603]  So we have a great product.
[02:17:37.723 --> 02:17:38.143]  You love it.
[02:17:38.203 --> 02:17:38.824]  You reorder it.
[02:17:39.204 --> 02:17:41.466]  The Globals are going to test our products, trying to find something.
[02:17:41.927 --> 02:17:43.848]  So we're going to be able to, you know, defeat all that.
[02:17:44.008 --> 02:17:45.049]  It's a 360 win.
[02:17:45.430 --> 02:17:46.090]  We defeat them.
[02:17:46.170 --> 02:17:46.551]  You win.
[02:17:46.671 --> 02:17:47.011]  I win.
[02:17:47.311 --> 02:17:47.812]  It's amazing.
[02:17:49.665 --> 02:17:54.447]  And you've seen them come after our attempts to even process credit cards and shut down InfoWarsTore.com and InfoWarsLife.com.
[02:17:54.487 --> 02:18:10.093]  I mean, it's incredible not just what frauds they are and how they're anti-free market and how they're racketeering against us, not just Jeff Bezos, but this entire system of mainstream media and mainstream corporations and banking are even worse than Bezos and Amazon.
[02:18:12.014 --> 02:18:12.534]  It's hard to believe.
[02:18:12.614 --> 02:18:15.355]  I'm just illustrating how crazy this all is.
[02:18:15.415 --> 02:18:22.918]  Now, I'm going to be cutting some informational pieces in the next few weeks that go into great depth on each one of the products.
[02:18:23.759 --> 02:18:26.020]  I've done this for some of the products, but I haven't done it in a while.
[02:18:26.040 --> 02:18:35.544]  I haven't done it for the new products because, quite frankly, it's like going to school for a college exam to try to accurately talk about how great these products are.
[02:18:35.644 --> 02:18:36.344]  But just know this.
[02:18:38.362 --> 02:18:46.487]  Whatever the attributes that Jeff Bezos and Amazon and Whole Foods are allowed to tell you about their flagship products, these are as good or better.
[02:18:46.807 --> 02:18:49.028]  These are all the top of the line, very best.
[02:18:49.768 --> 02:19:00.094]  I can't even tell you what they do and the history of it and how amazing they are because they selectively enforce and will send the FDA after us.
[02:19:00.914 --> 02:19:01.995]  You see, I'm a subhuman.
[02:19:02.115 --> 02:19:02.756]  I'm garbage.
[02:19:03.776 --> 02:19:05.417]  So Bezos can make all the claims.
[02:19:05.637 --> 02:19:06.918]  Whole Foods can make all the claims.
[02:19:08.109 --> 02:19:09.472]  Because this stuff is dynamite.
[02:19:10.093 --> 02:19:11.196]  Turmeric's dynamite.
[02:19:11.977 --> 02:19:13.621]  Iodine that's clean is dynamite.
[02:19:14.763 --> 02:19:16.447]  Super Mel Vitality, they have similar products.
[02:19:16.527 --> 02:19:17.229]  It's all dynamite.
[02:19:18.803 --> 02:19:21.504]  They can tell you how great it is, and show you all the facts, and tell you.
[02:19:21.724 --> 02:19:22.644]  Because they're the elite.
[02:19:23.004 --> 02:19:23.704]  I'm just scum.
[02:19:24.324 --> 02:19:25.245]  Just like you, according to them.
[02:19:25.285 --> 02:19:27.725]  But the good news is, you've seen how great these products work.
[02:19:28.065 --> 02:19:32.246]  We do break down some of the basics on each page at mforwarslife.com to see how wonderful they are.
[02:19:32.726 --> 02:19:37.807]  But experience turmeric, experience X3, experience Supramel Vitality, Supramel Vitality.
[02:19:37.988 --> 02:19:42.008]  That, by the way, is the last run of our best-selling product, Supramel Vitality, Supramel.
[02:19:42.048 --> 02:19:48.130]  Because we can't even get the wild-crafted herbs anymore, so we can't get the supply, and I'm sick of it, so I'm discontinuing it.
[02:19:48.650 --> 02:19:49.591]  Because it's so frustrating.
[02:19:49.631 --> 02:19:52.813]  This is the last run, and it's all 50% off.
[02:19:52.953 --> 02:19:57.837]  Bodies, X3, and Supermail at infowarestore.com and infowarslife.com.
[02:19:58.017 --> 02:19:58.858]  Thanks for your support.
[02:20:06.304 --> 02:20:08.946]  You're listening to the Alex Jones Show.
[02:20:22.640 --> 02:20:24.642]  Guess what you're looking at if you're a TV viewer.
[02:20:25.322 --> 02:20:28.424]  Radio listeners will want to go to Infowars.com right now.
[02:20:29.845 --> 02:20:31.606]  Live video, Will Johnson.
[02:20:31.626 --> 02:20:44.395]  United America First founder, Infowars.com correspondent, is there in the Napa Valley at Nancy Pelosi's gated community.
[02:20:44.716 --> 02:20:46.757]  She has a fence outside, a fence inside.
[02:20:46.817 --> 02:20:51.841]  Illegal alien caravan arrives at Nancy Pelosi's house for sanctuary.
[02:20:53.395 --> 02:20:53.877]  That's right.
[02:20:53.958 --> 02:20:56.009]  An illegal alien caravan has actually showed up.
[02:20:56.992 --> 02:20:59.554]  At the house, picked up as day laborers.
[02:21:00.194 --> 02:21:02.955]  They are now there on her property, because what's the big deal with fences?
[02:21:03.256 --> 02:21:04.156]  They deserve to come on.
[02:21:04.596 --> 02:21:12.321]  And Nancy Pelosi is now going to establish, without her knowing, a illegal alien compound on her own property.
[02:21:12.581 --> 02:21:13.962]  Because countries don't deserve walls.
[02:21:14.742 --> 02:21:16.623]  So, let's just give her credit.
[02:21:16.723 --> 02:21:22.226]  Laura Loomer has hired a group of illegal aliens at the local Home Depot.
[02:21:22.326 --> 02:21:22.947]  I'm not kidding.
[02:21:23.507 --> 02:21:25.929]  To lead them on to the property.
[02:21:26.289 --> 02:21:28.871]  We have live streams of this happening right now.
[02:21:28.891 --> 02:21:30.612]  And as soon as we can, we need to get Laura Loomer over.
[02:21:31.513 --> 02:21:33.755]  Peter Schiff of Europe Pacific Capital will be joining us here in a moment.
[02:21:33.975 --> 02:21:35.816]  But this just started happening now.
[02:21:36.637 --> 02:21:37.758]  We heard some rumors of it.
[02:21:37.798 --> 02:21:39.099]  Weren't sure about what was going to happen.
[02:21:39.119 --> 02:21:40.040]  She just said stay tuned.
[02:21:40.300 --> 02:21:41.921]  Let's go back to Will Johnson.
[02:21:41.981 --> 02:21:42.341]  Here it is.
[02:21:42.581 --> 02:21:43.062]  Live audio.
[02:21:46.502 --> 02:21:53.726]  So for everyone, so let me say for everyone who just joined us, if you hear two audio, you hear myself and you hear Ben Bergquam.
[02:21:54.586 --> 02:21:57.188]  You hear one in the right channel, one in the left channel.
[02:21:59.949 --> 02:22:13.397]  What you're seeing here is some illegals with Loomer have jumped the small wall here in Nancy Pelosi's, one of her many vineyards here, her mansion.
[02:22:16.018 --> 02:22:16.919]  And you can see right here.
[02:22:16.939 --> 02:22:21.823]  There they are.
[02:22:23.225 --> 02:22:29.070]  And they're setting up sanctuary because Nancy Pelosi and the Democrats said this is completely fine.
[02:22:29.110 --> 02:22:31.032]  This is what the people want.
[02:22:31.953 --> 02:22:33.835]  And they're saying this is what you should give the people.
[02:22:35.382 --> 02:22:36.624]  And they have a big tent up.
[02:22:36.644 --> 02:22:37.826]  They're beginning a tent city.
[02:22:37.846 --> 02:22:39.749]  Illegal aliens have begun a tent city.
[02:22:40.510 --> 02:22:42.693]  Illegal alien day laborers have begun a tent city.
[02:22:42.873 --> 02:22:46.419]  She hired really illegal aliens and they're beginning a tent city.
[02:22:46.699 --> 02:22:50.304]  She hired them, brought them there to put up the tent at Nancy Pelosi's house.
[02:22:51.025 --> 02:22:51.825]  There in the Napa Valley.
[02:22:51.945 --> 02:22:52.766]  We'll give the address out.
[02:22:53.086 --> 02:22:54.787]  According to her, the whole country's open.
[02:22:54.827 --> 02:22:55.667]  Walls are immoral.
[02:22:55.747 --> 02:22:58.188]  MS-13 are God's children.
[02:22:58.928 --> 02:23:00.869]  And so, officially, Nancy Pelosi's home.
[02:23:01.269 --> 02:23:01.929]  Her vineyard.
[02:23:02.429 --> 02:23:04.330]  There's a 10-foot gate around her house.
[02:23:04.670 --> 02:23:06.911]  Only a 4-foot fence at the entrance.
[02:23:07.411 --> 02:23:08.392]  And you are there.
[02:23:08.492 --> 02:23:09.072]  You are welcome.
[02:23:09.092 --> 02:23:11.033]  Now, we don't want our Infowars.com correspondent...
[02:23:11.713 --> 02:23:13.374]  They actually found some illegals.
[02:23:39.386 --> 02:23:48.295]  At Infowars.com, right on the front page, live video, illegal alien caravan arrives at Nancy Pelosi's compound or vineyard.
[02:23:48.376 --> 02:23:51.739]  Let's change it to vineyard, or her house, it's her house, for sanctuary.
[02:23:52.760 --> 02:23:57.245]  And they are establishing a tent city on her property.
[02:23:57.285 --> 02:24:00.308]  So while she's away in Hawaii,
[02:24:02.262 --> 02:24:05.743]  Ladies and gentlemen, you don't see them organizing boats from the mainland Mexico to Hawaii.
[02:24:05.803 --> 02:24:06.023]  No.
[02:24:06.423 --> 02:24:14.826]  While she's away in Hawaii at her other mansion, one of her many mansions, they are there with their new tent city being shut up on Nancy Pelosi's property.
[02:24:15.026 --> 02:24:22.388]  Can we pull up the actual address for TV viewers and radio listeners of her Napa Valley home, Nancy Pelosi's Napa Valley home?
[02:24:23.128 --> 02:24:23.949]  I think so.
[02:24:41.744 --> 02:24:42.424]  Yeah, we got a question.
[02:24:42.444 --> 02:24:44.186]  How many are coming?
[02:24:44.206 --> 02:24:45.767]  How many is the last caravan that we know of?
[02:24:45.787 --> 02:24:45.767]  40,000?
[02:24:45.807 --> 02:24:47.668]  Do we fit 40,000 people here?
[02:25:14.015 --> 02:25:16.257]  We can fit 40,000 people here.
[02:25:19.578 --> 02:25:21.139]  I'm gonna text Laura myself right now.
[02:25:21.159 --> 02:25:22.440]  I'm telling her, please walk over to Will.
[02:25:23.580 --> 02:25:26.442]  And again, we're just... We're just a ragtag group, you know.
[02:25:26.462 --> 02:25:27.042]  Guys, spread the word.
[02:25:27.643 --> 02:25:28.363]  Locks are for bigots.
[02:25:41.676 --> 02:25:45.419]  Again, I want to bring up Peter Schiff of Euro-Pacific Capital.
[02:25:45.959 --> 02:25:48.381]  This was going to happen last hour, now it's happening this hour.
[02:25:49.362 --> 02:25:50.282]  But quite a lot going on.
[02:25:50.302 --> 02:25:58.969]  I think this is very illustrative of people that say they want totally open borders, open walls, no controls, but then certainly there's walls and armed guards at their house.
[02:25:58.989 --> 02:26:01.230]  Of course, I guess they're away with her in Hawaii right now.
[02:26:01.611 --> 02:26:08.756]  I wonder what she's going to do when she learns that Laura Loomer showed up with a van of illegal aliens to build a tent city on her property.
[02:26:12.295 --> 02:26:14.894]  What do you think is going to happen, Peter Schiff, when she discovers that?
[02:26:15.646 --> 02:26:17.467]  Oh, I didn't realize you were asking me that question.
[02:26:17.507 --> 02:26:18.067]  You know, I don't know.
[02:26:18.127 --> 02:26:20.128]  I don't really care what she does on her own property.
[02:26:20.168 --> 02:26:24.670]  In fact, if there can be illegal aliens camping out, I just assume they stay at her house.
[02:26:25.610 --> 02:26:31.512]  You know, because the problem, I guess, with illegals is not the ones that are actually working, but the ones that are coming to be on welfare.
[02:26:32.233 --> 02:26:36.254]  But if Nancy wants to support them herself, well, that's fine with me.
[02:26:36.274 --> 02:26:42.337]  I just don't like it when she wants to ask me to support them or other people to support them who might not want to.
[02:26:44.142 --> 02:26:44.502]  Absolutely.
[02:26:44.522 --> 02:26:45.323]  We're going to break.
[02:26:45.543 --> 02:26:50.767]  We got a little bit late today on our end and on your end about your prediction about what happened in the economy coming through.
[02:26:50.787 --> 02:26:54.530]  Also the Fed backing down on Trump and so much more.
[02:26:54.550 --> 02:26:57.052]  And we'll continue to give people a look at what's happening.
[02:26:57.072 --> 02:27:02.936]  But if they want to go watch the live exclusive feed, the police haven't showed up yet, but I bet they're on their way.
[02:27:03.817 --> 02:27:12.041]  We have both live feeds from Laura Loomer and of course from Will Johnson who's outside the property about 20-30 yards away at InfoWars.com forward slash show.
[02:27:12.401 --> 02:27:14.962]  You obviously want to go to InfoWars.com to the front page.
[02:27:14.982 --> 02:27:15.903]  You get the live video.
[02:27:16.243 --> 02:27:22.846]  Illegal alien caravan arrives at Nancy Pelosi's house for sanctuary while she's away on vacation during the government shutdown.
[02:27:23.226 --> 02:27:24.547]  Tent city being built on her property.
[02:27:24.587 --> 02:27:25.747]  That is literally happening.
[02:27:26.088 --> 02:27:26.668]  Live feed.
[02:27:26.768 --> 02:27:27.768]  InfoWars.com.
[02:27:28.129 --> 02:27:28.989]  NewsWars.com.
[02:27:29.049 --> 02:27:30.650]  Please get the feed.
[02:27:30.970 --> 02:27:33.251]  Please get it out to everyone you
[02:27:33.511 --> 02:27:56.042]  Well, you know, I think it's interesting today, Janet Yellen, you know, former Fed Chair, came out and said that she thinks that the rate hike that we had in September is probably the last rate hike of the cycle.
[02:27:56.583 --> 02:27:58.263]  And she's right, it is the last one.
[02:27:58.283 --> 02:28:01.245]  In fact, I predicted that it would be the last one before they made it.
[02:28:01.625 --> 02:28:26.296]  I said that if the Fed hiked rates in December, that it would be the last hike they would do, and that the next thing they would do is cut rates, and, you know, D. Allen hasn't spoke about that, but I think the Fed is going to be back at zero very quickly, but not only that, I think they're going to have to relaunch quantitative easing, so they're going to abandon all this talk of quantitative hiking, and they're going to go back to quantitative easing, but the bubble is so much bigger now than it was in the past,
[02:28:26.836 --> 02:28:32.139]  They're going to have to do a much bigger amount of this stimulus to try to inflate it.
[02:28:32.519 --> 02:28:35.221]  Of course, it's going to fail in a spectacular fashion.
[02:28:35.241 --> 02:28:39.723]  That's why I said forecasting and inflationary depression, because that's what I think is going to be.
[02:28:39.743 --> 02:28:40.684]  And you've been forecasting.
[02:28:40.704 --> 02:28:44.446]  The Democrats come in massively in 2020, scribbling up even worse.
[02:28:45.146 --> 02:28:48.608]  Yeah, with the Alexander Cortez, Bernie Sanders wave, and then something else happens.
[02:28:48.848 --> 02:28:50.708]  We'll talk about that with Peter Schiff straight ahead.
[02:28:51.149 --> 02:28:53.069]  I'm with Infowars.com and Newswars.com.
[02:28:53.089 --> 02:28:54.410]  This is an action item, listeners.
[02:28:54.770 --> 02:29:00.613]  Live now at Infowars.com, an illegal Iranian caravan is on Pelosi's property building a tent city.
[02:29:00.673 --> 02:29:01.193]  See the video.
[02:29:14.029 --> 02:29:17.850]  Alex Jones has been behind several right-wing conspiracy theories.
[02:29:19.071 --> 02:29:20.812]  And I'm coming!
[02:29:20.932 --> 02:29:23.233]  Paul and Frank Stringini.
[02:29:24.443 --> 02:29:30.444]  ...are a pair of brothers who have a YouTube channel featuring humorous animations and songs that are sometimes provocative and offensive.
[02:29:30.564 --> 02:29:32.845]  They are artists with a message to corporate censors.
[02:29:32.885 --> 02:29:34.285]  Censor us and we will destroy you.
[02:29:34.365 --> 02:29:39.127]  They're also creators of a real video game they made called Alex Jones vs. the NPCs.
[02:29:39.527 --> 02:29:42.107]  You can find the String Genie Bros.
[02:29:42.447 --> 02:29:44.968]  on YouTube, stringgeniebrothers.com.
[02:29:45.168 --> 02:29:50.629]  Creating art, creating literature, creating images, creating ideas is what the establishment's most scared of.
[02:29:50.649 --> 02:29:51.909]  So you guys are the cure.
[02:29:51.989 --> 02:29:54.430]  And what's on your mind here on Christmas Eve, my friends?
[02:29:54.570 --> 02:29:57.830]  Well, the thing that is most on our mind is freedom of speech.
[02:29:58.170 --> 02:30:02.171]  There are all these conglomerates, corporations that want to shut people down, like you.
[02:30:02.191 --> 02:30:08.432]  One of the reasons we were inspired to make the game was because of what they did to you and the way they distorted the truth.
[02:30:09.152 --> 02:30:12.513]  They're supposed to be the people who give us the truth.
[02:30:13.228 --> 02:30:15.289]  But they're spreading lies and misinformation.
[02:30:15.929 --> 02:30:19.530]  And part of what this game is supposed to portray, it's saying a lot of things.
[02:30:20.270 --> 02:30:26.853]  But we are not going to sit by while they take away our freedoms and they tell us what we're allowed to hear or listen to.
[02:30:27.333 --> 02:30:28.193]  We're explorers.
[02:30:28.233 --> 02:30:31.134]  We want to explore the world and know what's out there.
[02:30:31.614 --> 02:30:36.216]  And I'm not going to allow any corporation to tell me I can't hear something like Alex Jones.
[02:30:36.836 --> 02:30:39.137]  If I want to listen to Alex Jones, I'm going to listen to Alex Jones.
[02:30:39.297 --> 02:30:41.858]  The dangerous thing is that they don't realize the dangers.
[02:30:42.158 --> 02:30:45.699]  If they don't allow people to speak, what are people left with?
[02:30:45.899 --> 02:30:46.780]  What comes next?
[02:30:47.040 --> 02:30:48.360]  And so they can't be allowed to win.
[02:30:48.400 --> 02:30:50.401]  And that's why in this game, you can't lose.
[02:30:50.521 --> 02:30:51.702]  Because we're not allowed to lose.
[02:30:51.902 --> 02:30:53.162]  We must win this fight.
[02:30:53.262 --> 02:30:56.603]  You can't kill Alex Jones in this game because we are going to win.
[02:30:56.804 --> 02:30:58.744]  There's no one in the studio right now.
[02:30:58.764 --> 02:31:00.085]  I don't know where they got this.
[02:31:00.965 --> 02:31:02.105]  Crazy tomahawk.
[02:31:02.726 --> 02:31:04.506]  Seriously, what are these doing around the office?
[02:31:05.186 --> 02:31:08.408]  But there's camera 5 about 30 feet away.
[02:31:09.168 --> 02:31:11.689]  The question is, can I hit camera 5?
[02:31:11.729 --> 02:31:13.629]  No training.
[02:31:14.370 --> 02:31:17.030]  The problem is, I could definitely get it, but that light's in my way.
[02:31:17.050 --> 02:31:17.671]  That's alright.
[02:31:19.828 --> 02:31:20.548]  Hit the light!
[02:31:21.268 --> 02:31:22.949]  See, I told you the light was in the way.
[02:31:23.289 --> 02:31:24.669]  Hey, I get three chances.
[02:31:24.709 --> 02:31:26.009]  Bring the hatchet back, please.
[02:31:26.169 --> 02:31:28.910]  Let me see if I can get camera five now, because I was gonna get it.
[02:31:29.470 --> 02:31:30.630]  It's a good 30 feet away.
[02:31:33.371 --> 02:31:34.391]  Hit the TV that time.
[02:31:34.431 --> 02:31:36.872]  All right, we gotta keep going here.
[02:31:37.032 --> 02:31:38.952]  All right, this is the final shot.
[02:31:39.352 --> 02:31:40.673]  If I can't make it now, I'm no good.
[02:31:43.746 --> 02:31:45.747]  Stuck in the wall, but I didn't get it.
[02:31:45.767 --> 02:31:47.027]  Actually, it was all 3D.
[02:31:47.188 --> 02:31:48.048]  None of it was real.
[02:31:48.288 --> 02:31:54.431]  He's not allowed to make new accounts anymore, and he is permanently kicked off the platform.
[02:31:54.491 --> 02:31:55.431]  My heart's big!
[02:31:55.591 --> 02:31:57.732]  It's got hot blood going through it fast!
[02:32:07.139 --> 02:32:12.289]  Hey guys, my name is Savannah Hernandez, and if you're always on the go like me, then you're not always tied to your computer or TV.
[02:32:12.649 --> 02:32:14.693]  So we just released our free InfoWars official app.
[02:32:16.696 --> 02:32:25.701]  The InfoWars official app includes all of our live broadcasts, like War Room with Owen Troyer, Real News with David Knight, and the Holy Grail of podcasts and radio, the Alex Jones Show.
[02:32:26.041 --> 02:32:32.265]  And the best part about the InfoWars official app is that every single time we go live, you get notifications so that you never miss a beat.
[02:32:32.765 --> 02:32:37.588]  So whether you're in the car or on a run, this app makes it easy to keep the InfoWars right in your pocket.
[02:32:38.028 --> 02:32:38.949]  So what are you waiting for?
[02:32:39.629 --> 02:32:41.430]  That's too fast, InfoWars.
[02:32:41.790 --> 02:32:43.231]  Apple banned your app.
[02:32:43.411 --> 02:32:44.632]  I helped, too!
[02:32:44.992 --> 02:32:46.032]  Oh, Oliver.
