[00:00:13.061 --> 00:00:24.465]  From the front lines of the information war, it's Alex Jones.
[00:51:13.414 --> 00:51:18.057]  They all come out of the same swamp that worships authority and the system.
[00:51:18.057 --> 00:51:25.481]  But let's go to this Mark Dice report on Millie Weaver, Infowars.com reporter, and the long, hour-long interview with Brian Stelter.
[00:51:26.377 --> 00:51:35.224]  But it tells you so much in the interview, I've got several coming up, not just this one, where he's like, you know, I'm really busy, but I can talk to you for a minute.
[00:51:35.224 --> 00:51:41.628]  But, you know, we only ban people off my Twitter who are trying to get famous off of me.
[00:51:41.628 --> 00:51:46.432]  And it's such a telltale thing, he says, as if he's the arbiter of who's famous.
[00:51:46.432 --> 00:51:47.413]  He's the arbiter.
[00:51:47.413 --> 00:51:50.915]  His show on the weekend doesn't have 200,000 viewers.
[00:51:50.915 --> 00:51:55.519]  He is a total failure, a New York Times propagandist.
[00:51:57.105 --> 00:52:12.800]  A fake news king, universally reviled, has no viewers, worst ratings on CNN, and he claims Mark Dice, who has videos with 20 million views, 30 million views, average video, half a million views, does four or five videos a day.
[00:52:12.800 --> 00:52:17.085]  That Mark Dice, a media analyst, a degreed journalist, in your system,
[00:52:17.967 --> 00:52:22.970]  That Mark Dice, you blocked him on Twitter because he wanted your fame.
[00:52:22.970 --> 00:52:28.413]  No, he was debating you with disinfo and how you were calling for me to be banned.
[00:52:28.413 --> 00:52:36.038]  And so he said, hey, I challenge you, but because as a man, you're not a man and you couldn't deal with that challenge.
[00:52:36.038 --> 00:52:40.501]  And as you said, Alex Jones is a virus and a disease that must be banned.
[00:52:40.501 --> 00:52:42.442]  When someone challenged you on that,
[00:52:44.059 --> 00:52:52.104]  You say, oh, I only blocked Mark Dice because he wanted my fame.
[00:52:52.104 --> 00:52:55.626]  No, you want everyone else shut down so you think then you'll get fame.
[00:52:55.626 --> 00:52:58.648]  No one likes you, Brian.
[00:52:58.648 --> 00:53:01.170]  You're a little delusional fop, a fraud.
[00:53:01.170 --> 00:53:06.853]  You're a little red tie up in front of a bunch of leftist, lobotomized zombies trying to act cool.
[00:53:06.853 --> 00:53:07.314]  Here he is.
[00:53:08.254 --> 00:53:12.377]  Well, CNN's Brian Stelter tried his hand at stand-up comedy the other day.
[00:53:12.377 --> 00:53:17.682]  He gave a lecture at Kent State University on media ethics.
[00:53:17.682 --> 00:53:22.526]  This is a guy whose weekend show is called Reliable Sources.
[00:53:22.526 --> 00:53:29.751]  After his lecture was over, Millie Weaver, a lovely reporter for Infowars.com, decided to ask him some questions.
[00:53:29.751 --> 00:53:33.334]  Hey Brian, why did you block Mark Dice on Twitter?
[00:53:36.623 --> 00:53:37.104]  First of all, hi.
[00:53:37.104 --> 00:53:37.985]  Hi, nice to meet you.
[00:53:37.985 --> 00:53:39.086]  Thank you for asking questions.
[00:53:39.086 --> 00:53:39.867]  Billy Weaver.
[00:53:39.867 --> 00:53:40.548]  Brian.
[00:53:40.548 --> 00:53:41.469]  Yeah.
[00:53:41.469 --> 00:53:43.431]  They're going to kick us out in a couple minutes, but I'm happy to talk.
[00:53:43.431 --> 00:53:43.711]  Okay, sure.
[00:53:43.711 --> 00:53:45.213]  But I do want to say hi to everybody else, too.
[00:53:45.213 --> 00:53:46.575]  Let me give you a neck close-up.
[00:53:46.575 --> 00:53:47.355]  Oh, thank you.
[00:53:47.355 --> 00:53:48.717]  Some ideas for your show.
[00:53:48.717 --> 00:53:49.458]  Thank you.
[00:53:49.458 --> 00:53:50.159]  Awesome.
[00:53:50.159 --> 00:53:51.740]  So, why did you start Smart Guys?
[00:53:52.941 --> 00:54:00.843]  Sometimes I block people because they're trying to gain fame and stature just by making silly jokes and attacks.
[00:54:00.843 --> 00:54:02.304]  So it's not worth it.
[00:54:02.304 --> 00:54:04.945]  He already has a big following, though.
[00:54:04.945 --> 00:54:06.545]  Yeah, he's okay.
[00:54:06.545 --> 00:54:07.925]  I think his videos are funny.
[00:54:07.925 --> 00:54:09.886]  You like his parodies of you?
[00:54:09.886 --> 00:54:11.446]  I've only watched a couple, but they're pretty funny.
[00:54:11.446 --> 00:54:14.347]  Yeah, okay, so- Look at how uncomfortable he is.
[00:54:14.347 --> 00:54:16.968]  Millie, you're gonna give the poor guy nightmares about me.
[00:54:17.688 --> 00:54:22.252]  Brian, if you think my voiceovers of you are funny, then why did you block me?
[00:54:22.252 --> 00:54:25.294]  You need to man up, bro, and get a sense of humor.
[00:54:25.294 --> 00:54:34.361]  Sounds to me like you're jealous that I'm just one guy on a laptop in my kitchen who's getting a quarter of the viewers of CNN's primetime shows.
[00:54:34.761 --> 00:54:45.705]  Milley went on to ask him why, if he supports the First Amendment and the rights of journalists, would CNN lobby the social media companies to get them to ban Alex Jones?
[00:54:45.705 --> 00:54:51.107]  Do you think that Twitter should unban Alex Jones and info wars?
[00:54:51.107 --> 00:54:51.727]  I don't know.
[00:54:51.727 --> 00:54:54.868]  I think it's a really complicated subject.
[00:54:54.868 --> 00:54:56.189]  I'm not sure what the right answer is.
[00:54:56.189 --> 00:54:59.050]  Journalism though, aren't you against censorship?
[00:54:59.050 --> 00:55:01.431]  What if that slippery slope went against you, Brian?
[00:55:02.851 --> 00:55:04.272]  First of all, I love your photos.
[00:55:04.272 --> 00:55:07.134]  I think it's very smart that you built up a viral following.
[00:55:07.134 --> 00:55:09.236]  What about the question?
[00:55:09.236 --> 00:55:10.116]  Answer the question.
[00:55:10.116 --> 00:55:12.138]  What if that slippery slope went against you?
[00:55:12.138 --> 00:55:13.399]  What if you were the thing?
[00:55:13.399 --> 00:55:19.763]  But that's why I said I don't know if Facebook did the right thing or not.
[00:55:19.763 --> 00:55:21.084]  That's not for me to decide.
[00:55:21.084 --> 00:55:23.526]  That's for Facebook to decide.
[00:55:23.526 --> 00:55:27.009]  CNN has called for some social media sites to crack down on InfoWars and Alex Jones.
[00:55:27.009 --> 00:55:28.650]  CNN has not called for that.
[00:55:28.650 --> 00:55:29.290]  CNN has asked.
[00:55:30.751 --> 00:55:36.035]  So, I think what Oliver did that was so smart was he just asked a really simple question.
[00:55:36.035 --> 00:55:39.858]  Do these pages violate your misinformation policy?
[00:55:39.858 --> 00:55:42.800]  And so, that's actually Facebook's responsibility, not CNN's.
[00:55:42.800 --> 00:55:43.940]  What a snake!
[00:55:43.940 --> 00:55:46.122]  I think what Oliver Darcy did was really smart!
[00:55:46.582 --> 00:55:57.128]  Oliver Darcy's the weasel who literally led the campaign to pressure the social media companies to ban Alex Jones by constantly tattling on him for what he was posting.
[00:55:57.128 --> 00:56:02.011]  Things got even worse for Brian when he was asked why he blocked me on Twitter again!
[00:56:02.011 --> 00:56:04.072]  This time by Caitlin Bennett!
[00:56:04.072 --> 00:56:09.695]  She's the girl whose graduation photo from Kent State went viral because she was posing with an AR-15.
[00:56:11.121 --> 00:56:13.702]  Do you get mad at Mark Dice often?
[00:56:13.702 --> 00:56:14.702]  Robert Mueller, was that?
[00:56:14.702 --> 00:56:16.822]  Do you get mad at Mark Dice often?
[00:56:16.822 --> 00:56:17.983]  I don't- Why'd you block him?
[00:56:17.983 --> 00:56:25.204]  So, so- And then complain to Jack, the CEO of Twitter, that he was bullying you.
[00:56:25.204 --> 00:56:31.786]  Not only is she asking him about why he blocked me on Twitter, but she's sticking an InfoWars microphone right in his face!
[00:56:31.786 --> 00:56:34.666]  He's gonna cry himself to sleep tonight for sure!
[00:56:34.666 --> 00:56:36.687]  If you want to say one thing to Mark Dice, what would it be?
[00:56:37.407 --> 00:56:39.248]  I don't know Mark Dice.
[00:56:39.248 --> 00:56:40.688]  So you don't know who Mark Dice is?
[00:56:40.688 --> 00:56:41.208]  I didn't say that.
[00:56:41.208 --> 00:56:42.729]  I said I don't know Mark Dice personally.
[00:56:42.729 --> 00:56:45.570]  If you had to say one thing to him, what would it be?
[00:56:45.570 --> 00:56:47.290]  So again, very clever stunt.
[00:56:47.290 --> 00:56:47.910]  I love the game.
[00:56:47.910 --> 00:56:50.031]  I think you're very good at the game.
[00:56:50.031 --> 00:56:51.551]  So I respect the player.
[00:56:51.551 --> 00:56:54.032]  I also respect his funny videos.
[00:56:54.032 --> 00:56:55.273]  I've watched a couple of them.
[00:56:55.273 --> 00:56:56.933]  I'm sure he'll dub this one also.
[00:56:56.933 --> 00:56:57.813]  It's funny.
[00:56:57.813 --> 00:56:58.834]  It's not journalism.
[00:56:58.834 --> 00:56:59.714]  I don't care much about it.
[00:57:00.134 --> 00:57:00.915]  But it's funny.
[00:57:00.915 --> 00:57:02.616]  What I do is not journalism.
[00:57:02.616 --> 00:57:06.699]  I happen to have a bachelor's degree in communication from California State University.
[00:57:06.699 --> 00:57:09.141]  I'm a credentialed media analyst, just like you.
[00:57:09.141 --> 00:57:14.945]  Except I decided to keep my integrity and be independent while you went to work for CNN.
[00:57:14.945 --> 00:57:19.429]  The president is constantly lying and spreading conspiracy theories every day.
[00:57:20.169 --> 00:57:21.049]  It's getting worse.
[00:57:21.049 --> 00:57:28.451]  Prove that you're a bigger man than Jim Acosta, who blocked me after I sent him this Scooby-Doo meme about who's really behind the fake news.
[00:57:28.451 --> 00:57:32.652]  If you really do think that my videos are funny, you gotta unblock me, bro.
[00:57:32.652 --> 00:57:34.433]  And we could be Twitter friends.
[00:57:34.433 --> 00:57:41.395]  I even dedicated a whole chapter in my best-selling book, The True Story of Fake News, to your network.
[00:57:41.395 --> 00:57:43.455]  When we come back, folks, we'll start the next hour.
[00:57:43.455 --> 00:57:44.656]  Loren Limmer's coming up.
[00:57:44.656 --> 00:57:48.757]  The DNC just admitted they staged a false flag against themselves with Russian bots.
[00:57:48.757 --> 00:57:49.357]  We'll tell you about it.
[00:57:49.844 --> 00:57:51.765]  Patriots are on the go.
[00:57:51.765 --> 00:57:56.489]  Hard-working Americans need high-quality energy when they're on the run.
[00:57:56.489 --> 00:58:06.936]  And ladies and gentlemen, we have spent years working with top developers to come out with the highest quality protein bar in vanilla coconut and chocolate peanut butter at InfoWarsLife.com.
[00:58:06.936 --> 00:58:11.099]  This is a high-end bar sold for up to six, seven dollars at Whole Foods.
[00:58:11.099 --> 00:58:13.982]  Normally we sell it for three dollars a piece when you get it in the box.
[00:58:14.642 --> 00:58:21.925]  But with the discount we're running right now as an introductory offer, it's $2.40 a bar, no one can top that, and it funds Liberty and the fight against the Globalists.
[00:58:21.925 --> 00:58:25.186]  With 15 grams of protein and so much more, they're amazing.
[00:58:25.186 --> 00:58:34.789]  Secure your box of high-quality InfoWars Life protein bars today, and you will be impressed, and you will reorder them, and you will help fund the operation to break the Globalists back.
[00:58:34.789 --> 00:58:35.630]  It's up to you.
[00:58:35.630 --> 00:58:36.010]  It's easy.
[00:58:36.530 --> 00:58:39.571]  Our grandparents, the great-grandparents, knew that they canned food.
[00:58:39.571 --> 00:58:42.192]  During the falls, they'd have it during the winter.
[00:58:42.192 --> 00:58:45.172]  And that's what I'm talking about at MFootwearStore.com.
[00:58:45.172 --> 00:58:51.394]  With MFootwear Select, it's the full spectrum of my patron supply.
[00:58:51.394 --> 00:58:51.914]  We're the top
[00:59:05.307 --> 00:59:14.452]  Most respected companies out there, but because I private label it, I'm able to go below cost on contracts that all their other distributors aren't able to do.
[00:59:14.452 --> 00:59:19.814]  But I want to be a market leader, and I want you to have storable food, so it's a total win-win.
[00:59:19.814 --> 00:59:22.076]  We have those incredible sell prices back.
[00:59:22.076 --> 00:59:25.597]  InfoWareStore.com on InfoWare Select storable foods.
[00:59:25.597 --> 00:59:27.078]  They've got special diet foods.
[00:59:27.078 --> 00:59:31.060]  They've got three-month supplies, year supplies, week emergency supplies.
[00:59:31.060 --> 00:59:33.281]  They've got so many great products there.
[00:59:33.281 --> 00:59:34.362]  Maybe you've got a three-year supply.
[00:59:34.822 --> 00:59:36.804]  If stuff happens, you can feed your whole block.
[00:59:36.804 --> 00:59:39.326]  It's up to us to be self-sufficient.
[00:59:39.326 --> 00:59:44.349]  You're buying War Bonds, bringing you great products, and together, with God's help, we are unstoppable.
[00:59:44.349 --> 00:59:53.296]  InfoWareStore.com and InfoWare Select, high quality, storable foods powered by my Patriot Supply.
[00:59:53.296 --> 00:59:56.519]  You're listening to the Alex Jones Show.
[01:00:05.374 --> 01:00:10.250]  Defending the Republic from enemies, foreign and domestic.
[01:00:10.250 --> 01:00:11.695]  It's Alex Jones!
[01:00:17.503 --> 01:00:19.123]  You know, here's why I'm so frustrated.
[01:00:19.123 --> 01:00:20.364]  It's in their textbooks.
[01:00:20.364 --> 01:00:21.484]  It's in their own documents.
[01:00:21.484 --> 01:00:38.827]  We've got a scientific elite, funded by big corporations, that wants to unify the planet, under corporate control, and who wants to literally end the family, so humans are just these atomized, biological androids, fully controlled by these control freaks.
[01:00:38.827 --> 01:00:41.728]  And I want to get into a whole host of issues I haven't hit yet.
[01:00:43.680 --> 01:00:47.742]  That ties into the DNC says attempted cyber attack wasn't Russia.
[01:00:47.742 --> 01:00:50.103]  It was a test from Michigan.
[01:00:50.103 --> 01:00:52.505]  And I noticed this just happened again the last month.
[01:00:52.505 --> 01:00:53.685]  It happened again last year.
[01:00:53.685 --> 01:00:55.226]  Got no attention.
[01:00:55.226 --> 01:00:58.288]  I'll tell you about the start of the next segment.
[01:00:58.288 --> 01:00:59.508]  Yeah, that's the article from last year.
[01:00:59.508 --> 01:01:02.030]  I've got another one here.
[01:01:02.030 --> 01:01:02.630]  But right now.
[01:01:06.653 --> 01:01:07.894]  I want to go ahead and go to this.
[01:01:07.894 --> 01:01:11.378]  Tucker Carlson talks about PayPal banning Laura Loomer.
[01:01:11.378 --> 01:01:13.059]  How dangerous is this?
[01:01:13.059 --> 01:01:18.645]  That for your political views, you've got good credit, but they take your banking away.
[01:01:18.645 --> 01:01:19.726]  This is the mark of the beast.
[01:01:19.726 --> 01:01:20.927]  This is the control.
[01:01:20.927 --> 01:01:25.411]  And if Trump doesn't do something about this, then nothing else he does matters.
[01:01:25.411 --> 01:01:25.752]  Here it is.
[01:01:27.262 --> 01:01:29.345]  Activity platforming is ruining people's lives.
[01:01:29.345 --> 01:01:31.488]  I have been banned by Uber.
[01:01:31.488 --> 01:01:32.529]  I've been banned by Lyft.
[01:01:32.529 --> 01:01:36.074]  I've been temporarily banned by Facebook, Venmo, PayPal.
[01:01:36.074 --> 01:01:38.457]  90% of my income came through PayPal.
[01:01:38.457 --> 01:01:40.279]  I've been banned on GoFundMe.
[01:01:40.279 --> 01:01:45.005]  If you want to make money online, and many people do, PayPal is essential.
[01:01:45.646 --> 01:01:54.788]  In a recent interview with the Wall Street Journal, the CEO of PayPal, Dan Shulman, explained that diversity and inclusion are his company's top values.
[01:01:54.788 --> 01:01:56.348]  But of course he doesn't mean it.
[01:01:56.348 --> 01:01:58.529]  He means the opposite.
[01:01:58.529 --> 01:02:06.330]  Like most on the left, what Shulman actually wants is utter conformity, a world where only approved opinions are allowed.
[01:02:06.330 --> 01:02:11.511]  Last year, PayPal banned Alex Jones from using its platform for saying things they didn't like.
[01:02:11.511 --> 01:02:15.432]  They've also banned anti-Muslim activist Laura Loomer, the publication V-Day,
[01:02:15.452 --> 01:02:16.953]  So, we're facing real authoritarianism.
[01:02:16.953 --> 01:02:19.716]  We're facing governments that are unified.
[01:02:19.716 --> 01:02:22.398]  It's the same in Germany, Canada, the US, England, the Netherlands.
[01:02:22.398 --> 01:02:23.959]  We're going to teach your kids they're another sex.
[01:02:23.959 --> 01:02:25.821]  We're going to take them from you and drug them and chop their balls off.
[01:02:45.506 --> 01:02:48.388]  Or inject them with testosterone.
[01:02:48.388 --> 01:02:55.013]  So instead of hiding, giving people syphilis like Tuskegee, we're just gonna do it out in the open.
[01:02:55.013 --> 01:03:10.384]  And we're gonna do it like it's the socially right thing to do, and we're going to punish you if you don't socially do the right thing and follow along with what the establishment wants.
[01:03:10.384 --> 01:03:12.746]  You know, if America and the world puts up with this,
[01:03:13.715 --> 01:03:14.676]  We deserve what we get.
[01:03:14.676 --> 01:03:18.578]  Because I'll tell you, it's a paradox.
[01:03:18.578 --> 01:03:31.147]  An industrial society creates a very cushy living, but it also fosters a lot of weakness.
[01:03:31.147 --> 01:03:37.212]  Mental weakness, moral weakness, and I'm certainly not on a high horse here, but I
[01:03:40.000 --> 01:03:44.524]  I sometimes get why the Bible talks about God just blowing the whole planet up and getting rid of everybody.
[01:03:44.524 --> 01:03:59.596]  Because we shouldn't keep a world going where we abort most our kids and we devil worship and we let people molest kids in mass and it's state runs so kids are only born to be abused by devil worshipers and life is only there for psychotics to enjoy it.
[01:03:59.596 --> 01:04:01.138]  Just end it all then.
[01:04:01.138 --> 01:04:02.319]  Blow it all up.
[01:04:02.319 --> 01:04:03.520]  Burn it all up.
[01:04:03.520 --> 01:04:05.602]  Get rid of it.
[01:04:05.602 --> 01:04:07.223]  Now I don't think we're to that point yet.
[01:04:09.889 --> 01:04:14.030]  But I just see people that are only into personal pleasure.
[01:04:14.030 --> 01:04:19.151]  And look, I enjoy enchiladas or a cold beer next person's as much, but it's not my God.
[01:04:19.151 --> 01:04:20.871]  It doesn't fulfill me at the end of the day.
[01:04:20.871 --> 01:04:30.933]  And all these people that just bow down to their own personal pleasure and fill in their calendar every day with what they think's good for them, they are soulless.
[01:04:30.933 --> 01:04:32.053]  I know these people.
[01:04:32.053 --> 01:04:33.373]  There's nothing there.
[01:04:33.373 --> 01:04:35.934]  They're like retarded in a bad way.
[01:04:37.179 --> 01:04:41.803]  And I just have made the decision that I'm not going to be around Soul of Symphony people anymore.
[01:04:41.803 --> 01:04:44.385]  I want you out of my life!
[01:04:44.385 --> 01:04:45.245]  All of you!
[01:04:45.245 --> 01:04:47.187]  You Hollywood peacocks!
[01:04:47.187 --> 01:04:47.687]  All of you!
[01:04:47.687 --> 01:04:50.990]  I want you to get out of my way!
[01:04:50.990 --> 01:04:54.913]  I don't want to be around you, I don't like you, and I hope you die!
[01:04:54.913 --> 01:04:55.493]  Die!
[01:04:58.800 --> 01:05:04.205]  You know, the worst part about getting old and I'm still strong at 45 is that I won't be there for my children someday.
[01:05:04.205 --> 01:05:06.006]  That's why I need to make them strong now.
[01:05:06.006 --> 01:05:07.768]  Now, I can be there for my children.
[01:05:07.768 --> 01:05:09.609]  Now, I can make them strong.
[01:05:09.609 --> 01:05:11.251]  Now, I can instruct them.
[01:05:11.251 --> 01:05:12.972]  Now, I can teach them what I've learned.
[01:05:12.972 --> 01:05:13.973]  But not once I'm gone.
[01:05:14.073 --> 01:05:19.196]  You think in this digital age, your word's going forever, but now they're even better at getting rid of what you said they were before.
[01:05:19.196 --> 01:05:24.800]  It's so much easier to burn video or text or languages now that we have high-tech book burning, isn't it?
[01:05:24.800 --> 01:05:28.442]  But I have joined my will to the resistance.
[01:05:28.442 --> 01:05:33.426]  I can't be destroyed now, as long as I realize I've done right and as long as the people know the truth.
[01:05:33.426 --> 01:05:40.210]  And you can't be destroyed either, as long as you bind yourself to something and commit to it and go through the fire for it.
[01:05:40.290 --> 01:05:44.074]  There is a magic that then takes place that transcends space and time.
[01:05:44.074 --> 01:05:51.683]  When you commit via word of mouth, or to pray for us, or to spread our articles and videos, that overrides everything the enemy's doing.
[01:05:51.683 --> 01:05:58.310]  So please now, commit to support InfoWars however you can, and realize your provision to InfoWars is your own provision.
[01:06:09.651 --> 01:06:15.956]  From the front lines of the information war, it's Alex Jones.
[01:06:15.956 --> 01:06:26.563]  You know, there was a big educational process that happened last Wednesday.
[01:06:26.563 --> 01:06:31.006]  Joe Rogan, undoubtedly the biggest podcast in the world.
[01:06:31.006 --> 01:06:33.028]  His regular shows reach about 10 million people.
[01:06:35.376 --> 01:06:39.958]  He had me on and immediately YouTube would not allow it to be shared.
[01:06:39.958 --> 01:06:41.998]  YouTube blocked it from the front page.
[01:06:41.998 --> 01:06:47.640]  Despite that, it's got like seven and a half million views on YouTube, about 15 million views on iTunes.
[01:06:47.640 --> 01:06:49.081]  Other platforms are five million.
[01:06:49.081 --> 01:06:54.683]  So we're talking about, we're talking about already one of the top podcasts that Joe has ever done.
[01:06:54.683 --> 01:06:58.424]  We're already talking about that.
[01:06:58.424 --> 01:07:04.106]  But it just shows how the system doesn't know what to do or how to handle that.
[01:07:05.845 --> 01:07:10.649]  Because people are hungry for real discussion and people that don't have filters.
[01:07:10.649 --> 01:07:12.591]  So that's coming up next segment ahead of Laura Loomer.
[01:07:12.591 --> 01:07:17.095]  We're going to play some of those segments and talk about it.
[01:07:17.095 --> 01:07:23.200]  But it was number one on Google, number one on YouTube, but it was blocked in both.
[01:07:23.200 --> 01:07:27.143]  Now last time I was on Joe, two years ago, it was blocked on iTunes.
[01:07:27.143 --> 01:07:28.764]  They didn't block it there.
[01:07:28.764 --> 01:07:30.286]  Four or five days later, it's number one.
[01:07:31.847 --> 01:07:34.508]  15 million views, whatever it is, it's growing.
[01:07:34.508 --> 01:07:36.008]  That's just on one platform.
[01:07:36.008 --> 01:07:39.149]  Number one, despite suppression.
[01:07:39.149 --> 01:07:44.690]  And the suppressed four hour plus podcast is on Infowars.com and Newswars.com.
[01:07:44.690 --> 01:07:51.672]  Go hear what they don't want you to know and the full system, what the elites believe.
[01:07:51.672 --> 01:07:59.854]  Not what they put out on the news, but what they believe at the end of the day, what they're involved in.
[01:07:59.854 --> 01:08:00.634]  And you're going to find out.
[01:08:04.312 --> 01:08:06.894]  I'll get into that next segment when Laura Loomer joins us.
[01:08:06.894 --> 01:08:13.858]  And I want to tie it into, federal government extends contracts to make human-animal hybrids.
[01:08:13.858 --> 01:08:15.880]  That's mainstream news.
[01:08:15.880 --> 01:08:19.462]  See, suddenly it's just kind of like, yeah, okay, they got the human-animal hybrids.
[01:08:19.462 --> 01:08:21.063]  We'll show them to us.
[01:08:21.063 --> 01:08:22.264]  What are you doing with them?
[01:08:22.264 --> 01:08:26.187]  See, they don't want that debate.
[01:08:26.187 --> 01:08:32.391]  And all I've ever done is believed in you and believed that if we had a debate about what's already been going on for a long time, you'd know.
[01:08:36.840 --> 01:08:41.366]  That's why I get so pissed is I'm not mad at the crew or you or the audience.
[01:08:41.366 --> 01:08:42.587]  I'm kind of sick of this.
[01:08:42.587 --> 01:08:43.148]  You know what I mean?
[01:08:43.148 --> 01:08:45.771]  I've been doing this 23 years, 24 years.
[01:08:45.771 --> 01:08:50.597]  I'm so sick of knowing what the globalists are doing and how to beat them.
[01:08:50.597 --> 01:08:55.423]  And then sitting back and watching people like they have had their eyeballs gouged out.
[01:08:55.423 --> 01:08:56.144]  And they're and they're
[01:08:57.560 --> 01:09:09.949]  Eardrums gouged out, not seeing or hearing or tasting or smelling or touching, when it's all completely obvious there's an anti-human, anti-God, anti-family agenda going on that is screwing everyone over.
[01:09:09.949 --> 01:09:20.116]  We're under total attack by psychotics that run major institutions, and now they're literally trying to end the family itself to conquer us, and we're putting up with it!
[01:09:25.854 --> 01:09:30.316]  There's a lot of good news too, so I should be more positive.
[01:09:30.316 --> 01:09:35.478]  So let's go ahead and play a few minutes of Tucker Carlson before he got Donald Trump Jr.
[01:09:35.478 --> 01:09:37.659]  on last week.
[01:09:37.659 --> 01:09:44.022]  And where they said the whole 20 minute interview, the cavalry's coming, Trump knows conservatives are being censored, we're gonna do something.
[01:09:44.022 --> 01:09:46.363]  Well, at least you know people are pissed.
[01:09:46.363 --> 01:09:51.346]  So that's Trump trying to get people out there watching, understand he's gonna do something good.
[01:09:52.216 --> 01:09:55.197]  Because, you know, the President can declare an emergency on the border.
[01:09:55.197 --> 01:09:56.777]  That's in the Constitution.
[01:09:56.777 --> 01:09:58.578]  I can't believe Rand Paul says he can.
[01:09:58.578 --> 01:09:59.698]  Or Justin Amash.
[01:09:59.698 --> 01:10:01.599]  They're trying to get points with the media.
[01:10:01.599 --> 01:10:05.840]  But see, Trump shouldn't try to do it through the 76 law.
[01:10:05.840 --> 01:10:08.141]  Because then you can debate Congress's funding.
[01:10:08.141 --> 01:10:12.502]  Under an emergency, the President's job is the border.
[01:10:12.502 --> 01:10:14.043]  And so I agree with constitutional lawyer
[01:10:16.656 --> 01:10:21.018]  Stuart Rhodes, he should have just gone straight up with the Constitution instead of a law.
[01:10:21.018 --> 01:10:24.360]  But that's how his lawyers tricked him, and it's the only way he can be beaten on that.
[01:10:24.360 --> 01:10:28.722]  But to say the President can't defend the border from invasion, that's unconstitutional?
[01:10:28.722 --> 01:10:32.484]  Well then the whole country's unconstitutional!
[01:10:32.484 --> 01:10:34.965]  Here's Tucker Carlson on the attack on the First Amendment.
[01:10:35.762 --> 01:10:39.087]  There are some negative things that you could say about Donald Trump.
[01:10:39.087 --> 01:10:42.172]  What's interesting is that the left almost never says them.
[01:10:42.172 --> 01:10:49.905]  Instead, they spend a lot of time telling you how Trump is a fascist who poses an imminent and terrifying threat to our constitutional order.
[01:10:50.891 --> 01:10:52.572]  Sounds pretty scary.
[01:10:52.572 --> 01:10:54.253]  Is it true?
[01:10:54.253 --> 01:11:00.877]  Well, consider the major freedoms protected by our Bill of Rights, the document that makes America distinct from all other countries.
[01:11:00.877 --> 01:11:07.241]  Freedom of speech, freedom of worship, the right to keep and bear arms, due process under the law.
[01:11:07.241 --> 01:11:09.923]  Now, take a close look at today's news.
[01:11:09.923 --> 01:11:13.385]  Who exactly is threatening those freedoms?
[01:11:13.385 --> 01:11:14.206]  Is it Donald Trump?
[01:11:15.410 --> 01:11:18.432]  Whatever his faults, it is not Donald Trump.
[01:11:18.432 --> 01:11:19.853]  It is the left.
[01:11:19.853 --> 01:11:23.075]  And they are doing it more aggressively than they ever have before.
[01:11:23.075 --> 01:11:27.338]  As usual, their critique of Trump is pure projection.
[01:11:27.338 --> 01:11:33.422]  If you want to know what the left is actually doing, listen to the way they attack other people.
[01:11:33.422 --> 01:11:35.243]  Start with a foundational freedom.
[01:11:35.243 --> 01:11:36.204]  Speech.
[01:11:36.204 --> 01:11:38.706]  If they can tell you what to say, you are not free.
[01:11:38.706 --> 01:11:40.927]  There is nothing they can't make you do.
[01:11:40.927 --> 01:11:42.788]  That's where the founders put it first.
[01:11:42.788 --> 01:11:45.070]  It's the freedom that comes before all others.
[01:11:45.630 --> 01:11:49.294]  The left has spent decades trying to weaken the First Amendment.
[01:11:49.294 --> 01:11:56.302]  They've done it in the sneakiest way possible by creating phony hate speech exemptions out of thin air.
[01:11:56.302 --> 01:12:00.307]  So far the courts have not accepted this idea that the idea that you can limit speech
[01:12:00.427 --> 01:12:00.647]  I think?
[01:12:22.285 --> 01:12:31.428]  In a recent interview with the Wall Street Journal, the CEO of PayPal, Dan Shulman, explained that diversity and inclusion are his company's top values.
[01:12:31.428 --> 01:12:32.988]  But of course, he doesn't mean it.
[01:12:32.988 --> 01:12:35.189]  He means the opposite.
[01:12:35.189 --> 01:12:42.971]  Like most on the left, what Shulman actually wants is utter conformity, a world where only approved opinions are allowed.
[01:12:42.971 --> 01:12:47.652]  Last year, PayPal banned Alex Jones from using its platform for saying things they didn't like.
[01:12:48.152 --> 01:12:58.116]  They've also banned anti-Muslim activist Laura Loomer, the publication VDARE, and a number of other people and organizations whose speech they believe should be silenced.
[01:12:58.116 --> 01:13:03.718]  Shulman admitted that his company takes guidance on who to ban from the Southern Poverty Law Center.
[01:13:03.718 --> 01:13:10.281]  That's an entirely fraudulent organization that works as an arm of the Democratic National Committee.
[01:13:10.281 --> 01:13:11.621]  And then it got Don Jr.
[01:13:11.621 --> 01:13:14.423]  on to say, we know this is wrong, the cavalry are coming.
[01:13:14.423 --> 01:13:15.203]  Well, here's the deal.
[01:13:16.516 --> 01:13:23.040]  We have under Commerce Clauses, we have it under Racketeering Clauses, we have it under Antitrust Clauses.
[01:13:23.040 --> 01:13:35.668]  It's cut and dry that the Democrats are publicly organized, harassing and attacking and suing and shutting down all their competition in coordinated operations.
[01:13:35.668 --> 01:13:41.011]  So, I love a lot of what Trump's doing, but the First Amendment comes first.
