[00:00:09.586 --> 00:00:11.450]  Yeah.
[02:12:59.900 --> 02:13:00.700]  We've tried it loving.
[02:13:00.840 --> 02:13:01.661]  We've tried it with peace.
[02:13:02.021 --> 02:13:04.003]  We've done everything to try to save these people.
[02:13:04.964 --> 02:13:05.965]  They cannot be saved.
[02:13:06.105 --> 02:13:07.266]  They are totally brainwashed.
[02:13:07.446 --> 02:13:08.827]  They are going to sink with this ship.
[02:13:10.329 --> 02:13:12.851]  And we have to remain steadfast and realize what we're in this for.
[02:13:13.431 --> 02:13:14.392]  And that's going to be the key.
[02:13:15.793 --> 02:13:19.637]  Most people aren't going to understand what this historically significant time is.
[02:13:20.930 --> 02:13:22.411]  They have no idea.
[02:13:23.332 --> 02:13:28.496]  They have no idea what history books are going to write about the eight years Trump was president.
[02:13:28.536 --> 02:13:31.759]  They have no idea what the history books are going to end up writing about Obama.
[02:13:33.920 --> 02:13:35.101]  Oh my goodness, folks.
[02:13:35.602 --> 02:13:38.624]  I mean, we are at the precipice.
[02:13:38.804 --> 02:13:44.789]  We have almost reached the climax in the great story of the second American Revolution.
[02:13:45.329 --> 02:13:47.391]  I mean, we are starting to climb it right now.
[02:13:51.701 --> 02:14:03.045]  But just as our role increases and becomes more important, in the balance of the universe, in the yin and yang analogy, the left will also respond.
[02:14:04.145 --> 02:14:19.111]  And they will get more violent, they will get more hateful, they will get more vitriolic, and believe it or not, they will actually disintegrate and degenerate even lower and more than they already have.
[02:14:21.010 --> 02:14:23.151]  You think Trump derangement syndrome is bad now, folks?
[02:14:24.132 --> 02:14:27.674]  Wait till the president starts moving against Obama legally.
[02:14:27.914 --> 02:14:29.415]  Wait till indictments start rolling.
[02:14:29.875 --> 02:14:32.277]  Wait till they reinvestigate the Clinton email investigation.
[02:14:32.697 --> 02:14:36.820]  Wait till it comes out all the perjury of James Comey and Clapper and Brennan and all of them.
[02:14:39.241 --> 02:14:44.744]  Like a body, and it's a body politic, fights a disease for survival.
[02:14:46.432 --> 02:14:58.984]  All the street minions out there, all the brainwashed leftists, all the brain-dead progressive liberals, like a body-shock response, will go into action.
[02:15:00.025 --> 02:15:01.566]  They're not even in control anymore.
[02:15:01.827 --> 02:15:03.608]  Metaphysically, they're not even in control.
[02:15:04.149 --> 02:15:10.374]  As soon as they see Obama go down, and as soon as they see Trump responsible for it, they will go into absolute fits of madness.
[02:15:11.195 --> 02:15:32.520]  And they will hit the streets, and they will get violent, and they will get hateful, and they will attack you, and they will use all of the information that they have been putting together for the last two years, using Twitter to get your personal information, using Facebook to get your personal information, using whoever they have left in stay-behind networks at the NSA to get your personal information, and they will start launching personal attacks on people.
[02:15:32.700 --> 02:15:38.842]  And they will start coming to your house, they will start threatening your family, they will start sending their minions
[02:15:39.704 --> 02:15:40.965]  I don't know.
[02:16:02.724 --> 02:16:08.650]  In a time where your body is constantly under attack by outside toxins, irregularity can be a nightmare.
[02:16:08.850 --> 02:16:15.035]  That's why InfoWars Life created Regulize Complete to relieve intestinal issues in a gentle way.
[02:16:15.356 --> 02:16:17.858]  Often a result of poor diet and lifestyle habits.
[02:16:18.078 --> 02:16:21.481]  An occasionally constipated colon can cause massive problems.
[02:16:21.781 --> 02:16:27.987]  Our researchers combined ancient ingredients traditionally used to combat these issues in an affordable way.
[02:16:28.267 --> 02:16:34.313]  Other harsh, stimulant laxatives can create massive discomfort in trying to solve intestinal issues.
[02:16:34.833 --> 02:16:41.816]  But Regulize Complete was made to be taken in a daily overnight colon cleanse to help you reach optimal gut and colon health.
[02:16:42.076 --> 02:16:48.940]  Our gentle, natural laxative, unlike other laxative products, our low dose is safe enough for year-round consumption.
[02:16:49.140 --> 02:16:53.522]  Don't let intestinal distress and occasional constipation get the jump on you.
[02:16:54.002 --> 02:17:02.126]  Start your colon cleansing for a healthier, happier gut today with Regulize Complete, available at infowarestore.com.
[02:17:11.863 --> 02:17:20.268]  By leaps and by bounds, the number one best-selling supplement family in the world is energy drinks and energy supplements.
[02:17:20.868 --> 02:17:30.915]  But they are riddled with dyes and toxins and synthetic caffeines and other chemicals that sure get you a quick boost, but burn out in just a few hours and have terrible side effects.
[02:17:30.955 --> 02:17:39.480]  We have developed, hands down from our research, the most powerful, healthy energy drink pre-workout and beyond system in the world.
[02:17:40.333 --> 02:17:41.273]  There's nothing else like it.
[02:17:41.654 --> 02:17:42.694]  You must experience it.
[02:17:42.814 --> 02:17:44.875]  It is a total game-changer.
[02:17:44.895 --> 02:17:49.137]  It comes in easy-to-use packets to mix in with fruit juice or water, whatever you'd like.
[02:17:49.817 --> 02:17:51.258]  Warning, though, it's very, very strong.
[02:17:51.338 --> 02:17:52.318]  It lasts 10 hours.
[02:17:52.818 --> 02:17:58.961]  So take a half-pack the first time you take it because TurboForce is named TurboForce because it will take you into overdrive.
[02:17:59.501 --> 02:18:00.982]  TurboForce at MForceLife.com.
[02:18:02.318 --> 02:18:08.303]  The scientists at Infowars Life have created a powerful formula for inflammatory support and joint support.
[02:18:08.683 --> 02:18:11.285]  Discover the power of ancient medicine with Bades.
[02:18:11.906 --> 02:18:15.349]  Bades contains one of the most potent forms of turmeric available.
[02:18:15.609 --> 02:18:19.873]  Turmeric has been used for thousands of years and is one of the most studied herbals today.
[02:18:20.313 --> 02:18:23.556]  It is well known in traditional medicine for its soothing properties.
[02:18:24.456 --> 02:18:34.681]  Our pure turmeric extract plus piperine from Black Pepper makes for optimal absorption to help boost and support your flexibility, mobility, joint function, immune system, and so much more.
[02:18:35.461 --> 02:18:44.005]  Regular turmeric root from the store only contains 1-5% of active ingredients, but our turmeric root extract contains over 95% of the active ingredients.
[02:18:45.626 --> 02:18:54.170]  Bodies combines turmeric with organic herbs such as spearmint, sage, lemon balm, and thyme to work synergistically for full body support.
[02:18:54.670 --> 02:18:58.953]  Try Bodies today at infowarslife.com or call us at 1-888-253-3139.
[02:19:05.413 --> 02:19:14.701]  One of the most incredible cups of coffee can be found in the high mountains of southern Mexico, where the Chiapas farmers have spent years perfecting their techniques.
[02:19:15.162 --> 02:19:26.212]  Based off hundreds of years of traditional techniques and perfect conditions, we've sourced only the best to provide you with our Immune Support and Wake Up America Patriot Blend Coffee.
[02:19:26.872 --> 02:19:32.456]  Ancient Mayan knowledge is paired with the natural fertility of the land to generate the world's finest coffee bean.
[02:19:33.037 --> 02:19:44.666]  Carefully harvested and free of toxic chemicals used in big agricultural productions, Patriot Blend coffees have a smooth, bold flavor with great depth to give you just what you need in the morning.
[02:19:44.906 --> 02:19:52.792]  You can even choose to start your morning healthier with the Immune Support Blend, infused with a powerful blend to support your immune response and stamina.
[02:19:53.112 --> 02:19:55.335]  It's time to take care of your morning routine.
[02:19:55.355 --> 02:20:01.824]  Get a bag of Patriot Blunt coffee to support the show while enhancing your morning routine at InfoWarsTore.com.
[02:20:06.350 --> 02:20:08.974]  You're listening to the Alex Jones Show.
[02:20:59.352 --> 02:21:00.332]  Oh my gosh.
[02:21:01.353 --> 02:21:02.833]  Welcome back to the Alex Jones Show.
[02:21:08.935 --> 02:21:16.538]  See, I hadn't gone back and watched my live stream that I did earlier from the baby murder rally that we had here, and they were just pulling it up.
[02:21:16.698 --> 02:21:17.718]  My God.
[02:21:23.937 --> 02:21:24.958]  Just give it up to God.
[02:21:25.238 --> 02:21:26.159]  You know, what are you gonna do?
[02:21:26.720 --> 02:21:28.702]  People out here dancing for baby murder, man.
[02:21:29.503 --> 02:21:29.863]  Literally.
[02:21:31.024 --> 02:21:31.364]  Literally.
[02:21:31.384 --> 02:21:34.007]  I just couldn't believe it.
[02:21:35.628 --> 02:21:35.949]  Alright.
[02:21:40.373 --> 02:21:40.934]  The big news.
[02:21:42.267 --> 02:21:43.988]  Trump is getting ready to move against the deep state.
[02:21:44.048 --> 02:21:47.549]  Hopefully he has enough people that have his back that we're actually going to find some justice here.
[02:21:47.849 --> 02:21:49.250]  If not, Trump won't win again in 2020.
[02:21:49.850 --> 02:22:00.734]  If he does, and he does bring down indictments and arrest the deep state traitors like Obama and Brennan and Clapper, then he will win in 2020 and the whole world will be a better place.
[02:22:02.835 --> 02:22:07.817]  But we're starting to get into that hemisphere now.
[02:22:08.978 --> 02:22:09.798]  We're starting.
[02:22:09.878 --> 02:22:11.759]  We just penetrated that hemisphere.
[02:22:13.041 --> 02:22:31.373]  And so now we're kind of learning about the atmosphere, testing, seeing what's going on, and then getting ready to find out what we need to do and how we need to respond to this.
[02:22:32.774 --> 02:22:40.199]  But we're just getting into the hemisphere now, so we'll find out what the President has in store and then how we need to act in response.
[02:22:41.328 --> 02:22:57.022]  You also got, and so here's the crazy thing, is it just a coincidence that right now as we enter this hemisphere of moving against all the traitors and treason that has gone on in this country for so long that now Julian Assange is coming to the states?
[02:22:57.862 --> 02:22:59.304]  I mean, is that just a coincidence?
[02:22:59.644 --> 02:23:00.765]  Is that just providence?
[02:23:00.905 --> 02:23:02.106]  I mean, that's amazing!
[02:23:02.326 --> 02:23:03.087]  What are the odds of that?
[02:23:04.408 --> 02:23:05.149]  And so here we go!
[02:23:06.662 --> 02:23:07.762]  But let's first roll this clip.
[02:23:07.802 --> 02:23:13.804]  Now look, I want everyone watching this to take this 60 second boil down and put it everywhere.
[02:23:14.024 --> 02:23:16.825]  Put it all over your YouTube, all over your Facebook, all over Twitter.
[02:23:17.265 --> 02:23:19.066]  This is the key right here.
[02:23:20.446 --> 02:23:25.988]  And what we need to do is we need to apply pressure on the President to make sure he follows through.
[02:23:26.528 --> 02:23:29.869]  President Trump, move against these people.
[02:23:30.189 --> 02:23:31.469]  Move against Obama.
[02:23:31.809 --> 02:23:32.970]  Move against the deep state.
[02:23:33.210 --> 02:23:34.170]  We got your back!
[02:23:35.154 --> 02:23:36.895]  We got your back, President!
[02:23:37.675 --> 02:23:38.856]  Move against these people!
[02:23:39.136 --> 02:23:46.000]  And if you've got corrupt bureaucrats and corrupt politicians that are traitors and aren't going to have your back, f**k them!
[02:23:47.580 --> 02:23:48.441]  We got your back!
[02:23:49.361 --> 02:23:57.846]  So, take this clip, this 60 seconds, Barr saying Obama spied, yep, and Trump saying it was treason, we're moving against him.
[02:23:58.146 --> 02:23:59.987]  This is the powerful clip, please share it.
[02:24:01.292 --> 02:24:05.939]  I think spying on a political campaign is a big deal.
[02:24:05.959 --> 02:24:06.861]  It's a big deal.
[02:24:07.421 --> 02:24:11.347]  So you're not suggesting, though, that spying occurred?
[02:24:17.754 --> 02:24:18.234]  I guess you could.
[02:24:18.995 --> 02:24:20.616]  I think there was a spying did occur.
[02:24:21.096 --> 02:24:22.677]  Yes, I think spying did occur.
[02:24:23.157 --> 02:24:27.459]  I am not saying that improper surveillance occurred.
[02:24:27.479 --> 02:24:32.482]  I'm saying that I am concerned about it and looking into it.
[02:24:32.642 --> 02:24:33.082]  That's all.
[02:24:33.662 --> 02:24:45.046]  Hopefully the Attorney General, he mentioned it yesterday, he's doing a great job getting started on going back to the origins of exactly where this all started.
[02:24:45.426 --> 02:24:47.627]  Because this was an illegal witch hunt.
[02:24:48.207 --> 02:24:49.247]  And everybody knew it.
[02:24:49.528 --> 02:24:50.488]  And they knew it too.
[02:24:50.808 --> 02:24:51.728]  And they got caught.
[02:24:52.148 --> 02:24:53.829]  And what they did was treason.
[02:24:55.410 --> 02:24:56.810]  So that's it folks, that's the sign.
[02:24:58.631 --> 02:24:59.231]  That's your warning.
[02:25:00.233 --> 02:25:01.514]  You're driving on the highway.
[02:25:01.594 --> 02:25:02.335]  You're on a road trip.
[02:25:02.375 --> 02:25:03.536]  You're driving down the interstate.
[02:25:05.057 --> 02:25:09.901]  You're coming to my Stop Government Funding a Planned Parenthood rally on May 26th.
[02:25:10.341 --> 02:25:11.262]  You're taking a road trip.
[02:25:11.823 --> 02:25:12.623]  You're driving through.
[02:25:12.743 --> 02:25:14.085]  You're transferring into Texas.
[02:25:14.125 --> 02:25:14.865]  And there's the sign.
[02:25:14.885 --> 02:25:15.626]  And what does it say?
[02:25:16.186 --> 02:25:17.588]  You're now crossing state lines.
[02:25:17.888 --> 02:25:19.489]  You're now entering the state of Texas.
[02:25:19.689 --> 02:25:21.130]  You're now in the Lone Star State.
[02:25:21.371 --> 02:25:22.231]  Welcome to Texas.
[02:25:22.512 --> 02:25:23.352]  And so that's the sign.
[02:25:23.392 --> 02:25:24.493]  Now you know you're in Texas.
[02:25:25.234 --> 02:25:26.315]  Just got out of Oklahoma.
[02:25:26.575 --> 02:25:27.356]  Now I'm in Texas.
[02:25:29.591 --> 02:25:32.212]  That video right there, that's your sign folks.
[02:25:33.312 --> 02:25:38.154]  You've just entered the hemisphere of going against the treason, the traitors.
[02:25:38.454 --> 02:25:41.955]  You've just entered the age of Trump moving against the traitors.
[02:25:42.215 --> 02:25:45.976]  You've just entered the hemisphere of all the corruption of Obama coming out.
[02:25:46.297 --> 02:25:47.257]  You have just entered
[02:25:48.567 --> 02:25:51.850]  The time where we start to move against all the traitors in government.
[02:25:52.110 --> 02:25:53.071]  You have just entered.
[02:25:53.451 --> 02:25:56.474]  Welcome to America where we're actually fighting back against the treason.
[02:25:56.734 --> 02:25:59.937]  You have just entered William Barr Attorney General territory.
[02:25:59.997 --> 02:26:01.158]  Will he move against the deep state?
[02:26:01.198 --> 02:26:01.538]  You get it?
[02:26:01.718 --> 02:26:02.439]  That's the sign.
[02:26:02.679 --> 02:26:12.007]  You've now entered the Cold Civil War coming to fruition and now Trump finally fighting back.
[02:26:14.229 --> 02:26:15.150]  Let's roll it one more time.
[02:26:16.462 --> 02:26:23.949]  President Trump has just announced they're about to investigate the sedition and treason that Barack Obama was behind.
[02:26:25.110 --> 02:26:29.774]  I think spying on a political campaign is a big deal.
[02:26:30.054 --> 02:26:30.695]  It's a big deal.
[02:26:31.235 --> 02:26:35.199]  So you're not suggesting, though, that spying occurred?
[02:26:37.341 --> 02:26:38.401]  I don't... Well...
[02:26:41.559 --> 02:26:42.059]  I guess you could.
[02:26:42.819 --> 02:26:44.440]  I think there was a spying did occur.
[02:26:44.920 --> 02:26:46.501]  Yes, I think spying did occur.
[02:26:46.981 --> 02:26:51.282]  I am not saying that improper surveillance occurred.
[02:26:51.302 --> 02:26:56.284]  I'm saying that I am concerned about it and looking into it.
[02:26:56.444 --> 02:26:56.884]  That's all.
[02:26:57.484 --> 02:27:08.853]  Hopefully the Attorney General, he mentioned it yesterday, is doing a great job getting started on going back to the origins of exactly where this all started.
[02:27:09.253 --> 02:27:11.435]  Because this was an illegal witch hunt.
[02:27:12.035 --> 02:27:13.076]  And everybody knew it.
[02:27:13.356 --> 02:27:14.277]  And they knew it too.
[02:27:14.637 --> 02:27:15.558]  And they got caught.
[02:27:15.978 --> 02:27:17.660]  And what they did was treason.
[02:27:18.600 --> 02:27:21.503]  Now folks, I'll be honest with you, as we've just entered this hemisphere.
[02:27:23.331 --> 02:27:32.997]  The fact that right now it all hinges potentially on the Attorney General William Barr, who is a Bushite, doesn't make me too comfortable.
[02:27:33.918 --> 02:27:35.339]  I'll be honest, that's a squeaky hinge.
[02:27:37.360 --> 02:27:48.368]  But the fact that hinge is there and that the door is being opened is enough right now to put out the clarion call
[02:27:49.403 --> 02:27:53.164]  Donald Trump is moving against the Obama administration's treason.
[02:27:54.764 --> 02:27:56.784]  Does it hinge on William Barr in the moment?
[02:27:56.984 --> 02:27:57.244]  Yes.
[02:27:57.684 --> 02:28:01.805]  Have we entered the hemisphere of the treasonous traitors being investigated?
[02:28:02.165 --> 02:28:02.445]  Yes.
[02:28:03.225 --> 02:28:04.146]  Do we know what that means?
[02:28:04.526 --> 02:28:05.046]  Not yet.
[02:28:05.686 --> 02:28:06.986]  We're testing the atmosphere.
[02:28:08.006 --> 02:28:10.267]  We're gathering the data from the environment.
[02:28:11.627 --> 02:28:17.368]  But what we know, and what we're learning, is it's about to get hot.
[02:28:18.550 --> 02:28:23.933]  And you better believe, folks, I mean, you've seen what these people have done just by Trump getting elected.
[02:28:24.653 --> 02:28:38.700]  Imagine what they'll do when he moves against Obama, when he moves against Clinton, when he moves against all their crimes, and when he gets set to release to the public the absolute total proof of the treason from the Obama administration.
[02:28:39.101 --> 02:28:40.661]  It wasn't just Barack Obama, folks.
[02:28:42.362 --> 02:28:43.703]  But he was the head of the party.
[02:28:43.963 --> 02:28:44.744]  He was the president.
[02:28:45.264 --> 02:28:47.305]  He's gonna be the big name to fall.
[02:28:48.337 --> 02:28:53.220]  And he is the demagogue of the left liberal progressive movement.
[02:28:53.940 --> 02:28:56.101]  You think they've been hateful, violent, and vitriolic?
[02:28:56.822 --> 02:28:59.023]  Wait till they see Obama in shackles.
[02:28:59.763 --> 02:29:00.824]  They will go crazy.
[02:29:07.687 --> 02:29:10.669]  Please go to Infowarsstore.com and take advantage of these huge specials.
[02:29:11.009 --> 02:29:12.270]  You know, yesterday I did something...
[02:29:13.545 --> 02:29:19.167]  And I had a bunch of people tweeting at me all the products that they've purchased, and it was just incredible.
[02:29:19.187 --> 02:29:22.908]  I mean, you guys are so amazing for supporting us at InfowarsStore.com.
[02:29:23.388 --> 02:29:28.370]  And so we want to give back, and we want you to get the best deals when we have these specials.
[02:29:28.810 --> 02:29:34.696]  That's one of the top selling supplements.
[02:29:34.716 --> 02:29:35.237]  People love it.
[02:29:35.377 --> 02:29:35.757]  I love it.
[02:29:35.877 --> 02:29:38.099]  Brain Force Plus is 60% off.
[02:29:38.139 --> 02:29:39.941]  That may be our number one selling supplement.
[02:29:39.961 --> 02:29:41.423]  I mean, we don't have to sell it 60% off.
[02:29:41.463 --> 02:29:43.024]  We do because we want you to get a good deal.
[02:29:43.084 --> 02:29:44.546]  We want you to take advantage of these specials.
[02:29:44.686 --> 02:29:49.370]  So we hope, you know, if you're a regular user of Brain Force, buy 10 right now at the price that it's at.
[02:29:49.430 --> 02:29:50.411]  Sign up for AutoShip.
[02:29:50.451 --> 02:29:51.432]  That gives you an additional 10% off.
[02:29:52.113 --> 02:29:54.974]  So these are just part of the big specials at InfoWarsStore.com.
[02:29:54.994 --> 02:29:56.475]  But folks, there's things that you need.
[02:29:56.635 --> 02:29:58.656]  We have household items at InfoWarsStore.com.
[02:29:58.676 --> 02:29:59.557]  Do you brush your teeth?
[02:29:59.777 --> 02:30:00.397]  Of course you do.
[02:30:00.477 --> 02:30:02.958]  We've got toothpaste, and it's damn good toothpaste.
[02:30:03.219 --> 02:30:03.879]  I use it every day.
[02:30:03.939 --> 02:30:04.359]  I love it.
[02:30:04.399 --> 02:30:05.940]  Super Blue Fluoride Free Toothpaste.
[02:30:06.160 --> 02:30:07.301]  Shop with the good guys.
[02:30:07.381 --> 02:30:08.401]  We have toothbrushes.
[02:30:08.661 --> 02:30:09.722]  Shop with the good guys.
[02:30:09.762 --> 02:30:11.903]  We have topical wound care gel.
[02:30:12.023 --> 02:30:15.606]  The Super Silver Wound Dressing Gel is the best thing since sliced bread.
[02:30:15.806 --> 02:30:22.732]  So someday, they're going to have to change that saying from the best thing since sliced bread to the best thing since Super Silver Wound Dressing Gel.
[02:30:22.812 --> 02:30:25.814]  That's on sale right now at InfoWarsStore.com.
[02:30:25.955 --> 02:30:26.995]  Check out the t-shirts.
[02:30:27.256 --> 02:30:29.097]  Check out the ball caps.
[02:30:29.197 --> 02:30:31.179]  Check out the survival gear.
[02:30:31.259 --> 02:30:32.560]  Check out the water filters.
[02:30:32.640 --> 02:30:33.901]  Check out the air filters.
[02:30:34.161 --> 02:30:36.363]  I really do love my Alexa Pure Breeze air filter.
[02:30:36.823 --> 02:30:38.145]  I got a couple of them at my home.
[02:30:38.465 --> 02:30:39.566]  And if you have pets,
[02:30:40.026 --> 02:30:43.627]  Specifically, you will really appreciate the Alexa Pure Breeze.
[02:30:43.727 --> 02:30:48.468]  I mean, it helps with dandruff and hair, but really with the odor more than anything.
[02:30:48.788 --> 02:30:49.568]  It's just incredible.
[02:30:49.588 --> 02:30:57.570]  In fact, sometimes, I'm not gonna lie, sometimes my Alexa Pure Breeze is a little rude because I'll walk by and it'll turn on.
[02:30:57.730 --> 02:30:59.171]  It's basically telling me I stink.
[02:30:59.371 --> 02:31:00.751]  So it does have a bit of an attitude.
[02:31:00.931 --> 02:31:03.373]  It will turn on if you have body odor.
[02:31:03.633 --> 02:31:06.435]  It will turn on to rid the air of those odors.
[02:31:06.615 --> 02:31:08.956]  Yes, that's how strong the Alexa Pure Breeze is.
[02:31:09.077 --> 02:31:12.719]  So if you have a pet, you will really appreciate the Alexa Pure Breeze air filter.
[02:31:12.759 --> 02:31:15.000]  And so we've got Spring Super Sale happening right now, folks.
[02:31:15.020 --> 02:31:16.501]  Please jump over to Infowars.com.
[02:31:16.582 --> 02:31:19.824]  Check out all the great discounts for yourself.
[02:31:19.844 --> 02:31:21.825]  60% off top-selling supplements.
[02:31:22.145 --> 02:31:22.305]  60% off.
[02:31:22.345 --> 02:31:23.686]  You heard me.
[02:31:23.706 --> 02:31:24.887]  60% off top-selling supplements.
[02:31:25.067 --> 02:31:29.970]  We're able to exist and continue at Infowars.com because of your support at Infowars.com.
[02:31:30.091 --> 02:31:30.711]  And that's the key.
[02:31:31.031 --> 02:31:34.417]  When you continue to support us, we'll continue to exist at InfoWars.com.
[02:31:34.437 --> 02:31:38.364]  So that's how we beat the censorship, is you supporting us at InfoWarsStore.com.
[02:31:38.404 --> 02:31:40.848]  So we have this broadcast at InfoWars.
[02:32:08.036 --> 02:32:12.683]  I think spying on a political campaign is a big deal.
[02:32:12.703 --> 02:32:13.625]  It's a big deal.
[02:32:14.165 --> 02:32:18.111]  So you're not suggesting, though, that spying occurred?
[02:32:20.275 --> 02:32:21.336]  I don't... Well...
[02:32:24.439 --> 02:32:27.363]  I guess you could... I think there was a spying did occur.
[02:32:27.843 --> 02:32:29.445]  Yes, I think spying did occur.
[02:32:29.925 --> 02:32:34.230]  I am not saying that improper surveillance occurred.
[02:32:34.430 --> 02:32:39.235]  I'm saying that I am concerned about it and looking into it.
[02:32:39.395 --> 02:32:39.776]  That's all.
[02:32:40.396 --> 02:32:51.764]  Hopefully the Attorney General, he mentioned it yesterday, is doing a great job getting started on going back to the origins of exactly where this all started.
[02:32:52.164 --> 02:32:54.365]  Because this was an illegal witch hunt.
[02:32:54.946 --> 02:32:56.006]  And everybody knew it.
[02:32:56.287 --> 02:32:57.227]  And they knew it too.
[02:32:57.567 --> 02:32:58.468]  And they got caught.
[02:32:58.908 --> 02:33:00.589]  And what they did was treason.
[02:33:06.213 --> 02:33:08.855]  You're listening to the Alex Jones Show.
[02:33:16.684 --> 02:33:21.827]  From the front lines of the information war, it's Owen Troyer.
[02:33:22.167 --> 02:33:27.970]  You're listening to the Alex Jones Show.
[02:33:28.070 --> 02:33:32.692]  I think spying on a political campaign is a big deal.
[02:33:32.992 --> 02:33:33.613]  It's a big deal.
[02:33:34.153 --> 02:33:38.115]  So you're not suggesting, though, that spying occurred?
[02:33:40.276 --> 02:33:41.277]  I don't... Well...
[02:33:44.477 --> 02:33:44.998]  I guess you could.
[02:33:45.739 --> 02:33:47.361]  I think there was a spying did occur.
[02:33:47.842 --> 02:33:49.424]  Yes, I think spying did occur.
[02:33:49.925 --> 02:33:54.231]  I am not saying that improper surveillance occurred.
[02:33:54.251 --> 02:33:59.238]  I'm saying that I am concerned about it and looking into it.
[02:33:59.398 --> 02:33:59.839]  That's all.
[02:34:00.402 --> 02:34:11.786]  Hopefully the Attorney General, he mentioned it yesterday, is doing a great job getting started on going back to the origins of exactly where this all started.
[02:34:12.166 --> 02:34:14.367]  Because this was an illegal witch hunt.
[02:34:14.947 --> 02:34:16.007]  And everybody knew it.
[02:34:16.287 --> 02:34:17.208]  And they knew it too.
[02:34:17.568 --> 02:34:18.468]  And they got caught.
[02:34:18.888 --> 02:34:20.589]  And what they did was treason.
[02:34:21.929 --> 02:34:23.170]  And we know where it started, folks.
[02:34:24.290 --> 02:34:24.970]  It started with
[02:34:28.539 --> 02:34:34.523]  Bureaucrat inbeds setting up George Papadopoulos and Carter Page.
[02:34:35.483 --> 02:34:44.869]  It started with Hillary Clinton paying Russian operatives for a fake dossier, a manufactured report, so that they could then use all that
[02:34:45.529 --> 02:34:58.736]  To spy on Trump and have this illegitimate campaign of destroying Trump and claiming he was the one guilty of treason when in fact it was Clinton, it was Comey, it was Obama who were engaged in the treason.
[02:34:58.756 --> 02:34:59.756]  And it's all about to come out.
[02:35:00.157 --> 02:35:06.640]  Am I nervous because it hinges on a Bush, bureaucrat, William Barr?
[02:35:06.980 --> 02:35:07.300]  Yes.
[02:35:11.202 --> 02:35:12.303]  But the wick has been lit.
[02:35:15.717 --> 02:35:19.479]  And that spark is moving closer to the powder keg.
[02:35:21.379 --> 02:35:39.227]  And as long as William Barr doesn't sit on that spark and keep it from reaching the powder keg, there are going to be explosive developments when they begin to investigate the origin of the FISA warrants that led to illegal spying on Donald Trump and his campaign.
[02:35:39.867 --> 02:35:41.048]  Get ready.
[02:35:42.448 --> 02:35:43.529]  And we already know the intel.
[02:35:46.144 --> 02:35:48.125]  Just get ready for it to go on public record.
[02:35:48.845 --> 02:35:50.746]  Get ready for there to be testimony on that.
[02:35:50.826 --> 02:35:52.246]  Get ready for there to be hearings on that.
[02:35:52.707 --> 02:35:54.107]  Get ready for the indictments to roll.
[02:35:55.748 --> 02:36:03.131]  And I hope the President does the right thing with all the innocent people whose lives have been destroyed by this phony, treasonous investigation.
[02:36:03.591 --> 02:36:08.313]  And I hope he does the right thing with Julian Assange, who's now being extradited to the United States.
[02:36:09.218 --> 02:36:16.340]  Is it a coincidence that this just happens as we enter the hemisphere of fighting back against the real treason that's been happening in this government?
[02:36:18.401 --> 02:36:24.423]  It's either providence, a coincidence, or by design.
[02:36:26.123 --> 02:36:27.003]  But we're going to take calls.
[02:36:27.043 --> 02:36:27.584]  I feel bad.
[02:36:27.844 --> 02:36:28.484]  I gave out the number.
[02:36:28.504 --> 02:36:29.404]  I said I'd take your calls.
[02:36:29.524 --> 02:36:31.825]  And then I just had to cover all this breaking stuff right now.
[02:36:33.391 --> 02:36:41.938]  And in the next segment, I'm going to play the clip of me getting assaulted by a drag queen at a baby-murdering rally here in Austin, Texas.
[02:36:41.958 --> 02:36:43.039]  You're not going to want to miss that.
[02:36:43.679 --> 02:36:47.502]  And then I'm going to jump over and have Matt Bracken take over, and I'll be hosting the war room.
[02:36:48.383 --> 02:36:49.584]  But let's go to your phone calls.
[02:36:49.744 --> 02:36:51.926]  Let's start with Mark in Colorado.
[02:36:52.026 --> 02:36:52.606]  Go ahead, Mark.
[02:36:52.626 --> 02:36:53.287]  Thanks for calling in.
[02:36:54.673 --> 02:36:54.973]  Thank you.
[02:36:55.593 --> 02:37:04.758]  Hey, really quick since you were talking about the baby murder stuff going on and everything else like that, I've been kind of hammering it on Twitter this morning too, and I would like someone else bigger following than I do to say this one.
[02:37:05.458 --> 02:37:13.883]  Most of the people in Congress passing these Democratic laws of late-term abortion are the same people that were telling our heroes coming back from Vietnam and spinning on them saying they were baby killers.
[02:37:14.583 --> 02:37:16.144]  So these laws, what does that make them now?
[02:37:16.854 --> 02:37:23.619]  Well look, I mean, first of all, what you're saying is obviously so correct, but trying to reason with these people is futile.
[02:37:23.719 --> 02:37:37.108]  I mean, they have no logic, they cannot see their own fallacies, and when I bring up the fact that a human body only has one heart, and there's two hearts in this situation, they just start to break down and they go into fits of rage and anger.
[02:37:37.608 --> 02:37:39.229]  So there's no trying to reason with these people.
[02:37:39.249 --> 02:37:43.352]  We can pray for them, but that's really about it, unfortunately.
[02:37:44.397 --> 02:37:50.482]  Yeah, it's just sad that, you know, like here in Colorado, 26 weeks, baby has hair, heartbeat, can recognize the parents' voices.
[02:37:51.445 --> 02:37:52.445]  But you know, here's the thing, Mark.
[02:37:52.866 --> 02:37:53.566]  But you know what?
