[00:00:30.834 --> 00:00:31.954]  It's Sunday, August 25th.
[00:48:44.021 --> 00:48:46.962]  They just said, OK, wait a second, we need to decide about this AI.
[00:48:46.982 --> 00:48:48.923]  We need to decide about sexualizing kids.
[00:48:48.943 --> 00:48:52.245]  We need to decide about all these different issues like world government.
[00:48:53.365 --> 00:49:00.008]  And it seems like social media in Silicon Valley is doing everything they can to try to stop that renaissance and stop that cultural revolution.
[00:49:00.788 --> 00:49:03.389]  So there was a Project Veritas video.
[00:49:03.510 --> 00:49:06.811]  I can't remember the name of the lady that was being recorded now.
[00:49:06.831 --> 00:49:07.851]  Maybe you can remember for me.
[00:49:07.871 --> 00:49:08.932]  I can't remember what her name was.
[00:49:09.412 --> 00:49:10.253]  No, Jen Janai.
[00:49:11.174 --> 00:49:17.538]  She was being recorded and she was saying that Google's very concerned about fairness, but the question is, what's your definition of fairness?
[00:49:18.159 --> 00:49:26.425]  And she said in the video that they've come to realise that basically half the country, the Trump voters, just fundamentally disagree with their version of fairness.
[00:49:26.465 --> 00:49:33.971]  And I think that what it comes down to is that the left at the moment has a version of fairness in their head that they think equal outcomes is what is fair.
[00:49:34.471 --> 00:49:39.234]  But the right wing seem to think that a fair procedure is what creates fairness.
[00:49:39.574 --> 00:49:42.736]  So fairness isn't set before you go through whatever the just procedure is.
[00:49:42.756 --> 00:49:45.318]  Fairness is whatever the outcome of the just procedure is.
[00:49:45.538 --> 00:49:47.119]  And that could be an unequal outcome.
[00:49:47.559 --> 00:49:52.222]  And so to the left, that's a complete opposite and they don't recognise that as being fair.
[00:49:52.922 --> 00:49:58.165]  And so if you artificially realign this, the right looks at that and says, well, that's not a fair procedure.
[00:49:58.345 --> 00:49:59.226]  I don't think that's fair.
[00:49:59.586 --> 00:50:04.488]  And so you've got these two world views that are coming as conflict, and they don't really understand one another.
[00:50:04.689 --> 00:50:14.874]  And honestly, they spend a lot of time demonizing each other because social media, Twitter I would say especially, it's like a raging argument that's just constantly going on.
[00:50:15.274 --> 00:50:19.597]  And people get on there, jump into an argument, and start just throwing insults at one another.
[00:50:20.377 --> 00:50:35.568]  From the word go and there is no charity there is is just owning one another all day every day and that's Creating a really really unhealthy and kind of cult-like mentality in just a war mode that everyone's in well And the fairness thing to me.
[00:50:35.589 --> 00:50:38.711]  This is the biggest lie of any liberal
[00:50:40.143 --> 00:50:46.149]  If they're the ones either engaging in censorship or cheering it on is, again, they want to say, oh, oh, you support Trump, you're racist.
[00:50:46.169 --> 00:50:49.292]  I mean, literally, they say every Trump supporter is, you know, a white nationalist.
[00:50:49.312 --> 00:50:53.295]  It doesn't matter if there's millions of black people that vote for him or, you know, Latino people, whatever.
[00:50:53.796 --> 00:50:55.077]  It's just that's the thing they go to.
[00:50:55.117 --> 00:50:56.518]  So they justify it.
[00:50:57.299 --> 00:51:10.722]  See, I called you a racist, so therefore you should be censored, and so that's their version of fairness, is that they've labeled you something derogatory, whether it's true or not is irrelevant, they've labeled it... And so that's how... That's the mind of a totalitarian.
[00:51:11.142 --> 00:51:12.103]  That's the mind of a tyrant.
[00:51:12.123 --> 00:51:13.263]  That's the mind of an authoritarian.
[00:51:13.283 --> 00:51:16.784]  And then they sit back and they say, oh, Trump's an authoritarian!
[00:51:17.064 --> 00:51:17.924]  Trump's a tyrant!
[00:51:18.024 --> 00:51:19.584]  And by the way, turn your guns into him!
[00:51:19.984 --> 00:51:21.605]  Like, where does this... where does this...
[00:51:22.634 --> 00:51:23.895]  Where does this thought pattern even go?
[00:51:23.955 --> 00:51:26.055]  I mean, it's just in circles of insanity.
[00:51:26.636 --> 00:51:29.837]  There are definitely manifest contradictions when you say that the U.S.
[00:51:29.857 --> 00:51:33.198]  government is being run by a fascist, but also no one should have guns.
[00:51:33.698 --> 00:51:35.179]  I mean, that's just crazy.
[00:51:35.419 --> 00:51:36.860]  And again, these people go out in the streets.
[00:51:37.220 --> 00:51:40.521]  If Trump was a fascist, they'd all be rounded up and put in a gulag.
[00:51:40.761 --> 00:51:41.721]  Yes, they would, yes.
[00:51:42.682 --> 00:51:44.823]  If Trump was a fascist, they wouldn't have platforms.
[00:51:44.843 --> 00:51:46.583]  So I'm kind of like, hey, Trump, be a fascist!
[00:51:46.643 --> 00:51:47.043]  Let's see it!
[00:51:49.544 --> 00:51:52.085]  I don't want Trump to be a fascist, but I don't think he is, you know.
[00:51:52.105 --> 00:51:59.166]  I don't think it's... I mean, you know, you could say that maybe he can be heavy-handed, like his tweets the other day saying he orders companies out of China.
[00:51:59.226 --> 00:52:07.167]  I mean, it would have been far more sensible for him to have said, I advocate that companies leave China, because then it doesn't sound authoritarian, and it doesn't sound heavy-handed.
[00:52:07.207 --> 00:52:10.168]  But the thing is, people have got to remember, he's 72 years old.
[00:52:10.648 --> 00:52:11.928]  You know, he's not a young man.
[00:52:12.108 --> 00:52:14.749]  And honestly, Americans, why do you keep electing such old people?
[00:52:14.769 --> 00:52:15.669]  And he's from New York, too.
[00:52:16.509 --> 00:52:18.912]  Yeah, so he's always been a big talker.
[00:52:19.392 --> 00:52:24.317]  But Joe Biden is probably going to be the guy facing Trump, isn't he?
[00:52:26.118 --> 00:52:27.600]  They're both in their 70s.
[00:52:27.640 --> 00:52:30.382]  Can we have someone at least in their 60s?
[00:52:31.123 --> 00:52:33.125]  We might get a Marianne Williams.
[00:52:33.165 --> 00:52:33.825]  How old is Hillary?
[00:52:33.845 --> 00:52:34.666]  Is she 70 yet?
[00:52:34.706 --> 00:52:35.587]  She might come on back.
[00:52:35.607 --> 00:52:36.888]  Yeah, she must be about that age, yeah.
[00:52:37.749 --> 00:52:40.491]  So she might slip under the old 70, but I think she's older than that.
[00:52:41.348 --> 00:52:44.530]  But when you, I mean, you see her, she looks like she's half, one foot in the crypt.
[00:52:44.790 --> 00:52:46.091]  Well, yeah.
[00:52:46.131 --> 00:52:46.611]  Well, yeah.
[00:52:46.691 --> 00:52:47.632]  She's 71 now.
[00:52:47.652 --> 00:52:48.833]  71, right.
[00:52:48.893 --> 00:52:49.313]  Oh, gosh.
[00:52:49.833 --> 00:52:53.155]  See, can we just... But you know, but see, here's the thing, too.
[00:52:53.456 --> 00:52:57.558]  You know, you mentioned that tweet about Trump saying, you know, get all businesses out of China.
[00:52:57.838 --> 00:52:57.998]  Yeah.
[00:52:58.859 --> 00:53:06.644]  The problem is, because it could be heavy-handed, I think that's fair to say, but the media then adds so much weight to it.
[00:53:07.684 --> 00:53:09.085]  By twisting it and turning it.
[00:53:09.125 --> 00:53:13.546]  Look, China is destroying us on trade for decades.
[00:53:13.606 --> 00:53:14.867]  It's not even, I mean, it's unbelievable.
[00:53:15.167 --> 00:53:16.567]  China devalues their currency.
[00:53:16.687 --> 00:53:17.868]  China has slave labor.
[00:53:18.148 --> 00:53:19.848]  China is not paying people a fair wage.
[00:53:20.109 --> 00:53:21.789]  China is polluting their environment.
[00:53:21.989 --> 00:53:24.910]  I mean, if you want to say that, they might say, actually, we've created more forestation.
[00:53:25.150 --> 00:53:35.434]  But the point is, all of these different things that they complain, in the West, the pollution, the low wages, the authoritarianism, that's all going on in China.
[00:53:35.774 --> 00:53:36.375]  Yeah, that's correct.
[00:53:36.435 --> 00:53:40.639]  And so then Trump just says, hey, let's bring this prosperity back to the West.
[00:53:41.160 --> 00:53:45.585]  Let's bring our companies back to the West where they can get paid a fair wage and we can employ Americans.
[00:53:46.266 --> 00:53:49.569]  And then somehow the media says, well, that's bad.
[00:53:49.629 --> 00:53:50.230]  He can't say that.
[00:53:50.270 --> 00:53:53.794]  No, of course, if you're an American company, you should bring your company back to America.
[00:53:53.854 --> 00:53:54.455]  Why wouldn't you?
[00:53:54.955 --> 00:53:56.796]  But I guess that's the big mystery.
[00:53:56.856 --> 00:53:58.777]  Well, why do they love China so much?
[00:53:58.917 --> 00:54:02.819]  The answer is because the Chinese government is essentially facilitating slave labor.
[00:54:03.239 --> 00:54:07.681]  I mean, people in China work for a very, very low wage in very, very awful conditions.
[00:54:07.781 --> 00:54:13.244]  And when they complain, they instead put up suicide nets around the building to just prevent people from jumping off and killing themselves.
[00:54:14.384 --> 00:54:15.665]  China is not a very nice place.
[00:54:15.925 --> 00:54:17.246]  It's hugely authoritarian.
[00:54:17.266 --> 00:54:19.467]  The social credit system that's going on in China is
[00:54:20.367 --> 00:54:29.554]  As Orwellian as it comes, and a warning to the rest of the world as this is what your society could become if you don't keep an eye on what the government and social media's interactions are like.
[00:54:29.754 --> 00:54:32.817]  And I think that that's the whole thing is that China has been engaged in...
[00:54:34.790 --> 00:54:38.212]  I mean, it's not even about social engineering necessarily, but they've been... Oh, I think it is.
[00:54:38.472 --> 00:54:39.633]  I think it is about social engineering.
[00:54:39.773 --> 00:54:50.318]  But I think what China's doing differently is that they've already built the infrastructure for the AI to be totally in control, with the facial recognition everywhere, with the back doors and everything.
[00:54:50.699 --> 00:54:53.440]  That's what they want to see worldwide under a world government.
[00:54:53.880 --> 00:54:56.302]  And so you see the protesters in Hong Kong, they're going and literally...
[00:54:57.122 --> 00:54:59.523]  They're taking down the facial recognition towers.
[00:54:59.723 --> 00:55:11.208]  So it's like, the dystopian future of the One World Government with an eye on everyone, like the Eye of Sauron, that's already in China, in practice, and the people are trying to protest against it, and then they don't even make a news story of it.
[00:55:11.868 --> 00:55:18.611]  Yeah, I think Western countries, and I mean all of them, should have a very firm moral stance on this.
[00:55:18.771 --> 00:55:20.552]  It is wrong to do what China is doing.
[00:55:21.112 --> 00:55:22.472]  It should not be done in the West.
[00:55:22.773 --> 00:55:23.233]  Full stop.
[00:55:24.953 --> 00:55:25.394]  But you see,
[00:55:26.468 --> 00:55:30.970]  The people that come from China to America are some of the most patriotic people you'll ever meet.
[00:55:31.030 --> 00:55:31.290]  Why?
[00:55:31.630 --> 00:55:34.431]  Because they dealt with communism.
[00:55:34.811 --> 00:55:36.492]  They dealt with real fascism.
[00:55:36.532 --> 00:55:38.673]  They understand and appreciate the freedoms of the West.
[00:55:39.473 --> 00:55:42.574]  And you know, you talk about the partisan divides.
[00:55:43.695 --> 00:55:46.056]  I understand partisan divides are always going to be there.
[00:55:46.156 --> 00:55:48.257]  I just feel that the lines have been so...
[00:55:49.642 --> 00:55:52.044]  It's like, OK, have you ever seen baseball?
[00:55:52.064 --> 00:55:53.505]  There's the foul line, right?
[00:55:53.665 --> 00:55:56.108]  It's like the white dirt on the brown dirt.
[00:55:56.348 --> 00:55:58.550]  Well, when they first put it up, the line is clear.
[00:55:58.870 --> 00:56:00.231]  Yeah, it's been dug in very deep now.
[00:56:00.351 --> 00:56:05.656]  But then after nine innings, the line is almost gone and there's kind of white paint everywhere and you're not really sure where the line is.
[00:56:06.637 --> 00:56:09.019]  I think the divide is becoming a chasm now.
[00:56:10.820 --> 00:56:12.341]  And I think Twitter is responsible for this.
[00:56:12.401 --> 00:56:20.665]  I think it's the sort of falling into lanes in social media is amplifying the same message that people hear over and over and over.
[00:56:20.685 --> 00:56:26.989]  Because normally you don't get as much content from one particular topic as you do now with social media.
[00:56:27.009 --> 00:56:27.709]  You never used to.
[00:56:28.209 --> 00:56:35.713]  You had to be a real expert to get constant, day after day after day, seeing the same sort of content from the same sort of Facebook pages posting the same thing.
[00:56:36.153 --> 00:56:38.975]  So I think that's probably one of the primary reasons.
[00:56:39.535 --> 00:56:48.002]  And I think part of the amplification of that, and this isn't even political, there's the, and there was even a whistleblower, I think it was from Facebook, that talked about this.
[00:56:48.542 --> 00:56:51.725]  The whole thing is... They meant to do it.
[00:56:51.865 --> 00:56:59.011]  Specifically on Twitter, but, because I'm banned off YouTube and Facebook, so I don't really, I can't really measure that stuff anymore, but on Twitter I can still see it and measure it.
[00:56:59.892 --> 00:57:02.834]  People want to put out a tweet that they know is going to be popular.
[00:57:03.094 --> 00:57:03.214]  Yeah.
[00:57:03.494 --> 00:57:07.177]  And so that's what you're saying is kind of falling into that lane.
[00:57:08.018 --> 00:57:22.446]  Saying, okay, here's the lane, if I put something popular in this lane, maybe it's really gonna go, and that's the dopamine hit, that's the getting the satisfaction from the fake social world of social media, which, I mean, I see it... It's the gamification of politics.
[00:57:22.586 --> 00:57:25.548]  That's good, it's the gamification of socializing, really, just talking to people.
[00:57:26.048 --> 00:57:28.170]  And not just that, the sort of political divide.
[00:57:28.590 --> 00:57:32.753]  Now you gain influence by gaining likes and retweets.
[00:57:33.033 --> 00:57:35.074]  And it is just like playing a game.
[00:57:35.555 --> 00:57:38.277]  So you're incentivized to go further and further and further.
[00:57:38.297 --> 00:57:40.118]  And like you say, you get the dopamine hit, it's addictive.
[00:57:40.518 --> 00:57:47.803]  And when they were setting up social media networks, when the co-founder of Facebook, not Zuckerberg but the other channel, he said that they knew they were going to do it and they did it anyway.
[00:57:48.103 --> 00:57:49.925]  And it's so obvious that this is what's going on.
[00:57:49.965 --> 00:57:51.586]  We'll be right back with more of the Alex Jones Show.
[00:57:58.107 --> 00:58:12.253]  Every day I walk into the studio and I see all of the people working so hard against the tyranny of the left, against the tyranny of the globalists, and it just makes me think that all of these people are on the same page and they understand.
[00:58:12.873 --> 00:58:16.595]  They are awake to what is actually happening here.
[00:58:17.455 --> 00:58:21.879]  And Alex Jones has created something that is completely remarkable.
[00:58:22.239 --> 00:58:26.343]  People understand that Alex Jones is doing everything he can.
[00:58:26.423 --> 00:58:31.528]  He's putting everything on the line to wake up people and to fight for humanity.
[00:58:31.728 --> 00:58:40.316]  And for me, that is a great honor to be sitting here to try to represent the best of my ability and show my appreciation and say that, you know, InfoWars
[00:58:40.916 --> 00:58:43.898]  This is a wonderful opportunity for anybody.
[00:58:44.018 --> 00:58:48.560]  Without you supporting InfoWars against what the left is doing, it doesn't happen.
[00:58:48.660 --> 00:58:56.044]  We don't have someone in the pocket like George Soros or Tom Steyer, all of these filthy rich billionaires just trying to take out America.
[00:58:56.284 --> 00:58:58.545]  Alex is depending on the American people.
[00:58:58.626 --> 00:59:02.988]  He's depending on all of us to step up and to support InfoWars.com.
[00:59:03.028 --> 00:59:07.130]  And when you share the articles, you tell them that you're not taking it lying down.
[00:59:07.150 --> 00:59:08.431]  You're not going to take it any longer.
[00:59:09.151 --> 00:59:18.198]  By you going to InfowarsStore.com, you show everybody that you love everything that Alex Jones is doing, and you don't believe the lies that's coming out of the left.
[00:59:18.318 --> 00:59:22.081]  That's what it comes down to, is if you believe the lies, then don't buy anything.
[00:59:22.601 --> 00:59:33.189]  But if you believe in humanity, you believe in this country, and you believe everything that Alex Jones has been doing here, then you need to go to InfowarsStore.com and buy the product.
[00:59:33.229 --> 00:59:38.173]  The TurboForce, the BrainForce, the DNAForce, they're always doing specials that's
[00:59:38.473 --> 00:59:39.194]  Unbelievable!
[00:59:39.474 --> 00:59:43.796]  Have you ever seen anyone that's doing a special on their products constantly?
[00:59:43.916 --> 00:59:50.060]  And the main reason why they're doing it is because it gives people the opportunity to find out how good the products really are.
[00:59:50.120 --> 00:59:51.021]  That's what it comes down to.
[00:59:54.803 --> 01:00:00.707]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[01:00:05.771 --> 01:00:11.874]  We now take you live to the Central Texas Command Center and the heart of the resistance.
[01:00:12.354 --> 01:00:14.816]  And now, your host, Owen Troyer.
[01:00:16.525 --> 01:00:18.426]  And Sargonimacot is in studio with us.
[01:00:19.027 --> 01:00:23.210]  Now I want to play this clip and get his reaction to it live on air if you haven't heard this yet.
[01:00:24.011 --> 01:00:31.696]  This is from CNN's Sunday blunder of a show called Reliable Sources with Brian Pennywise Stelter.
[01:00:32.337 --> 01:00:35.939]  And he has a panelist on that is not, they're going beyond folks.
[01:00:35.979 --> 01:00:37.160]  I don't know what they're going to say next.
[01:00:37.240 --> 01:00:39.442]  Maybe Trump caused cancer or something.
[01:00:40.142 --> 01:00:44.806]  So here's a CNN panel saying that Trump is responsible for murdering hundreds of millions of people.
[01:00:46.305 --> 01:00:51.170]  Well I think that medicalizing politics has three very dire consequences.
[01:00:52.192 --> 01:00:56.176]  The first is that it stigmatizes the mentally ill.
[01:00:56.196 --> 01:00:57.678]  This is Dr. Alan Francis on CNN.
[01:01:04.113 --> 01:01:07.735]  See, you have to analyze these people and their mental gymnastics that they do.
[01:01:08.276 --> 01:01:09.816]  They're the ones that did this.
[01:01:09.856 --> 01:01:13.639]  They're the ones that said Trump was mentally unfit and politicized medical conditions.
[01:01:13.699 --> 01:01:14.920]  That wasn't, that was them!
[01:01:14.940 --> 01:01:16.801]  And now they're sitting here saying, you can't do that!
[01:01:17.241 --> 01:01:18.922]  Yeah, they've been doing it for years.
[01:01:19.602 --> 01:01:28.108]  They've had so many different psychologists doing remote diagnoses of Trump, which is something that a psychologist will tell you they shouldn't do.
[01:01:28.168 --> 01:01:30.429]  Well, it's actually, I think it's illegal in some regard.
[01:01:31.209 --> 01:01:38.272]  It might well be, I'm not sure, but it's very unprofessional, is I think the best way to put it, because obviously you need to sit down and actually speak to the patient.
[01:01:39.073 --> 01:01:48.857]  Just seeing someone talking on TV is not normally something that I think they would be willing to normally do, but for some reason CNN can find people who will.
[01:01:49.417 --> 01:01:53.484]  But you know, Trump's just a successful businessman, real estate, television host, family, everything.
[01:01:53.504 --> 01:01:54.566]  Yeah, mentally unstable, surely.
[01:01:54.927 --> 01:01:57.011]  Not Brian Stelter, you know, penny-wise.
[01:01:57.391 --> 01:01:59.976]  But, you know, but this is CNN, so I just want to put that back.
[01:02:00.417 --> 01:02:02.581]  Now they go even further, and listen to what they say next.
[01:02:03.575 --> 01:02:04.976]  Yeah, you're crazy alright.
[01:02:19.471 --> 01:02:23.213]  Crazier for allowing his crazy policies to persist.
[01:02:23.873 --> 01:02:30.237]  Trump is as destructive a person in this century as Hitler, Stalin and Mao were in the last century.
[01:02:30.657 --> 01:02:33.979]  He may be responsible for many more million deaths than they were.
[01:02:34.659 --> 01:02:40.703]  He needs to be contained, but he needs to be contained by attacking his policies not his person.
[01:02:42.285 --> 01:02:43.045]  And what did he just do?
[01:02:43.105 --> 01:02:45.486]  He just attacked this person and didn't even mention one policy.
[01:02:45.786 --> 01:02:47.847]  And he says, whose policies are so crazy?
[01:02:48.747 --> 01:02:50.107]  What policy is so crazy?
[01:02:51.648 --> 01:02:51.968]  I don't know.
[01:02:52.028 --> 01:02:53.548]  I actually support what Trump's doing at the moment.
[01:02:54.488 --> 01:02:58.209]  I think it's really wild, though, how he... I mean, that was a prediction.
[01:02:58.229 --> 01:03:00.510]  That wasn't saying that Trump has already done this.
[01:03:00.910 --> 01:03:04.711]  But I don't think that Trump is going to be responsible for tens of millions of deaths.
[01:03:05.351 --> 01:03:12.457]  And I don't see that... I mean, even like philosophically, I don't think there's anything in what Trump's saying that is going to cause tens of millions of deaths.
[01:03:12.497 --> 01:03:16.901]  He's not really doing anything particularly outside of the norm for a 1990s Democrat.
[01:03:17.021 --> 01:03:18.382]  If anything, the media's doing that.
[01:03:18.582 --> 01:03:19.763]  It's CNN that's doing that.
[01:03:20.503 --> 01:03:23.926]  Oh, well, I mean, they're certainly being highly hyperbolic.
[01:03:24.146 --> 01:03:25.127]  I mean, this is wild.
[01:03:25.267 --> 01:03:28.470]  But do you just look at all the people that wear a Trump hat and get assaulted?
[01:03:28.490 --> 01:03:33.514]  I mean, that's directly because mainstream media and Democrats saying that these people are racist bigots.
[01:03:33.948 --> 01:03:34.629]  Oh yeah, yeah.
[01:03:34.829 --> 01:03:36.710]  That's definitely media incitement.
[01:03:36.770 --> 01:03:42.474]  And I actually went on the Victoria Derbyshire Show, which is a BBC show in the UK, and confronted her with that.
[01:03:42.514 --> 01:03:46.056]  And so she says, well, you admit that words can incite violence.
[01:03:46.136 --> 01:03:48.878]  And I looked at her like, well, I've never said that they can't.
[01:03:48.998 --> 01:03:50.639]  But why are you doing it?
[01:03:50.699 --> 01:03:52.360]  And you're admitting that that's what you're doing.
[01:03:52.380 --> 01:03:55.342]  Because I was attacked when I was on the campaign trail in the UK.
[01:03:56.563 --> 01:03:58.625]  And she just admitted, yeah, we know what we're doing.
[01:03:58.705 --> 01:04:03.128]  We know that we're inciting people to give you a hard time and not to actually attack you in the streets.
[01:04:03.188 --> 01:04:03.788]  And it's like, well,
[01:04:04.329 --> 01:04:09.660]  You know, and when I boil this down from a psychological perspective, it always comes down to the same thing for me.
[01:04:10.241 --> 01:04:13.207]  These people, it's beyond a pathological liar.
[01:04:14.133 --> 01:04:20.396]  I don't really know how to explain it, but it's like, again, they justify their words causing violence by what?
[01:04:20.736 --> 01:04:21.897]  Well, you are a racist.
[01:04:22.377 --> 01:04:23.077]  You are a bigot.
[01:04:23.237 --> 01:04:24.798]  I'm just calling you what you are.
[01:04:25.138 --> 01:04:26.859]  They know that's not true deep down.
[01:04:27.319 --> 01:04:33.282]  That's just them rejecting the reality that their politics are losing, rejecting the reality that Trump won despite all their heroes saying he could never win.
[01:04:33.742 --> 01:04:40.445]  So this is like their defense mechanism is to just point a finger and name call when they know that they're just losing politically.
[01:04:40.965 --> 01:04:41.766]  It's even worse than that.
[01:04:41.846 --> 01:04:45.509]  They call you a racist because they know that you think racism is a bad thing.
[01:04:46.129 --> 01:04:51.854]  If you were actually a racist, they wouldn't bother calling you that because it wouldn't have any effect on you.
[01:04:51.914 --> 01:04:54.756]  Well, I mean, America is probably the most racist country on Earth.
[01:04:54.776 --> 01:04:58.079]  Just, you know, we open the doors to every country, every skin color, every religion.
[01:04:58.099 --> 01:04:58.799]  You know, but it's fine.
[01:04:58.839 --> 01:04:59.400]  We're just horrible.
[01:04:59.440 --> 01:05:00.521]  We're just horrible people over here.
[01:05:00.541 --> 01:05:01.081]  Everyone's coming.
[01:05:04.286 --> 01:05:05.727]  I love watching David Knight in the morning.
[01:05:06.007 --> 01:05:07.769]  I love tuning in to Owen Schroyer.
[01:05:08.109 --> 01:05:09.470]  I love all the other shows we do here.
[01:05:09.870 --> 01:05:10.770]  But I'll be honest with you.
[01:05:11.611 --> 01:05:16.034]  We run during the breaks a lot of news reports because I'm sick of hearing the ads.
[01:05:16.954 --> 01:05:18.635]  So you think you don't want to hear an ad?
[01:05:18.835 --> 01:05:19.416]  I don't want to hear an ad.
[01:05:20.116 --> 01:05:20.857]  But here's the bottom line.
[01:05:21.877 --> 01:05:23.138]  We're barely paying the bills here.
[01:05:23.358 --> 01:05:25.780]  And I want to expand in the face of the globalists, not contract.
[01:05:26.060 --> 01:05:26.821]  I don't want them to win.
[01:05:27.201 --> 01:05:29.223]  So listen, you've got this guarantee from me.
[01:05:30.124 --> 01:05:32.906]  We sell enough product, we'll have less ads and less plugs.
[01:05:33.246 --> 01:05:36.009]  And we'll expand and really give the globalists a run for their money.
[01:05:36.409 --> 01:05:40.152]  But we've got products you already really need, like DNA Force Plus, X2.
[01:05:40.192 --> 01:05:41.433]  These will change your life.
[01:05:41.773 --> 01:05:43.155]  Go check out the turmeric products.
[01:05:43.175 --> 01:05:44.876]  Check out the water filtration, air filtration.
[01:05:45.196 --> 01:05:45.857]  Check it all out.
[01:05:45.897 --> 01:05:49.440]  Whatever you do, take action and know, be part of the second American revolution.
[01:05:49.620 --> 01:05:50.801]  Be part of crushing the globalists.
[01:05:51.081 --> 01:05:52.244]  You get great products at the same time.
[01:05:52.565 --> 01:05:54.710]  InfoWarsStore.com is the umbrella site.
[01:05:55.030 --> 01:05:56.975]  InfoWarsLife.com is the supplements.
[01:05:57.215 --> 01:06:00.322]  Take action now and fund the InfoWar for your own future.
[01:06:12.612 --> 01:06:19.096]  Live from the Infowars.com studios, you're listening to the Alex Jones Show.
[01:06:19.596 --> 01:06:22.958]  And now, your host, Owen Troyer.
[01:06:25.380 --> 01:06:32.504]  So, Sargon of Akkad is in studio and he brought this story up, which was from a year ago, just over a year ago actually, and we're going to be reviewing this.
[01:06:33.724 --> 01:06:38.127]  From Forbes.com, Alex Jones top ten health claims and why they are wrong.
[01:06:38.787 --> 01:06:39.848]  Or are they?
[01:06:40.328 --> 01:06:41.409]  Or are they wrong?
[01:06:42.196 --> 01:06:45.409]  You know, it just went mainstream last week.
[01:06:46.952 --> 01:06:48.513]  With CNN and a bunch of other people.
[01:06:48.553 --> 01:06:51.594]  I'm not sure the origin of the study, but there have already been studies.
[01:06:51.614 --> 01:06:52.455]  There were Harvard studies.
[01:06:52.595 --> 01:06:53.955]  There have actually been dozens of studies.
[01:06:54.276 --> 01:06:55.476]  There have been studies about mercury.
[01:06:55.956 --> 01:06:58.638]  But specifically about fluoride lowering IQ.
[01:06:59.138 --> 01:07:00.219]  There's been so many studies.
[01:07:01.239 --> 01:07:01.799]  It's ridiculous.
[01:07:02.099 --> 01:07:03.200]  But a new study comes out.
[01:07:03.380 --> 01:07:04.280]  Mainstream news picks it up.
[01:07:04.361 --> 01:07:05.181]  CNN picks it up.
[01:07:05.241 --> 01:07:05.881]  Everybody picks it up.
[01:07:05.941 --> 01:07:07.542]  Fluoride may lower IQ.
[01:07:08.182 --> 01:07:11.364]  Women, pregnant women, that drink fluoride will lower their child's IQ.
[01:07:11.404 --> 01:07:12.364]  It's like, yeah, oh.
[01:07:12.845 --> 01:07:14.105]  Infowars just reported a decade ago.
[01:07:16.169 --> 01:07:17.370]  What do we do when we find this out?
[01:07:17.470 --> 01:07:30.981]  We sell a water filter so that when you're drinking the water, you're not getting the fluoride, you're not getting the glyphosate, you're not getting the other stuff that we know is in there, like in some places, lead and other such toxic chemicals.
[01:07:31.081 --> 01:07:34.784]  So we just sell, yeah, hey, there's fluoride in the water, lowers your IQ.
[01:07:35.005 --> 01:07:36.366]  Hey, let's sell filtered water.
[01:07:36.506 --> 01:07:37.587]  Well, what the hell is wrong with you?
[01:07:38.697 --> 01:07:39.578]  No, that's smart!
[01:07:40.198 --> 01:07:46.544]  And yeah, we have all kinds of supplements at InfoWarsStore.com to help fight against the toxic environment.
[01:07:46.584 --> 01:07:59.675]  Probiotics, we've got the DNA Force Plus, we've got the Real Red Pill, and they can sit here and they can try to act like, oh yeah, you're just selling supplements, you know, but there's nothing to it.
[01:07:59.695 --> 01:08:01.277]  Well, go read all the reviews, folks.
[01:08:01.994 --> 01:08:03.376]  These are third-party reviews.
[01:08:03.496 --> 01:08:10.323]  They have websites that try our products to try to destroy us, and then they have to admit that, okay, yep, the products are actually the real deal.
[01:08:11.024 --> 01:08:13.587]  So try the products at InfoWareStore.com to support yourself.
[01:08:13.667 --> 01:08:17.571]  The Turbo Force, the Brain Force Plus, the bodies, it's all at InfoWareStore.com.
[01:08:18.996 --> 01:08:20.196]  So this is from over a year ago.
[01:08:20.236 --> 01:08:22.277]  Sargon of Akkad brings this up today.
[01:08:22.517 --> 01:08:25.038]  It's kind of actually perfect because it was just over a year ago.
[01:08:25.458 --> 01:08:28.079]  Alex Jones top 10 health claims and why they are wrong.
[01:08:28.139 --> 01:08:29.180]  Okay, well let's go ahead.
[01:08:29.680 --> 01:08:30.800]  Let's break this down one by one.
[01:08:30.820 --> 01:08:31.341]  How about that?
[01:08:31.501 --> 01:08:34.182]  Yeah, I love that the fact that the first one isn't a health claim.
[01:08:35.202 --> 01:08:36.783]  The government is employing weather weapons.
[01:08:37.103 --> 01:08:38.423]  Did they even read their own title?
[01:08:38.963 --> 01:08:39.964]  That's not a health claim.
[01:08:41.311 --> 01:08:47.935]  Well, I guess it's a health claim if you're claiming that it's affecting your health negatively, but that's not even what they're getting into.
[01:08:48.696 --> 01:08:53.599]  They make some joke about a movie and X-Men, and they never get into the actual fact.
[01:08:54.059 --> 01:08:56.741]  I went to a government meeting.
[01:08:56.761 --> 01:08:58.582]  There's literally a meeting here.
[01:08:58.762 --> 01:09:01.064]  It's an official government group in Austin.
[01:09:01.104 --> 01:09:05.947]  It's called, like, Texas Weather Modification Deployment System or something.
[01:09:06.027 --> 01:09:07.669]  I've literally gone to their public meetings.
