[00:00:19.714 --> 00:00:21.275]  Hello, welcome.
[01:48:03.670 --> 01:48:04.871]  to 6 p.m.
[01:48:04.871 --> 01:48:07.514]  Central, all Central Time.
[01:48:07.514 --> 01:48:11.797]  And to my understanding, there's a whole bunch more coming.
[01:48:11.797 --> 01:48:25.128]  All right, let's get back to Mr. Barnes talking about the censorship with Google, Facebook, and Twitter, and all of the socialist tech giants out there, socialist media tech giants.
[01:48:25.128 --> 01:48:27.530]  So, Mr. Barnes, let me ask you this.
[01:48:29.005 --> 01:48:40.622]  If you're working at Google and you see this information, do you think, and you alluded to it earlier, that the best thing you can do is go ahead and put the information out.
[01:48:41.559 --> 01:48:51.242]  I don't, but people are afraid because what's to stop Google from doing a wellness check for anybody at this point?
[01:48:51.242 --> 01:48:53.383]  Because to me that is retaliation.
[01:48:53.383 --> 01:48:54.763]  What's to stop them from doing it?
[01:48:54.763 --> 01:48:57.825]  And they're just going to build up a case that you have a mental illness.
[01:48:57.825 --> 01:49:02.086]  And then we do a wellness check on you because you're doing something you shouldn't be doing.
[01:49:02.086 --> 01:49:04.607]  And isn't it, now hasn't it been proven?
[01:49:05.327 --> 01:49:14.601]  That Google has been working with China and they won't even work with the Pentagon, but yet they're upset because people are putting the truth out?
[01:49:15.888 --> 01:49:16.448]  Well, no doubt.
[01:49:16.448 --> 01:49:35.313]  Peter Thiel has gone public and has disclosed in detail the degree to which Google is involved in, in his view, is borderline treasonous activity, according to Peter Thiel, who is the founder of PayPal and other big tech companies, but is more on the libertarian side of the political aisle.
[01:49:35.313 --> 01:49:42.835]  So I think the fact that Peter Thiel is willing to go public with that in a high profile way reveals the degree to which he believes Google is enabling
[01:49:43.155 --> 01:49:43.735]  Thank you.
[01:50:01.062 --> 01:50:07.464]  So for people who don't know, I mean, Hong Kong was not traditionally part of China for a long time.
[01:50:07.464 --> 01:50:11.905]  In fact, it was a UK protectorate up until about 1999.
[01:50:11.905 --> 01:50:19.588]  And then with the agreement to turn it back over to China, China agreed to recognize Hong Kong independence and Hong Kong autonomy.
[01:50:19.588 --> 01:50:26.470]  I've been to Hong Kong several times and the locals in Hong Kong do not consider themselves part of the mainland Chinese culture or government.
[01:50:26.810 --> 01:50:28.751]  They consider themselves independent.
[01:50:28.751 --> 01:50:31.373]  And yet right now they're being beaten up in the streets.
[01:50:31.373 --> 01:50:38.756]  One of the things that Infowars talked about before almost anyone else, it's now been confirmed, is that in fact they were infiltrating the protests.
[01:50:38.756 --> 01:50:47.181]  There were Chinese police officers going undercover trying to infiltrate the protests, trying to direct the protests, who were exposed by the Hong Kong protesters themselves.
[01:50:47.981 --> 01:50:54.006]  So, in fact, that's now public news, but InfoWars is one of the first places to print and produce that.
[01:50:54.006 --> 01:50:56.327]  And it goes against what Google's goal is.
[01:50:56.327 --> 01:50:59.129]  Google's goal is an authoritarian system.
[01:50:59.129 --> 01:51:11.678]  An authoritarian system that puts Google in control over what information you see, what news you have, ideally what views you choose to employ by shaping what information you see.
[01:51:11.678 --> 01:51:14.760]  So, for example, Professor Robert Epstein,
[01:51:15.460 --> 01:51:27.885]  Who's on the left, a lefty professor, has come out repeatedly and he's been following the antitrust investigation in particular because he believes it has major consequential capability to reshape the big tech industry.
[01:51:27.885 --> 01:51:37.169]  The President Trump's actions against big tech in the Google space in particular present a unique opportunity to finally bring big tech to heel, to finally tame big tech.
[01:51:37.717 --> 01:51:54.243]  Because Big Tech has bought off a lot of even so-called conservative think tanks and foundations, has spent lots of money on even conservative politicians, so they've been able to muck up the works and gum up the works when it comes to legislative reform or state-level executive reform.
[01:51:54.243 --> 01:52:02.226]  But even there, they're starting to see action and movement, as Attorney General Barr met with a bunch of state attorney generals who said they were going to take action.
[01:52:02.686 --> 01:52:10.020]  So you see that what Robert Epstein is talking about is that in 2016, President Trump won the popular vote legitimately.
[01:52:10.669 --> 01:52:16.611]  The only reason it didn't show up in the vote tallies was because of Google's meddling in the elections.
[01:52:16.611 --> 01:52:33.918]  According to Professor Epstein, who was a Hillary Clinton supporter, he said he had no doubts whatsoever that there had been at least five million or so votes, or if not more, taken from Donald Trump to Hillary Clinton solely by the manipulation of Google's algorithms in the political space.
[01:52:33.918 --> 01:52:36.319]  And that's a small scale version of what Google can do.
[01:52:36.699 --> 01:52:38.000]  Google can do a lot more.
[01:52:38.000 --> 01:52:39.380]  Yeah, I completely believe it.
[01:52:39.380 --> 01:52:53.405]  So let me ask you this, if President Trump doesn't get the whole socialist, communist, tech giants under the, you know, to do the right thing here, does he stand a chance to lose in 2020?
[01:52:53.405 --> 01:53:05.090]  Because a lot of people say, a lot of people, I've had people send me messages and say, you know what, it doesn't matter what Google does, it doesn't matter what Facebook does, or Twitter and the rest of them, it doesn't matter because we're still going to vote for him.
[01:53:06.061 --> 01:53:13.911]  If President Trump does not get this under control, and personally, I think he needs to get under control immediately.
[01:53:13.911 --> 01:53:16.113]  It's already gone too far.
[01:53:16.113 --> 01:53:22.761]  But based on your opinion, do you think if he doesn't get it under control, is he going to win or lose come 2020?
[01:53:24.562 --> 01:53:29.264]  In my view, his only risk is big tech manipulation of the election.
[01:53:29.264 --> 01:53:36.486]  So if you look at the betting odds and the political odds markets, President Trump is currently considered a 50% chance of winning reelection.
[01:53:36.486 --> 01:53:42.089]  I would say that's much higher under normal circumstances when the party in power is united.
[01:53:42.089 --> 01:53:45.810]  The party in power incumbent wins every single time.
[01:53:46.394 --> 01:53:52.527]  No incumbent has ever lost when he wasn't meaningfully contested within his own party because of party division.
[01:53:52.527 --> 01:53:55.172]  So by that standard, Trump should be a 95% favorite or better.
[01:53:57.446 --> 01:54:07.990]  But instead, the betting markets are treating him as a 50% favorite, in part because they're undervaluing and underpricing Trump, but also because they see and recognize the threat that Big Tech presents.
[01:54:07.990 --> 01:54:17.073]  Professor Epstein has gone into detail with study after study after study that shows Google by itself can move up to 20 million voters in the U.S.
[01:54:17.073 --> 01:54:18.513]  election process.
[01:54:18.513 --> 01:54:23.275]  And Trump won the Electoral College by about 100,000 aggregate votes across three states.
[01:54:23.860 --> 01:54:25.401]  So all they need to do is target it.
[01:54:25.401 --> 01:54:27.623]  And it appears they did do so in 2017.
[01:54:27.623 --> 01:54:33.048]  Explained some of the anomalies in the 2017 Alabama Senate election.
[01:54:33.048 --> 01:54:37.852]  It appears they did so again in 2018 because it explains anomalies in the House.
[01:54:37.852 --> 01:54:44.217]  It's not clear the Democrats would have won the House without big tech favoring them and manipulating and meddling in the elections in a wide range of ways.
[01:54:45.024 --> 01:54:49.487]  And so they can do things like they send certain people a message to go out and vote, but not other people.
[01:54:49.487 --> 01:54:52.429]  They tell you they show certain stories, but not other stories.
[01:54:52.429 --> 01:55:00.835]  They let something like Trump body count trend, which is a tagline that makes no sense, but Clinton body count disappear and vanish.
[01:55:00.835 --> 01:55:05.018]  So that's the power that they have to manipulate the mind.
[01:55:05.018 --> 01:55:06.459]  And it becomes more and more.
[01:55:06.459 --> 01:55:07.860]  So just let me jump in.
[01:55:07.860 --> 01:55:11.923]  So just to make clear, because a lot of people, so what happens is that
[01:55:12.743 --> 01:55:25.113]  Google and these socialist tech companies will allow anti-Trump rhetoric to come to the surface to give the impression that the entire country doesn't want President Trump.
[01:55:25.113 --> 01:55:31.017]  And because they're influencing people's thoughts, so when they go to vote,
[01:55:31.838 --> 01:55:34.640]  That's what they remember in their subconscious mind.
[01:55:34.640 --> 01:55:39.122]  They remember, oh yeah, Trump is a white supremacist.
[01:55:39.122 --> 01:55:41.324]  Trump hates colored people.
[01:55:41.324 --> 01:55:44.686]  Trump doesn't want people to come here to the country.
[01:55:44.686 --> 01:55:46.167]  He hates immigrants.
[01:55:46.167 --> 01:55:53.291]  When none of that is true, so they allow all of that anti-American, anti-Trump rhetoric to come to the surface.
[01:55:53.291 --> 01:55:54.832]  And that's how they influence.
[01:55:54.832 --> 01:55:56.833]  A lot of people don't understand that.
[01:55:56.833 --> 01:55:59.735]  And just to go through it, I remember when I was younger,
[01:56:00.820 --> 01:56:01.020]  I think?
[01:56:23.683 --> 01:56:29.495]  People that are easily manipulated, they take that information to the poll and they know that.
[01:56:29.495 --> 01:56:31.540]  And that's how they're manipulating people on a mass scale.
[01:56:31.540 --> 01:56:32.502]  Would you agree or disagree?
[01:56:33.379 --> 01:56:34.400]  That's exactly what it is.
[01:56:34.400 --> 01:56:35.540]  They shape conversation.
[01:56:35.540 --> 01:56:36.340]  They shape thoughts.
[01:56:36.340 --> 01:56:37.281]  They shape ideas.
[01:56:37.281 --> 01:56:39.642]  They shape where you focus your attention.
[01:56:39.642 --> 01:56:52.048]  So, for example, it's not a coincidence that InfoWars has been the primary target of big tech censorship, because InfoWars is able to break through that thought control process that big tech engages in.
[01:56:52.048 --> 01:57:02.593]  So, for example, Alex Jones at InfoWars was the first to broadcast that Joe Biden had clearly serious cognition and health-related issues, showed signs of having a stroke,
[01:57:03.153 --> 01:57:07.416]  All of his S's now are always slurred or have some sort of problem with them.
[01:57:07.416 --> 01:57:08.437]  Yeah, absolutely.
[01:57:08.437 --> 01:57:10.959]  Let me break in because we're getting ready to come to a hard break.
[01:57:10.959 --> 01:57:12.580]  Can you stay on longer with me?
[01:57:12.580 --> 01:57:14.461]  Because I love your insight.
[01:57:14.461 --> 01:57:17.743]  So I'm going to get more of that on after this break.
[01:57:17.743 --> 01:57:21.526]  So we have a, I think this is a short break and we'll come back.
[01:57:21.526 --> 01:57:23.427]  This is InfoWars.com.
[01:57:23.427 --> 01:57:27.190]  Don't forget, go to InfoWars.com forward slash show.
[01:57:27.190 --> 01:57:31.333]  You can see David Knight, Alex Jones Show, and of course the War Room.
[01:57:32.501 --> 01:57:37.050]  Infowarsstore.com where you can get all the greatest products.
[01:57:37.050 --> 01:57:41.700]  The products that help fight against tyranny and is good for your body.
[01:57:41.700 --> 01:57:42.361]  It is good.
[01:57:42.361 --> 01:57:42.762]  I love it.
[01:57:42.762 --> 01:57:43.463]  I love it.
[01:57:43.463 --> 01:57:44.285]  We'll be back after this.
[01:57:47.113 --> 01:58:00.304]  Thomas Jefferson predicted over 240 years ago that when our republic was in trouble in the future, it'd be the farmers that were close to the ground, close to reality, who actually worked for a living, that would end up saving the nation.
[01:58:00.304 --> 01:58:03.227]  And today, the communist Chinese have banned all U.S.
[01:58:03.227 --> 01:58:08.632]  farming goods a week ago, and we've seen massive increases in polls to support for the president.
[01:58:09.272 --> 01:58:13.814]  And what he's doing in this trade war wants China to put pressure on our farmers.
[01:58:13.814 --> 01:58:14.855]  That's beautiful.
[01:58:14.855 --> 01:58:16.756]  Americans aren't going to be bullied.
[01:58:16.756 --> 01:58:18.357]  And we aren't going to back down.
[01:58:18.357 --> 01:58:25.961]  So to the Joaquin Cruises and the Hillary Clintons of the world that want to intimidate people and tell us to back down, we're never going to give up.
[01:58:25.961 --> 01:58:28.282]  And all you've done is awaken the human spirit.
[01:58:28.282 --> 01:58:32.444]  And the human spirit lives at InfoWars.com and NewsWars.com.
[01:58:32.444 --> 01:58:33.385]  And I'm asking listeners,
[01:58:34.185 --> 01:58:38.290]  Whatever you do, spread those links because we are the light in the dark of the night.
[01:58:38.290 --> 01:58:39.391]  We are the resistance.
[01:58:39.391 --> 01:58:40.032]  We are 1776 Worldwide.
[01:58:48.677 --> 01:58:55.220]  Looking for a way to support Alex Jones and the InfoWars crew while staying up-to-date on all our products?
[01:58:55.220 --> 01:58:57.701]  Then our newsletter is for you!
[01:58:57.701 --> 01:59:00.723]  Now more than ever, InfoWars needs your help.
[01:59:00.723 --> 01:59:08.206]  Head over to InfoWarsStore.com, scroll down the page, and sign up to receive up-to-date, exclusive daily deals.
[01:59:08.206 --> 01:59:16.070]  The InfoWars Store Newsletter is your number one way to support the InfoWars team while keeping up with the latest savings and specials.
[01:59:16.590 --> 01:59:29.349]  Join your fellow info warriors in getting access to brand new formulas, daily deals, and exclusive sales with t-shirts, survival gear, movies, books, supplements, and more.
[01:59:29.349 --> 01:59:31.853]  It's easier than ever to support the resistance.
[01:59:32.473 --> 01:59:35.396]  Now you can stay up to date with just one click.
[01:59:35.396 --> 01:59:37.918]  Sign up for the InfoWars Store newsletter today.
[01:59:37.918 --> 01:59:43.923]  Head to InfoWarsStore.com and start receiving subscriber only sales and offers now.
[01:59:43.923 --> 01:59:51.790]  And stay current with everything the InfoWars Store has to offer.
[01:59:51.790 --> 01:59:54.393]  You're listening to the Alex Jones Show.
[02:00:16.343 --> 02:00:18.445]  Alright, welcome back!
[02:00:18.445 --> 02:00:21.647]  My name's Will Johnson, this is Infowars.com.
[02:00:21.647 --> 02:00:27.231]  We're gonna play a video for you here, and we're gonna put it up on the screen, but...
[02:00:28.559 --> 02:00:41.252]  I've been talking about white supremacy in the nation and how they're trying to demonize President Trump and to make it look like that he is the white supremacist and he's supporting all this white supremacy, which is a total lie.
[02:00:41.252 --> 02:00:52.403]  Everyone knows that President Trump is not racist, but for some reason they take this information in and they tell the lie over and over and over and over and over and over and over again until people start believing it.
[02:00:53.044 --> 02:00:54.144]  Yes, yes, yes.
[02:00:54.144 --> 02:00:59.649]  You even have people going out just blatantly saying President Trump is a racist.
[02:00:59.649 --> 02:01:02.752]  So we have a video that we're going to play for you.
[02:01:02.752 --> 02:01:03.973]  Can we put that up on the screen?
[02:01:03.973 --> 02:01:07.256]  OK, so let's go ahead and play this video.
[02:01:07.256 --> 02:01:07.757]  Check this out.
[02:01:08.439 --> 02:01:12.181]  I'm Ethan Kai with Campus Reform, and today we're at George Washington University.
[02:01:12.181 --> 02:01:14.502]  That is a white man.
[02:01:14.502 --> 02:01:18.545]  Will students sign a fake petition to change it in the name of diversity and inclusion?
[02:01:18.545 --> 02:01:19.465]  Let's find out.
[02:01:19.465 --> 02:01:21.566]  Would you be willing to sign a petition for me?
[02:01:21.566 --> 02:01:24.368]  The crosswalk signs, we're trying to petition to have them changed.
[02:01:24.368 --> 02:01:27.770]  Some students on campus have been offended by them because it's just a picture of a white man.
[02:01:27.770 --> 02:01:32.433]  We're proposing that we could change them to be more representative of an inclusive environment.
[02:01:32.433 --> 02:01:33.633]  That's so cute!
[02:01:33.633 --> 02:01:34.113]  Oh my god, yeah!
[02:01:35.546 --> 02:01:36.827]  Wait, that's awesome!
[02:01:36.827 --> 02:01:38.468]  Is this something you've thought about before?
[02:01:38.468 --> 02:01:44.313]  No, like, I never thought about it, but I can see, like, I guess, like, by some students who have problems with it.
[02:01:44.313 --> 02:01:45.333]  Okay, yeah, that's cool.
[02:01:45.333 --> 02:01:46.755]  I'll totally sign that.
[02:01:46.755 --> 02:01:50.838]  We proposed, like, these other things so it could be more... Yeah, yeah, yeah.
[02:01:50.838 --> 02:01:53.400]  We just didn't want to offend anyone, you know?
[02:01:53.400 --> 02:01:54.040]  Yeah, no, that's cool.
[02:01:54.040 --> 02:01:57.182]  So is this something you guys can get on board with?
[02:01:57.182 --> 02:01:58.003]  Absolutely, yeah.
[02:01:58.003 --> 02:01:58.984]  You guys sign it for me?
[02:01:58.984 --> 02:01:59.444]  Yeah.
[02:01:59.444 --> 02:02:04.128]  I assume it's, like, one of many ways in which the default is imagined to be a white man.
[02:02:05.365 --> 02:02:15.911]  See, this just goes to show how easily people are manipulated to believe a certain narrative, to believe that white supremacists is on the rise and they gotta change everything in our culture.
[02:02:15.911 --> 02:02:18.653]  They have to change everything that we see and believe.
[02:02:18.653 --> 02:02:19.753]  Continue.
[02:02:19.753 --> 02:02:22.035]  I totally get that it would be important to other people.
[02:02:22.035 --> 02:02:24.816]  But we're trying to be, you know, yeah, we're trying to be pioneers.
[02:02:24.816 --> 02:02:25.937]  That's a good idea.
[02:02:25.937 --> 02:02:27.578]  Thank you so much.
[02:02:27.578 --> 02:02:29.279]  I haven't really thought of it as a white guy.
[02:02:29.279 --> 02:02:30.980]  I've just thought of it as the lightest white.
[02:02:32.020 --> 02:02:37.785]  I mean, now that I've thought about it, I haven't ever thought about it, but it's just one of those things that... It's definitely a lack of representation.
[02:02:37.785 --> 02:02:38.466]  Yeah, for sure.
[02:02:38.466 --> 02:02:41.349]  Is this something you've thought about before?
[02:02:41.349 --> 02:02:43.411]  Uh... yeah.
[02:02:43.411 --> 02:02:44.311]  I think it's a good idea.
[02:02:44.311 --> 02:02:47.875]  The only problem is, if you're doing such a variety, there might be just a lot of money involved.
[02:02:47.875 --> 02:02:52.039]  How do you think, like, students who, like, are offended by this would feel?
[02:02:52.039 --> 02:02:53.700]  Probably more validated.
[02:02:53.700 --> 02:02:54.080]  Yeah.
[02:02:54.080 --> 02:02:56.443]  Like, of course I'll stop, and this is super cool.
[02:02:57.810 --> 02:02:59.772]  It's kind of simple, you know?
[02:02:59.772 --> 02:03:04.776]  Just a guy walking across the street, but... If it can help other people out, then why not, you know?
[02:03:04.776 --> 02:03:09.981]  Look at this!
[02:03:09.981 --> 02:03:13.284]  So, I think they're going to put a picture up here where they're going to show the different ones.
[02:03:15.191 --> 02:03:17.373]  Can we get that picture?
[02:03:17.373 --> 02:03:28.084]  So basically the gist of this is to get people to sign this petition to say that we need to change the street sign to all these different colors and different characters.
[02:03:28.084 --> 02:03:30.886]  So now if you're looking on the screen you have one here.
[02:03:30.886 --> 02:03:32.948]  I guess this is a pregnant man.
[02:03:33.829 --> 02:03:35.110]  For a crossing.
[02:03:35.110 --> 02:03:38.772]  And then you have, what is this, uh, trans maybe?
[02:03:38.772 --> 02:03:42.975]  Um, or just, uh, and then the LGBTQP.
[02:03:42.975 --> 02:03:48.759]  And I guess this is, I guess maybe this is the only one they consider to be, uh, white supremacist.
[02:03:48.759 --> 02:03:51.861]  Cause it's just a white lady, I guess, I'm assuming.
[02:03:51.861 --> 02:03:54.623]  And, uh, don't forget we have our brown people.
[02:03:54.623 --> 02:03:56.865]  And then of course, you know, disabled people.
[02:03:56.865 --> 02:03:59.927]  So they're going to change all of this.
[02:04:01.069 --> 02:04:13.559]  To just because of someone's feelings, and because they make up one every single day, they make up a new gender every single day.
[02:04:13.559 --> 02:04:19.384]  They probably need to put 20 or, what is it, 78, 78 of these signs in one location.
[02:04:19.384 --> 02:04:22.106]  And people are going to look, okay, is mine listed up there?
[02:04:22.106 --> 02:04:23.767]  Do I get to go across the street now?
[02:04:24.713 --> 02:04:25.993]  This is what we're coming to.
[02:04:25.993 --> 02:04:32.035]  This is a society that we're coming to, and it was really crazy that you have people that's actually signing this petition.
[02:04:32.035 --> 02:04:39.516]  They're believing that they have to do this to get people to understand the craziness, and they're doing it.
[02:04:39.516 --> 02:04:41.457]  They're being very successful with it.
[02:04:41.457 --> 02:04:43.157]  All right, my name is Will Johnson.
[02:04:43.157 --> 02:04:47.058]  This is Infowars.com, and we'll be back after this.
[02:04:58.115 --> 02:05:02.739]  It's never been easy to figure out the essentials of a new supplement routine.
[02:05:02.739 --> 02:05:10.465]  That's why we created the 8-Pack Power Stack, your go-to option for the building blocks of a successful approach to supplementation.
[02:05:10.465 --> 02:05:18.111]  This one-stop shop for those looking to simplify or adjust their routine is perfect for new and old InfoWarriors alike.
[02:05:18.111 --> 02:05:24.637]  With the 8-Pack Power Stack, there's no trial and error, messy bottles laying across the counter, or 20-minute morning habits.
[02:05:25.879 --> 02:05:39.327]  Just take the Wake Up and Work or Rest and Recover Packs each day for quick, easy-to-use, and conveniently accessible formulas to help you reach your peak without the deep supplement knowledge, stacks of bottles, and complicated routine.
[02:05:39.327 --> 02:05:43.789]  Featuring eight different formulas for a total take on your health and wellness.
[02:05:43.789 --> 02:05:48.872]  You can find what you like and get even more powerful versions in the store.
[02:05:48.872 --> 02:05:54.936]  Head to InfoWarsStore.com and check out 8-Pack Power Stack today and jumpstart your supplement routine.
[02:06:01.008 --> 02:06:01.569]  The answer to 1984 is 1776.
[02:06:01.569 --> 02:06:02.570]  You're listening to The Alex Jones Show.
[02:06:02.570 --> 02:06:05.353]  And now, your host, Will Johnson.
[02:06:27.534 --> 02:06:28.194]  They're awesome.
[02:06:28.194 --> 02:06:30.215]  I love the tunes they bring in.
[02:06:30.215 --> 02:06:32.897]  They're so awesome.
[02:06:32.897 --> 02:06:35.138]  I mean, how does it function without them?
[02:06:35.138 --> 02:06:36.198]  It doesn't.
[02:06:36.198 --> 02:06:39.860]  All right, we're back and we have Mr. Barnes with us still.
[02:06:39.860 --> 02:06:42.781]  It's a great honor and pleasure.
[02:06:42.781 --> 02:06:44.142]  Mr. Barnes, let me ask you this.
[02:06:44.142 --> 02:06:48.064]  You know, do you think Google
[02:06:51.101 --> 02:06:57.625]  We'll say enough is enough and, you know, kind of maybe loosen up a little bit.
[02:06:57.625 --> 02:07:01.307]  And before we went to the break, I was asking you about
[02:07:03.154 --> 02:07:08.158]  Conservatives versus liberals, which one, you know, are liberals happy?
[02:07:08.158 --> 02:07:09.719]  Which ones attack more?
[02:07:09.719 --> 02:07:13.462]  Because there's some liberals that say that, you know, Google has censored them.
[02:07:13.462 --> 02:07:21.728]  And the only time I've ever seen that is when they said that they started, you know, okay, well, I agree with President Trump here, I agree with him there.
[02:07:21.728 --> 02:07:24.630]  And then all of a sudden, they start getting the censorship.
[02:07:24.630 --> 02:07:26.832]  I think, is it Tim Poole?
[02:07:27.523 --> 02:07:28.064]  Is that his name?
[02:07:28.064 --> 02:07:29.165]  Tim Pool?
[02:07:29.165 --> 02:07:32.128]  He, you know, because he says he was a liberal, right?
[02:07:32.128 --> 02:07:34.391]  I think he still claims that he's a liberal.
[02:07:34.391 --> 02:07:37.975]  But he came out and he said, you know, I was watching him on Joe Rogan and he said, I'm a liberal.
[02:07:37.975 --> 02:07:38.496]  And I'm like, what?
[02:07:38.496 --> 02:07:40.498]  But I love everything he was saying.
[02:07:40.498 --> 02:07:45.443]  And he said, he said, but what Google is doing, what Twitter is doing, he said, I'm terrified.
[02:07:46.181 --> 02:07:50.684]  That's someone right there that is absolutely thinking for himself.
[02:07:50.684 --> 02:07:58.228]  And then I think he started experiencing the censorship as well because I've seen some of his YouTube videos and actually come to think about it.
[02:07:58.228 --> 02:08:01.770]  He used to show up on my feed all the time, but now he doesn't even show up any longer.
[02:08:01.770 --> 02:08:04.072]  I, you know, I have to go look for him.
[02:08:04.072 --> 02:08:06.273]  It's just, it's really crazy.
[02:08:07.370 --> 02:08:08.130]  It's extraordinary.
[02:08:08.130 --> 02:08:17.112]  So it has happened to people on the left, particularly people on the anti-war left, on the anti-establishment left, and the anti-big tech left.
[02:08:17.112 --> 02:08:29.335]  So one of the things that's happening, for which Alex Jones is always the best template, so that when you do the comparison between the Google search and the Bing or DuckDuckGo search for Alex Jones, you get multiple levels of information.
[02:08:29.335 --> 02:08:35.377]  The first level of information is that clearly Google is manipulating its algorithm to create a false result, because most people
[02:08:35.857 --> 02:08:39.741]  When they search Google, they think they're getting what other people have searched for.
[02:08:39.741 --> 02:08:48.190]  That's their trust and confidence in the Google algorithm, is that it will honestly and accurately reflect broader public interest and opinion.
[02:08:48.190 --> 02:08:50.012]  Not that it's being manipulated or meddled.
[02:08:50.012 --> 02:08:57.880]  Google doesn't put on the front page, by the way, the search results will be based on what Google thinks you should see, not based on what the world actually is interested in seeing.
[02:08:59.101 --> 02:09:05.926]  But you go further and deeper into it and you'll see exactly how they're doing the manipulation and what they're doing in the manipulation.
[02:09:05.926 --> 02:09:18.056]  So for example, clearly they're discriminating and have changed the manipulation so that Alex Jones only triggers certain kind of information and they filter out any positive information and filter in any negative information.
[02:09:18.056 --> 02:09:23.280]  But part of the way they're doing that is by elevating certain publications as gatekeepers over others.
[02:09:23.280 --> 02:09:24.982]  This is Facebook is doing this big time.
[02:09:25.482 --> 02:09:36.206]  And so what happens is anybody who's sort of on an anti-establishment press, anti-war press, things of that nature, they're also getting screened out of the gatekeeper role.
[02:09:36.206 --> 02:09:43.829]  So like Mitt Press, Caitlin Johnstone, certain anti-war publications, Counterpunch.
[02:09:43.829 --> 02:09:54.473]  These are publications that may be culturally to the left, but on certain issues of war and establishment and elite power are actually more on the Trumpist side of the equation, the Alex Jones side of the equation.
[02:09:54.954 --> 02:10:02.167]  So, for example, in certain contexts, when you do certain searches, you won't find certain left-leaning sources.
[02:10:02.167 --> 02:10:07.397]  The best example of this most recently was their open and overt discrimination against Tulsi Gabbard.
[02:10:07.856 --> 02:10:16.843]  So Tulsi Gabbard has a lot of left-wing views on a wide range of issues, but not on war and not on certain establishment politics involving the deep state.
[02:10:16.843 --> 02:10:22.867]  And so what happened is, the first debate, people are like, wow, this is a totally interesting, unique person.
[02:10:22.867 --> 02:10:32.334]  And so she was trying to appeal to the anti-war part of the Democratic base, which used to be much bigger, but the political establishment within the Democratic Party is now very pro-war, pro-deep state.
[02:10:32.814 --> 02:10:51.060]  And so Google, what they did is they right away turned off the spigot so that like her advertising was driven based on if there was suddenly a big surge in popular support, she would be able to tap into that for donations, tap into that for support by having her campaign ads run at the top when you look.
[02:10:51.644 --> 02:10:58.467]  But what happened is Google turned it off at exactly the moment there was a sudden surge of interest in her during the debate.
[02:10:58.467 --> 02:11:02.189]  That's why she sued them for $50 million.
[02:11:02.189 --> 02:11:04.910]  Because that's how much they cost her.
[02:11:04.910 --> 02:11:14.414]  They might have done fatal damage, but for the fact that she was able to replicate her performance in the second debate, and most importantly, she brought suit before that second debate.
[02:11:14.734 --> 02:11:20.158]  So all of a sudden, Google realized they were being exposed, and they're like, well, we don't want to be obvious what we're doing.
[02:11:20.158 --> 02:11:29.685]  So after the second debate, when she surged again, in fact, Owen and I were doing the pre-debate activities, and we were predicting certain things, and almost every prediction came true.
[02:11:29.685 --> 02:11:30.986]  Who was going to win the George poll?
[02:11:30.986 --> 02:11:32.507]  Who was going to win the Google search?
[02:11:32.507 --> 02:11:34.568]  Who was going to go up in the political betting markets?
[02:11:34.568 --> 02:11:37.250]  Who was going to go up in the Democratic political opinion polls?
[02:11:37.250 --> 02:11:42.254]  All of it, and one of the big ones was that Tulsi Gabbard would do well on all four fronts, and she in fact did.
[02:11:42.814 --> 02:12:00.028]  So, in fact, the people who are watching InfoWars and had a little bet, there's the UK fans and other fans, there's online various methods, had any sort of bet on the predicted and the rest, had bets on following what we were recommending and advising, they made between a 35 and 50% profit overnight.
[02:12:00.028 --> 02:12:02.470]  So, you don't just have to go to the InfoWarsStore.com.
[02:12:03.151 --> 02:12:03.811]  We're good to go.
[02:12:20.592 --> 02:12:21.132]  Yes, exactly.
[02:12:21.132 --> 02:12:27.913]  Free speech, support free elections, support free religion, but at the same time, you're getting above average products at below average prices.
[02:12:27.913 --> 02:12:32.914]  I mean, you're not putting more money in InfoWars' pocket, you're putting more money into your own pocket.
[02:12:32.914 --> 02:12:46.897]  And the way you do so is by getting products you need, by getting products you like, by getting products you want, but at cheaper prices and better value than the competition because of the way InfoWars is structured and being a direct merchandiser. 100%.
[02:12:48.945 --> 02:12:56.411]  So there's multiple ways to make the Infowars experience more than just a learning experience, but make it a self-profiting experience.
[02:12:56.411 --> 02:12:57.612]  Yeah, exactly.
[02:12:57.612 --> 02:13:00.354]  Let me ask you this.
[02:13:00.354 --> 02:13:02.395]  Who do you think Google is rooting for?
[02:13:02.395 --> 02:13:14.965]  Because for them to do Taffy Gilbert that way, because she was trending on Twitter, she was trending everywhere, and that would have been a prime time for her to run ads, to run advertisements, you know, getting donations like you said.
[02:13:16.027 --> 02:13:19.628]  Because they did that to her and she's running on the Democrat ticket.
[02:13:19.628 --> 02:13:23.209]  Who do you think that they want to be on top of the ticket?
[02:13:23.209 --> 02:13:27.710]  I don't imagine that it's Joe Biden because he's an old white man.
[02:13:27.710 --> 02:13:29.090]  They don't want white people.
[02:13:29.090 --> 02:13:30.651]  They hate white people.
[02:13:30.651 --> 02:13:31.731]  Let them tell it.
[02:13:31.731 --> 02:13:34.932]  So who is it do you think that they want?
[02:13:34.932 --> 02:13:39.713]  They are satisfied with any of the Democratic nominees except Tulsi Gabbard.
