[00:00:01.488 --> 00:00:02.088]  You got it.
[02:14:55.419 --> 02:14:58.300]  We elected him as the Commander-in-Chief to take care of this.
[02:14:58.300 --> 02:15:04.403]  Unless he acts as Commander-in-Chief very soon, it's going to be over as far as a political solution in this country.
[02:15:04.403 --> 02:15:06.364]  We'll have no recourse but to fight.
[02:15:06.784 --> 02:15:10.105]  And by the way, folks, this isn't rhetoric any way you slice it.
[02:15:10.105 --> 02:15:12.185]  The leftists already think it's a physical war.
[02:15:12.185 --> 02:15:14.426]  Yeah, well, it already is a physical war.
[02:15:14.426 --> 02:15:15.306]  Bernstein was correct.
[02:15:15.306 --> 02:15:16.666]  We're in a cold civil war.
[02:15:16.666 --> 02:15:18.687]  It's beginning to go hot now with radical Marxists.
[02:15:18.687 --> 02:15:19.487]  We'll see.
[02:15:19.487 --> 02:15:22.908]  You know, two years ago I said that they'll eventually turn into weather underground.
[02:15:22.908 --> 02:15:25.849]  We're going to start going kinetic with guns and with bombs.
[02:15:25.849 --> 02:15:27.109]  And we just saw that on Saturday.
[02:15:28.988 --> 02:15:30.929]  Well, we're not taking it lying down, that's for sure.
[02:15:30.929 --> 02:15:32.149]  If they want to fight, they're going to get one.
[02:15:32.149 --> 02:15:35.050]  But we better work hard now to stop it, ladies and gentlemen.
[02:15:35.050 --> 02:15:37.351]  We've got to push Trump to do what he can do now.
[02:15:37.351 --> 02:15:37.951]  Because the U.N.
[02:15:37.951 --> 02:15:39.052]  invasion isn't going to be U.N.
[02:15:39.052 --> 02:15:39.812]  helmets.
[02:15:39.812 --> 02:15:41.593]  We'll all take out the blue helmets.
[02:15:41.593 --> 02:15:46.374]  It's going to be giant refugee mobs, leftists, antifa, your own people that have doxxed you.
[02:15:46.374 --> 02:15:48.555]  They'll be delivering at your house if you're a congressman.
[02:15:48.555 --> 02:15:50.336]  The left's going to shoot you in the back of the head.
[02:15:50.336 --> 02:15:51.777]  They've been planning.
[02:15:51.777 --> 02:15:52.797]  They mean to do it.
[02:15:55.297 --> 02:15:56.558]  Maybe not today.
[02:15:56.558 --> 02:15:57.839]  Maybe not tomorrow.
[02:15:57.839 --> 02:16:01.582]  But soon, you'll need a plan and place to survive.
[02:16:01.582 --> 02:16:02.663]  Forget bonkers.
[02:16:02.663 --> 02:16:04.484]  You're not a live underground gopher.
[02:16:04.484 --> 02:16:06.205]  You need Survivalist Camps.
[02:16:06.205 --> 02:16:13.991]  The ultimate, fully functional, off-the-grid, mobile survival bug-out house that's well-equipped and custom-built to outlast any other RV or trailer.
[02:16:13.991 --> 02:16:15.012]  Bold statement?
[02:16:15.012 --> 02:16:15.993]  You bet.
[02:16:15.993 --> 02:16:18.474]  See them now at survivalistcamps.com.
[02:16:18.474 --> 02:16:20.696]  That's survivalistcamps.com.
[02:16:20.696 --> 02:16:23.858]  Trust your family's survival to survivalistcamps.com.
[02:16:24.901 --> 02:16:27.502]  Hunters, anglers, campers, and survivalists.
[02:16:27.502 --> 02:16:28.563]  Get back to nature.
[02:16:28.563 --> 02:16:35.726]  Expand your horizons with the highest quality, most versatile, unique slingshots and sling bows on the market at slingbow.com.
[02:16:35.726 --> 02:16:39.088]  Slingbow products are compact and models start from just $17.98.
[02:16:39.088 --> 02:16:42.589]  They're perfect for your bug out bag or storing in your vehicle.
[02:16:42.589 --> 02:16:46.671]  Give yourself and your loved ones the excitement and tradition of slingbow.
[02:16:46.671 --> 02:16:51.174]  A new frontier in archery and truly modern twist on this primitive survival tool.
[02:16:51.174 --> 02:16:53.775]  Feel the thrill only at slingbow.com.
[02:16:54.798 --> 02:17:00.545]  Finally, there's a way for you to get into the blockchain, the hottest financial sector without all the speculation.
[02:17:00.545 --> 02:17:05.651]  Now, enjoy a 27% annualized payment each month without the ups and downs of Bitcoin.
[02:17:05.651 --> 02:17:13.120]  Seen on programs broadcast on Fox Business News, blockchain data centers offer an equipment leasing program in the explosive digital asset marketplace.
[02:17:13.300 --> 02:17:13.840]  We're good.
[02:17:32.008 --> 02:17:33.609]  Serving with InfoWars is a great honor.
[02:17:33.609 --> 02:17:35.090]  But I still need my morning coffee.
[02:18:02.751 --> 02:18:12.158]  And luckily, our break room at the InfoWars headquarters is stocked full of high-quality InfoWars store Patriot Blend coffee.
[02:18:12.158 --> 02:18:23.806]  Grown in the high mountains of southern Mexico, the Chiapas farmers grow 100% organic, non-GMO coffee at the ideal altitude for the perfect cup.
[02:18:23.806 --> 02:18:27.989]  A robust coffee with great flavor and mild acidity.
[02:18:28.909 --> 02:18:32.933]  There has never been a more important time to support InfoWars.
[02:18:32.933 --> 02:18:39.839]  So if you love coffee, and if you want to fight for freedom, then you can help.
[02:18:39.839 --> 02:18:42.762]  Order now at the InfoWars store.
[02:18:42.762 --> 02:18:52.551]  Sign up for auto-ship and get your own high-quality supply of Patriot Blend coffee delivered right to your door at InfoWarsStore.com
[02:18:56.070 --> 02:19:02.675]  It's time to show them what a real alpha male looks like with one of our most powerful products ever made, Alpha Power.
[02:19:02.675 --> 02:19:06.118]  As you age, your body can lose testosterone over time.
[02:19:06.118 --> 02:19:15.045]  With the incredible ingredients in this formula, we can help you beat the test of time and assist in restoring that lost energy and mood that comes with time and age.
[02:19:15.045 --> 02:19:23.212]  Alpha Power's incredible ingredients can help you boost your sports performance or enhance your day-to-day life with ease while encouraging hormonal balance.
[02:19:23.792 --> 02:19:29.213]  Perfect by itself or with super male vitality in the True Alpha Male Pack.
[02:19:29.213 --> 02:19:36.454]  Alpha Power can help boost performance, help maintain normal testosterone levels, support healthy cholesterol and more.
[02:19:36.454 --> 02:19:40.135]  Let Alpha Power help bring you to the peak of your optimal health.
[02:19:40.135 --> 02:19:43.176]  Don't fall short on energy in the fight against tyranny.
[02:19:43.176 --> 02:19:47.236]  Show the world what a True Alpha Male looks like today with Alpha Power.
[02:19:47.236 --> 02:19:49.717]  Head to InfoWarsStore.com today!
[02:19:58.980 --> 02:20:01.641]  You're listening to The Alex Jones Show!
[02:20:30.285 --> 02:20:37.709]  Alright, Andrew, M.I.A., Lyle, Ben, Joe, Jim, Michael, Anthony, Connor.
[02:20:37.709 --> 02:20:39.490]  All first-time callers, we're going to you right now.
[02:20:39.490 --> 02:20:40.951]  Stuart Rhodes is my guest.
[02:20:40.951 --> 02:20:42.371]  He's going to punch you out in about ten minutes.
[02:20:42.371 --> 02:20:47.334]  He's going to come back in the fourth hour and host you today ahead of the war room with Owen Schroer.
[02:20:47.334 --> 02:20:48.575]  We were talking to the breakers briefly.
[02:20:49.562 --> 02:20:50.302]  I agree with you.
[02:20:50.302 --> 02:20:54.383]  If Trump doesn't take action now, he's being told he's going to win re-election.
[02:20:54.383 --> 02:20:55.424]  They've got internal polls.
[02:20:55.424 --> 02:20:58.204]  He knows he's 15, 20 points ahead from the fake polls.
[02:20:58.204 --> 02:20:59.525]  That doesn't matter.
[02:20:59.525 --> 02:21:02.846]  The Democrats and all the fraud we've seen, they already wanted him out.
[02:21:02.846 --> 02:21:04.146]  They'll break any rule.
[02:21:04.146 --> 02:21:09.347]  It's been proven that millions, 1.3 million voted illegally in California.
[02:21:09.347 --> 02:21:11.888]  Judicial Watch just won a lawsuit two weeks ago.
[02:21:11.888 --> 02:21:15.629]  They're going for broke and they're going to use the election as the cleanest way to get him out.
[02:21:16.454 --> 02:21:20.137]  Sure, they're going to swamp it, like I said before, all these sanctuary cities.
[02:21:20.137 --> 02:21:31.345]  That's why it's a mistake to send the asylum seekers to sanctuary cities, because all that does is make them voting blocks, sheltered illegal voting blocks in those cities or those states.
[02:21:31.345 --> 02:21:32.166]  And that's the game plan.
[02:21:33.247 --> 02:21:44.095]  I mean, if they thought there was going to be Republican voters coming in from other countries, you could see the wall from space that they would build to stop those future Republican voters from coming in.
[02:21:44.095 --> 02:21:56.364]  But because they know that predominantly they're going to vote Democrat, especially when they're being encouraged by the Democrats to vote illegally, they know they're going to vote Democrat and they'll get a permanent lock on power.
[02:21:56.364 --> 02:21:57.965]  And Coulter was correct about that.
[02:21:57.965 --> 02:21:59.266]  And they've been bragging.
[02:21:59.266 --> 02:22:01.088]  The Democrats now admit this.
[02:22:02.720 --> 02:22:04.361]  It's just total insanity.
[02:22:04.361 --> 02:22:06.643]  Let's go to phone calls here.
[02:22:06.643 --> 02:22:09.545]  Let's go ahead and talk to Connor, then Anthony, and others.
[02:22:09.545 --> 02:22:10.806]  Connor, on the air from Indiana.
[02:22:10.806 --> 02:22:12.287]  Thanks for holding.
[02:22:12.287 --> 02:22:13.327]  Hey, Alex.
[02:22:13.327 --> 02:22:14.528]  So great to talk to you.
[02:22:14.528 --> 02:22:17.190]  I actually wanted to make a few points.
[02:22:17.190 --> 02:22:21.533]  My wife is actually from the Philippines, and we went through the legal immigration process.
[02:22:21.533 --> 02:22:23.834]  And it's taken so much time and so much money.
[02:22:23.834 --> 02:22:29.098]  And I've actually had to give up a lot of my personal documentation and hers as well to get here.
[02:22:29.098 --> 02:22:30.699]  And I don't know, Mike.
[02:22:31.303 --> 02:22:46.732]  I kind of, I don't want to say hatred for illegal immigrants, it's kind of swelled over like the last, you know, month or so that's been going on and cash has been outflowing from my wallet and, you know, to see these people wanting open borders is pretty sick to me.
[02:22:46.732 --> 02:22:47.432]  Well, I agree with you.
[02:22:47.432 --> 02:22:53.575]  We should make people that aren't criminals and have skills easier to be citizens, but the Democrats want a permanent underclass.
[02:22:53.575 --> 02:22:57.537]  And so they just say, oh, come on in, we'll legalize you, but you're never really a citizen.
[02:22:57.537 --> 02:22:58.318]  They suck off of you.
[02:22:59.394 --> 02:23:00.295]  That's exactly right.
[02:23:00.295 --> 02:23:06.058]  And to see Ilhan Omar, not even, she just stayed completely silent when they desecrated her flag.
[02:23:06.058 --> 02:23:09.241]  And, you know, I actually watched The Patriot with my wife.
[02:23:09.241 --> 02:23:14.784]  I mean, it's not the most historically accurate movie, but she's a pro-Trump immigrant and all this stuff.
[02:23:14.784 --> 02:23:16.786]  And she just loves our country.
[02:23:16.786 --> 02:23:18.387]  She's so grateful to be here.
[02:23:18.387 --> 02:23:26.052]  And I just think it's sick that, you know, Ilhan Omar being an asylee refugee from Somalia to just
[02:23:26.815 --> 02:23:28.876]  Stay silent on the desecration of our flag.
[02:23:28.876 --> 02:23:30.317]  One open borders.
[02:23:30.317 --> 02:23:31.918]  All this stuff is just disgusting.
[02:23:31.918 --> 02:23:34.059]  Well, it's like Stuart Rhodes said, my friend.
[02:23:34.059 --> 02:23:38.641]  God bless you, Connor, and God bless your American wife, because you love America and you love freedom.
[02:23:38.641 --> 02:23:39.542]  You're an American.
[02:23:39.542 --> 02:23:40.202]  That's the problem.
[02:23:40.202 --> 02:23:47.046]  The left puts them in refugee centers for six months on average, brainwashes them, and then ships them up here with a chip on their shoulder.
[02:23:47.046 --> 02:23:47.626]  God bless you.
[02:23:47.626 --> 02:23:50.447]  I appreciate that call.
[02:23:50.447 --> 02:23:53.649]  Let's go ahead and go to Anthony in Nevada.
[02:23:53.649 --> 02:23:54.470]  Anthony, you're on the air.
[02:23:54.470 --> 02:23:54.990]  Thanks for holding.
[02:23:56.084 --> 02:23:58.025]  Hey, good afternoon Alex and Stuart.
[02:23:58.025 --> 02:23:59.306]  God bless you.
[02:23:59.306 --> 02:24:00.146]  Hey, God bless you.
[02:24:00.146 --> 02:24:02.147]  I wanted to thank Stuart for his service as well.
[02:24:02.147 --> 02:24:03.628]  Thank you.
[02:24:03.628 --> 02:24:11.872]  I never was in the military myself, but I have met Stuart during the Bundy Ranch situation that was down here in Las Vegas.
[02:24:11.872 --> 02:24:13.073]  It was very nice to meet you, Stuart.
[02:24:13.073 --> 02:24:15.334]  Appreciate that, thank you.
[02:24:15.334 --> 02:24:15.975]  Yeah, definitely.
[02:24:15.975 --> 02:24:22.198]  You know, I just wanted to call and talk about how normal people just need to get out there and be active.
[02:24:23.317 --> 02:24:25.658]  My brother and I, we try to be as active as possible.
[02:24:25.658 --> 02:24:33.782]  We do have kids and stuff that we have to take care of, but the more regular people get out there and get active, the more we can take this country back from these leftists.
[02:24:33.782 --> 02:24:38.684]  No, I agree, and that's what's so humbling about this show, because I'm good sometimes, I'm bad sometimes, but I mean well.
[02:24:38.684 --> 02:24:48.629]  But the humbling-ness of everybody, of every race, color, and creed who are all humans with red blood, all the same race under Christ, the goodness of our audience, they really are the resistance.
[02:24:48.629 --> 02:24:51.010]  I mean, our audience is the resistance.
[02:24:51.010 --> 02:24:52.051]  Yeah, well said.
[02:24:52.051 --> 02:24:52.431]  Well said.
[02:24:53.769 --> 02:24:56.610]  Anything else, Anthony?
[02:24:56.610 --> 02:25:00.191]  Me and my brother just started a website last night, BattleBorn.News.
[02:25:00.191 --> 02:25:03.011]  We're going to try to cover as much local news as we can.
[02:25:03.011 --> 02:25:04.172]  That's awesome.
[02:25:04.172 --> 02:25:07.273]  Say that slowly, because I didn't catch it.
[02:25:07.273 --> 02:25:09.013]  BattleBorn.News.
[02:25:09.013 --> 02:25:10.593]  BattleBorn.News.
[02:25:10.593 --> 02:25:11.534]  What a great name.
[02:25:11.534 --> 02:25:12.334]  BattleBorn.News.
[02:25:12.334 --> 02:25:14.735]  I'm sure folks will check it out, Anthony.
[02:25:14.735 --> 02:25:18.916]  Biggest thing is go out and shoot video of local events, link it up, and it'll send you huge traffic.
[02:25:18.916 --> 02:25:19.776]  Great job, my friend.
[02:25:20.826 --> 02:25:24.468]  Let's go ahead and talk to Mia in Ohio, then Andrew.
[02:25:24.468 --> 02:25:25.268]  Mia, thanks for calling.
[02:25:25.268 --> 02:25:27.449]  You're on the air with Stuart Rhodes.
[02:25:27.449 --> 02:25:28.110]  Alex, hi.
[02:25:28.110 --> 02:25:29.670]  Thank you for taking my call.
[02:25:29.670 --> 02:25:35.393]  I just wanted to call about a situation that we had on 4th of July over here.
[02:25:35.393 --> 02:25:44.558]  I live in a city, a suburb of Cleveland, West Side, and it's pretty much being taken over by Muslims.
[02:25:44.558 --> 02:25:45.958]  It's horrifying.
[02:25:45.958 --> 02:25:47.859]  I took my two little boys.
[02:25:47.859 --> 02:25:49.160]  I have a 7 and 8 year old boy.
[02:25:50.440 --> 02:25:59.985]  My husband and I got our bags, picnic stuff, brought it to the local park, and immediately I couldn't believe what I was seeing.
[02:25:59.985 --> 02:26:04.727]  It looked like I was in another country.
[02:26:04.727 --> 02:26:06.008]  I started getting upset.
[02:26:06.008 --> 02:26:06.788]  I looked around.
[02:26:06.788 --> 02:26:08.449]  I said something to one of them.
[02:26:08.449 --> 02:26:11.411]  I said, where's your red, white, and blue?
[02:26:11.411 --> 02:26:16.133]  I don't see anyone with flags or any, you know, they're wearing all their black stuff.
[02:26:17.304 --> 02:26:31.014]  I just got really upset and I said some stuff and then they said stuff back to me and within seconds I had about five cops grab me in front of my kids, handcuff me, put me in the car, and take me away and arrest me.
[02:26:32.295 --> 02:26:38.741]  Well ma'am, I'd like to say, I'm sure this is a true story, I'd like to put you on hold, you as a guest, get your info and try to support you.
[02:26:38.741 --> 02:26:46.528]  Because all over the country, I have, I go to restaurants now, just regular restaurants, there'll be five women with burqas on in Austin.
[02:26:46.528 --> 02:26:48.990]  So it must be ten times the number they say of Muslims been brought in.
[02:26:48.990 --> 02:26:51.292]  I mean, it must be millions a month or something.
[02:26:51.292 --> 02:26:54.875]  I mean, you drive down any street, there's just Muslims everywhere in full burqas.
[02:26:54.875 --> 02:26:57.438]  I mean, I'm not just talking the jibs, I mean full beekeeper suits.
[02:26:58.158 --> 02:27:01.160]  And they're just, you can't go to most malls in Austin now.
[02:27:01.160 --> 02:27:03.122]  The men will say stuff to your daughters.
[02:27:03.122 --> 02:27:04.703]  Oh, little slut bitch!
[02:27:04.703 --> 02:27:06.805]  You want to get in a fight with them, you know, your 10-year-old daughter.
[02:27:06.805 --> 02:27:08.426]  They go, you're my bitch now!
[02:27:08.426 --> 02:27:12.148]  Because if they're not wearing a beat keeper suit, they're free game.
[02:27:12.148 --> 02:27:14.010]  And so all the grooming, all of it's here.
[02:27:14.010 --> 02:27:20.895]  So you were out, trying to go to the 4th of July public event, you saw this?
[02:27:20.895 --> 02:27:23.137]  Yes, and it happened last year too, and I ignored it.
[02:27:24.386 --> 02:27:25.867]  You know, I told my husband I gotta leave.
[02:27:25.867 --> 02:27:30.770]  I don't, I'm super like, I'm just so American and I am so patriotic.
[02:27:30.770 --> 02:27:31.950]  It just disgusted me.
[02:27:31.950 --> 02:27:35.452]  So what did the police charge you with something?
[02:27:35.452 --> 02:27:36.953]  They, they charged me.
[02:27:36.953 --> 02:27:44.718]  Well, they, some Muslim lady came up to me and she goes, if you don't leave here, something really bad is going to happen to you.
[02:27:44.718 --> 02:27:50.281]  And, and, um, right after she said that, I'm sure I said something back and, uh,
[02:27:51.175 --> 02:27:51.815]  Immediately.
[02:27:51.815 --> 02:27:52.936]  I'm telling you.
[02:27:52.936 --> 02:27:55.517]  You talk back to a God?
[02:27:55.517 --> 02:27:55.877]  I know.
[02:27:55.877 --> 02:27:57.198]  Can you believe it?
[02:27:57.198 --> 02:27:57.718]  What?
[02:27:57.718 --> 02:27:59.679]  An American woman?
[02:27:59.679 --> 02:28:02.480]  Listen, under Islam, only Islamic women can even talk.
[02:28:02.480 --> 02:28:05.541]  Dogs outside Islam do not talk.
[02:28:05.541 --> 02:28:07.182]  You dirty infidel.
[02:28:07.182 --> 02:28:10.563]  You talk back to a living God?
[02:28:10.563 --> 02:28:15.025]  You know what the worst part, though, Alex, is that the police were so quick
[02:28:15.660 --> 02:28:16.621]  Yes, I am being charged with
[02:28:28.905 --> 02:28:31.726]  Well, first of all, they were asking me my name, and I was so mad, so I wouldn't know.
[02:28:31.726 --> 02:28:33.246]  Sure, so they tricked you into saying, okay, stay there.
[02:28:33.246 --> 02:28:33.806]  I'm gonna come back to you.
[02:28:33.806 --> 02:28:34.467]  Stewart's gonna take a break.
[02:28:34.467 --> 02:28:35.547]  He says it's the fourth hour.
[02:28:35.547 --> 02:28:36.567]  I'm gonna come back.
[02:28:36.567 --> 02:28:37.347]  We're gonna talk to Mia.
[02:28:37.347 --> 02:28:44.529]  You know, you heard about people getting arrested for Hitler dog jokes, or you heard about what happened to Tommy Robinson for covering Islamic rape gangs.
[02:28:44.529 --> 02:28:49.471]  Well, this woman's been arrested in Ohio for talking to a god.
[02:28:49.471 --> 02:28:50.571]  You don't talk to gods.
[02:28:54.941 --> 02:28:59.504]  If you're trying to quit drinking or doing too many drugs, listen to me.
[02:28:59.504 --> 02:29:01.585]  You don't know me and we'll never meet.
[02:29:01.585 --> 02:29:03.326]  I had a problem like you once.
[02:29:03.326 --> 02:29:09.869]  I drank and used to party a little too much till it got out of control and almost ruined my life.
[02:29:09.869 --> 02:29:14.952]  I realized I needed help to fix my problem before it totally destroyed me.
[02:29:14.952 --> 02:29:19.655]  If you've tried to fix your drinking and drug problem and you know you can't do it alone,
[02:29:20.095 --> 02:29:23.196]  You need to call the National Treatment Advisors.
[02:29:23.196 --> 02:29:30.219]  They'll immerse you into a 30-day program to replace your old habits with new habits and totally change your life.
[02:29:30.219 --> 02:29:35.402]  And if you have PPO, private health insurance, the entire program may be covered.
[02:29:35.402 --> 02:29:38.703]  Fix your problem right now before it gets any worse.
[02:29:38.703 --> 02:29:39.643]  Get clean.
[02:29:39.643 --> 02:29:41.484]  Call now and learn more.
[02:29:41.484 --> 02:29:41.524]  800-506-6740.
[02:29:45.906 --> 02:29:49.067]  800-506-6740.
[02:29:49.067 --> 02:29:50.188]  That's 800-506-6740.
[02:29:50.188 --> 02:30:00.112]  The globalists are hyper-competitive scientific dictators.
[02:30:00.112 --> 02:30:01.152]  They are technocrats.
[02:30:01.152 --> 02:30:03.453]  They are control freaks in their own words.
[02:30:03.453 --> 02:30:10.336]  And they believe allowing you to live your own life, make your own decisions, it's in the way of their great destiny to merge with AI gods.
[02:30:10.896 --> 02:30:12.678]  We're fighting them hard in cyberspace.
[02:30:12.678 --> 02:30:15.140]  We're fighting them hard right here in the third dimension.
[02:30:15.140 --> 02:30:21.645]  But one of the biggest places that we neglect to forget that we've really got a lot of control in our lives is our bodies.
[02:30:21.645 --> 02:30:26.830]  If I wasn't taking the highest quality supplements from 4warsandlife.com, I couldn't do it.
[02:30:26.830 --> 02:30:35.857]  That's why we decided to take our original Secret 12 that was incredibly high-quality medical bottlement and double the strength of it in a new formula, Ultra 12.
[02:30:36.818 --> 02:30:42.805]  Ultra 12 is undoubtedly the strongest, highest quality B12 over-the-counter that you're going to find anywhere.
[02:30:42.805 --> 02:30:43.746]  It is amazing.
[02:30:43.746 --> 02:30:53.758]  Experience pure Methylcobalamin B12 for yourself and fund the second American Revolution against the tyrants at InfoWarsStore.com, InfoWarsLive.com or 888-253-3139.
[02:30:56.207 --> 02:31:07.418]  As we witness the most disastrous geological activity in recorded history, the globalists are backed into a corner and the leftists are pushing for civil war.
[02:31:07.418 --> 02:31:11.562]  Borders are being broken and sovereignty is being challenged.
[02:31:11.562 --> 02:31:12.023]  The world
[02:31:12.663 --> 02:31:21.653]  Is going to change and how it changes will likely be decided by those who are prepared to stay strong when the system fails.
[02:31:21.653 --> 02:31:33.406]  The system is vulnerable electricity could be gone in an instant and grocery stores could be empty in three days having storable foods and the ability to purify water
[02:31:33.886 --> 02:31:36.889]  We'll give you a fighting chance in the next level.
[02:31:36.889 --> 02:31:42.855]  And being without puts you at the mercy of others or makes you a slave to a dying system.
[02:31:42.855 --> 02:31:48.080]  Buy storable foods and an Alexa Pure Gravity Water Filter today.
[02:31:48.080 --> 02:31:51.043]  Support mankind by being prepared.
[02:31:51.043 --> 02:31:54.407]  And support freedom by buying from Infowarsstore.com.
[02:31:56.227 --> 02:32:04.293]  As we gather this evening in the joy of freedom, we remember that all share a truly extraordinary heritage.
[02:32:04.293 --> 02:32:10.517]  Together, we are part of one of the greatest stories ever told, the story of America.
[02:32:10.517 --> 02:32:19.142]  It is the epic tale of a great nation whose people have risked everything for what they know is right and what they know is true.
[02:32:20.323 --> 02:32:35.598]  As long as we stay true to our codes, as long as we remember our great history, as long as we never ever stop fighting for a better future, then there will be nothing that America can not do.
[02:32:46.539 --> 02:32:47.661]  Infowars.com.
[02:32:47.661 --> 02:32:48.802]  Tomorrow's news today.
[02:32:48.802 --> 02:32:51.806]  Full power of the Republic in the name of Jesus Christ.
[02:32:51.806 --> 02:32:53.268]  Full power!
[02:32:53.268 --> 02:32:54.369]  Damn the torpedoes!
[02:32:54.369 --> 02:32:59.015]  Go straight at them!
[02:32:59.015 --> 02:33:01.638]  You're listening to the Alex Jones Show.
[02:33:13.328 --> 02:33:19.416]  Live from the Infowars.com studios, it's Alex Jones.
[02:33:19.416 --> 02:33:25.183]  You keep saying you've got something for me.
[02:33:25.183 --> 02:33:28.347]  Something you call love, but confess.
[02:33:29.707 --> 02:33:30.848]  Yeah, folks.
[02:33:30.848 --> 02:33:33.950]  The country has been overrun.
[02:33:33.950 --> 02:33:37.172]  Islam has 1.8 billion people.
[02:33:37.172 --> 02:33:39.694]  Said to be 3 billion in just less than a decade.
[02:33:39.694 --> 02:33:41.695]  And the borders are wide open.
[02:33:41.695 --> 02:33:43.696]  And all the big corporations are behind it.
[02:33:43.696 --> 02:33:45.257]  And yeah.
[02:33:45.257 --> 02:33:47.659]  In Europe, they have no-go zones everywhere.
[02:33:47.659 --> 02:33:49.280]  And Europeans aren't allowed to go into them.
[02:33:49.280 --> 02:33:51.341]  The Muslims convert in thousands of cars a night.
[02:33:51.341 --> 02:33:51.862]  They're God.
[02:33:53.689 --> 02:33:55.590]  And so this poor lady, Mia in Ohio.
[02:33:55.590 --> 02:33:57.010]  Mia, I know you're upset about this.
[02:33:57.010 --> 02:33:59.231]  Tell, recap where it happened, where you were.
[02:33:59.231 --> 02:34:00.752]  We've getting your name and number.
[02:34:00.752 --> 02:34:01.712]  You're going to get us the proof.
[02:34:01.712 --> 02:34:03.833]  We want to make a national story out of this.
[02:34:03.833 --> 02:34:07.094]  You were arrested for talking to a Muslim.
[02:34:07.094 --> 02:34:10.916]  And I want to hear how the police set you up, what town you were again, where all this happened.
[02:34:10.916 --> 02:34:13.677]  We're going to make a big issue out of this.
[02:34:13.677 --> 02:34:16.157]  So, so, so, so recap what happened to you.
[02:34:16.157 --> 02:34:18.838]  Well, this is Westlake, Ohio.
[02:34:20.868 --> 02:34:38.598]  We're about 40 minutes west of Cleveland, and I'm from the east side of Cleveland originally, and I've never seen so many... When I moved with my husband here, I noticed the difference of the area, and I've been concerned about it ever since.
[02:34:38.598 --> 02:34:47.963]  And so when we were at a picnic all day on 4th of July, swimming at a pool with family, aunts, uncles, we got home, we got ready, we went to the local...
[02:34:50.885 --> 02:34:57.108]  And I, Alex, I just looked around, I couldn't believe it.
[02:34:57.108 --> 02:35:04.451]  I mean, we must have been, like, literally in, like, a no-go zone in my own city, you know?
[02:35:04.451 --> 02:35:12.515]  And I didn't want to make a big deal out of it in front of my husband because he gets, you know, he's kind of like, you're so sensitive to it, you know?
[02:35:12.515 --> 02:35:12.835]  Whatever.
[02:35:13.652 --> 02:35:29.092]  So anyhow we sat down and he went and got ice cream with the kids and I just looked around I couldn't help it I started videotaping and I was getting angry and I just said where's your red white and blue where everyone was wearing like black it was you know no one had a flag no one had a
[02:35:30.266 --> 02:35:32.828]  American t-shirt, nothing, nothing.
[02:35:32.828 --> 02:35:39.952]  Let's be clear, it wasn't the burqas, it wasn't the hijabs, it wasn't the black clothing of obviously super orthodox Muslims.
[02:35:39.952 --> 02:35:43.034]  It was that there wasn't any American flags.
[02:35:43.034 --> 02:35:44.855]  They were just there for the fireworks.
[02:35:44.855 --> 02:35:55.261]  Well yeah, I mean you're just there to see fireworks and I remember going last year and I had to leave last year because I thought maybe it was just a weird night and I just didn't like the scene and
[02:35:57.098 --> 02:35:59.620]  Anyhow, so I'm taking a video... Ma'am, I get how you're freaked out.
[02:35:59.620 --> 02:36:02.723]  I've been in restaurants, okay, where there's literally...
[02:36:04.102 --> 02:36:07.065]  A third of the restaurant, or half, is men with women in burkas.
[02:36:07.065 --> 02:36:08.986]  They take the food and go under it.
[02:36:08.986 --> 02:36:11.188]  It's people like in Halloween outfits.
[02:36:11.188 --> 02:36:12.550]  And they're so arrogant about it.
[02:36:12.550 --> 02:36:14.692]  Everyone kisses their ass.
[02:36:14.692 --> 02:36:15.312]  They're very arrogant.
[02:36:15.312 --> 02:36:18.315]  And like, gay people come over and go, oh, we love you, oh.
[02:36:18.315 --> 02:36:19.296]  You know, they want to kill them.
[02:36:19.296 --> 02:36:21.057]  And it's just so obscene.
[02:36:21.057 --> 02:36:24.400]  So I get what you're saying, the incompatibility of all this.
[02:36:24.400 --> 02:36:27.803]  So tell us, oh, you videotaped in public.
[02:36:27.803 --> 02:36:29.585]  Was that, that angered them?
[02:36:29.585 --> 02:36:30.386]  So tell us what happened.
[02:36:31.493 --> 02:36:36.657]  So I'm videotaping and I'm saying, look at this city, Westlake, you know, and I was making comments.
[02:36:36.657 --> 02:36:41.920]  Well, someone must've heard me and she came up to me and she goes, you better get out of here or something bad's going to happen to you.
[02:36:41.920 --> 02:36:46.383]  And I'm, you know, I kind of, I must've said, obviously I, I fought back.
[02:36:46.383 --> 02:36:47.524]  I said, what are you talking about?
[02:36:47.524 --> 02:36:56.531]  This is my city, my country, but where's your, you know, and then I went on the American, where's your, you know, representation of our country, nothing.
[02:36:56.531 --> 02:37:01.094]  And one of her friends or whoever, another Muslim in the area must've ran.
[02:37:01.670 --> 02:37:10.818]  To the police because within seconds I had about six cops on me like as if I had pulled a gun or something.
[02:37:10.818 --> 02:37:12.999]  And I was just, I couldn't believe it.
[02:37:12.999 --> 02:37:16.142]  You know, I felt like, so I'm still shocked.
[02:37:16.142 --> 02:37:17.743]  I'm still in shock, I swear to God.
