[00:00:00.345 --> 00:00:01.546]  Sue him!
[02:15:44.329 --> 02:15:44.749]  That's old.
[02:15:44.749 --> 02:15:45.550]  We already know that.
[02:15:45.550 --> 02:15:46.131]  Trust me.
[02:15:46.131 --> 02:15:47.792]  If you know who this is, trust me, we know about that.
[02:15:47.792 --> 02:15:48.774]  Okay, but guess what?
[02:15:48.774 --> 02:15:50.856]  I'm talking about who's running for president now.
[02:15:50.856 --> 02:15:52.077]  I don't care about them.
[02:15:52.077 --> 02:15:52.578]  Benghazi?
[02:15:54.499 --> 02:15:55.220]  Bush.
[02:15:55.220 --> 02:15:55.780]  Benghazi?
[02:15:55.780 --> 02:15:57.321]  Little Bush.
[02:15:57.321 --> 02:16:03.786]  One of his things that he does to cut costs was to cut a lot of... And they call him a member of the Bush family.
[02:16:03.786 --> 02:16:05.047]  She calls him her brother.
[02:16:05.047 --> 02:16:06.928]  One of the areas that was cut was Benghazi.
[02:16:06.928 --> 02:16:09.570]  So probably had in Benghazi... We're against Bush too, buddy.
[02:16:09.570 --> 02:16:12.652]  ...enough guards there to defend that area and stuff.
[02:16:12.652 --> 02:16:15.534]  That's the reason why there was a lot of deaths in Benghazi.
[02:16:15.534 --> 02:16:16.775]  So let's get that straight.
[02:16:16.775 --> 02:16:17.736]  So we're not funding the rebels?
[02:16:17.736 --> 02:16:18.697]  We're not funding the rebels?
[02:16:21.360 --> 02:16:23.142]  Anything else you want to ask me?
[02:16:23.142 --> 02:16:23.962]  Yeah, I do.
[02:16:23.962 --> 02:16:25.243]  Alex, do you have any other questions for him?
[02:16:25.243 --> 02:16:31.248]  Well, I mean, Hillary funded the radical Islamists in the State Department in Syria.
[02:16:31.248 --> 02:16:33.150]  What does he think about Russia standing up against that?
[02:16:34.975 --> 02:16:37.556]  So Hillary funded the Syrian moderate rebels.
[02:16:37.556 --> 02:16:42.137]  How do you feel about Russia stepping in and bombing ISIS?
[02:16:42.137 --> 02:16:46.999]  Russia actually making a lot of money off of the president of Syria.
[02:16:46.999 --> 02:16:50.080]  I'm talking trillions of dollars.
[02:16:50.080 --> 02:16:52.240]  He's really bombing all the people over there.
[02:16:52.240 --> 02:16:54.241]  They're actually going against that president.
[02:16:54.241 --> 02:16:58.082]  Not really the Syrian, what they call ISIS or any of them and stuff.
[02:16:58.082 --> 02:16:59.622]  That's really the truth of it all.
[02:16:59.622 --> 02:17:00.563]  Also in Iraq,
[02:17:01.563 --> 02:17:03.346]  What do you call it?
[02:17:03.346 --> 02:17:11.476]  President Putin also sold a lot of stuff to the Iraqis such as night vision goggles and other stuff like that.
[02:17:11.476 --> 02:17:12.478]  So if you're for
[02:17:13.961 --> 02:17:22.184]  You know, bombing over there in Syria, you're for a guy that was bombing those kind of veterans over there that were helping in Iraq and stuff.
[02:17:22.184 --> 02:17:24.305]  Actually, I'm a veteran, buddy.
[02:17:24.305 --> 02:17:25.325]  Then you should know.
[02:17:25.325 --> 02:17:26.986]  And that's pretty messed up, isn't it?
[02:17:26.986 --> 02:17:29.366]  The Russians didn't give anything to the Iraqi opposition.
[02:17:29.366 --> 02:17:31.607]  No, I don't support our country supplying weapons to Iraq.
[02:17:31.607 --> 02:17:32.167]  I'm from the U.S.
[02:17:32.167 --> 02:17:32.768]  and Iraq.
[02:17:32.768 --> 02:17:33.448]  I mean, and the Russians.
[02:17:36.351 --> 02:17:37.452]  We've never supplied weapons.
[02:17:37.452 --> 02:17:38.533]  I'll tell you who we're supplying to.
[02:17:38.533 --> 02:17:42.138]  We're supplying to the people over there who are the moderate rebels.
[02:17:42.138 --> 02:17:43.299]  That's just another name.
[02:17:43.299 --> 02:17:45.802]  It's a political name.
[02:17:45.802 --> 02:17:49.667]  It's just like when you say, when a president says you support our troops.
[02:17:49.667 --> 02:17:50.948]  They don't mean do you support our troops.
[02:17:50.948 --> 02:17:53.171]  What they mean is, do you support our policies?
[02:17:54.372 --> 02:17:55.133]  It's a mind trick.
[02:17:55.133 --> 02:17:59.955]  It's propaganda to trick you, the viewer, who just watches and believes everything on TV, to go along with it.
[02:17:59.955 --> 02:18:02.217]  So that way it guilt trips you into saying, yeah, I'm for the troops.
[02:18:02.217 --> 02:18:03.778]  I'm not against them, obviously.
[02:18:03.778 --> 02:18:11.482]  But what you said yes to is actually the policies of going over and bombing countries, going into countries we don't belong in, playing Team America World Police.
[02:18:11.482 --> 02:18:12.923]  What do you think Hillary Clinton's going to do?
[02:18:12.923 --> 02:18:17.445]  She used to be an anti-war hippie, and now she's one of the biggest war mongers.
[02:18:17.445 --> 02:18:18.306]  She attacked Syria.
[02:18:18.306 --> 02:18:20.387]  Okay, well, you brought up some really great points.
[02:18:20.387 --> 02:18:21.408]  I really appreciate that.
[02:18:21.408 --> 02:18:22.348]  She attacked Serbia.
[02:18:23.829 --> 02:18:31.456]  Number one, uh, before we talk about warmongering, let's look at one of our last, what do you call it, uh, vice presidents, Cheney, who's one of the biggest warmongers.
[02:18:31.456 --> 02:18:32.857]  No, we don't like, I don't like him either.
[02:18:32.857 --> 02:18:33.758]  I hate him.
[02:18:33.758 --> 02:18:35.740]  So that's, that's warmongers.
[02:18:35.740 --> 02:18:37.442]  You know, you should really look for those kind of people.
[02:18:37.442 --> 02:18:38.863]  He just, he doesn't listen.
[02:18:38.863 --> 02:18:40.444]  Well, I don't have to worry about them now.
[02:18:40.444 --> 02:18:43.127]  I'm worrying about the next president who's going to run my country into the ground.
[02:18:43.127 --> 02:18:44.408]  The last guy's been screwing up.
[02:18:45.046 --> 02:18:48.949]  Every promise he said, we're going to close down Guantanamo, we're going to pull everybody out of Afghanistan.
[02:18:48.949 --> 02:18:49.269]  Guess what?
[02:18:49.269 --> 02:18:51.211]  We're leaving 5,500 more troops.
[02:18:51.211 --> 02:18:52.092]  That's what Obama's doing.
[02:18:52.092 --> 02:18:53.633]  He hasn't done one thing he said.
[02:18:53.633 --> 02:18:56.215]  I don't want another Barack Obama, because guess what?
[02:18:56.215 --> 02:18:58.817]  Hillary Clinton's going to be another Obama, and she's another Clinton.
[02:18:58.817 --> 02:18:59.537]  We don't need that.
[02:18:59.537 --> 02:19:08.244]  Well, when you have a Republican, what do you call it, party, president saying that his whole big thing, idea is... See, he just thinks we're Republicans.
[02:19:08.244 --> 02:19:09.245]  He just identifies as Hillary.
[02:19:10.586 --> 02:19:13.109]  We're against the establishment candidates.
[02:19:13.109 --> 02:19:14.571]  We've heard all the Democratic talking points, Joe.
[02:19:14.571 --> 02:19:15.071]  That's good.
[02:19:15.071 --> 02:19:17.675]  You probably want to move on to somebody else, Joe.
[02:19:17.675 --> 02:19:18.896]  We're going to hear what he's saying.
[02:19:27.831 --> 02:19:29.472]  Hillary Clinton.
[02:19:29.472 --> 02:19:34.775]  Alright Joe, we're going to break.
[02:19:34.775 --> 02:19:36.356]  You're doing a great job.
[02:19:36.356 --> 02:19:38.377]  This is pretty informative stuff.
[02:19:38.377 --> 02:19:44.500]  Take a break a few minutes and then just get the holding pattern there because I have a feeling they're about to try to throw you out.
[02:19:44.500 --> 02:19:45.601]  There's a Secret Service.
[02:19:45.601 --> 02:19:47.042]  Let's get some pans of the Secret Service.
[02:19:47.702 --> 02:19:53.269]  And then we're going to come back with one more segment, then I'm going to get into the really big news here straight ahead.
[02:19:53.269 --> 02:19:57.314]  Joe Biggs in the middle of the Hillary moron train.
[02:19:57.314 --> 02:19:57.735]  We'll be back.
[02:20:01.514 --> 02:20:10.936]  We use mobile devices right against our bodies every day, but growing scientific evidence has emerged showing serious health risks associated with exposure to EMF radiation emitted from these devices.
[02:20:10.936 --> 02:20:15.358]  The solution is DefenderShield, the most effective mobile radiation shielding ever developed.
[02:20:15.358 --> 02:20:20.179]  DefenderShield blocks virtually 100% of EMF radiation from cell phones, tablets, and laptops.
[02:20:20.359 --> 02:20:22.363]  And starts at just $64.99.
[02:20:22.363 --> 02:20:24.226]  Buy now at Defendershield.com.
[02:20:24.226 --> 02:20:26.631]  For 10% off, use promo code GCM.
[02:20:26.631 --> 02:20:27.953]  Defendershield.com.
[02:20:27.953 --> 02:20:30.158]  The worldwide leader in mobile radiation shielding.
[02:20:31.701 --> 02:20:32.502]  This is Dan Pilla.
[02:20:32.502 --> 02:20:34.303]  Do you have the IRS money you can't pay?
[02:20:34.303 --> 02:20:35.944]  Are tax debts crippling you?
[02:20:35.944 --> 02:20:38.787]  I've defended people from the IRS for over 30 years.
[02:20:38.787 --> 02:20:41.068]  I've helped thousands and I can help you too.
[02:20:41.068 --> 02:20:45.592]  I wrote the book on IRS settlement and I'm telling you, there's no such thing as a hopeless case.
[02:20:45.592 --> 02:20:49.535]  Call 800-34-NO-TAX to finally get free of IRS debt.
[02:20:49.535 --> 02:20:53.298]  With the IRS's new programs, there's never been a better time to solve your problem.
[02:20:53.298 --> 02:20:53.738]  Call 800-34-NO-TAX.
[02:20:53.738 --> 02:20:55.359]  That's 800-34-NO-TAX or my website, danpilla.com.
[02:21:00.854 --> 02:21:07.560]  My name is Bill Bonner, and I'm the president of the largest private news and research network in the world.
[02:21:07.560 --> 02:21:13.045]  And I paid for this airtime because I have an important message to the American people.
[02:21:13.045 --> 02:21:17.590]  There's a change coming that the government isn't telling you about.
[02:21:17.590 --> 02:21:21.874]  This change has deep implications for life in America.
[02:21:21.874 --> 02:21:26.138]  From where you shop, to the doctors you visit, and the family you want to protect.
[02:21:26.698 --> 02:21:29.839]  Look, I've made predictions like this before.
[02:21:29.839 --> 02:21:32.799]  Thing is, I was right then, too.
[02:21:32.799 --> 02:21:37.200]  A few years ago, I warned that housing prices would collapse.
[02:21:37.200 --> 02:21:38.301]  They did.
[02:21:38.301 --> 02:21:43.362]  Before that, I warned that dot-com companies would crash.
[02:21:43.362 --> 02:21:44.502]  They did.
[02:21:44.502 --> 02:21:48.363]  Those who listened had a chance to save themselves.
[02:21:48.363 --> 02:21:50.723]  But this has nothing to do with the stock market.
[02:21:50.723 --> 02:21:52.244]  This will affect us all.
[02:21:52.244 --> 02:21:54.084]  You can watch the video for free right now
[02:21:54.244 --> 02:21:54.847]  I think so.
[02:22:00.845 --> 02:22:04.408]  Young people are supposed to be full of energy and recover quickly from exercise.
[02:22:04.408 --> 02:22:07.990]  Their age should give them a great advantage to feeling good all the time.
[02:22:07.990 --> 02:22:13.935]  However, young people of today are dealing with the same nutrient-deficient food as everyone else in America.
[02:22:13.935 --> 02:22:16.036]  So it does not matter whether you are 15 or 85.
[02:22:16.036 --> 02:22:19.759]  If your biochemistry is off, you cannot feel your best.
[02:22:19.759 --> 02:22:22.321]  Listen to the real-world results of James.
[02:22:22.321 --> 02:22:23.522]  My name is James Ashley.
[02:22:23.522 --> 02:22:25.163]  I'm 25 years old.
[02:22:25.163 --> 02:22:28.105]  At the end of a tiring work shift, I used to not do much around the house.
[02:22:28.345 --> 02:22:38.730]  Since I started taking the new Technology Enhance One World Way after work, I have so much energy when I get home that I'm able to take long walks, do chores, and even honey to-do lists from the wife.
[02:22:38.730 --> 02:22:43.433]  It's plenty enough energy to get things done around the house and time to settle down before bedtime.
[02:22:43.433 --> 02:22:47.835]  This whey protein gives me outstanding amount of long-lasting, feel-good energy.
[02:22:47.835 --> 02:22:50.817]  I'm astonished of how great this product makes me feel.
[02:22:51.337 --> 02:22:56.584]  Call 888-988-3325 or visit OneWorldWay.com.
[02:22:56.584 --> 02:23:00.750]  That's OneWorld, W-H-E-Y.com.
[02:23:00.750 --> 02:23:07.840]  New Mana, the true pioneer of healthy, storable foods and preparedness products, has gone and done it again.
[02:23:08.500 --> 02:23:15.928]  Numana is now the first food storage company in the country to offer organic powdered milk free of hormones.
[02:23:15.928 --> 02:23:19.791]  Our goal is to change the way you look at storable food.
[02:23:19.791 --> 02:23:27.259]  Numana is GMO free, contains no high fructose corn syrup, aspartame or artificial ingredients.
[02:23:27.979 --> 02:23:35.801]  Numana's great tasting and easy to fix meals are perfect for emergencies or a quick dinner for your family this weekend.
[02:23:35.801 --> 02:23:44.504]  We also offer the revolutionary Defender Pack, which combines organic superfoods with the GMO free meals our customers rave about.
[02:23:44.504 --> 02:23:46.924]  Go to Numana.com or call 888-597-0775 today to learn more.
[02:23:46.924 --> 02:23:47.364]  That's 888-597-0775.
[02:23:47.364 --> 02:23:47.584]  Numana.
[02:23:56.867 --> 02:24:01.508]  Food storage you'll love to eat!
[02:24:01.508 --> 02:24:09.610]  No matter how hard you try, you can't stop us now!
[02:24:09.610 --> 02:24:12.790]  We got shots of San Antonio police officers, Secret Service, you name it.
[02:24:12.790 --> 02:24:20.372]  Joe is over the fence, inside the Hillary... Moron Factory.
[02:24:20.372 --> 02:24:22.352]  And I'm sorry, these people really are helpless.
[02:24:22.352 --> 02:24:24.873]  Just like some mainline Jeb Bush supporters are.
[02:24:26.312 --> 02:24:31.895]  And we're sitting there trying to explain to the guy we're against Hillary because she's involved in all these wars.
[02:24:31.895 --> 02:24:34.016]  She's a huge basically neocon.
[02:24:34.016 --> 02:24:37.498]  He just keeps going back to Ronald Reagan who's dead.
[02:24:37.498 --> 02:24:40.200]  We get both parties have major problems with the Democrats.
[02:24:41.423 --> 02:24:47.126]  of the venereal diseases are like the AIDS, you know, whereas Republicans are more like gonorrhea at this point.
[02:24:47.126 --> 02:24:51.928]  And I hate to use gross analogies like that, but they're going for broke here.
[02:24:51.928 --> 02:24:55.730]  And Joe Biggs, they have left you alone with your Hillary for prison shirt, that's good.
[02:24:55.730 --> 02:25:03.855]  You're not stirring up any trouble, you're just there doing interviews, so I'm glad that the San Antonio folks are not acting like, you know, two police state.
[02:25:03.855 --> 02:25:06.056]  Any other observations, Joe Biggs?
[02:25:06.056 --> 02:25:09.858]  Well, actually, most of them, the actual local police are looking at me smiling.
[02:25:11.878 --> 02:25:13.760]  Or agreeing with my shirt.
[02:25:13.760 --> 02:25:17.562]  Every now and then you'll see him kind of look over and nod and you'll see like a smirk happen or whatever.
[02:25:17.562 --> 02:25:22.666]  But they're trying to be professional in that show, any kind of political side or favoring whatsoever.
[02:25:22.666 --> 02:25:27.689]  But obviously people out here screaming Hillary for prison, you know, go to jail for war crimes.
[02:25:27.689 --> 02:25:31.292]  Now you have people over here screaming that Hillary needs to go to the White House.
[02:25:32.583 --> 02:25:39.832]  Like I said, a train full of idiots wrecked, flipped over, and it all poured out here into this area, and it's just a whole nother world.
[02:25:39.832 --> 02:25:42.175]  What did you think of that guy's canned responses?
[02:25:42.175 --> 02:25:43.737]  He wasn't listening to anything.
[02:25:43.737 --> 02:25:48.944]  He just likes Hillary, even though he doesn't like her policies, and he just supports her mindlessly.
[02:25:50.992 --> 02:25:52.293]  That's how most of the people are here.
[02:25:52.293 --> 02:25:54.755]  I mean, that's how most of the people who are going to vote for Hillary Clinton are.
[02:25:54.755 --> 02:25:55.716]  They're mindless.
[02:25:55.716 --> 02:25:56.817]  They have no idea.
[02:25:56.817 --> 02:25:58.158]  They don't really look at the facts.
[02:25:58.158 --> 02:25:59.599]  They don't actually go in.
[02:25:59.599 --> 02:26:04.843]  This is a whole country that's just obsessed with being progressive and trendy and cool.
[02:26:04.843 --> 02:26:06.264]  You know, we just had the last guy.
[02:26:06.264 --> 02:26:07.545]  He was black, the first.
[02:26:07.545 --> 02:26:09.026]  So now, automatically, we have to have the first.
[02:26:09.546 --> 02:26:10.687]  Female President.
[02:26:10.687 --> 02:26:14.829]  And if not, we're misogynist, we're sexist, we're racist, you know.
[02:26:14.829 --> 02:26:17.950]  And it's that whole same thing that they keep serving to us every day.
[02:26:17.950 --> 02:26:20.132]  Joe Biggs, who are you really liking?
[02:26:20.132 --> 02:26:21.973]  I mean, obviously, I like what Trump says.
[02:26:21.973 --> 02:26:23.633]  I like the fact he's aggressive.
[02:26:23.633 --> 02:26:31.838]  I don't know if I trust his history, but now they're moving to basically go after Rand Paul and Ron Paul, indicting their former chief of staff for nothing.
[02:26:31.838 --> 02:26:32.678]  Literally nothing.
[02:26:32.678 --> 02:26:34.319]  I mean, this is getting, this is getting creepy.
[02:26:35.529 --> 02:26:38.010]  Well, it shows you they're scared of, you know, the Pauls, obviously.
[02:26:38.010 --> 02:26:40.331]  I mean, these are people who go out and speak the truth.
[02:26:40.331 --> 02:26:47.515]  You know, there are some things that Rand Paul does that I quite, you know, I don't really agree with, but there's more things that he does do that I do go with.
[02:26:47.515 --> 02:26:54.018]  You know, Donald Trump, like we've said before, he says a lot of great things, but at the same time, he doesn't offer a lot of solutions.
[02:26:54.018 --> 02:26:55.039]  It's still early in the race.
[02:26:55.039 --> 02:26:59.901]  I'm still hoping for him to come out and kind of give me some solutions to these problems that he keeps bringing to the table.
[02:26:59.901 --> 02:27:02.883]  You know, building a wall simply will not fix this immigration problem.
[02:27:03.163 --> 02:27:04.343]  We've been to the border before.
[02:27:04.343 --> 02:27:05.643]  We've shown how wide open it is.
[02:27:05.643 --> 02:27:11.665]  And even if there is a fence there, in places in Arizona or Texas that have fences, people say, like, get over it.
[02:27:11.665 --> 02:27:12.345]  They go under it.
[02:27:12.345 --> 02:27:13.065]  They figure out a way.
[02:27:13.065 --> 02:27:13.705]  They pay somebody.
[02:27:13.705 --> 02:27:15.385]  They get stuck in the back of a trunk.
[02:27:15.385 --> 02:27:18.186]  We need to do something more than just building a wall.
[02:27:18.186 --> 02:27:20.006]  And that's just going to be a big waste of money.
[02:27:20.006 --> 02:27:21.406]  But, you know, like I said, it's early.
[02:27:21.406 --> 02:27:23.607]  He's got time to come out with some other things.
[02:27:23.607 --> 02:27:27.027]  You know, I think Webb on the Democrat side really doesn't fit over there.
[02:27:27.027 --> 02:27:29.248]  I think he should have been in the GOP race.
[02:27:29.248 --> 02:27:30.468]  He doesn't really seem to have the
[02:27:31.294 --> 02:27:35.975]  The Equalities of the other candidates that were running for the Democratic contender.
[02:27:35.975 --> 02:27:37.416]  So who knows?
[02:27:37.416 --> 02:27:38.416]  Like I said, it's still early.
[02:27:38.416 --> 02:27:39.156]  We'll see what happens.
[02:27:39.156 --> 02:27:44.138]  But at this point in time, what I do know 100% is that this woman does not belong in there.
[02:27:44.138 --> 02:27:46.278]  She does not belong in the White House.
[02:27:46.278 --> 02:27:49.919]  She does not belong as our president.
[02:27:49.919 --> 02:27:58.301]  It's disgusting to see this many people show up in support of this woman knowing that she's going into this with so many lies on the table.
[02:27:58.301 --> 02:27:59.942]  You know, if you're going to run for
[02:28:00.663 --> 02:28:01.243]  Well, I agree and...
[02:28:15.558 --> 02:28:17.900]  I just can't believe that she's gotten away with so much.
[02:28:17.900 --> 02:28:21.242]  I mean, I can't really think of anybody more corrupt than Hillary Clinton.
[02:28:21.242 --> 02:28:27.987]  And if she falls under a rock like Bush or something, it'd be one thing, but she just hangs around forever.
[02:28:27.987 --> 02:28:33.671]  They've been on air, I mean, they've been in politics since I was a little kid.
[02:28:33.671 --> 02:28:39.155]  And I've been on air 20 years, having to cover Hillary Clinton, and I am so sick of her.
[02:28:39.155 --> 02:28:42.617]  I mean, it's like, it's a bad movie that I'm sick of looking at.
[02:28:42.617 --> 02:28:43.798]  It's like Groundhog Day, Joe.
[02:28:45.701 --> 02:28:46.202]  Exactly.
[02:28:46.202 --> 02:28:48.624]  I remember when Bill first started running.
[02:28:48.624 --> 02:28:49.365]  I was very young.
[02:28:49.365 --> 02:28:53.088]  I remember that happening and my teacher asking me, why don't you like Bill Clinton?
[02:28:53.088 --> 02:28:58.593]  And I just said some, you know, childish answer at the time, but it turned out to be right.
[02:28:58.593 --> 02:29:02.216]  These guys have a bad history and they're going to continue.
[02:29:02.216 --> 02:29:04.979]  And the biggest thing is whenever you run into feminists,
[02:29:06.218 --> 02:29:06.838]  Absolutely, Joe!
[02:29:29.685 --> 02:29:30.505]  Keep reporting.
[02:29:30.505 --> 02:29:31.026]  Great job.
[02:29:31.026 --> 02:29:34.207]  We'll have more of your footage on the Nightly News tonight, 7 o'clock Central.
[02:29:34.207 --> 02:29:45.032]  I'm gonna come back and break down political persecution in America and the Feds creating new units run by the Democrats and the Southern Poverty Law Center to persecute the patriots and it's certainly accelerating.
[02:29:45.032 --> 02:29:50.355]  Key information straight ahead.
[02:29:50.355 --> 02:29:51.755]  We're on the march.
[02:29:51.755 --> 02:29:54.277]  The Empire's on the run.
[02:29:54.277 --> 02:29:56.978]  Alex Jones and the GCN Radio Network.
[02:30:01.209 --> 02:30:13.981]  The Obama administration is spending $75 million a year arming special agents with the Environmental Protection Agency with drones, night vision goggles, camouflage, guns, and assault ships.
[02:30:13.981 --> 02:30:17.544]  The EPA is equipping its own army to take out U.S.
[02:30:17.544 --> 02:30:18.045]  polluters.
[02:30:18.425 --> 02:30:32.995]  Watchdog Group opened the books, examined thousands of checks totaling more than 93 billion dollars from 2000 to 2014, and they found that 75 million is authorized each year for criminal enforcement of America's clean air and water laws.
[02:30:32.995 --> 02:30:36.537]  Some of these weapons are for full-scale military operations.
[02:30:36.537 --> 02:30:44.282]  Two years ago, the EPA was involved in an armed raid at a small town in Alaska, where miners were accused of polluting local waters.
[02:30:44.542 --> 02:30:58.311]  It's incredibly ironic considering that it was the Environmental Protection Agency who was recently guilty of dumping millions of pounds of toxic wastewater into the Animas River in Colorado, causing untold damage to the environment for years to come.
[02:30:58.311 --> 02:31:00.673]  Read more now at InfoWars.com.
[02:31:01.033 --> 02:31:06.800]  Your liver can be full of fatty deposits, built-up toxins, and even dangerous objects known as liver stones.
[02:31:06.800 --> 02:31:21.256]  We worked with the top developers in the field of detox to take tried and true herbs and other compounds known to safely cleanse the liver and fused it with the latest research and technological development on concentrating these ingredients to give you the maximum effect.
[02:31:21.496 --> 02:31:29.503]  Liver Shield is the only liver support product on the market that uses a patented Spigyrex blend of powerful organic herbs that support detoxification.
[02:31:29.503 --> 02:31:34.947]  And when you visit InfoWarsLife.com, see the instructional video on how to do a six-day liver detox.
[02:31:34.947 --> 02:31:38.630]  This isn't a game, and let me tell you, the results are dramatic.
[02:31:38.630 --> 02:31:42.774]  Liver Shield is totally organic and made of the safest, high-quality herbs.
[02:31:42.774 --> 02:31:46.637]  But that said, you need to consult your physician before you do the full detox.
[02:31:47.077 --> 02:31:51.201]  Liver Shield can also be used daily by itself for overall upkeep of the liver.
[02:31:51.201 --> 02:31:56.266]  Secure your Liver Shield today exclusively at InfoWarsLife.com for the lowest price available.
[02:31:56.266 --> 02:32:00.410]  That's InfoWarsLife.com or call 888-253-3139.
[02:32:00.410 --> 02:32:05.915]  Introducing Secret 12, the new InfoWarsLife Vitamin B12 formulations.
[02:32:06.035 --> 02:32:12.118]  Secret 12 is a binary of nutrimedical grade bioavailable coenzyme forms of B12.
[02:32:12.118 --> 02:32:16.921]  Methylcobalamin, the same kind used in B12 injections, and adenosylcobalamin.
[02:32:16.921 --> 02:32:20.483]  Secret 12 is simply taken by mouth, right on the tongue, and then swallowed.
[02:32:20.483 --> 02:32:22.464]  No needles, no injections.
[02:32:22.464 --> 02:32:27.587]  Secure your revolutionary Secret 12 formula right now at Infowarslife.com or call 888-253-3139.
[02:32:30.689 --> 02:32:31.809]  BrainForce is here.
[02:32:31.809 --> 02:32:34.030]  Ladies and gentlemen, I've been on this the last few months.
[02:32:34.030 --> 02:32:39.012]  You probably noticed I've been more focused, less brain fog, more energy, and it's because of BrainForce.
[02:32:39.012 --> 02:32:42.293]  There's always hidden additives in your food, even organic food has hidden additives.
[02:32:42.293 --> 02:32:45.794]  Staring at the computer all day, working, doing good, you're still damaging your brain.
[02:32:45.794 --> 02:32:47.775]  Ultimately, we've all been dumbed down to some degree.
[02:32:47.775 --> 02:32:49.896]  It doesn't have stimulants, it doesn't have garbage in it.
[02:32:49.896 --> 02:32:51.876]  It has natural things that do it clean.
[02:32:51.876 --> 02:32:57.478]  You will find BrainForce and other game-changing products at Infowarslife.com or call 888-253-3139.
[02:33:11.748 --> 02:33:16.370]  This is our land.
[02:33:16.370 --> 02:33:19.691]  These are our people.
[02:33:19.691 --> 02:33:20.451]  The workers.
[02:33:20.451 --> 02:33:22.352]  The strivers.
[02:33:23.551 --> 02:33:30.053]  The answer to 1984 is 1776.
[02:33:51.481 --> 02:34:00.468]  You're listening to the Alex Jones Show.
[02:34:00.468 --> 02:34:02.889]  We're live broadcasting worldwide.
[02:34:02.889 --> 02:34:05.551]  We have an hour and a half left in the worldwide broadcast.
[02:34:05.551 --> 02:34:07.993]  Rob Dues is going to be hosting the fourth hour of Overdrive.
[02:34:07.993 --> 02:34:11.376]  Cover the latest breaking news and get into a Merck whistleblower.
[02:34:12.426 --> 02:34:15.449]  is going to be joining him.
[02:34:15.449 --> 02:34:20.715]  This whistleblower has made international headlines exposing what they knew vaccines were really doing.
[02:34:20.715 --> 02:34:22.397]  This is bombshell information.
[02:34:22.397 --> 02:34:24.339]  I suggest you tape this.
[02:34:24.339 --> 02:34:28.924]  I suggest you download this live transmission and you share it with your friends and family.
[02:34:29.705 --> 02:34:34.531]  That have been told there's no problem with vaccines, that they're safe and effective.
[02:34:34.531 --> 02:34:37.133]  This is going to be some key intel coming up in the fourth hour.
[02:34:37.133 --> 02:34:38.715]  He's going to cover some other news as well.
[02:34:38.715 --> 02:34:40.277]  That's half of the fourth hour.
[02:34:40.277 --> 02:34:47.265]  We'll be with that whistleblower Rob Dew, InfoWars Nightly News Director, hosting the fourth hour.
[02:34:47.265 --> 02:34:49.007]  Paul Watson hosted the Nightly News last night.
[02:34:49.007 --> 02:34:49.768]  It was extremely powerful.
[02:34:51.004 --> 02:34:53.149]  I'm gonna try to recap what I covered in the first hour.
[02:34:53.149 --> 02:34:55.495]  Paul Watson's doing a big article on it right now.
[02:34:55.495 --> 02:34:59.144]  I'm gonna then work with him some this evening as well on a piece for tomorrow.
[02:35:00.213 --> 02:35:03.635]  It's great to have Paul Watson here in Austin with us.
[02:35:03.635 --> 02:35:05.537]  He's going to go back to England next week.
[02:35:05.537 --> 02:35:09.219]  He's going to be covering a Monsanto March in D.C.
[02:35:09.219 --> 02:35:12.641]  with his girlfriend this weekend up in D.C.
[02:35:12.641 --> 02:35:15.023]  She's over visiting on work in D.C.
[02:35:15.023 --> 02:35:19.666]  so he's going to rendezvous with her, have a little play and a little work all at the same time.
[02:35:19.666 --> 02:35:22.748]  That makes sure Jack's not an old boy, doesn't it?
[02:35:22.748 --> 02:35:28.332]  So that is coming up at Rob Dew in the fourth hour today.
[02:35:30.376 --> 02:35:40.788]  Before we go any further, and I get into this and play these clips we haven't gotten to yet, I just want to remind listeners that we've got some exciting news.
[02:35:40.788 --> 02:35:50.439]  Super metal vitality that is a concentrated organic cold-pressed herbs and then key compounds to trigger the herbs.
[02:35:52.438 --> 02:35:53.018]  That's great!
[02:36:13.746 --> 02:36:21.631]  Because the group was joking around about it, and I took it one day, and the next morning was like, wow, am I 20 years old again?
[02:36:21.631 --> 02:36:25.434]  And I'm just not trying to get graphic here, it's just, it's the real deal.
[02:36:25.434 --> 02:36:25.994]  It's the real deal.
[02:36:27.680 --> 02:36:32.044]  You can read the rave reviews at InfoWarsLife.com.
[02:36:32.044 --> 02:36:38.249]  We have links to third-party review sites that go over all of that.
[02:36:38.249 --> 02:36:40.011]  We're also running a bunch of specials.
[02:36:40.011 --> 02:36:41.332]  We like to have specials every week.
[02:36:41.332 --> 02:36:45.976]  I've got to say this week's specials are particularly wide spectrum.
[02:36:45.976 --> 02:36:52.342]  20% off Secret 12, Vitamin B12, sublingual, under the tongue drops.
[02:36:54.583 --> 02:37:06.948]  We also have 10% off and free shipping on water filters, and we have 10% off and free shipping on storable food.
[02:37:06.948 --> 02:37:10.470]  And to do free shipping on storable food is a big, big deal.
[02:37:11.325 --> 02:37:13.026]  Because it's obviously heavy.
[02:37:13.026 --> 02:37:17.129]  And that's InfoWarsSelect.com, powered by MyPatriotSupply.
[02:37:17.129 --> 02:37:19.630]  We have MyPatriotSupply right next to InfoWars Select.
