[00:00:16.067 --> 00:00:16.231]  Hmm.
[01:30:51.400 --> 01:30:53.000]  Or raise the price of their goods.
[01:30:53.180 --> 01:30:56.662]  And that's the problem with everything that is mandated from a central location.
[01:30:56.702 --> 01:31:04.464]  They don't allow people to have the flexibility to work out things and it's just, it has unintended consequences across the board.
[01:31:04.484 --> 01:31:07.045]  We have to do more to help Americans upgrade their skills.
[01:31:08.106 --> 01:31:09.226]  And let's talk about that.
[01:31:09.446 --> 01:31:11.147]  I mean, community college,
[01:31:12.606 --> 01:31:15.349]  It's pretty much a joke unless you get a technical skill.
[01:31:15.369 --> 01:31:15.909]  Yeah.
[01:31:16.249 --> 01:31:24.917]  Because, I mean, I, my first two years I went community college and they got, my credits got completely wiped out when I went to University of Texas.
[01:31:27.649 --> 01:31:35.512]  This is the ultimate lie though, to say that we're going to give free college when they're only at max going to give 75%.
[01:31:35.773 --> 01:31:46.938]  And then at the same time they do this, with one hand they hand you this, with the other hand they take away the money that middle class families, poor families have been setting aside to educate their children.
[01:31:47.458 --> 01:31:53.501]  Because they want to punish the people who save, who are self-reliant, who work hard, who plan ahead for the future.
[01:31:53.781 --> 01:31:58.183]  They want everyone to be dependent on the government, not on their families, not on themselves.
[01:31:58.243 --> 01:32:02.906]  They want to be so far in debt that the parents have to work overtime each.
[01:32:03.226 --> 01:32:03.526]  That's right.
[01:32:03.606 --> 01:32:08.809]  Thus taking their focus away from their kids, not being able to educate the kids.
[01:32:09.089 --> 01:32:12.010]  And then those kids are forced to use this common core.
[01:32:12.290 --> 01:32:15.372]  And then we have a whole generation of slow people coming in.
[01:32:15.612 --> 01:32:16.893]  This graphic here is a lie.
[01:32:17.253 --> 01:32:19.114]  Lower the cost of community college to zero.
[01:32:19.154 --> 01:32:22.136]  If you read it, he's proposing 75% they pay.
[01:32:22.176 --> 01:32:23.017]  So that's not zero.
[01:32:23.357 --> 01:32:29.441]  Well, you notice they always say it's free, just like at first Obamacare was free, then it became the Affordable Care Act.
[01:32:29.701 --> 01:32:31.762]  Now it's going to be free college tuition.
[01:32:31.782 --> 01:32:36.125]  And then when he gets called on in a year or so from now, is it going to be affordable college tuition?
[01:32:36.645 --> 01:32:37.927]  And it's really a tax on your education.
[01:32:37.947 --> 01:32:39.548]  David, you don't understand fuzzy math.
[01:32:39.568 --> 01:32:40.069]  I'm sorry.
[01:32:40.730 --> 01:32:42.491]  Seventy-five percent is zero.
[01:32:42.511 --> 01:32:44.093]  It just depends on how you think about it.
[01:32:44.133 --> 01:32:44.874]  Common cold.
[01:32:44.894 --> 01:32:46.195]  Just got to round it up, right?
[01:32:46.375 --> 01:32:52.342]  It's just like NASA and NOAA said it was the hottest year on record, and then they were like, well, 38 percent.
[01:32:52.522 --> 01:32:53.963]  We're 38 percent sure of that.
[01:32:53.984 --> 01:32:54.504]  Science.
[01:32:54.524 --> 01:32:58.508]  Well, yeah, well, cherry-pick points across the globe that were hotter.
[01:32:58.528 --> 01:32:59.029]  Right.
[01:33:00.086 --> 01:33:03.631]  Now, in his plan, right now he's saying 9 million students, $3,800 per year.
[01:33:03.651 --> 01:33:04.792]  In the plan it says a max of $2,500 per year.
[01:33:04.812 --> 01:33:04.952]  Wow.
[01:33:04.972 --> 01:33:06.334]  It also says a max of 75%.
[01:33:06.414 --> 01:33:09.098]  So some of their stuff they have $3,800 per year, and others they have $2,500 per year.
[01:33:17.248 --> 01:33:18.750]  But it's not going to lower the cost.
[01:33:18.850 --> 01:33:25.176]  It's not going to lower the cost to get everybody in community college, just like it hasn't lowered the cost to have more people go to college.
[01:33:25.236 --> 01:33:30.021]  It's actually made colleges more expensive as they've got unlimited budgets.
[01:33:30.061 --> 01:33:31.623]  They charge people more for their tuition.
[01:33:31.643 --> 01:33:32.503]  They go for the tuition.
[01:33:32.824 --> 01:33:34.846]  Well, and especially, you know, I think it's...
[01:33:36.287 --> 01:33:48.114]  On his part, for what he's trying to do, it's a good investment because you get them to go to community college, and then when they go to the university and they're paying those astronomical rates for the most simplistic classes, now you get them into debt.
[01:33:48.275 --> 01:33:48.675]  That's right.
[01:33:48.875 --> 01:33:51.997]  For joke degrees that they can't even get a job for.
[01:33:52.037 --> 01:33:55.679]  More businesses to follow the lead of companies like CVS and UPS.
[01:33:56.840 --> 01:33:59.782]  And offer more educational benefits and paid apprenticeships.
[01:34:00.939 --> 01:34:05.963]  Opportunities that give workers the chance to earn higher paying jobs, even if they don't have a higher education.
[01:34:07.825 --> 01:34:14.450]  And as a new generation of veterans comes home, we owe them every opportunity to live the American dream they helped defend.
[01:34:15.837 --> 01:34:24.563]  Oh yeah, except when they arrest veterans for owning guns, and they arrest Grisham for walking down the street with his kid with his rifle on his back.
[01:34:24.583 --> 01:34:28.045]  We don't want to put a robot in charge to run the VA health care system.
[01:34:28.065 --> 01:34:28.506]  Come on, guys.
[01:34:28.546 --> 01:34:30.227]  They love the veterans.
[01:34:30.467 --> 01:34:32.268]  They're patting themselves on the back.
[01:34:32.388 --> 01:34:35.090]  And they teach DHS that returning veterans are the threat.
[01:34:35.110 --> 01:34:36.191]  But they love you so much.
[01:34:36.411 --> 01:34:37.411]  Thank you, Michelle.
[01:34:37.451 --> 01:34:39.993]  Thank you, Jill.
[01:34:42.037 --> 01:34:43.718]  No, I'm not a cyber programmer.
[01:34:55.262 --> 01:34:55.682]  Years?
[01:34:56.683 --> 01:35:03.266]  You know, I went into the doctor to have my foot looked at, and when I showed up, apparently the doctor says that I have a broken ankle.
[01:35:04.007 --> 01:35:09.810]  You know, so I had to jump up and down and show this guy that my ankle clearly wasn't broken.
[01:35:09.830 --> 01:35:17.694]  I mean, these guys have no idea the VA healthcare system is failing, and they want to bring in robots now to take it over.
[01:35:17.774 --> 01:35:19.255]  I mean, this is out of control.
[01:35:20.492 --> 01:35:23.194]  You don't know how close you came to having your leg amputated, Joe.
[01:35:23.734 --> 01:35:25.896]  Yeah, imagine waking up and not having a right leg.
[01:35:25.916 --> 01:35:27.417]  That would have been horrible.
[01:35:27.957 --> 01:35:29.198]  Wait a minute, was it right or left?
[01:35:30.739 --> 01:35:31.720]  Was it this guy or that guy?
[01:35:31.880 --> 01:35:35.823]  It was my right leg that was supposedly broken, but I'd probably wake up with my left one taken off.
[01:35:37.424 --> 01:35:46.671]  Since 2010, America has put more people back to work than Europe, Japan, and all advanced economies combined.
[01:35:48.763 --> 01:35:55.446]  The bad news is, the bad news is the entire globe is in economic decline.
[01:35:55.986 --> 01:35:57.547]  That's why you see the commodities crashing.
[01:35:57.967 --> 01:36:04.650]  That's why even cheaper oil is on the way back.
[01:36:05.390 --> 01:36:07.851]  Jobs at companies like Google and eBay and Tesla.
[01:36:08.611 --> 01:36:10.432]  That pay zero taxes?
[01:36:10.452 --> 01:36:13.373]  Yeah, they pay zero taxes, that's right, dude.
[01:36:14.394 --> 01:36:17.055]  But we do know, we want them here in America.
[01:36:18.680 --> 01:36:18.980]  We know that.
[01:36:19.000 --> 01:36:20.741]  We're paying no taxes here in America.
[01:36:20.961 --> 01:36:22.061]  Paying to ship industries overseas.
[01:36:22.081 --> 01:36:27.963]  We need them here so they can spy on us.
[01:36:28.003 --> 01:36:28.803]  It's a total sham.
[01:36:29.323 --> 01:36:29.663]  Look at it.
[01:36:29.683 --> 01:36:30.744]  It's a dog and pony show.
[01:36:32.324 --> 01:36:42.087]  Trans-Pacific Partnership and these new cyber crimes and cyber controls, internet controls, this is what's really dangerous and he's going to get that through because the Republicans want it.
[01:36:42.978 --> 01:36:44.078]  Even more badly than he does.
[01:37:02.623 --> 01:37:06.286]  Well, we need faster internet because they're using so much of our bandwidth to spy on us.
[01:37:06.606 --> 01:37:06.826]  Right.
[01:37:07.267 --> 01:37:09.488]  Yeah, you got chargers you put in the wall that spy on you.
[01:37:09.769 --> 01:37:10.910]  You've got your cell phones.
[01:37:10.930 --> 01:37:11.930]  You've got everything.
[01:37:12.211 --> 01:37:12.751]  Facebook.
[01:37:12.891 --> 01:37:14.492]  Everything is spying on us right now.
[01:37:14.712 --> 01:37:14.873]  Yep.
[01:37:15.573 --> 01:37:16.294]  Well, you think about it.
[01:37:16.354 --> 01:37:20.117]  It's a significant amount of your bandwidth is being lost to the NSA.
[01:37:20.817 --> 01:37:24.840]  And so they want faster bandwidth universally so they can collect more data on us.
[01:37:25.481 --> 01:37:30.405]  Including small businesses need to sell more American products overseas.
[01:37:32.179 --> 01:37:34.523]  Today our businesses have to build more than ever.
[01:37:34.563 --> 01:37:38.529]  And exporters can't pay their workers higher wages.
[01:37:38.609 --> 01:37:43.817]  But as we speak, China wants to write the rules for the world's fastest growing region.
[01:37:44.818 --> 01:37:47.803]  That would put our workers and our businesses at a disadvantage.
[01:37:49.482 --> 01:37:50.403]  Why would we let that happen?
[01:38:08.354 --> 01:38:11.695]  Agreements are being done in secret with corporate lobbyists.
[01:38:11.755 --> 01:38:15.175]  Not even these elected puppets can see what the agreements are.
[01:38:15.195 --> 01:38:22.597]  It's going to bring parity with these corporations to governments and it's going to go far beyond trade.
[01:38:22.897 --> 01:38:29.618]  Decide everything in the International Tribunal so your country's laws don't matter, your courts don't matter.
[01:38:29.638 --> 01:38:33.679]  And that's why we've gone after countries that break the rules at our expense.
[01:38:35.253 --> 01:38:39.096]  But 95% of the world's customers live outside our borders.
[01:38:39.736 --> 01:38:40.477]  You see it right there.
[01:38:40.497 --> 01:38:42.858]  We can't close ourselves off from those opportunities.
[01:38:43.519 --> 01:38:45.300]  Tell us what's in it, if it's so good.
[01:38:45.340 --> 01:38:47.001]  You shouldn't have to hide it until the last minute.
[01:38:47.742 --> 01:38:51.905]  Fast Track means that nobody gets to see it, nobody gets to change it.
[01:38:52.425 --> 01:38:57.028]  He wants to sign it before the Congress, and the Congress is this useless vestige that isn't going to do anything.
[01:38:57.108 --> 01:38:59.530]  Isn't this the same man that said he was going to be transparent?
[01:38:59.750 --> 01:39:00.190]  Yeah.
[01:39:00.430 --> 01:39:01.191]  Transparently crooked.
[01:39:01.211 --> 01:39:01.751]  What happened to that?
[01:39:01.931 --> 01:39:07.334]  He wanted to set up all of these online things where we could see what the lobbyists are spending.
[01:39:07.494 --> 01:39:10.335]  Transparent behind a very dark wall.
[01:39:10.535 --> 01:39:10.775]  Yeah.
[01:39:11.075 --> 01:39:13.397]  I think he's been very transparent about his tyranny.
[01:39:13.417 --> 01:39:16.638]  Well, he shows you footage from his vacations.
[01:39:16.718 --> 01:39:19.519]  Maybe that's like, it's kind of like a reality show, kind of transparent.
[01:39:19.559 --> 01:39:20.680]  Come watch me play golf.
[01:39:20.720 --> 01:39:22.121]  He shows you how bad he is.
[01:39:22.141 --> 01:39:24.922]  You know, the celebrities and all that.
[01:39:24.942 --> 01:39:26.543]  A disease once thought unstoppable.
[01:39:27.864 --> 01:39:33.265]  So tonight I'm launching a new precision medicine initiative to bring us closer to curing diseases like cancer.
[01:39:33.285 --> 01:39:46.408]  Big pharmaceutical companies, big agri, Hollywood entertainment industry is writing copyright rules and regulations that are going to be forced on the rest of the globe along with their cyber internet controls, with their cyber crimes legislation.
[01:39:46.749 --> 01:39:49.869]  This is something that everybody globally should be concerned about.
[01:39:49.889 --> 01:39:56.611]  But of course in the other countries, their elected representatives are not allowed to see what the corporations are negotiating with their lobbyists in secret.
[01:39:57.685 --> 01:40:00.689]  A free and open internet.
[01:40:01.350 --> 01:40:02.932]  Your data is free and open.
[01:40:03.332 --> 01:40:09.179]  It's free and open to them so they can openly spy on you and take it and use it against you.
[01:40:09.199 --> 01:40:10.021]  Openly and freely.
[01:40:13.444 --> 01:40:17.426]  I want Americans to win the race for the kinds of discoveries that unleash new jobs.
[01:40:32.503 --> 01:40:37.246]  What was the movie where they were, all the humans were programming the computers and that was their job.
[01:40:37.306 --> 01:40:39.187]  And when they got sad, they get pills.
[01:40:39.207 --> 01:40:40.588]  That's what we're needed for.
[01:40:40.608 --> 01:40:41.229]  Clean the machine.
[01:40:41.289 --> 01:40:41.989]  Is it divergent?
[01:40:42.029 --> 01:40:42.269]  Who, me?
[01:40:42.289 --> 01:40:42.349]  Yay.
[01:41:01.514 --> 01:41:02.554]  Come on!
[01:41:02.694 --> 01:41:04.815]  He has been so tough on NASA.
[01:41:06.956 --> 01:41:10.997]  I thought NASA's first responsibility was reaching out to the Muslim community.
[01:41:11.037 --> 01:41:15.118]  Bulgaria and Romania have faster internet than the United States.
[01:41:15.198 --> 01:41:15.498]  Right!
[01:41:15.638 --> 01:41:18.339]  Ours is ridiculously slow.
[01:41:20.500 --> 01:41:26.862]  When it comes to issues like infrastructure and basic research, I know there's bipartisan support in this chamber.
[01:41:29.749 --> 01:41:30.771]  Wow.
[01:41:31.332 --> 01:41:35.800]  Just because the guy with the computer.
[01:41:35.941 --> 01:41:37.423]  Isn't that where Guccifer is?
[01:41:37.563 --> 01:41:39.587]  Yeah, that's where Guccifer was.
[01:41:39.607 --> 01:41:41.090]  That's how he was able to hack all those guys.
[01:41:43.300 --> 01:41:46.683]  Oh no, he said we don't mind paying our fair share of taxes that he continues to raise.
[01:41:46.923 --> 01:41:49.485]  He means they don't mind paying their fair share of taxes.
[01:41:49.525 --> 01:41:50.966]  You're talking about lobbyists.
[01:41:50.986 --> 01:41:53.248]  Didn't this happen under your administration?
[01:41:53.268 --> 01:41:54.989]  Yeah, what was the statistic that just came out?
[01:41:55.009 --> 01:41:56.791]  During his administration, the top 1%, now they own even more than 60%.
[01:42:11.022 --> 01:42:13.303]  That all happened during his administration.
[01:42:13.363 --> 01:42:15.464]  And he says the same thing every single year.
[01:42:15.484 --> 01:42:17.646]  Then why are you moving industry overseas?
[01:42:24.549 --> 01:42:27.331]  It's so frustrating if people say, do we even need a State of the Union?
[01:42:27.351 --> 01:42:28.932]  I mean, it's all lies.
[01:42:28.972 --> 01:42:32.454]  But honestly, you want to watch it to see what they're not going to do.
[01:42:33.892 --> 01:42:36.134]  Here's how we're going to lie to you for the next couple of years.
[01:42:36.334 --> 01:42:40.317]  I think it is useful as just a catalog of all the stuff, the broken promises.
[01:42:40.757 --> 01:42:47.362]  So you can just go back and say, when he said, well, I didn't say that Syria violated the red line, or I didn't say that it was free or whatever.
[01:42:47.382 --> 01:42:48.863]  You can go back and show him, yeah, you did.
[01:42:49.363 --> 01:42:52.025]  Oh, well, my teleprompter told me to say that.
[01:42:52.305 --> 01:42:55.326]  I think it's interesting to see how they can't even keep their lies straight.
[01:42:55.346 --> 01:42:59.928]  They don't have a good enough memory to lie consistently about free education, for example.
[01:42:59.968 --> 01:43:01.429]  Honestly, David, I don't think they care.
[01:43:01.449 --> 01:43:03.510]  They don't expect you to pay attention.
[01:43:03.570 --> 01:43:06.992]  They think you're watching reality shows or sports or whatever else.
[01:43:07.032 --> 01:43:08.612]  And I mean, if that's your entertainment, that's fine.
[01:43:08.632 --> 01:43:10.653]  But there's plenty of real stuff going on.
[01:43:10.753 --> 01:43:11.854]  Not so much here.
[01:43:11.874 --> 01:43:14.275]  But there are real things going on in the world.
[01:43:16.440 --> 01:43:21.122]  I wonder what, did we ever find out who the, uh, who's the last man standing?
[01:43:21.803 --> 01:43:22.483]  What is that called?
[01:43:22.503 --> 01:43:23.744]  Oh, the designated survivor.
[01:43:23.764 --> 01:43:24.544]  Yes.
[01:43:24.884 --> 01:43:30.827]  Yes, one of the cabinet members on trust fund loophole could increase tax advantage on trust, or of trust.
[01:43:31.268 --> 01:43:31.448]  Yeah.
[01:43:32.088 --> 01:43:37.235]  Yeah, they're trying to pretend that this is something that's going to affect the trust funds of people like Bill Gates.
[01:43:38.096 --> 01:43:38.477]  It's not.
[01:43:38.877 --> 01:43:47.069]  When they go after the 509 education IRAs, they're going after people who on average have $20,000 that they've set aside for their children's education.
[01:43:47.529 --> 01:43:49.170]  And they're going to tax those poor people.
[01:43:49.510 --> 01:43:51.851]  They're going to do the ex post facto.
[01:43:52.651 --> 01:44:04.356]  After these people have been lied to by these guys, have made their plans, have saved money after they paid taxes, now he's going to come back and renege on those promises and take that money away.
[01:44:04.436 --> 01:44:10.138]  See, when you can't plan for the future, you become totally dependent on the government and that's really the plan.
[01:44:10.418 --> 01:44:11.759]  Driving everybody into dependency.
[01:44:12.099 --> 01:44:22.713]  And it'll be the people who can't figure out the tax code, people like myself who, you know, go through H&R Block or something like that, where they openly say, we have no idea how we're going to help you with your taxes this year because we don't understand.
[01:44:23.604 --> 01:44:29.189]  Well, the IRS says that when you call them, they say they can't, you can't rely on their advice to, uh, to solve anything.
[01:44:29.489 --> 01:44:37.355]  And one of the things I like about this article there is that sign that says we understand the, we understand the tax code.
[01:44:37.395 --> 01:44:41.218]  We can understand everything and yet the CEO says, no, we don't know what it is.
[01:44:41.258 --> 01:44:41.879]  We haven't a clue.
[01:44:42.279 --> 01:44:46.503]  When we leverage our power with coalition building.
[01:44:48.584 --> 01:44:50.746]  When we don't let our fears... Like the ISIS coalition.
[01:44:50.786 --> 01:44:51.547]  The ISIS coalition.
[01:44:51.567 --> 01:44:51.707]  Yeah.
[01:44:55.114 --> 01:44:56.600]  That's exactly what we're doing right now.
[01:44:56.902 --> 01:44:58.951]  And around the globe, it is making a difference.
[01:44:59.778 --> 01:45:00.418]  Yeah, it is.
[01:45:01.419 --> 01:45:04.461]  Burn Christian villages from those, uh... We stand united.
[01:45:04.661 --> 01:45:05.081]  Yeah.
[01:45:05.181 --> 01:45:05.822]  ...Al Qaeda rebels.
[01:45:06.062 --> 01:45:07.102]  Who've been targeted by terrorists.
[01:45:07.122 --> 01:45:07.363]  That's right.
[01:45:07.583 --> 01:45:10.084]  From a school in Pakistan... After, exactly right, Ja'kari.
[01:45:10.224 --> 01:45:23.112]  After we went to those countries, we can point with pride at the fact that even though they allowed Christians in these predominantly Muslim countries for centuries, after we went there, they've been totally esponged.
[01:45:23.172 --> 01:45:27.594]  And now you see these atrocities being conducted on Christians because of blowback.
[01:45:27.875 --> 01:45:28.295]  Yeah.
[01:45:29.650 --> 01:45:30.490]  And that's by design.
[01:45:33.932 --> 01:45:37.073]  At the same time, we've learned some costly lessons over the last 13 years.
[01:45:38.314 --> 01:45:39.134]  We don't know what we're doing.
[01:45:39.154 --> 01:45:41.635]  Instead of Americans patrolling the valleys of Afghanistan.
[01:45:41.655 --> 01:45:42.675]  So keep on funding them.
[01:45:42.695 --> 01:45:46.117]  We've trained their security forces, who've now taken the lead.
[01:45:46.957 --> 01:45:51.699]  And we've honored their troops' sacrifice by supporting that country's first democratic transition.
[01:45:53.740 --> 01:45:56.121]  Instead of sending large ground forces overseas,
[01:45:57.028 --> 01:45:59.790]  We're partnering with nations from South Asia to North Africa.
[01:46:00.210 --> 01:46:03.772]  We accidentally dropped supplies off to ISIS and they didn't know anything about it.
[01:46:10.253 --> 01:46:11.494]  Including our military pilot.
[01:46:12.055 --> 01:46:15.418]  Is he going to put up that stat about how many innocent people are killed with their drone strikes?
[01:46:15.778 --> 01:46:15.978]  No.
[01:46:16.299 --> 01:46:16.939]  Oh, I don't think so.
[01:46:17.019 --> 01:46:18.140]  He is very good.
[01:46:18.320 --> 01:46:22.544]  Yeah, I think you made that report, didn't you, about all the drone strikes and the kids?
[01:46:22.885 --> 01:46:23.865]  That's a good report.
[01:46:23.885 --> 01:46:32.694]  We've got a lot of these drone pilots now that are claiming PTSD, so now they want to make these drones fully autonomous so they can take that human emotion away so they can kill more people.
[01:46:32.754 --> 01:46:33.074]  Yeah.
[01:46:34.386 --> 01:46:34.987]  Yeah.
[01:46:35.127 --> 01:46:36.887]  And robots don't get carpal tunnel syndrome.
[01:46:36.967 --> 01:46:37.628]  Yeah, exactly.
[01:46:37.648 --> 01:46:40.749]  So they don't have to worry about passing out purple hearts to these drones.
[01:46:40.769 --> 01:46:41.189]  There you go.
[01:46:41.229 --> 01:46:41.770]  Yeah, there you go.
[01:46:41.790 --> 01:46:46.712]  More people died with drones than on 9-11.
[01:46:46.732 --> 01:46:46.832]  Yes.
[01:46:59.926 --> 01:47:03.147]  They need to authorize the use of force against ISIS.
[01:47:03.627 --> 01:47:18.272]  They're droning them and training them and giving them weapons and then they're... They always sell these things as surgical strikes and yet even by their own statistics there's far more innocent civilians that are killed than targets of interest.
[01:47:18.752 --> 01:47:21.753]  And that's not even to say they're targets of interest or valid targets in the first place.
[01:47:22.634 --> 01:47:24.315]  Oh yeah, I can vouch for that 100%.
[01:47:24.415 --> 01:47:26.417]  We're never allowed to question that.
[01:47:27.017 --> 01:47:33.401]  So many times they kill so many innocent people for no reason, and then half the time the target they're going for isn't even in the building.
[01:47:33.861 --> 01:47:38.384]  And then of course, Joe, was that a valid target in the first place?
[01:47:38.424 --> 01:47:39.105]  Who reviews that?
[01:47:39.745 --> 01:47:40.346]  We don't know.
[01:47:40.386 --> 01:47:44.330]  We don't even know if the target was even valid to start with, besides all the innocent people.
[01:47:44.370 --> 01:47:50.615]  Yeah, that famous video from WikiLeaks, I believe it was a helicopter shooting down the crowd, and there was a couple journalists with their cameras.
[01:47:50.996 --> 01:47:56.681]  And then the guy pulls up with his kids in the car, and they shoot at the guy with his kids, and they're like, well, he shouldn't have brought his kids to a war zone.
[01:47:57.062 --> 01:47:58.523]  He lives in a freaking war zone.
[01:47:58.563 --> 01:48:03.788]  It's not like, you know, he lives in Austin, he can just drive down I-35 to Houston or something.
[01:48:04.689 --> 01:48:04.869]  Right.
[01:48:04.909 --> 01:48:09.953]  He's bragging about how they're pushing us to the brink of World War III and of course... He's pushing us to that.
[01:48:10.053 --> 01:48:11.034]  Yes, exactly.
[01:48:11.154 --> 01:48:12.775]  Talking about what he's doing in the Ukraine.
[01:48:12.815 --> 01:48:13.256]  Such a success.
[01:48:13.276 --> 01:48:18.300]  And of course, that is necessary and that's the other part of this manipulation of the price of oil.
[01:48:18.380 --> 01:48:26.286]  It's not just to get rid of domestic oil production, but it is also to prepare for war because they're concerned about the global economy not coming back.
[01:48:26.727 --> 01:48:27.868]  Yeah, now he's talking about Cuba.
[01:48:33.172 --> 01:48:37.776]  He knows the Russians are trying to get friendly with him again, so he wants to swoop in there first.
[01:48:38.296 --> 01:48:40.558]  Well, what you're doing doesn't work for 50 years.
[01:48:41.539 --> 01:48:42.720]  It's time to try something new.
[01:48:44.962 --> 01:48:47.003]  Hey, we can apply that test to our own government.
[01:48:47.023 --> 01:48:52.328]  Their government hasn't changed at all.
[01:48:53.489 --> 01:48:55.991]  It removes a phony excuse for restrictions in Cuba.
[01:48:57.282 --> 01:49:03.265]  Waterboarding people and not getting any valuable intel for years hasn't stopped him from continuing to do that?
[01:49:03.285 --> 01:49:07.326]  You know, can he make that same metric with the war on drugs?
[01:49:07.927 --> 01:49:11.868]  Hey, if it ain't working for 50 years, it's time we stop and do something else.
[01:49:12.108 --> 01:49:12.348]  Yeah.
[01:49:14.229 --> 01:49:20.592]  As His Holiness Pope Francis has said, Diplomacy is the work of small steps.
[01:49:22.212 --> 01:49:25.534]  These small steps have added up to new hope for the future in Cuba.
[01:49:27.279 --> 01:49:31.063]  And after years in prison, we are overjoyed that Alan Gross is back.
[01:49:31.083 --> 01:49:35.527]  Again, you're listening to our Prison Planet Live coverage of the State of the Union.
[01:49:35.587 --> 01:49:39.611]  If you're not a Prison Planet subscriber, please consider supporting our operation.
[01:49:40.132 --> 01:49:42.154]  We have a special right now, $29.95.
[01:49:42.214 --> 01:49:43.956]  That's just $2.50 a month.
[01:49:43.976 --> 01:49:46.518]  You can share that now with 20 other friends.
[01:49:46.538 --> 01:49:50.843]  That works out just 12 cents a person per month, and it's a way that you can
[01:49:51.924 --> 01:49:57.690]  Support this operation here and of course we have the nightly news every Monday through Friday at 7 central.
[01:49:58.070 --> 01:50:05.858]  And we put out two free streams today one on Infowars.com forward slash show and then another one...
[01:50:06.963 --> 01:50:08.525]  On our YouTube channel.
[01:50:08.785 --> 01:50:13.290]  And so if you're watching these on any of those, it's a great way to help support what we're doing.
[01:50:13.951 --> 01:50:17.634]  Get the equipment here, get reporters in the chairs, send reporters out in the field.
[01:50:18.035 --> 01:50:20.057]  We do it with all your support.
[01:50:20.117 --> 01:50:23.601]  So we really do appreciate it at PrisonPlanet.tv.
[01:50:23.621 --> 01:50:24.602]  And it's a great deal right now.
[01:50:24.642 --> 01:50:26.544]  This is the best deal we've ever had for Prison Planet.
[01:50:26.909 --> 01:50:29.651]  And I keep all options on the table to prevent a nuclear run.
[01:50:29.791 --> 01:50:31.032]  They had the, uh... They do.
[01:50:31.052 --> 01:50:33.874]  They just had the all-seeing eye as part of their monitoring program.
[01:50:33.894 --> 01:50:35.496]  There it is, right there on the bottom of my hand.
[01:50:35.516 --> 01:50:37.057]  Unprecedented transparency!
[01:50:37.437 --> 01:50:38.798]  The all-seeing eye.
[01:50:39.179 --> 01:50:40.740]  We will monitor the program.
[01:50:41.300 --> 01:50:42.121]  We will hydrate the system.
[01:50:42.161 --> 01:50:44.423]  I guess that's the NSA is watching them, right?
[01:50:44.643 --> 01:50:46.244]  Please step into your health booth.
[01:50:46.925 --> 01:50:47.985]  Thank you for your service.
[01:50:48.306 --> 01:50:50.047]  ...starts up its nuclear program.
[01:50:50.067 --> 01:50:50.848]  This is Watson.
[01:50:52.654 --> 01:50:56.677]  And that's why I will veto any new sanctions bill that threatens to undo this progress.
[01:51:11.072 --> 01:51:12.733]  I mean, he just completely flip-flopped.
[01:51:12.913 --> 01:51:17.336]  Oceania was our enemy forever, and now, uh, East Eurasia.
[01:51:17.356 --> 01:51:20.759]  We're looking beyond the issues that have consumed us in the past to save the coming century.
[01:51:20.799 --> 01:51:24.061]  He is definitely the president of change, that's for sure.
[01:51:24.081 --> 01:51:29.965]  No hacker will be able to shut down our networks, steal our trade secrets, or invade the privacy of American families.
[01:51:30.406 --> 01:51:34.889]  Well, it's not so much these foreign people I'm worried about hacking me, it's the domestic ones.
[01:51:35.069 --> 01:51:38.091]  The NSA and all your merry men.
[01:51:39.092 --> 01:51:40.473]  Aaron Schwartz pointed that out.
[01:51:41.428 --> 01:51:46.611]  But virtually all the hacks were funded and the exploits created by our government for their use.
[01:51:46.912 --> 01:51:54.557]  And of course, it was the CFAA, which is the Computer Fraud and Abuse Act, which he wants to expand.
[01:51:54.657 --> 01:51:57.538]  He wants to change things that were misdemeanors into...
[01:51:58.499 --> 01:52:01.262]  Major felonies, and apply the RICO statute.
[01:52:01.282 --> 01:52:04.245]  So we're going to talk about the implications of that when we do some analysis.
[01:52:04.265 --> 01:52:06.387]  Oh, so he's going to, yeah, smartphones, vehicles.
[01:52:06.407 --> 01:52:08.088]  You were talking about that last night, I think, David.
[01:52:08.108 --> 01:52:08.489]  Vehicles, yeah.
[01:52:08.509 --> 01:52:09.229]  Electrical grids.
[01:52:09.610 --> 01:52:15.115]  And even back when Clinton was in office, they were warning about putting all of our infrastructure on the internet.
[01:52:15.455 --> 01:52:17.577]  They said do not do that, and they did it anyway.
[01:52:18.638 --> 01:52:26.019]  Yeah, what's the plan B for when we do have some sort of a solar storm or hackers take down our infrastructure, our entire economy?
[01:52:26.039 --> 01:52:28.320]  Why don't you ask Michael Hastings about being hacked?
[01:52:28.460 --> 01:52:28.660]  Yeah.
[01:52:29.160 --> 01:52:29.740]  Oh, you can't.
[01:52:29.780 --> 01:52:30.200]  Absolutely.
[01:52:30.260 --> 01:52:30.540]  Yeah.
[01:52:30.600 --> 01:52:35.121]  We were just watching Jurassic Park again the other night.
[01:52:35.981 --> 01:52:40.622]  And the point, they get into the electric vehicles and start going and they have steering wheels that they can't control.
[01:52:40.642 --> 01:52:44.563]  And Travis said, this is not going to work out good.
[01:52:45.483 --> 01:52:47.804]  We know how this movie plays out.
[01:52:47.844 --> 01:52:48.884]  We've seen it in Jurassic Park.
[01:52:48.904 --> 01:52:49.905]  It's going to happen in real life.
